#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR57557--MA0740.1.KLF14	chr6	140546157	140546170	-	0.000	0.000	Merged-chr6-140546328-39
NR10734--MA1107.1.KLF9	chr11	55131118	55131130	+	0.000	0.000	Merged-chr11-55131266-10
NR13105--MA0599.1.KLF5	chr12	4234315	4234324	-	0.000	0.000	Merged-chr12-4234133-70
NR47572--MA1107.1.KLF9	chr4	116168774	116168786	+	0.000	0.000	Merged-chr4-116168946-31
NR26057--MA0742.1.Klf12	chr16	18089203	18089217	+	0.000	0.000	Merged-chr16-18089108-33
NR9768--MA0742.1.Klf12	chr11	6415814	6415828	-	0.000	0.000	Merged-chr11-6415741-2
NR50150--MA0657.1.KLF13	chr5	32458934	32458951	-	0.000	0.000	Merged-chr5-32459056-73
NR33836--MA1107.1.KLF9	chr19	4942972	4942984	+	0.000	0.000	Merged-chr19-4942974-44
NR36207--MA0599.1.KLF5	chr2	33853697	33853706	-	0.000	0.000	Merged-chr2-33853667-12
NR22953--MA1107.1.KLF9	chr15	25805860	25805872	+	0.000	0.000	Merged-chr15-25805747-73
NR12673--MA0741.1.KLF16	chr11	115276977	115276987	+	0.000	0.000	Merged-chr11-115277112-67
NR8982--MA0741.1.KLF16	chr10	117918809	117918819	+	0.000	0.000	Merged-chr10-117918701-83
NR45716--MA0599.1.KLF5	chr4	40852986	40852995	-	0.000	0.000	Merged-chr4-40853123-14
NR4979--MA0493.1.Klf1	chr1	191317817	191317827	-	0.000	0.000	Merged-chr1-191317976-55
NR63852--MA0599.1.KLF5	chr8	72421645	72421654	-	0.000	0.000	Merged-chr8-72421528-64
NR20248--MA0740.1.KLF14	chr14	33099320	33099333	+	0.000	0.000	Merged-chr14-33099452-34
NR66562--MA0599.1.KLF5	chr9	55110582	55110591	+	0.000	0.000	Merged-chr9-55110680-29
NR40055--MA1107.1.KLF9	chr2	169504372	169504384	+	0.000	0.000	Merged-chr2-169504323-1
NR33832--MA0740.1.KLF14	chr19	4928289	4928302	+	0.000	0.000	Merged-chr19-4928305-60
NR17142--MA0599.1.KLF5	chr13	55623009	55623018	-	0.000	0.000	Merged-chr13-55622931-60
NR68603--MA0599.1.KLF5	chrX	12977826	12977835	-	0.000	0.000	Merged-chrX-12977868-18
NR56703--MA0740.1.KLF14	chr6	115762206	115762219	+	0.000	0.000	Merged-chr6-115762298-33
NR11918--MA1107.1.KLF9	chr11	95713989	95714001	+	0.000	0.000	Merged-chr11-95714089-14
NR41439--MA0740.1.KLF14	chr3	40846928	40846941	-	0.000	0.000	Merged-chr3-40846936-62
NR42683--MA0493.1.Klf1	chr3	95106972	95106982	+	0.000	0.000	Merged-chr3-95106767-61
NR7394--MA0599.1.KLF5	chr10	78457978	78457987	+	0.000	0.000	Merged-chr10-78458040-65
NR65099--MA0039.3.KLF4	chr8	120276576	120276586	-	0.000	0.000	Merged-chr8-120276586-37
NR13045--MA0742.1.Klf12	chr11	121204191	121204205	+	0.000	0.000	Merged-chr11-121204419-68
NR57701--MA1107.1.KLF9	chr6	142884398	142884410	+	0.000	0.000	Merged-chr6-142884312-23
NR11224--MA0657.1.KLF13	chr11	72689937	72689954	+	0.000	0.000	Merged-chr11-72690099-58
NR63824--MA1107.1.KLF9	chr8	72169382	72169394	+	0.000	0.000	Merged-chr8-72169499-55
NR29003--MA0599.1.KLF5	chr17	27027660	27027669	-	0.000	0.000	Merged-chr17-27027661-33
NR2952--MA0599.1.KLF5	chr1	134415345	134415354	-	0.000	0.000	Merged-chr1-134415467-59
NR52765--MA0742.1.Klf12	chr5	124079219	124079233	-	0.000	0.000	Merged-chr5-124079181-11
NR27844--MA0599.1.KLF5	chr16	91485077	91485086	-	0.000	0.000	Merged-chr16-91485256-80
NR47899--MA1107.1.KLF9	chr4	124657586	124657598	-	0.000	0.000	Merged-chr4-124657486-59
NR41915--MA1107.1.KLF9	chr3	61407048	61407060	-	0.000	0.000	Merged-chr3-61407065-4
NR61210--MA1107.1.KLF9	chr7	118740224	118740236	-	0.000	0.000	Merged-chr7-118740082-2
NR66087--MA0493.1.Klf1	chr9	32695960	32695970	+	0.000	0.000	Merged-chr9-32696080-66
NR39172--MA0599.1.KLF5	chr2	146498585	146498594	+	0.000	0.000	Merged-chr2-146498425-8
NR63749--MA0742.1.Klf12	chr8	71382069	71382083	-	0.000	0.000	Merged-chr8-71381982-56
NR27406--MA0742.1.Klf12	chr16	75920988	75921002	-	0.000	0.000	Merged-chr16-75921068-56
NR65338--MA0599.1.KLF5	chr8	123805956	123805965	+	0.000	0.000	Merged-chr8-123805891-37
NR16809--MA0599.1.KLF5	chr13	42052735	42052744	-	0.000	0.000	Merged-chr13-42052771-14
NR57165--MA0599.1.KLF5	chr6	128962318	128962327	-	0.000	0.000	Merged-chr6-128962247-24
NR4660--MA0039.3.KLF4	chr1	183299366	183299376	+	0.000	0.000	Merged-chr1-183299366-48
NR66889--MA0599.1.KLF5	chr9	65676512	65676521	-	0.000	0.000	Merged-chr9-65676476-52
NR67873--MA0740.1.KLF14	chr9	106685821	106685834	+	0.000	0.000	Merged-chr9-106685635-87
NR30566--MA0039.3.KLF4	chr17	73174326	73174336	+	0.000	0.000	Merged-chr17-73174368-48
NR49198--MA0599.1.KLF5	chr4	155563514	155563523	+	0.000	0.000	Merged-chr4-155563706-85
NR52180--MA1107.1.KLF9	chr5	112273925	112273937	+	0.000	0.000	Merged-chr5-112273853-3
NR12145--MA0599.1.KLF5	chr11	98795083	98795092	+	0.000	0.000	Merged-chr11-98795114-80
NR33071--MA0493.1.Klf1	chr18	69196408	69196418	+	0.000	0.000	Merged-chr18-69196479-70
NR50888--MA0599.1.KLF5	chr5	64651647	64651656	-	0.000	0.000	Merged-chr5-64651532-36
NR37421--MA1107.1.KLF9	chr2	79550521	79550533	-	0.000	0.000	Merged-chr2-79550583-34
NR36663--MA0493.1.Klf1	chr2	52315733	52315743	-	0.000	0.000	Merged-chr2-52315890-51
NR40181--MA0493.1.Klf1	chr2	172345461	172345471	-	0.000	0.000	Merged-chr2-172345580-57
NR33873--MA0599.1.KLF5	chr19	5457575	5457584	-	0.000	0.000	Merged-chr19-5457359-63
NR46095--MA0741.1.KLF16	chr4	47502657	47502667	+	0.000	0.000	Merged-chr4-47502756-26
NR33497--MA0741.1.KLF16	chr18	82475099	82475109	+	0.000	0.000	Merged-chr18-82475185-33
NR67858--MA0599.1.KLF5	chr9	106453804	106453813	-	0.000	0.000	Merged-chr9-106453760-51
NR69410--MA0740.1.KLF14	chrX	140956781	140956794	+	0.000	0.000	Merged-chrX-140956860-72
NR35914--MA0599.1.KLF5	chr2	29632223	29632232	+	0.000	0.000	Merged-chr2-29632325-58
NR39470--MA0741.1.KLF16	chr2	154436281	154436291	-	0.000	0.000	Merged-chr2-154436472-72
NR52071--MA0741.1.KLF16	chr5	110135734	110135744	+	0.000	0.000	Merged-chr5-110135830-52
NR33363--MA0742.1.Klf12	chr18	77743800	77743814	-	0.000	0.000	Merged-chr18-77743762-23
NR36225--MA0599.1.KLF5	chr2	34372762	34372771	-	0.000	0.000	Merged-chr2-34372536-117
NR16394--MA0741.1.KLF16	chr13	21200278	21200288	-	0.000	0.000	Merged-chr13-21200386-81
NR40092--MA0599.1.KLF5	chr2	170184747	170184756	-	0.000	0.000	Merged-chr2-170184850-70
NR34176--MA0740.1.KLF14	chr19	16781178	16781191	-	0.000	0.000	Merged-chr19-16781022-84
NR65583--MA1107.1.KLF9	chr9	11579251	11579263	-	0.000	0.000	Merged-chr9-11579132-23
NR31954--MA0742.1.Klf12	chr18	33464076	33464090	-	0.000	0.000	Merged-chr18-33464031-50
NR24321--MA0741.1.KLF16	chr15	78773515	78773525	+	0.000	0.000	Merged-chr15-78773486-35
NR38605--MA1107.1.KLF9	chr2	128061292	128061304	+	0.000	0.000	Merged-chr2-128061246-44
NR68836--MA0599.1.KLF5	chrX	48454368	48454377	-	0.000	0.000	Merged-chrX-48454297-63
NR27649--MA0741.1.KLF16	chr16	87746843	87746853	-	0.000	0.000	Merged-chr16-87746947-32
NR8117--MA0599.1.KLF5	chr10	94035833	94035842	+	0.000	0.000	Merged-chr10-94035928-82
NR39941--MA1107.1.KLF9	chr2	167831518	167831530	-	0.000	0.000	Merged-chr2-167831318-40
NR35305--MA0741.1.KLF16	chr2	11016565	11016575	-	0.000	0.000	Merged-chr2-11016646-27
NR33083--MA0741.1.KLF16	chr18	69344463	69344473	+	0.000	0.000	Merged-chr18-69344405-52
NR6743--MA0599.1.KLF5	chr10	60346799	60346808	+	0.000	0.000	Merged-chr10-60346910-89
NR69218--MA0493.1.Klf1	chrX	106704772	106704782	-	0.000	0.000	Merged-chrX-106704745-40
NR34823--MA1107.1.KLF9	chr19	47910167	47910179	+	0.000	0.000	Merged-chr19-47910337-85
NR27932--MA0039.3.KLF4	chr16	93777385	93777395	+	0.000	0.000	Merged-chr16-93777222-1
NR10883--MA0599.1.KLF5	chr11	60811284	60811293	+	0.000	0.000	Merged-chr11-60811220-49
NR18770--MA0740.1.KLF14	chr13	104109639	104109652	+	0.000	0.000	Merged-chr13-104109580-88
NR43307--MA1107.1.KLF9	chr3	115669470	115669482	+	0.000	0.000	Merged-chr3-115669354-51
NR2294--MA0599.1.KLF5	chr1	105663812	105663821	-	0.000	0.000	Merged-chr1-105663837-98
NR52594--MA0741.1.KLF16	chr5	121330249	121330259	+	0.000	0.000	Merged-chr5-121330431-35
NR6724--MA1107.1.KLF9	chr10	59951915	59951927	-	0.000	0.000	Merged-chr10-59952014-65
NR50221--MA0599.1.KLF5	chr5	34513983	34513992	+	0.000	0.000	Merged-chr5-34513990-85
NR7801--MA0493.1.Klf1	chr10	83534119	83534129	+	0.000	0.000	Merged-chr10-83533900-47
NR29566--MA1107.1.KLF9	chr17	40934710	40934722	-	0.000	0.000	Merged-chr17-40934697-83
NR24573--MA0741.1.KLF16	chr15	82147203	82147213	-	0.000	0.000	Merged-chr15-82147198-69
NR65258--MA0741.1.KLF16	chr8	123015336	123015346	-	0.000	0.000	Merged-chr8-123015317-27
NR24118--MA0599.1.KLF5	chr15	76069054	76069063	-	0.000	0.000	Merged-chr15-76068913-1
NR65529--MA0741.1.KLF16	chr9	7805169	7805179	-	0.000	0.000	Merged-chr9-7805138-27
NR24457--MA1107.1.KLF9	chr15	80582923	80582935	-	0.000	0.000	Merged-chr15-80582931-41
NR21532--MA1107.1.KLF9	chr14	79587564	79587576	+	0.000	0.000	Merged-chr14-79587561-73
NR37237--MA0741.1.KLF16	chr2	73060124	73060134	+	0.000	0.000	Merged-chr2-73059981-18
NR45764--MA0741.1.KLF16	chr4	41348064	41348074	+	0.000	0.000	Merged-chr4-41348000-22
NR36337--MA0599.1.KLF5	chr2	38824104	38824113	-	0.000	0.000	Merged-chr2-38824189-28
NR47559--MA1107.1.KLF9	chr4	116053021	116053033	-	0.000	0.000	Merged-chr4-116052900-4
NR12020--MA0741.1.KLF16	chr11	97400450	97400460	-	0.000	0.000	Merged-chr11-97400516-28
NR33412--MA0599.1.KLF5	chr18	80200678	80200687	-	0.000	0.000	Merged-chr18-80200692-56
NR58904--MA0741.1.KLF16	chr7	28809115	28809125	+	0.000	0.000	Merged-chr7-28809284-68
NR66684--MA0741.1.KLF16	chr9	59656466	59656476	-	0.000	0.000	Merged-chr9-59656584-94
NR56682--MA0741.1.KLF16	chr6	114916492	114916502	-	0.000	0.000	Merged-chr6-114916622-10
NR57183--MA0599.1.KLF5	chr6	129049281	129049290	-	0.000	0.000	Merged-chr6-129049251-27
NR48411--MA0039.3.KLF4	chr4	135664962	135664972	-	0.000	0.000	Merged-chr4-135664760-27
NR42921--MA0599.1.KLF5	chr3	101731297	101731306	-	0.000	0.000	Merged-chr3-101731258-4
NR58894--MA0742.1.Klf12	chr7	28781382	28781396	+	0.000	0.000	Merged-chr7-28781116-129
NR45901--MA0742.1.Klf12	chr4	43483769	43483783	+	0.000	0.000	Merged-chr4-43483689-52
NR35423--MA0742.1.Klf12	chr2	13760534	13760548	+	0.000	0.000	Merged-chr2-13760550-51
NR12378--MA0599.1.KLF5	chr11	103412734	103412743	+	0.000	0.000	Merged-chr11-103412657-68
NR48680--MA1107.1.KLF9	chr4	141445093	141445105	-	0.000	0.000	Merged-chr4-141445033-106
NR54402--MA0741.1.KLF16	chr6	17629907	17629917	+	0.000	0.000	Merged-chr6-17630018-29
NR61789--MA0599.1.KLF5	chr7	139398846	139398855	-	0.000	0.000	Merged-chr7-139398663-1
NR24462--MA0493.1.Klf1	chr15	80599565	80599575	-	0.000	0.000	Merged-chr15-80599512-51
NR69212--MA0742.1.Klf12	chrX	106135771	106135785	-	0.000	0.000	Merged-chrX-106135909-80
NR46612--MA0742.1.Klf12	chr4	70307108	70307122	-	0.000	0.000	Merged-chr4-70307334-49
NR9702--MA0657.1.KLF13	chr11	4804234	4804251	+	0.000	0.000	Merged-chr11-4804243-58
NR15079--MA0599.1.KLF5	chr12	91779239	91779248	-	0.000	0.000	Merged-chr12-91779074-57
NR11832--MA0741.1.KLF16	chr11	94328216	94328226	-	0.000	0.000	Merged-chr11-94328210-70
NR3920--MA1107.1.KLF9	chr1	164972937	164972949	-	0.000	0.000	Merged-chr1-164973033-32
NR18330--MA0493.1.Klf1	chr13	92354666	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR29709--MA0741.1.KLF16	chr17	46890496	46890506	+	0.000	0.000	Merged-chr17-46890539-102
NR154--MA0039.3.KLF4	chr1	9748426	9748436	+	0.000	0.000	Merged-chr1-9748550-1
NR8582--MA0493.1.Klf1	chr10	107941371	107941381	-	0.000	0.000	Merged-chr10-107941228-1
NR10431--MA0599.1.KLF5	chr11	44925050	44925059	+	0.000	0.000	Merged-chr11-44925133-6
NR61555--MA1107.1.KLF9	chr7	128383886	128383898	-	0.000	0.000	Merged-chr7-128383933-89
NR56993--MA0599.1.KLF5	chr6	125090110	125090119	-	0.000	0.000	Merged-chr6-125089926-24
NR1727--MA1107.1.KLF9	chr1	80758734	80758746	-	0.000	0.000	Merged-chr1-80758556-27
NR37198--MA0493.1.Klf1	chr2	71873219	71873229	-	0.000	0.000	Merged-chr2-71873346-69
NR64590--MA0741.1.KLF16	chr8	105170632	105170642	-	0.000	0.000	Merged-chr8-105170559-11
NR12811--MA1107.1.KLF9	chr11	116413804	116413816	+	0.000	0.000	Merged-chr11-116413777-2
NR48375--MA0740.1.KLF14	chr4	135120390	135120403	-	0.000	0.000	Merged-chr4-135120412-50
NR11091--MA0599.1.KLF5	chr11	69095057	69095066	+	0.000	0.000	Merged-chr11-69095094-65
NR42366--MA0599.1.KLF5	chr3	84345572	84345581	-	0.000	0.000	Merged-chr3-84345416-77
NR45076--MA0599.1.KLF5	chr4	9669125	9669134	+	0.000	0.000	Merged-chr4-9669090-69
NR5097--MA1107.1.KLF9	chr1	193349934	193349946	-	0.000	0.000	Merged-chr1-193349952-15
NR50314--MA1107.1.KLF9	chr5	36582015	36582027	+	0.000	0.000	Merged-chr5-36582061-78
NR3829--MA0740.1.KLF14	chr1	161876853	161876866	+	0.000	0.000	Merged-chr1-161876687-148
NR2172--MA1107.1.KLF9	chr1	96570696	96570708	-	0.000	0.000	Merged-chr1-96570567-3
NR13049--MA0741.1.KLF16	chr11	121204192	121204202	+	0.000	0.000	Merged-chr11-121204419-68
NR17393--MA0599.1.KLF5	chr13	64161729	64161738	-	0.000	0.000	Merged-chr13-64161873-63
NR69584--MA0039.3.KLF4	chrX	162868477	162868487	+	0.000	0.000	Merged-chrX-162868446-21
NR48668--MA0599.1.KLF5	chr4	141148495	141148504	+	0.000	0.000	Merged-chr4-141148544-3
NR52041--MA0039.3.KLF4	chr5	108461257	108461267	+	0.000	0.000	Merged-chr5-108461291-62
NR51856--MA1107.1.KLF9	chr5	100916623	100916635	+	0.000	0.000	Merged-chr5-100916697-39
NR15065--MA0493.1.Klf1	chr12	91590082	91590092	-	0.000	0.000	Merged-chr12-91590241-81
NR68159--MA1107.1.KLF9	chr9	116114510	116114522	-	0.000	0.000	Merged-chr9-116114550-42
NR5998--MA0741.1.KLF16	chr10	30618173	30618183	+	0.000	0.000	Merged-chr10-30618352-61
NR42362--MA0742.1.Klf12	chr3	84345568	84345582	-	0.000	0.000	Merged-chr3-84345416-77
NR9408--MA0493.1.Klf1	chr10	127263152	127263162	-	0.000	0.000	Merged-chr10-127263127-11
NR12951--MA0599.1.KLF5	chr11	119034274	119034283	-	0.000	0.000	Merged-chr11-119034367-26
NR34502--MA0599.1.KLF5	chr19	38395883	38395892	-	0.000	0.000	Merged-chr19-38396042-54
NR7544--MA0742.1.Klf12	chr10	80539312	80539326	-	0.000	0.000	Merged-chr10-80539129-37
NR45939--MA0741.1.KLF16	chr4	43972419	43972429	+	0.000	0.000	Merged-chr4-43972345-49
NR62077--MA0493.1.Klf1	chr8	4259275	4259285	-	0.000	0.000	Merged-chr8-4258944-112
NR53448--MA0740.1.KLF14	chr5	137776844	137776857	-	0.000	0.000	Merged-chr5-137776694-7
NR48059--MA0741.1.KLF16	chr4	129500865	129500875	-	0.000	0.000	Merged-chr4-129500863-48
NR17398--MA0742.1.Klf12	chr13	64161799	64161813	-	0.000	0.000	Merged-chr13-64161873-63
NR64038--MA0599.1.KLF5	chr8	82402649	82402658	-	0.000	0.000	Merged-chr8-82402722-77
NR45062--MA0493.1.Klf1	chr4	8812576	8812586	-	0.000	0.000	Merged-chr4-8812564-41
NR39483--MA0741.1.KLF16	chr2	154892838	154892848	+	0.000	0.000	Merged-chr2-154892786-55
NR39754--MA0741.1.KLF16	chr2	162931482	162931492	+	0.000	0.000	Merged-chr2-162931607-133
NR52355--MA0741.1.KLF16	chr5	114667662	114667672	-	0.000	0.000	Merged-chr5-114667670-56
NR44667--MA0740.1.KLF14	chr3	152714092	152714105	+	0.000	0.000	Merged-chr3-152714247-60
NR2836--MA0599.1.KLF5	chr1	131161418	131161427	-	0.000	0.000	Merged-chr1-131161352-21
NR31030--MA0742.1.Klf12	chr17	87344496	87344510	+	0.000	0.000	Merged-chr17-87344693-70
NR47410--MA0741.1.KLF16	chr4	107879684	107879694	-	0.000	0.000	Merged-chr4-107879747-57
NR45188--MA0599.1.KLF5	chr4	11076340	11076349	+	0.000	0.000	Merged-chr4-11076222-62
NR31317--MA0493.1.Klf1	chr18	4333793	4333803	+	0.000	0.000	Merged-chr18-4333845-29
NR30916--MA1107.1.KLF9	chr17	84004407	84004419	-	0.000	0.000	Merged-chr17-84004507-68
NR31031--MA0599.1.KLF5	chr17	87344542	87344551	+	0.000	0.000	Merged-chr17-87344693-70
NR26059--MA0039.3.KLF4	chr16	18089205	18089215	+	0.000	0.000	Merged-chr16-18089108-33
NR39620--MA0742.1.Klf12	chr2	158794812	158794826	+	0.000	0.000	Merged-chr2-158794730-73
NR52221--MA0742.1.Klf12	chr5	112326294	112326308	+	0.000	0.000	Merged-chr5-112326460-40
NR23279--MA0599.1.KLF5	chr15	36938894	36938903	+	0.000	0.000	Merged-chr15-36938734-87
NR45525--MA0741.1.KLF16	chr4	32250331	32250341	-	0.000	0.000	Merged-chr4-32250559-148
NR12396--MA0599.1.KLF5	chr11	104631541	104631550	-	0.000	0.000	Merged-chr11-104631492-24
NR60256--MA0599.1.KLF5	chr7	80450218	80450227	+	0.000	0.000	Merged-chr7-80450087-44
NR57129--MA0493.1.Klf1	chr6	128227933	128227943	-	0.000	0.000	Merged-chr6-128227783-25
NR48484--MA0740.1.KLF14	chr4	136206367	136206380	-	0.000	0.000	Merged-chr4-136206356-47
NR51968--MA1107.1.KLF9	chr5	105599110	105599122	-	0.000	0.000	Merged-chr5-105598952-15
NR25316--MA0741.1.KLF16	chr15	99702385	99702395	-	0.000	0.000	Merged-chr15-99702299-64
NR12718--MA0741.1.KLF16	chr11	115708616	115708626	+	0.000	0.000	Merged-chr11-115708587-76
NR10496--MA0741.1.KLF16	chr11	49083339	49083349	+	0.000	0.000	Merged-chr11-49083360-4
NR66716--MA0741.1.KLF16	chr9	61427105	61427115	-	0.000	0.000	Merged-chr9-61427187-31
NR34071--MA1107.1.KLF9	chr19	9038256	9038268	+	0.000	0.000	Merged-chr19-9038318-39
NR15677--MA0740.1.KLF14	chr12	113014389	113014402	-	0.000	0.000	Merged-chr12-113014523-77
NR28422--MA0741.1.KLF16	chr17	10425427	10425437	+	0.000	0.000	Merged-chr17-10425505-16
NR48307--MA0657.1.KLF13	chr4	134187205	134187222	+	0.000	0.000	Merged-chr4-134187105-62
NR68732--MA1107.1.KLF9	chrX	36989604	36989616	-	0.000	0.000	Merged-chrX-36989513-70
NR21412--MA0493.1.Klf1	chr14	75131062	75131072	+	0.000	0.000	Merged-chr14-75131133-67
NR10887--MA0657.1.KLF13	chr11	60913788	60913805	-	0.000	0.000	Merged-chr11-60913719-59
NR18215--MA0741.1.KLF16	chr13	89739572	89739582	+	0.000	0.000	Merged-chr13-89739593-12
NR69053--MA0599.1.KLF5	chrX	85573965	85573974	-	0.000	0.000	Merged-chrX-85573956-74
NR39611--MA0741.1.KLF16	chr2	158794730	158794740	-	0.000	0.000	Merged-chr2-158794730-73
NR52946--MA1107.1.KLF9	chr5	129787251	129787263	-	0.000	0.000	Merged-chr5-129787253-58
NR64906--MA0493.1.Klf1	chr8	114974874	114974884	-	0.000	0.000	Merged-chr8-114974743-26
NR38660--MA0599.1.KLF5	chr2	129065917	129065926	-	0.000	0.000	Merged-chr2-129066183-78
NR42573--MA0740.1.KLF14	chr3	89963248	89963261	+	0.000	0.000	Merged-chr3-89963361-50
NR52007--MA0741.1.KLF16	chr5	107359529	107359539	+	0.000	0.000	Merged-chr5-107359666-49
NR48089--MA0039.3.KLF4	chr4	129696179	129696189	+	0.000	0.000	Merged-chr4-129696167-1
NR42996--MA0657.1.KLF13	chr3	103386413	103386430	-	0.000	0.000	Merged-chr3-103386256-4
NR29101--MA0740.1.KLF14	chr17	28313524	28313537	+	0.000	0.000	Merged-chr17-28313476-57
NR2066--MA0599.1.KLF5	chr1	93804182	93804191	-	0.000	0.000	Merged-chr1-93804092-59
NR34291--MA0493.1.Klf1	chr19	29101275	29101285	+	0.000	0.000	Merged-chr19-29101370-61
NR61215--MA1107.1.KLF9	chr7	118740234	118740246	-	0.000	0.000	Merged-chr7-118740082-2
NR43160--MA0741.1.KLF16	chr3	107233418	107233428	-	0.000	0.000	Merged-chr3-107233528-55
NR12033--MA0741.1.KLF16	chr11	97575748	97575758	+	0.000	0.000	Merged-chr11-97575787-15
NR19317--MA0657.1.KLF13	chr13	119790883	119790900	+	0.000	0.000	Merged-chr13-119790826-111
NR48168--MA0741.1.KLF16	chr4	131843425	131843435	-	0.000	0.000	Merged-chr4-131843494-43
NR60242--MA0493.1.Klf1	chr7	80340271	80340281	-	0.000	0.000	Merged-chr7-80340417-98
NR64080--MA0741.1.KLF16	chr8	83741364	83741374	+	0.000	0.000	Merged-chr8-83741278-35
NR10353--MA0741.1.KLF16	chr11	32542889	32542899	-	0.000	0.000	Merged-chr11-32542755-79
NR51753--MA0741.1.KLF16	chr5	98031153	98031163	-	0.000	0.000	Merged-chr5-98030932-136
NR41751--MA0741.1.KLF16	chr3	55419532	55419542	+	0.000	0.000	Merged-chr3-55419547-37
NR48559--MA0657.1.KLF13	chr4	138922185	138922202	+	0.000	0.000	Merged-chr4-138922216-32
NR11839--MA0599.1.KLF5	chr11	94601905	94601914	-	0.000	0.000	Merged-chr11-94601858-52
NR34735--MA0599.1.KLF5	chr19	46573250	46573259	-	0.000	0.000	Merged-chr19-46573181-77
NR31810--MA0599.1.KLF5	chr18	25505068	25505077	-	0.000	0.000	Merged-chr18-25505224-41
NR3926--MA0599.1.KLF5	chr1	165174145	165174154	+	0.000	0.000	Merged-chr1-165174283-37
NR9687--MA0740.1.KLF14	chr11	4218150	4218163	-	0.000	0.000	Merged-chr11-4218223-50
NR65109--MA1107.1.KLF9	chr8	120404065	120404077	+	0.000	0.000	Merged-chr8-120404007-24
NR32970--MA0741.1.KLF16	chr18	67255707	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR34196--MA0742.1.Klf12	chr19	18713081	18713095	+	0.000	0.000	Merged-chr19-18713234-65
NR10641--MA0493.1.Klf1	chr11	53852030	53852040	-	0.000	0.000	Merged-chr11-53851984-46
NR52176--MA1107.1.KLF9	chr5	112273917	112273929	+	0.000	0.000	Merged-chr5-112273853-3
NR20232--MA1107.1.KLF9	chr14	32492707	32492719	+	0.000	0.000	Merged-chr14-32492758-31
NR15607--MA0493.1.Klf1	chr12	111159875	111159885	+	0.000	0.000	Merged-chr12-111160075-57
NR58898--MA0741.1.KLF16	chr7	28781383	28781393	+	0.000	0.000	Merged-chr7-28781116-129
NR58503--MA0741.1.KLF16	chr7	19824337	19824347	-	0.000	0.000	Merged-chr7-19824278-64
NR63520--MA1107.1.KLF9	chr8	68420306	68420318	-	0.000	0.000	Merged-chr8-68420195-2
NR66283--MA0741.1.KLF16	chr9	44084865	44084875	-	0.000	0.000	Merged-chr9-44084798-37
NR56281--MA0741.1.KLF16	chr6	99429080	99429090	+	0.000	0.000	Merged-chr6-99429138-37
NR8594--MA0741.1.KLF16	chr10	108332656	108332666	+	0.000	0.000	Merged-chr10-108332543-119
NR35995--MA0740.1.KLF14	chr2	30807734	30807747	-	0.000	0.000	Merged-chr2-30807824-61
NR64395--MA1107.1.KLF9	chr8	94413612	94413624	+	0.000	0.000	Merged-chr8-94413719-53
NR29317--MA0742.1.Klf12	chr17	33915837	33915851	-	0.000	0.000	Merged-chr17-33915995-48
NR12827--MA0741.1.KLF16	chr11	116616183	116616193	+	0.000	0.000	Merged-chr11-116616118-41
NR37417--MA1107.1.KLF9	chr2	79550513	79550525	-	0.000	0.000	Merged-chr2-79550583-34
NR68182--MA0493.1.Klf1	chr9	116338558	116338568	+	0.000	0.000	Merged-chr9-116338340-72
NR15662--MA0741.1.KLF16	chr12	112829539	112829549	+	0.000	0.000	Merged-chr12-112829457-77
NR17907--MA1107.1.KLF9	chr13	81176297	81176309	-	0.000	0.000	Merged-chr13-81176115-63
NR38657--MA0740.1.KLF14	chr2	129065914	129065927	-	0.000	0.000	Merged-chr2-129066183-78
NR25490--MA0599.1.KLF5	chr15	102999506	102999515	-	0.000	0.000	Merged-chr15-102999361-34
NR18361--MA1107.1.KLF9	chr13	93990567	93990579	+	0.000	0.000	Merged-chr13-93990352-84
NR23389--MA0657.1.KLF13	chr15	38473847	38473864	+	0.000	0.000	Merged-chr15-38473767-49
NR11815--MA0039.3.KLF4	chr11	93995234	93995244	-	0.000	0.000	Merged-chr11-93995310-5
NR9171--MA0742.1.Klf12	chr10	122717816	122717830	+	0.000	0.000	Merged-chr10-122717958-55
NR35586--MA0039.3.KLF4	chr2	18524632	18524642	-	0.000	0.000	Merged-chr2-18524516-29
NR45187--MA1107.1.KLF9	chr4	11076228	11076240	+	0.000	0.000	Merged-chr4-11076222-62
NR2954--MA0741.1.KLF16	chr1	134415344	134415354	-	0.000	0.000	Merged-chr1-134415467-59
NR42953--MA0740.1.KLF14	chr3	102996012	102996025	-	0.000	0.000	Merged-chr3-102995869-67
NR3011--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR53821--MA1107.1.KLF9	chr5	146824774	146824786	+	0.000	0.000	Merged-chr5-146824723-50
