#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR2431--MA0035.3.Gata1	chr13	8457040	8457050	+	0.000	0.000	Merged-chr13-8457184-81
NR6366--MA0766.1.GATA5	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR4957--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR2202--MA0482.1.Gata4	chr12	91384509	91384519	-	0.000	0.000	Merged-chr12-91384407-62
NR1881--MA0766.1.GATA5	chr12	25013045	25013052	-	0.000	0.000	Merged-chr12-25013214-16
NR6771--MA0035.3.Gata1	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR4472--MA0035.3.Gata1	chr17	62784083	62784093	+	0.000	0.000	Merged-chr17-62784192-42
NR4642--MA0036.3.GATA2	chr18	11913377	11913387	-	0.000	0.000	Merged-chr18-11913705-37
NR6524--MA0140.2.GATA1::TAL1	chr3	144261073	144261090	-	0.000	0.000	Merged-chr3-144261016-37
NR5752--MA0037.3.GATA3	chr2	152914878	152914885	-	0.000	0.000	Merged-chr2-152914724-49
NR8121--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR8854--MA0482.1.Gata4	chr7	89841971	89841981	-	0.000	0.000	Merged-chr7-89842093-31
NR2580--MA1104.1.GATA6	chr13	55636685	55636697	-	0.000	0.000	Merged-chr13-55636712-28
NR4384--MA0036.3.GATA2	chr17	35727168	35727178	-	0.000	0.000	Merged-chr17-35727200-6
NR4190--MA0482.1.Gata4	chr16	95798614	95798624	+	0.000	0.000	Merged-chr16-95798581-80
NR7771--MA0766.1.GATA5	chr5	147063478	147063485	-	0.000	0.000	Merged-chr5-147063758-85
NR9823--MA0140.2.GATA1::TAL1	chrX	7570940	7570957	-	0.000	0.000	Merged-chrX-7570919-6
NR2290--MA0036.3.GATA2	chr12	105019700	105019710	+	0.000	0.000	Merged-chr12-105019829-37
NR768--MA0036.3.GATA2	chr1	174635511	174635521	+	0.000	0.000	Merged-chr1-174635411-1
NR9115--MA0140.2.GATA1::TAL1	chr8	25017191	25017208	-	0.000	0.000	Merged-chr8-25017163-89
NR9821--MA0036.3.GATA2	chrX	7570949	7570959	-	0.000	0.000	Merged-chrX-7570919-6
NR726--MA0035.3.Gata1	chr1	165985895	165985905	-	0.000	0.000	Merged-chr1-165985990-54
NR364--MA0766.1.GATA5	chr1	88578424	88578431	+	0.000	0.000	Merged-chr1-88578300-28
NR8918--MA0036.3.GATA2	chr7	110432410	110432420	+	0.000	0.000	Merged-chr7-110432490-32
NR6834--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR9930--MA0036.3.GATA2	chrX	153375287	153375297	+	0.000	0.000	Merged-chrX-153375365-26
NR4002--MA0036.3.GATA2	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR7206--MA0037.3.GATA3	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR7044--MA1104.1.GATA6	chr4	101217306	101217318	+	0.000	0.000	Merged-chr4-101217167-64
NR6205--MA0036.3.GATA2	chr3	81201467	81201477	+	0.000	0.000	Merged-chr3-81201582-6
NR4525--MA0036.3.GATA2	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR4997--MA0482.1.Gata4	chr19	4080681	4080691	+	0.000	0.000	Merged-chr19-4080806-9
NR4894--MA0140.2.GATA1::TAL1	chr18	68059335	68059352	+	0.000	0.000	Merged-chr18-68059360-81
NR2170--MA0766.1.GATA5	chr12	89719512	89719519	+	0.000	0.000	Merged-chr12-89719457-81
NR4193--MA0035.3.Gata1	chr16	95798613	95798623	+	0.000	0.000	Merged-chr16-95798581-80
NR7153--MA1104.1.GATA6	chr4	140815638	140815650	-	0.000	0.000	Merged-chr4-140815831-84
NR7772--MA0037.3.GATA3	chr5	148596595	148596602	-	0.000	0.000	Merged-chr5-148596681-29
NR2555--MA0482.1.Gata4	chr13	45371942	45371952	-	0.000	0.000	Merged-chr13-45371918-16
NR6576--MA0766.1.GATA5	chr3	152919363	152919370	-	0.000	0.000	Merged-chr3-152919231-7
NR4015--MA0036.3.GATA2	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR22--MA0037.3.GATA3	chr1	6453564	6453571	+	0.000	0.000	Merged-chr1-6453471-6
NR9882--MA0035.3.Gata1	chrX	104015322	104015332	-	0.000	0.000	Merged-chrX-104015448-5
NR8869--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR410--MA0482.1.Gata4	chr1	94803982	94803992	+	0.000	0.000	Merged-chr1-94803919-2
NR8432--MA0482.1.Gata4	chr6	134533243	134533253	+	0.000	0.000	Merged-chr6-134533147-7
NR6056--MA0036.3.GATA2	chr3	52650274	52650284	+	0.000	0.000	Merged-chr3-52650302-1
NR7785--MA0037.3.GATA3	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR4829--MA0140.2.GATA1::TAL1	chr18	57085860	57085877	-	0.000	0.000	Merged-chr18-57085717-36
NR4632--MA1104.1.GATA6	chr18	6484968	6484980	-	0.000	0.000	Merged-chr18-6484878-33
NR1852--MA0766.1.GATA5	chr12	16185623	16185630	-	0.000	0.000	Merged-chr12-16185844-40
NR1669--MA0037.3.GATA3	chr11	70239914	70239921	+	0.000	0.000	Merged-chr11-70239985-43
NR2449--MA0035.3.Gata1	chr13	12340220	12340230	+	0.000	0.000	Merged-chr13-12340337-1
NR5760--MA0035.3.Gata1	chr2	154797071	154797081	-	0.000	0.000	Merged-chr2-154797130-17
NR8607--MA0482.1.Gata4	chr7	19093680	19093690	+	0.000	0.000	Merged-chr7-19093740-100
NR6656--MA0482.1.Gata4	chr4	9185019	9185029	-	0.000	0.000	Merged-chr4-9185047-5
NR8217--MA0035.3.Gata1	chr6	99220740	99220750	+	0.000	0.000	Merged-chr6-99220619-12
NR4976--MA0482.1.Gata4	chr18	84355146	84355156	-	0.000	0.000	Merged-chr18-84355361-12
NR8859--MA0482.1.Gata4	chr7	92420482	92420492	+	0.000	0.000	Merged-chr7-92420666-38
NR6123--MA0035.3.Gata1	chr3	60954283	60954293	-	0.000	0.000	Merged-chr3-60954370-10
NR1778--MA0037.3.GATA3	chr11	116782936	116782943	-	0.000	0.000	Merged-chr11-116782885-34
NR2558--MA0035.3.Gata1	chr13	45371943	45371953	-	0.000	0.000	Merged-chr13-45371918-16
NR9160--MA0037.3.GATA3	chr8	35250947	35250954	-	0.000	0.000	Merged-chr8-35250826-10
NR4169--MA0037.3.GATA3	chr16	91448309	91448316	+	0.000	0.000	Merged-chr16-91448282-13
NR2186--MA0036.3.GATA2	chr12	91065610	91065620	+	0.000	0.000	Merged-chr12-91065547-31
NR8477--MA0036.3.GATA2	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR2551--MA1104.1.GATA6	chr13	41948365	41948377	+	0.000	0.000	Merged-chr13-41948463-1
NR4103--MA0036.3.GATA2	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR3057--MA0037.3.GATA3	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR6287--MA0036.3.GATA2	chr3	100558467	100558477	+	0.000	0.000	Merged-chr3-100558458-49
NR197--MA0036.3.GATA2	chr1	59173178	59173188	-	0.000	0.000	Merged-chr1-59173225-2
NR2312--MA1104.1.GATA6	chr12	110689848	110689860	+	0.000	0.000	Merged-chr12-110689902-59
NR6667--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR8424--MA0482.1.Gata4	chr6	133904594	133904604	-	0.000	0.000	Merged-chr6-133904717-21
NR8855--MA1104.1.GATA6	chr7	89841971	89841983	+	0.000	0.000	Merged-chr7-89842093-31
NR2959--MA0036.3.GATA2	chr14	8255425	8255435	+	0.000	0.000	Merged-chr14-8255378-13
NR976--MA0037.3.GATA3	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR1640--MA0482.1.Gata4	chr11	59809114	59809124	+	0.000	0.000	Merged-chr11-59809207-3
NR558--MA0482.1.Gata4	chr1	130838472	130838482	-	0.000	0.000	Merged-chr1-130838519-27
NR8937--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR4191--MA1104.1.GATA6	chr16	95798612	95798624	-	0.000	0.000	Merged-chr16-95798581-80
NR3384--MA0037.3.GATA3	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR6367--MA0035.3.Gata1	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR6276--MA0766.1.GATA5	chr3	96580269	96580276	-	0.000	0.000	Merged-chr3-96580278-43
NR1622--MA0140.2.GATA1::TAL1	chr11	49088527	49088544	-	0.000	0.000	Merged-chr11-49088320-57
NR7963--MA0036.3.GATA2	chr6	43337637	43337647	+	0.000	0.000	Merged-chr6-43337585-2
NR1882--MA0035.3.Gata1	chr12	25013044	25013054	+	0.000	0.000	Merged-chr12-25013214-16
NR1781--MA0036.3.GATA2	chr11	116782935	116782945	+	0.000	0.000	Merged-chr11-116782885-34
NR2144--MA0036.3.GATA2	chr12	83929662	83929672	-	0.000	0.000	Merged-chr12-83929616-29
NR4076--MA0036.3.GATA2	chr16	70365413	70365423	+	0.000	0.000	Merged-chr16-70365429-20
NR4998--MA1104.1.GATA6	chr19	4080679	4080691	-	0.000	0.000	Merged-chr19-4080806-9
NR2718--MA1104.1.GATA6	chr13	82799160	82799172	-	0.000	0.000	Merged-chr13-82799223-1
NR1823--MA0766.1.GATA5	chr12	12373257	12373264	+	0.000	0.000	Merged-chr12-12373073-13
NR3780--MA0035.3.Gata1	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR8122--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR2556--MA1104.1.GATA6	chr13	45371942	45371954	+	0.000	0.000	Merged-chr13-45371918-16
NR4042--MA0036.3.GATA2	chr16	64766974	64766984	+	0.000	0.000	Merged-chr16-64766994-6
NR2234--MA0482.1.Gata4	chr12	92812908	92812918	-	0.000	0.000	Merged-chr12-92812766-7
NR8002--MA0482.1.Gata4	chr6	54118992	54119002	+	0.000	0.000	Merged-chr6-54119085-6
NR2024--MA0766.1.GATA5	chr12	52718555	52718562	-	0.000	0.000	Merged-chr12-52718662-1
NR5863--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR8433--MA1104.1.GATA6	chr6	134533241	134533253	-	0.000	0.000	Merged-chr6-134533147-7
NR5744--MA0035.3.Gata1	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR2138--MA0482.1.Gata4	chr12	81595278	81595288	-	0.000	0.000	Merged-chr12-81595167-52
NR1239--MA0037.3.GATA3	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR2496--MA0140.2.GATA1::TAL1	chr13	19929069	19929086	+	0.000	0.000	Merged-chr13-19929016-7
NR8608--MA1104.1.GATA6	chr7	19093678	19093690	-	0.000	0.000	Merged-chr7-19093740-100
NR4977--MA1104.1.GATA6	chr18	84355146	84355158	+	0.000	0.000	Merged-chr18-84355361-12
NR2426--MA1104.1.GATA6	chr13	8457039	8457051	-	0.000	0.000	Merged-chr13-8457184-81
NR5000--MA0766.1.GATA5	chr19	4080681	4080688	-	0.000	0.000	Merged-chr19-4080806-9
NR8318--MA0036.3.GATA2	chr6	124750612	124750622	-	0.000	0.000	Merged-chr6-124750623-14
NR6577--MA0035.3.Gata1	chr3	152919362	152919372	+	0.000	0.000	Merged-chr3-152919231-7
NR1635--MA0035.3.Gata1	chr11	58183892	58183902	-	0.000	0.000	Merged-chr11-58183866-40
NR1906--MA0035.3.Gata1	chr12	28735553	28735563	-	0.000	0.000	Merged-chr12-28735423-1
NR2168--MA1104.1.GATA6	chr12	89719509	89719521	+	0.000	0.000	Merged-chr12-89719457-81
NR1199--MA1104.1.GATA6	chr10	81384280	81384292	-	0.000	0.000	Merged-chr10-81384420-60
NR166--MA1104.1.GATA6	chr1	44101605	44101617	+	0.000	0.000	Merged-chr1-44101717-6
NR9808--MA0037.3.GATA3	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR6984--MA1104.1.GATA6	chr4	88275646	88275658	-	0.000	0.000	Merged-chr4-88275744-16
NR1601--MA0035.3.Gata1	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR8389--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR9343--MA0036.3.GATA2	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR1853--MA0035.3.Gata1	chr12	16185622	16185632	+	0.000	0.000	Merged-chr12-16185844-40
NR7740--MA0482.1.Gata4	chr5	134932304	134932314	+	0.000	0.000	Merged-chr5-134932473-29
NR5323--MA0140.2.GATA1::TAL1	chr2	59469819	59469836	+	0.000	0.000	Merged-chr2-59469655-1
NR9320--MA0140.2.GATA1::TAL1	chr8	94802589	94802606	-	0.000	0.000	Merged-chr8-94802531-14
NR4956--MA0037.3.GATA3	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR7801--MA0766.1.GATA5	chr5	150220587	150220594	-	0.000	0.000	Merged-chr5-150220578-7
NR2514--MA1104.1.GATA6	chr13	29756228	29756240	+	0.000	0.000	Merged-chr13-29756237-14
NR5322--MA0035.3.Gata1	chr2	59469817	59469827	+	0.000	0.000	Merged-chr2-59469655-1
NR6060--MA1104.1.GATA6	chr3	52878541	52878553	-	0.000	0.000	Merged-chr3-52878450-55
NR6423--MA0482.1.Gata4	chr3	133411811	133411821	+	0.000	0.000	Merged-chr3-133411903-38
NR7599--MA0037.3.GATA3	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR9410--MA0035.3.Gata1	chr8	122951687	122951697	-	0.000	0.000	Merged-chr8-122951774-1
NR8549--MA0036.3.GATA2	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR4698--MA1104.1.GATA6	chr18	23753521	23753533	+	0.000	0.000	Merged-chr18-23753546-44
NR559--MA1104.1.GATA6	chr1	130838472	130838484	+	0.000	0.000	Merged-chr1-130838519-27
NR1775--MA0766.1.GATA5	chr11	113788693	113788700	-	0.000	0.000	Merged-chr11-113788685-32
NR4166--MA0766.1.GATA5	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR8481--MA1104.1.GATA6	chr6	140308225	140308237	-	0.000	0.000	Merged-chr6-140308190-9
NR3810--MA1104.1.GATA6	chr16	7419924	7419936	-	0.000	0.000	Merged-chr16-7419949-42
NR4408--MA0482.1.Gata4	chr17	42782410	42782420	-	0.000	0.000	Merged-chr17-42782364-40
NR5757--MA0036.3.GATA2	chr2	153525959	153525969	+	0.000	0.000	Merged-chr2-153526092-26
NR5742--MA1104.1.GATA6	chr2	150748922	150748934	+	0.000	0.000	Merged-chr2-150749158-47
NR5898--MA0037.3.GATA3	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR4011--MA1104.1.GATA6	chr16	58534725	58534737	+	0.000	0.000	Merged-chr16-58534735-63
NR9811--MA0036.3.GATA2	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR432--MA0140.2.GATA1::TAL1	chr1	100180337	100180354	-	0.000	0.000	Merged-chr1-100180252-41
NR9001--MA0140.2.GATA1::TAL1	chr7	131055244	131055261	+	0.000	0.000	Merged-chr7-131055187-30
NR349--MA0035.3.Gata1	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR2579--MA0482.1.Gata4	chr13	55636687	55636697	+	0.000	0.000	Merged-chr13-55636712-28
NR6277--MA0035.3.Gata1	chr3	96580268	96580278	+	0.000	0.000	Merged-chr3-96580278-43
NR6755--MA0140.2.GATA1::TAL1	chr4	26346799	26346816	-	0.000	0.000	Merged-chr4-26346644-81
NR1523--MA0140.2.GATA1::TAL1	chr11	8725712	8725729	-	0.000	0.000	Merged-chr11-8725590-1
NR5450--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR3591--MA0482.1.Gata4	chr15	43869843	43869853	+	0.000	0.000	Merged-chr15-43869939-26
NR9630--MA0482.1.Gata4	chr9	77496872	77496882	+	0.000	0.000	Merged-chr9-77496982-2
NR3673--MA0140.2.GATA1::TAL1	chr15	66825532	66825549	+	0.000	0.000	Merged-chr15-66825502-98
NR1757--MA0036.3.GATA2	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR9790--MA1104.1.GATA6	chr9	120493243	120493255	-	0.000	0.000	Merged-chr9-120493281-1
NR2274--MA0482.1.Gata4	chr12	99773788	99773798	+	0.000	0.000	Merged-chr12-99773885-16
NR8221--MA1104.1.GATA6	chr6	100011905	100011917	+	0.000	0.000	Merged-chr6-100011850-11
NR6157--MA0482.1.Gata4	chr3	68967471	68967481	-	0.000	0.000	Merged-chr3-68967303-47
NR2596--MA0037.3.GATA3	chr13	61996743	61996750	-	0.000	0.000	Merged-chr13-61996796-15
NR3556--MA0766.1.GATA5	chr15	40131080	40131087	-	0.000	0.000	Merged-chr15-40131241-26
NR3961--MA0035.3.Gata1	chr16	48760675	48760685	+	0.000	0.000	Merged-chr16-48760801-13
NR6537--MA0482.1.Gata4	chr3	146127390	146127400	+	0.000	0.000	Merged-chr3-146127552-12
NR9914--MA0482.1.Gata4	chrX	140537799	140537809	+	0.000	0.000	Merged-chrX-140537922-35
NR722--MA0037.3.GATA3	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR2306--MA0482.1.Gata4	chr12	108763690	108763700	-	0.000	0.000	Merged-chr12-108763648-15
NR5320--MA1104.1.GATA6	chr2	59469816	59469828	-	0.000	0.000	Merged-chr2-59469655-1
NR9481--MA0482.1.Gata4	chr9	13470379	13470389	+	0.000	0.000	Merged-chr9-13470214-9
NR8358--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR3145--MA0036.3.GATA2	chr14	54197800	54197810	+	0.000	0.000	Merged-chr14-54197805-29
NR4204--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR713--MA0766.1.GATA5	chr1	164366711	164366718	-	0.000	0.000	Merged-chr1-164366862-30
NR9370--MA0036.3.GATA2	chr8	111566112	111566122	+	0.000	0.000	Merged-chr8-111566005-2
NR368--MA1104.1.GATA6	chr1	91099023	91099035	-	0.000	0.000	Merged-chr1-91099031-34
NR7741--MA1104.1.GATA6	chr5	134932302	134932314	-	0.000	0.000	Merged-chr5-134932473-29
NR5144--MA0035.3.Gata1	chr2	13132684	13132694	-	0.000	0.000	Merged-chr2-13132891-60
NR5053--MA0766.1.GATA5	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR6772--MA0037.3.GATA3	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR5001--MA0035.3.Gata1	chr19	4080680	4080690	+	0.000	0.000	Merged-chr19-4080806-9
NR1641--MA0035.3.Gata1	chr11	59809113	59809123	+	0.000	0.000	Merged-chr11-59809207-3
NR7113--MA0766.1.GATA5	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR4996--MA0037.3.GATA3	chr19	4080681	4080688	-	0.000	0.000	Merged-chr19-4080806-9
NR7570--MA0766.1.GATA5	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR860--MA0035.3.Gata1	chr10	7178822	7178832	+	0.000	0.000	Merged-chr10-7178765-13
NR9593--MA0035.3.Gata1	chr9	50841520	50841530	+	0.000	0.000	Merged-chr9-50841386-17
NR9492--MA0036.3.GATA2	chr9	15064300	15064310	+	0.000	0.000	Merged-chr9-15064298-12
NR4409--MA1104.1.GATA6	chr17	42782410	42782422	+	0.000	0.000	Merged-chr17-42782364-40
NR9768--MA0035.3.Gata1	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR663--MA0036.3.GATA2	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR1901--MA0482.1.Gata4	chr12	28735563	28735573	-	0.000	0.000	Merged-chr12-28735423-1
NR7602--MA0766.1.GATA5	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR8431--MA0037.3.GATA3	chr6	134533243	134533250	-	0.000	0.000	Merged-chr6-134533147-7
NR7716--MA0482.1.Gata4	chr5	129524683	129524693	-	0.000	0.000	Merged-chr5-129524684-34
NR7802--MA0035.3.Gata1	chr5	150220586	150220596	+	0.000	0.000	Merged-chr5-150220578-7
NR9786--MA0766.1.GATA5	chr9	116187539	116187546	-	0.000	0.000	Merged-chr9-116187633-9
NR7682--MA0036.3.GATA2	chr5	105699708	105699718	-	0.000	0.000	Merged-chr5-105699890-8
NR9413--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR8606--MA0037.3.GATA3	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR8858--MA0037.3.GATA3	chr7	92420482	92420489	-	0.000	0.000	Merged-chr7-92420666-38
NR3161--MA0482.1.Gata4	chr14	60072723	60072733	+	0.000	0.000	Merged-chr14-60072713-24
NR5864--MA0035.3.Gata1	chr3	14869855	14869865	-	0.000	0.000	Merged-chr3-14869878-60
NR9595--MA0482.1.Gata4	chr9	53271837	53271847	+	0.000	0.000	Merged-chr9-53271662-13
NR1271--MA0766.1.GATA5	chr10	94116420	94116427	+	0.000	0.000	Merged-chr10-94116374-33
NR3592--MA1104.1.GATA6	chr15	43869841	43869853	-	0.000	0.000	Merged-chr15-43869939-26
NR9898--MA0036.3.GATA2	chrX	114474361	114474371	-	0.000	0.000	Merged-chrX-114474330-36
NR7291--MA0766.1.GATA5	chr5	15470117	15470124	-	0.000	0.000	Merged-chr5-15470199-54
NR2166--MA0037.3.GATA3	chr12	89719512	89719519	+	0.000	0.000	Merged-chr12-89719457-81
NR5055--MA0140.2.GATA1::TAL1	chr19	32926371	32926388	-	0.000	0.000	Merged-chr19-32926300-25
NR3060--MA0766.1.GATA5	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR6158--MA1104.1.GATA6	chr3	68967471	68967483	+	0.000	0.000	Merged-chr3-68967303-47
NR6780--MA0035.3.Gata1	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR5330--MA0482.1.Gata4	chr2	61803714	61803724	-	0.000	0.000	Merged-chr2-61803678-26
NR8658--MA0482.1.Gata4	chr7	30099620	30099630	-	0.000	0.000	Merged-chr7-30099514-26
NR6538--MA1104.1.GATA6	chr3	146127388	146127400	-	0.000	0.000	Merged-chr3-146127552-12
NR3849--MA0035.3.Gata1	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR9915--MA1104.1.GATA6	chrX	140537797	140537809	-	0.000	0.000	Merged-chrX-140537922-35
NR9822--MA0035.3.Gata1	chrX	7570949	7570959	-	0.000	0.000	Merged-chrX-7570919-6
NR6886--MA0037.3.GATA3	chr4	63405247	63405254	-	0.000	0.000	Merged-chr4-63405214-23
NR9277--MA0037.3.GATA3	chr8	79375251	79375258	-	0.000	0.000	Merged-chr8-79375141-3
NR1279--MA0035.3.Gata1	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR9598--MA0035.3.Gata1	chr9	53271836	53271846	+	0.000	0.000	Merged-chr9-53271662-13
NR1664--MA0766.1.GATA5	chr11	66906111	66906118	+	0.000	0.000	Merged-chr11-66906049-23
NR6721--MA0766.1.GATA5	chr4	19923452	19923459	+	0.000	0.000	Merged-chr4-19923492-7
NR3663--MA0482.1.Gata4	chr15	63989730	63989740	-	0.000	0.000	Merged-chr15-63989879-13
NR77--MA0766.1.GATA5	chr1	14514553	14514560	+	0.000	0.000	Merged-chr1-14514684-1
NR4636--MA0140.2.GATA1::TAL1	chr18	7524619	7524636	-	0.000	0.000	Merged-chr18-7524437-7
NR5404--MA0766.1.GATA5	chr2	79270384	79270391	+	0.000	0.000	Merged-chr2-79270307-14
NR4205--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR7798--MA0482.1.Gata4	chr5	150220587	150220597	+	0.000	0.000	Merged-chr5-150220578-7
NR557--MA0037.3.GATA3	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR3153--MA0482.1.Gata4	chr14	59397232	59397242	-	0.000	0.000	Merged-chr14-59397210-50
NR8861--MA0036.3.GATA2	chr7	92420481	92420491	+	0.000	0.000	Merged-chr7-92420666-38
NR363--MA0036.3.GATA2	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR5561--MA0482.1.Gata4	chr2	122125776	122125786	+	0.000	0.000	Merged-chr2-122125883-8
NR3204--MA0036.3.GATA2	chr14	74977157	74977167	+	0.000	0.000	Merged-chr14-74977138-7
NR7122--MA0035.3.Gata1	chr4	129960257	129960267	+	0.000	0.000	Merged-chr4-129960127-71
NR3557--MA0035.3.Gata1	chr15	40131079	40131089	+	0.000	0.000	Merged-chr15-40131241-26
NR7687--MA0036.3.GATA2	chr5	109997108	109997118	-	0.000	0.000	Merged-chr5-109997231-2
NR5102--MA0036.3.GATA2	chr19	57477220	57477230	+	0.000	0.000	Merged-chr19-57477375-13
NR2125--MA0140.2.GATA1::TAL1	chr12	76710117	76710134	-	0.000	0.000	Merged-chr12-76710295-113
NR3055--MA0036.3.GATA2	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR714--MA0035.3.Gata1	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR1902--MA1104.1.GATA6	chr12	28735552	28735564	+	0.000	0.000	Merged-chr12-28735423-1
NR7209--MA0036.3.GATA2	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR1242--MA0766.1.GATA5	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR4165--MA0037.3.GATA3	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR3716--MA0766.1.GATA5	chr15	91578252	91578259	-	0.000	0.000	Merged-chr15-91578192-2
NR2310--MA0036.3.GATA2	chr12	110689778	110689788	+	0.000	0.000	Merged-chr12-110689902-59
NR5054--MA0035.3.Gata1	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR1105--MA0140.2.GATA1::TAL1	chr10	60305438	60305455	-	0.000	0.000	Merged-chr10-60305430-32
NR7775--MA0036.3.GATA2	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR466--MA0140.2.GATA1::TAL1	chr1	108143233	108143250	-	0.000	0.000	Merged-chr1-108143272-2
NR560--MA0036.3.GATA2	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR7114--MA0035.3.Gata1	chr4	126677481	126677491	-	0.000	0.000	Merged-chr4-126677717-65
NR6059--MA0482.1.Gata4	chr3	52878543	52878553	+	0.000	0.000	Merged-chr3-52878450-55
