#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR8357--MA0766.1.GATA5	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR6667--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR8424--MA0482.1.Gata4	chr6	133904594	133904604	-	0.000	0.000	Merged-chr6-133904717-21
NR8305--MA0035.3.Gata1	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR5552--MA0766.1.GATA5	chr2	119742117	119742124	+	0.000	0.000	Merged-chr2-119742331-93
NR976--MA0037.3.GATA3	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR1521--MA0035.3.Gata1	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR2146--MA0482.1.Gata4	chr12	84773040	84773050	+	0.000	0.000	Merged-chr12-84773092-54
NR8323--MA0766.1.GATA5	chr6	125426395	125426402	+	0.000	0.000	Merged-chr6-125426605-47
NR9805--MA0036.3.GATA2	chr9	123928902	123928912	+	0.000	0.000	Merged-chr9-123928756-104
NR7864--MA0766.1.GATA5	chr6	12785362	12785369	-	0.000	0.000	Merged-chr6-12785179-11
NR6761--MA0037.3.GATA3	chr4	32291747	32291754	+	0.000	0.000	Merged-chr4-32291576-26
NR8371--MA0482.1.Gata4	chr6	130078306	130078316	+	0.000	0.000	Merged-chr6-130078295-22
NR7197--MA0482.1.Gata4	chr4	149147504	149147514	-	0.000	0.000	Merged-chr4-149147530-1
NR8775--MA0035.3.Gata1	chr7	72308182	72308192	+	0.000	0.000	Merged-chr7-72308227-31
NR9803--MA0037.3.GATA3	chr9	123928903	123928910	-	0.000	0.000	Merged-chr9-123928756-104
NR4320--MA0140.2.GATA1::TAL1	chr17	17374300	17374317	+	0.000	0.000	Merged-chr17-17374353-72
NR5077--MA0037.3.GATA3	chr19	42166224	42166231	+	0.000	0.000	Merged-chr19-42166251-13
NR9165--MA0037.3.GATA3	chr8	36194320	36194327	-	0.000	0.000	Merged-chr8-36194183-57
NR4076--MA0036.3.GATA2	chr16	70365413	70365423	+	0.000	0.000	Merged-chr16-70365429-20
NR8122--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR4727--MA0036.3.GATA2	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR793--MA0037.3.GATA3	chr1	180364121	180364128	-	0.000	0.000	Merged-chr1-180364196-41
NR8339--MA0036.3.GATA2	chr6	127474042	127474052	-	0.000	0.000	Merged-chr6-127474146-19
NR9842--MA0482.1.Gata4	chrX	23673359	23673369	+	0.000	0.000	Merged-chrX-23673581-22
NR2234--MA0482.1.Gata4	chr12	92812908	92812918	-	0.000	0.000	Merged-chr12-92812766-7
NR3541--MA0035.3.Gata1	chr15	36364104	36364114	+	0.000	0.000	Merged-chr15-36364170-51
NR2024--MA0766.1.GATA5	chr12	52718555	52718562	-	0.000	0.000	Merged-chr12-52718436-2
NR8433--MA1104.1.GATA6	chr6	134533241	134533253	-	0.000	0.000	Merged-chr6-134533147-7
NR2343--MA0482.1.Gata4	chr12	118255859	118255869	-	0.000	0.000	Merged-chr12-118255780-45
NR2138--MA0482.1.Gata4	chr12	81595278	81595288	-	0.000	0.000	Merged-chr12-81595167-52
NR2426--MA1104.1.GATA6	chr13	8457039	8457051	-	0.000	0.000	Merged-chr13-8457184-81
NR3852--MA1104.1.GATA6	chr16	20930011	20930023	-	0.000	0.000	Merged-chr16-20930100-26
NR3825--MA0035.3.Gata1	chr16	10732545	10732555	+	0.000	0.000	Merged-chr16-10732689-38
NR8303--MA1104.1.GATA6	chr6	122804672	122804684	-	0.000	0.000	Merged-chr6-122804652-39
NR8299--MA0036.3.GATA2	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR6234--MA0766.1.GATA5	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR8284--MA1104.1.GATA6	chr6	118167289	118167301	+	0.000	0.000	Merged-chr6-118167184-65
NR8191--MA0035.3.Gata1	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR9611--MA0766.1.GATA5	chr9	61707989	61707996	-	0.000	0.000	Merged-chr9-61708026-57
NR1635--MA0035.3.Gata1	chr11	58183892	58183902	-	0.000	0.000	Merged-chr11-58183866-40
NR1199--MA1104.1.GATA6	chr10	81384280	81384292	-	0.000	0.000	Merged-chr10-81384420-60
NR5080--MA0036.3.GATA2	chr19	42166222	42166232	-	0.000	0.000	Merged-chr19-42166251-13
NR2322--MA0482.1.Gata4	chr12	112743309	112743319	+	0.000	0.000	Merged-chr12-112743369-41
NR8908--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR1744--MA0035.3.Gata1	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR7421--MA0766.1.GATA5	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR1601--MA0035.3.Gata1	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR4387--MA0035.3.Gata1	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR8389--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR4363--MA0482.1.Gata4	chr17	31210486	31210496	+	0.000	0.000	Merged-chr17-31210494-9
NR1818--MA0036.3.GATA2	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR2268--MA0766.1.GATA5	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR7801--MA0766.1.GATA5	chr5	150220587	150220594	-	0.000	0.000	Merged-chr5-150220578-7
NR2514--MA1104.1.GATA6	chr13	29756228	29756240	+	0.000	0.000	Merged-chr13-29756237-14
NR6060--MA1104.1.GATA6	chr3	52878541	52878553	-	0.000	0.000	Merged-chr3-52878450-55
NR7599--MA0037.3.GATA3	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR4124--MA0482.1.Gata4	chr16	84713357	84713367	+	0.000	0.000	Merged-chr16-84713563-77
NR7705--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR2325--MA0035.3.Gata1	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR1513--MA0036.3.GATA2	chr11	4804254	4804264	+	0.000	0.000	Merged-chr11-4804243-58
NR9908--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR3184--MA0766.1.GATA5	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR3748--MA0037.3.GATA3	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR1775--MA0766.1.GATA5	chr11	113788693	113788700	-	0.000	0.000	Merged-chr11-113788685-32
NR8372--MA1104.1.GATA6	chr6	130078304	130078316	-	0.000	0.000	Merged-chr6-130078295-22
NR4166--MA0766.1.GATA5	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR8321--MA0482.1.Gata4	chr6	125426392	125426402	-	0.000	0.000	Merged-chr6-125426605-47
NR70--MA0035.3.Gata1	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR5757--MA0036.3.GATA2	chr2	153525959	153525969	+	0.000	0.000	Merged-chr2-153526092-26
NR3150--MA0766.1.GATA5	chr14	55724754	55724761	+	0.000	0.000	Merged-chr14-55724704-52
NR2570--MA0037.3.GATA3	chr13	52922198	52922205	+	0.000	0.000	Merged-chr13-52922066-27
NR1194--MA0035.3.Gata1	chr10	80610415	80610425	+	0.000	0.000	Merged-chr10-80610277-9
NR5553--MA0035.3.Gata1	chr2	119742115	119742125	-	0.000	0.000	Merged-chr2-119742331-93
NR4011--MA1104.1.GATA6	chr16	58534725	58534737	+	0.000	0.000	Merged-chr16-58534735-63
NR9912--MA0035.3.Gata1	chrX	137019422	137019432	-	0.000	0.000	Merged-chrX-137019593-29
NR7756--MA0035.3.Gata1	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR432--MA0140.2.GATA1::TAL1	chr1	100180337	100180354	-	0.000	0.000	Merged-chr1-100180252-41
NR9843--MA1104.1.GATA6	chrX	23673357	23673369	-	0.000	0.000	Merged-chrX-23673581-22
NR7865--MA0035.3.Gata1	chr6	12785361	12785371	+	0.000	0.000	Merged-chr6-12785179-11
NR2579--MA0482.1.Gata4	chr13	55636687	55636697	+	0.000	0.000	Merged-chr13-55636712-28
NR1658--MA0766.1.GATA5	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR4039--MA0036.3.GATA2	chr16	64758766	64758776	-	0.000	0.000	Merged-chr16-64758494-145
NR6755--MA0140.2.GATA1::TAL1	chr4	26346799	26346816	-	0.000	0.000	Merged-chr4-26346644-81
NR2344--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR1311--MA0482.1.Gata4	chr10	99393611	99393621	-	0.000	0.000	Merged-chr10-99393384-65
NR3198--MA0037.3.GATA3	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR3673--MA0140.2.GATA1::TAL1	chr15	66825532	66825549	+	0.000	0.000	Merged-chr15-66825502-98
NR8379--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR1757--MA0036.3.GATA2	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR9790--MA1104.1.GATA6	chr9	120493243	120493255	-	0.000	0.000	Merged-chr9-120493281-1
NR8221--MA1104.1.GATA6	chr6	100011905	100011917	+	0.000	0.000	Merged-chr6-100011850-11
NR6157--MA0482.1.Gata4	chr3	68967471	68967481	-	0.000	0.000	Merged-chr3-68967303-47
NR3751--MA0036.3.GATA2	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR3556--MA0766.1.GATA5	chr15	40131080	40131087	-	0.000	0.000	Merged-chr15-40131241-26
NR8294--MA0482.1.Gata4	chr6	122557164	122557174	+	0.000	0.000	Merged-chr6-122557216-31
NR9800--MA0766.1.GATA5	chr9	123087722	123087729	+	0.000	0.000	Merged-chr9-123087769-13
NR9120--MA0482.1.Gata4	chr8	25654136	25654146	+	0.000	0.000	Merged-chr8-25654088-45
NR6266--MA0482.1.Gata4	chr3	93607806	93607816	-	0.000	0.000	Merged-chr3-93607971-30
NR9914--MA0482.1.Gata4	chrX	140537799	140537809	+	0.000	0.000	Merged-chrX-140537922-35
NR722--MA0037.3.GATA3	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR5597--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR3201--MA0140.2.GATA1::TAL1	chr14	73123953	73123970	-	0.000	0.000	Merged-chr14-73124034-46
NR8055--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR9481--MA0482.1.Gata4	chr9	13470379	13470389	+	0.000	0.000	Merged-chr9-13470214-9
NR2323--MA1104.1.GATA6	chr12	112743307	112743319	-	0.000	0.000	Merged-chr12-112743369-41
NR3448--MA0037.3.GATA3	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR8358--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR7233--MA0036.3.GATA2	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR4204--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR713--MA0766.1.GATA5	chr1	164366711	164366718	-	0.000	0.000	Merged-chr1-164366862-30
NR368--MA1104.1.GATA6	chr1	91099023	91099035	-	0.000	0.000	Merged-chr1-91099031-34
NR4364--MA1104.1.GATA6	chr17	31210484	31210496	-	0.000	0.000	Merged-chr17-31210494-9
NR9123--MA0035.3.Gata1	chr8	25654135	25654145	+	0.000	0.000	Merged-chr8-25654088-45
NR4331--MA0140.2.GATA1::TAL1	chr17	18558822	18558839	-	0.000	0.000	Merged-chr17-18558777-104
NR9760--MA0766.1.GATA5	chr9	107986402	107986409	-	0.000	0.000	Merged-chr9-107986494-4
NR1098--MA0140.2.GATA1::TAL1	chr10	57743774	57743791	+	0.000	0.000	Merged-chr10-57743822-47
NR5053--MA0766.1.GATA5	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR3047--MA0037.3.GATA3	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR2147--MA0035.3.Gata1	chr12	84773039	84773049	+	0.000	0.000	Merged-chr12-84773092-54
NR7113--MA0766.1.GATA5	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR7780--MA0482.1.Gata4	chr5	149255637	149255647	+	0.000	0.000	Merged-chr5-149255735-4
NR2697--MA1104.1.GATA6	chr13	81659053	81659065	+	0.000	0.000	Merged-chr13-81658891-4
NR9612--MA0035.3.Gata1	chr9	61707988	61707998	+	0.000	0.000	Merged-chr9-61708026-57
NR9492--MA0036.3.GATA2	chr9	15064300	15064310	+	0.000	0.000	Merged-chr9-15064298-12
NR9887--MA0482.1.Gata4	chrX	107088384	107088394	+	0.000	0.000	Merged-chrX-107088422-23
NR663--MA0036.3.GATA2	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR7422--MA0035.3.Gata1	chr5	36722517	36722527	-	0.000	0.000	Merged-chr5-36722614-37
NR7602--MA0766.1.GATA5	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR8431--MA0037.3.GATA3	chr6	134533243	134533250	-	0.000	0.000	Merged-chr6-134533147-7
NR3169--MA0037.3.GATA3	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR2269--MA0035.3.Gata1	chr12	98247086	98247096	+	0.000	0.000	Merged-chr12-98247130-40
NR7802--MA0035.3.Gata1	chr5	150220586	150220596	+	0.000	0.000	Merged-chr5-150220578-7
NR3699--MA0140.2.GATA1::TAL1	chr15	80743668	80743685	-	0.000	0.000	Merged-chr15-80743505-96
NR6798--MA0037.3.GATA3	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR4356--MA1104.1.GATA6	chr17	27323301	27323313	-	0.000	0.000	Merged-chr17-27323176-36
NR3190--MA0766.1.GATA5	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR9413--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR3451--MA0036.3.GATA2	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR9014--MA0036.3.GATA2	chr7	135598688	135598698	-	0.000	0.000	Merged-chr7-135598633-32
NR9757--MA0482.1.Gata4	chr9	107986402	107986412	+	0.000	0.000	Merged-chr9-107986494-4
NR8858--MA0037.3.GATA3	chr7	92420482	92420489	-	0.000	0.000	Merged-chr7-92420666-38
NR3185--MA0035.3.Gata1	chr14	66218979	66218989	+	0.000	0.000	Merged-chr14-66218968-32
NR1675--MA0036.3.GATA2	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR3161--MA0482.1.Gata4	chr14	60072723	60072733	+	0.000	0.000	Merged-chr14-60072713-24
NR5763--MA0140.2.GATA1::TAL1	chr2	156730705	156730722	+	0.000	0.000	Merged-chr2-156730705-70
NR3863--MA1104.1.GATA6	chr16	24826501	24826513	-	0.000	0.000	Merged-chr16-24826564-20
NR9375--MA0036.3.GATA2	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR1312--MA1104.1.GATA6	chr10	99393611	99393623	+	0.000	0.000	Merged-chr10-99393384-65
NR7291--MA0766.1.GATA5	chr5	15470117	15470124	-	0.000	0.000	Merged-chr5-15470199-54
NR1656--MA0482.1.Gata4	chr11	64037638	64037648	-	0.000	0.000	Merged-chr11-64037767-32
NR7424--MA0482.1.Gata4	chr5	37083247	37083257	+	0.000	0.000	Merged-chr5-37083387-28
NR1717--MA0766.1.GATA5	chr11	95835286	95835293	+	0.000	0.000	Merged-chr11-95835319-21
NR6158--MA1104.1.GATA6	chr3	68967471	68967483	+	0.000	0.000	Merged-chr3-68967303-47
NR5330--MA0482.1.Gata4	chr2	61803714	61803724	-	0.000	0.000	Merged-chr2-61803678-26
NR8658--MA0482.1.Gata4	chr7	30099620	30099630	-	0.000	0.000	Merged-chr7-30099514-26
NR690--MA0035.3.Gata1	chr1	160044871	160044881	-	0.000	0.000	Merged-chr1-160044750-78
NR5786--MA0766.1.GATA5	chr2	165639608	165639615	+	0.000	0.000	Merged-chr2-165639505-4
NR9121--MA1104.1.GATA6	chr8	25654134	25654146	-	0.000	0.000	Merged-chr8-25654088-45
NR7804--MA0482.1.Gata4	chr5	150593213	150593223	+	0.000	0.000	Merged-chr5-150593583-231
NR4421--MA0140.2.GATA1::TAL1	chr17	46153300	46153317	-	0.000	0.000	Merged-chr17-46153376-67
NR655--MA0036.3.GATA2	chr1	151009414	151009424	+	0.000	0.000	Merged-chr1-151009545-50
NR9388--MA0036.3.GATA2	chr8	117278453	117278463	+	0.000	0.000	Merged-chr8-117278352-17
NR6267--MA1104.1.GATA6	chr3	93607806	93607818	+	0.000	0.000	Merged-chr3-93607971-30
NR3849--MA0035.3.Gata1	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR9915--MA1104.1.GATA6	chrX	140537797	140537809	-	0.000	0.000	Merged-chrX-140537922-35
NR1664--MA0766.1.GATA5	chr11	66906111	66906118	+	0.000	0.000	Merged-chr11-66906049-23
NR8056--MA1104.1.GATA6	chr6	58832865	58832877	-	0.000	0.000	Merged-chr6-58832889-39
NR7763--MA0140.2.GATA1::TAL1	chr5	140619627	140619644	-	0.000	0.000	Merged-chr5-140619515-30
NR1659--MA0035.3.Gata1	chr11	64037639	64037649	-	0.000	0.000	Merged-chr11-64037767-32
NR3172--MA0036.3.GATA2	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR4205--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR7798--MA0482.1.Gata4	chr5	150220587	150220597	+	0.000	0.000	Merged-chr5-150220578-7
NR5181--MA0482.1.Gata4	chr2	17644733	17644743	-	0.000	0.000	Merged-chr2-17644831-25
NR6233--MA0037.3.GATA3	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR9744--MA0766.1.GATA5	chr9	94660056	94660063	+	0.000	0.000	Merged-chr9-94659852-5
NR8370--MA0037.3.GATA3	chr6	130078306	130078313	-	0.000	0.000	Merged-chr6-130078295-22
NR3153--MA0482.1.Gata4	chr14	59397232	59397242	-	0.000	0.000	Merged-chr14-59397210-50
NR1539--MA0482.1.Gata4	chr11	11564366	11564376	+	0.000	0.000	Merged-chr11-11564485-53
NR8861--MA0036.3.GATA2	chr7	92420481	92420491	+	0.000	0.000	Merged-chr7-92420666-38
NR3557--MA0035.3.Gata1	chr15	40131079	40131089	+	0.000	0.000	Merged-chr15-40131241-26
NR7781--MA1104.1.GATA6	chr5	149255635	149255647	-	0.000	0.000	Merged-chr5-149255735-4
NR5988--MA0482.1.Gata4	chr3	41107782	41107792	+	0.000	0.000	Merged-chr3-41107952-27
NR7704--MA1104.1.GATA6	chr5	122145601	122145613	-	0.000	0.000	Merged-chr5-122145635-51
NR1492--MA0140.2.GATA1::TAL1	chr10	128696396	128696413	+	0.000	0.000	Merged-chr10-128696320-57
NR4330--MA0035.3.Gata1	chr17	18558831	18558841	-	0.000	0.000	Merged-chr17-18558777-104
NR9888--MA1104.1.GATA6	chrX	107088382	107088394	-	0.000	0.000	Merged-chrX-107088422-23
NR9841--MA0037.3.GATA3	chrX	23673359	23673366	-	0.000	0.000	Merged-chrX-23673581-22
NR4579--MA0037.3.GATA3	chr17	86880653	86880660	-	0.000	0.000	Merged-chr17-86880662-37
NR714--MA0035.3.Gata1	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR9613--MA0140.2.GATA1::TAL1	chr9	62972571	62972588	-	0.000	0.000	Merged-chr9-62972468-50
NR5064--MA0482.1.Gata4	chr19	33053337	33053347	+	0.000	0.000	Merged-chr19-33053321-32
NR4165--MA0037.3.GATA3	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR69--MA0766.1.GATA5	chr1	13293496	13293503	-	0.000	0.000	Merged-chr1-13293593-50
NR3716--MA0766.1.GATA5	chr15	91578252	91578259	-	0.000	0.000	Merged-chr15-91578192-2
NR1494--MA0766.1.GATA5	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR2342--MA0037.3.GATA3	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR823--MA0035.3.Gata1	chr1	189085213	189085223	+	0.000	0.000	Merged-chr1-189085418-26
NR937--MA0140.2.GATA1::TAL1	chr10	21908907	21908924	+	0.000	0.000	Merged-chr10-21908729-44
NR5054--MA0035.3.Gata1	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR6870--MA0482.1.Gata4	chr4	59190870	59190880	-	0.000	0.000	Merged-chr4-59190847-19
NR1105--MA0140.2.GATA1::TAL1	chr10	60305438	60305455	-	0.000	0.000	Merged-chr10-60305430-32
NR7775--MA0036.3.GATA2	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR466--MA0140.2.GATA1::TAL1	chr1	108143233	108143250	-	0.000	0.000	Merged-chr1-108143272-2
NR9758--MA1104.1.GATA6	chr9	107986400	107986412	-	0.000	0.000	Merged-chr9-107986494-4
NR7114--MA0035.3.Gata1	chr4	126677481	126677491	-	0.000	0.000	Merged-chr4-126677717-65
NR6059--MA0482.1.Gata4	chr3	52878543	52878553	+	0.000	0.000	Merged-chr3-52878450-55
NR770--MA0035.3.Gata1	chr1	174635511	174635521	+	0.000	0.000	Merged-chr1-174635411-1
NR7546--MA0766.1.GATA5	chr5	65867408	65867415	-	0.000	0.000	Merged-chr5-65867573-52
NR8972--MA0766.1.GATA5	chr7	119894981	119894988	+	0.000	0.000	Merged-chr7-119895039-1
NR1610--MA1104.1.GATA6	chr11	43492831	43492843	-	0.000	0.000	Merged-chr11-43492848-27
NR3634--MA0482.1.Gata4	chr15	53267116	53267126	-	0.000	0.000	Merged-chr15-53267286-91
NR7425--MA1104.1.GATA6	chr5	37083245	37083257	-	0.000	0.000	Merged-chr5-37083387-28
NR6801--MA0766.1.GATA5	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR5447--MA0035.3.Gata1	chr2	91876528	91876538	+	0.000	0.000	Merged-chr2-91876592-59
NR6873--MA0035.3.Gata1	chr4	59190871	59190881	-	0.000	0.000	Merged-chr4-59190847-19
NR3538--MA0482.1.Gata4	chr15	36364105	36364115	+	0.000	0.000	Merged-chr15-36364170-51
NR7805--MA1104.1.GATA6	chr5	150593211	150593223	-	0.000	0.000	Merged-chr5-150593583-231
NR9030--MA0766.1.GATA5	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR1715--MA0482.1.Gata4	chr11	95835283	95835293	-	0.000	0.000	Merged-chr11-95835319-21
NR5194--MA0766.1.GATA5	chr2	20969349	20969356	+	0.000	0.000	Merged-chr2-20969092-180
NR4362--MA0037.3.GATA3	chr17	31210486	31210493	-	0.000	0.000	Merged-chr17-31210494-9
NR3191--MA0035.3.Gata1	chr14	66241476	66241486	+	0.000	0.000	Merged-chr14-66241484-22
NR576--MA0140.2.GATA1::TAL1	chr1	136255321	136255338	+	0.000	0.000	Merged-chr1-136255292-47
NR4621--MA0140.2.GATA1::TAL1	chr18	5604314	5604331	-	0.000	0.000	Merged-chr18-5604143-2
NR5784--MA0482.1.Gata4	chr2	165639605	165639615	-	0.000	0.000	Merged-chr2-165639505-4
NR9482--MA0035.3.Gata1	chr9	13470378	13470388	+	0.000	0.000	Merged-chr9-13470214-9
NR8322--MA0036.3.GATA2	chr6	125426393	125426403	-	0.000	0.000	Merged-chr6-125426605-47
NR1067--MA0035.3.Gata1	chr10	54032772	54032782	+	0.000	0.000	Merged-chr10-54032709-48
NR7799--MA1104.1.GATA6	chr5	150220585	150220597	-	0.000	0.000	Merged-chr5-150220578-7
NR5182--MA1104.1.GATA6	chr2	17644733	17644745	+	0.000	0.000	Merged-chr2-17644831-25
NR9837--MA0766.1.GATA5	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR7292--MA0035.3.Gata1	chr5	15470116	15470126	+	0.000	0.000	Merged-chr5-15470199-54
NR8702--MA0036.3.GATA2	chr7	45526450	45526460	+	0.000	0.000	Merged-chr7-45526317-62
NR1489--MA0036.3.GATA2	chr10	127135639	127135649	+	0.000	0.000	Merged-chr10-127135675-65
NR3246--MA0482.1.Gata4	chr14	87439913	87439923	+	0.000	0.000	Merged-chr14-87439901-5
NR3215--MA0140.2.GATA1::TAL1	chr14	76569410	76569427	+	0.000	0.000	Merged-chr14-76569463-39
NR8909--MA0037.3.GATA3	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR4781--MA0482.1.Gata4	chr18	50014636	50014646	-	0.000	0.000	Merged-chr18-50014584-52
NR9789--MA0482.1.Gata4	chr9	120493245	120493255	+	0.000	0.000	Merged-chr9-120493281-1
NR3759--MA0035.3.Gata1	chr15	100750371	100750381	+	0.000	0.000	Merged-chr15-100750259-57
NR703--MA0766.1.GATA5	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR6764--MA0036.3.GATA2	chr4	32291745	32291755	-	0.000	0.000	Merged-chr4-32291576-26
NR9027--MA0482.1.Gata4	chr7	140207133	140207143	+	0.000	0.000	Merged-chr7-140207191-19
NR3049--MA0766.1.GATA5	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR9411--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR1816--MA0482.1.Gata4	chr12	12172556	12172566	+	0.000	0.000	Merged-chr12-12172464-29
NR5091--MA0482.1.Gata4	chr19	53185684	53185694	+	0.000	0.000	Merged-chr19-53185705-40
NR2581--MA0035.3.Gata1	chr13	55636686	55636696	+	0.000	0.000	Merged-chr13-55636712-28
NR5065--MA1104.1.GATA6	chr19	33053335	33053347	-	0.000	0.000	Merged-chr19-33053321-32
NR9168--MA0036.3.GATA2	chr8	36194319	36194329	+	0.000	0.000	Merged-chr8-36194183-57
NR7759--MA0036.3.GATA2	chr5	139483516	139483526	+	0.000	0.000	Merged-chr5-139483495-36
NR2827--MA0766.1.GATA5	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR697--MA0766.1.GATA5	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR1310--MA0037.3.GATA3	chr10	99393614	99393621	+	0.000	0.000	Merged-chr10-99393384-65
NR800--MA1104.1.GATA6	chr1	182539636	182539648	+	0.000	0.000	Merged-chr1-182539437-37
NR1263--MA0140.2.GATA1::TAL1	chr10	91141663	91141680	-	0.000	0.000	Merged-chr10-91141704-33
NR6871--MA1104.1.GATA6	chr4	59190870	59190882	+	0.000	0.000	Merged-chr4-59190847-19
