#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR12832--MA0741.1.KLF16	chr11	115367746	115367756	+	0.000	0.000	Merged-chr11-115367614-40
NR45050--MA0599.1.KLF5	chr4	41723170	41723179	-	0.000	0.000	Merged-chr4-41723185-51
NR3573--MA0599.1.KLF5	chr1	164503621	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR22830--MA0599.1.KLF5	chr15	43870070	43870079	-	0.000	0.000	Merged-chr15-43869939-26
NR29881--MA0493.1.Klf1	chr17	70728912	70728922	-	0.000	0.000	Merged-chr17-70729015-28
NR10947--MA0741.1.KLF16	chr11	73019534	73019544	-	0.000	0.000	Merged-chr11-73019652-4
NR59525--MA0599.1.KLF5	chr7	25297219	25297228	+	0.000	0.000	Merged-chr7-25297148-3
NR46416--MA0741.1.KLF16	chr4	101217268	101217278	-	0.000	0.000	Merged-chr4-101217167-64
NR13508--MA1107.1.KLF9	chr12	12176277	12176289	+	0.000	0.000	Merged-chr12-12176537-33
NR55832--MA0493.1.Klf1	chr6	71125299	71125309	+	0.000	0.000	Merged-chr6-71125305-30
NR16218--MA1107.1.KLF9	chr13	13531063	13531075	-	0.000	0.000	Merged-chr13-13531086-27
NR26057--MA0599.1.KLF5	chr16	43708667	43708676	-	0.000	0.000	Merged-chr16-43708851-2
NR42785--MA0741.1.KLF16	chr3	116200270	116200280	+	0.000	0.000	Merged-chr3-116200281-40
NR64665--MA0493.1.Klf1	chr8	36532744	36532754	-	0.000	0.000	Merged-chr8-36532922-47
NR55076--MA0599.1.KLF5	chr6	39206994	39207003	-	0.000	0.000	Merged-chr6-39206808-55
NR40128--MA1107.1.KLF9	chr2	178427076	178427088	+	0.000	0.000	Merged-chr2-178427210-3
NR37401--MA0599.1.KLF5	chr2	103566183	103566192	+	0.000	0.000	Merged-chr2-103566209-140
NR5281--MA0039.3.KLF4	chr10	14097857	14097867	+	0.000	0.000	Merged-chr10-14097983-8
NR27091--MA0741.1.KLF16	chr16	93574640	93574650	-	0.000	0.000	Merged-chr16-93574695-56
NR5350--MA0741.1.KLF16	chr10	19009540	19009550	-	0.000	0.000	Merged-chr10-19009477-32
NR50929--MA0493.1.Klf1	chr5	74704611	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR49498--MA1107.1.KLF9	chr5	20083294	20083306	+	0.000	0.000	Merged-chr5-20083207-6
NR47864--MA0742.1.Klf12	chr4	134535425	134535439	+	0.000	0.000	Merged-chr4-134535132-103
NR10802--MA0039.3.KLF4	chr11	69948244	69948254	+	0.000	0.000	Merged-chr11-69948307-18
NR24889--MA0599.1.KLF5	chr15	102279429	102279438	-	0.000	0.000	Merged-chr15-102279513-54
NR63105--MA0741.1.KLF16	chr7	131542795	131542805	+	0.000	0.000	Merged-chr7-131542725-30
NR53769--MA0741.1.KLF16	chr5	140649185	140649195	+	0.000	0.000	Merged-chr5-140649068-64
NR25953--MA0741.1.KLF16	chr16	36828331	36828341	+	0.000	0.000	Merged-chr16-36828275-76
NR18890--MA1107.1.KLF9	chr13	114949265	114949277	+	0.000	0.000	Merged-chr13-114949183-17
NR42461--MA0599.1.KLF5	chr3	103927745	103927754	-	0.000	0.000	Merged-chr3-103927636-31
NR69473--MA0741.1.KLF16	chr9	73163267	73163277	-	0.000	0.000	Merged-chr9-73163191-23
NR53364--MA0742.1.Klf12	chr5	135669924	135669938	-	0.000	0.000	Merged-chr5-135669926-12
NR22508--MA0742.1.Klf12	chr15	27630738	27630752	-	0.000	0.000	Merged-chr15-27630655-61
NR23797--MA0741.1.KLF16	chr15	80233919	80233929	-	0.000	0.000	Merged-chr15-80233973-50
NR56128--MA0740.1.KLF14	chr6	86472448	86472461	-	0.000	0.000	Merged-chr6-86472482-99
NR64655--MA0740.1.KLF14	chr8	36249394	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR67793--MA0741.1.KLF16	chr9	15357835	15357845	+	0.000	0.000	Merged-chr9-15357727-65
NR13492--MA0740.1.KLF14	chr12	11280081	11280094	-	0.000	0.000	Merged-chr12-11280014-10
NR59501--MA0039.3.KLF4	chr7	25238267	25238277	+	0.000	0.000	Merged-chr7-25238227-126
NR25867--MA0599.1.KLF5	chr16	34690564	34690573	-	0.000	0.000	Merged-chr16-34690700-62
NR57586--MA0741.1.KLF16	chr6	127142618	127142628	+	0.000	0.000	Merged-chr6-127142534-64
NR18738--MA1107.1.KLF9	chr13	111796783	111796795	-	0.000	0.000	Merged-chr13-111796973-104
NR9504--MA0741.1.KLF16	chr11	20631905	20631915	-	0.000	0.000	Merged-chr11-20632117-165
NR70458--MA0741.1.KLF16	chr9	102866983	102866993	+	0.000	0.000	Merged-chr9-102867048-29
NR51275--MA1107.1.KLF9	chr5	93092478	93092490	-	0.000	0.000	Merged-chr5-93092425-6
NR59132--MA0742.1.Klf12	chr7	16891758	16891772	+	0.000	0.000	Merged-chr7-16891959-60
NR68264--MA0599.1.KLF5	chr9	37430821	37430830	+	0.000	0.000	Merged-chr9-37430840-28
NR31765--MA1107.1.KLF9	chr18	60844163	60844175	-	0.000	0.000	Merged-chr18-60844209-77
NR40691--MA0741.1.KLF16	chr3	30969471	30969481	-	0.000	0.000	Merged-chr3-30969412-4
NR59637--MA0599.1.KLF5	chr7	27361681	27361690	-	0.000	0.000	Merged-chr7-27361571-54
NR46425--MA0039.3.KLF4	chr4	101235226	101235236	+	0.000	0.000	Merged-chr4-101235092-24
NR37871--MA0599.1.KLF5	chr2	119189563	119189572	+	0.000	0.000	Merged-chr2-119189381-64
NR32706--MA0741.1.KLF16	chr18	84293564	84293574	+	0.000	0.000	Merged-chr18-84293673-106
NR30484--MA0741.1.KLF16	chr17	84119723	84119733	+	0.000	0.000	Merged-chr17-84119713-65
NR43645--MA0599.1.KLF5	chr3	139205633	139205642	-	0.000	0.000	Merged-chr3-139205719-57
NR17012--MA0741.1.KLF16	chr13	54503710	54503720	-	0.000	0.000	Merged-chr13-54503961-93
NR26710--MA0493.1.Klf1	chr16	76500202	76500212	+	0.000	0.000	Merged-chr16-76500244-1
NR56908--MA1107.1.KLF9	chr6	112162837	112162849	+	0.000	0.000	Merged-chr6-112162678-1
NR64491--MA0599.1.KLF5	chr8	26976998	26977007	+	0.000	0.000	Merged-chr8-26976904-74
NR3988--MA0741.1.KLF16	chr1	172521075	172521085	-	0.000	0.000	Merged-chr1-172520957-77
NR63822--MA0599.1.KLF5	chr7	143461128	143461137	+	0.000	0.000	Merged-chr7-143461111-46
NR6028--MA0599.1.KLF5	chr10	57632022	57632031	-	0.000	0.000	Merged-chr10-57632105-19
NR23383--MA0741.1.KLF16	chr15	73716728	73716738	+	0.000	0.000	Merged-chr15-73716639-32
NR13849--MA0493.1.Klf1	chr12	31374808	31374818	+	0.000	0.000	Merged-chr12-31374785-24
NR31985--MA0493.1.Klf1	chr18	66471580	66471590	+	0.000	0.000	Merged-chr18-66471661-3
NR70256--MA0599.1.KLF5	chr9	96537134	96537143	-	0.000	0.000	Merged-chr9-96537068-27
NR28191--MA0742.1.Klf12	chr17	26932985	26932999	-	0.000	0.000	Merged-chr17-26933153-57
NR8985--MA0039.3.KLF4	chr10	128135576	128135586	+	0.000	0.000	Merged-chr10-128135587-20
NR13620--MA0740.1.KLF14	chr12	20815766	20815779	-	0.000	0.000	Merged-chr12-20815724-27
NR71672--MA0493.1.Klf1	chrX	7947822	7947832	+	0.000	0.000	Merged-chrX-7947943-52
NR65755--MA0493.1.Klf1	chr8	83442679	83442689	-	0.000	0.000	Merged-chr8-83442554-54
NR52501--MA0741.1.KLF16	chr5	122209817	122209827	+	0.000	0.000	Merged-chr5-122209892-38
NR67388--MA1107.1.KLF9	chr8	125080721	125080733	+	0.000	0.000	Merged-chr8-125080812-18
NR22387--MA0599.1.KLF5	chr15	12285296	12285305	+	0.000	0.000	Merged-chr15-12285432-27
NR68465--MA0493.1.Klf1	chr9	44582654	44582664	-	0.000	0.000	Merged-chr9-44582588-15
NR45489--MA0599.1.KLF5	chr4	53440634	53440643	-	0.000	0.000	Merged-chr4-53440553-103
NR50198--MA0740.1.KLF14	chr5	41708184	41708197	+	0.000	0.000	Merged-chr5-41708072-132
NR72189--MA0493.1.Klf1	chrX	73915084	73915094	+	0.000	0.000	Merged-chrX-73915089-47
NR48199--MA0599.1.KLF5	chr4	138866660	138866669	+	0.000	0.000	Merged-chr4-138866585-23
NR5254--MA0741.1.KLF16	chr10	13474568	13474578	+	0.000	0.000	Merged-chr10-13474425-98
NR45253--MA0740.1.KLF14	chr4	45408774	45408787	-	0.000	0.000	Merged-chr4-45408801-126
NR71741--MA0741.1.KLF16	chrX	11807620	11807630	-	0.000	0.000	Merged-chrX-11807540-17
NR68170--MA0599.1.KLF5	chr9	32672295	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR13320--MA1107.1.KLF9	chr11	121388259	121388271	+	0.000	0.000	Merged-chr11-121388378-24
NR3574--MA0741.1.KLF16	chr1	164503620	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR28474--MA0599.1.KLF5	chr17	30027745	30027754	+	0.000	0.000	Merged-chr17-30027791-14
NR45422--MA0742.1.Klf12	chr4	48124898	48124912	+	0.000	0.000	Merged-chr4-48124934-68
NR52599--MA0599.1.KLF5	chr5	123524220	123524229	+	0.000	0.000	Merged-chr5-123524243-58
NR61805--MA0741.1.KLF16	chr7	102100317	102100327	+	0.000	0.000	Merged-chr7-102100187-36
NR806--MA0599.1.KLF5	chr1	55087881	55087890	+	0.000	0.000	Merged-chr1-55087990-104
NR10642--MA0741.1.KLF16	chr11	67017985	67017995	-	0.000	0.000	Merged-chr11-67017936-9
NR63943--MA0599.1.KLF5	chr8	3515588	3515597	+	0.000	0.000	Merged-chr8-3515428-24
NR35930--MA0742.1.Klf12	chr2	37359083	37359097	+	0.000	0.000	Merged-chr2-37358910-93
NR4855--MA0493.1.Klf1	chr1	191990194	191990204	+	0.000	0.000	Merged-chr1-191990137-48
NR23035--MA0741.1.KLF16	chr15	58141250	58141260	+	0.000	0.000	Merged-chr15-58141388-72
NR13033--MA0741.1.KLF16	chr11	117326035	117326045	-	0.000	0.000	Merged-chr11-117325818-58
NR61893--MA0599.1.KLF5	chr7	105356528	105356537	-	0.000	0.000	Merged-chr7-105356441-22
NR28455--MA1107.1.KLF9	chr17	29500857	29500869	-	0.000	0.000	Merged-chr17-29500871-30
NR11082--MA0741.1.KLF16	chr11	75769480	75769490	-	0.000	0.000	Merged-chr11-75769458-27
NR60538--MA1107.1.KLF9	chr7	49303806	49303818	-	0.000	0.000	Merged-chr7-49303959-15
NR10830--MA0493.1.Klf1	chr11	70237731	70237741	+	0.000	0.000	Merged-chr11-70237870-62
NR50732--MA0493.1.Klf1	chr5	65764527	65764537	+	0.000	0.000	Merged-chr5-65764429-153
NR44551--MA0657.1.KLF13	chr4	11704610	11704627	-	0.000	0.000	Merged-chr4-11704648-98
NR55761--MA0599.1.KLF5	chr6	66535292	66535301	-	0.000	0.000	Merged-chr6-66535397-73
NR67035--MA0493.1.Klf1	chr8	119927822	119927832	+	0.000	0.000	Merged-chr8-119927830-10
NR2573--MA0740.1.KLF14	chr1	134344789	134344802	+	0.000	0.000	Merged-chr1-134344743-32
NR34690--MA0742.1.Klf12	chr2	3475128	3475142	-	0.000	0.000	Merged-chr2-3474992-83
NR3205--MA1107.1.KLF9	chr1	155059667	155059679	+	0.000	0.000	Merged-chr1-155059784-49
NR33922--MA0039.3.KLF4	chr19	41206931	41206941	+	0.000	0.000	Merged-chr19-41206944-35
NR52908--MA0599.1.KLF5	chr5	129063600	129063609	-	0.000	0.000	Merged-chr5-129063450-43
NR49034--MA0742.1.Klf12	chr4	155050347	155050361	+	0.000	0.000	Merged-chr4-155050218-26
NR49844--MA0599.1.KLF5	chr5	30814686	30814695	+	0.000	0.000	Merged-chr5-30814661-60
NR32301--MA0599.1.KLF5	chr18	75820001	75820010	-	0.000	0.000	Merged-chr18-75820018-41
NR21081--MA1107.1.KLF9	chr14	75284264	75284276	-	0.000	0.000	Merged-chr14-75284367-55
NR32068--MA0741.1.KLF16	chr18	68195247	68195257	-	0.000	0.000	Merged-chr18-68195286-23
NR44735--MA0599.1.KLF5	chr4	24897993	24898002	-	0.000	0.000	Merged-chr4-24897991-83
NR47879--MA0657.1.KLF13	chr4	134703972	134703989	+	0.000	0.000	Merged-chr4-134704159-76
NR40366--MA0493.1.Klf1	chr3	10013169	10013179	-	0.000	0.000	Merged-chr3-10012893-114
NR61120--MA0741.1.KLF16	chr7	79592334	79592344	+	0.000	0.000	Merged-chr7-79592418-20
NR71210--MA0039.3.KLF4	chr9	118196826	118196836	-	0.000	0.000	Merged-chr9-118196833-13
NR54984--MA0493.1.Klf1	chr6	35177702	35177712	-	0.000	0.000	Merged-chr6-35177687-66
NR66128--MA0741.1.KLF16	chr8	93810344	93810354	-	0.000	0.000	Merged-chr8-93810346-59
NR27720--MA0599.1.KLF5	chr17	12992262	12992271	+	0.000	0.000	Merged-chr17-12992302-122
NR2009--MA0599.1.KLF5	chr1	118627883	118627892	+	0.000	0.000	Merged-chr1-118628003-42
NR46363--MA0741.1.KLF16	chr4	99120546	99120556	-	0.000	0.000	Merged-chr4-99120724-28
NR116--MA0493.1.Klf1	chr1	13426974	13426984	-	0.000	0.000	Merged-chr1-13426973-84
NR38946--MA0740.1.KLF14	chr2	151971069	151971082	+	0.000	0.000	Merged-chr2-151971067-35
NR59898--MA0741.1.KLF16	chr7	30072660	30072670	+	0.000	0.000	Merged-chr7-30072642-62
NR28317--MA0493.1.Klf1	chr17	28256984	28256994	-	0.000	0.000	Merged-chr17-28256965-58
NR59503--MA0741.1.KLF16	chr7	25238266	25238276	+	0.000	0.000	Merged-chr7-25238227-126
NR56387--MA0742.1.Klf12	chr6	91712923	91712937	-	0.000	0.000	Merged-chr6-91712946-25
NR21291--MA0039.3.KLF4	chr14	87044675	87044685	-	0.000	0.000	Merged-chr14-87044537-7
NR59027--MA0741.1.KLF16	chr7	16129681	16129691	+	0.000	0.000	Merged-chr7-16129723-14
NR31338--MA0740.1.KLF14	chr18	37969775	37969788	+	0.000	0.000	Merged-chr18-37969808-65
NR33824--MA1107.1.KLF9	chr19	38930982	38930994	-	0.000	0.000	Merged-chr19-38931059-89
NR31989--MA1107.1.KLF9	chr18	66502012	66502024	-	0.000	0.000	Merged-chr18-66502099-22
NR57076--MA0741.1.KLF16	chr6	115853636	115853646	-	0.000	0.000	Merged-chr6-115853380-61
NR62843--MA1107.1.KLF9	chr7	127512510	127512522	-	0.000	0.000	Merged-chr7-127512446-128
NR54331--MA0599.1.KLF5	chr5	149440185	149440194	-	0.000	0.000	Merged-chr5-149439971-46
NR27907--MA1107.1.KLF9	chr17	21383735	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR67809--MA1107.1.KLF9	chr9	15709973	15709985	-	0.000	0.000	Merged-chr9-15709752-108
NR39657--MA0740.1.KLF14	chr2	167713147	167713160	-	0.000	0.000	Merged-chr2-167713112-41
NR52529--MA0740.1.KLF14	chr5	122850145	122850158	+	0.000	0.000	Merged-chr5-122850180-68
NR50930--MA0741.1.KLF16	chr5	74704612	74704622	+	0.000	0.000	Merged-chr5-74704453-70
NR32986--MA0599.1.KLF5	chr19	5098553	5098562	-	0.000	0.000	Merged-chr19-5098548-15
NR52208--MA0039.3.KLF4	chr5	115125303	115125313	-	0.000	0.000	Merged-chr5-115125406-34
NR41335--MA0493.1.Klf1	chr3	68763111	68763121	+	0.000	0.000	Merged-chr3-68763187-8
NR28904--MA0599.1.KLF5	chr17	36023792	36023801	+	0.000	0.000	Merged-chr17-36023858-33
NR64231--MA0493.1.Klf1	chr8	14996108	14996118	-	0.000	0.000	Merged-chr8-14996187-57
NR23119--MA0599.1.KLF5	chr15	60141705	60141714	-	0.000	0.000	Merged-chr15-60141822-49
NR72324--MA0599.1.KLF5	chrX	96095988	96095997	-	0.000	0.000	Merged-chrX-96096006-43
NR8593--MA0740.1.KLF14	chr10	121501344	121501357	-	0.000	0.000	Merged-chr10-121501347-25
NR12360--MA1107.1.KLF9	chr11	103344751	103344763	-	0.000	0.000	Merged-chr11-103344829-56
NR71690--MA0493.1.Klf1	chrX	8175961	8175971	+	0.000	0.000	Merged-chrX-8175861-91
NR637--MA0740.1.KLF14	chr1	43478212	43478225	-	0.000	0.000	Merged-chr1-43478113-25
NR57228--MA1107.1.KLF9	chr6	119444155	119444167	-	0.000	0.000	Merged-chr6-119444172-42
NR44702--MA0039.3.KLF4	chr4	21755340	21755350	-	0.000	0.000	Merged-chr4-21755446-36
NR32752--MA1107.1.KLF9	chr18	84911754	84911766	-	0.000	0.000	Merged-chr18-84911932-15
NR14401--MA1107.1.KLF9	chr12	69502007	69502019	-	0.000	0.000	Merged-chr12-69501974-43
NR57904--MA1107.1.KLF9	chr6	133206194	133206206	-	0.000	0.000	Merged-chr6-133206224-36
NR20076--MA0039.3.KLF4	chr14	45009475	45009485	-	0.000	0.000	Merged-chr14-45009601-8
NR33964--MA0599.1.KLF5	chr19	41981424	41981433	-	0.000	0.000	Merged-chr19-41981286-107
NR23144--MA0741.1.KLF16	chr15	61538981	61538991	+	0.000	0.000	Merged-chr15-61539170-27
NR9180--MA0741.1.KLF16	chr11	4319732	4319742	+	0.000	0.000	Merged-chr11-4319663-56
NR70255--MA1107.1.KLF9	chr9	96536972	96536984	-	0.000	0.000	Merged-chr9-96537068-27
NR22127--MA0493.1.Klf1	chr14	122104962	122104972	+	0.000	0.000	Merged-chr14-122105066-47
NR59723--MA0740.1.KLF14	chr7	28379320	28379333	+	0.000	0.000	Merged-chr7-28379291-46
NR20968--MA0493.1.Klf1	chr14	73049216	73049226	-	0.000	0.000	Merged-chr14-73049322-54
NR59776--MA0599.1.KLF5	chr7	28982761	28982770	-	0.000	0.000	Merged-chr7-28982424-141
NR54088--MA0742.1.Klf12	chr5	144965227	144965241	-	0.000	0.000	Merged-chr5-144965112-15
NR11164--MA0599.1.KLF5	chr11	77493319	77493328	-	0.000	0.000	Merged-chr11-77493393-62
NR67672--MA0742.1.Klf12	chr9	7576597	7576611	-	0.000	0.000	Merged-chr9-7576753-19
NR71458--MA0599.1.KLF5	chr9	122421356	122421365	+	0.000	0.000	Merged-chr9-122421309-24
NR32350--MA0740.1.KLF14	chr18	76929990	76930003	-	0.000	0.000	Merged-chr18-76929986-57
NR32448--MA0741.1.KLF16	chr18	80005175	80005185	-	0.000	0.000	Merged-chr18-80005096-36
NR6032--MA0493.1.Klf1	chr10	57848490	57848500	+	0.000	0.000	Merged-chr10-57848445-19
NR17466--MA0599.1.KLF5	chr13	69611738	69611747	+	0.000	0.000	Merged-chr13-69611588-99
NR34390--MA1107.1.KLF9	chr19	55260745	55260757	-	0.000	0.000	Merged-chr19-55260920-21
NR46485--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR71502--MA0741.1.KLF16	chr9	123366840	123366850	-	0.000	0.000	Merged-chr9-123366861-57
NR14541--MA0599.1.KLF5	chr12	73598376	73598385	-	0.000	0.000	Merged-chr12-73598343-51
NR53639--MA0741.1.KLF16	chr5	139372295	139372305	-	0.000	0.000	Merged-chr5-139372178-54
NR13097--MA0493.1.Klf1	chr11	117963580	117963590	-	0.000	0.000	Merged-chr11-117963575-48
NR60556--MA1107.1.KLF9	chr7	49450947	49450959	-	0.000	0.000	Merged-chr7-49451105-18
NR889--MA0740.1.KLF14	chr1	59912954	59912967	-	0.000	0.000	Merged-chr1-59913244-100
NR68178--MA0742.1.Klf12	chr9	32706255	32706269	-	0.000	0.000	Merged-chr9-32706237-53
NR5622--MA1107.1.KLF9	chr10	37721424	37721436	+	0.000	0.000	Merged-chr10-37721362-7
NR71224--MA1107.1.KLF9	chr9	118477724	118477736	-	0.000	0.000	Merged-chr9-118477763-16
NR33127--MA0740.1.KLF14	chr19	6401629	6401642	-	0.000	0.000	Merged-chr19-6401537-23
NR1049--MA0599.1.KLF5	chr1	66817601	66817610	-	0.000	0.000	Merged-chr1-66817306-158
NR63809--MA0599.1.KLF5	chr7	143052737	143052746	-	0.000	0.000	Merged-chr7-143052544-1
NR68017--MA1107.1.KLF9	chr9	22165112	22165124	-	0.000	0.000	Merged-chr9-22165025-24
NR13754--MA0039.3.KLF4	chr12	25864333	25864343	+	0.000	0.000	Merged-chr12-25864437-46
NR12133--MA0599.1.KLF5	chr11	100397824	100397833	+	0.000	0.000	Merged-chr11-100397787-45
NR23355--MA1107.1.KLF9	chr15	73137763	73137775	+	0.000	0.000	Merged-chr15-73137730-76
NR26231--MA0740.1.KLF14	chr16	49962566	49962579	-	0.000	0.000	Merged-chr16-49962562-39
NR9103--MA0741.1.KLF16	chr11	3289480	3289490	-	0.000	0.000	Merged-chr11-3289490-8
NR18127--MA0657.1.KLF13	chr13	97790017	97790034	+	0.000	0.000	Merged-chr13-97790032-25
NR39642--MA0741.1.KLF16	chr2	167367965	167367975	-	0.000	0.000	Merged-chr2-167368139-124
NR24280--MA0740.1.KLF14	chr15	89498795	89498808	+	0.000	0.000	Merged-chr15-89498857-24
NR70328--MA0741.1.KLF16	chr9	98339851	98339861	-	0.000	0.000	Merged-chr9-98339700-17
NR35911--MA0599.1.KLF5	chr2	36049432	36049441	-	0.000	0.000	Merged-chr2-36049261-79
NR41348--MA1107.1.KLF9	chr3	69156740	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR36786--MA0599.1.KLF5	chr2	76406897	76406906	-	0.000	0.000	Merged-chr2-76406847-76
NR69559--MA1107.1.KLF9	chr9	75646910	75646922	+	0.000	0.000	Merged-chr9-75646856-3
NR4849--MA0742.1.Klf12	chr1	191906679	191906693	-	0.000	0.000	Merged-chr1-191906883-127
NR68169--MA0741.1.KLF16	chr9	32672277	32672287	-	0.000	0.000	Merged-chr9-32672440-49
NR58882--MA0741.1.KLF16	chr7	6286397	6286407	-	0.000	0.000	Merged-chr7-6286404-52
NR8134--MA0741.1.KLF16	chr10	110745361	110745371	-	0.000	0.000	Merged-chr10-110745352-58
NR35411--MA0741.1.KLF16	chr2	26628298	26628308	-	0.000	0.000	Merged-chr2-26628456-31
NR65312--MA0493.1.Klf1	chr8	70594431	70594441	+	0.000	0.000	Merged-chr8-70594498-62
NR35059--MA0740.1.KLF14	chr2	18952371	18952384	-	0.000	0.000	Merged-chr2-18952458-63
NR25330--MA0599.1.KLF5	chr16	13819309	13819318	-	0.000	0.000	Merged-chr16-13819185-114
NR23495--MA0599.1.KLF5	chr15	76081008	76081017	-	0.000	0.000	Merged-chr15-76080804-71
NR43484--MA0742.1.Klf12	chr3	135636497	135636511	+	0.000	0.000	Merged-chr3-135636443-43
NR5404--MA0599.1.KLF5	chr10	21222764	21222773	-	0.000	0.000	Merged-chr10-21222869-17
NR53757--MA0742.1.Klf12	chr5	140649114	140649128	+	0.000	0.000	Merged-chr5-140649068-64
NR45722--MA0599.1.KLF5	chr4	59806253	59806262	-	0.000	0.000	Merged-chr4-59806223-101
NR36122--MA0741.1.KLF16	chr2	48949272	48949282	+	0.000	0.000	Merged-chr2-48949437-98
NR9560--MA0741.1.KLF16	chr11	22287088	22287098	+	0.000	0.000	Merged-chr11-22287125-73
NR28246--MA0599.1.KLF5	chr17	27635402	27635411	+	0.000	0.000	Merged-chr17-27635225-66
NR11042--MA1107.1.KLF9	chr11	75410442	75410454	+	0.000	0.000	Merged-chr11-75410293-22
NR70362--MA0039.3.KLF4	chr9	99479258	99479268	-	0.000	0.000	Merged-chr9-99479335-46
NR11095--MA0741.1.KLF16	chr11	75926973	75926983	+	0.000	0.000	Merged-chr11-75926776-30
NR21833--MA0039.3.KLF4	chr14	118226050	118226060	-	0.000	0.000	Merged-chr14-118226036-14
NR49625--MA0740.1.KLF14	chr5	24445273	24445286	+	0.000	0.000	Merged-chr5-24445119-58
NR52100--MA0741.1.KLF16	chr5	113993991	113994001	+	0.000	0.000	Merged-chr5-113994160-2
NR29582--MA0599.1.KLF5	chr17	56997327	56997336	-	0.000	0.000	Merged-chr17-56997354-48
NR64230--MA0039.3.KLF4	chr8	14996106	14996116	-	0.000	0.000	Merged-chr8-14996187-57
NR12799--MA1107.1.KLF9	chr11	114813036	114813048	+	0.000	0.000	Merged-chr11-114812922-18
NR1837--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR2577--MA0493.1.Klf1	chr1	134344789	134344799	+	0.000	0.000	Merged-chr1-134344743-32
NR36772--MA0493.1.Klf1	chr2	75965079	75965089	+	0.000	0.000	Merged-chr2-75964949-43
NR71340--MA0741.1.KLF16	chr9	119982404	119982414	-	0.000	0.000	Merged-chr9-119982666-256
NR28012--MA1107.1.KLF9	chr17	23924759	23924771	-	0.000	0.000	Merged-chr17-23924911-57
NR64160--MA0599.1.KLF5	chr8	13200678	13200687	-	0.000	0.000	Merged-chr8-13200567-28
NR7042--MA0599.1.KLF5	chr10	80261465	80261474	-	0.000	0.000	Merged-chr10-80261323-101
NR17973--MA0740.1.KLF14	chr13	94177371	94177384	+	0.000	0.000	Merged-chr13-94177315-11
NR63821--MA0742.1.Klf12	chr7	143461127	143461141	+	0.000	0.000	Merged-chr7-143461111-46
NR53716--MA0740.1.KLF14	chr5	140389389	140389402	+	0.000	0.000	Merged-chr5-140389352-56
NR16291--MA0599.1.KLF5	chr13	21402601	21402610	+	0.000	0.000	Merged-chr13-21402656-43
NR31789--MA0599.1.KLF5	chr18	61400485	61400494	-	0.000	0.000	Merged-chr18-61400402-28
NR33236--MA0740.1.KLF14	chr19	8798613	8798626	+	0.000	0.000	Merged-chr19-8798550-51
NR46647--MA0741.1.KLF16	chr4	107253788	107253798	-	0.000	0.000	Merged-chr4-107253637-93
NR67772--MA0741.1.KLF16	chr9	15014184	15014194	-	0.000	0.000	Merged-chr9-15014101-6
NR35328--MA1107.1.KLF9	chr2	25422772	25422784	-	0.000	0.000	Merged-chr2-25422687-75
NR31574--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR42796--MA1107.1.KLF9	chr3	116424261	116424273	-	0.000	0.000	Merged-chr3-116424067-206
NR64158--MA0740.1.KLF14	chr8	13200675	13200688	-	0.000	0.000	Merged-chr8-13200567-28
NR18831--MA0741.1.KLF16	chr13	113869385	113869395	-	0.000	0.000	Merged-chr13-113869470-43
NR20691--MA0599.1.KLF5	chr14	63940987	63940996	-	0.000	0.000	Merged-chr14-63940977-13
NR60593--MA0599.1.KLF5	chr7	51964916	51964925	+	0.000	0.000	Merged-chr7-51964767-12
NR36342--MA0740.1.KLF14	chr2	60693660	60693673	-	0.000	0.000	Merged-chr2-60693604-10
NR13569--MA0741.1.KLF16	chr12	16589806	16589816	-	0.000	0.000	Merged-chr12-16589670-47
NR15818--MA1107.1.KLF9	chr12	112673271	112673283	+	0.000	0.000	Merged-chr12-112673105-15
NR2263--MA1107.1.KLF9	chr1	127409673	127409685	-	0.000	0.000	Merged-chr1-127409682-14
NR62830--MA0741.1.KLF16	chr7	127422085	127422095	+	0.000	0.000	Merged-chr7-127422019-53
NR49211--MA0740.1.KLF14	chr5	4104510	4104523	+	0.000	0.000	Merged-chr5-4104538-75
NR44967--MA0741.1.KLF16	chr4	40948352	40948362	+	0.000	0.000	Merged-chr4-40948225-82
