#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR54315--MA0740.1.KLF14	chr6	56924006	56924019	-	0.000	0.000	Merged-chr6-56923975-70
NR10944--MA0599.1.KLF5	chr11	78261553	78261562	+	0.000	0.000	Merged-chr11-78261664-62
NR16579--MA0599.1.KLF5	chr13	33965762	33965771	+	0.000	0.000	Merged-chr13-33965707-3
NR69538--MA1107.1.KLF9	chrX	8074619	8074631	-	0.000	0.000	Merged-chrX-8074652-54
NR5811--MA0039.3.KLF4	chr10	57743824	57743834	+	0.000	0.000	Merged-chr10-57743822-47
NR27923--MA0599.1.KLF5	chr17	29500853	29500862	-	0.000	0.000	Merged-chr17-29500871-30
NR47246--MA0741.1.KLF16	chr4	137603899	137603909	+	0.000	0.000	Merged-chr4-137603877-24
NR2905--MA0741.1.KLF16	chr1	156217597	156217607	+	0.000	0.000	Merged-chr1-156217514-18
NR2158--MA0741.1.KLF16	chr1	131911153	131911163	+	0.000	0.000	Merged-chr1-131910847-123
NR8737--MA0493.1.Klf1	chr10	127211640	127211650	-	0.000	0.000	Merged-chr10-127211540-55
NR24518--MA1107.1.KLF9	chr15	100984090	100984102	-	0.000	0.000	Merged-chr15-100983947-40
NR53888--MA0741.1.KLF16	chr6	39810898	39810908	+	0.000	0.000	Merged-chr6-39810868-53
NR37814--MA0493.1.Klf1	chr2	132052030	132052040	+	0.000	0.000	Merged-chr2-132051940-20
NR25325--MA0740.1.KLF14	chr16	31275326	31275339	+	0.000	0.000	Merged-chr16-31275130-59
NR57244--MA0599.1.KLF5	chr6	146271368	146271377	+	0.000	0.000	Merged-chr6-146271470-40
NR6722--MA0741.1.KLF16	chr10	80330085	80330095	-	0.000	0.000	Merged-chr10-80329943-52
NR66968--MA0599.1.KLF5	chr9	66593135	66593144	+	0.000	0.000	Merged-chr9-66593034-105
NR38736--MA0741.1.KLF16	chr2	156196691	156196701	-	0.000	0.000	Merged-chr2-156196758-68
NR31413--MA1107.1.KLF9	chr18	66410807	66410819	+	0.000	0.000	Merged-chr18-66410673-37
NR49071--MA0599.1.KLF5	chr5	34369816	34369825	-	0.000	0.000	Merged-chr5-34369838-94
NR46245--MA0740.1.KLF14	chr4	116627537	116627550	+	0.000	0.000	Merged-chr4-116627464-164
NR12149--MA0742.1.Klf12	chr11	102456192	102456206	+	0.000	0.000	Merged-chr11-102456095-36
NR70557--MA0493.1.Klf1	chrX	164427561	164427571	-	0.000	0.000	Merged-chrX-164427497-25
NR6588--MA1107.1.KLF9	chr10	79692122	79692134	+	0.000	0.000	Merged-chr10-79692164-17
NR40922--MA1107.1.KLF9	chr3	68784323	68784335	-	0.000	0.000	Merged-chr3-68784168-43
NR62384--MA0493.1.Klf1	chr8	11636500	11636510	-	0.000	0.000	Merged-chr8-11636521-2
NR34329--MA1107.1.KLF9	chr19	59926258	59926270	+	0.000	0.000	Merged-chr19-59926305-20
NR12224--MA0599.1.KLF5	chr11	103412734	103412743	+	0.000	0.000	Merged-chr11-103412657-68
NR23446--MA1107.1.KLF9	chr15	80590880	80590892	-	0.000	0.000	Merged-chr15-80590747-44
NR2886--MA0741.1.KLF16	chr1	155647088	155647098	+	0.000	0.000	Merged-chr1-155646912-20
NR36651--MA0742.1.Klf12	chr2	92393026	92393040	-	0.000	0.000	Merged-chr2-92392954-19
NR52319--MA0741.1.KLF16	chr5	137510645	137510655	+	0.000	0.000	Merged-chr5-137510550-66
NR47103--MA0741.1.KLF16	chr4	134796743	134796753	-	0.000	0.000	Merged-chr4-134796618-44
NR37193--MA0740.1.KLF14	chr2	117089691	117089704	-	0.000	0.000	Merged-chr2-117089625-28
NR65037--MA0657.1.KLF13	chr8	121898635	121898652	-	0.000	0.000	Merged-chr8-121898554-47
NR58428--MA0599.1.KLF5	chr7	28350600	28350609	+	0.000	0.000	Merged-chr7-28350723-48
NR65896--MA0599.1.KLF5	chr9	31386149	31386158	+	0.000	0.000	Merged-chr9-31386332-89
NR36662--MA0599.1.KLF5	chr2	92464778	92464787	+	0.000	0.000	Merged-chr2-92464936-24
NR38918--MA0599.1.KLF5	chr2	160657973	160657982	-	0.000	0.000	Merged-chr2-160657923-30
NR42099--MA1107.1.KLF9	chr3	107846246	107846258	+	0.000	0.000	Merged-chr3-107846367-77
NR54059--MA0493.1.Klf1	chr6	48676125	48676135	+	0.000	0.000	Merged-chr6-48676195-68
NR5853--MA0599.1.KLF5	chr10	59380474	59380483	-	0.000	0.000	Merged-chr10-59380482-71
NR20667--MA0741.1.KLF16	chr14	67911768	67911778	-	0.000	0.000	Merged-chr14-67911920-26
NR69720--MA0741.1.KLF16	chrX	48147981	48147991	+	0.000	0.000	Merged-chrX-48147927-58
NR41587--MA0741.1.KLF16	chr3	96172459	96172469	+	0.000	0.000	Merged-chr3-96172434-58
NR58409--MA1107.1.KLF9	chr7	27804937	27804949	-	0.000	0.000	Merged-chr7-27804809-45
NR33899--MA0740.1.KLF14	chr19	47910251	47910264	-	0.000	0.000	Merged-chr19-47910337-85
NR29076--MA0039.3.KLF4	chr17	57335020	57335030	-	0.000	0.000	Merged-chr17-57334984-16
NR45137--MA0599.1.KLF5	chr4	59549297	59549306	-	0.000	0.000	Merged-chr4-59549142-105
NR66198--MA0599.1.KLF5	chr9	44084850	44084859	-	0.000	0.000	Merged-chr9-44084798-37
NR46049--MA0657.1.KLF13	chr4	109123017	109123034	+	0.000	0.000	Merged-chr4-109123040-18
NR40028--MA0599.1.KLF5	chr3	8857255	8857264	-	0.000	0.000	Merged-chr3-8857306-3
NR23371--MA0599.1.KLF5	chr15	79441987	79441996	+	0.000	0.000	Merged-chr15-79441826-49
NR31976--MA0657.1.KLF13	chr18	80609766	80609783	+	0.000	0.000	Merged-chr18-80609939-56
NR27801--MA1107.1.KLF9	chr17	28366234	28366246	-	0.000	0.000	Merged-chr17-28366309-12
NR22016--MA1107.1.KLF9	chr15	8444582	8444594	-	0.000	0.000	Merged-chr15-8444452-190
NR11886--MA0741.1.KLF16	chr11	98786612	98786622	-	0.000	0.000	Merged-chr11-98786782-44
NR46473--MA0599.1.KLF5	chr4	121041106	121041115	-	0.000	0.000	Merged-chr4-121041130-36
NR34757--MA0741.1.KLF16	chr2	19622212	19622222	-	0.000	0.000	Merged-chr2-19622223-29
NR29753--MA0493.1.Klf1	chr17	83307199	83307209	+	0.000	0.000	Merged-chr17-83307130-30
NR66865--MA0599.1.KLF5	chr9	65021757	65021766	-	0.000	0.000	Merged-chr9-65021825-98
NR32602--MA0493.1.Klf1	chr19	4943153	4943163	+	0.000	0.000	Merged-chr19-4942974-44
NR37631--MA0599.1.KLF5	chr2	128125991	128126000	-	0.000	0.000	Merged-chr2-128126014-53
NR58619--MA0039.3.KLF4	chr7	31033901	31033911	-	0.000	0.000	Merged-chr7-31034011-67
NR7491--MA0599.1.KLF5	chr10	94035888	94035897	-	0.000	0.000	Merged-chr10-94035928-82
NR68546--MA0741.1.KLF16	chr9	110246173	110246183	-	0.000	0.000	Merged-chr9-110246216-6
NR28318--MA1107.1.KLF9	chr17	35969857	35969869	-	0.000	0.000	Merged-chr17-35969818-62
NR6822--MA0599.1.KLF5	chr10	80656555	80656564	-	0.000	0.000	Merged-chr10-80656566-55
NR8240--MA0741.1.KLF16	chr10	117918689	117918699	-	0.000	0.000	Merged-chr10-117918701-83
NR45795--MA0657.1.KLF13	chr4	101496653	101496670	-	0.000	0.000	Merged-chr4-101496663-37
NR58404--MA0039.3.KLF4	chr7	27804937	27804947	-	0.000	0.000	Merged-chr7-27804809-45
NR30255--MA0741.1.KLF16	chr18	4354734	4354744	+	0.000	0.000	Merged-chr18-4354638-8
NR58339--MA0741.1.KLF16	chr7	27361437	27361447	+	0.000	0.000	Merged-chr7-27361571-54
NR22941--MA0742.1.Klf12	chr15	67158736	67158750	-	0.000	0.000	Merged-chr15-67158847-15
NR58307--MA0740.1.KLF14	chr7	27258715	27258728	-	0.000	0.000	Merged-chr7-27258672-61
NR20221--MA0740.1.KLF14	chr14	54517534	54517547	-	0.000	0.000	Merged-chr14-54517551-43
NR47451--MA0599.1.KLF5	chr4	141099177	141099186	+	0.000	0.000	Merged-chr4-141099118-11
NR38845--MA0741.1.KLF16	chr2	158624899	158624909	-	0.000	0.000	Merged-chr2-158625094-66
NR51446--MA0741.1.KLF16	chr5	122354398	122354408	-	0.000	0.000	Merged-chr5-122354420-69
NR66461--MA0742.1.Klf12	chr9	53328540	53328554	-	0.000	0.000	Merged-chr9-53328523-30
NR28096--MA0741.1.KLF16	chr17	33629372	33629382	+	0.000	0.000	Merged-chr17-33629191-60
NR22156--MA0599.1.KLF5	chr15	27923870	27923879	-	0.000	0.000	Merged-chr15-27923818-49
NR30114--MA0599.1.KLF5	chr17	88509221	88509230	+	0.000	0.000	Merged-chr17-88509228-29
NR56960--MA0599.1.KLF5	chr6	142856632	142856641	+	0.000	0.000	Merged-chr6-142856601-13
NR52157--MA0741.1.KLF16	chr5	135688968	135688978	-	0.000	0.000	Merged-chr5-135689128-71
NR19974--MA0599.1.KLF5	chr14	46832053	46832062	+	0.000	0.000	Merged-chr14-46832058-73
NR11743--MA0741.1.KLF16	chr11	97404656	97404666	-	0.000	0.000	Merged-chr11-97404596-19
NR63394--MA0599.1.KLF5	chr8	70699019	70699028	+	0.000	0.000	Merged-chr8-70699111-121
NR52277--MA0657.1.KLF13	chr5	137032885	137032902	+	0.000	0.000	Merged-chr5-137032758-64
NR25533--MA0599.1.KLF5	chr16	38088930	38088939	-	0.000	0.000	Merged-chr16-38089125-126
NR63790--MA0741.1.KLF16	chr8	83955248	83955258	+	0.000	0.000	Merged-chr8-83955457-59
NR11711--MA0740.1.KLF14	chr11	97115403	97115416	+	0.000	0.000	Merged-chr11-97115476-51
NR381--MA1107.1.KLF9	chr1	36760509	36760521	+	0.000	0.000	Merged-chr1-36760615-22
NR33830--MA1107.1.KLF9	chr19	46970283	46970295	+	0.000	0.000	Merged-chr19-46970347-33
NR14102--MA0740.1.KLF14	chr12	54696504	54696517	-	0.000	0.000	Merged-chr12-54696481-144
NR37125--MA0657.1.KLF13	chr2	114566902	114566919	+	0.000	0.000	Merged-chr2-114567021-7
NR37639--MA0740.1.KLF14	chr2	128396275	128396288	-	0.000	0.000	Merged-chr2-128396137-30
NR30778--MA0741.1.KLF16	chr18	38418885	38418895	-	0.000	0.000	Merged-chr18-38418851-3
NR6943--MA0599.1.KLF5	chr10	81298607	81298616	+	0.000	0.000	Merged-chr10-81298510-96
NR8829--MA0741.1.KLF16	chr10	128094779	128094789	-	0.000	0.000	Merged-chr10-128094692-20
NR61056--MA0742.1.Klf12	chr7	122316686	122316700	+	0.000	0.000	Merged-chr7-122316590-1
NR50985--MA0599.1.KLF5	chr5	113844895	113844904	+	0.000	0.000	Merged-chr5-113844899-22
NR31391--MA0740.1.KLF14	chr18	65801429	65801442	+	0.000	0.000	Merged-chr18-65801383-4
NR70280--MA0599.1.KLF5	chrX	140520399	140520408	-	0.000	0.000	Merged-chrX-140520476-51
NR7315--MA0039.3.KLF4	chr10	88732263	88732273	+	0.000	0.000	Merged-chr10-88732383-10
NR46566--MA1107.1.KLF9	chr4	124646703	124646715	+	0.000	0.000	Merged-chr4-124646724-23
NR10808--MA0740.1.KLF14	chr11	76399212	76399225	+	0.000	0.000	Merged-chr11-76399136-77
NR65994--MA0493.1.Klf1	chr9	32747881	32747891	-	0.000	0.000	Merged-chr9-32747725-37
NR24461--MA0599.1.KLF5	chr15	100495352	100495361	+	0.000	0.000	Merged-chr15-100495239-52
NR36546--MA0741.1.KLF16	chr2	85013856	85013866	-	0.000	0.000	Merged-chr2-85014071-48
NR57910--MA1107.1.KLF9	chr7	16891731	16891743	+	0.000	0.000	Merged-chr7-16891959-60
NR44853--MA0599.1.KLF5	chr4	46650116	46650125	-	0.000	0.000	Merged-chr4-46650246-65
NR61849--MA1107.1.KLF9	chr7	139973291	139973303	-	0.000	0.000	Merged-chr7-139973198-14
NR29212--MA0599.1.KLF5	chr17	65951222	65951231	+	0.000	0.000	Merged-chr17-65951140-56
NR37257--MA0741.1.KLF16	chr2	118549682	118549692	+	0.000	0.000	Merged-chr2-118549647-34
NR53122--MA0599.1.KLF5	chr5	149246109	149246118	-	0.000	0.000	Merged-chr5-149246178-51
NR29055--MA0657.1.KLF13	chr17	57264404	57264421	-	0.000	0.000	Merged-chr17-57264332-13
NR39102--MA0039.3.KLF4	chr2	164506744	164506754	+	0.000	0.000	Merged-chr2-164506889-12
NR33275--MA1107.1.KLF9	chr19	29523216	29523228	+	0.000	0.000	Merged-chr19-29523006-22
NR13426--MA0599.1.KLF5	chr12	8674216	8674225	-	0.000	0.000	Merged-chr12-8674296-93
NR22392--MA1107.1.KLF9	chr15	38094978	38094990	+	0.000	0.000	Merged-chr15-38095035-21
NR62631--MA0599.1.KLF5	chr8	27128721	27128730	+	0.000	0.000	Merged-chr8-27128579-59
NR20894--MA0599.1.KLF5	chr14	75131076	75131085	+	0.000	0.000	Merged-chr14-75131133-67
NR60202--MA0742.1.Klf12	chr7	100493265	100493279	-	0.000	0.000	Merged-chr7-100493381-84
NR18516--MA1107.1.KLF9	chr13	102284454	102284466	+	0.000	0.000	Merged-chr13-102284441-1
NR54664--MA0599.1.KLF5	chr6	83115496	83115505	-	0.000	0.000	Merged-chr6-83115622-65
NR43781--MA0599.1.KLF5	chr3	152758721	152758730	-	0.000	0.000	Merged-chr3-152758697-3
NR12639--MA0039.3.KLF4	chr11	113187330	113187340	+	0.000	0.000	Merged-chr11-113187180-1
NR42426--MA1107.1.KLF9	chr3	121723456	121723468	-	0.000	0.000	Merged-chr3-121723396-86
NR10789--MA0740.1.KLF14	chr11	75769478	75769491	-	0.000	0.000	Merged-chr11-75769458-27
NR10393--MA0493.1.Klf1	chr11	68973857	68973867	+	0.000	0.000	Merged-chr11-68973679-52
NR11018--MA0599.1.KLF5	chr11	79254465	79254474	-	0.000	0.000	Merged-chr11-79254541-64
NR58790--MA0493.1.Klf1	chr7	38094553	38094563	+	0.000	0.000	Merged-chr7-38094543-44
NR3444--MA1107.1.KLF9	chr1	171607430	171607442	-	0.000	0.000	Merged-chr1-171607234-71
NR13652--MA0657.1.KLF13	chr12	24651273	24651290	+	0.000	0.000	Merged-chr12-24651104-2
NR10035--MA0493.1.Klf1	chr11	58199547	58199557	+	0.000	0.000	Merged-chr11-58199630-58
NR11376--MA0741.1.KLF16	chr11	88718301	88718311	+	0.000	0.000	Merged-chr11-88718407-109
NR35250--MA0599.1.KLF5	chr2	32151072	32151081	-	0.000	0.000	Merged-chr2-32151176-48
NR26286--MA1107.1.KLF9	chr16	87754965	87754977	-	0.000	0.000	Merged-chr16-87755077-33
NR66525--MA0599.1.KLF5	chr9	56098022	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR29155--MA0740.1.KLF14	chr17	64331965	64331978	+	0.000	0.000	Merged-chr17-64332180-104
NR11918--MA0741.1.KLF16	chr11	98972468	98972478	-	0.000	0.000	Merged-chr11-98972338-11
NR21863--MA0599.1.KLF5	chr14	122391170	122391179	+	0.000	0.000	Merged-chr14-122391204-14
NR27498--MA0599.1.KLF5	chr17	24687416	24687425	+	0.000	0.000	Merged-chr17-24687301-48
NR19695--MA0741.1.KLF16	chr14	27429467	27429477	+	0.000	0.000	Merged-chr14-27429180-117
NR18726--MA0039.3.KLF4	chr13	108170106	108170116	+	0.000	0.000	Merged-chr13-108170237-20
NR61079--MA1107.1.KLF9	chr7	123025681	123025693	-	0.000	0.000	Merged-chr7-123025478-23
NR37630--MA1107.1.KLF9	chr2	128125917	128125929	-	0.000	0.000	Merged-chr2-128126014-53
NR49725--MA0599.1.KLF5	chr5	72914217	72914226	+	0.000	0.000	Merged-chr5-72914376-67
NR53963--MA0741.1.KLF16	chr6	47740031	47740041	+	0.000	0.000	Merged-chr6-47740033-80
NR12087--MA0741.1.KLF16	chr11	101582236	101582246	-	0.000	0.000	Merged-chr11-101582263-20
NR27622--MA0741.1.KLF16	chr17	26508552	26508562	-	0.000	0.000	Merged-chr17-26508450-149
NR66085--MA0741.1.KLF16	chr9	40469752	40469762	+	0.000	0.000	Merged-chr9-40469723-18
NR30887--MA0741.1.KLF16	chr18	46917798	46917808	-	0.000	0.000	Merged-chr18-46917814-10
NR58397--MA0740.1.KLF14	chr7	27592448	27592461	-	0.000	0.000	Merged-chr7-27592568-2
NR68458--MA0493.1.Klf1	chr9	108201279	108201289	+	0.000	0.000	Merged-chr9-108201312-49
NR46591--MA0741.1.KLF16	chr4	125125089	125125099	+	0.000	0.000	Merged-chr4-125124916-51
NR55829--MA1107.1.KLF9	chr6	120206737	120206749	+	0.000	0.000	Merged-chr6-120206801-39
NR28333--MA0741.1.KLF16	chr17	36023773	36023783	-	0.000	0.000	Merged-chr17-36023858-33
NR28331--MA0039.3.KLF4	chr17	36023772	36023782	-	0.000	0.000	Merged-chr17-36023858-33
NR18637--MA1107.1.KLF9	chr13	105377096	105377108	+	0.000	0.000	Merged-chr13-105377302-26
NR28999--MA0741.1.KLF16	chr17	56758320	56758330	-	0.000	0.000	Merged-chr17-56758329-12
NR41205--MA0741.1.KLF16	chr3	88043048	88043058	-	0.000	0.000	Merged-chr3-88043136-39
NR25488--MA0742.1.Klf12	chr16	36665863	36665877	-	0.000	0.000	Merged-chr16-36665954-31
NR13877--MA1107.1.KLF9	chr12	33036351	33036363	+	0.000	0.000	Merged-chr12-33036196-25
NR2915--MA0599.1.KLF5	chr1	156522305	156522314	-	0.000	0.000	Merged-chr1-156522298-40
NR10273--MA0742.1.Klf12	chr11	62761927	62761941	-	0.000	0.000	Merged-chr11-62762057-29
NR36655--MA0741.1.KLF16	chr2	92393029	92393039	-	0.000	0.000	Merged-chr2-92392954-19
NR40904--MA0039.3.KLF4	chr3	68784313	68784323	-	0.000	0.000	Merged-chr3-68784168-43
NR69409--MA0657.1.KLF13	chr9	123989778	123989795	+	0.000	0.000	Merged-chr9-123989844-27
NR59875--MA1107.1.KLF9	chr7	90410094	90410106	+	0.000	0.000	Merged-chr7-90410085-21
NR52447--MA0039.3.KLF4	chr5	139372294	139372304	-	0.000	0.000	Merged-chr5-139372178-54
NR15265--MA0493.1.Klf1	chr12	103368214	103368224	-	0.000	0.000	Merged-chr12-103368122-22
NR51502--MA0599.1.KLF5	chr5	123129153	123129162	+	0.000	0.000	Merged-chr5-123128921-91
NR62724--MA1107.1.KLF9	chr8	34539947	34539959	+	0.000	0.000	Merged-chr8-34540020-11
NR19552--MA0741.1.KLF16	chr14	20640887	20640897	+	0.000	0.000	Merged-chr14-20640824-81
NR31655--MA1107.1.KLF9	chr18	73745236	73745248	-	0.000	0.000	Merged-chr18-73745138-6
NR11970--MA0742.1.Klf12	chr11	100574909	100574923	+	0.000	0.000	Merged-chr11-100574858-115
NR32732--MA0493.1.Klf1	chr19	6236311	6236321	-	0.000	0.000	Merged-chr19-6236407-1
NR5862--MA0741.1.KLF16	chr10	59702495	59702505	+	0.000	0.000	Merged-chr10-59702548-66
NR37334--MA0740.1.KLF14	chr2	119338029	119338042	+	0.000	0.000	Merged-chr2-119337945-63
NR14516--MA0599.1.KLF5	chr12	77060213	77060222	+	0.000	0.000	Merged-chr12-77060270-44
NR53820--MA0741.1.KLF16	chr6	38345975	38345985	+	0.000	0.000	Merged-chr6-38346040-40
NR58557--MA0741.1.KLF16	chr7	30219532	30219542	-	0.000	0.000	Merged-chr7-30219688-54
NR64596--MA0599.1.KLF5	chr8	111940616	111940625	+	0.000	0.000	Merged-chr8-111940598-130
NR61871--MA0741.1.KLF16	chr7	140264974	140264984	-	0.000	0.000	Merged-chr7-140265035-12
NR55834--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR17396--MA0741.1.KLF16	chr13	64161707	64161717	+	0.000	0.000	Merged-chr13-64161873-63
NR46584--MA1107.1.KLF9	chr4	125066533	125066545	+	0.000	0.000	Merged-chr4-125066684-58
NR17938--MA0741.1.KLF16	chr13	91882294	91882304	-	0.000	0.000	Merged-chr13-91882258-26
NR865--MA0740.1.KLF14	chr1	59763501	59763514	-	0.000	0.000	Merged-chr1-59763258-134
NR11698--MA0493.1.Klf1	chr11	96912747	96912757	-	0.000	0.000	Merged-chr11-96912869-14
NR56060--MA0657.1.KLF13	chr6	125191788	125191805	-	0.000	0.000	Merged-chr6-125191910-87
NR9519--MA0599.1.KLF5	chr11	34775674	34775683	-	0.000	0.000	Merged-chr11-34775694-11
NR69686--MA1107.1.KLF9	chrX	37142022	37142034	+	0.000	0.000	Merged-chrX-37141960-22
NR6844--MA0741.1.KLF16	chr10	80701942	80701952	-	0.000	0.000	Merged-chr10-80701879-14
NR13370--MA0741.1.KLF16	chr12	4592993	4593003	+	0.000	0.000	Merged-chr12-4593168-103
NR54055--MA0741.1.KLF16	chr6	48676102	48676112	-	0.000	0.000	Merged-chr6-48676195-68
NR9643--MA1107.1.KLF9	chr11	48788074	48788086	+	0.000	0.000	Merged-chr11-48788226-76
NR13514--MA0039.3.KLF4	chr12	13518261	13518271	-	0.000	0.000	Merged-chr12-13518316-35
NR60884--MA0039.3.KLF4	chr7	118276891	118276901	+	0.000	0.000	Merged-chr7-118276887-4
NR10734--MA0599.1.KLF5	chr11	75245845	75245854	+	0.000	0.000	Merged-chr11-75245890-27
NR62648--MA0741.1.KLF16	chr8	27177304	27177314	+	0.000	0.000	Merged-chr8-27177254-18
NR54967--MA0039.3.KLF4	chr6	91515911	91515921	+	0.000	0.000	Merged-chr6-91515827-72
NR5194--MA1107.1.KLF9	chr10	19591919	19591931	+	0.000	0.000	Merged-chr10-19591977-65
NR67954--MA1107.1.KLF9	chr9	96299772	96299784	-	0.000	0.000	Merged-chr9-96299738-12
NR39256--MA0599.1.KLF5	chr2	166713978	166713987	-	0.000	0.000	Merged-chr2-166713802-88
NR39595--MA1107.1.KLF9	chr2	173204909	173204921	-	0.000	0.000	Merged-chr2-173204995-14
NR55818--MA0741.1.KLF16	chr6	120112538	120112548	-	0.000	0.000	Merged-chr6-120112379-94
NR16821--MA0599.1.KLF5	chr13	44507199	44507208	+	0.000	0.000	Merged-chr13-44507226-54
NR24886--MA0742.1.Klf12	chr16	10814915	10814929	+	0.000	0.000	Merged-chr16-10815093-30
NR11712--MA0599.1.KLF5	chr11	97115399	97115408	+	0.000	0.000	Merged-chr11-97115476-51
NR22934--MA1107.1.KLF9	chr15	67145608	67145620	-	0.000	0.000	Merged-chr15-67145484-28
NR20545--MA0599.1.KLF5	chr14	63193861	63193870	+	0.000	0.000	Merged-chr14-63193803-41
NR17990--MA0742.1.Klf12	chr13	93144608	93144622	-	0.000	0.000	Merged-chr13-93144594-68
NR36312--MA1107.1.KLF9	chr2	75119359	75119371	-	0.000	0.000	Merged-chr2-75119235-19
NR22335--MA0742.1.Klf12	chr15	36565718	36565732	-	0.000	0.000	Merged-chr15-36565719-31
NR58946--MA0742.1.Klf12	chr7	45211919	45211933	+	0.000	0.000	Merged-chr7-45211894-24
NR54480--MA0740.1.KLF14	chr6	71632835	71632848	+	0.000	0.000	Merged-chr6-71633001-103
NR65331--MA1107.1.KLF9	chr8	125669919	125669931	-	0.000	0.000	Merged-chr8-125669948-44
NR6793--MA0740.1.KLF14	chr10	80577745	80577758	+	0.000	0.000	Merged-chr10-80577794-170
NR41314--MA0741.1.KLF16	chr3	89430320	89430330	-	0.000	0.000	Merged-chr3-89430392-53
NR43114--MA0657.1.KLF13	chr3	137213168	137213185	+	0.000	0.000	Merged-chr3-137212969-10
NR59364--MA0741.1.KLF16	chr7	66253476	66253486	-	0.000	0.000	Merged-chr7-66253544-6
NR8213--MA1107.1.KLF9	chr10	117784740	117784752	+	0.000	0.000	Merged-chr10-117784888-21
NR6691--MA0742.1.Klf12	chr10	80172920	80172934	-	0.000	0.000	Merged-chr10-80173084-48
NR39904--MA1107.1.KLF9	chr2	180438405	180438417	-	0.000	0.000	Merged-chr2-180438318-9
NR51281--MA0039.3.KLF4	chr5	118478262	118478272	+	0.000	0.000	Merged-chr5-118478208-82
NR40918--MA1107.1.KLF9	chr3	68784302	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR61979--MA1107.1.KLF9	chr7	141392075	141392087	-	0.000	0.000	Merged-chr7-141392195-61
NR4140--MA0742.1.Klf12	chr1	184732722	184732736	-	0.000	0.000	Merged-chr1-184732542-127
NR19661--MA0741.1.KLF16	chr14	26669068	26669078	-	0.000	0.000	Merged-chr14-26669335-159
NR29681--MA1107.1.KLF9	chr17	80561192	80561204	-	0.000	0.000	Merged-chr17-80561065-39
NR54239--MA0742.1.Klf12	chr6	54162969	54162983	+	0.000	0.000	Merged-chr6-54162989-41
NR13350--MA0599.1.KLF5	chr12	4065644	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR45797--MA0741.1.KLF16	chr4	101585324	101585334	+	0.000	0.000	Merged-chr4-101585348-24
NR2051--MA0599.1.KLF5	chr1	128103192	128103201	-	0.000	0.000	Merged-chr1-128103135-101
NR27905--MA0493.1.Klf1	chr17	29429022	29429032	+	0.000	0.000	Merged-chr17-29429080-41
NR55847--MA1107.1.KLF9	chr6	120464176	120464188	+	0.000	0.000	Merged-chr6-120464092-4
NR3878--MA0039.3.KLF4	chr1	180390390	180390400	-	0.000	0.000	Merged-chr1-180390562-55
NR17110--MA0741.1.KLF16	chr13	54693935	54693945	-	0.000	0.000	Merged-chr13-54694129-87
NR70033--MA1107.1.KLF9	chrX	98265946	98265958	-	0.000	0.000	Merged-chrX-98266025-47
NR40108--MA0740.1.KLF14	chr3	14641714	14641727	+	0.000	0.000	Merged-chr3-14641669-50
NR39162--MA0599.1.KLF5	chr2	165322030	165322039	+	0.000	0.000	Merged-chr2-165321854-18
NR63477--MA0742.1.Klf12	chr8	71537467	71537481	+	0.000	0.000	Merged-chr8-71537469-55
NR30648--MA0741.1.KLF16	chr18	34887442	34887452	+	0.000	0.000	Merged-chr18-34887458-62
NR28694--MA0741.1.KLF16	chr17	47505030	47505040	+	0.000	0.000	Merged-chr17-47504977-46
NR5849--MA0599.1.KLF5	chr10	59221847	59221856	-	0.000	0.000	Merged-chr10-59221913-69
NR58056--MA0742.1.Klf12	chr7	19665133	19665147	+	0.000	0.000	Merged-chr7-19665223-91
NR20666--MA0599.1.KLF5	chr14	67911783	67911792	-	0.000	0.000	Merged-chr14-67911920-26
NR36621--MA0741.1.KLF16	chr2	91835255	91835265	+	0.000	0.000	Merged-chr2-91835374-51
NR3305--MA0039.3.KLF4	chr1	167339538	167339548	-	0.000	0.000	Merged-chr1-167339598-12
NR35665--MA0039.3.KLF4	chr2	49744832	49744842	+	0.000	0.000	Merged-chr2-49744707-28
NR46343--MA0493.1.Klf1	chr4	118620752	118620762	+	0.000	0.000	Merged-chr4-118620861-85
NR32885--MA0599.1.KLF5	chr19	9116470	9116479	-	0.000	0.000	Merged-chr19-9116540-6
NR32670--MA0599.1.KLF5	chr19	5689735	5689744	+	0.000	0.000	Merged-chr19-5689700-11
NR16775--MA0740.1.KLF14	chr13	43261469	43261482	+	0.000	0.000	Merged-chr13-43261701-66
NR6907--MA0493.1.Klf1	chr10	81175080	81175090	-	0.000	0.000	Merged-chr10-81175186-18
NR63945--MA0599.1.KLF5	chr8	86746120	86746129	-	0.000	0.000	Merged-chr8-86745959-100
