#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR23532--MA0741.1.KLF16	chr15	81481234	81481244	-	0.000	0.000	Merged-chr15-81481205-40
NR46798--MA0741.1.KLF16	chr4	130802166	130802176	+	0.000	0.000	Merged-chr4-130802230-25
NR1105--MA0039.3.KLF4	chr1	71557161	71557171	+	0.000	0.000	Merged-chr1-71557349-80
NR14733--MA0599.1.KLF5	chr12	85590176	85590185	+	0.000	0.000	Merged-chr12-85590277-12
NR35794--MA0599.1.KLF5	chr2	57116812	57116821	-	0.000	0.000	Merged-chr2-57116903-105
NR21852--MA0741.1.KLF16	chr14	122186865	122186875	+	0.000	0.000	Merged-chr14-122187060-26
NR62494--MA0493.1.Klf1	chr8	19980006	19980016	-	0.000	0.000	Merged-chr8-19980151-81
NR29732--MA0039.3.KLF4	chr17	83158742	83158752	+	0.000	0.000	Merged-chr17-83158899-1
NR36521--MA0657.1.KLF13	chr2	84779416	84779433	+	0.000	0.000	Merged-chr2-84779489-49
NR49633--MA0740.1.KLF14	chr5	66618858	66618871	-	0.000	0.000	Merged-chr5-66618614-86
NR63458--MA1107.1.KLF9	chr8	71382204	71382216	+	0.000	0.000	Merged-chr8-71381982-56
NR38226--MA0493.1.Klf1	chr2	146498545	146498555	+	0.000	0.000	Merged-chr2-146498425-8
NR39155--MA0740.1.KLF14	chr2	165285777	165285790	+	0.000	0.000	Merged-chr2-165285935-14
NR2451--MA0493.1.Klf1	chr1	138604168	138604178	+	0.000	0.000	Merged-chr1-138604109-41
NR65643--MA0741.1.KLF16	chr9	20740648	20740658	+	0.000	0.000	Merged-chr9-20740594-19
NR60554--MA0740.1.KLF14	chr7	110221648	110221661	-	0.000	0.000	Merged-chr7-110221778-96
NR32089--MA0741.1.KLF16	chr18	82475125	82475135	+	0.000	0.000	Merged-chr18-82475185-33
NR27469--MA0599.1.KLF5	chr17	24152487	24152496	-	0.000	0.000	Merged-chr17-24152368-58
NR24299--MA0742.1.Klf12	chr15	99088499	99088513	-	0.000	0.000	Merged-chr15-99088403-27
NR58813--MA0741.1.KLF16	chr7	41633060	41633070	+	0.000	0.000	Merged-chr7-41633323-105
NR28885--MA0493.1.Klf1	chr17	52601274	52601284	+	0.000	0.000	Merged-chr17-52601188-69
NR59198--MA0599.1.KLF5	chr7	57591124	57591133	+	0.000	0.000	Merged-chr7-57591036-32
NR10050--MA1107.1.KLF9	chr11	58283329	58283341	-	0.000	0.000	Merged-chr11-58283237-2
NR67832--MA0599.1.KLF5	chr9	92250187	92250196	-	0.000	0.000	Merged-chr9-92250211-113
NR37369--MA0493.1.Klf1	chr2	119742874	119742884	-	0.000	0.000	Merged-chr2-119742846-8
NR51164--MA0599.1.KLF5	chr5	115279683	115279692	+	0.000	0.000	Merged-chr5-115279813-46
NR39473--MA0599.1.KLF5	chr2	170205678	170205687	-	0.000	0.000	Merged-chr2-170205615-94
NR26191--MA0599.1.KLF5	chr16	81200644	81200653	+	0.000	0.000	Merged-chr16-81200661-42
NR25522--MA0599.1.KLF5	chr16	37385005	37385014	+	0.000	0.000	Merged-chr16-37384954-25
NR21368--MA0493.1.Klf1	chr14	103477490	103477500	+	0.000	0.000	Merged-chr14-103477505-31
NR54541--MA0599.1.KLF5	chr6	72789081	72789090	-	0.000	0.000	Merged-chr6-72789260-100
NR24192--MA0740.1.KLF14	chr15	97578164	97578177	-	0.000	0.000	Merged-chr15-97578299-40
NR24078--MA0493.1.Klf1	chr15	94255265	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR19605--MA0599.1.KLF5	chr14	25522584	25522593	+	0.000	0.000	Merged-chr14-25522595-18
NR68473--MA1107.1.KLF9	chr9	108560362	108560374	-	0.000	0.000	Merged-chr9-108560465-50
NR32712--MA0493.1.Klf1	chr19	6015581	6015591	+	0.000	0.000	Merged-chr19-6015500-73
NR44841--MA0742.1.Klf12	chr4	46635506	46635520	-	0.000	0.000	Merged-chr4-46635507-41
NR5860--MA0741.1.KLF16	chr10	59702458	59702468	-	0.000	0.000	Merged-chr10-59702548-66
NR61731--MA0493.1.Klf1	chr7	137476581	137476591	-	0.000	0.000	Merged-chr7-137476773-22
NR22117--MA1107.1.KLF9	chr15	25692700	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR55959--MA0741.1.KLF16	chr6	122874521	122874531	+	0.000	0.000	Merged-chr6-122874610-56
NR53342--MA0741.1.KLF16	chr6	3201180	3201190	+	0.000	0.000	Merged-chr6-3201190-143
NR55804--MA0039.3.KLF4	chr6	119848400	119848410	+	0.000	0.000	Merged-chr6-119848153-79
NR27667--MA0741.1.KLF16	chr17	27051921	27051931	-	0.000	0.000	Merged-chr17-27051875-11
NR23114--MA0599.1.KLF5	chr15	76199454	76199463	-	0.000	0.000	Merged-chr15-76199609-68
NR12723--MA0741.1.KLF16	chr11	114765353	114765363	+	0.000	0.000	Merged-chr11-114765312-24
NR8317--MA0741.1.KLF16	chr10	118633634	118633644	+	0.000	0.000	Merged-chr10-118633664-46
NR66402--MA0599.1.KLF5	chr9	50856894	50856903	-	0.000	0.000	Merged-chr9-50856954-76
NR6095--MA0741.1.KLF16	chr10	68054326	68054336	+	0.000	0.000	Merged-chr10-68054504-48
NR51365--MA0493.1.Klf1	chr5	120685778	120685788	+	0.000	0.000	Merged-chr5-120685893-52
NR21054--MA1107.1.KLF9	chr14	79587564	79587576	+	0.000	0.000	Merged-chr14-79587561-73
NR28649--MA0741.1.KLF16	chr17	46848907	46848917	-	0.000	0.000	Merged-chr17-46848771-22
NR36884--MA0599.1.KLF5	chr2	104122713	104122722	-	0.000	0.000	Merged-chr2-104122905-60
NR44842--MA0599.1.KLF5	chr4	46635492	46635501	-	0.000	0.000	Merged-chr4-46635507-41
NR31099--MA0599.1.KLF5	chr18	56455683	56455692	+	0.000	0.000	Merged-chr18-56455831-43
NR5399--MA0599.1.KLF5	chr10	31313368	31313377	-	0.000	0.000	Merged-chr10-31313443-90
NR51070--MA0599.1.KLF5	chr5	114175879	114175888	-	0.000	0.000	Merged-chr5-114175903-40
NR47891--MA1107.1.KLF9	chr4	148742741	148742753	-	0.000	0.000	Merged-chr4-148742861-33
NR9614--MA1107.1.KLF9	chr11	46372842	46372854	-	0.000	0.000	Merged-chr11-46372845-93
NR33816--MA0599.1.KLF5	chr19	46690092	46690101	-	0.000	0.000	Merged-chr19-46690011-53
NR3541--MA0493.1.Klf1	chr1	173910874	173910884	+	0.000	0.000	Merged-chr1-173910910-9
NR42010--MA0741.1.KLF16	chr3	105825697	105825707	+	0.000	0.000	Merged-chr3-105825792-34
NR49164--MA0742.1.Klf12	chr5	35757879	35757893	-	0.000	0.000	Merged-chr5-35757894-103
NR18514--MA1107.1.KLF9	chr13	102284450	102284462	+	0.000	0.000	Merged-chr13-102284441-1
NR54662--MA0599.1.KLF5	chr6	83078334	83078343	+	0.000	0.000	Merged-chr6-83078364-77
NR49435--MA0742.1.Klf12	chr5	53437811	53437825	+	0.000	0.000	Merged-chr5-53437793-20
NR55069--MA0741.1.KLF16	chr6	97300929	97300939	-	0.000	0.000	Merged-chr6-97300820-20
NR11669--MA0657.1.KLF13	chr11	96561879	96561896	+	0.000	0.000	Merged-chr11-96561938-1
NR45338--MA0741.1.KLF16	chr4	82513235	82513245	+	0.000	0.000	Merged-chr4-82513258-36
NR41666--MA0493.1.Klf1	chr3	96764720	96764730	-	0.000	0.000	Merged-chr3-96764776-19
NR63207--MA0039.3.KLF4	chr8	68218578	68218588	-	0.000	0.000	Merged-chr8-68218689-19
NR28344--MA0599.1.KLF5	chr17	36083528	36083537	+	0.000	0.000	Merged-chr17-36083529-56
NR12975--MA0741.1.KLF16	chr11	117686233	117686243	+	0.000	0.000	Merged-chr11-117686143-68
NR28683--MA1107.1.KLF9	chr17	47171167	47171179	-	0.000	0.000	Merged-chr17-47171280-54
NR46480--MA0599.1.KLF5	chr4	122836197	122836206	-	0.000	0.000	Merged-chr4-122836208-63
NR8542--MA1107.1.KLF9	chr10	122097337	122097349	+	0.000	0.000	Merged-chr10-122097212-93
NR23590--MA0740.1.KLF14	chr15	82380321	82380334	-	0.000	0.000	Merged-chr15-82380157-26
NR63261--MA1107.1.KLF9	chr8	69822491	69822503	-	0.000	0.000	Merged-chr8-69822616-46
NR61763--MA0599.1.KLF5	chr7	138909564	138909573	-	0.000	0.000	Merged-chr7-138909643-85
NR23688--MA0741.1.KLF16	chr15	84663177	84663187	-	0.000	0.000	Merged-chr15-84663201-26
NR8435--MA0742.1.Klf12	chr10	120697544	120697558	-	0.000	0.000	Merged-chr10-120697518-32
NR57005--MA0599.1.KLF5	chr6	143115727	143115736	+	0.000	0.000	Merged-chr6-143115547-2
NR44287--MA0599.1.KLF5	chr4	24897993	24898002	-	0.000	0.000	Merged-chr4-24897991-83
NR25400--MA1107.1.KLF9	chr16	32868336	32868348	+	0.000	0.000	Merged-chr16-32868243-54
NR24777--MA0599.1.KLF5	chr16	4863001	4863010	-	0.000	0.000	Merged-chr16-4863124-25
NR15503--MA0742.1.Klf12	chr12	108275476	108275490	+	0.000	0.000	Merged-chr12-108275445-64
NR60076--MA0741.1.KLF16	chr7	98120335	98120345	-	0.000	0.000	Merged-chr7-98120517-47
NR51477--MA0493.1.Klf1	chr5	122949455	122949465	+	0.000	0.000	Merged-chr5-122949287-47
NR61068--MA1107.1.KLF9	chr7	122397859	122397871	+	0.000	0.000	Merged-chr7-122397861-33
NR13552--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR41219--MA0599.1.KLF5	chr3	88254446	88254455	+	0.000	0.000	Merged-chr3-88254557-24
NR4599--MA0742.1.Klf12	chr1	191906679	191906693	-	0.000	0.000	Merged-chr1-191906883-127
NR47070--MA0742.1.Klf12	chr4	134372585	134372599	+	0.000	0.000	Merged-chr4-134372505-25
NR35220--MA1107.1.KLF9	chr2	31116150	31116162	+	0.000	0.000	Merged-chr2-31116198-66
NR62065--MA0599.1.KLF5	chr7	143052737	143052746	-	0.000	0.000	Merged-chr7-143052544-1
NR41343--MA1107.1.KLF9	chr3	89912927	89912939	+	0.000	0.000	Merged-chr3-89912987-87
NR68363--MA0740.1.KLF14	chr9	107306279	107306292	-	0.000	0.000	Merged-chr9-107306317-48
NR14512--MA0741.1.KLF16	chr12	76837772	76837782	+	0.000	0.000	Merged-chr12-76837684-61
NR2253--MA0742.1.Klf12	chr1	134405947	134405961	+	0.000	0.000	Merged-chr1-134406034-69
NR21833--MA1107.1.KLF9	chr14	121962464	121962476	-	0.000	0.000	Merged-chr14-121962567-8
NR47100--MA0599.1.KLF5	chr4	134796744	134796753	-	0.000	0.000	Merged-chr4-134796618-44
NR36503--MA0493.1.Klf1	chr2	83929609	83929619	-	0.000	0.000	Merged-chr2-83929608-43
NR20070--MA0740.1.KLF14	chr14	52020025	52020038	+	0.000	0.000	Merged-chr14-52020005-97
NR19981--MA0599.1.KLF5	chr14	47298227	47298236	-	0.000	0.000	Merged-chr14-47298519-76
NR24807--MA0742.1.Klf12	chr16	5352403	5352417	-	0.000	0.000	Merged-chr16-5352310-61
NR50709--MA1107.1.KLF9	chr5	107987177	107987189	+	0.000	0.000	Merged-chr5-107987053-156
NR47645--MA1107.1.KLF9	chr4	144996131	144996143	-	0.000	0.000	Merged-chr4-144996009-47
NR61839--MA0741.1.KLF16	chr7	139973290	139973300	-	0.000	0.000	Merged-chr7-139973198-14
NR12378--MA0742.1.Klf12	chr11	106613053	106613067	-	0.000	0.000	Merged-chr11-106612974-112
NR33595--MA0039.3.KLF4	chr19	41656173	41656183	-	0.000	0.000	Merged-chr19-41656223-24
NR13338--MA0741.1.KLF16	chr12	4038974	4038984	+	0.000	0.000	Merged-chr12-4038819-48
NR21865--MA0741.1.KLF16	chr14	122391170	122391180	+	0.000	0.000	Merged-chr14-122391204-14
NR36404--MA1107.1.KLF9	chr2	77309547	77309559	-	0.000	0.000	Merged-chr2-77309396-29
NR8869--MA1107.1.KLF9	chr10	128438902	128438914	-	0.000	0.000	Merged-chr10-128439055-30
NR39114--MA1107.1.KLF9	chr2	164828985	164828997	+	0.000	0.000	Merged-chr2-164829091-12
NR63588--MA1107.1.KLF9	chr8	75071865	75071877	+	0.000	0.000	Merged-chr8-75071889-52
NR49229--MA0039.3.KLF4	chr5	36722604	36722614	+	0.000	0.000	Merged-chr5-36722614-37
NR11831--MA0740.1.KLF14	chr11	98053463	98053476	+	0.000	0.000	Merged-chr11-98053395-1
NR26673--MA0742.1.Klf12	chr16	95181454	95181468	+	0.000	0.000	Merged-chr16-95181396-4
NR4837--MA0493.1.Klf1	chr10	4334482	4334492	-	0.000	0.000	Merged-chr10-4334373-40
NR37401--MA0599.1.KLF5	chr2	120563878	120563887	+	0.000	0.000	Merged-chr2-120563712-63
NR16580--MA0039.3.KLF4	chr13	33965763	33965773	+	0.000	0.000	Merged-chr13-33965707-3
NR57968--MA0740.1.KLF14	chr7	19131637	19131650	-	0.000	0.000	Merged-chr7-19131543-49
NR912--MA1107.1.KLF9	chr1	60823142	60823154	-	0.000	0.000	Merged-chr1-60823075-21
NR35566--MA0599.1.KLF5	chr2	43737967	43737976	-	0.000	0.000	Merged-chr2-43738148-1
NR18846--MA0493.1.Klf1	chr13	110394993	110395003	+	0.000	0.000	Merged-chr13-110394904-109
NR3545--MA1107.1.KLF9	chr1	174041000	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR34124--MA0742.1.Klf12	chr19	56777007	56777021	+	0.000	0.000	Merged-chr19-56777151-29
NR47388--MA0742.1.Klf12	chr4	139574477	139574491	-	0.000	0.000	Merged-chr4-139574722-95
NR11677--MA0039.3.KLF4	chr11	96562026	96562036	+	0.000	0.000	Merged-chr11-96561938-1
NR51589--MA0493.1.Klf1	chr5	124629062	124629072	-	0.000	0.000	Merged-chr5-124629076-75
NR27599--MA0599.1.KLF5	chr17	26168250	26168259	+	0.000	0.000	Merged-chr17-26168219-48
NR64227--MA0599.1.KLF5	chr8	95715895	95715904	+	0.000	0.000	Merged-chr8-95716012-59
NR51364--MA0039.3.KLF4	chr5	120685780	120685790	+	0.000	0.000	Merged-chr5-120685893-52
NR21400--MA0599.1.KLF5	chr14	105232612	105232621	-	0.000	0.000	Merged-chr14-105232653-27
NR6922--MA1107.1.KLF9	chr10	81247982	81247994	+	0.000	0.000	Merged-chr10-81248090-40
NR53093--MA0742.1.Klf12	chr5	148709061	148709075	-	0.000	0.000	Merged-chr5-148709171-35
NR38617--MA0741.1.KLF16	chr2	154300600	154300610	-	0.000	0.000	Merged-chr2-154300709-27
NR51218--MA0741.1.KLF16	chr5	117287646	117287656	+	0.000	0.000	Merged-chr5-117287576-66
NR62853--MA0599.1.KLF5	chr8	41374831	41374840	-	0.000	0.000	Merged-chr8-41374695-65
NR6452--MA0657.1.KLF13	chr10	77033197	77033214	+	0.000	0.000	Merged-chr10-77033384-72
NR28312--MA0740.1.KLF14	chr17	35969856	35969869	-	0.000	0.000	Merged-chr17-35969818-62
NR15714--MA0740.1.KLF14	chr12	111413360	111413373	-	0.000	0.000	Merged-chr12-111413494-19
NR15341--MA0742.1.Klf12	chr12	105539834	105539848	-	0.000	0.000	Merged-chr12-105539913-8
NR6864--MA0742.1.Klf12	chr10	80848766	80848780	+	0.000	0.000	Merged-chr10-80848752-35
NR3540--MA0039.3.KLF4	chr1	173910876	173910886	+	0.000	0.000	Merged-chr1-173910910-9
NR65769--MA0599.1.KLF5	chr9	21962592	21962601	+	0.000	0.000	Merged-chr9-21962533-26
NR5183--MA1107.1.KLF9	chr10	19188579	19188591	-	0.000	0.000	Merged-chr10-19188580-55
NR54719--MA0740.1.KLF14	chr6	85374886	85374899	-	0.000	0.000	Merged-chr6-85374701-69
NR28577--MA0599.1.KLF5	chr17	45686163	45686172	-	0.000	0.000	Merged-chr17-45686351-100
NR39799--MA1107.1.KLF9	chr2	178675724	178675736	+	0.000	0.000	Merged-chr2-178675729-5
NR17694--MA0599.1.KLF5	chr13	81657951	81657960	-	0.000	0.000	Merged-chr13-81657975-90
NR21498--MA0493.1.Klf1	chr14	115092203	115092213	-	0.000	0.000	Merged-chr14-115092344-57
NR49130--MA0742.1.Klf12	chr5	35105817	35105831	+	0.000	0.000	Merged-chr5-35105769-58
NR17406--MA0039.3.KLF4	chr13	64432308	64432318	+	0.000	0.000	Merged-chr13-64432516-70
NR8436--MA0599.1.KLF5	chr10	120697548	120697557	-	0.000	0.000	Merged-chr10-120697518-32
NR42437--MA0741.1.KLF16	chr3	121982312	121982322	+	0.000	0.000	Merged-chr3-121982250-28
NR25509--MA0599.1.KLF5	chr16	36941273	36941282	-	0.000	0.000	Merged-chr16-36941313-47
NR357--MA1107.1.KLF9	chr1	36471531	36471543	-	0.000	0.000	Merged-chr1-36471708-91
NR57723--MA0742.1.Klf12	chr7	6383289	6383303	-	0.000	0.000	Merged-chr7-6383352-66
NR22130--MA0740.1.KLF14	chr15	25900761	25900774	-	0.000	0.000	Merged-chr15-25900715-20
NR51603--MA0599.1.KLF5	chr5	124900154	124900163	+	0.000	0.000	Merged-chr5-124900103-31
NR46694--MA1107.1.KLF9	chr4	129008764	129008776	+	0.000	0.000	Merged-chr4-129008820-34
NR47516--MA0742.1.Klf12	chr4	141793558	141793572	-	0.000	0.000	Merged-chr4-141793612-90
NR41595--MA0599.1.KLF5	chr3	96181329	96181338	+	0.000	0.000	Merged-chr3-96181202-20
NR48410--MA0741.1.KLF16	chr4	155962266	155962276	+	0.000	0.000	Merged-chr4-155962384-39
NR22077--MA0657.1.KLF13	chr15	12375800	12375817	+	0.000	0.000	Merged-chr15-12375841-43
NR64491--MA0599.1.KLF5	chr8	109957365	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR66747--MA0599.1.KLF5	chr9	62536846	62536855	-	0.000	0.000	Merged-chr9-62536828-26
NR53989--MA0740.1.KLF14	chr6	47830451	47830464	+	0.000	0.000	Merged-chr6-47830482-54
NR26630--MA0599.1.KLF5	chr16	94371664	94371673	-	0.000	0.000	Merged-chr16-94371721-8
NR47967--MA0039.3.KLF4	chr4	149702949	149702959	+	0.000	0.000	Merged-chr4-149702835-49
NR60211--MA1107.1.KLF9	chr7	100591231	100591243	-	0.000	0.000	Merged-chr7-100591140-72
NR38869--MA0741.1.KLF16	chr2	158794737	158794747	-	0.000	0.000	Merged-chr2-158794730-73
NR57905--MA0599.1.KLF5	chr7	16891718	16891727	+	0.000	0.000	Merged-chr7-16891959-60
NR62163--MA0493.1.Klf1	chr7	144470634	144470644	+	0.000	0.000	Merged-chr7-144470746-9
NR27217--MA0039.3.KLF4	chr17	13659296	13659306	-	0.000	0.000	Merged-chr17-13659385-38
NR15267--MA1107.1.KLF9	chr12	103368212	103368224	-	0.000	0.000	Merged-chr12-103368122-22
NR23225--MA1107.1.KLF9	chr15	77071684	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR10168--MA0599.1.KLF5	chr11	60811289	60811298	+	0.000	0.000	Merged-chr11-60811220-49
NR41022--MA0599.1.KLF5	chr3	79451644	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR52230--MA0741.1.KLF16	chr5	135995018	135995028	-	0.000	0.000	Merged-chr5-135995036-57
NR32734--MA1107.1.KLF9	chr19	6236309	6236321	-	0.000	0.000	Merged-chr19-6236407-1
NR38369--MA1107.1.KLF9	chr2	148409304	148409316	+	0.000	0.000	Merged-chr2-148409307-20
NR64205--MA0742.1.Klf12	chr8	95534060	95534074	+	0.000	0.000	Merged-chr8-95534115-30
NR53795--MA1107.1.KLF9	chr6	37370807	37370819	+	0.000	0.000	Merged-chr6-37370841-45
NR13042--MA0742.1.Klf12	chr11	118000669	118000683	-	0.000	0.000	Merged-chr11-118000770-19
NR24561--MA1107.1.KLF9	chr15	102106657	102106669	-	0.000	0.000	Merged-chr15-102106649-15
NR7006--MA0599.1.KLF5	chr10	81659620	81659629	-	0.000	0.000	Merged-chr10-81659727-10
NR48955--MA0493.1.Klf1	chr5	30240774	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR50821--MA0741.1.KLF16	chr5	110595576	110595586	+	0.000	0.000	Merged-chr5-110595397-93
NR68240--MA0039.3.KLF4	chr9	105395259	105395269	-	0.000	0.000	Merged-chr9-105395355-56
NR5730--MA0741.1.KLF16	chr10	45001133	45001143	-	0.000	0.000	Merged-chr10-45001177-45
NR6577--MA0039.3.KLF4	chr10	79555034	79555044	-	0.000	0.000	Merged-chr10-79554930-87
NR59623--MA0493.1.Klf1	chr7	79363686	79363696	-	0.000	0.000	Merged-chr7-79363578-43
NR6587--MA0493.1.Klf1	chr10	79692122	79692132	+	0.000	0.000	Merged-chr10-79692164-17
NR19540--MA0657.1.KLF13	chr14	20393747	20393764	-	0.000	0.000	Merged-chr14-20393638-49
NR9287--MA0039.3.KLF4	chr11	20561488	20561498	-	0.000	0.000	Merged-chr11-20561447-13
NR22029--MA0599.1.KLF5	chr15	10714725	10714734	-	0.000	0.000	Merged-chr15-10714882-50
NR7130--MA1107.1.KLF9	chr10	83898143	83898155	+	0.000	0.000	Merged-chr10-83898059-2
NR34899--MA0742.1.Klf12	chr2	25534315	25534329	+	0.000	0.000	Merged-chr2-25534396-66
NR65631--MA0742.1.Klf12	chr9	20544589	20544603	+	0.000	0.000	Merged-chr9-20544565-47
NR27537--MA0741.1.KLF16	chr17	25115988	25115998	-	0.000	0.000	Merged-chr17-25115846-68
NR27710--MA0740.1.KLF14	chr17	27564905	27564918	-	0.000	0.000	Merged-chr17-27565038-1
NR3439--MA0599.1.KLF5	chr1	171390340	171390349	+	0.000	0.000	Merged-chr1-171390239-45
NR51500--MA0740.1.KLF14	chr5	123129152	123129165	+	0.000	0.000	Merged-chr5-123128921-91
NR49247--MA0039.3.KLF4	chr5	36945266	36945276	-	0.000	0.000	Merged-chr5-36945334-10
NR56814--MA1107.1.KLF9	chr6	140561396	140561408	+	0.000	0.000	Merged-chr6-140561557-82
NR49032--MA0039.3.KLF4	chr5	33203856	33203866	+	0.000	0.000	Merged-chr5-33203918-39
NR6599--MA0740.1.KLF14	chr10	79767153	79767166	-	0.000	0.000	Merged-chr10-79767054-76
NR9400--MA0493.1.Klf1	chr11	26387477	26387487	-	0.000	0.000	Merged-chr11-26387349-56
NR59343--MA0740.1.KLF14	chr7	65693435	65693448	+	0.000	0.000	Merged-chr7-65693564-67
NR70242--MA0493.1.Klf1	chrX	135885794	135885804	+	0.000	0.000	Merged-chrX-135885982-77
NR48508--MA0599.1.KLF5	chr5	4912179	4912188	-	0.000	0.000	Merged-chr5-4912133-29
NR38006--MA0039.3.KLF4	chr2	140427392	140427402	-	0.000	0.000	Merged-chr2-140427451-17
NR63033--MA1107.1.KLF9	chr8	57592745	57592757	-	0.000	0.000	Merged-chr8-57592904-21
NR9189--MA1107.1.KLF9	chr11	10516408	10516420	+	0.000	0.000	Merged-chr11-10516316-25
NR6601--MA0599.1.KLF5	chr10	79767156	79767165	-	0.000	0.000	Merged-chr10-79767054-76
NR2447--MA0493.1.Klf1	chr1	138584760	138584770	+	0.000	0.000	Merged-chr1-138584849-31
NR28665--MA0039.3.KLF4	chr17	46880158	46880168	+	0.000	0.000	Merged-chr17-46880120-39
NR66410--MA1107.1.KLF9	chr9	50856928	50856940	-	0.000	0.000	Merged-chr9-50856954-76
NR53703--MA0740.1.KLF14	chr6	30509821	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR7118--MA0599.1.KLF5	chr10	83733823	83733832	-	0.000	0.000	Merged-chr10-83733897-13
NR5824--MA0493.1.Klf1	chr10	58323402	58323412	+	0.000	0.000	Merged-chr10-58323476-78
NR11052--MA0599.1.KLF5	chr11	79698234	79698243	+	0.000	0.000	Merged-chr11-79698290-25
NR58338--MA0742.1.Klf12	chr7	27361436	27361450	+	0.000	0.000	Merged-chr7-27361571-54
NR23351--MA0493.1.Klf1	chr15	78935167	78935177	+	0.000	0.000	Merged-chr15-78935090-51
NR13285--MA0741.1.KLF16	chr11	121388495	121388505	-	0.000	0.000	Merged-chr11-121388378-24
NR3963--MA0742.1.Klf12	chr1	182142912	182142926	+	0.000	0.000	Merged-chr1-182143030-40
NR18195--MA0740.1.KLF14	chr13	98299065	98299078	+	0.000	0.000	Merged-chr13-98299222-33
NR44683--MA0741.1.KLF16	chr4	43875524	43875534	-	0.000	0.000	Merged-chr4-43875709-66
NR38844--MA0742.1.Klf12	chr2	158624896	158624910	-	0.000	0.000	Merged-chr2-158625094-66
NR15497--MA0742.1.Klf12	chr12	108275431	108275445	+	0.000	0.000	Merged-chr12-108275445-64
NR65768--MA1107.1.KLF9	chr9	21962555	21962567	+	0.000	0.000	Merged-chr9-21962533-26
NR44478--MA0741.1.KLF16	chr4	41348058	41348068	+	0.000	0.000	Merged-chr4-41348000-22
NR31609--MA0740.1.KLF14	chr18	70644617	70644630	-	0.000	0.000	Merged-chr18-70644482-115
NR44749--MA0741.1.KLF16	chr4	45418397	45418407	+	0.000	0.000	Merged-chr4-45418381-22
NR46373--MA0599.1.KLF5	chr4	119733756	119733765	-	0.000	0.000	Merged-chr4-119733692-69
NR41238--MA0742.1.Klf12	chr3	88452318	88452332	-	0.000	0.000	Merged-chr3-88452451-33
NR65553--MA1107.1.KLF9	chr9	7872643	7872655	-	0.000	0.000	Merged-chr9-7872811-86
NR19053--MA0741.1.KLF16	chr13	113266725	113266735	-	0.000	0.000	Merged-chr13-113266727-20
NR63840--MA0599.1.KLF5	chr8	84660093	84660102	+	0.000	0.000	Merged-chr8-84660054-45
NR50097--MA0599.1.KLF5	chr5	88765066	88765075	-	0.000	0.000	Merged-chr5-88764989-68
NR37853--MA0741.1.KLF16	chr2	132669332	132669342	+	0.000	0.000	Merged-chr2-132669439-31
NR20409--MA0599.1.KLF5	chr14	59260184	59260193	-	0.000	0.000	Merged-chr14-59260253-45
NR34342--MA0742.1.Klf12	chr19	60183110	60183124	+	0.000	0.000	Merged-chr19-60182957-49
NR30442--MA0039.3.KLF4	chr18	23828649	23828659	-	0.000	0.000	Merged-chr18-23828715-22
NR51602--MA1107.1.KLF9	chr5	124862555	124862567	-	0.000	0.000	Merged-chr5-124862344-168
NR69260--MA0599.1.KLF5	chr9	121374788	121374797	+	0.000	0.000	Merged-chr9-121374678-22
NR8593--MA0740.1.KLF14	chr10	123196992	123197005	+	0.000	0.000	Merged-chr10-123196771-143
NR68131--MA0742.1.Klf12	chr9	102779722	102779736	+	0.000	0.000	Merged-chr9-102779765-25
NR66553--MA0740.1.KLF14	chr9	56950868	56950881	-	0.000	0.000	Merged-chr9-56950936-57
NR69691--MA0741.1.KLF16	chrX	38182048	38182058	-	0.000	0.000	Merged-chrX-38181994-21
NR28209--MA1107.1.KLF9	chr17	35065276	35065288	+	0.000	0.000	Merged-chr17-35065202-25
NR47637--MA0493.1.Klf1	chr4	144901710	144901720	+	0.000	0.000	Merged-chr4-144901724-37
NR69962--MA0741.1.KLF16	chrX	75382419	75382429	+	0.000	0.000	Merged-chrX-75382490-45
NR57228--MA1107.1.KLF9	chr6	145992967	145992979	+	0.000	0.000	Merged-chr6-145993129-56
NR13572--MA0599.1.KLF5	chr12	17736626	17736635	-	0.000	0.000	Merged-chr12-17736753-13
NR25195--MA0493.1.Klf1	chr16	22601960	22601970	+	0.000	0.000	Merged-chr16-22602096-20
