#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR692--MA0117.2.Mafb	chr1	152288036	152288047	+	0.000	0.000	Merged-chr1-152287912-60
NR3207--MA0591.1.Bach1::Mafk	chr13	51726344	51726358	-	0.000	0.000	Merged-chr13-51726299-41
NR1169--MA0501.1.MAF::NFE2	chr10	12978052	12978066	-	0.000	0.000	Merged-chr10-12977910-46
NR11122--MA0659.1.MAFG	chr7	79301003	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR1102--MA0501.1.MAF::NFE2	chr1	193337427	193337441	-	0.000	0.000	Merged-chr1-193337231-35
NR9032--MA0591.1.Bach1::Mafk	chr4	145254684	145254698	-	0.000	0.000	Merged-chr4-145254618-54
NR4127--MA0089.1.MAFG::NFE2L1	chr14	122075929	122075934	-	0.000	0.000	Merged-chr14-122075957-11
NR11668--MA0117.2.Mafb	chr8	25617993	25618004	-	0.000	0.000	Merged-chr8-25618060-51
NR9551--MA0089.1.MAFG::NFE2L1	chr5	96201913	96201918	+	0.000	0.000	Merged-chr5-96201907-44
NR4863--MA0659.1.MAFG	chr16	52418693	52418713	-	0.000	0.000	Merged-chr16-52418568-49
NR12627--MA0089.1.MAFG::NFE2L1	chr9	96936080	96936085	-	0.000	0.000	Merged-chr9-96936027-74
NR6185--MA0501.1.MAF::NFE2	chr19	34505418	34505432	-	0.000	0.000	Merged-chr19-34505331-35
NR2542--MA0496.2.MAFK	chr12	33380192	33380210	-	0.000	0.000	Merged-chr12-33380156-47
NR11773--MA0089.1.MAFG::NFE2L1	chr8	70601426	70601431	+	0.000	0.000	Merged-chr8-70601430-20
NR9633--MA0591.1.Bach1::Mafk	chr5	107988152	107988166	-	0.000	0.000	Merged-chr5-107988008-32
NR6362--MA0117.2.Mafb	chr2	5045420	5045431	-	0.000	0.000	Merged-chr2-5045339-13
NR11362--MA0495.2.MAFF	chr7	118104853	118104873	+	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR456--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR12324--MA0659.1.MAFG	chr9	48538398	48538418	-	0.000	0.000	Merged-chr9-48538454-59
NR12745--MA0591.1.Bach1::Mafk	chr9	116319687	116319701	+	0.000	0.000	Merged-chr9-116319642-35
NR2791--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR11686--MA0117.2.Mafb	chr8	34208232	34208243	-	0.000	0.000	Merged-chr8-34208072-51
NR4292--MA0496.2.MAFK	chr15	61541266	61541284	-	0.000	0.000	Merged-chr15-61541070-57
NR11917--MA0591.1.Bach1::Mafk	chr8	95697286	95697300	-	0.000	0.000	Merged-chr8-95697272-29
NR2789--MA0495.2.MAFF	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR3545--MA0659.1.MAFG	chr13	108763560	108763580	-	0.000	0.000	Merged-chr13-108763497-25
NR6074--MA0501.1.MAF::NFE2	chr19	7483222	7483236	+	0.000	0.000	Merged-chr19-7483296-85
NR458--MA0495.2.MAFF	chr1	106187695	106187715	-	0.000	0.000	Merged-chr1-106187715-26
NR4025--MA0089.1.MAFG::NFE2L1	chr14	100222466	100222471	-	0.000	0.000	Merged-chr14-100222353-13
NR12310--MA0089.1.MAFG::NFE2L1	chr9	45055163	45055168	+	0.000	0.000	Merged-chr9-45055340-42
NR11234--MA0117.2.Mafb	chr7	99546274	99546285	-	0.000	0.000	Merged-chr7-99546388-26
NR10211--MA0591.1.Bach1::Mafk	chr6	83428487	83428501	-	0.000	0.000	Merged-chr6-83428521-21
NR1447--MA0591.1.Bach1::Mafk	chr10	80249144	80249158	-	0.000	0.000	Merged-chr10-80249310-65
NR5667--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR1769--MA0591.1.Bach1::Mafk	chr10	127041924	127041938	-	0.000	0.000	Merged-chr10-127041778-74
NR2122--MA0495.2.MAFF	chr11	84073004	84073024	+	0.000	0.000	Merged-chr11-84073104-12
NR7881--MA0089.1.MAFG::NFE2L1	chr3	95758669	95758674	-	0.000	0.000	Merged-chr3-95758685-49
NR4729--MA0501.1.MAF::NFE2	chr16	30024847	30024861	-	0.000	0.000	Merged-chr16-30024852-47
NR3703--MA0591.1.Bach1::Mafk	chr14	24779274	24779288	-	0.000	0.000	Merged-chr14-24779334-63
NR12236--MA0089.1.MAFG::NFE2L1	chr9	21852586	21852591	+	0.000	0.000	Merged-chr9-21852740-52
NR8529--MA0659.1.MAFG	chr4	57640333	57640353	+	0.000	0.000	Merged-chr4-57640378-35
NR5494--MA0496.2.MAFK	chr17	80139918	80139936	+	0.000	0.000	Merged-chr17-80140059-47
NR251--MA0591.1.Bach1::Mafk	chr1	69548600	69548614	-	0.000	0.000	Merged-chr1-69548718-45
NR2759--MA0089.1.MAFG::NFE2L1	chr12	98444990	98444995	-	0.000	0.000	Merged-chr12-98445028-18
NR12868--MA0496.2.MAFK	chrX	42336961	42336979	-	0.000	0.000	Merged-chrX-42336875-23
NR5343--MA0089.1.MAFG::NFE2L1	chr17	50086231	50086236	+	0.000	0.000	Merged-chr17-50086189-28
NR11973--MA0089.1.MAFG::NFE2L1	chr8	111527337	111527342	-	0.000	0.000	Merged-chr8-111527388-53
NR12436--MA0117.2.Mafb	chr9	66990274	66990285	-	0.000	0.000	Merged-chr9-66990263-13
NR11364--MA0117.2.Mafb	chr7	118104853	118104864	+	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR136--MA0495.2.MAFF	chr1	52012515	52012535	+	0.000	0.000	Merged-chr1-52012625-13
NR10271--MA0501.1.MAF::NFE2	chr6	92067252	92067266	-	0.000	0.000	Merged-chr6-92067361-32
NR6659--MA0591.1.Bach1::Mafk	chr2	65170813	65170827	+	0.000	0.000	Merged-chr2-65170889-79
NR4297--MA0496.2.MAFK	chr15	62092034	62092052	+	0.000	0.000	Merged-chr15-62091960-25
NR12510--MA0089.1.MAFG::NFE2L1	chr9	82787439	82787444	-	0.000	0.000	Merged-chr9-82787525-14
NR12438--MA0501.1.MAF::NFE2	chr9	66991099	66991113	-	0.000	0.000	Merged-chr9-66991184-10
NR6070--MA0089.1.MAFG::NFE2L1	chr19	7217510	7217515	+	0.000	0.000	Merged-chr19-7217648-56
NR11280--MA0089.1.MAFG::NFE2L1	chr7	105515188	105515193	-	0.000	0.000	Merged-chr7-105515349-32
NR9780--MA0659.1.MAFG	chr5	134489798	134489818	+	0.000	0.000	Merged-chr5-134489767-10
NR3247--MA0501.1.MAF::NFE2	chr13	54569973	54569987	+	0.000	0.000	Merged-chr13-54570147-9
NR592--MA0496.2.MAFK	chr1	135873064	135873082	+	0.000	0.000	Merged-chr1-135873175-7
NR10566--MA0089.1.MAFG::NFE2L1	chr6	128438506	128438511	-	0.000	0.000	Merged-chr6-128438411-111
NR11495--MA0089.1.MAFG::NFE2L1	chr7	132768217	132768222	-	0.000	0.000	Merged-chr7-132768220-25
NR4494--MA0501.1.MAF::NFE2	chr15	85258001	85258015	-	0.000	0.000	Merged-chr15-85258102-30
NR12262--MA0501.1.MAF::NFE2	chr9	32652416	32652430	+	0.000	0.000	Merged-chr9-32652377-47
NR5275--MA0591.1.Bach1::Mafk	chr17	33865654	33865668	-	0.000	0.000	Merged-chr17-33865585-36
NR138--MA0659.1.MAFG	chr1	52012515	52012535	-	0.000	0.000	Merged-chr1-52012625-13
NR12166--MA0501.1.MAF::NFE2	chr8	128333587	128333601	-	0.000	0.000	Merged-chr8-128333532-18
NR7226--MA0089.1.MAFG::NFE2L1	chr2	144658318	144658323	+	0.000	0.000	Merged-chr2-144658440-5
NR5172--MA0496.2.MAFK	chr17	10840175	10840193	-	0.000	0.000	Merged-chr17-10840429-74
NR3454--MA0495.2.MAFF	chr13	99412994	99413014	-	0.000	0.000	Merged-chr13-99412830-24
NR9951--MA0089.1.MAFG::NFE2L1	chr6	15726641	15726646	+	0.000	0.000	Merged-chr6-15726718-35
NR1472--MA0591.1.Bach1::Mafk	chr10	82354287	82354301	-	0.000	0.000	Merged-chr10-82354419-73
NR1130--MA0501.1.MAF::NFE2	chr10	4612379	4612393	-	0.000	0.000	Merged-chr10-4612370-85
NR1557--MA0591.1.Bach1::Mafk	chr10	94913467	94913481	-	0.000	0.000	Merged-chr10-94913400-13
NR274--MA0591.1.Bach1::Mafk	chr1	74398277	74398291	+	0.000	0.000	Merged-chr1-74398237-10
NR10880--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	+	0.000	0.000	Merged-chr7-16314036-50
NR5167--MA0089.1.MAFG::NFE2L1	chr17	8469004	8469009	+	0.000	0.000	Merged-chr17-8468908-29
NR9958--MA0591.1.Bach1::Mafk	chr6	15783207	15783221	-	0.000	0.000	Merged-chr6-15783250-24
NR9877--MA0089.1.MAFG::NFE2L1	chr5	147063457	147063462	-	0.000	0.000	Merged-chr5-147063758-85
NR6746--MA0591.1.Bach1::Mafk	chr2	83625426	83625440	-	0.000	0.000	Merged-chr2-83625624-59
NR12372--MA0495.2.MAFF	chr9	57766133	57766153	+	0.000	0.000	Merged-chr9-57766048-3
NR1511--MA0089.1.MAFG::NFE2L1	chr10	88826826	88826831	-	0.000	0.000	Merged-chr10-88826786-54
NR11013--MA0496.2.MAFK	chr7	49923215	49923233	+	0.000	0.000	Merged-chr7-49923438-49
NR10969--MA0501.1.MAF::NFE2	chr7	38071214	38071228	+	0.000	0.000	Merged-chr7-38071224-22
NR10018--MA0501.1.MAF::NFE2	chr6	34869614	34869628	+	0.000	0.000	Merged-chr6-34869594-48
NR8896--MA0591.1.Bach1::Mafk	chr4	126110993	126111007	-	0.000	0.000	Merged-chr4-126110742-108
NR7500--MA0089.1.MAFG::NFE2L1	chr2	170055510	170055515	+	0.000	0.000	Merged-chr2-170055593-21
NR12040--MA0501.1.MAF::NFE2	chr8	119437043	119437057	-	0.000	0.000	Merged-chr8-119437136-21
NR10060--MA0089.1.MAFG::NFE2L1	chr6	49641517	49641522	-	0.000	0.000	Merged-chr6-49641577-10
NR2151--MA0089.1.MAFG::NFE2L1	chr11	88567047	88567052	-	0.000	0.000	Merged-chr11-88567097-31
NR11125--MA0496.2.MAFK	chr7	79301004	79301022	-	0.000	0.000	Merged-chr7-79300921-71
NR3559--MA0117.2.Mafb	chr13	109837843	109837854	+	0.000	0.000	Merged-chr13-109837849-65
NR8853--MA0591.1.Bach1::Mafk	chr4	120044801	120044815	-	0.000	0.000	Merged-chr4-120044912-16
NR5056--MA0496.2.MAFK	chr16	92400176	92400194	-	0.000	0.000	Merged-chr16-92400195-21
NR11031--MA0496.2.MAFK	chr7	51892731	51892749	-	0.000	0.000	Merged-chr7-51892724-31
NR9434--MA0495.2.MAFF	chr5	76565520	76565540	-	0.000	0.000	Merged-chr5-76565486-34
NR3497--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR4866--MA0496.2.MAFK	chr16	52418694	52418712	-	0.000	0.000	Merged-chr16-52418568-49
NR8467--MA0591.1.Bach1::Mafk	chr4	41569528	41569542	+	0.000	0.000	Merged-chr4-41569502-63
NR5001--MA0501.1.MAF::NFE2	chr16	87699956	87699970	-	0.000	0.000	Merged-chr16-87700097-27
NR10615--MA0117.2.Mafb	chr6	134425312	134425323	-	0.000	0.000	Merged-chr6-134425334-10
NR4814--MA0089.1.MAFG::NFE2L1	chr16	45093313	45093318	-	0.000	0.000	Merged-chr16-45093384-16
NR12811--MA0495.2.MAFF	chr9	121925174	121925194	+	0.000	0.000	Merged-chr9-121925182-15
NR8785--MA0501.1.MAF::NFE2	chr4	109471196	109471210	-	0.000	0.000	Merged-chr4-109471151-19
NR4546--MA0117.2.Mafb	chr15	94520739	94520750	+	0.000	0.000	Merged-chr15-94520651-30
NR9436--MA0659.1.MAFG	chr5	76565520	76565540	-	0.000	0.000	Merged-chr5-76565486-34
NR6498--MA0089.1.MAFG::NFE2L1	chr2	33755689	33755694	-	0.000	0.000	Merged-chr2-33755774-20
NR189--MA0089.1.MAFG::NFE2L1	chr1	58897669	58897674	-	0.000	0.000	Merged-chr1-58897762-23
NR11931--MA0496.2.MAFK	chr8	104239685	104239703	+	0.000	0.000	Merged-chr8-104239709-64
NR12374--MA0117.2.Mafb	chr9	57766133	57766144	+	0.000	0.000	Merged-chr9-57766048-3
NR3886--MA0089.1.MAFG::NFE2L1	chr14	66805902	66805907	+	0.000	0.000	Merged-chr14-66805736-29
NR11114--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR5664--MA0591.1.Bach1::Mafk	chr18	31759787	31759801	-	0.000	0.000	Merged-chr18-31760012-102
NR10475--MA0501.1.MAF::NFE2	chr6	120357142	120357156	-	0.000	0.000	Merged-chr6-120357332-52
NR10945--MA0591.1.Bach1::Mafk	chr7	30626160	30626174	-	0.000	0.000	Merged-chr7-30626131-41
NR11411--MA0501.1.MAF::NFE2	chr7	122414410	122414424	+	0.000	0.000	Merged-chr7-122414418-49
NR3771--MA0089.1.MAFG::NFE2L1	chr14	47189498	47189503	-	0.000	0.000	Merged-chr14-47189272-67
NR12318--MA0501.1.MAF::NFE2	chr9	48444050	48444064	-	0.000	0.000	Merged-chr9-48444071-7
NR2215--MA0591.1.Bach1::Mafk	chr11	99562706	99562720	-	0.000	0.000	Merged-chr11-99562680-10
NR8134--MA0495.2.MAFF	chr3	135604825	135604845	-	0.000	0.000	Merged-chr3-135604723-37
NR10966--MA0089.1.MAFG::NFE2L1	chr7	35991369	35991374	+	0.000	0.000	Merged-chr7-35991280-23
NR1637--MA0089.1.MAFG::NFE2L1	chr10	107946646	107946651	+	0.000	0.000	Merged-chr10-107946593-22
NR2537--MA0591.1.Bach1::Mafk	chr12	33380194	33380208	+	0.000	0.000	Merged-chr12-33380156-47
NR10216--MA0501.1.MAF::NFE2	chr6	83478971	83478985	-	0.000	0.000	Merged-chr6-83478852-15
NR1445--MA0501.1.MAF::NFE2	chr10	80024348	80024362	+	0.000	0.000	Merged-chr10-80024302-65
NR11895--MA0089.1.MAFG::NFE2L1	chr8	92364730	92364735	+	0.000	0.000	Merged-chr8-92364509-25
NR8415--MA0501.1.MAF::NFE2	chr4	21751918	21751932	-	0.000	0.000	Merged-chr4-21752041-18
NR5641--MA0089.1.MAFG::NFE2L1	chr18	21300401	21300406	+	0.000	0.000	Merged-chr18-21300237-62
NR4043--MA0591.1.Bach1::Mafk	chr14	103469661	103469675	-	0.000	0.000	Merged-chr14-103469586-86
NR10058--MA0496.2.MAFK	chr6	48723916	48723934	+	0.000	0.000	Merged-chr6-48723812-13
NR6396--MA0089.1.MAFG::NFE2L1	chr2	11100473	11100478	+	0.000	0.000	Merged-chr2-11100320-38
NR8639--MA0591.1.Bach1::Mafk	chr4	88722181	88722195	+	0.000	0.000	Merged-chr4-88722242-68
NR75--MA0591.1.Bach1::Mafk	chr1	34843058	34843072	+	0.000	0.000	Merged-chr1-34843057-106
NR1402--MA0117.2.Mafb	chr10	70173569	70173580	+	0.000	0.000	Merged-chr10-70173455-28
NR8563--MA0501.1.MAF::NFE2	chr4	62476050	62476064	+	0.000	0.000	Merged-chr4-62476033-55
NR8579--MA0117.2.Mafb	chr4	63486681	63486692	+	0.000	0.000	Merged-chr4-63486767-20
NR5150--MA0591.1.Bach1::Mafk	chr17	6778161	6778175	+	0.000	0.000	Merged-chr17-6778448-84
NR958--MA0659.1.MAFG	chr1	182101795	182101815	-	0.000	0.000	Merged-chr1-182101708-11
NR4106--MA0495.2.MAFF	chr14	118796408	118796428	-	0.000	0.000	Merged-chr14-118796395-16
NR5442--MA0495.2.MAFF	chr17	71215072	71215092	+	0.000	0.000	Merged-chr17-71214914-103
NR12813--MA0117.2.Mafb	chr9	121925183	121925194	-	0.000	0.000	Merged-chr9-121925182-15
NR2248--MA0496.2.MAFK	chr11	103774035	103774053	-	0.000	0.000	Merged-chr11-103774005-26
NR8641--MA0591.1.Bach1::Mafk	chr4	88912419	88912433	+	0.000	0.000	Merged-chr4-88912378-27
NR8291--MA0501.1.MAF::NFE2	chr3	152355497	152355511	-	0.000	0.000	Merged-chr3-152355609-21
NR11753--MA0591.1.Bach1::Mafk	chr8	66495990	66496004	-	0.000	0.000	Merged-chr8-66495916-40
NR471--MA0591.1.Bach1::Mafk	chr1	107590015	107590029	-	0.000	0.000	Merged-chr1-107590197-16
NR12849--MA0089.1.MAFG::NFE2L1	chrX	20798954	20798959	-	0.000	0.000	Merged-chrX-20799052-1
NR4108--MA0659.1.MAFG	chr14	118796408	118796428	-	0.000	0.000	Merged-chr14-118796395-16
NR7148--MA0089.1.MAFG::NFE2L1	chr2	131821127	131821132	+	0.000	0.000	Merged-chr2-131821184-19
NR11282--MA0591.1.Bach1::Mafk	chr7	105752279	105752293	-	0.000	0.000	Merged-chr7-105752191-52
NR11045--MA0591.1.Bach1::Mafk	chr7	63999460	63999474	+	0.000	0.000	Merged-chr7-63999373-46
NR10849--MA0501.1.MAF::NFE2	chr7	4493032	4493046	+	0.000	0.000	Merged-chr7-4492991-39
NR10132--MA0591.1.Bach1::Mafk	chr6	65569979	65569993	-	0.000	0.000	Merged-chr6-65569933-17
NR1606--MA0496.2.MAFK	chr10	99221679	99221697	+	0.000	0.000	Merged-chr10-99221651-27
NR5365--MA0591.1.Bach1::Mafk	chr17	56472966	56472980	+	0.000	0.000	Merged-chr17-56472915-47
NR6706--MA0591.1.Bach1::Mafk	chr2	72035828	72035842	-	0.000	0.000	Merged-chr2-72035754-16
NR10562--MA0659.1.MAFG	chr6	128345840	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR12603--MA0659.1.MAFG	chr9	94614160	94614180	-	0.000	0.000	Merged-chr9-94614117-31
NR10423--MA0117.2.Mafb	chr6	115544578	115544589	-	0.000	0.000	Merged-chr6-115544664-53
NR8771--MA0591.1.Bach1::Mafk	chr4	106842037	106842051	+	0.000	0.000	Merged-chr4-106841993-21
NR3861--MA0591.1.Bach1::Mafk	chr14	62870564	62870578	-	0.000	0.000	Merged-chr14-62870465-48
NR10417--MA0495.2.MAFF	chr6	114905019	114905039	+	0.000	0.000	Merged-chr6-114905018-60
NR2172--MA0496.2.MAFK	chr11	90576718	90576736	-	0.000	0.000	Merged-chr11-90576690-20
NR3840--MA0495.2.MAFF	chr14	60705215	60705235	+	0.000	0.000	Merged-chr14-60705209-36
NR3707--MA0089.1.MAFG::NFE2L1	chr14	25473289	25473294	-	0.000	0.000	Merged-chr14-25473279-61
NR7146--MA0501.1.MAF::NFE2	chr2	131546615	131546629	-	0.000	0.000	Merged-chr2-131546051-99
NR2477--MA0089.1.MAFG::NFE2L1	chr12	15900273	15900278	-	0.000	0.000	Merged-chr12-15900388-10
NR12388--MA0117.2.Mafb	chr9	60688058	60688069	-	0.000	0.000	Merged-chr9-60688007-55
NR12247--MA0496.2.MAFK	chr9	24517086	24517104	+	0.000	0.000	Merged-chr9-24516952-28
NR6481--MA0089.1.MAFG::NFE2L1	chr2	31043062	31043067	-	0.000	0.000	Merged-chr2-31043017-22
NR2974--MA0495.2.MAFF	chr12	116625952	116625972	+	0.000	0.000	Merged-chr12-116625840-46
NR7838--MA0501.1.MAF::NFE2	chr3	89912855	89912869	+	0.000	0.000	Merged-chr3-89912987-87
NR11175--MA0591.1.Bach1::Mafk	chr7	84779434	84779448	+	0.000	0.000	Merged-chr7-84779522-64
NR7046--MA0089.1.MAFG::NFE2L1	chr2	119251085	119251090	-	0.000	0.000	Merged-chr2-119251076-33
NR11840--MA0591.1.Bach1::Mafk	chr8	84187144	84187158	+	0.000	0.000	Merged-chr8-84187043-90
NR2188--MA0089.1.MAFG::NFE2L1	chr11	94521443	94521448	+	0.000	0.000	Merged-chr11-94521402-11
NR2794--MA0501.1.MAF::NFE2	chr12	102588578	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR1971--MA0591.1.Bach1::Mafk	chr11	55386459	55386473	-	0.000	0.000	Merged-chr11-55386598-21
NR7631--MA0495.2.MAFF	chr3	19707142	19707162	+	0.000	0.000	Merged-chr3-19706982-40
NR8427--MA0591.1.Bach1::Mafk	chr4	32388170	32388184	-	0.000	0.000	Merged-chr4-32388354-27
NR4359--MA0659.1.MAFG	chr15	72859521	72859541	+	0.000	0.000	Merged-chr15-72859470-25
NR2779--MA0089.1.MAFG::NFE2L1	chr12	101102826	101102831	+	0.000	0.000	Merged-chr12-101102825-20
NR1359--MA0089.1.MAFG::NFE2L1	chr10	60162527	60162532	+	0.000	0.000	Merged-chr10-60162645-38
NR10553--MA0117.2.Mafb	chr6	127767690	127767701	+	0.000	0.000	Merged-chr6-127767567-1
NR2498--MA0591.1.Bach1::Mafk	chr12	25155590	25155604	-	0.000	0.000	Merged-chr12-25155613-40
NR7836--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	+	0.000	0.000	Merged-chr3-89912987-87
NR4649--MA0089.1.MAFG::NFE2L1	chr16	13286595	13286600	+	0.000	0.000	Merged-chr16-13286714-13
NR3686--MA0501.1.MAF::NFE2	chr14	17409642	17409656	-	0.000	0.000	Merged-chr14-17409796-22
NR4622--MA0501.1.MAF::NFE2	chr16	8412489	8412503	+	0.000	0.000	Merged-chr16-8412399-34
NR12861--MA0495.2.MAFF	chrX	42336960	42336980	+	0.000	0.000	Merged-chrX-42336875-23
NR9026--MA0501.1.MAF::NFE2	chr4	144916727	144916741	+	0.000	0.000	Merged-chr4-144916675-7
NR277--MA0501.1.MAF::NFE2	chr1	74398280	74398294	+	0.000	0.000	Merged-chr1-74398237-10
NR6646--MA0117.2.Mafb	chr2	62408832	62408843	+	0.000	0.000	Merged-chr2-62408986-36
NR4914--MA0117.2.Mafb	chr16	64824162	64824173	-	0.000	0.000	Merged-chr16-64824096-19
NR5789--MA0117.2.Mafb	chr18	56889005	56889016	+	0.000	0.000	Merged-chr18-56889017-47
NR8143--MA0496.2.MAFK	chr3	135604826	135604844	-	0.000	0.000	Merged-chr3-135604723-37
NR4384--MA0495.2.MAFF	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR5140--MA0659.1.MAFG	chr17	5885080	5885100	-	0.000	0.000	Merged-chr17-5885218-3
NR3916--MA0496.2.MAFK	chr14	69813197	69813215	+	0.000	0.000	Merged-chr14-69813335-19
NR2618--MA0117.2.Mafb	chr12	73611100	73611111	-	0.000	0.000	Merged-chr12-73611155-79
NR9682--MA0089.1.MAFG::NFE2L1	chr5	115126817	115126822	+	0.000	0.000	Merged-chr5-115126925-31
NR10397--MA0089.1.MAFG::NFE2L1	chr6	108895613	108895618	+	0.000	0.000	Merged-chr6-108895381-27
NR4143--MA0089.1.MAFG::NFE2L1	chr15	5106722	5106727	-	0.000	0.000	Merged-chr15-5106568-21
NR2186--MA0496.2.MAFK	chr11	94370907	94370925	-	0.000	0.000	Merged-chr11-94371007-27
NR7260--MA0591.1.Bach1::Mafk	chr2	147308158	147308172	+	0.000	0.000	Merged-chr2-147307973-47
NR10409--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR3090--MA0117.2.Mafb	chr13	22043125	22043136	-	0.000	0.000	Merged-chr13-22043154-75
NR6134--MA0501.1.MAF::NFE2	chr19	24225020	24225034	+	0.000	0.000	Merged-chr19-24225135-80
NR9687--MA0591.1.Bach1::Mafk	chr5	115635606	115635620	-	0.000	0.000	Merged-chr5-115635680-25
NR10005--MA0089.1.MAFG::NFE2L1	chr6	33004649	33004654	+	0.000	0.000	Merged-chr6-33004502-19
NR6868--MA0496.2.MAFK	chr2	104459198	104459216	+	0.000	0.000	Merged-chr2-104459041-25
NR4268--MA0495.2.MAFF	chr15	59618659	59618679	-	0.000	0.000	Merged-chr15-59618561-44
NR12167--MA0496.2.MAFK	chr8	128333588	128333606	+	0.000	0.000	Merged-chr8-128333532-18
NR3726--MA0117.2.Mafb	chr14	31556160	31556171	-	0.000	0.000	Merged-chr14-31556211-33
NR9129--MA0089.1.MAFG::NFE2L1	chr4	152362242	152362247	-	0.000	0.000	Merged-chr4-152362349-23
NR2536--MA0495.2.MAFF	chr12	33380191	33380211	-	0.000	0.000	Merged-chr12-33380156-47
NR4647--MA0089.1.MAFG::NFE2L1	chr16	11502729	11502734	-	0.000	0.000	Merged-chr16-11502658-14
NR2793--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR183--MA0089.1.MAFG::NFE2L1	chr1	58742727	58742732	+	0.000	0.000	Merged-chr1-58742743-31
NR7390--MA0591.1.Bach1::Mafk	chr2	163155372	163155386	-	0.000	0.000	Merged-chr2-163155228-25
NR7153--MA0591.1.Bach1::Mafk	chr2	132102955	132102969	+	0.000	0.000	Merged-chr2-132102969-23
NR12519--MA0591.1.Bach1::Mafk	chr9	82967396	82967410	-	0.000	0.000	Merged-chr9-82967336-26
NR6026--MA0089.1.MAFG::NFE2L1	chr18	84688503	84688508	-	0.000	0.000	Merged-chr18-84688561-12
NR774--MA0089.1.MAFG::NFE2L1	chr1	160251549	160251554	+	0.000	0.000	Merged-chr1-160251414-1
NR4243--MA0089.1.MAFG::NFE2L1	chr15	50942749	50942754	+	0.000	0.000	Merged-chr15-50942797-12
NR3934--MA0501.1.MAF::NFE2	chr14	71104155	71104169	-	0.000	0.000	Merged-chr14-71104246-27
NR3838--MA0501.1.MAF::NFE2	chr14	60705126	60705140	-	0.000	0.000	Merged-chr14-60705209-36
NR8989--MA0591.1.Bach1::Mafk	chr4	140859538	140859552	-	0.000	0.000	Merged-chr4-140859564-16
NR11445--MA0495.2.MAFF	chr7	125638806	125638826	-	0.000	0.000	Merged-chr7-125638939-46
NR525--MA0501.1.MAF::NFE2	chr1	126748077	126748091	+	0.000	0.000	Merged-chr1-126748091-24
NR10781--MA0591.1.Bach1::Mafk	chr6	145855788	145855802	-	0.000	0.000	Merged-chr6-145855967-35
NR10609--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR6328--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR10015--MA0495.2.MAFF	chr6	34869608	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR3125--MA0089.1.MAFG::NFE2L1	chr13	34078064	34078069	-	0.000	0.000	Merged-chr13-34078203-66
NR10565--MA0496.2.MAFK	chr6	128345841	128345859	-	0.000	0.000	Merged-chr6-128345779-18
NR8854--MA0501.1.MAF::NFE2	chr4	120044798	120044812	-	0.000	0.000	Merged-chr4-120044912-16
NR4980--MA0495.2.MAFF	chr16	84879301	84879321	-	0.000	0.000	Merged-chr16-84879378-33
NR7835--MA0089.1.MAFG::NFE2L1	chr3	89801599	89801604	+	0.000	0.000	Merged-chr3-89801691-40
NR12320--MA0495.2.MAFF	chr9	48538398	48538418	+	0.000	0.000	Merged-chr9-48538454-59
NR3716--MA0089.1.MAFG::NFE2L1	chr14	27237989	27237994	-	0.000	0.000	Merged-chr14-27238003-64
NR7538--MA0495.2.MAFF	chr2	174566021	174566041	+	0.000	0.000	Merged-chr2-174566072-46
NR6752--MA0501.1.MAF::NFE2	chr2	83700882	83700896	+	0.000	0.000	Merged-chr2-83700891-43
