#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2944--MA0089.1.MAFG::NFE2L1	chr12	115012885	115012890	+	0.000	0.000	Merged-chr12-115012998-22
NR2060--MA0495.2.MAFF	chr11	73131228	73131248	-	0.000	0.000	Merged-chr11-73131233-35
NR6572--MA0089.1.MAFG::NFE2L1	chr2	48249599	48249604	-	0.000	0.000	Merged-chr2-48249744-17
NR12215--MA0496.2.MAFK	chr9	15060178	15060196	-	0.000	0.000	Merged-chr9-15060271-40
NR3873--MA0089.1.MAFG::NFE2L1	chr14	64368407	64368412	+	0.000	0.000	Merged-chr14-64368474-8
NR446--MA0591.1.Bach1::Mafk	chr1	105292045	105292059	-	0.000	0.000	Merged-chr1-105291975-13
NR1828--MA0501.1.MAF::NFE2	chr11	5219449	5219463	-	0.000	0.000	Merged-chr11-5219481-13
NR11358--MA0496.2.MAFK	chr7	117449845	117449863	-	0.000	0.000	Merged-chr7-117449738-12
NR5858--MA0089.1.MAFG::NFE2L1	chr18	64919471	64919476	+	0.000	0.000	Merged-chr18-64919536-37
NR5367--MA0089.1.MAFG::NFE2L1	chr17	56819798	56819803	+	0.000	0.000	Merged-chr17-56819789-51
NR6298--MA0591.1.Bach1::Mafk	chr19	56647501	56647515	-	0.000	0.000	Merged-chr19-56647541-17
NR7876--MA0591.1.Bach1::Mafk	chr3	95664230	95664244	-	0.000	0.000	Merged-chr3-95664146-32
NR3584--MA0089.1.MAFG::NFE2L1	chr13	113104998	113105003	-	0.000	0.000	Merged-chr13-113104978-22
NR2494--MA0501.1.MAF::NFE2	chr12	21437690	21437704	-	0.000	0.000	Merged-chr12-21437615-25
NR5289--MA0496.2.MAFK	chr17	35048585	35048603	+	0.000	0.000	Merged-chr17-35048526-14
NR5680--MA0501.1.MAF::NFE2	chr18	35752997	35753011	+	0.000	0.000	Merged-chr18-35753001-2
NR8657--MA0089.1.MAFG::NFE2L1	chr4	89351297	89351302	+	0.000	0.000	Merged-chr4-89351221-94
NR5882--MA0117.2.Mafb	chr18	67443151	67443162	+	0.000	0.000	Merged-chr18-67443121-15
NR565--MA0089.1.MAFG::NFE2L1	chr1	132264820	132264825	-	0.000	0.000	Merged-chr1-132264829-22
NR12673--MA0501.1.MAF::NFE2	chr9	107551138	107551152	-	0.000	0.000	Merged-chr9-107551360-55
NR2499--MA0495.2.MAFF	chr12	25211456	25211476	-	0.000	0.000	Merged-chr12-25211568-13
NR1711--MA0089.1.MAFG::NFE2L1	chr10	118477476	118477481	-	0.000	0.000	Merged-chr10-118477518-33
NR6577--MA0591.1.Bach1::Mafk	chr2	49417456	49417470	+	0.000	0.000	Merged-chr2-49417373-26
NR5669--MA0089.1.MAFG::NFE2L1	chr18	32400192	32400197	+	0.000	0.000	Merged-chr18-32400094-49
NR7324--MA0089.1.MAFG::NFE2L1	chr2	154603870	154603875	+	0.000	0.000	Merged-chr2-154603925-61
NR10623--MA0591.1.Bach1::Mafk	chr6	134856078	134856092	-	0.000	0.000	Merged-chr6-134856256-11
NR7700--MA0089.1.MAFG::NFE2L1	chr3	51906040	51906045	+	0.000	0.000	Merged-chr3-51906016-20
NR1422--MA0089.1.MAFG::NFE2L1	chr10	77532145	77532150	+	0.000	0.000	Merged-chr10-77531961-9
NR9309--MA0089.1.MAFG::NFE2L1	chr5	31193021	31193026	+	0.000	0.000	Merged-chr5-31193113-62
NR9756--MA0496.2.MAFK	chr5	125107468	125107486	-	0.000	0.000	Merged-chr5-125107407-3
NR6119--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR4345--MA0659.1.MAFG	chr15	67290240	67290260	+	0.000	0.000	Merged-chr15-67290142-69
NR6771--MA0591.1.Bach1::Mafk	chr2	84827572	84827586	-	0.000	0.000	Merged-chr2-84827743-5
NR7736--MA0501.1.MAF::NFE2	chr3	59222498	59222512	+	0.000	0.000	Merged-chr3-59222464-17
NR11938--MA0117.2.Mafb	chr8	105170474	105170485	+	0.000	0.000	Merged-chr8-105170559-11
NR2768--MA0089.1.MAFG::NFE2L1	chr12	99610497	99610502	+	0.000	0.000	Merged-chr12-99610571-42
NR10364--MA0501.1.MAF::NFE2	chr6	106985349	106985363	+	0.000	0.000	Merged-chr6-106985589-26
NR1608--MA0117.2.Mafb	chr10	99448051	99448062	+	0.000	0.000	Merged-chr10-99448196-17
NR11982--MA0089.1.MAFG::NFE2L1	chr8	111998985	111998990	-	0.000	0.000	Merged-chr8-111998914-9
NR3114--MA0496.2.MAFK	chr13	30603981	30603999	+	0.000	0.000	Merged-chr13-30604057-7
NR3218--MA0089.1.MAFG::NFE2L1	chr13	51763435	51763440	-	0.000	0.000	Merged-chr13-51763503-22
NR1872--MA0117.2.Mafb	chr11	23257568	23257579	+	0.000	0.000	Merged-chr11-23257441-61
NR10772--MA0117.2.Mafb	chr6	145417535	145417546	+	0.000	0.000	Merged-chr6-145417723-108
NR4644--MA0591.1.Bach1::Mafk	chr16	11456477	11456491	-	0.000	0.000	Merged-chr16-11456319-66
NR12292--MA0495.2.MAFF	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR8335--MA0496.2.MAFK	chr3	155235651	155235669	+	0.000	0.000	Merged-chr3-155235663-12
NR6202--MA0501.1.MAF::NFE2	chr19	38775857	38775871	+	0.000	0.000	Merged-chr19-38775813-4
NR6105--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	-	0.000	0.000	Merged-chr19-14668781-26
NR9671--MA0496.2.MAFK	chr5	113664321	113664339	-	0.000	0.000	Merged-chr5-113664370-10
NR11728--MA0659.1.MAFG	chr8	46654767	46654787	-	0.000	0.000	Merged-chr8-46654782-26
NR2161--MA0501.1.MAF::NFE2	chr11	90196677	90196691	-	0.000	0.000	Merged-chr11-90196675-9
NR878--MA0591.1.Bach1::Mafk	chr1	171982429	171982443	-	0.000	0.000	Merged-chr1-171982372-30
NR7353--MA0501.1.MAF::NFE2	chr2	158701699	158701713	+	0.000	0.000	Merged-chr2-158701741-16
NR1082--MA0496.2.MAFK	chr1	191499812	191499830	-	0.000	0.000	Merged-chr1-191499977-31
NR3338--MA0496.2.MAFK	chr13	75739139	75739157	-	0.000	0.000	Merged-chr13-75739041-26
NR4825--MA0089.1.MAFG::NFE2L1	chr16	49800021	49800026	-	0.000	0.000	Merged-chr16-49800187-31
NR11080--MA0501.1.MAF::NFE2	chr7	72270220	72270234	-	0.000	0.000	Merged-chr7-72270231-51
NR5043--MA0591.1.Bach1::Mafk	chr16	91545688	91545702	+	0.000	0.000	Merged-chr16-91545855-29
NR4940--MA0501.1.MAF::NFE2	chr16	76183748	76183762	+	0.000	0.000	Merged-chr16-76183768-2
NR2050--MA0501.1.MAF::NFE2	chr11	71230855	71230869	+	0.000	0.000	Merged-chr11-71230864-28
NR4421--MA0089.1.MAFG::NFE2L1	chr15	78923487	78923492	+	0.000	0.000	Merged-chr15-78923681-44
NR7621--MA0591.1.Bach1::Mafk	chr3	18623970	18623984	+	0.000	0.000	Merged-chr3-18624063-31
NR2504--MA0495.2.MAFF	chr12	25256485	25256505	-	0.000	0.000	Merged-chr12-25256439-11
NR7943--MA0591.1.Bach1::Mafk	chr3	102755993	102756007	+	0.000	0.000	Merged-chr3-102756086-59
NR7826--MA0089.1.MAFG::NFE2L1	chr3	87846942	87846947	+	0.000	0.000	Merged-chr3-87846918-77
NR7805--MA0496.2.MAFK	chr3	84046620	84046638	+	0.000	0.000	Merged-chr3-84046424-40
NR12169--MA0089.1.MAFG::NFE2L1	chr8	128352972	128352977	+	0.000	0.000	Merged-chr8-128352989-24
NR364--MA0591.1.Bach1::Mafk	chr1	87621602	87621616	+	0.000	0.000	Merged-chr1-87621669-41
NR8937--MA0501.1.MAF::NFE2	chr4	133378396	133378410	-	0.000	0.000	Merged-chr4-133378395-10
NR12041--MA0089.1.MAFG::NFE2L1	chr8	119678634	119678639	-	0.000	0.000	Merged-chr8-119678653-6
NR9726--MA0591.1.Bach1::Mafk	chr5	122431437	122431451	-	0.000	0.000	Merged-chr5-122431363-23
NR6733--MA0496.2.MAFK	chr2	79122644	79122662	+	0.000	0.000	Merged-chr2-79122721-3
NR10873--MA0496.2.MAFK	chr7	16003170	16003188	+	0.000	0.000	Merged-chr7-16003232-2
NR5899--MA0501.1.MAF::NFE2	chr18	70462888	70462902	+	0.000	0.000	Merged-chr18-70462917-22
NR12838--MA0591.1.Bach1::Mafk	chr9	124114864	124114878	+	0.000	0.000	Merged-chr9-124115010-18
NR12294--MA0117.2.Mafb	chr9	43785170	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR1926--MA0591.1.Bach1::Mafk	chr11	48826227	48826241	+	0.000	0.000	Merged-chr11-48826360-61
NR10627--MA0496.2.MAFK	chr6	134856076	134856094	-	0.000	0.000	Merged-chr6-134856256-11
NR4989--MA0591.1.Bach1::Mafk	chr16	87497338	87497352	+	0.000	0.000	Merged-chr16-87497296-12
NR2859--MA0501.1.MAF::NFE2	chr12	108903027	108903041	+	0.000	0.000	Merged-chr12-108903153-23
NR5884--MA0501.1.MAF::NFE2	chr18	67443151	67443165	-	0.000	0.000	Merged-chr18-67443121-15
NR5363--MA0089.1.MAFG::NFE2L1	chr17	56303259	56303264	-	0.000	0.000	Merged-chr17-56303360-16
NR4160--MA0495.2.MAFF	chr15	9535388	9535408	-	0.000	0.000	Merged-chr15-9535427-15
NR6495--MA0591.1.Bach1::Mafk	chr2	33025302	33025316	+	0.000	0.000	Merged-chr2-33025277-16
NR6201--MA0495.2.MAFF	chr19	38775851	38775871	-	0.000	0.000	Merged-chr19-38775813-4
NR11776--MA0591.1.Bach1::Mafk	chr8	70806842	70806856	+	0.000	0.000	Merged-chr8-70806772-33
NR11629--MA0089.1.MAFG::NFE2L1	chr8	14088772	14088777	+	0.000	0.000	Merged-chr8-14088778-16
NR9589--MA0659.1.MAFG	chr5	102960172	102960192	-	0.000	0.000	Merged-chr5-102960204-17
NR11138--MA0089.1.MAFG::NFE2L1	chr7	80782239	80782244	+	0.000	0.000	Merged-chr7-80782374-50
NR7870--MA0117.2.Mafb	chr3	95523976	95523987	-	0.000	0.000	Merged-chr3-95523820-51
NR6304--MA0089.1.MAFG::NFE2L1	chr19	56756638	56756643	-	0.000	0.000	Merged-chr19-56756635-43
NR5625--MA0501.1.MAF::NFE2	chr18	12640698	12640712	+	0.000	0.000	Merged-chr18-12640751-40
NR6494--MA0089.1.MAFG::NFE2L1	chr2	32496372	32496377	-	0.000	0.000	Merged-chr2-32496495-8
NR4272--MA0495.2.MAFF	chr15	59650975	59650995	+	0.000	0.000	Merged-chr15-59650805-18
NR2133--MA0591.1.Bach1::Mafk	chr11	86595566	86595580	-	0.000	0.000	Merged-chr11-86595586-5
NR2520--MA0501.1.MAF::NFE2	chr12	32292549	32292563	+	0.000	0.000	Merged-chr12-32292439-88
NR8855--MA0089.1.MAFG::NFE2L1	chr4	120062652	120062657	+	0.000	0.000	Merged-chr4-120062623-32
NR2777--MA0591.1.Bach1::Mafk	chr12	100994810	100994824	-	0.000	0.000	Merged-chr12-100994584-90
NR12084--MA0659.1.MAFG	chr8	123287510	123287530	+	0.000	0.000	Merged-chr8-123287508-25
NR11791--MA0089.1.MAFG::NFE2L1	chr8	75084011	75084016	-	0.000	0.000	Merged-chr8-75083999-30
NR5861--MA0591.1.Bach1::Mafk	chr18	65122838	65122852	-	0.000	0.000	Merged-chr18-65122808-14
NR1199--MA0496.2.MAFK	chr10	20966343	20966361	+	0.000	0.000	Merged-chr10-20966333-27
NR9305--MA0089.1.MAFG::NFE2L1	chr5	30014762	30014767	+	0.000	0.000	Merged-chr5-30014671-6
NR11343--MA0501.1.MAF::NFE2	chr7	115311003	115311017	-	0.000	0.000	Merged-chr7-115311049-7
NR7403--MA0495.2.MAFF	chr2	164017342	164017362	+	0.000	0.000	Merged-chr2-164017275-1
NR7729--MA0591.1.Bach1::Mafk	chr3	58470216	58470230	-	0.000	0.000	Merged-chr3-58470222-35
NR10095--MA0089.1.MAFG::NFE2L1	chr6	54991366	54991371	-	0.000	0.000	Merged-chr6-54991459-9
NR8443--MA0501.1.MAF::NFE2	chr4	33791655	33791669	-	0.000	0.000	Merged-chr4-33791808-5
NR10756--MA0591.1.Bach1::Mafk	chr6	144689272	144689286	-	0.000	0.000	Merged-chr6-144689209-25
NR9591--MA0496.2.MAFK	chr5	102960173	102960191	+	0.000	0.000	Merged-chr5-102960204-17
NR6664--MA0117.2.Mafb	chr2	66101983	66101994	-	0.000	0.000	Merged-chr2-66101928-1
NR574--MA0089.1.MAFG::NFE2L1	chr1	133788047	133788052	-	0.000	0.000	Merged-chr1-133787965-48
NR7398--MA0496.2.MAFK	chr2	163401424	163401442	-	0.000	0.000	Merged-chr2-163401452-24
NR12832--MA0089.1.MAFG::NFE2L1	chr9	123931840	123931845	-	0.000	0.000	Merged-chr9-123931993-21
NR1344--MA0089.1.MAFG::NFE2L1	chr10	58371393	58371398	-	0.000	0.000	Merged-chr10-58371559-38
NR2882--MA0117.2.Mafb	chr12	111713117	111713128	-	0.000	0.000	Merged-chr12-111713191-55
NR11847--MA0496.2.MAFK	chr8	84825733	84825751	+	0.000	0.000	Merged-chr8-84825845-44
NR4467--MA0501.1.MAF::NFE2	chr15	81968550	81968564	-	0.000	0.000	Merged-chr15-81968524-13
NR1994--MA0591.1.Bach1::Mafk	chr11	60935556	60935570	-	0.000	0.000	Merged-chr11-60935533-50
NR3184--MA0117.2.Mafb	chr13	45917435	45917446	-	0.000	0.000	Merged-chr13-45917473-39
NR6406--MA0501.1.MAF::NFE2	chr2	12406868	12406882	+	0.000	0.000	Merged-chr2-12406910-25
NR4176--MA0591.1.Bach1::Mafk	chr15	12030425	12030439	+	0.000	0.000	Merged-chr15-12030440-19
NR1526--MA0496.2.MAFK	chr10	91141580	91141598	-	0.000	0.000	Merged-chr10-91141704-33
NR12610--MA0496.2.MAFK	chr9	94691876	94691894	+	0.000	0.000	Merged-chr9-94691829-80
NR5307--MA0501.1.MAF::NFE2	chr17	36042869	36042883	-	0.000	0.000	Merged-chr17-36042760-57
NR2518--MA0495.2.MAFF	chr12	32292543	32292563	-	0.000	0.000	Merged-chr12-32292439-88
NR11829--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR7582--MA0591.1.Bach1::Mafk	chr2	180300406	180300420	-	0.000	0.000	Merged-chr2-180300527-7
NR2636--MA0117.2.Mafb	chr12	79381481	79381492	+	0.000	0.000	Merged-chr12-79381630-18
NR2202--MA0501.1.MAF::NFE2	chr11	97309519	97309533	+	0.000	0.000	Merged-chr11-97309548-7
NR2199--MA0089.1.MAFG::NFE2L1	chr11	97104234	97104239	+	0.000	0.000	Merged-chr11-97104187-33
NR1996--MA0496.2.MAFK	chr11	60935554	60935572	+	0.000	0.000	Merged-chr11-60935533-50
NR12055--MA0496.2.MAFK	chr8	120715484	120715502	+	0.000	0.000	Merged-chr8-120715474-36
NR2408--MA0659.1.MAFG	chr11	120632966	120632986	+	0.000	0.000	Merged-chr11-120632981-1
NR9598--MA0117.2.Mafb	chr5	103975972	103975983	+	0.000	0.000	Merged-chr5-103975926-24
NR4348--MA0496.2.MAFK	chr15	67290241	67290259	+	0.000	0.000	Merged-chr15-67290142-69
NR4133--MA0591.1.Bach1::Mafk	chr14	123001625	123001639	-	0.000	0.000	Merged-chr14-123001594-21
NR4455--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR12469--MA0089.1.MAFG::NFE2L1	chr9	75541761	75541766	-	0.000	0.000	Merged-chr9-75541698-38
NR11049--MA0089.1.MAFG::NFE2L1	chr7	64213171	64213176	-	0.000	0.000	Merged-chr7-64213076-17
NR12124--MA0501.1.MAF::NFE2	chr8	126551246	126551260	-	0.000	0.000	Merged-chr8-126551138-20
NR2093--MA0501.1.MAF::NFE2	chr11	79130172	79130186	+	0.000	0.000	Merged-chr11-79129992-68
NR4936--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR10236--MA0659.1.MAFG	chr6	86822861	86822881	-	0.000	0.000	Merged-chr6-86822835-49
NR5252--MA0117.2.Mafb	chr17	29049127	29049138	+	0.000	0.000	Merged-chr17-29049186-20
NR12354--MA0089.1.MAFG::NFE2L1	chr9	53673866	53673871	+	0.000	0.000	Merged-chr9-53673777-24
NR6100--MA0089.1.MAFG::NFE2L1	chr19	11387401	11387406	+	0.000	0.000	Merged-chr19-11387289-24
NR12028--MA0501.1.MAF::NFE2	chr8	117395305	117395319	-	0.000	0.000	Merged-chr8-117395323-13
NR11310--MA0089.1.MAFG::NFE2L1	chr7	110965579	110965584	-	0.000	0.000	Merged-chr7-110965629-28
NR9505--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR1948--MA0089.1.MAFG::NFE2L1	chr11	52076155	52076160	+	0.000	0.000	Merged-chr11-52076354-71
NR9695--MA0089.1.MAFG::NFE2L1	chr5	117388976	117388981	+	0.000	0.000	Merged-chr5-117388866-82
NR689--MA0591.1.Bach1::Mafk	chr1	152053410	152053424	+	0.000	0.000	Merged-chr1-152053412-31
NR4412--MA0591.1.Bach1::Mafk	chr15	78450268	78450282	+	0.000	0.000	Merged-chr15-78450295-54
NR7099--MA0495.2.MAFF	chr2	128365990	128366010	-	0.000	0.000	Merged-chr2-128365920-27
NR6774--MA0496.2.MAFK	chr2	84827570	84827588	+	0.000	0.000	Merged-chr2-84827743-5
NR12405--MA0495.2.MAFF	chr9	61708039	61708059	-	0.000	0.000	Merged-chr9-61708026-57
NR7766--MA0495.2.MAFF	chr3	65516066	65516086	+	0.000	0.000	Merged-chr3-65515971-28
NR7937--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR6407--MA0496.2.MAFK	chr2	12406863	12406881	+	0.000	0.000	Merged-chr2-12406910-25
NR9182--MA0659.1.MAFG	chr5	8075506	8075526	+	0.000	0.000	Merged-chr5-8075370-38
NR12013--MA0501.1.MAF::NFE2	chr8	115771214	115771228	-	0.000	0.000	Merged-chr8-115771261-45
NR7446--MA0089.1.MAFG::NFE2L1	chr2	168230632	168230637	-	0.000	0.000	Merged-chr2-168230468-122
NR9101--MA0089.1.MAFG::NFE2L1	chr4	149680854	149680859	-	0.000	0.000	Merged-chr4-149680900-7
NR1168--MA0089.1.MAFG::NFE2L1	chr10	12842754	12842759	-	0.000	0.000	Merged-chr10-12842715-46
NR6402--MA0089.1.MAFG::NFE2L1	chr2	11801452	11801457	-	0.000	0.000	Merged-chr2-11801641-32
NR1576--MA0495.2.MAFF	chr10	96599770	96599790	+	0.000	0.000	Merged-chr10-96599778-54
NR11769--MA0501.1.MAF::NFE2	chr8	70003339	70003353	-	0.000	0.000	Merged-chr8-70003366-27
NR8023--MA0591.1.Bach1::Mafk	chr3	116434789	116434803	-	0.000	0.000	Merged-chr3-116434903-21
NR3893--MA0089.1.MAFG::NFE2L1	chr14	67842015	67842020	+	0.000	0.000	Merged-chr14-67841831-15
NR10382--MA0089.1.MAFG::NFE2L1	chr6	108164927	108164932	-	0.000	0.000	Merged-chr6-108164965-54
NR1995--MA0501.1.MAF::NFE2	chr11	60935553	60935567	-	0.000	0.000	Merged-chr11-60935533-50
NR9713--MA0495.2.MAFF	chr5	121503092	121503112	-	0.000	0.000	Merged-chr5-121503139-12
NR8577--MA0089.1.MAFG::NFE2L1	chr4	63018272	63018277	-	0.000	0.000	Merged-chr4-63018226-1,Merged-chr4-63018456-1
NR9316--MA0089.1.MAFG::NFE2L1	chr5	33039547	33039552	-	0.000	0.000	Merged-chr5-33039465-62
NR5264--MA0495.2.MAFF	chr17	31664883	31664903	+	0.000	0.000	Merged-chr17-31664901-13
NR5878--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR2200--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR9882--MA0089.1.MAFG::NFE2L1	chr5	148678739	148678744	+	0.000	0.000	Merged-chr5-148678733-37
NR2531--MA0496.2.MAFK	chr12	33160626	33160644	+	0.000	0.000	Merged-chr12-33160530-65
NR6841--MA0591.1.Bach1::Mafk	chr2	102899401	102899415	-	0.000	0.000	Merged-chr2-102899527-37
NR7999--MA0495.2.MAFF	chr3	109352529	109352549	-	0.000	0.000	Merged-chr3-109352543-53
NR200--MA0496.2.MAFK	chr1	60875486	60875504	+	0.000	0.000	Merged-chr1-60875356-55
NR11205--MA0117.2.Mafb	chr7	92420824	92420835	-	0.000	0.000	Merged-chr7-92420666-38
NR6566--MA0117.2.Mafb	chr2	45833522	45833533	+	0.000	0.000	Merged-chr2-45833554-4
NR2399--MA0089.1.MAFG::NFE2L1	chr11	119671391	119671396	-	0.000	0.000	Merged-chr11-119671227-50
NR12327--MA0591.1.Bach1::Mafk	chr9	48817501	48817515	+	0.000	0.000	Merged-chr9-48817420-28
NR2373--MA0591.1.Bach1::Mafk	chr11	117220988	117221002	+	0.000	0.000	Merged-chr11-117220944-8
NR6370--MA0591.1.Bach1::Mafk	chr2	6460472	6460486	+	0.000	0.000	Merged-chr2-6460433-7
NR2820--MA0501.1.MAF::NFE2	chr12	105022389	105022403	-	0.000	0.000	Merged-chr12-105022450-54
NR2350--MA0659.1.MAFG	chr11	116071799	116071819	+	0.000	0.000	Merged-chr11-116071674-31
NR7851--MA0501.1.MAF::NFE2	chr3	90604671	90604685	+	0.000	0.000	Merged-chr3-90604900-80
NR7101--MA0659.1.MAFG	chr2	128365990	128366010	+	0.000	0.000	Merged-chr2-128365920-27
NR11249--MA0089.1.MAFG::NFE2L1	chr7	102210431	102210436	+	0.000	0.000	Merged-chr7-102210325-100
NR6546--MA0496.2.MAFK	chr2	38536552	38536570	-	0.000	0.000	Merged-chr2-38536477-82
NR8652--MA0659.1.MAFG	chr4	89351107	89351127	+	0.000	0.000	Merged-chr4-89351221-94
NR12178--MA0089.1.MAFG::NFE2L1	chr8	128646936	128646941	+	0.000	0.000	Merged-chr8-128646767-27
NR7344--MA0089.1.MAFG::NFE2L1	chr2	157567399	157567404	-	0.000	0.000	Merged-chr2-157567456-9
NR10771--MA0089.1.MAFG::NFE2L1	chr6	145374520	145374525	-	0.000	0.000	Merged-chr6-145374595-4
NR11482--MA0501.1.MAF::NFE2	chr7	130801834	130801848	-	0.000	0.000	Merged-chr7-130801893-35
NR7325--MA0591.1.Bach1::Mafk	chr2	154603868	154603882	+	0.000	0.000	Merged-chr2-154603925-61
NR5248--MA0117.2.Mafb	chr17	28218428	28218439	-	0.000	0.000	Merged-chr17-28218532-15
NR12991--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR10383--MA0501.1.MAF::NFE2	chr6	108296019	108296033	+	0.000	0.000	Merged-chr6-108296153-11
NR5557--MA0501.1.MAF::NFE2	chr17	87746475	87746489	+	0.000	0.000	Merged-chr17-87746339-54
NR6069--MA0591.1.Bach1::Mafk	chr19	7143863	7143877	+	0.000	0.000	Merged-chr19-7144005-6
NR6658--MA0496.2.MAFK	chr2	65044577	65044595	-	0.000	0.000	Merged-chr2-65044504-13
NR10986--MA0089.1.MAFG::NFE2L1	chr7	44501958	44501963	-	0.000	0.000	Merged-chr7-44501873-29
NR4458--MA0501.1.MAF::NFE2	chr15	81481312	81481326	-	0.000	0.000	Merged-chr15-81481205-40
NR8628--MA0495.2.MAFF	chr4	88045000	88045020	+	0.000	0.000	Merged-chr4-88045023-3
NR408--MA0089.1.MAFG::NFE2L1	chr1	94056132	94056137	-	0.000	0.000	Merged-chr1-94056150-27
NR5154--MA0117.2.Mafb	chr17	7892759	7892770	-	0.000	0.000	Merged-chr17-7892904-34
NR12470--MA0501.1.MAF::NFE2	chr9	75541743	75541757	+	0.000	0.000	Merged-chr9-75541698-38
NR6602--MA0089.1.MAFG::NFE2L1	chr2	53102208	53102213	-	0.000	0.000	Merged-chr2-53102302-39
NR8071--MA0089.1.MAFG::NFE2L1	chr3	127892031	127892036	-	0.000	0.000	Merged-chr3-127892051-37
NR2297--MA0089.1.MAFG::NFE2L1	chr11	109193450	109193455	+	0.000	0.000	Merged-chr11-109193354-25
NR6792--MA0089.1.MAFG::NFE2L1	chr2	92243992	92243997	-	0.000	0.000	Merged-chr2-92243919-9
NR5372--MA0089.1.MAFG::NFE2L1	chr17	57126043	57126048	+	0.000	0.000	Merged-chr17-57126152-41
NR5113--MA0591.1.Bach1::Mafk	chr16	96940623	96940637	+	0.000	0.000	Merged-chr16-96940530-1
NR5672--MA0591.1.Bach1::Mafk	chr18	32880586	32880600	-	0.000	0.000	Merged-chr18-32880667-46
NR7709--MA0501.1.MAF::NFE2	chr3	52866479	52866493	-	0.000	0.000	Merged-chr3-52866362-11
NR11100--MA0496.2.MAFK	chr7	75609600	75609618	+	0.000	0.000	Merged-chr7-75609701-11
NR1831--MA0089.1.MAFG::NFE2L1	chr11	5762422	5762427	-	0.000	0.000	Merged-chr11-5762236-58
NR4347--MA0501.1.MAF::NFE2	chr15	67290246	67290260	+	0.000	0.000	Merged-chr15-67290142-69
NR4604--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR7372--MA0501.1.MAF::NFE2	chr2	160658027	160658041	-	0.000	0.000	Merged-chr2-160657923-30
NR7218--MA0591.1.Bach1::Mafk	chr2	144240292	144240306	+	0.000	0.000	Merged-chr2-144240355-14
NR9621--MA0117.2.Mafb	chr5	107524504	107524515	-	0.000	0.000	Merged-chr5-107524666-44
NR1310--MA0591.1.Bach1::Mafk	chr10	43998659	43998673	+	0.000	0.000	Merged-chr10-43998525-49
NR6273--MA0501.1.MAF::NFE2	chr19	53464923	53464937	-	0.000	0.000	Merged-chr19-53464901-55
NR12163--MA0089.1.MAFG::NFE2L1	chr8	128171310	128171315	+	0.000	0.000	Merged-chr8-128171364-20
NR12213--MA0495.2.MAFF	chr9	15060177	15060197	-	0.000	0.000	Merged-chr9-15060271-40
NR12087--MA0496.2.MAFK	chr8	123287511	123287529	+	0.000	0.000	Merged-chr8-123287508-25
NR3891--MA0089.1.MAFG::NFE2L1	chr14	67841943	67841948	+	0.000	0.000	Merged-chr14-67841831-15
NR4174--MA0496.2.MAFK	chr15	10723726	10723744	+	0.000	0.000	Merged-chr15-10723648-41
NR11801--MA0659.1.MAFG	chr8	75202261	75202281	+	0.000	0.000	Merged-chr8-75202303-18
NR9818--MA0089.1.MAFG::NFE2L1	chr5	139161770	139161775	-	0.000	0.000	Merged-chr5-139161823-20
NR7659--MA0089.1.MAFG::NFE2L1	chr3	28236923	28236928	-	0.000	0.000	Merged-chr3-28236857-20
NR12331--MA0117.2.Mafb	chr9	50525710	50525721	-	0.000	0.000	Merged-chr9-50525750-20
NR10029--MA0089.1.MAFG::NFE2L1	chr6	38809566	38809571	+	0.000	0.000	Merged-chr6-38809579-1
NR6128--MA0659.1.MAFG	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR2159--MA0591.1.Bach1::Mafk	chr11	90196680	90196694	+	0.000	0.000	Merged-chr11-90196675-9
