#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR7990--MA0002.2.RUNX1	chr6	60940542	60940552	-	0.000	0.000	Merged-chr6-60940563-22
NR2062--MA0002.2.RUNX1	chr12	55016449	55016459	+	0.000	0.000	Merged-chr12-55016281-3
NR8915--MA0684.1.RUNX3	chr7	117394184	117394193	+	0.000	0.000	Merged-chr7-117394201-50
NR6421--MA0002.2.RUNX1	chr3	135629097	135629107	-	0.000	0.000	Merged-chr3-135628984-19
NR7199--MA0684.1.RUNX3	chr4	154825980	154825989	+	0.000	0.000	Merged-chr4-154825978-24
NR4536--MA0002.2.RUNX1	chr18	11931782	11931792	-	0.000	0.000	Merged-chr18-11931736-46
NR2528--MA0684.1.RUNX3	chr13	32982809	32982818	-	0.000	0.000	Merged-chr13-32982935-23
NR2856--MA0002.2.RUNX1	chr13	107095622	107095632	-	0.000	0.000	Merged-chr13-107095527-25
NR5691--MA0002.2.RUNX1	chr2	144300253	144300263	-	0.000	0.000	Merged-chr2-144300316-30
NR8082--MA0002.2.RUNX1	chr6	86548165	86548175	+	0.000	0.000	Merged-chr6-86548021-53
NR6616--MA0684.1.RUNX3	chr4	6903906	6903915	+	0.000	0.000	Merged-chr4-6903816-37
NR2607--MA0511.2.RUNX2	chr13	52883282	52883290	+	0.000	0.000	Merged-chr13-52883371-26
NR1731--MA0002.2.RUNX1	chr11	82195070	82195080	+	0.000	0.000	Merged-chr11-82195229-33
NR4936--MA0684.1.RUNX3	chr19	14620505	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR6153--MA0511.2.RUNX2	chr3	88452427	88452435	+	0.000	0.000	Merged-chr3-88452451-33
NR4251--MA0684.1.RUNX3	chr17	36227189	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR8561--MA0511.2.RUNX2	chr7	27357789	27357797	+	0.000	0.000	Merged-chr7-27357694-29
NR6881--MA0511.2.RUNX2	chr4	98040364	98040372	+	0.000	0.000	Merged-chr4-98040330-51
NR3520--MA0002.2.RUNX1	chr15	59795823	59795833	+	0.000	0.000	Merged-chr15-59795826-47
NR4026--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR8928--MA0684.1.RUNX3	chr7	118232820	118232829	+	0.000	0.000	Merged-chr7-118232958-8
NR8114--MA0002.2.RUNX1	chr6	91125039	91125049	+	0.000	0.000	Merged-chr6-91125010-35
NR6705--MA0002.2.RUNX1	chr4	41503063	41503073	-	0.000	0.000	Merged-chr4-41503192-32
NR443--MA0511.2.RUNX2	chr1	128399307	128399315	+	0.000	0.000	Merged-chr1-128399248-36
NR6990--MA0511.2.RUNX2	chr4	121041163	121041171	+	0.000	0.000	Merged-chr4-121041130-36
NR9811--MA0002.2.RUNX1	chr9	85680202	85680212	+	0.000	0.000	Merged-chr9-85680180-31
NR3900--MA0002.2.RUNX1	chr16	49774779	49774789	+	0.000	0.000	Merged-chr16-49774880-113
NR8637--MA0002.2.RUNX1	chr7	55890218	55890228	+	0.000	0.000	Merged-chr7-55890160-26
NR6020--MA0002.2.RUNX1	chr3	51637078	51637088	+	0.000	0.000	Merged-chr3-51637013-67
NR9225--MA0684.1.RUNX3	chr8	46617298	46617307	+	0.000	0.000	Merged-chr8-46617433-87
NR5216--MA0511.2.RUNX2	chr2	18935667	18935675	-	0.000	0.000	Merged-chr2-18935718-26
NR5832--MA0002.2.RUNX1	chr2	167805042	167805052	-	0.000	0.000	Merged-chr2-167805304-70
NR6795--MA0002.2.RUNX1	chr4	62806875	62806885	+	0.000	0.000	Merged-chr4-62806731-67
NR1853--MA0002.2.RUNX1	chr11	109694173	109694183	+	0.000	0.000	Merged-chr11-109694201-12
NR4244--MA0002.2.RUNX1	chr17	35231247	35231257	+	0.000	0.000	Merged-chr17-35231264-33
NR2236--MA0684.1.RUNX3	chr12	98269813	98269822	+	0.000	0.000	Merged-chr12-98269804-132
NR6275--MA0511.2.RUNX2	chr3	107631520	107631528	-	0.000	0.000	Merged-chr3-107631473-90
NR2359--MA0002.2.RUNX1	chr12	115055202	115055212	+	0.000	0.000	Merged-chr12-115055317-37
NR5941--MA0002.2.RUNX1	chr3	19319243	19319253	-	0.000	0.000	Merged-chr3-19319228-45
NR8998--MA0002.2.RUNX1	chr7	130546970	130546980	-	0.000	0.000	Merged-chr7-130547109-79
NR6324--MA0684.1.RUNX3	chr3	116652129	116652138	-	0.000	0.000	Merged-chr3-116652176-28
NR4373--MA0684.1.RUNX3	chr17	65541199	65541208	+	0.000	0.000	Merged-chr17-65540988-64
NR10138--MA0002.2.RUNX1	chrX	71622485	71622495	-	0.000	0.000	Merged-chrX-71622436-27
NR6447--MA0002.2.RUNX1	chr3	138841563	138841573	-	0.000	0.000	Merged-chr3-138841387-35
NR2150--MA0002.2.RUNX1	chr12	84361962	84361972	-	0.000	0.000	Merged-chr12-84361872-57
NR6403--MA0511.2.RUNX2	chr3	133506492	133506500	+	0.000	0.000	Merged-chr3-133506515-24
NR2550--MA0684.1.RUNX3	chr13	38151578	38151587	+	0.000	0.000	Merged-chr13-38151560-38
NR7287--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR4353--MA0002.2.RUNX1	chr17	62784252	62784262	-	0.000	0.000	Merged-chr17-62784192-42
NR2345--MA0684.1.RUNX3	chr12	114646586	114646595	+	0.000	0.000	Merged-chr12-114646696-21
NR2197--MA0002.2.RUNX1	chr12	91765685	91765695	-	0.000	0.000	Merged-chr12-91765630-19
NR2468--MA0002.2.RUNX1	chr13	21160944	21160954	-	0.000	0.000	Merged-chr13-21161115-55
NR8113--MA0684.1.RUNX3	chr6	91061194	91061203	-	0.000	0.000	Merged-chr6-91061386-8
NR8170--MA0002.2.RUNX1	chr6	99785374	99785384	-	0.000	0.000	Merged-chr6-99785385-42
NR8236--MA0002.2.RUNX1	chr6	115594677	115594687	-	0.000	0.000	Merged-chr6-115594731-47
NR4482--MA0684.1.RUNX3	chr17	86880725	86880734	+	0.000	0.000	Merged-chr17-86880662-37
NR4548--MA0684.1.RUNX3	chr18	14669384	14669393	+	0.000	0.000	Merged-chr18-14669573-8
NR4876--MA0002.2.RUNX1	chr18	84851321	84851331	+	0.000	0.000	Merged-chr18-84851440-69
NR3850--MA0511.2.RUNX2	chr16	37099541	37099549	-	0.000	0.000	Merged-chr16-37099650-10
NR8094--MA0684.1.RUNX3	chr6	87725734	87725743	+	0.000	0.000	Merged-chr6-87725596-14
NR343--MA0684.1.RUNX3	chr1	94497141	94497150	+	0.000	0.000	Merged-chr1-94497080-23
NR5702--MA0002.2.RUNX1	chr2	147012001	147012011	-	0.000	0.000	Merged-chr2-147011946-5
NR4627--MA0511.2.RUNX2	chr18	39282250	39282258	+	0.000	0.000	Merged-chr18-39282313-47
NR6956--MA0684.1.RUNX3	chr4	109471172	109471181	+	0.000	0.000	Merged-chr4-109471151-19
NR4191--MA0002.2.RUNX1	chr17	24687234	24687244	+	0.000	0.000	Merged-chr17-24687301-48
NR2577--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR200--MA0684.1.RUNX3	chr1	64508664	64508673	+	0.000	0.000	Merged-chr1-64508658-48
NR4213--MA0511.2.RUNX2	chr17	28702909	28702917	+	0.000	0.000	Merged-chr17-28702869-12
NR989--MA0002.2.RUNX1	chr10	37207075	37207085	+	0.000	0.000	Merged-chr10-37207171-14
NR6394--MA0002.2.RUNX1	chr3	132791318	132791328	-	0.000	0.000	Merged-chr3-132791387-40
NR674--MA0511.2.RUNX2	chr1	168432186	168432194	+	0.000	0.000	Merged-chr1-168432368-41
NR7048--MA0684.1.RUNX3	chr4	133159235	133159244	+	0.000	0.000	Merged-chr4-133159149-54
NR5097--MA0684.1.RUNX3	chr19	56756536	56756545	+	0.000	0.000	Merged-chr19-56756635-43
NR2163--MA0002.2.RUNX1	chr12	86310024	86310034	+	0.000	0.000	Merged-chr12-86310059-67
NR452--MA0684.1.RUNX3	chr1	128614922	128614931	-	0.000	0.000	Merged-chr1-128615083-92
NR8202--MA0002.2.RUNX1	chr6	108709917	108709927	+	0.000	0.000	Merged-chr6-108709910-74
NR531--MA0511.2.RUNX2	chr1	144355778	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR2834--MA0684.1.RUNX3	chr13	102895975	102895984	+	0.000	0.000	Merged-chr13-102896052-33
NR2358--MA0684.1.RUNX3	chr12	115012937	115012946	+	0.000	0.000	Merged-chr12-115012998-22
NR6380--MA0684.1.RUNX3	chr3	129613935	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR3512--MA0002.2.RUNX1	chr15	59009573	59009583	-	0.000	0.000	Merged-chr15-59009632-21
NR9108--MA0684.1.RUNX3	chr8	3205372	3205381	-	0.000	0.000	Merged-chr8-3205181-19
NR2420--MA0684.1.RUNX3	chr13	5847055	5847064	+	0.000	0.000	Merged-chr13-5847113-25
NR7157--MA0684.1.RUNX3	chr4	148070074	148070083	+	0.000	0.000	Merged-chr4-148069999-26
NR578--MA0511.2.RUNX2	chr1	156408142	156408150	-	0.000	0.000	Merged-chr1-156408256-35
NR2272--MA0002.2.RUNX1	chr12	100988529	100988539	-	0.000	0.000	Merged-chr12-100988724-71
NR2338--MA0002.2.RUNX1	chr12	113101787	113101797	-	0.000	0.000	Merged-chr12-113101688-19
NR2609--MA0002.2.RUNX1	chr13	52998748	52998758	+	0.000	0.000	Merged-chr13-52998796-35
NR8040--MA0002.2.RUNX1	chr6	71048303	71048313	-	0.000	0.000	Merged-chr6-71048511-32
NR8311--MA0002.2.RUNX1	chr6	125071567	125071577	+	0.000	0.000	Merged-chr6-125071459-61
NR479--MA0002.2.RUNX1	chr1	133695096	133695106	-	0.000	0.000	Merged-chr1-133694971-54
NR4475--MA0002.2.RUNX1	chr17	86038397	86038407	-	0.000	0.000	Merged-chr17-86038391-20
NR8292--MA0002.2.RUNX1	chr6	122533103	122533113	-	0.000	0.000	Merged-chr6-122533116-39
NR8087--MA0002.2.RUNX1	chr6	86593285	86593295	-	0.000	0.000	Merged-chr6-86593452-56
NR2546--MA0511.2.RUNX2	chr13	37783871	37783879	+	0.000	0.000	Merged-chr13-37783892-22
NR6949--MA0002.2.RUNX1	chr4	108987529	108987539	+	0.000	0.000	Merged-chr4-108987548-41
NR6092--MA0511.2.RUNX2	chr3	75930327	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR5824--MA0002.2.RUNX1	chr2	166610520	166610530	-	0.000	0.000	Merged-chr2-166610595-30
NR3873--MA0002.2.RUNX1	chr16	44210833	44210843	+	0.000	0.000	Merged-chr16-44210859-20
NR2403--MA0511.2.RUNX2	chr12	118428540	118428548	-	0.000	0.000	Merged-chr12-118428603-36
NR4461--MA0684.1.RUNX3	chr17	84845181	84845190	-	0.000	0.000	Merged-chr17-84845195-48
NR5189--MA0511.2.RUNX2	chr2	12302049	12302057	-	0.000	0.000	Merged-chr2-12301937-47
NR8771--MA0511.2.RUNX2	chr7	89171966	89171974	+	0.000	0.000	Merged-chr7-89172043-28
NR9641--MA0002.2.RUNX1	chr9	50537351	50537361	-	0.000	0.000	Merged-chr9-50537430-19
NR9912--MA0002.2.RUNX1	chr9	103708758	103708768	-	0.000	0.000	Merged-chr9-103708759-48
NR7690--MA0002.2.RUNX1	chr5	123382150	123382160	-	0.000	0.000	Merged-chr5-123382042-18
NR2699--MA0002.2.RUNX1	chr13	76129025	76129035	+	0.000	0.000	Merged-chr13-76128854-26
NR8196--MA0002.2.RUNX1	chr6	108277135	108277145	+	0.000	0.000	Merged-chr6-108277136-27
NR6787--MA0002.2.RUNX1	chr4	62476083	62476093	-	0.000	0.000	Merged-chr4-62476033-55
NR4113--MA0684.1.RUNX3	chr17	6008218	6008227	-	0.000	0.000	Merged-chr17-6008372-53
NR1574--MA0002.2.RUNX1	chr11	34009518	34009528	-	0.000	0.000	Merged-chr11-34009597-4
NR39--MA0684.1.RUNX3	chr1	16228097	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR2285--MA0002.2.RUNX1	chr12	105001112	105001122	-	0.000	0.000	Merged-chr12-105001185-43
NR1801--MA0511.2.RUNX2	chr11	102930830	102930838	-	0.000	0.000	Merged-chr11-102930777-13
NR8201--MA0684.1.RUNX3	chr6	108630933	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR6521--MA0684.1.RUNX3	chr3	146758175	146758184	-	0.000	0.000	Merged-chr3-146758289-47
NR8053--MA0002.2.RUNX1	chr6	72190328	72190338	-	0.000	0.000	Merged-chr6-72190479-35
NR6316--MA0684.1.RUNX3	chr3	115692546	115692555	+	0.000	0.000	Merged-chr3-115692552-34
NR1067--MA0511.2.RUNX2	chr10	60162576	60162584	-	0.000	0.000	Merged-chr10-60162645-38
NR2764--MA0511.2.RUNX2	chr13	91541189	91541197	-	0.000	0.000	Merged-chr13-91541138-52
NR349--MA0002.2.RUNX1	chr1	95655728	95655738	+	0.000	0.000	Merged-chr1-95655731-50
NR8803--MA0511.2.RUNX2	chr7	98728655	98728663	+	0.000	0.000	Merged-chr7-98728750-2
NR4616--MA0002.2.RUNX1	chr18	37926030	37926040	+	0.000	0.000	Merged-chr18-37926090-48
NR2608--MA0684.1.RUNX3	chr13	52883282	52883291	+	0.000	0.000	Merged-chr13-52883371-26
NR7722--MA0002.2.RUNX1	chr5	129063607	129063617	-	0.000	0.000	Merged-chr5-129063450-43
NR8433--MA0002.2.RUNX1	chr6	140533079	140533089	+	0.000	0.000	Merged-chr6-140533090-20
NR8228--MA0002.2.RUNX1	chr6	114660166	114660176	+	0.000	0.000	Merged-chr6-114660280-61
NR4597--MA0002.2.RUNX1	chr18	34856379	34856389	-	0.000	0.000	Merged-chr18-34856324-36
NR3127--MA0511.2.RUNX2	chr14	65113813	65113821	-	0.000	0.000	Merged-chr14-65113927-33
NR2317--MA0002.2.RUNX1	chr12	108646411	108646421	-	0.000	0.000	Merged-chr12-108646363-75
NR1792--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR8165--MA0511.2.RUNX2	chr6	99435255	99435263	+	0.000	0.000	Merged-chr6-99435291-39
NR2298--MA0002.2.RUNX1	chr12	107119316	107119326	+	0.000	0.000	Merged-chr12-107119357-16
NR6263--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR1715--MA0002.2.RUNX1	chr11	79130083	79130093	-	0.000	0.000	Merged-chr11-79129992-68
NR9763--MA0002.2.RUNX1	chr9	79792882	79792892	-	0.000	0.000	Merged-chr9-79792846-1
NR4457--MA0511.2.RUNX2	chr17	84306339	84306347	-	0.000	0.000	Merged-chr17-84306486-55
NR8589--MA0002.2.RUNX1	chr7	42491069	42491079	+	0.000	0.000	Merged-chr7-42490994-43
NR6243--MA0002.2.RUNX1	chr3	102804012	102804022	+	0.000	0.000	Merged-chr3-102804136-20
NR2949--MA0002.2.RUNX1	chr14	8346999	8347009	-	0.000	0.000	Merged-chr14-8346820-31
NR5198--MA0684.1.RUNX3	chr2	13718971	13718980	+	0.000	0.000	Merged-chr2-13718816-55
NR2264--MA0002.2.RUNX1	chr12	100636404	100636414	+	0.000	0.000	Merged-chr12-100636391-39
NR3690--MA0002.2.RUNX1	chr15	97836697	97836707	+	0.000	0.000	Merged-chr15-97837039-84
NR2886--MA0511.2.RUNX2	chr13	111297823	111297831	+	0.000	0.000	Merged-chr13-111297823-12
NR8432--MA0684.1.RUNX3	chr6	140508636	140508645	-	0.000	0.000	Merged-chr6-140508405-40
NR8703--MA0684.1.RUNX3	chr7	73518592	73518601	+	0.000	0.000	Merged-chr7-73518565-13
NR6276--MA0684.1.RUNX3	chr3	107631519	107631528	-	0.000	0.000	Merged-chr3-107631473-90
NR4053--MA0002.2.RUNX1	chr16	91789929	91789939	-	0.000	0.000	Merged-chr16-91789935-50
NR10046--MA0511.2.RUNX2	chr9	124100467	124100475	+	0.000	0.000	Merged-chr9-124100646-41
NR6133--MA0684.1.RUNX3	chr3	84679038	84679047	+	0.000	0.000	Merged-chr3-84679070-45
NR4519--MA0684.1.RUNX3	chr18	6310276	6310285	-	0.000	0.000	Merged-chr18-6310381-25
NR5131--MA0002.2.RUNX1	chr19	59344465	59344475	-	0.000	0.000	Merged-chr19-59344493-23
NR2581--MA0511.2.RUNX2	chr13	45850792	45850800	-	0.000	0.000	Merged-chr13-45850664-56
NR8393--MA0002.2.RUNX1	chr6	135362768	135362778	+	0.000	0.000	Merged-chr6-135362816-51
NR109--MA0684.1.RUNX3	chr1	40386355	40386364	+	0.000	0.000	Merged-chr1-40386352-39
NR6779--MA0002.2.RUNX1	chr4	59850315	59850325	+	0.000	0.000	Merged-chr4-59850385-20
NR2425--MA0684.1.RUNX3	chr13	6652639	6652648	+	0.000	0.000	Merged-chr13-6652733-20
NR7810--MA0002.2.RUNX1	chr5	148678762	148678772	-	0.000	0.000	Merged-chr5-148678733-37
NR2819--MA0002.2.RUNX1	chr13	100854452	100854462	-	0.000	0.000	Merged-chr13-100854442-29
NR3851--MA0684.1.RUNX3	chr16	37099540	37099549	-	0.000	0.000	Merged-chr16-37099650-10
NR3930--MA0511.2.RUNX2	chr16	55770520	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR2134--MA0002.2.RUNX1	chr12	79437128	79437138	+	0.000	0.000	Merged-chr12-79437240-16
NR6987--MA0511.2.RUNX2	chr4	120984726	120984734	-	0.000	0.000	Merged-chr4-120984598-23
NR1675--MA0002.2.RUNX1	chr11	73019623	73019633	+	0.000	0.000	Merged-chr11-73019652-4
NR6417--MA0684.1.RUNX3	chr3	135402594	135402603	+	0.000	0.000	Merged-chr3-135402581-53
NR4195--MA0684.1.RUNX3	chr17	25248490	25248499	+	0.000	0.000	Merged-chr17-25248347-49
NR9580--MA0002.2.RUNX1	chr9	35017027	35017037	-	0.000	0.000	Merged-chr9-35016972-25
NR4589--MA0002.2.RUNX1	chr18	32352879	32352889	+	0.000	0.000	Merged-chr18-32352849-42
NR7695--MA0002.2.RUNX1	chr5	124165730	124165740	+	0.000	0.000	Merged-chr5-124165803-24
NR4274--MA0511.2.RUNX2	chr17	45433669	45433677	+	0.000	0.000	Merged-chr17-45433642-78
NR3612--MA0684.1.RUNX3	chr15	84178922	84178931	+	0.000	0.000	Merged-chr15-84178956-9
NR3940--MA0002.2.RUNX1	chr16	57495696	57495706	+	0.000	0.000	Merged-chr16-57495758-66
NR7700--MA0684.1.RUNX3	chr5	124241815	124241824	+	0.000	0.000	Merged-chr5-124241668-15
NR6682--MA0511.2.RUNX2	chr4	34778239	34778247	+	0.000	0.000	Merged-chr4-34778308-51
NR579--MA0684.1.RUNX3	chr1	156408141	156408150	-	0.000	0.000	Merged-chr1-156408256-35
NR4575--MA0684.1.RUNX3	chr18	30272702	30272711	+	0.000	0.000	Merged-chr18-30272872-57
NR2895--MA0684.1.RUNX3	chr13	113023973	113023982	+	0.000	0.000	Merged-chr13-113023939-34
NR2024--MA0684.1.RUNX3	chr12	36019762	36019771	-	0.000	0.000	Merged-chr12-36019766-41
NR2418--MA0002.2.RUNX1	chr13	5847055	5847065	-	0.000	0.000	Merged-chr13-5847113-25
NR2103--MA0511.2.RUNX2	chr12	73593511	73593519	+	0.000	0.000	Merged-chr12-73593577-88
NR4227--MA0684.1.RUNX3	chr17	31176502	31176511	-	0.000	0.000	Merged-chr17-31176516-21
NR244--MA0511.2.RUNX2	chr1	74390213	74390221	-	0.000	0.000	Merged-chr1-74390334-35
NR6093--MA0684.1.RUNX3	chr3	75930326	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR860--MA0002.2.RUNX1	chr10	5194832	5194842	-	0.000	0.000	Merged-chr10-5194873-88
NR3701--MA0002.2.RUNX1	chr15	99333229	99333239	-	0.000	0.000	Merged-chr15-99333202-49
NR6487--MA0002.2.RUNX1	chr3	144411165	144411175	+	0.000	0.000	Merged-chr3-144411311-32
NR1816--MA0002.2.RUNX1	chr11	104630384	104630394	+	0.000	0.000	Merged-chr11-104630373-60
NR9593--MA0002.2.RUNX1	chr9	42158806	42158816	-	0.000	0.000	Merged-chr9-42158908-46
NR6714--MA0511.2.RUNX2	chr4	43562674	43562682	-	0.000	0.000	Merged-chr4-43562415-82
NR1797--MA0002.2.RUNX1	chr11	102317762	102317772	+	0.000	0.000	Merged-chr11-102317551-136
NR4459--MA0002.2.RUNX1	chr17	84333103	84333113	-	0.000	0.000	Merged-chr17-84333098-53
NR2464--MA0511.2.RUNX2	chr13	20306403	20306411	-	0.000	0.000	Merged-chr13-20306536-31
NR3334--MA0002.2.RUNX1	chr14	122029238	122029248	-	0.000	0.000	Merged-chr14-122029195-41
NR9850--MA0684.1.RUNX3	chr9	90259714	90259723	+	0.000	0.000	Merged-chr9-90259820-55
NR1654--MA0002.2.RUNX1	chr11	63989378	63989388	-	0.000	0.000	Merged-chr11-63989570-47
NR1925--MA0002.2.RUNX1	chr12	3235699	3235709	-	0.000	0.000	Merged-chr12-3235713-101
NR9009--MA0511.2.RUNX2	chr7	132226872	132226880	+	0.000	0.000	Merged-chr7-132226896-31
NR2116--MA0511.2.RUNX2	chr12	76527683	76527691	+	0.000	0.000	Merged-chr12-76527633-28
NR2494--MA0684.1.RUNX3	chr13	24866804	24866813	+	0.000	0.000	Merged-chr13-24866887-32
NR2765--MA0684.1.RUNX3	chr13	91541188	91541197	-	0.000	0.000	Merged-chr13-91541138-52
NR2289--MA0684.1.RUNX3	chr12	105538366	105538375	+	0.000	0.000	Merged-chr12-105538395-6
NR8057--MA0684.1.RUNX3	chr6	72566266	72566275	+	0.000	0.000	Merged-chr6-72566205-29
NR10068--MA0684.1.RUNX3	chrX	17521350	17521359	+	0.000	0.000	Merged-chrX-17521323-26
NR2097--MA0511.2.RUNX2	chr12	73162818	73162826	-	0.000	0.000	Merged-chr12-73162812-38
NR9877--MA0002.2.RUNX1	chr9	96757024	96757034	+	0.000	0.000	Merged-chr9-96756986-4
NR558--MA0684.1.RUNX3	chr1	152369329	152369338	+	0.000	0.000	Merged-chr1-152369531-31
NR3843--MA0684.1.RUNX3	chr16	35952649	35952658	+	0.000	0.000	Merged-chr16-35952666-4
NR4633--MA0511.2.RUNX2	chr18	39717141	39717149	+	0.000	0.000	Merged-chr18-39717180-11
NR8166--MA0684.1.RUNX3	chr6	99435255	99435264	+	0.000	0.000	Merged-chr6-99435291-39
NR5232--MA0002.2.RUNX1	chr2	22805729	22805739	+	0.000	0.000	Merged-chr2-22805681-51
NR8708--MA0684.1.RUNX3	chr7	74544585	74544594	-	0.000	0.000	Merged-chr7-74544568-34
NR1872--MA0002.2.RUNX1	chr11	115231721	115231731	-	0.000	0.000	Merged-chr11-115231746-46
NR1938--MA0002.2.RUNX1	chr12	8208225	8208235	+	0.000	0.000	Merged-chr12-8208226-52
NR9986--MA0002.2.RUNX1	chr9	116190063	116190073	-	0.000	0.000	Merged-chr9-116190040-14
NR7640--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR6565--MA0511.2.RUNX2	chr3	153895686	153895694	+	0.000	0.000	Merged-chr3-153895730-42
NR7911--MA0002.2.RUNX1	chr6	39347440	39347450	-	0.000	0.000	Merged-chr6-39347435-5
NR6836--MA0511.2.RUNX2	chr4	88046626	88046634	+	0.000	0.000	Merged-chr4-88046485-60
NR5484--MA0002.2.RUNX1	chr2	84779336	84779346	+	0.000	0.000	Merged-chr2-84779489-49
NR8417--MA0002.2.RUNX1	chr6	137825165	137825175	+	0.000	0.000	Merged-chr6-137825145-19
NR1524--MA0002.2.RUNX1	chr11	16988016	16988026	-	0.000	0.000	Merged-chr11-16987963-24
NR2235--MA0002.2.RUNX1	chr12	98269813	98269823	-	0.000	0.000	Merged-chr12-98269804-132
NR6200--MA0684.1.RUNX3	chr3	95141663	95141672	+	0.000	0.000	Merged-chr3-95141706-11
NR8398--MA0002.2.RUNX1	chr6	136415932	136415942	-	0.000	0.000	Merged-chr6-136415785-62
NR8669--MA0002.2.RUNX1	chr7	64005455	64005465	-	0.000	0.000	Merged-chr7-64005371-3
NR3727--MA0002.2.RUNX1	chr15	102665776	102665786	+	0.000	0.000	Merged-chr15-102665724-27
NR3790--MA0684.1.RUNX3	chr16	23144425	23144434	-	0.000	0.000	Merged-chr16-23144552-50
NR4024--MA0002.2.RUNX1	chr16	89817051	89817061	-	0.000	0.000	Merged-chr16-89817047-30
NR6260--MA0511.2.RUNX2	chr3	105133256	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR3935--MA0511.2.RUNX2	chr16	57231581	57231589	+	0.000	0.000	Merged-chr16-57231478-49
NR10017--MA0511.2.RUNX2	chr9	119823990	119823998	+	0.000	0.000	Merged-chr9-119823942-29
NR2139--MA0002.2.RUNX1	chr12	81933736	81933746	+	0.000	0.000	Merged-chr12-81933629-26
NR5450--MA0002.2.RUNX1	chr2	75470607	75470617	+	0.000	0.000	Merged-chr2-75470526-67
NR3836--MA0002.2.RUNX1	chr16	35485045	35485055	-	0.000	0.000	Merged-chr16-35485007-20
NR4219--MA0684.1.RUNX3	chr17	29304535	29304544	+	0.000	0.000	Merged-chr17-29304449-24
NR3521--MA0511.2.RUNX2	chr15	60132881	60132889	-	0.000	0.000	Merged-chr15-60132913-50
NR9333--MA0002.2.RUNX1	chr8	91381938	91381948	+	0.000	0.000	Merged-chr8-91381957-7
NR8093--MA0002.2.RUNX1	chr6	87725734	87725744	-	0.000	0.000	Merged-chr6-87725596-14
NR9733--MA0684.1.RUNX3	chr9	69023481	69023490	-	0.000	0.000	Merged-chr9-69023585-49
NR488--MA0511.2.RUNX2	chr1	136568884	136568892	-	0.000	0.000	Merged-chr1-136568866-12
NR266--MA0684.1.RUNX3	chr1	80418895	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR5830--MA0002.2.RUNX1	chr2	167421605	167421615	-	0.000	0.000	Merged-chr2-167421787-62
NR1123--MA0002.2.RUNX1	chr10	71266164	71266174	-	0.000	0.000	Merged-chr10-71266331-5
NR7762--MA0002.2.RUNX1	chr5	138343405	138343415	+	0.000	0.000	Merged-chr5-138343396-8
NR9571--MA0684.1.RUNX3	chr9	32507182	32507191	-	0.000	0.000	Merged-chr9-32507415-81
NR7891--MA0684.1.RUNX3	chr6	30617238	30617247	-	0.000	0.000	Merged-chr6-30617295-15
NR9694--MA0002.2.RUNX1	chr9	61225167	61225177	-	0.000	0.000	Merged-chr9-61225287-14
NR2505--MA0684.1.RUNX3	chr13	29756208	29756217	+	0.000	0.000	Merged-chr13-29756237-14
NR1602--MA0511.2.RUNX2	chr11	51760387	51760395	+	0.000	0.000	Merged-chr11-51760433-27
NR1503--MA0002.2.RUNX1	chr11	10276427	10276437	+	0.000	0.000	Merged-chr11-10276392-45
NR7814--MA0684.1.RUNX3	chr5	148959172	148959181	+	0.000	0.000	Merged-chr5-148959251-47
NR3640--MA0002.2.RUNX1	chr15	88828460	88828470	+	0.000	0.000	Merged-chr15-88828677-52
NR6098--MA0684.1.RUNX3	chr3	79210462	79210471	+	0.000	0.000	Merged-chr3-79210417-27
NR10232--MA0002.2.RUNX1	chrX	157597018	157597028	-	0.000	0.000	Merged-chrX-157597142-28
NR5942--MA0511.2.RUNX2	chr3	19894900	19894908	-	0.000	0.000	Merged-chr3-19894950-73
