#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2384--MA0511.2.RUNX2	chr13	41302822	41302830	+	0.000	0.000	Merged-chr13-41302926-20
NR4113--MA0684.1.RUNX3	chr17	21477930	21477939	-	0.000	0.000	Merged-chr17-21477863-62
NR5933--MA0002.2.RUNX1	chr3	86961163	86961173	+	0.000	0.000	Merged-chr3-86961231-31
NR6521--MA0684.1.RUNX3	chr4	70307384	70307393	+	0.000	0.000	Merged-chr4-70307334-49
NR6045--MA0684.1.RUNX3	chr3	116380635	116380644	+	0.000	0.000	Merged-chr3-116380638-41
NR5298--MA0511.2.RUNX2	chr2	112510302	112510310	-	0.000	0.000	Merged-chr2-112510265-49
NR8119--MA0002.2.RUNX1	chr7	19573543	19573553	+	0.000	0.000	Merged-chr7-19573361-57
NR4365--MA0684.1.RUNX3	chr17	83732387	83732396	+	0.000	0.000	Merged-chr17-83732480-77
NR1702--MA0002.2.RUNX1	chr11	109621181	109621191	-	0.000	0.000	Merged-chr11-109621340-31
NR4488--MA0002.2.RUNX1	chr18	34827856	34827866	+	0.000	0.000	Merged-chr18-34827772-23
NR1683--MA0002.2.RUNX1	chr11	104361832	104361842	+	0.000	0.000	Merged-chr11-104361864-47
NR2337--MA0684.1.RUNX3	chr13	24617869	24617878	-	0.000	0.000	Merged-chr13-24617853-51
NR5771--MA0002.2.RUNX1	chr3	52343737	52343747	-	0.000	0.000	Merged-chr3-52343640-60
NR9038--MA0511.2.RUNX2	chr9	31301275	31301283	+	0.000	0.000	Merged-chr9-31301307-111
NR8105--MA0684.1.RUNX3	chr7	15949385	15949394	-	0.000	0.000	Merged-chr7-15949519-32
NR8162--MA0002.2.RUNX1	chr7	30333026	30333036	+	0.000	0.000	Merged-chr7-30333026-1
NR7358--MA0511.2.RUNX2	chr5	140567500	140567508	-	0.000	0.000	Merged-chr5-140567603-46
NR4202--MA0002.2.RUNX1	chr17	44256759	44256769	+	0.000	0.000	Merged-chr17-44256797-30
NR4868--MA0002.2.RUNX1	chr19	56685711	56685721	+	0.000	0.000	Merged-chr19-56685748-31
NR8291--MA0684.1.RUNX3	chr7	74599962	74599971	-	0.000	0.000	Merged-chr7-74599992-6
NR2317--MA0002.2.RUNX1	chr13	20502891	20502901	+	0.000	0.000	Merged-chr13-20502802-9
NR606--MA0684.1.RUNX3	chr1	161794747	161794756	-	0.000	0.000	Merged-chr1-161794797-65
NR3743--MA0002.2.RUNX1	chr16	45019028	45019038	+	0.000	0.000	Merged-chr16-45019020-28
NR8370--MA0511.2.RUNX2	chr7	101060676	101060684	-	0.000	0.000	Merged-chr7-101060728-39
NR4183--MA0002.2.RUNX1	chr17	35246462	35246472	+	0.000	0.000	Merged-chr17-35246340-22
NR2175--MA0684.1.RUNX3	chr12	114804630	114804639	+	0.000	0.000	Merged-chr12-114804708-39
NR6690--MA0511.2.RUNX2	chr4	129573692	129573700	+	0.000	0.000	Merged-chr4-129573644-36
NR2298--MA0002.2.RUNX1	chr13	13557176	13557186	-	0.000	0.000	Merged-chr13-13557258-36
NR587--MA0684.1.RUNX3	chr1	156408141	156408150	-	0.000	0.000	Merged-chr1-156408256-35
NR3872--MA0684.1.RUNX3	chr16	78546726	78546735	+	0.000	0.000	Merged-chr16-78546881-68
NR3995--MA0002.2.RUNX1	chr17	5125511	5125521	-	0.000	0.000	Merged-chr17-5125399-36
NR1715--MA0002.2.RUNX1	chr11	114322836	114322846	-	0.000	0.000	Merged-chr11-114322815-29
NR8671--MA0684.1.RUNX3	chr8	46852530	46852539	+	0.000	0.000	Merged-chr8-46852602-31
NR173--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR4186--MA0511.2.RUNX2	chr17	35823077	35823085	-	0.000	0.000	Merged-chr17-35823208-57
NR5532--MA0002.2.RUNX1	chr2	170205992	170206002	-	0.000	0.000	Merged-chr2-170206161-1
NR5803--MA0002.2.RUNX1	chr3	59059437	59059447	+	0.000	0.000	Merged-chr3-59059388-26
NR4087--MA0002.2.RUNX1	chr17	18615280	18615290	-	0.000	0.000	Merged-chr17-18615356-8
NR2678--MA0002.2.RUNX1	chr13	108667271	108667281	+	0.000	0.000	Merged-chr13-108667281-5
NR7735--MA0002.2.RUNX1	chr6	89421720	89421730	+	0.000	0.000	Merged-chr6-89421751-50
NR6709--MA0684.1.RUNX3	chr4	133873111	133873120	-	0.000	0.000	Merged-chr4-133873054-46
NR2141--MA0684.1.RUNX3	chr12	103116834	103116843	+	0.000	0.000	Merged-chr12-103116842-39
NR4215--MA0002.2.RUNX1	chr17	47542144	47542154	-	0.000	0.000	Merged-chr17-47542240-31
NR8846--MA0684.1.RUNX3	chr8	110988279	110988288	-	0.000	0.000	Merged-chr8-110988305-13
NR619--MA0684.1.RUNX3	chr1	164960258	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR1682--MA0684.1.RUNX3	chr11	103375408	103375417	-	0.000	0.000	Merged-chr11-103375376-18
NR6147--MA0002.2.RUNX1	chr3	142282935	142282945	-	0.000	0.000	Merged-chr3-142282975-41
NR8703--MA0684.1.RUNX3	chr8	64805445	64805454	-	0.000	0.000	Merged-chr8-64805470-51
NR2316--MA0684.1.RUNX3	chr13	20502864	20502873	-	0.000	0.000	Merged-chr13-20502802-9
NR6560--MA0511.2.RUNX2	chr4	84977507	84977515	-	0.000	0.000	Merged-chr4-84977391-25
NR4675--MA0511.2.RUNX2	chr18	75716276	75716284	+	0.000	0.000	Merged-chr18-75716251-26
NR8479--MA0684.1.RUNX3	chr7	132226872	132226881	+	0.000	0.000	Merged-chr7-132226896-31
NR728--MA0684.1.RUNX3	chr1	184005826	184005835	+	0.000	0.000	Merged-chr1-184005889-70
NR2297--MA0684.1.RUNX3	chr13	13557078	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR5131--MA0002.2.RUNX1	chr2	59488408	59488418	-	0.000	0.000	Merged-chr2-59488284-24
NR8607--MA0684.1.RUNX3	chr8	22728940	22728949	+	0.000	0.000	Merged-chr8-22728865-15
NR8188--MA0002.2.RUNX1	chr7	42491069	42491079	+	0.000	0.000	Merged-chr7-42490994-43
NR1771--MA0002.2.RUNX1	chr11	119671240	119671250	+	0.000	0.000	Merged-chr11-119671227-50
NR2154--MA0684.1.RUNX3	chr12	107993222	107993231	-	0.000	0.000	Merged-chr12-107993325-68
NR4579--MA0511.2.RUNX2	chr18	56718580	56718588	-	0.000	0.000	Merged-chr18-56718597-44
NR5925--MA0002.2.RUNX1	chr3	84749475	84749485	-	0.000	0.000	Merged-chr3-84749364-32
NR6037--MA0684.1.RUNX3	chr3	115815790	115815799	+	0.000	0.000	Merged-chr3-115815828-66
NR6308--MA0684.1.RUNX3	chr4	11077683	11077692	+	0.000	0.000	Merged-chr4-11077783-17
NR3930--MA0511.2.RUNX2	chr16	91781029	91781037	+	0.000	0.000	Merged-chr16-91781071-63
NR218--MA0684.1.RUNX3	chr1	64797431	64797440	+	0.000	0.000	Merged-chr1-64797454-43
NR6494--MA0684.1.RUNX3	chr4	62367820	62367829	+	0.000	0.000	Merged-chr4-62367859-6
NR8297--MA0002.2.RUNX1	chr7	75788653	75788663	+	0.000	0.000	Merged-chr7-75788525-69
NR5862--MA0511.2.RUNX2	chr3	69159662	69159670	+	0.000	0.000	Merged-chr3-69159681-49
NR4608--MA0002.2.RUNX1	chr18	62186217	62186227	-	0.000	0.000	Merged-chr18-62186304-32
NR7443--MA0002.2.RUNX1	chr6	12038490	12038500	+	0.000	0.000	Merged-chr6-12038478-25
NR3960--MA0684.1.RUNX3	chr16	95263159	95263168	+	0.000	0.000	Merged-chr16-95263048-64
NR199--MA0684.1.RUNX3	chr1	60907722	60907731	+	0.000	0.000	Merged-chr1-60907642-6
NR5763--MA0002.2.RUNX1	chr3	51128997	51129007	+	0.000	0.000	Merged-chr3-51128926-47
NR6146--MA0684.1.RUNX3	chr3	142281331	142281340	+	0.000	0.000	Merged-chr3-142281213-32
NR7966--MA0002.2.RUNX1	chr6	136683866	136683876	-	0.000	0.000	Merged-chr6-136683885-26
NR2038--MA0002.2.RUNX1	chr12	80795093	80795103	+	0.000	0.000	Merged-chr12-80795087-3
NR8948--MA0002.2.RUNX1	chr8	128391505	128391515	+	0.000	0.000	Merged-chr8-128391383-45
NR1784--MA0002.2.RUNX1	chr12	3547746	3547756	+	0.000	0.000	Merged-chr12-3547708-30
NR2372--MA0684.1.RUNX3	chr13	36808165	36808174	+	0.000	0.000	Merged-chr13-36808291-60
NR3321--MA0002.2.RUNX1	chr15	39905230	39905240	-	0.000	0.000	Merged-chr15-39905299-27
NR8329--MA0002.2.RUNX1	chr7	83361981	83361991	-	0.000	0.000	Merged-chr7-83361913-8
NR1641--MA0002.2.RUNX1	chr11	94275851	94275861	-	0.000	0.000	Merged-chr11-94275707-70
NR1707--MA0002.2.RUNX1	chr11	113174357	113174367	-	0.000	0.000	Merged-chr11-113174221-33
NR658--MA0511.2.RUNX2	chr1	172126799	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR8458--MA0684.1.RUNX3	chr7	125603528	125603537	+	0.000	0.000	Merged-chr7-125603403-47
NR6506--MA0002.2.RUNX1	chr4	63847309	63847319	+	0.000	0.000	Merged-chr4-63847263-40
NR8742--MA0511.2.RUNX2	chr8	77630400	77630408	-	0.000	0.000	Merged-chr8-77630286-33
NR8438--MA0002.2.RUNX1	chr7	119872398	119872408	-	0.000	0.000	Merged-chr7-119872260-31
NR1274--MA0002.2.RUNX1	chr10	115314908	115314918	-	0.000	0.000	Merged-chr10-115315106-126
NR8994--MA0511.2.RUNX2	chr9	15045570	15045578	-	0.000	0.000	Merged-chr9-15045417-72
NR6714--MA0511.2.RUNX2	chr4	134460580	134460588	+	0.000	0.000	Merged-chr4-134460498-5
NR8296--MA0684.1.RUNX3	chr7	75600614	75600623	+	0.000	0.000	Merged-chr7-75600674-52
NR8024--MA0002.2.RUNX1	chr6	142915578	142915588	+	0.000	0.000	Merged-chr6-142915635-53
NR6744--MA0684.1.RUNX3	chr4	138456181	138456190	-	0.000	0.000	Merged-chr4-138456183-28
NR1654--MA0002.2.RUNX1	chr11	97684175	97684185	+	0.000	0.000	Merged-chr11-97684318-65
NR1610--MA0511.2.RUNX2	chr11	82746990	82746998	+	0.000	0.000	Merged-chr11-82746953-51
NR20--MA0002.2.RUNX1	chr1	7147198	7147208	-	0.000	0.000	Merged-chr1-7147128-26
NR178--MA0684.1.RUNX3	chr1	54871549	54871558	+	0.000	0.000	Merged-chr1-54871447-51
NR4667--MA0511.2.RUNX2	chr18	75374182	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR2050--MA0511.2.RUNX2	chr12	86687063	86687071	-	0.000	0.000	Merged-chr12-86687051-28
NR8133--MA0002.2.RUNX1	chr7	25155920	25155930	-	0.000	0.000	Merged-chr7-25155994-40
NR3586--MA0002.2.RUNX1	chr16	4584024	4584034	-	0.000	0.000	Merged-chr16-4584045-35
NR4174--MA0684.1.RUNX3	chr17	34630398	34630407	-	0.000	0.000	Merged-chr17-34630470-19
NR4839--MA0002.2.RUNX1	chr19	42780004	42780014	+	0.000	0.000	Merged-chr19-42779863-69
NR7674--MA0002.2.RUNX1	chr6	72550911	72550921	+	0.000	0.000	Merged-chr6-72550842-35
NR6377--MA0684.1.RUNX3	chr4	32586620	32586629	-	0.000	0.000	Merged-chr4-32586769-18
NR6919--MA0684.1.RUNX3	chr5	21002894	21002903	+	0.000	0.000	Merged-chr5-21002908-38
NR5950--MA0511.2.RUNX2	chr3	89871231	89871239	-	0.000	0.000	Merged-chr3-89871193-44
NR9039--MA0684.1.RUNX3	chr9	31301275	31301284	+	0.000	0.000	Merged-chr9-31301307-111
NR1763--MA0002.2.RUNX1	chr11	119164546	119164556	-	0.000	0.000	Merged-chr11-119164536-11
NR4968--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR8070--MA0511.2.RUNX2	chr6	149307985	149307993	-	0.000	0.000	Merged-chr6-149307945-23
NR6105--MA0002.2.RUNX1	chr3	133339538	133339548	-	0.000	0.000	Merged-chr3-133339521-12
NR114--MA0511.2.RUNX2	chr1	37473509	37473517	+	0.000	0.000	Merged-chr1-37473461-33
NR6456--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR4110--MA0511.2.RUNX2	chr17	21463758	21463766	+	0.000	0.000	Merged-chr17-21463736-49
NR3695--MA0002.2.RUNX1	chr16	32177134	32177144	-	0.000	0.000	Merged-chr16-32177197-40
NR3966--MA0002.2.RUNX1	chr16	95999442	95999452	+	0.000	0.000	Merged-chr16-95999409-48
NR4091--MA0511.2.RUNX2	chr17	18718439	18718447	+	0.000	0.000	Merged-chr17-18718477-13
NR2126--MA0002.2.RUNX1	chr12	98800554	98800564	+	0.000	0.000	Merged-chr12-98800600-14
NR6757--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR1872--MA0002.2.RUNX1	chr12	32895345	32895355	+	0.000	0.000	Merged-chr12-32895351-16
NR1667--MA0002.2.RUNX1	chr11	99105183	99105193	+	0.000	0.000	Merged-chr11-99105109-62
NR8516--MA0511.2.RUNX2	chr7	143154070	143154078	+	0.000	0.000	Merged-chr7-143154031-30
NR4329--MA0002.2.RUNX1	chr17	71288303	71288313	+	0.000	0.000	Merged-chr17-71288308-17
NR1130--MA0684.1.RUNX3	chr10	82778326	82778335	+	0.000	0.000	Merged-chr10-82778212-17
NR8146--MA0002.2.RUNX1	chr7	28866079	28866089	+	0.000	0.000	Merged-chr7-28866044-60
NR4187--MA0684.1.RUNX3	chr17	35823076	35823085	-	0.000	0.000	Merged-chr17-35823208-57
NR6466--MA0002.2.RUNX1	chr4	57883715	57883725	+	0.000	0.000	Merged-chr4-57883873-2
NR6151--MA0511.2.RUNX2	chr3	142437065	142437073	+	0.000	0.000	Merged-chr3-142437047-18
NR5341--MA0002.2.RUNX1	chr2	127300933	127300943	-	0.000	0.000	Merged-chr2-127301003-17
NR8669--MA0002.2.RUNX1	chr8	46641424	46641434	+	0.000	0.000	Merged-chr8-46641508-48
NR1362--MA0002.2.RUNX1	chr11	6410349	6410359	+	0.000	0.000	Merged-chr11-6410402-18
NR4567--MA0684.1.RUNX3	chr18	54940565	54940574	+	0.000	0.000	Merged-chr18-54940674-40
NR4838--MA0684.1.RUNX3	chr19	41874495	41874504	+	0.000	0.000	Merged-chr19-41874574-30
NR8877--MA0511.2.RUNX2	chr8	116636191	116636199	-	0.000	0.000	Merged-chr8-116636119-54
NR507--MA0511.2.RUNX2	chr1	136685580	136685588	-	0.000	0.000	Merged-chr1-136685597-75
NR4898--MA0511.2.RUNX2	chr2	9689687	9689695	-	0.000	0.000	Merged-chr2-9689730-31
NR3965--MA0684.1.RUNX3	chr16	95984999	95985008	-	0.000	0.000	Merged-chr16-95985074-35
NR4010--MA0684.1.RUNX3	chr17	7889199	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR1471--MA0002.2.RUNX1	chr11	43767288	43767298	-	0.000	0.000	Merged-chr11-43767173-52
NR2125--MA0684.1.RUNX3	chr12	98800481	98800490	+	0.000	0.000	Merged-chr12-98800600-14
NR3773--MA0511.2.RUNX2	chr16	52064539	52064547	-	0.000	0.000	Merged-chr16-52064719-40
NR3674--MA0002.2.RUNX1	chr16	24826554	24826564	-	0.000	0.000	Merged-chr16-24826564-20
NR3945--MA0002.2.RUNX1	chr16	93552875	93552885	+	0.000	0.000	Merged-chr16-93552984-42
NR4328--MA0684.1.RUNX3	chr17	70986059	70986068	+	0.000	0.000	Merged-chr17-70986158-26
NR1789--MA0002.2.RUNX1	chr12	3823656	3823666	+	0.000	0.000	Merged-chr12-3823687-29
NR9171--MA0002.2.RUNX1	chr9	71616267	71616277	+	0.000	0.000	Merged-chr9-71616371-23
NR7910--MA0684.1.RUNX3	chr6	128836399	128836408	+	0.000	0.000	Merged-chr6-128836446-70
NR6687--MA0511.2.RUNX2	chr4	129365349	129365357	+	0.000	0.000	Merged-chr4-129365384-41
NR4136--MA0511.2.RUNX2	chr17	25867734	25867742	-	0.000	0.000	Merged-chr17-25867746-11
NR6194--MA0684.1.RUNX3	chr3	145538145	145538154	+	0.000	0.000	Merged-chr3-145538069-30
NR3802--MA0002.2.RUNX1	chr16	58718943	58718953	+	0.000	0.000	Merged-chr16-58718786-22
NR1646--MA0002.2.RUNX1	chr11	95666865	95666875	-	0.000	0.000	Merged-chr11-95666991-65
NR2357--MA0002.2.RUNX1	chr13	32966240	32966250	+	0.000	0.000	Merged-chr13-32966239-7
NR3660--MA0684.1.RUNX3	chr16	23264253	23264262	+	0.000	0.000	Merged-chr16-23264212-1
NR5192--MA0002.2.RUNX1	chr2	75825726	75825736	+	0.000	0.000	Merged-chr2-75825835-11
NR5463--MA0002.2.RUNX1	chr2	152359984	152359994	-	0.000	0.000	Merged-chr2-152360048-2
NR1898--MA0002.2.RUNX1	chr12	36931651	36931661	+	0.000	0.000	Merged-chr12-36931553-8
NR5986--MA0002.2.RUNX1	chr3	102724374	102724384	-	0.000	0.000	Merged-chr3-102724263-19
NR3164--MA0002.2.RUNX1	chr14	118673721	118673731	+	0.000	0.000	Merged-chr14-118673606-72
NR3706--MA0002.2.RUNX1	chr16	35747540	35747550	+	0.000	0.000	Merged-chr16-35747565-9
NR3021--MA0002.2.RUNX1	chr14	73290032	73290042	+	0.000	0.000	Merged-chr14-73290096-39
NR1070--MA0002.2.RUNX1	chr10	67503597	67503607	-	0.000	0.000	Merged-chr10-67503707-61
NR4669--MA0002.2.RUNX1	chr18	75377612	75377622	-	0.000	0.000	Merged-chr18-75377712-65
NR1963--MA0511.2.RUNX2	chr12	59021533	59021541	+	0.000	0.000	Merged-chr12-59021522-35
NR2118--MA0002.2.RUNX1	chr12	98269813	98269823	-	0.000	0.000	Merged-chr12-98269804-132
NR5780--MA0511.2.RUNX2	chr3	52555212	52555220	+	0.000	0.000	Merged-chr3-52555195-52
NR7903--MA0002.2.RUNX1	chr6	128007301	128007311	-	0.000	0.000	Merged-chr6-128007455-5
NR659--MA0684.1.RUNX3	chr1	172126798	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR4384--MA0684.1.RUNX3	chr17	86779459	86779468	+	0.000	0.000	Merged-chr17-86779381-46
NR5703--MA0511.2.RUNX2	chr3	36060288	36060296	-	0.000	0.000	Merged-chr3-36060425-51
NR6143--MA0511.2.RUNX2	chr3	142281331	142281339	+	0.000	0.000	Merged-chr3-142281213-32
NR5210--MA0684.1.RUNX3	chr2	79121032	79121041	-	0.000	0.000	Merged-chr2-79121079-51
NR4192--MA0511.2.RUNX2	chr17	36227190	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR5999--MA0002.2.RUNX1	chr3	104466686	104466696	+	0.000	0.000	Merged-chr3-104466607-13
NR5604--MA0002.2.RUNX1	chr3	9817239	9817249	-	0.000	0.000	Merged-chr3-9817216-3
NR1850--MA0684.1.RUNX3	chr12	21451579	21451588	+	0.000	0.000	Merged-chr12-21451589-67
NR3653--MA0002.2.RUNX1	chr16	22461876	22461886	+	0.000	0.000	Merged-chr16-22461951-26
NR3924--MA0002.2.RUNX1	chr16	91076468	91076478	-	0.000	0.000	Merged-chr16-91076341-10
NR6044--MA0002.2.RUNX1	chr3	116380635	116380645	-	0.000	0.000	Merged-chr3-116380638-41
NR9421--MA0002.2.RUNX1	chrX	11647196	11647206	-	0.000	0.000	Merged-chrX-11647127-35
NR5790--MA0002.2.RUNX1	chr3	55520723	55520733	+	0.000	0.000	Merged-chr3-55520679-39
NR7536--MA0002.2.RUNX1	chr6	38848073	38848083	+	0.000	0.000	Merged-chr6-38848269-41
NR3510--MA0002.2.RUNX1	chr15	88828460	88828470	+	0.000	0.000	Merged-chr15-88828677-52
NR940--MA0002.2.RUNX1	chr10	30716172	30716182	+	0.000	0.000	Merged-chr10-30716378-49
NR1502--MA0684.1.RUNX3	chr11	50371494	50371503	+	0.000	0.000	Merged-chr11-50371605-32
NR1354--MA0002.2.RUNX1	chr11	4135370	4135380	+	0.000	0.000	Merged-chr11-4135322-68
NR3491--MA0002.2.RUNX1	chr15	80572480	80572490	+	0.000	0.000	Merged-chr15-80572443-63
NR3705--MA0684.1.RUNX3	chr16	35741828	35741837	-	0.000	0.000	Merged-chr16-35741769-10
NR3762--MA0002.2.RUNX1	chr16	49818780	49818790	-	0.000	0.000	Merged-chr16-49818889-55
NR3557--MA0002.2.RUNX1	chr15	97821390	97821400	-	0.000	0.000	Merged-chr15-97821564-50
NR7916--MA0002.2.RUNX1	chr6	129284635	129284645	-	0.000	0.000	Merged-chr6-129284661-64
NR4668--MA0684.1.RUNX3	chr18	75374181	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR1734--MA0002.2.RUNX1	chr11	117872034	117872044	+	0.000	0.000	Merged-chr11-117872185-83
NR7231--MA0002.2.RUNX1	chr5	106677005	106677015	-	0.000	0.000	Merged-chr5-106676986-37
NR7897--MA0002.2.RUNX1	chr6	127434325	127434335	+	0.000	0.000	Merged-chr6-127434285-47
NR5280--MA0002.2.RUNX1	chr2	104177500	104177510	+	0.000	0.000	Merged-chr2-104177493-61
NR5346--MA0002.2.RUNX1	chr2	128153202	128153212	+	0.000	0.000	Merged-chr2-128153146-97
NR3871--MA0002.2.RUNX1	chr16	78546726	78546736	-	0.000	0.000	Merged-chr16-78546881-68
NR3937--MA0002.2.RUNX1	chr16	92621220	92621230	-	0.000	0.000	Merged-chr16-92621073-48
NR1115--MA0002.2.RUNX1	chr10	78078452	78078462	+	0.000	0.000	Merged-chr10-78078448-32
NR608--MA0511.2.RUNX2	chr1	162740461	162740469	+	0.000	0.000	Merged-chr1-162740242-97
NR3400--MA0684.1.RUNX3	chr15	59646504	59646513	-	0.000	0.000	Merged-chr15-59646557-26
NR2226--MA0684.1.RUNX3	chr12	118255872	118255881	+	0.000	0.000	Merged-chr12-118255780-45
NR7611--MA0002.2.RUNX1	chr6	57581153	57581163	-	0.000	0.000	Merged-chr6-57581328-81
NR2349--MA0002.2.RUNX1	chr13	30933106	30933116	+	0.000	0.000	Merged-chr13-30933157-53
NR5455--MA0002.2.RUNX1	chr2	150307354	150307364	-	0.000	0.000	Merged-chr2-150307166-50
NR6314--MA0684.1.RUNX3	chr4	11492628	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR810--MA0002.2.RUNX1	chr10	7470402	7470412	-	0.000	0.000	Merged-chr10-7470291-37
NR8117--MA0002.2.RUNX1	chr7	19404180	19404190	+	0.000	0.000	Merged-chr7-19404013-49
NR9543--MA0002.2.RUNX1	chrX	107089453	107089463	+	0.000	0.000	Merged-chrX-107089157-98
NR8739--MA0511.2.RUNX2	chr8	77534646	77534654	+	0.000	0.000	Merged-chr8-77534912-51
NR7929--MA0002.2.RUNX1	chr6	130387068	130387078	-	0.000	0.000	Merged-chr6-130387166-57
NR8517--MA0684.1.RUNX3	chr7	143154070	143154079	+	0.000	0.000	Merged-chr7-143154031-30
NR4237--MA0511.2.RUNX2	chr17	52125415	52125423	-	0.000	0.000	Merged-chr17-52125389-32
NR2286--MA0511.2.RUNX2	chr13	12507639	12507647	+	0.000	0.000	Merged-chr13-12507577-43
NR1353--MA0684.1.RUNX3	chr11	3371445	3371454	-	0.000	0.000	Merged-chr11-3371528-30
NR1681--MA0002.2.RUNX1	chr11	103375407	103375417	+	0.000	0.000	Merged-chr11-103375376-18
NR2187--MA0002.2.RUNX1	chr12	115386676	115386686	+	0.000	0.000	Merged-chr12-115386807-38
NR1161--MA0511.2.RUNX2	chr10	88420839	88420847	-	0.000	0.000	Merged-chr10-88420922-64
NR7515--MA0002.2.RUNX1	chr6	34277855	34277865	-	0.000	0.000	Merged-chr6-34277890-22
NR4267--MA0684.1.RUNX3	chr17	62246893	62246902	-	0.000	0.000	Merged-chr17-62246918-5
NR1999--MA0002.2.RUNX1	chr12	73593511	73593521	-	0.000	0.000	Merged-chr12-73593577-88
NR9381--MA0002.2.RUNX1	chr9	116369242	116369252	+	0.000	0.000	Merged-chr9-116369265-54
NR5421--MA0002.2.RUNX1	chr2	143063121	143063131	+	0.000	0.000	Merged-chr2-143063164-73
NR8478--MA0002.2.RUNX1	chr7	132226872	132226882	-	0.000	0.000	Merged-chr7-132226896-31
NR3807--MA0002.2.RUNX1	chr16	59517567	59517577	-	0.000	0.000	Merged-chr16-59517652-60
NR2173--MA0684.1.RUNX3	chr12	114615864	114615873	+	0.000	0.000	Merged-chr12-114615725-85
NR1856--MA0002.2.RUNX1	chr12	26057915	26057925	-	0.000	0.000	Merged-chr12-26057851-43
NR5550--MA0684.1.RUNX3	chr2	173455382	173455391	-	0.000	0.000	Merged-chr2-173455329-43
NR6278--MA0511.2.RUNX2	chr4	7207179	7207187	+	0.000	0.000	Merged-chr4-7207158-12
NR3665--MA0684.1.RUNX3	chr16	23838335	23838344	-	0.000	0.000	Merged-chr16-23838386-46
NR3936--MA0684.1.RUNX3	chr16	92038190	92038199	+	0.000	0.000	Merged-chr16-92038114-2
NR6327--MA0684.1.RUNX3	chr4	15986589	15986598	+	0.000	0.000	Merged-chr4-15986540-43
NR1442--MA0002.2.RUNX1	chr11	30182768	30182778	-	0.000	0.000	Merged-chr11-30182963-54
NR3744--MA0511.2.RUNX2	chr16	45224875	45224883	-	0.000	0.000	Merged-chr16-45224800-5
NR1694--MA0002.2.RUNX1	chr11	106961728	106961738	-	0.000	0.000	Merged-chr11-106961822-47
NR6036--MA0002.2.RUNX1	chr3	115815790	115815800	-	0.000	0.000	Merged-chr3-115815828-66
NR9413--MA0002.2.RUNX1	chr9	124068589	124068599	+	0.000	0.000	Merged-chr9-124068612-53
NR3502--MA0002.2.RUNX1	chr15	84212294	84212304	-	0.000	0.000	Merged-chr15-84212289-37
NR9542--MA0684.1.RUNX3	chrX	106704764	106704773	-	0.000	0.000	Merged-chrX-106704745-40
NR1075--MA0002.2.RUNX1	chr10	68147063	68147073	-	0.000	0.000	Merged-chr10-68147068-31
NR5804--MA0511.2.RUNX2	chr3	59101877	59101885	-	0.000	0.000	Merged-chr3-59101725-81
NR9394--MA0002.2.RUNX1	chr9	119744240	119744250	+	0.000	0.000	Merged-chr9-119744132-67
NR3853--MA0511.2.RUNX2	chr16	75984027	75984035	-	0.000	0.000	Merged-chr16-75984013-36
NR8368--MA0684.1.RUNX3	chr7	99536408	99536417	+	0.000	0.000	Merged-chr7-99536356-6
NR1203--MA0002.2.RUNX1	chr10	96357142	96357152	-	0.000	0.000	Merged-chr10-96357351-35
NR1869--MA0002.2.RUNX1	chr12	32285223	32285233	+	0.000	0.000	Merged-chr12-32285209-18
NR9251--MA0002.2.RUNX1	chr9	88718239	88718249	+	0.000	0.000	Merged-chr9-88718244-37
NR6496--MA0511.2.RUNX2	chr4	62757066	62757074	-	0.000	0.000	Merged-chr4-62756958-63
NR3949--MA0684.1.RUNX3	chr16	93585975	93585984	-	0.000	0.000	Merged-chr16-93586026-137
NR2881--MA0002.2.RUNX1	chr14	27405575	27405585	+	0.000	0.000	Merged-chr14-27405576-56
NR1855--MA0684.1.RUNX3	chr12	25784513	25784522	+	0.000	0.000	Merged-chr12-25784585-45
NR3929--MA0002.2.RUNX1	chr16	91553923	91553933	-	0.000	0.000	Merged-chr16-91553850-20
