#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2580--MA0002.2.RUNX1	chr13	23621730	23621740	-	0.000	0.000	Merged-chr13-23621734-164
NR10253--MA0511.2.RUNX2	chrX	167318995	167319003	-	0.000	0.000	Merged-chrX-167319032-24
NR3234--MA0684.1.RUNX3	chr14	75045425	75045434	+	0.000	0.000	Merged-chr14-75045381-29
NR9397--MA0684.1.RUNX3	chr8	110939463	110939472	+	0.000	0.000	Merged-chr8-110939286-87
NR9939--MA0684.1.RUNX3	chr9	108146614	108146623	-	0.000	0.000	Merged-chr9-108146589-26
NR9476--MA0511.2.RUNX2	chr8	122565095	122565103	+	0.000	0.000	Merged-chr8-122564920-4
NR4805--MA0511.2.RUNX2	chr18	56547183	56547191	-	0.000	0.000	Merged-chr18-56547142-34
NR6863--MA0684.1.RUNX3	chr4	63668486	63668495	-	0.000	0.000	Merged-chr4-63668506-36
NR8080--MA0511.2.RUNX2	chr6	83096108	83096116	+	0.000	0.000	Merged-chr6-83096074-55
NR600--MA0511.2.RUNX2	chr1	171939569	171939577	+	0.000	0.000	Merged-chr1-171939454-57
NR4435--MA0002.2.RUNX1	chr17	47221173	47221183	+	0.000	0.000	Merged-chr17-47221287-27
NR3138--MA0684.1.RUNX3	chr14	57730111	57730120	+	0.000	0.000	Merged-chr14-57729995-40
NR8523--MA0002.2.RUNX1	chr7	24457834	24457844	-	0.000	0.000	Merged-chr7-24457903-49
NR7226--MA0684.1.RUNX3	chr4	150117478	150117487	-	0.000	0.000	Merged-chr4-150117497-12
NR2612--MA0002.2.RUNX1	chr13	37403901	37403911	-	0.000	0.000	Merged-chr13-37403815-12
NR6972--MA0684.1.RUNX3	chr4	103121175	103121184	-	0.000	0.000	Merged-chr4-103121172-6
NR819--MA0002.2.RUNX1	chr10	10307520	10307530	+	0.000	0.000	Merged-chr10-10307543-35
NR9429--MA0684.1.RUNX3	chr8	116636099	116636108	+	0.000	0.000	Merged-chr8-116636119-54
NR899--MA0511.2.RUNX2	chr10	22714805	22714813	+	0.000	0.000	Merged-chr10-22714818-39
NR2388--MA0002.2.RUNX1	chr12	112976384	112976394	-	0.000	0.000	Merged-chr12-112976486-72
NR6353--MA0684.1.RUNX3	chr3	89871230	89871239	-	0.000	0.000	Merged-chr3-89871193-44
NR405--MA0002.2.RUNX1	chr1	135268209	135268219	-	0.000	0.000	Merged-chr1-135268339-27
NR7828--MA0511.2.RUNX2	chr5	144221511	144221519	+	0.000	0.000	Merged-chr5-144221643-44
NR8427--MA0002.2.RUNX1	chr6	145417485	145417495	+	0.000	0.000	Merged-chr6-145417723-108
NR485--MA0511.2.RUNX2	chr1	155836303	155836311	-	0.000	0.000	Merged-chr1-155836180-11
NR2788--MA0684.1.RUNX3	chr13	89154693	89154702	+	0.000	0.000	Merged-chr13-89154777-2
NR4801--MA0684.1.RUNX3	chr18	56436016	56436025	+	0.000	0.000	Merged-chr18-56435913-30
NR6333--MA0002.2.RUNX1	chr3	88452427	88452437	-	0.000	0.000	Merged-chr3-88452451-33
NR4382--MA0002.2.RUNX1	chr17	35526816	35526826	+	0.000	0.000	Merged-chr17-35526917-14
NR4653--MA0002.2.RUNX1	chr18	5287993	5288003	+	0.000	0.000	Merged-chr18-5288103-12
NR613--MA0511.2.RUNX2	chr1	173432708	173432716	-	0.000	0.000	Merged-chr1-173432561-56
NR4177--MA0002.2.RUNX1	chr16	95999442	95999452	+	0.000	0.000	Merged-chr16-95999409-48
NR9710--MA0002.2.RUNX1	chr9	61965790	61965800	-	0.000	0.000	Merged-chr9-61965647-41
NR8906--MA0511.2.RUNX2	chr7	117394184	117394192	+	0.000	0.000	Merged-chr7-117394201-50
NR3356--MA0684.1.RUNX3	chr14	118929931	118929940	+	0.000	0.000	Merged-chr14-118930023-62
NR6733--MA0684.1.RUNX3	chr4	11507353	11507362	-	0.000	0.000	Merged-chr4-11507334-14
NR309--MA0002.2.RUNX1	chr1	98130231	98130241	+	0.000	0.000	Merged-chr1-98130284-39
NR7239--MA0684.1.RUNX3	chr4	150566267	150566276	+	0.000	0.000	Merged-chr4-150566221-49
NR4305--MA0002.2.RUNX1	chr17	24687234	24687244	+	0.000	0.000	Merged-chr17-24687301-48
NR2354--MA0002.2.RUNX1	chr12	110759165	110759175	-	0.000	0.000	Merged-chr12-110759192-38
NR9598--MA0511.2.RUNX2	chr9	31301275	31301283	+	0.000	0.000	Merged-chr9-31301307-111
NR5731--MA0002.2.RUNX1	chr2	116894059	116894069	-	0.000	0.000	Merged-chr2-116894094-31
NR495--MA0002.2.RUNX1	chr1	157017731	157017741	+	0.000	0.000	Merged-chr1-157017698-32
NR8788--MA0002.2.RUNX1	chr7	98805017	98805027	-	0.000	0.000	Merged-chr7-98805003-10
NR6171--MA0002.2.RUNX1	chr3	21965700	21965710	-	0.000	0.000	Merged-chr3-21965803-23
NR5638--MA0511.2.RUNX2	chr2	80684883	80684891	+	0.000	0.000	Merged-chr2-80684823-58
NR2754--MA0684.1.RUNX3	chr13	76681515	76681524	-	0.000	0.000	Merged-chr13-76681414-15
NR2211--MA0002.2.RUNX1	chr12	84926739	84926749	+	0.000	0.000	Merged-chr12-84926670-1
NR1136--MA0511.2.RUNX2	chr10	77583830	77583838	+	0.000	0.000	Merged-chr10-77583883-9
NR9184--MA0511.2.RUNX2	chr8	27023845	27023853	-	0.000	0.000	Merged-chr8-27023676-72
NR7219--MA0002.2.RUNX1	chr4	149542145	149542155	-	0.000	0.000	Merged-chr4-149542129-26
NR10057--MA0684.1.RUNX3	chr9	122188844	122188853	+	0.000	0.000	Merged-chr9-122188885-48
NR147--MA0002.2.RUNX1	chr1	60777109	60777119	+	0.000	0.000	Merged-chr1-60777260-88
NR8916--MA0002.2.RUNX1	chr7	118120008	118120018	-	0.000	0.000	Merged-chr7-118120096-37
NR6694--MA0002.2.RUNX1	chr3	157803385	157803395	+	0.000	0.000	Merged-chr3-157803404-34
NR4020--MA0684.1.RUNX3	chr16	55754620	55754629	+	0.000	0.000	Merged-chr16-55754578-52
NR4143--MA0002.2.RUNX1	chr16	93747488	93747498	+	0.000	0.000	Merged-chr16-93747513-18
NR8996--MA0511.2.RUNX2	chr7	128158910	128158918	-	0.000	0.000	Merged-chr7-128158931-27
NR5397--MA0684.1.RUNX3	chr2	18952328	18952337	+	0.000	0.000	Merged-chr2-18952458-63
NR6650--MA0511.2.RUNX2	chr3	146152625	146152633	-	0.000	0.000	Merged-chr3-146152558-21
NR69--MA0002.2.RUNX1	chr1	40290640	40290650	+	0.000	0.000	Merged-chr1-40290751-7
NR8231--MA0002.2.RUNX1	chr6	120264458	120264468	+	0.000	0.000	Merged-chr6-120264409-18
NR6346--MA0002.2.RUNX1	chr3	89231525	89231535	+	0.000	0.000	Merged-chr3-89231593-29
NR4395--MA0002.2.RUNX1	chr17	36431686	36431696	-	0.000	0.000	Merged-chr17-36431610-7
NR4000--MA0002.2.RUNX1	chr16	49847701	49847711	+	0.000	0.000	Merged-chr16-49847728-11
NR2671--MA0511.2.RUNX2	chr13	51638885	51638893	+	0.000	0.000	Merged-chr13-51638880-34
NR2942--MA0511.2.RUNX2	chr13	113104953	113104961	-	0.000	0.000	Merged-chr13-113104978-22
NR256--MA0002.2.RUNX1	chr1	87607792	87607802	-	0.000	0.000	Merged-chr1-87607643-76
NR1590--MA0002.2.RUNX1	chr11	53795063	53795073	-	0.000	0.000	Merged-chr11-53795155-60
NR4318--MA0002.2.RUNX1	chr17	26532893	26532903	-	0.000	0.000	Merged-chr17-26532798-20
NR6554--MA0511.2.RUNX2	chr3	132873409	132873417	+	0.000	0.000	Merged-chr3-132873317-15
NR8949--MA0684.1.RUNX3	chr7	123397679	123397688	+	0.000	0.000	Merged-chr7-123397563-15
NR113--MA0002.2.RUNX1	chr1	54647515	54647525	+	0.000	0.000	Merged-chr1-54647549-11
NR4652--MA0684.1.RUNX3	chr18	4304983	4304992	-	0.000	0.000	Merged-chr18-4305032-14
NR8691--MA0511.2.RUNX2	chr7	75600614	75600622	+	0.000	0.000	Merged-chr7-75600674-52
NR8863--MA0002.2.RUNX1	chr7	110204424	110204434	+	0.000	0.000	Merged-chr7-110204373-3
NR636--MA0002.2.RUNX1	chr1	178218440	178218450	+	0.000	0.000	Merged-chr1-178218511-16
NR907--MA0002.2.RUNX1	chr10	24593302	24593312	+	0.000	0.000	Merged-chr10-24593223-5
NR116--MA0511.2.RUNX2	chr1	54871549	54871557	+	0.000	0.000	Merged-chr1-54871447-51
NR6712--MA0684.1.RUNX3	chr4	7207179	7207188	+	0.000	0.000	Merged-chr4-7207158-12
NR4490--MA0684.1.RUNX3	chr17	57286936	57286945	-	0.000	0.000	Merged-chr17-57286889-25
NR4285--MA0684.1.RUNX3	chr17	21477978	21477987	-	0.000	0.000	Merged-chr17-21477863-62
NR9670--MA0002.2.RUNX1	chr9	53773791	53773801	+	0.000	0.000	Merged-chr9-53773717-9
NR844--MA0511.2.RUNX2	chr10	18892345	18892353	+	0.000	0.000	Merged-chr10-18892324-9
NR4013--MA0002.2.RUNX1	chr16	52036520	52036530	+	0.000	0.000	Merged-chr16-52036544-1
NR2999--MA0002.2.RUNX1	chr14	16173513	16173523	-	0.000	0.000	Merged-chr14-16173543-50
NR8915--MA0684.1.RUNX3	chr7	118113648	118113657	+	0.000	0.000	Merged-chr7-118113743-35
NR8101--MA0002.2.RUNX1	chr6	86570876	86570886	+	0.000	0.000	Merged-chr6-86570900-55
NR9084--MA0684.1.RUNX3	chr7	140981898	140981907	+	0.000	0.000	Merged-chr7-140982058-21
NR4142--MA0684.1.RUNX3	chr16	93552876	93552885	-	0.000	0.000	Merged-chr16-93552984-42
NR6421--MA0002.2.RUNX1	chr3	102724062	102724072	-	0.000	0.000	Merged-chr3-102724263-19
NR1874--MA0002.2.RUNX1	chr11	102295406	102295416	-	0.000	0.000	Merged-chr11-102295518-39
NR68--MA0684.1.RUNX3	chr1	40268785	40268794	-	0.000	0.000	Merged-chr1-40268723-25
NR8723--MA0511.2.RUNX2	chr7	80919434	80919442	+	0.000	0.000	Merged-chr7-80919490-53
NR3239--MA0684.1.RUNX3	chr14	75068999	75069008	-	0.000	0.000	Merged-chr14-75068888-3
NR10036--MA0684.1.RUNX3	chr9	120030056	120030065	-	0.000	0.000	Merged-chr9-120030028-3
NR1460--MA0002.2.RUNX1	chr11	11719998	11720008	+	0.000	0.000	Merged-chr11-11719997-29
NR4936--MA0684.1.RUNX3	chr18	79079911	79079920	+	0.000	0.000	Merged-chr18-79080001-30
NR7056--MA0684.1.RUNX3	chr4	124695932	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR953--MA0511.2.RUNX2	chr10	39469531	39469539	-	0.000	0.000	Merged-chr10-39469542-68
NR3047--MA0511.2.RUNX2	chr14	27045264	27045272	+	0.000	0.000	Merged-chr14-27045220-26
NR6900--MA0511.2.RUNX2	chr4	88088944	88088952	-	0.000	0.000	Merged-chr4-88088936-18
NR2237--MA0002.2.RUNX1	chr12	91766426	91766436	+	0.000	0.000	Merged-chr12-91766628-19
NR6597--MA0684.1.RUNX3	chr3	137800415	137800424	+	0.000	0.000	Merged-chr3-137800561-20
NR4251--MA0684.1.RUNX3	chr17	12768859	12768868	+	0.000	0.000	Merged-chr17-12768899-10
NR2366--MA0684.1.RUNX3	chr12	111180724	111180733	-	0.000	0.000	Merged-chr12-111180785-12
NR6881--MA0511.2.RUNX2	chr4	82513409	82513417	-	0.000	0.000	Merged-chr4-82513258-36
NR10096--MA0511.2.RUNX2	chrX	8090521	8090529	+	0.000	0.000	Merged-chrX-8090541-41
NR2694--MA0002.2.RUNX1	chr13	55199907	55199917	+	0.000	0.000	Merged-chr13-55199787-10
NR8191--MA0002.2.RUNX1	chr6	114461674	114461684	-	0.000	0.000	Merged-chr6-114461784-1
NR10145--MA0684.1.RUNX3	chrX	52760335	52760344	+	0.000	0.000	Merged-chrX-52760494-47
NR2650--MA0511.2.RUNX2	chr13	45455949	45455957	+	0.000	0.000	Merged-chr13-45455779-40
NR1840--MA0002.2.RUNX1	chr11	98942639	98942649	+	0.000	0.000	Merged-chr11-98942713-4
NR2280--MA0002.2.RUNX1	chr12	99610533	99610543	+	0.000	0.000	Merged-chr12-99610571-42
NR9239--MA0002.2.RUNX1	chr8	57417010	57417020	+	0.000	0.000	Merged-chr8-57416909-32
NR2346--MA0002.2.RUNX1	chr12	108646430	108646440	-	0.000	0.000	Merged-chr12-108646363-75
NR4582--MA0511.2.RUNX2	chr17	83816589	83816597	+	0.000	0.000	Merged-chr17-83816542-35
NR8985--MA0002.2.RUNX1	chr7	127144624	127144634	+	0.000	0.000	Merged-chr7-127144596-50
NR8114--MA0002.2.RUNX1	chr6	87541295	87541305	-	0.000	0.000	Merged-chr6-87541310-26
NR9097--MA0684.1.RUNX3	chr7	141344959	141344968	-	0.000	0.000	Merged-chr7-141345038-25
NR4631--MA0684.1.RUNX3	chr17	87572934	87572943	+	0.000	0.000	Merged-chr17-87572921-1
NR6434--MA0002.2.RUNX1	chr3	104466686	104466696	+	0.000	0.000	Merged-chr3-104466607-13
NR9540--MA0002.2.RUNX1	chr8	127655682	127655692	+	0.000	0.000	Merged-chr8-127655779-25
NR4549--MA0002.2.RUNX1	chr17	73893461	73893471	+	0.000	0.000	Merged-chr17-73893477-27
NR5137--MA0684.1.RUNX3	chr19	29454390	29454399	+	0.000	0.000	Merged-chr19-29454284-53
NR344--MA0002.2.RUNX1	chr1	125441362	125441372	+	0.000	0.000	Merged-chr1-125441635-68
NR10049--MA0684.1.RUNX3	chr9	121757622	121757631	-	0.000	0.000	Merged-chr9-121757681-27
NR8366--MA0002.2.RUNX1	chr6	137825165	137825175	+	0.000	0.000	Merged-chr6-137825145-19
NR2825--MA0511.2.RUNX2	chr13	95892234	95892242	+	0.000	0.000	Merged-chr13-95891948-150
NR8637--MA0002.2.RUNX1	chr7	63984436	63984446	+	0.000	0.000	Merged-chr7-63984461-22
NR2603--MA0684.1.RUNX3	chr13	33072026	33072035	-	0.000	0.000	Merged-chr13-33072044-31
NR2184--MA0002.2.RUNX1	chr12	79612932	79612942	+	0.000	0.000	Merged-chr12-79612957-24
NR2726--MA0002.2.RUNX1	chr13	63411078	63411088	+	0.000	0.000	Merged-chr13-63411317-71
NR1158--MA0684.1.RUNX3	chr10	80270197	80270206	-	0.000	0.000	Merged-chr10-80270188-4
NR8223--MA0002.2.RUNX1	chr6	119408839	119408849	+	0.000	0.000	Merged-chr6-119408748-28
NR6814--MA0002.2.RUNX1	chr4	46560439	46560449	+	0.000	0.000	Merged-chr4-46560470-31
NR6467--MA0684.1.RUNX3	chr3	114889914	114889923	+	0.000	0.000	Merged-chr3-114889987-14
NR5054--MA0511.2.RUNX2	chr19	8984577	8984585	-	0.000	0.000	Merged-chr19-8984601-50
NR4121--MA0684.1.RUNX3	chr16	91964736	91964745	+	0.000	0.000	Merged-chr16-91964745-42
NR1582--MA0002.2.RUNX1	chr11	51932018	51932028	-	0.000	0.000	Merged-chr11-51931974-36
NR1853--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR2236--MA0684.1.RUNX3	chr12	91765685	91765694	+	0.000	0.000	Merged-chr12-91765630-19
NR6275--MA0511.2.RUNX2	chr3	65537572	65537580	-	0.000	0.000	Merged-chr3-65537527-21
NR377--MA0684.1.RUNX3	chr1	131446757	131446766	-	0.000	0.000	Merged-chr1-131446788-25
NR4200--MA0511.2.RUNX2	chr17	3521570	3521578	+	0.000	0.000	Merged-chr17-3521498-21
NR919--MA0684.1.RUNX3	chr10	26799660	26799669	+	0.000	0.000	Merged-chr10-26799592-100
NR8061--MA0002.2.RUNX1	chr6	70831385	70831395	-	0.000	0.000	Merged-chr6-70831450-1
NR8683--MA0511.2.RUNX2	chr7	75586207	75586215	-	0.000	0.000	Merged-chr7-75586314-49
NR9109--MA0002.2.RUNX1	chr7	143154070	143154080	-	0.000	0.000	Merged-chr7-143154031-30
NR8190--MA0684.1.RUNX3	chr6	113681491	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR4452--MA0511.2.RUNX2	chr17	50729826	50729834	-	0.000	0.000	Merged-chr17-50729760-39
NR6781--MA0684.1.RUNX3	chr4	41652231	41652240	-	0.000	0.000	Merged-chr4-41652381-11
NR4896--MA0684.1.RUNX3	chr18	70572506	70572515	-	0.000	0.000	Merged-chr18-70572603-19
NR1962--MA0002.2.RUNX1	chr11	113334655	113334665	-	0.000	0.000	Merged-chr11-113334838-19
NR8540--MA0511.2.RUNX2	chr7	27357789	27357797	+	0.000	0.000	Merged-chr7-27357694-29
NR8335--MA0511.2.RUNX2	chr6	130538634	130538642	+	0.000	0.000	Merged-chr6-130538609-12
NR10075--MA0511.2.RUNX2	chr9	123938145	123938153	-	0.000	0.000	Merged-chr9-123938225-36
NR4753--MA0684.1.RUNX3	chr18	39137637	39137646	-	0.000	0.000	Merged-chr18-39137711-66
NR6285--MA0002.2.RUNX1	chr3	68789751	68789761	-	0.000	0.000	Merged-chr3-68789660-34
NR4819--MA0684.1.RUNX3	chr18	60481245	60481254	-	0.000	0.000	Merged-chr18-60481199-20
NR4876--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR4832--MA0511.2.RUNX2	chr18	62164364	62164372	-	0.000	0.000	Merged-chr18-62164450-51
NR4356--MA0511.2.RUNX2	chr17	30363571	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR409--MA0684.1.RUNX3	chr1	135268271	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR3480--MA0002.2.RUNX1	chr15	36496792	36496802	-	0.000	0.000	Merged-chr15-36496712-52
NR1028--MA0684.1.RUNX3	chr10	59901160	59901169	+	0.000	0.000	Merged-chr10-59901079-2
NR5067--MA0511.2.RUNX2	chr19	10830054	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR1200--MA0002.2.RUNX1	chr10	88551162	88551172	-	0.000	0.000	Merged-chr10-88551161-11
NR8173--MA0511.2.RUNX2	chr6	108630934	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR1107--MA0511.2.RUNX2	chr10	75282835	75282843	+	0.000	0.000	Merged-chr10-75282925-47
NR3880--MA0684.1.RUNX3	chr16	26668077	26668086	-	0.000	0.000	Merged-chr16-26667963-36
NR4213--MA0511.2.RUNX2	chr17	6008219	6008227	-	0.000	0.000	Merged-chr17-6008372-53
NR4879--MA0511.2.RUNX2	chr18	68927255	68927263	-	0.000	0.000	Merged-chr18-68927150-24
NR6542--MA0684.1.RUNX3	chr3	131157634	131157643	-	0.000	0.000	Merged-chr3-131157614-46
NR10028--MA0684.1.RUNX3	chr9	119744091	119744100	+	0.000	0.000	Merged-chr9-119744132-67
NR4862--MA0684.1.RUNX3	chr18	65691625	65691634	+	0.000	0.000	Merged-chr18-65691617-34
NR9599--MA0684.1.RUNX3	chr9	31301275	31301284	+	0.000	0.000	Merged-chr9-31301307-111
NR1452--MA0002.2.RUNX1	chr11	10276427	10276437	+	0.000	0.000	Merged-chr11-10276392-45
NR1723--MA0002.2.RUNX1	chr11	80075891	80075901	-	0.000	0.000	Merged-chr11-80075792-15
NR674--MA0511.2.RUNX2	chr1	181860901	181860909	-	0.000	0.000	Merged-chr1-181860828-54
NR8301--MA0511.2.RUNX2	chr6	128769642	128769650	+	0.000	0.000	Merged-chr6-128769715-5
NR4114--MA0002.2.RUNX1	chr16	91789929	91789939	-	0.000	0.000	Merged-chr16-91789935-50
NR3039--MA0511.2.RUNX2	chr14	25534438	25534446	-	0.000	0.000	Merged-chr14-25534315-15
NR2229--MA0002.2.RUNX1	chr12	87470305	87470315	+	0.000	0.000	Merged-chr12-87470490-42
NR6794--MA0684.1.RUNX3	chr4	44962510	44962519	+	0.000	0.000	Merged-chr4-44962580-14
NR4243--MA0684.1.RUNX3	chr17	12165580	12165589	+	0.000	0.000	Merged-chr17-12165459-54
NR6046--MA0002.2.RUNX1	chr2	167368449	167368459	+	0.000	0.000	Merged-chr2-167368562-3
NR2292--MA0684.1.RUNX3	chr12	100890846	100890855	+	0.000	0.000	Merged-chr12-100890798-28
NR4095--MA0002.2.RUNX1	chr16	89986206	89986216	-	0.000	0.000	Merged-chr16-89986478-112
NR10088--MA0511.2.RUNX2	chrX	7618418	7618426	+	0.000	0.000	Merged-chrX-7618327-48
NR5792--MA0002.2.RUNX1	chr2	128153202	128153212	+	0.000	0.000	Merged-chr2-128153146-97
NR6446--MA0684.1.RUNX3	chr3	108061524	108061533	+	0.000	0.000	Merged-chr3-108061628-33
NR849--MA0511.2.RUNX2	chr10	18917547	18917555	+	0.000	0.000	Merged-chr10-18917466-61
NR1690--MA0684.1.RUNX3	chr11	76770773	76770782	+	0.000	0.000	Merged-chr11-76770779-7
NR8649--MA0684.1.RUNX3	chr7	64090234	64090243	-	0.000	0.000	Merged-chr7-64090173-26
NR8106--MA0002.2.RUNX1	chr6	86849016	86849026	-	0.000	0.000	Merged-chr6-86849148-101
NR6155--MA0002.2.RUNX1	chr3	9867510	9867520	-	0.000	0.000	Merged-chr3-9867662-24
NR2196--MA0684.1.RUNX3	chr12	82268112	82268121	-	0.000	0.000	Merged-chr12-82268056-22
NR6982--MA0511.2.RUNX2	chr4	107210270	107210278	-	0.000	0.000	Merged-chr4-107210545-62
NR9803--MA0002.2.RUNX1	chr9	80820290	80820300	-	0.000	0.000	Merged-chr9-80820177-30
NR8711--MA0684.1.RUNX3	chr7	79423061	79423070	-	0.000	0.000	Merged-chr7-79423104-20
NR879--MA0684.1.RUNX3	chr10	21204900	21204909	+	0.000	0.000	Merged-chr10-21204743-52
NR4226--MA0511.2.RUNX2	chr17	7147972	7147980	+	0.000	0.000	Merged-chr17-7148067-30
NR2546--MA0511.2.RUNX2	chr13	19219834	19219842	+	0.000	0.000	Merged-chr13-19219739-41
NR6012--MA0002.2.RUNX1	chr2	164360609	164360619	+	0.000	0.000	Merged-chr2-164360506-23
NR5208--MA0511.2.RUNX2	chr19	41566983	41566991	-	0.000	0.000	Merged-chr19-41566942-22
NR2176--MA0002.2.RUNX1	chr12	77074876	77074886	+	0.000	0.000	Merged-chr12-77074794-6
NR8692--MA0684.1.RUNX3	chr7	75600614	75600623	+	0.000	0.000	Merged-chr7-75600674-52
NR2447--MA0002.2.RUNX1	chr12	115861846	115861856	+	0.000	0.000	Merged-chr12-115861982-39
NR4478--MA0511.2.RUNX2	chr17	56289436	56289444	+	0.000	0.000	Merged-chr17-56289493-28
NR6412--MA0684.1.RUNX3	chr3	101274923	101274932	-	0.000	0.000	Merged-chr3-101274930-55
NR6264--MA0002.2.RUNX1	chr3	60408794	60408804	-	0.000	0.000	Merged-chr3-60408838-69
NR273--MA0511.2.RUNX2	chr1	91049441	91049449	+	0.000	0.000	Merged-chr1-91049511-13
NR9912--MA0002.2.RUNX1	chr9	105483254	105483264	-	0.000	0.000	Merged-chr9-105483179-11
NR2699--MA0002.2.RUNX1	chr13	55405693	55405703	+	0.000	0.000	Merged-chr13-55405739-52
NR322--MA0684.1.RUNX3	chr1	106152017	106152026	-	0.000	0.000	Merged-chr1-106152101-46
NR8615--MA0684.1.RUNX3	chr7	47094106	47094115	-	0.000	0.000	Merged-chr7-47094137-9
NR8738--MA0002.2.RUNX1	chr7	84681830	84681840	-	0.000	0.000	Merged-chr7-84681796-26
NR1574--MA0002.2.RUNX1	chr11	50213201	50213211	+	0.000	0.000	Merged-chr11-50213336-46
NR2433--MA0684.1.RUNX3	chr12	115359154	115359163	+	0.000	0.000	Merged-chr12-115359237-46
NR6809--MA0511.2.RUNX2	chr4	46442684	46442692	-	0.000	0.000	Merged-chr4-46442731-25
NR6316--MA0684.1.RUNX3	chr3	86206740	86206749	-	0.000	0.000	Merged-chr3-86206725-10
NR1160--MA0002.2.RUNX1	chr10	80622476	80622486	+	0.000	0.000	Merged-chr10-80622471-84
NR8119--MA0002.2.RUNX1	chr6	88939627	88939637	+	0.000	0.000	Merged-chr6-88939617-36
NR6168--MA0002.2.RUNX1	chr3	21838203	21838213	-	0.000	0.000	Merged-chr3-21838264-19
NR1702--MA0002.2.RUNX1	chr11	78183411	78183421	-	0.000	0.000	Merged-chr11-78183532-53
NR2956--MA0684.1.RUNX3	chr13	113870522	113870531	-	0.000	0.000	Merged-chr13-113870669-48
NR177--MA0511.2.RUNX2	chr1	66816208	66816216	+	0.000	0.000	Merged-chr1-66816152-31
NR4759--MA0002.2.RUNX1	chr18	44387370	44387380	+	0.000	0.000	Merged-chr18-44387295-23
NR6995--MA0511.2.RUNX2	chr4	108832959	108832967	+	0.000	0.000	Merged-chr4-108833099-2
NR1067--MA0511.2.RUNX2	chr10	67610852	67610860	+	0.000	0.000	Merged-chr10-67610821-54
NR349--MA0002.2.RUNX1	chr1	127212464	127212474	+	0.000	0.000	Merged-chr1-127212449-14
NR3905--MA0002.2.RUNX1	chr16	32430850	32430860	+	0.000	0.000	Merged-chr16-32431022-65
NR2542--MA0684.1.RUNX3	chr13	17627285	17627294	+	0.000	0.000	Merged-chr13-17627310-18
NR2813--MA0684.1.RUNX3	chr13	92859008	92859017	-	0.000	0.000	Merged-chr13-92859070-18
NR8803--MA0511.2.RUNX2	chr7	102210489	102210497	+	0.000	0.000	Merged-chr7-102210325-100
NR4616--MA0002.2.RUNX1	chr17	86278294	86278304	-	0.000	0.000	Merged-chr17-86278304-8
NR2394--MA0002.2.RUNX1	chr12	114140671	114140681	+	0.000	0.000	Merged-chr12-114140759-26
NR2608--MA0684.1.RUNX3	chr13	35814979	35814988	-	0.000	0.000	Merged-chr13-35815122-13
NR10067--MA0511.2.RUNX2	chr9	123519405	123519413	+	0.000	0.000	Merged-chr9-123519487-45
NR4301--MA0511.2.RUNX2	chr17	24349342	24349350	-	0.000	0.000	Merged-chr17-24349449-2
NR2145--MA0511.2.RUNX2	chr12	69539513	69539521	+	0.000	0.000	Merged-chr12-69539558-45
NR2416--MA0511.2.RUNX2	chr12	115027212	115027220	-	0.000	0.000	Merged-chr12-115027175-2
NR7851--MA0684.1.RUNX3	chr5	148769564	148769573	+	0.000	0.000	Merged-chr5-148769647-40
NR4202--MA0002.2.RUNX1	chr17	4980362	4980372	+	0.000	0.000	Merged-chr17-4980372-31
NR2589--MA0684.1.RUNX3	chr13	29974481	29974490	-	0.000	0.000	Merged-chr13-29974387-22
NR9925--MA0002.2.RUNX1	chr9	106430953	106430963	+	0.000	0.000	Merged-chr9-106430870-17
NR8291--MA0684.1.RUNX3	chr6	127302987	127302996	+	0.000	0.000	Merged-chr6-127302896-25
NR7974--MA0002.2.RUNX1	chr6	41554461	41554471	+	0.000	0.000	Merged-chr6-41554402-95
NR2046--MA0002.2.RUNX1	chr12	16526374	16526384	-	0.000	0.000	Merged-chr12-16526382-42
NR6899--MA0511.2.RUNX2	chr4	88088937	88088945	-	0.000	0.000	Merged-chr4-88088936-18
NR8685--MA0002.2.RUNX1	chr7	75596204	75596214	+	0.000	0.000	Merged-chr7-75596193-49
NR7930--MA0511.2.RUNX2	chr6	31126562	31126570	+	0.000	0.000	Merged-chr6-31126464-93
NR414--MA0511.2.RUNX2	chr1	136346081	136346089	-	0.000	0.000	Merged-chr1-136346026-74
NR6690--MA0511.2.RUNX2	chr3	157572189	157572197	-	0.000	0.000	Merged-chr3-157572162-49
