#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR12935--MA0117.2.Mafb	chr8	122568402	122568413	+	0.000	0.000	Merged-chr8-122568587-1
NR7723--MA0117.2.Mafb	chr2	145903139	145903150	+	0.000	0.000	Merged-chr2-145903332-51
NR1674--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	-	0.000	0.000	Merged-chr10-80342924-40
NR6866--MA0117.2.Mafb	chr19	53520066	53520077	-	0.000	0.000	Merged-chr19-53520175-41
NR10237--MA0501.1.MAF::NFE2	chr5	65895442	65895456	-	0.000	0.000	Merged-chr5-65895360-6
NR13166--MA0501.1.MAF::NFE2	chr9	61708039	61708053	-	0.000	0.000	Merged-chr9-61708026-57
NR1303--MA0501.1.MAF::NFE2	chr10	25457374	25457388	-	0.000	0.000	Merged-chr10-25457296-47
NR7074--MA0117.2.Mafb	chr2	29637396	29637407	-	0.000	0.000	Merged-chr2-29637573-32
NR12813--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR13366--MA0089.1.MAFG::NFE2L1	chr9	96340875	96340880	-	0.000	0.000	Merged-chr9-96341017-10
NR12067--MA0501.1.MAF::NFE2	chr7	89712840	89712854	-	0.000	0.000	Merged-chr7-89712844-48
NR11955--MA0496.2.MAFK	chr7	73588798	73588816	+	0.000	0.000	Merged-chr7-73589087-116
NR2630--MA0089.1.MAFG::NFE2L1	chr12	34894483	34894488	+	0.000	0.000	Merged-chr12-34894415-1
NR10590--MA0659.1.MAFG	chr5	135134345	135134365	+	0.000	0.000	Merged-chr5-135134293-53
NR9663--MA0089.1.MAFG::NFE2L1	chr4	117887413	117887418	-	0.000	0.000	Merged-chr4-117887306-54
NR2469--MA0089.1.MAFG::NFE2L1	chr11	118401985	118401990	+	0.000	0.000	Merged-chr11-118401958-49
NR10754--MA0089.1.MAFG::NFE2L1	chr6	12080564	12080569	+	0.000	0.000	Merged-chr6-12080624-16
NR6109--MA0089.1.MAFG::NFE2L1	chr17	84004425	84004430	-	0.000	0.000	Merged-chr17-84004507-68
NR4241--MA0496.2.MAFK	chr14	64884952	64884970	+	0.000	0.000	Merged-chr14-64885056-34
NR13668--MA0089.1.MAFG::NFE2L1	chrX	101917734	101917739	+	0.000	0.000	Merged-chrX-101917936-6
NR5255--MA0089.1.MAFG::NFE2L1	chr16	32868021	32868026	-	0.000	0.000	Merged-chr16-32868243-54
NR5631--MA0089.1.MAFG::NFE2L1	chr16	95303862	95303867	+	0.000	0.000	Merged-chr16-95303882-7
NR8135--MA0496.2.MAFK	chr3	21917648	21917666	-	0.000	0.000	Merged-chr3-21917648-70
NR4992--MA0089.1.MAFG::NFE2L1	chr15	89123092	89123097	+	0.000	0.000	Merged-chr15-89123028-62
NR11459--MA0591.1.Bach1::Mafk	chr6	128760154	128760168	-	0.000	0.000	Merged-chr6-128760193-2
NR6486--MA0089.1.MAFG::NFE2L1	chr18	55303638	55303643	+	0.000	0.000	Merged-chr18-55303601-6
NR1899--MA0495.2.MAFF	chr10	107858904	107858924	-	0.000	0.000	Merged-chr10-107858878-12
NR7427--MA0089.1.MAFG::NFE2L1	chr2	91835340	91835345	+	0.000	0.000	Merged-chr2-91835374-51
NR4823--MA0591.1.Bach1::Mafk	chr15	58823463	58823477	+	0.000	0.000	Merged-chr15-58823489-98
NR7892--MA0495.2.MAFF	chr2	168583321	168583341	-	0.000	0.000	Merged-chr2-168583356-49
NR7023--MA0089.1.MAFG::NFE2L1	chr2	19049542	19049547	-	0.000	0.000	Merged-chr2-19049471-2
NR7886--MA0591.1.Bach1::Mafk	chr2	167689763	167689777	+	0.000	0.000	Merged-chr2-167689841-24
NR5395--MA0591.1.Bach1::Mafk	chr16	55975111	55975125	+	0.000	0.000	Merged-chr16-55975100-1
NR7614--MA0089.1.MAFG::NFE2L1	chr2	130563776	130563781	-	0.000	0.000	Merged-chr2-130563703-55
NR10174--MA0089.1.MAFG::NFE2L1	chr5	53584528	53584533	+	0.000	0.000	Merged-chr5-53584497-5
NR2268--MA0591.1.Bach1::Mafk	chr11	61642333	61642347	+	0.000	0.000	Merged-chr11-61642233-10
NR246--MA0501.1.MAF::NFE2	chr1	54492645	54492659	-	0.000	0.000	Merged-chr1-54492864-67
NR11970--MA0089.1.MAFG::NFE2L1	chr7	75600572	75600577	-	0.000	0.000	Merged-chr7-75600674-52
NR13612--MA0495.2.MAFF	chrX	71468813	71468833	-	0.000	0.000	Merged-chrX-71468864-48
NR277--MA0089.1.MAFG::NFE2L1	chr1	60916635	60916640	-	0.000	0.000	Merged-chr1-60916726-62
NR11475--MA0501.1.MAF::NFE2	chr6	130029867	130029881	-	0.000	0.000	Merged-chr6-130029953-23
NR7891--MA0089.1.MAFG::NFE2L1	chr2	168170384	168170389	-	0.000	0.000	Merged-chr2-168170286-45
NR9261--MA0496.2.MAFK	chr4	48039927	48039945	+	0.000	0.000	Merged-chr4-48039854-22
NR4833--MA0495.2.MAFF	chr15	60141740	60141760	-	0.000	0.000	Merged-chr15-60141822-49
NR7572--MA0501.1.MAF::NFE2	chr2	122668160	122668174	+	0.000	0.000	Merged-chr2-122668057-9
NR9385--MA0089.1.MAFG::NFE2L1	chr4	63475413	63475418	-	0.000	0.000	Merged-chr4-63475408-7
NR2445--MA0501.1.MAF::NFE2	chr11	116397037	116397051	-	0.000	0.000	Merged-chr11-116396893-3
NR4222--MA0089.1.MAFG::NFE2L1	chr14	60129741	60129746	+	0.000	0.000	Merged-chr14-60129717-50
NR11443--MA0117.2.Mafb	chr6	125222366	125222377	+	0.000	0.000	Merged-chr6-125222318-50
NR13416--MA0591.1.Bach1::Mafk	chr9	108156927	108156941	+	0.000	0.000	Merged-chr9-108157018-18
NR11417--MA0089.1.MAFG::NFE2L1	chr6	120978185	120978190	+	0.000	0.000	Merged-chr6-120978325-32
NR3508--MA0089.1.MAFG::NFE2L1	chr13	83204414	83204419	+	0.000	0.000	Merged-chr13-83204596-1
NR5944--MA0089.1.MAFG::NFE2L1	chr17	56079565	56079570	-	0.000	0.000	Merged-chr17-56079386-89
NR2365--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR6896--MA0496.2.MAFK	chr2	4864668	4864686	-	0.000	0.000	Merged-chr2-4864669-14
NR7929--MA0089.1.MAFG::NFE2L1	chr2	173448695	173448700	-	0.000	0.000	Merged-chr2-173448878-59
NR11719--MA0089.1.MAFG::NFE2L1	chr7	16366525	16366530	+	0.000	0.000	Merged-chr7-16366464-23
NR5202--MA0591.1.Bach1::Mafk	chr16	17722440	17722454	-	0.000	0.000	Merged-chr16-17722645-80
NR7352--MA0591.1.Bach1::Mafk	chr2	75823975	75823989	-	0.000	0.000	Merged-chr2-75823994-29
NR2103--MA0495.2.MAFF	chr11	11573642	11573662	+	0.000	0.000	Merged-chr11-11573827-37
NR11327--MA0117.2.Mafb	chr6	108477200	108477211	+	0.000	0.000	Merged-chr6-108477065-48
NR8050--MA0089.1.MAFG::NFE2L1	chr3	9853200	9853205	+	0.000	0.000	Merged-chr3-9853322-69
NR1380--MA0591.1.Bach1::Mafk	chr10	37721258	37721272	+	0.000	0.000	Merged-chr10-37721362-7
NR1549--MA0089.1.MAFG::NFE2L1	chr10	62543619	62543624	+	0.000	0.000	Merged-chr10-62543854-97
NR9378--MA0496.2.MAFK	chr4	62696111	62696129	+	0.000	0.000	Merged-chr4-62695960-32
NR7245--MA0591.1.Bach1::Mafk	chr2	58107020	58107034	+	0.000	0.000	Merged-chr2-58107175-53
NR12748--MA0089.1.MAFG::NFE2L1	chr8	83740305	83740310	-	0.000	0.000	Merged-chr8-83740218-49
NR866--MA0089.1.MAFG::NFE2L1	chr1	160309213	160309218	-	0.000	0.000	Merged-chr1-160309184-36
NR11227--MA0495.2.MAFF	chr6	94623147	94623167	+	0.000	0.000	Merged-chr6-94623201-16
NR2572--MA0591.1.Bach1::Mafk	chr12	25095903	25095917	-	0.000	0.000	Merged-chr12-25096104-64
NR13677--MA0089.1.MAFG::NFE2L1	chrX	105926567	105926572	-	0.000	0.000	Merged-chrX-105926610-52
NR117--MA0495.2.MAFF	chr1	21963192	21963212	+	0.000	0.000	Merged-chr1-21963410-76
NR1736--MA0089.1.MAFG::NFE2L1	chr10	89383871	89383876	+	0.000	0.000	Merged-chr10-89383738-30
NR3976--MA0496.2.MAFK	chr14	17414422	17414440	+	0.000	0.000	Merged-chr14-17414498-32
NR12675--MA0495.2.MAFF	chr8	75084001	75084021	+	0.000	0.000	Merged-chr8-75083999-30
NR229--MA0495.2.MAFF	chr1	52631241	52631261	+	0.000	0.000	Merged-chr1-52631121-87
NR4523--MA0501.1.MAF::NFE2	chr14	120347978	120347992	-	0.000	0.000	Merged-chr14-120347945-44
NR9219--MA0089.1.MAFG::NFE2L1	chr4	40239266	40239271	+	0.000	0.000	Merged-chr4-40239438-126
NR13199--MA0089.1.MAFG::NFE2L1	chr9	73068535	73068540	+	0.000	0.000	Merged-chr9-73068515-27
NR591--MA0591.1.Bach1::Mafk	chr1	106019757	106019771	-	0.000	0.000	Merged-chr1-106019933-3
NR10915--MA0591.1.Bach1::Mafk	chr6	40891144	40891158	-	0.000	0.000	Merged-chr6-40891354-82
NR8671--MA0117.2.Mafb	chr3	109352790	109352801	+	0.000	0.000	Merged-chr3-109352543-53
NR12242--MA0089.1.MAFG::NFE2L1	chr7	119872429	119872434	+	0.000	0.000	Merged-chr7-119872260-31
NR9636--MA0659.1.MAFG	chr4	109665333	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR3476--MA0501.1.MAF::NFE2	chr13	81685085	81685099	-	0.000	0.000	Merged-chr13-81685096-36
NR10529--MA0591.1.Bach1::Mafk	chr5	123171823	123171837	+	0.000	0.000	Merged-chr5-123171865-37
NR13422--MA0117.2.Mafb	chr9	108156979	108156990	-	0.000	0.000	Merged-chr9-108157018-18
NR13409--MA0659.1.MAFG	chr9	108150735	108150755	-	0.000	0.000	Merged-chr9-108150702-30
NR7623--MA0089.1.MAFG::NFE2L1	chr2	132282172	132282177	+	0.000	0.000	Merged-chr2-132282020-68
NR13613--MA0591.1.Bach1::Mafk	chrX	71468816	71468830	-	0.000	0.000	Merged-chrX-71468864-48
NR6203--MA0089.1.MAFG::NFE2L1	chr18	4295229	4295234	+	0.000	0.000	Merged-chr18-4295238-102
NR11413--MA0089.1.MAFG::NFE2L1	chr6	120470833	120470838	+	0.000	0.000	Merged-chr6-120470872-38
NR5840--MA0089.1.MAFG::NFE2L1	chr17	32350426	32350431	+	0.000	0.000	Merged-chr17-32350599-47
NR3706--MA0089.1.MAFG::NFE2L1	chr13	107568392	107568397	-	0.000	0.000	Merged-chr13-107568405-110
NR5679--MA0089.1.MAFG::NFE2L1	chr17	7939793	7939798	-	0.000	0.000	Merged-chr17-7939764-45
NR7801--MA0659.1.MAFG	chr2	155082571	155082591	-	0.000	0.000	Merged-chr2-155082625-23
NR3428--MA0117.2.Mafb	chr13	72650017	72650028	+	0.000	0.000	Merged-chr13-72650069-2
NR12920--MA0089.1.MAFG::NFE2L1	chr8	117256637	117256642	+	0.000	0.000	Merged-chr8-117256752-70
NR171--MA0089.1.MAFG::NFE2L1	chr1	37300231	37300236	-	0.000	0.000	Merged-chr1-37300017-82
NR9192--MA0089.1.MAFG::NFE2L1	chr4	33315972	33315977	-	0.000	0.000	Merged-chr4-33316014-28
NR7246--MA0659.1.MAFG	chr2	58107017	58107037	+	0.000	0.000	Merged-chr2-58107175-53
NR3269--MA0501.1.MAF::NFE2	chr13	37759948	37759962	+	0.000	0.000	Merged-chr13-37760092-14
NR7297--MA0501.1.MAF::NFE2	chr2	65170816	65170830	+	0.000	0.000	Merged-chr2-65170889-79
NR5872--MA0659.1.MAFG	chr17	35353405	35353425	+	0.000	0.000	Merged-chr17-35353468-33
NR5056--MA0591.1.Bach1::Mafk	chr15	99474440	99474454	-	0.000	0.000	Merged-chr15-99474585-31
NR2952--MA0089.1.MAFG::NFE2L1	chr12	99610497	99610502	+	0.000	0.000	Merged-chr12-99610571-42
NR13420--MA0496.2.MAFK	chr9	108156925	108156943	+	0.000	0.000	Merged-chr9-108157018-18
NR4937--MA0089.1.MAFG::NFE2L1	chr15	78595009	78595014	+	0.000	0.000	Merged-chr15-78594936-43
NR2287--MA0089.1.MAFG::NFE2L1	chr11	63991564	63991569	-	0.000	0.000	Merged-chr11-63991436-1
NR11089--MA0501.1.MAF::NFE2	chr6	67102226	67102240	+	0.000	0.000	Merged-chr6-67102215-13
NR8074--MA0089.1.MAFG::NFE2L1	chr3	14667334	14667339	-	0.000	0.000	Merged-chr3-14667308-20
NR3592--MA0089.1.MAFG::NFE2L1	chr13	91541143	91541148	+	0.000	0.000	Merged-chr13-91541138-52
NR10081--MA0089.1.MAFG::NFE2L1	chr5	32104318	32104323	-	0.000	0.000	Merged-chr5-32104376-51
NR13357--MA0591.1.Bach1::Mafk	chr9	94670454	94670468	+	0.000	0.000	Merged-chr9-94670459-1
NR5751--MA0117.2.Mafb	chr17	18558247	18558258	+	0.000	0.000	Merged-chr17-18558353-2
NR12766--MA0591.1.Bach1::Mafk	chr8	85700230	85700244	+	0.000	0.000	Merged-chr8-85700310-4
NR3346--MA0495.2.MAFF	chr13	63365383	63365403	-	0.000	0.000	Merged-chr13-63365525-19
NR2274--MA0495.2.MAFF	chr11	62280803	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR8578--MA0089.1.MAFG::NFE2L1	chr3	93608020	93608025	+	0.000	0.000	Merged-chr3-93607971-30
NR5879--MA0089.1.MAFG::NFE2L1	chr17	35969932	35969937	+	0.000	0.000	Merged-chr17-35969818-62
NR265--MA0501.1.MAF::NFE2	chr1	58720937	58720951	-	0.000	0.000	Merged-chr1-58721053-40
NR8466--MA0659.1.MAFG	chr3	78958961	78958981	-	0.000	0.000	Merged-chr3-78959037-23
NR11731--MA0659.1.MAFG	chr7	19332921	19332941	+	0.000	0.000	Merged-chr7-19332998-44
NR7481--MA0496.2.MAFK	chr2	103632773	103632791	+	0.000	0.000	Merged-chr2-103632734-49
NR9737--MA0496.2.MAFK	chr4	135876716	135876734	+	0.000	0.000	Merged-chr4-135876762-48
NR3348--MA0659.1.MAFG	chr13	63365383	63365403	-	0.000	0.000	Merged-chr13-63365525-19
NR11751--MA0501.1.MAF::NFE2	chr7	25239262	25239276	-	0.000	0.000	Merged-chr7-25239376-34
NR5884--MA0495.2.MAFF	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR2487--MA0089.1.MAFG::NFE2L1	chr12	3745872	3745877	-	0.000	0.000	Merged-chr12-3745858-43
NR13224--MA0495.2.MAFF	chr9	78074138	78074158	-	0.000	0.000	Merged-chr9-78074095-46
NR13210--MA0496.2.MAFK	chr9	75582155	75582173	-	0.000	0.000	Merged-chr9-75582194-17
NR13742--MA0501.1.MAF::NFE2	chrX	162868571	162868585	+	0.000	0.000	Merged-chrX-162868446-21
NR2340--MA0591.1.Bach1::Mafk	chr11	86579079	86579093	-	0.000	0.000	Merged-chr11-86579142-38
NR13389--MA0501.1.MAF::NFE2	chr9	100462315	100462329	+	0.000	0.000	Merged-chr9-100462229-47
NR12152--MA0495.2.MAFF	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR5081--MA0591.1.Bach1::Mafk	chr16	4726350	4726364	+	0.000	0.000	Merged-chr16-4726559-61
NR12938--MA0591.1.Bach1::Mafk	chr8	123110679	123110693	-	0.000	0.000	Merged-chr8-123110816-19
NR6076--MA0659.1.MAFG	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR4733--MA0089.1.MAFG::NFE2L1	chr15	38284027	38284032	-	0.000	0.000	Merged-chr15-38283996-39
NR5781--MA0495.2.MAFF	chr17	23630405	23630425	-	0.000	0.000	Merged-chr17-23630399-39
NR3313--MA0089.1.MAFG::NFE2L1	chr13	54209737	54209742	-	0.000	0.000	Merged-chr13-54209586-83
NR5286--MA0089.1.MAFG::NFE2L1	chr16	44349792	44349797	+	0.000	0.000	Merged-chr16-44349911-10
NR12151--MA0089.1.MAFG::NFE2L1	chr7	104446554	104446559	-	0.000	0.000	Merged-chr7-104446376-75
NR6819--MA0117.2.Mafb	chr19	32953483	32953494	+	0.000	0.000	Merged-chr19-32953496-32
NR7480--MA0501.1.MAF::NFE2	chr2	103632772	103632786	-	0.000	0.000	Merged-chr2-103632734-49
NR5831--MA0591.1.Bach1::Mafk	chr17	31176458	31176472	+	0.000	0.000	Merged-chr17-31176516-21
NR8644--MA0501.1.MAF::NFE2	chr3	105892545	105892559	+	0.000	0.000	Merged-chr3-105892493-111
NR10310--MA0659.1.MAFG	chr5	76565520	76565540	-	0.000	0.000	Merged-chr5-76565486-34
NR11437--MA0089.1.MAFG::NFE2L1	chr6	124829393	124829398	+	0.000	0.000	Merged-chr6-124829412-146
NR2276--MA0591.1.Bach1::Mafk	chr11	62280806	62280820	+	0.000	0.000	Merged-chr11-62280813-1
NR2039--MA0591.1.Bach1::Mafk	chr10	128990463	128990477	-	0.000	0.000	Merged-chr10-128990510-111
NR6793--MA0089.1.MAFG::NFE2L1	chr19	18619928	18619933	-	0.000	0.000	Merged-chr19-18620127-1
NR165--MA0591.1.Bach1::Mafk	chr1	36160375	36160389	-	0.000	0.000	Merged-chr1-36160446-48
NR13360--MA0117.2.Mafb	chr9	95120208	95120219	-	0.000	0.000	Merged-chr9-95120288-34
NR9223--MA0495.2.MAFF	chr4	40773395	40773415	+	0.000	0.000	Merged-chr4-40773188-44
NR195--MA0089.1.MAFG::NFE2L1	chr1	43299651	43299656	-	0.000	0.000	Merged-chr1-43299668-27
NR2385--MA0089.1.MAFG::NFE2L1	chr11	97999401	97999406	-	0.000	0.000	Merged-chr11-97999442-46
NR8851--MA0591.1.Bach1::Mafk	chr3	137981532	137981546	-	0.000	0.000	Merged-chr3-137981566-6
NR2388--MA0117.2.Mafb	chr11	98783236	98783247	+	0.000	0.000	Merged-chr11-98783373-52
NR1405--MA0591.1.Bach1::Mafk	chr10	39899000	39899014	-	0.000	0.000	Merged-chr10-39899143-58
NR8549--MA0496.2.MAFK	chr3	89872364	89872382	-	0.000	0.000	Merged-chr3-89872416-43
NR1184--MA0496.2.MAFK	chr10	12823923	12823941	-	0.000	0.000	Merged-chr10-12823956-45
NR13424--MA0591.1.Bach1::Mafk	chr9	108597639	108597653	-	0.000	0.000	Merged-chr9-108597519-47
NR988--MA0089.1.MAFG::NFE2L1	chr1	178463699	178463704	+	0.000	0.000	Merged-chr1-178463862-33
NR6616--MA0089.1.MAFG::NFE2L1	chr18	74431573	74431578	+	0.000	0.000	Merged-chr18-74431355-25
NR11826--MA0089.1.MAFG::NFE2L1	chr7	44896055	44896060	-	0.000	0.000	Merged-chr7-44895929-62
NR5886--MA0117.2.Mafb	chr17	36042878	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR12755--MA0089.1.MAFG::NFE2L1	chr8	84257256	84257261	-	0.000	0.000	Merged-chr8-84257332-3
NR12325--MA0501.1.MAF::NFE2	chr7	142056810	142056824	+	0.000	0.000	Merged-chr7-142056944-50
NR5271--MA0089.1.MAFG::NFE2L1	chr16	38353796	38353801	-	0.000	0.000	Merged-chr16-38353945-34
NR1921--MA0591.1.Bach1::Mafk	chr10	111107643	111107657	-	0.000	0.000	Merged-chr10-111107692-40
NR9572--MA0591.1.Bach1::Mafk	chr4	95194839	95194853	-	0.000	0.000	Merged-chr4-95194969-49
NR9639--MA0496.2.MAFK	chr4	109665334	109665352	+	0.000	0.000	Merged-chr4-109665283-1
NR10995--MA0117.2.Mafb	chr6	54760026	54760037	-	0.000	0.000	Merged-chr6-54760187-57
NR12125--MA0591.1.Bach1::Mafk	chr7	101538239	101538253	-	0.000	0.000	Merged-chr7-101538203-73
NR13390--MA0495.2.MAFF	chr9	100522302	100522322	+	0.000	0.000	Merged-chr9-100522209-27
NR1656--MA0089.1.MAFG::NFE2L1	chr10	75772882	75772887	-	0.000	0.000	Merged-chr10-75772922-1
NR1829--MA0496.2.MAFK	chr10	99459978	99459996	-	0.000	0.000	Merged-chr10-99459996-60
NR7249--MA0496.2.MAFK	chr2	58107018	58107036	+	0.000	0.000	Merged-chr2-58107175-53
NR2196--MA0659.1.MAFG	chr11	32561585	32561605	-	0.000	0.000	Merged-chr11-32561785-56
NR4877--MA0591.1.Bach1::Mafk	chr15	66795456	66795470	+	0.000	0.000	Merged-chr15-66795478-40
NR7296--MA0591.1.Bach1::Mafk	chr2	65170813	65170827	+	0.000	0.000	Merged-chr2-65170889-79
NR7630--MA0495.2.MAFF	chr2	133558722	133558742	-	0.000	0.000	Merged-chr2-133558747-1
NR11320--MA0089.1.MAFG::NFE2L1	chr6	108426895	108426900	+	0.000	0.000	Merged-chr6-108426934-21
NR10090--MA0089.1.MAFG::NFE2L1	chr5	36465043	36465048	+	0.000	0.000	Merged-chr5-36465079-55
NR993--MA0117.2.Mafb	chr1	178960400	178960411	+	0.000	0.000	Merged-chr1-178960314-21
NR11706--MA0591.1.Bach1::Mafk	chr7	15949562	15949576	-	0.000	0.000	Merged-chr7-15949519-32
NR11246--MA0089.1.MAFG::NFE2L1	chr6	97277199	97277204	+	0.000	0.000	Merged-chr6-97277155-29
NR3713--MA0089.1.MAFG::NFE2L1	chr13	108170448	108170453	-	0.000	0.000	Merged-chr13-108170237-20
NR10392--MA0089.1.MAFG::NFE2L1	chr5	92505682	92505687	-	0.000	0.000	Merged-chr5-92505474-126
NR1063--MA0089.1.MAFG::NFE2L1	chr1	189085413	189085418	-	0.000	0.000	Merged-chr1-189085418-26
NR9702--MA0089.1.MAFG::NFE2L1	chr4	126046988	126046993	-	0.000	0.000	Merged-chr4-126047082-53
NR2814--MA0501.1.MAF::NFE2	chr12	69386065	69386079	-	0.000	0.000	Merged-chr12-69386095-60
NR6551--MA0117.2.Mafb	chr18	64516559	64516570	-	0.000	0.000	Merged-chr18-64516532-71
NR7070--MA0496.2.MAFK	chr2	27693884	27693902	+	0.000	0.000	Merged-chr2-27693880-30
NR2473--MA0591.1.Bach1::Mafk	chr11	120353799	120353813	-	0.000	0.000	Merged-chr11-120353921-57
NR6801--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR4655--MA0089.1.MAFG::NFE2L1	chr15	25670084	25670089	-	0.000	0.000	Merged-chr15-25669965-15
NR11144--MA0089.1.MAFG::NFE2L1	chr6	72993388	72993393	-	0.000	0.000	Merged-chr6-72993527-59
NR13105--MA0591.1.Bach1::Mafk	chr9	32747939	32747953	-	0.000	0.000	Merged-chr9-32747725-37
NR13664--MA0591.1.Bach1::Mafk	chrX	101222250	101222264	+	0.000	0.000	Merged-chrX-101222420-75
NR9724--MA0591.1.Bach1::Mafk	chr4	130900053	130900067	-	0.000	0.000	Merged-chr4-130900085-53
NR12157--MA0496.2.MAFK	chr7	104465138	104465156	+	0.000	0.000	Merged-chr7-104465292-53
NR12751--MA0591.1.Bach1::Mafk	chr8	84011547	84011561	+	0.000	0.000	Merged-chr8-84011629-75
NR1590--MA0659.1.MAFG	chr10	67512298	67512318	+	0.000	0.000	Merged-chr10-67512381-13
NR3971--MA0117.2.Mafb	chr14	17414430	17414441	-	0.000	0.000	Merged-chr14-17414498-32
NR9629--MA0501.1.MAF::NFE2	chr4	106987841	106987855	-	0.000	0.000	Merged-chr4-106987990-49
NR13101--MA0089.1.MAFG::NFE2L1	chr9	32713441	32713446	-	0.000	0.000	Merged-chr9-32713353-6
NR2366--MA0591.1.Bach1::Mafk	chr11	95356972	95356986	-	0.000	0.000	Merged-chr11-95356897-59
NR2756--MA0117.2.Mafb	chr12	54313288	54313299	-	0.000	0.000	Merged-chr12-54313214-97
NR5325--MA0496.2.MAFK	chr16	50737728	50737746	+	0.000	0.000	Merged-chr16-50737708-13
NR9189--MA0591.1.Bach1::Mafk	chr4	33031345	33031359	+	0.000	0.000	Merged-chr4-33031419-61
NR5407--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR8598--MA0591.1.Bach1::Mafk	chr3	96269598	96269612	+	0.000	0.000	Merged-chr3-96269426-97
NR13391--MA0089.1.MAFG::NFE2L1	chr9	100670381	100670386	+	0.000	0.000	Merged-chr9-100670398-2
NR6914--MA0089.1.MAFG::NFE2L1	chr2	6711263	6711268	+	0.000	0.000	Merged-chr2-6711188-63
NR322--MA0117.2.Mafb	chr1	67181191	67181202	-	0.000	0.000	Merged-chr1-67181322-10
NR4264--MA0089.1.MAFG::NFE2L1	chr14	75131285	75131290	+	0.000	0.000	Merged-chr14-75131133-67
NR11690--MA0495.2.MAFF	chr7	13038281	13038301	-	0.000	0.000	Merged-chr7-13038148-88
NR10415--MA0089.1.MAFG::NFE2L1	chr5	96919260	96919265	+	0.000	0.000	Merged-chr5-96919308-24
NR2407--MA0117.2.Mafb	chr11	104609484	104609495	-	0.000	0.000	Merged-chr11-104609685-47
NR3059--MA0089.1.MAFG::NFE2L1	chr13	4771659	4771664	+	0.000	0.000	Merged-chr13-4771617-34
NR10490--MA0089.1.MAFG::NFE2L1	chr5	114773548	114773553	-	0.000	0.000	Merged-chr5-114773401-70
NR8640--MA0495.2.MAFF	chr3	105892539	105892559	-	0.000	0.000	Merged-chr3-105892493-111
NR12859--MA0591.1.Bach1::Mafk	chr8	105852065	105852079	-	0.000	0.000	Merged-chr8-105851882-54
NR9063--MA0495.2.MAFF	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR9726--MA0089.1.MAFG::NFE2L1	chr4	132747702	132747707	+	0.000	0.000	Merged-chr4-132747733-48
NR4868--MA0089.1.MAFG::NFE2L1	chr15	65731469	65731474	-	0.000	0.000	Merged-chr15-65731476-9
NR11733--MA0089.1.MAFG::NFE2L1	chr7	19360001	19360006	-	0.000	0.000	Merged-chr7-19359775-64
NR7888--MA0501.1.MAF::NFE2	chr2	167840485	167840499	+	0.000	0.000	Merged-chr2-167840232-36
NR5797--MA0089.1.MAFG::NFE2L1	chr17	24669586	24669591	-	0.000	0.000	Merged-chr17-24669740-50
NR780--MA0089.1.MAFG::NFE2L1	chr1	144086333	144086338	+	0.000	0.000	Merged-chr1-144086303-34
NR8299--MA0591.1.Bach1::Mafk	chr3	52638885	52638899	+	0.000	0.000	Merged-chr3-52638981-9
NR9065--MA0659.1.MAFG	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR10495--MA0659.1.MAFG	chr5	115538903	115538923	-	0.000	0.000	Merged-chr5-115538781-31
NR11473--MA0659.1.MAFG	chr6	130029867	130029887	+	0.000	0.000	Merged-chr6-130029953-23
NR7263--MA0089.1.MAFG::NFE2L1	chr2	60204272	60204277	+	0.000	0.000	Merged-chr2-60204421-25
NR10500--MA0089.1.MAFG::NFE2L1	chr5	117388976	117388981	+	0.000	0.000	Merged-chr5-117388866-82
NR6125--MA0495.2.MAFF	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR2336--MA0659.1.MAFG	chr11	83011046	83011066	+	0.000	0.000	Merged-chr11-83011014-13
NR13529--MA0089.1.MAFG::NFE2L1	chrX	20961775	20961780	+	0.000	0.000	Merged-chrX-20961894-83
