#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR8106--MA0002.2.RUNX1	chr7	16120144	16120154	+	0.000	0.000	Merged-chr7-16119991-49
NR8457--MA0511.2.RUNX2	chr7	125603528	125603536	+	0.000	0.000	Merged-chr7-125603403-47
NR2738--MA0684.1.RUNX3	chr13	117193645	117193654	-	0.000	0.000	Merged-chr13-117193569-3
NR4160--MA0511.2.RUNX2	chr17	30363571	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR213--MA0684.1.RUNX3	chr1	62829801	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR4875--MA0684.1.RUNX3	chr19	58238494	58238503	-	0.000	0.000	Merged-chr19-58238492-37
NR8043--MA0511.2.RUNX2	chr6	144910471	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR2176--MA0002.2.RUNX1	chr12	114909990	114910000	+	0.000	0.000	Merged-chr12-114910080-44
NR2718--MA0002.2.RUNX1	chr13	112474593	112474603	+	0.000	0.000	Merged-chr13-112474497-27
NR2403--MA0511.2.RUNX2	chr13	46616884	46616892	-	0.000	0.000	Merged-chr13-46616857-10
NR6806--MA0002.2.RUNX1	chr4	150339058	150339068	+	0.000	0.000	Merged-chr4-150339180-18
NR8295--MA0511.2.RUNX2	chr7	75600614	75600622	+	0.000	0.000	Merged-chr7-75600674-52
NR988--MA0684.1.RUNX3	chr10	39793435	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR8344--MA0684.1.RUNX3	chr7	90131276	90131285	-	0.000	0.000	Merged-chr7-90131300-10
NR8467--MA0002.2.RUNX1	chr7	127387232	127387242	-	0.000	0.000	Merged-chr7-127387011-49
NR5933--MA0002.2.RUNX1	chr3	86961163	86961173	+	0.000	0.000	Merged-chr3-86961231-31
NR5298--MA0511.2.RUNX2	chr2	112510302	112510310	-	0.000	0.000	Merged-chr2-112510265-49
NR8119--MA0002.2.RUNX1	chr7	19573543	19573553	+	0.000	0.000	Merged-chr7-19573361-57
NR1702--MA0002.2.RUNX1	chr11	109621181	109621191	-	0.000	0.000	Merged-chr11-109621340-31
NR4488--MA0002.2.RUNX1	chr18	34827856	34827866	+	0.000	0.000	Merged-chr18-34827772-23
NR8847--MA0002.2.RUNX1	chr8	111625044	111625054	+	0.000	0.000	Merged-chr8-111625049-4
NR5771--MA0002.2.RUNX1	chr3	52343737	52343747	-	0.000	0.000	Merged-chr3-52343640-60
NR9038--MA0511.2.RUNX2	chr9	31301275	31301283	+	0.000	0.000	Merged-chr9-31301307-111
NR8105--MA0684.1.RUNX3	chr7	15949385	15949394	-	0.000	0.000	Merged-chr7-15949519-32
NR8162--MA0002.2.RUNX1	chr7	30333026	30333036	+	0.000	0.000	Merged-chr7-30333026-1
NR4202--MA0002.2.RUNX1	chr17	44256759	44256769	+	0.000	0.000	Merged-chr17-44256797-30
NR4868--MA0002.2.RUNX1	chr19	56685711	56685721	+	0.000	0.000	Merged-chr19-56685748-31
NR8291--MA0684.1.RUNX3	chr7	74599962	74599971	-	0.000	0.000	Merged-chr7-74599992-6
NR8357--MA0684.1.RUNX3	chr7	96456512	96456521	+	0.000	0.000	Merged-chr7-96456783-25
NR606--MA0684.1.RUNX3	chr1	161794747	161794756	-	0.000	0.000	Merged-chr1-161794797-65
NR3743--MA0002.2.RUNX1	chr16	45019028	45019038	+	0.000	0.000	Merged-chr16-45019020-28
NR6405--MA0002.2.RUNX1	chr4	40721076	40721086	-	0.000	0.000	Merged-chr4-40721165-38
NR2175--MA0684.1.RUNX3	chr12	114804630	114804639	+	0.000	0.000	Merged-chr12-114804708-39
NR8912--MA0511.2.RUNX2	chr8	123000551	123000559	+	0.000	0.000	Merged-chr8-123000494-51
NR2298--MA0002.2.RUNX1	chr13	13557176	13557186	-	0.000	0.000	Merged-chr13-13557258-36
NR587--MA0684.1.RUNX3	chr1	156408141	156408150	-	0.000	0.000	Merged-chr1-156408256-35
NR5946--MA0002.2.RUNX1	chr3	89449122	89449132	+	0.000	0.000	Merged-chr3-89449086-1
NR3995--MA0002.2.RUNX1	chr17	5125511	5125521	-	0.000	0.000	Merged-chr17-5125399-36
NR4378--MA0684.1.RUNX3	chr17	86038397	86038406	+	0.000	0.000	Merged-chr17-86038391-20
NR1715--MA0002.2.RUNX1	chr11	114322836	114322846	-	0.000	0.000	Merged-chr11-114322815-29
NR173--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR5532--MA0002.2.RUNX1	chr2	170205992	170206002	-	0.000	0.000	Merged-chr2-170206161-1
NR5803--MA0002.2.RUNX1	chr3	59059437	59059447	+	0.000	0.000	Merged-chr3-59059388-26
NR4087--MA0002.2.RUNX1	chr17	18615280	18615290	-	0.000	0.000	Merged-chr17-18615356-8
NR4358--MA0002.2.RUNX1	chr17	80419014	80419024	-	0.000	0.000	Merged-chr17-80418993-27
NR2678--MA0002.2.RUNX1	chr13	108667271	108667281	+	0.000	0.000	Merged-chr13-108667281-5
NR7735--MA0002.2.RUNX1	chr6	89421720	89421730	+	0.000	0.000	Merged-chr6-89421751-50
NR8717--MA0002.2.RUNX1	chr8	69176673	69176683	-	0.000	0.000	Merged-chr8-69176623-23
NR2429--MA0511.2.RUNX2	chr13	54447153	54447161	+	0.000	0.000	Merged-chr13-54447176-27
NR7321--MA0002.2.RUNX1	chr5	129063607	129063617	-	0.000	0.000	Merged-chr5-129063450-43
NR8846--MA0684.1.RUNX3	chr8	110988279	110988288	-	0.000	0.000	Merged-chr8-110988305-13
NR619--MA0684.1.RUNX3	chr1	164960258	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR6147--MA0002.2.RUNX1	chr3	142282935	142282945	-	0.000	0.000	Merged-chr3-142282975-41
NR8703--MA0684.1.RUNX3	chr8	64805445	64805454	-	0.000	0.000	Merged-chr8-64805470-51
NR8079--MA0002.2.RUNX1	chr7	4964521	4964531	+	0.000	0.000	Merged-chr7-4964465-28
NR7973--MA0684.1.RUNX3	chr6	136944726	136944735	+	0.000	0.000	Merged-chr6-136944749-25
NR6626--MA0511.2.RUNX2	chr4	101207686	101207694	-	0.000	0.000	Merged-chr4-101207630-19
NR4675--MA0511.2.RUNX2	chr18	75716276	75716284	+	0.000	0.000	Merged-chr18-75716251-26
NR2297--MA0684.1.RUNX3	chr13	13557078	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR7953--MA0002.2.RUNX1	chr6	134863256	134863266	-	0.000	0.000	Merged-chr6-134863316-31
NR3994--MA0684.1.RUNX3	chr17	4980363	4980372	-	0.000	0.000	Merged-chr17-4980372-31
NR5131--MA0002.2.RUNX1	chr2	59488408	59488418	-	0.000	0.000	Merged-chr2-59488284-24
NR8336--MA0684.1.RUNX3	chr7	84740071	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR2581--MA0511.2.RUNX2	chr13	93939606	93939614	-	0.000	0.000	Merged-chr13-93939742-17
NR8607--MA0684.1.RUNX3	chr8	22728940	22728949	+	0.000	0.000	Merged-chr8-22728865-15
NR6385--MA0684.1.RUNX3	chr4	34687425	34687434	+	0.000	0.000	Merged-chr4-34687322-58
NR3451--MA0002.2.RUNX1	chr15	73833398	73833408	+	0.000	0.000	Merged-chr15-73833465-20
NR8188--MA0002.2.RUNX1	chr7	42491069	42491079	+	0.000	0.000	Merged-chr7-42490994-43
NR1771--MA0002.2.RUNX1	chr11	119671240	119671250	+	0.000	0.000	Merged-chr11-119671227-50
NR2277--MA0002.2.RUNX1	chr13	9882532	9882542	-	0.000	0.000	Merged-chr13-9882509-19
NR5925--MA0002.2.RUNX1	chr3	84749475	84749485	-	0.000	0.000	Merged-chr3-84749364-32
NR6037--MA0684.1.RUNX3	chr3	115815790	115815799	+	0.000	0.000	Merged-chr3-115815828-66
NR6308--MA0684.1.RUNX3	chr4	11077683	11077692	+	0.000	0.000	Merged-chr4-11077783-17
NR8396--MA0511.2.RUNX2	chr7	109741960	109741968	-	0.000	0.000	Merged-chr7-109741680-86
NR3930--MA0511.2.RUNX2	chr16	91781029	91781037	+	0.000	0.000	Merged-chr16-91781071-63
NR5862--MA0511.2.RUNX2	chr3	69159662	69159670	+	0.000	0.000	Merged-chr3-69159681-49
NR7443--MA0002.2.RUNX1	chr6	12038490	12038500	+	0.000	0.000	Merged-chr6-12038478-25
NR3960--MA0684.1.RUNX3	chr16	95263159	95263168	+	0.000	0.000	Merged-chr16-95263048-64
NR199--MA0684.1.RUNX3	chr1	60907722	60907731	+	0.000	0.000	Merged-chr1-60907642-6
NR5763--MA0002.2.RUNX1	chr3	51128997	51129007	+	0.000	0.000	Merged-chr3-51128926-47
NR6146--MA0684.1.RUNX3	chr3	142281331	142281340	+	0.000	0.000	Merged-chr3-142281213-32
NR483--MA0511.2.RUNX2	chr1	130838491	130838499	+	0.000	0.000	Merged-chr1-130838519-27
NR7966--MA0002.2.RUNX1	chr6	136683866	136683876	-	0.000	0.000	Merged-chr6-136683885-26
NR2038--MA0002.2.RUNX1	chr12	80795093	80795103	+	0.000	0.000	Merged-chr12-80795087-3
NR8948--MA0002.2.RUNX1	chr8	128391505	128391515	+	0.000	0.000	Merged-chr8-128391383-45
NR7922--MA0511.2.RUNX2	chr6	130246074	130246082	+	0.000	0.000	Merged-chr6-130245976-1
NR2372--MA0684.1.RUNX3	chr13	36808165	36808174	+	0.000	0.000	Merged-chr13-36808291-60
NR8140--MA0684.1.RUNX3	chr7	27361578	27361587	-	0.000	0.000	Merged-chr7-27361571-54
NR3321--MA0002.2.RUNX1	chr15	39905230	39905240	-	0.000	0.000	Merged-chr15-39905299-27
NR8329--MA0002.2.RUNX1	chr7	83361981	83361991	-	0.000	0.000	Merged-chr7-83361913-8
NR1641--MA0002.2.RUNX1	chr11	94275851	94275861	-	0.000	0.000	Merged-chr11-94275707-70
NR1707--MA0002.2.RUNX1	chr11	113174357	113174367	-	0.000	0.000	Merged-chr11-113174221-33
NR8458--MA0684.1.RUNX3	chr7	125603528	125603537	+	0.000	0.000	Merged-chr7-125603403-47
NR4161--MA0684.1.RUNX3	chr17	30363570	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR8742--MA0511.2.RUNX2	chr8	77630400	77630408	-	0.000	0.000	Merged-chr8-77630286-33
NR6093--MA0684.1.RUNX3	chr3	129561208	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR860--MA0002.2.RUNX1	chr10	14207846	14207856	+	0.000	0.000	Merged-chr10-14207893-35
NR8438--MA0002.2.RUNX1	chr7	119872398	119872408	-	0.000	0.000	Merged-chr7-119872260-31
NR4684--MA0684.1.RUNX3	chr18	77767859	77767868	-	0.000	0.000	Merged-chr18-77767671-52
NR1274--MA0002.2.RUNX1	chr10	115314908	115314918	-	0.000	0.000	Merged-chr10-115315106-126
NR6714--MA0511.2.RUNX2	chr4	134460580	134460588	+	0.000	0.000	Merged-chr4-134460498-5
NR8296--MA0684.1.RUNX3	chr7	75600614	75600623	+	0.000	0.000	Merged-chr7-75600674-52
NR8024--MA0002.2.RUNX1	chr6	142915578	142915588	+	0.000	0.000	Merged-chr6-142915635-53
NR6473--MA0684.1.RUNX3	chr4	58121128	58121137	+	0.000	0.000	Merged-chr4-58121225-3
NR6744--MA0684.1.RUNX3	chr4	138456181	138456190	-	0.000	0.000	Merged-chr4-138456183-28
NR5841--MA0511.2.RUNX2	chr3	65537572	65537580	-	0.000	0.000	Merged-chr3-65537527-21
NR1610--MA0511.2.RUNX2	chr11	82746990	82746998	+	0.000	0.000	Merged-chr11-82746953-51
NR5471--MA0002.2.RUNX1	chr2	154754296	154754306	-	0.000	0.000	Merged-chr2-154754253-27
NR178--MA0684.1.RUNX3	chr1	54871549	54871558	+	0.000	0.000	Merged-chr1-54871447-51
NR4667--MA0511.2.RUNX2	chr18	75374182	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR2050--MA0511.2.RUNX2	chr12	86687063	86687071	-	0.000	0.000	Merged-chr12-86687051-28
NR3586--MA0002.2.RUNX1	chr16	4584024	4584034	-	0.000	0.000	Merged-chr16-4584045-35
NR2289--MA0684.1.RUNX3	chr13	12520211	12520220	-	0.000	0.000	Merged-chr13-12520187-58
NR2017--MA0002.2.RUNX1	chr12	76853981	76853991	+	0.000	0.000	Merged-chr12-76853895-20
NR6919--MA0684.1.RUNX3	chr5	21002894	21002903	+	0.000	0.000	Merged-chr5-21002908-38
NR5950--MA0511.2.RUNX2	chr3	89871231	89871239	-	0.000	0.000	Merged-chr3-89871193-44
NR9039--MA0684.1.RUNX3	chr9	31301275	31301284	+	0.000	0.000	Merged-chr9-31301307-111
NR1763--MA0002.2.RUNX1	chr11	119164546	119164556	-	0.000	0.000	Merged-chr11-119164536-11
NR4968--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR8070--MA0511.2.RUNX2	chr6	149307985	149307993	-	0.000	0.000	Merged-chr6-149307945-23
NR6105--MA0002.2.RUNX1	chr3	133339538	133339548	-	0.000	0.000	Merged-chr3-133339521-12
NR114--MA0511.2.RUNX2	chr1	37473509	37473517	+	0.000	0.000	Merged-chr1-37473461-33
NR6456--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR4110--MA0511.2.RUNX2	chr17	21463758	21463766	+	0.000	0.000	Merged-chr17-21463736-49
NR3695--MA0002.2.RUNX1	chr16	32177134	32177144	-	0.000	0.000	Merged-chr16-32177197-40
NR3300--MA0002.2.RUNX1	chr15	36521489	36521499	-	0.000	0.000	Merged-chr15-36521520-11
NR3966--MA0002.2.RUNX1	chr16	95999442	95999452	+	0.000	0.000	Merged-chr16-95999409-48
NR1415--MA0002.2.RUNX1	chr11	20332635	20332645	+	0.000	0.000	Merged-chr11-20332805-89
NR6042--MA0511.2.RUNX2	chr3	115972450	115972458	+	0.000	0.000	Merged-chr3-115972355-68
NR2126--MA0002.2.RUNX1	chr12	98800554	98800564	+	0.000	0.000	Merged-chr12-98800600-14
NR6757--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR1872--MA0002.2.RUNX1	chr12	32895345	32895355	+	0.000	0.000	Merged-chr12-32895351-16
NR1667--MA0002.2.RUNX1	chr11	99105183	99105193	+	0.000	0.000	Merged-chr11-99105109-62
NR8516--MA0511.2.RUNX2	chr7	143154070	143154078	+	0.000	0.000	Merged-chr7-143154031-30
NR4329--MA0002.2.RUNX1	chr17	71288303	71288313	+	0.000	0.000	Merged-chr17-71288308-17
NR5960--MA0002.2.RUNX1	chr3	94851980	94851990	-	0.000	0.000	Merged-chr3-94852086-36
NR3204--MA0002.2.RUNX1	chr14	122908300	122908310	-	0.000	0.000	Merged-chr14-122908322-32
NR6466--MA0002.2.RUNX1	chr4	57883715	57883725	+	0.000	0.000	Merged-chr4-57883873-2
NR6151--MA0511.2.RUNX2	chr3	142437065	142437073	+	0.000	0.000	Merged-chr3-142437047-18
NR6217--MA0511.2.RUNX2	chr3	149262212	149262220	+	0.000	0.000	Merged-chr3-149262161-2
NR3661--MA0002.2.RUNX1	chr16	23274731	23274741	+	0.000	0.000	Merged-chr16-23274580-84
NR8669--MA0002.2.RUNX1	chr8	46641424	46641434	+	0.000	0.000	Merged-chr8-46641508-48
NR4567--MA0684.1.RUNX3	chr18	54940565	54940574	+	0.000	0.000	Merged-chr18-54940674-40
NR4838--MA0684.1.RUNX3	chr19	41874495	41874504	+	0.000	0.000	Merged-chr19-41874574-30
NR7401--MA0002.2.RUNX1	chr5	149368333	149368343	+	0.000	0.000	Merged-chr5-149368318-30
NR507--MA0511.2.RUNX2	chr1	136685580	136685588	-	0.000	0.000	Merged-chr1-136685597-75
NR4898--MA0511.2.RUNX2	chr2	9689687	9689695	-	0.000	0.000	Merged-chr2-9689730-31
NR3965--MA0684.1.RUNX3	chr16	95984999	95985008	-	0.000	0.000	Merged-chr16-95985074-35
NR4010--MA0684.1.RUNX3	chr17	7889199	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR1471--MA0002.2.RUNX1	chr11	43767288	43767298	-	0.000	0.000	Merged-chr11-43767173-52
NR2125--MA0684.1.RUNX3	chr12	98800481	98800490	+	0.000	0.000	Merged-chr12-98800600-14
NR3280--MA0684.1.RUNX3	chr15	31473069	31473078	+	0.000	0.000	Merged-chr15-31472972-16
NR3674--MA0002.2.RUNX1	chr16	24826554	24826564	-	0.000	0.000	Merged-chr16-24826564-20
NR3945--MA0002.2.RUNX1	chr16	93552875	93552885	+	0.000	0.000	Merged-chr16-93552984-42
NR4328--MA0684.1.RUNX3	chr17	70986059	70986068	+	0.000	0.000	Merged-chr17-70986158-26
NR1789--MA0002.2.RUNX1	chr12	3823656	3823666	+	0.000	0.000	Merged-chr12-3823687-29
NR7910--MA0684.1.RUNX3	chr6	128836399	128836408	+	0.000	0.000	Merged-chr6-128836446-70
NR6687--MA0511.2.RUNX2	chr4	129365349	129365357	+	0.000	0.000	Merged-chr4-129365384-41
NR4136--MA0511.2.RUNX2	chr17	25867734	25867742	-	0.000	0.000	Merged-chr17-25867746-11
NR6194--MA0684.1.RUNX3	chr3	145538145	145538154	+	0.000	0.000	Merged-chr3-145538069-30
NR3802--MA0002.2.RUNX1	chr16	58718943	58718953	+	0.000	0.000	Merged-chr16-58718786-22
NR1851--MA0002.2.RUNX1	chr12	24565554	24565564	-	0.000	0.000	Merged-chr12-24565518-17
NR1646--MA0002.2.RUNX1	chr11	95666865	95666875	-	0.000	0.000	Merged-chr11-95666991-65
NR3660--MA0684.1.RUNX3	chr16	23264253	23264262	+	0.000	0.000	Merged-chr16-23264212-1
NR5192--MA0002.2.RUNX1	chr2	75825726	75825736	+	0.000	0.000	Merged-chr2-75825835-11
NR5463--MA0002.2.RUNX1	chr2	152359984	152359994	-	0.000	0.000	Merged-chr2-152360048-2
NR1898--MA0002.2.RUNX1	chr12	36931651	36931661	+	0.000	0.000	Merged-chr12-36931553-8
NR5986--MA0002.2.RUNX1	chr3	102724374	102724384	-	0.000	0.000	Merged-chr3-102724263-19
NR1361--MA0684.1.RUNX3	chr11	5541337	5541346	+	0.000	0.000	Merged-chr11-5541384-26
NR3164--MA0002.2.RUNX1	chr14	118673721	118673731	+	0.000	0.000	Merged-chr14-118673606-72
NR3706--MA0002.2.RUNX1	chr16	35747540	35747550	+	0.000	0.000	Merged-chr16-35747565-9
NR5638--MA0002.2.RUNX1	chr3	20260587	20260597	-	0.000	0.000	Merged-chr3-20260761-8
NR3687--MA0002.2.RUNX1	chr16	30599762	30599772	-	0.000	0.000	Merged-chr16-30599765-51
NR1070--MA0002.2.RUNX1	chr10	67503597	67503607	-	0.000	0.000	Merged-chr10-67503707-61
NR4669--MA0002.2.RUNX1	chr18	75377612	75377622	-	0.000	0.000	Merged-chr18-75377712-65
NR2118--MA0002.2.RUNX1	chr12	98269813	98269823	-	0.000	0.000	Merged-chr12-98269804-132
NR3273--MA0002.2.RUNX1	chr15	30463080	30463090	-	0.000	0.000	Merged-chr15-30463100-4
NR5780--MA0511.2.RUNX2	chr3	52555212	52555220	+	0.000	0.000	Merged-chr3-52555195-52
NR7903--MA0002.2.RUNX1	chr6	128007301	128007311	-	0.000	0.000	Merged-chr6-128007455-5
NR4211--MA0511.2.RUNX2	chr17	47508151	47508159	+	0.000	0.000	Merged-chr17-47508113-61
NR3796--MA0002.2.RUNX1	chr16	57495696	57495706	+	0.000	0.000	Merged-chr16-57495758-66
NR6143--MA0511.2.RUNX2	chr3	142281331	142281339	+	0.000	0.000	Merged-chr3-142281213-32
NR5210--MA0684.1.RUNX3	chr2	79121032	79121041	-	0.000	0.000	Merged-chr2-79121079-51
NR4192--MA0511.2.RUNX2	chr17	36227190	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR2227--MA0002.2.RUNX1	chr12	118836199	118836209	+	0.000	0.000	Merged-chr12-118836221-3
NR1850--MA0684.1.RUNX3	chr12	21451579	21451588	+	0.000	0.000	Merged-chr12-21451589-67
NR2849--MA0511.2.RUNX2	chr14	20025508	20025516	+	0.000	0.000	Merged-chr14-20025381-48
NR9421--MA0002.2.RUNX1	chrX	11647196	11647206	-	0.000	0.000	Merged-chrX-11647127-35
NR5790--MA0002.2.RUNX1	chr3	55520723	55520733	+	0.000	0.000	Merged-chr3-55520679-39
NR3510--MA0002.2.RUNX1	chr15	88828460	88828470	+	0.000	0.000	Merged-chr15-88828677-52
NR940--MA0002.2.RUNX1	chr10	30716172	30716182	+	0.000	0.000	Merged-chr10-30716378-49
NR1502--MA0684.1.RUNX3	chr11	50371494	50371503	+	0.000	0.000	Merged-chr11-50371605-32
NR8518--MA0002.2.RUNX1	chr7	143624769	143624779	-	0.000	0.000	Merged-chr7-143624807-1
NR7870--MA0684.1.RUNX3	chr6	120957518	120957527	-	0.000	0.000	Merged-chr6-120957473-22
NR3491--MA0002.2.RUNX1	chr15	80572480	80572490	+	0.000	0.000	Merged-chr15-80572443-63
NR3705--MA0684.1.RUNX3	chr16	35741828	35741837	-	0.000	0.000	Merged-chr16-35741769-10
NR2194--MA0684.1.RUNX3	chr12	115593124	115593133	+	0.000	0.000	Merged-chr12-115593226-26
NR4539--MA0002.2.RUNX1	chr18	49239896	49239906	-	0.000	0.000	Merged-chr18-49239793-1
NR7850--MA0002.2.RUNX1	chr6	119521547	119521557	+	0.000	0.000	Merged-chr6-119521532-2
NR7916--MA0002.2.RUNX1	chr6	129284635	129284645	-	0.000	0.000	Merged-chr6-129284661-64
NR4668--MA0684.1.RUNX3	chr18	75374181	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR1734--MA0002.2.RUNX1	chr11	117872034	117872044	+	0.000	0.000	Merged-chr11-117872185-83
NR7231--MA0002.2.RUNX1	chr5	106677005	106677015	-	0.000	0.000	Merged-chr5-106676986-37
NR7897--MA0002.2.RUNX1	chr6	127434325	127434335	+	0.000	0.000	Merged-chr6-127434285-47
NR5280--MA0002.2.RUNX1	chr2	104177500	104177510	+	0.000	0.000	Merged-chr2-104177493-61
NR5346--MA0002.2.RUNX1	chr2	128153202	128153212	+	0.000	0.000	Merged-chr2-128153146-97
NR3937--MA0002.2.RUNX1	chr16	92621220	92621230	-	0.000	0.000	Merged-chr16-92621073-48
NR1115--MA0002.2.RUNX1	chr10	78078452	78078462	+	0.000	0.000	Merged-chr10-78078448-32
NR337--MA0511.2.RUNX2	chr1	86440719	86440727	+	0.000	0.000	Merged-chr1-86440751-39
NR8359--MA0511.2.RUNX2	chr7	96910467	96910475	-	0.000	0.000	Merged-chr7-96910268-22
NR3400--MA0684.1.RUNX3	chr15	59646504	59646513	-	0.000	0.000	Merged-chr15-59646557-26
NR2226--MA0684.1.RUNX3	chr12	118255872	118255881	+	0.000	0.000	Merged-chr12-118255780-45
NR7611--MA0002.2.RUNX1	chr6	57581153	57581163	-	0.000	0.000	Merged-chr6-57581328-81
NR7406--MA0002.2.RUNX1	chr5	151190178	151190188	-	0.000	0.000	Merged-chr5-151190007-65
NR6314--MA0684.1.RUNX3	chr4	11492628	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR6166--MA0002.2.RUNX1	chr3	143647010	143647020	+	0.000	0.000	Merged-chr3-143647123-49
NR175--MA0511.2.RUNX2	chr1	54421901	54421909	+	0.000	0.000	Merged-chr1-54421982-33
NR9543--MA0002.2.RUNX1	chrX	107089453	107089463	+	0.000	0.000	Merged-chrX-107089157-98
NR8739--MA0511.2.RUNX2	chr8	77534646	77534654	+	0.000	0.000	Merged-chr8-77534912-51
NR8517--MA0684.1.RUNX3	chr7	143154070	143154079	+	0.000	0.000	Merged-chr7-143154031-30
NR4237--MA0511.2.RUNX2	chr17	52125415	52125423	-	0.000	0.000	Merged-chr17-52125389-32
NR8369--MA0002.2.RUNX1	chr7	100950927	100950937	+	0.000	0.000	Merged-chr7-100950799-22
NR9400--MA0002.2.RUNX1	chr9	120127747	120127757	+	0.000	0.000	Merged-chr9-120127726-70
NR2187--MA0002.2.RUNX1	chr12	115386676	115386686	+	0.000	0.000	Merged-chr12-115386807-38
NR1161--MA0511.2.RUNX2	chr10	88420839	88420847	-	0.000	0.000	Merged-chr10-88420922-64
NR7515--MA0002.2.RUNX1	chr6	34277855	34277865	-	0.000	0.000	Merged-chr6-34277890-22
NR4267--MA0684.1.RUNX3	chr17	62246893	62246902	-	0.000	0.000	Merged-chr17-62246918-5
NR7972--MA0002.2.RUNX1	chr6	136944726	136944736	-	0.000	0.000	Merged-chr6-136944749-25
NR5421--MA0002.2.RUNX1	chr2	143063121	143063131	+	0.000	0.000	Merged-chr2-143063164-73
NR1462--MA0684.1.RUNX3	chr11	34048974	34048983	+	0.000	0.000	Merged-chr11-34049016-54
NR3807--MA0002.2.RUNX1	chr16	59517567	59517577	-	0.000	0.000	Merged-chr16-59517652-60
NR1856--MA0002.2.RUNX1	chr12	26057915	26057925	-	0.000	0.000	Merged-chr12-26057851-43
NR5550--MA0684.1.RUNX3	chr2	173455382	173455391	-	0.000	0.000	Merged-chr2-173455329-43
NR3665--MA0684.1.RUNX3	chr16	23838335	23838344	-	0.000	0.000	Merged-chr16-23838386-46
NR3993--MA0002.2.RUNX1	chr17	4980362	4980372	+	0.000	0.000	Merged-chr17-4980372-31
NR1442--MA0002.2.RUNX1	chr11	30182768	30182778	-	0.000	0.000	Merged-chr11-30182963-54
NR3744--MA0511.2.RUNX2	chr16	45224875	45224883	-	0.000	0.000	Merged-chr16-45224800-5
NR1694--MA0002.2.RUNX1	chr11	106961728	106961738	-	0.000	0.000	Merged-chr11-106961822-47
NR6036--MA0002.2.RUNX1	chr3	115815790	115815800	-	0.000	0.000	Merged-chr3-115815828-66
NR9413--MA0002.2.RUNX1	chr9	124068589	124068599	+	0.000	0.000	Merged-chr9-124068612-53
NR3502--MA0002.2.RUNX1	chr15	84212294	84212304	-	0.000	0.000	Merged-chr15-84212289-37
NR9542--MA0684.1.RUNX3	chrX	106704764	106704773	-	0.000	0.000	Merged-chrX-106704745-40
NR9394--MA0002.2.RUNX1	chr9	119744240	119744250	+	0.000	0.000	Merged-chr9-119744132-67
NR9251--MA0002.2.RUNX1	chr9	88718239	88718249	+	0.000	0.000	Merged-chr9-88718244-37
NR9522--MA0002.2.RUNX1	chrX	93905790	93905800	-	0.000	0.000	Merged-chrX-93905707-8
NR6496--MA0511.2.RUNX2	chr4	62757066	62757074	-	0.000	0.000	Merged-chr4-62756958-63
NR7095--MA0002.2.RUNX1	chr5	72761424	72761434	-	0.000	0.000	Merged-chr5-72761381-14
NR3949--MA0684.1.RUNX3	chr16	93585975	93585984	-	0.000	0.000	Merged-chr16-93586026-137
NR1855--MA0684.1.RUNX3	chr12	25784513	25784522	+	0.000	0.000	Merged-chr12-25784585-45
NR3929--MA0002.2.RUNX1	chr16	91553923	91553933	-	0.000	0.000	Merged-chr16-91553850-20
NR8556--MA0511.2.RUNX2	chr8	14090514	14090522	-	0.000	0.000	Merged-chr8-14090395-62
NR4369--MA0002.2.RUNX1	chr17	84061864	84061874	+	0.000	0.000	Merged-chr17-84061758-18
NR5943--MA0684.1.RUNX3	chr3	89187824	89187833	+	0.000	0.000	Merged-chr3-89188181-94
NR6005--MA0511.2.RUNX2	chr3	105929811	105929819	+	0.000	0.000	Merged-chr3-105929988-8
NR1441--MA0684.1.RUNX3	chr11	30166353	30166362	+	0.000	0.000	Merged-chr11-30166468-16
