#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR13078--MA0741.1.KLF16	chr11	117825867	117825877	-	0.000	0.000	Merged-chr11-117825821-14
NR30790--MA0493.1.Klf1	chr18	4294715	4294725	+	0.000	0.000	Merged-chr18-4294735-1
NR36788--MA0740.1.KLF14	chr2	76648020	76648033	-	0.000	0.000	Merged-chr2-76648077-91
NR67347--MA0741.1.KLF16	chr8	124259307	124259317	+	0.000	0.000	Merged-chr8-124259348-23
NR52341--MA0493.1.Klf1	chr5	118404355	118404365	-	0.000	0.000	Merged-chr5-118404562-37
NR8425--MA0599.1.KLF5	chr10	118419168	118419177	-	0.000	0.000	Merged-chr10-118419236-59
NR23422--MA0742.1.Klf12	chr15	74935469	74935483	+	0.000	0.000	Merged-chr15-74935411-23
NR66600--MA0039.3.KLF4	chr8	109863517	109863527	-	0.000	0.000	Merged-chr8-109863558-21
NR16113--MA1107.1.KLF9	chr13	5862490	5862502	-	0.000	0.000	Merged-chr13-5862430-12
NR14615--MA0599.1.KLF5	chr12	76710144	76710153	-	0.000	0.000	Merged-chr12-76710295-113
NR61985--MA0599.1.KLF5	chr7	108950517	108950526	-	0.000	0.000	Merged-chr7-108950745-92
NR47853--MA0741.1.KLF16	chr4	134511115	134511125	-	0.000	0.000	Merged-chr4-134511089-32
NR64560--MA0493.1.Klf1	chr8	33636669	33636679	+	0.000	0.000	Merged-chr8-33636764-22
NR66193--MA1107.1.KLF9	chr8	95149675	95149687	-	0.000	0.000	Merged-chr8-95149594-5
NR44613--MA0742.1.Klf12	chr4	15273293	15273307	+	0.000	0.000	Merged-chr4-15273435-28
NR55785--MA0657.1.KLF13	chr6	67318013	67318030	-	0.000	0.000	Merged-chr6-67318064-30
NR7442--MA0493.1.Klf1	chr10	84622256	84622266	-	0.000	0.000	Merged-chr10-84622424-60
NR6908--MA0599.1.KLF5	chr10	78438291	78438300	+	0.000	0.000	Merged-chr10-78438290-27
NR37841--MA1107.1.KLF9	chr2	118491081	118491093	+	0.000	0.000	Merged-chr2-118491236-48
NR66521--MA0599.1.KLF5	chr8	106687610	106687619	+	0.000	0.000	Merged-chr8-106687705-18
NR12224--MA0741.1.KLF16	chr11	101226446	101226456	+	0.000	0.000	Merged-chr11-101226407-43
NR30558--MA0599.1.KLF5	chr17	86145234	86145243	-	0.000	0.000	Merged-chr17-86145064-83
NR66860--MA1107.1.KLF9	chr8	116689823	116689835	+	0.000	0.000	Merged-chr8-116689955-52
NR69231--MA0599.1.KLF5	chr9	66124892	66124901	-	0.000	0.000	Merged-chr9-66124768-54
NR69755--MA0741.1.KLF16	chr9	80164985	80164995	+	0.000	0.000	Merged-chr9-80164813-89
NR17032--MA0742.1.Klf12	chr13	54789375	54789389	-	0.000	0.000	Merged-chr13-54789340-56
NR69181--MA0740.1.KLF14	chr9	65460889	65460902	+	0.000	0.000	Merged-chr9-65461064-58
NR30682--MA1107.1.KLF9	chr17	88484670	88484682	+	0.000	0.000	Merged-chr17-88484456-37
NR30299--MA0742.1.Klf12	chr17	80169132	80169146	+	0.000	0.000	Merged-chr17-80169005-20
NR3199--MA0493.1.Klf1	chr1	155040292	155040302	+	0.000	0.000	Merged-chr1-155040391-76
NR46679--MA0741.1.KLF16	chr4	107923619	107923629	+	0.000	0.000	Merged-chr4-107923581-50
NR50049--MA1107.1.KLF9	chr5	35819665	35819677	+	0.000	0.000	Merged-chr5-35819826-21
NR42562--MA0599.1.KLF5	chr3	107631477	107631486	+	0.000	0.000	Merged-chr3-107631473-90
NR2583--MA1107.1.KLF9	chr1	134455383	134455395	+	0.000	0.000	Merged-chr1-134455464-58
NR70198--MA0741.1.KLF16	chr9	94614417	94614427	+	0.000	0.000	Merged-chr9-94614552-1
NR13055--MA0657.1.KLF13	chr11	117686231	117686248	+	0.000	0.000	Merged-chr11-117686143-68
NR65664--MA0599.1.KLF5	chr8	79029527	79029536	-	0.000	0.000	Merged-chr8-79029406-228
NR44942--MA1107.1.KLF9	chr4	40722378	40722390	+	0.000	0.000	Merged-chr4-40722214-26
NR36543--MA0742.1.Klf12	chr2	71055642	71055656	-	0.000	0.000	Merged-chr2-71055719-62
NR16880--MA0740.1.KLF14	chr13	49247941	49247954	+	0.000	0.000	Merged-chr13-49248043-74
NR16798--MA1107.1.KLF9	chr13	45865690	45865702	-	0.000	0.000	Merged-chr13-45865819-22
NR19169--MA0599.1.KLF5	chr14	8173114	8173123	+	0.000	0.000	Merged-chr14-8173262-80
NR68374--MA0599.1.KLF5	chr9	42238747	42238756	+	0.000	0.000	Merged-chr9-42238939-28
NR31321--MA0599.1.KLF5	chr18	36760241	36760250	+	0.000	0.000	Merged-chr18-36760206-60
NR14601--MA0493.1.Klf1	chr12	76593979	76593989	+	0.000	0.000	Merged-chr12-76594032-18
NR56822--MA0599.1.KLF5	chr6	108307120	108307129	+	0.000	0.000	Merged-chr6-108307294-54
NR37981--MA0599.1.KLF5	chr2	121449201	121449210	+	0.000	0.000	Merged-chr2-121449280-76
NR33916--MA1107.1.KLF9	chr19	41031265	41031277	-	0.000	0.000	Merged-chr19-41031181-46
NR19369--MA0741.1.KLF16	chr14	19042615	19042625	-	0.000	0.000	Merged-chr14-19042517-33
NR24905--MA0741.1.KLF16	chr15	102665677	102665687	+	0.000	0.000	Merged-chr15-102665724-27
NR23424--MA0039.3.KLF4	chr15	74935471	74935481	+	0.000	0.000	Merged-chr15-74935411-23
NR11811--MA0599.1.KLF5	chr11	95514740	95514749	+	0.000	0.000	Merged-chr11-95514645-23
NR68901--MA0741.1.KLF16	chr9	57645212	57645222	-	0.000	0.000	Merged-chr9-57645092-1
NR30192--MA0740.1.KLF14	chr17	78916470	78916483	-	0.000	0.000	Merged-chr17-78916603-61
NR65645--MA1107.1.KLF9	chr8	77630395	77630407	-	0.000	0.000	Merged-chr8-77630286-33
NR41560--MA0039.3.KLF4	chr3	84477665	84477675	+	0.000	0.000	Merged-chr3-84477603-8
NR34929--MA0742.1.Klf12	chr2	13760534	13760548	+	0.000	0.000	Merged-chr2-13760550-51
NR61688--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR40888--MA0657.1.KLF13	chr3	40894232	40894249	-	0.000	0.000	Merged-chr3-40894272-62
NR30544--MA0493.1.Klf1	chr17	85800163	85800173	-	0.000	0.000	Merged-chr17-85800006-20
NR38334--MA0657.1.KLF13	chr2	131955570	131955587	-	0.000	0.000	Merged-chr2-131955415-30
NR23362--MA0740.1.KLF14	chr15	73169066	73169079	-	0.000	0.000	Merged-chr15-73169118-30
NR51449--MA0740.1.KLF14	chr5	99252909	99252922	+	0.000	0.000	Merged-chr5-99252869-81
NR12113--MA0599.1.KLF5	chr11	99230458	99230467	+	0.000	0.000	Merged-chr11-99230573-70
NR42753--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR69897--MA1107.1.KLF9	chr9	85319573	85319585	-	0.000	0.000	Merged-chr9-85319747-2
NR18244--MA0741.1.KLF16	chr13	100616773	100616783	+	0.000	0.000	Merged-chr13-100616743-59
NR54858--MA0741.1.KLF16	chr6	30617390	30617400	+	0.000	0.000	Merged-chr6-30617295-15
NR23802--MA0742.1.Klf12	chr15	80264286	80264300	+	0.000	0.000	Merged-chr15-80264351-45
NR45679--MA0493.1.Klf1	chr4	59224958	59224968	-	0.000	0.000	Merged-chr4-59225002-19
NR53351--MA0599.1.KLF5	chr5	135545383	135545392	+	0.000	0.000	Merged-chr5-135545364-67
NR60563--MA0741.1.KLF16	chr7	49616541	49616551	+	0.000	0.000	Merged-chr7-49616493-31
NR53690--MA1107.1.KLF9	chr5	139932825	139932837	-	0.000	0.000	Merged-chr5-139932762-12
NR34346--MA0740.1.KLF14	chr19	54115003	54115016	-	0.000	0.000	Merged-chr19-54115142-50
NR24538--MA0599.1.KLF5	chr15	97356117	97356126	-	0.000	0.000	Merged-chr15-97356067-61
NR48174--MA0493.1.Klf1	chr4	138262442	138262452	+	0.000	0.000	Merged-chr4-138262353-56
NR58102--MA0599.1.KLF5	chr6	137754677	137754686	-	0.000	0.000	Merged-chr6-137754640-54
NR16365--MA0599.1.KLF5	chr13	24786312	24786321	+	0.000	0.000	Merged-chr13-24786227-53
NR5066--MA0599.1.KLF5	chr10	5824393	5824402	-	0.000	0.000	Merged-chr10-5824355-123
NR42295--MA0742.1.Klf12	chr3	101570966	101570980	+	0.000	0.000	Merged-chr3-101570775-35
NR20089--MA0599.1.KLF5	chr14	45389004	45389013	-	0.000	0.000	Merged-chr14-45388877-116
NR5190--MA1107.1.KLF9	chr10	9880452	9880464	+	0.000	0.000	Merged-chr10-9880520-21
NR59859--MA0599.1.KLF5	chr7	29289127	29289136	+	0.000	0.000	Merged-chr7-29289173-29
NR43379--MA0740.1.KLF14	chr3	133091586	133091599	-	0.000	0.000	Merged-chr3-133091752-102
NR15563--MA0740.1.KLF14	chr12	108334120	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR43732--MA0493.1.Klf1	chr3	143379403	143379413	+	0.000	0.000	Merged-chr3-143379316-24
NR33524--MA0741.1.KLF16	chr19	24961737	24961747	+	0.000	0.000	Merged-chr19-24961657-56
NR69388--MA0741.1.KLF16	chr9	70542642	70542652	+	0.000	0.000	Merged-chr9-70542837-79
NR60791--MA1107.1.KLF9	chr7	63957543	63957555	-	0.000	0.000	Merged-chr7-63957418-17
NR3451--MA0742.1.Klf12	chr1	161035002	161035016	-	0.000	0.000	Merged-chr1-161035022-99
NR33813--MA1107.1.KLF9	chr19	38746133	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR8459--MA0742.1.Klf12	chr10	118869500	118869514	+	0.000	0.000	Merged-chr10-118869269-178
NR3673--MA1107.1.KLF9	chr1	165780091	165780103	+	0.000	0.000	Merged-chr1-165779955-3
NR21095--MA0741.1.KLF16	chr14	75845212	75845222	+	0.000	0.000	Merged-chr14-75845337-99
NR14839--MA0599.1.KLF5	chr12	85486187	85486196	+	0.000	0.000	Merged-chr12-85486103-52
NR49147--MA0740.1.KLF14	chr4	156109935	156109948	-	0.000	0.000	Merged-chr4-156109901-53
NR8424--MA1107.1.KLF9	chr10	118406932	118406944	+	0.000	0.000	Merged-chr10-118407091-36
NR9987--MA0740.1.KLF14	chr11	49100588	49100601	-	0.000	0.000	Merged-chr11-49100506-9
NR67433--MA0657.1.KLF13	chr8	125734213	125734230	-	0.000	0.000	Merged-chr8-125734356-90
NR42286--MA0741.1.KLF16	chr3	101377060	101377070	-	0.000	0.000	Merged-chr3-101377096-48
NR11159--MA0741.1.KLF16	chr11	77484085	77484095	+	0.000	0.000	Merged-chr11-77483872-51
NR60420--MA0741.1.KLF16	chr7	45570291	45570301	-	0.000	0.000	Merged-chr7-45570412-39
NR12779--MA1107.1.KLF9	chr11	114636315	114636327	+	0.000	0.000	Merged-chr11-114636185-1
NR2547--MA0039.3.KLF4	chr1	134083373	134083383	-	0.000	0.000	Merged-chr1-134083206-23
NR65095--MA0493.1.Klf1	chr8	64788878	64788888	+	0.000	0.000	Merged-chr8-64788923-42
NR65753--MA0657.1.KLF13	chr8	83442673	83442690	-	0.000	0.000	Merged-chr8-83442554-54
NR9421--MA0599.1.KLF5	chr11	17159273	17159282	+	0.000	0.000	Merged-chr11-17159248-29
NR60339--MA0740.1.KLF14	chr7	45016360	45016373	-	0.000	0.000	Merged-chr7-45016248-46
NR29924--MA0740.1.KLF14	chr17	71551933	71551946	-	0.000	0.000	Merged-chr17-71552127-66
NR11025--MA0742.1.Klf12	chr11	75336900	75336914	+	0.000	0.000	Merged-chr11-75337042-92
NR70239--MA0742.1.Klf12	chr9	96299794	96299808	-	0.000	0.000	Merged-chr9-96299738-12
NR9627--MA0599.1.KLF5	chr11	23895277	23895286	+	0.000	0.000	Merged-chr11-23895128-57
NR29892--MA1107.1.KLF9	chr17	70974254	70974266	-	0.000	0.000	Merged-chr17-70974358-18
NR7334--MA0742.1.Klf12	chr10	82048227	82048241	-	0.000	0.000	Merged-chr10-82048225-54
NR13561--MA0599.1.KLF5	chr12	16533752	16533761	-	0.000	0.000	Merged-chr12-16533665-29
NR66520--MA1107.1.KLF9	chr8	106561357	106561369	-	0.000	0.000	Merged-chr8-106561375-36
NR27154--MA0599.1.KLF5	chr16	94328389	94328398	+	0.000	0.000	Merged-chr16-94328439-39
NR3291--MA0657.1.KLF13	chr1	156667696	156667713	-	0.000	0.000	Merged-chr1-156667693-16
NR11448--MA0493.1.Klf1	chr11	83427164	83427174	-	0.000	0.000	Merged-chr11-83427228-21
NR42302--MA0493.1.Klf1	chr3	101604787	101604797	+	0.000	0.000	Merged-chr3-101604815-1
NR1557--MA0741.1.KLF16	chr1	87811582	87811592	+	0.000	0.000	Merged-chr1-87811547-25
NR50734--MA1107.1.KLF9	chr5	65764527	65764539	+	0.000	0.000	Merged-chr5-65764429-153
NR49926--MA1107.1.KLF9	chr5	33143055	33143067	-	0.000	0.000	Merged-chr5-33143118-19
NR72830--MA0741.1.KLF16	chrX	159910926	159910936	+	0.000	0.000	Merged-chrX-159910945-21
NR63569--MA0493.1.Klf1	chr7	139968708	139968718	-	0.000	0.000	Merged-chr7-139968750-61
NR72872--MA0493.1.Klf1	chrX	162760163	162760173	+	0.000	0.000	Merged-chrX-162760331-82
NR48882--MA0599.1.KLF5	chr4	152178079	152178088	-	0.000	0.000	Merged-chr4-152178295-75
NR51456--MA0742.1.Klf12	chr5	99252931	99252945	+	0.000	0.000	Merged-chr5-99252869-81
NR18624--MA0741.1.KLF16	chr13	109213058	109213068	+	0.000	0.000	Merged-chr13-109213117-28
NR22712--MA0599.1.KLF5	chr15	38452890	38452899	-	0.000	0.000	Merged-chr15-38452892-28
NR11492--MA1107.1.KLF9	chr11	85140179	85140191	-	0.000	0.000	Merged-chr11-85140096-67
NR13535--MA0740.1.KLF14	chr12	14152274	14152287	-	0.000	0.000	Merged-chr12-14152213-14
NR16119--MA0599.1.KLF5	chr13	5864379	5864388	-	0.000	0.000	Merged-chr13-5864557-62
NR6236--MA0493.1.Klf1	chr10	61492183	61492193	-	0.000	0.000	Merged-chr10-61492301-30
NR137--MA0599.1.KLF5	chr1	14740102	14740111	-	0.000	0.000	Merged-chr1-14740213-10
NR70030--MA0742.1.Klf12	chr9	88858895	88858909	-	0.000	0.000	Merged-chr9-88858930-57
NR26082--MA0599.1.KLF5	chr16	44210825	44210834	+	0.000	0.000	Merged-chr16-44210859-20
NR50465--MA0741.1.KLF16	chr5	57714981	57714991	-	0.000	0.000	Merged-chr5-57715009-24
NR56821--MA1107.1.KLF9	chr6	108251604	108251616	-	0.000	0.000	Merged-chr6-108251708-11
NR54986--MA1107.1.KLF9	chr6	35177700	35177712	-	0.000	0.000	Merged-chr6-35177687-66
NR34353--MA0742.1.Klf12	chr19	54115021	54115035	-	0.000	0.000	Merged-chr19-54115142-50
NR9891--MA0599.1.KLF5	chr11	43767066	43767075	-	0.000	0.000	Merged-chr11-43767173-52
NR60206--MA0599.1.KLF5	chr7	43465726	43465735	-	0.000	0.000	Merged-chr7-43465924-112
NR26964--MA0599.1.KLF5	chr16	90810494	90810503	-	0.000	0.000	Merged-chr16-90810372-70
NR66866--MA0599.1.KLF5	chr8	116735522	116735531	-	0.000	0.000	Merged-chr8-116735664-29
NR53181--MA0657.1.KLF13	chr5	134244274	134244291	+	0.000	0.000	Merged-chr5-134244216-41
NR70384--MA0599.1.KLF5	chr9	101073688	101073697	-	0.000	0.000	Merged-chr9-101073611-17
NR40702--MA0740.1.KLF14	chr3	31145840	31145853	+	0.000	0.000	Merged-chr3-31145985-42
NR23353--MA1107.1.KLF9	chr15	73137759	73137771	+	0.000	0.000	Merged-chr15-73137730-76
NR22715--MA0741.1.KLF16	chr15	38452889	38452899	-	0.000	0.000	Merged-chr15-38452892-28
NR33478--MA0493.1.Klf1	chr19	21778240	21778250	-	0.000	0.000	Merged-chr19-21778385-93
NR22595--MA0493.1.Klf1	chr15	34443551	34443561	-	0.000	0.000	Merged-chr15-34443401-81
NR33633--MA0741.1.KLF16	chr19	30823105	30823115	+	0.000	0.000	Merged-chr19-30823040-7
NR15196--MA0740.1.KLF14	chr12	99883547	99883560	-	0.000	0.000	Merged-chr12-99883517-13
NR23155--MA0741.1.KLF16	chr15	61983498	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR28065--MA0740.1.KLF14	chr17	24687224	24687237	+	0.000	0.000	Merged-chr17-24687301-48
NR46240--MA1107.1.KLF9	chr4	88046545	88046557	+	0.000	0.000	Merged-chr4-88046485-60
NR696--MA0493.1.Klf1	chr1	50927286	50927296	-	0.000	0.000	Merged-chr1-50927546-47
NR22227--MA0039.3.KLF4	chr15	3174250	3174260	-	0.000	0.000	Merged-chr15-3174330-41
NR59463--MA0740.1.KLF14	chr7	25000902	25000915	+	0.000	0.000	Merged-chr7-25000756-34
NR15171--MA1107.1.KLF9	chr12	98628094	98628106	-	0.000	0.000	Merged-chr12-98628210-48
NR49708--MA0599.1.KLF5	chr5	25529816	25529825	-	0.000	0.000	Merged-chr5-25529854-76
NR69736--MA0740.1.KLF14	chr9	79792955	79792968	+	0.000	0.000	Merged-chr9-79792846-1
NR59734--MA0740.1.KLF14	chr7	28392872	28392885	+	0.000	0.000	Merged-chr7-28392876-52
NR44948--MA0599.1.KLF5	chr4	40757937	40757946	-	0.000	0.000	Merged-chr4-40757747-77
NR62875--MA0741.1.KLF16	chr7	127841647	127841657	-	0.000	0.000	Merged-chr7-127841775-106
NR1019--MA1107.1.KLF9	chr1	66201880	66201892	+	0.000	0.000	Merged-chr1-66201710-4
NR28682--MA0493.1.Klf1	chr17	34187498	34187508	-	0.000	0.000	Merged-chr17-34187443-76
NR44617--MA0741.1.KLF16	chr4	15273294	15273304	+	0.000	0.000	Merged-chr4-15273435-28
NR50640--MA1107.1.KLF9	chr5	64455579	64455591	+	0.000	0.000	Merged-chr5-64455679-15
NR62398--MA1107.1.KLF9	chr7	118740220	118740232	-	0.000	0.000	Merged-chr7-118740082-2
NR16893--MA0740.1.KLF14	chr13	49652838	49652851	+	0.000	0.000	Merged-chr13-49652936-64
NR60800--MA0741.1.KLF16	chr7	63987037	63987047	-	0.000	0.000	Merged-chr7-63987101-39
NR41122--MA1107.1.KLF9	chr3	55688151	55688163	-	0.000	0.000	Merged-chr3-55687980-1
NR24537--MA1107.1.KLF9	chr15	97327635	97327647	-	0.000	0.000	Merged-chr15-97327593-29
NR8676--MA0599.1.KLF5	chr10	122755185	122755194	-	0.000	0.000	Merged-chr10-122755211-20
NR16025--MA0599.1.KLF5	chr12	117533815	117533824	-	0.000	0.000	Merged-chr12-117534127-69
NR24105--MA0740.1.KLF14	chr15	85735403	85735416	-	0.000	0.000	Merged-chr15-85735483-51
NR54633--MA0493.1.Klf1	chr6	17307666	17307676	-	0.000	0.000	Merged-chr6-17307561-30
NR7172--MA0742.1.Klf12	chr10	80848715	80848729	+	0.000	0.000	Merged-chr10-80848752-35
NR36756--MA1107.1.KLF9	chr2	75563647	75563659	+	0.000	0.000	Merged-chr2-75563664-35
NR981--MA0741.1.KLF16	chr1	64121728	64121738	-	0.000	0.000	Merged-chr1-64121787-120
NR5947--MA1107.1.KLF9	chr10	53461608	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR110--MA0741.1.KLF16	chr1	13426241	13426251	-	0.000	0.000	Merged-chr1-13426013-7
NR925--MA0599.1.KLF5	chr1	61181511	61181520	+	0.000	0.000	Merged-chr1-61181462-55
NR10282--MA0493.1.Klf1	chr11	55131242	55131252	+	0.000	0.000	Merged-chr11-55131266-10
NR22129--MA1107.1.KLF9	chr14	122104962	122104974	+	0.000	0.000	Merged-chr14-122105066-47
NR49090--MA0599.1.KLF5	chr4	155563452	155563461	+	0.000	0.000	Merged-chr4-155563706-85
NR53245--MA0742.1.Klf12	chr5	134494506	134494520	+	0.000	0.000	Merged-chr5-134494514-28
NR6723--MA0741.1.KLF16	chr10	75835755	75835765	+	0.000	0.000	Merged-chr10-75835813-94
NR62190--MA0741.1.KLF16	chr7	114093726	114093736	+	0.000	0.000	Merged-chr7-114093850-17
NR4894--MA0599.1.KLF5	chr1	192532341	192532350	-	0.000	0.000	Merged-chr1-192532397-12
NR29786--MA0599.1.KLF5	chr17	65951266	65951275	+	0.000	0.000	Merged-chr17-65951140-56
NR65202--MA1107.1.KLF9	chr8	69790626	69790638	+	0.000	0.000	Merged-chr8-69790538-1
NR10534--MA0657.1.KLF13	chr11	61762124	61762141	-	0.000	0.000	Merged-chr11-61762062-61
NR44598--MA0741.1.KLF16	chr4	14819949	14819959	-	0.000	0.000	Merged-chr4-14819908-10
NR26175--MA1107.1.KLF9	chr16	46022653	46022665	+	0.000	0.000	Merged-chr16-46022516-69
NR72485--MA0742.1.Klf12	chrX	113298188	113298202	-	0.000	0.000	Merged-chrX-113298172-75
NR15017--MA0742.1.Klf12	chr12	91590062	91590076	-	0.000	0.000	Merged-chr12-91590241-81
NR53481--MA0599.1.KLF5	chr5	137294490	137294499	-	0.000	0.000	Merged-chr5-137294401-73
NR23107--MA1107.1.KLF9	chr15	60101869	60101881	+	0.000	0.000	Merged-chr15-60101772-22
NR46352--MA1107.1.KLF9	chr4	98444865	98444877	-	0.000	0.000	Merged-chr4-98444883-15
NR58447--MA0599.1.KLF5	chr6	143327068	143327077	-	0.000	0.000	Merged-chr6-143327148-45
NR2002--MA0493.1.Klf1	chr1	118459504	118459514	-	0.000	0.000	Merged-chr1-118459359-93
NR13785--MA0599.1.KLF5	chr12	28751793	28751802	-	0.000	0.000	Merged-chr12-28751781-47
NR14176--MA0493.1.Klf1	chr12	54398449	54398459	-	0.000	0.000	Merged-chr12-54398333-42
NR14026--MA0741.1.KLF16	chr12	40037415	40037425	+	0.000	0.000	Merged-chr12-40037304-3
NR48980--MA0493.1.Klf1	chr4	154160686	154160696	+	0.000	0.000	Merged-chr4-154160768-60
NR55036--MA0657.1.KLF13	chr6	38345973	38345990	+	0.000	0.000	Merged-chr6-38346040-40
NR59783--MA0599.1.KLF5	chr7	29001259	29001268	-	0.000	0.000	Merged-chr7-29001124-75
NR42240--MA0599.1.KLF5	chr3	100442838	100442847	-	0.000	0.000	Merged-chr3-100442814-47
NR68419--MA0740.1.KLF14	chr9	44305641	44305654	+	0.000	0.000	Merged-chr9-44305753-50
NR12346--MA0741.1.KLF16	chr11	103094660	103094670	-	0.000	0.000	Merged-chr11-103094550-18
NR11108--MA0493.1.Klf1	chr11	76184486	76184496	-	0.000	0.000	Merged-chr11-76184587-9
NR40233--MA0742.1.Klf12	chr2	180024848	180024862	+	0.000	0.000	Merged-chr2-180024959-69
NR10000--MA0741.1.KLF16	chr11	49202770	49202780	-	0.000	0.000	Merged-chr11-49202721-8
NR20126--MA0740.1.KLF14	chr14	47418256	47418269	+	0.000	0.000	Merged-chr14-47418232-53
NR33819--MA0599.1.KLF5	chr19	38819222	38819231	+	0.000	0.000	Merged-chr19-38819260-61
NR28426--MA0039.3.KLF4	chr17	29393768	29393778	+	0.000	0.000	Merged-chr17-29393996-77
NR15807--MA1107.1.KLF9	chr12	112629099	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR59399--MA0741.1.KLF16	chr7	24399819	24399829	+	0.000	0.000	Merged-chr7-24399802-53
NR3464--MA0599.1.KLF5	chr1	161070943	161070952	-	0.000	0.000	Merged-chr1-161070949-93
NR67722--MA1107.1.KLF9	chr9	14172178	14172190	-	0.000	0.000	Merged-chr9-14171965-37
NR31586--MA0741.1.KLF16	chr18	55303712	55303722	+	0.000	0.000	Merged-chr18-55303601-6
NR25985--MA1107.1.KLF9	chr16	38399684	38399696	+	0.000	0.000	Merged-chr16-38399742-32
NR52346--MA0493.1.Klf1	chr5	118465390	118465400	-	0.000	0.000	Merged-chr5-118465239-56
NR61169--MA0039.3.KLF4	chr7	80246321	80246331	-	0.000	0.000	Merged-chr7-80246388-49
NR44152--MA0740.1.KLF14	chr3	152714092	152714105	+	0.000	0.000	Merged-chr3-152714247-60
NR20322--MA0599.1.KLF5	chr14	54225388	54225397	+	0.000	0.000	Merged-chr14-54225223-49
NR5844--MA1107.1.KLF9	chr10	43706426	43706438	-	0.000	0.000	Merged-chr10-43706280-54
NR16163--MA0741.1.KLF16	chr13	9093874	9093884	-	0.000	0.000	Merged-chr13-9094017-81
NR24690--MA0741.1.KLF16	chr15	99009039	99009049	+	0.000	0.000	Merged-chr15-99008995-43
NR72443--MA0599.1.KLF5	chrX	104413904	104413913	+	0.000	0.000	Merged-chrX-104413692-75
NR45881--MA0741.1.KLF16	chr4	63544714	63544724	+	0.000	0.000	Merged-chr4-63544778-69
NR65614--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR37625--MA0741.1.KLF16	chr2	112240501	112240511	+	0.000	0.000	Merged-chr2-112240570-1
NR32022--MA0657.1.KLF13	chr18	67239286	67239303	-	0.000	0.000	Merged-chr18-67239336-22
NR37846--MA1107.1.KLF9	chr2	118491091	118491103	+	0.000	0.000	Merged-chr2-118491236-48
NR30491--MA0599.1.KLF5	chr17	84148971	84148980	+	0.000	0.000	Merged-chr17-84148977-32
NR69236--MA0599.1.KLF5	chr9	66280708	66280717	-	0.000	0.000	Merged-chr9-66280621-39
NR47756--MA0493.1.Klf1	chr4	133241460	133241470	-	0.000	0.000	Merged-chr4-133241411-59
NR61983--MA0740.1.KLF14	chr7	108950489	108950502	+	0.000	0.000	Merged-chr7-108950745-92
NR68906--MA1107.1.KLF9	chr9	57647828	57647840	-	0.000	0.000	Merged-chr9-57647746-26
NR6822--MA1107.1.KLF9	chr10	77367042	77367054	+	0.000	0.000	Merged-chr10-77367193-51
NR40391--MA0493.1.Klf1	chr3	10439631	10439641	-	0.000	0.000	Merged-chr3-10439565-1
NR138--MA0740.1.KLF14	chr1	14740132	14740145	-	0.000	0.000	Merged-chr1-14740213-10
NR61112--MA0740.1.KLF14	chr7	79592230	79592243	+	0.000	0.000	Merged-chr7-79592418-20
NR35913--MA0740.1.KLF14	chr2	36091472	36091485	+	0.000	0.000	Merged-chr2-36091401-36
NR58898--MA1107.1.KLF9	chr7	6383276	6383288	-	0.000	0.000	Merged-chr7-6383352-66
NR41650--MA0741.1.KLF16	chr3	88022959	88022969	+	0.000	0.000	Merged-chr3-88023115-51
NR36793--MA0599.1.KLF5	chr2	76648245	76648254	+	0.000	0.000	Merged-chr2-76648077-91
NR61408--MA0599.1.KLF5	chr7	89404184	89404193	-	0.000	0.000	Merged-chr7-89404144-109
NR10286--MA1107.1.KLF9	chr11	55194512	55194524	+	0.000	0.000	Merged-chr11-55194635-21
NR25847--MA0493.1.Klf1	chr16	33751633	33751643	-	0.000	0.000	Merged-chr16-33751645-59
NR53789--MA1107.1.KLF9	chr5	140871300	140871312	-	0.000	0.000	Merged-chr5-140871418-38
NR31172--MA0741.1.KLF16	chr18	34202689	34202699	+	0.000	0.000	Merged-chr18-34202543-19
NR33182--MA1107.1.KLF9	chr19	7234931	7234943	+	0.000	0.000	Merged-chr19-7234989-20
NR18781--MA1107.1.KLF9	chr13	113013591	113013603	-	0.000	0.000	Merged-chr13-113013424-80
NR13333--MA0599.1.KLF5	chr12	3309702	3309711	+	0.000	0.000	Merged-chr12-3309830-82
