#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR9277--MA0089.1.MAFG::NFE2L1	chr5	105798540	105798545	-	0.000	0.000	Merged-chr5-105798670-49
NR9653--MA0089.1.MAFG::NFE2L1	chr6	31220353	31220358	-	0.000	0.000	Merged-chr6-31220407-8
NR8603--MA0501.1.MAF::NFE2	chr4	130706881	130706895	-	0.000	0.000	Merged-chr4-130706849-20
NR5786--MA0591.1.Bach1::Mafk	chr18	66471589	66471603	-	0.000	0.000	Merged-chr18-66471661-3
NR7736--MA0496.2.MAFK	chr3	96269596	96269614	+	0.000	0.000	Merged-chr3-96269426-97
NR8870--MA0591.1.Bach1::Mafk	chr5	5420345	5420359	+	0.000	0.000	Merged-chr5-5420247-39
NR10108--MA0117.2.Mafb	chr6	120932824	120932835	+	0.000	0.000	Merged-chr6-120932885-30
NR9364--MA0089.1.MAFG::NFE2L1	chr5	118332389	118332394	+	0.000	0.000	Merged-chr5-118332202-59
NR8846--MA0117.2.Mafb	chr4	156033082	156033093	+	0.000	0.000	Merged-chr4-156033433-76
NR4932--MA0496.2.MAFK	chr16	87700099	87700117	+	0.000	0.000	Merged-chr16-87700097-27
NR1983--MA0591.1.Bach1::Mafk	chr11	62822167	62822181	+	0.000	0.000	Merged-chr11-62822095-14
NR6978--MA0591.1.Bach1::Mafk	chr2	132269391	132269405	+	0.000	0.000	Merged-chr2-132269487-27
NR11039--MA0501.1.MAF::NFE2	chr7	126584668	126584682	-	0.000	0.000	Merged-chr7-126584739-30
NR9955--MA0089.1.MAFG::NFE2L1	chr6	100255720	100255725	+	0.000	0.000	Merged-chr6-100255672-12
NR9825--MA0591.1.Bach1::Mafk	chr6	72644783	72644797	+	0.000	0.000	Merged-chr6-72644677-18
NR1260--MA0495.2.MAFF	chr10	60352062	60352082	-	0.000	0.000	Merged-chr10-60352057-41
NR10542--MA0089.1.MAFG::NFE2L1	chr7	35991369	35991374	+	0.000	0.000	Merged-chr7-35991280-23
NR3849--MA0117.2.Mafb	chr14	61648792	61648803	+	0.000	0.000	Merged-chr14-61648687-125
NR3186--MA0089.1.MAFG::NFE2L1	chr13	42051673	42051678	+	0.000	0.000	Merged-chr13-42051680-16
NR8079--MA0495.2.MAFF	chr3	153764829	153764849	+	0.000	0.000	Merged-chr3-153764846-117
NR5154--MA0495.2.MAFF	chr17	24344784	24344804	-	0.000	0.000	Merged-chr17-24344874-27
NR12306--MA0659.1.MAFG	chr9	114787911	114787931	-	0.000	0.000	Merged-chr9-114787935-34
NR12412--MA0089.1.MAFG::NFE2L1	chrX	13552560	13552565	-	0.000	0.000	Merged-chrX-13552455-23
NR12196--MA0496.2.MAFK	chr9	94691876	94691894	+	0.000	0.000	Merged-chr9-94691829-80
NR8287--MA0501.1.MAF::NFE2	chr4	63355949	63355963	+	0.000	0.000	Merged-chr4-63356143-20
NR4606--MA0495.2.MAFF	chr16	8306676	8306696	-	0.000	0.000	Merged-chr16-8306528-49
NR7908--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR3853--MA0591.1.Bach1::Mafk	chr14	62851116	62851130	-	0.000	0.000	Merged-chr14-62851095-38
NR369--MA0089.1.MAFG::NFE2L1	chr1	92371810	92371815	+	0.000	0.000	Merged-chr1-92371802-28
NR11553--MA0591.1.Bach1::Mafk	chr8	111522055	111522069	+	0.000	0.000	Merged-chr8-111522128-54
NR11207--MA0089.1.MAFG::NFE2L1	chr8	12607412	12607417	-	0.000	0.000	Merged-chr8-12607436-37
NR2559--MA0089.1.MAFG::NFE2L1	chr12	25957700	25957705	+	0.000	0.000	Merged-chr12-25957783-13
NR5182--MA0501.1.MAF::NFE2	chr17	29381588	29381602	+	0.000	0.000	Merged-chr17-29381670-18
NR1024--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR9146--MA0496.2.MAFK	chr5	90603531	90603549	+	0.000	0.000	Merged-chr5-90603641-23
NR6221--MA0496.2.MAFK	chr19	55866020	55866038	-	0.000	0.000	Merged-chr19-55866165-31
NR9954--MA0117.2.Mafb	chr6	100255567	100255578	+	0.000	0.000	Merged-chr6-100255672-12
NR3575--MA0089.1.MAFG::NFE2L1	chr13	109922339	109922344	-	0.000	0.000	Merged-chr13-109922319-36
NR5071--MA0659.1.MAFG	chr17	5166338	5166358	-	0.000	0.000	Merged-chr17-5166292-6
NR1111--MA0089.1.MAFG::NFE2L1	chr10	26364423	26364428	-	0.000	0.000	Merged-chr10-26364475-53
NR3933--MA0501.1.MAF::NFE2	chr14	73253795	73253809	-	0.000	0.000	Merged-chr14-73253840-37
NR7077--MA0501.1.MAF::NFE2	chr2	145557511	145557525	-	0.000	0.000	Merged-chr2-145557638-12
NR5602--MA0495.2.MAFF	chr18	23754629	23754649	-	0.000	0.000	Merged-chr18-23754514-42
NR9632--MA0659.1.MAFG	chr6	29735986	29736006	-	0.000	0.000	Merged-chr6-29735888-24
NR9073--MA0089.1.MAFG::NFE2L1	chr5	65737508	65737513	-	0.000	0.000	Merged-chr5-65737481-18
NR5763--MA0501.1.MAF::NFE2	chr18	62685485	62685499	-	0.000	0.000	Merged-chr18-62685529-20
NR7806--MA0089.1.MAFG::NFE2L1	chr3	107356243	107356248	+	0.000	0.000	Merged-chr3-107356101-14
NR10926--MA0495.2.MAFF	chr7	114301694	114301714	+	0.000	0.000	Merged-chr7-114301594-55
NR2562--MA0501.1.MAF::NFE2	chr12	26206991	26207005	+	0.000	0.000	Merged-chr12-26206991-18
NR11485--MA0659.1.MAFG	chr8	94812834	94812854	+	0.000	0.000	Merged-chr8-94812976-23
NR2125--MA0591.1.Bach1::Mafk	chr11	82235777	82235791	-	0.000	0.000	Merged-chr11-82235744-34
NR6122--MA0591.1.Bach1::Mafk	chr19	37110697	37110711	+	0.000	0.000	Merged-chr19-37110576-17
NR4834--MA0496.2.MAFK	chr16	52879650	52879668	-	0.000	0.000	Merged-chr16-52879758-28
NR156--MA0501.1.MAF::NFE2	chr1	51509243	51509257	+	0.000	0.000	Merged-chr1-51509217-43
NR453--MA0496.2.MAFK	chr1	120245347	120245365	+	0.000	0.000	Merged-chr1-120245236-2
NR528--MA0591.1.Bach1::Mafk	chr1	134560540	134560554	-	0.000	0.000	Merged-chr1-134560564-90
NR4754--MA0495.2.MAFF	chr16	43303488	43303508	+	0.000	0.000	Merged-chr16-43303663-37
NR11017--MA0591.1.Bach1::Mafk	chr7	123084613	123084627	+	0.000	0.000	Merged-chr7-123084747-69
NR10553--MA0089.1.MAFG::NFE2L1	chr7	44896055	44896060	-	0.000	0.000	Merged-chr7-44895929-62
NR2641--MA0591.1.Bach1::Mafk	chr12	54313282	54313296	+	0.000	0.000	Merged-chr12-54313214-97
NR2404--MA0591.1.Bach1::Mafk	chr11	116256021	116256035	-	0.000	0.000	Merged-chr11-116256028-23
NR5248--MA0496.2.MAFK	chr17	36042870	36042888	-	0.000	0.000	Merged-chr17-36042760-57
NR10447--MA0501.1.MAF::NFE2	chr7	16057370	16057384	-	0.000	0.000	Merged-chr7-16057177-61
NR2846--MA0089.1.MAFG::NFE2L1	chr12	103338239	103338244	-	0.000	0.000	Merged-chr12-103338377-34
NR4852--MA0496.2.MAFK	chr16	57500956	57500974	-	0.000	0.000	Merged-chr16-57500995-13
NR11618--MA0591.1.Bach1::Mafk	chr8	117772789	117772803	+	0.000	0.000	Merged-chr8-117772652-68
NR9730--MA0501.1.MAF::NFE2	chr6	53455711	53455725	+	0.000	0.000	Merged-chr6-53455637-20
NR10855--MA0089.1.MAFG::NFE2L1	chr7	107748263	107748268	+	0.000	0.000	Merged-chr7-107748177-29
NR9273--MA0089.1.MAFG::NFE2L1	chr5	105636904	105636909	+	0.000	0.000	Merged-chr5-105636927-69
NR5606--MA0501.1.MAF::NFE2	chr18	23754635	23754649	+	0.000	0.000	Merged-chr18-23754514-42
NR96--MA0496.2.MAFK	chr1	36162982	36163000	-	0.000	0.000	Merged-chr1-36162898-20
NR10566--MA0089.1.MAFG::NFE2L1	chr7	47095174	47095179	-	0.000	0.000	Merged-chr7-47095108-11
NR6188--MA0591.1.Bach1::Mafk	chr19	53312170	53312184	-	0.000	0.000	Merged-chr19-53312131-1
NR4194--MA0496.2.MAFK	chr15	34390210	34390228	-	0.000	0.000	Merged-chr15-34390161-14
NR9836--MA0496.2.MAFK	chr6	72881453	72881471	-	0.000	0.000	Merged-chr6-72881581-61
NR3102--MA0117.2.Mafb	chr13	21579924	21579935	-	0.000	0.000	Merged-chr13-21579773-26
NR9762--MA0117.2.Mafb	chr6	59411873	59411884	+	0.000	0.000	Merged-chr6-59411943-3
NR3395--MA0501.1.MAF::NFE2	chr13	90981323	90981337	+	0.000	0.000	Merged-chr13-90981461-11
NR8646--MA0089.1.MAFG::NFE2L1	chr4	135946566	135946571	-	0.000	0.000	Merged-chr4-135946528-48
NR7569--MA0117.2.Mafb	chr3	52878453	52878464	+	0.000	0.000	Merged-chr3-52878450-55
NR10017--MA0496.2.MAFK	chr6	113047265	113047283	+	0.000	0.000	Merged-chr6-113047446-32
NR4903--MA0089.1.MAFG::NFE2L1	chr16	77038108	77038113	-	0.000	0.000	Merged-chr16-77038211-5
NR12384--MA0591.1.Bach1::Mafk	chr9	121719016	121719030	+	0.000	0.000	Merged-chr9-121719213-142
NR8531--MA0089.1.MAFG::NFE2L1	chr4	120044808	120044813	-	0.000	0.000	Merged-chr4-120044912-16
NR2253--MA0089.1.MAFG::NFE2L1	chr11	100320433	100320438	-	0.000	0.000	Merged-chr11-100320194-102
NR274--MA0591.1.Bach1::Mafk	chr1	79703655	79703669	+	0.000	0.000	Merged-chr1-79703728-12
NR150--MA0089.1.MAFG::NFE2L1	chr1	43843680	43843685	+	0.000	0.000	Merged-chr1-43843671-22
NR4963--MA0591.1.Bach1::Mafk	chr16	91011081	91011095	-	0.000	0.000	Merged-chr16-91011174-91
NR832--MA0659.1.MAFG	chr1	181866628	181866648	+	0.000	0.000	Merged-chr1-181866572-42
NR7904--MA0089.1.MAFG::NFE2L1	chr3	131303193	131303198	+	0.000	0.000	Merged-chr3-131303099-58
NR3326--MA0117.2.Mafb	chr13	69821657	69821668	-	0.000	0.000	Merged-chr13-69821460-47
NR11371--MA0496.2.MAFK	chr8	71729309	71729327	+	0.000	0.000	Merged-chr8-71729431-24
NR4912--MA0501.1.MAF::NFE2	chr16	84496928	84496942	-	0.000	0.000	Merged-chr16-84496971-26
NR7053--MA0501.1.MAF::NFE2	chr2	144240295	144240309	+	0.000	0.000	Merged-chr2-144240355-14
NR4801--MA0089.1.MAFG::NFE2L1	chr16	50533849	50533854	+	0.000	0.000	Merged-chr16-50533988-11
NR3571--MA0089.1.MAFG::NFE2L1	chr13	109776341	109776346	-	0.000	0.000	Merged-chr13-109776276-46
NR2147--MA0659.1.MAFG	chr11	85324146	85324166	+	0.000	0.000	Merged-chr11-85324179-42
NR4777--MA0495.2.MAFF	chr16	44778982	44779002	-	0.000	0.000	Merged-chr16-44778885-37
NR9140--MA0501.1.MAF::NFE2	chr5	90595189	90595203	+	0.000	0.000	Merged-chr5-90595203-46
NR4212--MA0591.1.Bach1::Mafk	chr15	38199738	38199752	-	0.000	0.000	Merged-chr15-38199755-22
NR4534--MA0591.1.Bach1::Mafk	chr15	98662811	98662825	+	0.000	0.000	Merged-chr15-98662723-71
NR8202--MA0501.1.MAF::NFE2	chr4	41707252	41707266	+	0.000	0.000	Merged-chr4-41707274-28
NR7703--MA0591.1.Bach1::Mafk	chr3	90587054	90587068	-	0.000	0.000	Merged-chr3-90587051-129
NR4889--MA0495.2.MAFF	chr16	75903184	75903204	+	0.000	0.000	Merged-chr16-75903251-33
NR7802--MA0089.1.MAFG::NFE2L1	chr3	106485958	106485963	+	0.000	0.000	Merged-chr3-106485995-50
NR11782--MA0089.1.MAFG::NFE2L1	chr8	128624598	128624603	-	0.000	0.000	Merged-chr8-128624457-14
NR5771--MA0591.1.Bach1::Mafk	chr18	64476941	64476955	-	0.000	0.000	Merged-chr18-64476957-10
NR2453--MA0089.1.MAFG::NFE2L1	chr11	119352198	119352203	-	0.000	0.000	Merged-chr11-119352427-33
NR12000--MA0496.2.MAFK	chr9	62425368	62425386	-	0.000	0.000	Merged-chr9-62425384-15
NR7218--MA0496.2.MAFK	chr2	157190847	157190865	+	0.000	0.000	Merged-chr2-157190874-9
NR9808--MA0591.1.Bach1::Mafk	chr6	70714458	70714472	+	0.000	0.000	Merged-chr6-70714490-34
NR4438--MA0089.1.MAFG::NFE2L1	chr15	81819851	81819856	+	0.000	0.000	Merged-chr15-81819861-26
NR5367--MA0089.1.MAFG::NFE2L1	chr17	70851897	70851902	-	0.000	0.000	Merged-chr17-70852117-218
NR6298--MA0591.1.Bach1::Mafk	chr2	3742588	3742602	+	0.000	0.000	Merged-chr2-3742681-34
NR350--MA0089.1.MAFG::NFE2L1	chr1	91056680	91056685	-	0.000	0.000	Merged-chr1-91056498-40
NR5074--MA0496.2.MAFK	chr17	5303510	5303528	-	0.000	0.000	Merged-chr17-5303448-46
NR7180--MA0659.1.MAFG	chr2	153350989	153351009	+	0.000	0.000	Merged-chr2-153350886-63
NR3609--MA0089.1.MAFG::NFE2L1	chr13	113227325	113227330	-	0.000	0.000	Merged-chr13-113227278-10
NR6498--MA0089.1.MAFG::NFE2L1	chr2	45019185	45019190	+	0.000	0.000	Merged-chr2-45019275-14
NR5078--MA0089.1.MAFG::NFE2L1	chr17	7164330	7164335	+	0.000	0.000	Merged-chr17-7164154-31
NR9082--MA0089.1.MAFG::NFE2L1	chr5	67437667	67437672	+	0.000	0.000	Merged-chr5-67437495-24
NR1075--MA0117.2.Mafb	chr10	21245267	21245278	-	0.000	0.000	Merged-chr10-21245318-22
NR3836--MA0591.1.Bach1::Mafk	chr14	59397160	59397174	+	0.000	0.000	Merged-chr14-59397210-50
NR3180--MA0089.1.MAFG::NFE2L1	chr13	37963598	37963603	-	0.000	0.000	Merged-chr13-37963615-35
NR10195--MA0591.1.Bach1::Mafk	chr6	130430847	130430861	+	0.000	0.000	Merged-chr6-130430787-10
NR4439--MA0659.1.MAFG	chr15	81872293	81872313	+	0.000	0.000	Merged-chr15-81872198-88
NR3886--MA0089.1.MAFG::NFE2L1	chr14	67841941	67841946	-	0.000	0.000	Merged-chr14-67841831-15
NR7149--MA0659.1.MAFG	chr2	150861260	150861280	-	0.000	0.000	Merged-chr2-150861270-8
NR11114--MA0089.1.MAFG::NFE2L1	chr7	139224958	139224963	+	0.000	0.000	Merged-chr7-139224870-39
NR3454--MA0496.2.MAFK	chr13	99433542	99433560	+	0.000	0.000	Merged-chr13-99433551-16
NR161--MA0089.1.MAFG::NFE2L1	chr1	52274352	52274357	+	0.000	0.000	Merged-chr1-52274408-12
NR2215--MA0591.1.Bach1::Mafk	chr11	94386618	94386632	-	0.000	0.000	Merged-chr11-94386453-49
NR11488--MA0496.2.MAFK	chr8	94812835	94812853	+	0.000	0.000	Merged-chr8-94812976-23
NR2537--MA0591.1.Bach1::Mafk	chr12	25165005	25165019	-	0.000	0.000	Merged-chr12-25164922-20
NR6534--MA0591.1.Bach1::Mafk	chr2	52938456	52938470	-	0.000	0.000	Merged-chr2-52938398-15
NR11895--MA0089.1.MAFG::NFE2L1	chr9	45294384	45294389	+	0.000	0.000	Merged-chr9-45294452-56
NR1093--MA0117.2.Mafb	chr10	24482416	24482427	-	0.000	0.000	Merged-chr10-24482390-32
NR11907--MA0089.1.MAFG::NFE2L1	chr9	50533695	50533700	+	0.000	0.000	Merged-chr9-50533637-27
NR3275--MA0501.1.MAF::NFE2	chr13	54569973	54569987	+	0.000	0.000	Merged-chr13-54570147-9
NR6148--MA0591.1.Bach1::Mafk	chr19	42316126	42316140	+	0.000	0.000	Merged-chr19-42316125-23
NR11974--MA0659.1.MAFG	chr9	61277814	61277834	+	0.000	0.000	Merged-chr9-61277901-26
NR6990--MA0117.2.Mafb	chr2	132874109	132874120	-	0.000	0.000	Merged-chr2-132874056-29
NR8266--MA0089.1.MAFG::NFE2L1	chr4	59204839	59204844	-	0.000	0.000	Merged-chr4-59204829-36
NR7151--MA0496.2.MAFK	chr2	150861261	150861279	+	0.000	0.000	Merged-chr2-150861270-8
NR3103--MA0089.1.MAFG::NFE2L1	chr13	21735093	21735098	-	0.000	0.000	Merged-chr13-21734996-112
NR12344--MA0591.1.Bach1::Mafk	chr9	117896662	117896676	+	0.000	0.000	Merged-chr9-117896590-25
NR7928--MA0089.1.MAFG::NFE2L1	chr3	135212535	135212540	+	0.000	0.000	Merged-chr3-135212470-74
NR2837--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR6959--MA0117.2.Mafb	chr2	129129620	129129631	+	0.000	0.000	Merged-chr2-129129786-70
NR10958--MA0496.2.MAFK	chr7	116409583	116409601	+	0.000	0.000	Merged-chr7-116409560-37
NR11948--MA0501.1.MAF::NFE2	chr9	57831622	57831636	+	0.000	0.000	Merged-chr9-57831644-49
NR10009--MA0089.1.MAFG::NFE2L1	chr6	108895321	108895326	+	0.000	0.000	Merged-chr6-108895381-27
NR2734--MA0659.1.MAFG	chr12	87411186	87411206	+	0.000	0.000	Merged-chr12-87411276-22
NR2226--MA0501.1.MAF::NFE2	chr11	95356969	95356983	-	0.000	0.000	Merged-chr11-95356897-59
NR5250--MA0089.1.MAFG::NFE2L1	chr17	36121478	36121483	-	0.000	0.000	Merged-chr17-36121498-70
NR3244--MA0496.2.MAFK	chr13	48516053	48516071	-	0.000	0.000	Merged-chr13-48516187-54
NR12445--MA0089.1.MAFG::NFE2L1	chrX	57338500	57338505	+	0.000	0.000	Merged-chrX-57338463-80
NR4774--MA0591.1.Bach1::Mafk	chr16	44778940	44778954	-	0.000	0.000	Merged-chr16-44778885-37
NR9093--MA0089.1.MAFG::NFE2L1	chr5	73199824	73199829	-	0.000	0.000	Merged-chr5-73199876-43
NR1503--MA0496.2.MAFK	chr10	96663762	96663780	+	0.000	0.000	Merged-chr10-96663681-7
NR6089--MA0495.2.MAFF	chr19	32524044	32524064	+	0.000	0.000	Merged-chr19-32523975-16
NR9105--MA0117.2.Mafb	chr5	74404336	74404347	-	0.000	0.000	Merged-chr5-74404312-40
NR778--MA0089.1.MAFG::NFE2L1	chr1	175641717	175641722	+	0.000	0.000	Merged-chr1-175641851-5
NR2828--MA0117.2.Mafb	chr12	101977341	101977352	-	0.000	0.000	Merged-chr12-101977192-1
NR3897--MA0089.1.MAFG::NFE2L1	chr14	68044971	68044976	-	0.000	0.000	Merged-chr14-68044800-35
NR5552--MA0089.1.MAFG::NFE2L1	chr18	4305050	4305055	+	0.000	0.000	Merged-chr18-4305032-14
NR8385--MA0591.1.Bach1::Mafk	chr4	94603204	94603218	+	0.000	0.000	Merged-chr4-94603187-63
NR9584--MA0117.2.Mafb	chr6	8649424	8649435	+	0.000	0.000	Merged-chr6-8649574-3
NR8957--MA0089.1.MAFG::NFE2L1	chr5	24842607	24842612	+	0.000	0.000	Merged-chr5-24842624-94
NR12256--MA0089.1.MAFG::NFE2L1	chr9	107629336	107629341	+	0.000	0.000	Merged-chr9-107629461-7
NR11603--MA0591.1.Bach1::Mafk	chr8	117328926	117328940	+	0.000	0.000	Merged-chr8-117329052-8
NR835--MA0496.2.MAFK	chr1	181866629	181866647	+	0.000	0.000	Merged-chr1-181866572-42
NR11212--MA0089.1.MAFG::NFE2L1	chr8	13595274	13595279	-	0.000	0.000	Merged-chr8-13595112-52
NR9555--MA0496.2.MAFK	chr6	3447531	3447549	-	0.000	0.000	Merged-chr6-3447560-31
NR8989--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR9973--MA0089.1.MAFG::NFE2L1	chr6	103309066	103309071	+	0.000	0.000	Merged-chr6-103309092-13
NR6989--MA0495.2.MAFF	chr2	132874100	132874120	-	0.000	0.000	Merged-chr2-132874056-29
NR3754--MA0591.1.Bach1::Mafk	chr14	36726368	36726382	+	0.000	0.000	Merged-chr14-36726349-9
NR2640--MA0117.2.Mafb	chr12	54313288	54313299	-	0.000	0.000	Merged-chr12-54313214-97
NR28--MA0117.2.Mafb	chr1	13616117	13616128	-	0.000	0.000	Merged-chr1-13616116-19
NR6419--MA0089.1.MAFG::NFE2L1	chr2	32166623	32166628	-	0.000	0.000	Merged-chr2-32166737-9
NR7724--MA0089.1.MAFG::NFE2L1	chr3	95511979	95511984	+	0.000	0.000	Merged-chr3-95512078-41
NR12194--MA0495.2.MAFF	chr9	94691875	94691895	+	0.000	0.000	Merged-chr9-94691829-80
NR11525--MA0495.2.MAFF	chr8	107504402	107504422	+	0.000	0.000	Merged-chr8-107504298-30
NR7718--MA0117.2.Mafb	chr3	94375763	94375774	-	0.000	0.000	Merged-chr3-94375656-27
NR2133--MA0591.1.Bach1::Mafk	chr11	83657706	83657720	+	0.000	0.000	Merged-chr11-83657668-22
NR10612--MA0501.1.MAF::NFE2	chr7	58824755	58824769	-	0.000	0.000	Merged-chr7-58824899-42
NR6215--MA0591.1.Bach1::Mafk	chr19	55866022	55866036	+	0.000	0.000	Merged-chr19-55866165-31
NR2540--MA0495.2.MAFF	chr12	25240217	25240237	-	0.000	0.000	Merged-chr12-25240283-42
NR5196--MA0591.1.Bach1::Mafk	chr17	31789320	31789334	+	0.000	0.000	Merged-chr17-31789470-34
NR11818--MA0591.1.Bach1::Mafk	chr9	14559642	14559656	+	0.000	0.000	Merged-chr9-14559722-16
NR5241--MA0495.2.MAFF	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR11981--MA0496.2.MAFK	chr9	61708040	61708058	+	0.000	0.000	Merged-chr9-61708026-57
NR8579--MA0089.1.MAFG::NFE2L1	chr4	127319880	127319885	+	0.000	0.000	Merged-chr4-127319840-19
NR12346--MA0501.1.MAF::NFE2	chr9	117927200	117927214	-	0.000	0.000	Merged-chr9-117927282-85
NR9327--MA0496.2.MAFK	chr5	112297490	112297508	+	0.000	0.000	Merged-chr5-112297415-51
NR1633--MA0089.1.MAFG::NFE2L1	chr10	120270956	120270961	+	0.000	0.000	Merged-chr10-120271095-32
NR8705--MA0117.2.Mafb	chr4	142153734	142153745	+	0.000	0.000	Merged-chr4-142153700-30
NR6908--MA0089.1.MAFG::NFE2L1	chr2	121442635	121442640	+	0.000	0.000	Merged-chr2-121442652-51
NR5991--MA0591.1.Bach1::Mafk	chr19	10497697	10497711	+	0.000	0.000	Merged-chr19-10497777-4
NR5754--MA0591.1.Bach1::Mafk	chr18	61707766	61707780	-	0.000	0.000	Merged-chr18-61707571-59
NR12198--MA0591.1.Bach1::Mafk	chr9	95120122	95120136	-	0.000	0.000	Merged-chr9-95120288-34
NR10975--MA0089.1.MAFG::NFE2L1	chr7	118129703	118129708	+	0.000	0.000	Merged-chr7-118129582-70
NR5131--MA0117.2.Mafb	chr17	21566472	21566483	+	0.000	0.000	Merged-chr17-21566662-82
NR11666--MA0659.1.MAFG	chr8	123287510	123287530	-	0.000	0.000	Merged-chr8-123287508-25
NR6694--MA0089.1.MAFG::NFE2L1	chr2	92434122	92434127	+	0.000	0.000	Merged-chr2-92434096-58
NR3760--MA0495.2.MAFF	chr14	40968245	40968265	+	0.000	0.000	Merged-chr14-40968329-4
NR12477--MA0591.1.Bach1::Mafk	chrX	77801765	77801779	-	0.000	0.000	Merged-chrX-77801758-16
NR5031--MA0495.2.MAFF	chr16	96358152	96358172	+	0.000	0.000	Merged-chr16-96358039-35
NR10786--MA0089.1.MAFG::NFE2L1	chr7	98579927	98579932	+	0.000	0.000	Merged-chr7-98579973-5
NR4734--MA0591.1.Bach1::Mafk	chr16	36071614	36071628	+	0.000	0.000	Merged-chr16-36071679-92
NR8956--MA0117.2.Mafb	chr5	24629960	24629971	-	0.000	0.000	Merged-chr5-24629894-16
NR8068--MA0495.2.MAFF	chr3	152912878	152912898	+	0.000	0.000	Merged-chr3-152912643-81
NR7446--MA0089.1.MAFG::NFE2L1	chr2	178078439	178078444	+	0.000	0.000	Merged-chr2-178078540-79
NR5604--MA0591.1.Bach1::Mafk	chr18	23754632	23754646	+	0.000	0.000	Merged-chr18-23754514-42
NR1053--MA0089.1.MAFG::NFE2L1	chr10	19209790	19209795	+	0.000	0.000	Merged-chr10-19209945-33
NR7089--MA0591.1.Bach1::Mafk	chr2	145905329	145905343	+	0.000	0.000	Merged-chr2-145905286-60
NR6075--MA0501.1.MAF::NFE2	chr19	29641283	29641297	-	0.000	0.000	Merged-chr19-29641308-66
NR11606--MA0501.1.MAF::NFE2	chr8	117328929	117328943	+	0.000	0.000	Merged-chr8-117329052-8
NR11323--MA0089.1.MAFG::NFE2L1	chr8	66860200	66860205	+	0.000	0.000	Merged-chr8-66860248-21
NR9882--MA0089.1.MAFG::NFE2L1	chr6	89595543	89595548	+	0.000	0.000	Merged-chr6-89595529-55
NR2560--MA0089.1.MAFG::NFE2L1	chr12	25994274	25994279	+	0.000	0.000	Merged-chr12-25994111-47
NR10544--MA0591.1.Bach1::Mafk	chr7	38093350	38093364	+	0.000	0.000	Merged-chr7-38093373-14
NR6998--MA0496.2.MAFK	chr2	132874101	132874119	-	0.000	0.000	Merged-chr2-132874056-29
NR4026--MA0496.2.MAFK	chr14	101470025	101470043	-	0.000	0.000	Merged-chr14-101470106-24
NR12005--MA0591.1.Bach1::Mafk	chr9	63602413	63602427	+	0.000	0.000	Merged-chr9-63602538-63
NR9724--MA0659.1.MAFG	chr6	52825668	52825688	-	0.000	0.000	Merged-chr6-52825813-18
NR10494--MA0495.2.MAFF	chr7	25107335	25107355	-	0.000	0.000	Merged-chr7-25107253-25
NR3716--MA0089.1.MAFG::NFE2L1	chr14	25378132	25378137	+	0.000	0.000	Merged-chr14-25378352-94
NR2214--MA0495.2.MAFF	chr11	94386615	94386635	-	0.000	0.000	Merged-chr11-94386453-49
NR6981--MA0089.1.MAFG::NFE2L1	chr2	132316410	132316415	-	0.000	0.000	Merged-chr2-132316262-31
NR4141--MA0089.1.MAFG::NFE2L1	chr15	8109317	8109322	+	0.000	0.000	Merged-chr15-8109261-61
NR12485--MA0501.1.MAF::NFE2	chrX	85839454	85839468	-	0.000	0.000	Merged-chrX-85839388-40
NR5814--MA0501.1.MAF::NFE2	chr18	70520979	70520993	-	0.000	0.000	Merged-chr18-70520943-32
NR1657--MA0089.1.MAFG::NFE2L1	chr10	122800518	122800523	+	0.000	0.000	Merged-chr10-122800507-74
NR10496--MA0659.1.MAFG	chr7	25107335	25107355	-	0.000	0.000	Merged-chr7-25107253-25
NR1254--MA0495.2.MAFF	chr10	60162722	60162742	+	0.000	0.000	Merged-chr10-60162645-38
NR7644--MA0501.1.MAF::NFE2	chr3	85023090	85023104	+	0.000	0.000	Merged-chr3-85023059-16
NR8605--MA0496.2.MAFK	chr4	130706882	130706900	-	0.000	0.000	Merged-chr4-130706849-20
NR5863--MA0089.1.MAFG::NFE2L1	chr18	80455661	80455666	-	0.000	0.000	Merged-chr18-80455760-29
NR2216--MA0659.1.MAFG	chr11	94386615	94386635	+	0.000	0.000	Merged-chr11-94386453-49
NR3929--MA0591.1.Bach1::Mafk	chr14	73170121	73170135	+	0.000	0.000	Merged-chr14-73170198-47
NR11481--MA0495.2.MAFF	chr8	94812834	94812854	+	0.000	0.000	Merged-chr8-94812976-23
