#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR3360--MA0036.3.GATA2	chr18	67768397	67768407	+	0.000	0.000	Merged-chr18-67768535-29
NR3729--MA0037.3.GATA3	chr2	18937789	18937796	+	0.000	0.000	Merged-chr2-18937882-20
NR699--MA0035.3.Gata1	chr10	28518459	28518469	+	0.000	0.000	Merged-chr10-28518434-39
NR1093--MA0037.3.GATA3	chr11	32489306	32489313	+	0.000	0.000	Merged-chr11-32489418-40
NR2415--MA0035.3.Gata1	chr14	100459449	100459459	-	0.000	0.000	Merged-chr14-100459597-88
NR6622--MA0482.1.Gata4	chr8	126824496	126824506	+	0.000	0.000	Merged-chr8-126824669-18
NR2324--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR2120--MA0482.1.Gata4	chr13	108854218	108854228	-	0.000	0.000	Merged-chr13-108854384-23
NR440--MA1104.1.GATA6	chr1	164366709	164366721	-	0.000	0.000	Merged-chr1-164366862-30
NR6484--MA0035.3.Gata1	chr8	104655151	104655161	-	0.000	0.000	Merged-chr8-104655147-42
NR854--MA0037.3.GATA3	chr10	93228777	93228784	+	0.000	0.000	Merged-chr10-93228796-6
NR1084--MA0140.2.GATA1::TAL1	chr11	21571991	21572008	-	0.000	0.000	Merged-chr11-21571919-66
NR1170--MA0036.3.GATA2	chr11	65806925	65806935	-	0.000	0.000	Merged-chr11-65807044-98
NR784--MA0482.1.Gata4	chr10	67586331	67586341	+	0.000	0.000	Merged-chr10-67586382-65
NR6449--MA0036.3.GATA2	chr8	84813346	84813356	-	0.000	0.000	Merged-chr8-84813219-19
NR2218--MA0036.3.GATA2	chr14	34549215	34549225	-	0.000	0.000	Merged-chr14-34549308-78
NR7145--MA1104.1.GATA6	chrX	140537797	140537809	-	0.000	0.000	Merged-chrX-140537922-35
NR4084--MA0036.3.GATA2	chr2	138245649	138245659	-	0.000	0.000	Merged-chr2-138245729-1
NR48--MA0140.2.GATA1::TAL1	chr1	43538870	43538887	+	0.000	0.000	Merged-chr1-43538951-30
NR4979--MA0035.3.Gata1	chr4	139293491	139293501	+	0.000	0.000	Merged-chr4-139293440-1
NR2818--MA0482.1.Gata4	chr16	64824834	64824844	+	0.000	0.000	Merged-chr16-64824762-36
NR6829--MA0036.3.GATA2	chr9	80057983	80057993	+	0.000	0.000	Merged-chr9-80057847-17
NR468--MA0036.3.GATA2	chr1	165985997	165986007	-	0.000	0.000	Merged-chr1-165985990-54
NR749--MA0766.1.GATA5	chr10	44069230	44069237	-	0.000	0.000	Merged-chr10-44069344-19
NR5991--MA0035.3.Gata1	chr7	51750388	51750398	-	0.000	0.000	Merged-chr7-51750437-26
NR4767--MA1104.1.GATA6	chr4	32615367	32615379	-	0.000	0.000	Merged-chr4-32615355-52
NR3591--MA0036.3.GATA2	chr19	40267568	40267578	+	0.000	0.000	Merged-chr19-40267576-38
NR6534--MA0766.1.GATA5	chr8	114888906	114888913	+	0.000	0.000	Merged-chr8-114888790-56
NR1614--MA0037.3.GATA3	chr12	97269746	97269753	-	0.000	0.000	Merged-chr12-97269671-1
NR6601--MA0482.1.Gata4	chr8	124520720	124520730	+	0.000	0.000	Merged-chr8-124520851-52
NR6776--MA0036.3.GATA2	chr9	69073401	69073411	+	0.000	0.000	Merged-chr9-69073494-25
NR3981--MA0766.1.GATA5	chr2	103652312	103652319	-	0.000	0.000	Merged-chr2-103652335-51
NR4283--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR2874--MA0482.1.Gata4	chr16	87726175	87726185	-	0.000	0.000	Merged-chr16-87726198-44
NR3655--MA0037.3.GATA3	chr19	55866000	55866007	+	0.000	0.000	Merged-chr19-55866165-31
NR4586--MA0036.3.GATA2	chr3	135719269	135719279	+	0.000	0.000	Merged-chr3-135719064-126
NR661--MA0140.2.GATA1::TAL1	chr10	7667482	7667499	+	0.000	0.000	Merged-chr10-7667535-49
NR186--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR4068--MA0035.3.Gata1	chr2	132021374	132021384	+	0.000	0.000	Merged-chr2-132021248-83
NR3732--MA0036.3.GATA2	chr2	18937787	18937797	-	0.000	0.000	Merged-chr2-18937882-20
NR5348--MA1104.1.GATA6	chr5	137425806	137425818	+	0.000	0.000	Merged-chr5-137425710-17
NR6383--MA0140.2.GATA1::TAL1	chr8	33722286	33722303	+	0.000	0.000	Merged-chr8-33722191-19
NR2910--MA0037.3.GATA3	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR5877--MA0140.2.GATA1::TAL1	chr6	146909428	146909445	-	0.000	0.000	Merged-chr6-146909380-33
NR386--MA0035.3.Gata1	chr1	153847115	153847125	-	0.000	0.000	Merged-chr1-153847127-37
NR1510--MA0482.1.Gata4	chr12	41852218	41852228	+	0.000	0.000	Merged-chr12-41852230-53
NR51--MA0036.3.GATA2	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR3021--MA0140.2.GATA1::TAL1	chr17	30867648	30867665	+	0.000	0.000	Merged-chr17-30867734-1
NR3745--MA0036.3.GATA2	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR2944--MA0140.2.GATA1::TAL1	chr17	12750898	12750915	+	0.000	0.000	Merged-chr17-12751004-39
NR833--MA0140.2.GATA1::TAL1	chr10	81194175	81194192	-	0.000	0.000	Merged-chr10-81194350-49
NR5218--MA1104.1.GATA6	chr5	90742162	90742174	-	0.000	0.000	Merged-chr5-90742238-22
NR6644--MA1104.1.GATA6	chr8	128264196	128264208	+	0.000	0.000	Merged-chr8-128264362-5
NR4000--MA0035.3.Gata1	chr2	106985120	106985130	+	0.000	0.000	Merged-chr2-106985167-21
NR5534--MA0036.3.GATA2	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR2413--MA1104.1.GATA6	chr14	100282787	100282799	-	0.000	0.000	Merged-chr14-100282949-10
NR5964--MA0140.2.GATA1::TAL1	chr7	42980460	42980477	+	0.000	0.000	Merged-chr7-42980472-32
NR968--MA0037.3.GATA3	chr10	117676230	117676237	-	0.000	0.000	Merged-chr10-117676030-42
NR2547--MA0766.1.GATA5	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR6455--MA0035.3.Gata1	chr8	91073945	91073955	-	0.000	0.000	Merged-chr8-91073966-44
NR1513--MA0035.3.Gata1	chr12	41852217	41852227	+	0.000	0.000	Merged-chr12-41852230-53
NR2317--MA1104.1.GATA6	chr14	59695270	59695282	+	0.000	0.000	Merged-chr14-59695356-42
NR279--MA0482.1.Gata4	chr1	130838472	130838482	-	0.000	0.000	Merged-chr1-130838519-27
NR4546--MA0482.1.Gata4	chr3	130796842	130796852	-	0.000	0.000	Merged-chr3-130796721-21
NR4156--MA0035.3.Gata1	chr2	150918985	150918995	+	0.000	0.000	Merged-chr2-150918832-31
NR3837--MA0140.2.GATA1::TAL1	chr2	60323489	60323506	-	0.000	0.000	Merged-chr2-60323606-17
NR3140--MA0035.3.Gata1	chr17	73096653	73096663	-	0.000	0.000	Merged-chr17-73096591-8
NR3137--MA0037.3.GATA3	chr17	73096655	73096662	+	0.000	0.000	Merged-chr17-73096591-8
NR4764--MA0482.1.Gata4	chr4	32288136	32288146	-	0.000	0.000	Merged-chr4-32288230-40
NR2121--MA1104.1.GATA6	chr13	108854218	108854230	+	0.000	0.000	Merged-chr13-108854384-23
NR2669--MA0766.1.GATA5	chr15	100755066	100755073	+	0.000	0.000	Merged-chr15-100755115-72
NR785--MA1104.1.GATA6	chr10	67586329	67586341	-	0.000	0.000	Merged-chr10-67586382-65
NR1805--MA0036.3.GATA2	chr13	24655005	24655015	-	0.000	0.000	Merged-chr13-24655048-11
NR6163--MA0035.3.Gata1	chr7	108967357	108967367	+	0.000	0.000	Merged-chr7-108967182-43
NR4668--MA0482.1.Gata4	chr3	146275831	146275841	+	0.000	0.000	Merged-chr3-146275724-31
NR2501--MA1104.1.GATA6	chr15	19857645	19857657	-	0.000	0.000	Merged-chr15-19857574-17
NR3999--MA0766.1.GATA5	chr2	106985121	106985128	-	0.000	0.000	Merged-chr2-106985167-21
NR5951--MA0482.1.Gata4	chr7	30099620	30099630	-	0.000	0.000	Merged-chr7-30099514-26
NR4777--MA0482.1.Gata4	chr4	33189443	33189453	+	0.000	0.000	Merged-chr4-33189254-36
NR3585--MA0766.1.GATA5	chr19	34662097	34662104	-	0.000	0.000	Merged-chr19-34662258-37
NR4429--MA0482.1.Gata4	chr3	96814563	96814573	+	0.000	0.000	Merged-chr3-96814496-20
NR6602--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR4057--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR6184--MA0036.3.GATA2	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR3869--MA0766.1.GATA5	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR4918--MA0482.1.Gata4	chr4	122872202	122872212	+	0.000	0.000	Merged-chr4-122872187-66
NR3660--MA0766.1.GATA5	chr19	57104563	57104570	-	0.000	0.000	Merged-chr19-57104437-7
NR5538--MA0140.2.GATA1::TAL1	chr6	70805954	70805971	+	0.000	0.000	Merged-chr6-70805784-73
NR2875--MA1104.1.GATA6	chr16	87726175	87726187	+	0.000	0.000	Merged-chr16-87726198-44
NR4028--MA0482.1.Gata4	chr2	115855978	115855988	+	0.000	0.000	Merged-chr2-115856078-28
NR5919--MA0036.3.GATA2	chr7	19086249	19086259	-	0.000	0.000	Merged-chr7-19086207-16
NR6436--MA0482.1.Gata4	chr8	81766178	81766188	-	0.000	0.000	Merged-chr8-81766244-47
NR6707--MA0482.1.Gata4	chr9	41118249	41118259	-	0.000	0.000	Merged-chr9-41118206-38
NR70--MA0035.3.Gata1	chr1	61402629	61402639	+	0.000	0.000	Merged-chr1-61402618-25
NR1951--MA0482.1.Gata4	chr13	81690699	81690709	-	0.000	0.000	Merged-chr13-81690701-7
NR3512--MA0035.3.Gata1	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR5962--MA0036.3.GATA2	chr7	42980458	42980468	+	0.000	0.000	Merged-chr7-42980472-32
NR6468--MA0036.3.GATA2	chr8	94802598	94802608	-	0.000	0.000	Merged-chr8-94802531-14
NR869--MA0482.1.Gata4	chr10	95283594	95283604	+	0.000	0.000	Merged-chr10-95283638-28
NR6816--MA0482.1.Gata4	chr9	78022505	78022515	-	0.000	0.000	Merged-chr9-78022388-19
NR1511--MA1104.1.GATA6	chr12	41852216	41852228	-	0.000	0.000	Merged-chr12-41852230-53
NR6054--MA0036.3.GATA2	chr7	80166890	80166900	+	0.000	0.000	Merged-chr7-80166871-28
NR158--MA1104.1.GATA6	chr1	91099023	91099035	-	0.000	0.000	Merged-chr1-91099031-34
NR4154--MA1104.1.GATA6	chr2	150918984	150918996	-	0.000	0.000	Merged-chr2-150918832-31
NR5992--MA0140.2.GATA1::TAL1	chr7	51750379	51750396	-	0.000	0.000	Merged-chr7-51750437-26
NR6976--MA0037.3.GATA3	chr9	103624593	103624600	-	0.000	0.000	Merged-chr9-103624813-32
NR4549--MA0036.3.GATA2	chr3	131156308	131156318	+	0.000	0.000	Merged-chr3-131156512-43
NR2331--MA0037.3.GATA3	chr14	61818661	61818668	-	0.000	0.000	Merged-chr14-61818597-46
NR2822--MA0140.2.GATA1::TAL1	chr16	64824835	64824852	+	0.000	0.000	Merged-chr16-64824762-36
NR3482--MA0482.1.Gata4	chr18	89206487	89206497	-	0.000	0.000	Merged-chr18-89206335-76
NR1125--MA0036.3.GATA2	chr11	51967586	51967596	-	0.000	0.000	Merged-chr11-51967758-57
NR1954--MA0035.3.Gata1	chr13	81690700	81690710	-	0.000	0.000	Merged-chr13-81690701-7
NR3533--MA0036.3.GATA2	chr19	14286729	14286739	+	0.000	0.000	Merged-chr19-14286604-14
NR1863--MA0766.1.GATA5	chr13	44089108	44089115	-	0.000	0.000	Merged-chr13-44088979-30
NR6396--MA0482.1.Gata4	chr8	35628399	35628409	+	0.000	0.000	Merged-chr8-35628375-52
NR3220--MA0035.3.Gata1	chr18	4349947	4349957	-	0.000	0.000	Merged-chr18-4350067-14
NR5680--MA0766.1.GATA5	chr6	122274709	122274716	+	0.000	0.000	Merged-chr6-122274694-14
NR5177--MA0140.2.GATA1::TAL1	chr5	65795515	65795532	+	0.000	0.000	Merged-chr5-65795420-10
NR5499--MA0140.2.GATA1::TAL1	chr6	49973808	49973825	-	0.000	0.000	Merged-chr6-49973713-27
NR6161--MA1104.1.GATA6	chr7	108967356	108967368	-	0.000	0.000	Merged-chr7-108967182-43
NR5051--MA0036.3.GATA2	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR4547--MA1104.1.GATA6	chr3	130796842	130796854	+	0.000	0.000	Merged-chr3-130796721-21
NR3652--MA0766.1.GATA5	chr19	55688659	55688666	-	0.000	0.000	Merged-chr19-55688769-29
NR2201--MA1104.1.GATA6	chr14	27268426	27268438	+	0.000	0.000	Merged-chr14-27268313-23
NR1486--MA0036.3.GATA2	chr12	32183054	32183064	+	0.000	0.000	Merged-chr12-32183013-17
NR1696--MA0140.2.GATA1::TAL1	chr12	112959630	112959647	-	0.000	0.000	Merged-chr12-112959623-34
NR3287--MA0140.2.GATA1::TAL1	chr18	46381052	46381069	-	0.000	0.000	Merged-chr18-46381195-31
NR7143--MA0037.3.GATA3	chrX	140537799	140537806	-	0.000	0.000	Merged-chrX-140537922-35
NR1619--MA0035.3.Gata1	chr12	97269745	97269755	+	0.000	0.000	Merged-chr12-97269671-1
NR5760--MA0482.1.Gata4	chr6	132735612	132735622	+	0.000	0.000	Merged-chr6-132735696-3
NR1462--MA0766.1.GATA5	chr12	14086786	14086793	-	0.000	0.000	Merged-chr12-14086767-28
NR3936--MA0766.1.GATA5	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR1589--MA0140.2.GATA1::TAL1	chr12	83018090	83018107	-	0.000	0.000	Merged-chr12-83018186-36
NR6046--MA0036.3.GATA2	chr7	78583902	78583912	-	0.000	0.000	Merged-chr7-78583930-15
NR5349--MA0140.2.GATA1::TAL1	chr5	137629034	137629051	-	0.000	0.000	Merged-chr5-137628933-64
NR1391--MA0035.3.Gata1	chr11	109822474	109822484	+	0.000	0.000	Merged-chr11-109822566-4
NR2287--MA0482.1.Gata4	chr14	54197801	54197811	+	0.000	0.000	Merged-chr14-54197805-29
NR1095--MA0766.1.GATA5	chr11	32489306	32489313	+	0.000	0.000	Merged-chr11-32489418-40
NR1627--MA0036.3.GATA2	chr12	98215673	98215683	-	0.000	0.000	Merged-chr12-98215762-18
NR1162--MA0482.1.Gata4	chr11	64899065	64899075	+	0.000	0.000	Merged-chr11-64899021-36
NR4669--MA1104.1.GATA6	chr3	146275829	146275841	-	0.000	0.000	Merged-chr3-146275724-31
NR3426--MA0766.1.GATA5	chr18	79257457	79257464	+	0.000	0.000	Merged-chr18-79257508-110
NR1721--MA1104.1.GATA6	chr12	117679066	117679078	-	0.000	0.000	Merged-chr12-117679056-43
NR4778--MA1104.1.GATA6	chr4	33189441	33189453	-	0.000	0.000	Merged-chr4-33189254-36
NR713--MA0766.1.GATA5	chr10	34096576	34096583	+	0.000	0.000	Merged-chr10-34096665-20
NR5481--MA0140.2.GATA1::TAL1	chr6	34156379	34156396	+	0.000	0.000	Merged-chr6-34156229-28
NR3060--MA0482.1.Gata4	chr17	44718328	44718338	-	0.000	0.000	Merged-chr17-44718379-50
NR38--MA0037.3.GATA3	chr1	39954905	39954912	+	0.000	0.000	Merged-chr1-39954782-26
NR4331--MA0140.2.GATA1::TAL1	chr3	51701204	51701221	+	0.000	0.000	Merged-chr3-51701450-64
NR822--MA0766.1.GATA5	chr10	79417359	79417366	-	0.000	0.000	Merged-chr10-79417442-89
NR3634--MA0036.3.GATA2	chr19	53185683	53185693	+	0.000	0.000	Merged-chr19-53185705-40
NR6715--MA0140.2.GATA1::TAL1	chr9	44565610	44565627	+	0.000	0.000	Merged-chr9-44565580-5
NR4919--MA1104.1.GATA6	chr4	122872200	122872212	-	0.000	0.000	Merged-chr4-122872187-66
NR4029--MA1104.1.GATA6	chr2	115855976	115855988	-	0.000	0.000	Merged-chr2-115856078-28
NR5091--MA0035.3.Gata1	chr5	20792370	20792380	-	0.000	0.000	Merged-chr5-20792282-29
NR6329--MA0140.2.GATA1::TAL1	chr7	143052807	143052824	-	0.000	0.000	Merged-chr7-143053012-41
NR6437--MA1104.1.GATA6	chr8	81766178	81766190	+	0.000	0.000	Merged-chr8-81766244-47
NR6708--MA1104.1.GATA6	chr9	41118249	41118261	+	0.000	0.000	Merged-chr9-41118206-38
NR3657--MA0766.1.GATA5	chr19	55866000	55866007	+	0.000	0.000	Merged-chr19-55866165-31
NR5404--MA0482.1.Gata4	chr5	149392278	149392288	-	0.000	0.000	Merged-chr5-149392157-30
NR1301--MA0036.3.GATA2	chr11	98487788	98487798	-	0.000	0.000	Merged-chr11-98487809-30
NR439--MA0482.1.Gata4	chr1	164366711	164366721	+	0.000	0.000	Merged-chr1-164366862-30
NR1952--MA1104.1.GATA6	chr13	81690699	81690711	+	0.000	0.000	Merged-chr13-81690701-7
NR695--MA0037.3.GATA3	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR6817--MA1104.1.GATA6	chr9	78022505	78022517	+	0.000	0.000	Merged-chr9-78022388-19
NR6820--MA0035.3.Gata1	chr9	78022506	78022516	-	0.000	0.000	Merged-chr9-78022388-19
NR1186--MA0036.3.GATA2	chr11	72550343	72550353	+	0.000	0.000	Merged-chr11-72550348-34
NR1467--MA0766.1.GATA5	chr12	15967871	15967878	+	0.000	0.000	Merged-chr12-15967723-42
NR3377--MA0140.2.GATA1::TAL1	chr18	69547802	69547819	+	0.000	0.000	Merged-chr18-69547959-32
NR3699--MA0140.2.GATA1::TAL1	chr2	9867377	9867394	+	0.000	0.000	Merged-chr2-9867507-76
NR4058--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR4975--MA0037.3.GATA3	chr4	139293492	139293499	-	0.000	0.000	Merged-chr4-139293440-1
NR3989--MA0482.1.Gata4	chr2	105022064	105022074	+	0.000	0.000	Merged-chr2-105022109-54
NR3334--MA0140.2.GATA1::TAL1	chr18	57085860	57085877	-	0.000	0.000	Merged-chr18-57085717-36
NR6559--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR5511--MA0036.3.GATA2	chr6	59315104	59315114	-	0.000	0.000	Merged-chr6-59315196-15
NR5983--MA0482.1.Gata4	chr7	47113493	47113503	-	0.000	0.000	Merged-chr7-47113657-15
NR3549--MA0140.2.GATA1::TAL1	chr19	17385712	17385729	+	0.000	0.000	Merged-chr19-17385602-21
NR3812--MA0482.1.Gata4	chr2	48473457	48473467	+	0.000	0.000	Merged-chr2-48473305-60
NR2487--MA0140.2.GATA1::TAL1	chr15	8073365	8073382	-	0.000	0.000	Merged-chr15-8073323-37
NR4089--MA0766.1.GATA5	chr2	138245854	138245861	+	0.000	0.000	Merged-chr2-138245729-1
NR5761--MA1104.1.GATA6	chr6	132735610	132735622	-	0.000	0.000	Merged-chr6-132735696-3
NR5986--MA0035.3.Gata1	chr7	47113494	47113504	-	0.000	0.000	Merged-chr7-47113657-15
NR3139--MA0766.1.GATA5	chr17	73096655	73096662	+	0.000	0.000	Merged-chr17-73096591-8
NR6450--MA0766.1.GATA5	chr8	84813348	84813355	+	0.000	0.000	Merged-chr8-84813219-19
NR1449--MA0036.3.GATA2	chr12	3427691	3427701	+	0.000	0.000	Merged-chr12-3427631-4
NR1163--MA1104.1.GATA6	chr11	64899063	64899075	-	0.000	0.000	Merged-chr11-64899021-36
NR621--MA0036.3.GATA2	chr1	193449795	193449805	-	0.000	0.000	Merged-chr1-193449672-37
NR6600--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR3815--MA0035.3.Gata1	chr2	48473456	48473466	+	0.000	0.000	Merged-chr2-48473305-60
NR3509--MA0036.3.GATA2	chr19	9899582	9899592	+	0.000	0.000	Merged-chr19-9899505-60
NR7065--MA0766.1.GATA5	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR806--MA0766.1.GATA5	chr10	75764406	75764413	-	0.000	0.000	Merged-chr10-75764403-65
NR3772--MA0482.1.Gata4	chr2	31180408	31180418	-	0.000	0.000	Merged-chr2-31180309-64
NR2873--MA0037.3.GATA3	chr16	87726178	87726185	+	0.000	0.000	Merged-chr16-87726198-44
NR3653--MA0035.3.Gata1	chr19	55688658	55688668	+	0.000	0.000	Merged-chr19-55688769-29
NR3061--MA1104.1.GATA6	chr17	44718328	44718340	+	0.000	0.000	Merged-chr17-44718379-50
NR7164--MA0036.3.GATA2	chrX	167131028	167131038	+	0.000	0.000	Merged-chrX-167131211-21
NR2341--MA0766.1.GATA5	chr14	62799052	62799059	-	0.000	0.000	Merged-chr14-62798973-44
NR1463--MA0035.3.Gata1	chr12	14086785	14086795	+	0.000	0.000	Merged-chr12-14086767-28
NR1372--MA0766.1.GATA5	chr11	108920430	108920437	+	0.000	0.000	Merged-chr11-108920606-78
NR3937--MA0035.3.Gata1	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR5322--MA0482.1.Gata4	chr5	124446837	124446847	-	0.000	0.000	Merged-chr5-124446724-12
NR1224--MA0035.3.Gata1	chr11	82915122	82915132	-	0.000	0.000	Merged-chr11-82915100-27
NR1019--MA0035.3.Gata1	chr10	125330207	125330217	+	0.000	0.000	Merged-chr10-125330277-12
NR5405--MA1104.1.GATA6	chr5	149392278	149392290	+	0.000	0.000	Merged-chr5-149392157-30
NR3427--MA0035.3.Gata1	chr18	79257455	79257465	-	0.000	0.000	Merged-chr18-79257508-110
NR1771--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR3132--MA0482.1.Gata4	chr17	72904258	72904268	+	0.000	0.000	Merged-chr17-72904124-19
NR443--MA0035.3.Gata1	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR4275--MA0140.2.GATA1::TAL1	chr3	9401027	9401044	-	0.000	0.000	Merged-chr3-9400917-27
NR714--MA0035.3.Gata1	chr10	34096574	34096584	-	0.000	0.000	Merged-chr10-34096665-20
NR7010--MA0766.1.GATA5	chr9	108832555	108832562	+	0.000	0.000	Merged-chr9-108832464-53
NR69--MA0766.1.GATA5	chr1	61402630	61402637	-	0.000	0.000	Merged-chr1-61402618-25
NR3706--MA0036.3.GATA2	chr2	11320205	11320215	-	0.000	0.000	Merged-chr2-11320345-22
NR7148--MA0035.3.Gata1	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR1279--MA0036.3.GATA2	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR3307--MA0482.1.Gata4	chr18	55107111	55107121	+	0.000	0.000	Merged-chr18-55107186-34
NR823--MA0035.3.Gata1	chr10	79417358	79417368	+	0.000	0.000	Merged-chr10-79417442-89
NR278--MA0037.3.GATA3	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR4545--MA0037.3.GATA3	chr3	130796845	130796852	+	0.000	0.000	Merged-chr3-130796721-21
NR5301--MA0482.1.Gata4	chr5	120631365	120631375	+	0.000	0.000	Merged-chr5-120631355-14
NR1465--MA0482.1.Gata4	chr12	15967868	15967878	-	0.000	0.000	Merged-chr12-15967723-42
NR2891--MA0482.1.Gata4	chr16	92443694	92443704	+	0.000	0.000	Merged-chr16-92443749-37
NR6334--MA0037.3.GATA3	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR5984--MA1104.1.GATA6	chr7	47113493	47113505	+	0.000	0.000	Merged-chr7-47113657-15
NR1778--MA0766.1.GATA5	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR5779--MA1104.1.GATA6	chr6	136422676	136422688	-	0.000	0.000	Merged-chr6-136422610-10
NR3956--MA1104.1.GATA6	chr2	98665145	98665157	+	0.000	0.000	Merged-chr2-98665090-39
NR7132--MA0766.1.GATA5	chrX	107421595	107421602	+	0.000	0.000	Merged-chrX-107421546-18
NR3658--MA0035.3.Gata1	chr19	55865998	55866008	-	0.000	0.000	Merged-chr19-55866165-31
NR331--MA0766.1.GATA5	chr1	144033697	144033704	+	0.000	0.000	Merged-chr1-144033624-20
NR987--MA0036.3.GATA2	chr10	120979241	120979251	-	0.000	0.000	Merged-chr10-120978950-160
NR4983--MA0036.3.GATA2	chr4	141210627	141210637	-	0.000	0.000	Merged-chr4-141210554-49
NR3813--MA1104.1.GATA6	chr2	48473455	48473467	-	0.000	0.000	Merged-chr2-48473305-60
NR1322--MA0140.2.GATA1::TAL1	chr11	102089251	102089268	-	0.000	0.000	Merged-chr11-102089201-27
NR6552--MA0037.3.GATA3	chr8	115739982	115739989	+	0.000	0.000	Merged-chr8-115739981-29
NR1173--MA0140.2.GATA1::TAL1	chr11	66906100	66906117	-	0.000	0.000	Merged-chr11-66906049-23
NR3743--MA0482.1.Gata4	chr2	25054340	25054350	+	0.000	0.000	Merged-chr2-25054565-53
NR5950--MA0037.3.GATA3	chr7	30099623	30099630	+	0.000	0.000	Merged-chr7-30099514-26
NR748--MA0036.3.GATA2	chr10	44069229	44069239	+	0.000	0.000	Merged-chr10-44069344-19
NR4776--MA0037.3.GATA3	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR5532--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR615--MA0766.1.GATA5	chr1	191391470	191391477	-	0.000	0.000	Merged-chr1-191391579-39
NR4193--MA0140.2.GATA1::TAL1	chr2	163838221	163838238	-	0.000	0.000	Merged-chr2-163838287-34
NR6038--MA0482.1.Gata4	chr7	75863453	75863463	+	0.000	0.000	Merged-chr7-75863636-9
NR791--MA0036.3.GATA2	chr10	68540789	68540799	+	0.000	0.000	Merged-chr10-68540864-1
NR857--MA0036.3.GATA2	chr10	93228775	93228785	-	0.000	0.000	Merged-chr10-93228796-6
NR6533--MA0036.3.GATA2	chr8	114888904	114888914	-	0.000	0.000	Merged-chr8-114888790-56
NR6804--MA0036.3.GATA2	chr9	75631002	75631012	+	0.000	0.000	Merged-chr9-75631100-49
NR1062--MA0036.3.GATA2	chr11	4336832	4336842	+	0.000	0.000	Merged-chr11-4336811-40
NR5707--MA0482.1.Gata4	chr6	129218537	129218547	-	0.000	0.000	Merged-chr6-129218550-1
NR281--MA0036.3.GATA2	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR4917--MA0037.3.GATA3	chr4	122872202	122872209	-	0.000	0.000	Merged-chr4-122872187-66
NR5064--MA0766.1.GATA5	chr4	154334813	154334820	+	0.000	0.000	Merged-chr4-154334922-29
NR2582--MA0140.2.GATA1::TAL1	chr15	66815685	66815702	+	0.000	0.000	Merged-chr15-66815683-20
NR4027--MA0037.3.GATA3	chr2	115855978	115855985	-	0.000	0.000	Merged-chr2-115856078-28
