#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR5252--MA0002.2.RUNX1	chr2	91710623	91710633	-	0.000	0.000	Merged-chr2-91710716-76
NR5318--MA0002.2.RUNX1	chr2	117180766	117180776	+	0.000	0.000	Merged-chr2-117180668-26
NR1835--MA0684.1.RUNX3	chr12	16532566	16532575	+	0.000	0.000	Merged-chr12-16532570-85
NR3367--MA0002.2.RUNX1	chr15	50841965	50841975	-	0.000	0.000	Merged-chr15-50841998-15
NR797--MA0002.2.RUNX1	chr10	5194832	5194842	-	0.000	0.000	Merged-chr10-5194873-88
NR5775--MA0002.2.RUNX1	chr3	52401307	52401317	+	0.000	0.000	Merged-chr3-52401346-35
NR654--MA0002.2.RUNX1	chr1	171778191	171778201	-	0.000	0.000	Merged-chr1-171778353-20
NR5255--MA0511.2.RUNX2	chr2	91924163	91924171	-	0.000	0.000	Merged-chr2-91924034-46
NR1339--MA0002.2.RUNX1	chr11	3135530	3135540	+	0.000	0.000	Merged-chr11-3135502-45
NR3575--MA0511.2.RUNX2	chr15	102165736	102165744	+	0.000	0.000	Merged-chr15-102165758-28
NR9515--MA0002.2.RUNX1	chrX	85839395	85839405	-	0.000	0.000	Merged-chrX-85839388-40
NR7507--MA0684.1.RUNX3	chr6	32328213	32328222	-	0.000	0.000	Merged-chr6-32328311-28
NR492--MA0002.2.RUNX1	chr1	132356019	132356029	+	0.000	0.000	Merged-chr1-132355998-23
NR9101--MA0002.2.RUNX1	chr9	50966604	50966614	-	0.000	0.000	Merged-chr9-50966454-25
NR8026--MA0511.2.RUNX2	chr6	143067015	143067023	+	0.000	0.000	Merged-chr6-143067094-13
NR8913--MA0002.2.RUNX1	chr8	123000551	123000561	-	0.000	0.000	Merged-chr8-123000494-51
NR7550--MA0684.1.RUNX3	chr6	41526600	41526609	+	0.000	0.000	Merged-chr6-41526509-3
NR1590--MA0511.2.RUNX2	chr11	78698073	78698081	-	0.000	0.000	Merged-chr11-78698045-1
NR2460--MA0002.2.RUNX1	chr13	63411078	63411088	+	0.000	0.000	Merged-chr13-63411317-71
NR7739--MA0002.2.RUNX1	chr6	91108696	91108706	+	0.000	0.000	Merged-chr6-91108882-74
NR1686--MA0684.1.RUNX3	chr11	104609516	104609525	-	0.000	0.000	Merged-chr11-104609685-47
NR5601--MA0511.2.RUNX2	chr3	9633482	9633490	-	0.000	0.000	Merged-chr3-9633388-6
NR1414--MA0002.2.RUNX1	chr11	20133216	20133226	-	0.000	0.000	Merged-chr11-20133191-35
NR6200--MA0002.2.RUNX1	chr3	146345378	146345388	+	0.000	0.000	Merged-chr3-146345390-35
NR1814--MA0684.1.RUNX3	chr12	12558333	12558342	+	0.000	0.000	Merged-chr12-12558149-1
NR6723--MA0002.2.RUNX1	chr4	134683125	134683135	-	0.000	0.000	Merged-chr4-134683033-16
NR7977--MA0684.1.RUNX3	chr6	137541466	137541475	+	0.000	0.000	Merged-chr6-137541549-52
NR6975--MA0002.2.RUNX1	chr5	37067424	37067434	+	0.000	0.000	Merged-chr5-37067269-61
NR9051--MA0511.2.RUNX2	chr9	37554457	37554465	-	0.000	0.000	Merged-chr9-37554470-32
NR5406--MA0002.2.RUNX1	chr2	140842987	140842997	+	0.000	0.000	Merged-chr2-140842907-1
NR3184--MA0002.2.RUNX1	chr14	120373173	120373183	-	0.000	0.000	Merged-chr14-120372978-21
NR1176--MA0684.1.RUNX3	chr10	91167021	91167030	+	0.000	0.000	Merged-chr10-91167120-36
NR8512--MA0002.2.RUNX1	chr7	143005003	143005013	-	0.000	0.000	Merged-chr7-143004947-1
NR6832--MA0002.2.RUNX1	chr4	155306844	155306854	-	0.000	0.000	Merged-chr4-155306831-50
NR9223--MA0002.2.RUNX1	chr9	84030862	84030872	+	0.000	0.000	Merged-chr9-84030961-27
NR1460--MA0511.2.RUNX2	chr11	34048974	34048982	+	0.000	0.000	Merged-chr11-34049016-54
NR2330--MA0002.2.RUNX1	chr13	23431040	23431050	-	0.000	0.000	Merged-chr13-23431185-78
NR7067--MA0002.2.RUNX1	chr5	65929347	65929357	-	0.000	0.000	Merged-chr5-65929353-41
NR3458--MA0511.2.RUNX2	chr15	75033764	75033772	+	0.000	0.000	Merged-chr15-75033830-3
NR2582--MA0002.2.RUNX1	chr13	93939604	93939614	+	0.000	0.000	Merged-chr13-93939742-17
NR5787--MA0684.1.RUNX3	chr3	54353429	54353438	+	0.000	0.000	Merged-chr3-54353382-25
NR5915--MA0684.1.RUNX3	chr3	81789077	81789086	-	0.000	0.000	Merged-chr3-81789091-24
NR7798--MA0511.2.RUNX2	chr6	108098721	108098729	+	0.000	0.000	Merged-chr6-108098714-35
NR3197--MA0002.2.RUNX1	chr14	121983212	121983222	+	0.000	0.000	Merged-chr14-121983424-16
NR5975--MA0511.2.RUNX2	chr3	98281078	98281086	-	0.000	0.000	Merged-chr3-98281152-46
NR7285--MA0002.2.RUNX1	chr5	118601660	118601670	+	0.000	0.000	Merged-chr5-118601665-20
NR1522--MA0684.1.RUNX3	chr11	53097005	53097014	+	0.000	0.000	Merged-chr11-53097142-34
NR4480--MA0002.2.RUNX1	chr18	31628605	31628615	-	0.000	0.000	Merged-chr18-31628663-46
NR2866--MA0002.2.RUNX1	chr14	21750404	21750414	-	0.000	0.000	Merged-chr14-21750492-17
NR8905--MA0002.2.RUNX1	chr8	120396887	120396897	+	0.000	0.000	Merged-chr8-120396987-32
NR5465--MA0511.2.RUNX2	chr2	153161502	153161510	+	0.000	0.000	Merged-chr2-153161513-55
NR6811--MA0002.2.RUNX1	chr4	150903123	150903133	-	0.000	0.000	Merged-chr4-150903290-12
NR1549--MA0002.2.RUNX1	chr11	63135708	63135718	-	0.000	0.000	Merged-chr11-63135809-28
NR1505--MA0511.2.RUNX2	chr11	51644500	51644508	+	0.000	0.000	Merged-chr11-51644413-4
NR245--MA0002.2.RUNX1	chr1	69868384	69868394	+	0.000	0.000	Merged-chr1-69868457-6
NR1949--MA0684.1.RUNX3	chr12	52035367	52035376	-	0.000	0.000	Merged-chr12-52035285-2
NR5018--MA0002.2.RUNX1	chr2	32514517	32514527	-	0.000	0.000	Merged-chr2-32514526-37
NR8600--MA0002.2.RUNX1	chr8	20550552	20550562	+	0.000	0.000	Merged-chr8-20550425-71
NR4493--MA0002.2.RUNX1	chr18	37877744	37877754	+	0.000	0.000	Merged-chr18-37877604-30
NR1072--MA0511.2.RUNX2	chr10	67658078	67658086	-	0.000	0.000	Merged-chr10-67657975-87
NR9087--MA0002.2.RUNX1	chr9	46282784	46282794	+	0.000	0.000	Merged-chr9-46282956-57
NR976--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR9358--MA0002.2.RUNX1	chr9	113991043	113991053	-	0.000	0.000	Merged-chr9-113990905-47
NR5256--MA0684.1.RUNX3	chr2	91924162	91924171	-	0.000	0.000	Merged-chr2-91924034-46
NR340--MA0684.1.RUNX3	chr1	87378987	87378996	-	0.000	0.000	Merged-chr1-87378937-12
NR192--MA0002.2.RUNX1	chr1	60236476	60236486	-	0.000	0.000	Merged-chr1-60236445-12
NR6410--MA0002.2.RUNX1	chr4	40845071	40845081	+	0.000	0.000	Merged-chr4-40845013-13
NR7787--MA0002.2.RUNX1	chr6	103526906	103526916	-	0.000	0.000	Merged-chr6-103526863-2
NR2574--MA0002.2.RUNX1	chr13	92722551	92722561	+	0.000	0.000	Merged-chr13-92722597-29
NR7472--MA0511.2.RUNX2	chr6	22214802	22214810	+	0.000	0.000	Merged-chr6-22214916-1
NR9218--MA0511.2.RUNX2	chr9	83324584	83324592	-	0.000	0.000	Merged-chr9-83324607-4
NR9324--MA0002.2.RUNX1	chr9	105689658	105689668	+	0.000	0.000	Merged-chr9-105689631-24
NR4777--MA0002.2.RUNX1	chr19	12011606	12011616	-	0.000	0.000	Merged-chr19-12011770-149
NR2431--MA0002.2.RUNX1	chr13	55255485	55255495	+	0.000	0.000	Merged-chr13-55255412-37
NR5907--MA0684.1.RUNX3	chr3	81172264	81172273	-	0.000	0.000	Merged-chr3-81172380-11
NR843--MA0002.2.RUNX1	chr10	10355793	10355803	-	0.000	0.000	Merged-chr10-10355826-16
NR909--MA0002.2.RUNX1	chr10	20258018	20258028	-	0.000	0.000	Merged-chr10-20257829-12
NR3764--MA0511.2.RUNX2	chr16	49839887	49839895	-	0.000	0.000	Merged-chr16-49840085-71
NR4363--MA0002.2.RUNX1	chr17	83645436	83645446	+	0.000	0.000	Merged-chr17-83645491-40
NR3559--MA0511.2.RUNX2	chr15	98772774	98772782	-	0.000	0.000	Merged-chr15-98772758-63
NR7025--MA0002.2.RUNX1	chr5	52149336	52149346	+	0.000	0.000	Merged-chr5-52149380-37
NR3189--MA0002.2.RUNX1	chr14	121262940	121262950	+	0.000	0.000	Merged-chr14-121262951-12
NR9310--MA0684.1.RUNX3	chr9	98616576	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR1514--MA0684.1.RUNX3	chr11	52232061	52232070	-	0.000	0.000	Merged-chr11-52232101-58
NR1095--MA0002.2.RUNX1	chr10	71226071	71226081	+	0.000	0.000	Merged-chr10-71226142-30
NR7677--MA0684.1.RUNX3	chr6	72566266	72566275	+	0.000	0.000	Merged-chr6-72566205-29
NR3397--MA0511.2.RUNX2	chr15	59619972	59619980	+	0.000	0.000	Merged-chr15-59620120-63
NR5331--MA0684.1.RUNX3	chr2	122306953	122306962	-	0.000	0.000	Merged-chr2-122306936-2
NR7405--MA0002.2.RUNX1	chr5	150717959	150717969	-	0.000	0.000	Merged-chr5-150717955-23
NR2858--MA0002.2.RUNX1	chr14	20775785	20775795	-	0.000	0.000	Merged-chr14-20775848-16
NR8831--MA0002.2.RUNX1	chr8	108823128	108823138	+	0.000	0.000	Merged-chr8-108823126-5
NR9066--MA0002.2.RUNX1	chr9	41116118	41116128	+	0.000	0.000	Merged-chr9-41116264-54
NR4995--MA0002.2.RUNX1	chr2	30061848	30061858	-	0.000	0.000	Merged-chr2-30061957-9
NR4951--MA0511.2.RUNX2	chr2	19344825	19344833	-	0.000	0.000	Merged-chr2-19344795-21
NR1418--MA0684.1.RUNX3	chr11	20644339	20644348	-	0.000	0.000	Merged-chr11-20644270-6
NR5506--MA0684.1.RUNX3	chr2	164087549	164087558	+	0.000	0.000	Merged-chr2-164087575-6
NR8940--MA0002.2.RUNX1	chr8	127655682	127655692	+	0.000	0.000	Merged-chr8-127655779-25
NR713--MA0002.2.RUNX1	chr1	180252899	180252909	-	0.000	0.000	Merged-chr1-180252895-14
NR5314--MA0511.2.RUNX2	chr2	115856030	115856038	-	0.000	0.000	Merged-chr2-115856078-28
NR9446--MA0002.2.RUNX1	chrX	36609446	36609456	+	0.000	0.000	Merged-chrX-36609305-28
NR5215--MA0002.2.RUNX1	chr2	79370942	79370952	-	0.000	0.000	Merged-chr2-79370906-44
NR8321--MA0002.2.RUNX1	chr7	80636480	80636490	-	0.000	0.000	Merged-chr7-80636547-14
NR3220--MA0511.2.RUNX2	chr15	5144623	5144631	-	0.000	0.000	Merged-chr15-5144505-4
NR650--MA0511.2.RUNX2	chr1	170868706	170868714	-	0.000	0.000	Merged-chr1-170868729-34
NR7024--MA0684.1.RUNX3	chr5	52126037	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR3393--MA0684.1.RUNX3	chr15	59263621	59263630	-	0.000	0.000	Merged-chr15-59263707-44
NR5152--MA0511.2.RUNX2	chr2	62332035	62332043	-	0.000	0.000	Merged-chr2-62332140-9
NR7626--MA0511.2.RUNX2	chr6	60940542	60940550	+	0.000	0.000	Merged-chr6-60940563-22
NR4594--MA0002.2.RUNX1	chr18	58669638	58669648	+	0.000	0.000	Merged-chr18-58669510-1
NR4865--MA0002.2.RUNX1	chr19	55332801	55332811	+	0.000	0.000	Merged-chr19-55332814-24
NR312--MA0002.2.RUNX1	chr1	85280403	85280413	-	0.000	0.000	Merged-chr1-85280509-15
NR6654--MA0002.2.RUNX1	chr4	116053541	116053551	+	0.000	0.000	Merged-chr4-116053495-96
NR663--MA0511.2.RUNX2	chr1	172312074	172312082	+	0.000	0.000	Merged-chr1-172312178-79
NR9045--MA0002.2.RUNX1	chr9	32901663	32901673	-	0.000	0.000	Merged-chr9-32901528-39
NR1077--MA0511.2.RUNX2	chr10	68673691	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR3677--MA0684.1.RUNX3	chr16	25426503	25426512	-	0.000	0.000	Merged-chr16-25426499-60
NR712--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR8586--MA0002.2.RUNX1	chr8	19707211	19707221	-	0.000	0.000	Merged-chr8-19707361-44
NR7494--MA0684.1.RUNX3	chr6	28949422	28949431	+	0.000	0.000	Merged-chr6-28949446-17
NR7289--MA0684.1.RUNX3	chr5	118710116	118710125	-	0.000	0.000	Merged-chr5-118710096-15
NR4355--MA0002.2.RUNX1	chr17	79043589	79043599	+	0.000	0.000	Merged-chr17-79043687-7
NR8443--MA0002.2.RUNX1	chr7	120918684	120918694	+	0.000	0.000	Merged-chr7-120918613-12
NR4755--MA0684.1.RUNX3	chr19	5002038	5002047	-	0.000	0.000	Merged-chr19-5002085-56
NR1106--MA0002.2.RUNX1	chr10	75137383	75137393	+	0.000	0.000	Merged-chr10-75137301-35
NR5959--MA0511.2.RUNX2	chr3	94851980	94851988	+	0.000	0.000	Merged-chr3-94852086-36
NR4212--MA0002.2.RUNX1	chr17	47508151	47508161	-	0.000	0.000	Merged-chr17-47508113-61
NR7417--MA0684.1.RUNX3	chr6	5867023	5867032	-	0.000	0.000	Merged-chr6-5867138-2
NR616--MA0684.1.RUNX3	chr1	164138822	164138831	+	0.000	0.000	Merged-chr1-164138853-49
NR673--MA0002.2.RUNX1	chr1	173532205	173532215	-	0.000	0.000	Merged-chr1-173532000-25
NR9554--MA0684.1.RUNX3	chrX	136646125	136646134	-	0.000	0.000	Merged-chrX-136646048-6
NR739--MA0002.2.RUNX1	chr1	187346411	187346421	-	0.000	0.000	Merged-chr1-187346578-1
NR1358--MA0002.2.RUNX1	chr11	5432532	5432542	-	0.000	0.000	Merged-chr11-5432545-27
NR8281--MA0002.2.RUNX1	chr7	73523390	73523400	+	0.000	0.000	Merged-chr7-73523382-8
NR6667--MA0002.2.RUNX1	chr4	121231419	121231429	-	0.000	0.000	Merged-chr4-121231330-50
NR5099--MA0684.1.RUNX3	chr2	53904946	53904955	+	0.000	0.000	Merged-chr2-53905002-1
NR7649--MA0002.2.RUNX1	chr6	67129074	67129084	+	0.000	0.000	Merged-chr6-67129210-17
NR311--MA0684.1.RUNX3	chr1	85276973	85276982	-	0.000	0.000	Merged-chr1-85277066-15
NR1596--MA0684.1.RUNX3	chr11	78984907	78984916	+	0.000	0.000	Merged-chr11-78984832-47
NR1519--MA0684.1.RUNX3	chr11	52320785	52320794	-	0.000	0.000	Merged-chr11-52320694-9
NR7139--MA0002.2.RUNX1	chr5	89198655	89198665	+	0.000	0.000	Merged-chr5-89198704-31
NR272--MA0002.2.RUNX1	chr1	76754962	76754972	+	0.000	0.000	Merged-chr1-76755045-2
NR894--MA0511.2.RUNX2	chr10	17797004	17797012	+	0.000	0.000	Merged-chr10-17797209-6
NR3308--MA0684.1.RUNX3	chr15	36733860	36733869	-	0.000	0.000	Merged-chr15-36733808-27
NR3116--MA0511.2.RUNX2	chr14	105480285	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR7519--MA0002.2.RUNX1	chr6	34495209	34495219	+	0.000	0.000	Merged-chr6-34495216-31
NR9262--MA0684.1.RUNX3	chr9	92217806	92217815	+	0.000	0.000	Merged-chr9-92217904-40
NR5524--MA0511.2.RUNX2	chr2	169089154	169089162	+	0.000	0.000	Merged-chr2-169089199-37
NR847--MA0684.1.RUNX3	chr10	12614550	12614559	+	0.000	0.000	Merged-chr10-12614708-18
NR6580--MA0002.2.RUNX1	chr4	88742981	88742991	+	0.000	0.000	Merged-chr4-88742968-26
NR4843--MA0684.1.RUNX3	chr19	45560670	45560679	-	0.000	0.000	Merged-chr19-45560574-58
NR9037--MA0002.2.RUNX1	chr9	31290292	31290302	+	0.000	0.000	Merged-chr9-31290358-5
NR7357--MA0002.2.RUNX1	chr5	139804149	139804159	-	0.000	0.000	Merged-chr5-139804020-21
NR4700--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR1797--MA0511.2.RUNX2	chr12	8818046	8818054	+	0.000	0.000	Merged-chr12-8817903-12
NR5329--MA0002.2.RUNX1	chr2	121276174	121276184	+	0.000	0.000	Merged-chr2-121276233-14
NR5014--MA0511.2.RUNX2	chr2	32047655	32047663	+	0.000	0.000	Merged-chr2-32047446-8
NR764--MA0511.2.RUNX2	chr1	189855829	189855837	-	0.000	0.000	Merged-chr1-189855745-11
NR4599--MA0002.2.RUNX1	chr18	60963730	60963740	+	0.000	0.000	Merged-chr18-60963764-1
NR7409--MA0684.1.RUNX3	chr6	3620707	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR5729--MA0684.1.RUNX3	chr3	41077545	41077554	-	0.000	0.000	Merged-chr3-41077638-22
NR7217--MA0511.2.RUNX2	chr5	103746761	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR8958--MA0002.2.RUNX1	chr9	7897824	7897834	-	0.000	0.000	Merged-chr9-7897799-25
NR6407--MA0002.2.RUNX1	chr4	40721127	40721137	-	0.000	0.000	Merged-chr4-40721165-38
NR5315--MA0684.1.RUNX3	chr2	115856029	115856038	-	0.000	0.000	Merged-chr2-115856078-28
NR8544--MA0002.2.RUNX1	chr8	10927820	10927830	-	0.000	0.000	Merged-chr8-10927860-5
NR6807--MA0684.1.RUNX3	chr4	150339059	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR1287--MA0511.2.RUNX2	chr10	118714234	118714242	+	0.000	0.000	Merged-chr10-118714396-52
NR651--MA0684.1.RUNX3	chr1	170868705	170868714	-	0.000	0.000	Merged-chr1-170868729-34
NR922--MA0684.1.RUNX3	chr10	23812342	23812351	+	0.000	0.000	Merged-chr10-23812313-29
NR1188--MA0002.2.RUNX1	chr10	94116388	94116398	+	0.000	0.000	Merged-chr10-94116374-33
NR4294--MA0002.2.RUNX1	chr17	65541199	65541209	-	0.000	0.000	Merged-chr17-65540988-64
NR2014--MA0002.2.RUNX1	chr12	76753001	76753011	-	0.000	0.000	Merged-chr12-76753055-50
NR5991--MA0002.2.RUNX1	chr3	103439140	103439150	+	0.000	0.000	Merged-chr3-103439101-8
NR3268--MA0684.1.RUNX3	chr15	27596892	27596901	-	0.000	0.000	Merged-chr15-27596992-56
NR1048--MA0511.2.RUNX2	chr10	60381314	60381322	-	0.000	0.000	Merged-chr10-60381393-83
NR9268--MA0002.2.RUNX1	chr9	92611076	92611086	+	0.000	0.000	Merged-chr9-92611125-19
NR4802--MA0002.2.RUNX1	chr19	21737626	21737636	+	0.000	0.000	Merged-chr19-21737663-55
NR9224--MA0511.2.RUNX2	chr9	84031079	84031087	+	0.000	0.000	Merged-chr9-84030961-27
NR6340--MA0684.1.RUNX3	chr4	19932239	19932248	-	0.000	0.000	Merged-chr4-19932184-11
NR3042--MA0511.2.RUNX2	chr14	78908658	78908666	-	0.000	0.000	Merged-chr14-78908483-12
NR5708--MA0684.1.RUNX3	chr3	37484115	37484124	+	0.000	0.000	Merged-chr3-37484009-38
NR1206--MA0684.1.RUNX3	chr10	96481315	96481324	+	0.000	0.000	Merged-chr10-96481360-10
NR4041--MA0684.1.RUNX3	chr17	12768859	12768868	+	0.000	0.000	Merged-chr17-12768899-10
NR4312--MA0684.1.RUNX3	chr17	68127605	68127614	-	0.000	0.000	Merged-chr17-68127694-1
NR6671--MA0511.2.RUNX2	chr4	123416434	123416442	-	0.000	0.000	Merged-chr4-123416422-1
NR773--MA0684.1.RUNX3	chr1	191599442	191599451	-	0.000	0.000	Merged-chr1-191599385-45
NR230--MA0002.2.RUNX1	chr1	67181367	67181377	-	0.000	0.000	Merged-chr1-67181322-10
NR4835--MA0684.1.RUNX3	chr19	41656260	41656269	-	0.000	0.000	Merged-chr19-41656223-24
NR425--MA0684.1.RUNX3	chr1	106884006	106884015	-	0.000	0.000	Merged-chr1-106884032-17
NR277--MA0002.2.RUNX1	chr1	78537715	78537725	-	0.000	0.000	Merged-chr1-78537773-101
NR819--MA0002.2.RUNX1	chr10	8766172	8766182	-	0.000	0.000	Merged-chr10-8766277-7
NR5970--MA0002.2.RUNX1	chr3	96262929	96262939	+	0.000	0.000	Merged-chr3-96263071-120
NR7587--MA0684.1.RUNX3	chr6	49354751	49354760	-	0.000	0.000	Merged-chr6-49354722-8
NR4924--MA0002.2.RUNX1	chr2	14711875	14711885	+	0.000	0.000	Merged-chr2-14711970-14
NR1027--MA0511.2.RUNX2	chr10	56378079	56378087	-	0.000	0.000	Merged-chr10-56378043-79
NR6856--MA0002.2.RUNX1	chr5	8807309	8807319	-	0.000	0.000	Merged-chr5-8807445-55
NR9203--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR8993--MA0002.2.RUNX1	chr9	15043038	15043048	-	0.000	0.000	Merged-chr9-15043107-4
NR495--MA0002.2.RUNX1	chr1	134513672	134513682	+	0.000	0.000	Merged-chr1-134513628-13
NR709--MA0684.1.RUNX3	chr1	179240818	179240827	+	0.000	0.000	Merged-chr1-179240877-38
NR1407--MA0511.2.RUNX2	chr11	19823815	19823823	-	0.000	0.000	Merged-chr11-19823630-23
NR500--MA0684.1.RUNX3	chr1	135019166	135019175	+	0.000	0.000	Merged-chr1-135019182-17
NR8330--MA0511.2.RUNX2	chr7	84681780	84681788	+	0.000	0.000	Merged-chr7-84681796-26
NR498--MA0511.2.RUNX2	chr1	135019166	135019174	+	0.000	0.000	Merged-chr1-135019182-17
NR8897--MA0002.2.RUNX1	chr8	119784354	119784364	+	0.000	0.000	Merged-chr8-119784383-58
NR4543--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR4395--MA0002.2.RUNX1	chr17	88562690	88562700	+	0.000	0.000	Merged-chr17-88562797-4
NR8360--MA0684.1.RUNX3	chr7	96910466	96910475	-	0.000	0.000	Merged-chr7-96910268-22
NR133--MA0684.1.RUNX3	chr1	39896693	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR1861--MA0002.2.RUNX1	chr12	28800670	28800680	+	0.000	0.000	Merged-chr12-28800727-9
NR1497--MA0511.2.RUNX2	chr11	50280317	50280325	+	0.000	0.000	Merged-chr11-50280206-7
NR2367--MA0002.2.RUNX1	chr13	34114737	34114747	-	0.000	0.000	Merged-chr13-34114809-14
NR113--MA0002.2.RUNX1	chr1	36322009	36322019	+	0.000	0.000	Merged-chr1-36321937-14
NR9117--MA0002.2.RUNX1	chr9	56264876	56264886	-	0.000	0.000	Merged-chr9-56264757-66
NR8757--MA0511.2.RUNX2	chr8	83740326	83740334	+	0.000	0.000	Merged-chr8-83740218-49
NR636--MA0002.2.RUNX1	chr1	165837746	165837756	-	0.000	0.000	Merged-chr1-165837829-51
NR4361--MA0002.2.RUNX1	chr17	80772668	80772678	+	0.000	0.000	Merged-chr17-80772766-52
NR2747--MA0002.2.RUNX1	chr13	119706665	119706675	+	0.000	0.000	Merged-chr13-119706684-31
NR4884--MA0002.2.RUNX1	chr2	4651894	4651904	-	0.000	0.000	Merged-chr2-4651891-67
NR7218--MA0684.1.RUNX3	chr5	103746760	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR2999--MA0002.2.RUNX1	chr14	67993312	67993322	-	0.000	0.000	Merged-chr14-67993349-29
NR269--MA0002.2.RUNX1	chr1	75223818	75223828	+	0.000	0.000	Merged-chr1-75223752-1
NR225--MA0511.2.RUNX2	chr1	66896357	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR6838--MA0511.2.RUNX2	chr4	155869394	155869402	-	0.000	0.000	Merged-chr4-155869503-64
NR5691--MA0002.2.RUNX1	chr3	31145910	31145920	+	0.000	0.000	Merged-chr3-31145985-42
NR8082--MA0002.2.RUNX1	chr7	6172089	6172099	-	0.000	0.000	Merged-chr7-6172024-124
NR5598--MA0511.2.RUNX2	chr3	9567028	9567036	+	0.000	0.000	Merged-chr3-9567055-14
NR6197--MA0002.2.RUNX1	chr3	146063404	146063414	+	0.000	0.000	Merged-chr3-146063322-20
NR7327--MA0684.1.RUNX3	chr5	132249075	132249084	+	0.000	0.000	Merged-chr5-132249172-1
NR477--MA0511.2.RUNX2	chr1	128614923	128614931	-	0.000	0.000	Merged-chr1-128615083-92
NR2694--MA0002.2.RUNX1	chr13	109646937	109646947	+	0.000	0.000	Merged-chr13-109646929-2
NR8462--MA0002.2.RUNX1	chr7	126330395	126330405	+	0.000	0.000	Merged-chr7-126330286-32
NR2617--MA0002.2.RUNX1	chr13	99503594	99503604	+	0.000	0.000	Merged-chr13-99503494-98
NR4919--MA0511.2.RUNX2	chr2	13233449	13233457	-	0.000	0.000	Merged-chr2-13233524-26
NR758--MA0002.2.RUNX1	chr1	189746647	189746657	+	0.000	0.000	Merged-chr1-189746591-10
NR4483--MA0002.2.RUNX1	chr18	32352879	32352889	+	0.000	0.000	Merged-chr18-32352849-42
NR714--MA0511.2.RUNX2	chr1	180432050	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR8095--MA0002.2.RUNX1	chr7	12949614	12949624	+	0.000	0.000	Merged-chr7-12949725-56
NR8637--MA0002.2.RUNX1	chr8	34120821	34120831	+	0.000	0.000	Merged-chr8-34120698-35
NR2332--MA0684.1.RUNX3	chr13	23531168	23531177	+	0.000	0.000	Merged-chr13-23531231-137
NR6067--MA0002.2.RUNX1	chr3	122202354	122202364	-	0.000	0.000	Merged-chr3-122202498-54
NR4387--MA0002.2.RUNX1	chr17	87282092	87282102	+	0.000	0.000	Merged-chr17-87282284-1
NR330--MA0684.1.RUNX3	chr1	85763516	85763525	+	0.000	0.000	Merged-chr1-85763508-29
NR4343--MA0511.2.RUNX2	chr17	74590140	74590148	-	0.000	0.000	Merged-chr17-74590270-11
NR4614--MA0511.2.RUNX2	chr18	65312498	65312506	+	0.000	0.000	Merged-chr18-65312505-49
NR6738--MA0684.1.RUNX3	chr4	136266855	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR4787--MA0684.1.RUNX3	chr19	16029382	16029391	-	0.000	0.000	Merged-chr19-16029300-45
NR6817--MA0511.2.RUNX2	chr4	152179167	152179175	-	0.000	0.000	Merged-chr4-152179169-26
NR919--MA0684.1.RUNX3	chr10	22714805	22714814	+	0.000	0.000	Merged-chr10-22714818-39
NR6176--MA0002.2.RUNX1	chr3	144411165	144411175	+	0.000	0.000	Merged-chr3-144411311-32
NR4767--MA0002.2.RUNX1	chr19	8953626	8953636	+	0.000	0.000	Merged-chr19-8953739-52
NR6384--MA0511.2.RUNX2	chr4	34687425	34687433	+	0.000	0.000	Merged-chr4-34687322-58
NR6956--MA0684.1.RUNX3	chr5	31964051	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR1028--MA0684.1.RUNX3	chr10	56378078	56378087	-	0.000	0.000	Merged-chr10-56378043-79
NR6413--MA0002.2.RUNX1	chr4	41327099	41327109	+	0.000	0.000	Merged-chr4-41327094-33
