#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR33810--MA1107.1.KLF9	chr2	119897331	119897343	+	0.000	0.000	Merged-chr2-119897563-82
NR27217--MA1107.1.KLF9	chr17	83862737	83862749	+	0.000	0.000	Merged-chr17-83862747-3
NR23463--MA0599.1.KLF5	chr16	44394734	44394743	+	0.000	0.000	Merged-chr16-44394866-28
NR5035--MA1107.1.KLF9	chr10	59570126	59570138	+	0.000	0.000	Merged-chr10-59569994-1
NR45893--MA0740.1.KLF14	chr5	105699902	105699915	+	0.000	0.000	Merged-chr5-105699890-8
NR32900--MA0740.1.KLF14	chr2	76648162	76648175	+	0.000	0.000	Merged-chr2-76648077-91
NR47609--MA1107.1.KLF9	chr5	139304588	139304600	-	0.000	0.000	Merged-chr5-139304539-2
NR51127--MA1107.1.KLF9	chr6	128227931	128227943	-	0.000	0.000	Merged-chr6-128227783-25
NR8285--MA0741.1.KLF16	chr11	23771009	23771019	-	0.000	0.000	Merged-chr11-23770897-156
NR897--MA0740.1.KLF14	chr1	65179152	65179165	+	0.000	0.000	Merged-chr1-65178957-152
NR26840--MA0599.1.KLF5	chr17	71472727	71472736	-	0.000	0.000	Merged-chr17-71472783-3
NR12428--MA0599.1.KLF5	chr12	26418536	26418545	+	0.000	0.000	Merged-chr12-26418553-8
NR61633--MA0599.1.KLF5	chr9	66795522	66795531	-	0.000	0.000	Merged-chr9-66795647-70
NR41447--MA0599.1.KLF5	chr4	109666794	109666803	+	0.000	0.000	Merged-chr4-109666886-20
NR12213--MA0599.1.KLF5	chr12	11281783	11281792	-	0.000	0.000	Merged-chr12-11281796-7
NR62582--MA0740.1.KLF14	chr9	104002625	104002638	+	0.000	0.000	Merged-chr9-104002686-98
NR46817--MA0741.1.KLF16	chr5	123907116	123907126	+	0.000	0.000	Merged-chr5-123907214-53
NR43306--MA0742.1.Klf12	chr4	149099580	149099594	-	0.000	0.000	Merged-chr4-149099611-68
NR12552--MA1107.1.KLF9	chr12	33220641	33220653	-	0.000	0.000	Merged-chr12-33220672-27
NR56456--MA0493.1.Klf1	chr7	140125660	140125670	+	0.000	0.000	Merged-chr7-140125748-70
NR3509--MA1107.1.KLF9	chr1	181299263	181299275	+	0.000	0.000	Merged-chr1-181299360-30
NR31970--MA0039.3.KLF4	chr2	33025261	33025271	-	0.000	0.000	Merged-chr2-33025277-16
NR51337--MA0039.3.KLF4	chr6	134014645	134014655	-	0.000	0.000	Merged-chr6-134014705-25
NR15805--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR26598--MA0742.1.Klf12	chr17	56997290	56997304	-	0.000	0.000	Merged-chr17-56997354-48
NR32108--MA0741.1.KLF16	chr2	35462281	35462291	+	0.000	0.000	Merged-chr2-35462283-16
NR32947--MA0740.1.KLF14	chr2	77309484	77309497	-	0.000	0.000	Merged-chr2-77309396-29
NR57434--MA0493.1.Klf1	chr8	46551791	46551801	+	0.000	0.000	Merged-chr8-46552010-50
NR17881--MA0657.1.KLF13	chr14	33099299	33099316	+	0.000	0.000	Merged-chr14-33099452-34
NR50659--MA0742.1.Klf12	chr6	116673869	116673883	+	0.000	0.000	Merged-chr6-116673934-58
NR37914--MA0039.3.KLF4	chr3	103102604	103102614	-	0.000	0.000	Merged-chr3-103102606-96
NR9139--MA0039.3.KLF4	chr11	61156003	61156013	+	0.000	0.000	Merged-chr11-61155897-9
NR54930--MA0741.1.KLF16	chr7	105356527	105356537	-	0.000	0.000	Merged-chr7-105356441-22
NR10068--MA0657.1.KLF13	chr11	83637040	83637057	-	0.000	0.000	Merged-chr11-83637048-8
NR26070--MA0599.1.KLF5	chr17	37028703	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR49242--MA0039.3.KLF4	chr6	52012668	52012678	+	0.000	0.000	Merged-chr6-52012652-70
NR57050--MA0741.1.KLF16	chr8	22653190	22653200	-	0.000	0.000	Merged-chr8-22653358-66
NR60748--MA1107.1.KLF9	chr9	35176012	35176024	+	0.000	0.000	Merged-chr9-35175859-80
NR63119--MA0599.1.KLF5	chr9	114933881	114933890	+	0.000	0.000	Merged-chr9-114933914-87
NR44723--MA0741.1.KLF16	chr5	45669765	45669775	+	0.000	0.000	Merged-chr5-45669606-116
NR7695--MA0599.1.KLF5	chr10	127668269	127668278	+	0.000	0.000	Merged-chr10-127668367-39
NR31259--MA0657.1.KLF13	chr2	11187393	11187410	-	0.000	0.000	Merged-chr2-11187260-69
NR42296--MA0741.1.KLF16	chr4	133039348	133039358	+	0.000	0.000	Merged-chr4-133039433-1
NR36933--MA0742.1.Klf12	chr3	62338937	62338951	-	0.000	0.000	Merged-chr3-62339060-22
NR2026--MA0741.1.KLF16	chr1	132417544	132417554	-	0.000	0.000	Merged-chr1-132417659-59
NR35099--MA1107.1.KLF9	chr2	157119287	157119299	-	0.000	0.000	Merged-chr2-157119108-55
NR56352--MA0039.3.KLF4	chr7	139125698	139125708	-	0.000	0.000	Merged-chr7-139125728-10
NR35436--MA0599.1.KLF5	chr2	165326480	165326489	+	0.000	0.000	Merged-chr2-165326643-68
NR4443--MA0742.1.Klf12	chr10	19009537	19009551	-	0.000	0.000	Merged-chr10-19009477-32
NR10960--MA0599.1.KLF5	chr11	102393324	102393333	+	0.000	0.000	Merged-chr11-102393451-21
NR55165--MA0741.1.KLF16	chr7	110796901	110796911	+	0.000	0.000	Merged-chr7-110796753-46
NR24038--MA0741.1.KLF16	chr16	87597816	87597826	+	0.000	0.000	Merged-chr16-87597793-27
NR44984--MA0742.1.Klf12	chr5	65901126	65901140	+	0.000	0.000	Merged-chr5-65901111-39
NR11765--MA0657.1.KLF13	chr11	118000705	118000722	-	0.000	0.000	Merged-chr11-118000770-19
NR32890--MA0657.1.KLF13	chr2	76370319	76370336	-	0.000	0.000	Merged-chr2-76370231-76
NR35221--MA0599.1.KLF5	chr2	160731670	160731679	+	0.000	0.000	Merged-chr2-160731444-61
NR59268--MA0039.3.KLF4	chr8	111769219	111769229	+	0.000	0.000	Merged-chr8-111769335-16
NR21148--MA1107.1.KLF9	chr15	80034677	80034689	+	0.000	0.000	Merged-chr15-80034536-17
NR10265--MA1107.1.KLF9	chr11	89024196	89024208	+	0.000	0.000	Merged-chr11-89024298-29
NR48188--MA0740.1.KLF14	chr5	148311018	148311031	-	0.000	0.000	Merged-chr5-148311012-55
NR37369--MA0493.1.Klf1	chr3	89196714	89196724	+	0.000	0.000	Merged-chr3-89196645-47
NR8904--MA0740.1.KLF14	chr11	55131242	55131255	+	0.000	0.000	Merged-chr11-55131266-10
NR53622--MA0742.1.Klf12	chr7	45182325	45182339	+	0.000	0.000	Merged-chr7-45182369-38
NR33152--MA1107.1.KLF9	chr2	91078510	91078522	-	0.000	0.000	Merged-chr2-91078502-21
NR45112--MA0493.1.Klf1	chr5	72183016	72183026	+	0.000	0.000	Merged-chr5-72182927-44
NR1740--MA0740.1.KLF14	chr1	119648668	119648681	+	0.000	0.000	Merged-chr1-119648725-80
NR2004--MA0599.1.KLF5	chr1	131827870	131827879	+	0.000	0.000	Merged-chr1-131828072-77
NR6477--MA0740.1.KLF14	chr10	91083034	91083047	-	0.000	0.000	Merged-chr10-91082825-101
NR8326--MA0742.1.Klf12	chr11	29515042	29515056	-	0.000	0.000	Merged-chr11-29515062-56
NR27235--MA1107.1.KLF9	chr17	84036148	84036160	+	0.000	0.000	Merged-chr17-84036191-5
NR36621--MA0740.1.KLF14	chr3	37419776	37419789	+	0.000	0.000	Merged-chr3-37419954-169
NR22812--MA0599.1.KLF5	chr16	15887191	15887200	+	0.000	0.000	Merged-chr16-15887242-95
NR52360--MA0741.1.KLF16	chr7	12834720	12834730	+	0.000	0.000	Merged-chr7-12834911-60
NR21233--MA0741.1.KLF16	chr15	80930415	80930425	-	0.000	0.000	Merged-chr15-80930587-88
NR62028--MA1107.1.KLF9	chr9	79962113	79962125	-	0.000	0.000	Merged-chr9-79962043-27
NR15594--MA0493.1.Klf1	chr13	55464787	55464797	-	0.000	0.000	Merged-chr13-55464767-2
NR34102--MA0741.1.KLF16	chr2	128088012	128088022	+	0.000	0.000	Merged-chr2-128088091-23
NR32990--MA0740.1.KLF14	chr2	79255428	79255441	-	0.000	0.000	Merged-chr2-79255338-118
NR42303--MA1107.1.KLF9	chr4	133056251	133056263	-	0.000	0.000	Merged-chr4-133056441-57
NR19941--MA0657.1.KLF13	chr15	10714810	10714827	+	0.000	0.000	Merged-chr15-10714882-50
NR52348--MA0599.1.KLF5	chr7	7300452	7300461	+	0.000	0.000	Merged-chr7-7300526-17
NR58524--MA0493.1.Klf1	chr8	85037170	85037180	-	0.000	0.000	Merged-chr8-85037291-15
NR30266--MA0741.1.KLF16	chr19	38746189	38746199	-	0.000	0.000	Merged-chr19-38746267-36
NR55283--MA0742.1.Klf12	chr7	114356562	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR18891--MA0599.1.KLF5	chr14	73445376	73445385	-	0.000	0.000	Merged-chr14-73445360-10
NR26500--MA0599.1.KLF5	chr17	56303228	56303237	-	0.000	0.000	Merged-chr17-56303360-16
NR28419--MA1107.1.KLF9	chr18	61398660	61398672	+	0.000	0.000	Merged-chr18-61398839-2
NR33496--MA0740.1.KLF14	chr2	112240497	112240510	+	0.000	0.000	Merged-chr2-112240570-1
NR64894--MA0740.1.KLF14	chrX	155338349	155338362	+	0.000	0.000	Merged-chrX-155338312-80
NR24450--MA0599.1.KLF5	chr16	95930011	95930020	-	0.000	0.000	Merged-chr16-95929936-27
NR28378--MA0741.1.KLF16	chr18	60630670	60630680	+	0.000	0.000	Merged-chr18-60630804-17
NR22327--MA0039.3.KLF4	chr15	101316036	101316046	+	0.000	0.000	Merged-chr15-101316022-39
NR36305--MA0741.1.KLF16	chr3	9400860	9400870	-	0.000	0.000	Merged-chr3-9400917-27
NR43398--MA0493.1.Klf1	chr4	149989042	149989052	-	0.000	0.000	Merged-chr4-149989064-38
NR14299--MA0599.1.KLF5	chr12	111944520	111944529	-	0.000	0.000	Merged-chr12-111944395-37
NR57793--MA0740.1.KLF14	chr8	64947145	64947158	-	0.000	0.000	Merged-chr8-64947122-116
NR33816--MA0599.1.KLF5	chr2	120076483	120076492	+	0.000	0.000	Merged-chr2-120076463-27
NR62498--MA1107.1.KLF9	chr9	101251889	101251901	+	0.000	0.000	Merged-chr9-101251656-72
NR21009--MA0740.1.KLF14	chr15	77956719	77956732	+	0.000	0.000	Merged-chr15-77956720-50
NR4552--MA0742.1.Klf12	chr10	22345712	22345726	+	0.000	0.000	Merged-chr10-22345907-34
NR59771--MA0599.1.KLF5	chr8	122282018	122282027	-	0.000	0.000	Merged-chr8-122281860-90
NR24147--MA0741.1.KLF16	chr16	90810493	90810503	-	0.000	0.000	Merged-chr16-90810372-70
NR62620--MA0599.1.KLF5	chr9	104377377	104377386	-	0.000	0.000	Merged-chr9-104377297-14
NR47533--MA1107.1.KLF9	chr5	138473864	138473876	-	0.000	0.000	Merged-chr5-138473735-19
NR32157--MA0493.1.Klf1	chr2	37765371	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR5241--MA0741.1.KLF16	chr10	62980163	62980173	-	0.000	0.000	Merged-chr10-62980361-90
NR16464--MA1107.1.KLF9	chr13	97406768	97406780	+	0.000	0.000	Merged-chr13-97406780-35
NR53291--MA0740.1.KLF14	chr7	34313561	34313574	+	0.000	0.000	Merged-chr7-34313409-64
NR45035--MA0740.1.KLF14	chr5	66259827	66259840	+	0.000	0.000	Merged-chr5-66259977-42
NR30789--MA0741.1.KLF16	chr19	55401899	55401909	-	0.000	0.000	Merged-chr19-55401887-30
NR52334--MA0493.1.Klf1	chr7	6383308	6383318	-	0.000	0.000	Merged-chr7-6383352-66
NR43770--MA0599.1.KLF5	chr4	155318466	155318475	-	0.000	0.000	Merged-chr4-155318568-19
NR63137--MA0599.1.KLF5	chr9	115163143	115163152	+	0.000	0.000	Merged-chr9-115163085-16
NR23574--MA1107.1.KLF9	chr16	50030667	50030679	+	0.000	0.000	Merged-chr16-50030749-51
NR63733--MA0742.1.Klf12	chr9	122805541	122805555	+	0.000	0.000	Merged-chr9-122805643-54
NR22604--MA0742.1.Klf12	chr16	5352403	5352417	-	0.000	0.000	Merged-chr16-5352310-61
NR61978--MA0599.1.KLF5	chr9	78588156	78588165	-	0.000	0.000	Merged-chr9-78588077-71
NR33500--MA0741.1.KLF16	chr2	112240502	112240512	+	0.000	0.000	Merged-chr2-112240570-1
NR1259--MA0599.1.KLF5	chr1	86434476	86434485	+	0.000	0.000	Merged-chr1-86434514-65
NR14732--MA1107.1.KLF9	chr13	13516789	13516801	-	0.000	0.000	Merged-chr13-13516959-38
NR12897--MA1107.1.KLF9	chr12	65258706	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR20177--MA0742.1.Klf12	chr15	36173972	36173986	-	0.000	0.000	Merged-chr15-36173918-55
NR1935--MA0599.1.KLF5	chr1	130878516	130878525	+	0.000	0.000	Merged-chr1-130878427-26
NR44287--MA0599.1.KLF5	chr5	25529816	25529825	-	0.000	0.000	Merged-chr5-25529854-76
NR4240--MA0740.1.KLF14	chr10	7832409	7832422	-	0.000	0.000	Merged-chr10-7832380-56
NR21342--MA0741.1.KLF16	chr15	83205226	83205236	-	0.000	0.000	Merged-chr15-83205313-23
NR62027--MA0741.1.KLF16	chr9	79962114	79962124	-	0.000	0.000	Merged-chr9-79962043-27
NR4511--MA0740.1.KLF14	chr10	21159114	21159127	+	0.000	0.000	Merged-chr10-21158926-108
NR31095--MA0742.1.Klf12	chr19	60874571	60874585	-	0.000	0.000	Merged-chr19-60874475-51
NR64679--MA0599.1.KLF5	chrX	134059180	134059189	+	0.000	0.000	Merged-chrX-134059421-72
NR4430--MA0599.1.KLF5	chr10	18084139	18084148	+	0.000	0.000	Merged-chr10-18084037-10
NR27487--MA0599.1.KLF5	chr17	87974945	87974954	+	0.000	0.000	Merged-chr17-87975056-71
NR39787--MA0740.1.KLF14	chr4	6191051	6191064	+	0.000	0.000	Merged-chr4-6191094-54
NR21166--MA1107.1.KLF9	chr15	80219311	80219323	-	0.000	0.000	Merged-chr15-80219438-40
NR57921--MA0740.1.KLF14	chr8	70158510	70158523	+	0.000	0.000	Merged-chr8-70158595-38
NR36948--MA0657.1.KLF13	chr3	65515931	65515948	+	0.000	0.000	Merged-chr3-65515971-28
NR41219--MA0599.1.KLF5	chr4	101062037	101062046	-	0.000	0.000	Merged-chr4-101062010-28
NR29867--MA1107.1.KLF9	chr19	14286635	14286647	+	0.000	0.000	Merged-chr19-14286604-14
NR33385--MA1107.1.KLF9	chr2	103657894	103657906	-	0.000	0.000	Merged-chr2-103657968-40
NR2576--MA1107.1.KLF9	chr1	155782305	155782317	+	0.000	0.000	Merged-chr1-155782357-47
NR55392--MA0742.1.Klf12	chr7	118243984	118243998	-	0.000	0.000	Merged-chr7-118243751-117
NR53517--MA0741.1.KLF16	chr7	43797624	43797634	+	0.000	0.000	Merged-chr7-43797751-117
NR13660--MA1107.1.KLF9	chr12	98626741	98626753	+	0.000	0.000	Merged-chr12-98626654-1
NR17742--MA0740.1.KLF14	chr14	26970596	26970609	+	0.000	0.000	Merged-chr14-26970383-95
NR43039--MA0741.1.KLF16	chr4	145353998	145354008	+	0.000	0.000	Merged-chr4-145353914-49
NR58054--MA0742.1.Klf12	chr8	71272542	71272556	-	0.000	0.000	Merged-chr8-71272830-80
NR46350--MA0741.1.KLF16	chr5	114823495	114823505	+	0.000	0.000	Merged-chr5-114823339-44
NR51163--MA1107.1.KLF9	chr6	128796628	128796640	-	0.000	0.000	Merged-chr6-128796510-47
NR63123--MA0493.1.Klf1	chr9	114933969	114933979	+	0.000	0.000	Merged-chr9-114933914-87
NR20288--MA0657.1.KLF13	chr15	38635280	38635297	-	0.000	0.000	Merged-chr15-38635237-53
NR17911--MA0742.1.Klf12	chr14	33447331	33447345	-	0.000	0.000	Merged-chr14-33447186-64
NR32054--MA0493.1.Klf1	chr2	34799780	34799790	+	0.000	0.000	Merged-chr2-34799795-54
NR2003--MA1107.1.KLF9	chr1	131765925	131765937	-	0.000	0.000	Merged-chr1-131765734-26
NR11467--MA1107.1.KLF9	chr11	114636305	114636317	+	0.000	0.000	Merged-chr11-114636185-1
NR51706--MA0599.1.KLF5	chr6	142345908	142345917	+	0.000	0.000	Merged-chr6-142345915-71
NR13338--MA0741.1.KLF16	chr12	84114225	84114235	-	0.000	0.000	Merged-chr12-84114389-28
NR20976--MA1107.1.KLF9	chr15	77071684	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR32936--MA0493.1.Klf1	chr2	77249873	77249883	+	0.000	0.000	Merged-chr2-77250040-39
NR34160--MA0740.1.KLF14	chr2	129065950	129065963	-	0.000	0.000	Merged-chr2-129066183-78
NR24753--MA0039.3.KLF4	chr17	7875308	7875318	-	0.000	0.000	Merged-chr17-7875140-72
NR9918--MA0741.1.KLF16	chr11	79807985	79807995	-	0.000	0.000	Merged-chr11-79808076-4
NR49917--MA0740.1.KLF14	chr6	88902259	88902272	-	0.000	0.000	Merged-chr6-88902370-64
NR23132--MA0599.1.KLF5	chr16	30977387	30977396	-	0.000	0.000	Merged-chr16-30977443-46
NR29313--MA0741.1.KLF16	chr18	89681273	89681283	+	0.000	0.000	Merged-chr18-89681137-4
NR47966--MA0740.1.KLF14	chr5	144190216	144190229	-	0.000	0.000	Merged-chr5-144190229-35
NR3545--MA1107.1.KLF9	chr1	182282589	182282601	+	0.000	0.000	Merged-chr1-182282541-87
NR64585--MA0599.1.KLF5	chrX	103616950	103616959	-	0.000	0.000	Merged-chrX-103616839-86
NR6255--MA1107.1.KLF9	chr10	82890976	82890988	-	0.000	0.000	Merged-chr10-82891078-36
NR27393--MA0599.1.KLF5	chr17	86760407	86760416	-	0.000	0.000	Merged-chr17-86760300-15
NR37607--MA0599.1.KLF5	chr3	95687903	95687912	+	0.000	0.000	Merged-chr3-95687934-19
NR62041--MA0039.3.KLF4	chr9	80313810	80313820	-	0.000	0.000	Merged-chr9-80313733-27
NR24889--MA0599.1.KLF5	chr17	12318866	12318875	-	0.000	0.000	Merged-chr17-12318588-111
NR47650--MA0493.1.Klf1	chr5	139736322	139736332	+	0.000	0.000	Merged-chr5-139736342-40
NR27599--MA0599.1.KLF5	chr18	6516188	6516197	+	0.000	0.000	Merged-chr18-6516276-50
NR47659--MA0742.1.Klf12	chr5	139791462	139791476	-	0.000	0.000	Merged-chr5-139791708-104
NR42541--MA0493.1.Klf1	chr4	135168278	135168288	+	0.000	0.000	Merged-chr4-135168211-13
NR30027--MA0741.1.KLF16	chr19	23135505	23135515	+	0.000	0.000	Merged-chr19-23135579-121
NR10395--MA1107.1.KLF9	chr11	94486078	94486090	+	0.000	0.000	Merged-chr11-94486126-19
NR58577--MA0742.1.Klf12	chr8	87472667	87472681	+	0.000	0.000	Merged-chr8-87472817-24
NR31854--MA0039.3.KLF4	chr2	32132715	32132725	-	0.000	0.000	Merged-chr2-32132816-8
NR24110--MA0599.1.KLF5	chr16	90197551	90197560	-	0.000	0.000	Merged-chr16-90197695-59
NR22508--MA0742.1.Klf12	chr16	3926830	3926844	+	0.000	0.000	Merged-chr16-3926775-6
NR170--MA0599.1.KLF5	chr1	21079336	21079345	+	0.000	0.000	Merged-chr1-21079276-92
NR5600--MA0493.1.Klf1	chr10	76961984	76961994	+	0.000	0.000	Merged-chr10-76962071-59
NR62136--MA0741.1.KLF16	chr9	87022061	87022071	-	0.000	0.000	Merged-chr9-87022127-59
NR4447--MA0741.1.KLF16	chr10	19009540	19009550	-	0.000	0.000	Merged-chr10-19009477-32
NR48087--MA0599.1.KLF5	chr5	146794868	146794877	+	0.000	0.000	Merged-chr5-146794783-76
NR9233--MA0741.1.KLF16	chr11	66961630	66961640	+	0.000	0.000	Merged-chr11-66961666-9
NR44988--MA0741.1.KLF16	chr5	65901127	65901137	+	0.000	0.000	Merged-chr5-65901111-39
NR56721--MA0599.1.KLF5	chr8	3672090	3672099	+	0.000	0.000	Merged-chr8-3672250-50
NR30214--MA1107.1.KLF9	chr19	36409567	36409579	-	0.000	0.000	Merged-chr19-36409790-61
NR8516--MA0493.1.Klf1	chr11	43767066	43767076	-	0.000	0.000	Merged-chr11-43767173-52
NR41748--MA0742.1.Klf12	chr4	120731143	120731157	-	0.000	0.000	Merged-chr4-120731377-66
NR57596--MA0599.1.KLF5	chr8	57402498	57402507	-	0.000	0.000	Merged-chr8-57402577-20
NR55277--MA0493.1.Klf1	chr7	114276156	114276166	+	0.000	0.000	Merged-chr7-114276213-86
NR23333--MA0493.1.Klf1	chr16	36071599	36071609	-	0.000	0.000	Merged-chr16-36071679-92
NR11515--MA0741.1.KLF16	chr11	115297271	115297281	+	0.000	0.000	Merged-chr11-115297453-47
NR13829--MA0740.1.KLF14	chr12	102878564	102878577	-	0.000	0.000	Merged-chr12-102878597-9
NR62002--MA0742.1.Klf12	chr9	79792908	79792922	-	0.000	0.000	Merged-chr9-79792846-1
NR14350--MA0741.1.KLF16	chr12	112629100	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR42708--MA0741.1.KLF16	chr4	137468714	137468724	-	0.000	0.000	Merged-chr4-137468629-23
NR45143--MA1107.1.KLF9	chr5	72844495	72844507	+	0.000	0.000	Merged-chr5-72844506-23
NR19629--MA0741.1.KLF16	chr14	119007574	119007584	+	0.000	0.000	Merged-chr14-119007466-85
NR46355--MA0599.1.KLF5	chr5	114826375	114826384	+	0.000	0.000	Merged-chr5-114826460-42
NR17580--MA0740.1.KLF14	chr14	20503169	20503182	+	0.000	0.000	Merged-chr14-20503247-33
NR30181--MA0740.1.KLF14	chr19	34922319	34922332	+	0.000	0.000	Merged-chr19-34922079-98
NR53626--MA0741.1.KLF16	chr7	45338307	45338317	+	0.000	0.000	Merged-chr7-45338434-19
NR3051--MA0741.1.KLF16	chr1	170147760	170147770	+	0.000	0.000	Merged-chr1-170147878-39
NR9772--MA0599.1.KLF5	chr11	77792150	77792159	-	0.000	0.000	Merged-chr11-77792176-31
NR60117--MA0742.1.Klf12	chr8	126551072	126551086	-	0.000	0.000	Merged-chr8-126551138-20
NR3451--MA1107.1.KLF9	chr1	180484028	180484040	+	0.000	0.000	Merged-chr1-180484030-25
NR24875--MA0493.1.Klf1	chr17	12201298	12201308	-	0.000	0.000	Merged-chr17-12201252-1
NR61011--MA0741.1.KLF16	chr9	44878984	44878994	+	0.000	0.000	Merged-chr9-44879163-25
NR7659--MA0493.1.Klf1	chr10	127513700	127513710	+	0.000	0.000	Merged-chr10-127513778-10
NR38598--MA0741.1.KLF16	chr3	127553072	127553082	-	0.000	0.000	Merged-chr3-127553183-75
NR47977--MA0493.1.Klf1	chr5	144254629	144254639	-	0.000	0.000	Merged-chr5-144254762-7
NR30434--MA0493.1.Klf1	chr19	44069762	44069772	+	0.000	0.000	Merged-chr19-44069600-84
NR23383--MA0741.1.KLF16	chr16	37385054	37385064	-	0.000	0.000	Merged-chr16-37384954-25
NR51400--MA0657.1.KLF13	chr6	134981442	134981459	-	0.000	0.000	Merged-chr6-134981456-22
NR23654--MA0741.1.KLF16	chr16	55973614	55973624	-	0.000	0.000	Merged-chr16-55973716-6
NR28835--MA0740.1.KLF14	chr18	74442353	74442366	+	0.000	0.000	Merged-chr18-74442456-61
NR16344--MA0493.1.Klf1	chr13	92611017	92611027	-	0.000	0.000	Merged-chr13-92610910-95
NR57797--MA0493.1.Klf1	chr8	64947148	64947158	-	0.000	0.000	Merged-chr8-64947122-116
NR52896--MA0741.1.KLF16	chr7	27355958	27355968	+	0.000	0.000	Merged-chr7-27356094-60
NR21769--MA0741.1.KLF16	chr15	93712783	93712793	+	0.000	0.000	Merged-chr15-93712745-43
NR52501--MA0741.1.KLF16	chr7	17051268	17051278	-	0.000	0.000	Merged-chr7-17051285-27
NR64124--MA0599.1.KLF5	chrX	38635155	38635164	-	0.000	0.000	Merged-chrX-38635204-84
NR13042--MA0742.1.Klf12	chr12	72085580	72085594	-	0.000	0.000	Merged-chr12-72085712-110
NR28528--MA0742.1.Klf12	chr18	65430850	65430864	+	0.000	0.000	Merged-chr18-65430843-87
NR16824--MA0741.1.KLF16	chr13	107890430	107890440	-	0.000	0.000	Merged-chr13-107890491-165
NR50550--MA0741.1.KLF16	chr6	114847991	114848001	-	0.000	0.000	Merged-chr6-114847947-23
NR15934--MA1107.1.KLF9	chr13	68582217	68582229	-	0.000	0.000	Merged-chr13-68582198-95
NR58207--MA0599.1.KLF5	chr8	72360461	72360470	-	0.000	0.000	Merged-chr8-72360367-32
NR45005--MA0493.1.Klf1	chr5	66096062	66096072	+	0.000	0.000	Merged-chr5-66096250-16
NR58546--MA1107.1.KLF9	chr8	85492412	85492424	+	0.000	0.000	Merged-chr8-85492637-59
NR2116--MA0740.1.KLF14	chr1	134747728	134747741	+	0.000	0.000	Merged-chr1-134747834-30
NR27742--MA0741.1.KLF16	chr18	23843573	23843583	+	0.000	0.000	Merged-chr18-23843567-42
NR59758--MA0599.1.KLF5	chr8	121852614	121852623	-	0.000	0.000	Merged-chr8-121852690-20
NR21394--MA0039.3.KLF4	chr15	83564471	83564481	-	0.000	0.000	Merged-chr15-83564488-10
NR54504--MA0039.3.KLF4	chr7	90476111	90476121	-	0.000	0.000	Merged-chr7-90476243-63
NR14278--MA0657.1.KLF13	chr12	111039218	111039235	+	0.000	0.000	Merged-chr12-111039246-79
NR53878--MA0741.1.KLF16	chr7	52006261	52006271	+	0.000	0.000	Merged-chr7-52006054-77
NR52599--MA0599.1.KLF5	chr7	19381997	19382006	+	0.000	0.000	Merged-chr7-19382105-63
NR60557--MA0599.1.KLF5	chr9	24505175	24505184	-	0.000	0.000	Merged-chr9-24505220-44
NR47305--MA1107.1.KLF9	chr5	135106839	135106851	-	0.000	0.000	Merged-chr5-135106892-30
NR2227--MA1107.1.KLF9	chr1	138044707	138044719	+	0.000	0.000	Merged-chr1-138044637-18
NR20497--MA0740.1.KLF14	chr15	58595065	58595078	+	0.000	0.000	Merged-chr15-58595150-15
NR12482--MA0599.1.KLF5	chr12	31567824	31567833	+	0.000	0.000	Merged-chr12-31567847-31
NR52384--MA0599.1.KLF5	chr7	15922404	15922413	-	0.000	0.000	Merged-chr7-15922241-103
NR35664--MA0493.1.Klf1	chr2	168575144	168575154	+	0.000	0.000	Merged-chr2-168575169-53
NR11813--MA0599.1.KLF5	chr11	119041173	119041182	-	0.000	0.000	Merged-chr11-119041092-76
NR6488--MA1107.1.KLF9	chr10	91147393	91147405	-	0.000	0.000	Merged-chr10-91147290-5
NR54425--MA0599.1.KLF5	chr7	83892193	83892202	-	0.000	0.000	Merged-chr7-83892094-68
NR36299--MA0741.1.KLF16	chr3	9038479	9038489	+	0.000	0.000	Merged-chr3-9038464-31
NR28455--MA1107.1.KLF9	chr18	62548813	62548825	-	0.000	0.000	Merged-chr18-62548707-56
NR59343--MA0740.1.KLF14	chr8	114439595	114439608	+	0.000	0.000	Merged-chr8-114439788-92
NR59614--MA0740.1.KLF14	chr8	119946571	119946584	+	0.000	0.000	Merged-chr8-119946472-42
NR9606--MA0493.1.Klf1	chr11	74832287	74832297	+	0.000	0.000	Merged-chr11-74832279-76
NR44226--MA0741.1.KLF16	chr5	24445274	24445284	+	0.000	0.000	Merged-chr5-24445119-58
