#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR47841--MA1107.1.KLF9	chr5	112153709	112153721	+	0.000	0.000	Merged-chr5-112153883-38
NR46058--MA0493.1.Klf1	chr5	30240774	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR43728--MA0742.1.Klf12	chr4	129272589	129272603	+	0.000	0.000	Merged-chr4-129272515-32
NR20903--MA0039.3.KLF4	chr15	25900629	25900639	-	0.000	0.000	Merged-chr15-25900715-20
NR60805--MA0039.3.KLF4	chr8	114888926	114888936	+	0.000	0.000	Merged-chr8-114888790-56
NR49359--MA0741.1.KLF16	chr5	137531322	137531332	-	0.000	0.000	Merged-chr5-137531442-46
NR51226--MA0599.1.KLF5	chr6	54224543	54224552	-	0.000	0.000	Merged-chr6-54224603-8
NR6688--MA0742.1.Klf12	chr10	89487133	89487147	+	0.000	0.000	Merged-chr10-89487316-19
NR51565--MA1107.1.KLF9	chr6	72841931	72841943	+	0.000	0.000	Merged-chr6-72841906-9
NR65813--MA0741.1.KLF16	chrX	20662883	20662893	-	0.000	0.000	Merged-chrX-20662999-43
NR2250--MA0657.1.KLF13	chr1	137806633	137806650	+	0.000	0.000	Merged-chr1-137806740-75
NR54060--MA1107.1.KLF9	chr6	149348413	149348425	+	0.000	0.000	Merged-chr6-149348388-7
NR24283--MA0493.1.Klf1	chr16	33684365	33684375	+	0.000	0.000	Merged-chr16-33684496-70
NR54818--MA0599.1.KLF5	chr7	25636458	25636467	-	0.000	0.000	Merged-chr7-25636533-12
NR49435--MA0493.1.Klf1	chr5	138161010	138161020	+	0.000	0.000	Merged-chr5-138161091-53
NR17289--MA1107.1.KLF9	chr13	98692031	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR57528--MA0599.1.KLF5	chr7	127744586	127744595	-	0.000	0.000	Merged-chr7-127744584-5
NR34550--MA1107.1.KLF9	chr2	90917785	90917797	+	0.000	0.000	Merged-chr2-90917717-75
NR45030--MA0740.1.KLF14	chr4	148160214	148160227	+	0.000	0.000	Merged-chr4-148160107-67
NR14701--MA0599.1.KLF5	chr12	108903047	108903056	-	0.000	0.000	Merged-chr12-108903153-23
NR8564--MA0741.1.KLF16	chr11	6626118	6626128	+	0.000	0.000	Merged-chr11-6626110-55
NR59908--MA1107.1.KLF9	chr8	77268566	77268578	+	0.000	0.000	Merged-chr8-77268341-22
NR10332--MA0493.1.Klf1	chr11	78343430	78343440	-	0.000	0.000	Merged-chr11-78343551-35
NR8261--MA0740.1.KLF14	chr10	128933762	128933775	-	0.000	0.000	Merged-chr10-128933885-33
NR4062--MA0599.1.KLF5	chr1	189608920	189608929	-	0.000	0.000	Merged-chr1-189608778-45
NR13042--MA0493.1.Klf1	chr12	28649570	28649580	+	0.000	0.000	Merged-chr12-28649710-52
NR26920--MA0599.1.KLF5	chr17	34203423	34203432	+	0.000	0.000	Merged-chr17-34203495-21
NR29630--MA0599.1.KLF5	chr18	56441049	56441058	-	0.000	0.000	Merged-chr18-56441033-15
NR3027--MA0657.1.KLF13	chr1	165194445	165194462	+	0.000	0.000	Merged-chr1-165194301-85
NR46283--MA0741.1.KLF16	chr5	35673246	35673256	+	0.000	0.000	Merged-chr5-35673221-20
NR1942--MA0741.1.KLF16	chr1	130549447	130549457	-	0.000	0.000	Merged-chr1-130549409-15
NR20805--MA1107.1.KLF9	chr15	12795451	12795463	+	0.000	0.000	Merged-chr15-12795578-29
NR6852--MA0740.1.KLF14	chr10	95442497	95442510	+	0.000	0.000	Merged-chr10-95442476-5
NR34299--MA0039.3.KLF4	chr2	75119359	75119369	-	0.000	0.000	Merged-chr2-75119235-19
NR62588--MA0599.1.KLF5	chr9	47530205	47530214	-	0.000	0.000	Merged-chr9-47530154-53
NR36076--MA0741.1.KLF16	chr2	148681097	148681107	-	0.000	0.000	Merged-chr2-148681151-73
NR54270--MA0039.3.KLF4	chr7	6383346	6383356	-	0.000	0.000	Merged-chr7-6383352-66
NR30716--MA0742.1.Klf12	chr19	4000540	4000554	+	0.000	0.000	Merged-chr19-4000436-69
NR31610--MA0741.1.KLF16	chr19	37175148	37175158	-	0.000	0.000	Merged-chr19-37175347-2
NR64629--MA0599.1.KLF5	chr9	108597590	108597599	-	0.000	0.000	Merged-chr9-108597519-47
NR41651--MA1107.1.KLF9	chr4	32126907	32126919	+	0.000	0.000	Merged-chr4-32126903-56
NR49216--MA0741.1.KLF16	chr5	135632607	135632617	+	0.000	0.000	Merged-chr5-135632742-49
NR50135--MA1107.1.KLF9	chr5	148266889	148266901	-	0.000	0.000	Merged-chr5-148266957-7
NR51907--MA0742.1.Klf12	chr6	90629685	90629699	+	0.000	0.000	Merged-chr6-90629668-42
NR52801--MA0741.1.KLF16	chr6	125067858	125067868	-	0.000	0.000	Merged-chr6-125067765-41
NR65965--MA0599.1.KLF5	chrX	48285593	48285602	+	0.000	0.000	Merged-chrX-48285695-3
NR33335--MA1107.1.KLF9	chr2	31186228	31186240	-	0.000	0.000	Merged-chr2-31186156-11
NR32577--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR59290--MA1107.1.KLF9	chr8	57402496	57402508	-	0.000	0.000	Merged-chr8-57402577-20
NR22658--MA1107.1.KLF9	chr15	93551885	93551897	-	0.000	0.000	Merged-chr15-93551725-1
NR13610--MA1107.1.KLF9	chr12	72809960	72809972	-	0.000	0.000	Merged-chr12-72809973-16
NR5825--MA0741.1.KLF16	chr10	77033199	77033209	+	0.000	0.000	Merged-chr10-77033384-72
NR6797--MA0599.1.KLF5	chr10	94087495	94087504	+	0.000	0.000	Merged-chr10-94087553-20
NR4478--MA0493.1.Klf1	chr10	5448588	5448598	-	0.000	0.000	Merged-chr10-5448562-35
NR589--MA0741.1.KLF16	chr1	44101592	44101602	+	0.000	0.000	Merged-chr1-44101717-6
NR17835--MA0741.1.KLF16	chr13	111140377	111140387	+	0.000	0.000	Merged-chr13-111140468-2
NR20945--MA0599.1.KLF5	chr15	28026031	28026040	-	0.000	0.000	Merged-chr15-28025754-115
NR12622--MA0741.1.KLF16	chr11	121105404	121105414	+	0.000	0.000	Merged-chr11-121105319-6
NR6582--MA0599.1.KLF5	chr10	84576504	84576513	+	0.000	0.000	Merged-chr10-84576561-1
NR19776--MA0742.1.Klf12	chr14	76700943	76700957	-	0.000	0.000	Merged-chr14-76701003-15
NR23540--MA0741.1.KLF16	chr16	3872349	3872359	+	0.000	0.000	Merged-chr16-3872425-54
NR3514--MA0599.1.KLF5	chr1	177455706	177455715	-	0.000	0.000	Merged-chr1-177455545-12
NR9149--MA0599.1.KLF5	chr11	49846858	49846867	-	0.000	0.000	Merged-chr11-49846891-75
NR35039--MA0742.1.Klf12	chr2	117089690	117089704	-	0.000	0.000	Merged-chr2-117089625-28
NR3853--MA1107.1.KLF9	chr1	183388893	183388905	-	0.000	0.000	Merged-chr1-183388953-51
NR66391--MA1107.1.KLF9	chrX	101163438	101163450	-	0.000	0.000	Merged-chrX-101163696-15
NR36772--MA0740.1.KLF14	chr2	165285777	165285790	+	0.000	0.000	Merged-chr2-165285935-14
NR17862--MA1107.1.KLF9	chr13	111796775	111796787	-	0.000	0.000	Merged-chr13-111796973-104
NR29957--MA0599.1.KLF5	chr18	67212691	67212700	+	0.000	0.000	Merged-chr18-67212775-57
NR26294--MA0740.1.KLF14	chr17	25219704	25219717	-	0.000	0.000	Merged-chr17-25219757-41
NR42780--MA0741.1.KLF16	chr4	101235179	101235189	+	0.000	0.000	Merged-chr4-101235092-24
NR11995--MA0493.1.Klf1	chr11	113187328	113187338	+	0.000	0.000	Merged-chr11-113187180-1
NR33260--MA0599.1.KLF5	chr2	30807840	30807849	-	0.000	0.000	Merged-chr2-30807824-61
NR5241--MA0493.1.Klf1	chr10	53889524	53889534	-	0.000	0.000	Merged-chr10-53889619-14
NR65922--MA0741.1.KLF16	chrX	38635144	38635154	-	0.000	0.000	Merged-chrX-38635204-84
NR24046--MA0741.1.KLF16	chr16	24151449	24151459	-	0.000	0.000	Merged-chr16-24151708-115
NR2737--MA0493.1.Klf1	chr1	156474387	156474397	+	0.000	0.000	Merged-chr1-156474258-59
NR22095--MA0741.1.KLF16	chr15	80930418	80930428	-	0.000	0.000	Merged-chr15-80930587-88
NR47059--MA0599.1.KLF5	chr5	77273425	77273434	+	0.000	0.000	Merged-chr5-77273365-25
NR55715--MA0741.1.KLF16	chr7	58569010	58569020	-	0.000	0.000	Merged-chr7-58568960-29
NR39642--MA0493.1.Klf1	chr3	108383790	108383800	-	0.000	0.000	Merged-chr3-108383794-50
NR49233--MA1107.1.KLF9	chr5	135689094	135689106	-	0.000	0.000	Merged-chr5-135689128-71
NR60628--MA0740.1.KLF14	chr8	109750931	109750944	+	0.000	0.000	Merged-chr8-109750822-50
NR40500--MA0741.1.KLF16	chr3	135640441	135640451	+	0.000	0.000	Merged-chr3-135640541-35
NR63891--MA0039.3.KLF4	chr9	87026078	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR29723--MA1107.1.KLF9	chr18	60625459	60625471	-	0.000	0.000	Merged-chr18-60625535-13
NR175--MA0741.1.KLF16	chr1	20951572	20951582	+	0.000	0.000	Merged-chr1-20951631-56
NR2442--MA0599.1.KLF5	chr1	151083921	151083930	-	0.000	0.000	Merged-chr1-151084034-24
NR8077--MA0599.1.KLF5	chr10	127534133	127534142	+	0.000	0.000	Merged-chr10-127534267-1
NR38070--MA0741.1.KLF16	chr3	36613428	36613438	+	0.000	0.000	Merged-chr3-36613405-48
NR17216--MA0741.1.KLF16	chr13	97235268	97235278	+	0.000	0.000	Merged-chr13-97235164-28
NR20921--MA0039.3.KLF4	chr15	27578267	27578277	+	0.000	0.000	Merged-chr15-27578127-37
NR36390--MA0741.1.KLF16	chr2	156065700	156065710	-	0.000	0.000	Merged-chr2-156065530-64
NR63678--MA0599.1.KLF5	chr9	80164992	80165001	+	0.000	0.000	Merged-chr9-80164813-89
NR45327--MA0599.1.KLF5	chr4	152179244	152179253	-	0.000	0.000	Merged-chr4-152179169-26
NR15807--MA0741.1.KLF16	chr13	34994175	34994185	-	0.000	0.000	Merged-chr13-34994132-82
NR46057--MA0039.3.KLF4	chr5	30240772	30240782	-	0.000	0.000	Merged-chr5-30240775-35
NR66689--MA0742.1.Klf12	chrX	140664761	140664775	-	0.000	0.000	Merged-chrX-140664923-33
NR64202--MA0657.1.KLF13	chr9	99140327	99140344	+	0.000	0.000	Merged-chr9-99140215-90
NR45112--MA0599.1.KLF5	chr4	149889186	149889195	-	0.000	0.000	Merged-chr4-149889246-22
NR12964--MA0493.1.Klf1	chr12	24633928	24633938	-	0.000	0.000	Merged-chr12-24634074-29
NR26557--MA0493.1.Klf1	chr17	28516097	28516107	-	0.000	0.000	Merged-chr17-28516201-30
NR54499--MA1107.1.KLF9	chr7	18884583	18884595	-	0.000	0.000	Merged-chr7-18884656-52
NR59044--MA1107.1.KLF9	chr8	36223349	36223361	+	0.000	0.000	Merged-chr8-36223290-29
NR51225--MA1107.1.KLF9	chr6	54162969	54162981	+	0.000	0.000	Merged-chr6-54162989-41
NR34776--MA0741.1.KLF16	chr2	102955263	102955273	-	0.000	0.000	Merged-chr2-102955467-1
NR54509--MA0740.1.KLF14	chr7	18925380	18925393	-	0.000	0.000	Merged-chr7-18925390-20
NR31909--MA0740.1.KLF14	chr19	46057208	46057221	-	0.000	0.000	Merged-chr19-46057333-4
NR2286--MA0741.1.KLF16	chr1	138619307	138619317	-	0.000	0.000	Merged-chr1-138619546-96
NR11034--MA0741.1.KLF16	chr11	97052401	97052411	-	0.000	0.000	Merged-chr11-97052422-15
NR29187--MA0599.1.KLF5	chr18	34927016	34927025	-	0.000	0.000	Merged-chr18-34926957-11
NR13722--MA0742.1.Klf12	chr12	77138910	77138924	-	0.000	0.000	Merged-chr12-77138910-46
NR27893--MA0493.1.Klf1	chr17	65951209	65951219	+	0.000	0.000	Merged-chr17-65951140-56
NR55301--MA0741.1.KLF16	chr7	38236943	38236953	+	0.000	0.000	Merged-chr7-38237245-30
NR49579--MA0599.1.KLF5	chr5	139460535	139460544	+	0.000	0.000	Merged-chr5-139460565-47
NR6336--MA0599.1.KLF5	chr10	81247938	81247947	+	0.000	0.000	Merged-chr10-81248090-40
NR55967--MA0741.1.KLF16	chr7	72308367	72308377	+	0.000	0.000	Merged-chr7-72308227-31
NR30877--MA0599.1.KLF5	chr19	5924648	5924657	-	0.000	0.000	Merged-chr19-5924651-59
NR21492--MA1107.1.KLF9	chr15	64211986	64211998	-	0.000	0.000	Merged-chr15-64212030-69
NR64727--MA0493.1.Klf1	chr9	111143627	111143637	-	0.000	0.000	Merged-chr9-111143629-7
NR10476--MA0599.1.KLF5	chr11	82908265	82908274	+	0.000	0.000	Merged-chr11-82908298-45
NR37699--MA0742.1.Klf12	chr2	181492016	181492030	+	0.000	0.000	Merged-chr2-181492057-15
NR48595--MA0741.1.KLF16	chr5	123508336	123508346	+	0.000	0.000	Merged-chr5-123508424-41
NR10780--MA0741.1.KLF16	chr11	90257464	90257474	+	0.000	0.000	Merged-chr11-90257307-51
NR57518--MA1107.1.KLF9	chr7	127296298	127296310	+	0.000	0.000	Merged-chr7-127296371-62
NR43777--MA0740.1.KLF14	chr4	129741521	129741534	-	0.000	0.000	Merged-chr4-129741431-1
NR293--MA0742.1.Klf12	chr1	34867473	34867487	+	0.000	0.000	Merged-chr1-34867367-25
NR30140--MA0742.1.Klf12	chr18	70644616	70644630	-	0.000	0.000	Merged-chr18-70644482-115
NR38388--MA0741.1.KLF16	chr3	60476768	60476778	+	0.000	0.000	Merged-chr3-60476775-62
NR60278--MA0493.1.Klf1	chr8	91134039	91134049	+	0.000	0.000	Merged-chr8-91133941-78
NR59184--MA0599.1.KLF5	chr8	46654735	46654744	-	0.000	0.000	Merged-chr8-46654782-26
NR41258--MA0741.1.KLF16	chr3	154628507	154628517	+	0.000	0.000	Merged-chr3-154628476-23
NR64183--MA0657.1.KLF13	chr9	98755058	98755075	+	0.000	0.000	Merged-chr9-98754922-2
NR590--MA0599.1.KLF5	chr1	44147835	44147844	+	0.000	0.000	Merged-chr1-44147974-61
NR15002--MA1107.1.KLF9	chr12	113981896	113981908	-	0.000	0.000	Merged-chr12-113981808-34
NR62449--MA0741.1.KLF16	chr9	44043308	44043318	+	0.000	0.000	Merged-chr9-44043404-33
NR23968--MA0493.1.Klf1	chr16	20498769	20498779	-	0.000	0.000	Merged-chr16-20498882-53
NR22337--MA0599.1.KLF5	chr15	84372976	84372985	-	0.000	0.000	Merged-chr15-84372915-18
NR54247--MA0657.1.KLF13	chr7	6191495	6191512	-	0.000	0.000	Merged-chr7-6191566-11
NR11286--MA0741.1.KLF16	chr11	99230458	99230468	+	0.000	0.000	Merged-chr11-99230573-70
NR36269--MA1107.1.KLF9	chr2	153529000	153529012	+	0.000	0.000	Merged-chr2-153529088-15
NR4496--MA0493.1.Klf1	chr10	7212276	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR35090--MA0493.1.Klf1	chr2	118388546	118388556	+	0.000	0.000	Merged-chr2-118388681-62
NR33344--MA1107.1.KLF9	chr2	31259100	31259112	+	0.000	0.000	Merged-chr2-31259156-30
NR23888--MA0599.1.KLF5	chr16	17911118	17911127	-	0.000	0.000	Merged-chr16-17911310-48
NR7200--MA0741.1.KLF16	chr10	111165447	111165457	-	0.000	0.000	Merged-chr10-111165558-4
NR7866--MA0741.1.KLF16	chr10	122097287	122097297	+	0.000	0.000	Merged-chr10-122097212-93
NR2777--MA0740.1.KLF14	chr1	157458567	157458580	+	0.000	0.000	Merged-chr1-157458519-40
NR46855--MA0493.1.Klf1	chr5	72868511	72868521	+	0.000	0.000	Merged-chr5-72868585-83
NR777--MA1107.1.KLF9	chr1	58973435	58973447	+	0.000	0.000	Merged-chr1-58973623-66
NR5245--MA1107.1.KLF9	chr10	53889522	53889534	-	0.000	0.000	Merged-chr10-53889619-14
NR54948--MA0599.1.KLF5	chr7	28312052	28312061	+	0.000	0.000	Merged-chr7-28312068-51
NR45346--MA0741.1.KLF16	chr4	152247436	152247446	+	0.000	0.000	Merged-chr4-152247398-23
NR47763--MA0742.1.Klf12	chr5	110343021	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR5921--MA1107.1.KLF9	chr10	78115176	78115188	-	0.000	0.000	Merged-chr10-78115092-14
NR28978--MA1107.1.KLF9	chr18	20970171	20970183	+	0.000	0.000	Merged-chr18-20970303-31
NR11423--MA0742.1.Klf12	chr11	101582306	101582320	-	0.000	0.000	Merged-chr11-101582263-20
NR14831--MA0599.1.KLF5	chr12	111367053	111367062	+	0.000	0.000	Merged-chr12-111367204-5
NR3532--MA0599.1.KLF5	chr1	178336488	178336497	+	0.000	0.000	Merged-chr1-178336524-15
NR25581--MA0741.1.KLF16	chr17	3326474	3326484	-	0.000	0.000	Merged-chr17-3326553-34
NR61053--MA0741.1.KLF16	chr8	120228445	120228455	+	0.000	0.000	Merged-chr8-120228592-17
NR34537--MA1107.1.KLF9	chr2	90752630	90752642	-	0.000	0.000	Merged-chr2-90752646-2
NR31612--MA1107.1.KLF9	chr19	37175149	37175161	-	0.000	0.000	Merged-chr19-37175347-2
NR35107--MA0740.1.KLF14	chr2	118598276	118598289	-	0.000	0.000	Merged-chr2-118598188-51
NR13162--MA0039.3.KLF4	chr12	35770600	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR23100--MA0599.1.KLF5	chr15	99787724	99787733	+	0.000	0.000	Merged-chr15-99787754-26
NR63002--MA0599.1.KLF5	chr9	61331059	61331068	+	0.000	0.000	Merged-chr9-61330912-12
NR47147--MA0039.3.KLF4	chr5	89197116	89197126	-	0.000	0.000	Merged-chr5-89197180-6
NR9834--MA0599.1.KLF5	chr11	69073168	69073177	-	0.000	0.000	Merged-chr11-69073010-1
NR33699--MA0599.1.KLF5	chr2	38998274	38998283	+	0.000	0.000	Merged-chr2-38998150-51
NR57424--MA1107.1.KLF9	chr7	126502409	126502421	+	0.000	0.000	Merged-chr7-126502342-39
NR1800--MA0599.1.KLF5	chr1	126817823	126817832	+	0.000	0.000	Merged-chr1-126817924-65
NR15133--MA0599.1.KLF5	chr12	117173293	117173302	+	0.000	0.000	Merged-chr12-117173433-4
NR2675--MA0599.1.KLF5	chr1	155322338	155322347	-	0.000	0.000	Merged-chr1-155322423-20
NR5240--MA0039.3.KLF4	chr10	53889522	53889532	-	0.000	0.000	Merged-chr10-53889619-14
NR33206--MA0493.1.Klf1	chr2	30251918	30251928	+	0.000	0.000	Merged-chr2-30251853-47
NR12619--MA1107.1.KLF9	chr11	121100961	121100973	-	0.000	0.000	Merged-chr11-121100966-23
NR7452--MA0741.1.KLF16	chr10	117209553	117209563	+	0.000	0.000	Merged-chr10-117209655-32
NR7723--MA0741.1.KLF16	chr10	120697633	120697643	+	0.000	0.000	Merged-chr10-120697518-32
NR16406--MA0493.1.Klf1	chr13	56765539	56765549	-	0.000	0.000	Merged-chr13-56765440-32
NR50050--MA1107.1.KLF9	chr5	146833249	146833261	-	0.000	0.000	Merged-chr5-146833031-61
NR44038--MA0742.1.Klf12	chr4	133804556	133804570	-	0.000	0.000	Merged-chr4-133804584-15
NR19116--MA0493.1.Klf1	chr14	53795323	53795333	-	0.000	0.000	Merged-chr14-53795361-42
NR24646--MA0740.1.KLF14	chr16	55974661	55974674	-	0.000	0.000	Merged-chr16-55974858-8
NR51262--MA0599.1.KLF5	chr6	54965005	54965014	-	0.000	0.000	Merged-chr6-54965079-68
NR42298--MA1107.1.KLF9	chr4	55443673	55443685	+	0.000	0.000	Merged-chr4-55443732-37
NR35293--MA0740.1.KLF14	chr2	122369168	122369181	-	0.000	0.000	Merged-chr2-122369135-71
NR19853--MA0657.1.KLF13	chr14	79141816	79141833	+	0.000	0.000	Merged-chr14-79141631-1
NR50932--MA1107.1.KLF9	chr6	47740061	47740073	+	0.000	0.000	Merged-chr6-47740033-80
NR16111--MA0599.1.KLF5	chr13	49307667	49307676	+	0.000	0.000	Merged-chr13-49307635-74
NR31958--MA0599.1.KLF5	chr19	46690092	46690101	-	0.000	0.000	Merged-chr19-46690011-53
NR8131--MA0740.1.KLF14	chr10	128093394	128093407	+	0.000	0.000	Merged-chr10-128093303-4
NR66191--MA0599.1.KLF5	chrX	74023257	74023266	-	0.000	0.000	Merged-chrX-74023104-3
NR59062--MA1107.1.KLF9	chr8	39045843	39045855	-	0.000	0.000	Merged-chr8-39045978-1
NR8229--MA0741.1.KLF16	chr10	128744929	128744939	+	0.000	0.000	Merged-chr10-128744953-65
NR27921--MA0742.1.Klf12	chr17	66111524	66111538	+	0.000	0.000	Merged-chr17-66111783-86
NR43784--MA0742.1.Klf12	chr4	129793968	129793982	-	0.000	0.000	Merged-chr4-129793960-55
NR10955--MA0741.1.KLF16	chr11	95232189	95232199	-	0.000	0.000	Merged-chr11-95232173-16
NR30975--MA0493.1.Klf1	chr19	7241237	7241247	+	0.000	0.000	Merged-chr19-7241194-51
NR48722--MA0599.1.KLF5	chr5	125158507	125158516	+	0.000	0.000	Merged-chr5-125158641-59
NR3038--MA0742.1.Klf12	chr1	165236709	165236723	+	0.000	0.000	Merged-chr1-165236818-106
NR17714--MA0742.1.Klf12	chr13	108316274	108316288	+	0.000	0.000	Merged-chr13-108316339-65
NR14257--MA1107.1.KLF9	chr12	100901127	100901139	+	0.000	0.000	Merged-chr12-100901378-37
NR56307--MA0657.1.KLF13	chr7	90007513	90007530	+	0.000	0.000	Merged-chr7-90007418-46
NR13499--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR6669--MA0657.1.KLF13	chr10	88875135	88875152	-	0.000	0.000	Merged-chr10-88875114-36
NR1245--MA0599.1.KLF5	chr1	85957487	85957496	+	0.000	0.000	Merged-chr1-85957579-22
NR32936--MA0599.1.KLF5	chr2	25403418	25403427	-	0.000	0.000	Merged-chr2-25403357-1
NR21939--MA0741.1.KLF16	chr15	78947795	78947805	+	0.000	0.000	Merged-chr15-78947844-18
NR25807--MA1107.1.KLF9	chr17	8206888	8206900	+	0.000	0.000	Merged-chr17-8206780-14
NR49239--MA0599.1.KLF5	chr5	135744331	135744340	-	0.000	0.000	Merged-chr5-135744270-59
NR55186--MA0741.1.KLF16	chr7	34313057	34313067	+	0.000	0.000	Merged-chr7-34312942-1
NR59282--MA0493.1.Klf1	chr8	57355187	57355197	-	0.000	0.000	Merged-chr8-57355004-3
NR35431--MA0599.1.KLF5	chr2	127363138	127363147	+	0.000	0.000	Merged-chr2-127362934-41
NR16866--MA0039.3.KLF4	chr13	81662885	81662895	+	0.000	0.000	Merged-chr13-81662913-4
NR60473--MA0742.1.Klf12	chr8	104641763	104641777	-	0.000	0.000	Merged-chr8-104641787-70
NR66706--MA0599.1.KLF5	chrX	143030585	143030594	+	0.000	0.000	Merged-chrX-143030752-27
NR21019--MA0599.1.KLF5	chr15	35155821	35155830	-	0.000	0.000	Merged-chr15-35155762-73
NR23094--MA0039.3.KLF4	chr15	99652667	99652677	-	0.000	0.000	Merged-chr15-99652729-6
NR36982--MA0599.1.KLF5	chr2	167358813	167358822	-	0.000	0.000	Merged-chr2-167358645-9
NR42621--MA0493.1.Klf1	chr4	88079172	88079182	-	0.000	0.000	Merged-chr4-88079193-33
NR38083--MA0741.1.KLF16	chr3	37157149	37157159	+	0.000	0.000	Merged-chr3-37157248-37
NR56883--MA0741.1.KLF16	chr7	110221681	110221691	-	0.000	0.000	Merged-chr7-110221778-96
NR10541--MA0741.1.KLF16	chr11	85407806	85407816	+	0.000	0.000	Merged-chr11-85407928-27
NR20667--MA0740.1.KLF14	chr15	6554961	6554974	-	0.000	0.000	Merged-chr15-6554904-39
NR38625--MA0741.1.KLF16	chr3	82358159	82358169	+	0.000	0.000	Merged-chr3-82358099-58
NR6001--MA0742.1.Klf12	chr10	79797589	79797603	-	0.000	0.000	Merged-chr10-79797598-16
NR64356--MA0742.1.Klf12	chr9	104002482	104002496	+	0.000	0.000	Merged-chr9-104002686-98
NR23403--MA0039.3.KLF4	chr15	102234202	102234212	+	0.000	0.000	Merged-chr15-102234091-17
NR44450--MA0657.1.KLF13	chr4	138262482	138262499	+	0.000	0.000	Merged-chr4-138262353-56
NR57389--MA0741.1.KLF16	chr7	125496203	125496213	-	0.000	0.000	Merged-chr7-125496348-14
NR64866--MA0493.1.Klf1	chr9	114613181	114613191	-	0.000	0.000	Merged-chr9-114613191-38
NR63570--MA0741.1.KLF16	chr9	77544853	77544863	+	0.000	0.000	Merged-chr9-77544648-151
NR21498--MA0599.1.KLF5	chr15	64364699	64364708	-	0.000	0.000	Merged-chr15-64364676-9
NR66970--MA0599.1.KLF5	chrX	166239220	166239229	+	0.000	0.000	Merged-chrX-166239352-36
NR62905--MA1107.1.KLF9	chr9	58271288	58271300	+	0.000	0.000	Merged-chr9-58271289-37
NR2988--MA0493.1.Klf1	chr1	164395500	164395510	+	0.000	0.000	Merged-chr1-164395295-18
NR63636--MA0741.1.KLF16	chr9	78489199	78489209	+	0.000	0.000	Merged-chr9-78489122-54
NR17686--MA0741.1.KLF16	chr13	108100622	108100632	+	0.000	0.000	Merged-chr13-108100820-31
NR17201--MA0599.1.KLF5	chr13	96465482	96465491	+	0.000	0.000	Merged-chr13-96465577-16
NR62591--MA0039.3.KLF4	chr9	48447926	48447936	+	0.000	0.000	Merged-chr9-48448010-22
NR1696--MA1107.1.KLF9	chr1	119504859	119504871	-	0.000	0.000	Merged-chr1-119504796-62
NR66827--MA0599.1.KLF5	chrX	158043348	158043357	+	0.000	0.000	Merged-chrX-158043323-5
NR6241--MA1107.1.KLF9	chr10	80702249	80702261	-	0.000	0.000	Merged-chr10-80702302-86
NR30558--MA0741.1.KLF16	chr18	84293569	84293579	+	0.000	0.000	Merged-chr18-84293673-106
NR45573--MA0742.1.Klf12	chr4	156197624	156197638	+	0.000	0.000	Merged-chr4-156197657-98
NR26710--MA0599.1.KLF5	chr17	31277407	31277416	-	0.000	0.000	Merged-chr17-31277371-45
NR35095--MA0742.1.Klf12	chr2	118388609	118388623	+	0.000	0.000	Merged-chr2-118388681-62
NR64777--MA0599.1.KLF5	chr9	112186615	112186624	+	0.000	0.000	Merged-chr9-112186441-37
NR8183--MA0039.3.KLF4	chr10	128411642	128411652	-	0.000	0.000	Merged-chr10-128411568-50
NR6447--MA1107.1.KLF9	chr10	81605299	81605311	-	0.000	0.000	Merged-chr10-81605207-33
NR61209--MA0740.1.KLF14	chr8	122376578	122376591	-	0.000	0.000	Merged-chr8-122376734-68
NR35366--MA0742.1.Klf12	chr2	126252425	126252439	+	0.000	0.000	Merged-chr2-126252361-10
NR35882--MA1107.1.KLF9	chr2	144188446	144188458	-	0.000	0.000	Merged-chr2-144188289-22
NR46533--MA0741.1.KLF16	chr5	57714985	57714995	-	0.000	0.000	Merged-chr5-57715009-24
NR49812--MA0599.1.KLF5	chr5	142701351	142701360	-	0.000	0.000	Merged-chr5-142701333-1
NR45658--MA0493.1.Klf1	chr5	8798524	8798534	-	0.000	0.000	Merged-chr5-8798453-77
NR44027--MA0599.1.KLF5	chr4	133622329	133622338	+	0.000	0.000	Merged-chr4-133622529-51
NR46804--MA0741.1.KLF16	chr5	67532650	67532660	+	0.000	0.000	Merged-chr5-67532583-28
