#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR13166--MA0501.1.MAF::NFE2	chr9	61708039	61708053	-	0.000	0.000	Merged-chr9-61708026-57
NR5713--MA0591.1.Bach1::Mafk	chr17	12318834	12318848	-	0.000	0.000	Merged-chr17-12318588-111
NR13366--MA0089.1.MAFG::NFE2L1	chr9	96340875	96340880	-	0.000	0.000	Merged-chr9-96341017-10
NR3298--MA0089.1.MAFG::NFE2L1	chr13	51100475	51100480	-	0.000	0.000	Merged-chr13-51100412-9
NR8776--MA0591.1.Bach1::Mafk	chr3	126693213	126693227	-	0.000	0.000	Merged-chr3-126693084-1
NR2630--MA0089.1.MAFG::NFE2L1	chr12	34894483	34894488	+	0.000	0.000	Merged-chr12-34894415-1
NR13593--MA0496.2.MAFK	chrX	59568330	59568348	-	0.000	0.000	Merged-chrX-59568240-6
NR9663--MA0089.1.MAFG::NFE2L1	chr4	117887413	117887418	-	0.000	0.000	Merged-chr4-117887306-54
NR10754--MA0089.1.MAFG::NFE2L1	chr6	12080564	12080569	+	0.000	0.000	Merged-chr6-12080624-16
NR4414--MA0591.1.Bach1::Mafk	chr14	105177470	105177484	+	0.000	0.000	Merged-chr14-105177397-2
NR11319--MA0089.1.MAFG::NFE2L1	chr6	108185569	108185574	-	0.000	0.000	Merged-chr6-108185514-51
NR13668--MA0089.1.MAFG::NFE2L1	chrX	101917734	101917739	+	0.000	0.000	Merged-chrX-101917936-6
NR12624--MA0089.1.MAFG::NFE2L1	chr8	66860200	66860205	+	0.000	0.000	Merged-chr8-66860248-21
NR8214--MA0501.1.MAF::NFE2	chr3	32708650	32708664	+	0.000	0.000	Merged-chr3-32708836-74
NR4992--MA0089.1.MAFG::NFE2L1	chr15	89123092	89123097	+	0.000	0.000	Merged-chr15-89123028-62
NR418--MA0659.1.MAFG	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR6486--MA0089.1.MAFG::NFE2L1	chr18	55303638	55303643	+	0.000	0.000	Merged-chr18-55303601-6
NR2854--MA0496.2.MAFK	chr12	81845169	81845187	+	0.000	0.000	Merged-chr12-81845150-28
NR4823--MA0591.1.Bach1::Mafk	chr15	58823463	58823477	+	0.000	0.000	Merged-chr15-58823489-98
NR9487--MA0089.1.MAFG::NFE2L1	chr4	83485784	83485789	-	0.000	0.000	Merged-chr4-83485831-3
NR13191--MA0495.2.MAFF	chr9	72097291	72097311	+	0.000	0.000	Merged-chr9-72097262-35
NR7023--MA0089.1.MAFG::NFE2L1	chr2	19049542	19049547	-	0.000	0.000	Merged-chr2-19049471-2
NR7614--MA0089.1.MAFG::NFE2L1	chr2	130563776	130563781	-	0.000	0.000	Merged-chr2-130563703-55
NR8608--MA0659.1.MAFG	chr3	98030692	98030712	+	0.000	0.000	Merged-chr3-98030658-2
NR13612--MA0495.2.MAFF	chrX	71468813	71468833	-	0.000	0.000	Merged-chrX-71468864-48
NR1355--MA0591.1.Bach1::Mafk	chr10	37240761	37240775	+	0.000	0.000	Merged-chr10-37240820-10
NR277--MA0089.1.MAFG::NFE2L1	chr1	60916635	60916640	-	0.000	0.000	Merged-chr1-60916726-62
NR7891--MA0089.1.MAFG::NFE2L1	chr2	168170384	168170389	-	0.000	0.000	Merged-chr2-168170286-45
NR4833--MA0495.2.MAFF	chr15	60141740	60141760	-	0.000	0.000	Merged-chr15-60141822-49
NR9385--MA0089.1.MAFG::NFE2L1	chr4	63475413	63475418	-	0.000	0.000	Merged-chr4-63475408-7
NR11443--MA0117.2.Mafb	chr6	125222366	125222377	+	0.000	0.000	Merged-chr6-125222318-50
NR10920--MA0495.2.MAFF	chr6	41526527	41526547	+	0.000	0.000	Merged-chr6-41526509-3
NR13416--MA0591.1.Bach1::Mafk	chr9	108156927	108156941	+	0.000	0.000	Merged-chr9-108157018-18
NR11417--MA0089.1.MAFG::NFE2L1	chr6	120978185	120978190	+	0.000	0.000	Merged-chr6-120978325-32
NR3739--MA0591.1.Bach1::Mafk	chr13	109822603	109822617	-	0.000	0.000	Merged-chr13-109822486-79
NR8610--MA0496.2.MAFK	chr3	98030693	98030711	+	0.000	0.000	Merged-chr3-98030658-2
NR2365--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR6509--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR12195--MA0496.2.MAFK	chr7	111015014	111015032	+	0.000	0.000	Merged-chr7-111015040-32
NR11719--MA0089.1.MAFG::NFE2L1	chr7	16366525	16366530	+	0.000	0.000	Merged-chr7-16366464-23
NR5202--MA0591.1.Bach1::Mafk	chr16	17722440	17722454	-	0.000	0.000	Merged-chr16-17722645-80
NR10669--MA0496.2.MAFK	chr5	150220633	150220651	+	0.000	0.000	Merged-chr5-150220578-7
NR8167--MA0496.2.MAFK	chr3	26667907	26667925	+	0.000	0.000	Merged-chr3-26667999-1
NR2103--MA0495.2.MAFF	chr11	11573642	11573662	+	0.000	0.000	Merged-chr11-11573827-37
NR11327--MA0117.2.Mafb	chr6	108477200	108477211	+	0.000	0.000	Merged-chr6-108477065-48
NR8541--MA0089.1.MAFG::NFE2L1	chr3	88716844	88716849	-	0.000	0.000	Merged-chr3-88716875-51
NR8050--MA0089.1.MAFG::NFE2L1	chr3	9853200	9853205	+	0.000	0.000	Merged-chr3-9853322-69
NR9631--MA0659.1.MAFG	chr4	107889853	107889873	+	0.000	0.000	Merged-chr4-107889950-86
NR5807--MA0495.2.MAFF	chr17	27755570	27755590	+	0.000	0.000	Merged-chr17-27755639-7
NR7336--MA0089.1.MAFG::NFE2L1	chr2	70930994	70930999	-	0.000	0.000	Merged-chr2-70931049-24
NR7245--MA0591.1.Bach1::Mafk	chr2	58107020	58107034	+	0.000	0.000	Merged-chr2-58107175-53
NR2572--MA0591.1.Bach1::Mafk	chr12	25095903	25095917	-	0.000	0.000	Merged-chr12-25096104-64
NR13677--MA0089.1.MAFG::NFE2L1	chrX	105926567	105926572	-	0.000	0.000	Merged-chrX-105926610-52
NR4730--MA0501.1.MAF::NFE2	chr15	37644387	37644401	+	0.000	0.000	Merged-chr15-37644500-63
NR6218--MA0089.1.MAFG::NFE2L1	chr18	7518851	7518856	+	0.000	0.000	Merged-chr18-7518815-4
NR2856--MA0501.1.MAF::NFE2	chr12	82284810	82284824	-	0.000	0.000	Merged-chr12-82284829-46
NR4811--MA0089.1.MAFG::NFE2L1	chr15	53328274	53328279	+	0.000	0.000	Merged-chr15-53328390-15
NR8998--MA0659.1.MAFG	chr3	154372398	154372418	-	0.000	0.000	Merged-chr3-154372398-2
NR12317--MA0495.2.MAFF	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR4871--MA0117.2.Mafb	chr15	65787011	65787022	+	0.000	0.000	Merged-chr15-65787268-60
NR8839--MA0496.2.MAFK	chr3	136686691	136686709	+	0.000	0.000	Merged-chr3-136686664-13
NR5526--MA0501.1.MAF::NFE2	chr16	76763190	76763204	-	0.000	0.000	Merged-chr16-76763076-33
NR4523--MA0501.1.MAF::NFE2	chr14	120347978	120347992	-	0.000	0.000	Merged-chr14-120347945-44
NR13199--MA0089.1.MAFG::NFE2L1	chr9	73068535	73068540	+	0.000	0.000	Merged-chr9-73068515-27
NR4246--MA0089.1.MAFG::NFE2L1	chr14	66190611	66190616	+	0.000	0.000	Merged-chr14-66190567-42
NR591--MA0591.1.Bach1::Mafk	chr1	106019757	106019771	-	0.000	0.000	Merged-chr1-106019933-3
NR12319--MA0659.1.MAFG	chr7	141072584	141072604	+	0.000	0.000	Merged-chr7-141072410-71
NR8886--MA0117.2.Mafb	chr3	142770988	142770999	-	0.000	0.000	Merged-chr3-142770783-6
NR6821--MA0495.2.MAFF	chr19	33392001	33392021	-	0.000	0.000	Merged-chr19-33392002-67
NR12670--MA0496.2.MAFK	chr8	72571104	72571122	-	0.000	0.000	Merged-chr8-72571324-95
NR4413--MA0495.2.MAFF	chr14	105177467	105177487	-	0.000	0.000	Merged-chr14-105177397-2
NR13171--MA0089.1.MAFG::NFE2L1	chr9	62510771	62510776	+	0.000	0.000	Merged-chr9-62510656-38
NR3476--MA0501.1.MAF::NFE2	chr13	81685085	81685099	-	0.000	0.000	Merged-chr13-81685096-36
NR9858--MA0495.2.MAFF	chr4	155129613	155129633	+	0.000	0.000	Merged-chr4-155129607-22
NR13422--MA0117.2.Mafb	chr9	108156979	108156990	-	0.000	0.000	Merged-chr9-108157018-18
NR7623--MA0089.1.MAFG::NFE2L1	chr2	132282172	132282177	+	0.000	0.000	Merged-chr2-132282020-68
NR13613--MA0591.1.Bach1::Mafk	chrX	71468816	71468830	-	0.000	0.000	Merged-chrX-71468864-48
NR5840--MA0089.1.MAFG::NFE2L1	chr17	32350426	32350431	+	0.000	0.000	Merged-chr17-32350599-47
NR2461--MA0496.2.MAFK	chr11	117109897	117109915	-	0.000	0.000	Merged-chr11-117109823-31
NR9117--MA0089.1.MAFG::NFE2L1	chr4	14864329	14864334	-	0.000	0.000	Merged-chr4-14864429-92
NR3706--MA0089.1.MAFG::NFE2L1	chr13	107568392	107568397	-	0.000	0.000	Merged-chr13-107568405-110
NR7801--MA0659.1.MAFG	chr2	155082571	155082591	-	0.000	0.000	Merged-chr2-155082625-23
NR11124--MA0089.1.MAFG::NFE2L1	chr6	70709430	70709435	+	0.000	0.000	Merged-chr6-70709572-48
NR3428--MA0117.2.Mafb	chr13	72650017	72650028	+	0.000	0.000	Merged-chr13-72650069-2
NR7246--MA0659.1.MAFG	chr2	58107017	58107037	+	0.000	0.000	Merged-chr2-58107175-53
NR7549--MA0089.1.MAFG::NFE2L1	chr2	117312576	117312581	-	0.000	0.000	Merged-chr2-117312690-43
NR7297--MA0501.1.MAF::NFE2	chr2	65170816	65170830	+	0.000	0.000	Merged-chr2-65170889-79
NR5872--MA0659.1.MAFG	chr17	35353405	35353425	+	0.000	0.000	Merged-chr17-35353468-33
NR12250--MA0495.2.MAFF	chr7	122414404	122414424	-	0.000	0.000	Merged-chr7-122414418-49
NR5056--MA0591.1.Bach1::Mafk	chr15	99474440	99474454	-	0.000	0.000	Merged-chr15-99474585-31
NR13220--MA0501.1.MAF::NFE2	chr9	77467012	77467026	-	0.000	0.000	Merged-chr9-77466988-20
NR13420--MA0496.2.MAFK	chr9	108156925	108156943	+	0.000	0.000	Merged-chr9-108157018-18
NR13399--MA0089.1.MAFG::NFE2L1	chr9	105131627	105131632	+	0.000	0.000	Merged-chr9-105131725-87
NR12830--MA0591.1.Bach1::Mafk	chr8	94953952	94953966	-	0.000	0.000	Merged-chr8-94953876-9
NR5848--MA0495.2.MAFF	chr17	33781060	33781080	-	0.000	0.000	Merged-chr17-33781173-86
NR377--MA0591.1.Bach1::Mafk	chr1	72870502	72870516	+	0.000	0.000	Merged-chr1-72870469-25
NR9696--MA0089.1.MAFG::NFE2L1	chr4	124709092	124709097	-	0.000	0.000	Merged-chr4-124709015-86
NR475--MA0496.2.MAFK	chr1	88256136	88256154	+	0.000	0.000	Merged-chr1-88256034-1,Merged-chr1-88256312-2
NR13357--MA0591.1.Bach1::Mafk	chr9	94670454	94670468	+	0.000	0.000	Merged-chr9-94670459-1
NR2274--MA0495.2.MAFF	chr11	62280803	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR4459--MA0089.1.MAFG::NFE2L1	chr14	115250671	115250676	-	0.000	0.000	Merged-chr14-115250840-27
NR12253--MA0089.1.MAFG::NFE2L1	chr7	123377957	123377962	-	0.000	0.000	Merged-chr7-123378098-56
NR265--MA0501.1.MAF::NFE2	chr1	58720937	58720951	-	0.000	0.000	Merged-chr1-58721053-40
NR8466--MA0659.1.MAFG	chr3	78958961	78958981	-	0.000	0.000	Merged-chr3-78959037-23
NR11731--MA0659.1.MAFG	chr7	19332921	19332941	+	0.000	0.000	Merged-chr7-19332998-44
NR12959--MA0089.1.MAFG::NFE2L1	chr8	126673280	126673285	-	0.000	0.000	Merged-chr8-126673229-3
NR7481--MA0496.2.MAFK	chr2	103632773	103632791	+	0.000	0.000	Merged-chr2-103632734-49
NR9737--MA0496.2.MAFK	chr4	135876716	135876734	+	0.000	0.000	Merged-chr4-135876762-48
NR11751--MA0501.1.MAF::NFE2	chr7	25239262	25239276	-	0.000	0.000	Merged-chr7-25239376-34
NR5884--MA0495.2.MAFF	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR1689--MA0501.1.MAF::NFE2	chr10	82859109	82859123	-	0.000	0.000	Merged-chr10-82859313-42
NR13742--MA0501.1.MAF::NFE2	chrX	162868571	162868585	+	0.000	0.000	Merged-chrX-162868446-21
NR5081--MA0591.1.Bach1::Mafk	chr16	4726350	4726364	+	0.000	0.000	Merged-chr16-4726559-61
NR12938--MA0591.1.Bach1::Mafk	chr8	123110679	123110693	-	0.000	0.000	Merged-chr8-123110816-19
NR13686--MA0089.1.MAFG::NFE2L1	chrX	113185505	113185510	-	0.000	0.000	Merged-chrX-113185378-53
NR7979--MA0591.1.Bach1::Mafk	chr2	177897153	177897167	+	0.000	0.000	Merged-chr2-177897114-64
NR1658--MA0089.1.MAFG::NFE2L1	chr10	75978472	75978477	-	0.000	0.000	Merged-chr10-75978406-17
NR3313--MA0089.1.MAFG::NFE2L1	chr13	54209737	54209742	-	0.000	0.000	Merged-chr13-54209586-83
NR6744--MA0591.1.Bach1::Mafk	chr19	6235889	6235903	-	0.000	0.000	Merged-chr19-6236034-63
NR5286--MA0089.1.MAFG::NFE2L1	chr16	44349792	44349797	+	0.000	0.000	Merged-chr16-44349911-10
NR12151--MA0089.1.MAFG::NFE2L1	chr7	104446554	104446559	-	0.000	0.000	Merged-chr7-104446376-75
NR6819--MA0117.2.Mafb	chr19	32953483	32953494	+	0.000	0.000	Merged-chr19-32953496-32
NR7480--MA0501.1.MAF::NFE2	chr2	103632772	103632786	-	0.000	0.000	Merged-chr2-103632734-49
NR5831--MA0591.1.Bach1::Mafk	chr17	31176458	31176472	+	0.000	0.000	Merged-chr17-31176516-21
NR11129--MA0496.2.MAFK	chr6	70709473	70709491	+	0.000	0.000	Merged-chr6-70709572-48
NR13235--MA0659.1.MAFG	chr9	78448210	78448230	-	0.000	0.000	Merged-chr9-78448370-64
NR11437--MA0089.1.MAFG::NFE2L1	chr6	124829393	124829398	+	0.000	0.000	Merged-chr6-124829412-146
NR5864--MA0089.1.MAFG::NFE2L1	chr17	35021427	35021432	-	0.000	0.000	Merged-chr17-35021370-11
NR2276--MA0591.1.Bach1::Mafk	chr11	62280806	62280820	+	0.000	0.000	Merged-chr11-62280813-1
NR6358--MA0591.1.Bach1::Mafk	chr18	39035427	39035441	+	0.000	0.000	Merged-chr18-39035384-28
NR7358--MA0089.1.MAFG::NFE2L1	chr2	75981847	75981852	+	0.000	0.000	Merged-chr2-75981805-58
NR13360--MA0117.2.Mafb	chr9	95120208	95120219	-	0.000	0.000	Merged-chr9-95120288-34
NR13497--MA0089.1.MAFG::NFE2L1	chr9	121277663	121277668	+	0.000	0.000	Merged-chr9-121277649-80
NR9223--MA0495.2.MAFF	chr4	40773395	40773415	+	0.000	0.000	Merged-chr4-40773188-44
NR1832--MA0089.1.MAFG::NFE2L1	chr10	99592301	99592306	-	0.000	0.000	Merged-chr10-99592304-27
NR2385--MA0089.1.MAFG::NFE2L1	chr11	97999401	97999406	-	0.000	0.000	Merged-chr11-97999442-46
NR8851--MA0591.1.Bach1::Mafk	chr3	137981532	137981546	-	0.000	0.000	Merged-chr3-137981566-6
NR297--MA0495.2.MAFF	chr1	65186472	65186492	+	0.000	0.000	Merged-chr1-65186701-72
NR2318--MA0591.1.Bach1::Mafk	chr11	75170584	75170598	-	0.000	0.000	Merged-chr11-75170495-55
NR2388--MA0117.2.Mafb	chr11	98783236	98783247	+	0.000	0.000	Merged-chr11-98783373-52
NR6905--MA0089.1.MAFG::NFE2L1	chr2	6363355	6363360	-	0.000	0.000	Merged-chr2-6363298-8
NR6637--MA0591.1.Bach1::Mafk	chr18	79064221	79064235	-	0.000	0.000	Merged-chr18-79064378-58
NR1405--MA0591.1.Bach1::Mafk	chr10	39899000	39899014	-	0.000	0.000	Merged-chr10-39899143-58
NR11918--MA0591.1.Bach1::Mafk	chr7	66250208	66250222	-	0.000	0.000	Merged-chr7-66250161-34
NR3211--MA0089.1.MAFG::NFE2L1	chr13	24988651	24988656	+	0.000	0.000	Merged-chr13-24988665-13
NR11826--MA0089.1.MAFG::NFE2L1	chr7	44896055	44896060	-	0.000	0.000	Merged-chr7-44895929-62
NR5886--MA0117.2.Mafb	chr17	36042878	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR512--MA0495.2.MAFF	chr1	94497025	94497045	-	0.000	0.000	Merged-chr1-94497080-23
NR12755--MA0089.1.MAFG::NFE2L1	chr8	84257256	84257261	-	0.000	0.000	Merged-chr8-84257332-3
NR5762--MA0089.1.MAFG::NFE2L1	chr17	21009212	21009217	+	0.000	0.000	Merged-chr17-21009057-52
NR5271--MA0089.1.MAFG::NFE2L1	chr16	38353796	38353801	-	0.000	0.000	Merged-chr16-38353945-34
NR1921--MA0591.1.Bach1::Mafk	chr10	111107643	111107657	-	0.000	0.000	Merged-chr10-111107692-40
NR9572--MA0591.1.Bach1::Mafk	chr4	95194839	95194853	-	0.000	0.000	Merged-chr4-95194969-49
NR3628--MA0089.1.MAFG::NFE2L1	chr13	99384403	99384408	+	0.000	0.000	Merged-chr13-99384396-1
NR13779--MA0496.2.MAFK	chrY	1010508	1010526	-	0.000	0.000	Merged-chrY-1010379-42
NR10995--MA0117.2.Mafb	chr6	54760026	54760037	-	0.000	0.000	Merged-chr6-54760187-57
NR12125--MA0591.1.Bach1::Mafk	chr7	101538239	101538253	-	0.000	0.000	Merged-chr7-101538203-73
NR6212--MA0089.1.MAFG::NFE2L1	chr18	5989916	5989921	+	0.000	0.000	Merged-chr18-5989979-54
NR12810--MA0496.2.MAFK	chr8	90961804	90961822	+	0.000	0.000	Merged-chr8-90961787-20
NR13390--MA0495.2.MAFF	chr9	100522302	100522322	+	0.000	0.000	Merged-chr9-100522209-27
NR7249--MA0496.2.MAFK	chr2	58107018	58107036	+	0.000	0.000	Merged-chr2-58107175-53
NR2585--MA0089.1.MAFG::NFE2L1	chr12	26185236	26185241	+	0.000	0.000	Merged-chr12-26185150-29
NR5658--MA0117.2.Mafb	chr17	3092893	3092904	-	0.000	0.000	Merged-chr17-3092916-34
NR7296--MA0591.1.Bach1::Mafk	chr2	65170813	65170827	+	0.000	0.000	Merged-chr2-65170889-79
NR7530--MA0089.1.MAFG::NFE2L1	chr2	114615008	114615013	-	0.000	0.000	Merged-chr2-114614930-13
NR6110--MA0089.1.MAFG::NFE2L1	chr17	84032633	84032638	-	0.000	0.000	Merged-chr17-84032623-33
NR10090--MA0089.1.MAFG::NFE2L1	chr5	36465043	36465048	+	0.000	0.000	Merged-chr5-36465079-55
NR4542--MA0089.1.MAFG::NFE2L1	chr14	121954752	121954757	-	0.000	0.000	Merged-chr14-121954858-65
NR2396--MA0089.1.MAFG::NFE2L1	chr11	100440731	100440736	+	0.000	0.000	Merged-chr11-100440876-64
NR2408--MA0089.1.MAFG::NFE2L1	chr11	104664068	104664073	+	0.000	0.000	Merged-chr11-104664090-22
NR11246--MA0089.1.MAFG::NFE2L1	chr6	97277199	97277204	+	0.000	0.000	Merged-chr6-97277155-29
NR10392--MA0089.1.MAFG::NFE2L1	chr5	92505682	92505687	-	0.000	0.000	Merged-chr5-92505474-126
NR1281--MA0591.1.Bach1::Mafk	chr10	21659612	21659626	+	0.000	0.000	Merged-chr10-21659696-16
NR13385--MA0591.1.Bach1::Mafk	chr9	99243186	99243200	+	0.000	0.000	Merged-chr9-99243262-100
NR7267--MA0089.1.MAFG::NFE2L1	chr2	60504867	60504872	-	0.000	0.000	Merged-chr2-60505033-24
NR2473--MA0591.1.Bach1::Mafk	chr11	120353799	120353813	-	0.000	0.000	Merged-chr11-120353921-57
NR3020--MA0089.1.MAFG::NFE2L1	chr12	114981724	114981729	-	0.000	0.000	Merged-chr12-114981819-39
NR1282--MA0501.1.MAF::NFE2	chr10	21659615	21659629	+	0.000	0.000	Merged-chr10-21659696-16
NR12188--MA0089.1.MAFG::NFE2L1	chr7	110965579	110965584	-	0.000	0.000	Merged-chr7-110965629-28
NR6801--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR4655--MA0089.1.MAFG::NFE2L1	chr15	25670084	25670089	-	0.000	0.000	Merged-chr15-25669965-15
NR2496--MA0089.1.MAFG::NFE2L1	chr12	4907324	4907329	+	0.000	0.000	Merged-chr12-4907481-74
NR13664--MA0591.1.Bach1::Mafk	chrX	101222250	101222264	+	0.000	0.000	Merged-chrX-101222420-75
NR9724--MA0591.1.Bach1::Mafk	chr4	130900053	130900067	-	0.000	0.000	Merged-chr4-130900085-53
NR12751--MA0591.1.Bach1::Mafk	chr8	84011547	84011561	+	0.000	0.000	Merged-chr8-84011629-75
NR13505--MA0089.1.MAFG::NFE2L1	chr9	123510035	123510040	-	0.000	0.000	Merged-chr9-123510118-53
NR4235--MA0496.2.MAFK	chr14	64434221	64434239	+	0.000	0.000	Merged-chr14-64434245-45
NR6341--MA0659.1.MAFG	chr18	33060132	33060152	+	0.000	0.000	Merged-chr18-33060171-12
NR7945--MA0089.1.MAFG::NFE2L1	chr2	175142013	175142018	+	0.000	0.000	Merged-chr2-175142096-64
NR5256--MA0591.1.Bach1::Mafk	chr16	32972771	32972785	+	0.000	0.000	Merged-chr16-32972762-21
NR298--MA0591.1.Bach1::Mafk	chr1	65186475	65186489	+	0.000	0.000	Merged-chr1-65186701-72
NR8604--MA0495.2.MAFF	chr3	98030692	98030712	+	0.000	0.000	Merged-chr3-98030658-2
NR4957--MA0089.1.MAFG::NFE2L1	chr15	81131302	81131307	+	0.000	0.000	Merged-chr15-81131354-10
NR9629--MA0501.1.MAF::NFE2	chr4	106987841	106987855	-	0.000	0.000	Merged-chr4-106987990-49
NR2366--MA0591.1.Bach1::Mafk	chr11	95356972	95356986	-	0.000	0.000	Merged-chr11-95356897-59
NR11822--MA0089.1.MAFG::NFE2L1	chr7	44501958	44501963	-	0.000	0.000	Merged-chr7-44501873-29
NR493--MA0089.1.MAFG::NFE2L1	chr1	90128190	90128195	+	0.000	0.000	Merged-chr1-90128117-1
NR2756--MA0117.2.Mafb	chr12	54313288	54313299	-	0.000	0.000	Merged-chr12-54313214-97
NR5325--MA0496.2.MAFK	chr16	50737728	50737746	+	0.000	0.000	Merged-chr16-50737708-13
NR9189--MA0591.1.Bach1::Mafk	chr4	33031345	33031359	+	0.000	0.000	Merged-chr4-33031419-61
NR4668--MA0089.1.MAFG::NFE2L1	chr15	27564225	27564230	+	0.000	0.000	Merged-chr15-27564399-10
NR2204--MA0089.1.MAFG::NFE2L1	chr11	35842164	35842169	-	0.000	0.000	Merged-chr11-35842054-42
NR8598--MA0591.1.Bach1::Mafk	chr3	96269598	96269612	+	0.000	0.000	Merged-chr3-96269426-97
NR8837--MA0495.2.MAFF	chr3	136686690	136686710	+	0.000	0.000	Merged-chr3-136686664-13
NR13391--MA0089.1.MAFG::NFE2L1	chr9	100670381	100670386	+	0.000	0.000	Merged-chr9-100670398-2
NR5811--MA0659.1.MAFG	chr17	27755570	27755590	+	0.000	0.000	Merged-chr17-27755639-7
NR6047--MA0089.1.MAFG::NFE2L1	chr17	72937300	72937305	-	0.000	0.000	Merged-chr17-72937359-6
NR11690--MA0495.2.MAFF	chr7	13038281	13038301	-	0.000	0.000	Merged-chr7-13038148-88
NR7655--MA0659.1.MAFG	chr2	135748539	135748559	+	0.000	0.000	Merged-chr2-135748609-5
NR302--MA0496.2.MAFK	chr1	65186473	65186491	-	0.000	0.000	Merged-chr1-65186701-72
NR2407--MA0117.2.Mafb	chr11	104609484	104609495	-	0.000	0.000	Merged-chr11-104609685-47
NR12988--MA0659.1.MAFG	chr8	128596686	128596706	-	0.000	0.000	Merged-chr8-128596588-1
NR11720--MA0089.1.MAFG::NFE2L1	chr7	16376629	16376634	+	0.000	0.000	Merged-chr7-16376685-9
NR1652--MA0089.1.MAFG::NFE2L1	chr10	75303984	75303989	-	0.000	0.000	Merged-chr10-75303775-85
NR10490--MA0089.1.MAFG::NFE2L1	chr5	114773548	114773553	-	0.000	0.000	Merged-chr5-114773401-70
NR9915--MA0089.1.MAFG::NFE2L1	chr5	8722966	8722971	-	0.000	0.000	Merged-chr5-8722882-18
NR5596--MA0117.2.Mafb	chr16	88194635	88194646	+	0.000	0.000	Merged-chr16-88194687-2
NR13705--MA0089.1.MAFG::NFE2L1	chrX	135753065	135753070	+	0.000	0.000	Merged-chrX-135752954-36
NR3737--MA0495.2.MAFF	chr13	109822600	109822620	+	0.000	0.000	Merged-chr13-109822486-79
NR9063--MA0495.2.MAFF	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR2883--MA0089.1.MAFG::NFE2L1	chr12	90797653	90797658	+	0.000	0.000	Merged-chr12-90797424-41
NR6330--MA0496.2.MAFK	chr18	32311874	32311892	-	0.000	0.000	Merged-chr18-32311918-36
NR900--MA0659.1.MAFG	chr1	165828808	165828828	-	0.000	0.000	Merged-chr1-165828679-59
NR6910--MA0659.1.MAFG	chr2	6478400	6478420	-	0.000	0.000	Merged-chr2-6478572-51
NR780--MA0089.1.MAFG::NFE2L1	chr1	144086333	144086338	+	0.000	0.000	Merged-chr1-144086303-34
NR12990--MA0496.2.MAFK	chr8	128596687	128596705	-	0.000	0.000	Merged-chr8-128596588-1
NR6738--MA0089.1.MAFG::NFE2L1	chr19	4811407	4811412	+	0.000	0.000	Merged-chr19-4811476-80
NR9065--MA0659.1.MAFG	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR2154--MA0591.1.Bach1::Mafk	chr11	19949896	19949910	-	0.000	0.000	Merged-chr11-19950024-19
NR10495--MA0659.1.MAFG	chr5	115538903	115538923	-	0.000	0.000	Merged-chr5-115538781-31
NR4620--MA0501.1.MAF::NFE2	chr15	18821595	18821609	-	0.000	0.000	Merged-chr15-18821535-37
NR2443--MA0117.2.Mafb	chr11	116198758	116198769	+	0.000	0.000	Merged-chr11-116198930-70
NR7814--MA0591.1.Bach1::Mafk	chr2	156975229	156975243	+	0.000	0.000	Merged-chr2-156975142-7
NR470--MA0117.2.Mafb	chr1	85894446	85894457	-	0.000	0.000	Merged-chr1-85894541-45
NR11517--MA0591.1.Bach1::Mafk	chr6	134615224	134615238	+	0.000	0.000	Merged-chr6-134615220-54
NR10239--MA0089.1.MAFG::NFE2L1	chr5	66165886	66165891	-	0.000	0.000	Merged-chr5-66165983-46
NR8798--MA0089.1.MAFG::NFE2L1	chr3	131303193	131303198	+	0.000	0.000	Merged-chr3-131303099-58
NR7263--MA0089.1.MAFG::NFE2L1	chr2	60204272	60204277	+	0.000	0.000	Merged-chr2-60204421-25
NR2336--MA0659.1.MAFG	chr11	83011046	83011066	+	0.000	0.000	Merged-chr11-83011014-13
NR13529--MA0089.1.MAFG::NFE2L1	chrX	20961775	20961780	+	0.000	0.000	Merged-chrX-20961894-83
NR3607--MA0496.2.MAFK	chr13	92636942	92636960	-	0.000	0.000	Merged-chr13-92636983-54
