#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR6477--MA1107.1.KLF9	chr10	52417693	52417705	-	0.000	0.000	Merged-chr10-52417781-87
NR33001--MA0741.1.KLF16	chr18	67768643	67768653	-	0.000	0.000	Merged-chr18-67768535-29
NR25734--MA1107.1.KLF9	chr16	8655811	8655823	-	0.000	0.000	Merged-chr16-8655850-21
NR15311--MA0740.1.KLF14	chr12	101718628	101718641	+	0.000	0.000	Merged-chr12-101718493-65
NR13068--MA0493.1.Klf1	chr12	3365283	3365293	+	0.000	0.000	Merged-chr12-3365308-60
NR24690--MA0599.1.KLF5	chr15	84663178	84663187	-	0.000	0.000	Merged-chr15-84663201-26
NR27828--MA0742.1.Klf12	chr16	91056514	91056528	+	0.000	0.000	Merged-chr16-91056695-61
NR53646--MA0493.1.Klf1	chr5	140858392	140858402	+	0.000	0.000	Merged-chr5-140858395-35
NR56809--MA0741.1.KLF16	chr6	119199105	119199115	+	0.000	0.000	Merged-chr6-119199024-52
NR41447--MA0740.1.KLF14	chr3	40894255	40894268	+	0.000	0.000	Merged-chr3-40894272-62
NR18773--MA0599.1.KLF5	chr13	104109640	104109649	+	0.000	0.000	Merged-chr13-104109580-88
NR47792--MA0599.1.KLF5	chr4	120925057	120925066	+	0.000	0.000	Merged-chr4-120925095-66
NR6805--MA0599.1.KLF5	chr10	61534606	61534615	-	0.000	0.000	Merged-chr10-61534801-22
NR23904--MA0740.1.KLF14	chr15	66286886	66286899	+	0.000	0.000	Merged-chr15-66286791-54
NR10063--MA0599.1.KLF5	chr11	20741557	20741566	+	0.000	0.000	Merged-chr11-20741434-157
NR12319--MA0599.1.KLF5	chr11	102309185	102309194	+	0.000	0.000	Merged-chr11-102309316-55
NR18515--MA0741.1.KLF16	chr13	97790019	97790029	+	0.000	0.000	Merged-chr13-97790032-25
NR52512--MA0741.1.KLF16	chr5	118661948	118661958	+	0.000	0.000	Merged-chr5-118661904-17
NR16564--MA0741.1.KLF16	chr13	29986294	29986304	-	0.000	0.000	Merged-chr13-29986284-62
NR9735--MA0740.1.KLF14	chr11	5444995	5445008	+	0.000	0.000	Merged-chr11-5444767-95
NR53351--MA0599.1.KLF5	chr5	136953067	136953076	+	0.000	0.000	Merged-chr5-136953170-41
NR64573--MA1107.1.KLF9	chr8	104632607	104632619	-	0.000	0.000	Merged-chr8-104632399-10
NR22282--MA0599.1.KLF5	chr14	118682884	118682893	-	0.000	0.000	Merged-chr14-118682781-56
NR47434--MA0599.1.KLF5	chr4	108459715	108459724	+	0.000	0.000	Merged-chr4-108459700-11
NR62860--MA0599.1.KLF5	chr8	36094640	36094649	-	0.000	0.000	Merged-chr8-36094740-86
NR37755--MA0741.1.KLF16	chr2	94273387	94273397	-	0.000	0.000	Merged-chr2-94273480-55
NR4530--MA1107.1.KLF9	chr1	178835867	178835879	+	0.000	0.000	Merged-chr1-178835689-1,Merged-chr1-178835926-2
NR58102--MA0599.1.KLF5	chr7	6286491	6286500	-	0.000	0.000	Merged-chr7-6286404-52
NR67826--MA0599.1.KLF5	chr9	106199277	106199286	-	0.000	0.000	Merged-chr9-106199274-52
NR22540--MA0741.1.KLF16	chr14	122011887	122011897	-	0.000	0.000	Merged-chr14-122012077-50
NR64215--MA1107.1.KLF9	chr8	86774895	86774907	+	0.000	0.000	Merged-chr8-86774824-16
NR57683--MA0493.1.Klf1	chr6	142455798	142455808	-	0.000	0.000	Merged-chr6-142455717-15
NR67611--MA0599.1.KLF5	chr9	96652907	96652916	+	0.000	0.000	Merged-chr9-96652845-6
NR12672--MA0493.1.Klf1	chr11	115276976	115276986	+	0.000	0.000	Merged-chr11-115277112-67
NR11041--MA0599.1.KLF5	chr11	67025086	67025095	+	0.000	0.000	Merged-chr11-67025090-52
NR8642--MA0741.1.KLF16	chr10	110932078	110932088	+	0.000	0.000	Merged-chr10-110931979-46
NR19957--MA0599.1.KLF5	chr14	20803627	20803636	+	0.000	0.000	Merged-chr14-20803678-27
NR48976--MA0599.1.KLF5	chr4	150087404	150087413	-	0.000	0.000	Merged-chr4-150087480-81
NR48739--MA0741.1.KLF16	chr4	143258802	143258812	-	0.000	0.000	Merged-chr4-143258700-12
NR20550--MA0599.1.KLF5	chr14	45388837	45388846	+	0.000	0.000	Merged-chr14-45388877-116
NR64783--MA0039.3.KLF4	chr8	108880333	108880343	-	0.000	0.000	Merged-chr8-108880293-5
NR27014--MA1107.1.KLF9	chr16	59517568	59517580	+	0.000	0.000	Merged-chr16-59517652-60
NR38434--MA0740.1.KLF14	chr2	122369206	122369219	-	0.000	0.000	Merged-chr2-122369135-71
NR23260--MA0599.1.KLF5	chr15	36855758	36855767	+	0.000	0.000	Merged-chr15-36855718-24
NR8782--MA1107.1.KLF9	chr10	115315601	115315613	+	0.000	0.000	Merged-chr10-115315696-3
NR52216--MA0493.1.Klf1	chr5	112325387	112325397	+	0.000	0.000	Merged-chr5-112325487-138
NR3673--MA1107.1.KLF9	chr1	156036170	156036182	-	0.000	0.000	Merged-chr1-156036096-95
NR40041--MA1107.1.KLF9	chr2	169504322	169504334	+	0.000	0.000	Merged-chr2-169504323-1
NR4264--MA0740.1.KLF14	chr1	172549530	172549543	-	0.000	0.000	Merged-chr1-172549592-17
NR7450--MA0039.3.KLF4	chr10	79919641	79919651	-	0.000	0.000	Merged-chr10-79919625-6
NR48957--MA1107.1.KLF9	chr4	149871675	149871687	-	0.000	0.000	Merged-chr4-149871771-25
NR28350--MA1107.1.KLF9	chr17	8311166	8311178	-	0.000	0.000	Merged-chr17-8311216-49
NR3879--MA1107.1.KLF9	chr1	164079322	164079334	+	0.000	0.000	Merged-chr1-164079439-12
NR9148--MA0741.1.KLF16	chr10	121796197	121796207	+	0.000	0.000	Merged-chr10-121796258-28
NR60433--MA1107.1.KLF9	chr7	88277999	88278011	+	0.000	0.000	Merged-chr7-88277726-133
NR57674--MA0740.1.KLF14	chr6	142345821	142345834	+	0.000	0.000	Merged-chr6-142345915-71
NR67108--MA0741.1.KLF16	chr9	78006771	78006781	+	0.000	0.000	Merged-chr9-78006828-14
NR41459--MA0599.1.KLF5	chr3	40949749	40949758	+	0.000	0.000	Merged-chr3-40950143-167
NR65428--MA0741.1.KLF16	chr8	126616053	126616063	+	0.000	0.000	Merged-chr8-126616076-68
NR42828--MA0741.1.KLF16	chr3	97124355	97124365	-	0.000	0.000	Merged-chr3-97124449-32
NR29653--MA0740.1.KLF14	chr17	45595616	45595629	+	0.000	0.000	Merged-chr17-45595411-76
NR32079--MA0741.1.KLF16	chr18	35830261	35830271	+	0.000	0.000	Merged-chr18-35830192-19
NR9421--MA0599.1.KLF5	chr10	127324769	127324778	+	0.000	0.000	Merged-chr10-127324653-45
NR3100--MA1107.1.KLF9	chr1	139181147	139181159	-	0.000	0.000	Merged-chr1-139181025-29
NR50879--MA0741.1.KLF16	chr5	64230418	64230428	+	0.000	0.000	Merged-chr5-64230393-49
NR34767--MA0742.1.Klf12	chr19	47464459	47464473	-	0.000	0.000	Merged-chr19-47464349-56
NR59178--MA0493.1.Klf1	chr7	35754508	35754518	+	0.000	0.000	Merged-chr7-35754427-56
NR42795--MA0599.1.KLF5	chr3	96635418	96635427	+	0.000	0.000	Merged-chr3-96635554-60
NR45934--MA0741.1.KLF16	chr4	43906589	43906599	-	0.000	0.000	Merged-chr4-43906587-8
NR67812--MA0493.1.Klf1	chr9	106071781	106071791	+	0.000	0.000	Merged-chr9-106071900-22
NR57909--MA0742.1.Klf12	chr6	148212162	148212176	-	0.000	0.000	Merged-chr6-148212124-77
NR51144--MA0493.1.Klf1	chr5	72658310	72658320	-	0.000	0.000	Merged-chr5-72658444-8
NR17100--MA0740.1.KLF14	chr13	55105272	55105285	+	0.000	0.000	Merged-chr13-55105411-57
NR63716--MA0740.1.KLF14	chr8	70865774	70865787	+	0.000	0.000	Merged-chr8-70865718-69
NR27254--MA0657.1.KLF13	chr16	70314410	70314427	-	0.000	0.000	Merged-chr16-70314268-76
NR56173--MA0599.1.KLF5	chr6	95718811	95718820	-	0.000	0.000	Merged-chr6-95718685-98
NR33953--MA0599.1.KLF5	chr19	6235930	6235939	+	0.000	0.000	Merged-chr19-6236034-63
NR45290--MA0599.1.KLF5	chr4	14930488	14930497	+	0.000	0.000	Merged-chr4-14930557-36
NR61765--MA0740.1.KLF14	chr7	139213351	139213364	-	0.000	0.000	Merged-chr7-139213268-54
NR26824--MA1107.1.KLF9	chr16	52454387	52454399	+	0.000	0.000	Merged-chr16-52454226-6
NR25249--MA0741.1.KLF16	chr15	98631527	98631537	-	0.000	0.000	Merged-chr15-98631640-23
NR63363--MA0493.1.Klf1	chr8	60993127	60993137	+	0.000	0.000	Merged-chr8-60993240-112
NR46645--MA0741.1.KLF16	chr4	74251831	74251841	-	0.000	0.000	Merged-chr4-74252085-114
NR18651--MA1107.1.KLF9	chr13	101669127	101669139	-	0.000	0.000	Merged-chr13-101669067-25
NR28766--MA0039.3.KLF4	chr17	21733987	21733997	-	0.000	0.000	Merged-chr17-21733799-41
NR5854--MA0599.1.KLF5	chr10	24291764	24291773	+	0.000	0.000	Merged-chr10-24291757-17
NR28831--MA0741.1.KLF16	chr17	23829175	23829185	+	0.000	0.000	Merged-chr17-23829127-85
NR12722--MA0742.1.Klf12	chr11	115814715	115814729	-	0.000	0.000	Merged-chr11-115814861-30
NR53444--MA1107.1.KLF9	chr5	137770766	137770778	+	0.000	0.000	Merged-chr5-137770863-20
NR21500--MA1107.1.KLF9	chr14	79154087	79154099	-	0.000	0.000	Merged-chr14-79154092-10
NR22036--MA0599.1.KLF5	chr14	105272242	105272251	-	0.000	0.000	Merged-chr14-105272291-16
NR48882--MA0599.1.KLF5	chr4	148102257	148102266	+	0.000	0.000	Merged-chr4-148102321-24
NR33258--MA1107.1.KLF9	chr18	74442353	74442365	+	0.000	0.000	Merged-chr18-74442456-61
NR33371--MA0742.1.Klf12	chr18	77767827	77767841	+	0.000	0.000	Merged-chr18-77767671-52
NR15638--MA0657.1.KLF13	chr12	112620698	112620715	-	0.000	0.000	Merged-chr12-112620741-3
NR52350--MA0741.1.KLF16	chr5	114639607	114639617	-	0.000	0.000	Merged-chr5-114639574-38
NR47527--MA1107.1.KLF9	chr4	114385783	114385795	-	0.000	0.000	Merged-chr4-114385742-1
NR61729--MA0742.1.Klf12	chr7	136894457	136894471	+	0.000	0.000	Merged-chr7-136894538-85
NR57087--MA0741.1.KLF16	chr6	127245989	127245999	+	0.000	0.000	Merged-chr6-127246096-47
NR28418--MA0493.1.Klf1	chr17	10425409	10425419	+	0.000	0.000	Merged-chr17-10425505-16
NR38009--MA1107.1.KLF9	chr2	112240497	112240509	+	0.000	0.000	Merged-chr2-112240570-1
NR21018--MA0741.1.KLF16	chr14	58076086	58076096	-	0.000	0.000	Merged-chr14-58076041-1
NR34255--MA0599.1.KLF5	chr19	27429917	27429926	-	0.000	0.000	Merged-chr19-27429926-62
NR7650--MA0657.1.KLF13	chr10	81194325	81194342	+	0.000	0.000	Merged-chr10-81194350-49
NR64680--MA0039.3.KLF4	chr8	105965477	105965487	+	0.000	0.000	Merged-chr8-105965531-1
NR32775--MA0740.1.KLF14	chr18	61726368	61726381	+	0.000	0.000	Merged-chr18-61726319-69
NR37659--MA0741.1.KLF16	chr2	91957408	91957418	-	0.000	0.000	Merged-chr2-91957300-36
NR58773--MA0493.1.Klf1	chr7	27355957	27355967	+	0.000	0.000	Merged-chr7-27356094-60
NR21179--MA0599.1.KLF5	chr14	65149967	65149976	+	0.000	0.000	Merged-chr14-65149936-70
NR53654--MA0039.3.KLF4	chr5	141044289	141044299	-	0.000	0.000	Merged-chr5-141044204-69
NR35313--MA0493.1.Klf1	chr2	11187399	11187409	-	0.000	0.000	Merged-chr2-11187260-69
NR58693--MA0599.1.KLF5	chr7	25155910	25155919	+	0.000	0.000	Merged-chr7-25155994-40
NR38023--MA0493.1.Klf1	chr2	112510310	112510320	-	0.000	0.000	Merged-chr2-112510265-49
NR55082--MA1107.1.KLF9	chr6	48727893	48727905	+	0.000	0.000	Merged-chr6-48727965-52
NR24636--MA0493.1.Klf1	chr15	83350277	83350287	+	0.000	0.000	Merged-chr15-83350192-58
NR66847--MA1107.1.KLF9	chr9	65461183	65461195	-	0.000	0.000	Merged-chr9-65461064-58
NR3831--MA0742.1.Klf12	chr1	161876853	161876867	+	0.000	0.000	Merged-chr1-161876687-148
NR16463--MA0493.1.Klf1	chr13	24547215	24547225	-	0.000	0.000	Merged-chr13-24547194-39
NR10963--MA0599.1.KLF5	chr11	62648090	62648099	-	0.000	0.000	Merged-chr11-62648207-2
NR47452--MA0599.1.KLF5	chr4	109079909	109079918	+	0.000	0.000	Merged-chr4-109079913-32
NR26730--MA1107.1.KLF9	chr16	48763319	48763331	-	0.000	0.000	Merged-chr16-48763464-5
NR15929--MA0599.1.KLF5	chr13	6648788	6648797	+	0.000	0.000	Merged-chr13-6648891-51
NR53575--MA0599.1.KLF5	chr5	140389371	140389380	+	0.000	0.000	Merged-chr5-140389352-56
NR25972--MA0493.1.Klf1	chr16	15887363	15887373	+	0.000	0.000	Merged-chr16-15887242-95
NR5084--MA0599.1.KLF5	chr1	193189573	193189582	+	0.000	0.000	Merged-chr1-193189573-66
NR67844--MA0599.1.KLF5	chr9	106438410	106438419	+	0.000	0.000	Merged-chr9-106438400-53
NR21172--MA0740.1.KLF14	chr14	65097740	65097753	-	0.000	0.000	Merged-chr14-65097901-85
NR62059--MA0599.1.KLF5	chr8	3672090	3672099	+	0.000	0.000	Merged-chr8-3672250-50
NR16530--MA0741.1.KLF16	chr13	28630293	28630303	-	0.000	0.000	Merged-chr13-28630208-10
NR39796--MA0741.1.KLF16	chr2	163750237	163750247	+	0.000	0.000	Merged-chr2-163750187-67
NR18601--MA0657.1.KLF13	chr13	100015683	100015700	+	0.000	0.000	Merged-chr13-100015738-57
NR27390--MA1107.1.KLF9	chr16	75856069	75856081	+	0.000	0.000	Merged-chr16-75856186-4
NR37721--MA0741.1.KLF16	chr2	93177062	93177072	-	0.000	0.000	Merged-chr2-93177117-28
NR59877--MA0599.1.KLF5	chr7	64287604	64287613	-	0.000	0.000	Merged-chr7-64287725-57
NR16364--MA1107.1.KLF9	chr13	19854681	19854693	+	0.000	0.000	Merged-chr13-19854859-39
NR45772--MA0741.1.KLF16	chr4	41465059	41465069	-	0.000	0.000	Merged-chr4-41464971-72
NR60470--MA0599.1.KLF5	chr7	89404264	89404273	+	0.000	0.000	Merged-chr7-89404144-109
NR64900--MA1107.1.KLF9	chr8	114882132	114882144	+	0.000	0.000	Merged-chr8-114882305-33
NR65436--MA0599.1.KLF5	chr8	126867924	126867933	+	0.000	0.000	Merged-chr8-126867742-65
NR11405--MA0742.1.Klf12	chr11	77484084	77484098	+	0.000	0.000	Merged-chr11-77483872-51
NR382--MA1107.1.KLF9	chr1	20825296	20825308	+	0.000	0.000	Merged-chr1-20825313-33
NR47424--MA1107.1.KLF9	chr4	107923662	107923674	+	0.000	0.000	Merged-chr4-107923581-50
NR32054--MA0742.1.Klf12	chr18	35498901	35498915	-	0.000	0.000	Merged-chr18-35498844-56
NR58436--MA0741.1.KLF16	chr7	19282642	19282652	+	0.000	0.000	Merged-chr7-19282647-45
NR21155--MA0039.3.KLF4	chr14	63178041	63178051	+	0.000	0.000	Merged-chr14-63178024-55
NR63452--MA0742.1.Klf12	chr8	64947109	64947123	+	0.000	0.000	Merged-chr8-64947122-116
NR9048--MA0039.3.KLF4	chr10	118787591	118787601	+	0.000	0.000	Merged-chr10-118787587-44
NR9058--MA0493.1.Klf1	chr10	118869500	118869510	+	0.000	0.000	Merged-chr10-118869269-178
NR1229--MA0039.3.KLF4	chr1	60823142	60823152	-	0.000	0.000	Merged-chr1-60823075-21
NR27914--MA1107.1.KLF9	chr16	93682879	93682891	-	0.000	0.000	Merged-chr16-93683048-46
NR14857--MA0599.1.KLF5	chr12	85629948	85629957	-	0.000	0.000	Merged-chr12-85629839-48
NR48131--MA0740.1.KLF14	chr4	130520442	130520455	-	0.000	0.000	Merged-chr4-130520365-48
NR61743--MA0493.1.Klf1	chr7	137437517	137437527	-	0.000	0.000	Merged-chr7-137437784-89
NR61003--MA0740.1.KLF14	chr7	110221648	110221661	-	0.000	0.000	Merged-chr7-110221778-96
NR51148--MA1107.1.KLF9	chr5	72658308	72658320	-	0.000	0.000	Merged-chr5-72658444-8
NR710--MA0599.1.KLF5	chr1	36558298	36558307	-	0.000	0.000	Merged-chr1-36558303-39
NR10982--MA0740.1.KLF14	chr11	62879350	62879363	+	0.000	0.000	Merged-chr11-62879529-68
NR65417--MA1107.1.KLF9	chr8	126422434	126422446	+	0.000	0.000	Merged-chr8-126422544-63
NR23949--MA0741.1.KLF16	chr15	68287496	68287506	-	0.000	0.000	Merged-chr15-68287311-7
NR30594--MA0599.1.KLF5	chr17	74338863	74338872	-	0.000	0.000	Merged-chr17-74339035-92
NR28735--MA0741.1.KLF16	chr17	21383736	21383746	-	0.000	0.000	Merged-chr17-21383828-70
NR14838--MA1107.1.KLF9	chr12	85430730	85430742	+	0.000	0.000	Merged-chr12-85430592-32
NR10675--MA0742.1.Klf12	chr11	54522661	54522675	+	0.000	0.000	Merged-chr11-54522854-80
NR67154--MA0493.1.Klf1	chr9	78588156	78588166	-	0.000	0.000	Merged-chr9-78588077-71
NR21300--MA0740.1.KLF14	chr14	70577728	70577741	+	0.000	0.000	Merged-chr14-70577863-60
NR35684--MA1107.1.KLF9	chr2	21223022	21223034	-	0.000	0.000	Merged-chr2-21222970-39
NR16577--MA0741.1.KLF16	chr13	30186559	30186569	-	0.000	0.000	Merged-chr13-30186492-12
NR13066--MA0742.1.Klf12	chr12	3365283	3365297	+	0.000	0.000	Merged-chr12-3365308-60
NR7229--MA0741.1.KLF16	chr10	75560293	75560303	+	0.000	0.000	Merged-chr10-75560154-49
NR47564--MA0599.1.KLF5	chr4	116144612	116144621	-	0.000	0.000	Merged-chr4-116144473-31
NR37102--MA0741.1.KLF16	chr2	69713290	69713300	+	0.000	0.000	Merged-chr2-69713363-57
NR52120--MA0742.1.Klf12	chr5	111039993	111040007	+	0.000	0.000	Merged-chr5-111039945-24
NR50369--MA0741.1.KLF16	chr5	38949002	38949012	+	0.000	0.000	Merged-chr5-38948886-1
NR50076--MA1107.1.KLF9	chr5	28071261	28071273	+	0.000	0.000	Merged-chr5-28071486-142
NR39391--MA0599.1.KLF5	chr2	152344161	152344170	+	0.000	0.000	Merged-chr2-152344055-110
NR45020--MA0039.3.KLF4	chr4	6365975	6365985	-	0.000	0.000	Merged-chr4-6365838-102
NR53123--MA0599.1.KLF5	chr5	134314406	134314415	-	0.000	0.000	Merged-chr5-134314340-64
NR11386--MA0599.1.KLF5	chr11	76730489	76730498	-	0.000	0.000	Merged-chr11-76730621-1
NR58959--MA0741.1.KLF16	chr7	29289121	29289131	+	0.000	0.000	Merged-chr7-29289173-29
NR26395--MA0493.1.Klf1	chr16	31035494	31035504	-	0.000	0.000	Merged-chr16-31035448-26
NR50958--MA1107.1.KLF9	chr5	65436005	65436017	-	0.000	0.000	Merged-chr5-65436020-62
NR20939--MA0741.1.KLF16	chr14	55745649	55745659	+	0.000	0.000	Merged-chr14-55745715-52
NR51319--MA0740.1.KLF14	chr5	76779463	76779476	-	0.000	0.000	Merged-chr5-76779382-27
NR3735--MA0742.1.Klf12	chr1	157555236	157555250	+	0.000	0.000	Merged-chr1-157555103-45
NR15474--MA0742.1.Klf12	chr12	108334119	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR55046--MA0039.3.KLF4	chr6	48395567	48395577	+	0.000	0.000	Merged-chr6-48395696-62
NR61179--MA0493.1.Klf1	chr7	117614135	117614145	+	0.000	0.000	Merged-chr7-117613983-59
NR61855--MA0493.1.Klf1	chr7	141060881	141060891	+	0.000	0.000	Merged-chr7-141061070-48
NR46001--MA0742.1.Klf12	chr4	45530892	45530906	+	0.000	0.000	Merged-chr4-45530813-118
NR8215--MA0599.1.KLF5	chr10	96609766	96609775	+	0.000	0.000	Merged-chr10-96609713-52
NR4548--MA0740.1.KLF14	chr1	179959833	179959846	-	0.000	0.000	Merged-chr1-179960059-76
NR60563--MA1107.1.KLF9	chr7	92420557	92420569	-	0.000	0.000	Merged-chr7-92420666-38
NR61775--MA0599.1.KLF5	chr7	139388914	139388923	+	0.000	0.000	Merged-chr7-139388959-78
NR24869--MA0493.1.Klf1	chr15	89147205	89147215	+	0.000	0.000	Merged-chr15-89146991-62
NR34216--MA0740.1.KLF14	chr19	21778237	21778250	-	0.000	0.000	Merged-chr19-21778385-93
NR50702--MA0741.1.KLF16	chr5	52910520	52910530	-	0.000	0.000	Merged-chr5-52910384-60
NR63816--MA0599.1.KLF5	chr8	72135144	72135153	+	0.000	0.000	Merged-chr8-72135322-43
NR24654--MA0493.1.Klf1	chr15	83464652	83464662	+	0.000	0.000	Merged-chr15-83464613-68
NR52643--MA0742.1.Klf12	chr5	122284325	122284339	-	0.000	0.000	Merged-chr5-122284507-55
NR35590--MA1107.1.KLF9	chr2	18524723	18524735	+	0.000	0.000	Merged-chr2-18524516-29
NR66526--MA0599.1.KLF5	chr9	53384406	53384415	-	0.000	0.000	Merged-chr9-53384323-51
NR32536--MA0740.1.KLF14	chr18	53245578	53245591	+	0.000	0.000	Merged-chr18-53245593-51
NR58274--MA0741.1.KLF16	chr7	16197026	16197036	-	0.000	0.000	Merged-chr7-16196917-6
NR63601--MA0599.1.KLF5	chr8	70158530	70158539	+	0.000	0.000	Merged-chr8-70158595-38
NR27499--MA0599.1.KLF5	chr16	78375878	78375887	-	0.000	0.000	Merged-chr16-78375798-8
NR55982--MA1107.1.KLF9	chr6	89286783	89286795	+	0.000	0.000	Merged-chr6-89286978-37
NR58353--MA0599.1.KLF5	chr7	16980428	16980437	+	0.000	0.000	Merged-chr7-16980470-23
NR69575--MA1107.1.KLF9	chrX	162643655	162643667	+	0.000	0.000	Merged-chrX-162643590-34
NR3455--MA0741.1.KLF16	chr1	151096132	151096142	-	0.000	0.000	Merged-chr1-151096153-39
NR61983--MA0740.1.KLF14	chr7	143053679	143053692	+	0.000	0.000	Merged-chr7-143053542-3
NR68298--MA0742.1.Klf12	chr9	120011335	120011349	-	0.000	0.000	Merged-chr9-120011388-73
NR4648--MA0599.1.KLF5	chr1	182517514	182517523	-	0.000	0.000	Merged-chr1-182517456-82
NR68906--MA1107.1.KLF9	chrX	57189588	57189600	-	0.000	0.000	Merged-chrX-57189507-26
NR69021--MA0599.1.KLF5	chrX	74328817	74328826	-	0.000	0.000	Merged-chrX-74329006-35
NR43996--MA0741.1.KLF16	chr3	137955813	137955823	+	0.000	0.000	Merged-chr3-137955835-60
NR38780--MA0741.1.KLF16	chr2	132292170	132292180	+	0.000	0.000	Merged-chr2-132292299-25
NR67862--MA0599.1.KLF5	chr9	106453837	106453846	-	0.000	0.000	Merged-chr9-106453760-51
NR18996--MA1107.1.KLF9	chr13	109190504	109190516	-	0.000	0.000	Merged-chr13-109190361-18
NR47676--MA0599.1.KLF5	chr4	119195282	119195291	+	0.000	0.000	Merged-chr4-119195443-60
NR409--MA0740.1.KLF14	chr1	21079335	21079348	+	0.000	0.000	Merged-chr1-21079276-92
NR23004--MA1107.1.KLF9	chr15	27630433	27630445	+	0.000	0.000	Merged-chr15-27630655-61
NR51923--MA0741.1.KLF16	chr5	103692334	103692344	-	0.000	0.000	Merged-chr5-103692321-99
NR52023--MA1107.1.KLF9	chr5	107731510	107731522	-	0.000	0.000	Merged-chr5-107731657-37
NR10886--MA0740.1.KLF14	chr11	60913791	60913804	-	0.000	0.000	Merged-chr11-60913719-59
NR26893--MA0741.1.KLF16	chr16	55758434	55758444	-	0.000	0.000	Merged-chr16-55758589-1
NR39730--MA0740.1.KLF14	chr2	162082541	162082554	-	0.000	0.000	Merged-chr2-162082610-1
NR2996--MA0741.1.KLF16	chr1	135128304	135128314	+	0.000	0.000	Merged-chr1-135128273-30
NR48654--MA0599.1.KLF5	chr4	140986882	140986891	-	0.000	0.000	Merged-chr4-140986955-63
NR24613--MA0741.1.KLF16	chr15	83122209	83122219	+	0.000	0.000	Merged-chr15-83122079-5
NR40498--MA1107.1.KLF9	chr2	180119187	180119199	+	0.000	0.000	Merged-chr2-180119421-85
NR48993--MA1107.1.KLF9	chr4	150112977	150112989	-	0.000	0.000	Merged-chr4-150113122-17
NR40476--MA0741.1.KLF16	chr2	179976742	179976752	-	0.000	0.000	Merged-chr2-179976685-93
NR21389--MA0493.1.Klf1	chr14	74732310	74732320	-	0.000	0.000	Merged-chr14-74732316-54
NR29874--MA0039.3.KLF4	chr17	50525136	50525146	+	0.000	0.000	Merged-chr17-50525188-50
NR1042--MA0493.1.Klf1	chr1	52150108	52150118	-	0.000	0.000	Merged-chr1-52150135-5
NR19316--MA0740.1.KLF14	chr13	119790884	119790897	+	0.000	0.000	Merged-chr13-119790826-111
NR42818--MA0657.1.KLF13	chr3	96938951	96938968	-	0.000	0.000	Merged-chr3-96938962-26
NR2006--MA1107.1.KLF9	chr1	91413383	91413395	+	0.000	0.000	Merged-chr1-91413387-81
NR51709--MA0599.1.KLF5	chr5	96964390	96964399	-	0.000	0.000	Merged-chr5-96964527-33
NR55088--MA0599.1.KLF5	chr6	48860483	48860492	+	0.000	0.000	Merged-chr6-48860450-3
NR34366--MA1107.1.KLF9	chr19	32712358	32712370	+	0.000	0.000	Merged-chr19-32712408-94
NR35326--MA0741.1.KLF16	chr2	11229334	11229344	+	0.000	0.000	Merged-chr2-11229306-10
NR63385--MA1107.1.KLF9	chr8	61283224	61283236	+	0.000	0.000	Merged-chr8-61283229-50
NR63722--MA0599.1.KLF5	chr8	70906166	70906175	-	0.000	0.000	Merged-chr8-70906227-90
NR24560--MA0493.1.Klf1	chr15	81960936	81960946	-	0.000	0.000	Merged-chr15-81960727-98
NR32653--MA0599.1.KLF5	chr18	56620966	56620975	-	0.000	0.000	Merged-chr18-56620960-32
NR6953--MA0599.1.KLF5	chr10	67891252	67891261	+	0.000	0.000	Merged-chr10-67891340-18
NR25119--MA0741.1.KLF16	chr15	94404404	94404414	+	0.000	0.000	Merged-chr15-94404282-43
NR58934--MA0742.1.Klf12	chr7	29211574	29211588	+	0.000	0.000	Merged-chr7-29211529-84
NR67092--MA0599.1.KLF5	chr9	77683657	77683666	+	0.000	0.000	Merged-chr9-77683679-29
NR67706--MA0741.1.KLF16	chr9	101251890	101251900	+	0.000	0.000	Merged-chr9-101251656-72
NR31651--MA0039.3.KLF4	chr18	20896541	20896551	-	0.000	0.000	Merged-chr18-20896385-98
NR10735--MA0599.1.KLF5	chr11	55194499	55194508	+	0.000	0.000	Merged-chr11-55194635-21
NR67073--MA1107.1.KLF9	chr9	75646906	75646918	+	0.000	0.000	Merged-chr9-75646856-3
NR42852--MA0740.1.KLF14	chr3	97658191	97658204	-	0.000	0.000	Merged-chr3-97658299-79
NR67696--MA0742.1.Klf12	chr9	101073795	101073809	-	0.000	0.000	Merged-chr9-101073611-17
NR13445--MA0599.1.KLF5	chr12	21373699	21373708	+	0.000	0.000	Merged-chr12-21373648-61
NR21354--MA0742.1.Klf12	chr14	72983651	72983665	-	0.000	0.000	Merged-chr14-72983519-34
NR27038--MA0599.1.KLF5	chr16	62758448	62758457	-	0.000	0.000	Merged-chr16-62758511-24
