#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR9618--MA0002.2.RUNX1	chr7	112180308	112180318	+	0.000	0.000	Merged-chr7-112180328-30
NR2930--MA0002.2.RUNX1	chr13	51964009	51964019	+	0.000	0.000	Merged-chr13-51963945-2
NR3992--MA0511.2.RUNX2	chr15	76770366	76770374	-	0.000	0.000	Merged-chr15-76770514-52
NR5368--MA0002.2.RUNX1	chr18	80555073	80555083	+	0.000	0.000	Merged-chr18-80555147-42
NR10485--MA0002.2.RUNX1	chr9	45847364	45847374	+	0.000	0.000	Merged-chr9-45847286-6
NR11196--MA0002.2.RUNX1	chrX	159828315	159828325	+	0.000	0.000	Merged-chrX-159828290-35
NR7461--MA0511.2.RUNX2	chr4	99829122	99829130	+	0.000	0.000	Merged-chr4-99829355-64
NR4799--MA0684.1.RUNX3	chr17	34101803	34101812	-	0.000	0.000	Merged-chr17-34101788-45
NR1389--MA0002.2.RUNX1	chr10	117494059	117494069	-	0.000	0.000	Merged-chr10-117494286-56
NR10964--MA0511.2.RUNX2	chr9	118884530	118884538	-	0.000	0.000	Merged-chr9-118884641-26
NR3945--MA0684.1.RUNX3	chr15	65727290	65727299	-	0.000	0.000	Merged-chr15-65727192-50
NR6188--MA0002.2.RUNX1	chr2	121276174	121276184	+	0.000	0.000	Merged-chr2-121276233-14
NR9250--MA0511.2.RUNX2	chr7	16119861	16119869	+	0.000	0.000	Merged-chr7-16119991-49
NR10180--MA0002.2.RUNX1	chr8	109705251	109705261	+	0.000	0.000	Merged-chr8-109705428-77
NR3449--MA0002.2.RUNX1	chr14	45219653	45219663	+	0.000	0.000	Merged-chr14-45219848-107
NR8076--MA0511.2.RUNX2	chr5	89198657	89198665	-	0.000	0.000	Merged-chr5-89198704-31
NR5586--MA0002.2.RUNX1	chr19	37419711	37419721	+	0.000	0.000	Merged-chr19-37419795-20
NR4289--MA0684.1.RUNX3	chr16	30550658	30550667	-	0.000	0.000	Merged-chr16-30550510-54
NR8377--MA0684.1.RUNX3	chr5	140586771	140586780	+	0.000	0.000	Merged-chr5-140586794-18
NR3911--MA0684.1.RUNX3	chr15	59263621	59263630	-	0.000	0.000	Merged-chr15-59263707-44
NR72--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR10831--MA0002.2.RUNX1	chr9	98339692	98339702	+	0.000	0.000	Merged-chr9-98339700-17
NR11066--MA0002.2.RUNX1	chrX	42337011	42337021	+	0.000	0.000	Merged-chrX-42336875-23
NR2069--MA0511.2.RUNX2	chr11	108215016	108215024	-	0.000	0.000	Merged-chr11-108215085-33
NR4841--MA0002.2.RUNX1	chr17	45581645	45581655	-	0.000	0.000	Merged-chr17-45581656-48
NR6157--MA0511.2.RUNX2	chr2	114145119	114145127	+	0.000	0.000	Merged-chr2-114145226-70
NR10341--MA0684.1.RUNX3	chr8	127655683	127655692	-	0.000	0.000	Merged-chr8-127655779-25
NR3396--MA0002.2.RUNX1	chr14	26994480	26994490	+	0.000	0.000	Merged-chr14-26994513-48
NR9991--MA0511.2.RUNX2	chr8	46420693	46420701	-	0.000	0.000	Merged-chr8-46420639-16
NR1639--MA0002.2.RUNX1	chr11	33162289	33162299	-	0.000	0.000	Merged-chr11-33162343-10
NR9958--MA0002.2.RUNX1	chr8	34615169	34615179	-	0.000	0.000	Merged-chr8-34615057-34
NR10721--MA0684.1.RUNX3	chr9	83564265	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR1102--MA0684.1.RUNX3	chr10	67658077	67658086	-	0.000	0.000	Merged-chr10-67657975-87
NR2306--MA0511.2.RUNX2	chr12	54655576	54655584	+	0.000	0.000	Merged-chr12-54655706-6
NR10844--MA0002.2.RUNX1	chr9	101249834	101249844	+	0.000	0.000	Merged-chr9-101249791-43
NR9895--MA0511.2.RUNX2	chr8	13955191	13955199	-	0.000	0.000	Merged-chr8-13955228-14
NR792--MA0002.2.RUNX1	chr1	182223964	182223974	-	0.000	0.000	Merged-chr1-182224037-19
NR2287--MA0511.2.RUNX2	chr12	41331185	41331193	-	0.000	0.000	Merged-chr12-41331287-30
NR1354--MA0684.1.RUNX3	chr10	112922573	112922582	-	0.000	0.000	Merged-chr10-112922544-15
NR5393--MA0511.2.RUNX2	chr18	83011774	83011782	-	0.000	0.000	Merged-chr18-83011883-50
NR7788--MA0684.1.RUNX3	chr4	154936711	154936720	+	0.000	0.000	Merged-chr4-154936813-27
NR7245--MA0002.2.RUNX1	chr4	24569310	24569320	+	0.000	0.000	Merged-chr4-24569297-30
NR3828--MA0684.1.RUNX3	chr15	27596892	27596901	-	0.000	0.000	Merged-chr15-27596992-56
NR1063--MA0002.2.RUNX1	chr10	58480391	58480401	-	0.000	0.000	Merged-chr10-58480234-23
NR11188--MA0002.2.RUNX1	chrX	159199648	159199658	-	0.000	0.000	Merged-chrX-159199808-53
NR3471--MA0002.2.RUNX1	chr14	52427858	52427868	+	0.000	0.000	Merged-chr14-52427807-17
NR7453--MA0511.2.RUNX2	chr4	98040364	98040372	+	0.000	0.000	Merged-chr4-98040330-51
NR3808--MA0002.2.RUNX1	chr15	12017763	12017773	-	0.000	0.000	Merged-chr15-12017783-9
NR5346--MA0684.1.RUNX3	chr18	77767859	77767868	-	0.000	0.000	Merged-chr18-77767671-52
NR7006--MA0002.2.RUNX1	chr3	135629097	135629107	-	0.000	0.000	Merged-chr3-135628984-19
NR11048--MA0511.2.RUNX2	chrX	20662971	20662979	+	0.000	0.000	Merged-chrX-20662999-43
NR5948--MA0511.2.RUNX2	chr2	60904337	60904345	+	0.000	0.000	Merged-chr2-60904375-31
NR2078--MA0684.1.RUNX3	chr11	109445751	109445760	-	0.000	0.000	Merged-chr11-109445792-26
NR761--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR5660--MA0684.1.RUNX3	chr19	55263227	55263236	+	0.000	0.000	Merged-chr19-55263325-12
NR1651--MA0511.2.RUNX2	chr11	36001052	36001060	+	0.000	0.000	Merged-chr11-36000971-2
NR2428--MA0511.2.RUNX2	chr12	85177263	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR7929--MA0684.1.RUNX3	chr5	36089621	36089630	+	0.000	0.000	Merged-chr5-36089478-45
NR2--MA0002.2.RUNX1	chr1	6454075	6454085	+	0.000	0.000	Merged-chr1-6454252-50
NR2773--MA0002.2.RUNX1	chr13	12575254	12575264	-	0.000	0.000	Merged-chr13-12575154-46
NR7115--MA0002.2.RUNX1	chr3	146352405	146352415	-	0.000	0.000	Merged-chr3-146352378-36
NR10717--MA0511.2.RUNX2	chr9	83441010	83441018	-	0.000	0.000	Merged-chr9-83441063-64
NR9351--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR5164--MA0002.2.RUNX1	chr18	32352879	32352889	+	0.000	0.000	Merged-chr18-32352849-42
NR8369--MA0684.1.RUNX3	chr5	140201483	140201492	-	0.000	0.000	Merged-chr5-140201458-20
NR7942--MA0511.2.RUNX2	chr5	37109451	37109459	-	0.000	0.000	Merged-chr5-37109564-47
NR3755--MA0002.2.RUNX1	chr14	121137372	121137382	-	0.000	0.000	Merged-chr14-121137502-35
NR10552--MA0002.2.RUNX1	chr9	58131879	58131889	+	0.000	0.000	Merged-chr9-58131900-14
NR5786--MA0511.2.RUNX2	chr2	18935685	18935693	-	0.000	0.000	Merged-chr2-18935718-26
NR2901--MA0002.2.RUNX1	chr13	41615010	41615020	+	0.000	0.000	Merged-chr13-41614922-33
NR7638--MA0002.2.RUNX1	chr4	134654627	134654637	-	0.000	0.000	Merged-chr4-134654571-20
NR3407--MA0002.2.RUNX1	chr14	27384346	27384356	-	0.000	0.000	Merged-chr14-27384235-54
NR10204--MA0002.2.RUNX1	chr8	114460768	114460778	+	0.000	0.000	Merged-chr8-114460752-27
NR3470--MA0684.1.RUNX3	chr14	52338912	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR5544--MA0002.2.RUNX1	chr19	32138397	32138407	-	0.000	0.000	Merged-chr19-32138517-38
NR7780--MA0511.2.RUNX2	chr4	152154108	152154116	-	0.000	0.000	Merged-chr4-152153985-50
NR9983--MA0511.2.RUNX2	chr8	41334319	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR3788--MA0684.1.RUNX3	chr15	5108561	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR880--MA0002.2.RUNX1	chr1	192770816	192770826	-	0.000	0.000	Merged-chr1-192770762-94
NR6179--MA0684.1.RUNX3	chr2	117417568	117417577	-	0.000	0.000	Merged-chr2-117417577-23
NR1713--MA0684.1.RUNX3	chr11	52224161	52224170	+	0.000	0.000	Merged-chr11-52224357-50
NR946--MA0002.2.RUNX1	chr10	19962968	19962978	-	0.000	0.000	Merged-chr10-19962974-43
NR1089--MA0002.2.RUNX1	chr10	60697258	60697268	-	0.000	0.000	Merged-chr10-60697198-23
NR7876--MA0684.1.RUNX3	chr5	22740148	22740157	+	0.000	0.000	Merged-chr5-22740212-9
NR3201--MA0511.2.RUNX2	chr13	103985184	103985192	+	0.000	0.000	Merged-chr13-103985203-6
NR1250--MA0511.2.RUNX2	chr10	90981734	90981742	+	0.000	0.000	Merged-chr10-90981841-14
NR2991--MA0002.2.RUNX1	chr13	73305764	73305774	+	0.000	0.000	Merged-chr13-73305950-36
NR10664--MA0511.2.RUNX2	chr9	75547007	75547015	+	0.000	0.000	Merged-chr9-75547182-41
NR7604--MA0002.2.RUNX1	chr4	132040469	132040479	-	0.000	0.000	Merged-chr4-132040319-80
NR7128--MA0002.2.RUNX1	chr3	148510625	148510635	-	0.000	0.000	Merged-chr3-148510691-67
NR11219--MA0684.1.RUNX3	chrX	169973397	169973406	-	0.000	0.000	Merged-chrX-169973362-71
NR2279--MA0511.2.RUNX2	chr12	40427673	40427681	-	0.000	0.000	Merged-chr12-40427719-34
NR7607--MA0511.2.RUNX2	chr4	132463884	132463892	+	0.000	0.000	Merged-chr4-132463983-61
NR1198--MA0002.2.RUNX1	chr10	81450137	81450147	-	0.000	0.000	Merged-chr10-81450281-29
NR3310--MA0511.2.RUNX2	chr13	117242260	117242268	+	0.000	0.000	Merged-chr13-117242416-107
NR9788--MA0002.2.RUNX1	chr7	132672698	132672708	-	0.000	0.000	Merged-chr7-132672749-42
NR10822--MA0684.1.RUNX3	chr9	96953705	96953714	-	0.000	0.000	Merged-chr9-96953731-26
NR10674--MA0002.2.RUNX1	chr9	77751258	77751268	+	0.000	0.000	Merged-chr9-77751200-1
NR3833--MA0511.2.RUNX2	chr15	28081354	28081362	+	0.000	0.000	Merged-chr15-28081319-36
NR9916--MA0002.2.RUNX1	chr8	20550552	20550562	+	0.000	0.000	Merged-chr8-20550425-71
NR5020--MA0684.1.RUNX3	chr17	84119797	84119806	+	0.000	0.000	Merged-chr17-84119713-65
NR770--MA0684.1.RUNX3	chr1	180398588	180398597	-	0.000	0.000	Merged-chr1-180398476-24
NR3463--MA0002.2.RUNX1	chr14	50870659	50870669	-	0.000	0.000	Merged-chr14-50870513-68
NR5494--MA0511.2.RUNX2	chr19	21510326	21510334	-	0.000	0.000	Merged-chr19-21510334-13
NR7280--MA0002.2.RUNX1	chr4	46152065	46152075	-	0.000	0.000	Merged-chr4-46152127-36
NR5395--MA0002.2.RUNX1	chr18	83135298	83135308	+	0.000	0.000	Merged-chr18-83135149-22
NR5000--MA0002.2.RUNX1	chr17	80418837	80418847	+	0.000	0.000	Merged-chr17-80418993-27
NR6049--MA0684.1.RUNX3	chr2	78860237	78860246	+	0.000	0.000	Merged-chr2-78860154-39
NR5351--MA0511.2.RUNX2	chr18	79297926	79297934	+	0.000	0.000	Merged-chr18-79298014-36
NR3671--MA0511.2.RUNX2	chr14	79503808	79503816	+	0.000	0.000	Merged-chr14-79503814-22
NR2590--MA0002.2.RUNX1	chr12	107982497	107982507	-	0.000	0.000	Merged-chr12-107982520-41
NR8186--MA0684.1.RUNX3	chr5	107449102	107449111	-	0.000	0.000	Merged-chr5-107449243-36
NR9710--MA0511.2.RUNX2	chr7	122288946	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR7283--MA0511.2.RUNX2	chr4	46479220	46479228	+	0.000	0.000	Merged-chr4-46479311-23
NR5318--MA0002.2.RUNX1	chr18	73643249	73643259	-	0.000	0.000	Merged-chr18-73643262-33
NR10435--MA0002.2.RUNX1	chr9	32706387	32706397	+	0.000	0.000	Merged-chr9-32706237-53
NR4793--MA0002.2.RUNX1	chr17	33484228	33484238	-	0.000	0.000	Merged-chr17-33484214-28
NR9406--MA0002.2.RUNX1	chr7	68287043	68287053	+	0.000	0.000	Merged-chr7-68287108-65
NR1150--MA0684.1.RUNX3	chr10	75702709	75702718	+	0.000	0.000	Merged-chr10-75702628-18
NR5731--MA0511.2.RUNX2	chr2	3750363	3750371	+	0.000	0.000	Merged-chr2-3750295-12
NR1068--MA0002.2.RUNX1	chr10	59392124	59392134	-	0.000	0.000	Merged-chr10-59392092-23
NR7312--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR7392--MA0511.2.RUNX2	chr4	84118620	84118628	-	0.000	0.000	Merged-chr4-84118627-8
NR8804--MA0002.2.RUNX1	chr6	98992970	98992980	-	0.000	0.000	Merged-chr6-98993074-69
NR2351--MA0002.2.RUNX1	chr12	71294802	71294812	+	0.000	0.000	Merged-chr12-71294636-41
NR10401--MA0002.2.RUNX1	chr9	15357634	15357644	+	0.000	0.000	Merged-chr9-15357727-65
NR2751--MA0684.1.RUNX3	chr13	6688971	6688980	-	0.000	0.000	Merged-chr13-6689153-22
NR7216--MA0002.2.RUNX1	chr4	11494796	11494806	+	0.000	0.000	Merged-chr4-11494764-12
NR8642--MA0002.2.RUNX1	chr6	55057574	55057584	+	0.000	0.000	Merged-chr6-55057514-12
NR10719--MA0002.2.RUNX1	chr9	83551724	83551734	+	0.000	0.000	Merged-chr9-83551807-21
NR9624--MA0002.2.RUNX1	chr7	112400400	112400410	+	0.000	0.000	Merged-chr7-112400264-32
NR5394--MA0684.1.RUNX3	chr18	83011773	83011782	-	0.000	0.000	Merged-chr18-83011883-50
NR9419--MA0002.2.RUNX1	chr7	74486176	74486186	+	0.000	0.000	Merged-chr7-74486188-34
NR7197--MA0002.2.RUNX1	chr4	8666943	8666953	-	0.000	0.000	Merged-chr4-8666905-29
NR10782--MA0684.1.RUNX3	chr9	92217819	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR872--MA0002.2.RUNX1	chr1	192078809	192078819	-	0.000	0.000	Merged-chr1-192078636-38
NR8894--MA0002.2.RUNX1	chr6	117431695	117431705	-	0.000	0.000	Merged-chr6-117431708-65
NR9548--MA0684.1.RUNX3	chr7	101027880	101027889	-	0.000	0.000	Merged-chr7-101027827-19
NR2983--MA0002.2.RUNX1	chr13	67637932	67637942	-	0.000	0.000	Merged-chr13-67637650-70
NR9561--MA0511.2.RUNX2	chr7	104353376	104353384	+	0.000	0.000	Merged-chr7-104353366-64
NR10513--MA0511.2.RUNX2	chr9	53854919	53854927	+	0.000	0.000	Merged-chr9-53854971-17
NR6107--MA0511.2.RUNX2	chr2	93411436	93411444	-	0.000	0.000	Merged-chr2-93411481-30
NR2635--MA0002.2.RUNX1	chr12	112976384	112976394	-	0.000	0.000	Merged-chr12-112976486-72
NR981--MA0002.2.RUNX1	chr10	26322495	26322505	-	0.000	0.000	Merged-chr10-26322631-48
NR1003--MA0511.2.RUNX2	chr10	39358655	39358663	-	0.000	0.000	Merged-chr10-39358712-13
NR9988--MA0511.2.RUNX2	chr8	46420600	46420608	+	0.000	0.000	Merged-chr8-46420639-16
NR8512--MA0002.2.RUNX1	chr6	28949422	28949432	-	0.000	0.000	Merged-chr6-28949446-17
NR7437--MA0511.2.RUNX2	chr4	95778035	95778043	+	0.000	0.000	Merged-chr4-95778146-34
NR9100--MA0684.1.RUNX3	chr6	137541466	137541475	+	0.000	0.000	Merged-chr6-137541549-52
NR9889--MA0002.2.RUNX1	chr8	11203353	11203363	-	0.000	0.000	Merged-chr8-11203491-10
NR10381--MA0684.1.RUNX3	chr9	11513964	11513973	-	0.000	0.000	Merged-chr9-11513974-36
NR10718--MA0684.1.RUNX3	chr9	83441009	83441018	-	0.000	0.000	Merged-chr9-83441063-64
NR9352--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR4804--MA0002.2.RUNX1	chr17	34898273	34898283	-	0.000	0.000	Merged-chr17-34898484-39
NR3236--MA0684.1.RUNX3	chr13	108527451	108527460	-	0.000	0.000	Merged-chr13-108527257-30
NR994--MA0002.2.RUNX1	chr10	34018933	34018943	-	0.000	0.000	Merged-chr10-34018887-1
NR3088--MA0002.2.RUNX1	chr13	92722551	92722561	+	0.000	0.000	Merged-chr13-92722597-29
NR9332--MA0002.2.RUNX1	chr7	38071331	38071341	+	0.000	0.000	Merged-chr7-38071224-22
NR5101--MA0002.2.RUNX1	chr18	11856114	11856124	+	0.000	0.000	Merged-chr18-11856054-18
NR2790--MA0511.2.RUNX2	chr13	14063501	14063509	-	0.000	0.000	Merged-chr13-14063519-130
NR8873--MA0002.2.RUNX1	chr6	114847797	114847807	-	0.000	0.000	Merged-chr6-114847947-23
NR7403--MA0511.2.RUNX2	chr4	86722117	86722125	+	0.000	0.000	Merged-chr4-86721990-52
NR1265--MA0002.2.RUNX1	chr10	93188655	93188665	+	0.000	0.000	Merged-chr10-93188465-33
NR10093--MA0511.2.RUNX2	chr8	84601582	84601590	+	0.000	0.000	Merged-chr8-84601669-24
NR980--MA0684.1.RUNX3	chr10	25360357	25360366	-	0.000	0.000	Merged-chr10-25360041-104
NR775--MA0684.1.RUNX3	chr1	180432049	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR9236--MA0002.2.RUNX1	chr7	4492994	4493004	-	0.000	0.000	Merged-chr7-4492991-39
NR10887--MA0511.2.RUNX2	chr9	110458148	110458156	-	0.000	0.000	Merged-chr9-110458141-15
NR9587--MA0511.2.RUNX2	chr7	106551481	106551489	+	0.000	0.000	Merged-chr7-106551313-76
NR3868--MA0684.1.RUNX3	chr15	38129487	38129496	+	0.000	0.000	Merged-chr15-38129582-31
NR10394--MA0684.1.RUNX3	chr9	14568690	14568699	+	0.000	0.000	Merged-chr9-14568666-36
NR1251--MA0684.1.RUNX3	chr10	90981734	90981743	+	0.000	0.000	Merged-chr10-90981841-14
NR9907--MA0684.1.RUNX3	chr8	19161780	19161789	+	0.000	0.000	Merged-chr8-19161757-88
NR1125--MA0511.2.RUNX2	chr10	68673691	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR884--MA0684.1.RUNX3	chr1	193146437	193146446	+	0.000	0.000	Merged-chr1-193146532-29
NR7608--MA0684.1.RUNX3	chr4	132463884	132463893	+	0.000	0.000	Merged-chr4-132463983-61
NR10601--MA0511.2.RUNX2	chr9	66492530	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR6910--MA0511.2.RUNX2	chr3	115972450	115972458	+	0.000	0.000	Merged-chr3-115972355-68
NR10026--MA0002.2.RUNX1	chr8	61561437	61561447	-	0.000	0.000	Merged-chr8-61561458-9
NR2975--MA0002.2.RUNX1	chr13	63411078	63411088	+	0.000	0.000	Merged-chr13-63411317-71
NR2290--MA0002.2.RUNX1	chr12	41500244	41500254	+	0.000	0.000	Merged-chr12-41500391-75
NR1486--MA0511.2.RUNX2	chr10	128637208	128637216	-	0.000	0.000	Merged-chr10-128637070-78
NR973--MA0002.2.RUNX1	chr10	24291755	24291765	+	0.000	0.000	Merged-chr10-24291757-17
NR5845--MA0511.2.RUNX2	chr2	31062383	31062391	-	0.000	0.000	Merged-chr2-31062467-40
NR1072--MA0511.2.RUNX2	chr10	60162576	60162584	-	0.000	0.000	Merged-chr10-60162645-38
NR7426--MA0002.2.RUNX1	chr4	89487212	89487222	-	0.000	0.000	Merged-chr4-89487235-21
NR24--MA0002.2.RUNX1	chr1	16656912	16656922	+	0.000	0.000	Merged-chr1-16656979-64
NR9186--MA0511.2.RUNX2	chr6	146391392	146391400	+	0.000	0.000	Merged-chr6-146391315-9
NR9457--MA0511.2.RUNX2	chr7	80643398	80643406	+	0.000	0.000	Merged-chr7-80643369-34
NR1121--MA0684.1.RUNX3	chr10	68241004	68241013	+	0.000	0.000	Merged-chr10-68240828-58
NR5160--MA0511.2.RUNX2	chr18	32149484	32149492	-	0.000	0.000	Merged-chr18-32149405-13
NR6030--MA0002.2.RUNX1	chr2	73597937	73597947	-	0.000	0.000	Merged-chr2-73597981-26
NR9506--MA0684.1.RUNX3	chr7	90131276	90131285	-	0.000	0.000	Merged-chr7-90131300-10
NR7284--MA0684.1.RUNX3	chr4	46479220	46479229	+	0.000	0.000	Merged-chr4-46479311-23
NR5004--MA0684.1.RUNX3	chr17	80762565	80762574	-	0.000	0.000	Merged-chr17-80762560-27
NR7092--MA0511.2.RUNX2	chr3	144232151	144232159	-	0.000	0.000	Merged-chr3-144232172-58
NR3176--MA0002.2.RUNX1	chr13	101510347	101510357	-	0.000	0.000	Merged-chr13-101510173-22
NR10039--MA0002.2.RUNX1	chr8	67986948	67986958	+	0.000	0.000	Merged-chr8-67986835-44
NR3403--MA0511.2.RUNX2	chr14	27376333	27376341	-	0.000	0.000	Merged-chr14-27376322-41
NR5256--MA0684.1.RUNX3	chr18	56711183	56711192	-	0.000	0.000	Merged-chr18-56711213-24
NR611--MA0684.1.RUNX3	chr1	156615520	156615529	-	0.000	0.000	Merged-chr1-156615670-66
NR10101--MA0002.2.RUNX1	chr8	84969644	84969654	+	0.000	0.000	Merged-chr8-84969564-52
NR9467--MA0002.2.RUNX1	chr7	80937068	80937078	-	0.000	0.000	Merged-chr7-80936896-39
NR10181--MA0511.2.RUNX2	chr8	109750811	109750819	+	0.000	0.000	Merged-chr8-109750822-50
NR4525--MA0002.2.RUNX1	chr16	89817051	89817061	-	0.000	0.000	Merged-chr16-89817047-30
NR7787--MA0002.2.RUNX1	chr4	154936711	154936721	-	0.000	0.000	Merged-chr4-154936813-27
NR2845--MA0002.2.RUNX1	chr13	31179579	31179589	+	0.000	0.000	Merged-chr13-31179647-13
NR2530--MA0511.2.RUNX2	chr12	102067865	102067873	+	0.000	0.000	Merged-chr12-102067904-11
NR6391--MA0002.2.RUNX1	chr2	158323021	158323031	+	0.000	0.000	Merged-chr2-158323146-37
NR1627--MA0511.2.RUNX2	chr11	30190390	30190398	+	0.000	0.000	Merged-chr11-30190229-31
NR9946--MA0511.2.RUNX2	chr8	25578414	25578422	+	0.000	0.000	Merged-chr8-25578502-39
NR572--MA0002.2.RUNX1	chr1	152037320	152037330	-	0.000	0.000	Merged-chr1-152037309-6
NR367--MA0002.2.RUNX1	chr1	97614015	97614025	-	0.000	0.000	Merged-chr1-97613912-17
NR638--MA0002.2.RUNX1	chr1	161976646	161976656	+	0.000	0.000	Merged-chr1-161976505-45
NR10832--MA0511.2.RUNX2	chr9	98616577	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR10356--MA0511.2.RUNX2	chr8	128504224	128504232	-	0.000	0.000	Merged-chr8-128504350-30
NR5345--MA0002.2.RUNX1	chr18	77767858	77767868	+	0.000	0.000	Merged-chr18-77767671-52
NR10134--MA0684.1.RUNX3	chr8	94826991	94827000	+	0.000	0.000	Merged-chr8-94826813-30
NR7154--MA0684.1.RUNX3	chr3	153658531	153658540	+	0.000	0.000	Merged-chr3-153658616-40
NR9228--MA0002.2.RUNX1	chr6	148961433	148961443	+	0.000	0.000	Merged-chr6-148961537-19
NR7548--MA0002.2.RUNX1	chr4	120984724	120984734	+	0.000	0.000	Merged-chr4-120984598-23
NR10591--MA0684.1.RUNX3	chr9	64918959	64918968	-	0.000	0.000	Merged-chr9-64918803-19
NR681--MA0002.2.RUNX1	chr1	167645271	167645281	-	0.000	0.000	Merged-chr1-167645149-14
NR7899--MA0511.2.RUNX2	chr5	29195746	29195754	+	0.000	0.000	Merged-chr5-29195906-68
NR4743--MA0002.2.RUNX1	chr17	27012519	27012529	-	0.000	0.000	Merged-chr17-27012329-58
NR1051--MA0511.2.RUNX2	chr10	56486719	56486727	+	0.000	0.000	Merged-chr10-56486689-18
NR1100--MA0684.1.RUNX3	chr10	67096332	67096341	+	0.000	0.000	Merged-chr10-67096355-5
NR333--MA0002.2.RUNX1	chr1	91380683	91380693	+	0.000	0.000	Merged-chr1-91380709-23
NR9066--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR5106--MA0002.2.RUNX1	chr18	12611264	12611274	-	0.000	0.000	Merged-chr18-12611351-29
NR1352--MA0684.1.RUNX3	chr10	111996007	111996016	+	0.000	0.000	Merged-chr10-111995849-2
NR7120--MA0684.1.RUNX3	chr3	146776751	146776760	+	0.000	0.000	Merged-chr3-146776816-2
NR270--MA0511.2.RUNX2	chr1	82839797	82839805	+	0.000	0.000	Merged-chr1-82839592-65
NR4852--MA0002.2.RUNX1	chr17	47508151	47508161	-	0.000	0.000	Merged-chr17-47508113-61
NR2967--MA0002.2.RUNX1	chr13	59840898	59840908	+	0.000	0.000	Merged-chr13-59840941-45
NR8464--MA0002.2.RUNX1	chr5	151252478	151252488	-	0.000	0.000	Merged-chr5-151252284-65
NR5043--MA0511.2.RUNX2	chr17	86041002	86041010	-	0.000	0.000	Merged-chr17-86040828-28
NR6784--MA0002.2.RUNX1	chr3	89911474	89911484	-	0.000	0.000	Merged-chr3-89911440-10
NR1256--MA0684.1.RUNX3	chr10	91167021	91167030	+	0.000	0.000	Merged-chr10-91167120-36
NR1379--MA0002.2.RUNX1	chr10	116914010	116914020	-	0.000	0.000	Merged-chr10-116914032-56
NR4961--MA0002.2.RUNX1	chr17	73142214	73142224	+	0.000	0.000	Merged-chr17-73142383-41
NR3886--MA0511.2.RUNX2	chr15	50697988	50697996	+	0.000	0.000	Merged-chr15-50698255-117
NR921--MA0511.2.RUNX2	chr10	12614550	12614558	+	0.000	0.000	Merged-chr10-12614708-18
NR10094--MA0684.1.RUNX3	chr8	84601582	84601591	+	0.000	0.000	Merged-chr8-84601669-24
NR9558--MA0511.2.RUNX2	chr7	104315483	104315491	+	0.000	0.000	Merged-chr7-104315229-109
NR8682--MA0002.2.RUNX1	chr6	67348261	67348271	-	0.000	0.000	Merged-chr6-67348220-52
NR2936--MA0511.2.RUNX2	chr13	52874144	52874152	+	0.000	0.000	Merged-chr13-52874286-33
NR5105--MA0684.1.RUNX3	chr18	11954687	11954696	+	0.000	0.000	Merged-chr18-11954741-24
NR3154--MA0684.1.RUNX3	chr13	99503595	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR3277--MA0002.2.RUNX1	chr13	112388364	112388374	+	0.000	0.000	Merged-chr13-112388467-40
NR312--MA0002.2.RUNX1	chr1	89090406	89090416	-	0.000	0.000	Merged-chr1-89090487-27
NR4580--MA0684.1.RUNX3	chr16	92801759	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR10074--MA0002.2.RUNX1	chr8	79209872	79209882	-	0.000	0.000	Merged-chr8-79209921-60
NR8605--MA0002.2.RUNX1	chr6	50261796	50261806	-	0.000	0.000	Merged-chr6-50261833-23
NR7094--MA0002.2.RUNX1	chr3	144253115	144253125	+	0.000	0.000	Merged-chr3-144253083-46
