#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR9847--MA0741.1.KLF16	chr11	54726650	54726660	+	0.000	0.000	Merged-chr11-54726756-4
NR15479--MA0742.1.Klf12	chr12	117589922	117589936	+	0.000	0.000	Merged-chr12-117589977-10
NR60372--MA0741.1.KLF16	chr8	27120707	27120717	+	0.000	0.000	Merged-chr8-27120765-34
NR63199--MA0599.1.KLF5	chr8	127500453	127500462	-	0.000	0.000	Merged-chr8-127500615-4
NR18003--MA1107.1.KLF9	chr13	108170120	108170132	+	0.000	0.000	Merged-chr13-108170237-20
NR67629--MA1107.1.KLF9	chrX	93701196	93701208	-	0.000	0.000	Merged-chrX-93701009-42
NR16915--MA0741.1.KLF16	chr13	67844605	67844615	+	0.000	0.000	Merged-chr13-67844387-42
NR32671--MA0493.1.Klf1	chr19	56761941	56761951	-	0.000	0.000	Merged-chr19-56762004-4
NR23082--MA0599.1.KLF5	chr15	97831592	97831601	-	0.000	0.000	Merged-chr15-97831393-88
NR55978--MA0039.3.KLF4	chr7	27933907	27933917	+	0.000	0.000	Merged-chr7-27933719-74
NR37627--MA0039.3.KLF4	chr2	166625664	166625674	-	0.000	0.000	Merged-chr2-166625583-45
NR33635--MA1107.1.KLF9	chr2	29870406	29870418	+	0.000	0.000	Merged-chr2-29870260-12
NR46184--MA0599.1.KLF5	chr4	149518127	149518136	-	0.000	0.000	Merged-chr4-149518177-56
NR42119--MA1107.1.KLF9	chr3	154628506	154628518	+	0.000	0.000	Merged-chr3-154628476-23
NR20014--MA0599.1.KLF5	chr14	74732292	74732301	-	0.000	0.000	Merged-chr14-74732316-54
NR50556--MA0657.1.KLF13	chr5	137502622	137502639	-	0.000	0.000	Merged-chr5-137502544-104
NR40069--MA1107.1.KLF9	chr3	100812075	100812087	+	0.000	0.000	Merged-chr3-100812047-20
NR18777--MA0039.3.KLF4	chr14	25161888	25161898	+	0.000	0.000	Merged-chr14-25161984-35
NR40745--MA1107.1.KLF9	chr3	122709930	122709942	+	0.000	0.000	Merged-chr3-122709895-3
NR32233--MA0599.1.KLF5	chr19	44487413	44487422	+	0.000	0.000	Merged-chr19-44487506-16
NR6533--MA0599.1.KLF5	chr10	80172929	80172938	-	0.000	0.000	Merged-chr10-80173084-48
NR57734--MA0599.1.KLF5	chr7	98309544	98309553	-	0.000	0.000	Merged-chr7-98309453-63
NR21626--MA0039.3.KLF4	chr15	55854827	55854837	+	0.000	0.000	Merged-chr15-55854766-48
NR62883--MA0493.1.Klf1	chr8	122870524	122870534	-	0.000	0.000	Merged-chr8-122870569-43
NR49561--MA0599.1.KLF5	chr5	118082047	118082056	+	0.000	0.000	Merged-chr5-118082270-75
NR13598--MA0599.1.KLF5	chr12	52892968	52892977	+	0.000	0.000	Merged-chr12-52893034-15
NR48939--MA0657.1.KLF13	chr5	106574792	106574809	+	0.000	0.000	Merged-chr5-106574617-63
NR35816--MA0742.1.Klf12	chr2	118658630	118658644	-	0.000	0.000	Merged-chr2-118658566-8
NR51679--MA0742.1.Klf12	chr6	29216011	29216025	+	0.000	0.000	Merged-chr6-29216108-63
NR30379--MA1107.1.KLF9	chr18	69614525	69614537	-	0.000	0.000	Merged-chr18-69614335-16
NR29150--MA1107.1.KLF9	chr18	14668929	14668941	+	0.000	0.000	Merged-chr18-14669072-17
NR53961--MA0599.1.KLF5	chr6	124931338	124931347	-	0.000	0.000	Merged-chr6-124931294-106
NR67554--MA0599.1.KLF5	chrX	74305047	74305056	+	0.000	0.000	Merged-chrX-74305179-50
NR46258--MA0742.1.Klf12	chr4	150901821	150901835	+	0.000	0.000	Merged-chr4-150901809-14
NR57500--MA1107.1.KLF9	chr7	89308414	89308426	-	0.000	0.000	Merged-chr7-89308449-38
NR4464--MA1107.1.KLF9	chr1	191152525	191152537	+	0.000	0.000	Merged-chr1-191152485-1
NR2966--MA0599.1.KLF5	chr1	156956591	156956600	-	0.000	0.000	Merged-chr1-156956579-55
NR36270--MA0599.1.KLF5	chr2	131352920	131352929	-	0.000	0.000	Merged-chr2-131352831-82
NR65216--MA0039.3.KLF4	chr9	85470414	85470424	-	0.000	0.000	Merged-chr9-85470523-14
NR38865--MA1107.1.KLF9	chr3	41083089	41083101	-	0.000	0.000	Merged-chr3-41083179-113
NR28024--MA0039.3.KLF4	chr17	64740321	64740331	-	0.000	0.000	Merged-chr17-64740384-4
NR22396--MA0741.1.KLF16	chr15	80192526	80192536	+	0.000	0.000	Merged-chr15-80192413-58
NR57053--MA0493.1.Klf1	chr7	72339565	72339575	+	0.000	0.000	Merged-chr7-72339570-17
NR62775--MA1107.1.KLF9	chr8	121573581	121573593	+	0.000	0.000	Merged-chr8-121573521-19
NR15091--MA0039.3.KLF4	chr12	108903045	108903055	-	0.000	0.000	Merged-chr12-108903153-23
NR17722--MA0741.1.KLF16	chr13	101540666	101540676	+	0.000	0.000	Merged-chr13-101540748-63
NR26660--MA0493.1.Klf1	chr17	28313350	28313360	+	0.000	0.000	Merged-chr17-28313476-57
NR35807--MA0741.1.KLF16	chr2	118499610	118499620	-	0.000	0.000	Merged-chr2-118499587-16
NR33585--MA0741.1.KLF16	chr2	29054401	29054411	+	0.000	0.000	Merged-chr2-29054435-74
NR3268--MA0599.1.KLF5	chr1	165174177	165174186	-	0.000	0.000	Merged-chr1-165174283-37
NR35493--MA0493.1.Klf1	chr2	104095776	104095786	-	0.000	0.000	Merged-chr2-104095908-22
NR420--MA0599.1.KLF5	chr1	39196951	39196960	-	0.000	0.000	Merged-chr1-39196974-45
NR28288--MA0740.1.KLF14	chr17	74020690	74020703	-	0.000	0.000	Merged-chr17-74020674-41
NR18683--MA0039.3.KLF4	chr14	19976760	19976770	+	0.000	0.000	Merged-chr14-19976788-89
NR37669--MA0599.1.KLF5	chr2	166754509	166754518	+	0.000	0.000	Merged-chr2-166754668-37
NR35135--MA0493.1.Klf1	chr2	90635230	90635240	+	0.000	0.000	Merged-chr2-90635368-30
NR28827--MA0599.1.KLF5	chr17	87974940	87974949	+	0.000	0.000	Merged-chr17-87975056-71
NR26508--MA0493.1.Klf1	chr17	25833100	25833110	+	0.000	0.000	Merged-chr17-25833037-57
NR64154--MA0493.1.Klf1	chr9	50856912	50856922	-	0.000	0.000	Merged-chr9-50856954-76
NR32684--MA1107.1.KLF9	chr19	57124071	57124083	-	0.000	0.000	Merged-chr19-57123944-45
NR43013--MA0599.1.KLF5	chr4	47251262	47251271	+	0.000	0.000	Merged-chr4-47251279-48
NR65489--MA0741.1.KLF16	chr9	97310558	97310568	-	0.000	0.000	Merged-chr9-97310505-7
NR33751--MA0039.3.KLF4	chr2	31974300	31974310	+	0.000	0.000	Merged-chr2-31974393-52
NR16548--MA0741.1.KLF16	chr13	54247677	54247687	+	0.000	0.000	Merged-chr13-54247705-6
NR15410--MA0493.1.Klf1	chr12	116047654	116047664	-	0.000	0.000	Merged-chr12-116047777-53
NR4111--MA0493.1.Klf1	chr1	184732726	184732736	-	0.000	0.000	Merged-chr1-184732542-127
NR36471--MA0493.1.Klf1	chr2	136680164	136680174	-	0.000	0.000	Merged-chr2-136680268-1
NR55184--MA0740.1.KLF14	chr7	3617321	3617334	-	0.000	0.000	Merged-chr7-3617392-59
NR32731--MA0741.1.KLF16	chr19	57360901	57360911	+	0.000	0.000	Merged-chr19-57361016-100
NR44706--MA0742.1.Klf12	chr4	125066609	125066623	+	0.000	0.000	Merged-chr4-125066684-58
NR4031--MA0599.1.KLF5	chr1	183345537	183345546	-	0.000	0.000	Merged-chr1-183345406-106
NR27088--MA0599.1.KLF5	chr17	34972197	34972206	+	0.000	0.000	Merged-chr17-34972191-70
NR56042--MA0741.1.KLF16	chr7	28809179	28809189	+	0.000	0.000	Merged-chr7-28809284-68
NR53039--MA0599.1.KLF5	chr6	89065358	89065367	+	0.000	0.000	Merged-chr6-89065226-11
NR37605--MA0742.1.Klf12	chr2	166487943	166487957	+	0.000	0.000	Merged-chr2-166487984-6
NR63082--MA0493.1.Klf1	chr8	125759233	125759243	+	0.000	0.000	Merged-chr8-125759251-30
NR12807--MA1107.1.KLF9	chr11	118728473	118728485	+	0.000	0.000	Merged-chr11-118728360-4
NR20390--MA0599.1.KLF5	chr14	100235723	100235732	+	0.000	0.000	Merged-chr14-100235821-25
NR45828--MA0493.1.Klf1	chr4	141863855	141863865	-	0.000	0.000	Merged-chr4-141863935-12
NR46106--MA0741.1.KLF16	chr4	148160083	148160093	+	0.000	0.000	Merged-chr4-148160107-67
NR10908--MA0741.1.KLF16	chr11	79130049	79130059	+	0.000	0.000	Merged-chr11-79129992-68
NR28687--MA0741.1.KLF16	chr17	85255778	85255788	+	0.000	0.000	Merged-chr17-85255784-17
NR14473--MA0599.1.KLF5	chr12	91849246	91849255	+	0.000	0.000	Merged-chr12-91849094-58
NR36363--MA1107.1.KLF9	chr2	132512629	132512641	-	0.000	0.000	Merged-chr2-132512511-69
NR49878--MA0741.1.KLF16	chr5	124032288	124032298	+	0.000	0.000	Merged-chr5-124032239-28
NR14679--MA0599.1.KLF5	chr12	102283801	102283810	-	0.000	0.000	Merged-chr12-102283791-1
NR37575--MA0599.1.KLF5	chr2	165653873	165653882	-	0.000	0.000	Merged-chr2-165653935-20
NR7386--MA0741.1.KLF16	chr10	95193992	95194002	-	0.000	0.000	Merged-chr10-95194130-23
NR44789--MA0740.1.KLF14	chr4	127126004	127126017	-	0.000	0.000	Merged-chr4-127126078-44
NR52938--MA0493.1.Klf1	chr6	87394988	87394998	+	0.000	0.000	Merged-chr6-87395104-19
NR22627--MA1107.1.KLF9	chr15	84663176	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR2444--MA0741.1.KLF16	chr1	138039198	138039208	-	0.000	0.000	Merged-chr1-138039087-63
NR2715--MA0741.1.KLF16	chr1	151613464	151613474	+	0.000	0.000	Merged-chr1-151613371-29
NR66316--MA0493.1.Klf1	chr9	114688723	114688733	+	0.000	0.000	Merged-chr9-114688906-75
NR6551--MA0599.1.KLF5	chr10	80305117	80305126	-	0.000	0.000	Merged-chr10-80305031-23
NR57066--MA1107.1.KLF9	chr7	73531211	73531223	-	0.000	0.000	Merged-chr7-73531012-64
NR12065--MA0599.1.KLF5	chr11	103412734	103412743	+	0.000	0.000	Merged-chr11-103412657-68
NR21789--MA0599.1.KLF5	chr15	61983499	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR6890--MA1107.1.KLF9	chr10	83360140	83360152	+	0.000	0.000	Merged-chr10-83360220-61
NR22110--MA0741.1.KLF16	chr15	76351164	76351174	-	0.000	0.000	Merged-chr15-76351256-113
NR45514--MA1107.1.KLF9	chr4	136060048	136060060	-	0.000	0.000	Merged-chr4-136060160-34
NR30138--MA0493.1.Klf1	chr18	65430710	65430720	+	0.000	0.000	Merged-chr18-65430843-87
NR63311--MA0599.1.KLF5	chr9	7764019	7764028	+	0.000	0.000	Merged-chr9-7764239-129
NR3155--MA0741.1.KLF16	chr1	162477010	162477020	+	0.000	0.000	Merged-chr1-162477062-12
NR14445--MA1107.1.KLF9	chr12	91745727	91745739	+	0.000	0.000	Merged-chr12-91745848-45
NR3146--MA1107.1.KLF9	chr1	161876853	161876865	+	0.000	0.000	Merged-chr1-161876687-148
NR8065--MA0740.1.KLF14	chr10	118869500	118869513	+	0.000	0.000	Merged-chr10-118869269-178
NR27855--MA0742.1.Klf12	chr17	56717093	56717107	+	0.000	0.000	Merged-chr17-56717302-101
NR55898--MA1107.1.KLF9	chr7	27260017	27260029	-	0.000	0.000	Merged-chr7-27259929-6
NR50789--MA1107.1.KLF9	chr5	140839008	140839020	+	0.000	0.000	Merged-chr5-140838792-15
NR19783--MA0493.1.Klf1	chr14	66186414	66186424	-	0.000	0.000	Merged-chr14-66186315-1
NR62270--MA0741.1.KLF16	chr8	109737781	109737791	+	0.000	0.000	Merged-chr8-109737569-72
NR22622--MA0039.3.KLF4	chr15	84663176	84663186	-	0.000	0.000	Merged-chr15-84663201-26
NR62669--MA0599.1.KLF5	chr8	119840581	119840590	+	0.000	0.000	Merged-chr8-119840588-52
NR15638--MA1107.1.KLF9	chr13	9360274	9360286	-	0.000	0.000	Merged-chr13-9360244-14
NR51169--MA0742.1.Klf12	chr5	148372223	148372237	+	0.000	0.000	Merged-chr5-148372339-13
NR52063--MA0741.1.KLF16	chr6	48016325	48016335	+	0.000	0.000	Merged-chr6-48016315-29
NR33098--MA1107.1.KLF9	chr2	11651835	11651847	-	0.000	0.000	Merged-chr2-11651673-28
NR56617--MA0493.1.Klf1	chr7	45771257	45771267	+	0.000	0.000	Merged-chr7-45771241-24
NR1414--MA1107.1.KLF9	chr1	87185095	87185107	-	0.000	0.000	Merged-chr1-87185093-29
NR31209--MA0741.1.KLF16	chr19	5424801	5424811	+	0.000	0.000	Merged-chr19-5424868-86
NR22552--MA0599.1.KLF5	chr15	83100173	83100182	-	0.000	0.000	Merged-chr15-83100216-49
NR65598--MA0741.1.KLF16	chr9	101034552	101034562	+	0.000	0.000	Merged-chr9-101034724-70
NR56537--MA0599.1.KLF5	chr7	45204563	45204572	+	0.000	0.000	Merged-chr7-45204640-42
NR52129--MA0741.1.KLF16	chr6	50110169	50110179	-	0.000	0.000	Merged-chr6-50110247-81
NR38525--MA1107.1.KLF9	chr3	19662068	19662080	-	0.000	0.000	Merged-chr3-19662014-20
NR34771--MA0599.1.KLF5	chr2	73214456	73214465	+	0.000	0.000	Merged-chr2-73214305-60
NR37577--MA0741.1.KLF16	chr2	165653852	165653862	+	0.000	0.000	Merged-chr2-165653935-20
NR40176--MA0741.1.KLF16	chr3	103376024	103376034	+	0.000	0.000	Merged-chr3-103375915-4
NR39602--MA0493.1.Klf1	chr3	89091105	89091115	+	0.000	0.000	Merged-chr3-89091071-26
NR28178--MA0599.1.KLF5	chr17	71551941	71551950	-	0.000	0.000	Merged-chr17-71552127-66
NR53760--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR63318--MA0741.1.KLF16	chr9	7805169	7805179	-	0.000	0.000	Merged-chr9-7805138-27
NR39522--MA0599.1.KLF5	chr3	88142280	88142289	+	0.000	0.000	Merged-chr3-88142158-111
NR63996--MA0599.1.KLF5	chr9	44772960	44772969	-	0.000	0.000	Merged-chr9-44772887-60
NR27814--MA0740.1.KLF14	chr17	56462416	56462429	-	0.000	0.000	Merged-chr17-56462383-73
NR14572--MA0742.1.Klf12	chr12	98746859	98746873	+	0.000	0.000	Merged-chr12-98746882-127
NR66900--MA0741.1.KLF16	chr9	123253117	123253127	+	0.000	0.000	Merged-chr9-123252996-28
NR12994--MA0740.1.KLF14	chr11	121741627	121741640	-	0.000	0.000	Merged-chr11-121741709-19
NR33075--MA0741.1.KLF16	chr2	11016565	11016575	-	0.000	0.000	Merged-chr2-11016646-27
NR3267--MA1107.1.KLF9	chr1	165174115	165174127	-	0.000	0.000	Merged-chr1-165174283-37
NR28845--MA0599.1.KLF5	chr17	88256476	88256485	-	0.000	0.000	Merged-chr17-88256193-58
NR17607--MA0740.1.KLF14	chr13	98692030	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR45420--MA1107.1.KLF9	chr4	135240538	135240550	+	0.000	0.000	Merged-chr4-135240576-11
NR32363--MA0599.1.KLF5	chr19	46305640	46305649	-	0.000	0.000	Merged-chr19-46305608-10
NR18343--MA0039.3.KLF4	chr13	114887433	114887443	-	0.000	0.000	Merged-chr13-114887526-35
NR40108--MA0742.1.Klf12	chr3	101588934	101588948	+	0.000	0.000	Merged-chr3-101588946-10
NR25910--MA1107.1.KLF9	chr17	8562349	8562361	-	0.000	0.000	Merged-chr17-8562551-56
NR15803--MA0741.1.KLF16	chr13	23710594	23710604	+	0.000	0.000	Merged-chr13-23710552-37
NR26446--MA0599.1.KLF5	chr17	24752928	24752937	+	0.000	0.000	Merged-chr17-24753082-30
NR37668--MA1107.1.KLF9	chr2	166753901	166753913	+	0.000	0.000	Merged-chr2-166753857-1
NR34404--MA0599.1.KLF5	chr2	61402411	61402420	-	0.000	0.000	Merged-chr2-61402469-66
NR49628--MA0493.1.Klf1	chr5	120588797	120588807	-	0.000	0.000	Merged-chr5-120588744-78
NR26450--MA0741.1.KLF16	chr17	24752913	24752923	+	0.000	0.000	Merged-chr17-24753082-30
NR31937--MA0741.1.KLF16	chr19	34846569	34846579	-	0.000	0.000	Merged-chr19-34846685-64
NR58175--MA0599.1.KLF5	chr7	110202891	110202900	+	0.000	0.000	Merged-chr7-110202943-8
NR22077--MA0493.1.Klf1	chr15	76118070	76118080	+	0.000	0.000	Merged-chr15-76118130-3
NR5680--MA0493.1.Klf1	chr10	59964754	59964764	+	0.000	0.000	Merged-chr10-59964870-60
NR4233--MA0741.1.KLF16	chr1	187216209	187216219	+	0.000	0.000	Merged-chr1-187216297-6
NR31634--MA0740.1.KLF14	chr19	21623537	21623550	-	0.000	0.000	Merged-chr19-21623609-22
NR21408--MA0493.1.Klf1	chr15	36562768	36562778	+	0.000	0.000	Merged-chr15-36562926-39
NR16243--MA0741.1.KLF16	chr13	44730710	44730720	-	0.000	0.000	Merged-chr13-44730777-105
NR41177--MA1107.1.KLF9	chr3	133583898	133583910	-	0.000	0.000	Merged-chr3-133583850-2
NR53813--MA0493.1.Klf1	chr6	119848186	119848196	+	0.000	0.000	Merged-chr6-119848153-79
NR14563--MA0741.1.KLF16	chr12	98677284	98677294	-	0.000	0.000	Merged-chr12-98677424-35
NR7641--MA0599.1.KLF5	chr10	108331679	108331688	+	0.000	0.000	Merged-chr10-108331523-1
NR45099--MA0599.1.KLF5	chr4	132422109	132422118	-	0.000	0.000	Merged-chr4-132422317-46
NR14087--MA0741.1.KLF16	chr12	78219302	78219312	-	0.000	0.000	Merged-chr12-78219327-13
NR62360--MA0599.1.KLF5	chr8	111769463	111769472	+	0.000	0.000	Merged-chr8-111769335-16
NR35483--MA0741.1.KLF16	chr2	104027811	104027821	-	0.000	0.000	Merged-chr2-104027987-88
NR39047--MA0493.1.Klf1	chr3	58470267	58470277	+	0.000	0.000	Merged-chr3-58470222-35
NR14629--MA0741.1.KLF16	chr12	100876269	100876279	-	0.000	0.000	Merged-chr12-100876279-15
NR40153--MA0657.1.KLF13	chr3	103102580	103102597	-	0.000	0.000	Merged-chr3-103102606-96
NR694--MA0741.1.KLF16	chr1	52844815	52844825	+	0.000	0.000	Merged-chr1-52844963-67
NR4236--MA1107.1.KLF9	chr1	187216204	187216216	+	0.000	0.000	Merged-chr1-187216297-6
NR33332--MA0599.1.KLF5	chr2	25148074	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR66676--MA0741.1.KLF16	chr9	119963510	119963520	+	0.000	0.000	Merged-chr9-119963439-34
NR48986--MA0740.1.KLF14	chr5	107597705	107597718	+	0.000	0.000	Merged-chr5-107597762-77
NR48331--MA0039.3.KLF4	chr5	88988943	88988953	-	0.000	0.000	Merged-chr5-88989096-7
NR5233--MA0599.1.KLF5	chr10	30618173	30618182	+	0.000	0.000	Merged-chr10-30618352-61
NR39091--MA1107.1.KLF9	chr3	60603217	60603229	-	0.000	0.000	Merged-chr3-60603394-48
NR20050--MA0599.1.KLF5	chr14	75131076	75131085	+	0.000	0.000	Merged-chr14-75131133-67
NR61615--MA0657.1.KLF13	chr8	85060106	85060123	+	0.000	0.000	Merged-chr8-85060180-46
NR8282--MA1107.1.KLF9	chr10	121781405	121781417	-	0.000	0.000	Merged-chr10-121781382-29
NR46164--MA0740.1.KLF14	chr4	149137350	149137363	+	0.000	0.000	Merged-chr4-149137433-58
NR31139--MA0599.1.KLF5	chr19	4300398	4300407	-	0.000	0.000	Merged-chr19-4300268-82
NR56540--MA0742.1.Klf12	chr7	45211900	45211914	+	0.000	0.000	Merged-chr7-45211894-24
NR33313--MA1107.1.KLF9	chr2	24748046	24748058	-	0.000	0.000	Merged-chr2-24748146-35
NR31220--MA0740.1.KLF14	chr19	5567925	5567938	-	0.000	0.000	Merged-chr19-5567991-110
NR53705--MA1107.1.KLF9	chr6	117882193	117882205	-	0.000	0.000	Merged-chr6-117882212-27
NR55371--MA0599.1.KLF5	chr7	12961098	12961107	-	0.000	0.000	Merged-chr7-12961225-2
NR16719--MA1107.1.KLF9	chr13	58158330	58158342	-	0.000	0.000	Merged-chr13-58158134-148
NR65675--MA0740.1.KLF14	chr9	102779722	102779735	+	0.000	0.000	Merged-chr9-102779765-25
NR11824--MA0741.1.KLF16	chr11	100320407	100320417	+	0.000	0.000	Merged-chr11-100320194-102
NR52509--MA0741.1.KLF16	chr6	67339548	67339558	+	0.000	0.000	Merged-chr6-67339720-32
NR18250--MA0493.1.Klf1	chr13	113013599	113013609	-	0.000	0.000	Merged-chr13-113013424-80
NR18385--MA0599.1.KLF5	chr13	117025901	117025910	+	0.000	0.000	Merged-chr13-117025711-44
NR63995--MA0740.1.KLF14	chr9	44772957	44772970	-	0.000	0.000	Merged-chr9-44772887-60
NR15460--MA0599.1.KLF5	chr12	117154000	117154009	-	0.000	0.000	Merged-chr12-117154015-9
NR42102--MA0742.1.Klf12	chr3	154628486	154628500	+	0.000	0.000	Merged-chr3-154628476-23
NR51874--MA0039.3.KLF4	chr6	38345976	38345986	+	0.000	0.000	Merged-chr6-38346040-40
NR27176--MA0740.1.KLF14	chr17	35516890	35516903	+	0.000	0.000	Merged-chr17-35516869-65
NR12607--MA0599.1.KLF5	chr11	115603931	115603940	-	0.000	0.000	Merged-chr11-115603871-66
NR66020--MA1107.1.KLF9	chr9	108104923	108104935	+	0.000	0.000	Merged-chr9-108105008-23
NR27718--MA0740.1.KLF14	chr17	51832737	51832750	-	0.000	0.000	Merged-chr17-51832834-116
NR10557--MA0599.1.KLF5	chr11	70970129	70970138	-	0.000	0.000	Merged-chr11-70970318-94
NR37207--MA1107.1.KLF9	chr2	157147994	157148006	-	0.000	0.000	Merged-chr2-157147783-53
NR55343--MA1107.1.KLF9	chr7	7300643	7300655	+	0.000	0.000	Merged-chr7-7300526-17
NR23421--MA0740.1.KLF14	chr15	102722233	102722246	-	0.000	0.000	Merged-chr15-102722024-72
NR39835--MA0493.1.Klf1	chr3	95134262	95134272	-	0.000	0.000	Merged-chr3-95134021-55
NR64513--MA0599.1.KLF5	chr9	63740776	63740785	+	0.000	0.000	Merged-chr9-63740717-42
NR18698--MA0741.1.KLF16	chr14	20082822	20082832	-	0.000	0.000	Merged-chr14-20082974-67
NR25486--MA0599.1.KLF5	chr16	94526671	94526680	-	0.000	0.000	Merged-chr16-94526559-95
NR26830--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR54917--MA0741.1.KLF16	chr6	145284480	145284490	-	0.000	0.000	Merged-chr6-145284477-26
NR39610--MA0039.3.KLF4	chr3	89183125	89183135	+	0.000	0.000	Merged-chr3-89183015-64
NR16081--MA0741.1.KLF16	chr13	38152878	38152888	+	0.000	0.000	Merged-chr13-38152778-13
NR38058--MA0742.1.Klf12	chr2	173021868	173021882	-	0.000	0.000	Merged-chr2-173022060-54
NR20242--MA0493.1.Klf1	chr14	79587564	79587574	+	0.000	0.000	Merged-chr14-79587561-73
NR16352--MA0741.1.KLF16	chr13	49652839	49652849	+	0.000	0.000	Merged-chr13-49652936-64
NR11410--MA0741.1.KLF16	chr11	93885828	93885838	+	0.000	0.000	Merged-chr11-93885613-161
NR21536--MA0740.1.KLF14	chr15	42983296	42983309	+	0.000	0.000	Merged-chr15-42983258-15
NR54903--MA0493.1.Klf1	chr6	144917166	144917176	+	0.000	0.000	Merged-chr6-144917284-5
NR44308--MA1107.1.KLF9	chr4	116168774	116168786	+	0.000	0.000	Merged-chr4-116168946-31
NR47870--MA0657.1.KLF13	chr5	66165953	66165970	-	0.000	0.000	Merged-chr5-66165983-46
NR14196--MA0741.1.KLF16	chr12	81853605	81853615	-	0.000	0.000	Merged-chr12-81853682-19
NR37490--MA0599.1.KLF5	chr2	164041243	164041252	-	0.000	0.000	Merged-chr2-164041176-18
NR21999--MA0493.1.Klf1	chr15	74935369	74935379	+	0.000	0.000	Merged-chr15-74935411-23
NR32330--MA0741.1.KLF16	chr19	45998241	45998251	+	0.000	0.000	Merged-chr19-45998382-59
NR47018--MA1107.1.KLF9	chr5	23604664	23604676	+	0.000	0.000	Merged-chr5-23604556-29
NR37067--MA0741.1.KLF16	chr2	154436281	154436291	-	0.000	0.000	Merged-chr2-154436472-72
NR23078--MA0599.1.KLF5	chr15	97784366	97784375	-	0.000	0.000	Merged-chr15-97784467-57
NR32381--MA0599.1.KLF5	chr19	46503754	46503763	-	0.000	0.000	Merged-chr19-46503921-48
NR3070--MA1107.1.KLF9	chr1	160053434	160053446	-	0.000	0.000	Merged-chr1-160053620-125
NR56527--MA1107.1.KLF9	chr7	45136133	45136145	+	0.000	0.000	Merged-chr7-45136227-69
NR40208--MA0741.1.KLF16	chr3	103809505	103809515	+	0.000	0.000	Merged-chr3-103809484-100
NR27194--MA0039.3.KLF4	chr17	35742089	35742099	+	0.000	0.000	Merged-chr17-35741988-36
NR46711--MA0039.3.KLF4	chr5	8373552	8373562	+	0.000	0.000	Merged-chr5-8373673-6
NR40535--MA1107.1.KLF9	chr3	116024477	116024489	-	0.000	0.000	Merged-chr3-116024547-26
NR35973--MA0599.1.KLF5	chr2	122348947	122348956	+	0.000	0.000	Merged-chr2-122348825-59
NR43314--MA0741.1.KLF16	chr4	59581655	59581665	-	0.000	0.000	Merged-chr4-59581419-81
NR15787--MA0599.1.KLF5	chr13	22006445	22006454	+	0.000	0.000	Merged-chr13-22006398-128
NR64710--MA0741.1.KLF16	chr9	67840239	67840249	+	0.000	0.000	Merged-chr9-67840387-69
NR39512--MA1107.1.KLF9	chr3	88022958	88022970	+	0.000	0.000	Merged-chr3-88023115-51
NR63637--MA1107.1.KLF9	chr9	31543606	31543618	-	0.000	0.000	Merged-chr9-31543581-8
NR18--MA0493.1.Klf1	chr1	6467070	6467080	-	0.000	0.000	Merged-chr1-6467226-38
NR44448--MA0599.1.KLF5	chr4	119733692	119733701	+	0.000	0.000	Merged-chr4-119733692-69
NR27791--MA0599.1.KLF5	chr17	56303328	56303337	+	0.000	0.000	Merged-chr17-56303360-16
NR37319--MA1107.1.KLF9	chr2	160657995	160658007	-	0.000	0.000	Merged-chr2-160657923-30
NR21788--MA0740.1.KLF14	chr15	61983496	61983509	-	0.000	0.000	Merged-chr15-61983458-31
NR29146--MA1107.1.KLF9	chr18	14668921	14668933	+	0.000	0.000	Merged-chr18-14669072-17
NR53957--MA0599.1.KLF5	chr6	124931198	124931207	+	0.000	0.000	Merged-chr6-124931294-106
NR61229--MA1107.1.KLF9	chr8	72162996	72163008	+	0.000	0.000	Merged-chr8-72162977-17
NR34804--MA0741.1.KLF16	chr2	73450286	73450296	+	0.000	0.000	Merged-chr2-73450405-66
NR50346--MA1107.1.KLF9	chr5	135024037	135024049	-	0.000	0.000	Merged-chr5-135023951-46
NR45784--MA0599.1.KLF5	chr4	141296052	141296061	+	0.000	0.000	Merged-chr4-141296105-4
NR6882--MA0493.1.Klf1	chr10	83336550	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR17430--MA0741.1.KLF16	chr13	93990540	93990550	+	0.000	0.000	Merged-chr13-93990352-84
NR3138--MA0493.1.Klf1	chr1	161791979	161791989	-	0.000	0.000	Merged-chr1-161792020-2
