#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR54911--MA1107.1.KLF9	chr7	27446743	27446755	+	0.000	0.000	Merged-chr7-27446803-18
NR41854--MA0599.1.KLF5	chr4	41664786	41664795	-	0.000	0.000	Merged-chr4-41664876-20
NR13037--MA0742.1.Klf12	chr12	26415134	26415148	-	0.000	0.000	Merged-chr12-26415097-65
NR38790--MA0599.1.KLF5	chr3	88455401	88455410	-	0.000	0.000	Merged-chr3-88455339-11
NR4585--MA1107.1.KLF9	chr10	12805995	12806007	+	0.000	0.000	Merged-chr10-12806040-40
NR37370--MA0740.1.KLF14	chr2	173204944	173204957	-	0.000	0.000	Merged-chr2-173204995-14
NR18255--MA0599.1.KLF5	chr14	6757240	6757249	+	0.000	0.000	Merged-chr14-6757064-86
NR10099--MA1107.1.KLF9	chr11	74443987	74443999	+	0.000	0.000	Merged-chr11-74444076-12
NR5652--MA0039.3.KLF4	chr10	69536828	69536838	-	0.000	0.000	Merged-chr10-69536721-21
NR2196--MA0599.1.KLF5	chr1	136174203	136174212	-	0.000	0.000	Merged-chr1-136174143-42
NR60381--MA0493.1.Klf1	chr8	95001714	95001724	-	0.000	0.000	Merged-chr8-95001890-40
NR38432--MA0599.1.KLF5	chr3	65515933	65515942	+	0.000	0.000	Merged-chr3-65515971-28
NR3298--MA0741.1.KLF16	chr1	171677914	171677924	+	0.000	0.000	Merged-chr1-171677833-5
NR36597--MA0599.1.KLF5	chr2	160657973	160657982	-	0.000	0.000	Merged-chr2-160657923-30
NR50411--MA0742.1.Klf12	chr6	3541163	3541177	-	0.000	0.000	Merged-chr6-3541149-9
NR4913--MA0599.1.KLF5	chr10	33951328	33951337	+	0.000	0.000	Merged-chr10-33951083-72
NR38771--MA1107.1.KLF9	chr3	88142220	88142232	-	0.000	0.000	Merged-chr3-88142158-111
NR29949--MA0742.1.Klf12	chr18	67210555	67210569	+	0.000	0.000	Merged-chr18-67210472-14
NR8479--MA0740.1.KLF14	chr11	5444995	5445008	+	0.000	0.000	Merged-chr11-5444767-95
NR53039--MA0599.1.KLF5	chr6	130078397	130078406	-	0.000	0.000	Merged-chr6-130078295-22
NR23180--MA0493.1.Klf1	chr15	100443772	100443782	+	0.000	0.000	Merged-chr15-100443625-43
NR64635--MA0741.1.KLF16	chr9	108662031	108662041	+	0.000	0.000	Merged-chr9-108662200-36
NR31286--MA0741.1.KLF16	chr19	18713082	18713092	+	0.000	0.000	Merged-chr19-18713234-65
NR15174--MA0742.1.Klf12	chr12	117821806	117821820	-	0.000	0.000	Merged-chr12-117821685-9
NR541--MA0599.1.KLF5	chr1	40790662	40790671	+	0.000	0.000	Merged-chr1-40790646-63
NR40709--MA0039.3.KLF4	chr3	142562829	142562839	-	0.000	0.000	Merged-chr3-142562665-31
NR13596--MA0740.1.KLF14	chr12	72761197	72761210	-	0.000	0.000	Merged-chr12-72761201-120
NR47246--MA1107.1.KLF9	chr5	93115637	93115649	-	0.000	0.000	Merged-chr5-93115776-9
NR26341--MA0741.1.KLF16	chr17	26069586	26069596	+	0.000	0.000	Merged-chr17-26069503-58
NR36467--MA0740.1.KLF14	chr2	157135234	157135247	-	0.000	0.000	Merged-chr2-157135049-77
NR38316--MA0742.1.Klf12	chr3	55112259	55112273	-	0.000	0.000	Merged-chr3-55112453-78
NR36363--MA1107.1.KLF9	chr2	155775833	155775845	-	0.000	0.000	Merged-chr2-155775687-14
NR47922--MA1107.1.KLF9	chr5	112311048	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR5215--MA0599.1.KLF5	chr10	52382039	52382048	+	0.000	0.000	Merged-chr10-52382064-99
NR14679--MA0599.1.KLF5	chr12	108686655	108686664	-	0.000	0.000	Merged-chr12-108686639-7
NR5554--MA1107.1.KLF9	chr10	63381567	63381579	+	0.000	0.000	Merged-chr10-63381719-30
NR26692--MA0599.1.KLF5	chr17	30576458	30576467	-	0.000	0.000	Merged-chr17-30576361-74
NR48243--MA0599.1.KLF5	chr5	117126111	117126120	+	0.000	0.000	Merged-chr5-117125989-17
NR11045--MA0740.1.KLF14	chr11	97104220	97104233	+	0.000	0.000	Merged-chr11-97104187-33
NR44021--MA0742.1.Klf12	chr4	133601934	133601948	+	0.000	0.000	Merged-chr4-133601958-40
NR48582--MA1107.1.KLF9	chr5	123132734	123132746	+	0.000	0.000	Merged-chr5-123132654-50
NR3841--MA0599.1.KLF5	chr1	183298396	183298405	+	0.000	0.000	Merged-chr1-183298283-17
NR43134--MA0599.1.KLF5	chr4	116150506	116150515	-	0.000	0.000	Merged-chr4-116150435-60
NR45581--MA0741.1.KLF16	chr4	156203240	156203250	+	0.000	0.000	Merged-chr4-156203414-81
NR32983--MA0741.1.KLF16	chr2	26237438	26237448	+	0.000	0.000	Merged-chr2-26237317-65
NR50888--MA0493.1.Klf1	chr6	42343613	42343623	-	0.000	0.000	Merged-chr6-42343728-43
NR26898--MA0599.1.KLF5	chr17	33951491	33951500	+	0.000	0.000	Merged-chr17-33951587-69
NR60816--MA0599.1.KLF5	chr8	115232563	115232572	-	0.000	0.000	Merged-chr8-115232618-16
NR49794--MA0599.1.KLF5	chr5	142448264	142448273	+	0.000	0.000	Merged-chr5-142448272-36
NR34507--MA0599.1.KLF5	chr2	85048019	85048028	-	0.000	0.000	Merged-chr2-85048071-98
NR8807--MA0599.1.KLF5	chr11	23306409	23306418	-	0.000	0.000	Merged-chr11-23306363-115
NR47260--MA0493.1.Klf1	chr5	93267193	93267203	+	0.000	0.000	Merged-chr5-93267290-2
NR42136--MA0742.1.Klf12	chr4	46564119	46564133	-	0.000	0.000	Merged-chr4-46564109-30
NR17236--MA0657.1.KLF13	chr13	97790017	97790034	+	0.000	0.000	Merged-chr13-97790032-25
NR44676--MA0599.1.KLF5	chr4	141148500	141148509	+	0.000	0.000	Merged-chr4-141148544-3
NR48877--MA0740.1.KLF14	chr5	129941868	129941881	+	0.000	0.000	Merged-chr5-129941845-102
NR35291--MA1107.1.KLF9	chr2	122356419	122356431	-	0.000	0.000	Merged-chr2-122356412-11
NR22642--MA0742.1.Klf12	chr15	93375888	93375902	-	0.000	0.000	Merged-chr15-93375803-4
NR4482--MA1107.1.KLF9	chr10	5795631	5795643	+	0.000	0.000	Merged-chr10-5795457-7
NR3687--MA0742.1.Klf12	chr1	180829980	180829994	+	0.000	0.000	Merged-chr1-180830009-39
NR31143--MA0741.1.KLF16	chr19	11045225	11045235	-	0.000	0.000	Merged-chr19-11045347-81
NR23726--MA0740.1.KLF14	chr16	11134784	11134797	+	0.000	0.000	Merged-chr16-11134662-66
NR9762--MA0740.1.KLF14	chr11	65807157	65807170	+	0.000	0.000	Merged-chr11-65807044-98
NR39462--MA0741.1.KLF16	chr3	103809505	103809515	+	0.000	0.000	Merged-chr3-103809484-100
NR60590--MA0741.1.KLF16	chr8	107031194	107031204	+	0.000	0.000	Merged-chr8-107031400-72
NR36010--MA0493.1.Klf1	chr2	146855823	146855833	+	0.000	0.000	Merged-chr2-146855966-67
NR30510--MA0599.1.KLF5	chr18	82692302	82692311	-	0.000	0.000	Merged-chr18-82692558-116
NR2030--MA0741.1.KLF16	chr1	132417544	132417554	-	0.000	0.000	Merged-chr1-132417659-59
NR26984--MA0657.1.KLF13	chr17	34899691	34899708	-	0.000	0.000	Merged-chr17-34899910-24
NR56537--MA0599.1.KLF5	chr7	99381414	99381423	-	0.000	0.000	Merged-chr7-99381387-71
NR34095--MA0599.1.KLF5	chr2	71211736	71211745	+	0.000	0.000	Merged-chr2-71211866-51
NR45654--MA0599.1.KLF5	chr5	8660458	8660467	-	0.000	0.000	Merged-chr5-8660427-82
NR24932--MA1107.1.KLF9	chr16	78491111	78491123	-	0.000	0.000	Merged-chr16-78491094-2
NR57953--MA0493.1.Klf1	chr7	137437517	137437527	-	0.000	0.000	Merged-chr7-137437784-89
NR37767--MA0493.1.Klf1	chr3	9947825	9947835	+	0.000	0.000	Merged-chr3-9947852-23
NR27272--MA0740.1.KLF14	chr17	44745576	44745589	+	0.000	0.000	Merged-chr17-44745562-14
NR14370--MA0599.1.KLF5	chr12	103338455	103338464	+	0.000	0.000	Merged-chr12-103338377-34
NR45899--MA0741.1.KLF16	chr5	24393591	24393601	+	0.000	0.000	Merged-chr5-24393621-16
NR12051--MA0493.1.Klf1	chr11	114238563	114238573	+	0.000	0.000	Merged-chr11-114238468-20
NR10305--MA1107.1.KLF9	chr11	78165631	78165643	+	0.000	0.000	Merged-chr11-78165557-54
NR21775--MA0493.1.Klf1	chr15	76799671	76799681	+	0.000	0.000	Merged-chr15-76799596-17
NR2118--MA0742.1.Klf12	chr1	134344789	134344803	+	0.000	0.000	Merged-chr1-134344743-32
NR43316--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR9668--MA0493.1.Klf1	chr11	61762130	61762140	-	0.000	0.000	Merged-chr11-61762062-61
NR11517--MA0599.1.KLF5	chr11	102556210	102556219	+	0.000	0.000	Merged-chr11-102556174-73
NR51419--MA0599.1.KLF5	chr6	66973327	66973336	+	0.000	0.000	Merged-chr6-66973310-7
NR6878--MA0599.1.KLF5	chr10	96616819	96616828	+	0.000	0.000	Merged-chr10-96617072-57
NR48463--MA0740.1.KLF14	chr5	121618989	121619002	+	0.000	0.000	Merged-chr5-121619111-49
NR35143--MA0039.3.KLF4	chr2	119189564	119189574	+	0.000	0.000	Merged-chr2-119189381-64
NR8735--MA0741.1.KLF16	chr11	20631941	20631951	-	0.000	0.000	Merged-chr11-20632117-165
NR60928--MA0599.1.KLF5	chr8	117471481	117471490	+	0.000	0.000	Merged-chr8-117471438-26
NR508--MA0741.1.KLF16	chr1	39950308	39950318	-	0.000	0.000	Merged-chr1-39950256-21
NR23601--MA0493.1.Klf1	chr16	4756948	4756958	+	0.000	0.000	Merged-chr16-4756918-52
NR1127--MA0741.1.KLF16	chr1	78478154	78478164	-	0.000	0.000	Merged-chr1-78478073-15
NR3544--MA0742.1.Klf12	chr1	178406469	178406483	+	0.000	0.000	Merged-chr1-178406202-119
NR46838--MA0599.1.KLF5	chr5	72203281	72203290	-	0.000	0.000	Merged-chr5-72203390-56
NR66472--MA1107.1.KLF9	chrX	104857285	104857297	+	0.000	0.000	Merged-chrX-104857124-25
NR21408--MA0493.1.Klf1	chr15	60187587	60187597	+	0.000	0.000	Merged-chr15-60187458-69
NR38665--MA0599.1.KLF5	chr3	84345605	84345614	+	0.000	0.000	Merged-chr3-84345416-77
NR61024--MA0599.1.KLF5	chr8	119840581	119840590	+	0.000	0.000	Merged-chr8-119840588-52
NR52857--MA0741.1.KLF16	chr6	127142615	127142625	+	0.000	0.000	Merged-chr6-127142534-64
NR9414--MA0740.1.KLF14	chr11	55131273	55131286	+	0.000	0.000	Merged-chr11-55131266-10
NR26516--MA0741.1.KLF16	chr17	28177301	28177311	-	0.000	0.000	Merged-chr17-28177192-60
NR1659--MA0742.1.Klf12	chr1	118627896	118627910	+	0.000	0.000	Merged-chr1-118628003-42
NR42379--MA0741.1.KLF16	chr4	59003107	59003117	+	0.000	0.000	Merged-chr4-59003265-59
NR61--MA0740.1.KLF14	chr1	9944158	9944171	+	0.000	0.000	Merged-chr1-9944103-43
NR31361--MA0039.3.KLF4	chr19	24280185	24280195	+	0.000	0.000	Merged-chr19-24280431-137
NR21667--MA1107.1.KLF9	chr15	75633556	75633568	+	0.000	0.000	Merged-chr15-75633579-27
NR42920--MA0039.3.KLF4	chr4	107314355	107314365	+	0.000	0.000	Merged-chr4-107314290-66
NR24890--MA0657.1.KLF13	chr16	77099361	77099378	-	0.000	0.000	Merged-chr16-77099308-12
NR29475--MA0740.1.KLF14	chr18	46597706	46597719	-	0.000	0.000	Merged-chr18-46597780-100
NR1320--MA1107.1.KLF9	chr1	87847236	87847248	-	0.000	0.000	Merged-chr1-87847290-68
NR60380--MA0039.3.KLF4	chr8	95001712	95001722	-	0.000	0.000	Merged-chr8-95001890-40
NR50306--MA0741.1.KLF16	chr5	150118621	150118631	-	0.000	0.000	Merged-chr5-150118801-72
NR62566--MA0599.1.KLF5	chr9	45955024	45955033	+	0.000	0.000	Merged-chr9-45955056-98
NR22138--MA0740.1.KLF14	chr15	81510679	81510692	-	0.000	0.000	Merged-chr15-81510764-17
NR8050--MA0741.1.KLF16	chr10	127289326	127289336	+	0.000	0.000	Merged-chr10-127289127-70
NR35278--MA0741.1.KLF16	chr2	122234701	122234711	+	0.000	0.000	Merged-chr2-122234725-76
NR5448--MA0599.1.KLF5	chr10	61492183	61492192	-	0.000	0.000	Merged-chr10-61492301-30
NR66676--MA0741.1.KLF16	chrX	140456579	140456589	+	0.000	0.000	Merged-chrX-140456761-74
NR33671--MA1107.1.KLF9	chr2	37443278	37443290	-	0.000	0.000	Merged-chr2-37443185-70
NR19437--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR2523--MA0599.1.KLF5	chr1	151501059	151501068	+	0.000	0.000	Merged-chr1-151500785-93
NR37593--MA0599.1.KLF5	chr2	180042432	180042441	+	0.000	0.000	Merged-chr2-180042476-118
NR15078--MA0039.3.KLF4	chr12	116467305	116467315	-	0.000	0.000	Merged-chr12-116467208-51
NR6912--MA0741.1.KLF16	chr10	96727345	96727355	+	0.000	0.000	Merged-chr10-96727425-36
NR10300--MA0740.1.KLF14	chr11	78165631	78165644	+	0.000	0.000	Merged-chr11-78165557-54
NR62547--MA1107.1.KLF9	chr9	45079229	45079241	-	0.000	0.000	Merged-chr9-45079244-29
NR12298--MA0599.1.KLF5	chr11	116949931	116949940	-	0.000	0.000	Merged-chr11-116950052-23
NR4961--MA0741.1.KLF16	chr10	39731544	39731554	+	0.000	0.000	Merged-chr10-39731442-1
NR46435--MA0740.1.KLF14	chr5	43802956	43802969	-	0.000	0.000	Merged-chr5-43802965-6
NR43152--MA0599.1.KLF5	chr4	116557496	116557505	-	0.000	0.000	Merged-chr4-116557390-101
NR45408--MA0599.1.KLF5	chr4	154142307	154142316	+	0.000	0.000	Merged-chr4-154142375-51
NR24587--MA0039.3.KLF4	chr16	52470453	52470463	+	0.000	0.000	Merged-chr16-52470408-42
NR9698--MA0741.1.KLF16	chr11	62281392	62281402	-	0.000	0.000	Merged-chr11-62281332-88
NR49573--MA0741.1.KLF16	chr5	139380622	139380632	-	0.000	0.000	Merged-chr5-139380615-34
NR11629--MA0599.1.KLF5	chr11	105126357	105126366	+	0.000	0.000	Merged-chr11-105126391-86
NR21045--MA0741.1.KLF16	chr15	36397003	36397013	-	0.000	0.000	Merged-chr15-36397113-3
NR23359--MA0740.1.KLF14	chr15	102110642	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR746--MA1107.1.KLF9	chr1	58392870	58392882	+	0.000	0.000	Merged-chr1-58392729-1
NR5214--MA1107.1.KLF9	chr10	52382024	52382036	+	0.000	0.000	Merged-chr10-52382064-99
NR16100--MA0741.1.KLF16	chr13	49247942	49247952	+	0.000	0.000	Merged-chr13-49248043-74
NR59597--MA0742.1.Klf12	chr8	70374665	70374679	-	0.000	0.000	Merged-chr8-70374798-28
NR57500--MA0741.1.KLF16	chr7	127218494	127218504	-	0.000	0.000	Merged-chr7-127218487-51
NR32475--MA0599.1.KLF5	chr19	60874575	60874584	-	0.000	0.000	Merged-chr19-60874475-51
NR27082--MA0039.3.KLF4	chr17	35823070	35823080	-	0.000	0.000	Merged-chr17-35823208-57
NR34900--MA0741.1.KLF16	chr2	109278092	109278102	-	0.000	0.000	Merged-chr2-109278208-43
NR55657--MA0493.1.Klf1	chr7	49759100	49759110	-	0.000	0.000	Merged-chr7-49759209-49
NR9937--MA0740.1.KLF14	chr11	70000541	70000554	-	0.000	0.000	Merged-chr11-70000592-44
NR55371--MA0599.1.KLF5	chr7	44528171	44528180	+	0.000	0.000	Merged-chr7-44527953-37
NR21592--MA0599.1.KLF5	chr15	73169069	73169078	-	0.000	0.000	Merged-chr15-73169118-30
NR47022--MA0741.1.KLF16	chr5	77091884	77091894	+	0.000	0.000	Merged-chr5-77092081-48
NR24990--MA0740.1.KLF14	chr16	87405131	87405144	-	0.000	0.000	Merged-chr16-87405198-12
NR65107--MA0741.1.KLF16	chr9	117653940	117653950	+	0.000	0.000	Merged-chr9-117653773-19
NR52509--MA0741.1.KLF16	chr6	116193621	116193631	+	0.000	0.000	Merged-chr6-116193488-104
NR47474--MA0039.3.KLF4	chr5	100916656	100916666	-	0.000	0.000	Merged-chr5-100916697-39
NR24239--MA0493.1.Klf1	chr16	32608935	32608945	-	0.000	0.000	Merged-chr16-32609068-64
NR6211--MA0599.1.KLF5	chr10	80656768	80656777	-	0.000	0.000	Merged-chr10-80656566-55
NR47959--MA0741.1.KLF16	chr5	113641177	113641187	+	0.000	0.000	Merged-chr5-113641373-25
NR32597--MA0740.1.KLF14	chr2	9879647	9879660	-	0.000	0.000	Merged-chr2-9879570-49
NR29053--MA0599.1.KLF5	chr18	25505289	25505298	-	0.000	0.000	Merged-chr18-25505224-41
NR58211--MA0741.1.KLF16	chr7	141215792	141215802	+	0.000	0.000	Merged-chr7-141215830-56
NR43391--MA0741.1.KLF16	chr4	120951689	120951699	+	0.000	0.000	Merged-chr4-120951582-67
NR44416--MA0493.1.Klf1	chr4	137890766	137890776	+	0.000	0.000	Merged-chr4-137890747-20
NR551--MA0741.1.KLF16	chr1	40790695	40790705	+	0.000	0.000	Merged-chr1-40790646-63
NR55366--MA0742.1.Klf12	chr7	44496621	44496635	+	0.000	0.000	Merged-chr7-44496496-71
NR21573--MA1107.1.KLF9	chr15	73137757	73137769	+	0.000	0.000	Merged-chr15-73137730-76
NR22808--MA0741.1.KLF16	chr15	96497810	96497820	-	0.000	0.000	Merged-chr15-96497899-21
NR33184--MA0741.1.KLF16	chr2	30066344	30066354	+	0.000	0.000	Merged-chr2-30066556-82
NR58845--MA0740.1.KLF14	chr8	26953139	26953152	-	0.000	0.000	Merged-chr8-26953337-32
NR25101--MA0740.1.KLF14	chr16	90810510	90810523	-	0.000	0.000	Merged-chr16-90810372-70
NR21901--MA0599.1.KLF5	chr15	78810443	78810452	-	0.000	0.000	Merged-chr15-78810431-5
NR41777--MA0741.1.KLF16	chr4	40279453	40279463	-	0.000	0.000	Merged-chr4-40279458-68
NR64513--MA0599.1.KLF5	chr9	107338346	107338355	+	0.000	0.000	Merged-chr9-107338409-31
NR46687--MA0740.1.KLF14	chr5	64819680	64819693	+	0.000	0.000	Merged-chr5-64819652-30
NR10104--MA0657.1.KLF13	chr11	74572758	74572775	+	0.000	0.000	Merged-chr11-74572687-46
NR39620--MA0493.1.Klf1	chr3	107864183	107864193	+	0.000	0.000	Merged-chr3-107864110-34
NR37785--MA0493.1.Klf1	chr3	14611346	14611356	+	0.000	0.000	Merged-chr3-14611354-67
NR3719--MA0742.1.Klf12	chr1	181228987	181229001	+	0.000	0.000	Merged-chr1-181229140-10
NR40624--MA0039.3.KLF4	chr3	138162732	138162742	-	0.000	0.000	Merged-chr3-138162869-22
NR23114--MA0742.1.Klf12	chr15	99875459	99875473	+	0.000	0.000	Merged-chr15-99875491-38
NR60622--MA0741.1.KLF16	chr8	109706029	109706039	-	0.000	0.000	Merged-chr8-109706133-4
NR22203--MA0599.1.KLF5	chr15	81960985	81960994	-	0.000	0.000	Merged-chr15-81960727-98
NR40893--MA1107.1.KLF9	chr3	146156353	146156365	-	0.000	0.000	Merged-chr3-146156447-31
NR44305--MA0742.1.Klf12	chr4	136174950	136174964	-	0.000	0.000	Merged-chr4-136174853-23
NR58192--MA0741.1.KLF16	chr7	141092513	141092523	-	0.000	0.000	Merged-chr7-141092549-31
NR32601--MA0741.1.KLF16	chr2	9879649	9879659	-	0.000	0.000	Merged-chr2-9879570-49
NR34637--MA0599.1.KLF5	chr2	93187529	93187538	-	0.000	0.000	Merged-chr2-93187538-54
NR42354--MA0742.1.Klf12	chr4	57956426	57956440	+	0.000	0.000	Merged-chr4-57956340-134
NR40208--MA0741.1.KLF16	chr3	129470142	129470152	-	0.000	0.000	Merged-chr3-129470281-15
NR34422--MA0599.1.KLF5	chr2	80315618	80315627	+	0.000	0.000	Merged-chr2-80315576-77
NR30921--MA0741.1.KLF16	chr19	6341122	6341132	+	0.000	0.000	Merged-chr19-6341115-68
NR304--MA0599.1.KLF5	chr1	35817570	35817579	+	0.000	0.000	Merged-chr1-35817503-8
NR35658--MA0741.1.KLF16	chr2	132511619	132511629	-	0.000	0.000	Merged-chr2-132511544-14
NR58193--MA0599.1.KLF5	chr7	141092532	141092541	-	0.000	0.000	Merged-chr7-141092549-31
NR38049--MA0741.1.KLF16	chr3	36475725	36475735	+	0.000	0.000	Merged-chr3-36475795-73
NR61042--MA0599.1.KLF5	chr8	120114011	120114020	-	0.000	0.000	Merged-chr8-120114148-66
NR1488--MA0741.1.KLF16	chr1	93754893	93754903	+	0.000	0.000	Merged-chr1-93754706-110
NR35253--MA0742.1.Klf12	chr2	121457044	121457058	+	0.000	0.000	Merged-chr2-121457132-54
NR10678--MA0599.1.KLF5	chr11	88553066	88553075	-	0.000	0.000	Merged-chr11-88553229-39
NR10507--MA0741.1.KLF16	chr11	84179628	84179638	+	0.000	0.000	Merged-chr11-84179477-4
NR60712--MA1107.1.KLF9	chr8	111769391	111769403	-	0.000	0.000	Merged-chr8-111769335-16
NR61248--MA0599.1.KLF5	chr8	122775548	122775557	+	0.000	0.000	Merged-chr8-122775721-26
NR46171--MA0742.1.Klf12	chr5	33468918	33468932	+	0.000	0.000	Merged-chr5-33468852-15
NR1083--MA0742.1.Klf12	chr1	75399078	75399092	+	0.000	0.000	Merged-chr1-75398921-21
NR62799--MA0599.1.KLF5	chr9	55938125	55938134	-	0.000	0.000	Merged-chr9-55938219-68
NR11662--MA0741.1.KLF16	chr11	105181437	105181447	+	0.000	0.000	Merged-chr11-105181558-137
NR38110--MA0599.1.KLF5	chr3	38044520	38044529	-	0.000	0.000	Merged-chr3-38044560-26
NR46237--MA0742.1.Klf12	chr5	34637179	34637193	+	0.000	0.000	Merged-chr5-34637135-1
NR9673--MA0742.1.Klf12	chr11	61762192	61762206	-	0.000	0.000	Merged-chr11-61762062-61
NR10105--MA0599.1.KLF5	chr11	74619557	74619566	+	0.000	0.000	Merged-chr11-74619392-10
NR31688--MA0742.1.Klf12	chr19	40513851	40513865	-	0.000	0.000	Merged-chr19-40513581-97
NR49538--MA1107.1.KLF9	chr5	139304588	139304600	-	0.000	0.000	Merged-chr5-139304539-2
NR7224--MA0740.1.KLF14	chr10	111571231	111571244	+	0.000	0.000	Merged-chr10-111571158-21
NR44557--MA0742.1.Klf12	chr4	139330824	139330838	-	0.000	0.000	Merged-chr4-139330878-48
NR59377--MA0599.1.KLF5	chr8	60993066	60993075	+	0.000	0.000	Merged-chr8-60993240-112
NR45451--MA0741.1.KLF16	chr4	155217455	155217465	-	0.000	0.000	Merged-chr4-155217471-52
NR22851--MA0741.1.KLF16	chr15	97767762	97767772	-	0.000	0.000	Merged-chr15-97767936-47
NR30836--MA1107.1.KLF9	chr19	5456897	5456909	-	0.000	0.000	Merged-chr19-5456940-1
NR48494--MA0599.1.KLF5	chr5	122158215	122158224	+	0.000	0.000	Merged-chr5-122158258-63
NR54123--MA0039.3.KLF4	chr7	4099033	4099043	+	0.000	0.000	Merged-chr7-4099020-5
NR56452--MA0599.1.KLF5	chr7	96657254	96657263	+	0.000	0.000	Merged-chr7-96657062-2
NR29507--MA0740.1.KLF14	chr18	49979450	49979463	+	0.000	0.000	Merged-chr18-49979677-114
NR62226--MA0599.1.KLF5	chr9	32901535	32901544	-	0.000	0.000	Merged-chr9-32901528-39
NR20489--MA0599.1.KLF5	chr14	121093946	121093955	+	0.000	0.000	Merged-chr14-121093920-11
NR7846--MA1107.1.KLF9	chr10	121796244	121796256	+	0.000	0.000	Merged-chr10-121796258-28
NR65477--MA0742.1.Klf12	chr9	122129639	122129653	+	0.000	0.000	Merged-chr9-122129631-1
NR64606--MA1107.1.KLF9	chr9	108104925	108104937	+	0.000	0.000	Merged-chr9-108105008-23
NR63402--MA0742.1.Klf12	chr9	70542720	70542734	-	0.000	0.000	Merged-chr9-70542837-79
NR64691--MA0741.1.KLF16	chr9	110654200	110654210	+	0.000	0.000	Merged-chr9-110654068-56
NR46166--MA0493.1.Klf1	chr5	33336071	33336081	-	0.000	0.000	Merged-chr5-33336162-4
NR42501--MA0599.1.KLF5	chr4	70534976	70534985	-	0.000	0.000	Merged-chr4-70535162-86
NR425--MA0599.1.KLF5	chr1	38987727	38987736	+	0.000	0.000	Merged-chr1-38987666-67
NR41886--MA0741.1.KLF16	chr4	41770564	41770574	+	0.000	0.000	Merged-chr4-41770467-12
NR7184--MA0493.1.Klf1	chr10	110920128	110920138	+	0.000	0.000	Merged-chr10-110920143-70
NR39633--MA1107.1.KLF9	chr3	108210522	108210534	+	0.000	0.000	Merged-chr3-108210619-89
NR34990--MA0741.1.KLF16	chr2	115581752	115581762	-	0.000	0.000	Merged-chr2-115581699-80
NR12705--MA0493.1.Klf1	chr12	4234315	4234325	-	0.000	0.000	Merged-chr12-4234133-70
NR46753--MA0599.1.KLF5	chr5	65901127	65901136	+	0.000	0.000	Merged-chr5-65901111-39
NR40432--MA1107.1.KLF9	chr3	133583908	133583920	-	0.000	0.000	Merged-chr3-133583850-2
NR39127--MA0741.1.KLF16	chr3	96262966	96262976	-	0.000	0.000	Merged-chr3-96263071-120
NR55163--MA0740.1.KLF14	chr7	31208325	31208338	-	0.000	0.000	Merged-chr7-31208401-38
NR44414--MA0742.1.Klf12	chr4	137890766	137890780	+	0.000	0.000	Merged-chr4-137890747-20
NR53863--MA0599.1.KLF5	chr6	145249542	145249551	-	0.000	0.000	Merged-chr6-145249454-6
NR35496--MA0741.1.KLF16	chr2	128818049	128818059	+	0.000	0.000	Merged-chr2-128818111-117
NR9126--MA1107.1.KLF9	chr11	49204049	49204061	+	0.000	0.000	Merged-chr11-49204089-8
NR58540--MA0740.1.KLF14	chr8	11107238	11107251	-	0.000	0.000	Merged-chr8-11107220-18
NR52508--MA1107.1.KLF9	chr6	116193582	116193594	-	0.000	0.000	Merged-chr6-116193488-104
NR19657--MA0039.3.KLF4	chr14	74797449	74797459	-	0.000	0.000	Merged-chr14-74797519-9
NR47946--MA0599.1.KLF5	chr5	113164990	113164999	+	0.000	0.000	Merged-chr5-113165071-16
NR40857--MA0039.3.KLF4	chr3	145942165	145942175	-	0.000	0.000	Merged-chr3-145942154-31
NR30825--MA0741.1.KLF16	chr19	5424956	5424966	+	0.000	0.000	Merged-chr19-5424868-86
NR58953--MA1107.1.KLF9	chr8	34108266	34108278	-	0.000	0.000	Merged-chr8-34108229-124
NR10345--MA0741.1.KLF16	chr11	78512243	78512253	-	0.000	0.000	Merged-chr11-78512240-60
NR6383--MA0741.1.KLF16	chr10	81378724	81378734	+	0.000	0.000	Merged-chr10-81378614-74
NR18918--MA0599.1.KLF5	chr14	47541784	47541793	-	0.000	0.000	Merged-chr14-47541663-55
NR54341--MA0741.1.KLF16	chr7	12966199	12966209	-	0.000	0.000	Merged-chr7-12966009-60
NR65804--MA0493.1.Klf1	chrX	20272161	20272171	-	0.000	0.000	Merged-chrX-20272195-17
NR10313--MA0740.1.KLF14	chr11	78194956	78194969	-	0.000	0.000	Merged-chr11-78194798-25
