#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR5861--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR1630--MA0036.3.GATA2	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR6919--MA0766.1.GATA5	chr9	92313785	92313792	-	0.000	0.000	Merged-chr9-92314019-19
NR6054--MA0035.3.Gata1	chr7	19819203	19819213	-	0.000	0.000	Merged-chr7-19819165-4
NR277--MA0036.3.GATA2	chr1	144644802	144644812	-	0.000	0.000	Merged-chr1-144644739-1
NR354--MA0482.1.Gata4	chr1	162734417	162734427	+	0.000	0.000	Merged-chr1-162734445-9
NR75--MA0037.3.GATA3	chr1	44101573	44101580	-	0.000	0.000	Merged-chr1-44101717-6
NR1840--MA0035.3.Gata1	chr13	55636686	55636696	+	0.000	0.000	Merged-chr13-55636712-28
NR1295--MA0037.3.GATA3	chr11	112889838	112889845	+	0.000	0.000	Merged-chr11-112889934-3
NR2583--MA0140.2.GATA1::TAL1	chr15	66815685	66815702	+	0.000	0.000	Merged-chr15-66815683-20
NR1534--MA0036.3.GATA2	chr12	91746101	91746111	-	0.000	0.000	Merged-chr12-91745848-45
NR3924--MA0140.2.GATA1::TAL1	chr2	90566325	90566342	+	0.000	0.000	Merged-chr2-90566415-19
NR785--MA1104.1.GATA6	chr10	108333778	108333790	-	0.000	0.000	Merged-chr10-108333731-6
NR2245--MA0036.3.GATA2	chr14	54176683	54176693	-	0.000	0.000	Merged-chr14-54176715-16
NR7129--MA0037.3.GATA3	chrX	94235878	94235885	-	0.000	0.000	Merged-chrX-94235790-6
NR6527--MA1104.1.GATA6	chr8	106623317	106623329	+	0.000	0.000	Merged-chr8-106623305-12
NR2117--MA0482.1.Gata4	chr14	7858140	7858150	-	0.000	0.000	Merged-chr14-7858119-23
NR804--MA0037.3.GATA3	chr10	111925793	111925800	+	0.000	0.000	Merged-chr10-111925713-30
NR1991--MA0036.3.GATA2	chr13	98944929	98944939	-	0.000	0.000	Merged-chr13-98944863-49
NR1218--MA0037.3.GATA3	chr11	103260981	103260988	-	0.000	0.000	Merged-chr11-103260942-5
NR4729--MA0766.1.GATA5	chr4	43835053	43835060	+	0.000	0.000	Merged-chr4-43834935-30
NR3216--MA0140.2.GATA1::TAL1	chr17	71192188	71192205	-	0.000	0.000	Merged-chr17-71192022-46
NR6205--MA0482.1.Gata4	chr7	100449172	100449182	+	0.000	0.000	Merged-chr7-100449076-60
NR3052--MA0036.3.GATA2	chr17	12513654	12513664	+	0.000	0.000	Merged-chr17-12513699-7
NR3323--MA0036.3.GATA2	chr18	39457946	39457956	+	0.000	0.000	Merged-chr18-39457993-13
NR3989--MA0036.3.GATA2	chr2	112676859	112676869	+	0.000	0.000	Merged-chr2-112676754-32
NR2625--MA0140.2.GATA1::TAL1	chr15	79397034	79397051	-	0.000	0.000	Merged-chr15-79396966-23
NR1914--MA0036.3.GATA2	chr13	85498876	85498886	-	0.000	0.000	Merged-chr13-85498931-37
NR3585--MA0766.1.GATA5	chr19	33081729	33081736	-	0.000	0.000	Merged-chr19-33081699-35
NR91--MA0035.3.Gata1	chr1	52652808	52652818	-	0.000	0.000	Merged-chr1-52652704-8
NR367--MA0482.1.Gata4	chr1	164136960	164136970	-	0.000	0.000	Merged-chr1-164136892-1
NR248--MA0035.3.Gata1	chr1	136685413	136685423	-	0.000	0.000	Merged-chr1-136685597-75
NR2749--MA0482.1.Gata4	chr16	11078641	11078651	+	0.000	0.000	Merged-chr16-11078619-14
NR6104--MA0766.1.GATA5	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR1885--MA0140.2.GATA1::TAL1	chr13	74807038	74807055	+	0.000	0.000	Merged-chr13-74807108-27
NR7076--MA0037.3.GATA3	chrX	11664675	11664682	-	0.000	0.000	Merged-chrX-11664686-45
NR5840--MA0036.3.GATA2	chr6	125071325	125071335	+	0.000	0.000	Merged-chr6-125071459-61
NR5916--MA0766.1.GATA5	chr6	131276830	131276837	-	0.000	0.000	Merged-chr6-131276753-31
NR5441--MA0482.1.Gata4	chr5	137787615	137787625	-	0.000	0.000	Merged-chr5-137787536-7
NR3490--MA0482.1.Gata4	chr19	8019878	8019888	+	0.000	0.000	Merged-chr19-8019847-106
NR655--MA1104.1.GATA6	chr10	67586329	67586341	-	0.000	0.000	Merged-chr10-67586382-65
NR2591--MA0037.3.GATA3	chr15	73599774	73599781	-	0.000	0.000	Merged-chr15-73599756-21
NR2862--MA0037.3.GATA3	chr16	49774803	49774810	-	0.000	0.000	Merged-chr16-49774880-113
NR2766--MA1104.1.GATA6	chr16	13796689	13796701	-	0.000	0.000	Merged-chr16-13796850-44
NR1385--MA0036.3.GATA2	chr12	16474653	16474663	-	0.000	0.000	Merged-chr12-16474710-17
NR2096--MA0036.3.GATA2	chr13	114935607	114935617	+	0.000	0.000	Merged-chr13-114935699-10
NR6556--MA0035.3.Gata1	chr8	114888904	114888914	-	0.000	0.000	Merged-chr8-114888790-56
NR5744--MA0036.3.GATA2	chr6	97311128	97311138	-	0.000	0.000	Merged-chr6-97311024-32
NR2147--MA1104.1.GATA6	chr14	20177873	20177885	-	0.000	0.000	Merged-chr14-20177932-18
NR7111--MA0035.3.Gata1	chrX	37110342	37110352	-	0.000	0.000	Merged-chrX-37110282-56
NR3174--MA0036.3.GATA2	chr17	49435333	49435343	+	0.000	0.000	Merged-chr17-49435295-16
NR923--MA0140.2.GATA1::TAL1	chr11	4339458	4339475	-	0.000	0.000	Merged-chr11-4339426-10
NR145--MA1104.1.GATA6	chr1	85794294	85794306	+	0.000	0.000	Merged-chr1-85794071-131
NR416--MA1104.1.GATA6	chr1	179578810	179578822	-	0.000	0.000	Merged-chr1-179578897-31
NR4427--MA0036.3.GATA2	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR3978--MA0766.1.GATA5	chr2	103652312	103652319	-	0.000	0.000	Merged-chr2-103652335-51
NR1080--MA0036.3.GATA2	chr11	70221900	70221910	+	0.000	0.000	Merged-chr11-70221855-4
NR1361--MA0766.1.GATA5	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR2229--MA0035.3.Gata1	chr14	53743751	53743761	-	0.000	0.000	Merged-chr14-53743517-19
NR6046--MA0035.3.Gata1	chr7	6127301	6127311	+	0.000	0.000	Merged-chr7-6127268-44
NR4459--MA1104.1.GATA6	chr3	130571125	130571137	+	0.000	0.000	Merged-chr3-130571110-5
NR1013--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR5792--MA0035.3.Gata1	chr6	106981371	106981381	-	0.000	0.000	Merged-chr6-106981432-3
NR6197--MA0036.3.GATA2	chr7	97042369	97042379	+	0.000	0.000	Merged-chr7-97042218-26
NR6468--MA0036.3.GATA2	chr8	83779752	83779762	+	0.000	0.000	Merged-chr8-83779707-23
NR3493--MA0035.3.Gata1	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR5343--MA0036.3.GATA2	chr5	109924245	109924255	-	0.000	0.000	Merged-chr5-109924389-8
NR4521--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR4246--MA0482.1.Gata4	chr2	181497622	181497632	+	0.000	0.000	Merged-chr2-181497766-4
NR5595--MA0036.3.GATA2	chr6	33051809	33051819	-	0.000	0.000	Merged-chr6-33051908-11
NR5851--MA1104.1.GATA6	chr6	127472162	127472174	+	0.000	0.000	Merged-chr6-127472187-33
NR107--MA0482.1.Gata4	chr1	69496217	69496227	-	0.000	0.000	Merged-chr1-69496310-11
NR3552--MA1104.1.GATA6	chr19	29367423	29367435	+	0.000	0.000	Merged-chr19-29367376-49
NR4559--MA0766.1.GATA5	chr3	142413677	142413684	+	0.000	0.000	Merged-chr3-142413684-9
NR1693--MA0482.1.Gata4	chr12	118439071	118439081	-	0.000	0.000	Merged-chr12-118439012-3
NR1964--MA0482.1.Gata4	chr13	95524827	95524837	+	0.000	0.000	Merged-chr13-95524749-120
NR2474--MA0037.3.GATA3	chr15	11533053	11533060	+	0.000	0.000	Merged-chr15-11533088-60
NR1754--MA0766.1.GATA5	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR6558--MA0482.1.Gata4	chr8	115436484	115436494	-	0.000	0.000	Merged-chr8-115436321-24
NR3111--MA0035.3.Gata1	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR1244--MA0140.2.GATA1::TAL1	chr11	106430725	106430742	+	0.000	0.000	Merged-chr11-106430638-37
NR5890--MA0482.1.Gata4	chr6	130102978	130102988	+	0.000	0.000	Merged-chr6-130103023-31
NR1377--MA0036.3.GATA2	chr12	16136556	16136566	+	0.000	0.000	Merged-chr12-16136516-15
NR3220--MA0035.3.Gata1	chr17	71618157	71618167	+	0.000	0.000	Merged-chr17-71618121-41
NR2165--MA0482.1.Gata4	chr14	25481214	25481224	+	0.000	0.000	Merged-chr14-25481230-34
NR5736--MA0036.3.GATA2	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR485--MA1104.1.GATA6	chr1	191445989	191446001	-	0.000	0.000	Merged-chr1-191445969-55
NR4097--MA0482.1.Gata4	chr2	136988017	136988027	-	0.000	0.000	Merged-chr2-136988057-20
NR3809--MA0035.3.Gata1	chr2	58179218	58179228	+	0.000	0.000	Merged-chr2-58179178-61
NR3673--MA0140.2.GATA1::TAL1	chr2	9867377	9867394	+	0.000	0.000	Merged-chr2-9867507-76
NR899--MA0037.3.GATA3	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR6109--MA0766.1.GATA5	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR3581--MA0035.3.Gata1	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR3945--MA1104.1.GATA6	chr2	92243919	92243931	-	0.000	0.000	Merged-chr2-92243919-9
NR4477--MA0482.1.Gata4	chr3	132886775	132886785	+	0.000	0.000	Merged-chr3-132886809-16
NR338--MA0482.1.Gata4	chr1	161767272	161767282	+	0.000	0.000	Merged-chr1-161767386-1
NR3531--MA1104.1.GATA6	chr19	14466302	14466314	-	0.000	0.000	Merged-chr19-14466199-30
NR5683--MA0036.3.GATA2	chr6	58881140	58881150	-	0.000	0.000	Merged-chr6-58880983-47
NR1824--MA0035.3.Gata1	chr13	45693763	45693773	-	0.000	0.000	Merged-chr13-45693757-77
NR2449--MA0482.1.Gata4	chr14	123015952	123015962	+	0.000	0.000	Merged-chr14-123015903-11
NR3403--MA0036.3.GATA2	chr18	66502126	66502136	-	0.000	0.000	Merged-chr18-66502099-22
NR5370--MA0035.3.Gata1	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR3690--MA0035.3.Gata1	chr2	11706150	11706160	-	0.000	0.000	Merged-chr2-11706228-2
NR1800--MA0482.1.Gata4	chr13	38050036	38050046	+	0.000	0.000	Merged-chr13-38050052-14
NR5550--MA0766.1.GATA5	chr5	151104546	151104553	+	0.000	0.000	Merged-chr5-151104405-3
NR5320--MA1104.1.GATA6	chr5	107265162	107265174	-	0.000	0.000	Merged-chr5-107265096-67
NR355--MA1104.1.GATA6	chr1	162734415	162734427	-	0.000	0.000	Merged-chr1-162734445-9
NR2291--MA0037.3.GATA3	chr14	62928198	62928205	+	0.000	0.000	Merged-chr14-62928345-50
NR80--MA0766.1.GATA5	chr1	44101608	44101615	+	0.000	0.000	Merged-chr1-44101717-6
NR4080--MA1104.1.GATA6	chr2	132449036	132449048	-	0.000	0.000	Merged-chr2-132449088-2
NR498--MA0037.3.GATA3	chr1	193449494	193449501	-	0.000	0.000	Merged-chr1-193449672-37
NR6921--MA0037.3.GATA3	chr9	92314083	92314090	-	0.000	0.000	Merged-chr9-92314019-19
NR1043--MA0035.3.Gata1	chr11	54063312	54063322	-	0.000	0.000	Merged-chr11-54063198-57
NR5250--MA0482.1.Gata4	chr5	88952950	88952960	-	0.000	0.000	Merged-chr5-88953106-21
NR3570--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR6206--MA1104.1.GATA6	chr7	100449170	100449182	-	0.000	0.000	Merged-chr7-100449076-60
NR5967--MA0036.3.GATA2	chr6	142809492	142809502	-	0.000	0.000	Merged-chr6-142809719-29
NR3350--MA0036.3.GATA2	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR3621--MA0036.3.GATA2	chr19	40818904	40818914	+	0.000	0.000	Merged-chr19-40819012-30
NR1423--MA0035.3.Gata1	chr12	35755278	35755288	+	0.000	0.000	Merged-chr12-35755374-29
NR4731--MA0037.3.GATA3	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR368--MA1104.1.GATA6	chr1	164136960	164136972	+	0.000	0.000	Merged-chr1-164136892-1
NR6407--MA0482.1.Gata4	chr8	40595268	40595278	-	0.000	0.000	Merged-chr8-40595277-53
NR2397--MA0140.2.GATA1::TAL1	chr14	103017227	103017244	-	0.000	0.000	Merged-chr14-103017290-44
NR6157--MA0140.2.GATA1::TAL1	chr7	79728349	79728366	+	0.000	0.000	Merged-chr7-79728407-21
NR7172--MA0035.3.Gata1	chrX	137019422	137019432	-	0.000	0.000	Merged-chrX-137019593-29
NR5790--MA1104.1.GATA6	chr6	106981370	106981382	+	0.000	0.000	Merged-chr6-106981432-3
NR5481--MA0140.2.GATA1::TAL1	chr5	142407420	142407437	-	0.000	0.000	Merged-chr5-142407567-12
NR38--MA0037.3.GATA3	chr1	36684300	36684307	+	0.000	0.000	Merged-chr1-36684318-20
NR6269--MA0035.3.Gata1	chr7	117383393	117383403	+	0.000	0.000	Merged-chr7-117383303-11
NR5467--MA0766.1.GATA5	chr5	139483517	139483524	-	0.000	0.000	Merged-chr5-139483495-36
NR6168--MA0036.3.GATA2	chr7	84166133	84166143	-	0.000	0.000	Merged-chr7-84166236-11
NR5442--MA1104.1.GATA6	chr5	137787615	137787627	+	0.000	0.000	Merged-chr5-137787536-7
NR3583--MA0482.1.Gata4	chr19	33081729	33081739	+	0.000	0.000	Merged-chr19-33081699-35
NR3491--MA1104.1.GATA6	chr19	8019876	8019888	-	0.000	0.000	Merged-chr19-8019847-106
NR2439--MA0140.2.GATA1::TAL1	chr14	120830640	120830657	-	0.000	0.000	Merged-chr14-120830600-27
NR2859--MA1104.1.GATA6	chr16	45347091	45347103	+	0.000	0.000	Merged-chr16-45346908-42
NR3429--MA0036.3.GATA2	chr18	79353029	79353039	-	0.000	0.000	Merged-chr18-79353064-26
NR5965--MA1104.1.GATA6	chr6	142809506	142809518	-	0.000	0.000	Merged-chr6-142809719-29
NR6838--MA0037.3.GATA3	chr9	74142288	74142295	-	0.000	0.000	Merged-chr9-74142084-19
NR1760--MA0482.1.Gata4	chr13	24416131	24416141	+	0.000	0.000	Merged-chr13-24416141-118
NR1699--MA0140.2.GATA1::TAL1	chr12	118439063	118439080	-	0.000	0.000	Merged-chr12-118439012-3
NR3548--MA0766.1.GATA5	chr19	26683932	26683939	+	0.000	0.000	Merged-chr19-26683900-27
NR844--MA0140.2.GATA1::TAL1	chr10	118110141	118110158	+	0.000	0.000	Merged-chr10-118110099-23
NR3775--MA1104.1.GATA6	chr2	45103421	45103433	+	0.000	0.000	Merged-chr2-45103270-35
NR2031--MA0037.3.GATA3	chr13	107926692	107926699	-	0.000	0.000	Merged-chr13-107926533-9
NR3477--MA0035.3.Gata1	chr19	4119834	4119844	-	0.000	0.000	Merged-chr19-4119891-46
NR3386--MA0766.1.GATA5	chr18	61479926	61479933	-	0.000	0.000	Merged-chr18-61480035-15
NR439--MA0482.1.Gata4	chr1	181842528	181842538	+	0.000	0.000	Merged-chr1-181842712-4
NR663--MA0036.3.GATA2	chr10	68356053	68356063	-	0.000	0.000	Merged-chr10-68356186-29
NR740--MA0482.1.Gata4	chr10	96391846	96391856	-	0.000	0.000	Merged-chr10-96391802-8
NR3586--MA0035.3.Gata1	chr19	33081728	33081738	+	0.000	0.000	Merged-chr19-33081699-35
NR5641--MA0036.3.GATA2	chr6	50387874	50387884	-	0.000	0.000	Merged-chr6-50387910-30
NR281--MA0037.3.GATA3	chr1	149758506	149758513	-	0.000	0.000	Merged-chr1-149758666-31
NR5717--MA0766.1.GATA5	chr6	72993529	72993536	+	0.000	0.000	Merged-chr6-72993527-59
NR6182--MA0140.2.GATA1::TAL1	chr7	92805476	92805493	-	0.000	0.000	Merged-chr7-92805492-6
NR1763--MA0035.3.Gata1	chr13	24416130	24416140	+	0.000	0.000	Merged-chr13-24416141-118
NR2388--MA0482.1.Gata4	chr14	101892383	101892393	+	0.000	0.000	Merged-chr14-101892350-14
NR5969--MA0766.1.GATA5	chr6	142809508	142809515	-	0.000	0.000	Merged-chr6-142809719-29
NR1489--MA0037.3.GATA3	chr12	84764152	84764159	+	0.000	0.000	Merged-chr12-84764443-25
NR5309--MA0140.2.GATA1::TAL1	chr5	106885767	106885784	-	0.000	0.000	Merged-chr5-106885750-27
NR1457--MA0036.3.GATA2	chr12	70078945	70078955	-	0.000	0.000	Merged-chr12-70078875-55
NR5917--MA0035.3.Gata1	chr6	131276829	131276839	+	0.000	0.000	Merged-chr6-131276753-31
NR108--MA1104.1.GATA6	chr1	69496217	69496229	+	0.000	0.000	Merged-chr1-69496310-11
NR1324--MA0766.1.GATA5	chr11	118379752	118379759	+	0.000	0.000	Merged-chr11-118379704-27
NR3737--MA0482.1.Gata4	chr2	29689672	29689682	-	0.000	0.000	Merged-chr2-29689675-19
NR1694--MA1104.1.GATA6	chr12	118439071	118439083	+	0.000	0.000	Merged-chr12-118439012-3
NR1965--MA1104.1.GATA6	chr13	95524825	95524837	-	0.000	0.000	Merged-chr13-95524749-120
NR867--MA0140.2.GATA1::TAL1	chr10	120896007	120896024	+	0.000	0.000	Merged-chr10-120895921-55
NR4975--MA0037.3.GATA3	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR7095--MA0037.3.GATA3	chrX	13461670	13461677	+	0.000	0.000	Merged-chrX-13461805-52
NR1372--MA0482.1.Gata4	chr12	15967868	15967878	-	0.000	0.000	Merged-chr12-15967723-42
NR6559--MA1104.1.GATA6	chr8	115436484	115436496	+	0.000	0.000	Merged-chr8-115436321-24
NR5925--MA0036.3.GATA2	chr6	134364632	134364642	-	0.000	0.000	Merged-chr6-134364797-47
NR5449--MA0036.3.GATA2	chr5	138657963	138657973	+	0.000	0.000	Merged-chr5-138657986-28
NR4630--MA0035.3.Gata1	chr3	149485336	149485346	-	0.000	0.000	Merged-chr3-149485335-12
NR2743--MA0140.2.GATA1::TAL1	chr16	8455413	8455430	-	0.000	0.000	Merged-chr16-8455328-28
NR6237--MA0482.1.Gata4	chr7	112095289	112095299	+	0.000	0.000	Merged-chr7-112095114-21
NR6145--MA1104.1.GATA6	chr7	72313993	72314005	+	0.000	0.000	Merged-chr7-72314083-7
NR5891--MA1104.1.GATA6	chr6	130102976	130102988	-	0.000	0.000	Merged-chr6-130103023-31
NR41--MA0036.3.GATA2	chr1	36684298	36684308	-	0.000	0.000	Merged-chr1-36684318-20
NR1362--MA0035.3.Gata1	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR5763--MA0036.3.GATA2	chr6	98609385	98609395	+	0.000	0.000	Merged-chr6-98609321-36
NR399--MA0482.1.Gata4	chr1	175672151	175672161	+	0.000	0.000	Merged-chr1-175671979-22
NR4194--MA0037.3.GATA3	chr2	167081045	167081052	+	0.000	0.000	Merged-chr2-167081117-10
NR6075--MA0482.1.Gata4	chr7	27933591	27933601	-	0.000	0.000	Merged-chr7-27933719-74
NR3929--MA1104.1.GATA6	chr2	91876527	91876539	-	0.000	0.000	Merged-chr2-91876592-59
NR4098--MA1104.1.GATA6	chr2	136988017	136988029	+	0.000	0.000	Merged-chr2-136988057-20
NR1014--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR5144--MA0036.3.GATA2	chr5	29901929	29901939	+	0.000	0.000	Merged-chr5-29901920-39
NR581--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR7086--MA0766.1.GATA5	chrX	12007355	12007362	+	0.000	0.000	Merged-chrX-12007363-15
NR5473--MA0482.1.Gata4	chr5	141045157	141045167	-	0.000	0.000	Merged-chr5-141045198-6
NR1175--MA0766.1.GATA5	chr11	97246705	97246712	-	0.000	0.000	Merged-chr11-97246717-13
NR6525--MA0037.3.GATA3	chr8	106623320	106623327	+	0.000	0.000	Merged-chr8-106623305-12
NR5083--MA0035.3.Gata1	chr5	8374461	8374471	-	0.000	0.000	Merged-chr5-8374526-17
NR6158--MA1104.1.GATA6	chr7	80166889	80166901	-	0.000	0.000	Merged-chr7-80166871-28
NR3469--MA0035.3.Gata1	chr18	89206488	89206498	-	0.000	0.000	Merged-chr18-89206335-76
NR4478--MA1104.1.GATA6	chr3	132886773	132886785	-	0.000	0.000	Merged-chr3-132886809-16
NR5534--MA0766.1.GATA5	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR4749--MA1104.1.GATA6	chr4	47319832	47319844	+	0.000	0.000	Merged-chr4-47319930-54
NR3097--MA0036.3.GATA2	chr17	18968728	18968738	-	0.000	0.000	Merged-chr17-18968835-85
NR5601--MA0482.1.Gata4	chr6	35380106	35380116	+	0.000	0.000	Merged-chr6-35380025-41
NR339--MA1104.1.GATA6	chr1	161767270	161767282	-	0.000	0.000	Merged-chr1-161767386-1
NR961--MA0035.3.Gata1	chr11	11836981	11836991	+	0.000	0.000	Merged-chr11-11837020-26
NR5490--MA1104.1.GATA6	chr5	143133102	143133114	-	0.000	0.000	Merged-chr5-143133108-49
NR2981--MA0766.1.GATA5	chr16	93839231	93839238	+	0.000	0.000	Merged-chr16-93839317-9
NR2798--MA0037.3.GATA3	chr16	24826503	24826510	-	0.000	0.000	Merged-chr16-24826564-20
NR3487--MA0766.1.GATA5	chr19	6015318	6015325	-	0.000	0.000	Merged-chr19-6015500-73
NR5710--MA0482.1.Gata4	chr6	70805953	70805963	+	0.000	0.000	Merged-chr6-70805784-73
NR6886--MA0037.3.GATA3	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR1755--MA0035.3.Gata1	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR6812--MA0035.3.Gata1	chr9	65623022	65623032	+	0.000	0.000	Merged-chr9-65622988-15
NR5962--MA0482.1.Gata4	chr6	142809508	142809518	+	0.000	0.000	Merged-chr6-142809719-29
NR6538--MA0037.3.GATA3	chr8	111595993	111596000	-	0.000	0.000	Merged-chr8-111595874-65
NR1526--MA0482.1.Gata4	chr12	91065611	91065621	+	0.000	0.000	Merged-chr12-91065547-31
NR6078--MA0035.3.Gata1	chr7	27933592	27933602	-	0.000	0.000	Merged-chr7-27933719-74
NR5266--MA0036.3.GATA2	chr5	90742163	90742173	+	0.000	0.000	Merged-chr5-90742238-22
NR3571--MA1104.1.GATA6	chr19	32998969	32998981	+	0.000	0.000	Merged-chr19-32999080-29
NR3729--MA0482.1.Gata4	chr2	26753535	26753545	-	0.000	0.000	Merged-chr2-26753671-30
NR2764--MA0037.3.GATA3	chr16	13796691	13796698	-	0.000	0.000	Merged-chr16-13796850-44
NR3295--MA0140.2.GATA1::TAL1	chr18	7405030	7405047	+	0.000	0.000	Merged-chr18-7404957-54
NR4619--MA1104.1.GATA6	chr3	149225935	149225947	-	0.000	0.000	Merged-chr3-149225806-29
NR5200--MA0482.1.Gata4	chr5	64371383	64371393	+	0.000	0.000	Merged-chr5-64371502-26
NR2145--MA0037.3.GATA3	chr14	20177875	20177882	-	0.000	0.000	Merged-chr14-20177932-18
NR3695--MA0036.3.GATA2	chr2	17644924	17644934	-	0.000	0.000	Merged-chr2-17644831-25
NR6504--MA0037.3.GATA3	chr8	94633742	94633749	-	0.000	0.000	Merged-chr8-94633712-19
NR1400--MA1104.1.GATA6	chr12	28589596	28589608	-	0.000	0.000	Merged-chr12-28589573-34
NR6408--MA1104.1.GATA6	chr8	40595268	40595280	+	0.000	0.000	Merged-chr8-40595277-53
NR2102--MA0140.2.GATA1::TAL1	chr13	115011717	115011734	-	0.000	0.000	Merged-chr13-115011790-8
NR143--MA0037.3.GATA3	chr1	85794297	85794304	+	0.000	0.000	Merged-chr1-85794071-131
NR2983--MA0140.2.GATA1::TAL1	chr16	93839220	93839237	-	0.000	0.000	Merged-chr16-93839317-9
NR33--MA0036.3.GATA2	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR644--MA0766.1.GATA5	chr10	59431035	59431042	+	0.000	0.000	Merged-chr10-59431050-41
NR3010--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR1048--MA0036.3.GATA2	chr11	58948725	58948735	-	0.000	0.000	Merged-chr11-58948790-70
NR3584--MA1104.1.GATA6	chr19	33081727	33081739	-	0.000	0.000	Merged-chr19-33081699-35
NR4457--MA0037.3.GATA3	chr3	130571128	130571135	+	0.000	0.000	Merged-chr3-130571110-5
NR6338--MA0482.1.Gata4	chr7	143649723	143649733	+	0.000	0.000	Merged-chr7-143649559-54
NR6594--MA0140.2.GATA1::TAL1	chr8	123212784	123212801	-	0.000	0.000	Merged-chr8-123212744-66
NR4058--MA0140.2.GATA1::TAL1	chr2	122138272	122138289	+	0.000	0.000	Merged-chr2-122138123-26
NR1761--MA1104.1.GATA6	chr13	24416129	24416141	-	0.000	0.000	Merged-chr13-24416141-118
NR2341--MA0766.1.GATA5	chr14	78618936	78618943	+	0.000	0.000	Merged-chr14-78619032-26
NR2612--MA0766.1.GATA5	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR7002--MA0482.1.Gata4	chr9	115526271	115526281	-	0.000	0.000	Merged-chr9-115526484-32
NR156--MA0037.3.GATA3	chr1	87890861	87890868	+	0.000	0.000	Merged-chr1-87891024-14
NR81--MA0035.3.Gata1	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR6103--MA0037.3.GATA3	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR3371--MA0482.1.Gata4	chr18	56888877	56888887	+	0.000	0.000	Merged-chr18-56889017-47
NR2711--MA0036.3.GATA2	chr15	97373362	97373372	+	0.000	0.000	Merged-chr15-97373444-153
NR92--MA0140.2.GATA1::TAL1	chr1	52652799	52652816	-	0.000	0.000	Merged-chr1-52652704-8
NR46--MA0036.3.GATA2	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR1818--MA0766.1.GATA5	chr13	42101817	42101824	-	0.000	0.000	Merged-chr13-42101708-35
NR3550--MA0037.3.GATA3	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR5702--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR722--MA0140.2.GATA1::TAL1	chr10	89463938	89463955	+	0.000	0.000	Merged-chr10-89463808-10
NR5134--MA1104.1.GATA6	chr5	24505727	24505739	-	0.000	0.000	Merged-chr5-24505685-17
NR5041--MA0035.3.Gata1	chr4	154798017	154798027	-	0.000	0.000	Merged-chr4-154798011-18
