#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR6465--MA0089.1.MAFG::NFE2L1	chr18	84688503	84688508	-	0.000	0.000	Merged-chr18-84688561-12
NR8975--MA0591.1.Bach1::Mafk	chr4	33587741	33587755	+	0.000	0.000	Merged-chr4-33587729-131
NR3743--MA0591.1.Bach1::Mafk	chr13	99433544	99433558	+	0.000	0.000	Merged-chr13-99433551-16
NR4784--MA0501.1.MAF::NFE2	chr15	64191475	64191489	+	0.000	0.000	Merged-chr15-64191593-19
NR12125--MA0089.1.MAFG::NFE2L1	chr7	125190107	125190112	-	0.000	0.000	Merged-chr7-125190262-47
NR13271--MA0591.1.Bach1::Mafk	chr9	83564333	83564347	+	0.000	0.000	Merged-chr9-83564254-44
NR12691--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR4782--MA0089.1.MAFG::NFE2L1	chr15	64191474	64191479	+	0.000	0.000	Merged-chr15-64191593-19
NR11271--MA0089.1.MAFG::NFE2L1	chr6	121230040	121230045	+	0.000	0.000	Merged-chr6-121230042-8
NR7874--MA0501.1.MAF::NFE2	chr2	166708484	166708498	-	0.000	0.000	Merged-chr2-166708496-46
NR6534--MA0496.2.MAFK	chr19	9100872	9100890	-	0.000	0.000	Merged-chr19-9100672-23
NR11977--MA0089.1.MAFG::NFE2L1	chr7	104446554	104446559	-	0.000	0.000	Merged-chr7-104446376-75
NR5723--MA0089.1.MAFG::NFE2L1	chr17	34912020	34912025	+	0.000	0.000	Merged-chr17-34912198-43
NR9840--MA0495.2.MAFF	chr5	30000613	30000633	+	0.000	0.000	Merged-chr5-30000750-6
NR5912--MA0117.2.Mafb	chr17	73087225	73087236	+	0.000	0.000	Merged-chr17-73087309-28
NR4227--MA0591.1.Bach1::Mafk	chr14	60746369	60746383	+	0.000	0.000	Merged-chr14-60746187-14
NR12803--MA0089.1.MAFG::NFE2L1	chr8	115568586	115568591	-	0.000	0.000	Merged-chr8-115568627-19
NR8092--MA0495.2.MAFF	chr3	28236949	28236969	+	0.000	0.000	Merged-chr3-28236857-20
NR3189--MA0495.2.MAFF	chr12	113485578	113485598	+	0.000	0.000	Merged-chr12-113485346-21
NR3478--MA0501.1.MAF::NFE2	chr13	44260146	44260160	-	0.000	0.000	Merged-chr13-44260111-9
NR12506--MA0501.1.MAF::NFE2	chr8	64726337	64726351	+	0.000	0.000	Merged-chr8-64726365-32
NR9445--MA0501.1.MAF::NFE2	chr4	131046480	131046494	-	0.000	0.000	Merged-chr4-131046528-13
NR6720--MA0591.1.Bach1::Mafk	chr19	53434033	53434047	-	0.000	0.000	Merged-chr19-53434218-37
NR3088--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR6693--MA0117.2.Mafb	chr19	44578130	44578141	-	0.000	0.000	Merged-chr19-44578241-19
NR1376--MA0501.1.MAF::NFE2	chr10	45635338	45635352	-	0.000	0.000	Merged-chr10-45635407-27
NR1810--MA0591.1.Bach1::Mafk	chr10	118007269	118007283	+	0.000	0.000	Merged-chr10-118007304-63
NR8603--MA0501.1.MAF::NFE2	chr3	129893294	129893308	-	0.000	0.000	Merged-chr3-129893247-12
NR2822--MA0089.1.MAFG::NFE2L1	chr12	69102146	69102151	-	0.000	0.000	Merged-chr12-69102156-32
NR1434--MA0496.2.MAFK	chr10	59707777	59707795	+	0.000	0.000	Merged-chr10-59707523-19
NR6450--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR1213--MA0501.1.MAF::NFE2	chr10	15300269	15300283	-	0.000	0.000	Merged-chr10-15300322-38
NR3287--MA0496.2.MAFK	chr12	119388173	119388191	+	0.000	0.000	Merged-chr12-119388101-32
NR580--MA0117.2.Mafb	chr1	133146148	133146159	+	0.000	0.000	Merged-chr1-133146237-29
NR11101--MA0591.1.Bach1::Mafk	chr6	100363819	100363833	-	0.000	0.000	Merged-chr6-100363925-10
NR3463--MA0501.1.MAF::NFE2	chr13	41683046	41683060	+	0.000	0.000	Merged-chr13-41683049-20
NR5402--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR6656--MA0591.1.Bach1::Mafk	chr19	36364977	36364991	-	0.000	0.000	Merged-chr19-36364955-22
NR12986--MA0117.2.Mafb	chr9	21161622	21161633	-	0.000	0.000	Merged-chr9-21161494-64
NR5421--MA0591.1.Bach1::Mafk	chr16	92400178	92400192	-	0.000	0.000	Merged-chr16-92400195-21
NR8398--MA0501.1.MAF::NFE2	chr3	95028791	95028805	+	0.000	0.000	Merged-chr3-95028827-26
NR2364--MA0501.1.MAF::NFE2	chr11	96859900	96859914	+	0.000	0.000	Merged-chr11-96859766-18
NR9503--MA0591.1.Bach1::Mafk	chr4	140964846	140964860	+	0.000	0.000	Merged-chr4-140964850-8
NR408--MA0496.2.MAFK	chr1	92119342	92119360	-	0.000	0.000	Merged-chr1-92119439-48
NR443--MA0089.1.MAFG::NFE2L1	chr1	95605792	95605797	+	0.000	0.000	Merged-chr1-95605725-17
NR4982--MA0089.1.MAFG::NFE2L1	chr15	102263117	102263122	-	0.000	0.000	Merged-chr15-102263146-38
NR2142--MA0089.1.MAFG::NFE2L1	chr11	57805263	57805268	+	0.000	0.000	Merged-chr11-57805317-26
NR10638--MA0591.1.Bach1::Mafk	chr6	24894759	24894773	+	0.000	0.000	Merged-chr6-24894743-37
NR878--MA0496.2.MAFK	chr1	170729602	170729620	-	0.000	0.000	Merged-chr1-170729637-43
NR3090--MA0496.2.MAFK	chr12	102588573	102588591	+	0.000	0.000	Merged-chr12-102588735-27
NR11536--MA0496.2.MAFK	chr6	146960324	146960342	+	0.000	0.000	Merged-chr6-146960171-26
NR2204--MA0117.2.Mafb	chr11	69073584	69073595	+	0.000	0.000	Merged-chr11-69073525-67
NR11024--MA0501.1.MAF::NFE2	chr6	88714227	88714241	+	0.000	0.000	Merged-chr6-88714297-7
NR10021--MA0501.1.MAF::NFE2	chr5	73199814	73199828	-	0.000	0.000	Merged-chr5-73199876-43
NR1250--MA0501.1.MAF::NFE2	chr10	20104741	20104755	+	0.000	0.000	Merged-chr10-20104701-24
NR8506--MA0117.2.Mafb	chr3	108794983	108794994	-	0.000	0.000	Merged-chr3-108795122-6
NR1347--MA0117.2.Mafb	chr10	41687637	41687648	+	0.000	0.000	Merged-chr10-41687676-7
NR9842--MA0117.2.Mafb	chr5	30000622	30000633	-	0.000	0.000	Merged-chr5-30000750-6
NR2757--MA0496.2.MAFK	chr12	36241394	36241412	-	0.000	0.000	Merged-chr12-36241330-19
NR3808--MA0591.1.Bach1::Mafk	chr13	102942838	102942852	-	0.000	0.000	Merged-chr13-102942787-1
NR13841--MA0496.2.MAFK	chrX	159829364	159829382	+	0.000	0.000	Merged-chrX-159829427-31
NR12627--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR11207--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR2889--MA0117.2.Mafb	chr12	77131553	77131564	-	0.000	0.000	Merged-chr12-77131463-19
NR4214--MA0089.1.MAFG::NFE2L1	chr14	57808728	57808733	-	0.000	0.000	Merged-chr14-57808793-21
NR7983--MA0089.1.MAFG::NFE2L1	chr2	178078439	178078444	+	0.000	0.000	Merged-chr2-178078540-79
NR593--MA0591.1.Bach1::Mafk	chr1	134106866	134106880	-	0.000	0.000	Merged-chr1-134106892-31
NR10353--MA0089.1.MAFG::NFE2L1	chr5	124022577	124022582	+	0.000	0.000	Merged-chr5-124022476-27
NR12984--MA0496.2.MAFK	chr9	20961728	20961746	-	0.000	0.000	Merged-chr9-20961726-34
NR678--MA0591.1.Bach1::Mafk	chr1	144846166	144846180	-	0.000	0.000	Merged-chr1-144846158-2
NR10026--MA0495.2.MAFF	chr5	74456858	74456878	+	0.000	0.000	Merged-chr5-74456993-19
NR4871--MA0501.1.MAF::NFE2	chr15	82163822	82163836	+	0.000	0.000	Merged-chr15-82163866-28
NR1598--MA0659.1.MAFG	chr10	85050867	85050887	-	0.000	0.000	Merged-chr10-85050856-11
NR2462--MA0495.2.MAFF	chr11	113508391	113508411	+	0.000	0.000	Merged-chr11-113508478-30
NR12423--MA0591.1.Bach1::Mafk	chr8	34173432	34173446	+	0.000	0.000	Merged-chr8-34173383-21
NR11568--MA0495.2.MAFF	chr7	3617195	3617215	+	0.000	0.000	Merged-chr7-3617392-59
NR8289--MA0496.2.MAFK	chr3	84314783	84314801	+	0.000	0.000	Merged-chr3-84314739-19
NR9853--MA0089.1.MAFG::NFE2L1	chr5	31193021	31193026	+	0.000	0.000	Merged-chr5-31193113-62
NR12745--MA0591.1.Bach1::Mafk	chr8	105852065	105852079	-	0.000	0.000	Merged-chr8-105851882-54
NR8406--MA0495.2.MAFF	chr3	95664227	95664247	+	0.000	0.000	Merged-chr3-95664146-32
NR8956--MA0496.2.MAFK	chr4	24569374	24569392	-	0.000	0.000	Merged-chr4-24569297-30
NR8176--MA0501.1.MAF::NFE2	chr3	52882079	52882093	-	0.000	0.000	Merged-chr3-52882154-16
NR9967--MA0501.1.MAF::NFE2	chr5	64030680	64030694	-	0.000	0.000	Merged-chr5-64030883-22
NR2040--MA0089.1.MAFG::NFE2L1	chr11	34009464	34009469	+	0.000	0.000	Merged-chr11-34009597-4
NR12929--MA0089.1.MAFG::NFE2L1	chr8	128595102	128595107	+	0.000	0.000	Merged-chr8-128595191-53
NR635--MA0591.1.Bach1::Mafk	chr1	139179870	139179884	-	0.000	0.000	Merged-chr1-139179878-22
NR1817--MA0089.1.MAFG::NFE2L1	chr10	118495419	118495424	+	0.000	0.000	Merged-chr10-118495376-34
NR12037--MA0591.1.Bach1::Mafk	chr7	114171949	114171963	-	0.000	0.000	Merged-chr7-114171743-56
NR10655--MA0089.1.MAFG::NFE2L1	chr6	30160654	30160659	+	0.000	0.000	Merged-chr6-30160673-4
NR7078--MA0591.1.Bach1::Mafk	chr2	59160501	59160515	-	0.000	0.000	Merged-chr2-59160665-10
NR6080--MA0591.1.Bach1::Mafk	chr18	5989814	5989828	+	0.000	0.000	Merged-chr18-5989979-54
NR524--MA0501.1.MAF::NFE2	chr1	120162724	120162738	-	0.000	0.000	Merged-chr1-120162795-5
NR90--MA0089.1.MAFG::NFE2L1	chr1	32104220	32104225	+	0.000	0.000	Merged-chr1-32104339-13
NR10028--MA0659.1.MAFG	chr5	74456858	74456878	+	0.000	0.000	Merged-chr5-74456993-19
NR5763--MA0501.1.MAF::NFE2	chr17	42990219	42990233	+	0.000	0.000	Merged-chr17-42990150-1
NR11683--MA0591.1.Bach1::Mafk	chr7	35745327	35745341	+	0.000	0.000	Merged-chr7-35745412-12
NR1492--MA0591.1.Bach1::Mafk	chr10	70096438	70096452	-	0.000	0.000	Merged-chr10-70096406-189
NR2948--MA0089.1.MAFG::NFE2L1	chr12	85711106	85711111	-	0.000	0.000	Merged-chr12-85710950-3
NR3527--MA0117.2.Mafb	chr13	51110371	51110382	+	0.000	0.000	Merged-chr13-51110334-13
NR5190--MA0495.2.MAFF	chr16	45310575	45310595	+	0.000	0.000	Merged-chr16-45310615-7
NR1904--MA0089.1.MAFG::NFE2L1	chr10	128526174	128526179	-	0.000	0.000	Merged-chr10-128526022-11
NR579--MA0495.2.MAFF	chr1	133146148	133146168	-	0.000	0.000	Merged-chr1-133146237-29
NR1037--MA0089.1.MAFG::NFE2L1	chr1	185193693	185193698	-	0.000	0.000	Merged-chr1-185193700-43
NR13754--MA0117.2.Mafb	chrX	105926448	105926459	-	0.000	0.000	Merged-chrX-105926610-52
NR10654--MA0501.1.MAF::NFE2	chr6	30132169	30132183	-	0.000	0.000	Merged-chr6-30131999-11
NR9856--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR6016--MA0495.2.MAFF	chr17	86063692	86063712	+	0.000	0.000	Merged-chr17-86063661-27
NR8887--MA0659.1.MAFG	chr4	3929725	3929745	-	0.000	0.000	Merged-chr4-3929769-34
NR12756--MA0496.2.MAFK	chr8	107504403	107504421	+	0.000	0.000	Merged-chr8-107504298-30
NR1457--MA0496.2.MAFK	chr10	63175223	63175241	-	0.000	0.000	Merged-chr10-63175316-22
NR13656--MA0089.1.MAFG::NFE2L1	chrX	52988221	52988226	-	0.000	0.000	Merged-chrX-52988248-53
NR4703--MA0089.1.MAFG::NFE2L1	chr15	50942749	50942754	+	0.000	0.000	Merged-chr15-50942797-12
NR668--MA0496.2.MAFK	chr1	144247742	144247760	+	0.000	0.000	Merged-chr1-144247641-22
NR1495--MA0117.2.Mafb	chr10	71362053	71362064	+	0.000	0.000	Merged-chr10-71362071-33
NR8220--MA0659.1.MAFG	chr3	65586409	65586429	+	0.000	0.000	Merged-chr3-65586536-51
NR3688--MA0089.1.MAFG::NFE2L1	chr13	91033510	91033515	+	0.000	0.000	Merged-chr13-91033672-15
NR903--MA0117.2.Mafb	chr1	173534028	173534039	+	0.000	0.000	Merged-chr1-173534011-13
NR7873--MA0591.1.Bach1::Mafk	chr2	166708487	166708501	-	0.000	0.000	Merged-chr2-166708496-46
NR4729--MA0117.2.Mafb	chr15	58171380	58171391	+	0.000	0.000	Merged-chr15-58171434-29
NR7328--MA0089.1.MAFG::NFE2L1	chr2	102886952	102886957	+	0.000	0.000	Merged-chr2-102886878-67
NR6723--MA0591.1.Bach1::Mafk	chr19	53434060	53434074	-	0.000	0.000	Merged-chr19-53434218-37
NR9142--MA0591.1.Bach1::Mafk	chr4	88079191	88079205	+	0.000	0.000	Merged-chr4-88079193-33
NR2106--MA0117.2.Mafb	chr11	52004214	52004225	-	0.000	0.000	Merged-chr11-52004219-51
NR207--MA0496.2.MAFK	chr1	58857004	58857022	+	0.000	0.000	Merged-chr1-58857046-16
NR3775--MA0089.1.MAFG::NFE2L1	chr13	101664126	101664131	-	0.000	0.000	Merged-chr13-101664276-40
NR302--MA0501.1.MAF::NFE2	chr1	80642060	80642074	-	0.000	0.000	Merged-chr1-80641880-28
NR1311--MA0089.1.MAFG::NFE2L1	chr10	33987065	33987070	+	0.000	0.000	Merged-chr10-33986962-32
NR9818--MA0496.2.MAFK	chr5	21658705	21658723	-	0.000	0.000	Merged-chr5-21658802-28
NR12209--MA0591.1.Bach1::Mafk	chr7	132765334	132765348	-	0.000	0.000	Merged-chr7-132765248-56
NR206--MA0501.1.MAF::NFE2	chr1	58857003	58857017	-	0.000	0.000	Merged-chr1-58857046-16
NR6448--MA0501.1.MAF::NFE2	chr18	82492905	82492919	-	0.000	0.000	Merged-chr18-82492983-14
NR5269--MA0089.1.MAFG::NFE2L1	chr16	57301847	57301852	+	0.000	0.000	Merged-chr16-57301977-7
NR12210--MA0501.1.MAF::NFE2	chr7	132765331	132765345	-	0.000	0.000	Merged-chr7-132765248-56
NR2227--MA0117.2.Mafb	chr11	73137763	73137774	-	0.000	0.000	Merged-chr11-73137945-101
NR4772--MA0495.2.MAFF	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR10286--MA0495.2.MAFF	chr5	115085170	115085190	-	0.000	0.000	Merged-chr5-115085067-14
NR2339--MA0117.2.Mafb	chr11	90576726	90576737	-	0.000	0.000	Merged-chr11-90576690-20
NR1193--MA0591.1.Bach1::Mafk	chr10	12963473	12963487	-	0.000	0.000	Merged-chr10-12963472-34
NR9360--MA0089.1.MAFG::NFE2L1	chr4	120044808	120044813	-	0.000	0.000	Merged-chr4-120044912-16
NR11495--MA0089.1.MAFG::NFE2L1	chr6	144365442	144365447	-	0.000	0.000	Merged-chr6-144365387-16
NR8439--MA0501.1.MAF::NFE2	chr3	100442758	100442772	-	0.000	0.000	Merged-chr3-100442814-47
NR6385--MA0117.2.Mafb	chr18	75424719	75424730	-	0.000	0.000	Merged-chr18-75424574-26
NR5430--MA0501.1.MAF::NFE2	chr16	92620946	92620960	-	0.000	0.000	Merged-chr16-92621073-48
NR1306--MA0501.1.MAF::NFE2	chr10	28684207	28684221	+	0.000	0.000	Merged-chr10-28684367-6
NR6018--MA0117.2.Mafb	chr17	86063701	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR8646--MA0089.1.MAFG::NFE2L1	chr3	135212533	135212538	-	0.000	0.000	Merged-chr3-135212470-74
NR9362--MA0501.1.MAF::NFE2	chr4	120044798	120044812	-	0.000	0.000	Merged-chr4-120044912-16
NR982--MA0591.1.Bach1::Mafk	chr1	180403757	180403771	-	0.000	0.000	Merged-chr1-180403715-60
NR3669--MA0495.2.MAFF	chr13	85356562	85356582	+	0.000	0.000	Merged-chr13-85356477-8
NR745--MA0591.1.Bach1::Mafk	chr1	156303256	156303270	-	0.000	0.000	Merged-chr1-156303466-35
NR1293--MA0501.1.MAF::NFE2	chr10	26325616	26325630	-	0.000	0.000	Merged-chr10-26325461-56
NR1937--MA0495.2.MAFF	chr11	4344260	4344280	+	0.000	0.000	Merged-chr11-4344147-20
NR870--MA0501.1.MAF::NFE2	chr1	170136613	170136627	-	0.000	0.000	Merged-chr1-170136601-45
NR6141--MA0496.2.MAFK	chr18	24116935	24116953	+	0.000	0.000	Merged-chr18-24116838-23
NR1173--MA0117.2.Mafb	chr10	7076368	7076379	+	0.000	0.000	Merged-chr10-7076382-12
NR6467--MA0591.1.Bach1::Mafk	chr18	84859547	84859561	+	0.000	0.000	Merged-chr18-84859622-32
NR2789--MA0496.2.MAFK	chr12	51543642	51543660	+	0.000	0.000	Merged-chr12-51543736-20
NR4614--MA0089.1.MAFG::NFE2L1	chr15	12268102	12268107	-	0.000	0.000	Merged-chr15-12268204-21
NR1915--MA0089.1.MAFG::NFE2L1	chr10	130228433	130228438	+	0.000	0.000	Merged-chr10-130228483-35
NR13154--MA0501.1.MAF::NFE2	chr9	65010832	65010846	-	0.000	0.000	Merged-chr9-65010971-53
NR2487--MA0659.1.MAFG	chr11	115463665	115463685	+	0.000	0.000	Merged-chr11-115463666-29
NR611--MA0501.1.MAF::NFE2	chr1	135807950	135807964	-	0.000	0.000	Merged-chr1-135808114-1
NR6262--MA0496.2.MAFK	chr18	53407093	53407111	-	0.000	0.000	Merged-chr18-53407055-10
NR3409--MA0089.1.MAFG::NFE2L1	chr13	31107584	31107589	+	0.000	0.000	Merged-chr13-31107608-9
NR1939--MA0659.1.MAFG	chr11	4344260	4344280	+	0.000	0.000	Merged-chr11-4344147-20
NR11835--MA0591.1.Bach1::Mafk	chr7	73517735	73517749	-	0.000	0.000	Merged-chr7-73517689-25
NR8152--MA0501.1.MAF::NFE2	chr3	51226936	51226950	-	0.000	0.000	Merged-chr3-51226819-40
NR1836--MA0591.1.Bach1::Mafk	chr10	121316220	121316234	-	0.000	0.000	Merged-chr10-121316401-59
NR1955--MA0495.2.MAFF	chr11	11573642	11573662	-	0.000	0.000	Merged-chr11-11573827-37
NR13334--MA0659.1.MAFG	chr9	93131711	93131731	-	0.000	0.000	Merged-chr9-93131866-17
NR2089--MA0501.1.MAF::NFE2	chr11	46454724	46454738	-	0.000	0.000	Merged-chr11-46454823-30
NR11960--MA0659.1.MAFG	chr7	100583133	100583153	-	0.000	0.000	Merged-chr7-100582949-39
NR875--MA0591.1.Bach1::Mafk	chr1	170729604	170729618	-	0.000	0.000	Merged-chr1-170729637-43
NR1191--MA0117.2.Mafb	chr10	12867297	12867308	+	0.000	0.000	Merged-chr10-12867172-14
NR2266--MA0089.1.MAFG::NFE2L1	chr11	79698099	79698104	-	0.000	0.000	Merged-chr11-79698290-25
NR1039--MA0117.2.Mafb	chr1	185204099	185204110	+	0.000	0.000	Merged-chr1-185204112-85
NR7690--MA0089.1.MAFG::NFE2L1	chr2	147744113	147744118	+	0.000	0.000	Merged-chr2-147744071-13
NR11480--MA0089.1.MAFG::NFE2L1	chr6	143366064	143366069	+	0.000	0.000	Merged-chr6-143366035-15
NR2751--MA0591.1.Bach1::Mafk	chr12	36215297	36215311	-	0.000	0.000	Merged-chr12-36215246-21
NR1687--MA0591.1.Bach1::Mafk	chr10	96231456	96231470	-	0.000	0.000	Merged-chr10-96231519-16
NR11190--MA0659.1.MAFG	chr6	114657110	114657130	+	0.000	0.000	Merged-chr6-114657175-55
NR13446--MA0659.1.MAFG	chr9	109000945	109000965	+	0.000	0.000	Merged-chr9-109000906-26
NR9995--MA0501.1.MAF::NFE2	chr5	66757204	66757218	-	0.000	0.000	Merged-chr5-66757330-21
NR5016--MA0501.1.MAF::NFE2	chr16	8728556	8728570	+	0.000	0.000	Merged-chr16-8728485-34
NR2830--MA0495.2.MAFF	chr12	69402916	69402936	+	0.000	0.000	Merged-chr12-69402921-11
NR8531--MA0591.1.Bach1::Mafk	chr3	116024715	116024729	+	0.000	0.000	Merged-chr3-116024547-26
NR5441--MA0089.1.MAFG::NFE2L1	chr16	94066557	94066562	-	0.000	0.000	Merged-chr16-94066378-29
NR10630--MA0501.1.MAF::NFE2	chr6	22122402	22122416	+	0.000	0.000	Merged-chr6-22122273-24
NR1957--MA0659.1.MAFG	chr11	11573642	11573662	+	0.000	0.000	Merged-chr11-11573827-37
NR10651--MA0089.1.MAFG::NFE2L1	chr6	29838691	29838696	-	0.000	0.000	Merged-chr6-29838666-29
NR588--MA0496.2.MAFK	chr1	133146149	133146167	-	0.000	0.000	Merged-chr1-133146237-29
NR295--MA0659.1.MAFG	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR13558--MA0659.1.MAFG	chr9	120960855	120960875	-	0.000	0.000	Merged-chr9-120960803-26
NR8433--MA0496.2.MAFK	chr3	98336129	98336147	+	0.000	0.000	Merged-chr3-98336057-28
NR12636--MA0089.1.MAFG::NFE2L1	chr8	84257256	84257261	-	0.000	0.000	Merged-chr8-84257332-3
NR8355--MA0089.1.MAFG::NFE2L1	chr3	89882993	89882998	+	0.000	0.000	Merged-chr3-89883020-11
NR12905--MA0495.2.MAFF	chr8	128148522	128148542	-	0.000	0.000	Merged-chr8-128148641-36
NR12145--MA0089.1.MAFG::NFE2L1	chr7	127113851	127113856	-	0.000	0.000	Merged-chr7-127113883-12
NR12784--MA0501.1.MAF::NFE2	chr8	113656298	113656312	+	0.000	0.000	Merged-chr8-113656358-52
NR9682--MA0659.1.MAFG	chr4	156255097	156255117	+	0.000	0.000	Merged-chr4-156255097-67
NR6081--MA0089.1.MAFG::NFE2L1	chr18	5989916	5989921	+	0.000	0.000	Merged-chr18-5989979-54
NR7007--MA0501.1.MAF::NFE2	chr2	46372954	46372968	-	0.000	0.000	Merged-chr2-46373080-32
NR5168--MA0496.2.MAFK	chr16	43700789	43700807	-	0.000	0.000	Merged-chr16-43700750-21
NR4814--MA0089.1.MAFG::NFE2L1	chr15	73318726	73318731	+	0.000	0.000	Merged-chr15-73318798-19
NR11997--MA0089.1.MAFG::NFE2L1	chr7	109458499	109458504	-	0.000	0.000	Merged-chr7-109458509-7
NR8442--MA0089.1.MAFG::NFE2L1	chr3	100563726	100563731	+	0.000	0.000	Merged-chr3-100563734-2
NR2832--MA0659.1.MAFG	chr12	69402916	69402936	+	0.000	0.000	Merged-chr12-69402921-11
NR1718--MA0495.2.MAFF	chr10	99459977	99459997	+	0.000	0.000	Merged-chr10-99459996-60
NR11922--MA0591.1.Bach1::Mafk	chr7	90007387	90007401	+	0.000	0.000	Merged-chr7-90007418-46
NR13113--MA0495.2.MAFF	chr9	56264864	56264884	+	0.000	0.000	Merged-chr9-56264757-66
NR3810--MA0659.1.MAFG	chr13	102942835	102942855	-	0.000	0.000	Merged-chr13-102942787-1
NR3086--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR8657--MA0089.1.MAFG::NFE2L1	chr3	136688184	136688189	-	0.000	0.000	Merged-chr3-136688298-63
NR5454--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR10664--MA0089.1.MAFG::NFE2L1	chr6	31080817	31080822	-	0.000	0.000	Merged-chr6-31081023-63
NR1335--MA0089.1.MAFG::NFE2L1	chr10	40025322	40025327	-	0.000	0.000	Merged-chr10-40025208-45
NR12591--MA0496.2.MAFK	chr8	77311843	77311861	-	0.000	0.000	Merged-chr8-77311917-14
NR8234--MA0117.2.Mafb	chr3	68240255	68240266	+	0.000	0.000	Merged-chr3-68240034-18
NR2258--MA0591.1.Bach1::Mafk	chr11	79071776	79071790	+	0.000	0.000	Merged-chr11-79071709-8
NR767--MA0089.1.MAFG::NFE2L1	chr1	160006178	160006183	-	0.000	0.000	Merged-chr1-160006258-20
NR1601--MA0496.2.MAFK	chr10	85050868	85050886	-	0.000	0.000	Merged-chr10-85050856-11
NR384--MA0591.1.Bach1::Mafk	chr1	91038113	91038127	+	0.000	0.000	Merged-chr1-91038196-27
NR13417--MA0501.1.MAF::NFE2	chr9	103146956	103146970	-	0.000	0.000	Merged-chr9-103146850-8
NR12910--MA0089.1.MAFG::NFE2L1	chr8	128171310	128171315	+	0.000	0.000	Merged-chr8-128171364-20
NR12414--MA0501.1.MAF::NFE2	chr8	33636651	33636665	-	0.000	0.000	Merged-chr8-33636764-22
NR3643--MA0501.1.MAF::NFE2	chr13	76129014	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR7816--MA0659.1.MAFG	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR10260--MA0089.1.MAFG::NFE2L1	chr5	112488431	112488436	-	0.000	0.000	Merged-chr5-112488536-19
NR10636--MA0495.2.MAFF	chr6	24627856	24627876	-	0.000	0.000	Merged-chr6-24627877-28
NR7125--MA0591.1.Bach1::Mafk	chr2	65170813	65170827	+	0.000	0.000	Merged-chr2-65170889-79
NR1722--MA0496.2.MAFK	chr10	99459978	99459996	+	0.000	0.000	Merged-chr10-99459996-60
NR5408--MA0659.1.MAFG	chr16	91446989	91447009	-	0.000	0.000	Merged-chr16-91447068-40
NR1928--MA0496.2.MAFK	chr11	3199162	3199180	-	0.000	0.000	Merged-chr11-3199138-87
NR5756--MA0089.1.MAFG::NFE2L1	chr17	36121478	36121483	-	0.000	0.000	Merged-chr17-36121498-70
NR10237--MA0591.1.Bach1::Mafk	chr5	107190925	107190939	+	0.000	0.000	Merged-chr5-107190885-10
NR4221--MA0089.1.MAFG::NFE2L1	chr14	60269568	60269573	+	0.000	0.000	Merged-chr14-60269485-15
NR11056--MA0117.2.Mafb	chr6	94500367	94500378	-	0.000	0.000	Merged-chr6-94500344-53
NR179--MA0659.1.MAFG	chr1	52066889	52066909	+	0.000	0.000	Merged-chr1-52066714-41
NR6865--MA0659.1.MAFG	chr2	11497008	11497028	-	0.000	0.000	Merged-chr2-11496832-15
NR9703--MA0591.1.Bach1::Mafk	chr5	8056414	8056428	+	0.000	0.000	Merged-chr5-8056503-117
NR4927--MA0089.1.MAFG::NFE2L1	chr15	94276645	94276650	-	0.000	0.000	Merged-chr15-94276800-21
NR1348--MA0089.1.MAFG::NFE2L1	chr10	42193068	42193073	-	0.000	0.000	Merged-chr10-42193235-20
NR1724--MA0089.1.MAFG::NFE2L1	chr10	99592301	99592306	-	0.000	0.000	Merged-chr10-99592304-27
NR5321--MA0495.2.MAFF	chr16	75903184	75903204	+	0.000	0.000	Merged-chr16-75903251-33
