#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR6638--MA0002.2.RUNX1	chr4	16102222	16102232	+	0.000	0.000	Merged-chr4-16102324-55
NR647--MA0511.2.RUNX2	chr1	164960259	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR9029--MA0002.2.RUNX1	chr7	136255792	136255802	+	0.000	0.000	Merged-chr7-136255803-24
NR2341--MA0002.2.RUNX1	chr12	114140671	114140681	+	0.000	0.000	Merged-chr12-114140759-26
NR2612--MA0002.2.RUNX1	chr13	54079064	54079074	+	0.000	0.000	Merged-chr13-54079211-23
NR9092--MA0684.1.RUNX3	chr7	143154070	143154079	+	0.000	0.000	Merged-chr7-143154031-30
NR1882--MA0002.2.RUNX1	chr11	116254817	116254827	-	0.000	0.000	Merged-chr11-116254750-41
NR2470--MA0684.1.RUNX3	chr13	21750443	21750452	-	0.000	0.000	Merged-chr13-21750455-56
NR4273--MA0002.2.RUNX1	chr17	44893814	44893824	+	0.000	0.000	Merged-chr17-44893726-24
NR233--MA0511.2.RUNX2	chr1	71594452	71594460	+	0.000	0.000	Merged-chr1-71594444-22
NR2864--MA0002.2.RUNX1	chr13	108426583	108426593	+	0.000	0.000	Merged-chr13-108426538-45
NR6846--MA0511.2.RUNX2	chr4	89008715	89008723	+	0.000	0.000	Merged-chr4-89008819-38
NR3518--MA0684.1.RUNX3	chr15	59646504	59646513	-	0.000	0.000	Merged-chr15-59646557-26
NR10044--MA0684.1.RUNX3	chr9	123941456	123941465	+	0.000	0.000	Merged-chr9-123941453-43
NR756--MA0511.2.RUNX2	chr1	182504347	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR5179--MA0684.1.RUNX3	chr2	9564615	9564624	-	0.000	0.000	Merged-chr2-9564694-16
NR8490--MA0684.1.RUNX3	chr6	146434552	146434561	+	0.000	0.000	Merged-chr6-146434496-35
NR386--MA0002.2.RUNX1	chr1	106152016	106152026	+	0.000	0.000	Merged-chr1-106152101-46
NR2867--MA0511.2.RUNX2	chr13	108860301	108860309	-	0.000	0.000	Merged-chr13-108860435-34
NR9267--MA0684.1.RUNX3	chr8	68674301	68674310	+	0.000	0.000	Merged-chr8-68674402-29
NR9809--MA0684.1.RUNX3	chr9	85671751	85671760	-	0.000	0.000	Merged-chr9-85671881-60
NR4177--MA0002.2.RUNX1	chr17	19435175	19435185	-	0.000	0.000	Merged-chr17-19435269-18
NR5036--MA0684.1.RUNX3	chr19	40300140	40300149	+	0.000	0.000	Merged-chr19-40300210-18
NR2768--MA0002.2.RUNX1	chr13	92859007	92859017	+	0.000	0.000	Merged-chr13-92859070-18
NR8741--MA0002.2.RUNX1	chr7	81863350	81863360	-	0.000	0.000	Merged-chr7-81863346-31
NR8265--MA0002.2.RUNX1	chr6	119918695	119918705	-	0.000	0.000	Merged-chr6-119918835-40
NR6585--MA0002.2.RUNX1	chr3	157572187	157572197	+	0.000	0.000	Merged-chr3-157572162-49
NR6270--MA0511.2.RUNX2	chr3	106785394	106785402	+	0.000	0.000	Merged-chr3-106785320-62
NR5559--MA0684.1.RUNX3	chr2	109992836	109992845	-	0.000	0.000	Merged-chr2-109992727-6
NR914--MA0684.1.RUNX3	chr10	17775349	17775358	+	0.000	0.000	Merged-chr10-17775311-43
NR4910--MA0684.1.RUNX3	chr19	8592422	8592431	+	0.000	0.000	Merged-chr19-8592238-38
NR2211--MA0002.2.RUNX1	chr12	92672604	92672614	+	0.000	0.000	Merged-chr12-92672528-30
NR2562--MA0511.2.RUNX2	chr13	41302822	41302830	+	0.000	0.000	Merged-chr13-41302926-20
NR2833--MA0511.2.RUNX2	chr13	102895975	102895983	+	0.000	0.000	Merged-chr13-102896052-33
NR8916--MA0002.2.RUNX1	chr7	117418904	117418914	+	0.000	0.000	Merged-chr7-117419068-12
NR4686--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR7077--MA0684.1.RUNX3	chr4	136189835	136189844	+	0.000	0.000	Merged-chr4-136190007-31
NR8330--MA0511.2.RUNX2	chr6	127617443	127617451	+	0.000	0.000	Merged-chr6-127617353-34
NR2529--MA0002.2.RUNX1	chr13	32982845	32982855	+	0.000	0.000	Merged-chr13-32982935-23
NR1166--MA0684.1.RUNX3	chr10	77627623	77627632	-	0.000	0.000	Merged-chr10-77627731-24
NR10037--MA0002.2.RUNX1	chr9	123814394	123814404	-	0.000	0.000	Merged-chr9-123814525-64
NR2320--MA0002.2.RUNX1	chr12	110506191	110506201	-	0.000	0.000	Merged-chr12-110506270-12
NR7057--MA0002.2.RUNX1	chr4	134273514	134273524	-	0.000	0.000	Merged-chr4-134273569-45
NR5049--MA0684.1.RUNX3	chr19	42780005	42780014	-	0.000	0.000	Merged-chr19-42779863-69
NR8710--MA0511.2.RUNX2	chr7	75596206	75596214	-	0.000	0.000	Merged-chr7-75596193-49
NR113--MA0002.2.RUNX1	chr1	40473882	40473892	+	0.000	0.000	Merged-chr1-40473860-44
NR779--MA0002.2.RUNX1	chr1	184908695	184908705	-	0.000	0.000	Merged-chr1-184908710-36
NR6455--MA0002.2.RUNX1	chr3	142281331	142281341	-	0.000	0.000	Merged-chr3-142281213-32
NR7043--MA0684.1.RUNX3	chr4	132757286	132757295	+	0.000	0.000	Merged-chr4-132757307-47
NR4460--MA0511.2.RUNX2	chr17	84845182	84845190	-	0.000	0.000	Merged-chr17-84845195-48
NR242--MA0684.1.RUNX3	chr1	74249028	74249037	-	0.000	0.000	Merged-chr1-74249152-57
NR8387--MA0002.2.RUNX1	chr6	134014621	134014631	+	0.000	0.000	Merged-chr6-134014705-25
NR1006--MA0511.2.RUNX2	chr10	39469531	39469539	-	0.000	0.000	Merged-chr10-39469542-68
NR765--MA0684.1.RUNX3	chr1	183180409	183180418	+	0.000	0.000	Merged-chr1-183180587-56
NR9325--MA0511.2.RUNX2	chr8	88647368	88647376	+	0.000	0.000	Merged-chr8-88647358-34
NR38--MA0511.2.RUNX2	chr1	16228098	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR4285--MA0684.1.RUNX3	chr17	46870743	46870752	+	0.000	0.000	Merged-chr17-46870796-80
NR6835--MA0002.2.RUNX1	chr4	88046544	88046554	-	0.000	0.000	Merged-chr4-88046485-60
NR7218--MA0684.1.RUNX3	chr5	7829816	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR2062--MA0002.2.RUNX1	chr12	55016449	55016459	+	0.000	0.000	Merged-chr12-55016281-3
NR4840--MA0511.2.RUNX2	chr18	81400357	81400365	-	0.000	0.000	Merged-chr18-81400344-68
NR8373--MA0684.1.RUNX3	chr6	130387068	130387077	+	0.000	0.000	Merged-chr6-130387166-57
NR8915--MA0684.1.RUNX3	chr7	117394184	117394193	+	0.000	0.000	Merged-chr7-117394201-50
NR269--MA0002.2.RUNX1	chr1	80637503	80637513	+	0.000	0.000	Merged-chr1-80637446-57
NR4536--MA0002.2.RUNX1	chr18	11931782	11931792	-	0.000	0.000	Merged-chr18-11931736-46
NR2528--MA0684.1.RUNX3	chr13	32982809	32982818	-	0.000	0.000	Merged-chr13-32982935-23
NR4807--MA0002.2.RUNX1	chr18	76259735	76259745	+	0.000	0.000	Merged-chr18-76259816-26
NR2856--MA0002.2.RUNX1	chr13	107095622	107095632	-	0.000	0.000	Merged-chr13-107095527-25
NR5691--MA0002.2.RUNX1	chr2	144300253	144300263	-	0.000	0.000	Merged-chr2-144300316-30
NR8082--MA0002.2.RUNX1	chr6	86548165	86548175	+	0.000	0.000	Merged-chr6-86548021-53
NR2607--MA0511.2.RUNX2	chr13	52883282	52883290	+	0.000	0.000	Merged-chr13-52883371-26
NR1731--MA0002.2.RUNX1	chr11	82195070	82195080	+	0.000	0.000	Merged-chr11-82195229-33
NR4936--MA0684.1.RUNX3	chr19	14620505	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR7056--MA0684.1.RUNX3	chr4	134106301	134106310	-	0.000	0.000	Merged-chr4-134106328-10
NR6153--MA0511.2.RUNX2	chr3	88452427	88452435	+	0.000	0.000	Merged-chr3-88452451-33
NR4251--MA0684.1.RUNX3	chr17	36227189	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR7579--MA0684.1.RUNX3	chr5	106677005	106677014	+	0.000	0.000	Merged-chr5-106676986-37
NR2366--MA0684.1.RUNX3	chr12	115293943	115293952	+	0.000	0.000	Merged-chr12-115293953-33
NR8462--MA0002.2.RUNX1	chr6	144962171	144962181	+	0.000	0.000	Merged-chr6-144962023-22
NR8733--MA0002.2.RUNX1	chr7	80450004	80450014	-	0.000	0.000	Merged-chr7-80450087-44
NR3520--MA0002.2.RUNX1	chr15	59795823	59795833	+	0.000	0.000	Merged-chr15-59795826-47
NR506--MA0002.2.RUNX1	chr1	138560882	138560892	-	0.000	0.000	Merged-chr1-138560961-36
NR4026--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR5008--MA0002.2.RUNX1	chr19	34306975	34306985	-	0.000	0.000	Merged-chr19-34306924-50
NR8985--MA0002.2.RUNX1	chr7	128158949	128158959	+	0.000	0.000	Merged-chr7-128158931-27
NR8114--MA0002.2.RUNX1	chr6	91125039	91125049	+	0.000	0.000	Merged-chr6-91125010-35
NR6705--MA0002.2.RUNX1	chr4	41503063	41503073	-	0.000	0.000	Merged-chr4-41503192-32
NR4754--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR9540--MA0002.2.RUNX1	chr9	14908226	14908236	-	0.000	0.000	Merged-chr9-14908176-52
NR6990--MA0511.2.RUNX2	chr4	121041163	121041171	+	0.000	0.000	Merged-chr4-121041130-36
NR509--MA0511.2.RUNX2	chr1	138931077	138931085	+	0.000	0.000	Merged-chr1-138931080-29
NR3900--MA0002.2.RUNX1	chr16	49774779	49774789	+	0.000	0.000	Merged-chr16-49774880-113
NR8637--MA0002.2.RUNX1	chr7	55890218	55890228	+	0.000	0.000	Merged-chr7-55890160-26
NR6686--MA0002.2.RUNX1	chr4	34881095	34881105	-	0.000	0.000	Merged-chr4-34881201-30
NR2455--MA0002.2.RUNX1	chr13	13557146	13557156	-	0.000	0.000	Merged-chr13-13557258-36
NR4691--MA0511.2.RUNX2	chr18	56718580	56718588	-	0.000	0.000	Merged-chr18-56718597-44
NR5832--MA0002.2.RUNX1	chr2	167805042	167805052	-	0.000	0.000	Merged-chr2-167805304-70
NR6543--MA0002.2.RUNX1	chr3	149443134	149443144	+	0.000	0.000	Merged-chr3-149443176-11
NR6067--MA0002.2.RUNX1	chr3	65929644	65929654	-	0.000	0.000	Merged-chr3-65929899-83
NR9920--MA0002.2.RUNX1	chr9	108083384	108083394	+	0.000	0.000	Merged-chr9-108083224-47
NR2978--MA0002.2.RUNX1	chr14	20766185	20766195	+	0.000	0.000	Merged-chr14-20766175-32
NR6943--MA0684.1.RUNX3	chr4	107989118	107989127	+	0.000	0.000	Merged-chr4-107989218-22
NR6467--MA0684.1.RUNX3	chr3	142863419	142863428	+	0.000	0.000	Merged-chr3-142863489-16
NR6795--MA0002.2.RUNX1	chr4	62806875	62806885	+	0.000	0.000	Merged-chr4-62806731-67
NR1853--MA0002.2.RUNX1	chr11	109694173	109694183	+	0.000	0.000	Merged-chr11-109694201-12
NR4244--MA0002.2.RUNX1	chr17	35231247	35231257	+	0.000	0.000	Merged-chr17-35231264-33
NR2236--MA0684.1.RUNX3	chr12	98269813	98269822	+	0.000	0.000	Merged-chr12-98269804-132
NR6275--MA0511.2.RUNX2	chr3	107631520	107631528	-	0.000	0.000	Merged-chr3-107631473-90
NR2359--MA0002.2.RUNX1	chr12	115055202	115055212	+	0.000	0.000	Merged-chr12-115055317-37
NR10015--MA0684.1.RUNX3	chr9	119744241	119744250	-	0.000	0.000	Merged-chr9-119744132-67
NR1982--MA0684.1.RUNX3	chr12	21472601	21472610	-	0.000	0.000	Merged-chr12-21472738-21
NR8998--MA0002.2.RUNX1	chr7	130546970	130546980	-	0.000	0.000	Merged-chr7-130547109-79
NR6324--MA0684.1.RUNX3	chr3	116652129	116652138	-	0.000	0.000	Merged-chr3-116652176-28
NR4101--MA0002.2.RUNX1	chr16	97964374	97964384	+	0.000	0.000	Merged-chr16-97964279-31
NR2150--MA0002.2.RUNX1	chr12	84361962	84361972	-	0.000	0.000	Merged-chr12-84361872-57
NR6403--MA0511.2.RUNX2	chr3	133506492	133506500	+	0.000	0.000	Merged-chr3-133506515-24
NR8379--MA0002.2.RUNX1	chr6	131353672	131353682	+	0.000	0.000	Merged-chr6-131353659-51
NR7287--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR2345--MA0684.1.RUNX3	chr12	114646586	114646595	+	0.000	0.000	Merged-chr12-114646696-21
NR2197--MA0002.2.RUNX1	chr12	91765685	91765695	-	0.000	0.000	Merged-chr12-91765630-19
NR8113--MA0684.1.RUNX3	chr6	91061194	91061203	-	0.000	0.000	Merged-chr6-91061386-8
NR8236--MA0002.2.RUNX1	chr6	115594677	115594687	-	0.000	0.000	Merged-chr6-115594731-47
NR4482--MA0684.1.RUNX3	chr17	86880725	86880734	+	0.000	0.000	Merged-chr17-86880662-37
NR4548--MA0684.1.RUNX3	chr18	14669384	14669393	+	0.000	0.000	Merged-chr18-14669573-8
NR4876--MA0002.2.RUNX1	chr18	84851321	84851331	+	0.000	0.000	Merged-chr18-84851440-69
NR614--MA0684.1.RUNX3	chr1	161804613	161804622	-	0.000	0.000	Merged-chr1-161804729-61
NR4356--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR5702--MA0002.2.RUNX1	chr2	147012001	147012011	-	0.000	0.000	Merged-chr2-147011946-5
NR4627--MA0511.2.RUNX2	chr18	39282250	39282258	+	0.000	0.000	Merged-chr18-39282313-47
NR9347--MA0684.1.RUNX3	chr8	94413639	94413648	-	0.000	0.000	Merged-chr8-94413719-53
NR9199--MA0002.2.RUNX1	chr8	34216264	34216274	+	0.000	0.000	Merged-chr8-34216280-115
NR2577--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR200--MA0684.1.RUNX3	chr1	64508664	64508673	+	0.000	0.000	Merged-chr1-64508658-48
NR4213--MA0511.2.RUNX2	chr17	28702909	28702917	+	0.000	0.000	Merged-chr17-28702869-12
NR7048--MA0684.1.RUNX3	chr4	133159235	133159244	+	0.000	0.000	Merged-chr4-133159149-54
NR2977--MA0684.1.RUNX3	chr14	20379784	20379793	-	0.000	0.000	Merged-chr14-20379904-27
NR5097--MA0684.1.RUNX3	chr19	56756536	56756545	+	0.000	0.000	Merged-chr19-56756635-43
NR2163--MA0002.2.RUNX1	chr12	86310024	86310034	+	0.000	0.000	Merged-chr12-86310059-67
NR8202--MA0002.2.RUNX1	chr6	108709917	108709927	+	0.000	0.000	Merged-chr6-108709910-74
NR531--MA0511.2.RUNX2	chr1	144355778	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR2834--MA0684.1.RUNX3	chr13	102895975	102895984	+	0.000	0.000	Merged-chr13-102896052-33
NR2358--MA0684.1.RUNX3	chr12	115012937	115012946	+	0.000	0.000	Merged-chr12-115012998-22
NR6380--MA0684.1.RUNX3	chr3	129613935	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR6651--MA0684.1.RUNX3	chr4	21842815	21842824	+	0.000	0.000	Merged-chr4-21842691-16
NR2420--MA0684.1.RUNX3	chr13	5847055	5847064	+	0.000	0.000	Merged-chr13-5847113-25
NR7157--MA0684.1.RUNX3	chr4	148070074	148070083	+	0.000	0.000	Merged-chr4-148069999-26
NR578--MA0511.2.RUNX2	chr1	156408142	156408150	-	0.000	0.000	Merged-chr1-156408256-35
NR2338--MA0002.2.RUNX1	chr12	113101787	113101797	-	0.000	0.000	Merged-chr12-113101688-19
NR2609--MA0002.2.RUNX1	chr13	52998748	52998758	+	0.000	0.000	Merged-chr13-52998796-35
NR8040--MA0002.2.RUNX1	chr6	71048303	71048313	-	0.000	0.000	Merged-chr6-71048511-32
NR8311--MA0002.2.RUNX1	chr6	125071567	125071577	+	0.000	0.000	Merged-chr6-125071459-61
NR479--MA0002.2.RUNX1	chr1	133695096	133695106	-	0.000	0.000	Merged-chr1-133694971-54
NR164--MA0511.2.RUNX2	chr1	54871549	54871557	+	0.000	0.000	Merged-chr1-54871447-51
NR8457--MA0511.2.RUNX2	chr6	144953072	144953080	+	0.000	0.000	Merged-chr6-144953133-29
NR3178--MA0684.1.RUNX3	chr14	75068999	75069008	-	0.000	0.000	Merged-chr14-75068888-3
NR8292--MA0002.2.RUNX1	chr6	122533103	122533113	-	0.000	0.000	Merged-chr6-122533116-39
NR5301--MA0002.2.RUNX1	chr2	36220299	36220309	+	0.000	0.000	Merged-chr2-36220233-13
NR8087--MA0002.2.RUNX1	chr6	86593285	86593295	-	0.000	0.000	Merged-chr6-86593452-56
NR336--MA0002.2.RUNX1	chr1	93802053	93802063	+	0.000	0.000	Merged-chr1-93801948-47
NR2546--MA0511.2.RUNX2	chr13	37783871	37783879	+	0.000	0.000	Merged-chr13-37783892-22
NR6012--MA0002.2.RUNX1	chr3	51128997	51129007	+	0.000	0.000	Merged-chr3-51128926-47
NR6949--MA0002.2.RUNX1	chr4	108987529	108987539	+	0.000	0.000	Merged-chr4-108987548-41
NR6092--MA0511.2.RUNX2	chr3	75930327	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR6141--MA0684.1.RUNX3	chr3	86142833	86142842	-	0.000	0.000	Merged-chr3-86142688-69
NR5824--MA0002.2.RUNX1	chr2	166610520	166610530	-	0.000	0.000	Merged-chr2-166610595-30
NR588--MA0002.2.RUNX1	chr1	157412539	157412549	-	0.000	0.000	Merged-chr1-157412445-85
NR3873--MA0002.2.RUNX1	chr16	44210833	44210843	+	0.000	0.000	Merged-chr16-44210859-20
NR2403--MA0511.2.RUNX2	chr12	118428540	118428548	-	0.000	0.000	Merged-chr12-118428603-36
NR4461--MA0684.1.RUNX3	chr17	84845181	84845190	-	0.000	0.000	Merged-chr17-84845195-48
NR5189--MA0511.2.RUNX2	chr2	12302049	12302057	-	0.000	0.000	Merged-chr2-12301937-47
NR9641--MA0002.2.RUNX1	chr9	50537351	50537361	-	0.000	0.000	Merged-chr9-50537430-19
NR815--MA0511.2.RUNX2	chr1	191275772	191275780	+	0.000	0.000	Merged-chr1-191275783-38
NR9912--MA0002.2.RUNX1	chr9	103708758	103708768	-	0.000	0.000	Merged-chr9-103708759-48
NR7690--MA0002.2.RUNX1	chr5	123382150	123382160	-	0.000	0.000	Merged-chr5-123382042-18
NR5238--MA0684.1.RUNX3	chr2	24745582	24745591	+	0.000	0.000	Merged-chr2-24745465-17
NR2699--MA0002.2.RUNX1	chr13	76129025	76129035	+	0.000	0.000	Merged-chr13-76128854-26
NR174--MA0002.2.RUNX1	chr1	59180217	59180227	-	0.000	0.000	Merged-chr1-59180254-19
NR4606--MA0511.2.RUNX2	chr18	36701978	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR8196--MA0002.2.RUNX1	chr6	108277135	108277145	+	0.000	0.000	Merged-chr6-108277136-27
NR1007--MA0684.1.RUNX3	chr10	39469530	39469539	-	0.000	0.000	Merged-chr10-39469542-68
NR4113--MA0684.1.RUNX3	chr17	6008218	6008227	-	0.000	0.000	Merged-chr17-6008372-53
NR1574--MA0002.2.RUNX1	chr11	34009518	34009528	-	0.000	0.000	Merged-chr11-34009597-4
NR4236--MA0002.2.RUNX1	chr17	34235211	34235221	+	0.000	0.000	Merged-chr17-34235127-37
NR39--MA0684.1.RUNX3	chr1	16228097	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR2285--MA0002.2.RUNX1	chr12	105001112	105001122	-	0.000	0.000	Merged-chr12-105001185-43
NR1801--MA0511.2.RUNX2	chr11	102930830	102930838	-	0.000	0.000	Merged-chr11-102930777-13
NR8201--MA0684.1.RUNX3	chr6	108630933	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR6809--MA0511.2.RUNX2	chr4	70307384	70307392	+	0.000	0.000	Merged-chr4-70307334-49
NR6521--MA0684.1.RUNX3	chr3	146758175	146758184	-	0.000	0.000	Merged-chr3-146758289-47
NR8053--MA0002.2.RUNX1	chr6	72190328	72190338	-	0.000	0.000	Merged-chr6-72190479-35
NR6316--MA0684.1.RUNX3	chr3	115692546	115692555	+	0.000	0.000	Merged-chr3-115692552-34
NR6439--MA0002.2.RUNX1	chr3	137800415	137800425	-	0.000	0.000	Merged-chr3-137800561-20
NR2764--MA0511.2.RUNX2	chr13	91541189	91541197	-	0.000	0.000	Merged-chr13-91541138-52
NR349--MA0002.2.RUNX1	chr1	95655728	95655738	+	0.000	0.000	Merged-chr1-95655731-50
NR2559--MA0511.2.RUNX2	chr13	40922682	40922690	-	0.000	0.000	Merged-chr13-40922608-25
NR4616--MA0002.2.RUNX1	chr18	37926030	37926040	+	0.000	0.000	Merged-chr18-37926090-48
NR2608--MA0684.1.RUNX3	chr13	52883282	52883291	+	0.000	0.000	Merged-chr13-52883371-26
NR8228--MA0002.2.RUNX1	chr6	114660166	114660176	+	0.000	0.000	Merged-chr6-114660280-61
NR4597--MA0002.2.RUNX1	chr18	34856379	34856389	-	0.000	0.000	Merged-chr18-34856324-36
NR3127--MA0511.2.RUNX2	chr14	65113813	65113821	-	0.000	0.000	Merged-chr14-65113927-33
NR9925--MA0002.2.RUNX1	chr9	108578608	108578618	+	0.000	0.000	Merged-chr9-108578687-51
NR4282--MA0511.2.RUNX2	chr17	46705098	46705106	+	0.000	0.000	Merged-chr17-46705032-57
NR2317--MA0002.2.RUNX1	chr12	108646411	108646421	-	0.000	0.000	Merged-chr12-108646363-75
NR1792--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR8165--MA0511.2.RUNX2	chr6	99435255	99435263	+	0.000	0.000	Merged-chr6-99435291-39
NR2298--MA0002.2.RUNX1	chr12	107119316	107119326	+	0.000	0.000	Merged-chr12-107119357-16
NR6263--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR1715--MA0002.2.RUNX1	chr11	79130083	79130093	-	0.000	0.000	Merged-chr11-79129992-68
NR9763--MA0002.2.RUNX1	chr9	79792882	79792892	-	0.000	0.000	Merged-chr9-79792846-1
NR2777--MA0511.2.RUNX2	chr13	93764721	93764729	+	0.000	0.000	Merged-chr13-93764810-22
NR8589--MA0002.2.RUNX1	chr7	42491069	42491079	+	0.000	0.000	Merged-chr7-42490994-43
NR6243--MA0002.2.RUNX1	chr3	102804012	102804022	+	0.000	0.000	Merged-chr3-102804136-20
NR2949--MA0002.2.RUNX1	chr14	8346999	8347009	-	0.000	0.000	Merged-chr14-8346820-31
NR7735--MA0002.2.RUNX1	chr5	134237016	134237026	-	0.000	0.000	Merged-chr5-134237023-52
NR8323--MA0684.1.RUNX3	chr6	126811746	126811755	-	0.000	0.000	Merged-chr6-126811749-38
NR1701--MA0684.1.RUNX3	chr11	76479870	76479879	-	0.000	0.000	Merged-chr11-76479734-64
NR5198--MA0684.1.RUNX3	chr2	13718971	13718980	+	0.000	0.000	Merged-chr2-13718816-55
NR2264--MA0002.2.RUNX1	chr12	100636404	100636414	+	0.000	0.000	Merged-chr12-100636391-39
NR8575--MA0684.1.RUNX3	chr7	31161058	31161067	-	0.000	0.000	Merged-chr7-31161172-57
NR5641--MA0002.2.RUNX1	chr2	129180167	129180177	+	0.000	0.000	Merged-chr2-129180074-1
NR3690--MA0002.2.RUNX1	chr15	97836697	97836707	+	0.000	0.000	Merged-chr15-97837039-84
NR2886--MA0511.2.RUNX2	chr13	111297823	111297831	+	0.000	0.000	Merged-chr13-111297823-12
NR2459--MA0684.1.RUNX3	chr13	15936316	15936325	+	0.000	0.000	Merged-chr13-15936339-55
NR7573--MA0002.2.RUNX1	chr5	106639687	106639697	-	0.000	0.000	Merged-chr5-106639695-17
NR6769--MA0511.2.RUNX2	chr4	58050835	58050843	-	0.000	0.000	Merged-chr4-58050773-31
NR8432--MA0684.1.RUNX3	chr6	140508636	140508645	-	0.000	0.000	Merged-chr6-140508405-40
NR8703--MA0684.1.RUNX3	chr7	73518592	73518601	+	0.000	0.000	Merged-chr7-73518565-13
NR6276--MA0684.1.RUNX3	chr3	107631519	107631528	-	0.000	0.000	Merged-chr3-107631473-90
NR8555--MA0002.2.RUNX1	chr7	24457834	24457844	-	0.000	0.000	Merged-chr7-24457903-49
NR78--MA0511.2.RUNX2	chr1	36308031	36308039	-	0.000	0.000	Merged-chr1-36307925-67
NR1391--MA0002.2.RUNX1	chr10	118470819	118470829	+	0.000	0.000	Merged-chr10-118470709-40
NR4053--MA0002.2.RUNX1	chr16	91789929	91789939	-	0.000	0.000	Merged-chr16-91789935-50
NR10046--MA0511.2.RUNX2	chr9	124100467	124100475	+	0.000	0.000	Merged-chr9-124100646-41
NR6626--MA0511.2.RUNX2	chr4	11492629	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR6133--MA0684.1.RUNX3	chr3	84679038	84679047	+	0.000	0.000	Merged-chr3-84679070-45
NR3594--MA0002.2.RUNX1	chr15	80681787	80681797	-	0.000	0.000	Merged-chr15-80681651-57
NR4519--MA0684.1.RUNX3	chr18	6310276	6310285	-	0.000	0.000	Merged-chr18-6310381-25
NR2581--MA0511.2.RUNX2	chr13	45850792	45850800	-	0.000	0.000	Merged-chr13-45850664-56
NR8393--MA0002.2.RUNX1	chr6	135362768	135362778	+	0.000	0.000	Merged-chr6-135362816-51
NR109--MA0684.1.RUNX3	chr1	40386355	40386364	+	0.000	0.000	Merged-chr1-40386352-39
NR4310--MA0684.1.RUNX3	chr17	50148363	50148372	-	0.000	0.000	Merged-chr17-50148334-29
NR6779--MA0002.2.RUNX1	chr4	59850315	59850325	+	0.000	0.000	Merged-chr4-59850385-20
NR788--MA0511.2.RUNX2	chr1	187348591	187348599	-	0.000	0.000	Merged-chr1-187348669-52
NR2425--MA0684.1.RUNX3	chr13	6652639	6652648	+	0.000	0.000	Merged-chr13-6652733-20
NR4228--MA0002.2.RUNX1	chr17	32067762	32067772	-	0.000	0.000	Merged-chr17-32067769-19
NR7810--MA0002.2.RUNX1	chr5	148678762	148678772	-	0.000	0.000	Merged-chr5-148678733-37
NR8793--MA0684.1.RUNX3	chr7	96946694	96946703	+	0.000	0.000	Merged-chr7-96946684-14
NR2819--MA0002.2.RUNX1	chr13	100854452	100854462	-	0.000	0.000	Merged-chr13-100854442-29
NR4357--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR7791--MA0002.2.RUNX1	chr5	144126109	144126119	-	0.000	0.000	Merged-chr5-144126158-36
NR6321--MA0511.2.RUNX2	chr3	116465930	116465938	-	0.000	0.000	Merged-chr3-116465927-56
NR2134--MA0002.2.RUNX1	chr12	79437128	79437138	+	0.000	0.000	Merged-chr12-79437240-16
NR5240--MA0002.2.RUNX1	chr2	25828777	25828787	-	0.000	0.000	Merged-chr2-25828697-14
NR8716--MA0684.1.RUNX3	chr7	75600561	75600570	+	0.000	0.000	Merged-chr7-75600674-52
NR4436--MA0511.2.RUNX2	chr17	79817129	79817137	+	0.000	0.000	Merged-chr17-79817109-13
