#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR40407--MA1107.1.KLF9	chr2	178593321	178593333	+	0.000	0.000	Merged-chr2-178593347-6
NR63303--MA1107.1.KLF9	chr8	57592741	57592753	-	0.000	0.000	Merged-chr8-57592904-21
NR38555--MA0599.1.KLF5	chr2	127247937	127247946	-	0.000	0.000	Merged-chr2-127248073-84
NR42349--MA0039.3.KLF4	chr3	84039284	84039294	+	0.000	0.000	Merged-chr3-84039248-13
NR53981--MA0599.1.KLF5	chr5	151368642	151368651	+	0.000	0.000	Merged-chr5-151368809-80
NR25353--MA0493.1.Klf1	chr15	100665100	100665110	+	0.000	0.000	Merged-chr15-100665160-50
NR5490--MA0599.1.KLF5	chr10	11149366	11149375	-	0.000	0.000	Merged-chr10-11149591-75
NR7746--MA0599.1.KLF5	chr10	82629888	82629897	-	0.000	0.000	Merged-chr10-82629951-87
NR2293--MA0742.1.Klf12	chr1	105663808	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR31396--MA0599.1.KLF5	chr18	10182140	10182149	-	0.000	0.000	Merged-chr18-10182266-3
NR27421--MA0741.1.KLF16	chr16	76283383	76283393	-	0.000	0.000	Merged-chr16-76283420-1
NR39840--MA0742.1.Klf12	chr2	164953396	164953410	-	0.000	0.000	Merged-chr2-164953372-29
NR22769--MA0599.1.KLF5	chr15	12313488	12313497	-	0.000	0.000	Merged-chr15-12313413-17
NR53286--MA0741.1.KLF16	chr5	135780563	135780573	-	0.000	0.000	Merged-chr5-135780527-18
NR32901--MA1107.1.KLF9	chr18	65924898	65924910	-	0.000	0.000	Merged-chr18-65924997-33
NR14596--MA0599.1.KLF5	chr12	76710658	76710667	+	0.000	0.000	Merged-chr12-76710800-1
NR683--MA0741.1.KLF16	chr1	36262286	36262296	+	0.000	0.000	Merged-chr1-36262219-41
NR47369--MA1107.1.KLF9	chr4	106841998	106842010	-	0.000	0.000	Merged-chr4-106841993-21
NR43079--MA0741.1.KLF16	chr3	104961775	104961785	-	0.000	0.000	Merged-chr3-104961785-36
NR68552--MA0599.1.KLF5	chrX	11807628	11807637	-	0.000	0.000	Merged-chrX-11807540-17
NR34773--MA0599.1.KLF5	chr19	47464622	47464631	-	0.000	0.000	Merged-chr19-47464349-56
NR45995--MA1107.1.KLF9	chr4	45530857	45530869	+	0.000	0.000	Merged-chr4-45530813-118
NR33760--MA0740.1.KLF14	chr19	3943433	3943446	-	0.000	0.000	Merged-chr19-3943382-37
NR51769--MA1107.1.KLF9	chr5	99252909	99252921	+	0.000	0.000	Merged-chr5-99252869-81
NR3964--MA0599.1.KLF5	chr1	165700815	165700824	-	0.000	0.000	Merged-chr1-165701022-97
NR3915--MA0657.1.KLF13	chr1	164882002	164882019	-	0.000	0.000	Merged-chr1-164882176-54
NR6901--MA0741.1.KLF16	chr10	66909327	66909337	-	0.000	0.000	Merged-chr10-66909501-11
NR19471--MA1107.1.KLF9	chr14	7819608	7819620	-	0.000	0.000	Merged-chr14-7819575-11
NR12188--MA0599.1.KLF5	chr11	99132690	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR13649--MA0741.1.KLF16	chr12	28649571	28649581	+	0.000	0.000	Merged-chr12-28649710-52
NR43042--MA0599.1.KLF5	chr3	104616373	104616382	-	0.000	0.000	Merged-chr3-104616358-38
NR60724--MA0599.1.KLF5	chr7	99828395	99828404	+	0.000	0.000	Merged-chr7-99828320-56
NR59015--MA1107.1.KLF9	chr7	30333150	30333162	-	0.000	0.000	Merged-chr7-30333026-1
NR64985--MA0599.1.KLF5	chr8	117498826	117498835	-	0.000	0.000	Merged-chr8-117498576-60
NR9026--MA0599.1.KLF5	chr10	118419174	118419183	-	0.000	0.000	Merged-chr10-118419236-59
NR26448--MA0599.1.KLF5	chr16	32812972	32812981	-	0.000	0.000	Merged-chr16-32813091-39
NR62657--MA0493.1.Klf1	chr8	27161538	27161548	-	0.000	0.000	Merged-chr8-27161535-3
NR49889--MA1107.1.KLF9	chr5	23394520	23394532	+	0.000	0.000	Merged-chr5-23394422-14
NR12253--MA0741.1.KLF16	chr11	100862018	100862028	+	0.000	0.000	Merged-chr11-100861973-17
NR51774--MA0493.1.Klf1	chr5	99252931	99252941	+	0.000	0.000	Merged-chr5-99252869-81
NR17163--MA0740.1.KLF14	chr13	56522517	56522530	+	0.000	0.000	Merged-chr13-56522495-59
NR14582--MA0493.1.Klf1	chr12	76196161	76196171	+	0.000	0.000	Merged-chr12-76196138-3
NR61736--MA0741.1.KLF16	chr7	137289443	137289453	+	0.000	0.000	Merged-chr7-137289301-3
NR12836--MA1107.1.KLF9	chr11	116643516	116643528	+	0.000	0.000	Merged-chr11-116643471-18
NR17282--MA0039.3.KLF4	chr13	60601898	60601908	-	0.000	0.000	Merged-chr13-60602062-34
NR45642--MA0493.1.Klf1	chr4	35100022	35100032	+	0.000	0.000	Merged-chr4-35100048-17
NR64842--MA0741.1.KLF16	chr8	111393733	111393743	-	0.000	0.000	Merged-chr8-111393745-41
NR17498--MA0493.1.Klf1	chr13	67081290	67081300	+	0.000	0.000	Merged-chr13-67081382-93
NR11998--MA0599.1.KLF5	chr11	97029927	97029936	+	0.000	0.000	Merged-chr11-97030056-43
NR48487--MA0599.1.KLF5	chr4	136206375	136206384	-	0.000	0.000	Merged-chr4-136206356-47
NR776--MA0599.1.KLF5	chr1	39478751	39478760	+	0.000	0.000	Merged-chr1-39478588-52
NR51201--MA0493.1.Klf1	chr5	73647784	73647794	+	0.000	0.000	Merged-chr5-73647714-62
NR44207--MA1107.1.KLF9	chr3	143493084	143493096	+	0.000	0.000	Merged-chr3-143493127-1
NR18958--MA0741.1.KLF16	chr13	108316275	108316285	+	0.000	0.000	Merged-chr13-108316339-65
NR7624--MA1107.1.KLF9	chr10	80848766	80848778	+	0.000	0.000	Merged-chr10-80848752-35
NR3870--MA0599.1.KLF5	chr1	163779669	163779678	-	0.000	0.000	Merged-chr1-163779662-61
NR57718--MA0493.1.Klf1	chr6	143327068	143327078	-	0.000	0.000	Merged-chr6-143327148-45
NR65348--MA0741.1.KLF16	chr8	124022158	124022168	+	0.000	0.000	Merged-chr8-124022219-1
NR11425--MA0599.1.KLF5	chr11	77792150	77792159	-	0.000	0.000	Merged-chr11-77792176-31
NR29005--MA0741.1.KLF16	chr17	27027665	27027675	-	0.000	0.000	Merged-chr17-27027661-33
NR45543--MA1107.1.KLF9	chr4	32388028	32388040	+	0.000	0.000	Merged-chr4-32387941-10
NR40402--MA0741.1.KLF16	chr2	178593307	178593317	+	0.000	0.000	Merged-chr2-178593347-6
NR47485--MA0039.3.KLF4	chr4	110028860	110028870	-	0.000	0.000	Merged-chr4-110028917-37
NR6508--MA0493.1.Klf1	chr10	53889524	53889534	-	0.000	0.000	Merged-chr10-53889619-14
NR40494--MA0740.1.KLF14	chr2	180119187	180119200	+	0.000	0.000	Merged-chr2-180119421-85
NR14727--MA0741.1.KLF16	chr12	81781251	81781261	-	0.000	0.000	Merged-chr12-81781243-65
NR35943--MA0493.1.Klf1	chr2	30078180	30078190	+	0.000	0.000	Merged-chr2-30077913-94
NR63885--MA1107.1.KLF9	chr8	75071855	75071867	+	0.000	0.000	Merged-chr8-75071889-52
NR61988--MA0741.1.KLF16	chr7	143053707	143053717	+	0.000	0.000	Merged-chr7-143053542-3
NR29064--MA0599.1.KLF5	chr17	27826187	27826196	-	0.000	0.000	Merged-chr17-27826379-77
NR61012--MA0493.1.Klf1	chr7	110221682	110221692	-	0.000	0.000	Merged-chr7-110221778-96
NR32467--MA1107.1.KLF9	chr18	50128327	50128339	-	0.000	0.000	Merged-chr18-50128270-63
NR45005--MA0742.1.Klf12	chr4	5653582	5653596	-	0.000	0.000	Merged-chr4-5653684-2
NR61956--MA0740.1.KLF14	chr7	142387935	142387948	-	0.000	0.000	Merged-chr7-142387872-67
NR28480--MA0741.1.KLF16	chr17	12205536	12205546	+	0.000	0.000	Merged-chr17-12205392-1
NR41637--MA0599.1.KLF5	chr3	51648239	51648248	-	0.000	0.000	Merged-chr3-51648429-13
NR1477--MA0741.1.KLF16	chr1	71557130	71557140	-	0.000	0.000	Merged-chr1-71557349-80
NR1104--MA0599.1.KLF5	chr1	55131229	55131238	+	0.000	0.000	Merged-chr1-55131349-89
NR7764--MA0599.1.KLF5	chr10	82796051	82796060	-	0.000	0.000	Merged-chr10-82796187-2
NR26335--MA1107.1.KLF9	chr16	28829314	28829326	+	0.000	0.000	Merged-chr16-28829477-1
NR64618--MA0740.1.KLF14	chr8	105519160	105519173	-	0.000	0.000	Merged-chr8-105519049-62
NR29731--MA0599.1.KLF5	chr17	47695175	47695184	-	0.000	0.000	Merged-chr17-47694994-70
NR9796--MA0741.1.KLF16	chr11	6658464	6658474	-	0.000	0.000	Merged-chr11-6658459-18
NR59229--MA0741.1.KLF16	chr7	38085182	38085192	-	0.000	0.000	Merged-chr7-38085350-130
NR21414--MA0741.1.KLF16	chr14	75131063	75131073	+	0.000	0.000	Merged-chr14-75131133-67
NR29733--MA0741.1.KLF16	chr17	47695174	47695184	-	0.000	0.000	Merged-chr17-47694994-70
NR8146--MA0493.1.Klf1	chr10	94378595	94378605	-	0.000	0.000	Merged-chr10-94378414-58
NR44751--MA0742.1.Klf12	chr3	154628568	154628582	+	0.000	0.000	Merged-chr3-154628476-23
NR57003--MA0657.1.KLF13	chr6	125191788	125191805	-	0.000	0.000	Merged-chr6-125191910-87
NR29712--MA1107.1.KLF9	chr17	47368921	47368933	-	0.000	0.000	Merged-chr17-47368979-35
NR10334--MA1107.1.KLF9	chr11	32039785	32039797	+	0.000	0.000	Merged-chr11-32039842-30
NR67901--MA0599.1.KLF5	chr9	107334497	107334506	+	0.000	0.000	Merged-chr9-107334469-86
NR52864--MA0493.1.Klf1	chr5	125475825	125475835	-	0.000	0.000	Merged-chr5-125475935-61
NR65165--MA1107.1.KLF9	chr8	121578161	121578173	+	0.000	0.000	Merged-chr8-121578320-1
NR4569--MA0039.3.KLF4	chr1	180279848	180279858	-	0.000	0.000	Merged-chr1-180279893-43
NR69022--MA0741.1.KLF16	chrX	74328816	74328826	-	0.000	0.000	Merged-chrX-74329006-35
NR5122--MA1107.1.KLF9	chr1	194651744	194651756	+	0.000	0.000	Merged-chr1-194651787-2
NR67071--MA0741.1.KLF16	chr9	75646907	75646917	+	0.000	0.000	Merged-chr9-75646856-3
NR68757--MA1107.1.KLF9	chrX	38182055	38182067	-	0.000	0.000	Merged-chrX-38181994-21
NR21395--MA0741.1.KLF16	chr14	74918663	74918673	+	0.000	0.000	Merged-chr14-74918775-39
NR37688--MA1107.1.KLF9	chr2	92458643	92458655	+	0.000	0.000	Merged-chr2-92458693-6
NR29176--MA0599.1.KLF5	chr17	29459695	29459704	-	0.000	0.000	Merged-chr17-29459656-10
NR48007--MA1107.1.KLF9	chr4	128962434	128962446	+	0.000	0.000	Merged-chr4-128962566-44
NR57974--MA0740.1.KLF14	chr7	3693610	3693623	-	0.000	0.000	Merged-chr7-3693587-203
NR39987--MA0741.1.KLF16	chr2	168159011	168159021	+	0.000	0.000	Merged-chr2-168159188-34
NR54610--MA0742.1.Klf12	chr6	29474062	29474076	+	0.000	0.000	Merged-chr6-29474137-48
NR11890--MA0493.1.Klf1	chr11	95006782	95006792	+	0.000	0.000	Merged-chr11-95006750-25
NR12515--MA0599.1.KLF5	chr11	108901127	108901136	+	0.000	0.000	Merged-chr11-108901238-21
NR59618--MA0742.1.Klf12	chr7	52006255	52006269	+	0.000	0.000	Merged-chr7-52006054-77
NR57301--MA1107.1.KLF9	chr6	134183957	134183969	+	0.000	0.000	Merged-chr6-134184108-53
NR35961--MA0741.1.KLF16	chr2	30286410	30286420	-	0.000	0.000	Merged-chr2-30286345-59
NR62317--MA0493.1.Klf1	chr8	13974843	13974853	+	0.000	0.000	Merged-chr8-13974729-61
NR6306--MA1107.1.KLF9	chr10	42699262	42699274	+	0.000	0.000	Merged-chr10-42699170-35
NR59388--MA0599.1.KLF5	chr7	44553516	44553525	+	0.000	0.000	Merged-chr7-44553464-1
NR65090--MA0599.1.KLF5	chr8	120276530	120276539	-	0.000	0.000	Merged-chr8-120276586-37
NR40551--MA0493.1.Klf1	chr2	181659678	181659688	-	0.000	0.000	Merged-chr2-181659700-65
NR7518--MA0599.1.KLF5	chr10	80350544	80350553	+	0.000	0.000	Merged-chr10-80350407-33
NR32245--MA0742.1.Klf12	chr18	41753027	41753041	-	0.000	0.000	Merged-chr18-41752958-32
NR10107--MA0599.1.KLF5	chr11	22782987	22782996	-	0.000	0.000	Merged-chr11-22782908-24
NR32789--MA0039.3.KLF4	chr18	62125526	62125536	+	0.000	0.000	Merged-chr18-62125570-18
NR15276--MA0741.1.KLF16	chr12	100901171	100901181	+	0.000	0.000	Merged-chr12-100901378-37
NR48290--MA0599.1.KLF5	chr4	134061721	134061730	+	0.000	0.000	Merged-chr4-134061948-77
NR63653--MA0493.1.Klf1	chr8	70594431	70594441	+	0.000	0.000	Merged-chr8-70594498-62
NR39663--MA0599.1.KLF5	chr2	160422007	160422016	-	0.000	0.000	Merged-chr2-160421769-26
NR33342--MA1107.1.KLF9	chr18	77072733	77072745	+	0.000	0.000	Merged-chr18-77072792-44
NR8718--MA0740.1.KLF14	chr10	112929007	112929020	+	0.000	0.000	Merged-chr10-112928921-61
NR13156--MA1107.1.KLF9	chr12	8351301	8351313	-	0.000	0.000	Merged-chr12-8351458-49
NR56947--MA0741.1.KLF16	chr6	124414553	124414563	+	0.000	0.000	Merged-chr6-124414404-3
NR2533--MA1107.1.KLF9	chr1	120057337	120057349	-	0.000	0.000	Merged-chr1-120057307-12
NR23869--MA0741.1.KLF16	chr15	62164818	62164828	+	0.000	0.000	Merged-chr15-62164994-48
NR45561--MA1107.1.KLF9	chr4	32657098	32657110	-	0.000	0.000	Merged-chr4-32657142-58
NR38013--MA0742.1.Klf12	chr2	112510274	112510288	-	0.000	0.000	Merged-chr2-112510265-49
NR23877--MA0599.1.KLF5	chr15	64022431	64022440	-	0.000	0.000	Merged-chr15-64022394-57
NR52921--MA0741.1.KLF16	chr5	129063564	129063574	-	0.000	0.000	Merged-chr5-129063450-43
NR68324--MA0599.1.KLF5	chr9	120191524	120191533	+	0.000	0.000	Merged-chr9-120191396-42
NR48138--MA0599.1.KLF5	chr4	130520539	130520548	-	0.000	0.000	Merged-chr4-130520365-48
NR68663--MA1107.1.KLF9	chrX	20662882	20662894	-	0.000	0.000	Merged-chrX-20662999-43
NR39844--MA0741.1.KLF16	chr2	165285778	165285788	+	0.000	0.000	Merged-chr2-165285935-14
NR3736--MA0599.1.KLF5	chr1	157555237	157555246	+	0.000	0.000	Merged-chr1-157555103-45
NR50765--MA0741.1.KLF16	chr5	57714985	57714995	-	0.000	0.000	Merged-chr5-57715009-24
NR37022--MA0741.1.KLF16	chr2	65567735	65567745	-	0.000	0.000	Merged-chr2-65567676-20
NR14422--MA0741.1.KLF16	chr12	69461955	69461965	+	0.000	0.000	Merged-chr12-69461998-25
NR24259--MA0493.1.Klf1	chr15	77956719	77956729	+	0.000	0.000	Merged-chr15-77956720-50
NR53156--MA0741.1.KLF16	chr5	134572040	134572050	+	0.000	0.000	Merged-chr5-134572042-51
NR50488--MA0599.1.KLF5	chr5	45669765	45669774	+	0.000	0.000	Merged-chr5-45669606-116
NR33768--MA0493.1.Klf1	chr19	4000355	4000365	+	0.000	0.000	Merged-chr19-4000436-69
NR24179--MA0599.1.KLF5	chr15	76671500	76671509	+	0.000	0.000	Merged-chr15-76671670-56
NR46069--MA1107.1.KLF9	chr4	47011203	47011215	-	0.000	0.000	Merged-chr4-47011023-46
NR48006--MA0741.1.KLF16	chr4	128962435	128962445	+	0.000	0.000	Merged-chr4-128962566-44
NR69131--MA0741.1.KLF16	chrX	98265947	98265957	-	0.000	0.000	Merged-chrX-98266025-47
NR2879--MA0599.1.KLF5	chr1	132008076	132008085	-	0.000	0.000	Merged-chr1-132007976-127
NR67180--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
NR16888--MA0599.1.KLF5	chr13	44507199	44507208	+	0.000	0.000	Merged-chr13-44507226-54
NR11634--MA0039.3.KLF4	chr11	83753657	83753667	+	0.000	0.000	Merged-chr11-83753820-53
NR3655--MA0742.1.Klf12	chr1	155742424	155742438	-	0.000	0.000	Merged-chr1-155742292-41
NR31111--MA0741.1.KLF16	chr17	88530052	88530062	+	0.000	0.000	Merged-chr17-88530189-72
NR61615--MA0742.1.Klf12	chr7	130692665	130692679	+	0.000	0.000	Merged-chr7-130692777-39
NR44375--MA0741.1.KLF16	chr3	146159583	146159593	+	0.000	0.000	Merged-chr3-146159608-43
NR22312--MA0493.1.Klf1	chr14	118828100	118828110	-	0.000	0.000	Merged-chr14-118827968-19
NR41627--MA1107.1.KLF9	chr3	51391491	51391503	-	0.000	0.000	Merged-chr3-51391339-9
NR52302--MA0741.1.KLF16	chr5	113873332	113873342	-	0.000	0.000	Merged-chr5-113873174-24
NR36585--MA0742.1.Klf12	chr2	48814132	48814146	-	0.000	0.000	Merged-chr2-48814151-109
NR24881--MA0741.1.KLF16	chr15	89149702	89149712	-	0.000	0.000	Merged-chr15-89149704-89
NR28829--MA0493.1.Klf1	chr17	23726410	23726420	-	0.000	0.000	Merged-chr17-23726406-66
NR37750--MA0741.1.KLF16	chr2	94158101	94158111	+	0.000	0.000	Merged-chr2-94158043-61
NR29489--MA0493.1.Klf1	chr17	35969859	35969869	-	0.000	0.000	Merged-chr17-35969818-62
NR21436--MA0742.1.Klf12	chr14	75754246	75754260	+	0.000	0.000	Merged-chr14-75754322-81
NR9132--MA0039.3.KLF4	chr10	121641761	121641771	-	0.000	0.000	Merged-chr10-121641801-47
NR56341--MA1107.1.KLF9	chr6	101524052	101524064	+	0.000	0.000	Merged-chr6-101523995-1
NR67900--MA1107.1.KLF9	chr9	107334439	107334451	+	0.000	0.000	Merged-chr9-107334469-86
NR54843--MA0599.1.KLF5	chr6	40430466	40430475	-	0.000	0.000	Merged-chr6-40430380-9
NR5651--MA0657.1.KLF13	chr10	16930217	16930234	-	0.000	0.000	Merged-chr10-16930100-2
NR38988--MA0039.3.KLF4	chr2	136532280	136532290	+	0.000	0.000	Merged-chr2-136532321-48
NR35865--MA0741.1.KLF16	chr2	27677082	27677092	-	0.000	0.000	Merged-chr2-27677278-63
NR29940--MA0039.3.KLF4	chr17	52602275	52602285	+	0.000	0.000	Merged-chr17-52602412-35
NR39541--MA1107.1.KLF9	chr2	156730796	156730808	-	0.000	0.000	Merged-chr2-156730705-70
NR66245--MA0740.1.KLF14	chr9	42423875	42423888	+	0.000	0.000	Merged-chr9-42423784-11
NR56785--MA0741.1.KLF16	chr6	118139190	118139200	+	0.000	0.000	Merged-chr6-118139138-58
NR40555--MA1107.1.KLF9	chr2	181659730	181659742	-	0.000	0.000	Merged-chr2-181659700-65
NR69654--MA0741.1.KLF16	chrX	166329051	166329061	-	0.000	0.000	Merged-chrX-166329162-24
NR17727--MA0657.1.KLF13	chr13	74808040	74808057	-	0.000	0.000	Merged-chr13-74808125-133
NR47267--MA0493.1.Klf1	chr4	101419617	101419627	-	0.000	0.000	Merged-chr4-101419713-70
NR15323--MA0493.1.Klf1	chr12	101958220	101958230	+	0.000	0.000	Merged-chr12-101958185-60
NR35731--MA0742.1.Klf12	chr2	24919593	24919607	+	0.000	0.000	Merged-chr2-24919565-66
NR21160--MA0599.1.KLF5	chr14	63606489	63606498	+	0.000	0.000	Merged-chr14-63606739-89
NR52435--MA0599.1.KLF5	chr5	116029323	116029332	+	0.000	0.000	Merged-chr5-116029183-58
NR6005--MA0740.1.KLF14	chr10	30842888	30842901	+	0.000	0.000	Merged-chr10-30842947-69
NR23946--MA0740.1.KLF14	chr15	68287503	68287516	-	0.000	0.000	Merged-chr15-68287311-7
NR53771--MA0599.1.KLF5	chr5	144965141	144965150	-	0.000	0.000	Merged-chr5-144965112-15
NR9034--MA1107.1.KLF9	chr10	118633633	118633645	+	0.000	0.000	Merged-chr10-118633664-46
NR29503--MA0599.1.KLF5	chr17	36020605	36020614	-	0.000	0.000	Merged-chr17-36020745-74
NR33021--MA0599.1.KLF5	chr18	67933228	67933237	-	0.000	0.000	Merged-chr18-67933315-136
NR40396--MA0741.1.KLF16	chr2	178593191	178593201	+	0.000	0.000	Merged-chr2-178593347-6
NR37402--MA0741.1.KLF16	chr2	79124390	79124400	-	0.000	0.000	Merged-chr2-79124485-40
NR9916--MA1107.1.KLF9	chr11	16558813	16558825	-	0.000	0.000	Merged-chr11-16558983-1
NR30091--MA0740.1.KLF14	chr17	57275562	57275575	+	0.000	0.000	Merged-chr17-57275446-78
NR45009--MA0741.1.KLF16	chr4	5653610	5653620	+	0.000	0.000	Merged-chr4-5653684-2
NR44449--MA1107.1.KLF9	chr3	148726895	148726907	+	0.000	0.000	Merged-chr3-148726865-16
NR662--MA0741.1.KLF16	chr1	34831628	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR48986--MA0741.1.KLF16	chr4	150112972	150112982	-	0.000	0.000	Merged-chr4-150113122-17
NR10695--MA0741.1.KLF16	chr11	54936435	54936445	-	0.000	0.000	Merged-chr11-54936551-30
NR1552--MA0741.1.KLF16	chr1	74791660	74791670	-	0.000	0.000	Merged-chr1-74791717-28
NR49787--MA0493.1.Klf1	chr5	20845383	20845393	+	0.000	0.000	Merged-chr5-20845245-18
NR36819--MA0599.1.KLF5	chr2	58567080	58567089	-	0.000	0.000	Merged-chr2-58567161-102
NR51180--MA0742.1.Klf12	chr5	73292974	73292988	-	0.000	0.000	Merged-chr5-73292863-53
NR69035--MA0741.1.KLF16	chrX	75382320	75382330	+	0.000	0.000	Merged-chrX-75382175-2,Merged-chrX-75382490-45
NR59033--MA0741.1.KLF16	chr7	30535246	30535256	+	0.000	0.000	Merged-chr7-30535126-64
NR13086--MA0741.1.KLF16	chr12	3823620	3823630	-	0.000	0.000	Merged-chr12-3823687-29
NR39868--MA1107.1.KLF9	chr2	166031285	166031297	+	0.000	0.000	Merged-chr2-166031387-74
NR23532--MA0740.1.KLF14	chr15	42677011	42677024	+	0.000	0.000	Merged-chr15-42676908-4
NR55121--MA0039.3.KLF4	chr6	50560916	50560926	+	0.000	0.000	Merged-chr6-50560959-32
NR19118--MA1107.1.KLF9	chr13	113023847	113023859	-	0.000	0.000	Merged-chr13-113023939-34
NR46301--MA0742.1.Klf12	chr4	57901384	57901398	-	0.000	0.000	Merged-chr4-57901467-17
NR2897--MA0740.1.KLF14	chr1	133363683	133363696	+	0.000	0.000	Merged-chr1-133363736-34
NR23867--MA1107.1.KLF9	chr15	62092914	62092926	+	0.000	0.000	Merged-chr15-62092754-58
NR19125--MA0741.1.KLF16	chr13	113031869	113031879	-	0.000	0.000	Merged-chr13-113031920-44
NR40253--MA0741.1.KLF16	chr2	173578408	173578418	+	0.000	0.000	Merged-chr2-173578364-53
NR64560--MA0599.1.KLF5	chr8	104509758	104509767	+	0.000	0.000	Merged-chr8-104509701-49
NR44374--MA0599.1.KLF5	chr3	146159542	146159551	+	0.000	0.000	Merged-chr3-146159608-43
NR14578--MA0741.1.KLF16	chr12	75818296	75818306	-	0.000	0.000	Merged-chr12-75818494-81
NR32192--MA0742.1.Klf12	chr18	39084142	39084156	-	0.000	0.000	Merged-chr18-39084006-14
NR46969--MA1107.1.KLF9	chr4	86721830	86721842	+	0.000	0.000	Merged-chr4-86721990-52
NR58845--MA0741.1.KLF16	chr7	27860513	27860523	+	0.000	0.000	Merged-chr7-27860517-78
NR40319--MA0741.1.KLF16	chr2	174464093	174464103	-	0.000	0.000	Merged-chr2-174464071-89
NR13918--MA0493.1.Klf1	chr12	41024075	41024085	-	0.000	0.000	Merged-chr12-41024230-74
NR38094--MA0741.1.KLF16	chr2	114153384	114153394	-	0.000	0.000	Merged-chr2-114153480-37
NR10370--MA1107.1.KLF9	chr11	32769107	32769119	-	0.000	0.000	Merged-chr11-32769022-47
NR39873--MA0493.1.Klf1	chr2	166620686	166620696	-	0.000	0.000	Merged-chr2-166620624-54
NR22250--MA0599.1.KLF5	chr14	118137112	118137121	+	0.000	0.000	Merged-chr14-118137201-79
NR38485--MA0657.1.KLF13	chr2	125136003	125136020	-	0.000	0.000	Merged-chr2-125136116-38
NR62870--MA0741.1.KLF16	chr8	36223296	36223306	+	0.000	0.000	Merged-chr8-36223290-29
NR5373--MA1107.1.KLF9	chr10	7832410	7832422	-	0.000	0.000	Merged-chr10-7832380-56
NR6440--MA0039.3.KLF4	chr10	51335477	51335487	+	0.000	0.000	Merged-chr10-51335441-1
NR3660--MA0599.1.KLF5	chr1	155742443	155742452	+	0.000	0.000	Merged-chr1-155742292-41
NR39774--MA1107.1.KLF9	chr2	163418894	163418906	+	0.000	0.000	Merged-chr2-163418815-1
NR15546--MA0039.3.KLF4	chr12	110506241	110506251	-	0.000	0.000	Merged-chr12-110506270-12
NR32151--MA0740.1.KLF14	chr18	38145073	38145086	-	0.000	0.000	Merged-chr18-38144926-39
NR21393--MA0599.1.KLF5	chr14	74918656	74918665	+	0.000	0.000	Merged-chr14-74918775-39
NR1322--MA0039.3.KLF4	chr1	64956764	64956774	+	0.000	0.000	Merged-chr1-64956845-95
NR42829--MA1107.1.KLF9	chr3	97124354	97124366	-	0.000	0.000	Merged-chr3-97124449-32
NR20724--MA0599.1.KLF5	chr14	51984695	51984704	-	0.000	0.000	Merged-chr14-51984849-36
NR34317--MA0599.1.KLF5	chr19	29523217	29523226	+	0.000	0.000	Merged-chr19-29523006-22
NR45539--MA1107.1.KLF9	chr4	32388020	32388032	+	0.000	0.000	Merged-chr4-32387941-10
NR771--MA0741.1.KLF16	chr1	39102342	39102352	-	0.000	0.000	Merged-chr1-39102412-8
NR67677--MA0493.1.Klf1	chr9	99469932	99469942	+	0.000	0.000	Merged-chr9-99469936-29
NR35733--MA0493.1.Klf1	chr2	24919593	24919603	+	0.000	0.000	Merged-chr2-24919565-66
NR26144--MA0599.1.KLF5	chr16	21310909	21310918	+	0.000	0.000	Merged-chr16-21310892-31
NR63615--MA0740.1.KLF14	chr8	70527733	70527746	-	0.000	0.000	Merged-chr8-70527862-52
NR35951--MA0657.1.KLF13	chr2	30286334	30286351	+	0.000	0.000	Merged-chr2-30286345-59
NR68109--MA0657.1.KLF13	chr9	114613216	114613233	-	0.000	0.000	Merged-chr9-114613191-38
NR38017--MA0741.1.KLF16	chr2	112510277	112510287	-	0.000	0.000	Merged-chr2-112510265-49
NR46068--MA0741.1.KLF16	chr4	47011210	47011220	-	0.000	0.000	Merged-chr4-47011023-46
NR7554--MA0599.1.KLF5	chr10	80566451	80566460	-	0.000	0.000	Merged-chr10-80566579-19
NR48485--MA0742.1.Klf12	chr4	136206366	136206380	-	0.000	0.000	Merged-chr4-136206356-47
NR58755--MA0599.1.KLF5	chr7	25848279	25848288	-	0.000	0.000	Merged-chr7-25848293-34
NR29521--MA0599.1.KLF5	chr17	37028794	37028803	-	0.000	0.000	Merged-chr17-37028850-28
NR62522--MA0741.1.KLF16	chr8	22544873	22544883	-	0.000	0.000	Merged-chr8-22544867-25
NR24075--MA1107.1.KLF9	chr15	74753019	74753031	+	0.000	0.000	Merged-chr15-74752931-48
NR35634--MA1107.1.KLF9	chr2	19622133	19622145	-	0.000	0.000	Merged-chr2-19622223-29
