#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR6451--MA0511.2.RUNX2	chr2	132686969	132686977	-	0.000	0.000	Merged-chr2-132687004-41
NR1189--MA0511.2.RUNX2	chr10	74823621	74823629	-	0.000	0.000	Merged-chr10-74823662-27
NR11092--MA0511.2.RUNX2	chr9	95154238	95154246	-	0.000	0.000	Merged-chr9-95154225-2
NR6024--MA0684.1.RUNX3	chr2	26753520	26753529	+	0.000	0.000	Merged-chr2-26753671-30
NR156--MA0511.2.RUNX2	chr1	53843241	53843249	+	0.000	0.000	Merged-chr1-53843171-20
NR11264--MA0002.2.RUNX1	chr9	118168522	118168532	+	0.000	0.000	Merged-chr9-118168694-28
NR7573--MA0002.2.RUNX1	chr4	59895267	59895277	+	0.000	0.000	Merged-chr4-59895245-17
NR5893--MA0002.2.RUNX1	chr19	57116823	57116833	-	0.000	0.000	Merged-chr19-57117009-44
NR8227--MA0684.1.RUNX3	chr5	65929347	65929356	+	0.000	0.000	Merged-chr5-65929353-41
NR6752--MA0684.1.RUNX3	chr3	9968791	9968800	-	0.000	0.000	Merged-chr3-9968684-31
NR4218--MA0511.2.RUNX2	chr15	102208301	102208309	+	0.000	0.000	Merged-chr15-102208267-21
NR6004--MA0002.2.RUNX1	chr2	21222924	21222934	-	0.000	0.000	Merged-chr2-21222970-39
NR9981--MA0002.2.RUNX1	chr7	127278747	127278757	-	0.000	0.000	Merged-chr7-127278637-41
NR7973--MA0684.1.RUNX3	chr4	150339059	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR11121--MA0002.2.RUNX1	chr9	98616575	98616585	+	0.000	0.000	Merged-chr9-98616546-17
NR4119--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR7430--MA0002.2.RUNX1	chr4	20033080	20033090	-	0.000	0.000	Merged-chr4-20033263-40
NR6626--MA0511.2.RUNX2	chr2	166264959	166264967	+	0.000	0.000	Merged-chr2-166264997-23
NR8684--MA0684.1.RUNX3	chr5	148678762	148678771	+	0.000	0.000	Merged-chr5-148678733-37
NR2439--MA0002.2.RUNX1	chr12	76923257	76923267	+	0.000	0.000	Merged-chr12-76923289-32
NR3742--MA0684.1.RUNX3	chr14	121325021	121325030	+	0.000	0.000	Merged-chr14-121324999-52
NR5816--MA0002.2.RUNX1	chr19	41566981	41566991	+	0.000	0.000	Merged-chr19-41566942-22
NR8207--MA0002.2.RUNX1	chr5	64040849	64040859	-	0.000	0.000	Merged-chr5-64040859-39
NR8763--MA0511.2.RUNX2	chr6	22351828	22351836	+	0.000	0.000	Merged-chr6-22351854-15
NR9904--MA0002.2.RUNX1	chr7	117394184	117394194	-	0.000	0.000	Merged-chr7-117394201-50
NR8270--MA0684.1.RUNX3	chr5	77144783	77144792	+	0.000	0.000	Merged-chr5-77144936-48
NR7953--MA0002.2.RUNX1	chr4	148102320	148102330	+	0.000	0.000	Merged-chr4-148102321-24
NR8336--MA0684.1.RUNX3	chr5	97983572	97983581	+	0.000	0.000	Merged-chr5-97983447-49
NR8188--MA0002.2.RUNX1	chr5	53605657	53605667	-	0.000	0.000	Merged-chr5-53605625-25
NR6927--MA0684.1.RUNX3	chr3	89187824	89187833	+	0.000	0.000	Merged-chr3-89188181-94
NR9885--MA0002.2.RUNX1	chr7	115501798	115501808	+	0.000	0.000	Merged-chr7-115501823-28
NR4784--MA0511.2.RUNX2	chr17	8225309	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR6242--MA0684.1.RUNX3	chr2	84582458	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR6094--MA0002.2.RUNX1	chr2	45197066	45197076	-	0.000	0.000	Merged-chr2-45197380-25
NR1152--MA0002.2.RUNX1	chr10	67194209	67194219	+	0.000	0.000	Merged-chr10-67194243-31
NR6636--MA0002.2.RUNX1	chr2	166665835	166665845	-	0.000	0.000	Merged-chr2-166665700-84
NR9742--MA0002.2.RUNX1	chr7	88459937	88459947	+	0.000	0.000	Merged-chr7-88459917-15
NR169--MA0511.2.RUNX2	chr1	54601343	54601351	-	0.000	0.000	Merged-chr1-54601410-5
NR5240--MA0002.2.RUNX1	chr18	11931814	11931824	-	0.000	0.000	Merged-chr18-11931736-46
NR5511--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR6494--MA0684.1.RUNX3	chr2	144300253	144300262	+	0.000	0.000	Merged-chr2-144300316-30
NR3560--MA0002.2.RUNX1	chr14	67993312	67993322	-	0.000	0.000	Merged-chr14-67993349-29
NR6888--MA0002.2.RUNX1	chr3	84126137	84126147	-	0.000	0.000	Merged-chr3-84126096-28
NR8253--MA0511.2.RUNX2	chr5	72941144	72941152	-	0.000	0.000	Merged-chr5-72941102-35
NR8524--MA0511.2.RUNX2	chr5	123683270	123683278	-	0.000	0.000	Merged-chr5-123683382-5
NR2386--MA0002.2.RUNX1	chr12	55367005	55367015	-	0.000	0.000	Merged-chr12-55366796-37
NR11134--MA0002.2.RUNX1	chr9	102717695	102717705	+	0.000	0.000	Merged-chr9-102717643-82
NR7714--MA0002.2.RUNX1	chr4	106935045	106935055	+	0.000	0.000	Merged-chr4-106934885-1
NR8968--MA0684.1.RUNX3	chr6	71980575	71980584	+	0.000	0.000	Merged-chr6-71980569-75
NR6351--MA0684.1.RUNX3	chr2	117403614	117403623	+	0.000	0.000	Merged-chr2-117403597-27
NR8154--MA0002.2.RUNX1	chr5	37083429	37083439	+	0.000	0.000	Merged-chr5-37083387-28
NR8425--MA0002.2.RUNX1	chr5	111178473	111178483	+	0.000	0.000	Merged-chr5-111178626-62
NR6417--MA0684.1.RUNX3	chr2	128544656	128544665	+	0.000	0.000	Merged-chr2-128544786-45
NR6269--MA0002.2.RUNX1	chr2	91944547	91944557	-	0.000	0.000	Merged-chr2-91944545-46
NR3119--MA0511.2.RUNX2	chr13	89540475	89540483	-	0.000	0.000	Merged-chr13-89540544-3
NR8677--MA0002.2.RUNX1	chr5	148267026	148267036	+	0.000	0.000	Merged-chr5-148266957-7
NR1932--MA0684.1.RUNX3	chr11	85545770	85545779	-	0.000	0.000	Merged-chr11-85545806-18
NR2438--MA0684.1.RUNX3	chr12	76527683	76527692	+	0.000	0.000	Merged-chr12-76527633-28
NR9503--MA0002.2.RUNX1	chr7	27591624	27591634	+	0.000	0.000	Merged-chr7-27591935-152
NR1740--MA0511.2.RUNX2	chr11	54802018	54802026	+	0.000	0.000	Merged-chr11-54802192-79
NR7823--MA0002.2.RUNX1	chr4	129585111	129585121	+	0.000	0.000	Merged-chr4-129585203-50
NR3321--MA0002.2.RUNX1	chr13	117390203	117390213	+	0.000	0.000	Merged-chr13-117390259-3
NR10784--MA0002.2.RUNX1	chr9	44417936	44417946	-	0.000	0.000	Merged-chr9-44417996-41
NR4032--MA0002.2.RUNX1	chr15	75797084	75797094	+	0.000	0.000	Merged-chr15-75797145-9
NR2024--MA0684.1.RUNX3	chr11	101199655	101199664	+	0.000	0.000	Merged-chr11-101199720-6
NR11438--MA0684.1.RUNX3	chrX	93617323	93617332	+	0.000	0.000	Merged-chrX-93617420-5
NR6334--MA0511.2.RUNX2	chr2	114873176	114873184	+	0.000	0.000	Merged-chr2-114873203-5
NR8392--MA0684.1.RUNX3	chr5	106677005	106677014	+	0.000	0.000	Merged-chr5-106676986-37
NR2498--MA0511.2.RUNX2	chr12	86310026	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR3844--MA0002.2.RUNX1	chr15	31440250	31440260	+	0.000	0.000	Merged-chr15-31440136-19
NR9169--MA0684.1.RUNX3	chr6	120957518	120957527	-	0.000	0.000	Merged-chr6-120957473-22
NR8808--MA0511.2.RUNX2	chr6	38581836	38581844	-	0.000	0.000	Merged-chr6-38581914-20
NR2399--MA0002.2.RUNX1	chr12	69486147	69486157	-	0.000	0.000	Merged-chr12-69486120-44
NR11418--MA0002.2.RUNX1	chrX	73922035	73922045	-	0.000	0.000	Merged-chrX-73921958-51
NR10770--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR3430--MA0002.2.RUNX1	chr14	50939078	50939088	+	0.000	0.000	Merged-chr14-50939148-9
NR860--MA0002.2.RUNX1	chr1	191152558	191152568	+	0.000	0.000	Merged-chr1-191152485-1
NR2355--MA0511.2.RUNX2	chr12	40008397	40008405	-	0.000	0.000	Merged-chr12-40008525-27
NR3701--MA0002.2.RUNX1	chr14	103532689	103532699	-	0.000	0.000	Merged-chr14-103532610-9
NR8438--MA0002.2.RUNX1	chr5	112273145	112273155	-	0.000	0.000	Merged-chr5-112273170-1
NR767--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR11004--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR3682--MA0002.2.RUNX1	chr14	101480705	101480715	-	0.000	0.000	Merged-chr14-101480860-35
NR2878--MA0511.2.RUNX2	chr13	24779101	24779109	+	0.000	0.000	Merged-chr13-24779175-40
NR1945--MA0684.1.RUNX3	chr11	87679058	87679067	-	0.000	0.000	Merged-chr11-87679109-12
NR10750--MA0002.2.RUNX1	chr9	41004623	41004633	+	0.000	0.000	Merged-chr9-41004686-23
NR4336--MA0684.1.RUNX3	chr16	23838335	23838344	-	0.000	0.000	Merged-chr16-23838386-46
NR4607--MA0684.1.RUNX3	chr16	87657462	87657471	-	0.000	0.000	Merged-chr16-87657392-20
NR10816--MA0002.2.RUNX1	chr9	53773791	53773801	+	0.000	0.000	Merged-chr9-53773717-9
NR9721--MA0002.2.RUNX1	chr7	84141544	84141554	-	0.000	0.000	Merged-chr7-84141440-16
NR7770--MA0002.2.RUNX1	chr4	119809360	119809370	-	0.000	0.000	Merged-chr4-119809399-19
NR6300--MA0511.2.RUNX2	chr2	103652251	103652259	-	0.000	0.000	Merged-chr2-103652335-51
NR4144--MA0511.2.RUNX2	chr15	93913639	93913647	+	0.000	0.000	Merged-chr15-93913565-49
NR8219--MA0684.1.RUNX3	chr5	65653980	65653989	-	0.000	0.000	Merged-chr5-65654078-14
NR6744--MA0684.1.RUNX3	chr3	9755109	9755118	+	0.000	0.000	Merged-chr3-9755096-55
NR1531--MA0684.1.RUNX3	chr10	128637207	128637216	-	0.000	0.000	Merged-chr10-128637070-78
NR6268--MA0684.1.RUNX3	chr2	91924162	91924171	-	0.000	0.000	Merged-chr2-91924034-46
NR6539--MA0684.1.RUNX3	chr2	153336330	153336339	-	0.000	0.000	Merged-chr2-153336329-40
NR1654--MA0002.2.RUNX1	chr11	34009518	34009528	-	0.000	0.000	Merged-chr11-34009597-4
NR10402--MA0002.2.RUNX1	chr8	88175470	88175480	-	0.000	0.000	Merged-chr8-88175492-13
NR6281--MA0511.2.RUNX2	chr2	98662610	98662618	-	0.000	0.000	Merged-chr2-98662597-69
NR6552--MA0511.2.RUNX2	chr2	155403016	155403024	-	0.000	0.000	Merged-chr2-155402993-3
NR20--MA0002.2.RUNX1	chr1	10325539	10325549	-	0.000	0.000	Merged-chr1-10325689-27
NR4938--MA0511.2.RUNX2	chr17	34681241	34681249	-	0.000	0.000	Merged-chr17-34681233-16
NR3791--MA0002.2.RUNX1	chr15	5671976	5671986	+	0.000	0.000	Merged-chr15-5671957-12
NR10802--MA0684.1.RUNX3	chr9	50537442	50537451	+	0.000	0.000	Merged-chr9-50537430-19
NR10654--MA0002.2.RUNX1	chr8	128612684	128612694	-	0.000	0.000	Merged-chr8-128612700-11
NR2494--MA0684.1.RUNX3	chr12	85447231	85447240	+	0.000	0.000	Merged-chr12-85447254-58
NR11513--MA0684.1.RUNX3	chrX	164980243	164980252	-	0.000	0.000	Merged-chrX-164980464-71
NR3813--MA0511.2.RUNX2	chr15	12030408	12030416	+	0.000	0.000	Merged-chr15-12030440-19
NR4253--MA0511.2.RUNX2	chr16	10852376	10852384	+	0.000	0.000	Merged-chr16-10852353-5
NR4697--MA0684.1.RUNX3	chr16	93747576	93747585	-	0.000	0.000	Merged-chr16-93747513-18
NR10240--MA0002.2.RUNX1	chr8	36041682	36041692	-	0.000	0.000	Merged-chr8-36041617-36
NR4968--MA0684.1.RUNX3	chr17	44256760	44256769	-	0.000	0.000	Merged-chr17-44256797-30
NR10511--MA0002.2.RUNX1	chr8	114879897	114879907	+	0.000	0.000	Merged-chr8-114879936-19
NR8612--MA0511.2.RUNX2	chr5	139368218	139368226	+	0.000	0.000	Merged-chr5-139368071-16
NR6185--MA0511.2.RUNX2	chr2	72183929	72183937	-	0.000	0.000	Merged-chr2-72183936-23
NR7531--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR2269--MA0002.2.RUNX1	chr12	12413008	12413018	-	0.000	0.000	Merged-chr12-12412953-28
NR8037--MA0002.2.RUNX1	chr5	3887153	3887163	-	0.000	0.000	Merged-chr5-3887091-30
NR6086--MA0002.2.RUNX1	chr2	45017322	45017332	+	0.000	0.000	Merged-chr2-45017480-33
NR1620--MA0002.2.RUNX1	chr11	23565998	23566008	+	0.000	0.000	Merged-chr11-23565952-16
NR2669--MA0684.1.RUNX3	chr12	110701622	110701631	-	0.000	0.000	Merged-chr12-110701636-6
NR8659--MA0511.2.RUNX2	chr5	145232690	145232698	+	0.000	0.000	Merged-chr5-145232697-6
NR2126--MA0002.2.RUNX1	chr11	109496315	109496325	-	0.000	0.000	Merged-chr11-109496356-118
NR4362--MA0511.2.RUNX2	chr16	25587929	25587937	-	0.000	0.000	Merged-chr16-25587871-42
NR10892--MA0684.1.RUNX3	chr9	64832018	64832027	-	0.000	0.000	Merged-chr9-64831906-29
NR3281--MA0002.2.RUNX1	chr13	111797015	111797025	-	0.000	0.000	Merged-chr13-111796973-104
NR3823--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR11398--MA0684.1.RUNX3	chrX	52819526	52819535	+	0.000	0.000	Merged-chrX-52819571-21
NR2526--MA0684.1.RUNX3	chr12	89479239	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR4058--MA0002.2.RUNX1	chr15	78515785	78515795	+	0.000	0.000	Merged-chr15-78515914-15
NR5960--MA0002.2.RUNX1	chr2	11645465	11645475	+	0.000	0.000	Merged-chr2-11645530-22
NR9671--MA0511.2.RUNX2	chr7	74599963	74599971	-	0.000	0.000	Merged-chr7-74599992-6
NR7706--MA0002.2.RUNX1	chr4	103174377	103174387	-	0.000	0.000	Merged-chr4-103174438-7
NR8146--MA0002.2.RUNX1	chr5	36557813	36557823	+	0.000	0.000	Merged-chr5-36557813-28
NR1524--MA0002.2.RUNX1	chr10	127586349	127586359	+	0.000	0.000	Merged-chr10-127586318-36
NR5070--MA0002.2.RUNX1	chr17	64735668	64735678	+	0.000	0.000	Merged-chr17-64735708-22
NR8817--MA0684.1.RUNX3	chr6	39326157	39326166	-	0.000	0.000	Merged-chr6-39326129-8
NR1981--MA0002.2.RUNX1	chr11	96441759	96441769	+	0.000	0.000	Merged-chr11-96441741-50
NR7914--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR9700--MA0002.2.RUNX1	chr7	79423060	79423070	+	0.000	0.000	Merged-chr7-79423104-20
NR1461--MA0511.2.RUNX2	chr10	119382451	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR9780--MA0511.2.RUNX2	chr7	99428990	99428998	-	0.000	0.000	Merged-chr7-99429027-29
NR4123--MA0511.2.RUNX2	chr15	92231534	92231542	-	0.000	0.000	Merged-chr15-92231581-21
NR6452--MA0684.1.RUNX3	chr2	132686968	132686977	-	0.000	0.000	Merged-chr2-132687004-41
NR1091--MA0002.2.RUNX1	chr10	44679955	44679965	+	0.000	0.000	Merged-chr10-44679817-10
NR1633--MA0002.2.RUNX1	chr11	30182877	30182887	+	0.000	0.000	Merged-chr11-30182963-54
NR6260--MA0511.2.RUNX2	chr2	90752619	90752627	-	0.000	0.000	Merged-chr2-90752646-2
NR8006--MA0511.2.RUNX2	chr4	154936711	154936719	+	0.000	0.000	Merged-chr4-154936813-27
NR7401--MA0002.2.RUNX1	chr4	11135531	11135541	+	0.000	0.000	Merged-chr4-11135501-42
NR2139--MA0002.2.RUNX1	chr11	109860210	109860220	+	0.000	0.000	Merged-chr11-109860424-80
NR157--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR1762--MA0684.1.RUNX3	chr11	58290444	58290453	-	0.000	0.000	Merged-chr11-58290425-28
NR3294--MA0002.2.RUNX1	chr13	112792136	112792146	+	0.000	0.000	Merged-chr13-112792096-28
NR3565--MA0002.2.RUNX1	chr14	68951943	68951953	-	0.000	0.000	Merged-chr14-68951908-4
NR11238--MA0511.2.RUNX2	chr9	116264062	116264070	-	0.000	0.000	Merged-chr9-116263985-48
NR4153--MA0684.1.RUNX3	chr15	95838564	95838573	-	0.000	0.000	Merged-chr15-95838556-4
NR10904--MA0002.2.RUNX1	chr9	66492528	66492538	+	0.000	0.000	Merged-chr9-66492510-30
NR4219--MA0684.1.RUNX3	chr15	102208301	102208310	+	0.000	0.000	Merged-chr15-102208267-21
NR11016--MA0684.1.RUNX3	chr9	84031079	84031088	+	0.000	0.000	Merged-chr9-84030961-27
NR9604--MA0002.2.RUNX1	chr7	58319564	58319574	-	0.000	0.000	Merged-chr7-58319604-3
NR4503--MA0511.2.RUNX2	chr16	52129660	52129668	-	0.000	0.000	Merged-chr16-52129675-51
NR137--MA0002.2.RUNX1	chr1	51577780	51577790	-	0.000	0.000	Merged-chr1-51577937-41
NR3422--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR5625--MA0002.2.RUNX1	chr19	8592422	8592432	-	0.000	0.000	Merged-chr19-8592238-38
NR6008--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR6065--MA0002.2.RUNX1	chr2	34074198	34074208	+	0.000	0.000	Merged-chr2-34074171-45
NR345--MA0511.2.RUNX2	chr1	89090406	89090414	+	0.000	0.000	Merged-chr1-89090487-27
NR9442--MA0002.2.RUNX1	chr6	149348299	149348309	-	0.000	0.000	Merged-chr6-149348388-7
NR2105--MA0002.2.RUNX1	chr11	107693457	107693467	-	0.000	0.000	Merged-chr11-107693539-25
NR8416--MA0684.1.RUNX3	chr5	110390480	110390489	+	0.000	0.000	Merged-chr5-110390618-8
NR5877--MA0002.2.RUNX1	chr19	56687200	56687210	-	0.000	0.000	Merged-chr19-56687212-16
NR3531--MA0002.2.RUNX1	chr14	65598438	65598448	+	0.000	0.000	Merged-chr14-65598424-35
NR6736--MA0684.1.RUNX3	chr3	8718394	8718403	+	0.000	0.000	Merged-chr3-8718167-60
NR1646--MA0002.2.RUNX1	chr11	32542357	32542367	+	0.000	0.000	Merged-chr11-32542195-1
NR9694--MA0002.2.RUNX1	chr7	79262666	79262676	-	0.000	0.000	Merged-chr7-79262630-29
NR6544--MA0511.2.RUNX2	chr2	154558866	154558874	-	0.000	0.000	Merged-chr2-154558771-46
NR3660--MA0684.1.RUNX3	chr14	79115159	79115168	-	0.000	0.000	Merged-chr14-79115074-10
NR5192--MA0002.2.RUNX1	chr17	86184913	86184923	+	0.000	0.000	Merged-chr17-86185009-23
NR11390--MA0511.2.RUNX2	chrX	51431512	51431520	-	0.000	0.000	Merged-chrX-51431471-1
NR8668--MA0684.1.RUNX3	chr5	147227566	147227575	+	0.000	0.000	Merged-chr5-147227512-22
NR5734--MA0002.2.RUNX1	chr19	29185719	29185729	+	0.000	0.000	Merged-chr19-29185697-46
NR6322--MA0684.1.RUNX3	chr2	112510301	112510310	-	0.000	0.000	Merged-chr2-112510265-49
NR8125--MA0002.2.RUNX1	chr5	31831715	31831725	-	0.000	0.000	Merged-chr5-31831785-25
NR3849--MA0002.2.RUNX1	chr15	31649845	31649855	+	0.000	0.000	Merged-chr15-31649789-27
NR1898--MA0002.2.RUNX1	chr11	80785982	80785992	-	0.000	0.000	Merged-chr11-80785938-31
NR10917--MA0002.2.RUNX1	chr9	69174163	69174173	+	0.000	0.000	Merged-chr9-69174203-32
NR11505--MA0684.1.RUNX3	chrX	160496720	160496729	+	0.000	0.000	Merged-chrX-160496581-5
NR1583--MA0511.2.RUNX2	chr11	10276429	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR8525--MA0684.1.RUNX3	chr5	123683269	123683278	-	0.000	0.000	Merged-chr5-123683382-5
NR5986--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR3164--MA0002.2.RUNX1	chr13	95517998	95518008	-	0.000	0.000	Merged-chr13-95518086-22
NR1484--MA0002.2.RUNX1	chr10	122054654	122054664	-	0.000	0.000	Merged-chr10-122054760-22
NR10898--MA0002.2.RUNX1	chr9	66274930	66274940	-	0.000	0.000	Merged-chr9-66274857-15
NR7400--MA0684.1.RUNX3	chr4	8907005	8907014	-	0.000	0.000	Merged-chr4-8906961-41
NR106--MA0511.2.RUNX2	chr1	40465641	40465649	-	0.000	0.000	Merged-chr1-40465740-44
NR6448--MA0511.2.RUNX2	chr2	132643379	132643387	-	0.000	0.000	Merged-chr2-132643452-47
NR11294--MA0511.2.RUNX2	chr9	119963508	119963516	+	0.000	0.000	Merged-chr9-119963439-34
NR10484--MA0002.2.RUNX1	chr8	110988278	110988288	+	0.000	0.000	Merged-chr8-110988305-13
NR1341--MA0002.2.RUNX1	chr10	95998151	95998161	-	0.000	0.000	Merged-chr10-95998321-17
NR7652--MA0684.1.RUNX3	chr4	97564723	97564732	+	0.000	0.000	Merged-chr4-97564896-33
NR7775--MA0002.2.RUNX1	chr4	120984724	120984734	+	0.000	0.000	Merged-chr4-120984598-23
NR11217--MA0511.2.RUNX2	chr9	115391026	115391034	+	0.000	0.000	Merged-chr9-115391205-18
NR4132--MA0684.1.RUNX3	chr15	93302037	93302046	-	0.000	0.000	Merged-chr15-93302109-22
NR1659--MA0002.2.RUNX1	chr11	35537641	35537651	-	0.000	0.000	Merged-chr11-35537638-11
NR215--MA0511.2.RUNX2	chr1	61424265	61424273	+	0.000	0.000	Merged-chr1-61424221-7
NR9312--MA0002.2.RUNX1	chr6	137825089	137825099	+	0.000	0.000	Merged-chr6-137825145-19
NR2099--MA0002.2.RUNX1	chr11	107448061	107448071	+	0.000	0.000	Merged-chr11-107447883-19
NR10470--MA0684.1.RUNX3	chr8	106713047	106713056	+	0.000	0.000	Merged-chr8-106712935-6
NR6064--MA0684.1.RUNX3	chr2	33821919	33821928	-	0.000	0.000	Merged-chr2-33821931-24
NR5747--MA0002.2.RUNX1	chr19	30095464	30095474	-	0.000	0.000	Merged-chr19-30095625-14
NR2055--MA0511.2.RUNX2	chr11	104319390	104319398	-	0.000	0.000	Merged-chr11-104319373-20
NR3796--MA0002.2.RUNX1	chr15	6569140	6569150	-	0.000	0.000	Merged-chr15-6569076-63
NR3401--MA0002.2.RUNX1	chr14	32716930	32716940	-	0.000	0.000	Merged-chr14-32716978-71
NR831--MA0002.2.RUNX1	chr1	184908695	184908705	-	0.000	0.000	Merged-chr1-184908710-36
NR1450--MA0002.2.RUNX1	chr10	118534279	118534289	-	0.000	0.000	Merged-chr10-118534229-5
NR10864--MA0002.2.RUNX1	chr9	61826560	61826570	+	0.000	0.000	Merged-chr9-61826642-1
NR5703--MA0511.2.RUNX2	chr19	21510326	21510334	-	0.000	0.000	Merged-chr19-21510334-13
NR2499--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR6143--MA0511.2.RUNX2	chr2	60080116	60080124	+	0.000	0.000	Merged-chr2-60080152-7
NR10820--MA0511.2.RUNX2	chr9	54612827	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR11099--MA0002.2.RUNX1	chr9	95832942	95832952	+	0.000	0.000	Merged-chr9-95832946-23
NR7013--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR5604--MA0002.2.RUNX1	chr19	4294489	4294499	-	0.000	0.000	Merged-chr19-4294616-52
NR10450--MA0002.2.RUNX1	chr8	104344199	104344209	-	0.000	0.000	Merged-chr8-104344230-45
NR4307--MA0684.1.RUNX3	chr16	17695010	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR9150--MA0002.2.RUNX1	chr6	119918695	119918705	-	0.000	0.000	Merged-chr6-119918835-40
NR2356--MA0684.1.RUNX3	chr12	40008396	40008405	-	0.000	0.000	Merged-chr12-40008525-27
NR497--MA0684.1.RUNX3	chr1	135268271	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR8247--MA0002.2.RUNX1	chr5	72212870	72212880	+	0.000	0.000	Merged-chr5-72212800-19
NR11290--MA0684.1.RUNX3	chr9	119823990	119823999	+	0.000	0.000	Merged-chr9-119823942-29
NR1083--MA0002.2.RUNX1	chr10	43998703	43998713	+	0.000	0.000	Merged-chr10-43998525-49
NR2213--MA0684.1.RUNX3	chr11	117872035	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR2879--MA0684.1.RUNX3	chr13	24779101	24779110	+	0.000	0.000	Merged-chr13-24779175-40
NR8203--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR8869--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR11479--MA0002.2.RUNX1	chrX	142384585	142384595	-	0.000	0.000	Merged-chrX-142384466-2
NR5171--MA0002.2.RUNX1	chr17	84056421	84056431	-	0.000	0.000	Merged-chr17-84056540-29
NR2194--MA0684.1.RUNX3	chr11	116255860	116255869	-	0.000	0.000	Merged-chr11-116255740-3
NR2465--MA0684.1.RUNX3	chr12	80792994	80793003	-	0.000	0.000	Merged-chr12-80792995-40
NR7251--MA0684.1.RUNX3	chr3	142437065	142437074	+	0.000	0.000	Merged-chr3-142437047-18
NR11065--MA0002.2.RUNX1	chr9	89900264	89900274	-	0.000	0.000	Merged-chr9-89900406-12
NR5842--MA0684.1.RUNX3	chr19	53124308	53124317	+	0.000	0.000	Merged-chr19-53124325-9
NR7374--MA0002.2.RUNX1	chr4	3209765	3209775	-	0.000	0.000	Merged-chr4-3209817-19
NR8899--MA0684.1.RUNX3	chr6	54737935	54737944	+	0.000	0.000	Merged-chr6-54737770-65
NR6282--MA0684.1.RUNX3	chr2	98662609	98662618	-	0.000	0.000	Merged-chr2-98662597-69
NR3957--MA0684.1.RUNX3	chr15	62178008	62178017	-	0.000	0.000	Merged-chr15-62177937-46
NR6348--MA0684.1.RUNX3	chr2	117399617	117399626	+	0.000	0.000	Merged-chr2-117399695-40
NR6619--MA0684.1.RUNX3	chr2	165408114	165408123	+	0.000	0.000	Merged-chr2-165408039-24
NR10211--MA0002.2.RUNX1	chr8	25618159	25618169	+	0.000	0.000	Merged-chr8-25618060-51
NR9782--MA0002.2.RUNX1	chr7	99450981	99450991	-	0.000	0.000	Merged-chr7-99450884-18
NR6090--MA0511.2.RUNX2	chr2	45139036	45139044	-	0.000	0.000	Merged-chr2-45139148-28
NR2117--MA0684.1.RUNX3	chr11	109149662	109149671	-	0.000	0.000	Merged-chr11-109149686-17
NR9577--MA0002.2.RUNX1	chr7	48795271	48795281	+	0.000	0.000	Merged-chr7-48795353-37
