#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR2648--MA0089.1.MAFG::NFE2L1	chr12	17881646	17881651	-	0.000	0.000	Merged-chr12-17881825-74
NR7778--MA0501.1.MAF::NFE2	chr2	156278811	156278825	+	0.000	0.000	Merged-chr2-156278789-33
NR4802--MA0496.2.MAFK	chr15	67290241	67290259	-	0.000	0.000	Merged-chr15-67290142-69
NR10101--MA0496.2.MAFK	chr5	91038838	91038856	-	0.000	0.000	Merged-chr5-91038885-32
NR10448--MA0117.2.Mafb	chr5	143334523	143334534	-	0.000	0.000	Merged-chr5-143334282-32
NR113--MA0501.1.MAF::NFE2	chr1	36262321	36262335	+	0.000	0.000	Merged-chr1-36262219-41
NR777--MA0117.2.Mafb	chr1	161660870	161660881	+	0.000	0.000	Merged-chr1-161660991-11
NR2681--MA0495.2.MAFF	chr12	26439436	26439456	-	0.000	0.000	Merged-chr12-26439536-15
NR12345--MA0501.1.MAF::NFE2	chr8	10481070	10481084	+	0.000	0.000	Merged-chr8-10480951-33
NR10786--MA0496.2.MAFK	chr6	54760018	54760036	+	0.000	0.000	Merged-chr6-54760187-57
NR7089--MA0117.2.Mafb	chr2	60019291	60019302	-	0.000	0.000	Merged-chr2-60019234-65
NR10153--MA0089.1.MAFG::NFE2L1	chr5	97055809	97055814	-	0.000	0.000	Merged-chr5-97055881-18
NR10213--MA0496.2.MAFK	chr5	103439346	103439364	+	0.000	0.000	Merged-chr5-103439387-46
NR13064--MA0117.2.Mafb	chr9	44999347	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR2401--MA0591.1.Bach1::Mafk	chr11	103383708	103383722	-	0.000	0.000	Merged-chr11-103383822-2
NR7537--MA0659.1.MAFG	chr2	128365990	128366010	-	0.000	0.000	Merged-chr2-128365920-27
NR6699--MA0591.1.Bach1::Mafk	chr19	46478918	46478932	-	0.000	0.000	Merged-chr19-46479050-50
NR2793--MA0495.2.MAFF	chr12	51871958	51871978	-	0.000	0.000	Merged-chr12-51871812-58
NR9653--MA0089.1.MAFG::NFE2L1	chr4	154207524	154207529	-	0.000	0.000	Merged-chr4-154207507-28
NR13443--MA0089.1.MAFG::NFE2L1	chr9	108578591	108578596	+	0.000	0.000	Merged-chr9-108578687-51
NR4795--MA0089.1.MAFG::NFE2L1	chr15	67145671	67145676	-	0.000	0.000	Merged-chr15-67145484-28
NR3375--MA0089.1.MAFG::NFE2L1	chr13	23556211	23556216	-	0.000	0.000	Merged-chr13-23556170-26
NR141--MA0089.1.MAFG::NFE2L1	chr1	40033646	40033651	-	0.000	0.000	Merged-chr1-40033526-12
NR10240--MA0089.1.MAFG::NFE2L1	chr5	107754956	107754961	-	0.000	0.000	Merged-chr5-107754930-37
NR8190--MA0496.2.MAFK	chr3	58470214	58470232	+	0.000	0.000	Merged-chr3-58470222-35
NR9182--MA0495.2.MAFF	chr4	95162623	95162643	+	0.000	0.000	Merged-chr4-95162673-9
NR11499--MA0089.1.MAFG::NFE2L1	chr6	144535466	144535471	+	0.000	0.000	Merged-chr6-144535420-5
NR2110--MA0659.1.MAFG	chr11	52046563	52046583	-	0.000	0.000	Merged-chr11-52046638-57
NR8494--MA0501.1.MAF::NFE2	chr3	108226657	108226671	-	0.000	0.000	Merged-chr3-108226651-37
NR11875--MA0089.1.MAFG::NFE2L1	chr7	80410611	80410616	-	0.000	0.000	Merged-chr7-80410451-25
NR4080--MA0591.1.Bach1::Mafk	chr14	25609576	25609590	-	0.000	0.000	Merged-chr14-25609615-15
NR12413--MA0117.2.Mafb	chr8	33594479	33594490	+	0.000	0.000	Merged-chr8-33594381-37
NR2795--MA0659.1.MAFG	chr12	51871958	51871978	-	0.000	0.000	Merged-chr12-51871812-58
NR9238--MA0501.1.MAF::NFE2	chr4	100126584	100126598	+	0.000	0.000	Merged-chr4-100126685-1
NR8535--MA0089.1.MAFG::NFE2L1	chr3	116465814	116465819	-	0.000	0.000	Merged-chr3-116465927-56
NR5293--MA0501.1.MAF::NFE2	chr16	58519872	58519886	+	0.000	0.000	Merged-chr16-58519695-16
NR13528--MA0591.1.Bach1::Mafk	chr9	118512840	118512854	+	0.000	0.000	Merged-chr9-118512920-16
NR12852--MA0591.1.Bach1::Mafk	chr8	122461265	122461279	-	0.000	0.000	Merged-chr8-122461195-3
NR3562--MA0089.1.MAFG::NFE2L1	chr13	58157684	58157689	-	0.000	0.000	Merged-chr13-58157645-3
NR1365--MA0659.1.MAFG	chr10	44434865	44434885	+	0.000	0.000	Merged-chr10-44434814-22
NR7680--MA0117.2.Mafb	chr2	146214847	146214858	+	0.000	0.000	Merged-chr2-146214775-43
NR420--MA0591.1.Bach1::Mafk	chr1	94025531	94025545	-	0.000	0.000	Merged-chr1-94025615-17
NR2343--MA0659.1.MAFG	chr11	94243314	94243334	-	0.000	0.000	Merged-chr11-94243595-44
NR4503--MA0089.1.MAFG::NFE2L1	chr14	118816736	118816741	+	0.000	0.000	Merged-chr14-118816766-15
NR1779--MA0496.2.MAFK	chr10	111233595	111233613	+	0.000	0.000	Merged-chr10-111233803-22
NR11182--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR1554--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	-	0.000	0.000	Merged-chr10-80342924-40
NR6187--MA0089.1.MAFG::NFE2L1	chr18	38484253	38484258	+	0.000	0.000	Merged-chr18-38484055-88
NR356--MA0591.1.Bach1::Mafk	chr1	87906560	87906574	-	0.000	0.000	Merged-chr1-87906742-30
NR13111--MA0501.1.MAF::NFE2	chr9	55410493	55410507	+	0.000	0.000	Merged-chr9-55410514-19
NR4718--MA0495.2.MAFF	chr15	53292979	53292999	-	0.000	0.000	Merged-chr15-53292973-16
NR13071--MA0496.2.MAFK	chr9	44999339	44999357	-	0.000	0.000	Merged-chr9-44999415-9
NR2869--MA0496.2.MAFK	chr12	76191116	76191134	-	0.000	0.000	Merged-chr12-76191112-17
NR10218--MA0496.2.MAFK	chr5	103817973	103817991	-	0.000	0.000	Merged-chr5-103817975-33
NR1602--MA0089.1.MAFG::NFE2L1	chr10	85163106	85163111	+	0.000	0.000	Merged-chr10-85163133-13
NR4402--MA0659.1.MAFG	chr14	87348966	87348986	-	0.000	0.000	Merged-chr14-87349015-16
NR1994--MA0501.1.MAF::NFE2	chr11	23570312	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR9184--MA0117.2.Mafb	chr4	95162623	95162634	+	0.000	0.000	Merged-chr4-95162673-9
NR12306--MA0117.2.Mafb	chr7	143628821	143628832	+	0.000	0.000	Merged-chr7-143628758-62
NR4896--MA0591.1.Bach1::Mafk	chr15	86051283	86051297	-	0.000	0.000	Merged-chr15-86051383-21
NR1326--MA0089.1.MAFG::NFE2L1	chr10	39339881	39339886	+	0.000	0.000	Merged-chr10-39339887-44
NR11592--MA0501.1.MAF::NFE2	chr7	16057370	16057384	-	0.000	0.000	Merged-chr7-16057177-61
NR6927--MA0501.1.MAF::NFE2	chr2	27028044	27028058	+	0.000	0.000	Merged-chr2-27028033-48
NR10366--MA0089.1.MAFG::NFE2L1	chr5	124907153	124907158	-	0.000	0.000	Merged-chr5-124907107-45
NR11586--MA0495.2.MAFF	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR7881--MA0089.1.MAFG::NFE2L1	chr2	168230632	168230637	-	0.000	0.000	Merged-chr2-168230468-122
NR5041--MA0089.1.MAFG::NFE2L1	chr16	16896692	16896697	-	0.000	0.000	Merged-chr16-16896631-55
NR3100--MA0495.2.MAFF	chr12	103331649	103331669	+	0.000	0.000	Merged-chr12-103331678-52
NR8446--MA0089.1.MAFG::NFE2L1	chr3	101233602	101233607	-	0.000	0.000	Merged-chr3-101233598-27
NR9276--MA0496.2.MAFK	chr4	102982007	102982025	+	0.000	0.000	Merged-chr4-102981884-20
NR6122--MA0591.1.Bach1::Mafk	chr18	14669805	14669819	-	0.000	0.000	Merged-chr18-14669976-24
NR12580--MA0501.1.MAF::NFE2	chr8	75084001	75084015	-	0.000	0.000	Merged-chr8-75083999-30
NR7402--MA0089.1.MAFG::NFE2L1	chr2	117352953	117352958	-	0.000	0.000	Merged-chr2-117352784-31
NR8331--MA0089.1.MAFG::NFE2L1	chr3	88440711	88440716	+	0.000	0.000	Merged-chr3-88440748-20
NR569--MA0089.1.MAFG::NFE2L1	chr1	128771028	128771033	+	0.000	0.000	Merged-chr1-128770934-28
NR5834--MA0089.1.MAFG::NFE2L1	chr17	56289529	56289534	-	0.000	0.000	Merged-chr17-56289493-28
NR10177--MA0089.1.MAFG::NFE2L1	chr5	100466778	100466783	+	0.000	0.000	Merged-chr5-100466890-43
NR11017--MA0591.1.Bach1::Mafk	chr6	87009831	87009845	+	0.000	0.000	Merged-chr6-87009904-63
NR12549--MA0501.1.MAF::NFE2	chr8	70003339	70003353	-	0.000	0.000	Merged-chr8-70003366-27
NR2641--MA0591.1.Bach1::Mafk	chr12	16339275	16339289	+	0.000	0.000	Merged-chr12-16339165-4
NR2846--MA0089.1.MAFG::NFE2L1	chr12	70999533	70999538	+	0.000	0.000	Merged-chr12-70999631-61
NR7643--MA0501.1.MAF::NFE2	chr2	144198918	144198932	+	0.000	0.000	Merged-chr2-144198804-26
NR3399--MA0089.1.MAFG::NFE2L1	chr13	30036743	30036748	+	0.000	0.000	Merged-chr13-30036759-8
NR5054--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR1108--MA0496.2.MAFK	chr1	191414549	191414567	+	0.000	0.000	Merged-chr1-191414541-3
NR8828--MA0591.1.Bach1::Mafk	chr3	153764832	153764846	+	0.000	0.000	Merged-chr3-153764846-117
NR11709--MA0089.1.MAFG::NFE2L1	chr7	44528080	44528085	-	0.000	0.000	Merged-chr7-44527953-37
NR5661--MA0591.1.Bach1::Mafk	chr17	27623455	27623469	-	0.000	0.000	Merged-chr17-27623356-81
NR10962--MA0495.2.MAFF	chr6	72881452	72881472	+	0.000	0.000	Merged-chr6-72881581-61
NR11435--MA0501.1.MAF::NFE2	chr6	140466412	140466426	-	0.000	0.000	Merged-chr6-140466408-37
NR13878--MA0495.2.MAFF	chrY	1010507	1010527	+	0.000	0.000	Merged-chrY-1010379-42
NR3120--MA0659.1.MAFG	chr12	105684031	105684051	+	0.000	0.000	Merged-chr12-105684124-9
NR5956--MA0495.2.MAFF	chr17	80621326	80621346	-	0.000	0.000	Merged-chr17-80621176-31
NR5942--MA0496.2.MAFK	chr17	79917205	79917223	+	0.000	0.000	Merged-chr17-79917226-25
NR11015--MA0117.2.Mafb	chr6	86525730	86525741	-	0.000	0.000	Merged-chr6-86525657-9
NR3395--MA0501.1.MAF::NFE2	chr13	29805496	29805510	-	0.000	0.000	Merged-chr13-29805422-4
NR8122--MA0591.1.Bach1::Mafk	chr3	33800168	33800182	+	0.000	0.000	Merged-chr3-33800015-65
NR4684--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR7260--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR2959--MA0089.1.MAFG::NFE2L1	chr12	86047513	86047518	-	0.000	0.000	Merged-chr12-86047582-19
NR1557--MA0591.1.Bach1::Mafk	chr10	80606586	80606600	-	0.000	0.000	Merged-chr10-80606564-22
NR13076--MA0089.1.MAFG::NFE2L1	chr9	46025402	46025407	-	0.000	0.000	Merged-chr9-46025474-7
NR5960--MA0496.2.MAFK	chr17	80621327	80621345	+	0.000	0.000	Merged-chr17-80621176-31
NR1879--MA0591.1.Bach1::Mafk	chr10	127041924	127041938	-	0.000	0.000	Merged-chr10-127041778-74
NR12341--MA0591.1.Bach1::Mafk	chr8	10481067	10481081	+	0.000	0.000	Merged-chr8-10480951-33
NR10734--MA0495.2.MAFF	chr6	49128468	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR9877--MA0089.1.MAFG::NFE2L1	chr5	36141084	36141089	-	0.000	0.000	Merged-chr5-36140888-1
NR1626--MA0089.1.MAFG::NFE2L1	chr10	88826826	88826831	-	0.000	0.000	Merged-chr10-88826786-54
NR8833--MA0089.1.MAFG::NFE2L1	chr3	153764875	153764880	+	0.000	0.000	Merged-chr3-153764846-117
NR6674--MA0089.1.MAFG::NFE2L1	chr19	41366599	41366604	+	0.000	0.000	Merged-chr19-41366765-21
NR6791--MA0591.1.Bach1::Mafk	chr19	58850832	58850846	+	0.000	0.000	Merged-chr19-58850860-26
NR1511--MA0089.1.MAFG::NFE2L1	chr10	75935961	75935966	-	0.000	0.000	Merged-chr10-75935964-54
NR12825--MA0089.1.MAFG::NFE2L1	chr8	117471506	117471511	-	0.000	0.000	Merged-chr8-117471438-26
NR9964--MA0089.1.MAFG::NFE2L1	chr5	63962015	63962020	-	0.000	0.000	Merged-chr5-63961886-28
NR9892--MA0117.2.Mafb	chr5	37109392	37109403	+	0.000	0.000	Merged-chr5-37109564-47
NR284--MA0495.2.MAFF	chr1	75533526	75533546	-	0.000	0.000	Merged-chr1-75533497-24
NR2266--MA0089.1.MAFG::NFE2L1	chr11	79698099	79698104	-	0.000	0.000	Merged-chr11-79697973-1
NR567--MA0501.1.MAF::NFE2	chr1	128767220	128767234	-	0.000	0.000	Merged-chr1-128767161-51
NR11809--MA0501.1.MAF::NFE2	chr7	68323143	68323157	+	0.000	0.000	Merged-chr7-68323295-58
NR1778--MA0501.1.MAF::NFE2	chr10	111233600	111233614	+	0.000	0.000	Merged-chr10-111233803-22
NR10823--MA0496.2.MAFK	chr6	59411874	59411892	+	0.000	0.000	Merged-chr6-59411943-3
NR500--MA0501.1.MAF::NFE2	chr1	106601140	106601154	+	0.000	0.000	Merged-chr1-106601056-67
NR11686--MA0591.1.Bach1::Mafk	chr7	38094451	38094465	+	0.000	0.000	Merged-chr7-38094543-44
NR9306--MA0659.1.MAFG	chr4	107889853	107889873	+	0.000	0.000	Merged-chr4-107889950-86
NR4201--MA0117.2.Mafb	chr14	55604058	55604069	+	0.000	0.000	Merged-chr14-55604128-61
NR10275--MA0089.1.MAFG::NFE2L1	chr5	114773548	114773553	-	0.000	0.000	Merged-chr5-114773401-70
NR13620--MA0591.1.Bach1::Mafk	chrX	12158927	12158941	+	0.000	0.000	Merged-chrX-12159068-128
NR2043--MA0591.1.Bach1::Mafk	chr11	34049140	34049154	-	0.000	0.000	Merged-chr11-34049016-54
NR5197--MA0117.2.Mafb	chr16	45952687	45952698	+	0.000	0.000	Merged-chr16-45952504-43
NR11707--MA0089.1.MAFG::NFE2L1	chr7	44485772	44485777	+	0.000	0.000	Merged-chr7-44485840-1
NR8731--MA0089.1.MAFG::NFE2L1	chr3	145938056	145938061	-	0.000	0.000	Merged-chr3-145938164-54
NR3873--MA0089.1.MAFG::NFE2L1	chr13	109229960	109229965	-	0.000	0.000	Merged-chr13-109230040-126
NR2165--MA0659.1.MAFG	chr11	60199797	60199817	-	0.000	0.000	Merged-chr11-60199892-26
NR5743--MA0089.1.MAFG::NFE2L1	chr17	35969930	35969935	-	0.000	0.000	Merged-chr17-35969818-62
NR7876--MA0591.1.Bach1::Mafk	chr2	167102293	167102307	+	0.000	0.000	Merged-chr2-167102062-67
NR2644--MA0591.1.Bach1::Mafk	chr12	17033031	17033045	-	0.000	0.000	Merged-chr12-17033191-101
NR6641--MA0591.1.Bach1::Mafk	chr19	32523999	32524013	+	0.000	0.000	Merged-chr19-32523975-16
NR184--MA0501.1.MAF::NFE2	chr1	52100694	52100708	-	0.000	0.000	Merged-chr1-52100715-41
NR4105--MA0591.1.Bach1::Mafk	chr14	30479591	30479605	+	0.000	0.000	Merged-chr14-30479614-53
NR2559--MA0501.1.MAF::NFE2	chr11	121100806	121100820	+	0.000	0.000	Merged-chr11-121100966-23
NR13676--MA0501.1.MAF::NFE2	chrX	73008161	73008175	+	0.000	0.000	Merged-chrX-73008066-74
NR3689--MA0117.2.Mafb	chr13	91038242	91038253	-	0.000	0.000	Merged-chr13-91038224-15
NR4591--MA0659.1.MAFG	chr15	6586259	6586279	-	0.000	0.000	Merged-chr15-6586508-38
NR9342--MA0659.1.MAFG	chr4	116018506	116018526	-	0.000	0.000	Merged-chr4-116018460-3
NR5050--MA0089.1.MAFG::NFE2L1	chr16	20733145	20733150	-	0.000	0.000	Merged-chr16-20733012-3
NR8346--MA0117.2.Mafb	chr3	89216068	89216079	-	0.000	0.000	Merged-chr3-89216100-15
NR1993--MA0659.1.MAFG	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR9454--MA0659.1.MAFG	chr4	134483935	134483955	+	0.000	0.000	Merged-chr4-134483836-10
NR7769--MA0591.1.Bach1::Mafk	chr2	154658042	154658056	+	0.000	0.000	Merged-chr2-154658001-38
NR2537--MA0591.1.Bach1::Mafk	chr11	119355586	119355600	-	0.000	0.000	Merged-chr11-119355654-77
NR2448--MA0501.1.MAF::NFE2	chr11	110496217	110496231	+	0.000	0.000	Merged-chr11-110496308-14
NR8801--MA0495.2.MAFF	chr3	152432568	152432588	-	0.000	0.000	Merged-chr3-152432739-55
NR5621--MA0591.1.Bach1::Mafk	chr17	23924715	23924729	+	0.000	0.000	Merged-chr17-23924911-57
NR6637--MA0501.1.MAF::NFE2	chr19	32275410	32275424	+	0.000	0.000	Merged-chr19-32275425-90
NR5634--MA0501.1.MAF::NFE2	chr17	24152470	24152484	+	0.000	0.000	Merged-chr17-24152368-58
NR9975--MA0089.1.MAFG::NFE2L1	chr5	64497092	64497097	+	0.000	0.000	Merged-chr5-64497055-39
NR11152--MA0591.1.Bach1::Mafk	chr6	108895319	108895333	+	0.000	0.000	Merged-chr6-108895381-27
NR5793--MA0659.1.MAFG	chr17	47272446	47272466	+	0.000	0.000	Merged-chr17-47272458-17
NR50--MA0659.1.MAFG	chr1	21830160	21830180	+	0.000	0.000	Merged-chr1-21830153-46
NR6148--MA0591.1.Bach1::Mafk	chr18	30365829	30365843	-	0.000	0.000	Merged-chr18-30365802-26
NR9098--MA0496.2.MAFK	chr4	62739894	62739912	-	0.000	0.000	Merged-chr4-62739923-10
NR2433--MA0501.1.MAF::NFE2	chr11	107529588	107529602	-	0.000	0.000	Merged-chr11-107529536-37
NR5220--MA0659.1.MAFG	chr16	50737727	50737747	-	0.000	0.000	Merged-chr16-50737708-13
NR6838--MA0117.2.Mafb	chr2	8870328	8870339	-	0.000	0.000	Merged-chr2-8870300-9
NR974--MA0495.2.MAFF	chr1	180268831	180268851	+	0.000	0.000	Merged-chr1-180268774-35
NR4644--MA0591.1.Bach1::Mafk	chr15	30662285	30662299	+	0.000	0.000	Merged-chr15-30662184-17
NR5547--MA0659.1.MAFG	chr17	10840174	10840194	+	0.000	0.000	Merged-chr17-10840429-74
NR389--MA0089.1.MAFG::NFE2L1	chr1	91298233	91298238	+	0.000	0.000	Merged-chr1-91298212-56
NR11753--MA0591.1.Bach1::Mafk	chr7	58148185	58148199	+	0.000	0.000	Merged-chr7-58147990-20
NR13563--MA0089.1.MAFG::NFE2L1	chr9	121354998	121355003	+	0.000	0.000	Merged-chr9-121354935-22
NR4234--MA0089.1.MAFG::NFE2L1	chr14	61339609	61339614	-	0.000	0.000	Merged-chr14-61339598-17
NR6350--MA0501.1.MAF::NFE2	chr18	68052876	68052890	-	0.000	0.000	Merged-chr18-68052962-20
NR9233--MA0495.2.MAFF	chr4	100126578	100126598	-	0.000	0.000	Merged-chr4-100126685-1
NR8830--MA0659.1.MAFG	chr3	153764829	153764849	-	0.000	0.000	Merged-chr3-153764846-117
NR9509--MA0089.1.MAFG::NFE2L1	chr4	141098978	141098983	+	0.000	0.000	Merged-chr4-141099118-11
NR4448--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR7949--MA0501.1.MAF::NFE2	chr2	173749303	173749317	-	0.000	0.000	Merged-chr2-173749391-11
NR608--MA0501.1.MAF::NFE2	chr1	134560543	134560557	+	0.000	0.000	Merged-chr1-134560564-90
NR958--MA0117.2.Mafb	chr1	178960400	178960411	+	0.000	0.000	Merged-chr1-178960314-21
NR6836--MA0496.2.MAFK	chr2	6733576	6733594	-	0.000	0.000	Merged-chr2-6733505-17
NR12135--MA0496.2.MAFK	chr7	125638954	125638972	+	0.000	0.000	Merged-chr7-125638939-46
NR2262--MA0089.1.MAFG::NFE2L1	chr11	79339688	79339693	-	0.000	0.000	Merged-chr11-79339786-62
NR9248--MA0501.1.MAF::NFE2	chr4	101182949	101182963	-	0.000	0.000	Merged-chr4-101182766-50
NR2968--MA0089.1.MAFG::NFE2L1	chr12	87130303	87130308	+	0.000	0.000	Merged-chr12-87130424-26
NR127--MA0591.1.Bach1::Mafk	chr1	39025303	39025317	-	0.000	0.000	Merged-chr1-39025379-41
NR5995--MA0501.1.MAF::NFE2	chr17	85023743	85023757	+	0.000	0.000	Merged-chr17-85023702-53
NR3390--MA0591.1.Bach1::Mafk	chr13	29805499	29805513	+	0.000	0.000	Merged-chr13-29805422-4
NR10538--MA0495.2.MAFF	chr5	149454664	149454684	+	0.000	0.000	Merged-chr5-149454508-33
NR12568--MA0501.1.MAF::NFE2	chr8	72136897	72136911	+	0.000	0.000	Merged-chr8-72136702-59
NR9395--MA0089.1.MAFG::NFE2L1	chr4	124817903	124817908	+	0.000	0.000	Merged-chr4-124818011-13
NR8499--MA0659.1.MAFG	chr3	108537560	108537580	-	0.000	0.000	Merged-chr3-108537509-16
NR750--MA0089.1.MAFG::NFE2L1	chr1	156674303	156674308	+	0.000	0.000	Merged-chr1-156674255-139
NR9973--MA0089.1.MAFG::NFE2L1	chr5	64336882	64336887	-	0.000	0.000	Merged-chr5-64336866-17
NR10688--MA0089.1.MAFG::NFE2L1	chr6	34863004	34863009	-	0.000	0.000	Merged-chr6-34862986-94
NR10627--MA0501.1.MAF::NFE2	chr6	17633954	17633968	-	0.000	0.000	Merged-chr6-17634029-17
NR1359--MA0089.1.MAFG::NFE2L1	chr10	44069388	44069393	+	0.000	0.000	Merged-chr10-44069344-19
NR2714--MA0496.2.MAFK	chr12	32774705	32774723	-	0.000	0.000	Merged-chr12-32774759-19
NR9482--MA0089.1.MAFG::NFE2L1	chr4	139337303	139337308	-	0.000	0.000	Merged-chr4-139337251-35
NR10541--MA0591.1.Bach1::Mafk	chr5	149454667	149454681	+	0.000	0.000	Merged-chr5-149454508-33
NR8936--MA0495.2.MAFF	chr4	20033151	20033171	-	0.000	0.000	Merged-chr4-20033263-40
NR3486--MA0496.2.MAFK	chr13	44819587	44819605	+	0.000	0.000	Merged-chr13-44819494-25
NR9709--MA0089.1.MAFG::NFE2L1	chr5	8675500	8675505	+	0.000	0.000	Merged-chr5-8675688-64
NR4464--MA0496.2.MAFK	chr14	103850700	103850718	+	0.000	0.000	Merged-chr14-103850623-36
NR11225--MA0089.1.MAFG::NFE2L1	chr6	117431693	117431698	+	0.000	0.000	Merged-chr6-117431708-65
NR763--MA0089.1.MAFG::NFE2L1	chr1	159232228	159232233	-	0.000	0.000	Merged-chr1-159232355-108
NR6776--MA0501.1.MAF::NFE2	chr19	57323289	57323303	+	0.000	0.000	Merged-chr19-57323471-9
NR4245--MA0089.1.MAFG::NFE2L1	chr14	61774045	61774050	-	0.000	0.000	Merged-chr14-61773988-12
NR12530--MA0089.1.MAFG::NFE2L1	chr8	68627407	68627412	+	0.000	0.000	Merged-chr8-68627437-32
NR8579--MA0089.1.MAFG::NFE2L1	chr3	123444614	123444619	+	0.000	0.000	Merged-chr3-123444791-39
NR12346--MA0501.1.MAF::NFE2	chr8	10481064	10481078	-	0.000	0.000	Merged-chr8-10480951-33
NR8938--MA0659.1.MAFG	chr4	20033151	20033171	-	0.000	0.000	Merged-chr4-20033263-40
NR3403--MA0089.1.MAFG::NFE2L1	chr13	30548975	30548980	+	0.000	0.000	Merged-chr13-30549048-17
NR10340--MA0501.1.MAF::NFE2	chr5	122288691	122288705	+	0.000	0.000	Merged-chr5-122288620-47
NR2412--MA0591.1.Bach1::Mafk	chr11	104664027	104664041	+	0.000	0.000	Merged-chr11-104664090-22
NR2677--MA0089.1.MAFG::NFE2L1	chr12	26185135	26185140	+	0.000	0.000	Merged-chr12-26185150-29
NR195--MA0591.1.Bach1::Mafk	chr1	55488447	55488461	-	0.000	0.000	Merged-chr1-55488453-21
NR9235--MA0591.1.Bach1::Mafk	chr4	100126581	100126595	+	0.000	0.000	Merged-chr4-100126685-1
NR6317--MA0089.1.MAFG::NFE2L1	chr18	64919471	64919476	+	0.000	0.000	Merged-chr18-64919536-37
NR6523--MA0496.2.MAFK	chr19	8997797	8997815	+	0.000	0.000	Merged-chr19-8997882-60
NR4839--MA0591.1.Bach1::Mafk	chr15	77798856	77798870	-	0.000	0.000	Merged-chr15-77798919-52
NR1344--MA0089.1.MAFG::NFE2L1	chr10	41572406	41572411	-	0.000	0.000	Merged-chr10-41572400-16
NR8262--MA0089.1.MAFG::NFE2L1	chr3	79270093	79270098	+	0.000	0.000	Merged-chr3-79270045-21
NR10225--MA0495.2.MAFF	chr5	105354000	105354020	+	0.000	0.000	Merged-chr5-105353957-58
NR4162--MA0117.2.Mafb	chr14	47533824	47533835	-	0.000	0.000	Merged-chr14-47533897-41
NR9239--MA0501.1.MAF::NFE2	chr4	100126578	100126592	-	0.000	0.000	Merged-chr4-100126685-1
NR6302--MA0591.1.Bach1::Mafk	chr18	61707766	61707780	-	0.000	0.000	Merged-chr18-61707571-59
NR1996--MA0496.2.MAFK	chr11	23570307	23570325	+	0.000	0.000	Merged-chr11-23570355-13
NR7533--MA0495.2.MAFF	chr2	128365990	128366010	+	0.000	0.000	Merged-chr2-128365920-27
NR1423--MA0496.2.MAFK	chr10	58383471	58383489	+	0.000	0.000	Merged-chr10-58383440-43
NR13127--MA0501.1.MAF::NFE2	chr9	57831622	57831636	+	0.000	0.000	Merged-chr9-57831644-49
NR11242--MA0591.1.Bach1::Mafk	chr6	119502206	119502220	-	0.000	0.000	Merged-chr6-119502216-31
NR6781--MA0089.1.MAFG::NFE2L1	chr19	57355715	57355720	+	0.000	0.000	Merged-chr19-57355886-69
NR11310--MA0089.1.MAFG::NFE2L1	chr6	127265058	127265063	-	0.000	0.000	Merged-chr6-127265230-18
NR2894--MA0495.2.MAFF	chr12	77666582	77666602	-	0.000	0.000	Merged-chr12-77666709-12
NR1544--MA0496.2.MAFK	chr10	79937281	79937299	+	0.000	0.000	Merged-chr10-79937148-47
NR9129--MA0089.1.MAFG::NFE2L1	chr4	83485784	83485789	-	0.000	0.000	Merged-chr4-83485831-3
NR1328--MA0591.1.Bach1::Mafk	chr10	39415785	39415799	+	0.000	0.000	Merged-chr10-39415749-15
NR5796--MA0496.2.MAFK	chr17	47272447	47272465	-	0.000	0.000	Merged-chr17-47272458-17
NR53--MA0496.2.MAFK	chr1	21830161	21830179	+	0.000	0.000	Merged-chr1-21830153-46
NR9322--MA0591.1.Bach1::Mafk	chr4	109657457	109657471	-	0.000	0.000	Merged-chr4-109657561-112
NR3603--MA0089.1.MAFG::NFE2L1	chr13	70611221	70611226	-	0.000	0.000	Merged-chr13-70611194-23
NR5223--MA0496.2.MAFK	chr16	50737728	50737746	-	0.000	0.000	Merged-chr16-50737708-13
