#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR4972--MA1104.1.GATA6	chr4	145263888	145263900	+	0.000	0.000	Merged-chr4-145263821-10
NR628--MA1104.1.GATA6	chr10	59335323	59335335	+	0.000	0.000	Merged-chr10-59335139-1
NR4445--MA0482.1.Gata4	chr3	126693183	126693193	+	0.000	0.000	Merged-chr3-126693084-1
NR5340--MA0140.2.GATA1::TAL1	chr5	107946890	107946907	+	0.000	0.000	Merged-chr5-107946729-17
NR4462--MA1104.1.GATA6	chr3	130810234	130810246	+	0.000	0.000	Merged-chr3-130810133-82
NR3179--MA0037.3.GATA3	chr17	52150040	52150047	-	0.000	0.000	Merged-chr17-52149947-112
NR5770--MA0766.1.GATA5	chr6	98843188	98843195	-	0.000	0.000	Merged-chr6-98843089-22
NR6072--MA0482.1.Gata4	chr7	24902095	24902105	+	0.000	0.000	Merged-chr7-24902048-4
NR7059--MA0140.2.GATA1::TAL1	chr9	123021037	123021054	-	0.000	0.000	Merged-chr9-123021299-81
NR3942--MA0035.3.Gata1	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR5348--MA0037.3.GATA3	chr5	112219581	112219588	-	0.000	0.000	Merged-chr5-112219700-2
NR6290--MA0482.1.Gata4	chr7	122390321	122390331	+	0.000	0.000	Merged-chr7-122390315-39
NR4947--MA0482.1.Gata4	chr4	134496974	134496984	+	0.000	0.000	Merged-chr4-134496951-35
NR6136--MA0036.3.GATA2	chr7	67451658	67451668	+	0.000	0.000	Merged-chr7-67451602-26
NR4170--MA1104.1.GATA6	chr2	162998787	162998799	+	0.000	0.000	Merged-chr2-162998735-32
NR4441--MA1104.1.GATA6	chr3	126691143	126691155	+	0.000	0.000	Merged-chr3-126690917-48
NR3634--MA0037.3.GATA3	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR2428--MA0036.3.GATA2	chr14	120525792	120525802	+	0.000	0.000	Merged-chr14-120525808-27
NR4488--MA1104.1.GATA6	chr3	133335292	133335304	-	0.000	0.000	Merged-chr3-133335260-10
NR6255--MA0766.1.GATA5	chr7	114580613	114580620	+	0.000	0.000	Merged-chr7-114580600-10
NR3716--MA0035.3.Gata1	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR3752--MA0140.2.GATA1::TAL1	chr2	32771806	32771823	+	0.000	0.000	Merged-chr2-32771998-3
NR1216--MA0140.2.GATA1::TAL1	chr11	102089251	102089268	-	0.000	0.000	Merged-chr11-102089201-27
NR2247--MA0482.1.Gata4	chr14	54182257	54182267	+	0.000	0.000	Merged-chr14-54182272-2
NR6377--MA0766.1.GATA5	chr8	25962132	25962139	+	0.000	0.000	Merged-chr8-25962203-9
NR4563--MA0037.3.GATA3	chr3	143348122	143348129	+	0.000	0.000	Merged-chr3-143348318-1
NR3961--MA1104.1.GATA6	chr2	98665145	98665157	+	0.000	0.000	Merged-chr2-98665090-39
NR2410--MA0140.2.GATA1::TAL1	chr14	103531819	103531836	-	0.000	0.000	Merged-chr14-103532033-29
NR4288--MA0482.1.Gata4	chr3	51540132	51540142	-	0.000	0.000	Merged-chr3-51539976-32
NR3843--MA0766.1.GATA5	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR7041--MA0766.1.GATA5	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR5383--MA0037.3.GATA3	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR5430--MA0140.2.GATA1::TAL1	chr5	136136241	136136258	+	0.000	0.000	Merged-chr5-136136075-63
NR5351--MA0036.3.GATA2	chr5	112219580	112219590	+	0.000	0.000	Merged-chr5-112219700-2
NR1152--MA0037.3.GATA3	chr11	90225057	90225064	-	0.000	0.000	Merged-chr11-90225249-59
NR3881--MA0035.3.Gata1	chr2	75634494	75634504	+	0.000	0.000	Merged-chr2-75634644-14
NR2230--MA0037.3.GATA3	chr14	53802812	53802819	-	0.000	0.000	Merged-chr14-53802676-18
NR1601--MA0035.3.Gata1	chr12	107160238	107160248	-	0.000	0.000	Merged-chr12-107160431-72
NR1327--MA0037.3.GATA3	chr11	119023242	119023249	-	0.000	0.000	Merged-chr11-119023233-65
NR1305--MA0766.1.GATA5	chr11	114051356	114051363	+	0.000	0.000	Merged-chr11-114051191-1
NR4567--MA0766.1.GATA5	chr3	143348122	143348129	+	0.000	0.000	Merged-chr3-143348318-1
NR7149--MA0140.2.GATA1::TAL1	chrX	105079639	105079656	-	0.000	0.000	Merged-chrX-105079831-59
NR4704--MA0037.3.GATA3	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR88--MA0037.3.GATA3	chr1	52456796	52456803	+	0.000	0.000	Merged-chr1-52456813-18
NR2928--MA1104.1.GATA6	chr16	77095206	77095218	-	0.000	0.000	Merged-chr16-77095315-45
NR798--MA1104.1.GATA6	chr10	111583204	111583216	+	0.000	0.000	Merged-chr10-111583294-13
NR1624--MA0482.1.Gata4	chr12	111897202	111897212	+	0.000	0.000	Merged-chr12-111897164-28
NR4267--MA0482.1.Gata4	chr3	37753351	37753361	+	0.000	0.000	Merged-chr3-37753406-27
NR6304--MA0035.3.Gata1	chr7	127745505	127745515	-	0.000	0.000	Merged-chr7-127745605-87
NR4299--MA0036.3.GATA2	chr3	58691006	58691016	+	0.000	0.000	Merged-chr3-58690940-28
NR5592--MA0766.1.GATA5	chr6	32158581	32158588	-	0.000	0.000	Merged-chr6-32158498-25
NR1090--MA0766.1.GATA5	chr11	70653432	70653439	+	0.000	0.000	Merged-chr11-70653653-5
NR5904--MA1104.1.GATA6	chr6	130312043	130312055	-	0.000	0.000	Merged-chr6-130312055-26
NR4154--MA0140.2.GATA1::TAL1	chr2	151530963	151530980	-	0.000	0.000	Merged-chr2-151531035-38
NR1975--MA0035.3.Gata1	chr13	95697071	95697081	+	0.000	0.000	Merged-chr13-95697036-46
NR2984--MA0037.3.GATA3	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR2043--MA0482.1.Gata4	chr13	109232149	109232159	+	0.000	0.000	Merged-chr13-109232171-58
NR6346--MA0140.2.GATA1::TAL1	chr7	144036196	144036213	+	0.000	0.000	Merged-chr7-144036397-1
NR5866--MA0036.3.GATA2	chr6	129586992	129587002	+	0.000	0.000	Merged-chr6-129586992-7
NR4026--MA0036.3.GATA2	chr2	117374270	117374280	+	0.000	0.000	Merged-chr2-117374468-47
NR7021--MA0037.3.GATA3	chr9	118059237	118059244	-	0.000	0.000	Merged-chr9-118059304-13
NR991--MA0140.2.GATA1::TAL1	chr11	34064283	34064300	-	0.000	0.000	Merged-chr11-34064073-70
NR5290--MA0036.3.GATA2	chr5	97055840	97055850	-	0.000	0.000	Merged-chr5-97055881-18
NR2500--MA0140.2.GATA1::TAL1	chr15	30661710	30661727	+	0.000	0.000	Merged-chr15-30661653-1
NR1330--MA0036.3.GATA2	chr11	119023241	119023251	+	0.000	0.000	Merged-chr11-119023233-65
NR3089--MA0037.3.GATA3	chr17	18718469	18718476	+	0.000	0.000	Merged-chr17-18718477-13
NR5771--MA0035.3.Gata1	chr6	98843187	98843197	+	0.000	0.000	Merged-chr6-98843089-22
NR5566--MA0035.3.Gata1	chr6	15743687	15743697	+	0.000	0.000	Merged-chr6-15743639-18
NR2359--MA0036.3.GATA2	chr14	79481996	79482006	+	0.000	0.000	Merged-chr14-79481875-1
NR2344--MA1104.1.GATA6	chr14	78687793	78687805	-	0.000	0.000	Merged-chr14-78687892-42
NR325--MA0140.2.GATA1::TAL1	chr1	155558225	155558242	+	0.000	0.000	Merged-chr1-155558323-75
NR5152--MA0035.3.Gata1	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR4368--MA0482.1.Gata4	chr3	101800465	101800475	+	0.000	0.000	Merged-chr3-101800601-48
NR1789--MA0037.3.GATA3	chr13	32993666	32993673	-	0.000	0.000	Merged-chr13-32993550-50
NR5880--MA0035.3.Gata1	chr6	129917828	129917838	+	0.000	0.000	Merged-chr6-129917853-39
NR5584--MA0766.1.GATA5	chr6	30230605	30230612	+	0.000	0.000	Merged-chr6-30230479-12
NR3287--MA0140.2.GATA1::TAL1	chr17	88060353	88060370	+	0.000	0.000	Merged-chr17-88060218-12
NR2329--MA0140.2.GATA1::TAL1	chr14	75829226	75829243	+	0.000	0.000	Merged-chr14-75829249-72
NR6218--MA0766.1.GATA5	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR5826--MA0482.1.Gata4	chr6	122742624	122742634	+	0.000	0.000	Merged-chr6-122742614-91
NR974--MA0037.3.GATA3	chr11	21314374	21314381	+	0.000	0.000	Merged-chr11-21314524-33
NR5858--MA0036.3.GATA2	chr6	129218538	129218548	-	0.000	0.000	Merged-chr6-129218550-1
NR3522--MA0766.1.GATA5	chr19	12805884	12805891	+	0.000	0.000	Merged-chr19-12806193-62
NR6298--MA0036.3.GATA2	chr7	126822098	126822108	-	0.000	0.000	Merged-chr7-126822065-16
NR4970--MA0037.3.GATA3	chr4	145263891	145263898	+	0.000	0.000	Merged-chr4-145263821-10
NR6968--MA0037.3.GATA3	chr9	103426520	103426527	+	0.000	0.000	Merged-chr9-103426550-25
NR1213--MA0036.3.GATA2	chr11	101661874	101661884	-	0.000	0.000	Merged-chr11-101661964-4
NR3907--MA0482.1.Gata4	chr2	84479310	84479320	+	0.000	0.000	Merged-chr2-84479185-38
NR5301--MA0036.3.GATA2	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR6279--MA0482.1.Gata4	chr7	119836236	119836246	+	0.000	0.000	Merged-chr7-119836348-71
NR955--MA0036.3.GATA2	chr11	11522195	11522205	-	0.000	0.000	Merged-chr11-11522120-49
NR1845--MA0036.3.GATA2	chr13	61788292	61788302	+	0.000	0.000	Merged-chr13-61788395-14
NR4042--MA0482.1.Gata4	chr2	121457053	121457063	+	0.000	0.000	Merged-chr2-121457132-54
NR298--MA0482.1.Gata4	chr1	151457355	151457365	-	0.000	0.000	Merged-chr1-151457268-30
NR3735--MA0035.3.Gata1	chr2	29252964	29252974	+	0.000	0.000	Merged-chr2-29252821-93
NR4268--MA1104.1.GATA6	chr3	37753349	37753361	-	0.000	0.000	Merged-chr3-37753406-27
NR6378--MA0035.3.Gata1	chr8	25962130	25962140	-	0.000	0.000	Merged-chr8-25962203-9
NR3844--MA0035.3.Gata1	chr2	66185005	66185015	-	0.000	0.000	Merged-chr2-66184903-51
NR3639--MA0035.3.Gata1	chr19	46613396	46613406	+	0.000	0.000	Merged-chr19-46613309-39
NR3311--MA0140.2.GATA1::TAL1	chr18	34854668	34854685	+	0.000	0.000	Merged-chr18-34854566-31
NR5956--MA0766.1.GATA5	chr6	140598741	140598748	-	0.000	0.000	Merged-chr6-140598794-45
NR1725--MA0766.1.GATA5	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR6329--MA0140.2.GATA1::TAL1	chr7	142354004	142354021	-	0.000	0.000	Merged-chr7-142354183-49
NR7039--MA0037.3.GATA3	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR5359--MA0037.3.GATA3	chr5	114374680	114374687	-	0.000	0.000	Merged-chr5-114374787-5
NR1306--MA0035.3.Gata1	chr11	114051354	114051364	-	0.000	0.000	Merged-chr11-114051191-1
NR2044--MA1104.1.GATA6	chr13	109232147	109232159	-	0.000	0.000	Merged-chr13-109232171-58
NR2407--MA0482.1.Gata4	chr14	103088679	103088689	+	0.000	0.000	Merged-chr14-103088795-24
NR4998--MA0140.2.GATA1::TAL1	chr4	146483487	146483504	+	0.000	0.000	Merged-chr4-146483496-1
NR1186--MA0036.3.GATA2	chr11	98682374	98682384	-	0.000	0.000	Merged-chr11-98682471-63
NR6476--MA0482.1.Gata4	chr8	85429364	85429374	+	0.000	0.000	Merged-chr8-85429526-12
NR3594--MA0036.3.GATA2	chr19	34640570	34640580	+	0.000	0.000	Merged-chr19-34640764-45
NR7191--MA1104.1.GATA6	chrX	163848602	163848614	-	0.000	0.000	Merged-chrX-163848776-29
NR1500--MA0482.1.Gata4	chr12	85945551	85945561	+	0.000	0.000	Merged-chr12-85945472-7
NR1110--MA0035.3.Gata1	chr11	80576067	80576077	-	0.000	0.000	Merged-chr11-80575922-30
NR990--MA0036.3.GATA2	chr11	33939974	33939984	+	0.000	0.000	Merged-chr11-33939802-1
NR5593--MA0035.3.Gata1	chr6	32158580	32158590	+	0.000	0.000	Merged-chr6-32158498-25
NR2533--MA0037.3.GATA3	chr15	50667571	50667578	-	0.000	0.000	Merged-chr15-50667671-62
NR1091--MA0035.3.Gata1	chr11	70653430	70653440	-	0.000	0.000	Merged-chr11-70653653-5
NR6099--MA0035.3.Gata1	chr7	44496629	44496639	+	0.000	0.000	Merged-chr7-44496496-71
NR6676--MA0140.2.GATA1::TAL1	chr9	15029154	15029171	-	0.000	0.000	Merged-chr9-15029277-27
NR6439--MA0140.2.GATA1::TAL1	chr8	71558885	71558902	-	0.000	0.000	Merged-chr8-71558703-90
NR3955--MA0482.1.Gata4	chr2	93444019	93444029	+	0.000	0.000	Merged-chr2-93443945-1
NR4850--MA0140.2.GATA1::TAL1	chr4	101508021	101508038	+	0.000	0.000	Merged-chr4-101507927-30
NR4369--MA1104.1.GATA6	chr3	101800463	101800475	-	0.000	0.000	Merged-chr3-101800601-48
NR6598--MA0482.1.Gata4	chr8	124520720	124520730	+	0.000	0.000	Merged-chr8-124520851-52
NR6955--MA0140.2.GATA1::TAL1	chr9	99376821	99376838	-	0.000	0.000	Merged-chr9-99376874-26
NR6254--MA0037.3.GATA3	chr7	114580613	114580620	+	0.000	0.000	Merged-chr7-114580600-10
NR1917--MA0035.3.Gata1	chr13	85505144	85505154	+	0.000	0.000	Merged-chr13-85505133-53
NR5827--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR5438--MA0766.1.GATA5	chr5	137747962	137747969	-	0.000	0.000	Merged-chr5-137747869-32
NR4289--MA0035.3.Gata1	chr3	51540133	51540143	-	0.000	0.000	Merged-chr3-51539976-32
NR2926--MA0037.3.GATA3	chr16	77095208	77095215	-	0.000	0.000	Merged-chr16-77095315-45
NR3958--MA0035.3.Gata1	chr2	93444018	93444028	+	0.000	0.000	Merged-chr2-93443945-1
NR1341--MA0035.3.Gata1	chr12	3427691	3427701	+	0.000	0.000	Merged-chr12-3427631-4
NR3908--MA1104.1.GATA6	chr2	84479308	84479320	-	0.000	0.000	Merged-chr2-84479185-38
NR4169--MA0482.1.Gata4	chr2	162998787	162998797	-	0.000	0.000	Merged-chr2-162998735-32
NR3182--MA0766.1.GATA5	chr17	52150040	52150047	-	0.000	0.000	Merged-chr17-52149947-112
NR3714--MA0036.3.GATA2	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR2810--MA0140.2.GATA1::TAL1	chr16	29574308	29574325	+	0.000	0.000	Merged-chr16-29574199-11
NR7065--MA0766.1.GATA5	chr9	123931830	123931837	-	0.000	0.000	Merged-chr9-123931993-21
NR5375--MA0036.3.GATA2	chr5	121335427	121335437	-	0.000	0.000	Merged-chr5-121335584-25
NR3105--MA0766.1.GATA5	chr17	26532845	26532852	+	0.000	0.000	Merged-chr17-26532798-20
NR5360--MA1104.1.GATA6	chr5	114374678	114374690	-	0.000	0.000	Merged-chr5-114374787-5
NR1154--MA0766.1.GATA5	chr11	90225057	90225064	-	0.000	0.000	Merged-chr11-90225249-59
NR940--MA0035.3.Gata1	chr11	6568133	6568143	+	0.000	0.000	Merged-chr11-6568162-40
NR5902--MA0037.3.GATA3	chr6	130312045	130312052	-	0.000	0.000	Merged-chr6-130312055-26
NR1263--MA0766.1.GATA5	chr11	108101664	108101671	-	0.000	0.000	Merged-chr11-108101692-19
NR5356--MA0482.1.Gata4	chr5	113157047	113157057	-	0.000	0.000	Merged-chr5-113157037-10
NR299--MA1104.1.GATA6	chr1	151457355	151457367	+	0.000	0.000	Merged-chr1-151457268-30
NR4911--MA0766.1.GATA5	chr4	126103849	126103856	-	0.000	0.000	Merged-chr4-126103759-104
NR886--MA0036.3.GATA2	chr10	122976186	122976196	-	0.000	0.000	Merged-chr10-122976254-31
NR1648--MA0482.1.Gata4	chr12	114300003	114300013	+	0.000	0.000	Merged-chr12-114300093-52
NR7026--MA0035.3.Gata1	chr9	118059236	118059246	+	0.000	0.000	Merged-chr9-118059304-13
NR5526--MA0766.1.GATA5	chr5	149246273	149246280	+	0.000	0.000	Merged-chr5-149246178-51
NR682--MA0035.3.Gata1	chr10	75565755	75565765	-	0.000	0.000	Merged-chr10-75565754-65
NR3523--MA0035.3.Gata1	chr19	12805882	12805892	-	0.000	0.000	Merged-chr19-12806193-62
NR2721--MA0766.1.GATA5	chr15	97993230	97993237	+	0.000	0.000	Merged-chr15-97993070-31
NR5845--MA0482.1.Gata4	chr6	125353458	125353468	-	0.000	0.000	Merged-chr6-125353566-72
NR1577--MA0140.2.GATA1::TAL1	chr12	104067617	104067634	+	0.000	0.000	Merged-chr12-104067684-35
NR5887--MA0766.1.GATA5	chr6	130078306	130078313	-	0.000	0.000	Merged-chr6-130078295-22
NR100--MA0766.1.GATA5	chr1	59238080	59238087	-	0.000	0.000	Merged-chr1-59238219-1
NR3607--MA0766.1.GATA5	chr19	37266073	37266080	-	0.000	0.000	Merged-chr19-37265985-31
NR1723--MA0482.1.Gata4	chr13	8457041	8457051	+	0.000	0.000	Merged-chr13-8457184-81
NR2408--MA1104.1.GATA6	chr14	103088677	103088689	-	0.000	0.000	Merged-chr14-103088795-24
NR3031--MA0766.1.GATA5	chr17	6079941	6079948	+	0.000	0.000	Merged-chr17-6079781-61
NR461--MA0766.1.GATA5	chr1	184536792	184536799	+	0.000	0.000	Merged-chr1-184536773-10
NR732--MA0766.1.GATA5	chr10	95283594	95283601	-	0.000	0.000	Merged-chr10-95283638-28
NR5486--MA0766.1.GATA5	chr5	142920705	142920712	+	0.000	0.000	Merged-chr5-142920894-48
NR929--MA0037.3.GATA3	chr11	6528676	6528683	+	0.000	0.000	Merged-chr11-6528717-51
NR2619--MA0140.2.GATA1::TAL1	chr15	78810498	78810515	+	0.000	0.000	Merged-chr15-78810431-5
NR3719--MA0036.3.GATA2	chr2	25111312	25111322	+	0.000	0.000	Merged-chr2-25111409-51
NR6825--MA0036.3.GATA2	chr9	69298079	69298089	+	0.000	0.000	Merged-chr9-69298140-58
NR5728--MA0482.1.Gata4	chr6	86922089	86922099	+	0.000	0.000	Merged-chr6-86921974-19
NR3956--MA1104.1.GATA6	chr2	93444017	93444029	-	0.000	0.000	Merged-chr2-93443945-1
NR2235--MA0140.2.GATA1::TAL1	chr14	53802813	53802830	+	0.000	0.000	Merged-chr14-53802676-18
NR3905--MA0482.1.Gata4	chr2	84020115	84020125	-	0.000	0.000	Merged-chr2-84020132-33
NR2193--MA0037.3.GATA3	chr14	45329862	45329869	+	0.000	0.000	Merged-chr14-45329780-80
NR6232--MA0140.2.GATA1::TAL1	chr7	109218345	109218362	-	0.000	0.000	Merged-chr7-109218313-44
NR6599--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR4916--MA0766.1.GATA5	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR7102--MA0140.2.GATA1::TAL1	chrX	20961694	20961711	-	0.000	0.000	Merged-chrX-20961894-83
NR2822--MA0766.1.GATA5	chr16	32645538	32645545	-	0.000	0.000	Merged-chr16-32645495-50
NR6730--MA0035.3.Gata1	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR5879--MA0766.1.GATA5	chr6	129917829	129917836	-	0.000	0.000	Merged-chr6-129917853-39
NR7038--MA0140.2.GATA1::TAL1	chr9	120074656	120074673	-	0.000	0.000	Merged-chr9-120074668-51
NR4996--MA0036.3.GATA2	chr4	146483485	146483495	+	0.000	0.000	Merged-chr4-146483496-1
NR2921--MA0036.3.GATA2	chr16	75984112	75984122	+	0.000	0.000	Merged-chr16-75984013-36
NR62--MA0482.1.Gata4	chr1	43520879	43520889	+	0.000	0.000	Merged-chr1-43520918-1
NR201--MA0766.1.GATA5	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR1623--MA0037.3.GATA3	chr12	111897202	111897209	-	0.000	0.000	Merged-chr12-111897164-28
NR724--MA0766.1.GATA5	chr10	94116420	94116427	+	0.000	0.000	Merged-chr10-94116374-33
NR520--MA0482.1.Gata4	chr10	12806117	12806127	+	0.000	0.000	Merged-chr10-12806040-40
NR1205--MA0482.1.Gata4	chr11	101627409	101627419	+	0.000	0.000	Merged-chr11-101627512-104
NR300--MA0036.3.GATA2	chr1	151457356	151457366	-	0.000	0.000	Merged-chr1-151457268-30
NR680--MA1104.1.GATA6	chr10	75565754	75565766	+	0.000	0.000	Merged-chr10-75565754-65
NR7092--MA0766.1.GATA5	chrX	13347157	13347164	+	0.000	0.000	Merged-chrX-13347316-78
NR3798--MA0766.1.GATA5	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR1237--MA0036.3.GATA2	chr11	106057069	106057079	+	0.000	0.000	Merged-chr11-106057103-42
NR7170--MA0140.2.GATA1::TAL1	chrX	136993116	136993133	-	0.000	0.000	Merged-chrX-136993018-95
NR1109--MA0482.1.Gata4	chr11	80576066	80576076	-	0.000	0.000	Merged-chr11-80575922-30
NR5325--MA0036.3.GATA2	chr5	107533776	107533786	+	0.000	0.000	Merged-chr5-107533890-8
NR7063--MA0482.1.Gata4	chr9	123931830	123931840	+	0.000	0.000	Merged-chr9-123931993-21
NR932--MA0036.3.GATA2	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR5357--MA1104.1.GATA6	chr5	113157047	113157059	+	0.000	0.000	Merged-chr5-113157037-10
NR7114--MA0036.3.GATA2	chrX	42399488	42399498	-	0.000	0.000	Merged-chrX-42399563-21
NR989--MA0766.1.GATA5	chr11	32445893	32445900	-	0.000	0.000	Merged-chr11-32445818-14
NR1649--MA1104.1.GATA6	chr12	114300001	114300013	-	0.000	0.000	Merged-chr12-114300093-52
NR5439--MA0035.3.Gata1	chr5	137747961	137747971	+	0.000	0.000	Merged-chr5-137747869-32
NR2042--MA0037.3.GATA3	chr13	109232149	109232156	-	0.000	0.000	Merged-chr13-109232171-58
NR2891--MA0766.1.GATA5	chr16	58679050	58679057	+	0.000	0.000	Merged-chr16-58678885-20
NR5846--MA1104.1.GATA6	chr6	125353458	125353470	+	0.000	0.000	Merged-chr6-125353566-72
NR3183--MA0035.3.Gata1	chr17	52150039	52150049	+	0.000	0.000	Merged-chr17-52149947-112
NR4859--MA0140.2.GATA1::TAL1	chr4	102955514	102955531	-	0.000	0.000	Merged-chr4-102955684-33
NR2718--MA0766.1.GATA5	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR4946--MA0035.3.Gata1	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR7066--MA0035.3.Gata1	chr9	123931829	123931839	+	0.000	0.000	Merged-chr9-123931993-21
NR3106--MA0035.3.Gata1	chr17	26532843	26532853	-	0.000	0.000	Merged-chr17-26532798-20
NR1724--MA1104.1.GATA6	chr13	8457039	8457051	-	0.000	0.000	Merged-chr13-8457184-81
NR5270--MA1104.1.GATA6	chr5	92398408	92398420	+	0.000	0.000	Merged-chr5-92398390-31
NR5388--MA0140.2.GATA1::TAL1	chr5	124598667	124598684	-	0.000	0.000	Merged-chr5-124598742-26
NR3605--MA0482.1.Gata4	chr19	37266073	37266083	+	0.000	0.000	Merged-chr19-37265985-31
NR4912--MA0035.3.Gata1	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR67--MA0482.1.Gata4	chr1	43521164	43521174	-	0.000	0.000	Merged-chr1-43521160-6
NR2640--MA1104.1.GATA6	chr15	81522970	81522982	-	0.000	0.000	Merged-chr15-81522874-123
NR3080--MA1104.1.GATA6	chr17	17838229	17838241	-	0.000	0.000	Merged-chr17-17838305-60
NR6600--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR730--MA0482.1.Gata4	chr10	95283594	95283604	+	0.000	0.000	Merged-chr10-95283638-28
NR5527--MA0035.3.Gata1	chr5	149246271	149246281	-	0.000	0.000	Merged-chr5-149246178-51
NR406--MA0035.3.Gata1	chr1	178685216	178685226	-	0.000	0.000	Merged-chr1-178685366-1
NR4700--MA1104.1.GATA6	chr4	32615367	32615379	-	0.000	0.000	Merged-chr4-32615355-52
NR3370--MA0140.2.GATA1::TAL1	chr18	56733828	56733845	-	0.000	0.000	Merged-chr18-56734019-60
NR2360--MA0766.1.GATA5	chr14	79481997	79482004	-	0.000	0.000	Merged-chr14-79481875-1
NR5825--MA0037.3.GATA3	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR3137--MA0766.1.GATA5	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR6243--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR6971--MA0766.1.GATA5	chr9	103426520	103426527	+	0.000	0.000	Merged-chr9-103426550-25
NR3608--MA0035.3.Gata1	chr19	37266072	37266082	+	0.000	0.000	Merged-chr19-37265985-31
NR4943--MA0766.1.GATA5	chr4	133879300	133879307	-	0.000	0.000	Merged-chr4-133879423-50
NR4498--MA0140.2.GATA1::TAL1	chr3	135513419	135513436	-	0.000	0.000	Merged-chr3-135513515-51
NR3026--MA0140.2.GATA1::TAL1	chr17	5332233	5332250	+	0.000	0.000	Merged-chr17-5332079-12
NR6671--MA0482.1.Gata4	chr9	15029162	15029172	-	0.000	0.000	Merged-chr9-15029277-27
NR6281--MA0035.3.Gata1	chr7	119836235	119836245	+	0.000	0.000	Merged-chr7-119836348-71
NR4777--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR4566--MA0036.3.GATA2	chr3	143348120	143348130	-	0.000	0.000	Merged-chr3-143348318-1
NR733--MA0035.3.Gata1	chr10	96015953	96015963	-	0.000	0.000	Merged-chr10-96015913-48
NR5424--MA0037.3.GATA3	chr5	136136240	136136247	-	0.000	0.000	Merged-chr5-136136075-63
NR6661--MA0035.3.Gata1	chr8	128624375	128624385	+	0.000	0.000	Merged-chr8-128624457-14
NR6932--MA0035.3.Gata1	chr9	94614100	94614110	+	0.000	0.000	Merged-chr9-94614117-31
NR63--MA1104.1.GATA6	chr1	43520877	43520889	-	0.000	0.000	Merged-chr1-43520918-1
NR2430--MA0035.3.Gata1	chr14	120525792	120525802	+	0.000	0.000	Merged-chr14-120525808-27
NR5487--MA0035.3.Gata1	chr5	142920703	142920713	-	0.000	0.000	Merged-chr5-142920894-48
NR297--MA0037.3.GATA3	chr1	151457358	151457365	+	0.000	0.000	Merged-chr1-151457268-30
NR691--MA0140.2.GATA1::TAL1	chr10	77984921	77984938	+	0.000	0.000	Merged-chr10-77984793-34
NR1206--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR3368--MA0766.1.GATA5	chr18	56733839	56733846	+	0.000	0.000	Merged-chr18-56734019-60
