#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR7378--MA0117.2.Mafb	chr2	79180871	79180882	-	0.000	0.000	Merged-chr2-79180935-23
NR2735--MA0501.1.MAF::NFE2	chr12	52644368	52644382	+	0.000	0.000	Merged-chr12-52644289-23
NR4592--MA0089.1.MAFG::NFE2L1	chr15	8109317	8109322	+	0.000	0.000	Merged-chr15-8109261-61
NR605--MA0117.2.Mafb	chr1	107534012	107534023	+	0.000	0.000	Merged-chr1-107533964-30
NR5988--MA0501.1.MAF::NFE2	chr17	65826440	65826454	+	0.000	0.000	Merged-chr17-65826425-32
NR10543--MA0591.1.Bach1::Mafk	chr5	125340635	125340649	-	0.000	0.000	Merged-chr5-125340767-86
NR966--MA0495.2.MAFF	chr1	174921246	174921266	+	0.000	0.000	Merged-chr1-174921307-1
NR10865--MA0591.1.Bach1::Mafk	chr6	30227526	30227540	-	0.000	0.000	Merged-chr6-30227395-32
NR3387--MA0089.1.MAFG::NFE2L1	chr13	70611221	70611226	-	0.000	0.000	Merged-chr13-70611194-23
NR13465--MA0117.2.Mafb	chr9	114496670	114496681	+	0.000	0.000	Merged-chr9-114496634-56
NR8623--MA0591.1.Bach1::Mafk	chr3	101407694	101407708	-	0.000	0.000	Merged-chr3-101407677-30
NR7403--MA0089.1.MAFG::NFE2L1	chr2	85007967	85007972	-	0.000	0.000	Merged-chr2-85007896-35
NR8916--MA0659.1.MAFG	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR9195--MA0591.1.Bach1::Mafk	chr4	33582099	33582113	-	0.000	0.000	Merged-chr4-33582045-40
NR12917--MA0117.2.Mafb	chr8	116689923	116689934	-	0.000	0.000	Merged-chr8-116689955-52
NR9860--MA0591.1.Bach1::Mafk	chr4	155129616	155129630	+	0.000	0.000	Merged-chr4-155129607-22
NR9225--MA0495.2.MAFF	chr4	40785958	40785978	+	0.000	0.000	Merged-chr4-40785986-16
NR6388--MA0089.1.MAFG::NFE2L1	chr18	41888474	41888479	+	0.000	0.000	Merged-chr18-41888397-77
NR4234--MA0117.2.Mafb	chr14	64434220	64434231	+	0.000	0.000	Merged-chr14-64434245-45
NR13557--MA0496.2.MAFK	chrX	48310731	48310749	-	0.000	0.000	Merged-chrX-48310773-8
NR7968--MA0591.1.Bach1::Mafk	chr2	177464748	177464762	+	0.000	0.000	Merged-chr2-177464769-67
NR3070--MA0089.1.MAFG::NFE2L1	chr13	5466498	5466503	-	0.000	0.000	Merged-chr13-5466570-1
NR6733--MA0591.1.Bach1::Mafk	chr19	3851891	3851905	-	0.000	0.000	Merged-chr19-3851775-57
NR13177--MA0591.1.Bach1::Mafk	chr9	63602413	63602427	+	0.000	0.000	Merged-chr9-63602538-63
NR1803--MA0089.1.MAFG::NFE2L1	chr10	96579458	96579463	+	0.000	0.000	Merged-chr10-96579636-12
NR862--MA0591.1.Bach1::Mafk	chr1	160042519	160042533	-	0.000	0.000	Merged-chr1-160042538-15
NR2356--MA0089.1.MAFG::NFE2L1	chr11	88161867	88161872	+	0.000	0.000	Merged-chr11-88161947-43
NR4011--MA0089.1.MAFG::NFE2L1	chr14	27560699	27560704	-	0.000	0.000	Merged-chr14-27560598-17
NR4519--MA0591.1.Bach1::Mafk	chr14	120275577	120275591	-	0.000	0.000	Merged-chr14-120275634-49
NR7544--MA0501.1.MAF::NFE2	chr2	116438904	116438918	-	0.000	0.000	Merged-chr2-116438825-1
NR12274--MA0501.1.MAF::NFE2	chr7	130886484	130886498	-	0.000	0.000	Merged-chr7-130886495-31
NR1542--MA0117.2.Mafb	chr10	60028309	60028320	-	0.000	0.000	Merged-chr10-60028260-54
NR13151--MA0089.1.MAFG::NFE2L1	chr9	53673866	53673871	+	0.000	0.000	Merged-chr9-53673777-24
NR4913--MA0495.2.MAFF	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR5713--MA0591.1.Bach1::Mafk	chr17	12318834	12318848	-	0.000	0.000	Merged-chr17-12318588-111
NR4299--MA0501.1.MAF::NFE2	chr14	86848337	86848351	+	0.000	0.000	Merged-chr14-86848271-1
NR3298--MA0089.1.MAFG::NFE2L1	chr13	51100475	51100480	-	0.000	0.000	Merged-chr13-51100412-9
NR8776--MA0591.1.Bach1::Mafk	chr3	126693213	126693227	-	0.000	0.000	Merged-chr3-126693084-1
NR13593--MA0496.2.MAFK	chrX	59568330	59568348	-	0.000	0.000	Merged-chrX-59568240-6
NR1008--MA0591.1.Bach1::Mafk	chr1	185193503	185193517	-	0.000	0.000	Merged-chr1-185193700-43
NR868--MA0495.2.MAFF	chr1	161480011	161480031	+	0.000	0.000	Merged-chr1-161480099-19
NR4414--MA0591.1.Bach1::Mafk	chr14	105177470	105177484	+	0.000	0.000	Merged-chr14-105177397-2
NR11319--MA0089.1.MAFG::NFE2L1	chr6	108185569	108185574	-	0.000	0.000	Merged-chr6-108185514-51
NR7298--MA0117.2.Mafb	chr2	65199728	65199739	-	0.000	0.000	Merged-chr2-65199920-22
NR12624--MA0089.1.MAFG::NFE2L1	chr8	66860200	66860205	+	0.000	0.000	Merged-chr8-66860248-21
NR7980--MA0089.1.MAFG::NFE2L1	chr2	177957289	177957294	+	0.000	0.000	Merged-chr2-177957258-77
NR5140--MA0089.1.MAFG::NFE2L1	chr16	8470856	8470861	-	0.000	0.000	Merged-chr16-8470808-56
NR5843--MA0591.1.Bach1::Mafk	chr17	32891345	32891359	-	0.000	0.000	Merged-chr17-32891413-48
NR8921--MA0089.1.MAFG::NFE2L1	chr3	146345346	146345351	+	0.000	0.000	Merged-chr3-146345390-35
NR8214--MA0501.1.MAF::NFE2	chr3	32708650	32708664	+	0.000	0.000	Merged-chr3-32708836-74
NR12513--MA0495.2.MAFF	chr8	40962896	40962916	-	0.000	0.000	Merged-chr8-40963134-88
NR418--MA0659.1.MAFG	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR2066--MA0496.2.MAFK	chr11	5416087	5416105	-	0.000	0.000	Merged-chr11-5415987-23
NR10223--MA0117.2.Mafb	chr5	65005507	65005518	+	0.000	0.000	Merged-chr5-65005487-8
NR2854--MA0496.2.MAFK	chr12	81845169	81845187	+	0.000	0.000	Merged-chr12-81845150-28
NR9487--MA0089.1.MAFG::NFE2L1	chr4	83485784	83485789	-	0.000	0.000	Merged-chr4-83485831-3
NR12531--MA0495.2.MAFF	chr8	46550338	46550358	-	0.000	0.000	Merged-chr8-46550228-39
NR13191--MA0495.2.MAFF	chr9	72097291	72097311	+	0.000	0.000	Merged-chr9-72097262-35
NR8658--MA0089.1.MAFG::NFE2L1	chr3	106785304	106785309	+	0.000	0.000	Merged-chr3-106785320-62
NR2534--MA0117.2.Mafb	chr12	15967664	15967675	-	0.000	0.000	Merged-chr12-15967723-42
NR8608--MA0659.1.MAFG	chr3	98030692	98030712	+	0.000	0.000	Merged-chr3-98030658-2
NR13495--MA0496.2.MAFK	chr9	120960865	120960883	-	0.000	0.000	Merged-chr9-120960803-26
NR1355--MA0591.1.Bach1::Mafk	chr10	37240761	37240775	+	0.000	0.000	Merged-chr10-37240820-10
NR12533--MA0659.1.MAFG	chr8	46550338	46550358	-	0.000	0.000	Merged-chr8-46550228-39
NR9770--MA0501.1.MAF::NFE2	chr4	145254681	145254695	-	0.000	0.000	Merged-chr4-145254618-54
NR8048--MA0591.1.Bach1::Mafk	chr3	9833533	9833547	-	0.000	0.000	Merged-chr3-9833444-80
NR740--MA0089.1.MAFG::NFE2L1	chr1	137898539	137898544	+	0.000	0.000	Merged-chr1-137898663-56
NR2063--MA0089.1.MAFG::NFE2L1	chr11	4206035	4206040	+	0.000	0.000	Merged-chr11-4206247-48
NR8919--MA0496.2.MAFK	chr3	146063413	146063431	-	0.000	0.000	Merged-chr3-146063322-20
NR10920--MA0495.2.MAFF	chr6	41526527	41526547	+	0.000	0.000	Merged-chr6-41526509-3
NR12367--MA0501.1.MAF::NFE2	chr8	11007714	11007728	-	0.000	0.000	Merged-chr8-11007767-63
NR10187--MA0089.1.MAFG::NFE2L1	chr5	57387182	57387187	+	0.000	0.000	Merged-chr5-57387295-1
NR3739--MA0591.1.Bach1::Mafk	chr13	109822603	109822617	-	0.000	0.000	Merged-chr13-109822486-79
NR13207--MA0501.1.MAF::NFE2	chr9	75541743	75541757	+	0.000	0.000	Merged-chr9-75541698-38
NR8610--MA0496.2.MAFK	chr3	98030693	98030711	+	0.000	0.000	Merged-chr3-98030658-2
NR2430--MA0501.1.MAF::NFE2	chr11	113536965	113536979	-	0.000	0.000	Merged-chr11-113536889-33
NR10526--MA0591.1.Bach1::Mafk	chr5	122949248	122949262	+	0.000	0.000	Merged-chr5-122949287-47
NR8745--MA0495.2.MAFF	chr3	122419703	122419723	+	0.000	0.000	Merged-chr3-122419865-81
NR3294--MA0089.1.MAFG::NFE2L1	chr13	49268013	49268018	-	0.000	0.000	Merged-chr13-49267914-12
NR6131--MA0495.2.MAFF	chr17	86185077	86185097	+	0.000	0.000	Merged-chr17-86185009-23
NR6509--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR12195--MA0496.2.MAFK	chr7	111015014	111015032	+	0.000	0.000	Merged-chr7-111015040-32
NR10669--MA0496.2.MAFK	chr5	150220633	150220651	+	0.000	0.000	Merged-chr5-150220578-7
NR10805--MA0591.1.Bach1::Mafk	chr6	17629867	17629881	+	0.000	0.000	Merged-chr6-17630018-29
NR8167--MA0496.2.MAFK	chr3	26667907	26667925	+	0.000	0.000	Merged-chr3-26667999-1
NR5907--MA0117.2.Mafb	chr17	43518896	43518907	+	0.000	0.000	Merged-chr17-43518847-13
NR8740--MA0496.2.MAFK	chr3	121593327	121593345	+	0.000	0.000	Merged-chr3-121593516-30
NR8541--MA0089.1.MAFG::NFE2L1	chr3	88716844	88716849	-	0.000	0.000	Merged-chr3-88716875-51
NR8884--MA0495.2.MAFF	chr3	142560504	142560524	-	0.000	0.000	Merged-chr3-142560586-84
NR9631--MA0659.1.MAFG	chr4	107889853	107889873	+	0.000	0.000	Merged-chr4-107889950-86
NR5807--MA0495.2.MAFF	chr17	27755570	27755590	+	0.000	0.000	Merged-chr17-27755639-7
NR5182--MA0659.1.MAFG	chr16	14237421	14237441	+	0.000	0.000	Merged-chr16-14237452-27
NR7336--MA0089.1.MAFG::NFE2L1	chr2	70930994	70930999	-	0.000	0.000	Merged-chr2-70931049-24
NR6668--MA0496.2.MAFK	chr18	82826228	82826246	-	0.000	0.000	Merged-chr18-82826025-87
NR4730--MA0501.1.MAF::NFE2	chr15	37644387	37644401	+	0.000	0.000	Merged-chr15-37644500-63
NR6218--MA0089.1.MAFG::NFE2L1	chr18	7518851	7518856	+	0.000	0.000	Merged-chr18-7518815-4
NR2856--MA0501.1.MAF::NFE2	chr12	82284810	82284824	-	0.000	0.000	Merged-chr12-82284829-46
NR4811--MA0089.1.MAFG::NFE2L1	chr15	53328274	53328279	+	0.000	0.000	Merged-chr15-53328390-15
NR8998--MA0659.1.MAFG	chr3	154372398	154372418	-	0.000	0.000	Merged-chr3-154372398-2
NR12317--MA0495.2.MAFF	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR11139--MA0089.1.MAFG::NFE2L1	chr6	72601835	72601840	-	0.000	0.000	Merged-chr6-72601954-26
NR4871--MA0117.2.Mafb	chr15	65787011	65787022	+	0.000	0.000	Merged-chr15-65787268-60
NR11515--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR6871--MA0089.1.MAFG::NFE2L1	chr19	55218484	55218489	+	0.000	0.000	Merged-chr19-55218548-47
NR8839--MA0496.2.MAFK	chr3	136686691	136686709	+	0.000	0.000	Merged-chr3-136686664-13
NR5526--MA0501.1.MAF::NFE2	chr16	76763190	76763204	-	0.000	0.000	Merged-chr16-76763076-33
NR8856--MA0089.1.MAFG::NFE2L1	chr3	138715491	138715496	-	0.000	0.000	Merged-chr3-138715512-11
NR4246--MA0089.1.MAFG::NFE2L1	chr14	66190611	66190616	+	0.000	0.000	Merged-chr14-66190567-42
NR12319--MA0659.1.MAFG	chr7	141072584	141072604	+	0.000	0.000	Merged-chr7-141072410-71
NR8886--MA0117.2.Mafb	chr3	142770988	142770999	-	0.000	0.000	Merged-chr3-142770783-6
NR6821--MA0495.2.MAFF	chr19	33392001	33392021	-	0.000	0.000	Merged-chr19-33392002-67
NR12670--MA0496.2.MAFK	chr8	72571104	72571122	-	0.000	0.000	Merged-chr8-72571324-95
NR4413--MA0495.2.MAFF	chr14	105177467	105177487	-	0.000	0.000	Merged-chr14-105177397-2
NR13187--MA0496.2.MAFK	chr9	70524583	70524601	+	0.000	0.000	Merged-chr9-70524539-1
NR13171--MA0089.1.MAFG::NFE2L1	chr9	62510771	62510776	+	0.000	0.000	Merged-chr9-62510656-38
NR9858--MA0495.2.MAFF	chr4	155129613	155129633	+	0.000	0.000	Merged-chr4-155129607-22
NR5048--MA0117.2.Mafb	chr15	97578214	97578225	-	0.000	0.000	Merged-chr15-97578299-40
NR13494--MA0501.1.MAF::NFE2	chr9	120960861	120960875	+	0.000	0.000	Merged-chr9-120960803-26
NR10383--MA0496.2.MAFK	chr5	92348939	92348957	-	0.000	0.000	Merged-chr5-92348973-52
NR2461--MA0496.2.MAFK	chr11	117109897	117109915	-	0.000	0.000	Merged-chr11-117109823-31
NR2358--MA0591.1.Bach1::Mafk	chr11	94253172	94253186	+	0.000	0.000	Merged-chr11-94253305-42
NR9608--MA0089.1.MAFG::NFE2L1	chr4	101356210	101356215	-	0.000	0.000	Merged-chr4-101356432-43
NR9117--MA0089.1.MAFG::NFE2L1	chr4	14864329	14864334	-	0.000	0.000	Merged-chr4-14864429-92
NR4259--MA0089.1.MAFG::NFE2L1	chr14	73049212	73049217	-	0.000	0.000	Merged-chr14-73049322-54
NR11124--MA0089.1.MAFG::NFE2L1	chr6	70709430	70709435	+	0.000	0.000	Merged-chr6-70709572-48
NR1936--MA0089.1.MAFG::NFE2L1	chr10	111924394	111924399	+	0.000	0.000	Merged-chr10-111924366-28
NR7549--MA0089.1.MAFG::NFE2L1	chr2	117312576	117312581	-	0.000	0.000	Merged-chr2-117312690-43
NR598--MA0117.2.Mafb	chr1	106606989	106607000	-	0.000	0.000	Merged-chr1-106607160-12
NR12759--MA0089.1.MAFG::NFE2L1	chr8	84737906	84737911	+	0.000	0.000	Merged-chr8-84737825-38
NR12250--MA0495.2.MAFF	chr7	122414404	122414424	-	0.000	0.000	Merged-chr7-122414418-49
NR13220--MA0501.1.MAF::NFE2	chr9	77467012	77467026	-	0.000	0.000	Merged-chr9-77466988-20
NR13399--MA0089.1.MAFG::NFE2L1	chr9	105131627	105131632	+	0.000	0.000	Merged-chr9-105131725-87
NR12830--MA0591.1.Bach1::Mafk	chr8	94953952	94953966	-	0.000	0.000	Merged-chr8-94953876-9
NR5848--MA0495.2.MAFF	chr17	33781060	33781080	-	0.000	0.000	Merged-chr17-33781173-86
NR377--MA0591.1.Bach1::Mafk	chr1	72870502	72870516	+	0.000	0.000	Merged-chr1-72870469-25
NR9696--MA0089.1.MAFG::NFE2L1	chr4	124709092	124709097	-	0.000	0.000	Merged-chr4-124709015-86
NR475--MA0496.2.MAFK	chr1	88256136	88256154	+	0.000	0.000	Merged-chr1-88256034-1,Merged-chr1-88256312-2
NR8977--MA0501.1.MAF::NFE2	chr3	152315824	152315838	+	0.000	0.000	Merged-chr3-152315823-29
NR8676--MA0117.2.Mafb	chr3	110250667	110250678	+	0.000	0.000	Merged-chr3-110250588-142
NR11265--MA0117.2.Mafb	chr6	100581278	100581289	+	0.000	0.000	Merged-chr6-100581320-61
NR3124--MA0659.1.MAFG	chr13	8385605	8385625	-	0.000	0.000	Merged-chr13-8385507-1
NR5245--MA0501.1.MAF::NFE2	chr16	29865266	29865280	+	0.000	0.000	Merged-chr16-29865304-40
NR7823--MA0089.1.MAFG::NFE2L1	chr2	158160159	158160164	-	0.000	0.000	Merged-chr2-158160127-37
NR10505--MA0495.2.MAFF	chr5	118269183	118269203	-	0.000	0.000	Merged-chr5-118269215-26
NR12368--MA0089.1.MAFG::NFE2L1	chr8	11452691	11452696	-	0.000	0.000	Merged-chr8-11452787-41
NR4459--MA0089.1.MAFG::NFE2L1	chr14	115250671	115250676	-	0.000	0.000	Merged-chr14-115250840-27
NR3243--MA0495.2.MAFF	chr13	31505464	31505484	-	0.000	0.000	Merged-chr13-31505526-12
NR12253--MA0089.1.MAFG::NFE2L1	chr7	123377957	123377962	-	0.000	0.000	Merged-chr7-123378098-56
NR10470--MA0089.1.MAFG::NFE2L1	chr5	107061939	107061944	-	0.000	0.000	Merged-chr5-107061883-14
NR12959--MA0089.1.MAFG::NFE2L1	chr8	126673280	126673285	-	0.000	0.000	Merged-chr8-126673229-3
NR4546--MA0089.1.MAFG::NFE2L1	chr14	122011949	122011954	+	0.000	0.000	Merged-chr14-122012077-50
NR10507--MA0659.1.MAFG	chr5	118269183	118269203	+	0.000	0.000	Merged-chr5-118269215-26
NR1785--MA0501.1.MAF::NFE2	chr10	94378535	94378549	+	0.000	0.000	Merged-chr10-94378414-58
NR10039--MA0496.2.MAFK	chr5	21658705	21658723	+	0.000	0.000	Merged-chr5-21658802-28
NR1689--MA0501.1.MAF::NFE2	chr10	82859109	82859123	-	0.000	0.000	Merged-chr10-82859313-42
NR9190--MA0089.1.MAFG::NFE2L1	chr4	33072995	33073000	-	0.000	0.000	Merged-chr4-33073054-38
NR5185--MA0496.2.MAFK	chr16	14237422	14237440	+	0.000	0.000	Merged-chr16-14237452-27
NR13686--MA0089.1.MAFG::NFE2L1	chrX	113185505	113185510	-	0.000	0.000	Merged-chrX-113185378-53
NR7979--MA0591.1.Bach1::Mafk	chr2	177897153	177897167	+	0.000	0.000	Merged-chr2-177897114-64
NR1658--MA0089.1.MAFG::NFE2L1	chr10	75978472	75978477	-	0.000	0.000	Merged-chr10-75978406-17
NR6744--MA0591.1.Bach1::Mafk	chr19	6235889	6235903	-	0.000	0.000	Merged-chr19-6236034-63
NR5619--MA0501.1.MAF::NFE2	chr16	92620931	92620945	+	0.000	0.000	Merged-chr16-92621073-48
NR11129--MA0496.2.MAFK	chr6	70709473	70709491	+	0.000	0.000	Merged-chr6-70709572-48
NR599--MA0089.1.MAFG::NFE2L1	chr1	106712419	106712424	+	0.000	0.000	Merged-chr1-106712431-51
NR13235--MA0659.1.MAFG	chr9	78448210	78448230	-	0.000	0.000	Merged-chr9-78448370-64
NR8527--MA0591.1.Bach1::Mafk	chr3	83863098	83863112	+	0.000	0.000	Merged-chr3-83863238-36
NR5864--MA0089.1.MAFG::NFE2L1	chr17	35021427	35021432	-	0.000	0.000	Merged-chr17-35021370-11
NR6358--MA0591.1.Bach1::Mafk	chr18	39035427	39035441	+	0.000	0.000	Merged-chr18-39035384-28
NR7936--MA0591.1.Bach1::Mafk	chr2	173749175	173749189	+	0.000	0.000	Merged-chr2-173749391-11
NR9220--MA0117.2.Mafb	chr4	40285606	40285617	+	0.000	0.000	Merged-chr4-40285687-24
NR7358--MA0089.1.MAFG::NFE2L1	chr2	75981847	75981852	+	0.000	0.000	Merged-chr2-75981805-58
NR12944--MA0089.1.MAFG::NFE2L1	chr8	124347248	124347253	-	0.000	0.000	Merged-chr8-124347172-50
NR3615--MA0089.1.MAFG::NFE2L1	chr13	95813820	95813825	-	0.000	0.000	Merged-chr13-95813903-46
NR13497--MA0089.1.MAFG::NFE2L1	chr9	121277663	121277668	+	0.000	0.000	Merged-chr9-121277649-80
NR1832--MA0089.1.MAFG::NFE2L1	chr10	99592301	99592306	-	0.000	0.000	Merged-chr10-99592304-27
NR9699--MA0501.1.MAF::NFE2	chr4	125114801	125114815	-	0.000	0.000	Merged-chr4-125114884-30
NR297--MA0495.2.MAFF	chr1	65186472	65186492	+	0.000	0.000	Merged-chr1-65186701-72
NR2270--MA0089.1.MAFG::NFE2L1	chr11	61647524	61647529	+	0.000	0.000	Merged-chr11-61647445-51
NR2318--MA0591.1.Bach1::Mafk	chr11	75170584	75170598	-	0.000	0.000	Merged-chr11-75170495-55
NR9536--MA0501.1.MAF::NFE2	chr4	88275842	88275856	-	0.000	0.000	Merged-chr4-88275744-16
NR11622--MA0495.2.MAFF	chr6	144679046	144679066	+	0.000	0.000	Merged-chr6-144679049-11
NR6905--MA0089.1.MAFG::NFE2L1	chr2	6363355	6363360	-	0.000	0.000	Merged-chr2-6363298-8
NR6637--MA0591.1.Bach1::Mafk	chr18	79064221	79064235	-	0.000	0.000	Merged-chr18-79064378-58
NR11918--MA0591.1.Bach1::Mafk	chr7	66250208	66250222	-	0.000	0.000	Merged-chr7-66250161-34
NR3211--MA0089.1.MAFG::NFE2L1	chr13	24988651	24988656	+	0.000	0.000	Merged-chr13-24988665-13
NR7169--MA0089.1.MAFG::NFE2L1	chr2	51388569	51388574	-	0.000	0.000	Merged-chr2-51388682-1
NR512--MA0495.2.MAFF	chr1	94497025	94497045	-	0.000	0.000	Merged-chr1-94497080-23
NR5762--MA0089.1.MAFG::NFE2L1	chr17	21009212	21009217	+	0.000	0.000	Merged-chr17-21009057-52
NR6916--MA0591.1.Bach1::Mafk	chr2	6787031	6787045	+	0.000	0.000	Merged-chr2-6786921-10
NR3628--MA0089.1.MAFG::NFE2L1	chr13	99384403	99384408	+	0.000	0.000	Merged-chr13-99384396-1
NR13779--MA0496.2.MAFK	chrY	1010508	1010526	-	0.000	0.000	Merged-chrY-1010379-42
NR6212--MA0089.1.MAFG::NFE2L1	chr18	5989916	5989921	+	0.000	0.000	Merged-chr18-5989979-54
NR5857--MA0496.2.MAFK	chr17	34079778	34079796	+	0.000	0.000	Merged-chr17-34079741-9
NR2283--MA0089.1.MAFG::NFE2L1	chr11	62524433	62524438	-	0.000	0.000	Merged-chr11-62524467-4
NR6918--MA0089.1.MAFG::NFE2L1	chr2	6863176	6863181	+	0.000	0.000	Merged-chr2-6863166-2
NR12810--MA0496.2.MAFK	chr8	90961804	90961822	+	0.000	0.000	Merged-chr8-90961787-20
NR252--MA0591.1.Bach1::Mafk	chr1	55812756	55812770	-	0.000	0.000	Merged-chr1-55812730-9
NR8978--MA0089.1.MAFG::NFE2L1	chr3	152355557	152355562	+	0.000	0.000	Merged-chr3-152355609-21
NR3878--MA0501.1.MAF::NFE2	chr14	10289318	10289332	+	0.000	0.000	Merged-chr14-10289223-9
NR12906--MA0501.1.MAF::NFE2	chr8	115227466	115227480	+	0.000	0.000	Merged-chr8-115227272-68
NR886--MA0089.1.MAFG::NFE2L1	chr1	164079311	164079316	-	0.000	0.000	Merged-chr1-164079439-12
NR10304--MA0089.1.MAFG::NFE2L1	chr5	75791987	75791992	+	0.000	0.000	Merged-chr5-75792010-32
NR2585--MA0089.1.MAFG::NFE2L1	chr12	26185236	26185241	+	0.000	0.000	Merged-chr12-26185150-29
NR5658--MA0117.2.Mafb	chr17	3092893	3092904	-	0.000	0.000	Merged-chr17-3092916-34
NR7530--MA0089.1.MAFG::NFE2L1	chr2	114615008	114615013	-	0.000	0.000	Merged-chr2-114614930-13
NR6110--MA0089.1.MAFG::NFE2L1	chr17	84032633	84032638	-	0.000	0.000	Merged-chr17-84032623-33
NR1518--MA0117.2.Mafb	chr10	56486835	56486846	-	0.000	0.000	Merged-chr10-56486689-18
NR279--MA0496.2.MAFK	chr1	60941242	60941260	+	0.000	0.000	Merged-chr1-60941237-49
NR13492--MA0591.1.Bach1::Mafk	chr9	120960867	120960881	-	0.000	0.000	Merged-chr9-120960803-26
NR4542--MA0089.1.MAFG::NFE2L1	chr14	121954752	121954757	-	0.000	0.000	Merged-chr14-121954858-65
NR2396--MA0089.1.MAFG::NFE2L1	chr11	100440731	100440736	+	0.000	0.000	Merged-chr11-100440876-64
NR6891--MA0089.1.MAFG::NFE2L1	chr2	3810655	3810660	-	0.000	0.000	Merged-chr2-3810542-48
NR709--MA0089.1.MAFG::NFE2L1	chr1	127304255	127304260	-	0.000	0.000	Merged-chr1-127304219-34
NR10043--MA0591.1.Bach1::Mafk	chr5	22360654	22360668	+	0.000	0.000	Merged-chr5-22360842-38
NR2408--MA0089.1.MAFG::NFE2L1	chr11	104664068	104664073	+	0.000	0.000	Merged-chr11-104664090-22
NR7341--MA0089.1.MAFG::NFE2L1	chr2	72169908	72169913	+	0.000	0.000	Merged-chr2-72169976-4
NR1281--MA0591.1.Bach1::Mafk	chr10	21659612	21659626	+	0.000	0.000	Merged-chr10-21659696-16
NR3990--MA0089.1.MAFG::NFE2L1	chr14	21750459	21750464	+	0.000	0.000	Merged-chr14-21750492-17
NR13385--MA0591.1.Bach1::Mafk	chr9	99243186	99243200	+	0.000	0.000	Merged-chr9-99243262-100
NR13203--MA0089.1.MAFG::NFE2L1	chr9	74975993	74975998	+	0.000	0.000	Merged-chr9-74976047-58
NR7267--MA0089.1.MAFG::NFE2L1	chr2	60504867	60504872	-	0.000	0.000	Merged-chr2-60505033-24
NR3020--MA0089.1.MAFG::NFE2L1	chr12	114981724	114981729	-	0.000	0.000	Merged-chr12-114981819-39
NR2294--MA0089.1.MAFG::NFE2L1	chr11	68447539	68447544	+	0.000	0.000	Merged-chr11-68447453-15
NR1282--MA0501.1.MAF::NFE2	chr10	21659615	21659629	+	0.000	0.000	Merged-chr10-21659696-16
NR4255--MA0117.2.Mafb	chr14	70272518	70272529	-	0.000	0.000	Merged-chr14-70272572-43
NR12188--MA0089.1.MAFG::NFE2L1	chr7	110965579	110965584	-	0.000	0.000	Merged-chr7-110965629-28
NR2496--MA0089.1.MAFG::NFE2L1	chr12	4907324	4907329	+	0.000	0.000	Merged-chr12-4907481-74
NR13505--MA0089.1.MAFG::NFE2L1	chr9	123510035	123510040	-	0.000	0.000	Merged-chr9-123510118-53
NR4235--MA0496.2.MAFK	chr14	64434221	64434239	+	0.000	0.000	Merged-chr14-64434245-45
NR6341--MA0659.1.MAFG	chr18	33060132	33060152	+	0.000	0.000	Merged-chr18-33060171-12
NR7945--MA0089.1.MAFG::NFE2L1	chr2	175142013	175142018	+	0.000	0.000	Merged-chr2-175142096-64
NR5256--MA0591.1.Bach1::Mafk	chr16	32972771	32972785	+	0.000	0.000	Merged-chr16-32972762-21
NR298--MA0591.1.Bach1::Mafk	chr1	65186475	65186489	+	0.000	0.000	Merged-chr1-65186701-72
NR8604--MA0495.2.MAFF	chr3	98030692	98030712	+	0.000	0.000	Merged-chr3-98030658-2
NR5671--MA0089.1.MAFG::NFE2L1	chr17	6658959	6658964	-	0.000	0.000	Merged-chr17-6658937-44
NR10130--MA0495.2.MAFF	chr5	43425120	43425140	-	0.000	0.000	Merged-chr5-43425059-17
NR4957--MA0089.1.MAFG::NFE2L1	chr15	81131302	81131307	+	0.000	0.000	Merged-chr15-81131354-10
NR11822--MA0089.1.MAFG::NFE2L1	chr7	44501958	44501963	-	0.000	0.000	Merged-chr7-44501873-29
NR7939--MA0496.2.MAFK	chr2	173749173	173749191	-	0.000	0.000	Merged-chr2-173749391-11
NR493--MA0089.1.MAFG::NFE2L1	chr1	90128190	90128195	+	0.000	0.000	Merged-chr1-90128117-1
NR4668--MA0089.1.MAFG::NFE2L1	chr15	27564225	27564230	+	0.000	0.000	Merged-chr15-27564399-10
