#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR4160--MA0511.2.RUNX2	chr17	30363571	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR213--MA0684.1.RUNX3	chr1	62829801	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR3621--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR4875--MA0684.1.RUNX3	chr19	58238494	58238503	-	0.000	0.000	Merged-chr19-58238492-37
NR6678--MA0002.2.RUNX1	chr4	124759622	124759632	-	0.000	0.000	Merged-chr4-124759655-6
NR4998--MA0002.2.RUNX1	chr2	30796700	30796710	-	0.000	0.000	Merged-chr2-30796578-35
NR2176--MA0002.2.RUNX1	chr12	114909990	114910000	+	0.000	0.000	Merged-chr12-114910080-44
NR2718--MA0002.2.RUNX1	chr13	112474593	112474603	+	0.000	0.000	Merged-chr13-112474497-27
NR6806--MA0002.2.RUNX1	chr4	150339058	150339068	+	0.000	0.000	Merged-chr4-150339180-18
NR8295--MA0511.2.RUNX2	chr7	75600614	75600622	+	0.000	0.000	Merged-chr7-75600674-52
NR988--MA0684.1.RUNX3	chr10	39793435	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR2384--MA0511.2.RUNX2	chr13	41302822	41302830	+	0.000	0.000	Merged-chr13-41302926-20
NR8196--MA0002.2.RUNX1	chr7	46059140	46059150	+	0.000	0.000	Merged-chr7-46059080-51
NR8467--MA0002.2.RUNX1	chr7	127387232	127387242	-	0.000	0.000	Merged-chr7-127387011-49
NR4113--MA0684.1.RUNX3	chr17	21477930	21477939	-	0.000	0.000	Merged-chr17-21477863-62
NR2285--MA0002.2.RUNX1	chr13	12257825	12257835	-	0.000	0.000	Merged-chr13-12257954-77
NR5933--MA0002.2.RUNX1	chr3	86961163	86961173	+	0.000	0.000	Merged-chr3-86961231-31
NR8119--MA0002.2.RUNX1	chr7	19573543	19573553	+	0.000	0.000	Merged-chr7-19573361-57
NR4365--MA0684.1.RUNX3	chr17	83732387	83732396	+	0.000	0.000	Merged-chr17-83732480-77
NR4488--MA0002.2.RUNX1	chr18	34827856	34827866	+	0.000	0.000	Merged-chr18-34827772-23
NR1683--MA0002.2.RUNX1	chr11	104361832	104361842	+	0.000	0.000	Merged-chr11-104361864-47
NR2337--MA0684.1.RUNX3	chr13	24617869	24617878	-	0.000	0.000	Merged-chr13-24617853-51
NR5771--MA0002.2.RUNX1	chr3	52343737	52343747	-	0.000	0.000	Merged-chr3-52343640-60
NR9038--MA0511.2.RUNX2	chr9	31301275	31301283	+	0.000	0.000	Merged-chr9-31301307-111
NR8105--MA0684.1.RUNX3	chr7	15949385	15949394	-	0.000	0.000	Merged-chr7-15949519-32
NR8162--MA0002.2.RUNX1	chr7	30333026	30333036	+	0.000	0.000	Merged-chr7-30333026-1
NR7358--MA0511.2.RUNX2	chr5	140567500	140567508	-	0.000	0.000	Merged-chr5-140567603-46
NR2794--MA0684.1.RUNX3	chr14	8632398	8632407	+	0.000	0.000	Merged-chr14-8632387-8
NR606--MA0684.1.RUNX3	chr1	161794747	161794756	-	0.000	0.000	Merged-chr1-161794797-65
NR3743--MA0002.2.RUNX1	chr16	45019028	45019038	+	0.000	0.000	Merged-chr16-45019020-28
NR8370--MA0511.2.RUNX2	chr7	101060676	101060684	-	0.000	0.000	Merged-chr7-101060728-39
NR6405--MA0002.2.RUNX1	chr4	40721076	40721086	-	0.000	0.000	Merged-chr4-40721165-38
NR4183--MA0002.2.RUNX1	chr17	35246462	35246472	+	0.000	0.000	Merged-chr17-35246340-22
NR2175--MA0684.1.RUNX3	chr12	114804630	114804639	+	0.000	0.000	Merged-chr12-114804708-39
NR8912--MA0511.2.RUNX2	chr8	123000551	123000559	+	0.000	0.000	Merged-chr8-123000494-51
NR2446--MA0684.1.RUNX3	chr13	59840899	59840908	-	0.000	0.000	Merged-chr13-59840941-45
NR2298--MA0002.2.RUNX1	chr13	13557176	13557186	-	0.000	0.000	Merged-chr13-13557258-36
NR587--MA0684.1.RUNX3	chr1	156408141	156408150	-	0.000	0.000	Merged-chr1-156408256-35
NR1715--MA0002.2.RUNX1	chr11	114322836	114322846	-	0.000	0.000	Merged-chr11-114322815-29
NR173--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR5803--MA0002.2.RUNX1	chr3	59059437	59059447	+	0.000	0.000	Merged-chr3-59059388-26
NR4087--MA0002.2.RUNX1	chr17	18615280	18615290	-	0.000	0.000	Merged-chr17-18615356-8
NR2678--MA0002.2.RUNX1	chr13	108667271	108667281	+	0.000	0.000	Merged-chr13-108667281-5
NR7735--MA0002.2.RUNX1	chr6	89421720	89421730	+	0.000	0.000	Merged-chr6-89421751-50
NR2429--MA0511.2.RUNX2	chr13	54447153	54447161	+	0.000	0.000	Merged-chr13-54447176-27
NR2141--MA0684.1.RUNX3	chr12	103116834	103116843	+	0.000	0.000	Merged-chr12-103116842-39
NR4215--MA0002.2.RUNX1	chr17	47542144	47542154	-	0.000	0.000	Merged-chr17-47542240-31
NR6722--MA0511.2.RUNX2	chr4	134683125	134683133	+	0.000	0.000	Merged-chr4-134683033-16
NR8846--MA0684.1.RUNX3	chr8	110988279	110988288	-	0.000	0.000	Merged-chr8-110988305-13
NR619--MA0684.1.RUNX3	chr1	164960258	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR1682--MA0684.1.RUNX3	chr11	103375408	103375417	-	0.000	0.000	Merged-chr11-103375376-18
NR6147--MA0002.2.RUNX1	chr3	142282935	142282945	-	0.000	0.000	Merged-chr3-142282975-41
NR4152--MA0511.2.RUNX2	chr17	29494378	29494386	+	0.000	0.000	Merged-chr17-29494430-50
NR8703--MA0684.1.RUNX3	chr8	64805445	64805454	-	0.000	0.000	Merged-chr8-64805470-51
NR4053--MA0002.2.RUNX1	chr17	13472611	13472621	-	0.000	0.000	Merged-chr17-13472637-18
NR6560--MA0511.2.RUNX2	chr4	84977507	84977515	-	0.000	0.000	Merged-chr4-84977391-25
NR6626--MA0511.2.RUNX2	chr4	101207686	101207694	-	0.000	0.000	Merged-chr4-101207630-19
NR4675--MA0511.2.RUNX2	chr18	75716276	75716284	+	0.000	0.000	Merged-chr18-75716251-26
NR2297--MA0684.1.RUNX3	chr13	13557078	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR7953--MA0002.2.RUNX1	chr6	134863256	134863266	-	0.000	0.000	Merged-chr6-134863316-31
NR3994--MA0684.1.RUNX3	chr17	4980363	4980372	-	0.000	0.000	Merged-chr17-4980372-31
NR2581--MA0511.2.RUNX2	chr13	93939606	93939614	-	0.000	0.000	Merged-chr13-93939742-17
NR3451--MA0002.2.RUNX1	chr15	73833398	73833408	+	0.000	0.000	Merged-chr15-73833465-20
NR8188--MA0002.2.RUNX1	chr7	42491069	42491079	+	0.000	0.000	Merged-chr7-42490994-43
NR1771--MA0002.2.RUNX1	chr11	119671240	119671250	+	0.000	0.000	Merged-chr11-119671227-50
NR2154--MA0684.1.RUNX3	chr12	107993222	107993231	-	0.000	0.000	Merged-chr12-107993325-68
NR2277--MA0002.2.RUNX1	chr13	9882532	9882542	-	0.000	0.000	Merged-chr13-9882509-19
NR5925--MA0002.2.RUNX1	chr3	84749475	84749485	-	0.000	0.000	Merged-chr3-84749364-32
NR9299--MA0684.1.RUNX3	chr9	96783897	96783906	+	0.000	0.000	Merged-chr9-96783920-38
NR8396--MA0511.2.RUNX2	chr7	109741960	109741968	-	0.000	0.000	Merged-chr7-109741680-86
NR3930--MA0511.2.RUNX2	chr16	91781029	91781037	+	0.000	0.000	Merged-chr16-91781071-63
NR218--MA0684.1.RUNX3	chr1	64797431	64797440	+	0.000	0.000	Merged-chr1-64797454-43
NR6494--MA0684.1.RUNX3	chr4	62367820	62367829	+	0.000	0.000	Merged-chr4-62367859-6
NR8297--MA0002.2.RUNX1	chr7	75788653	75788663	+	0.000	0.000	Merged-chr7-75788525-69
NR5862--MA0511.2.RUNX2	chr3	69159662	69159670	+	0.000	0.000	Merged-chr3-69159681-49
NR4608--MA0002.2.RUNX1	chr18	62186217	62186227	-	0.000	0.000	Merged-chr18-62186304-32
NR7443--MA0002.2.RUNX1	chr6	12038490	12038500	+	0.000	0.000	Merged-chr6-12038478-25
NR199--MA0684.1.RUNX3	chr1	60907722	60907731	+	0.000	0.000	Merged-chr1-60907642-6
NR5763--MA0002.2.RUNX1	chr3	51128997	51129007	+	0.000	0.000	Merged-chr3-51128926-47
NR6146--MA0684.1.RUNX3	chr3	142281331	142281340	+	0.000	0.000	Merged-chr3-142281213-32
NR7966--MA0002.2.RUNX1	chr6	136683866	136683876	-	0.000	0.000	Merged-chr6-136683885-26
NR8948--MA0002.2.RUNX1	chr8	128391505	128391515	+	0.000	0.000	Merged-chr8-128391383-45
NR7922--MA0511.2.RUNX2	chr6	130246074	130246082	+	0.000	0.000	Merged-chr6-130245976-1
NR8140--MA0684.1.RUNX3	chr7	27361578	27361587	-	0.000	0.000	Merged-chr7-27361571-54
NR3321--MA0002.2.RUNX1	chr15	39905230	39905240	-	0.000	0.000	Merged-chr15-39905299-27
NR8329--MA0002.2.RUNX1	chr7	83361981	83361991	-	0.000	0.000	Merged-chr7-83361913-8
NR1641--MA0002.2.RUNX1	chr11	94275851	94275861	-	0.000	0.000	Merged-chr11-94275707-70
NR1707--MA0002.2.RUNX1	chr11	113174357	113174367	-	0.000	0.000	Merged-chr11-113174221-33
NR658--MA0511.2.RUNX2	chr1	172126799	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR8458--MA0684.1.RUNX3	chr7	125603528	125603537	+	0.000	0.000	Merged-chr7-125603403-47
NR4161--MA0684.1.RUNX3	chr17	30363570	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR6506--MA0002.2.RUNX1	chr4	63847309	63847319	+	0.000	0.000	Merged-chr4-63847263-40
NR8742--MA0511.2.RUNX2	chr8	77630400	77630408	-	0.000	0.000	Merged-chr8-77630286-33
NR860--MA0002.2.RUNX1	chr10	14207846	14207856	+	0.000	0.000	Merged-chr10-14207893-35
NR8438--MA0002.2.RUNX1	chr7	119872398	119872408	-	0.000	0.000	Merged-chr7-119872260-31
NR8994--MA0511.2.RUNX2	chr9	15045570	15045578	-	0.000	0.000	Merged-chr9-15045417-72
NR6714--MA0511.2.RUNX2	chr4	134460580	134460588	+	0.000	0.000	Merged-chr4-134460498-5
NR8296--MA0684.1.RUNX3	chr7	75600614	75600623	+	0.000	0.000	Merged-chr7-75600674-52
NR8024--MA0002.2.RUNX1	chr6	142915578	142915588	+	0.000	0.000	Merged-chr6-142915635-53
NR6744--MA0684.1.RUNX3	chr4	138456181	138456190	-	0.000	0.000	Merged-chr4-138456183-28
NR5841--MA0511.2.RUNX2	chr3	65537572	65537580	-	0.000	0.000	Merged-chr3-65537527-21
NR1654--MA0002.2.RUNX1	chr11	97684175	97684185	+	0.000	0.000	Merged-chr11-97684318-65
NR20--MA0002.2.RUNX1	chr1	7147198	7147208	-	0.000	0.000	Merged-chr1-7147128-26
NR5471--MA0002.2.RUNX1	chr2	154754296	154754306	-	0.000	0.000	Merged-chr2-154754253-27
NR178--MA0684.1.RUNX3	chr1	54871549	54871558	+	0.000	0.000	Merged-chr1-54871447-51
NR3586--MA0002.2.RUNX1	chr16	4584024	4584034	-	0.000	0.000	Merged-chr16-4584045-35
NR4174--MA0684.1.RUNX3	chr17	34630398	34630407	-	0.000	0.000	Merged-chr17-34630470-19
NR2289--MA0684.1.RUNX3	chr13	12520211	12520220	-	0.000	0.000	Merged-chr13-12520187-58
NR7674--MA0002.2.RUNX1	chr6	72550911	72550921	+	0.000	0.000	Merged-chr6-72550842-35
NR6377--MA0684.1.RUNX3	chr4	32586620	32586629	-	0.000	0.000	Merged-chr4-32586769-18
NR6919--MA0684.1.RUNX3	chr5	21002894	21002903	+	0.000	0.000	Merged-chr5-21002908-38
NR5950--MA0511.2.RUNX2	chr3	89871231	89871239	-	0.000	0.000	Merged-chr3-89871193-44
NR9039--MA0684.1.RUNX3	chr9	31301275	31301284	+	0.000	0.000	Merged-chr9-31301307-111
NR8070--MA0511.2.RUNX2	chr6	149307985	149307993	-	0.000	0.000	Merged-chr6-149307945-23
NR114--MA0511.2.RUNX2	chr1	37473509	37473517	+	0.000	0.000	Merged-chr1-37473461-33
NR3695--MA0002.2.RUNX1	chr16	32177134	32177144	-	0.000	0.000	Merged-chr16-32177197-40
NR3966--MA0002.2.RUNX1	chr16	95999442	95999452	+	0.000	0.000	Merged-chr16-95999409-48
NR6042--MA0511.2.RUNX2	chr3	115972450	115972458	+	0.000	0.000	Merged-chr3-115972355-68
NR4091--MA0511.2.RUNX2	chr17	18718439	18718447	+	0.000	0.000	Merged-chr17-18718477-13
NR2126--MA0002.2.RUNX1	chr12	98800554	98800564	+	0.000	0.000	Merged-chr12-98800600-14
NR1872--MA0002.2.RUNX1	chr12	32895345	32895355	+	0.000	0.000	Merged-chr12-32895351-16
NR1667--MA0002.2.RUNX1	chr11	99105183	99105193	+	0.000	0.000	Merged-chr11-99105109-62
NR8516--MA0511.2.RUNX2	chr7	143154070	143154078	+	0.000	0.000	Merged-chr7-143154031-30
NR4329--MA0002.2.RUNX1	chr17	71288303	71288313	+	0.000	0.000	Merged-chr17-71288308-17
NR5960--MA0002.2.RUNX1	chr3	94851980	94851990	-	0.000	0.000	Merged-chr3-94852086-36
NR1130--MA0684.1.RUNX3	chr10	82778326	82778335	+	0.000	0.000	Merged-chr10-82778212-17
NR8146--MA0002.2.RUNX1	chr7	28866079	28866089	+	0.000	0.000	Merged-chr7-28866044-60
NR2129--MA0511.2.RUNX2	chr12	99647051	99647059	+	0.000	0.000	Merged-chr12-99647039-10
NR6466--MA0002.2.RUNX1	chr4	57883715	57883725	+	0.000	0.000	Merged-chr4-57883873-2
NR5341--MA0002.2.RUNX1	chr2	127300933	127300943	-	0.000	0.000	Merged-chr2-127301003-17
NR3661--MA0002.2.RUNX1	chr16	23274731	23274741	+	0.000	0.000	Merged-chr16-23274580-84
NR2635--MA0684.1.RUNX3	chr13	101308918	101308927	-	0.000	0.000	Merged-chr13-101308963-14
NR4838--MA0684.1.RUNX3	chr19	41874495	41874504	+	0.000	0.000	Merged-chr19-41874574-30
NR8877--MA0511.2.RUNX2	chr8	116636191	116636199	-	0.000	0.000	Merged-chr8-116636119-54
NR7401--MA0002.2.RUNX1	chr5	149368333	149368343	+	0.000	0.000	Merged-chr5-149368318-30
NR5516--MA0002.2.RUNX1	chr2	166549238	166549248	-	0.000	0.000	Merged-chr2-166549284-30
NR3965--MA0684.1.RUNX3	chr16	95984999	95985008	-	0.000	0.000	Merged-chr16-95985074-35
NR2125--MA0684.1.RUNX3	chr12	98800481	98800490	+	0.000	0.000	Merged-chr12-98800600-14
NR3773--MA0511.2.RUNX2	chr16	52064539	52064547	-	0.000	0.000	Merged-chr16-52064719-40
NR3280--MA0684.1.RUNX3	chr15	31473069	31473078	+	0.000	0.000	Merged-chr15-31472972-16
NR3674--MA0002.2.RUNX1	chr16	24826554	24826564	-	0.000	0.000	Merged-chr16-24826564-20
NR3945--MA0002.2.RUNX1	chr16	93552875	93552885	+	0.000	0.000	Merged-chr16-93552984-42
NR1789--MA0002.2.RUNX1	chr12	3823656	3823666	+	0.000	0.000	Merged-chr12-3823687-29
NR7910--MA0684.1.RUNX3	chr6	128836399	128836408	+	0.000	0.000	Merged-chr6-128836446-70
NR6687--MA0511.2.RUNX2	chr4	129365349	129365357	+	0.000	0.000	Merged-chr4-129365384-41
NR1745--MA0511.2.RUNX2	chr11	118227849	118227857	+	0.000	0.000	Merged-chr11-118227847-19
NR4136--MA0511.2.RUNX2	chr17	25867734	25867742	-	0.000	0.000	Merged-chr17-25867746-11
NR3802--MA0002.2.RUNX1	chr16	58718943	58718953	+	0.000	0.000	Merged-chr16-58718786-22
NR2357--MA0002.2.RUNX1	chr13	32966240	32966250	+	0.000	0.000	Merged-chr13-32966239-7
NR5463--MA0002.2.RUNX1	chr2	152359984	152359994	-	0.000	0.000	Merged-chr2-152360048-2
NR1898--MA0002.2.RUNX1	chr12	36931651	36931661	+	0.000	0.000	Merged-chr12-36931553-8
NR5986--MA0002.2.RUNX1	chr3	102724374	102724384	-	0.000	0.000	Merged-chr3-102724263-19
NR3164--MA0002.2.RUNX1	chr14	118673721	118673731	+	0.000	0.000	Merged-chr14-118673606-72
NR3706--MA0002.2.RUNX1	chr16	35747540	35747550	+	0.000	0.000	Merged-chr16-35747565-9
NR3021--MA0002.2.RUNX1	chr14	73290032	73290042	+	0.000	0.000	Merged-chr14-73290096-39
NR4669--MA0002.2.RUNX1	chr18	75377612	75377622	-	0.000	0.000	Merged-chr18-75377712-65
NR1963--MA0511.2.RUNX2	chr12	59021533	59021541	+	0.000	0.000	Merged-chr12-59021522-35
NR3273--MA0002.2.RUNX1	chr15	30463080	30463090	-	0.000	0.000	Merged-chr15-30463100-4
NR6478--MA0684.1.RUNX3	chr4	59244348	59244357	+	0.000	0.000	Merged-chr4-59244253-10
NR5780--MA0511.2.RUNX2	chr3	52555212	52555220	+	0.000	0.000	Merged-chr3-52555195-52
NR8442--MA0511.2.RUNX2	chr7	120918686	120918694	-	0.000	0.000	Merged-chr7-120918613-12
NR4211--MA0511.2.RUNX2	chr17	47508151	47508159	+	0.000	0.000	Merged-chr17-47508113-61
NR659--MA0684.1.RUNX3	chr1	172126798	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR3796--MA0002.2.RUNX1	chr16	57495696	57495706	+	0.000	0.000	Merged-chr16-57495758-66
NR4384--MA0684.1.RUNX3	chr17	86779459	86779468	+	0.000	0.000	Merged-chr17-86779381-46
NR5703--MA0511.2.RUNX2	chr3	36060288	36060296	-	0.000	0.000	Merged-chr3-36060425-51
NR6143--MA0511.2.RUNX2	chr3	142281331	142281339	+	0.000	0.000	Merged-chr3-142281213-32
NR5210--MA0684.1.RUNX3	chr2	79121032	79121041	-	0.000	0.000	Merged-chr2-79121079-51
NR4192--MA0511.2.RUNX2	chr17	36227190	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR5999--MA0002.2.RUNX1	chr3	104466686	104466696	+	0.000	0.000	Merged-chr3-104466607-13
NR2849--MA0511.2.RUNX2	chr14	20025508	20025516	+	0.000	0.000	Merged-chr14-20025381-48
NR5790--MA0002.2.RUNX1	chr3	55520723	55520733	+	0.000	0.000	Merged-chr3-55520679-39
NR8918--MA0684.1.RUNX3	chr8	123034377	123034386	+	0.000	0.000	Merged-chr8-123034437-42
NR3491--MA0002.2.RUNX1	chr15	80572480	80572490	+	0.000	0.000	Merged-chr15-80572443-63
NR3557--MA0002.2.RUNX1	chr15	97821390	97821400	-	0.000	0.000	Merged-chr15-97821564-50
NR2194--MA0684.1.RUNX3	chr12	115593124	115593133	+	0.000	0.000	Merged-chr12-115593226-26
NR1734--MA0002.2.RUNX1	chr11	117872034	117872044	+	0.000	0.000	Merged-chr11-117872185-83
NR7231--MA0002.2.RUNX1	chr5	106677005	106677015	-	0.000	0.000	Merged-chr5-106676986-37
NR5280--MA0002.2.RUNX1	chr2	104177500	104177510	+	0.000	0.000	Merged-chr2-104177493-61
NR5346--MA0002.2.RUNX1	chr2	128153202	128153212	+	0.000	0.000	Merged-chr2-128153146-97
NR4254--MA0684.1.RUNX3	chr17	56036642	56036651	+	0.000	0.000	Merged-chr17-56036647-50
NR1115--MA0002.2.RUNX1	chr10	78078452	78078462	+	0.000	0.000	Merged-chr10-78078448-32
NR337--MA0511.2.RUNX2	chr1	86440719	86440727	+	0.000	0.000	Merged-chr1-86440751-39
NR8359--MA0511.2.RUNX2	chr7	96910467	96910475	-	0.000	0.000	Merged-chr7-96910268-22
NR608--MA0511.2.RUNX2	chr1	162740461	162740469	+	0.000	0.000	Merged-chr1-162740242-97
NR3400--MA0684.1.RUNX3	chr15	59646504	59646513	-	0.000	0.000	Merged-chr15-59646557-26
NR2226--MA0684.1.RUNX3	chr12	118255872	118255881	+	0.000	0.000	Merged-chr12-118255780-45
NR7611--MA0002.2.RUNX1	chr6	57581153	57581163	-	0.000	0.000	Merged-chr6-57581328-81
NR5455--MA0002.2.RUNX1	chr2	150307354	150307364	-	0.000	0.000	Merged-chr2-150307166-50
NR810--MA0002.2.RUNX1	chr10	7470402	7470412	-	0.000	0.000	Merged-chr10-7470291-37
NR175--MA0511.2.RUNX2	chr1	54421901	54421909	+	0.000	0.000	Merged-chr1-54421982-33
NR9543--MA0002.2.RUNX1	chrX	107089453	107089463	+	0.000	0.000	Merged-chrX-107089157-98
NR8739--MA0511.2.RUNX2	chr8	77534646	77534654	+	0.000	0.000	Merged-chr8-77534912-51
NR8517--MA0684.1.RUNX3	chr7	143154070	143154079	+	0.000	0.000	Merged-chr7-143154031-30
NR4237--MA0511.2.RUNX2	chr17	52125415	52125423	-	0.000	0.000	Merged-chr17-52125389-32
NR2286--MA0511.2.RUNX2	chr13	12507639	12507647	+	0.000	0.000	Merged-chr13-12507577-43
NR8369--MA0002.2.RUNX1	chr7	100950927	100950937	+	0.000	0.000	Merged-chr7-100950799-22
NR1681--MA0002.2.RUNX1	chr11	103375407	103375417	+	0.000	0.000	Merged-chr11-103375376-18
NR9400--MA0002.2.RUNX1	chr9	120127747	120127757	+	0.000	0.000	Merged-chr9-120127726-70
NR2187--MA0002.2.RUNX1	chr12	115386676	115386686	+	0.000	0.000	Merged-chr12-115386807-38
NR1161--MA0511.2.RUNX2	chr10	88420839	88420847	-	0.000	0.000	Merged-chr10-88420922-64
NR4267--MA0684.1.RUNX3	chr17	62246893	62246902	-	0.000	0.000	Merged-chr17-62246918-5
NR1999--MA0002.2.RUNX1	chr12	73593511	73593521	-	0.000	0.000	Merged-chr12-73593577-88
NR9381--MA0002.2.RUNX1	chr9	116369242	116369252	+	0.000	0.000	Merged-chr9-116369265-54
NR1684--MA0511.2.RUNX2	chr11	104609517	104609525	-	0.000	0.000	Merged-chr11-104609685-47
NR1462--MA0684.1.RUNX3	chr11	34048974	34048983	+	0.000	0.000	Merged-chr11-34049016-54
NR2173--MA0684.1.RUNX3	chr12	114615864	114615873	+	0.000	0.000	Merged-chr12-114615725-85
NR1856--MA0002.2.RUNX1	chr12	26057915	26057925	-	0.000	0.000	Merged-chr12-26057851-43
NR6278--MA0511.2.RUNX2	chr4	7207179	7207187	+	0.000	0.000	Merged-chr4-7207158-12
NR3993--MA0002.2.RUNX1	chr17	4980362	4980372	+	0.000	0.000	Merged-chr17-4980372-31
NR6327--MA0684.1.RUNX3	chr4	15986589	15986598	+	0.000	0.000	Merged-chr4-15986540-43
NR1442--MA0002.2.RUNX1	chr11	30182768	30182778	-	0.000	0.000	Merged-chr11-30182963-54
NR3744--MA0511.2.RUNX2	chr16	45224875	45224883	-	0.000	0.000	Merged-chr16-45224800-5
NR9556--MA0002.2.RUNX1	chrX	139798081	139798091	-	0.000	0.000	Merged-chrX-139798042-22
NR1694--MA0002.2.RUNX1	chr11	106961728	106961738	-	0.000	0.000	Merged-chr11-106961822-47
NR9542--MA0684.1.RUNX3	chrX	106704764	106704773	-	0.000	0.000	Merged-chrX-106704745-40
NR5804--MA0511.2.RUNX2	chr3	59101877	59101885	-	0.000	0.000	Merged-chr3-59101725-81
NR9394--MA0002.2.RUNX1	chr9	119744240	119744250	+	0.000	0.000	Merged-chr9-119744132-67
NR3853--MA0511.2.RUNX2	chr16	75984027	75984035	-	0.000	0.000	Merged-chr16-75984013-36
NR5311--MA0684.1.RUNX3	chr2	114145119	114145128	+	0.000	0.000	Merged-chr2-114145226-70
NR1203--MA0002.2.RUNX1	chr10	96357142	96357152	-	0.000	0.000	Merged-chr10-96357351-35
NR1869--MA0002.2.RUNX1	chr12	32285223	32285233	+	0.000	0.000	Merged-chr12-32285209-18
NR9251--MA0002.2.RUNX1	chr9	88718239	88718249	+	0.000	0.000	Merged-chr9-88718244-37
NR9522--MA0002.2.RUNX1	chrX	93905790	93905800	-	0.000	0.000	Merged-chrX-93905707-8
NR3691--MA0511.2.RUNX2	chr16	31275139	31275147	+	0.000	0.000	Merged-chr16-31275130-59
NR2881--MA0002.2.RUNX1	chr14	27405575	27405585	+	0.000	0.000	Merged-chr14-27405576-56
NR1855--MA0684.1.RUNX3	chr12	25784513	25784522	+	0.000	0.000	Merged-chr12-25784585-45
NR4369--MA0002.2.RUNX1	chr17	84061864	84061874	+	0.000	0.000	Merged-chr17-84061758-18
NR5943--MA0684.1.RUNX3	chr3	89187824	89187833	+	0.000	0.000	Merged-chr3-89188181-94
NR6005--MA0511.2.RUNX2	chr3	105929811	105929819	+	0.000	0.000	Merged-chr3-105929988-8
NR1441--MA0684.1.RUNX3	chr11	30166353	30166362	+	0.000	0.000	Merged-chr11-30166468-16
NR2169--MA0511.2.RUNX2	chr12	112976384	112976392	+	0.000	0.000	Merged-chr12-112976486-72
NR1564--MA0002.2.RUNX1	chr11	73094752	73094762	+	0.000	0.000	Merged-chr11-73094669-63
NR1359--MA0002.2.RUNX1	chr11	5435749	5435759	-	0.000	0.000	Merged-chr11-5435730-7
NR7061--MA0002.2.RUNX1	chr5	64609613	64609623	+	0.000	0.000	Merged-chr5-64609569-18
NR7332--MA0002.2.RUNX1	chr5	134373116	134373126	-	0.000	0.000	Merged-chr5-134373166-2
NR3496--MA0002.2.RUNX1	chr15	81539771	81539781	-	0.000	0.000	Merged-chr15-81539760-43
NR4084--MA0684.1.RUNX3	chr17	18558982	18558991	-	0.000	0.000	Merged-chr17-18558777-104
NR3624--MA0002.2.RUNX1	chr16	14088466	14088476	+	0.000	0.000	Merged-chr16-14088440-49
NR1616--MA0684.1.RUNX3	chr11	84829171	84829180	+	0.000	0.000	Merged-chr11-84829158-56
NR9393--MA0684.1.RUNX3	chr9	119744091	119744100	+	0.000	0.000	Merged-chr9-119744132-67
NR3419--MA0002.2.RUNX1	chr15	64067797	64067807	-	0.000	0.000	Merged-chr15-64067738-34
NR1054--MA0002.2.RUNX1	chr10	62507951	62507961	+	0.000	0.000	Merged-chr10-62507815-50,Merged-chr10-62508148-1
NR3561--MA0511.2.RUNX2	chr15	98869571	98869579	+	0.000	0.000	Merged-chr15-98869705-35
NR991--MA0511.2.RUNX2	chr10	40192672	40192680	+	0.000	0.000	Merged-chr10-40192592-2
NR7759--MA0002.2.RUNX1	chr6	97322333	97322343	+	0.000	0.000	Merged-chr6-97322389-10
NR5142--MA0002.2.RUNX1	chr2	60774692	60774702	-	0.000	0.000	Merged-chr2-60774747-55
NR4338--MA0511.2.RUNX2	chr17	73815029	73815037	-	0.000	0.000	Merged-chr17-73814943-62
NR3462--MA0002.2.RUNX1	chr15	75884331	75884341	-	0.000	0.000	Merged-chr15-75884248-28
NR2387--MA0511.2.RUNX2	chr13	41367504	41367512	-	0.000	0.000	Merged-chr13-41367378-61
NR2165--MA0684.1.RUNX3	chr12	112861005	112861014	+	0.000	0.000	Merged-chr12-112860925-89
NR7222--MA0684.1.RUNX3	chr5	105244902	105244911	+	0.000	0.000	Merged-chr5-105244982-37
NR1533--MA0511.2.RUNX2	chr11	55159074	55159082	-	0.000	0.000	Merged-chr11-55158997-29
NR4368--MA0684.1.RUNX3	chr17	83846460	83846469	-	0.000	0.000	Merged-chr17-83846499-25
