#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR8324--MA0002.2.RUNX1	chr7	105554388	105554398	+	0.000	0.000	Merged-chr7-105554530-56
NR4094--MA0684.1.RUNX3	chr17	46074013	46074022	-	0.000	0.000	Merged-chr17-46073947-66
NR6644--MA0002.2.RUNX1	chr4	133122361	133122371	+	0.000	0.000	Merged-chr4-133122243-22
NR9750--MA0002.2.RUNX1	chrX	136980529	136980539	-	0.000	0.000	Merged-chrX-136980586-3
NR4759--MA0002.2.RUNX1	chr19	24978193	24978203	+	0.000	0.000	Merged-chr19-24978219-7
NR6773--MA0684.1.RUNX3	chr4	150917527	150917536	-	0.000	0.000	Merged-chr4-150917535-9
NR6896--MA0002.2.RUNX1	chr5	28076545	28076555	+	0.000	0.000	Merged-chr5-28076543-4
NR8803--MA0511.2.RUNX2	chr8	84813286	84813294	-	0.000	0.000	Merged-chr8-84813219-19
NR7722--MA0002.2.RUNX1	chr6	108310098	108310108	-	0.000	0.000	Merged-chr6-108310107-36
NR3886--MA0002.2.RUNX1	chr16	94303059	94303069	-	0.000	0.000	Merged-chr16-94303117-33
NR2794--MA0684.1.RUNX3	chr14	24785640	24785649	+	0.000	0.000	Merged-chr14-24785544-14
NR7974--MA0002.2.RUNX1	chr6	149348341	149348351	-	0.000	0.000	Merged-chr6-149348388-7
NR2046--MA0002.2.RUNX1	chr12	90236297	90236307	-	0.000	0.000	Merged-chr12-90236268-16
NR6504--MA0511.2.RUNX2	chr4	98113776	98113784	-	0.000	0.000	Merged-chr4-98113853-12
NR606--MA0684.1.RUNX3	chr1	168432186	168432195	+	0.000	0.000	Merged-chr1-168432368-41
NR8628--MA0684.1.RUNX3	chr8	14090520	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR8685--MA0002.2.RUNX1	chr8	36016439	36016449	+	0.000	0.000	Merged-chr8-36016456-26
NR6677--MA0684.1.RUNX3	chr4	135954440	135954449	+	0.000	0.000	Merged-chr4-135954547-3
NR2717--MA0684.1.RUNX3	chr13	112792137	112792146	-	0.000	0.000	Merged-chr13-112792096-28
NR9147--MA0511.2.RUNX2	chr9	35497957	35497965	-	0.000	0.000	Merged-chr9-35498014-17
NR5946--MA0002.2.RUNX1	chr3	107819323	107819333	+	0.000	0.000	Merged-chr3-107819260-44
NR6386--MA0002.2.RUNX1	chr4	62757064	62757074	+	0.000	0.000	Merged-chr4-62756958-63
NR7960--MA0684.1.RUNX3	chr6	146434409	146434418	+	0.000	0.000	Merged-chr6-146434496-35
NR4106--MA0002.2.RUNX1	chr17	48045747	48045757	+	0.000	0.000	Merged-chr17-48045788-11
NR2155--MA0002.2.RUNX1	chr12	111181938	111181948	+	0.000	0.000	Merged-chr12-111182112-59
NR444--MA0684.1.RUNX3	chr1	135019166	135019175	+	0.000	0.000	Merged-chr1-135019182-17
NR4933--MA0511.2.RUNX2	chr2	3277726	3277734	+	0.000	0.000	Merged-chr2-3277691-9
NR239--MA0684.1.RUNX3	chr1	78682435	78682444	-	0.000	0.000	Merged-chr1-78682425-23
NR5932--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR967--MA0684.1.RUNX3	chr10	67727768	67727777	+	0.000	0.000	Merged-chr10-67727735-22
NR6180--MA0511.2.RUNX2	chr3	153895686	153895694	+	0.000	0.000	Merged-chr3-153895730-42
NR1189--MA0511.2.RUNX2	chr10	112922611	112922619	-	0.000	0.000	Merged-chr10-112922544-15
NR5370--MA0002.2.RUNX1	chr2	128544656	128544666	-	0.000	0.000	Merged-chr2-128544786-45
NR6895--MA0684.1.RUNX3	chr5	27054901	27054910	-	0.000	0.000	Merged-chr5-27054740-1
NR8032--MA0002.2.RUNX1	chr7	25674667	25674677	-	0.000	0.000	Merged-chr7-25674756-20
NR6081--MA0002.2.RUNX1	chr3	137950405	137950415	-	0.000	0.000	Merged-chr3-137950454-34
NR8969--MA0002.2.RUNX1	chr8	122937584	122937594	-	0.000	0.000	Merged-chr8-122937627-31
NR2459--MA0684.1.RUNX3	chr13	52828328	52828337	+	0.000	0.000	Merged-chr13-52828332-16
NR2538--MA0511.2.RUNX2	chr13	83656979	83656987	-	0.000	0.000	Merged-chr13-83656989-24
NR1391--MA0002.2.RUNX1	chr11	34169520	34169530	-	0.000	0.000	Merged-chr11-34169358-2
NR1662--MA0002.2.RUNX1	chr11	101562425	101562435	+	0.000	0.000	Merged-chr11-101562568-31
NR4867--MA0684.1.RUNX3	chr19	55384867	55384876	+	0.000	0.000	Merged-chr19-55384868-20
NR7973--MA0684.1.RUNX3	chr6	149260815	149260824	+	0.000	0.000	Merged-chr6-149260973-38
NR2045--MA0684.1.RUNX3	chr12	90236216	90236225	-	0.000	0.000	Merged-chr12-90236268-16
NR4324--MA0002.2.RUNX1	chr18	11931814	11931824	-	0.000	0.000	Merged-chr18-11931736-46
NR3249--MA0511.2.RUNX2	chr15	37932590	37932598	-	0.000	0.000	Merged-chr15-37932559-17
NR2168--MA0002.2.RUNX1	chr12	113101787	113101797	-	0.000	0.000	Merged-chr12-113101688-19
NR8684--MA0684.1.RUNX3	chr8	35628486	35628495	-	0.000	0.000	Merged-chr8-35628375-52
NR4675--MA0511.2.RUNX2	chr19	3731468	3731476	+	0.000	0.000	Merged-chr19-3731314-18
NR4946--MA0511.2.RUNX2	chr2	9564616	9564624	-	0.000	0.000	Merged-chr2-9564694-16
NR807--MA0511.2.RUNX2	chr10	19105020	19105028	+	0.000	0.000	Merged-chr10-19104955-55
NR1870--MA0511.2.RUNX2	chr12	26206937	26206945	-	0.000	0.000	Merged-chr12-26206991-18
NR8541--MA0684.1.RUNX3	chr7	140987339	140987348	+	0.000	0.000	Merged-chr7-140987400-4
NR9269--MA0511.2.RUNX2	chr9	67813735	67813743	+	0.000	0.000	Merged-chr9-67813867-45
NR6779--MA0002.2.RUNX1	chr4	150964761	150964771	-	0.000	0.000	Merged-chr4-150964729-1
NR122--MA0511.2.RUNX2	chr1	54279845	54279853	-	0.000	0.000	Merged-chr1-54279813-25
NR1837--MA0002.2.RUNX1	chr12	15812006	15812016	-	0.000	0.000	Merged-chr12-15811908-21
NR8415--MA0511.2.RUNX2	chr7	119835509	119835517	-	0.000	0.000	Merged-chr7-119835561-3
NR6094--MA0002.2.RUNX1	chr3	138877038	138877048	-	0.000	0.000	Merged-chr3-138877299-79
NR8001--MA0511.2.RUNX2	chr7	16194022	16194030	-	0.000	0.000	Merged-chr7-16193928-27
NR6050--MA0511.2.RUNX2	chr3	133563768	133563776	-	0.000	0.000	Merged-chr3-133563771-42
NR4165--MA0511.2.RUNX2	chr17	64754407	64754415	-	0.000	0.000	Merged-chr17-64754304-57
NR6765--MA0684.1.RUNX3	chr4	150798999	150799008	-	0.000	0.000	Merged-chr4-150799073-80
NR4959--MA0511.2.RUNX2	chr2	12423841	12423849	-	0.000	0.000	Merged-chr2-12423867-9
NR2342--MA0511.2.RUNX2	chr13	22049920	22049928	+	0.000	0.000	Merged-chr13-22049966-26
NR8154--MA0002.2.RUNX1	chr7	68287043	68287053	+	0.000	0.000	Merged-chr7-68287108-65
NR1532--MA0002.2.RUNX1	chr11	71230952	71230962	-	0.000	0.000	Merged-chr11-71230864-28
NR2120--MA0684.1.RUNX3	chr12	104062090	104062099	-	0.000	0.000	Merged-chr12-104062030-43
NR549--MA0511.2.RUNX2	chr1	161809539	161809547	+	0.000	0.000	Merged-chr1-161809504-48
NR1883--MA0511.2.RUNX2	chr12	32895347	32895355	-	0.000	0.000	Merged-chr12-32895351-16
NR179--MA0002.2.RUNX1	chr1	64301236	64301246	+	0.000	0.000	Merged-chr1-64301347-19
NR6126--MA0002.2.RUNX1	chr3	144411165	144411175	+	0.000	0.000	Merged-chr3-144411311-32
NR8904--MA0511.2.RUNX2	chr8	115568647	115568655	-	0.000	0.000	Merged-chr8-115568627-19
NR6255--MA0684.1.RUNX3	chr4	24569311	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR4846--MA0684.1.RUNX3	chr19	53318247	53318256	-	0.000	0.000	Merged-chr19-53318391-14
NR9755--MA0002.2.RUNX1	chrX	140537818	140537828	+	0.000	0.000	Merged-chrX-140537922-35
NR1992--MA0511.2.RUNX2	chr12	79437066	79437074	-	0.000	0.000	Merged-chr12-79437240-16
NR1770--MA0684.1.RUNX3	chr11	115839073	115839082	+	0.000	0.000	Merged-chr11-115839007-18
NR2103--MA0511.2.RUNX2	chr12	100988529	100988537	+	0.000	0.000	Merged-chr12-100988724-71
NR3844--MA0002.2.RUNX1	chr16	89872515	89872525	-	0.000	0.000	Merged-chr16-89872318-26
NR8315--MA0684.1.RUNX3	chr7	104315483	104315492	+	0.000	0.000	Merged-chr7-104315229-109
NR2799--MA0684.1.RUNX3	chr14	25839786	25839795	+	0.000	0.000	Merged-chr14-25839841-13
NR4207--MA0002.2.RUNX1	chr17	73875822	73875832	-	0.000	0.000	Merged-chr17-73875557-33
NR6714--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR1501--MA0511.2.RUNX2	chr11	61639251	61639259	+	0.000	0.000	Merged-chr11-61639314-57
NR8567--MA0684.1.RUNX3	chr7	143154070	143154079	+	0.000	0.000	Merged-chr7-143154031-30
NR1797--MA0002.2.RUNX1	chr11	120139678	120139688	-	0.000	0.000	Merged-chr11-120139538-29
NR4607--MA0684.1.RUNX3	chr18	79092884	79092893	-	0.000	0.000	Merged-chr18-79092831-54
NR2656--MA0684.1.RUNX3	chr13	104112659	104112668	-	0.000	0.000	Merged-chr13-104112753-39
NR8153--MA0684.1.RUNX3	chr7	68127947	68127956	-	0.000	0.000	Merged-chr7-68127930-13
NR1654--MA0002.2.RUNX1	chr11	98470489	98470499	-	0.000	0.000	Merged-chr11-98470292-76
NR4045--MA0002.2.RUNX1	chr17	33555685	33555695	+	0.000	0.000	Merged-chr17-33555665-46
NR2094--MA0002.2.RUNX1	chr12	100420601	100420611	-	0.000	0.000	Merged-chr12-100420665-18
NR7151--MA0002.2.RUNX1	chr5	105642689	105642699	+	0.000	0.000	Merged-chr5-105642805-64
NR7422--MA0002.2.RUNX1	chr6	8495619	8495629	+	0.000	0.000	Merged-chr6-8495644-33
NR20--MA0002.2.RUNX1	chr1	13294969	13294979	-	0.000	0.000	Merged-chr1-13295038-43
NR6618--MA0511.2.RUNX2	chr4	124695933	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR4396--MA0511.2.RUNX2	chr18	37877746	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR4001--MA0511.2.RUNX2	chr17	25829011	25829019	-	0.000	0.000	Merged-chr17-25828970-38
NR5742--MA0002.2.RUNX1	chr3	52340506	52340516	-	0.000	0.000	Merged-chr3-52340638-36
NR449--MA0684.1.RUNX3	chr1	135268271	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR4938--MA0511.2.RUNX2	chr2	6378875	6378883	-	0.000	0.000	Merged-chr2-6378947-26
NR4174--MA0684.1.RUNX3	chr17	65541199	65541208	+	0.000	0.000	Merged-chr17-65540988-64
NR4445--MA0684.1.RUNX3	chr18	50033198	50033207	-	0.000	0.000	Merged-chr18-50032999-72
NR3813--MA0511.2.RUNX2	chr16	78546726	78546734	+	0.000	0.000	Merged-chr16-78546881-68
NR6204--MA0511.2.RUNX2	chr4	6682090	6682098	-	0.000	0.000	Merged-chr4-6682175-50
NR5994--MA0002.2.RUNX1	chr3	121345162	121345172	+	0.000	0.000	Merged-chr3-121345048-25
NR8057--MA0684.1.RUNX3	chr7	30974029	30974038	-	0.000	0.000	Merged-chr7-30973937-62
NR3172--MA0002.2.RUNX1	chr15	3988160	3988170	-	0.000	0.000	Merged-chr15-3988220-10
NR4697--MA0684.1.RUNX3	chr19	5568131	5568140	-	0.000	0.000	Merged-chr19-5567991-110
NR4302--MA0684.1.RUNX3	chr18	4295245	4295254	+	0.000	0.000	Merged-chr18-4295238-102
NR2080--MA0684.1.RUNX3	chr12	99468294	99468303	+	0.000	0.000	Merged-chr12-99468213-62
NR4968--MA0684.1.RUNX3	chr2	13573900	13573909	+	0.000	0.000	Merged-chr2-13573939-7
NR114--MA0511.2.RUNX2	chr1	52650256	52650264	-	0.000	0.000	Merged-chr1-52650227-37
NR6456--MA0511.2.RUNX2	chr4	89393390	89393398	-	0.000	0.000	Merged-chr4-89393499-15
NR5580--MA0002.2.RUNX1	chr2	170316429	170316439	+	0.000	0.000	Merged-chr2-170316597-11
NR8785--MA0684.1.RUNX3	chr8	77630399	77630408	-	0.000	0.000	Merged-chr8-77630286-33
NR366--MA0511.2.RUNX2	chr1	120320037	120320045	-	0.000	0.000	Merged-chr1-120319924-1
NR2398--MA0684.1.RUNX3	chr13	36808417	36808426	+	0.000	0.000	Merged-chr13-36808291-60
NR8388--MA0511.2.RUNX2	chr7	114617006	114617014	+	0.000	0.000	Merged-chr7-114616980-17
NR5232--MA0002.2.RUNX1	chr2	91042847	91042857	-	0.000	0.000	Merged-chr2-91042928-59
NR8437--MA0684.1.RUNX3	chr7	123120676	123120685	-	0.000	0.000	Merged-chr7-123120746-3
NR3823--MA0002.2.RUNX1	chr16	84800041	84800051	-	0.000	0.000	Merged-chr16-84800124-30
NR8245--MA0511.2.RUNX2	chr7	88459939	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR2378--MA0002.2.RUNX1	chr13	32982845	32982855	+	0.000	0.000	Merged-chr13-32982935-23
NR3681--MA0684.1.RUNX3	chr16	35905583	35905592	-	0.000	0.000	Merged-chr16-35905598-39
NR33--MA0002.2.RUNX1	chr1	14484634	14484644	-	0.000	0.000	Merged-chr1-14484636-21
NR8689--MA0684.1.RUNX3	chr8	36130469	36130478	+	0.000	0.000	Merged-chr8-36130475-35
NR1253--MA0002.2.RUNX1	chr10	121189337	121189347	-	0.000	0.000	Merged-chr10-121189304-59
NR3760--MA0511.2.RUNX2	chr16	55770520	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR7892--MA0002.2.RUNX1	chr6	136944726	136944736	-	0.000	0.000	Merged-chr6-136944749-25
NR5070--MA0002.2.RUNX1	chr2	45103173	45103183	-	0.000	0.000	Merged-chr2-45103270-35
NR7958--MA0002.2.RUNX1	chr6	146107633	146107643	+	0.000	0.000	Merged-chr6-146107626-18
NR8817--MA0684.1.RUNX3	chr8	88269646	88269655	+	0.000	0.000	Merged-chr8-88269452-18
NR4808--MA0511.2.RUNX2	chr19	40821498	40821506	+	0.000	0.000	Merged-chr19-40821418-1
NR3661--MA0002.2.RUNX1	chr16	30599762	30599772	-	0.000	0.000	Merged-chr16-30599765-51
NR6866--MA0684.1.RUNX3	chr5	20082841	20082850	+	0.000	0.000	Merged-chr5-20082786-46
NR3932--MA0002.2.RUNX1	chr17	6772125	6772135	-	0.000	0.000	Merged-chr17-6772098-32
NR7421--MA0684.1.RUNX3	chr6	8408563	8408572	-	0.000	0.000	Merged-chr6-8408474-17
NR5470--MA0684.1.RUNX3	chr2	152884154	152884163	-	0.000	0.000	Merged-chr2-152884355-6
NR1461--MA0511.2.RUNX2	chr11	55031376	55031384	+	0.000	0.000	Merged-chr11-55031517-56
NR3790--MA0684.1.RUNX3	chr16	70326813	70326822	-	0.000	0.000	Merged-chr16-70326807-66
NR6181--MA0684.1.RUNX3	chr3	153895679	153895688	+	0.000	0.000	Merged-chr3-153895730-42
NR6099--MA0002.2.RUNX1	chr3	142281311	142281321	-	0.000	0.000	Merged-chr3-142281213-32
NR5993--MA0684.1.RUNX3	chr3	121345090	121345099	+	0.000	0.000	Merged-chr3-121345048-25
NR7796--MA0002.2.RUNX1	chr6	124375733	124375743	-	0.000	0.000	Merged-chr6-124375670-49
NR2139--MA0002.2.RUNX1	chr12	108423095	108423105	-	0.000	0.000	Merged-chr12-108423152-36
NR8655--MA0684.1.RUNX3	chr8	22728940	22728949	+	0.000	0.000	Merged-chr8-22728865-15
NR157--MA0684.1.RUNX3	chr1	60240634	60240643	-	0.000	0.000	Merged-chr1-60240726-17
NR5721--MA0002.2.RUNX1	chr3	40653320	40653330	+	0.000	0.000	Merged-chr3-40653222-50
NR3713--MA0684.1.RUNX3	chr16	43699128	43699137	-	0.000	0.000	Merged-chr16-43699187-66
NR1762--MA0684.1.RUNX3	chr11	115231721	115231730	+	0.000	0.000	Merged-chr11-115231746-46
NR3294--MA0002.2.RUNX1	chr15	53100901	53100911	+	0.000	0.000	Merged-chr15-53100948-56
NR6104--MA0684.1.RUNX3	chr3	142437065	142437074	+	0.000	0.000	Merged-chr3-142437047-18
NR4276--MA0002.2.RUNX1	chr17	86760164	86760174	+	0.000	0.000	Merged-chr17-86760300-15
NR3422--MA0002.2.RUNX1	chr15	85828969	85828979	-	0.000	0.000	Merged-chr15-85828905-13
NR6627--MA0684.1.RUNX3	chr4	128610100	128610109	+	0.000	0.000	Merged-chr4-128610042-53
NR1742--MA0002.2.RUNX1	chr11	113174071	113174081	-	0.000	0.000	Merged-chr11-113174221-33
NR3551--MA0684.1.RUNX3	chr16	11036374	11036383	-	0.000	0.000	Merged-chr16-11036306-25
NR5354--MA0002.2.RUNX1	chr2	127760722	127760732	-	0.000	0.000	Merged-chr2-127760760-14
NR7590--MA0511.2.RUNX2	chr6	73248658	73248666	+	0.000	0.000	Merged-chr6-73248594-64
NR5625--MA0002.2.RUNX1	chr2	181591915	181591925	-	0.000	0.000	Merged-chr2-181591869-5
NR2599--MA0511.2.RUNX2	chr13	95813840	95813848	-	0.000	0.000	Merged-chr13-95813903-46
NR6336--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR1789--MA0002.2.RUNX1	chr11	119166169	119166179	+	0.000	0.000	Merged-chr11-119166198-51
NR9442--MA0002.2.RUNX1	chr9	96670185	96670195	-	0.000	0.000	Merged-chr9-96670036-48
NR8367--MA0511.2.RUNX2	chr7	110796770	110796778	-	0.000	0.000	Merged-chr7-110796753-46
NR9713--MA0002.2.RUNX1	chrX	98265960	98265970	+	0.000	0.000	Merged-chrX-98266025-47
NR7491--MA0002.2.RUNX1	chr6	39463280	39463290	-	0.000	0.000	Merged-chr6-39463174-40
NR789--MA0684.1.RUNX3	chr10	13438594	13438603	+	0.000	0.000	Merged-chr10-13438536-33
NR4407--MA0511.2.RUNX2	chr18	39020735	39020743	-	0.000	0.000	Merged-chr18-39020827-46
NR1646--MA0002.2.RUNX1	chr11	97143702	97143712	-	0.000	0.000	Merged-chr11-97143541-12
NR6068--MA0511.2.RUNX2	chr3	136725401	136725409	-	0.000	0.000	Merged-chr3-136725551-46
NR6339--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR4659--MA0511.2.RUNX2	chr18	84851323	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR9551--MA0002.2.RUNX1	chr9	116263826	116263836	+	0.000	0.000	Merged-chr9-116263985-48
NR2757--MA0684.1.RUNX3	chr14	8346999	8347008	+	0.000	0.000	Merged-chr14-8346820-31
NR249--MA0511.2.RUNX2	chr1	80418896	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR6796--MA0511.2.RUNX2	chr4	154936711	154936719	+	0.000	0.000	Merged-chr4-154936813-27
NR7937--MA0002.2.RUNX1	chr6	143751326	143751336	+	0.000	0.000	Merged-chr6-143751233-79
NR3312--MA0684.1.RUNX3	chr15	58650024	58650033	+	0.000	0.000	Merged-chr15-58650001-42
NR3958--MA0002.2.RUNX1	chr17	12249808	12249818	-	0.000	0.000	Merged-chr17-12249903-14
NR9660--MA0002.2.RUNX1	chrX	50874816	50874826	-	0.000	0.000	Merged-chrX-50874616-53
NR5700--MA0002.2.RUNX1	chr3	37287703	37287713	+	0.000	0.000	Merged-chr3-37287666-1
NR9411--MA0511.2.RUNX2	chr9	92384629	92384637	-	0.000	0.000	Merged-chr9-92384528-56
NR3273--MA0002.2.RUNX1	chr15	50400602	50400612	+	0.000	0.000	Merged-chr15-50400444-64
NR8442--MA0511.2.RUNX2	chr7	123355109	123355117	+	0.000	0.000	Merged-chr7-123355107-50
NR7632--MA0002.2.RUNX1	chr6	87395086	87395096	+	0.000	0.000	Merged-chr6-87395104-19
NR7983--MA0511.2.RUNX2	chr7	5363880	5363888	-	0.000	0.000	Merged-chr7-5363814-17
NR9441--MA0684.1.RUNX3	chr9	96583332	96583341	-	0.000	0.000	Merged-chr9-96583315-51
NR1721--MA0002.2.RUNX1	chr11	108223122	108223132	+	0.000	0.000	Merged-chr11-108223138-56
NR5432--MA0511.2.RUNX2	chr2	144300253	144300261	+	0.000	0.000	Merged-chr2-144300316-30
NR196--MA0511.2.RUNX2	chr1	66932132	66932140	-	0.000	0.000	Merged-chr1-66932043-30
NR1516--MA0002.2.RUNX1	chr11	67522885	67522895	+	0.000	0.000	Merged-chr11-67522836-19
NR9564--MA0002.2.RUNX1	chr9	118357570	118357580	+	0.000	0.000	Merged-chr9-118357562-26
NR245--MA0684.1.RUNX3	chr1	79703739	79703748	-	0.000	0.000	Merged-chr1-79703728-12
NR5333--MA0002.2.RUNX1	chr2	120658515	120658525	+	0.000	0.000	Merged-chr2-120658645-18
NR8538--MA0684.1.RUNX3	chr7	140981913	140981922	+	0.000	0.000	Merged-chr7-140982058-21
NR4258--MA0511.2.RUNX2	chr17	84845182	84845190	-	0.000	0.000	Merged-chr17-84845195-48
NR1850--MA0684.1.RUNX3	chr12	17506138	17506147	-	0.000	0.000	Merged-chr12-17505962-36
NR7840--MA0511.2.RUNX2	chr6	128760907	128760915	+	0.000	0.000	Merged-chr6-128760621-104
NR5684--MA0511.2.RUNX2	chr3	30876917	30876925	-	0.000	0.000	Merged-chr3-30876888-40
NR3719--MA0002.2.RUNX1	chr16	44508281	44508291	-	0.000	0.000	Merged-chr16-44508258-19
NR119--MA0511.2.RUNX2	chr1	53784797	53784805	+	0.000	0.000	Merged-chr1-53784836-115
NR6395--MA0511.2.RUNX2	chr4	63668487	63668495	-	0.000	0.000	Merged-chr4-63668506-36
NR6666--MA0511.2.RUNX2	chr4	134787146	134787154	-	0.000	0.000	Merged-chr4-134787167-34
NR3034--MA0002.2.RUNX1	chr14	78458928	78458938	+	0.000	0.000	Merged-chr14-78458975-97
NR4288--MA0684.1.RUNX3	chr17	88113642	88113651	+	0.000	0.000	Merged-chr17-88113616-53
NR4559--MA0684.1.RUNX3	chr18	70572506	70572515	-	0.000	0.000	Merged-chr18-70572603-19
NR6047--MA0511.2.RUNX2	chr3	133506492	133506500	+	0.000	0.000	Merged-chr3-133506515-24
NR7788--MA0002.2.RUNX1	chr6	122587661	122587671	+	0.000	0.000	Merged-chr6-122587687-4
NR5171--MA0002.2.RUNX1	chr2	72183927	72183937	+	0.000	0.000	Merged-chr2-72183936-23
NR2958--MA0511.2.RUNX2	chr14	65113813	65113821	-	0.000	0.000	Merged-chr14-65113927-33
NR7374--MA0002.2.RUNX1	chr5	147366586	147366596	-	0.000	0.000	Merged-chr5-147366476-45
NR3957--MA0684.1.RUNX3	chr17	12205920	12205929	-	0.000	0.000	Merged-chr17-12205812-57
NR2068--MA0511.2.RUNX2	chr12	98601154	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR9782--MA0002.2.RUNX1	chrX	164427444	164427454	+	0.000	0.000	Merged-chrX-164427497-25
NR7231--MA0002.2.RUNX1	chr5	118045553	118045563	+	0.000	0.000	Merged-chr5-118045541-17
NR5822--MA0002.2.RUNX1	chr3	84093124	84093134	-	0.000	0.000	Merged-chr3-84093112-19
NR529--MA0684.1.RUNX3	chr1	156408249	156408258	-	0.000	0.000	Merged-chr1-156408256-35
NR1592--MA0684.1.RUNX3	chr11	80514103	80514112	-	0.000	0.000	Merged-chr11-80513979-21
NR7631--MA0684.1.RUNX3	chr6	86850880	86850889	-	0.000	0.000	Merged-chr6-86850884-40
NR3622--MA0511.2.RUNX2	chr16	23300118	23300126	-	0.000	0.000	Merged-chr16-23300229-19
NR81--MA0002.2.RUNX1	chr1	39478710	39478720	-	0.000	0.000	Merged-chr1-39478588-52
NR4333--MA0511.2.RUNX2	chr18	14494475	14494483	+	0.000	0.000	Merged-chr18-14494264-19
NR3400--MA0684.1.RUNX3	chr15	81831534	81831543	-	0.000	0.000	Merged-chr15-81831606-30
NR3252--MA0002.2.RUNX1	chr15	38129487	38129497	-	0.000	0.000	Merged-chr15-38129582-31
NR4777--MA0684.1.RUNX3	chr19	32138397	32138406	+	0.000	0.000	Merged-chr19-32138517-38
NR9020--MA0002.2.RUNX1	chr8	127502046	127502056	-	0.000	0.000	Merged-chr8-127501964-41
NR7340--MA0002.2.RUNX1	chr5	139253487	139253497	+	0.000	0.000	Merged-chr5-139253488-7
NR5184--MA0002.2.RUNX1	chr2	75590252	75590262	+	0.000	0.000	Merged-chr2-75590338-29
NR8117--MA0002.2.RUNX1	chr7	58500980	58500990	-	0.000	0.000	Merged-chr7-58501010-19
NR3731--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR1575--MA0511.2.RUNX2	chr11	78698073	78698081	-	0.000	0.000	Merged-chr11-78698045-1
NR5978--MA0002.2.RUNX1	chr3	115972450	115972460	-	0.000	0.000	Merged-chr3-115972355-68
NR791--MA0002.2.RUNX1	chr10	13553016	13553026	-	0.000	0.000	Merged-chr10-13553137-58
NR1624--MA0684.1.RUNX3	chr11	87745173	87745182	+	0.000	0.000	Merged-chr11-87745119-47
NR7614--MA0511.2.RUNX2	chr6	85144679	85144687	-	0.000	0.000	Merged-chr6-85144672-14
NR2064--MA0684.1.RUNX3	chr12	98269813	98269822	+	0.000	0.000	Merged-chr12-98269804-132
NR2335--MA0684.1.RUNX3	chr13	20306360	20306369	-	0.000	0.000	Merged-chr13-20306536-31
NR8325--MA0511.2.RUNX2	chr7	105554416	105554424	+	0.000	0.000	Merged-chr7-105554530-56
NR4138--MA0002.2.RUNX1	chr17	56443647	56443657	-	0.000	0.000	Merged-chr17-56443573-18
NR3761--MA0684.1.RUNX3	chr16	55770519	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR5564--MA0002.2.RUNX1	chr2	167805993	167806003	+	0.000	0.000	Merged-chr2-167805984-37
NR5835--MA0002.2.RUNX1	chr3	86693947	86693957	+	0.000	0.000	Merged-chr3-86693783-4
NR1876--MA0684.1.RUNX3	chr12	30557659	30557668	+	0.000	0.000	Merged-chr12-30557589-12
NR1999--MA0002.2.RUNX1	chr12	82139339	82139349	-	0.000	0.000	Merged-chr12-82139405-7
NR3635--MA0511.2.RUNX2	chr16	24468008	24468016	-	0.000	0.000	Merged-chr16-24467843-15
NR7972--MA0002.2.RUNX1	chr6	149260815	149260825	-	0.000	0.000	Merged-chr6-149260973-38
NR1684--MA0511.2.RUNX2	chr11	104582882	104582890	-	0.000	0.000	Merged-chr11-104582835-39
NR1191--MA0684.1.RUNX3	chr10	112922610	112922619	-	0.000	0.000	Merged-chr10-112922544-15
NR7723--MA0511.2.RUNX2	chr6	108736421	108736429	-	0.000	0.000	Merged-chr6-108736324-30
NR9781--MA0684.1.RUNX3	chrX	164318752	164318761	+	0.000	0.000	Merged-chrX-164318746-35
NR8229--MA0511.2.RUNX2	chr7	81319870	81319878	+	0.000	0.000	Merged-chr7-81320014-23
NR7624--MA0002.2.RUNX1	chr6	86570876	86570886	+	0.000	0.000	Merged-chr6-86570900-55
