#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Prdm1/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR1405--MA0508.2.PRDM1	chr3	136106737	136106746	-	0.000	0.000	Merged-chr3-136106732-41
NR1243--MA0508.2.PRDM1	chr2	139590301	139590310	-	0.000	0.000	Merged-chr2-139590096-23
NR1514--MA0508.2.PRDM1	chr4	114909015	114909024	+	0.000	0.000	Merged-chr4-114908814-141
NR1495--MA0508.2.PRDM1	chr4	89276287	89276296	+	0.000	0.000	Merged-chr4-89276524-9
NR1766--MA0508.2.PRDM1	chr6	125541002	125541011	+	0.000	0.000	Merged-chr6-125540912-17
NR1623--MA0508.2.PRDM1	chr5	105495369	105495378	+	0.000	0.000	Merged-chr5-105495544-71
NR36--MA0508.2.PRDM1	chr1	69790666	69790675	+	0.000	0.000	Merged-chr1-69790561-27
NR1113--MA0508.2.PRDM1	chr19	60165608	60165617	+	0.000	0.000	Merged-chr19-60165596-14
NR1779--MA0508.2.PRDM1	chr6	131360760	131360769	-	0.000	0.000	Merged-chr6-131360914-18
NR951--MA0508.2.PRDM1	chr17	44614357	44614366	+	0.000	0.000	Merged-chr17-44614219-8
NR1365--MA0508.2.PRDM1	chr3	105133336	105133345	+	0.000	0.000	Merged-chr3-105133189-20
NR1907--MA0508.2.PRDM1	chr7	113572999	113573008	-	0.000	0.000	Merged-chr7-113573033-33
NR332--MA0508.2.PRDM1	chr11	3557776	3557785	+	0.000	0.000	Merged-chr11-3557717-6
NR1222--MA0508.2.PRDM1	chr2	119742213	119742222	-	0.000	0.000	Merged-chr2-119742331-93
NR1017--MA0508.2.PRDM1	chr18	39801356	39801365	-	0.000	0.000	Merged-chr18-39801283-11
NR49--MA0508.2.PRDM1	chr1	80663965	80663974	-	0.000	0.000	Merged-chr1-80663924-12
NR1269--MA0508.2.PRDM1	chr2	157006813	157006822	-	0.000	0.000	Merged-chr2-157006933-70
