#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3372--MA0117.2.Mafb	chr13	67128414	67128425	+	0.000	0.000	Merged-chr13-67128310-57
NR6082--MA0117.2.Mafb	chr17	80392000	80392011	+	0.000	0.000	Merged-chr17-80391888-51
NR9674--MA0117.2.Mafb	chr4	120815857	120815868	-	0.000	0.000	Merged-chr4-120815867-58
NR1627--MA0659.1.MAFG	chr10	70903743	70903763	+	0.000	0.000	Merged-chr10-70903939-1
NR8815--MA0591.1.Bach1::Mafk	chr3	133563700	133563714	-	0.000	0.000	Merged-chr3-133563771-42
NR1603--MA0089.1.MAFG::NFE2L1	chr10	68724427	68724432	-	0.000	0.000	Merged-chr10-68724362-53
NR13670--MA0591.1.Bach1::Mafk	chrX	101954285	101954299	-	0.000	0.000	Merged-chrX-101954276-51
NR2735--MA0501.1.MAF::NFE2	chr12	52644368	52644382	+	0.000	0.000	Merged-chr12-52644289-23
NR1180--MA0591.1.Bach1::Mafk	chr10	12823925	12823939	+	0.000	0.000	Merged-chr10-12823956-45
NR11019--MA0496.2.MAFK	chr6	57583830	57583848	+	0.000	0.000	Merged-chr6-57584006-3
NR5988--MA0501.1.MAF::NFE2	chr17	65826440	65826454	+	0.000	0.000	Merged-chr17-65826425-32
NR10543--MA0591.1.Bach1::Mafk	chr5	125340635	125340649	-	0.000	0.000	Merged-chr5-125340767-86
NR966--MA0495.2.MAFF	chr1	174921246	174921266	+	0.000	0.000	Merged-chr1-174921307-1
NR10865--MA0591.1.Bach1::Mafk	chr6	30227526	30227540	-	0.000	0.000	Merged-chr6-30227395-32
NR13465--MA0117.2.Mafb	chr9	114496670	114496681	+	0.000	0.000	Merged-chr9-114496634-56
NR2972--MA0659.1.MAFG	chr12	103341439	103341459	+	0.000	0.000	Merged-chr12-103341437-53
NR8623--MA0591.1.Bach1::Mafk	chr3	101407694	101407708	-	0.000	0.000	Merged-chr3-101407677-30
NR8916--MA0659.1.MAFG	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR12917--MA0117.2.Mafb	chr8	116689923	116689934	-	0.000	0.000	Merged-chr8-116689955-52
NR12481--MA0501.1.MAF::NFE2	chr8	34083508	34083522	+	0.000	0.000	Merged-chr8-34083686-45
NR13230--MA0496.2.MAFK	chr9	78074139	78074157	-	0.000	0.000	Merged-chr9-78074095-46
NR8233--MA0496.2.MAFK	chr3	37978668	37978686	+	0.000	0.000	Merged-chr3-37978790-50
NR13645--MA0501.1.MAF::NFE2	chrX	94169555	94169569	+	0.000	0.000	Merged-chrX-94169687-15
NR12642--MA0501.1.MAF::NFE2	chr8	70003339	70003353	-	0.000	0.000	Merged-chr8-70003366-27
NR946--MA0089.1.MAFG::NFE2L1	chr1	170863194	170863199	-	0.000	0.000	Merged-chr1-170863214-38
NR6388--MA0089.1.MAFG::NFE2L1	chr18	41888474	41888479	+	0.000	0.000	Merged-chr18-41888397-77
NR4981--MA0089.1.MAFG::NFE2L1	chr15	86054364	86054369	-	0.000	0.000	Merged-chr15-86054318-51
NR13557--MA0496.2.MAFK	chrX	48310731	48310749	-	0.000	0.000	Merged-chrX-48310773-8
NR7968--MA0591.1.Bach1::Mafk	chr2	177464748	177464762	+	0.000	0.000	Merged-chr2-177464769-67
NR3070--MA0089.1.MAFG::NFE2L1	chr13	5466498	5466503	-	0.000	0.000	Merged-chr13-5466570-1
NR13468--MA0089.1.MAFG::NFE2L1	chr9	114743033	114743038	+	0.000	0.000	Merged-chr9-114742915-20
NR1803--MA0089.1.MAFG::NFE2L1	chr10	96579458	96579463	+	0.000	0.000	Merged-chr10-96579636-12
NR862--MA0591.1.Bach1::Mafk	chr1	160042519	160042533	-	0.000	0.000	Merged-chr1-160042538-15
NR2356--MA0089.1.MAFG::NFE2L1	chr11	88161867	88161872	+	0.000	0.000	Merged-chr11-88161947-43
NR4011--MA0089.1.MAFG::NFE2L1	chr14	27560699	27560704	-	0.000	0.000	Merged-chr14-27560598-17
NR8547--MA0501.1.MAF::NFE2	chr3	89872363	89872377	-	0.000	0.000	Merged-chr3-89872416-43
NR12274--MA0501.1.MAF::NFE2	chr7	130886484	130886498	-	0.000	0.000	Merged-chr7-130886495-31
NR1674--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	-	0.000	0.000	Merged-chr10-80342924-40
NR4913--MA0495.2.MAFF	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR1303--MA0501.1.MAF::NFE2	chr10	25457374	25457388	-	0.000	0.000	Merged-chr10-25457296-47
NR7074--MA0117.2.Mafb	chr2	29637396	29637407	-	0.000	0.000	Merged-chr2-29637573-32
NR12813--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR4299--MA0501.1.MAF::NFE2	chr14	86848337	86848351	+	0.000	0.000	Merged-chr14-86848271-1
NR12067--MA0501.1.MAF::NFE2	chr7	89712840	89712854	-	0.000	0.000	Merged-chr7-89712844-48
NR11955--MA0496.2.MAFK	chr7	73588798	73588816	+	0.000	0.000	Merged-chr7-73589087-116
NR1008--MA0591.1.Bach1::Mafk	chr1	185193503	185193517	-	0.000	0.000	Merged-chr1-185193700-43
NR868--MA0495.2.MAFF	chr1	161480011	161480031	+	0.000	0.000	Merged-chr1-161480099-19
NR10590--MA0659.1.MAFG	chr5	135134345	135134365	+	0.000	0.000	Merged-chr5-135134293-53
NR2469--MA0089.1.MAFG::NFE2L1	chr11	118401985	118401990	+	0.000	0.000	Merged-chr11-118401958-49
NR6109--MA0089.1.MAFG::NFE2L1	chr17	84004425	84004430	-	0.000	0.000	Merged-chr17-84004507-68
NR4241--MA0496.2.MAFK	chr14	64884952	64884970	+	0.000	0.000	Merged-chr14-64885056-34
NR7298--MA0117.2.Mafb	chr2	65199728	65199739	-	0.000	0.000	Merged-chr2-65199920-22
NR5255--MA0089.1.MAFG::NFE2L1	chr16	32868021	32868026	-	0.000	0.000	Merged-chr16-32868243-54
NR5631--MA0089.1.MAFG::NFE2L1	chr16	95303862	95303867	+	0.000	0.000	Merged-chr16-95303882-7
NR7980--MA0089.1.MAFG::NFE2L1	chr2	177957289	177957294	+	0.000	0.000	Merged-chr2-177957258-77
NR5140--MA0089.1.MAFG::NFE2L1	chr16	8470856	8470861	-	0.000	0.000	Merged-chr16-8470808-56
NR8135--MA0496.2.MAFK	chr3	21917648	21917666	-	0.000	0.000	Merged-chr3-21917648-70
NR5843--MA0591.1.Bach1::Mafk	chr17	32891345	32891359	-	0.000	0.000	Merged-chr17-32891413-48
NR8921--MA0089.1.MAFG::NFE2L1	chr3	146345346	146345351	+	0.000	0.000	Merged-chr3-146345390-35
NR11459--MA0591.1.Bach1::Mafk	chr6	128760154	128760168	-	0.000	0.000	Merged-chr6-128760193-2
NR12513--MA0495.2.MAFF	chr8	40962896	40962916	-	0.000	0.000	Merged-chr8-40963134-88
NR2066--MA0496.2.MAFK	chr11	5416087	5416105	-	0.000	0.000	Merged-chr11-5415987-23
NR10223--MA0117.2.Mafb	chr5	65005507	65005518	+	0.000	0.000	Merged-chr5-65005487-8
NR1899--MA0495.2.MAFF	chr10	107858904	107858924	-	0.000	0.000	Merged-chr10-107858878-12
NR7427--MA0089.1.MAFG::NFE2L1	chr2	91835340	91835345	+	0.000	0.000	Merged-chr2-91835374-51
NR12531--MA0495.2.MAFF	chr8	46550338	46550358	-	0.000	0.000	Merged-chr8-46550228-39
NR7892--MA0495.2.MAFF	chr2	168583321	168583341	-	0.000	0.000	Merged-chr2-168583356-49
NR7886--MA0591.1.Bach1::Mafk	chr2	167689763	167689777	+	0.000	0.000	Merged-chr2-167689841-24
NR5395--MA0591.1.Bach1::Mafk	chr16	55975111	55975125	+	0.000	0.000	Merged-chr16-55975100-1
NR8658--MA0089.1.MAFG::NFE2L1	chr3	106785304	106785309	+	0.000	0.000	Merged-chr3-106785320-62
NR2534--MA0117.2.Mafb	chr12	15967664	15967675	-	0.000	0.000	Merged-chr12-15967723-42
NR10174--MA0089.1.MAFG::NFE2L1	chr5	53584528	53584533	+	0.000	0.000	Merged-chr5-53584497-5
NR2268--MA0591.1.Bach1::Mafk	chr11	61642333	61642347	+	0.000	0.000	Merged-chr11-61642233-10
NR246--MA0501.1.MAF::NFE2	chr1	54492645	54492659	-	0.000	0.000	Merged-chr1-54492864-67
NR11970--MA0089.1.MAFG::NFE2L1	chr7	75600572	75600577	-	0.000	0.000	Merged-chr7-75600674-52
NR13495--MA0496.2.MAFK	chr9	120960865	120960883	-	0.000	0.000	Merged-chr9-120960803-26
NR12533--MA0659.1.MAFG	chr8	46550338	46550358	-	0.000	0.000	Merged-chr8-46550228-39
NR9770--MA0501.1.MAF::NFE2	chr4	145254681	145254695	-	0.000	0.000	Merged-chr4-145254618-54
NR11475--MA0501.1.MAF::NFE2	chr6	130029867	130029881	-	0.000	0.000	Merged-chr6-130029953-23
NR8048--MA0591.1.Bach1::Mafk	chr3	9833533	9833547	-	0.000	0.000	Merged-chr3-9833444-80
NR9261--MA0496.2.MAFK	chr4	48039927	48039945	+	0.000	0.000	Merged-chr4-48039854-22
NR7572--MA0501.1.MAF::NFE2	chr2	122668160	122668174	+	0.000	0.000	Merged-chr2-122668057-9
NR2445--MA0501.1.MAF::NFE2	chr11	116397037	116397051	-	0.000	0.000	Merged-chr11-116396893-3
NR740--MA0089.1.MAFG::NFE2L1	chr1	137898539	137898544	+	0.000	0.000	Merged-chr1-137898663-56
NR4222--MA0089.1.MAFG::NFE2L1	chr14	60129741	60129746	+	0.000	0.000	Merged-chr14-60129717-50
NR2063--MA0089.1.MAFG::NFE2L1	chr11	4206035	4206040	+	0.000	0.000	Merged-chr11-4206247-48
NR8919--MA0496.2.MAFK	chr3	146063413	146063431	-	0.000	0.000	Merged-chr3-146063322-20
NR3508--MA0089.1.MAFG::NFE2L1	chr13	83204414	83204419	+	0.000	0.000	Merged-chr13-83204596-1
NR12367--MA0501.1.MAF::NFE2	chr8	11007714	11007728	-	0.000	0.000	Merged-chr8-11007767-63
NR10187--MA0089.1.MAFG::NFE2L1	chr5	57387182	57387187	+	0.000	0.000	Merged-chr5-57387295-1
NR13207--MA0501.1.MAF::NFE2	chr9	75541743	75541757	+	0.000	0.000	Merged-chr9-75541698-38
NR2430--MA0501.1.MAF::NFE2	chr11	113536965	113536979	-	0.000	0.000	Merged-chr11-113536889-33
NR10526--MA0591.1.Bach1::Mafk	chr5	122949248	122949262	+	0.000	0.000	Merged-chr5-122949287-47
NR5944--MA0089.1.MAFG::NFE2L1	chr17	56079565	56079570	-	0.000	0.000	Merged-chr17-56079386-89
NR8745--MA0495.2.MAFF	chr3	122419703	122419723	+	0.000	0.000	Merged-chr3-122419865-81
NR3294--MA0089.1.MAFG::NFE2L1	chr13	49268013	49268018	-	0.000	0.000	Merged-chr13-49267914-12
NR6896--MA0496.2.MAFK	chr2	4864668	4864686	-	0.000	0.000	Merged-chr2-4864669-14
NR6131--MA0495.2.MAFF	chr17	86185077	86185097	+	0.000	0.000	Merged-chr17-86185009-23
NR7929--MA0089.1.MAFG::NFE2L1	chr2	173448695	173448700	-	0.000	0.000	Merged-chr2-173448878-59
NR10805--MA0591.1.Bach1::Mafk	chr6	17629867	17629881	+	0.000	0.000	Merged-chr6-17630018-29
NR7352--MA0591.1.Bach1::Mafk	chr2	75823975	75823989	-	0.000	0.000	Merged-chr2-75823994-29
NR5907--MA0117.2.Mafb	chr17	43518896	43518907	+	0.000	0.000	Merged-chr17-43518847-13
NR8740--MA0496.2.MAFK	chr3	121593327	121593345	+	0.000	0.000	Merged-chr3-121593516-30
NR8884--MA0495.2.MAFF	chr3	142560504	142560524	-	0.000	0.000	Merged-chr3-142560586-84
NR1380--MA0591.1.Bach1::Mafk	chr10	37721258	37721272	+	0.000	0.000	Merged-chr10-37721362-7
NR1549--MA0089.1.MAFG::NFE2L1	chr10	62543619	62543624	+	0.000	0.000	Merged-chr10-62543854-97
NR5182--MA0659.1.MAFG	chr16	14237421	14237441	+	0.000	0.000	Merged-chr16-14237452-27
NR6668--MA0496.2.MAFK	chr18	82826228	82826246	-	0.000	0.000	Merged-chr18-82826025-87
NR9378--MA0496.2.MAFK	chr4	62696111	62696129	+	0.000	0.000	Merged-chr4-62695960-32
NR12748--MA0089.1.MAFG::NFE2L1	chr8	83740305	83740310	-	0.000	0.000	Merged-chr8-83740218-49
NR866--MA0089.1.MAFG::NFE2L1	chr1	160309213	160309218	-	0.000	0.000	Merged-chr1-160309184-36
NR11227--MA0495.2.MAFF	chr6	94623147	94623167	+	0.000	0.000	Merged-chr6-94623201-16
NR117--MA0495.2.MAFF	chr1	21963192	21963212	+	0.000	0.000	Merged-chr1-21963410-76
NR1736--MA0089.1.MAFG::NFE2L1	chr10	89383871	89383876	+	0.000	0.000	Merged-chr10-89383738-30
NR3976--MA0496.2.MAFK	chr14	17414422	17414440	+	0.000	0.000	Merged-chr14-17414498-32
NR12675--MA0495.2.MAFF	chr8	75084001	75084021	+	0.000	0.000	Merged-chr8-75083999-30
NR11139--MA0089.1.MAFG::NFE2L1	chr6	72601835	72601840	-	0.000	0.000	Merged-chr6-72601954-26
NR11515--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR229--MA0495.2.MAFF	chr1	52631241	52631261	+	0.000	0.000	Merged-chr1-52631121-87
NR6871--MA0089.1.MAFG::NFE2L1	chr19	55218484	55218489	+	0.000	0.000	Merged-chr19-55218548-47
NR9219--MA0089.1.MAFG::NFE2L1	chr4	40239266	40239271	+	0.000	0.000	Merged-chr4-40239438-126
NR8856--MA0089.1.MAFG::NFE2L1	chr3	138715491	138715496	-	0.000	0.000	Merged-chr3-138715512-11
NR10915--MA0591.1.Bach1::Mafk	chr6	40891144	40891158	-	0.000	0.000	Merged-chr6-40891354-82
NR8671--MA0117.2.Mafb	chr3	109352790	109352801	+	0.000	0.000	Merged-chr3-109352543-53
NR13187--MA0496.2.MAFK	chr9	70524583	70524601	+	0.000	0.000	Merged-chr9-70524539-1
NR12242--MA0089.1.MAFG::NFE2L1	chr7	119872429	119872434	+	0.000	0.000	Merged-chr7-119872260-31
NR9636--MA0659.1.MAFG	chr4	109665333	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR5048--MA0117.2.Mafb	chr15	97578214	97578225	-	0.000	0.000	Merged-chr15-97578299-40
NR10529--MA0591.1.Bach1::Mafk	chr5	123171823	123171837	+	0.000	0.000	Merged-chr5-123171865-37
NR13409--MA0659.1.MAFG	chr9	108150735	108150755	-	0.000	0.000	Merged-chr9-108150702-30
NR13494--MA0501.1.MAF::NFE2	chr9	120960861	120960875	+	0.000	0.000	Merged-chr9-120960803-26
NR10383--MA0496.2.MAFK	chr5	92348939	92348957	-	0.000	0.000	Merged-chr5-92348973-52
NR6203--MA0089.1.MAFG::NFE2L1	chr18	4295229	4295234	+	0.000	0.000	Merged-chr18-4295238-102
NR11413--MA0089.1.MAFG::NFE2L1	chr6	120470833	120470838	+	0.000	0.000	Merged-chr6-120470872-38
NR2358--MA0591.1.Bach1::Mafk	chr11	94253172	94253186	+	0.000	0.000	Merged-chr11-94253305-42
NR9608--MA0089.1.MAFG::NFE2L1	chr4	101356210	101356215	-	0.000	0.000	Merged-chr4-101356432-43
NR5679--MA0089.1.MAFG::NFE2L1	chr17	7939793	7939798	-	0.000	0.000	Merged-chr17-7939764-45
NR4259--MA0089.1.MAFG::NFE2L1	chr14	73049212	73049217	-	0.000	0.000	Merged-chr14-73049322-54
NR1936--MA0089.1.MAFG::NFE2L1	chr10	111924394	111924399	+	0.000	0.000	Merged-chr10-111924366-28
NR12920--MA0089.1.MAFG::NFE2L1	chr8	117256637	117256642	+	0.000	0.000	Merged-chr8-117256752-70
NR171--MA0089.1.MAFG::NFE2L1	chr1	37300231	37300236	-	0.000	0.000	Merged-chr1-37300017-82
NR9192--MA0089.1.MAFG::NFE2L1	chr4	33315972	33315977	-	0.000	0.000	Merged-chr4-33316014-28
NR598--MA0117.2.Mafb	chr1	106606989	106607000	-	0.000	0.000	Merged-chr1-106607160-12
NR3269--MA0501.1.MAF::NFE2	chr13	37759948	37759962	+	0.000	0.000	Merged-chr13-37760092-14
NR12759--MA0089.1.MAFG::NFE2L1	chr8	84737906	84737911	+	0.000	0.000	Merged-chr8-84737825-38
NR2952--MA0089.1.MAFG::NFE2L1	chr12	99610497	99610502	+	0.000	0.000	Merged-chr12-99610571-42
NR4937--MA0089.1.MAFG::NFE2L1	chr15	78595009	78595014	+	0.000	0.000	Merged-chr15-78594936-43
NR2287--MA0089.1.MAFG::NFE2L1	chr11	63991564	63991569	-	0.000	0.000	Merged-chr11-63991436-1
NR11089--MA0501.1.MAF::NFE2	chr6	67102226	67102240	+	0.000	0.000	Merged-chr6-67102215-13
NR8074--MA0089.1.MAFG::NFE2L1	chr3	14667334	14667339	-	0.000	0.000	Merged-chr3-14667308-20
NR3592--MA0089.1.MAFG::NFE2L1	chr13	91541143	91541148	+	0.000	0.000	Merged-chr13-91541138-52
NR10081--MA0089.1.MAFG::NFE2L1	chr5	32104318	32104323	-	0.000	0.000	Merged-chr5-32104376-51
NR8977--MA0501.1.MAF::NFE2	chr3	152315824	152315838	+	0.000	0.000	Merged-chr3-152315823-29
NR8676--MA0117.2.Mafb	chr3	110250667	110250678	+	0.000	0.000	Merged-chr3-110250588-142
NR5751--MA0117.2.Mafb	chr17	18558247	18558258	+	0.000	0.000	Merged-chr17-18558353-2
NR11265--MA0117.2.Mafb	chr6	100581278	100581289	+	0.000	0.000	Merged-chr6-100581320-61
NR12766--MA0591.1.Bach1::Mafk	chr8	85700230	85700244	+	0.000	0.000	Merged-chr8-85700310-4
NR3124--MA0659.1.MAFG	chr13	8385605	8385625	-	0.000	0.000	Merged-chr13-8385507-1
NR5245--MA0501.1.MAF::NFE2	chr16	29865266	29865280	+	0.000	0.000	Merged-chr16-29865304-40
NR3346--MA0495.2.MAFF	chr13	63365383	63365403	-	0.000	0.000	Merged-chr13-63365525-19
NR7823--MA0089.1.MAFG::NFE2L1	chr2	158160159	158160164	-	0.000	0.000	Merged-chr2-158160127-37
NR8578--MA0089.1.MAFG::NFE2L1	chr3	93608020	93608025	+	0.000	0.000	Merged-chr3-93607971-30
NR10505--MA0495.2.MAFF	chr5	118269183	118269203	-	0.000	0.000	Merged-chr5-118269215-26
NR5879--MA0089.1.MAFG::NFE2L1	chr17	35969932	35969937	+	0.000	0.000	Merged-chr17-35969818-62
NR12368--MA0089.1.MAFG::NFE2L1	chr8	11452691	11452696	-	0.000	0.000	Merged-chr8-11452787-41
NR3243--MA0495.2.MAFF	chr13	31505464	31505484	-	0.000	0.000	Merged-chr13-31505526-12
NR10470--MA0089.1.MAFG::NFE2L1	chr5	107061939	107061944	-	0.000	0.000	Merged-chr5-107061883-14
NR3348--MA0659.1.MAFG	chr13	63365383	63365403	-	0.000	0.000	Merged-chr13-63365525-19
NR4546--MA0089.1.MAFG::NFE2L1	chr14	122011949	122011954	+	0.000	0.000	Merged-chr14-122012077-50
NR10507--MA0659.1.MAFG	chr5	118269183	118269203	+	0.000	0.000	Merged-chr5-118269215-26
NR1785--MA0501.1.MAF::NFE2	chr10	94378535	94378549	+	0.000	0.000	Merged-chr10-94378414-58
NR2487--MA0089.1.MAFG::NFE2L1	chr12	3745872	3745877	-	0.000	0.000	Merged-chr12-3745858-43
NR13224--MA0495.2.MAFF	chr9	78074138	78074158	-	0.000	0.000	Merged-chr9-78074095-46
NR10039--MA0496.2.MAFK	chr5	21658705	21658723	+	0.000	0.000	Merged-chr5-21658802-28
NR9190--MA0089.1.MAFG::NFE2L1	chr4	33072995	33073000	-	0.000	0.000	Merged-chr4-33073054-38
NR5185--MA0496.2.MAFK	chr16	14237422	14237440	+	0.000	0.000	Merged-chr16-14237452-27
NR13210--MA0496.2.MAFK	chr9	75582155	75582173	-	0.000	0.000	Merged-chr9-75582194-17
NR2340--MA0591.1.Bach1::Mafk	chr11	86579079	86579093	-	0.000	0.000	Merged-chr11-86579142-38
NR13389--MA0501.1.MAF::NFE2	chr9	100462315	100462329	+	0.000	0.000	Merged-chr9-100462229-47
NR12152--MA0495.2.MAFF	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR6076--MA0659.1.MAFG	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR4733--MA0089.1.MAFG::NFE2L1	chr15	38284027	38284032	-	0.000	0.000	Merged-chr15-38283996-39
NR5781--MA0495.2.MAFF	chr17	23630405	23630425	-	0.000	0.000	Merged-chr17-23630399-39
NR5619--MA0501.1.MAF::NFE2	chr16	92620931	92620945	+	0.000	0.000	Merged-chr16-92621073-48
NR599--MA0089.1.MAFG::NFE2L1	chr1	106712419	106712424	+	0.000	0.000	Merged-chr1-106712431-51
NR8644--MA0501.1.MAF::NFE2	chr3	105892545	105892559	+	0.000	0.000	Merged-chr3-105892493-111
NR10310--MA0659.1.MAFG	chr5	76565520	76565540	-	0.000	0.000	Merged-chr5-76565486-34
NR8527--MA0591.1.Bach1::Mafk	chr3	83863098	83863112	+	0.000	0.000	Merged-chr3-83863238-36
NR2039--MA0591.1.Bach1::Mafk	chr10	128990463	128990477	-	0.000	0.000	Merged-chr10-128990510-111
NR6793--MA0089.1.MAFG::NFE2L1	chr19	18619928	18619933	-	0.000	0.000	Merged-chr19-18620127-1
NR7936--MA0591.1.Bach1::Mafk	chr2	173749175	173749189	+	0.000	0.000	Merged-chr2-173749391-11
NR9220--MA0117.2.Mafb	chr4	40285606	40285617	+	0.000	0.000	Merged-chr4-40285687-24
NR165--MA0591.1.Bach1::Mafk	chr1	36160375	36160389	-	0.000	0.000	Merged-chr1-36160446-48
NR12944--MA0089.1.MAFG::NFE2L1	chr8	124347248	124347253	-	0.000	0.000	Merged-chr8-124347172-50
NR3615--MA0089.1.MAFG::NFE2L1	chr13	95813820	95813825	-	0.000	0.000	Merged-chr13-95813903-46
NR195--MA0089.1.MAFG::NFE2L1	chr1	43299651	43299656	-	0.000	0.000	Merged-chr1-43299668-27
NR9699--MA0501.1.MAF::NFE2	chr4	125114801	125114815	-	0.000	0.000	Merged-chr4-125114884-30
NR2270--MA0089.1.MAFG::NFE2L1	chr11	61647524	61647529	+	0.000	0.000	Merged-chr11-61647445-51
NR9536--MA0501.1.MAF::NFE2	chr4	88275842	88275856	-	0.000	0.000	Merged-chr4-88275744-16
NR11622--MA0495.2.MAFF	chr6	144679046	144679066	+	0.000	0.000	Merged-chr6-144679049-11
NR8549--MA0496.2.MAFK	chr3	89872364	89872382	-	0.000	0.000	Merged-chr3-89872416-43
NR1184--MA0496.2.MAFK	chr10	12823923	12823941	-	0.000	0.000	Merged-chr10-12823956-45
NR13424--MA0591.1.Bach1::Mafk	chr9	108597639	108597653	-	0.000	0.000	Merged-chr9-108597519-47
NR988--MA0089.1.MAFG::NFE2L1	chr1	178463699	178463704	+	0.000	0.000	Merged-chr1-178463862-33
NR6616--MA0089.1.MAFG::NFE2L1	chr18	74431573	74431578	+	0.000	0.000	Merged-chr18-74431355-25
NR7169--MA0089.1.MAFG::NFE2L1	chr2	51388569	51388574	-	0.000	0.000	Merged-chr2-51388682-1
NR12325--MA0501.1.MAF::NFE2	chr7	142056810	142056824	+	0.000	0.000	Merged-chr7-142056944-50
NR6916--MA0591.1.Bach1::Mafk	chr2	6787031	6787045	+	0.000	0.000	Merged-chr2-6786921-10
NR9639--MA0496.2.MAFK	chr4	109665334	109665352	+	0.000	0.000	Merged-chr4-109665283-1
NR5857--MA0496.2.MAFK	chr17	34079778	34079796	+	0.000	0.000	Merged-chr17-34079741-9
NR2283--MA0089.1.MAFG::NFE2L1	chr11	62524433	62524438	-	0.000	0.000	Merged-chr11-62524467-4
NR6918--MA0089.1.MAFG::NFE2L1	chr2	6863176	6863181	+	0.000	0.000	Merged-chr2-6863166-2
NR252--MA0591.1.Bach1::Mafk	chr1	55812756	55812770	-	0.000	0.000	Merged-chr1-55812730-9
NR8978--MA0089.1.MAFG::NFE2L1	chr3	152355557	152355562	+	0.000	0.000	Merged-chr3-152355609-21
NR3878--MA0501.1.MAF::NFE2	chr14	10289318	10289332	+	0.000	0.000	Merged-chr14-10289223-9
NR12906--MA0501.1.MAF::NFE2	chr8	115227466	115227480	+	0.000	0.000	Merged-chr8-115227272-68
NR886--MA0089.1.MAFG::NFE2L1	chr1	164079311	164079316	-	0.000	0.000	Merged-chr1-164079439-12
NR10304--MA0089.1.MAFG::NFE2L1	chr5	75791987	75791992	+	0.000	0.000	Merged-chr5-75792010-32
NR1656--MA0089.1.MAFG::NFE2L1	chr10	75772882	75772887	-	0.000	0.000	Merged-chr10-75772922-1
NR1829--MA0496.2.MAFK	chr10	99459978	99459996	-	0.000	0.000	Merged-chr10-99459996-60
NR2196--MA0659.1.MAFG	chr11	32561585	32561605	-	0.000	0.000	Merged-chr11-32561785-56
NR4877--MA0591.1.Bach1::Mafk	chr15	66795456	66795470	+	0.000	0.000	Merged-chr15-66795478-40
NR7630--MA0495.2.MAFF	chr2	133558722	133558742	-	0.000	0.000	Merged-chr2-133558747-1
NR11320--MA0089.1.MAFG::NFE2L1	chr6	108426895	108426900	+	0.000	0.000	Merged-chr6-108426934-21
NR1518--MA0117.2.Mafb	chr10	56486835	56486846	-	0.000	0.000	Merged-chr10-56486689-18
NR279--MA0496.2.MAFK	chr1	60941242	60941260	+	0.000	0.000	Merged-chr1-60941237-49
NR13492--MA0591.1.Bach1::Mafk	chr9	120960867	120960881	-	0.000	0.000	Merged-chr9-120960803-26
NR6891--MA0089.1.MAFG::NFE2L1	chr2	3810655	3810660	-	0.000	0.000	Merged-chr2-3810542-48
NR709--MA0089.1.MAFG::NFE2L1	chr1	127304255	127304260	-	0.000	0.000	Merged-chr1-127304219-34
NR10043--MA0591.1.Bach1::Mafk	chr5	22360654	22360668	+	0.000	0.000	Merged-chr5-22360842-38
NR993--MA0117.2.Mafb	chr1	178960400	178960411	+	0.000	0.000	Merged-chr1-178960314-21
NR11706--MA0591.1.Bach1::Mafk	chr7	15949562	15949576	-	0.000	0.000	Merged-chr7-15949519-32
NR3713--MA0089.1.MAFG::NFE2L1	chr13	108170448	108170453	-	0.000	0.000	Merged-chr13-108170237-20
NR7341--MA0089.1.MAFG::NFE2L1	chr2	72169908	72169913	+	0.000	0.000	Merged-chr2-72169976-4
NR1063--MA0089.1.MAFG::NFE2L1	chr1	189085413	189085418	-	0.000	0.000	Merged-chr1-189085418-26
NR9702--MA0089.1.MAFG::NFE2L1	chr4	126046988	126046993	-	0.000	0.000	Merged-chr4-126047082-53
NR2814--MA0501.1.MAF::NFE2	chr12	69386065	69386079	-	0.000	0.000	Merged-chr12-69386095-60
NR6551--MA0117.2.Mafb	chr18	64516559	64516570	-	0.000	0.000	Merged-chr18-64516532-71
NR3990--MA0089.1.MAFG::NFE2L1	chr14	21750459	21750464	+	0.000	0.000	Merged-chr14-21750492-17
NR7070--MA0496.2.MAFK	chr2	27693884	27693902	+	0.000	0.000	Merged-chr2-27693880-30
NR13203--MA0089.1.MAFG::NFE2L1	chr9	74975993	74975998	+	0.000	0.000	Merged-chr9-74976047-58
NR2294--MA0089.1.MAFG::NFE2L1	chr11	68447539	68447544	+	0.000	0.000	Merged-chr11-68447453-15
