#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR1313--MA1104.1.GATA6	chr11	95379179	95379191	-	0.000	0.000	Merged-chr11-95379150-8
NR3736--MA0036.3.GATA2	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR5222--MA0482.1.Gata4	chr3	146699130	146699140	+	0.000	0.000	Merged-chr3-146699153-10
NR7178--MA0035.3.Gata1	chr8	27137212	27137222	+	0.000	0.000	Merged-chr8-27137178-38
NR7449--MA0035.3.Gata1	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR7292--MA0766.1.GATA5	chr8	81695137	81695144	-	0.000	0.000	Merged-chr8-81695130-10
NR3152--MA0035.3.Gata1	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR3423--MA0035.3.Gata1	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR3051--MA0036.3.GATA2	chr16	43661708	43661718	-	0.000	0.000	Merged-chr16-43661789-37
NR5939--MA0036.3.GATA2	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR5474--MA0482.1.Gata4	chr4	86725372	86725382	+	0.000	0.000	Merged-chr4-86725378-12
NR2693--MA0035.3.Gata1	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR1437--MA0036.3.GATA2	chr12	4454561	4454571	-	0.000	0.000	Merged-chr12-4454481-33
NR5719--MA1104.1.GATA6	chr4	150517580	150517592	-	0.000	0.000	Merged-chr4-150517532-35
NR3675--MA0035.3.Gata1	chr18	35887840	35887850	+	0.000	0.000	Merged-chr18-35887802-1
NR6316--MA0140.2.GATA1::TAL1	chr6	70805954	70805971	+	0.000	0.000	Merged-chr6-70805784-73
NR2940--MA0482.1.Gata4	chr16	4762246	4762256	-	0.000	0.000	Merged-chr16-4762365-8
NR404--MA0036.3.GATA2	chr1	143993246	143993256	+	0.000	0.000	Merged-chr1-143993220-9
NR4017--MA0140.2.GATA1::TAL1	chr2	3525983	3526000	+	0.000	0.000	Merged-chr2-3525948-8
NR1689--MA0036.3.GATA2	chr12	92625446	92625456	+	0.000	0.000	Merged-chr12-92625384-3
NR2720--MA0036.3.GATA2	chr15	25673748	25673758	+	0.000	0.000	Merged-chr15-25673661-24
NR4872--MA0482.1.Gata4	chr3	60565491	60565501	-	0.000	0.000	Merged-chr3-60565389-13
NR5777--MA0036.3.GATA2	chr5	20009984	20009994	+	0.000	0.000	Merged-chr5-20010277-12
NR3426--MA0140.2.GATA1::TAL1	chr17	29193391	29193408	-	0.000	0.000	Merged-chr17-29193494-23
NR2750--MA0140.2.GATA1::TAL1	chr15	36440104	36440121	-	0.000	0.000	Merged-chr15-36440213-15
NR5557--MA1104.1.GATA6	chr4	117478331	117478343	+	0.000	0.000	Merged-chr4-117478210-39
NR5491--MA0140.2.GATA1::TAL1	chr4	89092374	89092391	+	0.000	0.000	Merged-chr4-89092305-7
NR1600--MA0140.2.GATA1::TAL1	chr12	75836921	75836938	+	0.000	0.000	Merged-chr12-75836908-24
NR1922--MA0140.2.GATA1::TAL1	chr13	42093813	42093830	-	0.000	0.000	Merged-chr13-42093848-28
NR1142--MA0766.1.GATA5	chr11	36001079	36001086	-	0.000	0.000	Merged-chr11-36000971-2
NR4336--MA0037.3.GATA3	chr2	84868763	84868770	-	0.000	0.000	Merged-chr2-84868738-21
NR1485--MA0035.3.Gata1	chr12	32183054	32183064	+	0.000	0.000	Merged-chr12-32183013-17
NR6813--MA0035.3.Gata1	chr7	37490502	37490512	+	0.000	0.000	Merged-chr7-37490614-68
NR7598--MA1104.1.GATA6	chr9	48538517	48538529	+	0.000	0.000	Merged-chr9-48538454-59
NR7822--MA0037.3.GATA3	chr9	102867024	102867031	+	0.000	0.000	Merged-chr9-102867048-29
NR2743--MA0766.1.GATA5	chr15	36375104	36375111	+	0.000	0.000	Merged-chr15-36375084-60
NR1958--MA1104.1.GATA6	chr13	52008135	52008147	-	0.000	0.000	Merged-chr13-52008191-11
NR874--MA0036.3.GATA2	chr10	85359514	85359524	+	0.000	0.000	Merged-chr10-85359625-39
NR7726--MA1104.1.GATA6	chr9	86579813	86579825	-	0.000	0.000	Merged-chr9-86579809-9
NR2420--MA0035.3.Gata1	chr14	53132797	53132807	+	0.000	0.000	Merged-chr14-53132661-29
NR6831--MA0766.1.GATA5	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR4968--MA0037.3.GATA3	chr3	89906214	89906221	-	0.000	0.000	Merged-chr3-89906356-37
NR1246--MA0035.3.Gata1	chr11	70265524	70265534	+	0.000	0.000	Merged-chr11-70265494-15
NR526--MA0036.3.GATA2	chr1	170853678	170853688	-	0.000	0.000	Merged-chr1-170853758-47
NR1155--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR2943--MA0035.3.Gata1	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR3681--MA1104.1.GATA6	chr18	39091410	39091422	+	0.000	0.000	Merged-chr18-39091619-9
NR4261--MA0766.1.GATA5	chr2	65552090	65552097	+	0.000	0.000	Merged-chr2-65551988-12
NR5038--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR7927--MA0482.1.Gata4	chrX	9202158	9202168	+	0.000	0.000	Merged-chrX-9202139-21
NR5884--MA1104.1.GATA6	chr5	63768122	63768134	-	0.000	0.000	Merged-chr5-63767981-25
NR6930--MA0036.3.GATA2	chr7	89841972	89841982	-	0.000	0.000	Merged-chr7-89842093-31
NR1382--MA1104.1.GATA6	chr11	108248584	108248596	-	0.000	0.000	Merged-chr11-108248558-56
NR2255--MA0037.3.GATA3	chr14	10445400	10445407	-	0.000	0.000	Merged-chr14-10445443-9
NR6802--MA0482.1.Gata4	chr7	30535312	30535322	-	0.000	0.000	Merged-chr7-30535126-64
NR364--MA0036.3.GATA2	chr1	133571485	133571495	-	0.000	0.000	Merged-chr1-133571423-3
NR1254--MA0036.3.GATA2	chr11	74371770	74371780	-	0.000	0.000	Merged-chr11-74371741-4
NR6321--MA0766.1.GATA5	chr6	71980506	71980513	+	0.000	0.000	Merged-chr6-71980569-75
NR5172--MA0035.3.Gata1	chr3	139024691	139024701	+	0.000	0.000	Merged-chr3-139024771-15
NR6987--MA0766.1.GATA5	chr7	108943833	108943840	+	0.000	0.000	Merged-chr7-108943832-1
NR7765--MA0482.1.Gata4	chr9	96353968	96353978	-	0.000	0.000	Merged-chr9-96354104-1
NR7069--MA0036.3.GATA2	chr7	132765248	132765258	-	0.000	0.000	Merged-chr7-132765248-56
NR754--MA0766.1.GATA5	chr10	40713354	40713361	+	0.000	0.000	Merged-chr10-40713251-44
NR7898--MA0035.3.Gata1	chr9	118272889	118272899	-	0.000	0.000	Merged-chr9-118272859-65
NR4296--MA0037.3.GATA3	chr2	76214465	76214472	+	0.000	0.000	Merged-chr2-76214615-2
NR3694--MA1104.1.GATA6	chr18	46013365	46013377	+	0.000	0.000	Merged-chr18-46013388-48
NR2268--MA0037.3.GATA3	chr14	16172526	16172533	+	0.000	0.000	Merged-chr14-16172497-2
NR3218--MA0036.3.GATA2	chr16	66086701	66086711	+	0.000	0.000	Merged-chr16-66086640-17
NR5185--MA0035.3.Gata1	chr3	142709057	142709067	+	0.000	0.000	Merged-chr3-142708899-26
NR1139--MA0482.1.Gata4	chr11	36001079	36001089	+	0.000	0.000	Merged-chr11-36000971-2
NR2964--MA0036.3.GATA2	chr16	8640132	8640142	-	0.000	0.000	Merged-chr16-8639905-53
NR4602--MA0035.3.Gata1	chr2	144195215	144195225	+	0.000	0.000	Merged-chr2-144195285-6
NR1775--MA1104.1.GATA6	chr12	112606009	112606021	-	0.000	0.000	Merged-chr12-112605824-36
NR5494--MA0140.2.GATA1::TAL1	chr4	89486077	89486094	-	0.000	0.000	Merged-chr4-89486149-23
NR1477--MA0035.3.Gata1	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR7093--MA0482.1.Gata4	chr7	141049042	141049052	-	0.000	0.000	Merged-chr7-141049009-7
NR3608--MA0766.1.GATA5	chr17	87036797	87036804	+	0.000	0.000	Merged-chr17-87036710-20
NR7221--MA0482.1.Gata4	chr8	46859564	46859574	+	0.000	0.000	Merged-chr8-46859659-64
NR7768--MA0035.3.Gata1	chr9	96353969	96353979	-	0.000	0.000	Merged-chr9-96354104-1
NR420--MA0482.1.Gata4	chr1	150465598	150465608	-	0.000	0.000	Merged-chr1-150465561-21
NR1976--MA0482.1.Gata4	chr13	55636687	55636697	+	0.000	0.000	Merged-chr13-55636712-28
NR6914--MA0035.3.Gata1	chr7	82834593	82834603	+	0.000	0.000	Merged-chr7-82834673-11
NR2321--MA0766.1.GATA5	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR4820--MA0035.3.Gata1	chr3	28318056	28318066	+	0.000	0.000	Merged-chr3-28318064-9
NR733--MA0766.1.GATA5	chr10	34096576	34096583	+	0.000	0.000	Merged-chr10-34096665-20
NR3673--MA1104.1.GATA6	chr18	35887839	35887851	-	0.000	0.000	Merged-chr18-35887802-1
NR2911--MA0482.1.Gata4	chr15	97373363	97373373	+	0.000	0.000	Merged-chr15-97373444-153
NR3069--MA0036.3.GATA2	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR1916--MA1104.1.GATA6	chr13	34864584	34864596	+	0.000	0.000	Merged-chr13-34864620-19
NR1993--MA0037.3.GATA3	chr13	61788293	61788300	-	0.000	0.000	Merged-chr13-61788395-14
NR7490--MA0037.3.GATA3	chr9	15029165	15029172	+	0.000	0.000	Merged-chr9-15029277-27
NR1323--MA0482.1.Gata4	chr11	98497545	98497555	+	0.000	0.000	Merged-chr11-98497586-22
NR5139--MA0766.1.GATA5	chr3	136531893	136531900	-	0.000	0.000	Merged-chr3-136531691-41
NR2815--MA0482.1.Gata4	chr15	67410168	67410178	-	0.000	0.000	Merged-chr15-67410100-57
NR2800--MA0036.3.GATA2	chr15	59010877	59010887	+	0.000	0.000	Merged-chr15-59010782-34
NR4952--MA0482.1.Gata4	chr3	84570697	84570707	+	0.000	0.000	Merged-chr3-84570776-21
NR670--MA0036.3.GATA2	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR7614--MA0482.1.Gata4	chr9	52059903	52059913	-	0.000	0.000	Merged-chr9-52059994-13
NR4833--MA0035.3.Gata1	chr3	37291257	37291267	-	0.000	0.000	Merged-chr3-37291355-13
NR3035--MA0036.3.GATA2	chr16	36602847	36602857	+	0.000	0.000	Merged-chr16-36602811-38
NR5519--MA0766.1.GATA5	chr4	101586047	101586054	+	0.000	0.000	Merged-chr4-101585990-74
NR3287--MA0036.3.GATA2	chr16	92641311	92641321	-	0.000	0.000	Merged-chr16-92641253-41
NR2263--MA0035.3.Gata1	chr14	14353430	14353440	-	0.000	0.000	Merged-chr14-14353361-58
NR1754--MA0037.3.GATA3	chr12	107362207	107362214	+	0.000	0.000	Merged-chr12-107362270-34
NR5223--MA1104.1.GATA6	chr3	146699128	146699140	-	0.000	0.000	Merged-chr3-146699153-10
NR6250--MA0036.3.GATA2	chr6	49354720	49354730	+	0.000	0.000	Merged-chr6-49354722-8
NR5475--MA1104.1.GATA6	chr4	86725370	86725382	-	0.000	0.000	Merged-chr4-86725378-12
NR6531--MA0766.1.GATA5	chr6	127419918	127419925	+	0.000	0.000	Merged-chr6-127420078-9
NR717--MA0482.1.Gata4	chr10	26494573	26494583	-	0.000	0.000	Merged-chr10-26494616-56
NR2762--MA0482.1.Gata4	chr15	41429626	41429636	-	0.000	0.000	Merged-chr15-41429607-8
NR2941--MA1104.1.GATA6	chr16	4762246	4762258	+	0.000	0.000	Merged-chr16-4762365-8
NR6205--MA0037.3.GATA3	chr6	29279099	29279106	+	0.000	0.000	Merged-chr6-29279043-26
NR2914--MA0035.3.Gata1	chr15	97373362	97373372	+	0.000	0.000	Merged-chr15-97373444-153
NR3539--MA0482.1.Gata4	chr17	71204549	71204559	+	0.000	0.000	Merged-chr17-71204716-50
NR2271--MA0036.3.GATA2	chr14	16172524	16172534	-	0.000	0.000	Merged-chr14-16172497-2
NR7902--MA0037.3.GATA3	chr9	118686280	118686287	-	0.000	0.000	Merged-chr9-118686441-13
NR7290--MA0482.1.Gata4	chr8	81695137	81695147	+	0.000	0.000	Merged-chr8-81695130-10
NR4873--MA1104.1.GATA6	chr3	60565491	60565503	+	0.000	0.000	Merged-chr3-60565389-13
NR2794--MA0036.3.GATA2	chr15	56047194	56047204	-	0.000	0.000	Merged-chr15-56047041-38
NR3923--MA0037.3.GATA3	chr19	16418579	16418586	-	0.000	0.000	Merged-chr19-16418552-32
NR2818--MA0035.3.Gata1	chr15	67410169	67410179	-	0.000	0.000	Merged-chr15-67410100-57
NR1968--MA0482.1.Gata4	chr13	52922195	52922205	-	0.000	0.000	Merged-chr13-52922066-27
NR3157--MA0036.3.GATA2	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR858--MA0036.3.GATA2	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR7617--MA0035.3.Gata1	chr9	52059904	52059914	-	0.000	0.000	Merged-chr9-52059994-13
NR1191--MA1104.1.GATA6	chr11	58643559	58643571	-	0.000	0.000	Merged-chr11-58643569-22
NR2032--MA0036.3.GATA2	chr13	67332555	67332565	-	0.000	0.000	Merged-chr13-67332541-54
NR4812--MA0035.3.Gata1	chr3	27067359	27067369	+	0.000	0.000	Merged-chr3-27067455-6
NR7644--MA0037.3.GATA3	chr9	66295134	66295141	-	0.000	0.000	Merged-chr9-66295082-25
NR7098--MA0482.1.Gata4	chr7	142967346	142967356	-	0.000	0.000	Merged-chr7-142967366-1
NR3072--MA0482.1.Gata4	chr16	45093368	45093378	-	0.000	0.000	Merged-chr16-45093384-16
NR6996--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR4650--MA0035.3.Gata1	chr2	152904622	152904632	+	0.000	0.000	Merged-chr2-152904288-57
NR4921--MA0035.3.Gata1	chr3	69177418	69177428	+	0.000	0.000	Merged-chr3-69177555-55
NR8007--MA0037.3.GATA3	chrX	153140121	153140128	-	0.000	0.000	Merged-chrX-153140079-69
NR2765--MA0035.3.Gata1	chr15	41429627	41429637	-	0.000	0.000	Merged-chr15-41429607-8
NR5817--MA0482.1.Gata4	chr5	32488276	32488286	-	0.000	0.000	Merged-chr5-32488180-22
NR306--MA0035.3.Gata1	chr1	118403837	118403847	+	0.000	0.000	Merged-chr1-118403887-21
NR5065--MA0766.1.GATA5	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR7928--MA1104.1.GATA6	chrX	9202156	9202168	-	0.000	0.000	Merged-chrX-9202139-21
NR1838--MA0482.1.Gata4	chr12	116932355	116932365	+	0.000	0.000	Merged-chr12-116932315-2
NR2316--MA0036.3.GATA2	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR467--MA0766.1.GATA5	chr1	161309343	161309350	+	0.000	0.000	Merged-chr1-161309457-43
NR7766--MA1104.1.GATA6	chr9	96353968	96353980	+	0.000	0.000	Merged-chr9-96354104-1
NR2526--MA0035.3.Gata1	chr14	74889136	74889146	+	0.000	0.000	Merged-chr14-74889136-25
NR3237--MA0035.3.Gata1	chr16	76337179	76337189	-	0.000	0.000	Merged-chr16-76337291-62
NR6912--MA1104.1.GATA6	chr7	82834592	82834604	-	0.000	0.000	Merged-chr7-82834673-11
NR6068--MA0140.2.GATA1::TAL1	chr5	115532261	115532278	-	0.000	0.000	Merged-chr5-115532166-6
NR7054--MA0035.3.Gata1	chr7	127083789	127083799	+	0.000	0.000	Merged-chr7-127083805-15
NR837--MA0036.3.GATA2	chr10	75417898	75417908	+	0.000	0.000	Merged-chr10-75417748-37
NR6523--MA0766.1.GATA5	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR1057--MA0482.1.Gata4	chr11	8524117	8524127	+	0.000	0.000	Merged-chr11-8524008-23
NR6893--MA1104.1.GATA6	chr7	80166889	80166901	-	0.000	0.000	Merged-chr7-80166871-28
NR2011--MA0036.3.GATA2	chr13	63548593	63548603	-	0.000	0.000	Merged-chr13-63548573-9
NR2677--MA0036.3.GATA2	chr15	5108583	5108593	+	0.000	0.000	Merged-chr15-5108448-64
NR3075--MA0035.3.Gata1	chr16	45093369	45093379	-	0.000	0.000	Merged-chr16-45093384-16
NR7256--MA1104.1.GATA6	chr8	69168491	69168503	+	0.000	0.000	Merged-chr8-69168549-18
NR2887--MA0035.3.Gata1	chr15	91616649	91616659	-	0.000	0.000	Merged-chr15-91616695-12
NR6632--MA0766.1.GATA5	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR4466--MA0036.3.GATA2	chr2	117412149	117412159	-	0.000	0.000	Merged-chr2-117412269-30
NR2744--MA0035.3.Gata1	chr15	36375102	36375112	-	0.000	0.000	Merged-chr15-36375084-60
NR5228--MA1104.1.GATA6	chr3	146776672	146776684	+	0.000	0.000	Merged-chr3-146776816-2
NR4999--MA0766.1.GATA5	chr3	104638424	104638431	+	0.000	0.000	Merged-chr3-104638712-128
NR7461--MA0037.3.GATA3	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR1868--MA1104.1.GATA6	chr13	3637161	3637173	-	0.000	0.000	Merged-chr13-3636993-50
NR4135--MA0140.2.GATA1::TAL1	chr2	35504137	35504154	-	0.000	0.000	Merged-chr2-35504243-4
NR385--MA0482.1.Gata4	chr1	139009693	139009703	+	0.000	0.000	Merged-chr1-139009798-23
NR1275--MA0482.1.Gata4	chr11	80068121	80068131	+	0.000	0.000	Merged-chr11-80068268-1
NR1156--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR5162--MA0037.3.GATA3	chr3	138008344	138008351	+	0.000	0.000	Merged-chr3-138008366-30
NR4262--MA0035.3.Gata1	chr2	65552088	65552098	-	0.000	0.000	Merged-chr2-65551988-12
NR7222--MA1104.1.GATA6	chr8	46859562	46859574	-	0.000	0.000	Merged-chr8-46859659-64
NR7626--MA0140.2.GATA1::TAL1	chr9	61187265	61187282	+	0.000	0.000	Merged-chr9-61187199-16
NR421--MA1104.1.GATA6	chr1	150465598	150465610	+	0.000	0.000	Merged-chr1-150465561-21
NR5039--MA0035.3.Gata1	chr3	115729286	115729296	+	0.000	0.000	Merged-chr3-115729400-55
NR2481--MA0036.3.GATA2	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR5890--MA0037.3.GATA3	chr5	64472608	64472615	-	0.000	0.000	Merged-chr5-64472447-77
NR3405--MA0037.3.GATA3	chr17	18462930	18462937	-	0.000	0.000	Merged-chr17-18462916-14
NR6364--MA0036.3.GATA2	chr6	87041203	87041213	-	0.000	0.000	Merged-chr6-87041204-35
NR1725--MA0037.3.GATA3	chr12	102283833	102283840	+	0.000	0.000	Merged-chr12-102283791-1
NR6322--MA0035.3.Gata1	chr6	71980504	71980514	-	0.000	0.000	Merged-chr6-71980569-75
NR6988--MA0035.3.Gata1	chr7	108943815	108943825	-	0.000	0.000	Merged-chr7-108943832-1
NR7905--MA0140.2.GATA1::TAL1	chr9	119430469	119430486	-	0.000	0.000	Merged-chr9-119430482-19
NR351--MA0482.1.Gata4	chr1	130838472	130838482	-	0.000	0.000	Merged-chr1-130838519-27
NR3468--MA0035.3.Gata1	chr17	44718329	44718339	-	0.000	0.000	Merged-chr17-44718379-50
NR2912--MA1104.1.GATA6	chr15	97373361	97373373	-	0.000	0.000	Merged-chr15-97373444-153
NR6550--MA0482.1.Gata4	chr6	129680395	129680405	+	0.000	0.000	Merged-chr6-129680529-50
NR755--MA0035.3.Gata1	chr10	40713352	40713362	-	0.000	0.000	Merged-chr10-40713251-44
NR5299--MA0036.3.GATA2	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR5717--MA0037.3.GATA3	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR9--MA0482.1.Gata4	chr1	9883471	9883481	-	0.000	0.000	Merged-chr1-9883358-36
NR801--MA0037.3.GATA3	chr10	62601488	62601495	-	0.000	0.000	Merged-chr10-62601551-11
NR341--MA0035.3.Gata1	chr1	127297165	127297175	+	0.000	0.000	Merged-chr1-127297024-52
NR5303--MA0037.3.GATA3	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR2908--MA0482.1.Gata4	chr15	96827786	96827796	-	0.000	0.000	Merged-chr15-96827730-24
NR983--MA0482.1.Gata4	chr10	117377488	117377498	+	0.000	0.000	Merged-chr10-117377577-5
NR6779--MA0140.2.GATA1::TAL1	chr7	25296999	25297016	+	0.000	0.000	Merged-chr7-25297148-3
NR264--MA0140.2.GATA1::TAL1	chr1	106204160	106204177	-	0.000	0.000	Merged-chr1-106204081-15
NR5555--MA0037.3.GATA3	chr4	117478334	117478341	+	0.000	0.000	Merged-chr4-117478210-39
NR4953--MA1104.1.GATA6	chr3	84570695	84570707	-	0.000	0.000	Merged-chr3-84570776-21
NR7615--MA1104.1.GATA6	chr9	52059903	52059915	+	0.000	0.000	Merged-chr9-52059994-13
NR2975--MA0035.3.Gata1	chr16	10676897	10676907	-	0.000	0.000	Merged-chr16-10676780-15
NR5095--MA0035.3.Gata1	chr3	127759488	127759498	+	0.000	0.000	Merged-chr3-127759429-25
NR2398--MA0036.3.GATA2	chr14	46578325	46578335	-	0.000	0.000	Merged-chr14-46578431-37
NR2746--MA0482.1.Gata4	chr15	36440112	36440122	-	0.000	0.000	Merged-chr15-36440213-15
NR2976--MA0140.2.GATA1::TAL1	chr16	10676888	10676905	-	0.000	0.000	Merged-chr16-10676780-15
NR3010--MA0140.2.GATA1::TAL1	chr16	24859766	24859783	-	0.000	0.000	Merged-chr16-24859863-8
NR3109--MA0482.1.Gata4	chr16	50555185	50555195	+	0.000	0.000	Merged-chr16-50555141-20
NR4621--MA0035.3.Gata1	chr2	144941395	144941405	-	0.000	0.000	Merged-chr2-144941527-10
NR6595--MA0036.3.GATA2	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR2322--MA0035.3.Gata1	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR377--MA0482.1.Gata4	chr1	137075020	137075030	+	0.000	0.000	Merged-chr1-137074990-14
NR734--MA0035.3.Gata1	chr10	34096574	34096584	-	0.000	0.000	Merged-chr10-34096665-20
NR529--MA0035.3.Gata1	chr1	170867890	170867900	-	0.000	0.000	Merged-chr1-170867765-57
NR4525--MA0035.3.Gata1	chr2	132497593	132497603	-	0.000	0.000	Merged-chr2-132497706-22
NR1969--MA1104.1.GATA6	chr13	52922195	52922207	+	0.000	0.000	Merged-chr13-52922066-27
NR5882--MA0037.3.GATA3	chr5	63768124	63768131	-	0.000	0.000	Merged-chr5-63767981-25
NR1380--MA0037.3.GATA3	chr11	108248586	108248593	-	0.000	0.000	Merged-chr11-108248558-56
NR3327--MA0482.1.Gata4	chr17	3246827	3246837	-	0.000	0.000	Merged-chr17-3246798-10
NR3235--MA1104.1.GATA6	chr16	76337178	76337190	+	0.000	0.000	Merged-chr16-76337291-62
NR1972--MA0035.3.Gata1	chr13	52922196	52922206	-	0.000	0.000	Merged-chr13-52922066-27
NR2202--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR3822--MA0036.3.GATA2	chr18	79303777	79303787	+	0.000	0.000	Merged-chr18-79303705-44
NR2478--MA0035.3.Gata1	chr14	61853657	61853667	+	0.000	0.000	Merged-chr14-61853631-6
NR4976--MA0140.2.GATA1::TAL1	chr3	95028764	95028781	+	0.000	0.000	Merged-chr3-95028827-26
NR1207--MA1104.1.GATA6	chr11	64086045	64086057	-	0.000	0.000	Merged-chr11-64086070-15
NR799--MA0766.1.GATA5	chr10	62327715	62327722	+	0.000	0.000	Merged-chr10-62327638-49
NR7099--MA1104.1.GATA6	chr7	142967346	142967358	+	0.000	0.000	Merged-chr7-142967366-1
NR200--MA0482.1.Gata4	chr1	88578421	88578431	-	0.000	0.000	Merged-chr1-88578300-28
NR3073--MA1104.1.GATA6	chr16	45093368	45093380	+	0.000	0.000	Merged-chr16-45093384-16
NR747--MA0035.3.Gata1	chr10	39764911	39764921	+	0.000	0.000	Merged-chr10-39764888-24
NR5643--MA0037.3.GATA3	chr4	145361256	145361263	+	0.000	0.000	Merged-chr4-145361226-45
NR4836--MA1104.1.GATA6	chr3	37483948	37483960	+	0.000	0.000	Merged-chr3-37484009-38
NR5818--MA1104.1.GATA6	chr5	32488276	32488288	+	0.000	0.000	Merged-chr5-32488180-22
NR6117--MA0036.3.GATA2	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR247--MA0482.1.Gata4	chr1	95375656	95375666	+	0.000	0.000	Merged-chr1-95375799-8
NR1913--MA0766.1.GATA5	chr13	33079457	33079464	+	0.000	0.000	Merged-chr13-33079670-11
NR890--MA0140.2.GATA1::TAL1	chr10	91177555	91177572	+	0.000	0.000	Merged-chr10-91177490-19
NR5821--MA0035.3.Gata1	chr5	32488277	32488287	-	0.000	0.000	Merged-chr5-32488180-22
NR2082--MA0766.1.GATA5	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR4971--MA0482.1.Gata4	chr3	93550240	93550250	+	0.000	0.000	Merged-chr3-93550146-53
NR5720--MA0036.3.GATA2	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR4647--MA0035.3.Gata1	chr2	150909931	150909941	+	0.000	0.000	Merged-chr2-150909929-87
NR3719--MA0140.2.GATA1::TAL1	chr18	50066167	50066184	-	0.000	0.000	Merged-chr18-50066137-40
NR627--MA0482.1.Gata4	chr10	4079703	4079713	-	0.000	0.000	Merged-chr10-4079812-35
NR2806--MA0140.2.GATA1::TAL1	chr15	64067711	64067728	+	0.000	0.000	Merged-chr15-64067738-34
NR1568--MA0037.3.GATA3	chr12	69446045	69446052	+	0.000	0.000	Merged-chr12-69446107-1
NR2205--MA0035.3.Gata1	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR465--MA0482.1.Gata4	chr1	161309340	161309350	-	0.000	0.000	Merged-chr1-161309457-43
NR1058--MA1104.1.GATA6	chr11	8524115	8524127	-	0.000	0.000	Merged-chr11-8524008-23
NR988--MA0482.1.Gata4	chr10	117377580	117377590	+	0.000	0.000	Merged-chr10-117377577-5
NR1007--MA0482.1.Gata4	chr10	120895742	120895752	-	0.000	0.000	Merged-chr10-120895921-55
NR4113--MA0482.1.Gata4	chr2	31180408	31180418	-	0.000	0.000	Merged-chr2-31180309-64
NR6545--MA0035.3.Gata1	chr6	129304489	129304499	-	0.000	0.000	Merged-chr6-129304354-36
NR2341--MA1104.1.GATA6	chr14	31401014	31401026	+	0.000	0.000	Merged-chr14-31401139-16
NR5003--MA1104.1.GATA6	chr3	106487614	106487626	-	0.000	0.000	Merged-chr3-106487613-5
NR845--MA0482.1.Gata4	chr10	79937304	79937314	+	0.000	0.000	Merged-chr10-79937148-47
NR2960--MA0037.3.GATA3	chr16	7767896	7767903	+	0.000	0.000	Merged-chr16-7768064-22
