#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2351--MA0037.3.GATA3	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR3131--MA0035.3.Gata1	chr2	73060024	73060034	+	0.000	0.000	Merged-chr2-73059981-18
NR5657--MA0766.1.GATA5	chr9	13536777	13536784	+	0.000	0.000	Merged-chr9-13536890-20
NR5453--MA0482.1.Gata4	chr8	83748643	83748653	-	0.000	0.000	Merged-chr8-83748656-80
NR3643--MA0140.2.GATA1::TAL1	chr3	103397635	103397652	-	0.000	0.000	Merged-chr3-103397699-44
NR1401--MA1104.1.GATA6	chr13	12412199	12412211	+	0.000	0.000	Merged-chr13-12412239-11
NR1017--MA0482.1.Gata4	chr11	98682373	98682383	-	0.000	0.000	Merged-chr11-98682471-63
NR1769--MA0035.3.Gata1	chr14	53743751	53743761	-	0.000	0.000	Merged-chr14-53743517-19
NR5899--MA0036.3.GATA2	chr9	100522271	100522281	-	0.000	0.000	Merged-chr9-100522209-27
NR4875--MA0035.3.Gata1	chr6	130312044	130312054	+	0.000	0.000	Merged-chr6-130312055-26
NR3062--MA1104.1.GATA6	chr2	49744820	49744832	-	0.000	0.000	Merged-chr2-49744707-28
NR4784--MA0766.1.GATA5	chr6	122741376	122741383	-	0.000	0.000	Merged-chr6-122741375-12
NR1269--MA0482.1.Gata4	chr12	93227050	93227060	+	0.000	0.000	Merged-chr12-93227052-12
NR2089--MA0482.1.Gata4	chr15	82914619	82914629	-	0.000	0.000	Merged-chr15-82914694-36
NR276--MA0140.2.GATA1::TAL1	chr1	144248857	144248874	-	0.000	0.000	Merged-chr1-144249031-60
NR702--MA0035.3.Gata1	chr10	96391847	96391857	-	0.000	0.000	Merged-chr10-96391802-8
NR1116--MA0035.3.Gata1	chr12	4234233	4234243	+	0.000	0.000	Merged-chr12-4234133-70
NR4965--MA0140.2.GATA1::TAL1	chr6	146486199	146486216	+	0.000	0.000	Merged-chr6-146486303-31
NR3075--MA1104.1.GATA6	chr2	58137932	58137944	+	0.000	0.000	Merged-chr2-58137903-53
NR2180--MA0766.1.GATA5	chr16	17015616	17015623	-	0.000	0.000	Merged-chr16-17015762-57
NR3319--MA0035.3.Gata1	chr2	132497593	132497603	-	0.000	0.000	Merged-chr2-132497706-22
NR1639--MA0035.3.Gata1	chr13	106836444	106836454	+	0.000	0.000	Merged-chr13-106836459-51
NR582--MA0036.3.GATA2	chr10	62327713	62327723	-	0.000	0.000	Merged-chr10-62327638-49
NR930--MA0482.1.Gata4	chr11	70653429	70653439	-	0.000	0.000	Merged-chr11-70653653-5
NR5456--MA0035.3.Gata1	chr8	83779752	83779762	+	0.000	0.000	Merged-chr8-83779707-23
NR1139--MA0482.1.Gata4	chr12	26460152	26460162	+	0.000	0.000	Merged-chr12-26460097-25
NR3726--MA1104.1.GATA6	chr3	132886773	132886785	-	0.000	0.000	Merged-chr3-132886809-16
NR496--MA0766.1.GATA5	chr10	17550177	17550184	+	0.000	0.000	Merged-chr10-17550297-37
NR2234--MA0037.3.GATA3	chr16	44242723	44242730	-	0.000	0.000	Merged-chr16-44242893-16
NR1248--MA0482.1.Gata4	chr12	84773167	84773177	+	0.000	0.000	Merged-chr12-84773092-54
NR1063--MA0035.3.Gata1	chr11	108101663	108101673	+	0.000	0.000	Merged-chr11-108101692-19
NR1679--MA1104.1.GATA6	chr13	114935606	114935618	-	0.000	0.000	Merged-chr13-114935699-10
NR5592--MA0037.3.GATA3	chr8	122533230	122533237	+	0.000	0.000	Merged-chr8-122533289-14
NR200--MA0036.3.GATA2	chr1	106738288	106738298	-	0.000	0.000	Merged-chr1-106738280-22
NR876--MA0766.1.GATA5	chr11	45959893	45959900	-	0.000	0.000	Merged-chr11-45959987-18
NR921--MA0140.2.GATA1::TAL1	chr11	68768568	68768585	-	0.000	0.000	Merged-chr11-68768507-16
NR5097--MA0036.3.GATA2	chr7	58181822	58181832	-	0.000	0.000	Merged-chr7-58181650-26
NR1418--MA0766.1.GATA5	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR2911--MA0482.1.Gata4	chr19	46338614	46338624	+	0.000	0.000	Merged-chr19-46338710-45
NR5031--MA0482.1.Gata4	chr7	27933591	27933601	-	0.000	0.000	Merged-chr7-27933719-74
NR3417--MA0482.1.Gata4	chr2	152768034	152768044	+	0.000	0.000	Merged-chr2-152767843-25
NR388--MA0037.3.GATA3	chr1	175631875	175631882	+	0.000	0.000	Merged-chr1-175631822-65
NR4091--MA0766.1.GATA5	chr4	133879300	133879307	-	0.000	0.000	Merged-chr4-133879423-50
NR5528--MA1104.1.GATA6	chr8	111955416	111955428	-	0.000	0.000	Merged-chr8-111955328-48
NR3848--MA1104.1.GATA6	chr3	159509170	159509182	-	0.000	0.000	Merged-chr3-159509158-33
NR1118--MA0482.1.Gata4	chr12	12172556	12172566	+	0.000	0.000	Merged-chr12-12172464-29
NR1026--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR3459--MA0766.1.GATA5	chr2	166719518	166719525	-	0.000	0.000	Merged-chr2-166719426-29
NR1498--MA0036.3.GATA2	chr13	68588414	68588424	-	0.000	0.000	Merged-chr13-68588513-35
NR956--MA0482.1.Gata4	chr11	79207970	79207980	+	0.000	0.000	Merged-chr11-79207824-18
NR6151--MA0766.1.GATA5	chrX	169086114	169086121	+	0.000	0.000	Merged-chrX-169085977-25
NR4808--MA0766.1.GATA5	chr6	124901074	124901081	-	0.000	0.000	Merged-chr6-124900946-82
NR3144--MA0036.3.GATA2	chr2	77327443	77327453	+	0.000	0.000	Merged-chr2-77327471-3
NR4646--MA0140.2.GATA1::TAL1	chr6	51073645	51073662	+	0.000	0.000	Merged-chr6-51073558-17
NR2991--MA0035.3.Gata1	chr2	19201776	19201786	-	0.000	0.000	Merged-chr2-19201871-12
NR2070--MA0140.2.GATA1::TAL1	chr15	78810498	78810515	+	0.000	0.000	Merged-chr15-78810431-5
NR3411--MA0140.2.GATA1::TAL1	chr2	151530963	151530980	-	0.000	0.000	Merged-chr2-151531035-38
NR4580--MA0766.1.GATA5	chr6	4664524	4664531	-	0.000	0.000	Merged-chr6-4664595-18
NR2051--MA0037.3.GATA3	chr15	76037809	76037816	+	0.000	0.000	Merged-chr15-76037668-45
NR2966--MA0766.1.GATA5	chr2	10581345	10581352	+	0.000	0.000	Merged-chr2-10581253-23
NR3543--MA0037.3.GATA3	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR4989--MA0035.3.Gata1	chr7	13302790	13302800	+	0.000	0.000	Merged-chr7-13302861-68
NR2643--MA0035.3.Gata1	chr18	34783578	34783588	+	0.000	0.000	Merged-chr18-34783714-45
NR3473--MA0482.1.Gata4	chr2	173586821	173586831	-	0.000	0.000	Merged-chr2-173586872-43
NR5034--MA0035.3.Gata1	chr7	27933592	27933602	-	0.000	0.000	Merged-chr7-27933719-74
NR2271--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR2542--MA0036.3.GATA2	chr17	71618157	71618167	+	0.000	0.000	Merged-chr17-71618121-41
NR4925--MA0140.2.GATA1::TAL1	chr6	136902663	136902680	-	0.000	0.000	Merged-chr6-136902691-26
NR2671--MA0140.2.GATA1::TAL1	chr18	56455769	56455786	-	0.000	0.000	Merged-chr18-56455831-43
NR5286--MA0035.3.Gata1	chr7	127144581	127144591	+	0.000	0.000	Merged-chr7-127144596-50
NR3033--MA1104.1.GATA6	chr2	31082841	31082853	+	0.000	0.000	Merged-chr2-31082849-41
NR4730--MA1104.1.GATA6	chr6	91172600	91172612	+	0.000	0.000	Merged-chr6-91172590-9
NR6021--MA0766.1.GATA5	chr9	123087722	123087729	+	0.000	0.000	Merged-chr9-123087769-13
NR2478--MA0037.3.GATA3	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR2048--MA0140.2.GATA1::TAL1	chr15	75786334	75786351	-	0.000	0.000	Merged-chr15-75786444-9
NR3948--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR5759--MA1104.1.GATA6	chr9	63785708	63785720	-	0.000	0.000	Merged-chr9-63785726-16
NR3505--MA0482.1.Gata4	chr3	9867514	9867524	-	0.000	0.000	Merged-chr3-9867662-24
NR4854--MA0036.3.GATA2	chr6	129997693	129997703	+	0.000	0.000	Merged-chr6-129997694-33
NR5712--MA0037.3.GATA3	chr9	45945098	45945105	+	0.000	0.000	Merged-chr9-45945206-63
NR2590--MA0035.3.Gata1	chr17	83307283	83307293	+	0.000	0.000	Merged-chr17-83307130-30
NR5437--MA0482.1.Gata4	chr8	72277431	72277441	+	0.000	0.000	Merged-chr8-72277394-10
NR3189--MA1104.1.GATA6	chr2	91101436	91101448	+	0.000	0.000	Merged-chr2-91101582-28
NR402--MA0035.3.Gata1	chr1	179734658	179734668	-	0.000	0.000	Merged-chr1-179734703-24
NR1114--MA1104.1.GATA6	chr12	4234232	4234244	-	0.000	0.000	Merged-chr12-4234133-70
NR301--MA0036.3.GATA2	chr1	151346962	151346972	+	0.000	0.000	Merged-chr1-151346878-17
NR1187--MA0482.1.Gata4	chr12	70078944	70078954	-	0.000	0.000	Merged-chr12-70078875-55
NR4830--MA0766.1.GATA5	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR4647--MA0037.3.GATA3	chr6	54158329	54158336	+	0.000	0.000	Merged-chr6-54158471-51
NR2741--MA0482.1.Gata4	chr18	73765132	73765142	+	0.000	0.000	Merged-chr18-73765273-28
NR5403--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR2619--MA0037.3.GATA3	chr18	13016561	13016568	-	0.000	0.000	Merged-chr18-13016580-10
NR1177--MA0035.3.Gata1	chr12	54568786	54568796	-	0.000	0.000	Merged-chr12-54568862-31
NR3037--MA0766.1.GATA5	chr2	32694254	32694261	-	0.000	0.000	Merged-chr2-32694192-49
NR346--MA0140.2.GATA1::TAL1	chr1	165763682	165763699	-	0.000	0.000	Merged-chr1-165763682-102
NR3631--MA0037.3.GATA3	chr3	101296680	101296687	+	0.000	0.000	Merged-chr3-101296807-2
NR4408--MA0037.3.GATA3	chr5	108670900	108670907	+	0.000	0.000	Merged-chr5-108670998-12
NR5292--MA0037.3.GATA3	chr7	128132355	128132362	-	0.000	0.000	Merged-chr7-128132284-5
NR2892--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR5799--MA0140.2.GATA1::TAL1	chr9	80081706	80081723	+	0.000	0.000	Merged-chr9-80081853-2
NR2958--MA0766.1.GATA5	chr2	9688420	9688427	+	0.000	0.000	Merged-chr2-9688295-16
NR2093--MA0035.3.Gata1	chr15	82914620	82914630	-	0.000	0.000	Merged-chr15-82914694-36
NR6090--MA0766.1.GATA5	chrX	77580110	77580117	+	0.000	0.000	Merged-chrX-77580117-37
NR5397--MA0482.1.Gata4	chr8	33898107	33898117	-	0.000	0.000	Merged-chr8-33898095-27
NR5434--MA0140.2.GATA1::TAL1	chr8	71542801	71542818	+	0.000	0.000	Merged-chr8-71542903-45
NR931--MA1104.1.GATA6	chr11	70653429	70653441	+	0.000	0.000	Merged-chr11-70653653-5
NR5448--MA0036.3.GATA2	chr8	79734393	79734403	-	0.000	0.000	Merged-chr8-79734534-16
NR5254--MA0482.1.Gata4	chr7	120729757	120729767	-	0.000	0.000	Merged-chr7-120729886-25
NR337--MA0766.1.GATA5	chr1	162615723	162615730	+	0.000	0.000	Merged-chr1-162615694-15
NR5049--MA0482.1.Gata4	chr7	30280499	30280509	-	0.000	0.000	Merged-chr7-30280528-94
NR79--MA0035.3.Gata1	chr1	61046120	61046130	-	0.000	0.000	Merged-chr1-61046287-60
NR55--MA0482.1.Gata4	chr1	51597407	51597417	-	0.000	0.000	Merged-chr1-51597319-48
NR861--MA0482.1.Gata4	chr11	23754515	23754525	-	0.000	0.000	Merged-chr11-23754497-34
NR4790--MA0766.1.GATA5	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR4575--MA0036.3.GATA2	chr6	3343983	3343993	+	0.000	0.000	Merged-chr6-3344027-33
NR1546--MA0482.1.Gata4	chr13	95697072	95697082	+	0.000	0.000	Merged-chr13-95697036-46
NR1770--MA0036.3.GATA2	chr14	53804602	53804612	-	0.000	0.000	Merged-chr14-53804367-59
NR2481--MA0036.3.GATA2	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR4785--MA0035.3.Gata1	chr6	122741375	122741385	+	0.000	0.000	Merged-chr6-122741375-12
NR3405--MA0037.3.GATA3	chr2	151530974	151530981	+	0.000	0.000	Merged-chr2-151531035-38
NR1930--MA0037.3.GATA3	chr14	121423099	121423106	+	0.000	0.000	Merged-chr14-121422910-45
NR4437--MA0035.3.Gata1	chr5	115474733	115474743	+	0.000	0.000	Merged-chr5-115474524-35
NR4607--MA0036.3.GATA2	chr6	22409092	22409102	-	0.000	0.000	Merged-chr6-22409213-46
NR2462--MA0482.1.Gata4	chr17	25828993	25829003	-	0.000	0.000	Merged-chr17-25828970-38
NR2912--MA1104.1.GATA6	chr19	46338612	46338624	-	0.000	0.000	Merged-chr19-46338710-45
NR5032--MA1104.1.GATA6	chr7	27933591	27933603	+	0.000	0.000	Merged-chr7-27933719-74
NR4793--MA0036.3.GATA2	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR2513--MA0036.3.GATA2	chr17	49435333	49435343	+	0.000	0.000	Merged-chr17-49435295-16
NR5900--MA0766.1.GATA5	chr9	100522273	100522280	+	0.000	0.000	Merged-chr9-100522209-27
NR4726--MA0766.1.GATA5	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR4716--MA0036.3.GATA2	chr6	86853547	86853557	-	0.000	0.000	Merged-chr6-86853576-1
NR2765--MA0036.3.GATA2	chr18	79353029	79353039	-	0.000	0.000	Merged-chr18-79353064-26
NR4251--MA0482.1.Gata4	chr5	30887490	30887500	-	0.000	0.000	Merged-chr5-30887642-12
NR1119--MA1104.1.GATA6	chr12	12172554	12172566	-	0.000	0.000	Merged-chr12-12172464-29
NR3527--MA1104.1.GATA6	chr3	37157268	37157280	+	0.000	0.000	Merged-chr3-37157248-37
NR1225--MA0140.2.GATA1::TAL1	chr12	76375655	76375672	-	0.000	0.000	Merged-chr12-76375733-19
NR2622--MA0036.3.GATA2	chr18	13016560	13016570	+	0.000	0.000	Merged-chr18-13016580-10
NR34--MA0482.1.Gata4	chr1	37544482	37544492	+	0.000	0.000	Merged-chr1-37544454-25
NR1228--MA1104.1.GATA6	chr12	76953749	76953761	-	0.000	0.000	Merged-chr12-76953735-9
NR2669--MA0036.3.GATA2	chr18	56435789	56435799	-	0.000	0.000	Merged-chr18-56435913-30
NR1781--MA0037.3.GATA3	chr14	55946380	55946387	+	0.000	0.000	Merged-chr14-55946478-14
NR2356--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR5408--MA0482.1.Gata4	chr8	36130497	36130507	-	0.000	0.000	Merged-chr8-36130475-35
NR4140--MA0036.3.GATA2	chr4	146484585	146484595	+	0.000	0.000	Merged-chr4-146484444-130
NR4411--MA0036.3.GATA2	chr5	108670898	108670908	-	0.000	0.000	Merged-chr5-108670998-12
NR221--MA0140.2.GATA1::TAL1	chr1	125466700	125466717	-	0.000	0.000	Merged-chr1-125466833-56
NR4216--MA0766.1.GATA5	chr5	20931521	20931528	-	0.000	0.000	Merged-chr5-20931511-6
NR497--MA0035.3.Gata1	chr10	17550175	17550185	-	0.000	0.000	Merged-chr10-17550297-37
NR4392--MA0036.3.GATA2	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR5169--MA0036.3.GATA2	chr7	90349363	90349373	-	0.000	0.000	Merged-chr7-90349289-16
NR2670--MA0035.3.Gata1	chr18	56435789	56435799	-	0.000	0.000	Merged-chr18-56435913-30
NR4416--MA0035.3.Gata1	chr5	109795700	109795710	+	0.000	0.000	Merged-chr5-109795581-1
NR4520--MA0036.3.GATA2	chr5	142406622	142406632	-	0.000	0.000	Merged-chr5-142406611-11
NR5773--MA0037.3.GATA3	chr9	69298080	69298087	-	0.000	0.000	Merged-chr9-69298140-58
NR4787--MA0482.1.Gata4	chr6	122742624	122742634	+	0.000	0.000	Merged-chr6-122742614-91
NR4397--MA0035.3.Gata1	chr5	105405277	105405287	+	0.000	0.000	Merged-chr5-105405259-24
NR1271--MA0037.3.GATA3	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR1510--MA0036.3.GATA2	chr13	89401467	89401477	+	0.000	0.000	Merged-chr13-89401429-25
NR377--MA0482.1.Gata4	chr1	171793636	171793646	-	0.000	0.000	Merged-chr1-171793480-13
NR1538--MA0482.1.Gata4	chr13	95524827	95524837	+	0.000	0.000	Merged-chr13-95524749-120
NR2221--MA0036.3.GATA2	chr16	36057523	36057533	-	0.000	0.000	Merged-chr16-36057640-19
NR5355--MA0482.1.Gata4	chr8	19703490	19703500	-	0.000	0.000	Merged-chr8-19703358-67
NR4375--MA0140.2.GATA1::TAL1	chr5	100070476	100070493	+	0.000	0.000	Merged-chr5-100070344-29
NR6114--MA0766.1.GATA5	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR6104--MA0036.3.GATA2	chrX	106171388	106171398	-	0.000	0.000	Merged-chrX-106171533-49
NR5860--MA0766.1.GATA5	chr9	95113475	95113482	-	0.000	0.000	Merged-chr9-95113538-34
NR37--MA0035.3.Gata1	chr1	37544481	37544491	+	0.000	0.000	Merged-chr1-37544454-25
NR2340--MA0766.1.GATA5	chr16	91061772	91061779	+	0.000	0.000	Merged-chr16-91061778-38
NR5438--MA1104.1.GATA6	chr8	72277429	72277441	-	0.000	0.000	Merged-chr8-72277394-10
NR2658--MA0766.1.GATA5	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR2648--MA0036.3.GATA2	chr18	37934532	37934542	-	0.000	0.000	Merged-chr18-37934580-2
NR2064--MA0035.3.Gata1	chr15	78571804	78571814	-	0.000	0.000	Merged-chr15-78571844-37
NR1188--MA1104.1.GATA6	chr12	70078944	70078956	+	0.000	0.000	Merged-chr12-70078875-55
NR2244--MA0766.1.GATA5	chr16	44349994	44350001	-	0.000	0.000	Merged-chr16-44349911-10
NR6152--MA0035.3.Gata1	chrX	169086112	169086122	-	0.000	0.000	Merged-chrX-169085977-25
NR2505--MA0036.3.GATA2	chr17	44893785	44893795	-	0.000	0.000	Merged-chr17-44893726-24
NR2977--MA0482.1.Gata4	chr2	11617067	11617077	+	0.000	0.000	Merged-chr2-11617013-39
NR4809--MA0035.3.Gata1	chr6	124901073	124901083	+	0.000	0.000	Merged-chr6-124900946-82
NR518--MA0482.1.Gata4	chr10	26322624	26322634	+	0.000	0.000	Merged-chr10-26322631-48
NR242--MA0766.1.GATA5	chr1	131638416	131638423	+	0.000	0.000	Merged-chr1-131638408-68
NR3073--MA0037.3.GATA3	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR4581--MA0035.3.Gata1	chr6	4664523	4664533	+	0.000	0.000	Merged-chr6-4664595-18
NR289--MA0766.1.GATA5	chr1	149758506	149758513	-	0.000	0.000	Merged-chr1-149758666-31
NR5656--MA1104.1.GATA6	chr9	13536774	13536786	+	0.000	0.000	Merged-chr9-13536890-20
NR237--MA0035.3.Gata1	chr1	131135105	131135115	-	0.000	0.000	Merged-chr1-131135243-3
NR2866--MA0036.3.GATA2	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR3724--MA0037.3.GATA3	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR6064--MA0036.3.GATA2	chrX	17365318	17365328	+	0.000	0.000	Merged-chrX-17365333-21
NR5741--MA0140.2.GATA1::TAL1	chr9	57659991	57660008	-	0.000	0.000	Merged-chr9-57659986-8
NR6022--MA0035.3.Gata1	chr9	123087720	123087730	-	0.000	0.000	Merged-chr9-123087769-13
NR1882--MA0037.3.GATA3	chr14	101892383	101892390	-	0.000	0.000	Merged-chr14-101892350-14
NR1677--MA0037.3.GATA3	chr13	114935608	114935615	-	0.000	0.000	Merged-chr13-114935699-10
NR4984--MA0482.1.Gata4	chr7	6127302	6127312	+	0.000	0.000	Merged-chr7-6127268-44
NR2433--MA0482.1.Gata4	chr17	17444592	17444602	+	0.000	0.000	Merged-chr17-17444556-14
NR5398--MA1104.1.GATA6	chr8	33898107	33898119	+	0.000	0.000	Merged-chr8-33898095-27
NR397--MA0140.2.GATA1::TAL1	chr1	178321442	178321459	-	0.000	0.000	Merged-chr1-178321345-28
NR503--MA0140.2.GATA1::TAL1	chr10	18892241	18892258	-	0.000	0.000	Merged-chr10-18892324-9
NR2879--MA0036.3.GATA2	chr19	32454885	32454895	+	0.000	0.000	Merged-chr19-32455050-22
NR625--MA0036.3.GATA2	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR2465--MA0036.3.GATA2	chr17	26532843	26532853	-	0.000	0.000	Merged-chr17-26532798-20
NR1438--MA0037.3.GATA3	chr13	42101817	42101824	-	0.000	0.000	Merged-chr13-42101708-35
NR862--MA1104.1.GATA6	chr11	23754515	23754527	+	0.000	0.000	Merged-chr11-23754497-34
NR1547--MA1104.1.GATA6	chr13	95697070	95697082	-	0.000	0.000	Merged-chr13-95697036-46
NR5185--MA0482.1.Gata4	chr7	100449172	100449182	+	0.000	0.000	Merged-chr7-100449076-60
NR1024--MA0037.3.GATA3	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR4264--MA0766.1.GATA5	chr5	37051253	37051260	+	0.000	0.000	Merged-chr5-37051336-115
NR1550--MA0035.3.Gata1	chr13	95697071	95697081	+	0.000	0.000	Merged-chr13-95697036-46
NR955--MA0140.2.GATA1::TAL1	chr11	79132071	79132088	-	0.000	0.000	Merged-chr11-79132078-52
NR4121--MA0766.1.GATA5	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR3422--MA0140.2.GATA1::TAL1	chr2	152789703	152789720	-	0.000	0.000	Merged-chr2-152789536-78
NR197--MA0035.3.Gata1	chr1	106581788	106581798	-	0.000	0.000	Merged-chr1-106581933-28
NR4828--MA1104.1.GATA6	chr6	126849234	126849246	+	0.000	0.000	Merged-chr6-126849069-62
NR3933--MA0766.1.GATA5	chr4	59281127	59281134	-	0.000	0.000	Merged-chr4-59281104-23
NR3923--MA0036.3.GATA2	chr4	59190871	59190881	-	0.000	0.000	Merged-chr4-59190847-19
NR909--MA0036.3.GATA2	chr11	58948839	58948849	-	0.000	0.000	Merged-chr11-58948790-70
NR1799--MA0037.3.GATA3	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR4644--MA0766.1.GATA5	chr6	50146483	50146490	-	0.000	0.000	Merged-chr6-50146420-23
NR4414--MA1104.1.GATA6	chr5	109795699	109795711	-	0.000	0.000	Merged-chr5-109795581-1
NR2606--MA0036.3.GATA2	chr17	87572845	87572855	-	0.000	0.000	Merged-chr17-87572921-1
NR2959--MA0035.3.Gata1	chr2	9688418	9688428	-	0.000	0.000	Merged-chr2-9688295-16
NR5079--MA0035.3.Gata1	chr7	45083050	45083060	+	0.000	0.000	Merged-chr7-45083107-80
NR4252--MA1104.1.GATA6	chr5	30887490	30887502	+	0.000	0.000	Merged-chr5-30887642-12
NR4615--MA0482.1.Gata4	chr6	33051808	33051818	-	0.000	0.000	Merged-chr6-33051908-11
NR3552--MA0140.2.GATA1::TAL1	chr3	54797433	54797450	-	0.000	0.000	Merged-chr3-54797384-22
NR2909--MA1104.1.GATA6	chr19	44554313	44554325	+	0.000	0.000	Merged-chr19-44554365-6
NR6091--MA0035.3.Gata1	chrX	77580108	77580118	-	0.000	0.000	Merged-chrX-77580117-37
NR2250--MA0482.1.Gata4	chr16	49774803	49774813	+	0.000	0.000	Merged-chr16-49774880-113
NR35--MA1104.1.GATA6	chr1	37544480	37544492	-	0.000	0.000	Merged-chr1-37544454-25
NR338--MA0035.3.Gata1	chr1	162615721	162615731	-	0.000	0.000	Merged-chr1-162615694-15
NR5409--MA1104.1.GATA6	chr8	36130497	36130509	+	0.000	0.000	Merged-chr8-36130475-35
NR4504--MA0036.3.GATA2	chr5	141045158	141045168	-	0.000	0.000	Merged-chr5-141045198-6
NR2348--MA0036.3.GATA2	chr16	93454219	93454229	-	0.000	0.000	Merged-chr16-93454367-31
NR4833--MA0482.1.Gata4	chr6	126995669	126995679	+	0.000	0.000	Merged-chr6-126995755-15
NR2882--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR3187--MA0037.3.GATA3	chr2	91101439	91101446	+	0.000	0.000	Merged-chr2-91101582-28
NR1680--MA0036.3.GATA2	chr13	114935607	114935617	+	0.000	0.000	Merged-chr13-114935699-10
NR4788--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR5844--MA0766.1.GATA5	chr9	92314083	92314090	-	0.000	0.000	Merged-chr9-92314019-19
NR3960--MA0482.1.Gata4	chr4	89044206	89044216	+	0.000	0.000	Merged-chr4-89044155-38
NR946--MA0482.1.Gata4	chr11	75169169	75169179	+	0.000	0.000	Merged-chr11-75169080-24
NR1603--MA0036.3.GATA2	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR4671--MA0482.1.Gata4	chr6	65612023	65612033	-	0.000	0.000	Merged-chr6-65612160-32
NR1539--MA1104.1.GATA6	chr13	95524825	95524837	-	0.000	0.000	Merged-chr13-95524749-120
NR5356--MA1104.1.GATA6	chr8	19703490	19703502	+	0.000	0.000	Merged-chr8-19703358-67
NR4296--MA0140.2.GATA1::TAL1	chr5	65737430	65737447	+	0.000	0.000	Merged-chr5-65737481-18
NR2938--MA0035.3.Gata1	chr19	58296956	58296966	+	0.000	0.000	Merged-chr19-58296968-24
NR532--MA0482.1.Gata4	chr10	39613038	39613048	+	0.000	0.000	Merged-chr10-39613248-57
NR1855--MA0036.3.GATA2	chr14	78687947	78687957	+	0.000	0.000	Merged-chr14-78687892-42
NR2295--MA0036.3.GATA2	chr16	66086701	66086711	+	0.000	0.000	Merged-chr16-66086640-17
NR1542--MA0035.3.Gata1	chr13	95524826	95524836	+	0.000	0.000	Merged-chr13-95524749-120
NR2438--MA0482.1.Gata4	chr17	18597364	18597374	+	0.000	0.000	Merged-chr17-18597509-40
NR1180--MA0766.1.GATA5	chr12	55051398	55051405	-	0.000	0.000	Merged-chr12-55051446-14
NR5901--MA0035.3.Gata1	chr9	100522271	100522281	-	0.000	0.000	Merged-chr9-100522209-27
NR711--MA0037.3.GATA3	chr10	99393614	99393621	+	0.000	0.000	Merged-chr10-99393384-65
NR4727--MA0035.3.Gata1	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR636--MA0140.2.GATA1::TAL1	chr10	83733970	83733987	+	0.000	0.000	Merged-chr10-83733897-13
NR4626--MA0036.3.GATA2	chr6	39284044	39284054	-	0.000	0.000	Merged-chr6-39284001-16
