#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1837--MA0511.2.RUNX2	chr11	73131193	73131201	-	0.000	0.000	Merged-chr11-73131233-35
NR2436--MA0002.2.RUNX1	chr12	86310024	86310034	+	0.000	0.000	Merged-chr12-86310059-67
NR8204--MA0002.2.RUNX1	chr5	111178473	111178483	+	0.000	0.000	Merged-chr5-111178626-62
NR10215--MA0002.2.RUNX1	chr8	115045156	115045166	-	0.000	0.000	Merged-chr8-115045189-13
NR2022--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR4800--MA0511.2.RUNX2	chr17	34630399	34630407	-	0.000	0.000	Merged-chr17-34630470-19
NR8932--MA0002.2.RUNX1	chr6	119918902	119918912	+	0.000	0.000	Merged-chr6-119918835-40
NR6981--MA0002.2.RUNX1	chr3	131153976	131153986	+	0.000	0.000	Merged-chr3-131154084-19
NR10738--MA0002.2.RUNX1	chr9	85671750	85671760	+	0.000	0.000	Merged-chr9-85671881-60
NR990--MA0511.2.RUNX2	chr10	30716232	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR6776--MA0002.2.RUNX1	chr3	89187824	89187834	-	0.000	0.000	Merged-chr3-89188181-94
NR7635--MA0684.1.RUNX3	chr4	134511127	134511136	-	0.000	0.000	Merged-chr4-134511089-32
NR7487--MA0002.2.RUNX1	chr4	102629841	102629851	+	0.000	0.000	Merged-chr4-102629885-23
NR957--MA0002.2.RUNX1	chr10	21354055	21354065	+	0.000	0.000	Merged-chr10-21353968-32
NR7238--MA0511.2.RUNX2	chr4	21842815	21842823	+	0.000	0.000	Merged-chr4-21842691-16
NR9838--MA0684.1.RUNX3	chr7	140981898	140981907	+	0.000	0.000	Merged-chr7-140982058-21
NR7887--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR2674--MA0684.1.RUNX3	chr12	115507559	115507568	+	0.000	0.000	Merged-chr12-115507664-28
NR8935--MA0511.2.RUNX2	chr6	120470985	120470993	-	0.000	0.000	Merged-chr6-120470872-38
NR2131--MA0002.2.RUNX1	chr11	116168236	116168246	-	0.000	0.000	Merged-chr11-116168194-50
NR5607--MA0684.1.RUNX3	chr19	42149675	42149684	+	0.000	0.000	Merged-chr19-42149753-11
NR5459--MA0002.2.RUNX1	chr19	8984575	8984585	+	0.000	0.000	Merged-chr19-8984601-50
NR10453--MA0684.1.RUNX3	chr9	41153627	41153636	-	0.000	0.000	Merged-chr9-41153398-36
NR9917--MA0511.2.RUNX2	chr8	22405902	22405910	-	0.000	0.000	Merged-chr8-22405869-37
NR10724--MA0684.1.RUNX3	chr9	83830066	83830075	-	0.000	0.000	Merged-chr9-83830058-10
NR8294--MA0002.2.RUNX1	chr5	124013087	124013097	+	0.000	0.000	Merged-chr5-124013138-22
NR814--MA0002.2.RUNX1	chr1	183264257	183264267	+	0.000	0.000	Merged-chr1-183264283-10
NR5144--MA0511.2.RUNX2	chr18	24091327	24091335	+	0.000	0.000	Merged-chr18-24091178-3
NR3193--MA0511.2.RUNX2	chr13	102895975	102895983	+	0.000	0.000	Merged-chr13-102896052-33
NR9276--MA0002.2.RUNX1	chr7	24407323	24407333	-	0.000	0.000	Merged-chr7-24407263-37
NR10532--MA0511.2.RUNX2	chr9	57272975	57272983	+	0.000	0.000	Merged-chr9-57273113-38
NR8965--MA0684.1.RUNX3	chr6	122804610	122804619	+	0.000	0.000	Merged-chr6-122804652-39
NR9676--MA0684.1.RUNX3	chr7	117433803	117433812	+	0.000	0.000	Merged-chr7-117433722-72
NR4463--MA0684.1.RUNX3	chr16	59564220	59564229	+	0.000	0.000	Merged-chr16-59564268-14
NR4734--MA0684.1.RUNX3	chr17	25867733	25867742	-	0.000	0.000	Merged-chr17-25867746-11
NR3116--MA0511.2.RUNX2	chr13	95813840	95813848	-	0.000	0.000	Merged-chr13-95813903-46
NR2240--MA0002.2.RUNX1	chr12	25784513	25784523	-	0.000	0.000	Merged-chr12-25784585-45
NR4542--MA0511.2.RUNX2	chr16	90727286	90727294	+	0.000	0.000	Merged-chr16-90727331-89
NR381--MA0002.2.RUNX1	chr1	105443391	105443401	-	0.000	0.000	Merged-chr1-105443622-43
NR1214--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR6123--MA0002.2.RUNX1	chr2	102940362	102940372	+	0.000	0.000	Merged-chr2-102940333-7
NR6789--MA0002.2.RUNX1	chr3	90587001	90587011	+	0.000	0.000	Merged-chr3-90587051-129
NR7648--MA0684.1.RUNX3	chr4	135520640	135520649	+	0.000	0.000	Merged-chr4-135520643-13
NR7919--MA0684.1.RUNX3	chr5	34538613	34538622	-	0.000	0.000	Merged-chr5-34538812-69
NR2492--MA0002.2.RUNX1	chr12	98269813	98269823	-	0.000	0.000	Merged-chr12-98269804-132
NR5697--MA0684.1.RUNX3	chr19	58238494	58238503	-	0.000	0.000	Merged-chr19-58238492-37
NR10165--MA0511.2.RUNX2	chr8	106561277	106561285	+	0.000	0.000	Merged-chr8-106561375-36
NR3146--MA0684.1.RUNX3	chr13	98684463	98684472	+	0.000	0.000	Merged-chr13-98684546-11
NR2514--MA0511.2.RUNX2	chr12	100711235	100711243	-	0.000	0.000	Merged-chr12-100711122-1
NR6851--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR9037--MA0002.2.RUNX1	chr6	130312073	130312083	-	0.000	0.000	Merged-chr6-130312055-26
NR2620--MA0002.2.RUNX1	chr12	111913012	111913022	-	0.000	0.000	Merged-chr12-111913088-13
NR433--MA0684.1.RUNX3	chr1	125487532	125487541	+	0.000	0.000	Merged-chr1-125487640-13
NR9388--MA0511.2.RUNX2	chr7	64141526	64141534	+	0.000	0.000	Merged-chr7-64141555-53
NR3669--MA0684.1.RUNX3	chr14	79115159	79115168	-	0.000	0.000	Merged-chr14-79115074-10
NR3126--MA0002.2.RUNX1	chr13	95951236	95951246	+	0.000	0.000	Merged-chr13-95951245-46
NR4552--MA0002.2.RUNX1	chr16	91076468	91076478	-	0.000	0.000	Merged-chr16-91076341-10
NR2544--MA0684.1.RUNX3	chr12	104066556	104066565	-	0.000	0.000	Merged-chr12-104066472-5
NR4823--MA0002.2.RUNX1	chr17	43645395	43645405	-	0.000	0.000	Merged-chr17-43645396-23
NR4347--MA0002.2.RUNX1	chr16	43699127	43699137	+	0.000	0.000	Merged-chr16-43699187-66
NR2872--MA0002.2.RUNX1	chr13	37403754	37403764	+	0.000	0.000	Merged-chr13-37403815-12
NR2396--MA0002.2.RUNX1	chr12	80069269	80069279	+	0.000	0.000	Merged-chr12-80069261-23
NR2667--MA0002.2.RUNX1	chr12	115145466	115145476	+	0.000	0.000	Merged-chr12-115145586-48
NR956--MA0684.1.RUNX3	chr10	21252330	21252339	-	0.000	0.000	Merged-chr10-21252266-47
NR8164--MA0002.2.RUNX1	chr5	105306091	105306101	-	0.000	0.000	Merged-chr5-105306151-101
NR8435--MA0002.2.RUNX1	chr5	148769564	148769574	-	0.000	0.000	Merged-chr5-148769647-40
NR4204--MA0002.2.RUNX1	chr16	13409816	13409826	-	0.000	0.000	Merged-chr16-13409957-27
NR7409--MA0684.1.RUNX3	chr4	88088936	88088945	-	0.000	0.000	Merged-chr4-88088936-18
NR2253--MA0002.2.RUNX1	chr12	32895345	32895355	+	0.000	0.000	Merged-chr12-32895351-16
NR11001--MA0002.2.RUNX1	chr9	122233120	122233130	+	0.000	0.000	Merged-chr9-122233247-97
NR1449--MA0511.2.RUNX2	chr10	121382804	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR3778--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR394--MA0002.2.RUNX1	chr1	106566929	106566939	-	0.000	0.000	Merged-chr1-106566841-3
NR8021--MA0002.2.RUNX1	chr5	67155858	67155868	-	0.000	0.000	Merged-chr5-67155759-12
NR10698--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR1079--MA0002.2.RUNX1	chr10	60290308	60290318	+	0.000	0.000	Merged-chr10-60290356-31
NR4390--MA0002.2.RUNX1	chr16	49951991	49952001	-	0.000	0.000	Merged-chr16-49952137-20
NR4932--MA0002.2.RUNX1	chr17	64332315	64332325	+	0.000	0.000	Merged-chr17-64332180-104
NR10654--MA0511.2.RUNX2	chr9	72390455	72390463	-	0.000	0.000	Merged-chr9-72390608-30
NR2110--MA0002.2.RUNX1	chr11	113194938	113194948	-	0.000	0.000	Merged-chr11-113194847-27
NR10161--MA0684.1.RUNX3	chr8	105860437	105860446	+	0.000	0.000	Merged-chr8-105860627-52
NR1479--MA0684.1.RUNX3	chr10	127225759	127225768	-	0.000	0.000	Merged-chr10-127225928-35
NR2510--MA0684.1.RUNX3	chr12	99576853	99576862	+	0.000	0.000	Merged-chr12-99576915-38
NR9970--MA0002.2.RUNX1	chr8	35614237	35614247	+	0.000	0.000	Merged-chr8-35614188-31
NR7518--MA0684.1.RUNX3	chr4	108371652	108371661	+	0.000	0.000	Merged-chr4-108371608-19
NR5296--MA0684.1.RUNX3	chr18	66441215	66441224	+	0.000	0.000	Merged-chr18-66441212-1
NR9877--MA0511.2.RUNX2	chr8	3354617	3354625	-	0.000	0.000	Merged-chr8-3354570-64
NR4664--MA0511.2.RUNX2	chr17	8225309	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR446--MA0684.1.RUNX3	chr1	127651301	127651310	+	0.000	0.000	Merged-chr1-127651305-2
NR6993--MA0684.1.RUNX3	chr3	133506492	133506501	+	0.000	0.000	Merged-chr3-133506515-24
NR8130--MA0002.2.RUNX1	chr5	98016941	98016951	-	0.000	0.000	Merged-chr5-98016849-63
NR298--MA0002.2.RUNX1	chr1	87607792	87607802	-	0.000	0.000	Merged-chr1-87607643-76
NR3139--MA0002.2.RUNX1	chr13	98124604	98124614	-	0.000	0.000	Merged-chr13-98124541-43
NR6450--MA0002.2.RUNX1	chr2	166610520	166610530	-	0.000	0.000	Merged-chr2-166610595-30
NR97--MA0684.1.RUNX3	chr1	40470101	40470110	-	0.000	0.000	Merged-chr1-40470075-45
NR155--MA0002.2.RUNX1	chr1	54871549	54871559	-	0.000	0.000	Merged-chr1-54871447-51
NR6916--MA0684.1.RUNX3	chr3	116652129	116652138	-	0.000	0.000	Merged-chr3-116652176-28
NR6973--MA0002.2.RUNX1	chr3	130059977	130059987	-	0.000	0.000	Merged-chr3-130059995-8
NR9036--MA0684.1.RUNX3	chr6	130288355	130288364	+	0.000	0.000	Merged-chr6-130288327-19
NR6497--MA0002.2.RUNX1	chr2	174555970	174555980	-	0.000	0.000	Merged-chr2-174555978-36
NR4151--MA0002.2.RUNX1	chr15	102160656	102160666	+	0.000	0.000	Merged-chr15-102160711-16
NR2471--MA0002.2.RUNX1	chr12	91765685	91765695	-	0.000	0.000	Merged-chr12-91765630-19
NR10144--MA0511.2.RUNX2	chr8	96852011	96852019	-	0.000	0.000	Merged-chr8-96851957-10
NR1667--MA0511.2.RUNX2	chr11	43767288	43767296	+	0.000	0.000	Merged-chr11-43767173-52
NR77--MA0002.2.RUNX1	chr1	38777641	38777651	-	0.000	0.000	Merged-chr1-38777708-41
NR760--MA0684.1.RUNX3	chr1	179493151	179493160	+	0.000	0.000	Merged-chr1-179493163-27
NR2537--MA0002.2.RUNX1	chr12	102651562	102651572	-	0.000	0.000	Merged-chr12-102651576-1
NR3125--MA0684.1.RUNX3	chr13	95913143	95913152	-	0.000	0.000	Merged-chr13-95913173-23
NR1174--MA0684.1.RUNX3	chr10	79897903	79897912	+	0.000	0.000	Merged-chr10-79897818-26
NR8034--MA0002.2.RUNX1	chr5	72636227	72636237	+	0.000	0.000	Merged-chr5-72636293-57
NR7706--MA0511.2.RUNX2	chr4	143258769	143258777	-	0.000	0.000	Merged-chr4-143258700-12
NR3204--MA0511.2.RUNX2	chr13	104112660	104112668	-	0.000	0.000	Merged-chr13-104112753-39
NR2666--MA0684.1.RUNX3	chr12	115055237	115055246	+	0.000	0.000	Merged-chr12-115055317-37
NR9016--MA0002.2.RUNX1	chr6	129598094	129598104	-	0.000	0.000	Merged-chr6-129598126-11
NR4945--MA0002.2.RUNX1	chr17	65929515	65929525	-	0.000	0.000	Merged-chr17-65929405-47
NR7065--MA0002.2.RUNX1	chr3	142207651	142207661	+	0.000	0.000	Merged-chr3-142207646-13
NR8927--MA0511.2.RUNX2	chr6	119848058	119848066	-	0.000	0.000	Merged-chr6-119848153-79
NR5057--MA0684.1.RUNX3	chr17	86880725	86880734	+	0.000	0.000	Merged-chr17-86880662-37
NR1319--MA0511.2.RUNX2	chr10	98786239	98786247	+	0.000	0.000	Merged-chr10-98786079-74
NR10445--MA0684.1.RUNX3	chr9	40416231	40416240	+	0.000	0.000	Merged-chr9-40416301-7
NR2950--MA0511.2.RUNX2	chr13	55418166	55418174	-	0.000	0.000	Merged-chr13-55418309-36
NR8762--MA0002.2.RUNX1	chr6	89065030	89065040	+	0.000	0.000	Merged-chr6-89065226-11
NR264--MA0002.2.RUNX1	chr1	80015642	80015652	-	0.000	0.000	Merged-chr1-80015644-32
NR10568--MA0002.2.RUNX1	chr9	61630506	61630516	-	0.000	0.000	Merged-chr9-61630561-11
NR9416--MA0684.1.RUNX3	chr7	73572692	73572701	-	0.000	0.000	Merged-chr7-73572750-41
NR7194--MA0684.1.RUNX3	chr4	6924977	6924986	+	0.000	0.000	Merged-chr4-6924913-49
NR63--MA0684.1.RUNX3	chr1	36722613	36722622	+	0.000	0.000	Merged-chr1-36722737-4
NR2523--MA0684.1.RUNX3	chr12	100895669	100895678	-	0.000	0.000	Merged-chr12-100895499-71
NR393--MA0684.1.RUNX3	chr1	106401081	106401090	+	0.000	0.000	Merged-chr1-106401097-25
NR4882--MA0511.2.RUNX2	chr17	51891831	51891839	+	0.000	0.000	Merged-chr17-51891929-12
NR935--MA0684.1.RUNX3	chr10	13970472	13970481	-	0.000	0.000	Merged-chr10-13970545-12
NR10031--MA0684.1.RUNX3	chr8	64871800	64871809	-	0.000	0.000	Merged-chr8-64871934-64
NR8143--MA0002.2.RUNX1	chr5	102960141	102960151	-	0.000	0.000	Merged-chr5-102960204-17
NR2997--MA0511.2.RUNX2	chr13	73491291	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR9002--MA0684.1.RUNX3	chr6	127302987	127302996	+	0.000	0.000	Merged-chr6-127302896-25
NR7117--MA0684.1.RUNX3	chr3	146764992	146765001	-	0.000	0.000	Merged-chr3-146765113-32
NR3108--MA0511.2.RUNX2	chr13	95449935	95449943	+	0.000	0.000	Merged-chr13-95449730-51
NR5289--MA0002.2.RUNX1	chr18	65691625	65691635	-	0.000	0.000	Merged-chr18-65691617-34
NR8814--MA0684.1.RUNX3	chr6	99435255	99435264	+	0.000	0.000	Merged-chr6-99435291-39
NR10078--MA0684.1.RUNX3	chr8	81572864	81572873	+	0.000	0.000	Merged-chr8-81572647-16
NR3089--MA0511.2.RUNX2	chr13	92859009	92859017	-	0.000	0.000	Merged-chr13-92859070-18
NR6671--MA0511.2.RUNX2	chr3	58671329	58671337	+	0.000	0.000	Merged-chr3-58671349-14
NR9333--MA0511.2.RUNX2	chr7	39650867	39650875	+	0.000	0.000	Merged-chr7-39650740-5
NR8400--MA0684.1.RUNX3	chr5	144126109	144126118	+	0.000	0.000	Merged-chr5-144126158-36
NR5861--MA0002.2.RUNX1	chr2	34162613	34162623	-	0.000	0.000	Merged-chr2-34162703-13
NR230--MA0002.2.RUNX1	chr1	71577187	71577197	+	0.000	0.000	Merged-chr1-71577265-1
NR10206--MA0684.1.RUNX3	chr8	114801886	114801895	-	0.000	0.000	Merged-chr8-114801884-47
NR6572--MA0002.2.RUNX1	chr3	18624050	18624060	-	0.000	0.000	Merged-chr3-18624063-31
NR5497--MA0511.2.RUNX2	chr19	21623559	21623567	-	0.000	0.000	Merged-chr19-21623609-22
NR10058--MA0002.2.RUNX1	chr8	77268979	77268989	-	0.000	0.000	Merged-chr8-77268946-1
NR1901--MA0002.2.RUNX1	chr11	83079953	83079963	-	0.000	0.000	Merged-chr11-83079974-51
NR4021--MA0002.2.RUNX1	chr15	80319601	80319611	+	0.000	0.000	Merged-chr15-80319451-11
NR4958--MA0002.2.RUNX1	chr17	71678129	71678139	+	0.000	0.000	Merged-chr17-71678086-8
NR1266--MA0511.2.RUNX2	chr10	93225947	93225955	-	0.000	0.000	Merged-chr10-93225944-30
NR8923--MA0684.1.RUNX3	chr6	119451208	119451217	+	0.000	0.000	Merged-chr6-119451010-23
NR6101--MA0684.1.RUNX3	chr2	91876520	91876529	-	0.000	0.000	Merged-chr2-91876592-59
NR1882--MA0002.2.RUNX1	chr11	79962470	79962480	+	0.000	0.000	Merged-chr11-79962407-53
NR6224--MA0002.2.RUNX1	chr2	128335823	128335833	+	0.000	0.000	Merged-chr2-128335870-5
NR9429--MA0684.1.RUNX3	chr7	75600614	75600623	+	0.000	0.000	Merged-chr7-75600674-52
NR8731--MA0511.2.RUNX2	chr6	86600251	86600259	+	0.000	0.000	Merged-chr6-86600149-54
NR948--MA0684.1.RUNX3	chr10	19991974	19991983	-	0.000	0.000	Merged-chr10-19991968-38
NR8361--MA0002.2.RUNX1	chr5	139303758	139303768	-	0.000	0.000	Merged-chr5-139303910-62
NR6681--MA0002.2.RUNX1	chr3	60472474	60472484	+	0.000	0.000	Merged-chr3-60472640-67
NR6747--MA0002.2.RUNX1	chr3	84679038	84679048	-	0.000	0.000	Merged-chr3-84679070-45
NR2122--MA0684.1.RUNX3	chr11	115231721	115231730	+	0.000	0.000	Merged-chr11-115231746-46
NR2788--MA0684.1.RUNX3	chr13	13729841	13729850	-	0.000	0.000	Merged-chr13-13729900-19
NR9409--MA0002.2.RUNX1	chr7	72114849	72114859	-	0.000	0.000	Merged-chr7-72114875-2
NR8761--MA0684.1.RUNX3	chr6	88939628	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR10567--MA0684.1.RUNX3	chr9	61332432	61332441	-	0.000	0.000	Merged-chr9-61332388-31
NR7209--MA0511.2.RUNX2	chr4	11077683	11077691	+	0.000	0.000	Merged-chr4-11077783-17
NR9809--MA0684.1.RUNX3	chr7	136255793	136255802	-	0.000	0.000	Merged-chr7-136255803-24
NR7587--MA0684.1.RUNX3	chr4	128610100	128610109	+	0.000	0.000	Merged-chr4-128610042-53
NR1027--MA0511.2.RUNX2	chr10	44565402	44565410	-	0.000	0.000	Merged-chr10-44565261-15
NR10991--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR5115--MA0511.2.RUNX2	chr18	14985714	14985722	-	0.000	0.000	Merged-chr18-14985821-9
NR7173--MA0684.1.RUNX3	chr3	157572188	157572197	-	0.000	0.000	Merged-chr3-157572162-49
NR4848--MA0684.1.RUNX3	chr17	46870743	46870752	+	0.000	0.000	Merged-chr17-46870796-80
NR5559--MA0684.1.RUNX3	chr19	33223078	33223087	-	0.000	0.000	Merged-chr19-33223001-63
NR4861--MA0511.2.RUNX2	chr17	50167698	50167706	+	0.000	0.000	Merged-chr17-50167764-6
NR8394--MA0684.1.RUNX3	chr5	143485132	143485141	-	0.000	0.000	Merged-chr5-143485209-17
NR8993--MA0002.2.RUNX1	chr6	125493107	125493117	+	0.000	0.000	Merged-chr6-125493098-13
NR4286--MA0002.2.RUNX1	chr16	30181346	30181356	+	0.000	0.000	Merged-chr16-30181350-22
NR6793--MA0511.2.RUNX2	chr3	90615626	90615634	-	0.000	0.000	Merged-chr3-90615498-36
NR4828--MA0002.2.RUNX1	chr17	44121820	44121830	-	0.000	0.000	Merged-chr17-44121634-62
NR1407--MA0511.2.RUNX2	chr10	118407016	118407024	+	0.000	0.000	Merged-chr10-118407091-36
NR7219--MA0002.2.RUNX1	chr4	11507352	11507362	+	0.000	0.000	Merged-chr4-11507334-14
NR2006--MA0002.2.RUNX1	chr11	99142950	99142960	+	0.000	0.000	Merged-chr11-99142912-8
NR8522--MA0684.1.RUNX3	chr6	30592266	30592275	-	0.000	0.000	Merged-chr6-30592201-27
NR6842--MA0684.1.RUNX3	chr3	101800520	101800529	+	0.000	0.000	Merged-chr3-101800601-48
NR7077--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR2611--MA0684.1.RUNX3	chr12	110506352	110506361	+	0.000	0.000	Merged-chr12-110506270-12
NR8996--MA0511.2.RUNX2	chr6	126995693	126995701	-	0.000	0.000	Merged-chr6-126995755-15
NR103--MA0511.2.RUNX2	chr1	40585669	40585677	-	0.000	0.000	Merged-chr1-40585603-1
NR6650--MA0511.2.RUNX2	chr3	52498990	52498998	-	0.000	0.000	Merged-chr3-52498930-55
NR10136--MA0511.2.RUNX2	chr8	95001807	95001815	+	0.000	0.000	Merged-chr8-95001890-40
NR481--MA0684.1.RUNX3	chr1	132618072	132618081	-	0.000	0.000	Merged-chr1-132618127-11
NR6716--MA0511.2.RUNX2	chr3	75930327	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR4494--MA0511.2.RUNX2	chr16	78546726	78546734	+	0.000	0.000	Merged-chr16-78546881-68
NR5840--MA0002.2.RUNX1	chr2	30587368	30587378	+	0.000	0.000	Merged-chr2-30587397-33
NR6223--MA0684.1.RUNX3	chr2	128153203	128153212	-	0.000	0.000	Merged-chr2-128153146-97
NR4395--MA0002.2.RUNX1	chr16	50372709	50372719	-	0.000	0.000	Merged-chr16-50372785-42
NR4666--MA0002.2.RUNX1	chr17	8236108	8236118	-	0.000	0.000	Merged-chr17-8235955-6
NR10659--MA0511.2.RUNX2	chr9	73240486	73240494	+	0.000	0.000	Merged-chr9-73240337-9
NR4080--MA0511.2.RUNX2	chr15	93913639	93913647	+	0.000	0.000	Merged-chr15-93913565-49
NR799--MA0684.1.RUNX3	chr1	182504346	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR8483--MA0002.2.RUNX1	chr6	8712113	8712123	+	0.000	0.000	Merged-chr6-8712206-28
NR3812--MA0002.2.RUNX1	chr15	12606557	12606567	-	0.000	0.000	Merged-chr15-12606518-21
NR8549--MA0002.2.RUNX1	chr6	37447839	37447849	-	0.000	0.000	Merged-chr6-37448067-27
NR6869--MA0002.2.RUNX1	chr3	107761655	107761665	+	0.000	0.000	Merged-chr3-107761625-19
NR4318--MA0002.2.RUNX1	chr16	35485045	35485055	-	0.000	0.000	Merged-chr16-35485007-20
NR8883--MA0684.1.RUNX3	chr6	115594629	115594638	+	0.000	0.000	Merged-chr6-115594731-47
NR5029--MA0002.2.RUNX1	chr17	84758459	84758469	-	0.000	0.000	Merged-chr17-84758646-47
NR8949--MA0684.1.RUNX3	chr6	122293951	122293960	-	0.000	0.000	Merged-chr6-122294065-56
NR6998--MA0684.1.RUNX3	chr3	133624206	133624215	+	0.000	0.000	Merged-chr3-133624254-1
NR8406--MA0002.2.RUNX1	chr5	144221511	144221521	-	0.000	0.000	Merged-chr5-144221643-44
NR193--MA0511.2.RUNX2	chr1	60777111	60777119	-	0.000	0.000	Merged-chr1-60777260-88
NR4775--MA0002.2.RUNX1	chr17	30842449	30842459	-	0.000	0.000	Merged-chr17-30842407-10
NR10102--MA0511.2.RUNX2	chr8	86856476	86856484	+	0.000	0.000	Merged-chr8-86856376-59
NR5429--MA0684.1.RUNX3	chr18	89214999	89215008	-	0.000	0.000	Merged-chr18-89214991-26
NR8740--MA0684.1.RUNX3	chr6	86849016	86849025	+	0.000	0.000	Merged-chr6-86849148-101
NR8387--MA0002.2.RUNX1	chr5	142448343	142448353	+	0.000	0.000	Merged-chr5-142448272-36
NR1970--MA0002.2.RUNX1	chr11	95777702	95777712	+	0.000	0.000	Merged-chr11-95777825-14
NR8929--MA0002.2.RUNX1	chr6	119918695	119918705	-	0.000	0.000	Merged-chr6-119918835-40
NR4033--MA0684.1.RUNX3	chr15	82111958	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR4090--MA0002.2.RUNX1	chr15	94453065	94453075	-	0.000	0.000	Merged-chr15-94453103-20
NR5508--MA0511.2.RUNX2	chr19	24971561	24971569	+	0.000	0.000	Merged-chr19-24971475-35
NR4361--MA0002.2.RUNX1	chr16	45204612	45204622	+	0.000	0.000	Merged-chr16-45204582-16
NR3286--MA0511.2.RUNX2	chr13	113549212	113549220	-	0.000	0.000	Merged-chr13-113549207-25
NR8343--MA0511.2.RUNX2	chr5	137305616	137305624	+	0.000	0.000	Merged-chr5-137305628-4
NR6934--MA0511.2.RUNX2	chr3	122721655	122721663	-	0.000	0.000	Merged-chr3-122721694-22
NR494--MA0684.1.RUNX3	chr1	133847641	133847650	-	0.000	0.000	Merged-chr1-133847657-11
NR2747--MA0002.2.RUNX1	chr13	6652639	6652649	-	0.000	0.000	Merged-chr13-6652733-20
NR10798--MA0684.1.RUNX3	chr9	94993741	94993750	+	0.000	0.000	Merged-chr9-94993790-30
NR222--MA0002.2.RUNX1	chr1	66932130	66932140	+	0.000	0.000	Merged-chr1-66932043-30
NR5489--MA0511.2.RUNX2	chr19	20931536	20931544	+	0.000	0.000	Merged-chr19-20931393-10
NR1622--MA0002.2.RUNX1	chr11	30182768	30182778	-	0.000	0.000	Merged-chr11-30182963-54
NR2210--MA0684.1.RUNX3	chr12	16202689	16202698	-	0.000	0.000	Merged-chr12-16202520-13
NR2128--MA0002.2.RUNX1	chr11	115839033	115839043	+	0.000	0.000	Merged-chr11-115839007-18
NR11161--MA0511.2.RUNX2	chrX	106622660	106622668	+	0.000	0.000	Merged-chrX-106622619-36
NR474--MA0002.2.RUNX1	chr1	131993387	131993397	-	0.000	0.000	Merged-chr1-131993308-10
NR2955--MA0511.2.RUNX2	chr13	56476959	56476967	+	0.000	0.000	Merged-chr13-56477022-46
NR269--MA0002.2.RUNX1	chr1	82836463	82836473	-	0.000	0.000	Merged-chr1-82836652-59
NR6421--MA0002.2.RUNX1	chr2	164081736	164081746	+	0.000	0.000	Merged-chr2-164081803-8
NR8452--MA0511.2.RUNX2	chr5	149641833	149641841	-	0.000	0.000	Merged-chr5-149641711-30
NR4807--MA0002.2.RUNX1	chr17	35231247	35231257	+	0.000	0.000	Merged-chr17-35231264-33
NR10258--MA0511.2.RUNX2	chr8	119914363	119914371	-	0.000	0.000	Merged-chr8-119914410-20
NR7913--MA0002.2.RUNX1	chr5	32089633	32089643	-	0.000	0.000	Merged-chr5-32089637-4
NR2270--MA0511.2.RUNX2	chr12	36019763	36019771	-	0.000	0.000	Merged-chr12-36019766-41
NR8082--MA0002.2.RUNX1	chr5	91283137	91283147	+	0.000	0.000	Merged-chr5-91283193-32
NR4394--MA0684.1.RUNX3	chr16	50298929	50298938	-	0.000	0.000	Merged-chr16-50299012-15
NR6739--MA0002.2.RUNX1	chr3	84069505	84069515	+	0.000	0.000	Merged-chr3-84069466-34
NR8975--MA0511.2.RUNX2	chr6	124730117	124730125	+	0.000	0.000	Merged-chr6-124730249-43
NR6424--MA0511.2.RUNX2	chr2	164360574	164360582	-	0.000	0.000	Merged-chr2-164360506-23
NR8753--MA0684.1.RUNX3	chr6	87541295	87541304	+	0.000	0.000	Merged-chr6-87541310-26
NR2793--MA0511.2.RUNX2	chr13	17975976	17975984	+	0.000	0.000	Merged-chr13-17976038-42
