#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR2885--MA0501.1.MAF::NFE2	chr12	16339278	16339292	+	0.000	0.000	Merged-chr12-16339165-4
NR576--MA0496.2.MAFK	chr1	105971887	105971905	-	0.000	0.000	Merged-chr1-105971949-55
NR3120--MA0495.2.MAFF	chr12	76052065	76052085	-	0.000	0.000	Merged-chr12-76052186-4
NR7753--MA0501.1.MAF::NFE2	chr2	57407769	57407783	+	0.000	0.000	Merged-chr2-57407840-54
NR1119--MA0496.2.MAFK	chr1	182528173	182528191	-	0.000	0.000	Merged-chr1-182528373-67
NR12627--MA0591.1.Bach1::Mafk	chr7	27508829	27508843	-	0.000	0.000	Merged-chr7-27508743-1
NR10970--MA0117.2.Mafb	chr5	72159920	72159931	-	0.000	0.000	Merged-chr5-72159731-18
NR7657--MA0501.1.MAF::NFE2	chr2	43756690	43756704	+	0.000	0.000	Merged-chr2-43756825-12
NR7347--MA0117.2.Mafb	chr19	44282812	44282823	-	0.000	0.000	Merged-chr19-44282748-31
NR6670--MA0591.1.Bach1::Mafk	chr18	11954646	11954660	+	0.000	0.000	Merged-chr18-11954741-24
NR8889--MA0117.2.Mafb	chr3	37738388	37738399	+	0.000	0.000	Merged-chr3-37738517-40
NR12018--MA0089.1.MAFG::NFE2L1	chr6	99057059	99057064	+	0.000	0.000	Merged-chr6-99057290-54
NR136--MA0089.1.MAFG::NFE2L1	chr1	36273513	36273518	+	0.000	0.000	Merged-chr1-36273311-46
NR3746--MA0089.1.MAFG::NFE2L1	chr13	44819508	44819513	-	0.000	0.000	Merged-chr13-44819494-25
NR839--MA0591.1.Bach1::Mafk	chr1	152831295	152831309	-	0.000	0.000	Merged-chr1-152831430-11
NR259--MA0495.2.MAFF	chr1	60902847	60902867	-	0.000	0.000	Merged-chr1-60902675-29
NR7598--MA0659.1.MAFG	chr2	31172199	31172219	-	0.000	0.000	Merged-chr2-31172206-22
NR3353--MA0495.2.MAFF	chr12	106447410	106447430	-	0.000	0.000	Merged-chr12-106447324-1
NR10939--MA0117.2.Mafb	chr5	65898037	65898048	+	0.000	0.000	Merged-chr5-65898025-23
NR1675--MA0501.1.MAF::NFE2	chr10	75170652	75170666	-	0.000	0.000	Merged-chr10-75170572-27
NR13471--MA0501.1.MAF::NFE2	chr8	26169148	26169162	+	0.000	0.000	Merged-chr8-26169298-28
NR2611--MA0501.1.MAF::NFE2	chr11	90225245	90225259	+	0.000	0.000	Merged-chr11-90225249-59
NR10870--MA0495.2.MAFF	chr5	53401309	53401329	+	0.000	0.000	Merged-chr5-53401251-38
NR4762--MA0089.1.MAFG::NFE2L1	chr14	75197972	75197977	-	0.000	0.000	Merged-chr14-75197932-9
NR2473--MA0496.2.MAFK	chr11	62822165	62822183	+	0.000	0.000	Merged-chr11-62822095-14
NR4655--MA0117.2.Mafb	chr14	62879728	62879739	-	0.000	0.000	Merged-chr14-62879632-33
NR6747--MA0089.1.MAFG::NFE2L1	chr18	32485149	32485154	+	0.000	0.000	Merged-chr18-32485174-19
NR2247--MA0117.2.Mafb	chr11	22814193	22814204	-	0.000	0.000	Merged-chr11-22814136-127
NR3355--MA0659.1.MAFG	chr12	106447410	106447430	-	0.000	0.000	Merged-chr12-106447324-1
NR5918--MA0089.1.MAFG::NFE2L1	chr16	76409439	76409444	-	0.000	0.000	Merged-chr16-76409543-10
NR901--MA0089.1.MAFG::NFE2L1	chr1	156870994	156870999	-	0.000	0.000	Merged-chr1-156870810-19
NR12200--MA0591.1.Bach1::Mafk	chr6	120955350	120955364	-	0.000	0.000	Merged-chr6-120955395-24
NR11720--MA0117.2.Mafb	chr6	53294482	53294493	+	0.000	0.000	Merged-chr6-53294695-9
NR2600--MA0089.1.MAFG::NFE2L1	chr11	87853247	87853252	-	0.000	0.000	Merged-chr11-87853280-46
NR12482--MA0089.1.MAFG::NFE2L1	chr6	144922951	144922956	-	0.000	0.000	Merged-chr6-144923057-24
NR13168--MA0501.1.MAF::NFE2	chr7	123327118	123327132	+	0.000	0.000	Merged-chr7-123327122-14
NR1963--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR10839--MA0089.1.MAFG::NFE2L1	chr5	45520241	45520246	-	0.000	0.000	Merged-chr5-45520453-81
NR1610--MA0591.1.Bach1::Mafk	chr10	61383382	61383396	+	0.000	0.000	Merged-chr10-61383375-39
NR12953--MA0501.1.MAF::NFE2	chr7	98120561	98120575	+	0.000	0.000	Merged-chr7-98120517-47
NR10348--MA0089.1.MAFG::NFE2L1	chr4	124817903	124817908	+	0.000	0.000	Merged-chr4-124818011-13
NR14350--MA0591.1.Bach1::Mafk	chr9	62425370	62425384	+	0.000	0.000	Merged-chr9-62425384-15
NR160--MA0496.2.MAFK	chr1	40086087	40086105	-	0.000	0.000	Merged-chr1-40085963-65
NR2124--MA0496.2.MAFK	chr10	128902529	128902547	+	0.000	0.000	Merged-chr10-128902610-18
NR5349--MA0591.1.Bach1::Mafk	chr15	81811332	81811346	+	0.000	0.000	Merged-chr15-81811152-87
NR8111--MA0591.1.Bach1::Mafk	chr2	113848628	113848642	+	0.000	0.000	Merged-chr2-113848659-93
NR8755--MA0591.1.Bach1::Mafk	chr2	180227846	180227860	-	0.000	0.000	Merged-chr2-180227803-24
NR7689--MA0089.1.MAFG::NFE2L1	chr2	48315504	48315509	-	0.000	0.000	Merged-chr2-48315490-45
NR11479--MA0089.1.MAFG::NFE2L1	chr5	150718068	150718073	-	0.000	0.000	Merged-chr5-150717955-23
NR12134--MA0117.2.Mafb	chr6	115838438	115838449	+	0.000	0.000	Merged-chr6-115838478-31
NR12218--MA0089.1.MAFG::NFE2L1	chr6	122334303	122334308	+	0.000	0.000	Merged-chr6-122334221-7
NR9675--MA0659.1.MAFG	chr3	153260800	153260820	-	0.000	0.000	Merged-chr3-153260790-34
NR10975--MA0117.2.Mafb	chr5	72938491	72938502	+	0.000	0.000	Merged-chr5-72938590-38
NR6645--MA0089.1.MAFG::NFE2L1	chr18	5694538	5694543	+	0.000	0.000	Merged-chr18-5694694-26
NR336--MA0089.1.MAFG::NFE2L1	chr1	74284864	74284869	+	0.000	0.000	Merged-chr1-74284786-68
NR5225--MA0089.1.MAFG::NFE2L1	chr15	61441870	61441875	-	0.000	0.000	Merged-chr15-61441836-34
NR6456--MA0591.1.Bach1::Mafk	chr17	65961962	65961976	-	0.000	0.000	Merged-chr17-65961846-52
NR677--MA0501.1.MAF::NFE2	chr1	126748077	126748091	+	0.000	0.000	Merged-chr1-126748091-24
NR12784--MA0089.1.MAFG::NFE2L1	chr7	64228609	64228614	-	0.000	0.000	Merged-chr7-64228536-6
NR11611--MA0495.2.MAFF	chr6	29735986	29736006	+	0.000	0.000	Merged-chr6-29735888-24
NR1888--MA0501.1.MAF::NFE2	chr10	96519651	96519665	-	0.000	0.000	Merged-chr10-96519469-9
NR20--MA0117.2.Mafb	chr1	13281525	13281536	+	0.000	0.000	Merged-chr1-13281685-7
NR1672--MA0089.1.MAFG::NFE2L1	chr10	75037062	75037067	-	0.000	0.000	Merged-chr10-75037125-47
NR9874--MA0496.2.MAFK	chr4	43493082	43493100	-	0.000	0.000	Merged-chr4-43493243-98
NR9862--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR4765--MA0496.2.MAFK	chr14	75328209	75328227	+	0.000	0.000	Merged-chr14-75328241-8
NR14278--MA0089.1.MAFG::NFE2L1	chr9	46025402	46025407	-	0.000	0.000	Merged-chr9-46025474-7
NR4586--MA0089.1.MAFG::NFE2L1	chr14	50784432	50784437	-	0.000	0.000	Merged-chr14-50784606-4
NR12215--MA0501.1.MAF::NFE2	chr6	122291984	122291998	-	0.000	0.000	Merged-chr6-122292043-61
NR3143--MA0495.2.MAFF	chr12	79502029	79502049	-	0.000	0.000	Merged-chr12-79502114-6
NR4962--MA0089.1.MAFG::NFE2L1	chr14	119227886	119227891	-	0.000	0.000	Merged-chr14-119227938-9
NR5914--MA0501.1.MAF::NFE2	chr16	76341848	76341862	-	0.000	0.000	Merged-chr16-76341927-28
NR2738--MA0591.1.Bach1::Mafk	chr11	107407766	107407780	+	0.000	0.000	Merged-chr11-107407910-19
NR10483--MA0591.1.Bach1::Mafk	chr4	145201493	145201507	+	0.000	0.000	Merged-chr4-145201623-9
NR13812--MA0089.1.MAFG::NFE2L1	chr8	94802535	94802540	+	0.000	0.000	Merged-chr8-94802531-14
NR5903--MA0089.1.MAFG::NFE2L1	chr16	75855710	75855715	+	0.000	0.000	Merged-chr16-75855662-51
NR14365--MA0089.1.MAFG::NFE2L1	chr9	65084607	65084612	-	0.000	0.000	Merged-chr9-65084631-10
NR305--MA0591.1.Bach1::Mafk	chr1	72449907	72449921	+	0.000	0.000	Merged-chr1-72450027-13
NR7155--MA0117.2.Mafb	chr19	5532736	5532747	-	0.000	0.000	Merged-chr19-5532720-31
NR4888--MA0591.1.Bach1::Mafk	chr14	103093971	103093985	-	0.000	0.000	Merged-chr14-103093861-19
NR8817--MA0089.1.MAFG::NFE2L1	chr3	19451182	19451187	+	0.000	0.000	Merged-chr3-19451166-41
NR6157--MA0496.2.MAFK	chr17	10840175	10840193	+	0.000	0.000	Merged-chr17-10840429-74
NR1523--MA0495.2.MAFF	chr10	45635338	45635358	-	0.000	0.000	Merged-chr10-45635407-27
NR1397--MA0496.2.MAFK	chr10	21659610	21659628	-	0.000	0.000	Merged-chr10-21659696-16
NR725--MA0089.1.MAFG::NFE2L1	chr1	133012581	133012586	+	0.000	0.000	Merged-chr1-133012523-20
NR12797--MA0089.1.MAFG::NFE2L1	chr7	68250585	68250590	-	0.000	0.000	Merged-chr7-68250535-42
NR5123--MA0089.1.MAFG::NFE2L1	chr15	38452914	38452919	+	0.000	0.000	Merged-chr15-38452892-28
NR3145--MA0659.1.MAFG	chr12	79502029	79502049	+	0.000	0.000	Merged-chr12-79502114-6
NR12264--MA0117.2.Mafb	chr6	127219511	127219522	+	0.000	0.000	Merged-chr6-127219541-27
NR4210--MA0496.2.MAFK	chr13	112466860	112466878	-	0.000	0.000	Merged-chr13-112466730-20
NR12635--MA0501.1.MAF::NFE2	chr7	28677042	28677056	+	0.000	0.000	Merged-chr7-28677170-43
NR8040--MA0501.1.MAF::NFE2	chr2	102733285	102733299	+	0.000	0.000	Merged-chr2-102733347-57
NR1847--MA0117.2.Mafb	chr10	93179961	93179972	+	0.000	0.000	Merged-chr10-93180050-46
NR2800--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR11262--MA0089.1.MAFG::NFE2L1	chr5	115474452	115474457	-	0.000	0.000	Merged-chr5-115474524-35
NR9102--MA0117.2.Mafb	chr3	84220957	84220968	-	0.000	0.000	Merged-chr3-84220800-59
NR9308--MA0117.2.Mafb	chr3	108554055	108554066	-	0.000	0.000	Merged-chr3-108554127-1
NR4329--MA0659.1.MAFG	chr14	8099810	8099830	-	0.000	0.000	Merged-chr14-8099733-53
NR3267--MA0591.1.Bach1::Mafk	chr12	98674817	98674831	-	0.000	0.000	Merged-chr12-98674935-52
NR2610--MA0117.2.Mafb	chr11	90225248	90225259	-	0.000	0.000	Merged-chr11-90225249-59
NR13247--MA0089.1.MAFG::NFE2L1	chr7	132768217	132768222	-	0.000	0.000	Merged-chr7-132768220-25
NR7055--MA0495.2.MAFF	chr18	80554953	80554973	-	0.000	0.000	Merged-chr18-80555147-42
NR14176--MA0089.1.MAFG::NFE2L1	chr9	30480709	30480714	-	0.000	0.000	Merged-chr9-30480669-44
NR7102--MA0501.1.MAF::NFE2	chr18	83011960	83011974	+	0.000	0.000	Merged-chr18-83011883-50
NR13786--MA0501.1.MAF::NFE2	chr8	92165264	92165278	+	0.000	0.000	Merged-chr8-92165196-1
NR3933--MA0659.1.MAFG	chr13	75053978	75053998	+	0.000	0.000	Merged-chr13-75053881-13
NR5314--MA0495.2.MAFF	chr15	76908067	76908087	-	0.000	0.000	Merged-chr15-76908278-27
NR1718--MA0591.1.Bach1::Mafk	chr10	79767214	79767228	-	0.000	0.000	Merged-chr10-79767054-76
NR10804--MA0591.1.Bach1::Mafk	chr5	36945324	36945338	+	0.000	0.000	Merged-chr5-36945334-10
NR9520--MA0591.1.Bach1::Mafk	chr3	135604828	135604842	+	0.000	0.000	Merged-chr3-135604723-37
NR7774--MA0089.1.MAFG::NFE2L1	chr2	59438671	59438676	-	0.000	0.000	Merged-chr2-59438662-53
NR6842--MA0496.2.MAFK	chr18	54822971	54822989	+	0.000	0.000	Merged-chr18-54822886-30
NR11521--MA0501.1.MAF::NFE2	chr6	10690801	10690815	-	0.000	0.000	Merged-chr6-10690708-20
NR12141--MA0496.2.MAFK	chr6	116287118	116287136	-	0.000	0.000	Merged-chr6-116287137-8
NR7306--MA0591.1.Bach1::Mafk	chr19	33160057	33160071	+	0.000	0.000	Merged-chr19-33160221-22
NR738--MA0089.1.MAFG::NFE2L1	chr1	133363656	133363661	-	0.000	0.000	Merged-chr1-133363736-34
NR2654--MA0501.1.MAF::NFE2	chr11	97531806	97531820	-	0.000	0.000	Merged-chr11-97531954-28
NR7057--MA0659.1.MAFG	chr18	80554953	80554973	+	0.000	0.000	Merged-chr18-80555147-42
NR2702--MA0496.2.MAFK	chr11	103774035	103774053	-	0.000	0.000	Merged-chr11-103774005-26
NR10418--MA0591.1.Bach1::Mafk	chr4	134683191	134683205	+	0.000	0.000	Merged-chr4-134683033-16
NR7846--MA0501.1.MAF::NFE2	chr2	70939140	70939154	+	0.000	0.000	Merged-chr2-70939242-30
NR11651--MA0089.1.MAFG::NFE2L1	chr6	34863004	34863009	-	0.000	0.000	Merged-chr6-34862986-94
NR14611--MA0501.1.MAF::NFE2	chr9	104258160	104258174	-	0.000	0.000	Merged-chr9-104258018-4
NR3004--MA0496.2.MAFK	chr12	41565895	41565913	+	0.000	0.000	Merged-chr12-41565825-5
NR7370--MA0089.1.MAFG::NFE2L1	chr19	46970217	46970222	+	0.000	0.000	Merged-chr19-46970347-33
NR2288--MA0117.2.Mafb	chr11	32714296	32714307	+	0.000	0.000	Merged-chr11-32714386-17
NR2147--MA0496.2.MAFK	chr11	3161117	3161135	-	0.000	0.000	Merged-chr11-3161151-10
NR5236--MA0089.1.MAFG::NFE2L1	chr15	62164907	62164912	-	0.000	0.000	Merged-chr15-62164994-48
NR2814--MA0496.2.MAFK	chr11	118743059	118743077	-	0.000	0.000	Merged-chr11-118743015-7
NR2739--MA0089.1.MAFG::NFE2L1	chr11	107668452	107668457	+	0.000	0.000	Merged-chr11-107668374-46
NR13675--MA0591.1.Bach1::Mafk	chr8	77713973	77713987	-	0.000	0.000	Merged-chr8-77713879-9
NR6367--MA0089.1.MAFG::NFE2L1	chr17	46378795	46378800	+	0.000	0.000	Merged-chr17-46378659-16
NR2259--MA0496.2.MAFK	chr11	23570307	23570325	-	0.000	0.000	Merged-chr11-23570355-13
NR1310--MA0117.2.Mafb	chr10	9855908	9855919	-	0.000	0.000	Merged-chr10-9856019-18
NR13997--MA0591.1.Bach1::Mafk	chr8	124046014	124046028	-	0.000	0.000	Merged-chr8-124045987-6
NR13232--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR4007--MA0659.1.MAFG	chr13	90101751	90101771	+	0.000	0.000	Merged-chr13-90101603-11
NR6090--MA0496.2.MAFK	chr16	96358153	96358171	-	0.000	0.000	Merged-chr16-96358039-35
NR2526--MA0591.1.Bach1::Mafk	chr11	74838655	74838669	+	0.000	0.000	Merged-chr11-74838839-1
NR4609--MA0089.1.MAFG::NFE2L1	chr14	54479573	54479578	-	0.000	0.000	Merged-chr14-54479662-31
NR5633--MA0501.1.MAF::NFE2	chr16	32915882	32915896	-	0.000	0.000	Merged-chr16-32915900-6
NR8237--MA0089.1.MAFG::NFE2L1	chr2	119675575	119675580	-	0.000	0.000	Merged-chr2-119675748-1
NR10548--MA0591.1.Bach1::Mafk	chr4	149543209	149543223	+	0.000	0.000	Merged-chr4-149543277-27
NR6958--MA0089.1.MAFG::NFE2L1	chr18	68951810	68951815	-	0.000	0.000	Merged-chr18-68951926-32
NR10754--MA0496.2.MAFK	chr5	28072064	28072082	-	0.000	0.000	Merged-chr5-28071950-1
NR11366--MA0501.1.MAF::NFE2	chr5	136550862	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR2832--MA0496.2.MAFK	chr11	120800211	120800229	+	0.000	0.000	Merged-chr11-120800256-20
NR4684--MA0089.1.MAFG::NFE2L1	chr14	68044971	68044976	-	0.000	0.000	Merged-chr14-68044800-35
NR1481--MA0089.1.MAFG::NFE2L1	chr10	40310208	40310213	+	0.000	0.000	Merged-chr10-40310287-68
NR6460--MA0501.1.MAF::NFE2	chr17	66110741	66110755	+	0.000	0.000	Merged-chr17-66110861-3
NR13196--MA0501.1.MAF::NFE2	chr7	127177139	127177153	-	0.000	0.000	Merged-chr7-127177205-14
NR1333--MA0501.1.MAF::NFE2	chr10	12978052	12978066	-	0.000	0.000	Merged-chr10-12977910-46
NR13908--MA0495.2.MAFF	chr8	111624157	111624177	-	0.000	0.000	Merged-chr8-111624206-14
NR13043--MA0089.1.MAFG::NFE2L1	chr7	109986407	109986412	-	0.000	0.000	Merged-chr7-109986340-83
NR4395--MA0089.1.MAFG::NFE2L1	chr14	21076307	21076312	+	0.000	0.000	Merged-chr14-21076122-62
NR1100--MA0659.1.MAFG	chr1	181866628	181866648	-	0.000	0.000	Merged-chr1-181866572-42
NR3730--MA0495.2.MAFF	chr13	44260146	44260166	-	0.000	0.000	Merged-chr13-44260111-9
NR938--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR2727--MA0117.2.Mafb	chr11	106716760	106716771	-	0.000	0.000	Merged-chr11-106716812-28
NR8539--MA0089.1.MAFG::NFE2L1	chr2	158379822	158379827	-	0.000	0.000	Merged-chr2-158379910-26
NR7119--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR21--MA0591.1.Bach1::Mafk	chr1	13281528	13281542	-	0.000	0.000	Merged-chr1-13281685-7
NR9197--MA0501.1.MAF::NFE2	chr3	93506442	93506456	-	0.000	0.000	Merged-chr3-93506465-61
NR5560--MA0496.2.MAFK	chr16	22661303	22661321	+	0.000	0.000	Merged-chr16-22661270-2
NR11360--MA0089.1.MAFG::NFE2L1	chr5	135962695	135962700	-	0.000	0.000	Merged-chr5-135962796-70
NR23--MA0496.2.MAFK	chr1	13281526	13281544	-	0.000	0.000	Merged-chr1-13281685-7
NR1743--MA0591.1.Bach1::Mafk	chr10	81105982	81105996	-	0.000	0.000	Merged-chr10-81106055-81
NR9555--MA0089.1.MAFG::NFE2L1	chr3	138992833	138992838	+	0.000	0.000	Merged-chr3-138992913-17
NR7069--MA0495.2.MAFF	chr18	80671894	80671914	-	0.000	0.000	Merged-chr18-80671844-8
NR508--MA0117.2.Mafb	chr1	94035480	94035491	+	0.000	0.000	Merged-chr1-94035484-87
NR3741--MA0659.1.MAFG	chr13	44420069	44420089	+	0.000	0.000	Merged-chr13-44420007-1
NR6527--MA0117.2.Mafb	chr17	74354552	74354563	+	0.000	0.000	Merged-chr17-74354475-5
NR13594--MA0496.2.MAFK	chr8	70131557	70131575	+	0.000	0.000	Merged-chr8-70131483-58
NR9907--MA0591.1.Bach1::Mafk	chr4	47716214	47716228	-	0.000	0.000	Merged-chr4-47716164-4
NR7928--MA0496.2.MAFK	chr2	83700796	83700814	+	0.000	0.000	Merged-chr2-83700891-43
NR1890--MA0496.2.MAFK	chr10	96519652	96519670	-	0.000	0.000	Merged-chr10-96519469-9
NR13938--MA0501.1.MAF::NFE2	chr8	115826705	115826719	-	0.000	0.000	Merged-chr8-115826691-38
NR4242--MA0496.2.MAFK	chr13	113418360	113418378	+	0.000	0.000	Merged-chr13-113418245-6
NR4763--MA0591.1.Bach1::Mafk	chr14	75328211	75328225	-	0.000	0.000	Merged-chr14-75328241-8
NR12959--MA0659.1.MAFG	chr7	98995279	98995299	+	0.000	0.000	Merged-chr7-98995432-21
NR5784--MA0496.2.MAFK	chr16	52108049	52108067	+	0.000	0.000	Merged-chr16-52108040-37
NR498--MA0501.1.MAF::NFE2	chr1	92119347	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR11616--MA0496.2.MAFK	chr6	29735987	29736005	-	0.000	0.000	Merged-chr6-29735888-24
NR2549--MA0591.1.Bach1::Mafk	chr11	77467308	77467322	+	0.000	0.000	Merged-chr11-77467459-52
NR2535--MA0089.1.MAFG::NFE2L1	chr11	75454704	75454709	-	0.000	0.000	Merged-chr11-75454726-54
NR14252--MA0117.2.Mafb	chr9	44498272	44498283	-	0.000	0.000	Merged-chr9-44498422-28
NR4991--MA0501.1.MAF::NFE2	chr14	121710267	121710281	+	0.000	0.000	Merged-chr14-121710333-21
NR14376--MA0591.1.Bach1::Mafk	chr9	67634216	67634230	+	0.000	0.000	Merged-chr9-67634088-25
NR9114--MA0496.2.MAFK	chr3	84732099	84732117	+	0.000	0.000	Merged-chr3-84732134-27
NR1681--MA0089.1.MAFG::NFE2L1	chr10	75536262	75536267	+	0.000	0.000	Merged-chr10-75536310-39
NR1958--MA0591.1.Bach1::Mafk	chr10	111562752	111562766	-	0.000	0.000	Merged-chr10-111562842-26
NR13358--MA0089.1.MAFG::NFE2L1	chr8	3205012	3205017	+	0.000	0.000	Merged-chr8-3205181-19
NR4699--MA0591.1.Bach1::Mafk	chr14	69813199	69813213	+	0.000	0.000	Merged-chr14-69813335-19
NR2622--MA0496.2.MAFK	chr11	90576718	90576736	+	0.000	0.000	Merged-chr11-90576690-20
NR5825--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR87--MA0591.1.Bach1::Mafk	chr1	24100425	24100439	+	0.000	0.000	Merged-chr1-24100239-49
NR13243--MA0089.1.MAFG::NFE2L1	chr7	132484522	132484527	+	0.000	0.000	Merged-chr7-132484598-7
NR4595--MA0089.1.MAFG::NFE2L1	chr14	54158810	54158815	+	0.000	0.000	Merged-chr14-54158757-16
NR1790--MA0501.1.MAF::NFE2	chr10	85829471	85829485	-	0.000	0.000	Merged-chr10-85829298-76
NR11654--MA0117.2.Mafb	chr6	34869689	34869700	+	0.000	0.000	Merged-chr6-34869594-48
NR9763--MA0501.1.MAF::NFE2	chr4	8499317	8499331	+	0.000	0.000	Merged-chr4-8499502-2
NR2551--MA0591.1.Bach1::Mafk	chr11	78328340	78328354	+	0.000	0.000	Merged-chr11-78328473-53
NR10789--MA0501.1.MAF::NFE2	chr5	35673212	35673226	-	0.000	0.000	Merged-chr5-35673221-20
NR2697--MA0501.1.MAF::NFE2	chr11	103262561	103262575	+	0.000	0.000	Merged-chr11-103262578-52
NR10797--MA0117.2.Mafb	chr5	36538670	36538681	-	0.000	0.000	Merged-chr5-36538864-43
NR14892--MA0591.1.Bach1::Mafk	chrX	71468816	71468830	-	0.000	0.000	Merged-chrX-71468864-48
NR11629--MA0501.1.MAF::NFE2	chr6	30162228	30162242	-	0.000	0.000	Merged-chr6-30162256-14
NR5045--MA0089.1.MAFG::NFE2L1	chr15	10583678	10583683	+	0.000	0.000	Merged-chr15-10583571-15
NR1302--MA0089.1.MAFG::NFE2L1	chr10	7846458	7846463	+	0.000	0.000	Merged-chr10-7846413-3
NR12626--MA0495.2.MAFF	chr7	27508826	27508846	+	0.000	0.000	Merged-chr7-27508743-1
NR11332--MA0659.1.MAFG	chr5	132218577	132218597	+	0.000	0.000	Merged-chr5-132218633-11
NR12961--MA0496.2.MAFK	chr7	98995280	98995298	-	0.000	0.000	Merged-chr7-98995432-21
NR9479--MA0117.2.Mafb	chr3	130905322	130905333	+	0.000	0.000	Merged-chr3-130905343-29
NR9379--MA0089.1.MAFG::NFE2L1	chr3	116751425	116751430	+	0.000	0.000	Merged-chr3-116751371-23
NR6484--MA0591.1.Bach1::Mafk	chr17	70728879	70728893	+	0.000	0.000	Merged-chr17-70729015-28
NR3685--MA0501.1.MAF::NFE2	chr13	36203199	36203213	-	0.000	0.000	Merged-chr13-36203222-10
NR7606--MA0496.2.MAFK	chr2	32181555	32181573	+	0.000	0.000	Merged-chr2-32181600-13
NR13046--MA0117.2.Mafb	chr7	110630430	110630441	-	0.000	0.000	Merged-chr7-110630391-39
NR7481--MA0089.1.MAFG::NFE2L1	chr2	11100473	11100478	+	0.000	0.000	Merged-chr2-11100320-38
NR2586--MA0501.1.MAF::NFE2	chr11	84016343	84016357	+	0.000	0.000	Merged-chr11-84016302-8
NR13593--MA0591.1.Bach1::Mafk	chr8	70131559	70131573	-	0.000	0.000	Merged-chr8-70131483-58
NR8810--MA0501.1.MAF::NFE2	chr3	18243873	18243887	+	0.000	0.000	Merged-chr3-18243680-52
NR9466--MA0089.1.MAFG::NFE2L1	chr3	129588849	129588854	-	0.000	0.000	Merged-chr3-129588899-30
NR13716--MA0495.2.MAFF	chr8	83131932	83131952	+	0.000	0.000	Merged-chr8-83131891-13
NR2648--MA0089.1.MAFG::NFE2L1	chr11	96504777	96504782	-	0.000	0.000	Merged-chr11-96504933-13
NR7778--MA0501.1.MAF::NFE2	chr2	59969361	59969375	-	0.000	0.000	Merged-chr2-59969233-23
NR2967--MA0496.2.MAFK	chr12	36474438	36474456	-	0.000	0.000	Merged-chr12-36474390-19
NR5232--MA0089.1.MAFG::NFE2L1	chr15	62091866	62091871	-	0.000	0.000	Merged-chr15-62091960-25
NR113--MA0501.1.MAF::NFE2	chr1	33454547	33454561	+	0.000	0.000	Merged-chr1-33454547-11
NR636--MA0496.2.MAFK	chr1	119469664	119469682	-	0.000	0.000	Merged-chr1-119469584-5
NR3269--MA0496.2.MAFK	chr12	98674815	98674833	+	0.000	0.000	Merged-chr12-98674935-52
NR7217--MA0089.1.MAFG::NFE2L1	chr19	16329332	16329337	-	0.000	0.000	Merged-chr19-16329432-55
NR9282--MA0117.2.Mafb	chr3	104963576	104963587	-	0.000	0.000	Merged-chr3-104963538-12
NR2244--MA0089.1.MAFG::NFE2L1	chr11	21253668	21253673	+	0.000	0.000	Merged-chr11-21253599-7
NR7292--MA0089.1.MAFG::NFE2L1	chr19	30113498	30113503	+	0.000	0.000	Merged-chr19-30113626-34
NR1881--MA0089.1.MAFG::NFE2L1	chr10	95914631	95914636	-	0.000	0.000	Merged-chr10-95914776-60
NR12722--MA0591.1.Bach1::Mafk	chr7	51964852	51964866	+	0.000	0.000	Merged-chr7-51964767-12
NR1472--MA0501.1.MAF::NFE2	chr10	39418588	39418602	+	0.000	0.000	Merged-chr10-39418565-23
NR6377--MA0591.1.Bach1::Mafk	chr17	48404019	48404033	-	0.000	0.000	Merged-chr17-48404057-9
NR5001--MA0496.2.MAFK	chr14	121903486	121903504	-	0.000	0.000	Merged-chr14-121903586-22
NR8724--MA0089.1.MAFG::NFE2L1	chr2	177464762	177464767	-	0.000	0.000	Merged-chr2-177464769-67
NR2379--MA0501.1.MAF::NFE2	chr11	51832673	51832687	+	0.000	0.000	Merged-chr11-51832716-20
NR10147--MA0501.1.MAF::NFE2	chr4	100095987	100096001	-	0.000	0.000	Merged-chr4-100096138-68
