#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR41967--MA0741.1.KLF16	chr3	95229939	95229949	+	0.000	0.000	Merged-chr3-95229765-17
NR26174--MA1107.1.KLF9	chr16	46022649	46022661	+	0.000	0.000	Merged-chr16-46022516-69
NR59351--MA0741.1.KLF16	chr7	19824298	19824308	-	0.000	0.000	Merged-chr7-19824278-64
NR66413--MA0599.1.KLF5	chr8	105266992	105267001	+	0.000	0.000	Merged-chr8-105267114-39
NR24676--MA0599.1.KLF5	chr15	98985894	98985903	-	0.000	0.000	Merged-chr15-98985703-57
NR66909--MA0657.1.KLF13	chr8	117289158	117289175	-	0.000	0.000	Merged-chr8-117289266-15
NR58526--MA0493.1.Klf1	chr6	144664961	144664971	+	0.000	0.000	Merged-chr6-144664964-20
NR16789--MA0493.1.Klf1	chr13	45827486	45827496	+	0.000	0.000	Merged-chr13-45827627-7
NR23106--MA1107.1.KLF9	chr15	60101867	60101879	+	0.000	0.000	Merged-chr15-60101772-22
NR61849--MA1107.1.KLF9	chr7	102687318	102687330	+	0.000	0.000	Merged-chr7-102687241-53
NR55991--MA0741.1.KLF16	chr6	82744661	82744671	-	0.000	0.000	Merged-chr6-82744737-54
NR29212--MA0599.1.KLF5	chr17	47542187	47542196	+	0.000	0.000	Merged-chr17-47542240-31
NR16494--MA0599.1.KLF5	chr13	32692524	32692533	+	0.000	0.000	Merged-chr13-32692698-24
NR42522--MA0741.1.KLF16	chr3	105704897	105704907	+	0.000	0.000	Merged-chr3-105704887-86
NR32520--MA0741.1.KLF16	chr18	80696408	80696418	+	0.000	0.000	Merged-chr18-80696501-25
NR5871--MA0599.1.KLF5	chr10	44458744	44458753	+	0.000	0.000	Merged-chr10-44458751-54
NR71473--MA0599.1.KLF5	chr9	122805542	122805551	+	0.000	0.000	Merged-chr9-122805643-54
NR68384--MA0741.1.KLF16	chr9	42423778	42423788	+	0.000	0.000	Merged-chr9-42423784-11
NR62701--MA0039.3.KLF4	chr7	125597229	125597239	-	0.000	0.000	Merged-chr7-125597306-20
NR19443--MA0741.1.KLF16	chr14	20929260	20929270	-	0.000	0.000	Merged-chr14-20929476-97
NR449--MA0493.1.Klf1	chr1	37541040	37541050	+	0.000	0.000	Merged-chr1-37541062-55
NR12106--MA0741.1.KLF16	chr11	99150544	99150554	+	0.000	0.000	Merged-chr11-99150380-50
NR58719--MA0741.1.KLF16	chr6	148769477	148769487	-	0.000	0.000	Merged-chr6-148769548-3
NR28435--MA0493.1.Klf1	chr17	29394037	29394047	-	0.000	0.000	Merged-chr17-29393996-77
NR59424--MA0599.1.KLF5	chr7	24608331	24608340	+	0.000	0.000	Merged-chr7-24608343-34
NR6388--MA0599.1.KLF5	chr10	67607753	67607762	-	0.000	0.000	Merged-chr10-67607847-59
NR58416--MA0740.1.KLF14	chr6	142862375	142862388	-	0.000	0.000	Merged-chr6-142862347-56
NR67721--MA1107.1.KLF9	chr9	14172176	14172188	-	0.000	0.000	Merged-chr9-14171965-37
NR57374--MA0599.1.KLF5	chr6	122742642	122742651	+	0.000	0.000	Merged-chr6-122742614-91
NR6735--MA0741.1.KLF16	chr10	75893199	75893209	+	0.000	0.000	Merged-chr10-75893293-53
NR32825--MA0039.3.KLF4	chr19	3322729	3322739	+	0.000	0.000	Merged-chr19-3322998-106
NR21276--MA0493.1.Klf1	chr14	86744697	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR10393--MA0493.1.Klf1	chr11	59450322	59450332	+	0.000	0.000	Merged-chr11-59450244-79
NR28140--MA0599.1.KLF5	chr17	25867670	25867679	-	0.000	0.000	Merged-chr17-25867746-11
NR37864--MA0599.1.KLF5	chr2	118901192	118901201	+	0.000	0.000	Merged-chr2-118901034-1
NR66636--MA0742.1.Klf12	chr8	110217829	110217843	-	0.000	0.000	Merged-chr8-110217807-69
NR12569--MA0599.1.KLF5	chr11	109425898	109425907	-	0.000	0.000	Merged-chr11-109425910-111
NR29413--MA0493.1.Klf1	chr17	51735761	51735771	-	0.000	0.000	Merged-chr17-51735735-27
NR11376--MA0741.1.KLF16	chr11	80780043	80780053	+	0.000	0.000	Merged-chr11-80779980-65
NR66864--MA1107.1.KLF9	chr8	116689831	116689843	+	0.000	0.000	Merged-chr8-116689955-52
NR39428--MA0740.1.KLF14	chr2	162931481	162931494	+	0.000	0.000	Merged-chr2-162931607-133
NR22294--MA0741.1.KLF16	chr15	6709120	6709130	-	0.000	0.000	Merged-chr15-6709101-6
NR37953--MA0740.1.KLF14	chr2	121008288	121008301	-	0.000	0.000	Merged-chr2-121008420-56
NR68905--MA1107.1.KLF9	chr9	57647826	57647838	-	0.000	0.000	Merged-chr9-57647746-26
NR22089--MA0741.1.KLF16	chr14	121422825	121422835	+	0.000	0.000	Merged-chr14-121422910-45
NR18656--MA0599.1.KLF5	chr13	109903331	109903340	+	0.000	0.000	Merged-chr13-109903290-154
NR374--MA0741.1.KLF16	chr1	36262286	36262296	+	0.000	0.000	Merged-chr1-36262219-41
NR7107--MA0742.1.Klf12	chr10	80622507	80622521	+	0.000	0.000	Merged-chr10-80622471-84
NR71745--MA0740.1.KLF14	chrX	11999077	11999090	+	0.000	0.000	Merged-chrX-11999203-45
NR60772--MA0039.3.KLF4	chr7	63930352	63930362	+	0.000	0.000	Merged-chr7-63930287-48
NR61407--MA0599.1.KLF5	chr7	89338657	89338666	-	0.000	0.000	Merged-chr7-89338758-74
NR70710--MA0599.1.KLF5	chr9	108094635	108094644	-	0.000	0.000	Merged-chr9-108094601-54
NR18780--MA1107.1.KLF9	chr13	113013587	113013599	-	0.000	0.000	Merged-chr13-113013424-80
NR33278--MA0741.1.KLF16	chr19	9135089	9135099	+	0.000	0.000	Merged-chr19-9135336-75
NR48813--MA0741.1.KLF16	chr4	150964984	150964994	-	0.000	0.000	Merged-chr4-150965142-91
NR56498--MA1107.1.KLF9	chr6	95117348	95117360	-	0.000	0.000	Merged-chr6-95117182-1
NR11497--MA0599.1.KLF5	chr11	85990106	85990115	-	0.000	0.000	Merged-chr11-85990224-34
NR28062--MA0741.1.KLF16	chr17	24549739	24549749	-	0.000	0.000	Merged-chr17-24549778-103
NR16042--MA0599.1.KLF5	chr12	118424070	118424079	-	0.000	0.000	Merged-chr12-118424167-25
NR10646--MA0740.1.KLF14	chr11	67025085	67025098	+	0.000	0.000	Merged-chr11-67025090-52
NR13877--MA1107.1.KLF9	chr12	32169003	32169015	-	0.000	0.000	Merged-chr12-32169009-55
NR42332--MA1107.1.KLF9	chr3	101933739	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR62048--MA1107.1.KLF9	chr7	110202890	110202902	+	0.000	0.000	Merged-chr7-110202943-8
NR51841--MA1107.1.KLF9	chr5	110107935	110107947	-	0.000	0.000	Merged-chr5-110107935-87
NR12475--MA0599.1.KLF5	chr11	106193666	106193675	+	0.000	0.000	Merged-chr11-106193514-84
NR39811--MA0599.1.KLF5	chr2	170184666	170184675	+	0.000	0.000	Merged-chr2-170184850-70
NR45022--MA0741.1.KLF16	chr4	41348057	41348067	+	0.000	0.000	Merged-chr4-41348000-22
NR14516--MA0599.1.KLF5	chr12	72536122	72536131	-	0.000	0.000	Merged-chr12-72536304-66
NR17226--MA0599.1.KLF5	chr13	58359173	58359182	+	0.000	0.000	Merged-chr13-58359164-70
NR54757--MA1107.1.KLF9	chr6	28931998	28932010	+	0.000	0.000	Merged-chr6-28932026-12
NR12783--MA0740.1.KLF14	chr11	114765319	114765332	-	0.000	0.000	Merged-chr11-114765312-24
NR39116--MA1107.1.KLF9	chr2	155592751	155592763	-	0.000	0.000	Merged-chr2-155592720-55
NR61671--MA0599.1.KLF5	chr7	99128751	99128760	-	0.000	0.000	Merged-chr7-99128946-36
NR12930--MA0741.1.KLF16	chr11	116138904	116138914	+	0.000	0.000	Merged-chr11-116138884-66
NR58534--MA0039.3.KLF4	chr6	144677933	144677943	-	0.000	0.000	Merged-chr6-144677900-59
NR38792--MA0741.1.KLF16	chr2	146606369	146606379	-	0.000	0.000	Merged-chr2-146606447-27
NR66637--MA0599.1.KLF5	chr8	110217833	110217842	-	0.000	0.000	Merged-chr8-110217807-69
NR6573--MA0741.1.KLF16	chr10	71239714	71239724	+	0.000	0.000	Merged-chr10-71239715-44
NR8373--MA0657.1.KLF13	chr10	117627735	117627752	+	0.000	0.000	Merged-chr10-117627744-48
NR52143--MA1107.1.KLF9	chr5	114380595	114380607	+	0.000	0.000	Merged-chr5-114380529-85
NR6844--MA0741.1.KLF16	chr10	77606434	77606444	+	0.000	0.000	Merged-chr10-77606503-166
NR50645--MA0599.1.KLF5	chr5	64651647	64651656	-	0.000	0.000	Merged-chr5-64651532-36
NR38278--MA0599.1.KLF5	chr2	130840170	130840179	-	0.000	0.000	Merged-chr2-130839995-87
NR13739--MA0493.1.Klf1	chr12	25266962	25266972	-	0.000	0.000	Merged-chr12-25266933-26
NR27395--MA0599.1.KLF5	chr17	4994607	4994616	-	0.000	0.000	Merged-chr17-4994437-49
NR35004--MA0599.1.KLF5	chr2	17741857	17741866	+	0.000	0.000	Merged-chr2-17741978-82
NR14183--MA0039.3.KLF4	chr12	54567335	54567345	+	0.000	0.000	Merged-chr12-54567163-73
NR10191--MA1107.1.KLF9	chr11	53763818	53763830	-	0.000	0.000	Merged-chr11-53763652-107
NR24121--MA0599.1.KLF5	chr15	86034138	86034147	-	0.000	0.000	Merged-chr15-86034188-82
NR49961--MA1107.1.KLF9	chr5	33652101	33652113	-	0.000	0.000	Merged-chr5-33652283-110
NR10734--MA0599.1.KLF5	chr11	69095007	69095016	-	0.000	0.000	Merged-chr11-69095094-65
NR22071--MA0599.1.KLF5	chr14	121346321	121346330	-	0.000	0.000	Merged-chr14-121346317-26
NR26305--MA0741.1.KLF16	chr16	55835977	55835987	+	0.000	0.000	Merged-chr16-55835900-11
NR3776--MA0493.1.Klf1	chr1	167393856	167393866	+	0.000	0.000	Merged-chr1-167393932-88
NR45388--MA0599.1.KLF5	chr4	47251262	47251271	+	0.000	0.000	Merged-chr4-47251279-48
NR11125--MA0493.1.Klf1	chr11	76507012	76507022	-	0.000	0.000	Merged-chr11-76506948-3
NR24666--MA1107.1.KLF9	chr15	98927711	98927723	+	0.000	0.000	Merged-chr15-98927787-24
NR60697--MA0741.1.KLF16	chr7	58677351	58677361	-	0.000	0.000	Merged-chr7-58677436-64
NR60302--MA0741.1.KLF16	chr7	44553568	44553578	+	0.000	0.000	Merged-chr7-44553464-1
NR32881--MA0741.1.KLF16	chr19	4113875	4113885	+	0.000	0.000	Merged-chr19-4113915-47
NR3551--MA0039.3.KLF4	chr1	164078590	164078600	+	0.000	0.000	Merged-chr1-164078589-50
NR60394--MA0740.1.KLF14	chr7	45361536	45361549	+	0.000	0.000	Merged-chr7-45361524-49
NR20634--MA0493.1.Klf1	chr14	61556964	61556974	-	0.000	0.000	Merged-chr14-61556804-76
NR19816--MA0039.3.KLF4	chr14	32492709	32492719	+	0.000	0.000	Merged-chr14-32492758-31
NR11009--MA0740.1.KLF14	chr11	75154326	75154339	+	0.000	0.000	Merged-chr11-75154404-32
NR27919--MA0599.1.KLF5	chr17	21474864	21474873	-	0.000	0.000	Merged-chr17-21475108-14
NR42407--MA0740.1.KLF14	chr3	103102583	103102596	-	0.000	0.000	Merged-chr3-103102606-96
NR22198--MA0741.1.KLF16	chr14	123001582	123001592	+	0.000	0.000	Merged-chr14-123001594-21
NR68984--MA0740.1.KLF14	chr9	59486725	59486738	+	0.000	0.000	Merged-chr9-59486572-90
NR8447--MA0599.1.KLF5	chr10	118470799	118470808	-	0.000	0.000	Merged-chr10-118470709-40
NR57329--MA0493.1.Klf1	chr6	121110159	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR40811--MA0493.1.Klf1	chr3	37157148	37157158	+	0.000	0.000	Merged-chr3-37157248-37
NR50085--MA0742.1.Klf12	chr5	36582015	36582029	+	0.000	0.000	Merged-chr5-36582061-78
NR48651--MA0741.1.KLF16	chr4	148038690	148038700	-	0.000	0.000	Merged-chr4-148038906-70
NR11712--MA0599.1.KLF5	chr11	94141669	94141678	+	0.000	0.000	Merged-chr11-94141772-16
NR25305--MA0599.1.KLF5	chr16	13256725	13256734	-	0.000	0.000	Merged-chr16-13256575-87
NR72675--MA0599.1.KLF5	chrX	152353040	152353049	-	0.000	0.000	Merged-chrX-152352945-26
NR36312--MA1107.1.KLF9	chr2	59630018	59630030	-	0.000	0.000	Merged-chr2-59629993-27
NR72460--MA0599.1.KLF5	chrX	106135871	106135880	+	0.000	0.000	Merged-chrX-106135909-80
NR67498--MA0493.1.Klf1	chr8	126867923	126867933	+	0.000	0.000	Merged-chr8-126867742-65
NR9989--MA0599.1.KLF5	chr11	49100591	49100600	-	0.000	0.000	Merged-chr11-49100506-9
NR52950--MA0599.1.KLF5	chr5	129787253	129787262	-	0.000	0.000	Merged-chr5-129787253-58
NR17338--MA0599.1.KLF5	chr13	63189530	63189539	-	0.000	0.000	Merged-chr13-63189715-33
NR41163--MA0657.1.KLF13	chr3	59260842	59260859	+	0.000	0.000	Merged-chr3-59260932-51
NR18950--MA0741.1.KLF16	chr13	119790740	119790750	+	0.000	0.000	Merged-chr13-119790826-111
NR57916--MA0599.1.KLF5	chr6	134014647	134014656	-	0.000	0.000	Merged-chr6-134014705-25
NR61097--MA1107.1.KLF9	chr7	79249795	79249807	-	0.000	0.000	Merged-chr7-79249720-34
NR13861--MA0740.1.KLF14	chr12	31654842	31654855	-	0.000	0.000	Merged-chr12-31654866-80
NR46019--MA0740.1.KLF14	chr4	82755889	82755902	+	0.000	0.000	Merged-chr4-82755852-39
NR72507--MA0741.1.KLF16	chrX	134276771	134276781	+	0.000	0.000	Merged-chrX-134276833-55
NR26847--MA0599.1.KLF5	chr16	87665745	87665754	+	0.000	0.000	Merged-chr16-87665627-46
NR18674--MA0599.1.KLF5	chr13	110394994	110395003	+	0.000	0.000	Merged-chr13-110394904-109
NR11595--MA0493.1.Klf1	chr11	88204242	88204252	+	0.000	0.000	Merged-chr11-88204255-77
NR53467--MA0599.1.KLF5	chr5	137068965	137068974	-	0.000	0.000	Merged-chr5-137068922-9
NR59982--MA0039.3.KLF4	chr7	30887691	30887701	-	0.000	0.000	Merged-chr7-30887782-39
NR42388--MA0740.1.KLF14	chr3	102734913	102734926	+	0.000	0.000	Merged-chr3-102735083-92
NR39457--MA0493.1.Klf1	chr2	163472703	163472713	-	0.000	0.000	Merged-chr2-163472521-59
NR62976--MA0599.1.KLF5	chr7	128860230	128860239	+	0.000	0.000	Merged-chr7-128860408-11
NR70248--MA1107.1.KLF9	chr9	96416216	96416228	-	0.000	0.000	Merged-chr9-96416210-33
NR71325--MA0493.1.Klf1	chr9	119744338	119744348	+	0.000	0.000	Merged-chr9-119744132-67
NR11237--MA0493.1.Klf1	chr11	78360262	78360272	-	0.000	0.000	Merged-chr11-78360468-54
NR24778--MA1107.1.KLF9	chr15	100495159	100495171	-	0.000	0.000	Merged-chr15-100495239-52
NR65471--MA0599.1.KLF5	chr8	71665698	71665707	-	0.000	0.000	Merged-chr8-71665590-47
NR8157--MA0741.1.KLF16	chr10	111031829	111031839	+	0.000	0.000	Merged-chr10-111031729-43
NR36658--MA0599.1.KLF5	chr2	73214456	73214465	+	0.000	0.000	Merged-chr2-73214305-60
NR52475--MA0493.1.Klf1	chr5	121452496	121452506	-	0.000	0.000	Merged-chr5-121452430-68
NR50729--MA1107.1.KLF9	chr5	65724842	65724854	+	0.000	0.000	Merged-chr5-65724695-81
NR41891--MA0657.1.KLF13	chr3	94456697	94456714	+	0.000	0.000	Merged-chr3-94456653-34
NR29891--MA0039.3.KLF4	chr17	70974254	70974264	-	0.000	0.000	Merged-chr17-70974358-18
NR56149--MA1107.1.KLF9	chr6	86607666	86607678	-	0.000	0.000	Merged-chr6-86607706-49
NR9975--MA0493.1.Klf1	chr11	48823883	48823893	+	0.000	0.000	Merged-chr11-48823880-45
NR52117--MA0493.1.Klf1	chr5	114175791	114175801	-	0.000	0.000	Merged-chr5-114175903-40
NR37636--MA0599.1.KLF5	chr2	112492879	112492888	+	0.000	0.000	Merged-chr2-112493136-105
NR26753--MA0599.1.KLF5	chr16	78301700	78301709	-	0.000	0.000	Merged-chr16-78301830-77
NR9005--MA0742.1.Klf12	chr10	128337725	128337739	-	0.000	0.000	Merged-chr10-128337849-72
NR38090--MA0599.1.KLF5	chr2	124634557	124634566	-	0.000	0.000	Merged-chr2-124634585-20
NR47129--MA0741.1.KLF16	chr4	120825836	120825846	+	0.000	0.000	Merged-chr4-120825889-1
NR66994--MA1107.1.KLF9	chr8	119575031	119575043	-	0.000	0.000	Merged-chr8-119575055-76
NR47968--MA0740.1.KLF14	chr4	135494647	135494660	-	0.000	0.000	Merged-chr4-135494610-66
NR20638--MA1107.1.KLF9	chr14	61556962	61556974	-	0.000	0.000	Merged-chr14-61556804-76
NR38296--MA0599.1.KLF5	chr2	131204780	131204789	-	0.000	0.000	Merged-chr2-131204704-19
NR9876--MA1107.1.KLF9	chr11	43411749	43411761	+	0.000	0.000	Merged-chr11-43411647-32
NR9322--MA0599.1.KLF5	chr11	6416602	6416611	+	0.000	0.000	Merged-chr11-6416549-4
NR5158--MA0039.3.KLF4	chr10	8505922	8505932	-	0.000	0.000	Merged-chr10-8506114-87
NR12273--MA0740.1.KLF14	chr11	102284775	102284788	-	0.000	0.000	Merged-chr11-102284938-63
NR27759--MA0740.1.KLF14	chr17	13659295	13659308	-	0.000	0.000	Merged-chr17-13659385-38
NR560--MA0740.1.KLF14	chr1	39949395	39949408	-	0.000	0.000	Merged-chr1-39949345-35
NR12802--MA0599.1.KLF5	chr11	115158218	115158227	+	0.000	0.000	Merged-chr11-115158188-48
NR52704--MA0599.1.KLF5	chr5	124629062	124629071	-	0.000	0.000	Merged-chr5-124629076-75
NR50869--MA0599.1.KLF5	chr5	73206407	73206416	-	0.000	0.000	Merged-chr5-73206518-35
NR32518--MA0599.1.KLF5	chr18	80696408	80696417	+	0.000	0.000	Merged-chr18-80696501-25
NR20898--MA0741.1.KLF16	chr14	70577729	70577739	+	0.000	0.000	Merged-chr14-70577863-60
NR43769--MA0741.1.KLF16	chr3	144720209	144720219	-	0.000	0.000	Merged-chr3-144720009-139
NR35567--MA0657.1.KLF13	chr2	30078156	30078173	-	0.000	0.000	Merged-chr2-30077913-94
NR25966--MA0039.3.KLF4	chr16	38089001	38089011	+	0.000	0.000	Merged-chr16-38089125-126
NR51993--MA0740.1.KLF14	chr5	112276524	112276537	-	0.000	0.000	Merged-chr5-112276606-72
NR17216--MA1107.1.KLF9	chr13	58158322	58158334	-	0.000	0.000	Merged-chr13-58158134-148
NR10740--MA0741.1.KLF16	chr11	69095012	69095022	-	0.000	0.000	Merged-chr11-69095094-65
NR39489--MA0599.1.KLF5	chr2	164867067	164867076	+	0.000	0.000	Merged-chr2-164866998-31
NR45118--MA0039.3.KLF4	chr4	42949698	42949708	+	0.000	0.000	Merged-chr4-42949963-85
NR4204--MA0599.1.KLF5	chr1	179959776	179959785	+	0.000	0.000	Merged-chr1-179960059-76
NR49621--MA1107.1.KLF9	chr5	24423571	24423583	+	0.000	0.000	Merged-chr5-24423684-50
NR4178--MA0741.1.KLF16	chr1	178959914	178959924	-	0.000	0.000	Merged-chr1-178959718-2
NR47571--MA1107.1.KLF9	chr4	130520466	130520478	-	0.000	0.000	Merged-chr4-130520365-48
NR19764--MA0599.1.KLF5	chr14	30825908	30825917	+	0.000	0.000	Merged-chr14-30825884-66
NR8465--MA0599.1.KLF5	chr10	118884344	118884353	-	0.000	0.000	Merged-chr10-118884259-20
NR59666--MA0599.1.KLF5	chr7	27481763	27481772	-	0.000	0.000	Merged-chr7-27481763-42
NR51847--MA0599.1.KLF5	chr5	110135734	110135743	+	0.000	0.000	Merged-chr5-110135830-52
NR31240--MA0599.1.KLF5	chr18	34954738	34954747	-	0.000	0.000	Merged-chr18-34954596-79
NR12685--MA0493.1.Klf1	chr11	113187328	113187338	+	0.000	0.000	Merged-chr11-113187180-1
NR71481--MA1107.1.KLF9	chr9	122951024	122951036	+	0.000	0.000	Merged-chr9-122950963-68
NR24115--MA0741.1.KLF16	chr15	85879292	85879302	+	0.000	0.000	Merged-chr15-85879337-71
NR6127--MA0039.3.KLF4	chr10	59974709	59974719	+	0.000	0.000	Merged-chr10-59974606-81
NR36330--MA1107.1.KLF9	chr2	60210487	60210499	+	0.000	0.000	Merged-chr2-60210153-124
NR69351--MA0493.1.Klf1	chr9	69454059	69454069	-	0.000	0.000	Merged-chr9-69454002-94
NR37818--MA0039.3.KLF4	chr2	118246214	118246224	+	0.000	0.000	Merged-chr2-118246114-36
NR20484--MA0741.1.KLF16	chr14	57525680	57525690	-	0.000	0.000	Merged-chr14-57525572-80
NR53530--MA0740.1.KLF14	chr5	137721047	137721060	+	0.000	0.000	Merged-chr5-137721139-55
NR14645--MA0742.1.Klf12	chr12	77138910	77138924	-	0.000	0.000	Merged-chr12-77138910-46
NR69271--MA0599.1.KLF5	chr9	66910891	66910900	-	0.000	0.000	Merged-chr9-66910913-26
NR35938--MA0740.1.KLF14	chr2	37443124	37443137	-	0.000	0.000	Merged-chr2-37443185-70
NR15334--MA0741.1.KLF16	chr12	102719725	102719735	-	0.000	0.000	Merged-chr12-102719761-17
NR33379--MA0493.1.Klf1	chr19	12596044	12596054	-	0.000	0.000	Merged-chr19-12595912-62
NR56265--MA0039.3.KLF4	chr6	89043018	89043028	-	0.000	0.000	Merged-chr6-89042924-89
NR25358--MA0742.1.Klf12	chr16	14317339	14317353	+	0.000	0.000	Merged-chr16-14317361-64
NR38806--MA0493.1.Klf1	chr2	146855823	146855833	+	0.000	0.000	Merged-chr2-146855966-67
NR29556--MA1107.1.KLF9	chr17	56765017	56765029	-	0.000	0.000	Merged-chr17-56764999-71
NR10864--MA0599.1.KLF5	chr11	70540258	70540267	+	0.000	0.000	Merged-chr11-70540175-47
NR24096--MA0741.1.KLF16	chr15	85634724	85634734	+	0.000	0.000	Merged-chr15-85634773-65
NR39456--MA0039.3.KLF4	chr2	163472701	163472711	-	0.000	0.000	Merged-chr2-163472521-59
NR11942--MA0740.1.KLF14	chr11	97685758	97685771	-	0.000	0.000	Merged-chr11-97685725-37
NR65225--MA0740.1.KLF14	chr8	69996374	69996387	-	0.000	0.000	Merged-chr8-69996390-68
NR49655--MA0742.1.Klf12	chr5	24685861	24685875	+	0.000	0.000	Merged-chr5-24685796-115
NR50676--MA0740.1.KLF14	chr5	64819680	64819693	+	0.000	0.000	Merged-chr5-64819652-30
NR239--MA0493.1.Klf1	chr1	23399674	23399684	-	0.000	0.000	Merged-chr1-23399724-29
NR32862--MA0740.1.KLF14	chr19	4000540	4000553	+	0.000	0.000	Merged-chr19-4000436-69
NR12591--MA0493.1.Klf1	chr11	109671886	109671896	-	0.000	0.000	Merged-chr11-109672054-52
NR71469--MA0599.1.KLF5	chr9	122805493	122805502	+	0.000	0.000	Merged-chr9-122805643-54
NR496--MA0741.1.KLF16	chr1	39196990	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR8577--MA0599.1.KLF5	chr10	121476405	121476414	+	0.000	0.000	Merged-chr10-121476337-119
NR51959--MA0599.1.KLF5	chr5	112239776	112239785	-	0.000	0.000	Merged-chr5-112239781-12
NR498--MA1107.1.KLF9	chr1	39197012	39197024	+	0.000	0.000	Merged-chr1-39196974-45
NR38391--MA0741.1.KLF16	chr2	132511621	132511631	-	0.000	0.000	Merged-chr2-132511544-14
NR24223--MA1107.1.KLF9	chr15	88891197	88891209	+	0.000	0.000	Merged-chr15-88891268-100
NR67726--MA1107.1.KLF9	chr9	14172186	14172198	-	0.000	0.000	Merged-chr9-14171965-37
NR62627--MA0599.1.KLF5	chr7	122352046	122352055	-	0.000	0.000	Merged-chr7-122351957-38
NR63081--MA0599.1.KLF5	chr7	130812686	130812695	-	0.000	0.000	Merged-chr7-130812664-20
NR7007--MA1107.1.KLF9	chr10	80115488	80115500	+	0.000	0.000	Merged-chr10-80115494-86
NR16808--MA0599.1.KLF5	chr13	45917296	45917305	+	0.000	0.000	Merged-chr13-45917473-39
NR8860--MA0742.1.Klf12	chr10	127141094	127141108	+	0.000	0.000	Merged-chr10-127141144-2
NR39152--MA1107.1.KLF9	chr2	156840351	156840363	-	0.000	0.000	Merged-chr2-156840151-65
NR9635--MA0493.1.Klf1	chr11	24077538	24077548	-	0.000	0.000	Merged-chr11-24077473-13
NR36777--MA0741.1.KLF16	chr2	76070762	76070772	+	0.000	0.000	Merged-chr2-76070778-23
NR11823--MA1107.1.KLF9	chr11	95713995	95714007	+	0.000	0.000	Merged-chr11-95714089-14
NR18874--MA0039.3.KLF4	chr13	114887433	114887443	-	0.000	0.000	Merged-chr13-114887526-35
NR60296--MA0741.1.KLF16	chr7	44553522	44553532	+	0.000	0.000	Merged-chr7-44553464-1
NR15610--MA0493.1.Klf1	chr12	108765920	108765930	+	0.000	0.000	Merged-chr12-108765872-68
NR70569--MA0741.1.KLF16	chr9	105395260	105395270	-	0.000	0.000	Merged-chr9-105395355-56
NR60567--MA0741.1.KLF16	chr7	49616545	49616555	+	0.000	0.000	Merged-chr7-49616493-31
NR54457--MA0742.1.Klf12	chr6	3536249	3536263	+	0.000	0.000	Merged-chr6-3536376-27
NR12483--MA1107.1.KLF9	chr11	106216894	106216906	+	0.000	0.000	Merged-chr11-106216790-91
NR50089--MA0741.1.KLF16	chr5	36582016	36582026	+	0.000	0.000	Merged-chr5-36582061-78
NR32275--MA0741.1.KLF16	chr18	75392712	75392722	+	0.000	0.000	Merged-chr18-75392555-48
NR32875--MA1107.1.KLF9	chr19	4099448	4099460	+	0.000	0.000	Merged-chr19-4099401-31
NR36652--MA0039.3.KLF4	chr2	72997220	72997230	-	0.000	0.000	Merged-chr2-72997142-44
NR45415--MA0741.1.KLF16	chr4	48045211	48045221	+	0.000	0.000	Merged-chr4-48045107-76
NR24485--MA0742.1.Klf12	chr15	94589884	94589898	+	0.000	0.000	Merged-chr15-94589770-65
NR5237--MA0740.1.KLF14	chr10	12964269	12964282	+	0.000	0.000	Merged-chr10-12964276-93
NR19913--MA0740.1.KLF14	chr14	40947901	40947914	-	0.000	0.000	Merged-chr14-40947872-74
NR49300--MA0599.1.KLF5	chr5	8798524	8798533	-	0.000	0.000	Merged-chr5-8798453-77
NR9321--MA1107.1.KLF9	chr11	6415816	6415828	-	0.000	0.000	Merged-chr11-6415741-2
NR8553--MA0039.3.KLF4	chr10	120697616	120697626	+	0.000	0.000	Merged-chr10-120697518-32
NR19811--MA0742.1.Klf12	chr14	32165735	32165749	-	0.000	0.000	Merged-chr14-32165639-52
NR13122--MA0599.1.KLF5	chr11	118379565	118379574	+	0.000	0.000	Merged-chr11-118379704-27
NR52909--MA1107.1.KLF9	chr5	129190195	129190207	+	0.000	0.000	Merged-chr5-129190300-30
NR6695--MA0741.1.KLF16	chr10	75560108	75560118	+	0.000	0.000	Merged-chr10-75560154-49
NR11287--MA0599.1.KLF5	chr11	79130054	79130063	+	0.000	0.000	Merged-chr11-79129992-68
NR51730--MA0493.1.Klf1	chr5	105649549	105649559	+	0.000	0.000	Merged-chr5-105649431-102
NR15717--MA1107.1.KLF9	chr12	110737912	110737924	-	0.000	0.000	Merged-chr12-110737948-78
