#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR8937--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR4191--MA1104.1.GATA6	chr16	95798612	95798624	-	0.000	0.000	Merged-chr16-95798581-80
NR3384--MA0037.3.GATA3	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR8371--MA0482.1.Gata4	chr6	130078306	130078316	+	0.000	0.000	Merged-chr6-130078295-22
NR6276--MA0766.1.GATA5	chr3	96580269	96580276	-	0.000	0.000	Merged-chr3-96580278-43
NR1622--MA0140.2.GATA1::TAL1	chr11	49088527	49088544	-	0.000	0.000	Merged-chr11-49088320-57
NR1882--MA0035.3.Gata1	chr12	25013044	25013054	+	0.000	0.000	Merged-chr12-25013214-16
NR9803--MA0037.3.GATA3	chr9	123928903	123928910	-	0.000	0.000	Merged-chr9-123928756-104
NR4320--MA0140.2.GATA1::TAL1	chr17	17374300	17374317	+	0.000	0.000	Merged-chr17-17374353-72
NR6631--MA1104.1.GATA6	chr3	159509170	159509182	-	0.000	0.000	Merged-chr3-159509158-33
NR2144--MA0036.3.GATA2	chr12	83929662	83929672	-	0.000	0.000	Merged-chr12-83929616-29
NR2795--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR3780--MA0035.3.Gata1	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR2319--MA0036.3.GATA2	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR4727--MA0036.3.GATA2	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR793--MA0037.3.GATA3	chr1	180364121	180364128	-	0.000	0.000	Merged-chr1-180364196-41
NR2556--MA1104.1.GATA6	chr13	45371942	45371954	+	0.000	0.000	Merged-chr13-45371918-16
NR4042--MA0036.3.GATA2	chr16	64766974	64766984	+	0.000	0.000	Merged-chr16-64766994-6
NR2234--MA0482.1.Gata4	chr12	92812908	92812918	-	0.000	0.000	Merged-chr12-92812766-7
NR8002--MA0482.1.Gata4	chr6	54118992	54119002	+	0.000	0.000	Merged-chr6-54119085-6
NR3541--MA0035.3.Gata1	chr15	36364104	36364114	+	0.000	0.000	Merged-chr15-36364170-51
NR5863--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR8433--MA1104.1.GATA6	chr6	134533241	134533253	-	0.000	0.000	Merged-chr6-134533147-7
NR2138--MA0482.1.Gata4	chr12	81595278	81595288	-	0.000	0.000	Merged-chr12-81595167-52
NR2496--MA0140.2.GATA1::TAL1	chr13	19929069	19929086	+	0.000	0.000	Merged-chr13-19929016-7
NR8608--MA1104.1.GATA6	chr7	19093678	19093690	-	0.000	0.000	Merged-chr7-19093740-100
NR4977--MA1104.1.GATA6	chr18	84355146	84355158	+	0.000	0.000	Merged-chr18-84355361-12
NR2426--MA1104.1.GATA6	chr13	8457039	8457051	-	0.000	0.000	Merged-chr13-8457184-81
NR3852--MA1104.1.GATA6	chr16	20930011	20930023	-	0.000	0.000	Merged-chr16-20930100-26
NR8318--MA0036.3.GATA2	chr6	124750612	124750622	-	0.000	0.000	Merged-chr6-124750623-14
NR8299--MA0036.3.GATA2	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR6234--MA0766.1.GATA5	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR9611--MA0766.1.GATA5	chr9	61707989	61707996	-	0.000	0.000	Merged-chr9-61708026-57
NR6577--MA0035.3.Gata1	chr3	152919362	152919372	+	0.000	0.000	Merged-chr3-152919231-7
NR1635--MA0035.3.Gata1	chr11	58183892	58183902	-	0.000	0.000	Merged-chr11-58183866-40
NR1906--MA0035.3.Gata1	chr12	28735553	28735563	-	0.000	0.000	Merged-chr12-28735423-1
NR1199--MA1104.1.GATA6	chr10	81384280	81384292	-	0.000	0.000	Merged-chr10-81384420-60
NR9808--MA0037.3.GATA3	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR1744--MA0035.3.Gata1	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR5731--MA0036.3.GATA2	chr2	148528051	148528061	-	0.000	0.000	Merged-chr2-148527989-4
NR8389--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR9343--MA0036.3.GATA2	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR1853--MA0035.3.Gata1	chr12	16185622	16185632	+	0.000	0.000	Merged-chr12-16185844-40
NR7801--MA0766.1.GATA5	chr5	150220587	150220594	-	0.000	0.000	Merged-chr5-150220578-7
NR6060--MA1104.1.GATA6	chr3	52878541	52878553	-	0.000	0.000	Merged-chr3-52878450-55
NR8549--MA0036.3.GATA2	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR7705--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR4698--MA1104.1.GATA6	chr18	23753521	23753533	+	0.000	0.000	Merged-chr18-23753546-44
NR1513--MA0036.3.GATA2	chr11	4804254	4804264	+	0.000	0.000	Merged-chr11-4804243-58
NR9908--MA0766.1.GATA5	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR3184--MA0766.1.GATA5	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR3748--MA0037.3.GATA3	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR8372--MA1104.1.GATA6	chr6	130078304	130078316	-	0.000	0.000	Merged-chr6-130078295-22
NR6579--MA0482.1.Gata4	chr3	152929753	152929763	+	0.000	0.000	Merged-chr3-152929727-94
NR3810--MA1104.1.GATA6	chr16	7419924	7419936	-	0.000	0.000	Merged-chr16-7419949-42
NR3150--MA0766.1.GATA5	chr14	55724754	55724761	+	0.000	0.000	Merged-chr14-55724704-52
NR525--MA0037.3.GATA3	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR1194--MA0035.3.Gata1	chr10	80610415	80610425	+	0.000	0.000	Merged-chr10-80610277-9
NR5898--MA0037.3.GATA3	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR5210--MA0766.1.GATA5	chr2	22796699	22796706	+	0.000	0.000	Merged-chr2-22796662-28
NR4011--MA1104.1.GATA6	chr16	58534725	58534737	+	0.000	0.000	Merged-chr16-58534735-63
NR9811--MA0036.3.GATA2	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR1754--MA0766.1.GATA5	chr11	106057070	106057077	-	0.000	0.000	Merged-chr11-106057103-42
NR9001--MA0140.2.GATA1::TAL1	chr7	131055244	131055261	+	0.000	0.000	Merged-chr7-131055187-30
NR7841--MA0482.1.Gata4	chr6	8365060	8365070	+	0.000	0.000	Merged-chr6-8365103-3
NR1749--MA0035.3.Gata1	chr11	104609419	104609429	-	0.000	0.000	Merged-chr11-104609685-47
NR6277--MA0035.3.Gata1	chr3	96580268	96580278	+	0.000	0.000	Merged-chr3-96580278-43
NR6755--MA0140.2.GATA1::TAL1	chr4	26346799	26346816	-	0.000	0.000	Merged-chr4-26346644-81
NR1523--MA0140.2.GATA1::TAL1	chr11	8725712	8725729	-	0.000	0.000	Merged-chr11-8725590-1
NR5450--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR9630--MA0482.1.Gata4	chr9	77496872	77496882	+	0.000	0.000	Merged-chr9-77496982-2
NR3198--MA0037.3.GATA3	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR3673--MA0140.2.GATA1::TAL1	chr15	66825532	66825549	+	0.000	0.000	Merged-chr15-66825502-98
NR9790--MA1104.1.GATA6	chr9	120493243	120493255	-	0.000	0.000	Merged-chr9-120493281-1
NR8221--MA1104.1.GATA6	chr6	100011905	100011917	+	0.000	0.000	Merged-chr6-100011850-11
NR4477--MA0482.1.Gata4	chr17	64208600	64208610	-	0.000	0.000	Merged-chr17-64208497-3
NR3751--MA0036.3.GATA2	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR3556--MA0766.1.GATA5	chr15	40131080	40131087	-	0.000	0.000	Merged-chr15-40131241-26
NR9800--MA0766.1.GATA5	chr9	123087722	123087729	+	0.000	0.000	Merged-chr9-123087769-13
NR9120--MA0482.1.Gata4	chr8	25654136	25654146	+	0.000	0.000	Merged-chr8-25654088-45
NR3961--MA0035.3.Gata1	chr16	48760675	48760685	+	0.000	0.000	Merged-chr16-48760801-13
NR6537--MA0482.1.Gata4	chr3	146127390	146127400	+	0.000	0.000	Merged-chr3-146127552-12
NR2653--MA0140.2.GATA1::TAL1	chr13	72650004	72650021	-	0.000	0.000	Merged-chr13-72650069-2
NR2306--MA0482.1.Gata4	chr12	108763690	108763700	-	0.000	0.000	Merged-chr12-108763648-15
NR7844--MA0035.3.Gata1	chr6	8365059	8365069	+	0.000	0.000	Merged-chr6-8365103-3
NR3201--MA0140.2.GATA1::TAL1	chr14	73123953	73123970	-	0.000	0.000	Merged-chr14-73124034-46
NR4758--MA0140.2.GATA1::TAL1	chr18	46013357	46013374	-	0.000	0.000	Merged-chr18-46013388-48
NR9481--MA0482.1.Gata4	chr9	13470379	13470389	+	0.000	0.000	Merged-chr9-13470214-9
NR3145--MA0036.3.GATA2	chr14	54197800	54197810	+	0.000	0.000	Merged-chr14-54197805-29
NR3939--MA0036.3.GATA2	chr16	44692060	44692070	+	0.000	0.000	Merged-chr16-44691948-13
NR9123--MA0035.3.Gata1	chr8	25654135	25654145	+	0.000	0.000	Merged-chr8-25654088-45
NR9760--MA0766.1.GATA5	chr9	107986402	107986409	-	0.000	0.000	Merged-chr9-107986494-4
NR5144--MA0035.3.Gata1	chr2	13132684	13132694	-	0.000	0.000	Merged-chr2-13132891-60
NR8181--MA0037.3.GATA3	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR6772--MA0037.3.GATA3	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR1641--MA0035.3.Gata1	chr11	59809113	59809123	+	0.000	0.000	Merged-chr11-59809207-3
NR2147--MA0035.3.Gata1	chr12	84773039	84773049	+	0.000	0.000	Merged-chr12-84773092-54
NR2793--MA0037.3.GATA3	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR7113--MA0766.1.GATA5	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR1720--MA0140.2.GATA1::TAL1	chr11	96830003	96830020	-	0.000	0.000	Merged-chr11-96830081-68
NR2697--MA1104.1.GATA6	chr13	81659053	81659065	+	0.000	0.000	Merged-chr13-81658891-4
NR9612--MA0035.3.Gata1	chr9	61707988	61707998	+	0.000	0.000	Merged-chr9-61708026-57
NR9778--MA0140.2.GATA1::TAL1	chr9	114730373	114730390	+	0.000	0.000	Merged-chr9-114730346-23
NR9593--MA0035.3.Gata1	chr9	50841520	50841530	+	0.000	0.000	Merged-chr9-50841386-17
NR8991--MA0035.3.Gata1	chr7	127144581	127144591	+	0.000	0.000	Merged-chr7-127144596-50
NR1747--MA1104.1.GATA6	chr11	104609418	104609430	+	0.000	0.000	Merged-chr11-104609685-47
NR1901--MA0482.1.Gata4	chr12	28735563	28735573	-	0.000	0.000	Merged-chr12-28735423-1
NR3857--MA0035.3.Gata1	chr16	23270683	23270693	-	0.000	0.000	Merged-chr16-23270651-14
NR8431--MA0037.3.GATA3	chr6	134533243	134533250	-	0.000	0.000	Merged-chr6-134533147-7
NR7802--MA0035.3.Gata1	chr5	150220586	150220596	+	0.000	0.000	Merged-chr5-150220578-7
NR3699--MA0140.2.GATA1::TAL1	chr15	80743668	80743685	-	0.000	0.000	Merged-chr15-80743505-96
NR7682--MA0036.3.GATA2	chr5	105699708	105699718	-	0.000	0.000	Merged-chr5-105699890-8
NR3190--MA0766.1.GATA5	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR9413--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR8606--MA0037.3.GATA3	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR9757--MA0482.1.Gata4	chr9	107986402	107986412	+	0.000	0.000	Merged-chr9-107986494-4
NR3185--MA0035.3.Gata1	chr14	66218979	66218989	+	0.000	0.000	Merged-chr14-66218968-32
NR9818--MA0766.1.GATA5	chrX	7566383	7566390	-	0.000	0.000	Merged-chrX-7566514-6
NR7842--MA1104.1.GATA6	chr6	8365058	8365070	-	0.000	0.000	Merged-chr6-8365103-3
NR1107--MA0037.3.GATA3	chr10	61559864	61559871	-	0.000	0.000	Merged-chr10-61559785-43
NR5864--MA0035.3.Gata1	chr3	14869855	14869865	-	0.000	0.000	Merged-chr3-14869878-60
NR1271--MA0766.1.GATA5	chr10	94116420	94116427	+	0.000	0.000	Merged-chr10-94116374-33
NR9898--MA0036.3.GATA2	chrX	114474361	114474371	-	0.000	0.000	Merged-chrX-114474330-36
NR7291--MA0766.1.GATA5	chr5	15470117	15470124	-	0.000	0.000	Merged-chr5-15470199-54
NR9802--MA0140.2.GATA1::TAL1	chr9	123767086	123767103	-	0.000	0.000	Merged-chr9-123767195-6
NR3469--MA0035.3.Gata1	chr15	12225220	12225230	-	0.000	0.000	Merged-chr15-12225261-2
NR4478--MA1104.1.GATA6	chr17	64208600	64208612	+	0.000	0.000	Merged-chr17-64208497-3
NR5211--MA0035.3.Gata1	chr2	22796697	22796707	-	0.000	0.000	Merged-chr2-22796662-28
NR5786--MA0766.1.GATA5	chr2	165639608	165639615	+	0.000	0.000	Merged-chr2-165639505-4
NR9121--MA1104.1.GATA6	chr8	25654134	25654146	-	0.000	0.000	Merged-chr8-25654088-45
NR4421--MA0140.2.GATA1::TAL1	chr17	46153300	46153317	-	0.000	0.000	Merged-chr17-46153376-67
NR9388--MA0036.3.GATA2	chr8	117278453	117278463	+	0.000	0.000	Merged-chr8-117278352-17
NR6538--MA1104.1.GATA6	chr3	146127388	146127400	-	0.000	0.000	Merged-chr3-146127552-12
NR6886--MA0037.3.GATA3	chr4	63405247	63405254	-	0.000	0.000	Merged-chr4-63405214-23
NR1664--MA0766.1.GATA5	chr11	66906111	66906118	+	0.000	0.000	Merged-chr11-66906049-23
NR6721--MA0766.1.GATA5	chr4	19923452	19923459	+	0.000	0.000	Merged-chr4-19923492-7
NR7763--MA0140.2.GATA1::TAL1	chr5	140619627	140619644	-	0.000	0.000	Merged-chr5-140619515-30
NR77--MA0766.1.GATA5	chr1	14514553	14514560	+	0.000	0.000	Merged-chr1-14514684-1
NR4636--MA0140.2.GATA1::TAL1	chr18	7524619	7524636	-	0.000	0.000	Merged-chr18-7524437-7
NR5404--MA0766.1.GATA5	chr2	79270384	79270391	+	0.000	0.000	Merged-chr2-79270307-14
NR7798--MA0482.1.Gata4	chr5	150220587	150220597	+	0.000	0.000	Merged-chr5-150220578-7
NR6233--MA0037.3.GATA3	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR8370--MA0037.3.GATA3	chr6	130078306	130078313	-	0.000	0.000	Merged-chr6-130078295-22
NR3153--MA0482.1.Gata4	chr14	59397232	59397242	-	0.000	0.000	Merged-chr14-59397210-50
NR1539--MA0482.1.Gata4	chr11	11564366	11564376	+	0.000	0.000	Merged-chr11-11564485-53
NR5561--MA0482.1.Gata4	chr2	122125776	122125786	+	0.000	0.000	Merged-chr2-122125883-8
NR3557--MA0035.3.Gata1	chr15	40131079	40131089	+	0.000	0.000	Merged-chr15-40131241-26
NR7687--MA0036.3.GATA2	chr5	109997108	109997118	-	0.000	0.000	Merged-chr5-109997231-2
NR7078--MA0140.2.GATA1::TAL1	chr4	111440283	111440300	-	0.000	0.000	Merged-chr4-111440477-13
NR4419--MA0482.1.Gata4	chr17	45573049	45573059	+	0.000	0.000	Merged-chr17-45573400-189
NR7704--MA1104.1.GATA6	chr5	122145601	122145613	-	0.000	0.000	Merged-chr5-122145635-51
NR1492--MA0140.2.GATA1::TAL1	chr10	128696396	128696413	+	0.000	0.000	Merged-chr10-128696320-57
NR1902--MA1104.1.GATA6	chr12	28735552	28735564	+	0.000	0.000	Merged-chr12-28735423-1
NR9613--MA0140.2.GATA1::TAL1	chr9	62972571	62972588	-	0.000	0.000	Merged-chr9-62972468-50
NR7937--MA0036.3.GATA2	chr6	34869661	34869671	+	0.000	0.000	Merged-chr6-34869594-48
NR3716--MA0766.1.GATA5	chr15	91578252	91578259	-	0.000	0.000	Merged-chr15-91578192-2
NR2320--MA0766.1.GATA5	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR6870--MA0482.1.Gata4	chr4	59190870	59190880	-	0.000	0.000	Merged-chr4-59190847-19
NR1105--MA0140.2.GATA1::TAL1	chr10	60305438	60305455	-	0.000	0.000	Merged-chr10-60305430-32
NR7775--MA0036.3.GATA2	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR466--MA0140.2.GATA1::TAL1	chr1	108143233	108143250	-	0.000	0.000	Merged-chr1-108143272-2
NR9758--MA1104.1.GATA6	chr9	107986400	107986412	-	0.000	0.000	Merged-chr9-107986494-4
NR7114--MA0035.3.Gata1	chr4	126677481	126677491	-	0.000	0.000	Merged-chr4-126677717-65
NR6059--MA0482.1.Gata4	chr3	52878543	52878553	+	0.000	0.000	Merged-chr3-52878450-55
NR3177--MA0036.3.GATA2	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR7546--MA0766.1.GATA5	chr5	65867408	65867415	-	0.000	0.000	Merged-chr5-65867573-52
NR3856--MA0140.2.GATA1::TAL1	chr16	22857796	22857813	-	0.000	0.000	Merged-chr16-22857736-62
NR3777--MA0482.1.Gata4	chr16	4762246	4762256	-	0.000	0.000	Merged-chr16-4762365-8
NR1610--MA1104.1.GATA6	chr11	43492831	43492843	-	0.000	0.000	Merged-chr11-43492848-27
NR7403--MA0766.1.GATA5	chr5	29200063	29200070	-	0.000	0.000	Merged-chr5-29200032-4
NR6232--MA0140.2.GATA1::TAL1	chr3	84040295	84040312	-	0.000	0.000	Merged-chr3-84040133-152
NR6873--MA0035.3.Gata1	chr4	59190871	59190881	-	0.000	0.000	Merged-chr4-59190847-19
NR3538--MA0482.1.Gata4	chr15	36364105	36364115	+	0.000	0.000	Merged-chr15-36364170-51
NR3809--MA0482.1.Gata4	chr16	7419926	7419936	+	0.000	0.000	Merged-chr16-7419949-42
NR4340--MA0766.1.GATA5	chr17	23797678	23797685	+	0.000	0.000	Merged-chr17-23797661-48
NR3191--MA0035.3.Gata1	chr14	66241476	66241486	+	0.000	0.000	Merged-chr14-66241484-22
NR5856--MA0140.2.GATA1::TAL1	chr3	9401027	9401044	-	0.000	0.000	Merged-chr3-9400917-27
NR5784--MA0482.1.Gata4	chr2	165639605	165639615	-	0.000	0.000	Merged-chr2-165639505-4
NR9482--MA0035.3.Gata1	chr9	13470378	13470388	+	0.000	0.000	Merged-chr9-13470214-9
NR7368--MA0482.1.Gata4	chr5	21054838	21054848	+	0.000	0.000	Merged-chr5-21054874-6
NR3546--MA0766.1.GATA5	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR7799--MA1104.1.GATA6	chr5	150220585	150220597	-	0.000	0.000	Merged-chr5-150220578-7
NR9428--MA0482.1.Gata4	chr8	125351839	125351849	-	0.000	0.000	Merged-chr8-125351679-18
NR7292--MA0035.3.Gata1	chr5	15470116	15470126	+	0.000	0.000	Merged-chr5-15470199-54
NR6578--MA0037.3.GATA3	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR3246--MA0482.1.Gata4	chr14	87439913	87439923	+	0.000	0.000	Merged-chr14-87439901-5
NR5562--MA1104.1.GATA6	chr2	122125774	122125786	-	0.000	0.000	Merged-chr2-122125883-8
NR5449--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR9394--MA0036.3.GATA2	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR3215--MA0140.2.GATA1::TAL1	chr14	76569410	76569427	+	0.000	0.000	Merged-chr14-76569463-39
NR8550--MA0766.1.GATA5	chr6	144987415	144987422	+	0.000	0.000	Merged-chr6-144987357-14
NR1745--MA0037.3.GATA3	chr11	104609421	104609428	+	0.000	0.000	Merged-chr11-104609685-47
NR1556--MA0035.3.Gata1	chr11	19993875	19993885	-	0.000	0.000	Merged-chr11-19993906-5
NR9789--MA0482.1.Gata4	chr9	120493245	120493255	+	0.000	0.000	Merged-chr9-120493281-1
NR565--MA0036.3.GATA2	chr1	132046415	132046425	-	0.000	0.000	Merged-chr1-132046441-41
NR3759--MA0035.3.Gata1	chr15	100750371	100750381	+	0.000	0.000	Merged-chr15-100750259-57
NR6722--MA0035.3.Gata1	chr4	19923450	19923460	-	0.000	0.000	Merged-chr4-19923492-7
NR78--MA0035.3.Gata1	chr1	14514551	14514561	-	0.000	0.000	Merged-chr1-14514684-1
NR5405--MA0035.3.Gata1	chr2	80315536	80315546	+	0.000	0.000	Merged-chr2-80315576-77
NR9411--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR9341--MA0482.1.Gata4	chr8	107164414	107164424	+	0.000	0.000	Merged-chr8-107164486-19
NR1197--MA0036.3.GATA2	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR3385--MA1104.1.GATA6	chr14	118796304	118796316	-	0.000	0.000	Merged-chr14-118796395-16
NR3903--MA0140.2.GATA1::TAL1	chr16	32520687	32520704	-	0.000	0.000	Merged-chr16-32520584-37
NR815--MA0036.3.GATA2	chr1	186713109	186713119	+	0.000	0.000	Merged-chr1-186713074-31
NR800--MA1104.1.GATA6	chr1	182539636	182539648	+	0.000	0.000	Merged-chr1-182539437-37
NR1263--MA0140.2.GATA1::TAL1	chr10	91141663	91141680	-	0.000	0.000	Merged-chr10-91141704-33
NR6871--MA1104.1.GATA6	chr4	59190870	59190882	+	0.000	0.000	Merged-chr4-59190847-19
NR796--MA0036.3.GATA2	chr1	180364120	180364130	+	0.000	0.000	Merged-chr1-180364196-41
NR5302--MA1104.1.GATA6	chr2	54421122	54421134	-	0.000	0.000	Merged-chr2-54421215-1
NR9415--MA0766.1.GATA5	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR4868--MA0766.1.GATA5	chr18	62072967	62072974	-	0.000	0.000	Merged-chr18-62072861-2
NR4476--MA0037.3.GATA3	chr17	64208603	64208610	+	0.000	0.000	Merged-chr17-64208497-3
NR4183--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR5554--MA0037.3.GATA3	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR6536--MA0037.3.GATA3	chr3	146127390	146127397	-	0.000	0.000	Merged-chr3-146127552-12
NR3778--MA1104.1.GATA6	chr16	4762246	4762258	+	0.000	0.000	Merged-chr16-4762365-8
NR9909--MA0482.1.Gata4	chrX	136616096	136616106	+	0.000	0.000	Merged-chrX-136616157-16
NR1109--MA0766.1.GATA5	chr10	61559864	61559871	-	0.000	0.000	Merged-chr10-61559785-43
NR4420--MA0766.1.GATA5	chr17	45573049	45573056	-	0.000	0.000	Merged-chr17-45573400-189
NR1776--MA0482.1.Gata4	chr11	115564106	115564116	-	0.000	0.000	Merged-chr11-115564290-52
NR4498--MA0140.2.GATA1::TAL1	chr17	67403715	67403732	+	0.000	0.000	Merged-chr17-67403905-1
NR3539--MA1104.1.GATA6	chr15	36364103	36364115	-	0.000	0.000	Merged-chr15-36364170-51
NR2321--MA0035.3.Gata1	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR2886--MA0036.3.GATA2	chr13	110790484	110790494	-	0.000	0.000	Merged-chr13-110790449-2
NR5558--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR6769--MA0036.3.GATA2	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR2430--MA0035.3.Gata1	chr13	8457033	8457043	+	0.000	0.000	Merged-chr13-8457184-81
NR5785--MA1104.1.GATA6	chr2	165639605	165639617	+	0.000	0.000	Merged-chr2-165639505-4
NR6767--MA0037.3.GATA3	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR7547--MA0035.3.Gata1	chr5	65867407	65867417	+	0.000	0.000	Merged-chr5-65867573-52
NR6926--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR2586--MA0035.3.Gata1	chr13	59585437	59585447	+	0.000	0.000	Merged-chr13-59585318-80
NR1136--MA0482.1.Gata4	chr10	69168674	69168684	+	0.000	0.000	Merged-chr10-69168741-15
NR7108--MA0766.1.GATA5	chr4	126103849	126103856	-	0.000	0.000	Merged-chr4-126103759-104
NR9429--MA1104.1.GATA6	chr8	125351839	125351851	+	0.000	0.000	Merged-chr8-125351679-18
NR3247--MA1104.1.GATA6	chr14	87439911	87439923	-	0.000	0.000	Merged-chr14-87439901-5
NR8142--MA0037.3.GATA3	chr6	71962928	71962935	+	0.000	0.000	Merged-chr6-71962835-53
NR263--MA1104.1.GATA6	chr1	66987715	66987727	-	0.000	0.000	Merged-chr1-66987794-41
NR4826--MA0766.1.GATA5	chr18	56733839	56733846	+	0.000	0.000	Merged-chr18-56734019-60
NR5403--MA0037.3.GATA3	chr2	79270384	79270391	+	0.000	0.000	Merged-chr2-79270307-14
NR8362--MA0036.3.GATA2	chr6	129533344	129533354	-	0.000	0.000	Merged-chr6-129533355-94
NR8320--MA0035.3.Gata1	chr6	124750612	124750622	-	0.000	0.000	Merged-chr6-124750623-14
NR2549--MA0037.3.GATA3	chr13	41948368	41948375	+	0.000	0.000	Merged-chr13-41948463-1
NR9797--MA0140.2.GATA1::TAL1	chr9	123021037	123021054	-	0.000	0.000	Merged-chr9-123021299-81
NR626--MA0140.2.GATA1::TAL1	chr1	145069575	145069592	+	0.000	0.000	Merged-chr1-145069518-2
NR7146--MA0035.3.Gata1	chr4	135895435	135895445	+	0.000	0.000	Merged-chr4-135895375-12
NR4393--MA0766.1.GATA5	chr17	35993989	35993996	-	0.000	0.000	Merged-chr17-35993975-42
NR8224--MA0035.3.Gata1	chr6	100011906	100011916	-	0.000	0.000	Merged-chr6-100011850-11
NR9342--MA1104.1.GATA6	chr8	107164412	107164424	-	0.000	0.000	Merged-chr8-107164486-19
NR2270--MA0482.1.Gata4	chr12	99544689	99544699	-	0.000	0.000	Merged-chr12-99544732-47
NR682--MA0482.1.Gata4	chr1	158177457	158177467	+	0.000	0.000	Merged-chr1-158177392-1
NR9756--MA0037.3.GATA3	chr9	107986402	107986409	-	0.000	0.000	Merged-chr9-107986494-4
NR5006--MA0140.2.GATA1::TAL1	chr19	5389999	5390016	+	0.000	0.000	Merged-chr19-5390000-41
NR7911--MA0766.1.GATA5	chr6	29229410	29229417	+	0.000	0.000	Merged-chr6-29229534-5
NR8694--MA0035.3.Gata1	chr7	44496629	44496639	+	0.000	0.000	Merged-chr7-44496496-71
