#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR7106--MA0511.2.RUNX2	chr4	57452074	57452082	+	0.000	0.000	Merged-chr4-57452125-10
NR8847--MA0002.2.RUNX1	chr6	135216761	135216771	-	0.000	0.000	Merged-chr6-135216770-8
NR6896--MA0002.2.RUNX1	chr3	146352405	146352415	-	0.000	0.000	Merged-chr3-146352378-36
NR2271--MA0684.1.RUNX3	chr12	73598395	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR7722--MA0002.2.RUNX1	chr5	43837607	43837617	+	0.000	0.000	Merged-chr5-43837616-20
NR4301--MA0511.2.RUNX2	chr16	75984027	75984035	-	0.000	0.000	Merged-chr16-75984013-36
NR8433--MA0002.2.RUNX1	chr6	51073693	51073703	-	0.000	0.000	Merged-chr6-51073558-17
NR4597--MA0002.2.RUNX1	chr17	32424228	32424238	+	0.000	0.000	Merged-chr17-32424197-48
NR6233--MA0511.2.RUNX2	chr2	160397949	160397957	+	0.000	0.000	Merged-chr2-160397958-31
NR335--MA0684.1.RUNX3	chr1	106152017	106152026	-	0.000	0.000	Merged-chr1-106152101-46
NR1792--MA0002.2.RUNX1	chr11	79686997	79687007	+	0.000	0.000	Merged-chr11-79686905-20
NR4454--MA0002.2.RUNX1	chr17	5804539	5804549	+	0.000	0.000	Merged-chr17-5804562-52
NR8436--MA0511.2.RUNX2	chr6	52474140	52474148	+	0.000	0.000	Merged-chr6-52474009-12
NR209--MA0511.2.RUNX2	chr1	78436244	78436252	+	0.000	0.000	Merged-chr1-78436226-37
NR7560--MA0002.2.RUNX1	chr5	3497615	3497625	+	0.000	0.000	Merged-chr5-3497810-31
NR7831--MA0002.2.RUNX1	chr5	73153969	73153979	-	0.000	0.000	Merged-chr5-73154049-10
NR2569--MA0002.2.RUNX1	chr12	117444860	117444870	+	0.000	0.000	Merged-chr12-117444670-46
NR3995--MA0002.2.RUNX1	chr15	100905319	100905329	+	0.000	0.000	Merged-chr15-100905419-58
NR8195--MA0684.1.RUNX3	chr5	139345140	139345149	-	0.000	0.000	Merged-chr5-139345082-66
NR6038--MA0002.2.RUNX1	chr2	127300933	127300943	-	0.000	0.000	Merged-chr2-127301003-17
NR1967--MA0002.2.RUNX1	chr11	107407889	107407899	-	0.000	0.000	Merged-chr11-107407910-19
NR3981--MA0684.1.RUNX3	chr15	100461457	100461466	-	0.000	0.000	Merged-chr15-100461368-57
NR8175--MA0002.2.RUNX1	chr5	136459000	136459010	+	0.000	0.000	Merged-chr5-136458862-38
NR3504--MA0002.2.RUNX1	chr14	103048757	103048767	-	0.000	0.000	Merged-chr14-103048950-60
NR9872--MA0002.2.RUNX1	chr8	64618842	64618852	+	0.000	0.000	Merged-chr8-64618871-24
NR299--MA0511.2.RUNX2	chr1	94092014	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR7321--MA0002.2.RUNX1	chr4	119812890	119812900	-	0.000	0.000	Merged-chr4-119812995-31
NR5370--MA0002.2.RUNX1	chr19	37109988	37109998	+	0.000	0.000	Merged-chr19-37109967-3
NR6481--MA0684.1.RUNX3	chr3	51353463	51353472	-	0.000	0.000	Merged-chr3-51353626-33
NR8079--MA0002.2.RUNX1	chr5	115516845	115516855	-	0.000	0.000	Merged-chr5-115516638-85
NR6560--MA0511.2.RUNX2	chr3	79504698	79504706	-	0.000	0.000	Merged-chr3-79504650-9
NR2168--MA0002.2.RUNX1	chr12	26401906	26401916	-	0.000	0.000	Merged-chr12-26401651-77
NR6626--MA0511.2.RUNX2	chr3	94375473	94375481	-	0.000	0.000	Merged-chr3-94375656-27
NR2124--MA0511.2.RUNX2	chr12	13410417	13410425	+	0.000	0.000	Merged-chr12-13410341-33
NR8287--MA0511.2.RUNX2	chr5	151645086	151645094	+	0.000	0.000	Merged-chr5-151645024-26
NR10569--MA0511.2.RUNX2	chr9	94441585	94441593	+	0.000	0.000	Merged-chr9-94441414-62
NR4803--MA0511.2.RUNX2	chr17	83902736	83902744	-	0.000	0.000	Merged-chr17-83902741-24
NR166--MA0002.2.RUNX1	chr1	66279438	66279448	+	0.000	0.000	Merged-chr1-66279555-43
NR8188--MA0002.2.RUNX1	chr5	139206775	139206785	+	0.000	0.000	Merged-chr5-139206711-28
NR6193--MA0511.2.RUNX2	chr2	154732922	154732930	+	0.000	0.000	Merged-chr2-154732933-29
NR5654--MA0002.2.RUNX1	chr2	32757156	32757166	+	0.000	0.000	Merged-chr2-32757365-75
NR8045--MA0002.2.RUNX1	chr5	112385016	112385026	-	0.000	0.000	Merged-chr5-112385056-37
NR169--MA0511.2.RUNX2	chr1	66816208	66816216	+	0.000	0.000	Merged-chr1-66816152-31
NR1059--MA0511.2.RUNX2	chr10	60162675	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR2405--MA0002.2.RUNX1	chr12	100711233	100711243	+	0.000	0.000	Merged-chr12-100711122-1
NR8174--MA0684.1.RUNX3	chr5	136199097	136199106	-	0.000	0.000	Merged-chr5-136198958-58
NR3560--MA0002.2.RUNX1	chr14	121934750	121934760	+	0.000	0.000	Merged-chr14-121934636-24
NR3831--MA0002.2.RUNX1	chr15	77698807	77698817	-	0.000	0.000	Merged-chr15-77698790-47
NR4214--MA0684.1.RUNX3	chr16	49818780	49818789	+	0.000	0.000	Merged-chr16-49818889-55
NR1946--MA0002.2.RUNX1	chr11	104630384	104630394	+	0.000	0.000	Merged-chr11-104630373-60
NR4337--MA0002.2.RUNX1	chr16	84813439	84813449	-	0.000	0.000	Merged-chr16-84813469-4
NR2386--MA0002.2.RUNX1	chr12	98453479	98453489	-	0.000	0.000	Merged-chr12-98453618-41
NR7714--MA0002.2.RUNX1	chr5	37259132	37259142	-	0.000	0.000	Merged-chr5-37259222-30
NR6639--MA0511.2.RUNX2	chr3	97076620	97076628	-	0.000	0.000	Merged-chr3-97076384-70
NR8302--MA0684.1.RUNX3	chr6	6577522	6577531	+	0.000	0.000	Merged-chr6-6577639-1
NR9950--MA0511.2.RUNX2	chr8	84601582	84601590	+	0.000	0.000	Merged-chr8-84601669-24
NR2137--MA0511.2.RUNX2	chr12	16584080	16584088	+	0.000	0.000	Merged-chr12-16584018-49
NR3464--MA0002.2.RUNX1	chr14	78749568	78749578	-	0.000	0.000	Merged-chr14-78749515-13
NR6669--MA0684.1.RUNX3	chr3	104466710	104466719	+	0.000	0.000	Merged-chr3-104466607-13
NR7922--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR9980--MA0684.1.RUNX3	chr8	94969849	94969858	-	0.000	0.000	Merged-chr8-94969690-1,Merged-chr8-94970048-23
NR5971--MA0511.2.RUNX2	chr2	114145438	114145446	+	0.000	0.000	Merged-chr2-114145226-70
NR6126--MA0002.2.RUNX1	chr2	144231342	144231352	+	0.000	0.000	Merged-chr2-144231243-34
NR10803--MA0002.2.RUNX1	chr9	121881063	121881073	+	0.000	0.000	Merged-chr9-121881048-26
NR4131--MA0511.2.RUNX2	chr16	32430852	32430860	-	0.000	0.000	Merged-chr16-32431022-65
NR2180--MA0511.2.RUNX2	chr12	34248929	34248937	+	0.000	0.000	Merged-chr12-34249045-49
NR8263--MA0002.2.RUNX1	chr5	148769564	148769574	-	0.000	0.000	Merged-chr5-148769647-40
NR3987--MA0002.2.RUNX1	chr15	100706484	100706494	+	0.000	0.000	Merged-chr15-100706630-70
NR1370--MA0002.2.RUNX1	chr10	117640272	117640282	-	0.000	0.000	Merged-chr10-117640177-35
NR4575--MA0684.1.RUNX3	chr17	29307282	29307291	-	0.000	0.000	Merged-chr17-29307236-11
NR6378--MA0002.2.RUNX1	chr3	8717370	8717380	-	0.000	0.000	Merged-chr3-8717539-26
NR1912--MA0002.2.RUNX1	chr11	101665569	101665579	+	0.000	0.000	Merged-chr11-101665520-54
NR9960--MA0002.2.RUNX1	chr8	86891775	86891785	-	0.000	0.000	Merged-chr8-86891702-1
NR10740--MA0511.2.RUNX2	chr9	116366366	116366374	+	0.000	0.000	Merged-chr9-116366334-59
NR4383--MA0511.2.RUNX2	chr16	91789929	91789937	+	0.000	0.000	Merged-chr16-91789935-50
NR4178--MA0511.2.RUNX2	chr16	43650508	43650516	+	0.000	0.000	Merged-chr16-43650685-39
NR4161--MA0684.1.RUNX3	chr16	37099540	37099549	-	0.000	0.000	Merged-chr16-37099650-10
NR1893--MA0002.2.RUNX1	chr11	98909882	98909892	+	0.000	0.000	Merged-chr11-98909769-23
NR6506--MA0002.2.RUNX1	chr3	59101875	59101885	+	0.000	0.000	Merged-chr3-59101725-81
NR1959--MA0002.2.RUNX1	chr11	106468654	106468664	+	0.000	0.000	Merged-chr11-106468760-5
NR8266--MA0511.2.RUNX2	chr5	148959172	148959180	+	0.000	0.000	Merged-chr5-148959251-47
NR7390--MA0002.2.RUNX1	chr4	134273514	134273524	-	0.000	0.000	Merged-chr4-134273569-45
NR8167--MA0002.2.RUNX1	chr5	134258639	134258649	-	0.000	0.000	Merged-chr5-134258630-9
NR1545--MA0002.2.RUNX1	chr11	19987267	19987277	+	0.000	0.000	Merged-chr11-19987339-30
NR2133--MA0684.1.RUNX3	chr12	16321296	16321305	+	0.000	0.000	Merged-chr12-16321346-3
NR9864--MA0002.2.RUNX1	chr8	57638073	57638083	+	0.000	0.000	Merged-chr8-57637972-56
NR9820--MA0511.2.RUNX2	chr8	35430958	35430966	-	0.000	0.000	Merged-chr8-35430856-53
NR5633--MA0002.2.RUNX1	chr2	29769207	29769217	+	0.000	0.000	Merged-chr2-29769115-16
NR10750--MA0002.2.RUNX1	chr9	117913513	117913523	+	0.000	0.000	Merged-chr9-117913452-13
NR6139--MA0002.2.RUNX1	chr2	145838854	145838864	+	0.000	0.000	Merged-chr2-145838847-32
NR10816--MA0002.2.RUNX1	chr9	123754697	123754707	+	0.000	0.000	Merged-chr9-123754572-46
NR4188--MA0002.2.RUNX1	chr16	44349928	44349938	+	0.000	0.000	Merged-chr16-44349911-10
NR7836--MA0002.2.RUNX1	chr5	74404407	74404417	-	0.000	0.000	Merged-chr5-74404312-40
NR5885--MA0002.2.RUNX1	chr2	90496533	90496543	-	0.000	0.000	Merged-chr2-90496701-53
NR3810--MA0002.2.RUNX1	chr15	75116702	75116712	+	0.000	0.000	Merged-chr15-75116670-38
NR6596--MA0002.2.RUNX1	chr3	87816711	87816721	-	0.000	0.000	Merged-chr3-87816803-25
NR3605--MA0002.2.RUNX1	chr15	7217228	7217238	-	0.000	0.000	Merged-chr15-7217140-25
NR1383--MA0002.2.RUNX1	chr10	118083228	118083238	-	0.000	0.000	Merged-chr10-118083304-59
NR1925--MA0002.2.RUNX1	chr11	103253987	103253997	-	0.000	0.000	Merged-chr11-103253823-14
NR4001--MA0511.2.RUNX2	chr15	102160658	102160666	-	0.000	0.000	Merged-chr15-102160711-16
NR2765--MA0684.1.RUNX3	chr13	38501512	38501521	+	0.000	0.000	Merged-chr13-38501583-20
NR10610--MA0511.2.RUNX2	chr9	96953706	96953714	-	0.000	0.000	Merged-chr9-96953731-26
NR5994--MA0002.2.RUNX1	chr2	117447069	117447079	+	0.000	0.000	Merged-chr2-117447085-57
NR3320--MA0684.1.RUNX3	chr14	57730111	57730120	+	0.000	0.000	Merged-chr14-57729995-40
NR4048--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR1492--MA0002.2.RUNX1	chr11	4251493	4251503	-	0.000	0.000	Merged-chr11-4251644-19
NR1763--MA0002.2.RUNX1	chr11	75935989	75935999	-	0.000	0.000	Merged-chr11-75935950-26
NR6727--MA0511.2.RUNX2	chr3	116483500	116483508	+	0.000	0.000	Merged-chr3-116483487-8
NR7931--MA0684.1.RUNX3	chr5	100916620	100916629	+	0.000	0.000	Merged-chr5-100916697-39
NR2669--MA0684.1.RUNX3	chr13	20502808	20502817	-	0.000	0.000	Merged-chr13-20502802-9
NR5980--MA0684.1.RUNX3	chr2	115856029	115856038	-	0.000	0.000	Merged-chr2-115856078-28
NR5232--MA0002.2.RUNX1	chr19	9053245	9053255	-	0.000	0.000	Merged-chr19-9053271-35
NR8437--MA0684.1.RUNX3	chr6	52474140	52474149	+	0.000	0.000	Merged-chr6-52474009-12
NR9986--MA0002.2.RUNX1	chr8	95915144	95915154	+	0.000	0.000	Merged-chr8-95915075-27
NR9671--MA0511.2.RUNX2	chr7	139156938	139156946	+	0.000	0.000	Merged-chr7-139156945-61
NR5755--MA0002.2.RUNX1	chr2	62332033	62332043	+	0.000	0.000	Merged-chr2-62332140-9
NR475--MA0511.2.RUNX2	chr1	144283483	144283491	+	0.000	0.000	Merged-chr1-144283563-68
NR2778--MA0684.1.RUNX3	chr13	41634642	41634651	-	0.000	0.000	Merged-chr13-41634696-29
NR7021--MA0002.2.RUNX1	chr4	32615268	32615278	-	0.000	0.000	Merged-chr4-32615355-52
NR8275--MA0684.1.RUNX3	chr5	149604987	149604996	+	0.000	0.000	Merged-chr5-149605038-10
NR8817--MA0684.1.RUNX3	chr6	130288355	130288364	+	0.000	0.000	Merged-chr6-130288327-19
NR6866--MA0684.1.RUNX3	chr3	144411166	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR3932--MA0002.2.RUNX1	chr15	94279443	94279453	-	0.000	0.000	Merged-chr15-94279400-2
NR4044--MA0684.1.RUNX3	chr16	14088427	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR8354--MA0511.2.RUNX2	chr6	28949422	28949430	+	0.000	0.000	Merged-chr6-28949446-17
NR4167--MA0002.2.RUNX1	chr16	38239894	38239904	+	0.000	0.000	Merged-chr16-38239886-27
NR8132--MA0684.1.RUNX3	chr5	124034658	124034667	+	0.000	0.000	Merged-chr5-124034642-47
NR2443--MA0511.2.RUNX2	chr12	108634216	108634224	+	0.000	0.000	Merged-chr12-108634224-17
NR1362--MA0002.2.RUNX1	chr10	117112784	117112794	+	0.000	0.000	Merged-chr10-117112735-27
NR1904--MA0002.2.RUNX1	chr11	100393849	100393859	-	0.000	0.000	Merged-chr11-100393918-7
NR8877--MA0511.2.RUNX2	chr6	137541466	137541474	+	0.000	0.000	Merged-chr6-137541549-52
NR6055--MA0511.2.RUNX2	chr2	128400509	128400517	+	0.000	0.000	Merged-chr2-128400561-8
NR7796--MA0002.2.RUNX1	chr5	66096184	66096194	-	0.000	0.000	Merged-chr5-66096250-16
NR5450--MA0002.2.RUNX1	chr19	55332801	55332811	+	0.000	0.000	Merged-chr19-55332814-24
NR3770--MA0002.2.RUNX1	chr15	66860974	66860984	-	0.000	0.000	Merged-chr15-66860959-16
NR5516--MA0002.2.RUNX1	chr2	3723975	3723985	+	0.000	0.000	Merged-chr2-3723872-33
NR3294--MA0002.2.RUNX1	chr14	54122127	54122137	+	0.000	0.000	Merged-chr14-54122024-10
NR3836--MA0002.2.RUNX1	chr15	78518541	78518551	+	0.000	0.000	Merged-chr15-78518416-16
NR10633--MA0002.2.RUNX1	chr9	103181110	103181120	+	0.000	0.000	Merged-chr9-103181088-53
NR9333--MA0002.2.RUNX1	chr7	89308432	89308442	-	0.000	0.000	Merged-chr7-89308449-38
NR7653--MA0002.2.RUNX1	chr5	23722212	23722222	-	0.000	0.000	Merged-chr5-23722080-21
NR3965--MA0684.1.RUNX3	chr15	97907371	97907380	+	0.000	0.000	Merged-chr15-97907390-3
NR137--MA0002.2.RUNX1	chr1	60240666	60240676	+	0.000	0.000	Merged-chr1-60240726-17
NR266--MA0684.1.RUNX3	chr1	89108779	89108788	-	0.000	0.000	Merged-chr1-89108793-22
NR4279--MA0511.2.RUNX2	chr16	70326814	70326822	-	0.000	0.000	Merged-chr16-70326807-66
NR3945--MA0002.2.RUNX1	chr15	96599112	96599122	+	0.000	0.000	Merged-chr15-96599090-44
NR6008--MA0684.1.RUNX3	chr2	119157083	119157092	-	0.000	0.000	Merged-chr2-119156876-75
NR9442--MA0002.2.RUNX1	chr7	106271099	106271109	-	0.000	0.000	Merged-chr7-106271098-32
NR7828--MA0002.2.RUNX1	chr5	73152453	73152463	+	0.000	0.000	Merged-chr5-73152389-40
NR9842--MA0684.1.RUNX3	chr8	46420692	46420701	-	0.000	0.000	Merged-chr8-46420639-16
NR1646--MA0002.2.RUNX1	chr11	52232060	52232070	+	0.000	0.000	Merged-chr11-52232101-58
NR1917--MA0002.2.RUNX1	chr11	102317762	102317772	+	0.000	0.000	Merged-chr11-102317551-136
NR8224--MA0511.2.RUNX2	chr5	142404506	142404514	+	0.000	0.000	Merged-chr5-142404531-8
NR7970--MA0511.2.RUNX2	chr5	105642691	105642699	-	0.000	0.000	Merged-chr5-105642805-64
NR2979--MA0511.2.RUNX2	chr13	94177383	94177391	-	0.000	0.000	Merged-chr13-94177315-11
NR9617--MA0002.2.RUNX1	chr7	130546970	130546980	-	0.000	0.000	Merged-chr7-130547109-79
NR4245--MA0511.2.RUNX2	chr16	57231581	57231589	+	0.000	0.000	Merged-chr16-57231478-49
NR3640--MA0002.2.RUNX1	chr15	31166830	31166840	+	0.000	0.000	Merged-chr15-31166801-87
NR6098--MA0684.1.RUNX3	chr2	136058483	136058492	-	0.000	0.000	Merged-chr2-136058435-1
NR8648--MA0002.2.RUNX1	chr6	108861363	108861373	+	0.000	0.000	Merged-chr6-108861313-26
NR9951--MA0684.1.RUNX3	chr8	84601582	84601591	+	0.000	0.000	Merged-chr8-84601669-24
NR10232--MA0002.2.RUNX1	chr9	11513963	11513973	+	0.000	0.000	Merged-chr9-11513974-36
NR3991--MA0511.2.RUNX2	chr15	100750453	100750461	+	0.000	0.000	Merged-chr15-100750259-57
NR3021--MA0002.2.RUNX1	chr13	100854452	100854462	-	0.000	0.000	Merged-chr13-100854442-29
NR1070--MA0002.2.RUNX1	chr10	60346224	60346234	-	0.000	0.000	Merged-chr10-60346273-6
NR4669--MA0002.2.RUNX1	chr17	50071769	50071779	+	0.000	0.000	Merged-chr17-50071769-42
NR136--MA0684.1.RUNX3	chr1	60240634	60240643	-	0.000	0.000	Merged-chr1-60240726-17
NR8429--MA0684.1.RUNX3	chr6	50417093	50417102	-	0.000	0.000	Merged-chr6-50417055-62
NR3544--MA0002.2.RUNX1	chr14	118700413	118700423	-	0.000	0.000	Merged-chr14-118700236-58
NR10070--MA0002.2.RUNX1	chr8	116605490	116605500	+	0.000	0.000	Merged-chr8-116605593-15
NR1593--MA0002.2.RUNX1	chr11	43358959	43358969	+	0.000	0.000	Merged-chr11-43358857-56
NR9312--MA0002.2.RUNX1	chr7	81179604	81179614	+	0.000	0.000	Merged-chr7-81179607-41
NR9978--MA0002.2.RUNX1	chr8	94969808	94969818	+	0.000	0.000	Merged-chr8-94969690-1
NR10741--MA0684.1.RUNX3	chr9	116366366	116366375	+	0.000	0.000	Merged-chr9-116366334-59
NR3481--MA0511.2.RUNX2	chr14	87452283	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR9293--MA0002.2.RUNX1	chr7	75891660	75891670	+	0.000	0.000	Merged-chr7-75891656-12
NR9835--MA0002.2.RUNX1	chr8	45817246	45817256	-	0.000	0.000	Merged-chr8-45817273-17
NR4463--MA0511.2.RUNX2	chr17	6782895	6782903	+	0.000	0.000	Merged-chr17-6782813-110
NR3530--MA0684.1.RUNX3	chr14	115017782	115017791	-	0.000	0.000	Merged-chr14-115017884-47
NR8267--MA0684.1.RUNX3	chr5	148959172	148959181	+	0.000	0.000	Merged-chr5-148959251-47
NR5604--MA0002.2.RUNX1	chr2	23041658	23041668	-	0.000	0.000	Merged-chr2-23041695-10
NR4529--MA0511.2.RUNX2	chr17	23797593	23797601	+	0.000	0.000	Merged-chr17-23797661-48
NR9421--MA0002.2.RUNX1	chr7	105554388	105554398	+	0.000	0.000	Merged-chr7-105554530-56
NR6666--MA0511.2.RUNX2	chr3	104466688	104466696	-	0.000	0.000	Merged-chr3-104466607-13
NR1453--MA0511.2.RUNX2	chr10	127471458	127471466	+	0.000	0.000	Merged-chr10-127471535-20
NR3510--MA0002.2.RUNX1	chr14	103469257	103469267	+	0.000	0.000	Merged-chr14-103469232-2
NR3034--MA0002.2.RUNX1	chr13	101707505	101707515	-	0.000	0.000	Merged-chr13-101707362-90
NR9550--MA0684.1.RUNX3	chr7	120918685	120918694	-	0.000	0.000	Merged-chr7-120918613-12
NR1083--MA0002.2.RUNX1	chr10	62507951	62507961	+	0.000	0.000	Merged-chr10-62507815-50,Merged-chr10-62508148-1
NR2879--MA0684.1.RUNX3	chr13	65070185	65070194	-	0.000	0.000	Merged-chr13-65070187-24
NR1754--MA0684.1.RUNX3	chr11	73131192	73131201	-	0.000	0.000	Merged-chr11-73131233-35
NR2194--MA0684.1.RUNX3	chr12	40082662	40082671	-	0.000	0.000	Merged-chr12-40082699-21
NR9530--MA0002.2.RUNX1	chr7	117433803	117433813	-	0.000	0.000	Merged-chr7-117433722-72
NR7645--MA0002.2.RUNX1	chr5	23626316	23626326	-	0.000	0.000	Merged-chr5-23626360-14
NR8899--MA0684.1.RUNX3	chr6	140314110	140314119	+	0.000	0.000	Merged-chr6-140314075-23
NR7996--MA0511.2.RUNX2	chr5	107525198	107525206	-	0.000	0.000	Merged-chr5-107525104-2
NR3414--MA0002.2.RUNX1	chr14	73123927	73123937	+	0.000	0.000	Merged-chr14-73124034-46
NR1463--MA0002.2.RUNX1	chr10	128504839	128504849	-	0.000	0.000	Merged-chr10-128504918-39
NR8312--MA0511.2.RUNX2	chr6	12012341	12012349	-	0.000	0.000	Merged-chr6-12012357-7
NR6205--MA0684.1.RUNX3	chr2	155553338	155553347	+	0.000	0.000	Merged-chr2-155553198-41
NR10192--MA0002.2.RUNX1	chr8	128223319	128223329	+	0.000	0.000	Merged-chr8-128223372-20
NR1986--MA0002.2.RUNX1	chr11	109445750	109445760	+	0.000	0.000	Merged-chr11-109445792-26
NR8293--MA0511.2.RUNX2	chr6	3620708	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR9705--MA0002.2.RUNX1	chr7	141316012	141316022	+	0.000	0.000	Merged-chr7-141316131-26
NR7883--MA0684.1.RUNX3	chr5	93152256	93152265	-	0.000	0.000	Merged-chr5-93152431-86
NR3874--MA0511.2.RUNX2	chr15	84178922	84178930	+	0.000	0.000	Merged-chr15-84178956-9
NR2349--MA0002.2.RUNX1	chr12	91013217	91013227	-	0.000	0.000	Merged-chr12-91013240-1
NR10572--MA0002.2.RUNX1	chr9	94533857	94533867	+	0.000	0.000	Merged-chr9-94533867-9
NR175--MA0511.2.RUNX2	chr1	66896357	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR3460--MA0511.2.RUNX2	chr14	78685264	78685272	+	0.000	0.000	Merged-chr14-78685455-11
NR9814--MA0002.2.RUNX1	chr8	34615169	34615179	-	0.000	0.000	Merged-chr8-34615057-34
NR1575--MA0511.2.RUNX2	chr11	32715225	32715233	-	0.000	0.000	Merged-chr11-32715413-66
NR7658--MA0002.2.RUNX1	chr5	23874650	23874660	-	0.000	0.000	Merged-chr5-23874681-17
NR3632--MA0002.2.RUNX1	chr15	27579097	27579107	+	0.000	0.000	Merged-chr15-27579137-17
NR2335--MA0684.1.RUNX3	chr12	86807565	86807574	-	0.000	0.000	Merged-chr12-86807614-54
NR9795--MA0002.2.RUNX1	chr8	23254889	23254899	+	0.000	0.000	Merged-chr8-23254830-5
NR4409--MA0002.2.RUNX1	chr16	93884090	93884100	-	0.000	0.000	Merged-chr16-93884002-62
NR7200--MA0511.2.RUNX2	chr4	95778035	95778043	+	0.000	0.000	Merged-chr4-95778146-34
NR3840--MA0511.2.RUNX2	chr15	78923726	78923734	-	0.000	0.000	Merged-chr15-78923681-44
NR4617--MA0511.2.RUNX2	chr17	35508087	35508095	-	0.000	0.000	Merged-chr17-35508038-19
NR3470--MA0002.2.RUNX1	chr14	79503808	79503818	-	0.000	0.000	Merged-chr14-79503814-22
NR3741--MA0002.2.RUNX1	chr15	59596758	59596768	-	0.000	0.000	Merged-chr15-59596634-94
NR3536--MA0002.2.RUNX1	chr14	118124396	118124406	-	0.000	0.000	Merged-chr14-118124409-31
NR10062--MA0002.2.RUNX1	chr8	115462252	115462262	-	0.000	0.000	Merged-chr8-115462396-21
NR10333--MA0002.2.RUNX1	chr9	44011144	44011154	-	0.000	0.000	Merged-chr9-44011189-9
NR8163--MA0511.2.RUNX2	chr5	134237016	134237024	+	0.000	0.000	Merged-chr5-134237023-52
NR9033--MA0002.2.RUNX1	chr6	147591275	147591285	+	0.000	0.000	Merged-chr6-147591193-1
NR7353--MA0002.2.RUNX1	chr4	126286720	126286730	+	0.000	0.000	Merged-chr4-126286786-18
NR5673--MA0002.2.RUNX1	chr2	35898870	35898880	+	0.000	0.000	Merged-chr2-35899032-12
NR8878--MA0684.1.RUNX3	chr6	137541466	137541475	+	0.000	0.000	Merged-chr6-137541549-52
NR3665--MA0684.1.RUNX3	chr15	36640860	36640869	-	0.000	0.000	Merged-chr15-36640954-48
NR5739--MA0002.2.RUNX1	chr2	60504849	60504859	+	0.000	0.000	Merged-chr2-60505033-24
NR3122--MA0002.2.RUNX1	chr13	113549210	113549220	+	0.000	0.000	Merged-chr13-113549207-25
NR1171--MA0002.2.RUNX1	chr10	80115529	80115539	-	0.000	0.000	Merged-chr10-80115494-86
NR9704--MA0684.1.RUNX3	chr7	141059125	141059134	-	0.000	0.000	Merged-chr7-141058987-66
NR1508--MA0002.2.RUNX1	chr11	6152942	6152952	-	0.000	0.000	Merged-chr11-6153019-27
NR6406--MA0511.2.RUNX2	chr3	21911281	21911289	-	0.000	0.000	Merged-chr3-21911228-38
NR5530--MA0002.2.RUNX1	chr2	6379922	6379932	-	0.000	0.000	Merged-chr2-6380083-49
NR10985--MA0684.1.RUNX3	chrX	163993957	163993966	-	0.000	0.000	Merged-chrX-163994129-6
NR3645--MA0002.2.RUNX1	chr15	34356866	34356876	-	0.000	0.000	Merged-chr15-34356866-8
NR1908--MA0684.1.RUNX3	chr11	101172010	101172019	-	0.000	0.000	Merged-chr11-101172187-2
NR8067--MA0511.2.RUNX2	chr5	114100198	114100206	-	0.000	0.000	Merged-chr5-114100331-51
NR6387--MA0511.2.RUNX2	chr3	9863249	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR8116--MA0684.1.RUNX3	chr5	121564596	121564605	-	0.000	0.000	Merged-chr5-121564703-31
NR10571--MA0684.1.RUNX3	chr9	94441585	94441594	+	0.000	0.000	Merged-chr9-94441414-62
NR6165--MA0684.1.RUNX3	chr2	150861204	150861213	-	0.000	0.000	Merged-chr2-150861270-8
NR3502--MA0002.2.RUNX1	chr14	102806368	102806378	-	0.000	0.000	Merged-chr14-102806505-76
NR1889--MA0684.1.RUNX3	chr11	98510127	98510136	+	0.000	0.000	Merged-chr11-98510270-21
NR1617--MA0002.2.RUNX1	chr11	46454882	46454892	+	0.000	0.000	Merged-chr11-46454823-30
NR4008--MA0002.2.RUNX1	chr15	102722147	102722157	+	0.000	0.000	Merged-chr15-102722024-72
NR3549--MA0002.2.RUNX1	chr14	118834510	118834520	-	0.000	0.000	Merged-chr14-118834540-52
NR1203--MA0002.2.RUNX1	chr10	85352752	85352762	+	0.000	0.000	Merged-chr10-85352707-44
NR3710--MA0511.2.RUNX2	chr15	50697988	50697996	+	0.000	0.000	Merged-chr15-50698255-117
NR8447--MA0511.2.RUNX2	chr6	54685314	54685322	-	0.000	0.000	Merged-chr6-54685260-34
