#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR8266--MA0089.1.MAFG::NFE2L1	chr3	146682484	146682489	+	0.000	0.000	Merged-chr3-146682362-58
NR6365--MA0501.1.MAF::NFE2	chr19	55865978	55865992	+	0.000	0.000	Merged-chr19-55866165-31
NR9307--MA0501.1.MAF::NFE2	chr5	65435961	65435975	-	0.000	0.000	Merged-chr5-65436020-62
NR12344--MA0591.1.Bach1::Mafk	chr9	58542045	58542059	-	0.000	0.000	Merged-chr9-58542052-13
NR1320--MA0089.1.MAFG::NFE2L1	chr10	44380772	44380777	+	0.000	0.000	Merged-chr10-44380932-96
NR7740--MA0659.1.MAFG	chr3	78958961	78958981	+	0.000	0.000	Merged-chr3-78959037-23
NR8963--MA0591.1.Bach1::Mafk	chr4	144998420	144998434	-	0.000	0.000	Merged-chr4-144998591-35
NR7437--MA0089.1.MAFG::NFE2L1	chr2	168170384	168170389	-	0.000	0.000	Merged-chr2-168170286-45
NR1159--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR5654--MA0089.1.MAFG::NFE2L1	chr17	88060053	88060058	-	0.000	0.000	Merged-chr17-88060218-12
NR13021--MA0117.2.Mafb	chrX	152342615	152342626	-	0.000	0.000	Merged-chrX-152342586-50
NR10009--MA0089.1.MAFG::NFE2L1	chr6	31080909	31080914	-	0.000	0.000	Merged-chr6-31081023-63
NR1082--MA0496.2.MAFK	chr1	191850424	191850442	-	0.000	0.000	Merged-chr1-191850553-19
NR8077--MA0089.1.MAFG::NFE2L1	chr3	129588849	129588854	-	0.000	0.000	Merged-chr3-129588899-30
NR10951--MA0089.1.MAFG::NFE2L1	chr7	44501958	44501963	-	0.000	0.000	Merged-chr7-44501873-29
NR6706--MA0591.1.Bach1::Mafk	chr2	52938456	52938470	-	0.000	0.000	Merged-chr2-52938398-15
NR625--MA0495.2.MAFF	chr1	152817550	152817570	-	0.000	0.000	Merged-chr1-152817500-27
NR11772--MA0501.1.MAF::NFE2	chr8	70635680	70635694	-	0.000	0.000	Merged-chr8-70635559-11
NR9769--MA0591.1.Bach1::Mafk	chr5	136179727	136179741	+	0.000	0.000	Merged-chr5-136179761-8
NR9584--MA0089.1.MAFG::NFE2L1	chr5	105642721	105642726	+	0.000	0.000	Merged-chr5-105642805-64
NR8540--MA0089.1.MAFG::NFE2L1	chr4	59331867	59331872	+	0.000	0.000	Merged-chr4-59331656-79
NR6621--MA0496.2.MAFK	chr2	34982232	34982250	-	0.000	0.000	Merged-chr2-34982434-20
NR2980--MA0117.2.Mafb	chr12	106777779	106777790	-	0.000	0.000	Merged-chr12-106777834-6
NR9911--MA0659.1.MAFG	chr6	4086717	4086737	-	0.000	0.000	Merged-chr6-4086905-51
NR5332--MA0117.2.Mafb	chr17	17610009	17610020	+	0.000	0.000	Merged-chr17-17609984-33
NR5140--MA0501.1.MAF::NFE2	chr16	84625359	84625373	-	0.000	0.000	Merged-chr16-84625247-15
NR3906--MA0501.1.MAF::NFE2	chr14	16244006	16244020	-	0.000	0.000	Merged-chr14-16243907-1
NR6733--MA0496.2.MAFK	chr2	53668849	53668867	+	0.000	0.000	Merged-chr2-53668715-25
NR6481--MA0089.1.MAFG::NFE2L1	chr2	11534844	11534849	+	0.000	0.000	Merged-chr2-11534930-5
NR1550--MA0117.2.Mafb	chr10	91187604	91187615	+	0.000	0.000	Merged-chr10-91187552-2
NR12747--MA0089.1.MAFG::NFE2L1	chr9	115134830	115134835	+	0.000	0.000	Merged-chr9-115134877-14
NR4838--MA0089.1.MAFG::NFE2L1	chr16	10976318	10976323	+	0.000	0.000	Merged-chr16-10976349-23
NR9886--MA0089.1.MAFG::NFE2L1	chr5	149604955	149604960	-	0.000	0.000	Merged-chr5-149605038-10
NR750--MA0089.1.MAFG::NFE2L1	chr1	164665797	164665802	+	0.000	0.000	Merged-chr1-164665875-3
NR6854--MA0496.2.MAFK	chr2	79774755	79774773	-	0.000	0.000	Merged-chr2-79774648-24
NR2073--MA0089.1.MAFG::NFE2L1	chr11	59472159	59472164	+	0.000	0.000	Merged-chr11-59472389-45
NR1926--MA0591.1.Bach1::Mafk	chr11	20477618	20477632	+	0.000	0.000	Merged-chr11-20477652-51
NR1877--MA0117.2.Mafb	chr11	3932071	3932082	-	0.000	0.000	Merged-chr11-3931934-36
NR9925--MA0501.1.MAF::NFE2	chr6	6577517	6577531	+	0.000	0.000	Merged-chr6-6577639-1
NR2091--MA0591.1.Bach1::Mafk	chr11	60935556	60935570	-	0.000	0.000	Merged-chr11-60935533-50
NR7086--MA0591.1.Bach1::Mafk	chr2	122028602	122028616	+	0.000	0.000	Merged-chr2-122028535-87
NR6898--MA0089.1.MAFG::NFE2L1	chr2	91265163	91265168	-	0.000	0.000	Merged-chr2-91265194-57
NR8698--MA0496.2.MAFK	chr4	106869720	106869738	-	0.000	0.000	Merged-chr4-106869679-64
NR2714--MA0496.2.MAFK	chr12	51871959	51871977	-	0.000	0.000	Merged-chr12-51871812-58
NR12288--MA0495.2.MAFF	chr9	44517477	44517497	-	0.000	0.000	Merged-chr9-44517678-51
NR2992--MA0495.2.MAFF	chr12	107405029	107405049	-	0.000	0.000	Merged-chr12-107404973-19
NR6304--MA0089.1.MAFG::NFE2L1	chr19	42306374	42306379	+	0.000	0.000	Merged-chr19-42306300-48
NR10775--MA0089.1.MAFG::NFE2L1	chr6	148594010	148594015	-	0.000	0.000	Merged-chr6-148594065-2
NR5941--MA0089.1.MAFG::NFE2L1	chr18	65189404	65189409	-	0.000	0.000	Merged-chr18-65189388-18
NR6870--MA0089.1.MAFG::NFE2L1	chr2	83762333	83762338	-	0.000	0.000	Merged-chr2-83762342-13
NR4946--MA0591.1.Bach1::Mafk	chr16	43303491	43303505	-	0.000	0.000	Merged-chr16-43303663-37
NR1562--MA0495.2.MAFF	chr10	93069517	93069537	+	0.000	0.000	Merged-chr10-93069523-27
NR9218--MA0089.1.MAFG::NFE2L1	chr5	31202360	31202365	+	0.000	0.000	Merged-chr5-31202256-62
NR6015--MA0089.1.MAFG::NFE2L1	chr18	78142933	78142938	+	0.000	0.000	Merged-chr18-78142863-6
NR9784--MA0089.1.MAFG::NFE2L1	chr5	139197006	139197011	+	0.000	0.000	Merged-chr5-139197126-38
NR10820--MA0591.1.Bach1::Mafk	chr7	16326350	16326364	+	0.000	0.000	Merged-chr7-16326408-27
NR272--MA0089.1.MAFG::NFE2L1	chr1	78478073	78478078	+	0.000	0.000	Merged-chr1-78478073-15
NR11110--MA0089.1.MAFG::NFE2L1	chr7	81789498	81789503	-	0.000	0.000	Merged-chr7-81789360-69
NR5677--MA0501.1.MAF::NFE2	chr17	90584449	90584463	+	0.000	0.000	Merged-chr17-90584319-17
NR8619--MA0501.1.MAF::NFE2	chr4	89212324	89212338	-	0.000	0.000	Merged-chr4-89212481-15
NR7616--MA0501.1.MAF::NFE2	chr3	21936122	21936136	+	0.000	0.000	Merged-chr3-21936128-91
NR533--MA0117.2.Mafb	chr1	138186079	138186090	-	0.000	0.000	Merged-chr1-138186154-28
NR4578--MA0501.1.MAF::NFE2	chr15	66445477	66445491	+	0.000	0.000	Merged-chr15-66445527-47
NR3403--MA0089.1.MAFG::NFE2L1	chr13	51325654	51325659	+	0.000	0.000	Merged-chr13-51325526-1
NR5376--MA0089.1.MAFG::NFE2L1	chr17	26503163	26503168	+	0.000	0.000	Merged-chr17-26503198-72
NR2168--MA0496.2.MAFK	chr11	73131229	73131247	+	0.000	0.000	Merged-chr11-73131233-35
NR5261--MA0089.1.MAFG::NFE2L1	chr16	97002607	97002612	-	0.000	0.000	Merged-chr16-97002537-1
NR4482--MA0496.2.MAFK	chr15	51823241	51823259	+	0.000	0.000	Merged-chr15-51823268-39
NR5903--MA0591.1.Bach1::Mafk	chr18	61400391	61400405	-	0.000	0.000	Merged-chr18-61400402-28
NR7398--MA0496.2.MAFK	chr2	163155370	163155388	+	0.000	0.000	Merged-chr2-163155228-25
NR7848--MA0117.2.Mafb	chr3	96881001	96881012	-	0.000	0.000	Merged-chr3-96881145-10
NR9086--MA0591.1.Bach1::Mafk	chr5	3358939	3358953	-	0.000	0.000	Merged-chr5-3358967-15
NR7333--MA0089.1.MAFG::NFE2L1	chr2	152775705	152775710	-	0.000	0.000	Merged-chr2-152775622-43
NR8009--MA0496.2.MAFK	chr3	121874813	121874831	-	0.000	0.000	Merged-chr3-121874730-10
NR1757--MA0591.1.Bach1::Mafk	chr10	121316220	121316234	-	0.000	0.000	Merged-chr10-121316401-59
NR5006--MA0659.1.MAFG	chr16	52468520	52468540	+	0.000	0.000	Merged-chr16-52468577-24
NR12610--MA0496.2.MAFK	chr9	94691876	94691894	+	0.000	0.000	Merged-chr9-94691829-80
NR12198--MA0591.1.Bach1::Mafk	chr9	18473654	18473668	-	0.000	0.000	Merged-chr9-18473624-68
NR9335--MA0501.1.MAF::NFE2	chr5	67437637	67437651	+	0.000	0.000	Merged-chr5-67437495-24
NR5013--MA0495.2.MAFF	chr16	52879649	52879669	+	0.000	0.000	Merged-chr16-52879758-28
NR3077--MA0659.1.MAFG	chr12	114615864	114615884	-	0.000	0.000	Merged-chr12-114615725-85
NR3995--MA0089.1.MAFG::NFE2L1	chr14	47189498	47189503	-	0.000	0.000	Merged-chr14-47189272-67
NR2106--MA0501.1.MAF::NFE2	chr11	62185075	62185089	-	0.000	0.000	Merged-chr11-62185170-13
NR4133--MA0591.1.Bach1::Mafk	chr14	74797639	74797653	+	0.000	0.000	Merged-chr14-74797519-9
NR1564--MA0117.2.Mafb	chr10	93069526	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR8679--MA0089.1.MAFG::NFE2L1	chr4	102955809	102955814	-	0.000	0.000	Merged-chr4-102955684-33
NR5359--MA0501.1.MAF::NFE2	chr17	22866534	22866548	-	0.000	0.000	Merged-chr17-22866822-95
NR6215--MA0089.1.MAFG::NFE2L1	chr19	23388577	23388582	-	0.000	0.000	Merged-chr19-23388451-6
NR2093--MA0501.1.MAF::NFE2	chr11	60935553	60935567	-	0.000	0.000	Merged-chr11-60935533-50
NR7144--MA0089.1.MAFG::NFE2L1	chr2	129316024	129316029	-	0.000	0.000	Merged-chr2-129316037-6
NR4268--MA0495.2.MAFF	chr14	118796408	118796428	-	0.000	0.000	Merged-chr14-118796395-16
NR7861--MA0591.1.Bach1::Mafk	chr3	100916857	100916871	+	0.000	0.000	Merged-chr3-100917023-29
NR4944--MA0495.2.MAFF	chr16	43303488	43303508	+	0.000	0.000	Merged-chr16-43303663-37
NR9363--MA0496.2.MAFK	chr5	74456859	74456877	-	0.000	0.000	Merged-chr5-74456993-19
NR1685--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR6282--MA0501.1.MAF::NFE2	chr19	40618010	40618024	-	0.000	0.000	Merged-chr19-40618053-6
NR1565--MA0591.1.Bach1::Mafk	chr10	93069520	93069534	+	0.000	0.000	Merged-chr10-93069523-27
NR2906--MA0591.1.Bach1::Mafk	chr12	98674817	98674831	-	0.000	0.000	Merged-chr12-98674935-52
NR2158--MA0501.1.MAF::NFE2	chr11	72941083	72941097	-	0.000	0.000	Merged-chr11-72940930-27
NR6806--MA0089.1.MAFG::NFE2L1	chr2	69003121	69003126	+	0.000	0.000	Merged-chr2-69003152-17
NR10973--MA0591.1.Bach1::Mafk	chr7	49762896	49762910	+	0.000	0.000	Merged-chr7-49762758-15
NR6996--MA0089.1.MAFG::NFE2L1	chr2	117312576	117312581	-	0.000	0.000	Merged-chr2-117312690-43
NR12065--MA0089.1.MAFG::NFE2L1	chr8	123807201	123807206	+	0.000	0.000	Merged-chr8-123807206-24
NR4412--MA0591.1.Bach1::Mafk	chr15	31240094	31240108	+	0.000	0.000	Merged-chr15-31239940-27
NR1457--MA0089.1.MAFG::NFE2L1	chr10	81505459	81505464	-	0.000	0.000	Merged-chr10-81505422-22
NR1847--MA0501.1.MAF::NFE2	chr10	128779565	128779579	-	0.000	0.000	Merged-chr10-128779505-23
NR5--MA0501.1.MAF::NFE2	chr1	7147249	7147263	+	0.000	0.000	Merged-chr1-7147128-26
NR10688--MA0117.2.Mafb	chr6	143176979	143176990	-	0.000	0.000	Merged-chr6-143176847-16
NR4--MA0591.1.Bach1::Mafk	chr1	7147246	7147260	+	0.000	0.000	Merged-chr1-7147128-26
NR6592--MA0089.1.MAFG::NFE2L1	chr2	31108353	31108358	-	0.000	0.000	Merged-chr2-31108373-37
NR9596--MA0496.2.MAFK	chr5	107524496	107524514	+	0.000	0.000	Merged-chr5-107524666-44
NR12705--MA0501.1.MAF::NFE2	chr9	110645396	110645410	-	0.000	0.000	Merged-chr9-110645405-57
NR4272--MA0496.2.MAFK	chr14	118796409	118796427	+	0.000	0.000	Merged-chr14-118796395-16
NR5072--MA0501.1.MAF::NFE2	chr16	65815972	65815986	-	0.000	0.000	Merged-chr16-65816014-3
NR58--MA0591.1.Bach1::Mafk	chr1	33883565	33883579	+	0.000	0.000	Merged-chr1-33883578-48
NR7638--MA0117.2.Mafb	chr3	31061345	31061356	+	0.000	0.000	Merged-chr3-31061473-66
NR2659--MA0659.1.MAFG	chr12	31997008	31997028	-	0.000	0.000	Merged-chr12-31997107-37
NR6998--MA0496.2.MAFK	chr2	117335755	117335773	+	0.000	0.000	Merged-chr2-117335736-33
NR11754--MA0501.1.MAF::NFE2	chr8	69919156	69919170	+	0.000	0.000	Merged-chr8-69919023-72
NR1846--MA0089.1.MAFG::NFE2L1	chr10	128536488	128536493	+	0.000	0.000	Merged-chr10-128536413-59
NR5850--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR7711--MA0591.1.Bach1::Mafk	chr3	65922632	65922646	-	0.000	0.000	Merged-chr3-65922755-41
NR2801--MA0591.1.Bach1::Mafk	chr12	81845115	81845129	-	0.000	0.000	Merged-chr12-81845150-28
NR5803--MA0117.2.Mafb	chr18	34202739	34202750	+	0.000	0.000	Merged-chr18-34202543-19
NR10205--MA0089.1.MAFG::NFE2L1	chr6	82748610	82748615	+	0.000	0.000	Merged-chr6-82748444-5
NR8764--MA0089.1.MAFG::NFE2L1	chr4	117887232	117887237	-	0.000	0.000	Merged-chr4-117887306-54
NR10921--MA0117.2.Mafb	chr7	30608044	30608055	+	0.000	0.000	Merged-chr7-30607986-27
NR2371--MA0089.1.MAFG::NFE2L1	chr11	105126494	105126499	-	0.000	0.000	Merged-chr11-105126391-86
NR2330--MA0591.1.Bach1::Mafk	chr11	96875967	96875981	+	0.000	0.000	Merged-chr11-96875895-6
NR3427--MA0089.1.MAFG::NFE2L1	chr13	53390276	53390281	-	0.000	0.000	Merged-chr13-53390437-27
NR11587--MA0591.1.Bach1::Mafk	chr7	143748641	143748655	+	0.000	0.000	Merged-chr7-143748578-27
NR5071--MA0591.1.Bach1::Mafk	chr16	65815975	65815989	-	0.000	0.000	Merged-chr16-65816014-3
NR9368--MA0496.2.MAFK	chr5	74470990	74471008	+	0.000	0.000	Merged-chr5-74471085-11
NR3516--MA0117.2.Mafb	chr13	81013330	81013341	+	0.000	0.000	Merged-chr13-81013354-1
NR3455--MA0501.1.MAF::NFE2	chr13	63237962	63237976	+	0.000	0.000	Merged-chr13-63238136-32
NR2661--MA0496.2.MAFK	chr12	31997009	31997027	-	0.000	0.000	Merged-chr12-31997107-37
NR4619--MA0501.1.MAF::NFE2	chr15	75117647	75117661	-	0.000	0.000	Merged-chr15-75117668-42
NR330--MA0496.2.MAFK	chr1	88497496	88497514	-	0.000	0.000	Merged-chr1-88497619-10
NR10697--MA0089.1.MAFG::NFE2L1	chr6	143609272	143609277	+	0.000	0.000	Merged-chr6-143609389-48
NR4443--MA0089.1.MAFG::NFE2L1	chr15	38535543	38535548	-	0.000	0.000	Merged-chr15-38535554-39
NR1587--MA0117.2.Mafb	chr10	94919750	94919761	+	0.000	0.000	Merged-chr10-94919760-32
NR8777--MA0089.1.MAFG::NFE2L1	chr4	119320691	119320696	+	0.000	0.000	Merged-chr4-119320539-50
NR9516--MA0089.1.MAFG::NFE2L1	chr5	97055809	97055814	-	0.000	0.000	Merged-chr5-97055881-18
NR2415--MA0496.2.MAFK	chr11	109744079	109744097	+	0.000	0.000	Merged-chr11-109744155-21
NR6313--MA0089.1.MAFG::NFE2L1	chr19	45579250	45579255	+	0.000	0.000	Merged-chr19-45579112-22
NR3966--MA0496.2.MAFK	chr14	37165411	37165429	+	0.000	0.000	Merged-chr14-37165502-22
NR6461--MA0496.2.MAFK	chr2	8628708	8628726	-	0.000	0.000	Merged-chr2-8628681-1
NR194--MA0089.1.MAFG::NFE2L1	chr1	62843348	62843353	-	0.000	0.000	Merged-chr1-62843391-6
NR1831--MA0089.1.MAFG::NFE2L1	chr10	127178892	127178897	-	0.000	0.000	Merged-chr10-127178772-9
NR10933--MA0495.2.MAFF	chr7	35647506	35647526	+	0.000	0.000	Merged-chr7-35647371-69
NR2760--MA0089.1.MAFG::NFE2L1	chr12	71897749	71897754	+	0.000	0.000	Merged-chr12-71897525-19
NR4870--MA0117.2.Mafb	chr16	22602650	22602661	-	0.000	0.000	Merged-chr16-22602605-18
NR3680--MA0495.2.MAFF	chr13	105377164	105377184	-	0.000	0.000	Merged-chr13-105377302-26
NR6390--MA0495.2.MAFF	chr19	57329136	57329156	-	0.000	0.000	Merged-chr19-57329037-3
NR4369--MA0089.1.MAFG::NFE2L1	chr15	8109317	8109322	+	0.000	0.000	Merged-chr15-8109261-61
NR8536--MA0501.1.MAF::NFE2	chr4	59204836	59204850	-	0.000	0.000	Merged-chr4-59204829-36
NR3325--MA0089.1.MAFG::NFE2L1	chr13	32849896	32849901	-	0.000	0.000	Merged-chr13-32849948-19
NR10884--MA0089.1.MAFG::NFE2L1	chr7	28820925	28820930	-	0.000	0.000	Merged-chr7-28820769-1
NR10163--MA0495.2.MAFF	chr6	67014762	67014782	-	0.000	0.000	Merged-chr6-67014748-19
NR6280--MA0659.1.MAFG	chr19	40618010	40618030	+	0.000	0.000	Merged-chr19-40618053-6
NR8588--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR10405--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR11347--MA0495.2.MAFF	chr7	116409582	116409602	+	0.000	0.000	Merged-chr7-116409560-37
NR2686--MA0089.1.MAFG::NFE2L1	chr12	40460003	40460008	+	0.000	0.000	Merged-chr12-40459917-13
NR11001--MA0501.1.MAF::NFE2	chr7	58148188	58148202	+	0.000	0.000	Merged-chr7-58147990-20
NR4071--MA0496.2.MAFK	chr14	64434221	64434239	-	0.000	0.000	Merged-chr14-64434245-45
NR12089--MA0089.1.MAFG::NFE2L1	chr8	126536297	126536302	-	0.000	0.000	Merged-chr8-126536353-14
NR11045--MA0089.1.MAFG::NFE2L1	chr7	67407103	67407108	-	0.000	0.000	Merged-chr7-67407196-3
NR12841--MA0089.1.MAFG::NFE2L1	chr9	122886889	122886894	+	0.000	0.000	Merged-chr9-122886924-53
NR3738--MA0496.2.MAFK	chr13	109822601	109822619	+	0.000	0.000	Merged-chr13-109822486-79
NR12056--MA0501.1.MAF::NFE2	chr8	123341849	123341863	-	0.000	0.000	Merged-chr8-123341706-13
NR9084--MA0117.2.Mafb	chr5	3358945	3358956	-	0.000	0.000	Merged-chr5-3358967-15
NR6757--MA0591.1.Bach1::Mafk	chr2	61711790	61711804	-	0.000	0.000	Merged-chr2-61711829-79
NR1050--MA0117.2.Mafb	chr1	189799127	189799138	-	0.000	0.000	Merged-chr1-189799097-29
NR7846--MA0089.1.MAFG::NFE2L1	chr3	96306520	96306525	-	0.000	0.000	Merged-chr3-96306635-3
NR327--MA0591.1.Bach1::Mafk	chr1	88497498	88497512	-	0.000	0.000	Merged-chr1-88497619-10
NR1183--MA0501.1.MAF::NFE2	chr10	17733178	17733192	+	0.000	0.000	Merged-chr10-17733283-32
NR4125--MA0501.1.MAF::NFE2	chr14	73105563	73105577	+	0.000	0.000	Merged-chr14-73105519-8
NR5009--MA0496.2.MAFK	chr16	52468521	52468539	-	0.000	0.000	Merged-chr16-52468577-24
NR11906--MA0501.1.MAF::NFE2	chr8	95713541	95713555	-	0.000	0.000	Merged-chr8-95713709-35
NR7933--MA0089.1.MAFG::NFE2L1	chr3	107796755	107796760	-	0.000	0.000	Merged-chr3-107796765-38
NR13002--MA0089.1.MAFG::NFE2L1	chrX	106189577	106189582	-	0.000	0.000	Merged-chrX-106189421-28
NR8486--MA0089.1.MAFG::NFE2L1	chr4	41314634	41314639	-	0.000	0.000	Merged-chr4-41314751-93
NR3203--MA0117.2.Mafb	chr13	8742921	8742932	+	0.000	0.000	Merged-chr13-8742974-25
NR12041--MA0501.1.MAF::NFE2	chr8	122772825	122772839	-	0.000	0.000	Merged-chr8-122772813-21
NR255--MA0495.2.MAFF	chr1	74398274	74398294	+	0.000	0.000	Merged-chr1-74398237-10
NR770--MA0089.1.MAFG::NFE2L1	chr1	165790053	165790058	-	0.000	0.000	Merged-chr1-165789768-126
NR521--MA0591.1.Bach1::Mafk	chr1	133788091	133788105	+	0.000	0.000	Merged-chr1-133787965-48
NR8315--MA0495.2.MAFF	chr3	153764829	153764849	+	0.000	0.000	Merged-chr3-153764846-117
NR8865--MA0496.2.MAFK	chr4	133092735	133092753	-	0.000	0.000	Merged-chr4-133092605-29
NR12455--MA0495.2.MAFF	chr9	78593280	78593300	-	0.000	0.000	Merged-chr9-78593326-11
NR4308--MA0591.1.Bach1::Mafk	chr14	121313385	121313399	-	0.000	0.000	Merged-chr14-121313397-5
NR4569--MA0089.1.MAFG::NFE2L1	chr15	64191474	64191479	+	0.000	0.000	Merged-chr15-64191593-19
NR5901--MA0501.1.MAF::NFE2	chr18	60481185	60481199	-	0.000	0.000	Merged-chr18-60481199-20
NR2054--MA0591.1.Bach1::Mafk	chr11	55386459	55386473	-	0.000	0.000	Merged-chr11-55386598-21
NR1379--MA0089.1.MAFG::NFE2L1	chr10	67610842	67610847	+	0.000	0.000	Merged-chr10-67610821-54
NR3410--MA0089.1.MAFG::NFE2L1	chr13	51763435	51763440	-	0.000	0.000	Merged-chr13-51763503-22
NR12345--MA0659.1.MAFG	chr9	58542042	58542062	+	0.000	0.000	Merged-chr9-58542052-13
NR5415--MA0591.1.Bach1::Mafk	chr17	31789320	31789334	+	0.000	0.000	Merged-chr17-31789470-34
NR9023--MA0089.1.MAFG::NFE2L1	chr4	147904931	147904936	-	0.000	0.000	Merged-chr4-147904845-69
NR1180--MA0117.2.Mafb	chr10	16742433	16742444	-	0.000	0.000	Merged-chr10-16742341-18
NR2928--MA0501.1.MAF::NFE2	chr12	100903896	100903910	-	0.000	0.000	Merged-chr12-100903895-50
NR8691--MA0495.2.MAFF	chr4	106869719	106869739	-	0.000	0.000	Merged-chr4-106869679-64
NR3208--MA0659.1.MAFG	chr13	9082703	9082723	+	0.000	0.000	Merged-chr13-9082570-19
NR4050--MA0089.1.MAFG::NFE2L1	chr14	60727282	60727287	+	0.000	0.000	Merged-chr14-60727314-32
NR5838--MA0495.2.MAFF	chr18	43492936	43492956	+	0.000	0.000	Merged-chr18-43493033-11
NR11268--MA0591.1.Bach1::Mafk	chr7	105752279	105752293	-	0.000	0.000	Merged-chr7-105752191-52
NR10033--MA0591.1.Bach1::Mafk	chr6	34869611	34869625	+	0.000	0.000	Merged-chr6-34869594-48
NR1389--MA0495.2.MAFF	chr10	68240707	68240727	-	0.000	0.000	Merged-chr10-68240828-58
NR8499--MA0089.1.MAFG::NFE2L1	chr4	46630482	46630487	+	0.000	0.000	Merged-chr4-46630507-12
NR8875--MA0089.1.MAFG::NFE2L1	chr4	133680330	133680335	-	0.000	0.000	Merged-chr4-133680421-5
NR3336--MA0089.1.MAFG::NFE2L1	chr13	34078064	34078069	-	0.000	0.000	Merged-chr13-34078203-66
NR8760--MA0089.1.MAFG::NFE2L1	chr4	117124564	117124569	+	0.000	0.000	Merged-chr4-117124661-56
NR8480--MA0591.1.Bach1::Mafk	chr4	33582099	33582113	-	0.000	0.000	Merged-chr4-33582045-40
NR5068--MA0495.2.MAFF	chr16	65542404	65542424	+	0.000	0.000	Merged-chr16-65542301-4
NR4438--MA0591.1.Bach1::Mafk	chr15	37192981	37192995	+	0.000	0.000	Merged-chr15-37193081-4
NR8445--MA0495.2.MAFF	chr4	24569373	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR2335--MA0496.2.MAFK	chr11	97825332	97825350	+	0.000	0.000	Merged-chr11-97825467-43
NR10846--MA0659.1.MAFG	chr7	19332921	19332941	+	0.000	0.000	Merged-chr7-19332998-44
NR6381--MA0496.2.MAFK	chr19	56647499	56647517	+	0.000	0.000	Merged-chr19-56647541-17
NR2003--MA0089.1.MAFG::NFE2L1	chr11	48788041	48788046	+	0.000	0.000	Merged-chr11-48788226-76
NR9891--MA0089.1.MAFG::NFE2L1	chr5	150522599	150522604	+	0.000	0.000	Merged-chr5-150522629-58
NR9091--MA0496.2.MAFK	chr5	3358937	3358955	+	0.000	0.000	Merged-chr5-3358967-15
NR4352--MA0089.1.MAFG::NFE2L1	chr15	5250291	5250296	-	0.000	0.000	Merged-chr15-5250378-18
NR6164--MA0117.2.Mafb	chr19	10934843	10934854	+	0.000	0.000	Merged-chr19-10934831-6
NR5353--MA0591.1.Bach1::Mafk	chr17	22352940	22352954	+	0.000	0.000	Merged-chr17-22353026-21
NR519--MA0089.1.MAFG::NFE2L1	chr1	133175327	133175332	+	0.000	0.000	Merged-chr1-133175373-22
NR4486--MA0501.1.MAF::NFE2	chr15	52944851	52944865	-	0.000	0.000	Merged-chr15-52944849-44
NR4743--MA0501.1.MAF::NFE2	chr15	95276698	95276712	+	0.000	0.000	Merged-chr15-95276729-22
NR9994--MA0591.1.Bach1::Mafk	chr6	28928145	28928159	+	0.000	0.000	Merged-chr6-28928131-16
NR1192--MA0495.2.MAFF	chr10	19718892	19718912	+	0.000	0.000	Merged-chr10-19718932-45
NR5483--MA0089.1.MAFG::NFE2L1	chr17	50171182	50171187	+	0.000	0.000	Merged-chr17-50171299-20
NR2641--MA0501.1.MAF::NFE2	chr12	26206991	26207005	+	0.000	0.000	Merged-chr12-26206991-18
NR1740--MA0089.1.MAFG::NFE2L1	chr10	118083153	118083158	+	0.000	0.000	Merged-chr10-118083304-59
NR1158--MA0117.2.Mafb	chr10	8176513	8176524	+	0.000	0.000	Merged-chr10-8176500-34
NR10217--MA0501.1.MAF::NFE2	chr6	83478815	83478829	+	0.000	0.000	Merged-chr6-83478852-15
NR7353--MA0089.1.MAFG::NFE2L1	chr2	154732874	154732879	+	0.000	0.000	Merged-chr2-154732933-29
NR1075--MA0089.1.MAFG::NFE2L1	chr1	191417355	191417360	-	0.000	0.000	Merged-chr1-191417250-5
NR8282--MA0089.1.MAFG::NFE2L1	chr3	149042648	149042653	+	0.000	0.000	Merged-chr3-149042766-1
NR10387--MA0496.2.MAFK	chr6	113047639	113047657	-	0.000	0.000	Merged-chr6-113047446-32
NR9223--MA0089.1.MAFG::NFE2L1	chr5	33039547	33039552	-	0.000	0.000	Merged-chr5-33039465-62
NR11365--MA0496.2.MAFK	chr7	117449845	117449863	-	0.000	0.000	Merged-chr7-117449738-12
