#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR34850--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR36626--MA0741.1.KLF16	chr2	91950494	91950504	-	0.000	0.000	Merged-chr2-91950520-49
NR44441--MA1107.1.KLF9	chr4	40757935	40757947	-	0.000	0.000	Merged-chr4-40757747-77
NR34770--MA0599.1.KLF5	chr2	21205657	21205666	-	0.000	0.000	Merged-chr2-21205632-118
NR49019--MA0741.1.KLF16	chr5	32459213	32459223	-	0.000	0.000	Merged-chr5-32459056-73
NR48363--MA0599.1.KLF5	chr4	155669501	155669510	-	0.000	0.000	Merged-chr4-155669356-57
NR14584--MA0599.1.KLF5	chr12	80211214	80211223	-	0.000	0.000	Merged-chr12-80211304-22
NR11599--MA0741.1.KLF16	chr11	94989813	94989823	-	0.000	0.000	Merged-chr11-94989887-29
NR28177--MA0599.1.KLF5	chr17	34632607	34632616	+	0.000	0.000	Merged-chr17-34632499-30
NR57817--MA0741.1.KLF16	chr7	16273414	16273424	+	0.000	0.000	Merged-chr7-16273527-156
NR13621--MA0742.1.Klf12	chr12	21373683	21373697	-	0.000	0.000	Merged-chr12-21373648-61
NR40615--MA0493.1.Klf1	chr3	54567550	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR68464--MA0741.1.KLF16	chr9	108339148	108339158	-	0.000	0.000	Merged-chr9-108339266-57
NR34914--MA0740.1.KLF14	chr2	26237437	26237450	+	0.000	0.000	Merged-chr2-26237317-65
NR51551--MA1107.1.KLF9	chr5	124032323	124032335	-	0.000	0.000	Merged-chr5-124032239-28
NR52087--MA0599.1.KLF5	chr5	135149421	135149430	+	0.000	0.000	Merged-chr5-135149423-77
NR50209--MA0741.1.KLF16	chr5	92001026	92001036	+	0.000	0.000	Merged-chr5-92000971-27
NR45388--MA0741.1.KLF16	chr4	83486598	83486608	-	0.000	0.000	Merged-chr4-83486310-129
NR60384--MA1107.1.KLF9	chr7	105356548	105356560	-	0.000	0.000	Merged-chr7-105356441-22
NR63431--MA0599.1.KLF5	chr8	71272546	71272555	-	0.000	0.000	Merged-chr8-71272830-80
NR31150--MA1107.1.KLF9	chr18	60059215	60059227	+	0.000	0.000	Merged-chr18-60059257-14
NR54804--MA0599.1.KLF5	chr6	87590778	87590787	+	0.000	0.000	Merged-chr6-87590737-28
NR51093--MA0741.1.KLF16	chr5	114639602	114639612	-	0.000	0.000	Merged-chr5-114639574-38
NR66579--MA0741.1.KLF16	chr9	57577532	57577542	-	0.000	0.000	Merged-chr9-57577523-17
NR20810--MA0599.1.KLF5	chr14	73349368	73349377	-	0.000	0.000	Merged-chr14-73349439-20
NR33550--MA0741.1.KLF16	chr19	40513854	40513864	-	0.000	0.000	Merged-chr19-40513581-97
NR33821--MA0741.1.KLF16	chr19	46761359	46761369	+	0.000	0.000	Merged-chr19-46761432-95
NR463--MA0742.1.Klf12	chr1	38987726	38987740	+	0.000	0.000	Merged-chr1-38987666-67
NR1759--MA0599.1.KLF5	chr1	106171568	106171577	+	0.000	0.000	Merged-chr1-106171565-10
NR23343--MA0741.1.KLF16	chr15	78926342	78926352	+	0.000	0.000	Merged-chr15-78926202-1
NR64028--MA0741.1.KLF16	chr8	88771471	88771481	-	0.000	0.000	Merged-chr8-88771445-24
NR69181--MA1107.1.KLF9	chr9	120691792	120691804	-	0.000	0.000	Merged-chr9-120691973-52
NR47497--MA0599.1.KLF5	chr4	141618777	141618786	-	0.000	0.000	Merged-chr4-141618821-28
NR13234--MA0493.1.Klf1	chr11	120729619	120729629	-	0.000	0.000	Merged-chr11-120729772-16
NR21663--MA0741.1.KLF16	chr14	118930942	118930952	+	0.000	0.000	Merged-chr14-118930911-17
NR13369--MA0599.1.KLF5	chr12	4592993	4593002	+	0.000	0.000	Merged-chr12-4593168-103
NR177--MA0493.1.Klf1	chr1	21079335	21079345	+	0.000	0.000	Merged-chr1-21079276-92
NR44534--MA0741.1.KLF16	chr4	41773685	41773695	+	0.000	0.000	Merged-chr4-41773956-119
NR51967--MA0039.3.KLF4	chr5	134393836	134393846	-	0.000	0.000	Merged-chr5-134393835-14
NR44223--MA0599.1.KLF5	chr4	16163693	16163702	+	0.000	0.000	Merged-chr4-16163634-149
NR13407--MA0741.1.KLF16	chr12	8521787	8521797	+	0.000	0.000	Merged-chr12-8521654-50
NR29822--MA0599.1.KLF5	chr17	84028780	84028789	-	0.000	0.000	Merged-chr17-84028767-42
NR62619--MA0741.1.KLF16	chr8	26953141	26953151	-	0.000	0.000	Merged-chr8-26953337-32
NR21666--MA1107.1.KLF9	chr14	118930975	118930987	+	0.000	0.000	Merged-chr14-118930911-17
NR18317--MA0740.1.KLF14	chr13	100108064	100108077	-	0.000	0.000	Merged-chr13-100108112-61
NR36603--MA0657.1.KLF13	chr2	90940321	90940338	-	0.000	0.000	Merged-chr2-90940332-6
NR26742--MA0742.1.Klf12	chr16	95990954	95990968	+	0.000	0.000	Merged-chr16-95990846-67
NR31227--MA0493.1.Klf1	chr18	61555163	61555173	-	0.000	0.000	Merged-chr18-61555267-68
NR26417--MA1107.1.KLF9	chr16	90810511	90810523	-	0.000	0.000	Merged-chr16-90810372-70
NR52212--MA0742.1.Klf12	chr5	135903789	135903803	-	0.000	0.000	Merged-chr5-135903918-23
NR8237--MA0493.1.Klf1	chr10	117906587	117906597	-	0.000	0.000	Merged-chr10-117906589-68
NR60263--MA0742.1.Klf12	chr7	101348689	101348703	-	0.000	0.000	Merged-chr7-101348573-1
NR8157--MA0599.1.KLF5	chr10	117494125	117494134	-	0.000	0.000	Merged-chr10-117494286-56
NR51539--MA0599.1.KLF5	chr5	123907154	123907163	+	0.000	0.000	Merged-chr5-123907214-53
NR34882--MA0599.1.KLF5	chr2	25255441	25255450	-	0.000	0.000	Merged-chr2-25255514-68
NR53740--MA0740.1.KLF14	chr6	33249353	33249366	+	0.000	0.000	Merged-chr6-33249191-56
NR42154--MA1107.1.KLF9	chr3	108727617	108727629	-	0.000	0.000	Merged-chr3-108727524-22
NR5571--MA1107.1.KLF9	chr10	41477859	41477871	-	0.000	0.000	Merged-chr10-41478018-1
NR66707--MA0741.1.KLF16	chr9	61680009	61680019	+	0.000	0.000	Merged-chr9-61679928-43
NR30291--MA0742.1.Klf12	chr18	7869133	7869147	-	0.000	0.000	Merged-chr18-7869140-116
NR63758--MA0599.1.KLF5	chr8	83608144	83608153	+	0.000	0.000	Merged-chr8-83608300-96
NR20931--MA0599.1.KLF5	chr14	75845212	75845221	+	0.000	0.000	Merged-chr14-75845337-99
NR68991--MA1107.1.KLF9	chr9	117553311	117553323	+	0.000	0.000	Merged-chr9-117553194-1
NR69813--MA0741.1.KLF16	chrX	56598132	56598142	-	0.000	0.000	Merged-chrX-56598063-61
NR28110--MA0740.1.KLF14	chr17	33843071	33843084	+	0.000	0.000	Merged-chr17-33843273-52
NR9699--MA0599.1.KLF5	chr11	50174827	50174836	-	0.000	0.000	Merged-chr11-50174775-60
NR59124--MA1107.1.KLF9	chr7	49246033	49246045	+	0.000	0.000	Merged-chr7-49246156-57
NR46067--MA0599.1.KLF5	chr4	109229934	109229943	+	0.000	0.000	Merged-chr4-109229977-29
NR9155--MA0740.1.KLF14	chr11	6546862	6546875	-	0.000	0.000	Merged-chr11-6546769-84
NR13659--MA0741.1.KLF16	chr12	24652138	24652148	-	0.000	0.000	Merged-chr12-24652044-2
NR10635--MA0039.3.KLF4	chr11	72952835	72952845	-	0.000	0.000	Merged-chr11-72952889-5
NR60138--MA1107.1.KLF9	chr7	98995321	98995333	-	0.000	0.000	Merged-chr7-98995432-21
NR17172--MA1107.1.KLF9	chr13	56151840	56151852	-	0.000	0.000	Merged-chr13-56151940-72
NR24577--MA0741.1.KLF16	chr15	102136244	102136254	+	0.000	0.000	Merged-chr15-102136200-54
NR37564--MA1107.1.KLF9	chr2	126499836	126499848	+	0.000	0.000	Merged-chr2-126499929-54
NR32116--MA0599.1.KLF5	chr18	82692302	82692311	-	0.000	0.000	Merged-chr18-82692558-116
NR9465--MA1107.1.KLF9	chr11	32582964	32582976	+	0.000	0.000	Merged-chr11-32583029-49
NR34921--MA0742.1.Klf12	chr2	26304875	26304889	-	0.000	0.000	Merged-chr2-26304890-4
NR37414--MA0740.1.KLF14	chr2	121008393	121008406	-	0.000	0.000	Merged-chr2-121008420-56
NR13060--MA0599.1.KLF5	chr11	118240548	118240557	+	0.000	0.000	Merged-chr11-118240514-9
NR13266--MA0599.1.KLF5	chr11	120950988	120950997	+	0.000	0.000	Merged-chr11-120950981-41
NR35610--MA0741.1.KLF16	chr2	45117109	45117119	-	0.000	0.000	Merged-chr2-45117109-39
NR38418--MA0599.1.KLF5	chr2	150608597	150608606	+	0.000	0.000	Merged-chr2-150608735-106
NR8999--MA0741.1.KLF16	chr11	3703671	3703681	+	0.000	0.000	Merged-chr11-3703654-26
NR48874--MA0741.1.KLF16	chr5	24908837	24908847	+	0.000	0.000	Merged-chr5-24908670-93
NR51473--MA0741.1.KLF16	chr5	122850146	122850156	+	0.000	0.000	Merged-chr5-122850180-68
NR25132--MA0741.1.KLF16	chr16	20672913	20672923	+	0.000	0.000	Merged-chr16-20672939-74
NR24610--MA0599.1.KLF5	chr15	102399791	102399800	+	0.000	0.000	Merged-chr15-102399928-48
NR22775--MA0599.1.KLF5	chr15	60187560	60187569	-	0.000	0.000	Merged-chr15-60187458-69
NR38667--MA0741.1.KLF16	chr2	155276847	155276857	-	0.000	0.000	Merged-chr2-155276692-93
NR20466--MA0657.1.KLF13	chr14	61427371	61427388	+	0.000	0.000	Merged-chr14-61427434-25
NR48381--MA0599.1.KLF5	chr4	155812444	155812453	-	0.000	0.000	Merged-chr4-155812439-57
NR20212--MA0742.1.Klf12	chr14	54464158	54464172	+	0.000	0.000	Merged-chr14-54464203-140
NR65109--MA0493.1.Klf1	chr8	122611496	122611506	-	0.000	0.000	Merged-chr8-122611468-64
NR10107--MA0740.1.KLF14	chr11	59839387	59839400	+	0.000	0.000	Merged-chr11-59839574-91
NR67418--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR28531--MA0742.1.Klf12	chr17	44777208	44777222	+	0.000	0.000	Merged-chr17-44777259-107
NR32595--MA0599.1.KLF5	chr19	4943128	4943137	+	0.000	0.000	Merged-chr19-4942974-44
NR6895--MA0599.1.KLF5	chr10	81129126	81129135	+	0.000	0.000	Merged-chr10-81129317-56
NR27301--MA1107.1.KLF9	chr17	18718487	18718499	+	0.000	0.000	Merged-chr17-18718477-13
NR22202--MA0599.1.KLF5	chr15	31536422	31536431	+	0.000	0.000	Merged-chr15-31536246-8
NR33424--MA1107.1.KLF9	chr19	36409567	36409579	-	0.000	0.000	Merged-chr19-36409790-61
NR26580--MA0742.1.Klf12	chr16	93883904	93883918	-	0.000	0.000	Merged-chr16-93884002-62
NR23753--MA0599.1.KLF5	chr15	85956481	85956490	+	0.000	0.000	Merged-chr15-85956414-21
NR52218--MA0740.1.KLF14	chr5	135934636	135934649	+	0.000	0.000	Merged-chr5-135934680-129
NR26375--MA0742.1.Klf12	chr16	90220988	90221002	+	0.000	0.000	Merged-chr16-90220998-103
NR63883--MA0741.1.KLF16	chr8	84969617	84969627	+	0.000	0.000	Merged-chr8-84969564-52
NR54813--MA0599.1.KLF5	chr6	87811900	87811909	+	0.000	0.000	Merged-chr6-87811614-132
NR66150--MA0599.1.KLF5	chr9	42264295	42264304	+	0.000	0.000	Merged-chr9-42264244-61
NR8585--MA0741.1.KLF16	chr10	123076428	123076438	+	0.000	0.000	Merged-chr10-123076393-79
NR35862--MA0741.1.KLF16	chr2	59882610	59882620	-	0.000	0.000	Merged-chr2-59882495-61
NR68745--MA1107.1.KLF9	chr9	114546942	114546954	-	0.000	0.000	Merged-chr9-114546935-29
NR25860--MA0741.1.KLF16	chr16	62854184	62854194	+	0.000	0.000	Merged-chr16-62854139-85
NR43198--MA0741.1.KLF16	chr3	138527332	138527342	+	0.000	0.000	Merged-chr3-138527259-144
NR22398--MA0657.1.KLF13	chr15	38143660	38143677	+	0.000	0.000	Merged-chr15-38143465-33
NR52414--MA0599.1.KLF5	chr5	139150111	139150120	+	0.000	0.000	Merged-chr5-139150117-104
NR66007--MA0599.1.KLF5	chr9	35176013	35176022	+	0.000	0.000	Merged-chr9-35175859-80
NR25926--MA0741.1.KLF16	chr16	65542382	65542392	-	0.000	0.000	Merged-chr16-65542301-4
NR21684--MA1107.1.KLF9	chr14	118982571	118982583	+	0.000	0.000	Merged-chr14-118982661-72
NR61923--MA0599.1.KLF5	chr7	141064283	141064292	-	0.000	0.000	Merged-chr7-141064290-23
NR9914--MA0599.1.KLF5	chr11	54764937	54764946	-	0.000	0.000	Merged-chr11-54764987-17
NR54695--MA0039.3.KLF4	chr6	83718235	83718245	-	0.000	0.000	Merged-chr6-83718285-22
NR62798--MA0599.1.KLF5	chr8	36249517	36249526	+	0.000	0.000	Merged-chr8-36249558-6
NR15719--MA0741.1.KLF16	chr12	111442502	111442512	+	0.000	0.000	Merged-chr12-111442481-10
NR67971--MA0741.1.KLF16	chr9	96631613	96631623	+	0.000	0.000	Merged-chr9-96631627-5
NR46621--MA1107.1.KLF9	chr4	126309997	126310009	-	0.000	0.000	Merged-chr4-126309943-26
NR43335--MA0742.1.Klf12	chr3	143379403	143379417	+	0.000	0.000	Merged-chr3-143379316-24
NR11151--MA0741.1.KLF16	chr11	82889873	82889883	+	0.000	0.000	Merged-chr11-82889845-1
NR7300--MA0599.1.KLF5	chr10	88504029	88504038	-	0.000	0.000	Merged-chr10-88503867-73
NR29821--MA1107.1.KLF9	chr17	84008555	84008567	+	0.000	0.000	Merged-chr17-84008510-14
NR44148--MA0740.1.KLF14	chr4	11007739	11007752	-	0.000	0.000	Merged-chr4-11007928-2
NR49833--MA0657.1.KLF13	chr5	74704610	74704627	+	0.000	0.000	Merged-chr5-74704453-70
NR30835--MA1107.1.KLF9	chr18	43493010	43493022	-	0.000	0.000	Merged-chr18-43493033-11
NR59976--MA0742.1.Klf12	chr7	92903904	92903918	-	0.000	0.000	Merged-chr7-92903803-41
NR39866--MA0599.1.KLF5	chr2	180042491	180042500	-	0.000	0.000	Merged-chr2-180042476-118
NR47824--MA0599.1.KLF5	chr4	148038889	148038898	-	0.000	0.000	Merged-chr4-148038906-70
NR2794--MA0657.1.KLF13	chr1	153487726	153487743	-	0.000	0.000	Merged-chr1-153487679-3
NR51342--MA0599.1.KLF5	chr5	120511175	120511184	-	0.000	0.000	Merged-chr5-120511260-45
NR24918--MA1107.1.KLF9	chr16	11286169	11286181	-	0.000	0.000	Merged-chr16-11286053-13
NR36941--MA0599.1.KLF5	chr2	105398845	105398854	+	0.000	0.000	Merged-chr2-105398879-2
NR2540--MA0742.1.Klf12	chr1	143702828	143702842	+	0.000	0.000	Merged-chr1-143702723-102
NR57901--MA0742.1.Klf12	chr7	16875087	16875101	-	0.000	0.000	Merged-chr7-16874886-101
NR59018--MA0599.1.KLF5	chr7	45801079	45801088	+	0.000	0.000	Merged-chr7-45801105-91
NR27045--MA0740.1.KLF14	chr17	8165498	8165511	-	0.000	0.000	Merged-chr17-8165441-73
NR424--MA0599.1.KLF5	chr1	37864876	37864885	+	0.000	0.000	Merged-chr1-37865069-70
NR35272--MA0039.3.KLF4	chr2	32381955	32381965	+	0.000	0.000	Merged-chr2-32381893-56
NR32419--MA0039.3.KLF4	chr18	89238278	89238288	+	0.000	0.000	Merged-chr18-89238329-52
NR34748--MA0599.1.KLF5	chr2	19554002	19554011	-	0.000	0.000	Merged-chr2-19554188-54
NR46085--MA0599.1.KLF5	chr4	109666799	109666808	+	0.000	0.000	Merged-chr4-109666886-20
NR37458--MA0599.1.KLF5	chr2	122028435	122028444	-	0.000	0.000	Merged-chr2-122028535-87
NR51377--MA0741.1.KLF16	chr5	121118599	121118609	-	0.000	0.000	Merged-chr5-121118672-9
NR26575--MA0599.1.KLF5	chr16	93832363	93832372	-	0.000	0.000	Merged-chr16-93832524-75
NR29140--MA0039.3.KLF4	chr17	64083186	64083196	-	0.000	0.000	Merged-chr17-64083204-2
NR13083--MA0741.1.KLF16	chr11	118610287	118610297	-	0.000	0.000	Merged-chr11-118610339-6
NR59696--MA0741.1.KLF16	chr7	80775761	80775771	+	0.000	0.000	Merged-chr7-80775571-31
NR41723--MA0493.1.Klf1	chr3	97868351	97868361	+	0.000	0.000	Merged-chr3-97868197-43
NR43356--MA1107.1.KLF9	chr3	143799597	143799609	+	0.000	0.000	Merged-chr3-143799634-1
NR41858--MA0599.1.KLF5	chr3	101570912	101570921	+	0.000	0.000	Merged-chr3-101570775-35
NR14122--MA1107.1.KLF9	chr12	55016477	55016489	+	0.000	0.000	Merged-chr12-55016727-50
NR9663--MA0741.1.KLF16	chr11	49100588	49100598	-	0.000	0.000	Merged-chr11-49100506-9
NR4035--MA0599.1.KLF5	chr1	183297294	183297303	-	0.000	0.000	Merged-chr1-183297368-141
NR30760--MA0599.1.KLF5	chr18	38367012	38367021	-	0.000	0.000	Merged-chr18-38367283-66
NR23631--MA1107.1.KLF9	chr15	83464705	83464717	+	0.000	0.000	Merged-chr15-83464613-68
NR44692--MA1107.1.KLF9	chr4	43957644	43957656	-	0.000	0.000	Merged-chr4-43957748-73
NR36180--MA0599.1.KLF5	chr2	71786880	71786889	-	0.000	0.000	Merged-chr2-71787122-109
NR59362--MA0493.1.Klf1	chr7	66253460	66253470	-	0.000	0.000	Merged-chr7-66253544-6
NR46733--MA1107.1.KLF9	chr4	129542721	129542733	+	0.000	0.000	Merged-chr4-129542711-60
NR34936--MA0657.1.KLF13	chr2	26445360	26445377	+	0.000	0.000	Merged-chr2-26445495-99
NR59282--MA0599.1.KLF5	chr7	63939874	63939883	+	0.000	0.000	Merged-chr7-63939782-2
NR7075--MA1107.1.KLF9	chr10	82961549	82961561	+	0.000	0.000	Merged-chr10-82961512-14
NR5703--MA0741.1.KLF16	chr10	44368929	44368939	-	0.000	0.000	Merged-chr10-44368737-26
NR68129--MA0741.1.KLF16	chr9	102626231	102626241	+	0.000	0.000	Merged-chr9-102626272-120
NR13265--MA1107.1.KLF9	chr11	120941194	120941206	-	0.000	0.000	Merged-chr11-120941184-16
NR66774--MA0657.1.KLF13	chr9	63281271	63281288	-	0.000	0.000	Merged-chr9-63281335-13
NR17508--MA0741.1.KLF16	chr13	69611738	69611748	+	0.000	0.000	Merged-chr13-69611588-99
NR587--MA0657.1.KLF13	chr1	40790693	40790710	+	0.000	0.000	Merged-chr1-40790646-63
NR41352--MA0657.1.KLF13	chr3	89998835	89998852	+	0.000	0.000	Merged-chr3-89998706-59
NR55580--MA0493.1.Klf1	chr6	114847992	114848002	-	0.000	0.000	Merged-chr6-114847947-23
NR54464--MA0740.1.KLF14	chr6	71322741	71322754	+	0.000	0.000	Merged-chr6-71322825-41
NR63673--MA0599.1.KLF5	chr8	79173664	79173673	+	0.000	0.000	Merged-chr8-79173625-13
NR9345--MA0493.1.Klf1	chr11	22843175	22843185	+	0.000	0.000	Merged-chr11-22843280-35
NR41158--MA0039.3.KLF4	chr3	84678928	84678938	-	0.000	0.000	Merged-chr3-84679070-45
NR11260--MA0741.1.KLF16	chr11	86683897	86683907	+	0.000	0.000	Merged-chr11-86683864-65
NR44257--MA0740.1.KLF14	chr4	21755377	21755390	-	0.000	0.000	Merged-chr4-21755446-36
NR18594--MA0493.1.Klf1	chr13	104610654	104610664	-	0.000	0.000	Merged-chr13-104610792-59
NR47395--MA0741.1.KLF16	chr4	139598142	139598152	+	0.000	0.000	Merged-chr4-139598021-2
NR3630--MA0599.1.KLF5	chr1	175692791	175692800	+	0.000	0.000	Merged-chr1-175692845-123
NR28522--MA0599.1.KLF5	chr17	44745577	44745586	+	0.000	0.000	Merged-chr17-44745562-14
NR68424--MA0599.1.KLF5	chr9	107985673	107985682	+	0.000	0.000	Merged-chr9-107985898-91
NR39139--MA0741.1.KLF16	chr2	164943142	164943152	-	0.000	0.000	Merged-chr2-164943047-31
NR60538--MA0741.1.KLF16	chr7	109986339	109986349	+	0.000	0.000	Merged-chr7-109986340-83
NR67026--MA0742.1.Klf12	chr9	68969074	68969088	-	0.000	0.000	Merged-chr9-68969270-17
NR55142--MA0599.1.KLF5	chr6	99666824	99666833	+	0.000	0.000	Merged-chr6-99666817-4
NR21363--MA0599.1.KLF5	chr14	103472068	103472077	-	0.000	0.000	Merged-chr14-103472172-16
NR8720--MA1107.1.KLF9	chr10	127151483	127151495	+	0.000	0.000	Merged-chr10-127151405-14
NR9932--MA0599.1.KLF5	chr11	55097835	55097844	+	0.000	0.000	Merged-chr11-55097968-86
NR66631--MA0657.1.KLF13	chr9	59486724	59486741	+	0.000	0.000	Merged-chr9-59486572-90
NR51486--MA0741.1.KLF16	chr5	122987507	122987517	+	0.000	0.000	Merged-chr5-122987462-4
NR7604--MA0493.1.Klf1	chr10	96751713	96751723	-	0.000	0.000	Merged-chr10-96751812-13
NR23670--MA0741.1.KLF16	chr15	84325528	84325538	+	0.000	0.000	Merged-chr15-84325665-1
NR16782--MA0599.1.KLF5	chr13	43261495	43261504	+	0.000	0.000	Merged-chr13-43261701-66
NR66155--MA0657.1.KLF13	chr9	42418638	42418655	+	0.000	0.000	Merged-chr9-42418757-6
NR51440--MA0493.1.Klf1	chr5	122264488	122264498	-	0.000	0.000	Merged-chr5-122264410-49
NR53073--MA1107.1.KLF9	chr5	148342578	148342590	-	0.000	0.000	Merged-chr5-148342586-57
NR41279--MA0741.1.KLF16	chr3	89196680	89196690	+	0.000	0.000	Merged-chr3-89196645-47
NR6363--MA0740.1.KLF14	chr10	75560107	75560120	+	0.000	0.000	Merged-chr10-75560154-49
NR20371--MA0493.1.Klf1	chr14	57769261	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR17369--MA0039.3.KLF4	chr13	64049708	64049718	-	0.000	0.000	Merged-chr13-64049732-3
NR51360--MA0599.1.KLF5	chr5	120648730	120648739	+	0.000	0.000	Merged-chr5-120648871-127
NR46388--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR36605--MA0741.1.KLF16	chr2	91083050	91083060	-	0.000	0.000	Merged-chr2-91083113-36
NR14444--MA0039.3.KLF4	chr12	74009611	74009621	+	0.000	0.000	Merged-chr12-74009516-16
NR70331--MA0741.1.KLF16	chrX	151017436	151017446	-	0.000	0.000	Merged-chrX-151017218-72
NR34383--MA0741.1.KLF16	chr2	3284163	3284173	-	0.000	0.000	Merged-chr2-3284320-138
NR28917--MA0740.1.KLF14	chr17	56036657	56036670	+	0.000	0.000	Merged-chr17-56036647-50
NR61913--MA1107.1.KLF9	chr7	141009075	141009087	-	0.000	0.000	Merged-chr7-141009170-22
NR20291--MA0599.1.KLF5	chr14	55721941	55721950	+	0.000	0.000	Merged-chr14-55722058-57
NR9904--MA1107.1.KLF9	chr11	54438068	54438080	+	0.000	0.000	Merged-chr11-54438316-92
NR17154--MA0039.3.KLF4	chr13	55449950	55449960	+	0.000	0.000	Merged-chr13-55449919-14
NR70126--MA0741.1.KLF16	chrX	104857309	104857319	+	0.000	0.000	Merged-chrX-104857124-25
NR65835--MA0599.1.KLF5	chr9	25151872	25151881	+	0.000	0.000	Merged-chr9-25151697-74
NR42976--MA0741.1.KLF16	chr3	134339368	134339378	+	0.000	0.000	Merged-chr3-134339453-34
NR24447--MA0741.1.KLF16	chr15	100424483	100424493	+	0.000	0.000	Merged-chr15-100424546-20
NR6747--MA0493.1.Klf1	chr10	80539229	80539239	-	0.000	0.000	Merged-chr10-80539129-37
NR55845--MA0741.1.KLF16	chr6	120464177	120464187	+	0.000	0.000	Merged-chr6-120464092-4
NR39311--MA0599.1.KLF5	chr2	167503396	167503405	+	0.000	0.000	Merged-chr2-167503343-74
NR58392--MA0039.3.KLF4	chr7	27542716	27542726	+	0.000	0.000	Merged-chr7-27542736-25
NR37476--MA0599.1.KLF5	chr2	122234759	122234768	+	0.000	0.000	Merged-chr2-122234725-76
NR5541--MA0741.1.KLF16	chr10	40349118	40349128	-	0.000	0.000	Merged-chr10-40349174-117
NR11920--MA0742.1.Klf12	chr11	99012467	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR32769--MA0741.1.KLF16	chr19	6980096	6980106	+	0.000	0.000	Merged-chr19-6980205-101
NR4918--MA0742.1.Klf12	chr10	5824255	5824269	+	0.000	0.000	Merged-chr10-5824355-123
NR19026--MA0741.1.KLF16	chr13	112801419	112801429	-	0.000	0.000	Merged-chr13-112801565-4
NR41956--MA0493.1.Klf1	chr3	103927745	103927755	-	0.000	0.000	Merged-chr3-103927636-31
NR63149--MA0740.1.KLF14	chr8	64947109	64947122	+	0.000	0.000	Merged-chr8-64947122-116
NR1423--MA0493.1.Klf1	chr1	85703776	85703786	-	0.000	0.000	Merged-chr1-85703643-71
NR28634--MA0599.1.KLF5	chr17	46556257	46556266	+	0.000	0.000	Merged-chr17-46556133-86
NR3861--MA0741.1.KLF16	chr1	180256289	180256299	+	0.000	0.000	Merged-chr1-180256121-75
NR49695--MA0599.1.KLF5	chr5	72203205	72203214	-	0.000	0.000	Merged-chr5-72203390-56
NR13597--MA0493.1.Klf1	chr12	20815805	20815815	-	0.000	0.000	Merged-chr12-20815724-27
NR66731--MA0740.1.KLF14	chr9	62122695	62122708	-	0.000	0.000	Merged-chr9-62122784-57
NR32491--MA1107.1.KLF9	chr19	4099446	4099458	+	0.000	0.000	Merged-chr19-4099401-31
NR20216--MA0741.1.KLF16	chr14	54464159	54464169	+	0.000	0.000	Merged-chr14-54464203-140
NR66829--MA0741.1.KLF16	chr9	64253638	64253648	+	0.000	0.000	Merged-chr9-64253507-68
NR20600--MA0599.1.KLF5	chr14	65149967	65149976	+	0.000	0.000	Merged-chr14-65149936-70
NR49417--MA0493.1.Klf1	chr5	52910467	52910477	-	0.000	0.000	Merged-chr5-52910384-60
NR815--MA0740.1.KLF14	chr1	58725997	58726010	+	0.000	0.000	Merged-chr1-58726093-26
NR171--MA0742.1.Klf12	chr1	21079392	21079406	+	0.000	0.000	Merged-chr1-21079276-92
NR36699--MA0493.1.Klf1	chr2	93192532	93192542	+	0.000	0.000	Merged-chr2-93192660-66
NR46627--MA0599.1.KLF5	chr4	126556926	126556935	-	0.000	0.000	Merged-chr4-126557087-49
NR23051--MA0741.1.KLF16	chr15	74538493	74538503	-	0.000	0.000	Merged-chr15-74538442-18
NR55593--MA1107.1.KLF9	chr6	114883580	114883592	+	0.000	0.000	Merged-chr6-114883519-32
NR12848--MA0599.1.KLF5	chr11	116138894	116138903	+	0.000	0.000	Merged-chr11-116138884-66
NR56048--MA0740.1.KLF14	chr6	125131803	125131816	-	0.000	0.000	Merged-chr6-125131800-57
NR47081--MA0599.1.KLF5	chr4	134641959	134641968	+	0.000	0.000	Merged-chr4-134642170-32
NR43016--MA1107.1.KLF9	chr3	135565491	135565503	-	0.000	0.000	Merged-chr3-135565475-16
NR10848--MA0740.1.KLF14	chr11	77484084	77484097	+	0.000	0.000	Merged-chr11-77483872-51
NR46198--MA0657.1.KLF13	chr4	115984506	115984523	-	0.000	0.000	Merged-chr4-115984376-24
NR69729--MA0599.1.KLF5	chrX	48318341	48318350	-	0.000	0.000	Merged-chrX-48318401-35
