#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR6391--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR1481--MA0036.3.GATA2	chr12	25394412	25394422	+	0.000	0.000	Merged-chr12-25394494-23
NR5323--MA0140.2.GATA1::TAL1	chr5	124598667	124598684	-	0.000	0.000	Merged-chr5-124598742-26
NR6602--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR2587--MA0482.1.Gata4	chr15	72928856	72928866	-	0.000	0.000	Merged-chr15-72929064-48
NR4057--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR6184--MA0036.3.GATA2	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR3869--MA0766.1.GATA5	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR6261--MA0482.1.Gata4	chr7	127144582	127144592	+	0.000	0.000	Merged-chr7-127144596-50
NR3751--MA0035.3.Gata1	chr2	25111312	25111322	+	0.000	0.000	Merged-chr2-25111409-51
NR2029--MA0766.1.GATA5	chr13	95697072	95697079	-	0.000	0.000	Merged-chr13-95697036-46
NR2875--MA1104.1.GATA6	chr16	87726175	87726187	+	0.000	0.000	Merged-chr16-87726198-44
NR4028--MA0482.1.Gata4	chr2	115855978	115855988	+	0.000	0.000	Merged-chr2-115856078-28
NR5919--MA0036.3.GATA2	chr7	19086249	19086259	-	0.000	0.000	Merged-chr7-19086207-16
NR668--MA1104.1.GATA6	chr10	18009883	18009895	-	0.000	0.000	Merged-chr10-18009949-7
NR6707--MA0482.1.Gata4	chr9	41118249	41118259	-	0.000	0.000	Merged-chr9-41118206-38
NR1951--MA0482.1.Gata4	chr13	81690699	81690709	-	0.000	0.000	Merged-chr13-81690701-7
NR3512--MA0035.3.Gata1	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR2728--MA0482.1.Gata4	chr16	23306050	23306060	-	0.000	0.000	Merged-chr16-23306128-31
NR869--MA0482.1.Gata4	chr10	95283594	95283604	+	0.000	0.000	Merged-chr10-95283638-28
NR2269--MA1104.1.GATA6	chr14	51089606	51089618	+	0.000	0.000	Merged-chr14-51089414-103
NR2699--MA0035.3.Gata1	chr16	10879822	10879832	-	0.000	0.000	Merged-chr16-10879691-17
NR2822--MA0140.2.GATA1::TAL1	chr16	64824835	64824852	+	0.000	0.000	Merged-chr16-64824762-36
NR1125--MA0036.3.GATA2	chr11	51967586	51967596	-	0.000	0.000	Merged-chr11-51967758-57
NR1954--MA0035.3.Gata1	chr13	81690700	81690710	-	0.000	0.000	Merged-chr13-81690701-7
NR3089--MA0037.3.GATA3	chr17	52150040	52150047	-	0.000	0.000	Merged-chr17-52149947-112
NR3533--MA0036.3.GATA2	chr19	14286729	14286739	+	0.000	0.000	Merged-chr19-14286604-14
NR6671--MA0037.3.GATA3	chr9	21172543	21172550	+	0.000	0.000	Merged-chr9-21172499-22
NR3220--MA0035.3.Gata1	chr18	4349947	4349957	-	0.000	0.000	Merged-chr18-4350067-14
NR5680--MA0766.1.GATA5	chr6	122274709	122274716	+	0.000	0.000	Merged-chr6-122274694-14
NR5177--MA0140.2.GATA1::TAL1	chr5	65795515	65795532	+	0.000	0.000	Merged-chr5-65795420-10
NR5499--MA0140.2.GATA1::TAL1	chr6	49973808	49973825	-	0.000	0.000	Merged-chr6-49973713-27
NR6161--MA1104.1.GATA6	chr7	108967356	108967368	-	0.000	0.000	Merged-chr7-108967182-43
NR2963--MA0037.3.GATA3	chr17	13654752	13654759	+	0.000	0.000	Merged-chr17-13654932-70
NR5083--MA0037.3.GATA3	chr5	17422756	17422763	-	0.000	0.000	Merged-chr5-17422615-4
NR4547--MA1104.1.GATA6	chr3	130796842	130796854	+	0.000	0.000	Merged-chr3-130796721-21
NR2201--MA1104.1.GATA6	chr14	27268426	27268438	+	0.000	0.000	Merged-chr14-27268313-23
NR1696--MA0140.2.GATA1::TAL1	chr12	112959630	112959647	-	0.000	0.000	Merged-chr12-112959623-34
NR6428--MA0482.1.Gata4	chr8	79734392	79734402	-	0.000	0.000	Merged-chr8-79734534-16
NR1619--MA0035.3.Gata1	chr12	97269745	97269755	+	0.000	0.000	Merged-chr12-97269671-1
NR5760--MA0482.1.Gata4	chr6	132735612	132735622	+	0.000	0.000	Merged-chr6-132735696-3
NR3936--MA0766.1.GATA5	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR5349--MA0140.2.GATA1::TAL1	chr5	137629034	137629051	-	0.000	0.000	Merged-chr5-137628933-64
NR1457--MA0035.3.Gata1	chr12	13512375	13512385	+	0.000	0.000	Merged-chr12-13512538-15
NR2287--MA0482.1.Gata4	chr14	54197801	54197811	+	0.000	0.000	Merged-chr14-54197805-29
NR1095--MA0766.1.GATA5	chr11	32489306	32489313	+	0.000	0.000	Merged-chr11-32489418-40
NR1627--MA0036.3.GATA2	chr12	98215673	98215683	-	0.000	0.000	Merged-chr12-98215762-18
NR1162--MA0482.1.Gata4	chr11	64899065	64899075	+	0.000	0.000	Merged-chr11-64899021-36
NR1314--MA0035.3.Gata1	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR1721--MA1104.1.GATA6	chr12	117679066	117679078	-	0.000	0.000	Merged-chr12-117679056-43
NR713--MA0766.1.GATA5	chr10	34096576	34096583	+	0.000	0.000	Merged-chr10-34096665-20
NR6394--MA0140.2.GATA1::TAL1	chr8	34164661	34164678	+	0.000	0.000	Merged-chr8-34164566-26
NR3060--MA0482.1.Gata4	chr17	44718328	44718338	-	0.000	0.000	Merged-chr17-44718379-50
NR4331--MA0140.2.GATA1::TAL1	chr3	51701204	51701221	+	0.000	0.000	Merged-chr3-51701450-64
NR1327--MA0035.3.Gata1	chr11	103346387	103346397	+	0.000	0.000	Merged-chr11-103346367-17
NR2157--MA0482.1.Gata4	chr13	113580114	113580124	-	0.000	0.000	Merged-chr13-113580257-62
NR1441--MA0766.1.GATA5	chr11	119352717	119352724	+	0.000	0.000	Merged-chr11-119352857-1
NR2588--MA1104.1.GATA6	chr15	72928856	72928868	+	0.000	0.000	Merged-chr15-72929064-48
NR1826--MA0482.1.Gata4	chr13	32971838	32971848	+	0.000	0.000	Merged-chr13-32971962-1
NR1959--MA0035.3.Gata1	chr13	83657023	83657033	+	0.000	0.000	Merged-chr13-83656989-24
NR4326--MA0482.1.Gata4	chr3	37753351	37753361	+	0.000	0.000	Merged-chr3-37753406-27
NR4029--MA1104.1.GATA6	chr2	115855976	115855988	-	0.000	0.000	Merged-chr2-115856078-28
NR5091--MA0035.3.Gata1	chr5	20792370	20792380	-	0.000	0.000	Merged-chr5-20792282-29
NR6708--MA1104.1.GATA6	chr9	41118249	41118261	+	0.000	0.000	Merged-chr9-41118206-38
NR3657--MA0766.1.GATA5	chr19	55866000	55866007	+	0.000	0.000	Merged-chr19-55866165-31
NR1952--MA1104.1.GATA6	chr13	81690699	81690711	+	0.000	0.000	Merged-chr13-81690701-7
NR2729--MA1104.1.GATA6	chr16	23306050	23306062	+	0.000	0.000	Merged-chr16-23306128-31
NR1834--MA0766.1.GATA5	chr13	32993666	32993673	-	0.000	0.000	Merged-chr13-32993550-50
NR6638--MA0482.1.Gata4	chr8	127973439	127973449	+	0.000	0.000	Merged-chr8-127973425-20
NR1829--MA0035.3.Gata1	chr13	32971837	32971847	+	0.000	0.000	Merged-chr13-32971962-1
NR2296--MA0037.3.GATA3	chr14	54227579	54227586	+	0.000	0.000	Merged-chr14-54227788-83
NR5141--MA0766.1.GATA5	chr5	37051253	37051260	+	0.000	0.000	Merged-chr5-37051336-115
NR4058--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR4329--MA0035.3.Gata1	chr3	37753350	37753360	+	0.000	0.000	Merged-chr3-37753406-27
NR6384--MA0037.3.GATA3	chr8	33898110	33898117	+	0.000	0.000	Merged-chr8-33898095-27
NR4975--MA0037.3.GATA3	chr4	139293492	139293499	-	0.000	0.000	Merged-chr4-139293440-1
NR5925--MA0036.3.GATA2	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR5983--MA0482.1.Gata4	chr7	47113493	47113503	-	0.000	0.000	Merged-chr7-47113657-15
NR2679--MA0140.2.GATA1::TAL1	chr16	5145741	5145758	+	0.000	0.000	Merged-chr16-5145744-25
NR5093--MA0482.1.Gata4	chr5	21248921	21248931	+	0.000	0.000	Merged-chr5-21249086-19
NR6346--MA0482.1.Gata4	chr7	145243334	145243344	+	0.000	0.000	Merged-chr7-145243309-40
NR6580--MA0766.1.GATA5	chr8	122533230	122533237	+	0.000	0.000	Merged-chr8-122533289-14
NR3549--MA0140.2.GATA1::TAL1	chr19	17385712	17385729	+	0.000	0.000	Merged-chr19-17385602-21
NR971--MA0482.1.Gata4	chr10	117938873	117938883	+	0.000	0.000	Merged-chr10-117938782-19
NR3812--MA0482.1.Gata4	chr2	48473457	48473467	+	0.000	0.000	Merged-chr2-48473305-60
NR6429--MA1104.1.GATA6	chr8	79734392	79734404	+	0.000	0.000	Merged-chr8-79734534-16
NR2487--MA0140.2.GATA1::TAL1	chr15	8073365	8073382	-	0.000	0.000	Merged-chr15-8073323-37
NR5330--MA0482.1.Gata4	chr5	129846853	129846863	-	0.000	0.000	Merged-chr5-129846972-49
NR4089--MA0766.1.GATA5	chr2	138245854	138245861	+	0.000	0.000	Merged-chr2-138245729-1
NR1574--MA0140.2.GATA1::TAL1	chr12	79296606	79296623	-	0.000	0.000	Merged-chr12-79296800-36
NR655--MA0036.3.GATA2	chr10	6978071	6978081	+	0.000	0.000	Merged-chr10-6978015-8
NR3506--MA0766.1.GATA5	chr19	7019382	7019389	-	0.000	0.000	Merged-chr19-7019404-60
NR5761--MA1104.1.GATA6	chr6	132735610	132735622	-	0.000	0.000	Merged-chr6-132735696-3
NR1816--MA0036.3.GATA2	chr13	32411685	32411695	-	0.000	0.000	Merged-chr13-32411761-17
NR1325--MA1104.1.GATA6	chr11	103346386	103346398	-	0.000	0.000	Merged-chr11-103346367-17
NR5986--MA0035.3.Gata1	chr7	47113494	47113504	-	0.000	0.000	Merged-chr7-47113657-15
NR6450--MA0766.1.GATA5	chr8	84813348	84813355	+	0.000	0.000	Merged-chr8-84813219-19
NR1449--MA0036.3.GATA2	chr12	3427691	3427701	+	0.000	0.000	Merged-chr12-3427631-4
NR4858--MA0037.3.GATA3	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR1163--MA1104.1.GATA6	chr11	64899063	64899075	-	0.000	0.000	Merged-chr11-64899021-36
NR6600--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR3392--MA0482.1.Gata4	chr18	70599047	70599057	+	0.000	0.000	Merged-chr18-70598988-36
NR3815--MA0035.3.Gata1	chr2	48473456	48473466	+	0.000	0.000	Merged-chr2-48473305-60
NR3509--MA0036.3.GATA2	chr19	9899582	9899592	+	0.000	0.000	Merged-chr19-9899505-60
NR7065--MA0766.1.GATA5	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR806--MA0766.1.GATA5	chr10	75764406	75764413	-	0.000	0.000	Merged-chr10-75764403-65
NR3772--MA0482.1.Gata4	chr2	31180408	31180418	-	0.000	0.000	Merged-chr2-31180309-64
NR2873--MA0037.3.GATA3	chr16	87726178	87726185	+	0.000	0.000	Merged-chr16-87726198-44
NR3061--MA1104.1.GATA6	chr17	44718328	44718340	+	0.000	0.000	Merged-chr17-44718379-50
NR666--MA0037.3.GATA3	chr10	18009885	18009892	-	0.000	0.000	Merged-chr10-18009949-7
NR937--MA0037.3.GATA3	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR2158--MA1104.1.GATA6	chr13	113580114	113580126	+	0.000	0.000	Merged-chr13-113580257-62
NR252--MA0037.3.GATA3	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR1827--MA1104.1.GATA6	chr13	32971836	32971848	-	0.000	0.000	Merged-chr13-32971962-1
NR4840--MA0035.3.Gata1	chr4	88727311	88727321	+	0.000	0.000	Merged-chr4-88727531-27
NR5280--MA0035.3.Gata1	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR5736--MA0482.1.Gata4	chr6	130078306	130078316	+	0.000	0.000	Merged-chr6-130078295-22
NR3937--MA0035.3.Gata1	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR5322--MA0482.1.Gata4	chr5	124446837	124446847	-	0.000	0.000	Merged-chr5-124446724-12
NR5960--MA0140.2.GATA1::TAL1	chr7	30565293	30565310	+	0.000	0.000	Merged-chr7-30565438-16
NR4327--MA1104.1.GATA6	chr3	37753349	37753361	-	0.000	0.000	Merged-chr3-37753406-27
NR2973--MA0766.1.GATA5	chr17	13654820	13654827	+	0.000	0.000	Merged-chr17-13654932-70
NR788--MA0037.3.GATA3	chr10	67637033	67637040	-	0.000	0.000	Merged-chr10-67637087-65
NR5683--MA0482.1.Gata4	chr6	122742624	122742634	+	0.000	0.000	Merged-chr6-122742614-91
NR1771--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR3132--MA0482.1.Gata4	chr17	72904258	72904268	+	0.000	0.000	Merged-chr17-72904124-19
NR251--MA0140.2.GATA1::TAL1	chr1	125466642	125466659	+	0.000	0.000	Merged-chr1-125466833-56
NR5088--MA0035.3.Gata1	chr5	17422755	17422765	+	0.000	0.000	Merged-chr5-17422615-4
NR1452--MA0482.1.Gata4	chr12	4234234	4234244	+	0.000	0.000	Merged-chr12-4234133-70
NR4275--MA0140.2.GATA1::TAL1	chr3	9401027	9401044	-	0.000	0.000	Merged-chr3-9400917-27
NR714--MA0035.3.Gata1	chr10	34096574	34096584	-	0.000	0.000	Merged-chr10-34096665-20
NR3706--MA0036.3.GATA2	chr2	11320205	11320215	-	0.000	0.000	Merged-chr2-11320345-22
NR3241--MA0482.1.Gata4	chr18	32398231	32398241	-	0.000	0.000	Merged-chr18-32398270-147
NR1279--MA0036.3.GATA2	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR4861--MA0036.3.GATA2	chr4	95197264	95197274	-	0.000	0.000	Merged-chr4-95197383-10
NR3307--MA0482.1.Gata4	chr18	55107111	55107121	+	0.000	0.000	Merged-chr18-55107186-34
NR3031--MA0766.1.GATA5	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR6382--MA0140.2.GATA1::TAL1	chr8	33602036	33602053	+	0.000	0.000	Merged-chr8-33602027-23
NR4545--MA0037.3.GATA3	chr3	130796845	130796852	+	0.000	0.000	Merged-chr3-130796721-21
NR2562--MA0036.3.GATA2	chr15	62169757	62169767	+	0.000	0.000	Merged-chr15-62169746-74
NR5301--MA0482.1.Gata4	chr5	120631365	120631375	+	0.000	0.000	Merged-chr5-120631355-14
NR3621--MA0482.1.Gata4	chr19	46613397	46613407	+	0.000	0.000	Merged-chr19-46613309-39
NR4833--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR2891--MA0482.1.Gata4	chr16	92443694	92443704	+	0.000	0.000	Merged-chr16-92443749-37
NR387--MA0037.3.GATA3	chr1	155223928	155223935	+	0.000	0.000	Merged-chr1-155224072-96
NR831--MA0036.3.GATA2	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR5128--MA0036.3.GATA2	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR5984--MA1104.1.GATA6	chr7	47113493	47113505	+	0.000	0.000	Merged-chr7-47113657-15
NR1778--MA0766.1.GATA5	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR5094--MA1104.1.GATA6	chr5	21248919	21248931	-	0.000	0.000	Merged-chr5-21249086-19
NR1354--MA0036.3.GATA2	chr11	108101663	108101673	+	0.000	0.000	Merged-chr11-108101692-19
NR3956--MA1104.1.GATA6	chr2	98665145	98665157	+	0.000	0.000	Merged-chr2-98665090-39
NR1431--MA0482.1.Gata4	chr11	119047028	119047038	-	0.000	0.000	Merged-chr11-119046996-3
NR3658--MA0035.3.Gata1	chr19	55865998	55866008	-	0.000	0.000	Merged-chr19-55866165-31
NR331--MA0766.1.GATA5	chr1	144033697	144033704	+	0.000	0.000	Merged-chr1-144033624-20
NR3567--MA0766.1.GATA5	chr19	29418706	29418713	-	0.000	0.000	Merged-chr19-29418635-70
NR987--MA0036.3.GATA2	chr10	120979241	120979251	-	0.000	0.000	Merged-chr10-120978950-160
NR6392--MA0036.3.GATA2	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR6673--MA0766.1.GATA5	chr9	21172543	21172550	+	0.000	0.000	Merged-chr9-21172499-22
NR972--MA1104.1.GATA6	chr10	117938871	117938883	-	0.000	0.000	Merged-chr10-117938782-19
NR4983--MA0036.3.GATA2	chr4	141210627	141210637	-	0.000	0.000	Merged-chr4-141210554-49
NR3813--MA1104.1.GATA6	chr2	48473455	48473467	-	0.000	0.000	Merged-chr2-48473305-60
NR1322--MA0140.2.GATA1::TAL1	chr11	102089251	102089268	-	0.000	0.000	Merged-chr11-102089201-27
NR4941--MA0035.3.Gata1	chr4	128594119	128594129	-	0.000	0.000	Merged-chr4-128594333-42
NR1173--MA0140.2.GATA1::TAL1	chr11	66906100	66906117	-	0.000	0.000	Merged-chr11-66906049-23
NR3743--MA0482.1.Gata4	chr2	25054340	25054350	+	0.000	0.000	Merged-chr2-25054565-53
NR2270--MA0036.3.GATA2	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR748--MA0036.3.GATA2	chr10	44069229	44069239	+	0.000	0.000	Merged-chr10-44069344-19
NR1054--MA0035.3.Gata1	chr11	3387174	3387184	-	0.000	0.000	Merged-chr11-3387260-37
NR615--MA0766.1.GATA5	chr1	191391470	191391477	-	0.000	0.000	Merged-chr1-191391579-39
NR5142--MA0035.3.Gata1	chr5	37051251	37051261	-	0.000	0.000	Merged-chr5-37051336-115
NR6038--MA0482.1.Gata4	chr7	75863453	75863463	+	0.000	0.000	Merged-chr7-75863636-9
NR791--MA0036.3.GATA2	chr10	68540789	68540799	+	0.000	0.000	Merged-chr10-68540864-1
NR1476--MA0036.3.GATA2	chr12	25270022	25270032	-	0.000	0.000	Merged-chr12-25270049-10
NR5707--MA0482.1.Gata4	chr6	129218537	129218547	-	0.000	0.000	Merged-chr6-129218550-1
NR2586--MA0037.3.GATA3	chr15	72928859	72928866	+	0.000	0.000	Merged-chr15-72929064-48
NR6381--MA0766.1.GATA5	chr8	33602035	33602042	-	0.000	0.000	Merged-chr8-33602027-23
NR5739--MA0036.3.GATA2	chr6	130136665	130136675	+	0.000	0.000	Merged-chr6-130136655-31
NR4027--MA0037.3.GATA3	chr2	115855978	115855985	-	0.000	0.000	Merged-chr2-115856078-28
NR762--MA0035.3.Gata1	chr10	60380547	60380557	+	0.000	0.000	Merged-chr10-60380470-27
NR6706--MA0037.3.GATA3	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR3103--MA0482.1.Gata4	chr17	64285007	64285017	+	0.000	0.000	Merged-chr17-64284858-2
NR804--MA0482.1.Gata4	chr10	75764406	75764416	+	0.000	0.000	Merged-chr10-75764403-65
NR3626--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR2727--MA0037.3.GATA3	chr16	23306053	23306060	+	0.000	0.000	Merged-chr16-23306128-31
NR4571--MA0766.1.GATA5	chr3	133557018	133557025	+	0.000	0.000	Merged-chr3-133556901-17
NR3007--MA0482.1.Gata4	chr17	26939610	26939620	+	0.000	0.000	Merged-chr17-26939585-68
NR4832--MA0036.3.GATA2	chr4	75278973	75278983	-	0.000	0.000	Merged-chr4-75279089-1
NR5144--MA0482.1.Gata4	chr5	37147598	37147608	+	0.000	0.000	Merged-chr5-37147664-17
NR3735--MA0482.1.Gata4	chr2	19201775	19201785	-	0.000	0.000	Merged-chr2-19201871-12
NR6451--MA0035.3.Gata1	chr8	84813346	84813356	-	0.000	0.000	Merged-chr8-84813219-19
NR4771--MA0035.3.Gata1	chr4	32909424	32909434	-	0.000	0.000	Merged-chr4-32909502-13
NR2610--MA0482.1.Gata4	chr15	86051324	86051334	+	0.000	0.000	Merged-chr15-86051383-21
NR674--MA0036.3.GATA2	chr10	18892250	18892260	-	0.000	0.000	Merged-chr10-18892324-9
NR2220--MA0035.3.Gata1	chr14	34549215	34549225	-	0.000	0.000	Merged-chr14-34549308-78
NR1088--MA0036.3.GATA2	chr11	23754516	23754526	-	0.000	0.000	Merged-chr11-23754497-34
NR5699--MA0036.3.GATA2	chr6	127272915	127272925	-	0.000	0.000	Merged-chr6-127272790-27
NR5684--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR3133--MA1104.1.GATA6	chr17	72904256	72904268	-	0.000	0.000	Merged-chr17-72904124-19
NR265--MA0035.3.Gata1	chr1	128057472	128057482	+	0.000	0.000	Merged-chr1-128057377-21
NR3106--MA0035.3.Gata1	chr17	64285006	64285016	+	0.000	0.000	Merged-chr17-64284858-2
NR807--MA0035.3.Gata1	chr10	75764405	75764415	+	0.000	0.000	Merged-chr10-75764403-65
NR2971--MA0482.1.Gata4	chr17	13654817	13654827	-	0.000	0.000	Merged-chr17-13654932-70
NR3748--MA0482.1.Gata4	chr2	25111313	25111323	+	0.000	0.000	Merged-chr2-25111409-51
NR3257--MA0036.3.GATA2	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR3308--MA1104.1.GATA6	chr18	55107109	55107121	-	0.000	0.000	Merged-chr18-55107186-34
NR4335--MA0036.3.GATA2	chr3	52840428	52840438	+	0.000	0.000	Merged-chr3-52840378-53
NR4606--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR3738--MA0035.3.Gata1	chr2	19201776	19201786	-	0.000	0.000	Merged-chr2-19201871-12
NR1348--MA0140.2.GATA1::TAL1	chr11	107102678	107102695	+	0.000	0.000	Merged-chr11-107102809-58
NR3091--MA0140.2.GATA1::TAL1	chr17	52156469	52156486	+	0.000	0.000	Merged-chr17-52156639-23
NR2892--MA1104.1.GATA6	chr16	92443692	92443704	-	0.000	0.000	Merged-chr16-92443749-37
NR5646--MA0482.1.Gata4	chr6	112879738	112879748	-	0.000	0.000	Merged-chr6-112879624-4
NR5917--MA0482.1.Gata4	chr7	19086248	19086258	-	0.000	0.000	Merged-chr7-19086207-16
NR4030--MA0036.3.GATA2	chr2	115855977	115855987	+	0.000	0.000	Merged-chr2-115856078-28
NR6605--MA0035.3.Gata1	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR720--MA0035.3.Gata1	chr10	34172904	34172914	-	0.000	0.000	Merged-chr10-34172961-40
NR1432--MA1104.1.GATA6	chr11	119047028	119047040	+	0.000	0.000	Merged-chr11-119046996-3
NR2668--MA0036.3.GATA2	chr15	100755064	100755074	-	0.000	0.000	Merged-chr15-100755115-72
NR6390--MA0140.2.GATA1::TAL1	chr8	33898099	33898116	-	0.000	0.000	Merged-chr8-33898095-27
NR2730--MA0036.3.GATA2	chr16	23306051	23306061	-	0.000	0.000	Merged-chr16-23306128-31
NR1161--MA0037.3.GATA3	chr11	64899065	64899072	-	0.000	0.000	Merged-chr11-64899021-36
NR3565--MA0482.1.Gata4	chr19	29418706	29418716	+	0.000	0.000	Merged-chr19-29418635-70
NR3744--MA1104.1.GATA6	chr2	25054338	25054350	-	0.000	0.000	Merged-chr2-25054565-53
NR2987--MA0035.3.Gata1	chr17	17838230	17838240	+	0.000	0.000	Merged-chr17-17838305-60
NR5370--MA0140.2.GATA1::TAL1	chr5	140208921	140208938	-	0.000	0.000	Merged-chr5-140208912-49
NR6039--MA1104.1.GATA6	chr7	75863451	75863463	-	0.000	0.000	Merged-chr7-75863636-9
NR689--MA0140.2.GATA1::TAL1	chr10	24291892	24291909	+	0.000	0.000	Merged-chr10-24291757-17
NR2701--MA0035.3.Gata1	chr16	11526689	11526699	-	0.000	0.000	Merged-chr16-11526520-43
NR1646--MA0482.1.Gata4	chr12	102612899	102612909	-	0.000	0.000	Merged-chr12-102612647-51
NR2156--MA0037.3.GATA3	chr13	113580117	113580124	+	0.000	0.000	Merged-chr13-113580257-62
NR366--MA0035.3.Gata1	chr1	151683047	151683057	+	0.000	0.000	Merged-chr1-151683056-48
NR5708--MA1104.1.GATA6	chr6	129218537	129218549	+	0.000	0.000	Merged-chr6-129218550-1
NR2899--MA0036.3.GATA2	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR4927--MA0482.1.Gata4	chr4	123664255	123664265	-	0.000	0.000	Merged-chr4-123664178-10
NR722--MA0482.1.Gata4	chr10	39488317	39488327	-	0.000	0.000	Merged-chr10-39488240-32
NR3568--MA0035.3.Gata1	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR25--MA0482.1.Gata4	chr1	36768926	36768936	+	0.000	0.000	Merged-chr1-36768955-19
NR6430--MA0036.3.GATA2	chr8	79734393	79734403	-	0.000	0.000	Merged-chr8-79734534-16
NR1315--MA0037.3.GATA3	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
NR263--MA1104.1.GATA6	chr1	128057471	128057483	-	0.000	0.000	Merged-chr1-128057377-21
NR3104--MA1104.1.GATA6	chr17	64285005	64285017	-	0.000	0.000	Merged-chr17-64284858-2
NR1245--MA0482.1.Gata4	chr11	87760740	87760750	-	0.000	0.000	Merged-chr11-87760646-1
NR5981--MA0766.1.GATA5	chr7	47008427	47008434	+	0.000	0.000	Merged-chr7-47008275-77
NR3177--MA0482.1.Gata4	chr17	80441636	80441646	-	0.000	0.000	Merged-chr17-80441791-30
NR693--MA0035.3.Gata1	chr10	26229621	26229631	+	0.000	0.000	Merged-chr10-26229708-29
NR2461--MA0766.1.GATA5	chr14	121423099	121423106	+	0.000	0.000	Merged-chr14-121422910-45
NR2204--MA0035.3.Gata1	chr14	27268427	27268437	-	0.000	0.000	Merged-chr14-27268313-23
NR3034--MA0482.1.Gata4	chr17	34628039	34628049	+	0.000	0.000	Merged-chr17-34628097-3
NR2113--MA0766.1.GATA5	chr13	108045781	108045788	-	0.000	0.000	Merged-chr13-108045887-18
NR4407--MA0035.3.Gata1	chr3	89183058	89183068	+	0.000	0.000	Merged-chr3-89183015-64
NR5145--MA1104.1.GATA6	chr5	37147596	37147608	-	0.000	0.000	Merged-chr5-37147664-17
NR3736--MA1104.1.GATA6	chr2	19201775	19201787	+	0.000	0.000	Merged-chr2-19201871-12
NR2432--MA0482.1.Gata4	chr14	103088679	103088689	+	0.000	0.000	Merged-chr14-103088795-24
NR725--MA0035.3.Gata1	chr10	39488318	39488328	-	0.000	0.000	Merged-chr10-39488240-32
NR5279--MA0766.1.GATA5	chr5	105244866	105244873	+	0.000	0.000	Merged-chr5-105244982-37
NR1319--MA0766.1.GATA5	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
