#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR23680--MA0493.1.Klf1	chr15	53267151	53267161	+	0.000	0.000	Merged-chr15-53267286-91
NR64143--MA0740.1.KLF14	chr8	84811133	84811146	-	0.000	0.000	Merged-chr8-84811046-12
NR53314--MA1107.1.KLF9	chr5	136146921	136146933	+	0.000	0.000	Merged-chr5-136147048-39
NR40257--MA0599.1.KLF5	chr2	173659685	173659694	+	0.000	0.000	Merged-chr2-173659827-104
NR3485--MA0742.1.Klf12	chr1	151501000	151501014	-	0.000	0.000	Merged-chr1-151500785-93
NR9174--MA0493.1.Klf1	chr10	122717816	122717826	+	0.000	0.000	Merged-chr10-122717958-55
NR60504--MA0039.3.KLF4	chr7	90355557	90355567	-	0.000	0.000	Merged-chr7-90355618-52
NR59420--MA0599.1.KLF5	chr7	45053326	45053335	-	0.000	0.000	Merged-chr7-45053291-37
NR9560--MA0740.1.KLF14	chr10	128705041	128705054	+	0.000	0.000	Merged-chr10-128704934-88
NR60988--MA1107.1.KLF9	chr7	109726249	109726261	-	0.000	0.000	Merged-chr7-109726329-8
NR9094--MA0599.1.KLF5	chr10	121429141	121429150	-	0.000	0.000	Merged-chr10-121429289-15
NR24197--MA0493.1.Klf1	chr15	76799671	76799681	+	0.000	0.000	Merged-chr15-76799596-17
NR49804--MA0741.1.KLF16	chr5	21056139	21056149	+	0.000	0.000	Merged-chr5-21055956-115
NR47582--MA0741.1.KLF16	chr4	116557490	116557500	-	0.000	0.000	Merged-chr4-116557390-101
NR16455--MA0741.1.KLF16	chr13	23761406	23761416	+	0.000	0.000	Merged-chr13-23761314-21
NR7978--MA0741.1.KLF16	chr10	89747863	89747873	+	0.000	0.000	Merged-chr10-89747839-80
NR29324--MA0741.1.KLF16	chr17	33931115	33931125	-	0.000	0.000	Merged-chr17-33930835-34
NR58858--MA0493.1.Klf1	chr7	28169675	28169685	-	0.000	0.000	Merged-chr7-28169858-100
NR22465--MA0493.1.Klf1	chr14	121346321	121346331	-	0.000	0.000	Merged-chr14-121346317-26
NR66860--MA1107.1.KLF9	chr9	65535565	65535577	-	0.000	0.000	Merged-chr9-65535495-68
NR9403--MA0599.1.KLF5	chr10	127211661	127211670	+	0.000	0.000	Merged-chr10-127211540-55
NR58769--MA0599.1.KLF5	chr7	27258756	27258765	+	0.000	0.000	Merged-chr7-27258672-61
NR66717--MA1107.1.KLF9	chr9	61427104	61427116	-	0.000	0.000	Merged-chr9-61427187-31
NR32938--MA1107.1.KLF9	chr18	66410793	66410805	+	0.000	0.000	Merged-chr18-66410673-37
NR12331--MA1107.1.KLF9	chr11	102317865	102317877	+	0.000	0.000	Merged-chr11-102317551-136
NR25083--MA0742.1.Klf12	chr15	93275403	93275417	+	0.000	0.000	Merged-chr15-93275409-98
NR7692--MA1107.1.KLF9	chr10	81378638	81378650	+	0.000	0.000	Merged-chr10-81378614-74
NR43168--MA0742.1.Klf12	chr3	108017975	108017989	+	0.000	0.000	Merged-chr3-108018056-86
NR54811--MA0741.1.KLF16	chr6	38551930	38551940	-	0.000	0.000	Merged-chr6-38551675-166
NR28865--MA0741.1.KLF16	chr17	24414521	24414531	-	0.000	0.000	Merged-chr17-24414569-93
NR13543--MA0599.1.KLF5	chr12	25096262	25096271	-	0.000	0.000	Merged-chr12-25096104-64
NR36725--MA0493.1.Klf1	chr2	53741213	53741223	-	0.000	0.000	Merged-chr2-53741292-1
NR59245--MA0740.1.KLF14	chr7	38107648	38107661	-	0.000	0.000	Merged-chr7-38107855-98
NR54996--MA0599.1.KLF5	chr6	47636684	47636693	+	0.000	0.000	Merged-chr6-47636692-62
NR68589--MA0599.1.KLF5	chrX	12151842	12151851	+	0.000	0.000	Merged-chrX-12151801-24
NR52655--MA0741.1.KLF16	chr5	122354398	122354408	-	0.000	0.000	Merged-chr5-122354420-69
NR2475--MA0740.1.KLF14	chr1	119151860	119151873	-	0.000	0.000	Merged-chr1-119151846-1
NR60311--MA0741.1.KLF16	chr7	81179564	81179574	-	0.000	0.000	Merged-chr7-81179607-41
NR50975--MA0741.1.KLF16	chr5	65790860	65790870	+	0.000	0.000	Merged-chr5-65790920-2
NR7359--MA0741.1.KLF16	chr10	78087159	78087169	-	0.000	0.000	Merged-chr10-78086919-87
NR24093--MA0039.3.KLF4	chr15	75678797	75678807	+	0.000	0.000	Merged-chr15-75678935-117
NR14399--MA1107.1.KLF9	chr12	69258033	69258045	+	0.000	0.000	Merged-chr12-69258081-39
NR33916--MA1107.1.KLF9	chr19	5815866	5815878	+	0.000	0.000	Merged-chr19-5816092-50
NR20859--MA0599.1.KLF5	chr14	54225388	54225397	+	0.000	0.000	Merged-chr14-54225223-49
NR14156--MA0741.1.KLF16	chr12	55080146	55080156	+	0.000	0.000	Merged-chr12-55079958-2,Merged-chr12-55080362-72
NR36626--MA1107.1.KLF9	chr2	50917305	50917317	-	0.000	0.000	Merged-chr2-50917277-4
NR58423--MA0741.1.KLF16	chr7	19272255	19272265	+	0.000	0.000	Merged-chr7-19272089-134
NR66950--MA0741.1.KLF16	chr9	70542723	70542733	-	0.000	0.000	Merged-chr9-70542837-79
NR35788--MA0599.1.KLF5	chr2	25608524	25608533	+	0.000	0.000	Merged-chr2-25608298-71
NR16901--MA1107.1.KLF9	chr13	45876473	45876485	+	0.000	0.000	Merged-chr13-45876609-5
NR3030--MA0740.1.KLF14	chr1	136234167	136234180	-	0.000	0.000	Merged-chr1-136234299-43
NR61385--MA0740.1.KLF14	chr7	125603376	125603389	-	0.000	0.000	Merged-chr7-125603403-47
NR55083--MA0599.1.KLF5	chr6	48747070	48747079	-	0.000	0.000	Merged-chr6-48746943-184
NR29736--MA0493.1.Klf1	chr17	47739614	47739624	-	0.000	0.000	Merged-chr17-47739612-38
NR35573--MA0599.1.KLF5	chr2	18028469	18028478	-	0.000	0.000	Merged-chr2-18028659-36
NR61927--MA0740.1.KLF14	chr7	141539912	141539925	-	0.000	0.000	Merged-chr7-141539808-64
NR52015--MA0599.1.KLF5	chr5	107597691	107597700	+	0.000	0.000	Merged-chr5-107597762-77
NR9496--MA0741.1.KLF16	chr10	128094769	128094779	-	0.000	0.000	Merged-chr10-128094692-20
NR54858--MA0741.1.KLF16	chr6	41177285	41177295	+	0.000	0.000	Merged-chr6-41177322-23
NR9515--MA0599.1.KLF5	chr10	128270504	128270513	-	0.000	0.000	Merged-chr10-128270552-51
NR47962--MA0741.1.KLF16	chr4	126556925	126556935	-	0.000	0.000	Merged-chr4-126557087-49
NR18078--MA1107.1.KLF9	chr13	85270489	85270501	-	0.000	0.000	Merged-chr13-85270381-2
NR2874--MA0741.1.KLF16	chr1	131911183	131911193	+	0.000	0.000	Merged-chr1-131910847-123
NR63904--MA1107.1.KLF9	chr8	75071904	75071916	+	0.000	0.000	Merged-chr8-75071889-52
NR52307--MA0741.1.KLF16	chr5	113873337	113873347	-	0.000	0.000	Merged-chr5-113873174-24
NR7216--MA0741.1.KLF16	chr10	75326613	75326623	-	0.000	0.000	Merged-chr10-75326754-53
NR34617--MA0740.1.KLF14	chr19	41981211	41981224	-	0.000	0.000	Merged-chr19-41981286-107
NR11373--MA0742.1.Klf12	chr11	76399212	76399226	+	0.000	0.000	Merged-chr11-76399136-77
NR29228--MA0741.1.KLF16	chr17	31077831	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR14852--MA0740.1.KLF14	chr12	85486169	85486182	+	0.000	0.000	Merged-chr12-85486103-52
NR32182--MA0493.1.Klf1	chr18	39009091	39009101	-	0.000	0.000	Merged-chr18-39009323-57
NR25874--MA0599.1.KLF5	chr16	11066239	11066248	+	0.000	0.000	Merged-chr16-11066364-53
NR20860--MA0741.1.KLF16	chr14	54225388	54225398	+	0.000	0.000	Merged-chr14-54225223-49
NR25202--MA0741.1.KLF16	chr15	97784365	97784375	-	0.000	0.000	Merged-chr15-97784467-57
NR29990--MA0039.3.KLF4	chr17	56018519	56018529	-	0.000	0.000	Merged-chr17-56018529-12
NR15292--MA0740.1.KLF14	chr12	101018070	101018083	+	0.000	0.000	Merged-chr12-101018139-51
NR12453--MA0657.1.KLF13	chr11	106487946	106487963	-	0.000	0.000	Merged-chr11-106487771-62
NR20926--MA0741.1.KLF16	chr14	55721870	55721880	-	0.000	0.000	Merged-chr14-55722058-57
NR25516--MA0599.1.KLF5	chr16	4077590	4077599	+	0.000	0.000	Merged-chr16-4077734-57
NR65418--MA0599.1.KLF5	chr8	126584274	126584283	-	0.000	0.000	Merged-chr8-126584527-70
NR53279--MA0742.1.Klf12	chr5	135744287	135744301	+	0.000	0.000	Merged-chr5-135744270-59
NR12798--MA0599.1.KLF5	chr11	116413089	116413098	-	0.000	0.000	Merged-chr11-116413169-123
NR21366--MA0741.1.KLF16	chr14	73349359	73349369	-	0.000	0.000	Merged-chr14-73349439-20
NR3517--MA0742.1.Klf12	chr1	153085239	153085253	-	0.000	0.000	Merged-chr1-153085366-59
NR37398--MA1107.1.KLF9	chr2	78750730	78750742	-	0.000	0.000	Merged-chr2-78750883-2
NR57030--MA0599.1.KLF5	chr6	125422599	125422608	-	0.000	0.000	Merged-chr6-125422633-47
NR49147--MA0740.1.KLF14	chr4	154012727	154012740	-	0.000	0.000	Merged-chr4-154012820-1
NR39860--MA0740.1.KLF14	chr2	165982651	165982664	+	0.000	0.000	Merged-chr2-165982856-79
NR36176--MA0742.1.Klf12	chr2	33371145	33371159	+	0.000	0.000	Merged-chr2-33371227-82
NR12779--MA1107.1.KLF9	chr11	116377464	116377476	-	0.000	0.000	Merged-chr11-116377399-54
NR59047--MA0742.1.Klf12	chr7	30626218	30626232	+	0.000	0.000	Merged-chr7-30626131-41
NR23108--MA0599.1.KLF5	chr15	31601559	31601568	+	0.000	0.000	Merged-chr15-31601428-3
NR30576--MA0599.1.KLF5	chr17	73304637	73304646	-	0.000	0.000	Merged-chr17-73304533-12
NR33286--MA0599.1.KLF5	chr18	75472068	75472077	-	0.000	0.000	Merged-chr18-75472003-6
NR7586--MA0599.1.KLF5	chr10	80622422	80622431	+	0.000	0.000	Merged-chr10-80622471-84
NR12564--MA1107.1.KLF9	chr11	111792061	111792073	+	0.000	0.000	Merged-chr11-111792002-31
NR29924--MA0740.1.KLF14	chr17	52483866	52483879	+	0.000	0.000	Merged-chr17-52484066-25
NR5788--MA0741.1.KLF16	chr10	21252351	21252361	-	0.000	0.000	Merged-chr10-21252266-47
NR15274--MA1107.1.KLF9	chr12	100856452	100856464	+	0.000	0.000	Merged-chr12-100856491-28
NR12010--MA0599.1.KLF5	chr11	97315711	97315720	+	0.000	0.000	Merged-chr11-97315787-53
NR7371--MA0599.1.KLF5	chr10	78185210	78185219	+	0.000	0.000	Merged-chr10-78185157-62
NR14807--MA0741.1.KLF16	chr12	84408448	84408458	+	0.000	0.000	Merged-chr12-84408533-142
NR63810--MA1107.1.KLF9	chr8	71668275	71668287	-	0.000	0.000	Merged-chr8-71668308-31
NR63445--MA0740.1.KLF14	chr8	64872036	64872049	-	0.000	0.000	Merged-chr8-64871934-64
NR66583--MA0741.1.KLF16	chr9	56041818	56041828	+	0.000	0.000	Merged-chr9-56042037-52
NR32741--MA1107.1.KLF9	chr18	60805991	60806003	-	0.000	0.000	Merged-chr18-60805828-10
NR42517--MA0493.1.Klf1	chr3	89183123	89183133	+	0.000	0.000	Merged-chr3-89183015-64
NR58500--MA0740.1.KLF14	chr7	19824296	19824309	-	0.000	0.000	Merged-chr7-19824278-64
NR56852--MA0741.1.KLF16	chr6	120112455	120112465	-	0.000	0.000	Merged-chr6-120112379-94
NR19943--MA0493.1.Klf1	chr14	20640886	20640896	+	0.000	0.000	Merged-chr14-20640824-81
NR7352--MA1107.1.KLF9	chr10	77630133	77630145	+	0.000	0.000	Merged-chr10-77630089-17
NR11368--MA0599.1.KLF5	chr11	76261362	76261371	-	0.000	0.000	Merged-chr11-76261435-35
NR33501--MA0657.1.KLF13	chr18	82532264	82532281	-	0.000	0.000	Merged-chr18-82532131-16
NR24210--MA1107.1.KLF9	chr15	76899958	76899970	+	0.000	0.000	Merged-chr15-76899846-50
NR4663--MA0741.1.KLF16	chr1	184013531	184013541	-	0.000	0.000	Merged-chr1-184013369-24
NR52621--MA0741.1.KLF16	chr5	122158397	122158407	-	0.000	0.000	Merged-chr5-122158258-63
NR11584--MA0740.1.KLF14	chr11	80476819	80476832	+	0.000	0.000	Merged-chr11-80476975-74
NR38596--MA0493.1.Klf1	chr2	127916566	127916576	+	0.000	0.000	Merged-chr2-127916886-61
NR16468--MA0741.1.KLF16	chr13	24603825	24603835	-	0.000	0.000	Merged-chr13-24603771-27
NR43764--MA0599.1.KLF5	chr3	131272089	131272098	-	0.000	0.000	Merged-chr3-131271947-79
NR29933--MA0657.1.KLF13	chr17	52569686	52569703	-	0.000	0.000	Merged-chr17-52569832-16
NR19969--MA0740.1.KLF14	chr14	20929291	20929304	-	0.000	0.000	Merged-chr14-20929476-97
NR53127--MA0741.1.KLF16	chr5	134315054	134315064	-	0.000	0.000	Merged-chr5-134314919-35
NR4782--MA0599.1.KLF5	chr1	186749478	186749487	+	0.000	0.000	Merged-chr1-186749354-72
NR9748--MA0599.1.KLF5	chr11	5878228	5878237	+	0.000	0.000	Merged-chr11-5878307-47
NR52372--MA1107.1.KLF9	chr5	114707622	114707634	+	0.000	0.000	Merged-chr5-114707863-50
NR61449--MA0741.1.KLF16	chr7	127144674	127144684	+	0.000	0.000	Merged-chr7-127144596-50
NR48545--MA0740.1.KLF14	chr4	138250259	138250272	-	0.000	0.000	Merged-chr4-138250390-66
NR26606--MA0599.1.KLF5	chr16	43699079	43699088	+	0.000	0.000	Merged-chr16-43699187-66
NR17221--MA1107.1.KLF9	chr13	58158310	58158322	-	0.000	0.000	Merged-chr13-58158134-148
NR64591--MA1107.1.KLF9	chr8	105170631	105170643	-	0.000	0.000	Merged-chr8-105170559-11
NR1880--MA0742.1.Klf12	chr1	86532610	86532624	-	0.000	0.000	Merged-chr1-86532525-44
NR66632--MA1107.1.KLF9	chr9	57647824	57647836	-	0.000	0.000	Merged-chr9-57647746-26
NR38825--MA0599.1.KLF5	chr2	132687118	132687127	+	0.000	0.000	Merged-chr2-132687004-41
NR51979--MA0742.1.Klf12	chr5	105649519	105649533	-	0.000	0.000	Merged-chr5-105649431-102
NR9528--MA0741.1.KLF16	chr10	128376732	128376742	-	0.000	0.000	Merged-chr10-128376742-1
NR62600--MA0493.1.Klf1	chr8	25609063	25609073	-	0.000	0.000	Merged-chr8-25609215-28
NR20863--MA0493.1.Klf1	chr14	54227679	54227689	-	0.000	0.000	Merged-chr14-54227788-83
NR22281--MA1107.1.KLF9	chr14	118675589	118675601	-	0.000	0.000	Merged-chr14-118675575-4
NR5231--MA0741.1.KLF16	chr10	4341676	4341686	-	0.000	0.000	Merged-chr10-4341594-18
NR42673--MA1107.1.KLF9	chr3	94886822	94886834	-	0.000	0.000	Merged-chr3-94886845-57
NR54633--MA0493.1.Klf1	chr6	29768349	29768359	-	0.000	0.000	Merged-chr6-29768613-160
NR56266--MA1107.1.KLF9	chr6	99360154	99360166	+	0.000	0.000	Merged-chr6-99360034-2
NR22487--MA1107.1.KLF9	chr14	121545758	121545770	+	0.000	0.000	Merged-chr14-121545671-6
NR48706--MA0039.3.KLF4	chr4	141793534	141793544	-	0.000	0.000	Merged-chr4-141793612-90
NR12694--MA0741.1.KLF16	chr11	115475796	115475806	+	0.000	0.000	Merged-chr11-115475686-55
NR48716--MA0493.1.Klf1	chr4	141793562	141793572	-	0.000	0.000	Merged-chr4-141793612-90
NR65798--MA0742.1.Klf12	chr9	21316880	21316894	-	0.000	0.000	Merged-chr9-21316923-9
NR59519--MA0599.1.KLF5	chr7	46639810	46639819	-	0.000	0.000	Merged-chr7-46639840-59
NR5763--MA0742.1.Klf12	chr10	19209781	19209795	+	0.000	0.000	Merged-chr10-19209945-33
NR43876--MA0599.1.KLF5	chr3	135417974	135417983	+	0.000	0.000	Merged-chr3-135417903-41
NR66772--MA0599.1.KLF5	chr9	62122723	62122732	-	0.000	0.000	Merged-chr9-62122784-57
NR23012--MA0741.1.KLF16	chr15	27796591	27796601	+	0.000	0.000	Merged-chr15-27796764-17
NR1092--MA0740.1.KLF14	chr1	55052748	55052761	-	0.000	0.000	Merged-chr1-55052728-71
NR12831--MA0742.1.Klf12	chr11	116643516	116643530	+	0.000	0.000	Merged-chr11-116643471-18
NR34348--MA1107.1.KLF9	chr19	32266932	32266944	+	0.000	0.000	Merged-chr19-32266743-101
NR59418--MA0741.1.KLF16	chr7	45017610	45017620	+	0.000	0.000	Merged-chr7-45017720-50
NR24542--MA0493.1.Klf1	chr15	81872258	81872268	+	0.000	0.000	Merged-chr15-81872198-88
NR52484--MA1107.1.KLF9	chr5	118465215	118465227	-	0.000	0.000	Merged-chr5-118465239-56
NR34293--MA0740.1.KLF14	chr19	29251589	29251602	+	0.000	0.000	Merged-chr19-29251639-67
NR62045--MA0493.1.Klf1	chr8	3355775	3355785	+	0.000	0.000	Merged-chr8-3355667-46
NR7434--MA0741.1.KLF16	chr10	79854413	79854423	+	0.000	0.000	Merged-chr10-79854651-102
NR52850--MA0657.1.KLF13	chr5	125405768	125405785	-	0.000	0.000	Merged-chr5-125405987-117
NR34088--MA0740.1.KLF14	chr19	9982607	9982620	-	0.000	0.000	Merged-chr19-9982830-75
NR30021--MA0599.1.KLF5	chr17	56462389	56462398	-	0.000	0.000	Merged-chr17-56462383-73
NR13301--MA0493.1.Klf1	chr12	13518263	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR40540--MA0740.1.KLF14	chr2	181520309	181520322	+	0.000	0.000	Merged-chr2-181520538-61
NR14026--MA0741.1.KLF16	chr12	51692121	51692131	+	0.000	0.000	Merged-chr12-51692065-4
NR7370--MA1107.1.KLF9	chr10	78169836	78169848	-	0.000	0.000	Merged-chr10-78169866-58
NR55036--MA0657.1.KLF13	chr6	48086714	48086731	+	0.000	0.000	Merged-chr6-48086485-91
NR38722--MA0599.1.KLF5	chr2	131204728	131204737	-	0.000	0.000	Merged-chr2-131204704-19
NR42516--MA0039.3.KLF4	chr3	89183125	89183135	+	0.000	0.000	Merged-chr3-89183015-64
NR30903--MA0599.1.KLF5	chr17	83880369	83880378	-	0.000	0.000	Merged-chr17-83880471-24
NR31778--MA0599.1.KLF5	chr18	24530153	24530162	+	0.000	0.000	Merged-chr18-24530070-76
NR43744--MA0741.1.KLF16	chr3	131110252	131110262	-	0.000	0.000	Merged-chr3-131110145-3
NR61829--MA0741.1.KLF16	chr7	140264981	140264991	-	0.000	0.000	Merged-chr7-140265035-12
NR53668--MA1107.1.KLF9	chr5	141081212	141081224	-	0.000	0.000	Merged-chr5-141081137-7
NR48612--MA0039.3.KLF4	chr4	140699879	140699889	-	0.000	0.000	Merged-chr4-140699867-49
NR53768--MA0742.1.Klf12	chr5	144964177	144964191	-	0.000	0.000	Merged-chr5-144963961-18
NR155--MA0599.1.KLF5	chr1	9848211	9848220	-	0.000	0.000	Merged-chr1-9848247-58
NR64935--MA0741.1.KLF16	chr8	116636144	116636154	-	0.000	0.000	Merged-chr8-116636119-54
NR45280--MA1107.1.KLF9	chr4	14922311	14922323	-	0.000	0.000	Merged-chr4-14922203-28
NR36101--MA0740.1.KLF14	chr2	32493472	32493485	-	0.000	0.000	Merged-chr2-32493543-52
NR21379--MA0741.1.KLF16	chr14	73507634	73507644	+	0.000	0.000	Merged-chr14-73507804-50
NR15269--MA0742.1.Klf12	chr12	100856452	100856466	+	0.000	0.000	Merged-chr12-100856491-28
NR59416--MA0599.1.KLF5	chr7	44986649	44986658	+	0.000	0.000	Merged-chr7-44986684-61
NR6911--MA0039.3.KLF4	chr10	67072078	67072088	+	0.000	0.000	Merged-chr10-67072073-40
NR50160--MA0741.1.KLF16	chr5	33018755	33018765	+	0.000	0.000	Merged-chr5-33018812-81
NR9766--MA0599.1.KLF5	chr11	6391782	6391791	+	0.000	0.000	Merged-chr11-6391694-31
NR31723--MA0742.1.Klf12	chr18	23803944	23803958	-	0.000	0.000	Merged-chr18-23803965-77
NR2744--MA0741.1.KLF16	chr1	128359098	128359108	+	0.000	0.000	Merged-chr1-128359360-82
NR55168--MA0741.1.KLF16	chr6	52191784	52191794	+	0.000	0.000	Merged-chr6-52191955-39
NR62604--MA1107.1.KLF9	chr8	25609067	25609079	-	0.000	0.000	Merged-chr8-25609215-28
NR37625--MA0741.1.KLF16	chr2	91236986	91236996	+	0.000	0.000	Merged-chr2-91237090-79
NR7358--MA0599.1.KLF5	chr10	78087160	78087169	-	0.000	0.000	Merged-chr10-78086919-87
NR29879--MA1107.1.KLF9	chr17	51762730	51762742	+	0.000	0.000	Merged-chr17-51762690-29
NR6290--MA0741.1.KLF16	chr10	42018387	42018397	-	0.000	0.000	Merged-chr10-42018378-38
NR20881--MA0493.1.Klf1	chr14	54464142	54464152	-	0.000	0.000	Merged-chr14-54464203-140
NR54856--MA0039.3.KLF4	chr6	41177286	41177296	+	0.000	0.000	Merged-chr6-41177322-23
NR65524--MA0039.3.KLF4	chr9	7805108	7805118	-	0.000	0.000	Merged-chr9-7805138-27
NR62841--MA0741.1.KLF16	chr8	35428949	35428959	-	0.000	0.000	Merged-chr8-35428921-45
NR10829--MA0599.1.KLF5	chr11	60115376	60115385	+	0.000	0.000	Merged-chr11-60115208-93
NR42691--MA1107.1.KLF9	chr3	95135833	95135845	-	0.000	0.000	Merged-chr3-95135773-59
NR54651--MA0493.1.Klf1	chr6	30509715	30509725	+	0.000	0.000	Merged-chr6-30509699-52
NR24340--MA1107.1.KLF9	chr15	78896291	78896303	-	0.000	0.000	Merged-chr15-78896310-38
NR31411--MA0740.1.KLF14	chr18	12168675	12168688	+	0.000	0.000	Merged-chr18-12168747-122
NR62489--MA0740.1.KLF14	chr8	22166434	22166447	-	0.000	0.000	Merged-chr8-22166326-62
NR13548--MA0740.1.KLF14	chr12	25247229	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR16925--MA0599.1.KLF5	chr13	47043485	47043494	-	0.000	0.000	Merged-chr13-47043518-72
NR36046--MA0742.1.Klf12	chr2	31572855	31572869	-	0.000	0.000	Merged-chr2-31572734-38
NR66870--MA0493.1.Klf1	chr9	65586971	65586981	+	0.000	0.000	Merged-chr9-65587090-27
NR52429--MA0741.1.KLF16	chr5	115534654	115534664	-	0.000	0.000	Merged-chr5-115534807-71
NR21102--MA0742.1.Klf12	chr14	61172808	61172822	-	0.000	0.000	Merged-chr14-61173036-86
NR14135--MA0741.1.KLF16	chr12	54795748	54795758	+	0.000	0.000	Merged-chr12-54795670-58
NR23359--MA0599.1.KLF5	chr15	38078883	38078892	-	0.000	0.000	Merged-chr15-38078784-97
NR22814--MA1107.1.KLF9	chr15	12795461	12795473	+	0.000	0.000	Merged-chr15-12795578-29
NR26193--MA1107.1.KLF9	chr16	23102926	23102938	-	0.000	0.000	Merged-chr16-23102925-22
NR12467--MA0599.1.KLF5	chr11	106674701	106674710	-	0.000	0.000	Merged-chr11-106674818-63
NR68136--MA1107.1.KLF9	chr9	114758513	114758525	-	0.000	0.000	Merged-chr9-114758587-29
NR62063--MA0493.1.Klf1	chr8	3676410	3676420	+	0.000	0.000	Merged-chr8-3676543-77
NR60317--MA1107.1.KLF9	chr7	81549051	81549063	-	0.000	0.000	Merged-chr7-81548936-4
NR45916--MA1107.1.KLF9	chr4	43499670	43499682	-	0.000	0.000	Merged-chr4-43499565-45
NR37404--MA0599.1.KLF5	chr2	79126343	79126352	-	0.000	0.000	Merged-chr2-79126443-5
NR54837--MA0741.1.KLF16	chr6	39810898	39810908	+	0.000	0.000	Merged-chr6-39810868-53
NR9859--MA1107.1.KLF9	chr11	11529011	11529023	+	0.000	0.000	Merged-chr11-11528988-38
NR29231--MA0599.1.KLF5	chr17	31210422	31210431	+	0.000	0.000	Merged-chr17-31210494-9
NR65484--MA0741.1.KLF16	chr8	128488165	128488175	+	0.000	0.000	Merged-chr8-128488305-28
NR11601--MA0741.1.KLF16	chr11	82177855	82177865	+	0.000	0.000	Merged-chr11-82178055-28
NR42679--MA0741.1.KLF16	chr3	95042636	95042646	+	0.000	0.000	Merged-chr3-95042775-63
NR49167--MA0742.1.Klf12	chr4	155050347	155050361	+	0.000	0.000	Merged-chr4-155050218-26
NR60813--MA0741.1.KLF16	chr7	102210350	102210360	-	0.000	0.000	Merged-chr7-102210325-100
NR53686--MA1107.1.KLF9	chr5	142895213	142895225	-	0.000	0.000	Merged-chr5-142895252-53
NR7661--MA0742.1.Klf12	chr10	81292948	81292962	+	0.000	0.000	Merged-chr10-81292977-72
NR5515--MA0741.1.KLF16	chr10	13868869	13868879	-	0.000	0.000	Merged-chr10-13868873-62
NR35783--MA0741.1.KLF16	chr2	25500756	25500766	-	0.000	0.000	Merged-chr2-25500833-51
NR68114--MA0740.1.KLF14	chr9	114730233	114730246	-	0.000	0.000	Merged-chr9-114730346-23
NR51973--MA0599.1.KLF5	chr5	105648841	105648850	+	0.000	0.000	Merged-chr5-105648904-12
NR3482--MA0599.1.KLF5	chr1	151500698	151500707	+	0.000	0.000	Merged-chr1-151500785-93
NR52364--MA0493.1.Klf1	chr5	114707622	114707632	+	0.000	0.000	Merged-chr5-114707863-50
NR19466--MA0742.1.Klf12	chr14	7819606	7819620	-	0.000	0.000	Merged-chr14-7819575-11
NR6192--MA0599.1.KLF5	chr10	39613159	39613168	-	0.000	0.000	Merged-chr10-39613248-57
NR55074--MA0493.1.Klf1	chr6	48676125	48676135	+	0.000	0.000	Merged-chr6-48676195-68
NR25273--MA0740.1.KLF14	chr15	99088500	99088513	-	0.000	0.000	Merged-chr15-99088403-27
NR48718--MA0741.1.KLF16	chr4	141793574	141793584	-	0.000	0.000	Merged-chr4-141793612-90
NR17017--MA0740.1.KLF14	chr13	52981375	52981388	+	0.000	0.000	Merged-chr13-52981533-1
NR62837--MA1107.1.KLF9	chr8	35366822	35366834	+	0.000	0.000	Merged-chr8-35366715-10
NR48042--MA0742.1.Klf12	chr4	129272589	129272603	+	0.000	0.000	Merged-chr4-129272515-32
NR57035--MA0599.1.KLF5	chr6	125425523	125425532	-	0.000	0.000	Merged-chr6-125425503-32
NR68257--MA1107.1.KLF9	chr9	118927056	118927068	-	0.000	0.000	Merged-chr9-118927066-22
NR10893--MA0742.1.Klf12	chr11	60931928	60931942	-	0.000	0.000	Merged-chr11-60932010-53
NR21962--MA0493.1.Klf1	chr14	102810145	102810155	+	0.000	0.000	Merged-chr14-102810326-53
NR52472--MA0741.1.KLF16	chr5	118082041	118082051	+	0.000	0.000	Merged-chr5-118082270-75
NR52743--MA0741.1.KLF16	chr5	123915087	123915097	-	0.000	0.000	Merged-chr5-123915037-44
NR39905--MA1107.1.KLF9	chr2	167313900	167313912	+	0.000	0.000	Merged-chr2-167313855-44
NR34009--MA0741.1.KLF16	chr19	7206347	7206357	+	0.000	0.000	Merged-chr19-7206392-96
NR52711--MA0740.1.KLF14	chr5	123524262	123524275	-	0.000	0.000	Merged-chr5-123524243-58
NR57702--MA0599.1.KLF5	chr6	142887601	142887610	-	0.000	0.000	Merged-chr6-142887615-28
NR1055--MA1107.1.KLF9	chr1	52578408	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR52256--MA1107.1.KLF9	chr5	113772624	113772636	+	0.000	0.000	Merged-chr5-113772716-49
