#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR435--MA0740.1.KLF14	chr1	39196988	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR47035--MA1107.1.KLF9	chr5	77130584	77130596	+	0.000	0.000	Merged-chr5-77130540-43
NR53166--MA0741.1.KLF16	chr6	134220566	134220576	+	0.000	0.000	Merged-chr6-134220428-49
NR40879--MA1107.1.KLF9	chr3	146063219	146063231	-	0.000	0.000	Merged-chr3-146063322-20
NR45064--MA0740.1.KLF14	chr4	148683791	148683804	+	0.000	0.000	Merged-chr4-148683681-71
NR12848--MA0599.1.KLF5	chr12	16136336	16136345	+	0.000	0.000	Merged-chr12-16136516-15
NR56508--MA0039.3.KLF4	chr7	98797413	98797423	-	0.000	0.000	Merged-chr7-98797577-28
NR63691--MA0599.1.KLF5	chr9	80754614	80754623	+	0.000	0.000	Merged-chr9-80754738-24
NR53180--MA0039.3.KLF4	chr6	134348663	134348673	-	0.000	0.000	Merged-chr6-134348726-53
NR63892--MA0493.1.Klf1	chr9	87026076	87026086	+	0.000	0.000	Merged-chr9-87025935-38
NR43348--MA0493.1.Klf1	chr4	120288020	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR60805--MA0039.3.KLF4	chr8	114888926	114888936	+	0.000	0.000	Merged-chr8-114888790-56
NR59908--MA1107.1.KLF9	chr8	77268566	77268578	+	0.000	0.000	Merged-chr8-77268341-22
NR32577--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR4478--MA0493.1.Klf1	chr10	5448588	5448598	-	0.000	0.000	Merged-chr10-5448562-35
NR3514--MA0599.1.KLF5	chr1	177455706	177455715	-	0.000	0.000	Merged-chr1-177455545-12
NR29957--MA0599.1.KLF5	chr18	67212691	67212700	+	0.000	0.000	Merged-chr18-67212775-57
NR63891--MA0039.3.KLF4	chr9	87026078	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR29723--MA1107.1.KLF9	chr18	60625459	60625471	-	0.000	0.000	Merged-chr18-60625535-13
NR54509--MA0740.1.KLF14	chr7	18925380	18925393	-	0.000	0.000	Merged-chr7-18925390-20
NR10780--MA0741.1.KLF16	chr11	90257464	90257474	+	0.000	0.000	Merged-chr11-90257307-51
NR5921--MA1107.1.KLF9	chr10	78115176	78115188	-	0.000	0.000	Merged-chr10-78115092-14
NR13162--MA0039.3.KLF4	chr12	35770600	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR56307--MA0657.1.KLF13	chr7	90007513	90007530	+	0.000	0.000	Merged-chr7-90007418-46
NR66706--MA0599.1.KLF5	chrX	143030585	143030594	+	0.000	0.000	Merged-chrX-143030752-27
NR42621--MA0493.1.Klf1	chr4	88079172	88079182	-	0.000	0.000	Merged-chr4-88079193-33
NR38083--MA0741.1.KLF16	chr3	37157149	37157159	+	0.000	0.000	Merged-chr3-37157248-37
NR10541--MA0741.1.KLF16	chr11	85407806	85407816	+	0.000	0.000	Merged-chr11-85407928-27
NR64866--MA0493.1.Klf1	chr9	114613181	114613191	-	0.000	0.000	Merged-chr9-114613191-38
NR17686--MA0741.1.KLF16	chr13	108100622	108100632	+	0.000	0.000	Merged-chr13-108100820-31
NR17201--MA0599.1.KLF5	chr13	96465482	96465491	+	0.000	0.000	Merged-chr13-96465577-16
NR62591--MA0039.3.KLF4	chr9	48447926	48447936	+	0.000	0.000	Merged-chr9-48448010-22
NR53875--MA1107.1.KLF9	chr6	145256892	145256904	+	0.000	0.000	Merged-chr6-145256997-16
NR44821--MA0740.1.KLF14	chr4	144901710	144901723	+	0.000	0.000	Merged-chr4-144901724-37
NR59080--MA1107.1.KLF9	chr8	40584799	40584811	+	0.000	0.000	Merged-chr8-40584789-43
NR7736--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR4621--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR45065--MA0657.1.KLF13	chr4	148683790	148683807	+	0.000	0.000	Merged-chr4-148683681-71
NR14715--MA0599.1.KLF5	chr12	109438214	109438223	+	0.000	0.000	Merged-chr12-109438029-53
NR59501--MA1107.1.KLF9	chr8	68726069	68726081	+	0.000	0.000	Merged-chr8-68726108-23
NR58878--MA0599.1.KLF5	chr8	27201025	27201034	+	0.000	0.000	Merged-chr8-27201067-26
NR43342--MA0740.1.KLF14	chr4	120287784	120287797	-	0.000	0.000	Merged-chr4-120287807-68
NR36815--MA0741.1.KLF16	chr2	165890682	165890692	+	0.000	0.000	Merged-chr2-165890606-34
NR47515--MA1107.1.KLF9	chr5	103459367	103459379	+	0.000	0.000	Merged-chr5-103459309-20
NR51348--MA0741.1.KLF16	chr6	61271208	61271218	+	0.000	0.000	Merged-chr6-61271177-5
NR58976--MA0493.1.Klf1	chr8	34651918	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR29966--MA0741.1.KLF16	chr18	67255713	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR16013--MA0599.1.KLF5	chr13	43789138	43789147	-	0.000	0.000	Merged-chr13-43789112-65
NR2180--MA0740.1.KLF14	chr1	135766474	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR50297--MA1107.1.KLF9	chr5	149647678	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR20971--MA0039.3.KLF4	chr15	31440121	31440131	+	0.000	0.000	Merged-chr15-31440136-19
NR54956--MA0039.3.KLF4	chr7	28423307	28423317	+	0.000	0.000	Merged-chr7-28423189-12
NR16143--MA0599.1.KLF5	chr13	51598243	51598252	-	0.000	0.000	Merged-chr13-51598262-24
NR18738--MA1107.1.KLF9	chr14	32716938	32716950	+	0.000	0.000	Merged-chr14-32716978-71
NR56031--MA0493.1.Klf1	chr7	78684847	78684857	+	0.000	0.000	Merged-chr7-78685016-20
NR47236--MA0741.1.KLF16	chr5	92967509	92967519	+	0.000	0.000	Merged-chr5-92967427-8
NR52679--MA0493.1.Klf1	chr6	121110180	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR38726--MA0741.1.KLF16	chr3	86961189	86961199	-	0.000	0.000	Merged-chr3-86961231-31
NR31729--MA0039.3.KLF4	chr19	40821550	40821560	+	0.000	0.000	Merged-chr19-40821418-1
NR38280--MA0493.1.Klf1	chr3	52832551	52832561	+	0.000	0.000	Merged-chr3-52832411-30
NR27851--MA0741.1.KLF16	chr17	64628989	64628999	-	0.000	0.000	Merged-chr17-64628994-21
NR19130--MA0740.1.KLF14	chr14	54165072	54165085	-	0.000	0.000	Merged-chr14-54165125-24
NR39208--MA0039.3.KLF4	chr3	97274009	97274019	-	0.000	0.000	Merged-chr3-97274158-19
NR1809--MA1107.1.KLF9	chr1	127320105	127320117	-	0.000	0.000	Merged-chr1-127320105-13
NR44824--MA0741.1.KLF16	chr4	144901711	144901721	+	0.000	0.000	Merged-chr4-144901724-37
NR41979--MA0742.1.Klf12	chr4	43171518	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR36231--MA0599.1.KLF5	chr2	153292589	153292598	+	0.000	0.000	Merged-chr2-153292567-49
NR58643--MA0741.1.KLF16	chr8	13974782	13974792	+	0.000	0.000	Merged-chr8-13974729-61
NR11275--MA1107.1.KLF9	chr11	99132671	99132683	-	0.000	0.000	Merged-chr11-99132520-18
NR12272--MA0599.1.KLF5	chr11	116688047	116688056	-	0.000	0.000	Merged-chr11-116688042-60
NR13264--MA0741.1.KLF16	chr12	52383032	52383042	+	0.000	0.000	Merged-chr12-52383146-23
NR62633--MA1107.1.KLF9	chr9	50512102	50512114	-	0.000	0.000	Merged-chr9-50512107-7
NR11450--MA0742.1.Klf12	chr11	102074472	102074486	+	0.000	0.000	Merged-chr11-102074455-23
NR17326--MA0039.3.KLF4	chr13	99781070	99781080	+	0.000	0.000	Merged-chr13-99781144-21
NR30274--MA0599.1.KLF5	chr18	75322373	75322382	+	0.000	0.000	Merged-chr18-75322404-42
NR36209--MA0599.1.KLF5	chr2	152904422	152904431	-	0.000	0.000	Merged-chr2-152904288-57
NR14722--MA0741.1.KLF16	chr12	109446236	109446246	-	0.000	0.000	Merged-chr12-109446341-43
NR1957--MA1107.1.KLF9	chr1	131006362	131006374	+	0.000	0.000	Merged-chr1-131006286-18
NR13352--MA1107.1.KLF9	chr12	55393016	55393028	-	0.000	0.000	Merged-chr12-55392987-35
NR56507--MA0599.1.KLF5	chr7	98797415	98797424	-	0.000	0.000	Merged-chr7-98797577-28
NR66697--MA0657.1.KLF13	chrX	142384518	142384535	+	0.000	0.000	Merged-chrX-142384466-2
NR12280--MA1107.1.KLF9	chr11	116688051	116688063	-	0.000	0.000	Merged-chr11-116688042-60
NR62638--MA1107.1.KLF9	chr9	50512112	50512124	-	0.000	0.000	Merged-chr9-50512107-7
NR46024--MA0493.1.Klf1	chr5	28269733	28269743	-	0.000	0.000	Merged-chr5-28269924-54
NR1612--MA0039.3.KLF4	chr1	106373364	106373374	-	0.000	0.000	Merged-chr1-106373403-9
NR45115--MA0740.1.KLF14	chr4	149896410	149896423	-	0.000	0.000	Merged-chr4-149896301-4
NR25577--MA0599.1.KLF5	chr17	3209727	3209736	+	0.000	0.000	Merged-chr17-3209784-17
NR36503--MA0742.1.Klf12	chr2	158179198	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR63890--MA0599.1.KLF5	chr9	87026077	87026086	+	0.000	0.000	Merged-chr9-87025935-38
NR20445--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR45302--MA0599.1.KLF5	chr4	152117721	152117730	-	0.000	0.000	Merged-chr4-152117699-6
NR47789--MA0039.3.KLF4	chr5	111039995	111040005	+	0.000	0.000	Merged-chr5-111039945-24
NR13161--MA0599.1.KLF5	chr12	35770599	35770608	+	0.000	0.000	Merged-chr12-35770526-40
NR43346--MA0742.1.Klf12	chr4	120288020	120288034	+	0.000	0.000	Merged-chr4-120287807-68
NR54513--MA0741.1.KLF16	chr7	18925382	18925392	-	0.000	0.000	Merged-chr7-18925390-20
NR5360--MA0599.1.KLF5	chr10	60225389	60225398	-	0.000	0.000	Merged-chr10-60225461-7
NR3834--MA0599.1.KLF5	chr1	183180653	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR48360--MA1107.1.KLF9	chr5	118817871	118817883	-	0.000	0.000	Merged-chr5-118817732-16
NR60993--MA0741.1.KLF16	chr8	119569910	119569920	-	0.000	0.000	Merged-chr8-119570093-35
NR36688--MA0493.1.Klf1	chr2	163603906	163603916	+	0.000	0.000	Merged-chr2-163604093-28
NR56554--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR58962--MA0741.1.KLF16	chr8	34397998	34398008	+	0.000	0.000	Merged-chr8-34397971-66
NR38721--MA0740.1.KLF14	chr3	86961187	86961200	-	0.000	0.000	Merged-chr3-86961231-31
NR19733--MA0740.1.KLF14	chr14	75820045	75820058	-	0.000	0.000	Merged-chr14-75819905-19
NR24119--MA0039.3.KLF4	chr16	25485348	25485358	-	0.000	0.000	Merged-chr16-25485313-47
NR62219--MA0599.1.KLF5	chr9	32740970	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR14727--MA0741.1.KLF16	chr12	109446515	109446525	-	0.000	0.000	Merged-chr12-109446341-43
NR13044--MA1107.1.KLF9	chr12	30557510	30557522	+	0.000	0.000	Merged-chr12-30557589-12
NR8267--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR45428--MA0599.1.KLF5	chr4	155050224	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR3736--MA0599.1.KLF5	chr1	181352593	181352602	-	0.000	0.000	Merged-chr1-181352639-14
NR29964--MA0599.1.KLF5	chr18	67255714	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR40878--MA0493.1.Klf1	chr3	146063221	146063231	-	0.000	0.000	Merged-chr3-146063322-20
NR42663--MA0740.1.KLF14	chr4	89169049	89169062	-	0.000	0.000	Merged-chr4-89169046-30
NR20598--MA0493.1.Klf1	chr14	122852470	122852480	-	0.000	0.000	Merged-chr14-122852603-67
NR8266--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR32234--MA0039.3.KLF4	chr19	56682122	56682132	+	0.000	0.000	Merged-chr19-56681979-1
NR28167--MA0742.1.Klf12	chr17	74865010	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR4475--MA0742.1.Klf12	chr10	5448584	5448598	-	0.000	0.000	Merged-chr10-5448562-35
NR53178--MA0742.1.Klf12	chr6	134348661	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR56001--MA1107.1.KLF9	chr7	74296314	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR31728--MA0599.1.KLF5	chr19	40821549	40821558	+	0.000	0.000	Merged-chr19-40821418-1
NR10727--MA0741.1.KLF16	chr11	88864590	88864600	+	0.000	0.000	Merged-chr11-88864546-48
NR28179--MA0039.3.KLF4	chr17	74869697	74869707	-	0.000	0.000	Merged-chr17-74869887-51
NR33921--MA0742.1.Klf12	chr2	60375316	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR44625--MA0741.1.KLF16	chr4	140833016	140833026	-	0.000	0.000	Merged-chr4-140833040-18
NR2767--MA0740.1.KLF14	chr1	157020051	157020064	+	0.000	0.000	Merged-chr1-157020072-9
NR42973--MA0493.1.Klf1	chr4	108371566	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR29725--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR19367--MA0657.1.KLF13	chr14	61778878	61778895	-	0.000	0.000	Merged-chr14-61778850-45
NR58967--MA0741.1.KLF16	chr8	34398003	34398013	+	0.000	0.000	Merged-chr8-34397971-66
NR5924--MA1107.1.KLF9	chr10	78115182	78115194	-	0.000	0.000	Merged-chr10-78115092-14
NR60989--MA0599.1.KLF5	chr8	119569906	119569915	-	0.000	0.000	Merged-chr8-119570093-35
NR48191--MA1107.1.KLF9	chr5	115711896	115711908	-	0.000	0.000	Merged-chr5-115712054-77
NR14721--MA1107.1.KLF9	chr12	109445243	109445255	+	0.000	0.000	Merged-chr12-109445419-17
NR49918--MA0599.1.KLF5	chr5	144295025	144295034	-	0.000	0.000	Merged-chr5-144295152-24
NR36501--MA0493.1.Klf1	chr2	158160215	158160225	+	0.000	0.000	Merged-chr2-158160127-37
NR17328--MA0741.1.KLF16	chr13	99781081	99781091	-	0.000	0.000	Merged-chr13-99781144-21
NR15458--MA0493.1.Klf1	chr13	13582202	13582212	-	0.000	0.000	Merged-chr13-13582107-29
NR64869--MA0493.1.Klf1	chr9	114613222	114613232	-	0.000	0.000	Merged-chr9-114613191-38
NR42664--MA0657.1.KLF13	chr4	89169046	89169063	-	0.000	0.000	Merged-chr4-89169046-30
NR19813--MA0493.1.Klf1	chr14	78559254	78559264	-	0.000	0.000	Merged-chr14-78559223-28
NR40924--MA0599.1.KLF5	chr3	146765066	146765075	+	0.000	0.000	Merged-chr3-146765113-32
NR25622--MA1107.1.KLF9	chr17	5748064	5748076	-	0.000	0.000	Merged-chr17-5748141-46
NR54184--MA0039.3.KLF4	chr7	4948748	4948758	-	0.000	0.000	Merged-chr7-4948568-26
NR4624--MA1107.1.KLF9	chr10	13446833	13446845	-	0.000	0.000	Merged-chr10-13446841-15
NR4177--MA0493.1.Klf1	chr1	191152615	191152625	-	0.000	0.000	Merged-chr1-191152485-1
NR19817--MA1107.1.KLF9	chr14	78559256	78559268	-	0.000	0.000	Merged-chr14-78559223-28
NR36502--MA0740.1.KLF14	chr2	158179199	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR55946--MA1107.1.KLF9	chr7	68205947	68205959	-	0.000	0.000	Merged-chr7-68206033-25
NR31791--MA0599.1.KLF5	chr19	43520845	43520854	-	0.000	0.000	Merged-chr19-43520668-20
NR19812--MA0039.3.KLF4	chr14	78559270	78559280	-	0.000	0.000	Merged-chr14-78559223-28
NR39006--MA0599.1.KLF5	chr3	93598257	93598266	+	0.000	0.000	Merged-chr3-93598203-11
NR65403--MA0742.1.Klf12	chr9	120943891	120943905	-	0.000	0.000	Merged-chr9-120943869-18
NR33885--MA0741.1.KLF16	chr2	59534544	59534554	+	0.000	0.000	Merged-chr2-59534510-22
NR61654--MA0599.1.KLF5	chr8	128418609	128418618	+	0.000	0.000	Merged-chr8-128418642-30
NR18330--MA0599.1.KLF5	chr14	13933727	13933736	-	0.000	0.000	Merged-chr14-13933837-73
NR5415--MA0742.1.Klf12	chr10	61233349	61233363	+	0.000	0.000	Merged-chr10-61233317-40
NR54186--MA0741.1.KLF16	chr7	4948749	4948759	-	0.000	0.000	Merged-chr7-4948568-26
NR31205--MA0599.1.KLF5	chr19	14805297	14805306	-	0.000	0.000	Merged-chr19-14805435-8
NR50296--MA0493.1.Klf1	chr5	149647678	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR5844--MA1107.1.KLF9	chr10	77367009	77367021	+	0.000	0.000	Merged-chr10-77367193-51
NR1812--MA0493.1.Klf1	chr1	127322311	127322321	+	0.000	0.000	Merged-chr1-127322582-29
NR55982--MA1107.1.KLF9	chr7	73531207	73531219	-	0.000	0.000	Merged-chr7-73531012-64
NR4629--MA1107.1.KLF9	chr10	13446843	13446855	-	0.000	0.000	Merged-chr10-13446841-15
NR1816--MA1107.1.KLF9	chr1	127322311	127322323	+	0.000	0.000	Merged-chr1-127322582-29
NR54684--MA0742.1.Klf12	chr7	24482000	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR56033--MA0039.3.KLF4	chr7	78684878	78684888	+	0.000	0.000	Merged-chr7-78685016-20
NR5091--MA0742.1.Klf12	chr10	42887287	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR5714--MA0039.3.KLF4	chr10	71399681	71399691	+	0.000	0.000	Merged-chr10-71399794-69
NR31536--MA0493.1.Klf1	chr19	34120148	34120158	-	0.000	0.000	Merged-chr19-34120116-46
NR54628--MA0039.3.KLF4	chr7	19819224	19819234	-	0.000	0.000	Merged-chr7-19819165-4
NR54638--MA0493.1.Klf1	chr7	19837009	19837019	-	0.000	0.000	Merged-chr7-19837080-20
NR39942--MA0599.1.KLF5	chr3	121426492	121426501	-	0.000	0.000	Merged-chr3-121426726-98
NR62640--MA1107.1.KLF9	chr9	50512116	50512128	-	0.000	0.000	Merged-chr9-50512107-7
NR25608--MA0741.1.KLF16	chr17	5138643	5138653	-	0.000	0.000	Merged-chr17-5138884-51
NR12005--MA1107.1.KLF9	chr11	113612167	113612179	+	0.000	0.000	Merged-chr11-113612276-39
NR53164--MA0740.1.KLF14	chr6	134220565	134220578	+	0.000	0.000	Merged-chr6-134220428-49
NR1852--MA1107.1.KLF9	chr1	127796453	127796465	-	0.000	0.000	Merged-chr1-127796546-56
NR28552--MA0741.1.KLF16	chr17	84944347	84944357	-	0.000	0.000	Merged-chr17-84944510-25
NR5095--MA0741.1.KLF16	chr10	42887290	42887300	-	0.000	0.000	Merged-chr10-42887187-18
NR20756--MA0741.1.KLF16	chr15	10715925	10715935	-	0.000	0.000	Merged-chr15-10716063-12
NR30280--MA1107.1.KLF9	chr18	75322574	75322586	-	0.000	0.000	Merged-chr18-75322404-42
NR28166--MA0740.1.KLF14	chr17	74865011	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR11278--MA1107.1.KLF9	chr11	99132677	99132689	-	0.000	0.000	Merged-chr11-99132520-18
NR14714--MA0740.1.KLF14	chr12	109438213	109438226	+	0.000	0.000	Merged-chr12-109438029-53
NR27852--MA1107.1.KLF9	chr17	64628988	64629000	-	0.000	0.000	Merged-chr17-64628994-21
NR62645--MA1107.1.KLF9	chr9	50512126	50512138	-	0.000	0.000	Merged-chr9-50512107-7
NR29436--MA0039.3.KLF4	chr18	46181842	46181852	+	0.000	0.000	Merged-chr18-46182052-26
NR42473--MA0493.1.Klf1	chr4	62731465	62731475	+	0.000	0.000	Merged-chr4-62731520-17
NR23017--MA0741.1.KLF16	chr15	99065413	99065423	-	0.000	0.000	Merged-chr15-99065640-20
NR33733--MA0039.3.KLF4	chr2	48379886	48379896	+	0.000	0.000	Merged-chr2-48379752-8
NR14525--MA0039.3.KLF4	chr12	106016399	106016409	-	0.000	0.000	Merged-chr12-106016418-37
NR53821--MA1107.1.KLF9	chr6	144890400	144890412	+	0.000	0.000	Merged-chr6-144890317-11
NR40654--MA0740.1.KLF14	chr3	138757519	138757532	+	0.000	0.000	Merged-chr3-138757496-38
NR62780--MA0493.1.Klf1	chr9	55283730	55283740	+	0.000	0.000	Merged-chr9-55283833-16
NR19867--MA0039.3.KLF4	chr14	79591335	79591345	-	0.000	0.000	Merged-chr14-79591332-25
NR53172--MA1107.1.KLF9	chr6	134282236	134282248	+	0.000	0.000	Merged-chr6-134282243-30
NR34063--MA0493.1.Klf1	chr2	69125447	69125457	-	0.000	0.000	Merged-chr2-69125568-4
NR14725--MA0741.1.KLF16	chr12	109446513	109446523	-	0.000	0.000	Merged-chr12-109446341-43
NR62793--MA0741.1.KLF16	chr9	55410605	55410615	-	0.000	0.000	Merged-chr9-55410514-19
NR65276--MA0599.1.KLF5	chr9	119453529	119453538	-	0.000	0.000	Merged-chr9-119453486-15
NR7613--MA1107.1.KLF9	chr10	118766025	118766037	-	0.000	0.000	Merged-chr10-118766153-45
NR33881--MA0039.3.KLF4	chr2	59513711	59513721	-	0.000	0.000	Merged-chr2-59513816-12
NR13347--MA0493.1.Klf1	chr12	55357494	55357504	-	0.000	0.000	Merged-chr12-55357452-12
NR28177--MA1107.1.KLF9	chr17	74865012	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR14030--MA0599.1.KLF5	chr12	91065549	91065558	-	0.000	0.000	Merged-chr12-91065547-31
NR59913--MA1107.1.KLF9	chr8	77268576	77268588	+	0.000	0.000	Merged-chr8-77268341-22
NR35063--MA1107.1.KLF9	chr2	117399618	117399630	+	0.000	0.000	Merged-chr2-117399695-40
NR2771--MA0741.1.KLF16	chr1	157020052	157020062	+	0.000	0.000	Merged-chr1-157020072-9
NR41983--MA1107.1.KLF9	chr4	43171520	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR65280--MA0493.1.Klf1	chr9	119453534	119453544	-	0.000	0.000	Merged-chr9-119453486-15
NR47240--MA0741.1.KLF16	chr5	92967513	92967523	+	0.000	0.000	Merged-chr5-92967427-8
NR55683--MA0039.3.KLF4	chr7	55890162	55890172	+	0.000	0.000	Merged-chr7-55890160-26
NR55942--MA0741.1.KLF16	chr7	68205944	68205954	-	0.000	0.000	Merged-chr7-68206033-25
NR5362--MA1107.1.KLF9	chr10	60225387	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR3836--MA1107.1.KLF9	chr1	183180651	183180663	-	0.000	0.000	Merged-chr1-183180587-56
NR48359--MA1107.1.KLF9	chr5	118817869	118817881	-	0.000	0.000	Merged-chr5-118817732-16
NR59909--MA1107.1.KLF9	chr8	77268568	77268580	+	0.000	0.000	Merged-chr8-77268341-22
NR5359--MA0742.1.Klf12	chr10	60225385	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR55940--MA0599.1.KLF5	chr7	68205945	68205954	-	0.000	0.000	Merged-chr7-68206033-25
NR56796--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR46758--MA0599.1.KLF5	chr5	65904742	65904751	-	0.000	0.000	Merged-chr5-65904671-7
NR47362--MA0741.1.KLF16	chr5	99495559	99495569	+	0.000	0.000	Merged-chr5-99495568-41
NR20055--MA0741.1.KLF16	chr14	101504727	101504737	+	0.000	0.000	Merged-chr14-101504867-40
NR54683--MA0740.1.KLF14	chr7	24482001	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR42285--MA0039.3.KLF4	chr4	55343395	55343405	+	0.000	0.000	Merged-chr4-55343422-62
NR58978--MA0741.1.KLF16	chr8	34652036	34652046	-	0.000	0.000	Merged-chr8-34651925-47
NR42975--MA1107.1.KLF9	chr4	108371564	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR36504--MA0599.1.KLF5	chr2	158179202	158179211	-	0.000	0.000	Merged-chr2-158179183-18
NR32125--MA0039.3.KLF4	chr19	53760524	53760534	-	0.000	0.000	Merged-chr19-53760542-10
NR48357--MA0741.1.KLF16	chr5	118817872	118817882	-	0.000	0.000	Merged-chr5-118817732-16
NR56000--MA0493.1.Klf1	chr7	74296314	74296324	+	0.000	0.000	Merged-chr7-74296401-18
NR53874--MA0741.1.KLF16	chr6	145256893	145256903	+	0.000	0.000	Merged-chr6-145256997-16
NR19734--MA0741.1.KLF16	chr14	75820041	75820051	-	0.000	0.000	Merged-chr14-75819905-19
NR53871--MA0039.3.KLF4	chr6	145256874	145256884	+	0.000	0.000	Merged-chr6-145256997-16
NR54627--MA0599.1.KLF5	chr7	19819226	19819235	-	0.000	0.000	Merged-chr7-19819165-4
NR54626--MA0742.1.Klf12	chr7	19819222	19819236	-	0.000	0.000	Merged-chr7-19819165-4
NR52675--MA0742.1.Klf12	chr6	121110176	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR58879--MA0599.1.KLF5	chr8	27201030	27201039	+	0.000	0.000	Merged-chr8-27201067-26
NR57681--MA0493.1.Klf1	chr7	130369602	130369612	-	0.000	0.000	Merged-chr7-130369779-7
NR15593--MA0741.1.KLF16	chr13	24468069	24468079	-	0.000	0.000	Merged-chr13-24467982-34
NR5918--MA1107.1.KLF9	chr10	78115170	78115182	-	0.000	0.000	Merged-chr10-78115092-14
NR28554--MA1107.1.KLF9	chr17	84944340	84944352	-	0.000	0.000	Merged-chr17-84944510-25
NR12876--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR29958--MA0493.1.Klf1	chr18	67212684	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR60280--MA0657.1.KLF13	chr8	91507626	91507643	-	0.000	0.000	Merged-chr8-91507766-35
NR39284--MA0741.1.KLF16	chr3	100582914	100582924	-	0.000	0.000	Merged-chr3-100582913-18
NR14720--MA0493.1.Klf1	chr12	109445243	109445253	+	0.000	0.000	Merged-chr12-109445419-17
NR36312--MA0599.1.KLF5	chr2	154209481	154209490	-	0.000	0.000	Merged-chr2-154209373-6
NR45849--MA0741.1.KLF16	chr5	23413835	23413845	+	0.000	0.000	Merged-chr5-23413835-21
NR439--MA0741.1.KLF16	chr1	39196990	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR39839--MA0741.1.KLF16	chr3	116893051	116893061	+	0.000	0.000	Merged-chr3-116893122-28
NR18739--MA1107.1.KLF9	chr14	32716953	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR19660--MA0741.1.KLF16	chr14	74870285	74870295	-	0.000	0.000	Merged-chr14-74870346-15
NR37406--MA0742.1.Klf12	chr2	173449001	173449015	+	0.000	0.000	Merged-chr2-173448878-59
NR11271--MA1107.1.KLF9	chr11	99132663	99132675	-	0.000	0.000	Merged-chr11-99132520-18
NR25248--MA0742.1.Klf12	chr16	93552856	93552870	+	0.000	0.000	Merged-chr16-93552984-42
NR14524--MA0599.1.KLF5	chr12	106016401	106016410	-	0.000	0.000	Merged-chr12-106016418-37
