#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR2071--MA0511.2.RUNX2	chr11	109149663	109149671	-	0.000	0.000	Merged-chr11-109149686-17
NR1803--MA0002.2.RUNX1	chr11	67564417	67564427	-	0.000	0.000	Merged-chr11-67564427-31
NR8948--MA0002.2.RUNX1	chr6	122293950	122293960	+	0.000	0.000	Merged-chr6-122294065-56
NR7922--MA0511.2.RUNX2	chr5	35166062	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR2246--MA0511.2.RUNX2	chr12	30557659	30557667	+	0.000	0.000	Merged-chr12-30557589-12
NR4284--MA0002.2.RUNX1	chr16	30177882	30177892	+	0.000	0.000	Merged-chr16-30177867-21
NR1402--MA0002.2.RUNX1	chr10	117975594	117975604	-	0.000	0.000	Merged-chr10-117975710-27
NR9450--MA0002.2.RUNX1	chr7	79262666	79262676	-	0.000	0.000	Merged-chr7-79262630-29
NR2513--MA0684.1.RUNX3	chr12	99633810	99633819	-	0.000	0.000	Merged-chr12-99633921-16
NR10925--MA0002.2.RUNX1	chr9	114446427	114446437	+	0.000	0.000	Merged-chr9-114446417-16
NR10511--MA0002.2.RUNX1	chr9	53773791	53773801	+	0.000	0.000	Merged-chr9-53773717-9
NR7802--MA0002.2.RUNX1	chr5	3461071	3461081	-	0.000	0.000	Merged-chr5-3460999-61
NR6357--MA0002.2.RUNX1	chr2	152906976	152906986	+	0.000	0.000	Merged-chr2-152906761-58
NR2003--MA0684.1.RUNX3	chr11	98948109	98948118	+	0.000	0.000	Merged-chr11-98948156-24
NR8166--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR4206--MA0684.1.RUNX3	chr16	13845245	13845254	+	0.000	0.000	Merged-chr16-13845150-21
NR6409--MA0684.1.RUNX3	chr2	163084464	163084473	-	0.000	0.000	Merged-chr2-163084384-15
NR11063--MA0511.2.RUNX2	chrX	38248845	38248853	+	0.000	0.000	Merged-chrX-38248854-9
NR4808--MA0511.2.RUNX2	chr17	35246464	35246472	-	0.000	0.000	Merged-chr17-35246340-22
NR1981--MA0002.2.RUNX1	chr11	97123818	97123828	-	0.000	0.000	Merged-chr11-97123645-15
NR7544--MA0002.2.RUNX1	chr4	118326712	118326722	-	0.000	0.000	Merged-chr4-118326685-10
NR4567--MA0684.1.RUNX3	chr16	91789929	91789938	+	0.000	0.000	Merged-chr16-91789935-50
NR1904--MA0002.2.RUNX1	chr11	83746275	83746285	-	0.000	0.000	Merged-chr11-83746367-9
NR9747--MA0002.2.RUNX1	chr7	128119983	128119993	-	0.000	0.000	Merged-chr7-128119873-66
NR4676--MA0684.1.RUNX3	chr17	12163001	12163010	-	0.000	0.000	Merged-chr17-12163028-32
NR5354--MA0002.2.RUNX1	chr18	79300919	79300929	+	0.000	0.000	Merged-chr18-79300838-16
NR11204--MA0511.2.RUNX2	chrX	164318759	164318767	+	0.000	0.000	Merged-chrX-164318746-35
NR5942--MA0511.2.RUNX2	chr2	60774692	60774700	+	0.000	0.000	Merged-chr2-60774747-55
NR10612--MA0002.2.RUNX1	chr9	69065960	69065970	+	0.000	0.000	Merged-chr9-69066025-13
NR2099--MA0002.2.RUNX1	chr11	110897242	110897252	-	0.000	0.000	Merged-chr11-110897111-25
NR1450--MA0002.2.RUNX1	chr10	121382802	121382812	+	0.000	0.000	Merged-chr10-121382753-17
NR196--MA0511.2.RUNX2	chr1	60875323	60875331	-	0.000	0.000	Merged-chr1-60875356-55
NR467--MA0511.2.RUNX2	chr1	131446758	131446766	-	0.000	0.000	Merged-chr1-131446788-25
NR9564--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR5585--MA0002.2.RUNX1	chr19	37333656	37333666	-	0.000	0.000	Merged-chr19-37333490-26
NR2435--MA0511.2.RUNX2	chr12	86310026	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR8869--MA0511.2.RUNX2	chr6	114680717	114680725	-	0.000	0.000	Merged-chr6-114680975-48
NR2021--MA0511.2.RUNX2	chr11	100804662	100804670	+	0.000	0.000	Merged-chr11-100804708-41
NR5694--MA0002.2.RUNX1	chr19	57388352	57388362	+	0.000	0.000	Merged-chr19-57388487-14
NR10211--MA0002.2.RUNX1	chr8	114879897	114879907	+	0.000	0.000	Merged-chr8-114879936-19
NR7502--MA0002.2.RUNX1	chr4	106598649	106598659	+	0.000	0.000	Merged-chr4-106598618-21
NR3000--MA0002.2.RUNX1	chr13	73955547	73955557	+	0.000	0.000	Merged-chr13-73955669-7
NR5598--MA0002.2.RUNX1	chr19	40300140	40300150	-	0.000	0.000	Merged-chr19-40300210-18
NR9891--MA0002.2.RUNX1	chr8	11464118	11464128	-	0.000	0.000	Merged-chr8-11464225-54
NR8117--MA0002.2.RUNX1	chr5	96197706	96197716	+	0.000	0.000	Merged-chr5-96197724-24
NR2921--MA0002.2.RUNX1	chr13	49241419	49241429	-	0.000	0.000	Merged-chr13-49241430-9
NR1161--MA0511.2.RUNX2	chr10	77478381	77478389	-	0.000	0.000	Merged-chr10-77478359-10
NR11206--MA0002.2.RUNX1	chrX	164318759	164318769	-	0.000	0.000	Merged-chrX-164318746-35
NR11064--MA0684.1.RUNX3	chrX	38248845	38248854	+	0.000	0.000	Merged-chrX-38248854-9
NR11209--MA0511.2.RUNX2	chrX	167037992	167038000	-	0.000	0.000	Merged-chrX-167038027-22
NR10604--MA0002.2.RUNX1	chr9	66504135	66504145	+	0.000	0.000	Merged-chr9-66504076-31
NR1793--MA0511.2.RUNX2	chr11	64116920	64116928	-	0.000	0.000	Merged-chr11-64116814-48
NR3916--MA0002.2.RUNX1	chr15	59795823	59795833	+	0.000	0.000	Merged-chr15-59795826-47
NR6387--MA0511.2.RUNX2	chr2	158105845	158105853	-	0.000	0.000	Merged-chr2-158105775-9
NR9813--MA0684.1.RUNX3	chr7	137476759	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR8639--MA0684.1.RUNX3	chr6	54807563	54807572	+	0.000	0.000	Merged-chr6-54807598-18
NR1203--MA0002.2.RUNX1	chr10	81525311	81525321	+	0.000	0.000	Merged-chr10-81525209-7
NR1869--MA0002.2.RUNX1	chr11	78780187	78780197	-	0.000	0.000	Merged-chr11-78780322-31
NR3611--MA0002.2.RUNX1	chr14	70798860	70798870	-	0.000	0.000	Merged-chr14-70798760-56
NR8348--MA0002.2.RUNX1	chr5	137857118	137857128	-	0.000	0.000	Merged-chr5-137857044-20
NR8920--MA0002.2.RUNX1	chr6	119408839	119408849	+	0.000	0.000	Merged-chr6-119408748-28
NR1312--MA0002.2.RUNX1	chr10	96274204	96274214	+	0.000	0.000	Merged-chr10-96274144-52
NR329--MA0511.2.RUNX2	chr1	91049441	91049449	+	0.000	0.000	Merged-chr1-91049511-13
NR1663--MA0511.2.RUNX2	chr11	43705357	43705365	+	0.000	0.000	Merged-chr11-43705351-17
NR10041--MA0002.2.RUNX1	chr8	68212389	68212399	-	0.000	0.000	Merged-chr8-68212337-24
NR9634--MA0511.2.RUNX2	chr7	114356569	114356577	-	0.000	0.000	Merged-chr7-114356592-29
NR3496--MA0002.2.RUNX1	chr14	55882488	55882498	+	0.000	0.000	Merged-chr14-55882429-48
NR3767--MA0002.2.RUNX1	chr14	121934750	121934760	+	0.000	0.000	Merged-chr14-121934636-24
NR9535--MA0002.2.RUNX1	chr7	98809908	98809918	+	0.000	0.000	Merged-chr7-98809754-32
NR5699--MA0002.2.RUNX1	chr19	58358241	58358251	+	0.000	0.000	Merged-chr19-58358384-21
NR197--MA0684.1.RUNX3	chr1	60875322	60875331	-	0.000	0.000	Merged-chr1-60875356-55
NR911--MA0002.2.RUNX1	chr10	8197817	8197827	+	0.000	0.000	Merged-chr10-8197795-23
NR8218--MA0002.2.RUNX1	chr5	113621156	113621166	-	0.000	0.000	Merged-chr5-113621220-18
NR8199--MA0002.2.RUNX1	chr5	110735799	110735809	-	0.000	0.000	Merged-chr5-110735767-7
NR3257--MA0002.2.RUNX1	chr13	111269819	111269829	-	0.000	0.000	Merged-chr13-111269948-21
NR10054--MA0002.2.RUNX1	chr8	71286320	71286330	+	0.000	0.000	Merged-chr8-71286337-41
NR3591--MA0684.1.RUNX3	chr14	67887047	67887056	+	0.000	0.000	Merged-chr14-67887091-21
NR10577--MA0002.2.RUNX1	chr9	62080598	62080608	-	0.000	0.000	Merged-chr9-62080517-9
NR9277--MA0002.2.RUNX1	chr7	24450707	24450717	-	0.000	0.000	Merged-chr7-24450719-31
NR10292--MA0684.1.RUNX3	chr8	123032959	123032968	+	0.000	0.000	Merged-chr8-123033029-47
NR1738--MA0684.1.RUNX3	chr11	54240074	54240083	+	0.000	0.000	Merged-chr11-54240142-13
NR6759--MA0511.2.RUNX2	chr3	86837547	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR2621--MA0002.2.RUNX1	chr12	111913053	111913063	-	0.000	0.000	Merged-chr12-111913088-13
NR7358--MA0002.2.RUNX1	chr4	63636367	63636377	+	0.000	0.000	Merged-chr4-63636346-15
NR8198--MA0684.1.RUNX3	chr5	110735786	110735795	+	0.000	0.000	Merged-chr5-110735767-7
NR10033--MA0002.2.RUNX1	chr8	66497233	66497243	-	0.000	0.000	Merged-chr8-66497339-52
NR10304--MA0002.2.RUNX1	chr8	124085843	124085853	+	0.000	0.000	Merged-chr8-124085760-17
NR9004--MA0002.2.RUNX1	chr6	127617437	127617447	-	0.000	0.000	Merged-chr6-127617353-34
NR1665--MA0002.2.RUNX1	chr11	43705357	43705367	-	0.000	0.000	Merged-chr11-43705351-17
NR7562--MA0684.1.RUNX3	chr4	122923026	122923035	-	0.000	0.000	Merged-chr4-122923030-28
NR1317--MA0002.2.RUNX1	chr10	98776540	98776550	-	0.000	0.000	Merged-chr10-98776574-38
NR9094--MA0002.2.RUNX1	chr6	137316447	137316457	+	0.000	0.000	Merged-chr6-137316445-24
NR7685--MA0002.2.RUNX1	chr4	139367695	139367705	+	0.000	0.000	Merged-chr4-139367606-11
NR5405--MA0002.2.RUNX1	chr18	83943599	83943609	+	0.000	0.000	Merged-chr18-83943530-62
NR10794--MA0684.1.RUNX3	chr9	94441585	94441594	+	0.000	0.000	Merged-chr9-94441414-62
NR1298--MA0002.2.RUNX1	chr10	95998151	95998161	-	0.000	0.000	Merged-chr10-95998321-17
NR3662--MA0511.2.RUNX2	chr14	78688062	78688070	+	0.000	0.000	Merged-chr14-78687892-42
NR4803--MA0002.2.RUNX1	chr17	34681232	34681242	+	0.000	0.000	Merged-chr17-34681233-16
NR8177--MA0684.1.RUNX3	chr5	105840058	105840067	-	0.000	0.000	Merged-chr5-105840151-44
NR9060--MA0002.2.RUNX1	chr6	134068866	134068876	-	0.000	0.000	Merged-chr6-134068734-14
NR1949--MA0002.2.RUNX1	chr11	90675672	90675682	-	0.000	0.000	Merged-chr11-90675808-18
NR1363--MA0511.2.RUNX2	chr10	116487538	116487546	+	0.000	0.000	Merged-chr10-116487356-53
NR3692--MA0684.1.RUNX3	chr14	101879179	101879188	+	0.000	0.000	Merged-chr14-101879110-69
NR8872--MA0002.2.RUNX1	chr6	114680768	114680778	+	0.000	0.000	Merged-chr6-114680975-48
NR7383--MA0511.2.RUNX2	chr4	83234308	83234316	+	0.000	0.000	Merged-chr4-83234214-31
NR8094--MA0511.2.RUNX2	chr5	92327538	92327546	+	0.000	0.000	Merged-chr5-92327493-24
NR9487--MA0002.2.RUNX1	chr7	84196336	84196346	-	0.000	0.000	Merged-chr7-84196453-50
NR7207--MA0002.2.RUNX1	chr4	10940894	10940904	+	0.000	0.000	Merged-chr4-10940994-39
NR10521--MA0684.1.RUNX3	chr9	55285419	55285428	-	0.000	0.000	Merged-chr9-55285466-14
NR3261--MA0511.2.RUNX2	chr13	111569229	111569237	+	0.000	0.000	Merged-chr13-111569188-35
NR720--MA0002.2.RUNX1	chr1	173437338	173437348	-	0.000	0.000	Merged-chr1-173437499-84
NR8742--MA0002.2.RUNX1	chr6	86850879	86850889	+	0.000	0.000	Merged-chr6-86850884-40
NR5987--MA0511.2.RUNX2	chr2	69415321	69415329	+	0.000	0.000	Merged-chr2-69415236-25
NR10405--MA0002.2.RUNX1	chr9	15526089	15526099	-	0.000	0.000	Merged-chr9-15526156-7
NR8950--MA0511.2.RUNX2	chr6	122302848	122302856	+	0.000	0.000	Merged-chr6-122302793-16
NR8851--MA0002.2.RUNX1	chr6	108630932	108630942	+	0.000	0.000	Merged-chr6-108631007-44
NR4177--MA0684.1.RUNX3	chr16	4503549	4503558	+	0.000	0.000	Merged-chr16-4503652-20
NR4620--MA0002.2.RUNX1	chr16	96273469	96273479	-	0.000	0.000	Merged-chr16-96273446-72
NR11119--MA0511.2.RUNX2	chrX	77640461	77640469	-	0.000	0.000	Merged-chrX-77640531-25
NR3846--MA0684.1.RUNX3	chr15	34389221	34389230	-	0.000	0.000	Merged-chr15-34389092-27
NR5649--MA0002.2.RUNX1	chr19	53407588	53407598	-	0.000	0.000	Merged-chr19-53407600-23
NR7885--MA0511.2.RUNX2	chr5	23637511	23637519	+	0.000	0.000	Merged-chr5-23637519-38
NR1752--MA0684.1.RUNX3	chr11	55031376	55031385	+	0.000	0.000	Merged-chr11-55031517-56
NR6390--MA0002.2.RUNX1	chr2	158133353	158133363	+	0.000	0.000	Merged-chr2-158133215-37
NR4209--MA0684.1.RUNX3	chr16	14088427	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR10418--MA0002.2.RUNX1	chr9	22641247	22641257	+	0.000	0.000	Merged-chr9-22641148-30
NR7994--MA0511.2.RUNX2	chr5	64651525	64651533	+	0.000	0.000	Merged-chr5-64651532-36
NR1212--MA0511.2.RUNX2	chr10	84897547	84897555	+	0.000	0.000	Merged-chr10-84897526-62
NR2953--MA0002.2.RUNX1	chr13	55641101	55641111	-	0.000	0.000	Merged-chr13-55640933-22
NR9356--MA0684.1.RUNX3	chr7	48795272	48795281	-	0.000	0.000	Merged-chr7-48795353-37
NR3001--MA0511.2.RUNX2	chr13	73955717	73955725	-	0.000	0.000	Merged-chr13-73955669-7
NR1888--MA0002.2.RUNX1	chr11	80785971	80785981	-	0.000	0.000	Merged-chr11-80785938-31
NR1573--MA0511.2.RUNX2	chr11	16988016	16988024	+	0.000	0.000	Merged-chr11-16987963-24
NR7385--MA0002.2.RUNX1	chr4	83234308	83234318	-	0.000	0.000	Merged-chr4-83234214-31
NR2714--MA0002.2.RUNX1	chr12	118439165	118439175	-	0.000	0.000	Merged-chr12-118439012-3
NR7407--MA0511.2.RUNX2	chr4	88088937	88088945	-	0.000	0.000	Merged-chr4-88088936-18
NR10222--MA0002.2.RUNX1	chr8	115462236	115462246	-	0.000	0.000	Merged-chr8-115462396-21
NR3776--MA0511.2.RUNX2	chr14	123163086	123163094	+	0.000	0.000	Merged-chr14-123163033-38
NR8986--MA0002.2.RUNX1	chr6	125067777	125067787	+	0.000	0.000	Merged-chr6-125067765-41
NR7516--MA0511.2.RUNX2	chr4	108371652	108371660	+	0.000	0.000	Merged-chr4-108371608-19
NR6991--MA0511.2.RUNX2	chr3	133506492	133506500	+	0.000	0.000	Merged-chr3-133506515-24
NR821--MA0002.2.RUNX1	chr1	184534678	184534688	-	0.000	0.000	Merged-chr1-184534660-49
NR3123--MA0511.2.RUNX2	chr13	95913144	95913152	-	0.000	0.000	Merged-chr13-95913173-23
NR331--MA0684.1.RUNX3	chr1	91049441	91049450	+	0.000	0.000	Merged-chr1-91049511-13
NR10364--MA0684.1.RUNX3	chr8	128622960	128622969	-	0.000	0.000	Merged-chr8-128622909-9
NR7192--MA0511.2.RUNX2	chr4	6924977	6924985	+	0.000	0.000	Merged-chr4-6924913-49
NR3276--MA0002.2.RUNX1	chr13	112341946	112341956	+	0.000	0.000	Merged-chr13-112342046-22
NR10615--MA0002.2.RUNX1	chr9	69092610	69092620	+	0.000	0.000	Merged-chr9-69092509-18
NR9000--MA0511.2.RUNX2	chr6	127302987	127302995	+	0.000	0.000	Merged-chr6-127302896-25
NR8713--MA0002.2.RUNX1	chr6	82744675	82744685	-	0.000	0.000	Merged-chr6-82744737-54
NR6762--MA0002.2.RUNX1	chr3	87387617	87387627	+	0.000	0.000	Merged-chr3-87387698-10
NR1105--MA0002.2.RUNX1	chr10	67663206	67663216	-	0.000	0.000	Merged-chr10-67663351-25
NR4211--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR4877--MA0002.2.RUNX1	chr17	51789246	51789256	+	0.000	0.000	Merged-chr17-51789354-14
NR943--MA0002.2.RUNX1	chr10	19104783	19104793	-	0.000	0.000	Merged-chr10-19104955-55
NR7668--MA0684.1.RUNX3	chr4	138257515	138257524	+	0.000	0.000	Merged-chr4-138257384-22
NR3659--MA0511.2.RUNX2	chr14	77861400	77861408	+	0.000	0.000	Merged-chr14-77861310-50
NR10291--MA0002.2.RUNX1	chr8	123032959	123032969	-	0.000	0.000	Merged-chr8-123033029-47
NR781--MA0002.2.RUNX1	chr1	180810552	180810562	+	0.000	0.000	Merged-chr1-180810648-13
NR10866--MA0684.1.RUNX3	chr9	105499567	105499576	-	0.000	0.000	Merged-chr9-105499679-15
NR7713--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR8219--MA0511.2.RUNX2	chr5	113621184	113621192	-	0.000	0.000	Merged-chr5-113621220-18
NR1326--MA0511.2.RUNX2	chr10	99561534	99561542	+	0.000	0.000	Merged-chr10-99561487-50
NR1104--MA0684.1.RUNX3	chr10	67662499	67662508	+	0.000	0.000	Merged-chr10-67662488-5
NR8564--MA0002.2.RUNX1	chr6	41141082	41141092	+	0.000	0.000	Merged-chr6-41141136-19
NR2801--MA0684.1.RUNX3	chr13	19219834	19219843	+	0.000	0.000	Merged-chr13-19219739-41
NR3529--MA0511.2.RUNX2	chr14	61518777	61518785	+	0.000	0.000	Merged-chr14-61518892-20
NR7075--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR6741--MA0002.2.RUNX1	chr3	84126137	84126147	-	0.000	0.000	Merged-chr3-84126096-28
NR4856--MA0002.2.RUNX1	chr17	50071769	50071779	+	0.000	0.000	Merged-chr17-50071769-42
NR1164--MA0511.2.RUNX2	chr10	77962993	77963001	+	0.000	0.000	Merged-chr10-77962952-24
NR10578--MA0511.2.RUNX2	chr9	62080713	62080721	+	0.000	0.000	Merged-chr9-62080517-9
NR175--MA0002.2.RUNX1	chr1	59917567	59917577	+	0.000	0.000	Merged-chr1-59917651-27
NR7184--MA0511.2.RUNX2	chr3	157938676	157938684	-	0.000	0.000	Merged-chr3-157938783-43
NR10065--MA0002.2.RUNX1	chr8	77451671	77451681	-	0.000	0.000	Merged-chr8-77451858-90
NR8881--MA0511.2.RUNX2	chr6	115594629	115594637	+	0.000	0.000	Merged-chr6-115594731-47
NR7356--MA0002.2.RUNX1	chr4	63401123	63401133	+	0.000	0.000	Merged-chr4-63401068-56
NR6059--MA0684.1.RUNX3	chr2	79121032	79121041	-	0.000	0.000	Merged-chr2-79121079-51
NR7008--MA0002.2.RUNX1	chr3	135662284	135662294	+	0.000	0.000	Merged-chr3-135662466-47
NR7613--MA0684.1.RUNX3	chr4	132748881	132748890	+	0.000	0.000	Merged-chr4-132748989-25
NR9101--MA0511.2.RUNX2	chr6	137582263	137582271	-	0.000	0.000	Merged-chr6-137582391-38
NR10697--MA0002.2.RUNX1	chr9	79919425	79919435	-	0.000	0.000	Merged-chr9-79919473-56
NR5837--MA0684.1.RUNX3	chr2	30112734	30112743	-	0.000	0.000	Merged-chr2-30112786-18
NR1044--MA0002.2.RUNX1	chr10	53461315	53461325	-	0.000	0.000	Merged-chr10-53461441-37
NR76--MA0002.2.RUNX1	chr1	38694359	38694369	+	0.000	0.000	Merged-chr1-38694375-50
NR825--MA0684.1.RUNX3	chr1	184576648	184576657	+	0.000	0.000	Merged-chr1-184576440-44
NR1444--MA0684.1.RUNX3	chr10	121189373	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR8490--MA0002.2.RUNX1	chr6	13078913	13078923	+	0.000	0.000	Merged-chr6-13078885-13
NR10239--MA0684.1.RUNX3	chr8	116717266	116717275	+	0.000	0.000	Merged-chr8-116717291-13
NR10318--MA0511.2.RUNX2	chr8	125725665	125725673	-	0.000	0.000	Merged-chr8-125725496-61
NR7067--MA0511.2.RUNX2	chr3	142281331	142281339	+	0.000	0.000	Merged-chr3-142281213-32
NR9124--MA0002.2.RUNX1	chr6	140819581	140819591	-	0.000	0.000	Merged-chr6-140819599-25
NR4577--MA0002.2.RUNX1	chr16	92654066	92654076	+	0.000	0.000	Merged-chr16-92654045-22
NR8870--MA0002.2.RUNX1	chr6	114680715	114680725	+	0.000	0.000	Merged-chr6-114680975-48
NR643--MA0002.2.RUNX1	chr1	164053769	164053779	+	0.000	0.000	Merged-chr1-164053798-7
NR89--MA0002.2.RUNX1	chr1	40236408	40236418	-	0.000	0.000	Merged-chr1-40236250-26
NR772--MA0684.1.RUNX3	chr1	180410442	180410451	+	0.000	0.000	Merged-chr1-180410391-12
NR646--MA0511.2.RUNX2	chr1	164079560	164079568	-	0.000	0.000	Merged-chr1-164079439-12
NR9028--MA0002.2.RUNX1	chr6	130136694	130136704	-	0.000	0.000	Merged-chr6-130136655-31
NR10186--MA0684.1.RUNX3	chr8	110813252	110813261	+	0.000	0.000	Merged-chr8-110813191-16
NR1166--MA0002.2.RUNX1	chr10	77963002	77963012	-	0.000	0.000	Merged-chr10-77962952-24
NR4814--MA0002.2.RUNX1	chr17	35526816	35526826	+	0.000	0.000	Merged-chr17-35526917-14
NR881--MA0684.1.RUNX3	chr1	192778940	192778949	+	0.000	0.000	Merged-chr1-192778895-23
NR6623--MA0684.1.RUNX3	chr3	37606147	37606156	-	0.000	0.000	Merged-chr3-37605967-27
NR10708--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR3577--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR9868--MA0511.2.RUNX2	chr7	143644145	143644153	+	0.000	0.000	Merged-chr7-143644190-29
NR1327--MA0684.1.RUNX3	chr10	99561534	99561543	+	0.000	0.000	Merged-chr10-99561487-50
NR9454--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR11210--MA0002.2.RUNX1	chrX	167037990	167038000	+	0.000	0.000	Merged-chrX-167038027-22
NR751--MA0684.1.RUNX3	chr1	178218441	178218450	-	0.000	0.000	Merged-chr1-178218511-16
NR54--MA0684.1.RUNX3	chr1	36025100	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR10244--MA0511.2.RUNX2	chr8	117074472	117074480	-	0.000	0.000	Merged-chr8-117074609-38
NR8134--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR7294--MA0684.1.RUNX3	chr4	47300827	47300836	-	0.000	0.000	Merged-chr4-47300829-7
NR10082--MA0511.2.RUNX2	chr8	81704155	81704163	-	0.000	0.000	Merged-chr8-81703996-53
NR4678--MA0002.2.RUNX1	chr17	12165580	12165590	-	0.000	0.000	Merged-chr17-12165459-54
NR10210--MA0511.2.RUNX2	chr8	114879899	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR4949--MA0002.2.RUNX1	chr17	71192225	71192235	-	0.000	0.000	Merged-chr17-71192022-46
NR7069--MA0002.2.RUNX1	chr3	142281338	142281348	-	0.000	0.000	Merged-chr3-142281213-32
NR2998--MA0002.2.RUNX1	chr13	73491289	73491299	+	0.000	0.000	Merged-chr13-73491277-13
NR2603--MA0002.2.RUNX1	chr12	108601089	108601099	+	0.000	0.000	Merged-chr12-108601181-28
NR10178--MA0684.1.RUNX3	chr8	107360744	107360753	-	0.000	0.000	Merged-chr8-107360738-8
NR744--MA0002.2.RUNX1	chr1	177670800	177670810	-	0.000	0.000	Merged-chr1-177670807-27
NR3109--MA0002.2.RUNX1	chr13	95449935	95449945	-	0.000	0.000	Merged-chr13-95449730-51
NR5961--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR330--MA0002.2.RUNX1	chr1	91049441	91049451	-	0.000	0.000	Merged-chr1-91049511-13
NR5597--MA0511.2.RUNX2	chr19	40300140	40300148	+	0.000	0.000	Merged-chr19-40300210-18
NR9006--MA0684.1.RUNX3	chr6	127617443	127617452	+	0.000	0.000	Merged-chr6-127617353-34
NR442--MA0511.2.RUNX2	chr1	127619490	127619498	-	0.000	0.000	Merged-chr1-127619429-18
NR6685--MA0002.2.RUNX1	chr3	61409825	61409835	+	0.000	0.000	Merged-chr3-61409766-58
NR1028--MA0002.2.RUNX1	chr10	44565400	44565410	+	0.000	0.000	Merged-chr10-44565261-15
NR2602--MA0684.1.RUNX3	chr12	108601019	108601028	-	0.000	0.000	Merged-chr12-108601181-28
NR8222--MA0002.2.RUNX1	chr5	113672598	113672608	+	0.000	0.000	Merged-chr5-113672609-14
NR8997--MA0002.2.RUNX1	chr6	126995691	126995701	+	0.000	0.000	Merged-chr6-126995755-15
NR104--MA0002.2.RUNX1	chr1	40585667	40585677	+	0.000	0.000	Merged-chr1-40585603-1
NR6717--MA0002.2.RUNX1	chr3	75930325	75930335	+	0.000	0.000	Merged-chr3-75930291-55
NR4180--MA0511.2.RUNX2	chr16	4584024	4584032	+	0.000	0.000	Merged-chr16-4584045-35
NR504--MA0684.1.RUNX3	chr1	135268271	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR8854--MA0002.2.RUNX1	chr6	108717915	108717925	+	0.000	0.000	Merged-chr6-108717791-30
NR4081--MA0002.2.RUNX1	chr15	93913639	93913649	-	0.000	0.000	Merged-chr15-93913565-49
NR9089--MA0002.2.RUNX1	chr6	136743940	136743950	+	0.000	0.000	Merged-chr6-136743937-14
NR8235--MA0002.2.RUNX1	chr5	114246943	114246953	-	0.000	0.000	Merged-chr5-114246791-23
NR9489--MA0684.1.RUNX3	chr7	84386627	84386636	+	0.000	0.000	Merged-chr7-84386751-45
NR4404--MA0684.1.RUNX3	chr16	50632866	50632875	+	0.000	0.000	Merged-chr16-50633027-57
NR9869--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR673--MA0511.2.RUNX2	chr1	165845215	165845223	+	0.000	0.000	Merged-chr1-165845365-11
NR2956--MA0002.2.RUNX1	chr13	56476959	56476969	-	0.000	0.000	Merged-chr13-56477022-46
NR3068--MA0684.1.RUNX3	chr13	90981481	90981490	-	0.000	0.000	Merged-chr13-90981461-11
NR8453--MA0002.2.RUNX1	chr5	149641831	149641841	+	0.000	0.000	Merged-chr5-149641711-30
NR6839--MA0002.2.RUNX1	chr3	101588972	101588982	-	0.000	0.000	Merged-chr3-101588946-10
NR10245--MA0684.1.RUNX3	chr8	117074471	117074480	-	0.000	0.000	Merged-chr8-117074609-38
NR3256--MA0511.2.RUNX2	chr13	111269819	111269827	+	0.000	0.000	Merged-chr13-111269948-21
NR1149--MA0684.1.RUNX3	chr10	75697171	75697180	+	0.000	0.000	Merged-chr10-75697186-22
