#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed
NR70530--MA0741.1.KLF16	chr9	104269542	104269552	+	0.000	0.000	Merged-chr9-104269530-16
NR63446--MA0039.3.KLF4	chr7	137476771	137476781	+	0.000	0.000	Merged-chr7-137476773-22
NR58580--MA0599.1.KLF5	chr6	145249631	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR56172--MA0599.1.KLF5	chr6	87038460	87038469	-	0.000	0.000	Merged-chr6-87038264-54
NR30547--MA1107.1.KLF9	chr17	85908760	85908772	+	0.000	0.000	Merged-chr17-85908611-2
NR10326--MA0742.1.Klf12	chr11	57952966	57952980	-	0.000	0.000	Merged-chr11-57952769-40
NR5153--MA0039.3.KLF4	chr10	8415517	8415527	-	0.000	0.000	Merged-chr10-8415419-33
NR57262--MA0599.1.KLF5	chr6	120264385	120264394	-	0.000	0.000	Merged-chr6-120264409-18
NR40601--MA0599.1.KLF5	chr3	28244441	28244450	+	0.000	0.000	Merged-chr3-28244555-21
NR37958--MA0599.1.KLF5	chr2	121008396	121008405	-	0.000	0.000	Merged-chr2-121008420-56
NR26174--MA1107.1.KLF9	chr16	46022649	46022661	+	0.000	0.000	Merged-chr16-46022516-69
NR66909--MA0657.1.KLF13	chr8	117289158	117289175	-	0.000	0.000	Merged-chr8-117289266-15
NR55991--MA0741.1.KLF16	chr6	82744661	82744671	-	0.000	0.000	Merged-chr6-82744737-54
NR58416--MA0740.1.KLF14	chr6	142862375	142862388	-	0.000	0.000	Merged-chr6-142862347-56
NR37953--MA0740.1.KLF14	chr2	121008288	121008301	-	0.000	0.000	Merged-chr2-121008420-56
NR22089--MA0741.1.KLF16	chr14	121422825	121422835	+	0.000	0.000	Merged-chr14-121422910-45
NR16042--MA0599.1.KLF5	chr12	118424070	118424079	-	0.000	0.000	Merged-chr12-118424167-25
NR62048--MA1107.1.KLF9	chr7	110202890	110202902	+	0.000	0.000	Merged-chr7-110202943-8
NR12475--MA0599.1.KLF5	chr11	106193666	106193675	+	0.000	0.000	Merged-chr11-106193514-84
NR11712--MA0599.1.KLF5	chr11	94141669	94141678	+	0.000	0.000	Merged-chr11-94141772-16
NR17338--MA0599.1.KLF5	chr13	63189530	63189539	-	0.000	0.000	Merged-chr13-63189715-33
NR56149--MA1107.1.KLF9	chr6	86607666	86607678	-	0.000	0.000	Merged-chr6-86607706-49
NR12273--MA0740.1.KLF14	chr11	102284775	102284788	-	0.000	0.000	Merged-chr11-102284938-63
NR50869--MA0599.1.KLF5	chr5	73206407	73206416	-	0.000	0.000	Merged-chr5-73206518-35
NR39489--MA0599.1.KLF5	chr2	164867067	164867076	+	0.000	0.000	Merged-chr2-164866998-31
NR8465--MA0599.1.KLF5	chr10	118884344	118884353	-	0.000	0.000	Merged-chr10-118884259-20
NR56265--MA0039.3.KLF4	chr6	89043018	89043028	-	0.000	0.000	Merged-chr6-89042924-89
NR51959--MA0599.1.KLF5	chr5	112239776	112239785	-	0.000	0.000	Merged-chr5-112239781-12
NR8860--MA0742.1.Klf12	chr10	127141094	127141108	+	0.000	0.000	Merged-chr10-127141144-2
NR18874--MA0039.3.KLF4	chr13	114887433	114887443	-	0.000	0.000	Merged-chr13-114887526-35
NR54457--MA0742.1.Klf12	chr6	3536249	3536263	+	0.000	0.000	Merged-chr6-3536376-27
NR20796--MA0599.1.KLF5	chr14	67886975	67886984	+	0.000	0.000	Merged-chr14-67887091-21
NR49985--MA0599.1.KLF5	chr5	34636798	34636807	-	0.000	0.000	Merged-chr5-34636823-94
NR20997--MA0493.1.Klf1	chr14	73596754	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR68811--MA0039.3.KLF4	chr9	55388049	55388059	+	0.000	0.000	Merged-chr9-55388103-42
NR43526--MA0493.1.Klf1	chr3	136556572	136556582	-	0.000	0.000	Merged-chr3-136556627-33
NR57182--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR43270--MA0740.1.KLF14	chr3	131057378	131057391	-	0.000	0.000	Merged-chr3-131057396-52
NR2047--MA0599.1.KLF5	chr1	120055708	120055717	-	0.000	0.000	Merged-chr1-120055701-50
NR4361--MA0599.1.KLF5	chr1	182383261	182383270	-	0.000	0.000	Merged-chr1-182383219-38
NR39492--MA0039.3.KLF4	chr2	164867103	164867113	+	0.000	0.000	Merged-chr2-164866998-31
NR58417--MA0657.1.KLF13	chr6	142862372	142862389	-	0.000	0.000	Merged-chr6-142862347-56
NR14873--MA0039.3.KLF4	chr12	86310094	86310104	+	0.000	0.000	Merged-chr12-86310059-67
NR20996--MA0039.3.KLF4	chr14	73596756	73596766	+	0.000	0.000	Merged-chr14-73596722-14
NR11398--MA1107.1.KLF9	chr11	82214554	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR28109--MA0493.1.Klf1	chr17	25248216	25248226	+	0.000	0.000	Merged-chr17-25248347-49
NR57724--MA0599.1.KLF5	chr6	128796576	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR59104--MA0741.1.KLF16	chr7	16845568	16845578	+	0.000	0.000	Merged-chr7-16845538-47
NR13330--MA0740.1.KLF14	chr11	121848127	121848140	-	0.000	0.000	Merged-chr11-121848040-41
NR15702--MA0742.1.Klf12	chr12	110506239	110506253	-	0.000	0.000	Merged-chr12-110506270-12
NR11814--MA0039.3.KLF4	chr11	95712789	95712799	-	0.000	0.000	Merged-chr11-95712629-4
NR7281--MA0493.1.Klf1	chr10	81401934	81401944	-	0.000	0.000	Merged-chr10-81401925-26
NR69051--MA1107.1.KLF9	chr9	61427104	61427116	-	0.000	0.000	Merged-chr9-61427187-31
NR12274--MA0657.1.KLF13	chr11	102284772	102284789	-	0.000	0.000	Merged-chr11-102284938-63
NR41041--MA0039.3.KLF4	chr3	52732181	52732191	+	0.000	0.000	Merged-chr3-52732187-17
NR14547--MA1107.1.KLF9	chr12	73657013	73657025	+	0.000	0.000	Merged-chr12-73656860-57
NR60008--MA1107.1.KLF9	chr7	31161054	31161066	-	0.000	0.000	Merged-chr7-31161172-57
NR43491--MA0599.1.KLF5	chr3	135675686	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR4357--MA0599.1.KLF5	chr1	182383216	182383225	-	0.000	0.000	Merged-chr1-182383219-38
NR56875--MA1107.1.KLF9	chr6	108717912	108717924	-	0.000	0.000	Merged-chr6-108717791-30
NR39502--MA1107.1.KLF9	chr2	164943170	164943182	-	0.000	0.000	Merged-chr2-164943047-31
NR56870--MA0039.3.KLF4	chr6	108672299	108672309	+	0.000	0.000	Merged-chr6-108672304-39
NR50685--MA1107.1.KLF9	chr5	64864850	64864862	+	0.000	0.000	Merged-chr5-64864889-25
NR15534--MA1107.1.KLF9	chr12	107961261	107961273	+	0.000	0.000	Merged-chr12-107961222-28
NR67110--MA0599.1.KLF5	chr8	120701898	120701907	-	0.000	0.000	Merged-chr8-120702084-56
NR60805--MA0742.1.Klf12	chr7	64043088	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR61788--MA0493.1.Klf1	chr7	101634558	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR745--MA1107.1.KLF9	chr1	52578321	52578333	+	0.000	0.000	Merged-chr1-52578518-39
NR70527--MA0741.1.KLF16	chr9	104269534	104269544	+	0.000	0.000	Merged-chr9-104269530-16
NR740--MA0039.3.KLF4	chr1	52578323	52578333	+	0.000	0.000	Merged-chr1-52578518-39
NR57195--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR31025--MA1107.1.KLF9	chr18	23828651	23828663	-	0.000	0.000	Merged-chr18-23828715-22
NR50443--MA0039.3.KLF4	chr5	54111081	54111091	+	0.000	0.000	Merged-chr5-54110931-21
NR28849--MA0742.1.Klf12	chr17	35841732	35841746	-	0.000	0.000	Merged-chr17-35841564-66
NR41036--MA0742.1.Klf12	chr3	52732159	52732173	+	0.000	0.000	Merged-chr3-52732187-17
NR69168--MA1107.1.KLF9	chr9	64789680	64789692	-	0.000	0.000	Merged-chr9-64789537-48
NR56652--MA0493.1.Klf1	chr6	99435232	99435242	+	0.000	0.000	Merged-chr6-99435291-39
NR10325--MA0740.1.KLF14	chr11	57952967	57952980	-	0.000	0.000	Merged-chr11-57952769-40
NR17346--MA0741.1.KLF16	chr13	63189568	63189578	-	0.000	0.000	Merged-chr13-63189715-33
NR8464--MA0742.1.Klf12	chr10	118884340	118884354	-	0.000	0.000	Merged-chr10-118884259-20
NR57187--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR20801--MA0493.1.Klf1	chr14	67912073	67912083	+	0.000	0.000	Merged-chr14-67911920-26
NR12279--MA0493.1.Klf1	chr11	102284766	102284776	+	0.000	0.000	Merged-chr11-102284938-63
NR14916--MA0599.1.KLF5	chr12	87411317	87411326	-	0.000	0.000	Merged-chr12-87411276-22
NR16624--MA0039.3.KLF4	chr13	38503601	38503611	+	0.000	0.000	Merged-chr13-38503650-43
NR30404--MA0740.1.KLF14	chr17	83654863	83654876	-	0.000	0.000	Merged-chr17-83654883-58
NR36185--MA0741.1.KLF16	chr2	52319514	52319524	-	0.000	0.000	Merged-chr2-52319482-58
NR15131--MA0742.1.Klf12	chr12	94083629	94083643	+	0.000	0.000	Merged-chr12-94083592-14
NR33651--MA0741.1.KLF16	chr19	31337347	31337357	-	0.000	0.000	Merged-chr19-31337298-1
NR18179--MA0741.1.KLF16	chr13	98692032	98692042	-	0.000	0.000	Merged-chr13-98692096-35
NR47935--MA0039.3.KLF4	chr4	135169319	135169329	+	0.000	0.000	Merged-chr4-135169344-25
NR5497--MA0599.1.KLF5	chr10	26228431	26228440	-	0.000	0.000	Merged-chr10-26228346-20
NR54154--MA0039.3.KLF4	chr5	146655614	146655624	-	0.000	0.000	Merged-chr5-146655552-37
NR26109--MA1107.1.KLF9	chr16	44362191	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR33219--MA1107.1.KLF9	chr19	8592095	8592107	-	0.000	0.000	Merged-chr19-8592238-38
NR33935--MA0741.1.KLF16	chr19	41360631	41360641	+	0.000	0.000	Merged-chr19-41360707-21
NR4107--MA0741.1.KLF16	chr1	176827653	176827663	-	0.000	0.000	Merged-chr1-176827492-35
NR28122--MA0742.1.Klf12	chr17	25583845	25583859	+	0.000	0.000	Merged-chr17-25583989-33
NR16337--MA0740.1.KLF14	chr13	23581488	23581501	+	0.000	0.000	Merged-chr13-23581680-55
NR13732--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR51239--MA0741.1.KLF16	chr5	92000942	92000952	+	0.000	0.000	Merged-chr5-92000971-27
NR53526--MA1107.1.KLF9	chr5	137692130	137692142	+	0.000	0.000	Merged-chr5-137692077-23
NR3072--MA0741.1.KLF16	chr1	153304230	153304240	-	0.000	0.000	Merged-chr1-153304263-23
NR30550--MA0493.1.Klf1	chr17	85908829	85908839	+	0.000	0.000	Merged-chr17-85908968-35
NR70859--MA0741.1.KLF16	chr9	110896757	110896767	-	0.000	0.000	Merged-chr9-110896831-29
NR42296--MA0741.1.KLF16	chr3	101570967	101570977	+	0.000	0.000	Merged-chr3-101570775-35
NR26455--MA0742.1.Klf12	chr16	64800651	64800665	+	0.000	0.000	Merged-chr16-64800516-42
NR12866--MA0741.1.KLF16	chr11	115603930	115603940	-	0.000	0.000	Merged-chr11-115603871-66
NR120--MA0493.1.Klf1	chr1	13559536	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR30546--MA0742.1.Klf12	chr17	85908760	85908774	+	0.000	0.000	Merged-chr17-85908611-2
NR5860--MA0741.1.KLF16	chr10	44368932	44368942	-	0.000	0.000	Merged-chr10-44368737-26
NR33643--MA0741.1.KLF16	chr19	31337339	31337349	-	0.000	0.000	Merged-chr19-31337298-1
NR7314--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR69657--MA1107.1.KLF9	chr9	78074221	78074233	+	0.000	0.000	Merged-chr9-78074095-46
NR43524--MA0742.1.Klf12	chr3	136556568	136556582	-	0.000	0.000	Merged-chr3-136556627-33
NR39491--MA0599.1.KLF5	chr2	164867102	164867111	+	0.000	0.000	Merged-chr2-164866998-31
NR20995--MA0599.1.KLF5	chr14	73596755	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR49587--MA0039.3.KLF4	chr5	23722187	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR60878--MA1107.1.KLF9	chr7	66116271	66116283	-	0.000	0.000	Merged-chr7-66116161-49
NR19572--MA0742.1.Klf12	chr14	25421975	25421989	+	0.000	0.000	Merged-chr14-25421957-44
NR42747--MA0493.1.Klf1	chr3	115692526	115692536	+	0.000	0.000	Merged-chr3-115692552-34
NR26459--MA0741.1.KLF16	chr16	64800652	64800662	+	0.000	0.000	Merged-chr16-64800516-42
NR51275--MA1107.1.KLF9	chr5	93092478	93092490	-	0.000	0.000	Merged-chr5-93092425-6
NR52342--MA0039.3.KLF4	chr5	118465215	118465225	-	0.000	0.000	Merged-chr5-118465239-56
NR7900--MA1107.1.KLF9	chr10	98776528	98776540	-	0.000	0.000	Merged-chr10-98776574-38
NR6704--MA0599.1.KLF5	chr10	75565650	75565659	+	0.000	0.000	Merged-chr10-75565754-65
NR4845--MA0039.3.KLF4	chr1	191850524	191850534	-	0.000	0.000	Merged-chr1-191850553-19
NR46443--MA0039.3.KLF4	chr4	101298632	101298642	+	0.000	0.000	Merged-chr4-101298593-40
NR28228--MA0599.1.KLF5	chr17	27405873	27405882	-	0.000	0.000	Merged-chr17-27405803-19
NR16338--MA0657.1.KLF13	chr13	23581487	23581504	+	0.000	0.000	Merged-chr13-23581680-55
NR32493--MA0740.1.KLF14	chr18	80609767	80609780	+	0.000	0.000	Merged-chr18-80609939-56
NR41040--MA0599.1.KLF5	chr3	52732180	52732189	+	0.000	0.000	Merged-chr3-52732187-17
NR57053--MA0657.1.KLF13	chr6	115594633	115594650	-	0.000	0.000	Merged-chr6-115594731-47
NR26173--MA0493.1.Klf1	chr16	46022653	46022663	+	0.000	0.000	Merged-chr16-46022516-69
NR67039--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR33936--MA1107.1.KLF9	chr19	41360699	41360711	-	0.000	0.000	Merged-chr19-41360707-21
NR12954--MA0741.1.KLF16	chr11	116615943	116615953	-	0.000	0.000	Merged-chr11-116616118-41
NR24691--MA1107.1.KLF9	chr15	99009038	99009050	+	0.000	0.000	Merged-chr15-99008995-43
NR41035--MA0740.1.KLF14	chr3	52732159	52732172	+	0.000	0.000	Merged-chr3-52732187-17
NR61735--MA0039.3.KLF4	chr7	100845564	100845574	-	0.000	0.000	Merged-chr7-100845687-28
NR48803--MA0741.1.KLF16	chr4	150894754	150894764	+	0.000	0.000	Merged-chr4-150894695-19
NR40271--MA0039.3.KLF4	chr2	180732238	180732248	-	0.000	0.000	Merged-chr2-180732168-28
NR34006--MA0493.1.Klf1	chr19	43809534	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR27017--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR24767--MA0039.3.KLF4	chr15	100414232	100414242	+	0.000	0.000	Merged-chr15-100414270-26
NR38196--MA0599.1.KLF5	chr2	128470481	128470490	+	0.000	0.000	Merged-chr2-128470524-44
NR58752--MA0741.1.KLF16	chr7	3411525	3411535	+	0.000	0.000	Merged-chr7-3411414-27
NR51960--MA0039.3.KLF4	chr5	112239774	112239784	-	0.000	0.000	Merged-chr5-112239781-12
NR48087--MA0493.1.Klf1	chr4	137603898	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR42752--MA0742.1.Klf12	chr3	115758848	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR59105--MA0599.1.KLF5	chr7	16845664	16845673	-	0.000	0.000	Merged-chr7-16845538-47
NR47800--MA0741.1.KLF16	chr4	133873072	133873082	-	0.000	0.000	Merged-chr4-133873054-46
NR15130--MA0740.1.KLF14	chr12	94083629	94083642	+	0.000	0.000	Merged-chr12-94083592-14
NR7283--MA1107.1.KLF9	chr10	81401937	81401949	-	0.000	0.000	Merged-chr10-81401925-26
NR32494--MA0657.1.KLF13	chr18	80609766	80609783	+	0.000	0.000	Merged-chr18-80609939-56
NR43695--MA0599.1.KLF5	chr3	142281223	142281232	+	0.000	0.000	Merged-chr3-142281213-32
NR10875--MA1107.1.KLF9	chr11	70597422	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR42265--MA0599.1.KLF5	chr3	101224332	101224341	+	0.000	0.000	Merged-chr3-101224387-31
NR66801--MA0741.1.KLF16	chr8	115397895	115397905	-	0.000	0.000	Merged-chr8-115397759-2
NR48759--MA0493.1.Klf1	chr4	149759719	149759729	-	0.000	0.000	Merged-chr4-149759725-31
NR5412--MA0039.3.KLF4	chr10	21479584	21479594	+	0.000	0.000	Merged-chr10-21479566-37
NR65890--MA0740.1.KLF14	chr8	84825801	84825814	-	0.000	0.000	Merged-chr8-84825845-44
NR57261--MA0742.1.Klf12	chr6	120264381	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR63760--MA0742.1.Klf12	chr7	142354081	142354095	+	0.000	0.000	Merged-chr7-142354183-49
NR7616--MA0599.1.KLF5	chr10	88540383	88540392	-	0.000	0.000	Merged-chr10-88540211-41
NR34001--MA0740.1.KLF14	chr19	43809534	43809547	+	0.000	0.000	Merged-chr19-43809499-23
NR5857--MA0741.1.KLF16	chr10	44368929	44368939	-	0.000	0.000	Merged-chr10-44368737-26
NR11880--MA1107.1.KLF9	chr11	97104261	97104273	+	0.000	0.000	Merged-chr11-97104187-33
NR54153--MA0599.1.KLF5	chr5	146655616	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR30479--MA0039.3.KLF4	chr17	84116650	84116660	-	0.000	0.000	Merged-chr17-84116630-65
NR12397--MA1107.1.KLF9	chr11	104631539	104631551	-	0.000	0.000	Merged-chr11-104631492-24
NR41077--MA0599.1.KLF5	chr3	54567551	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR31023--MA0741.1.KLF16	chr18	23828650	23828660	-	0.000	0.000	Merged-chr18-23828715-22
NR42802--MA0493.1.Klf1	chr3	116487881	116487891	+	0.000	0.000	Merged-chr3-116487886-17
NR29273--MA1107.1.KLF9	chr17	47943114	47943126	+	0.000	0.000	Merged-chr17-47943297-31
NR63521--MA0742.1.Klf12	chr7	139169314	139169328	+	0.000	0.000	Merged-chr7-139169350-23
NR70860--MA0039.3.KLF4	chr9	110896830	110896840	-	0.000	0.000	Merged-chr9-110896831-29
NR50684--MA0493.1.Klf1	chr5	64864850	64864860	+	0.000	0.000	Merged-chr5-64864889-25
NR58741--MA0599.1.KLF5	chr7	3290417	3290426	-	0.000	0.000	Merged-chr7-3290343-35
NR26460--MA1107.1.KLF9	chr16	64800651	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR63764--MA0741.1.KLF16	chr7	142354082	142354092	+	0.000	0.000	Merged-chr7-142354183-49
NR12396--MA0741.1.KLF16	chr11	104631544	104631554	-	0.000	0.000	Merged-chr11-104631492-24
NR41081--MA0493.1.Klf1	chr3	54567654	54567664	+	0.000	0.000	Merged-chr3-54567528-25
NR16621--MA0742.1.Klf12	chr13	38503553	38503567	+	0.000	0.000	Merged-chr13-38503650-43
NR12253--MA0741.1.KLF16	chr11	101984797	101984807	-	0.000	0.000	Merged-chr11-101984579-31
NR39500--MA0039.3.KLF4	chr2	164943158	164943168	-	0.000	0.000	Merged-chr2-164943047-31
NR65165--MA1107.1.KLF9	chr8	68158283	68158295	+	0.000	0.000	Merged-chr8-68158417-16
NR63639--MA1107.1.KLF9	chr7	140999460	140999472	+	0.000	0.000	Merged-chr7-140999347-54
NR47155--MA0493.1.Klf1	chr4	121196794	121196804	-	0.000	0.000	Merged-chr4-121196708-94
NR37959--MA0741.1.KLF16	chr2	121008395	121008405	-	0.000	0.000	Merged-chr2-121008420-56
NR12421--MA0599.1.KLF5	chr11	105589601	105589610	+	0.000	0.000	Merged-chr11-105589746-85
NR38303--MA0039.3.KLF4	chr2	131448456	131448466	+	0.000	0.000	Merged-chr2-131448367-26
NR29269--MA1107.1.KLF9	chr17	47943106	47943118	+	0.000	0.000	Merged-chr17-47943297-31
NR30405--MA0599.1.KLF5	chr17	83654860	83654869	-	0.000	0.000	Merged-chr17-83654883-58
NR49586--MA0599.1.KLF5	chr5	23722186	23722195	+	0.000	0.000	Merged-chr5-23722080-21
NR34002--MA0657.1.KLF13	chr19	43809533	43809550	+	0.000	0.000	Merged-chr19-43809499-23
NR33418--MA0039.3.KLF4	chr19	17256999	17257009	-	0.000	0.000	Merged-chr19-17256835-48
NR48804--MA1107.1.KLF9	chr4	150894753	150894765	+	0.000	0.000	Merged-chr4-150894695-19
NR12503--MA0741.1.KLF16	chr11	106536354	106536364	+	0.000	0.000	Merged-chr11-106536245-61
NR69650--MA1107.1.KLF9	chr9	78074207	78074219	+	0.000	0.000	Merged-chr9-78074095-46
NR24075--MA1107.1.KLF9	chr15	84896460	84896472	+	0.000	0.000	Merged-chr15-84896641-45
NR20700--MA0039.3.KLF4	chr14	64628281	64628291	-	0.000	0.000	Merged-chr14-64628307-21
NR6688--MA0599.1.KLF5	chr10	75536275	75536284	+	0.000	0.000	Merged-chr10-75536310-39
NR3077--MA1107.1.KLF9	chr1	153304278	153304290	+	0.000	0.000	Merged-chr1-153304263-23
NR29918--MA0039.3.KLF4	chr17	71288395	71288405	+	0.000	0.000	Merged-chr17-71288308-17
NR62385--MA0599.1.KLF5	chr7	118499324	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR12864--MA0493.1.Klf1	chr11	115603925	115603935	-	0.000	0.000	Merged-chr11-115603871-66
NR36048--MA1107.1.KLF9	chr2	45172974	45172986	-	0.000	0.000	Merged-chr2-45172921-51
NR30553--MA0599.1.KLF5	chr17	86040488	86040497	+	0.000	0.000	Merged-chr17-86040436-1
NR71530--MA0742.1.Klf12	chr9	123941499	123941513	+	0.000	0.000	Merged-chr9-123941453-43
NR13734--MA1107.1.KLF9	chr12	25155528	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR6692--MA0493.1.Klf1	chr10	75536382	75536392	-	0.000	0.000	Merged-chr10-75536310-39
NR44459--MA0493.1.Klf1	chr4	6472884	6472894	-	0.000	0.000	Merged-chr4-6472958-17
NR9240--MA0742.1.Klf12	chr11	5005465	5005479	+	0.000	0.000	Merged-chr11-5005546-13
NR50018--MA0493.1.Klf1	chr5	35176572	35176582	-	0.000	0.000	Merged-chr5-35176446-65
NR69655--MA1107.1.KLF9	chr9	78074217	78074229	+	0.000	0.000	Merged-chr9-78074095-46
NR10703--MA0599.1.KLF5	chr11	68465197	68465206	+	0.000	0.000	Merged-chr11-68465236-16
NR65892--MA0599.1.KLF5	chr8	84825809	84825818	-	0.000	0.000	Merged-chr8-84825845-44
NR15134--MA0742.1.Klf12	chr12	94083667	94083681	+	0.000	0.000	Merged-chr12-94083592-14
NR3656--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR42798--MA0740.1.KLF14	chr3	116487881	116487894	+	0.000	0.000	Merged-chr3-116487886-17
NR17337--MA0742.1.Klf12	chr13	63189526	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR30301--MA0039.3.KLF4	chr17	80169134	80169144	+	0.000	0.000	Merged-chr17-80169005-20
NR54278--MA0039.3.KLF4	chr5	148929039	148929049	-	0.000	0.000	Merged-chr5-148928854-59
NR52341--MA0493.1.Klf1	chr5	118404355	118404365	-	0.000	0.000	Merged-chr5-118404562-37
NR23422--MA0742.1.Klf12	chr15	74935469	74935483	+	0.000	0.000	Merged-chr15-74935411-23
NR48088--MA0741.1.KLF16	chr4	137603899	137603909	+	0.000	0.000	Merged-chr4-137603877-24
NR30299--MA0742.1.Klf12	chr17	80169132	80169146	+	0.000	0.000	Merged-chr17-80169005-20
NR50049--MA1107.1.KLF9	chr5	35819665	35819677	+	0.000	0.000	Merged-chr5-35819826-21
NR23424--MA0039.3.KLF4	chr15	74935471	74935481	+	0.000	0.000	Merged-chr15-74935411-23
NR10358--MA0493.1.Klf1	chr11	58096413	58096423	+	0.000	0.000	Merged-chr11-58096378-33
NR42753--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR42295--MA0742.1.Klf12	chr3	101570966	101570980	+	0.000	0.000	Merged-chr3-101570775-35
NR65757--MA1107.1.KLF9	chr8	83573262	83573274	-	0.000	0.000	Merged-chr8-83573289-48
NR2547--MA0039.3.KLF4	chr1	134083373	134083383	-	0.000	0.000	Merged-chr1-134083206-23
NR22227--MA0039.3.KLF4	chr15	3174250	3174260	-	0.000	0.000	Merged-chr15-3174330-41
NR50442--MA0657.1.KLF13	chr5	54111078	54111095	+	0.000	0.000	Merged-chr5-54110931-21
NR5947--MA1107.1.KLF9	chr10	53461608	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR26175--MA1107.1.KLF9	chr16	46022653	46022665	+	0.000	0.000	Merged-chr16-46022516-69
NR35271--MA0657.1.KLF13	chr2	25170648	25170665	-	0.000	0.000	Merged-chr2-25170502-21
NR20993--MA0657.1.KLF13	chr14	73596753	73596770	+	0.000	0.000	Merged-chr14-73596722-14
NR52346--MA0493.1.Klf1	chr5	118465390	118465400	-	0.000	0.000	Merged-chr5-118465239-56
NR24690--MA0741.1.KLF16	chr15	99009039	99009049	+	0.000	0.000	Merged-chr15-99008995-43
NR3230--MA1107.1.KLF9	chr1	155173686	155173698	-	0.000	0.000	Merged-chr1-155173464-79
NR33646--MA0741.1.KLF16	chr19	31337342	31337352	-	0.000	0.000	Merged-chr19-31337298-1
NR62053--MA0039.3.KLF4	chr7	110203786	110203796	-	0.000	0.000	Merged-chr7-110203728-41
NR34008--MA1107.1.KLF9	chr19	43809534	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR39337--MA0493.1.Klf1	chr2	160657973	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR27019--MA1107.1.KLF9	chr16	91588231	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR9784--MA0599.1.KLF5	chr11	32580749	32580758	-	0.000	0.000	Merged-chr11-32580688-47
NR57177--MA0740.1.KLF14	chr6	119199104	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR58004--MA0599.1.KLF5	chr6	135373582	135373591	+	0.000	0.000	Merged-chr6-135373581-28
NR47680--MA0493.1.Klf1	chr4	132749032	132749042	-	0.000	0.000	Merged-chr4-132748989-25
NR67038--MA0493.1.Klf1	chr8	120050179	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR49062--MA0039.3.KLF4	chr4	155162567	155162577	-	0.000	0.000	Merged-chr4-155162672-62
NR56173--MA0493.1.Klf1	chr6	87038460	87038470	-	0.000	0.000	Merged-chr6-87038264-54
NR20233--MA0741.1.KLF16	chr14	52343663	52343673	+	0.000	0.000	Merged-chr14-52343445-41
NR57183--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR41079--MA0742.1.Klf12	chr3	54567654	54567668	+	0.000	0.000	Merged-chr3-54567528-25
