#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR23493--MA1107.1.KLF9	chr16	3962971	3962983	+	0.000	0.000	Merged-chr16-3962878-14
NR12458--MA1107.1.KLF9	chr11	113802535	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR21752--MA1107.1.KLF9	chr15	60120074	60120086	-	0.000	0.000	Merged-chr15-60120172-38
NR183--MA0599.1.KLF5	chr1	21870789	21870798	+	0.000	0.000	Merged-chr1-21870806-15
NR63247--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR33632--MA0599.1.KLF5	chr2	29849206	29849215	-	0.000	0.000	Merged-chr2-29849136-11
NR47901--MA0599.1.KLF5	chr5	67155731	67155740	+	0.000	0.000	Merged-chr5-67155759-12
NR14513--MA0493.1.Klf1	chr12	94083598	94083608	+	0.000	0.000	Merged-chr12-94083592-14
NR33494--MA0742.1.Klf12	chr2	27487402	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR58451--MA0039.3.KLF4	chr7	117406358	117406368	-	0.000	0.000	Merged-chr7-117406595-16
NR39239--MA1107.1.KLF9	chr3	68784323	68784335	-	0.000	0.000	Merged-chr3-68784168-43
NR40518--MA0742.1.Klf12	chr3	115758848	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR12804--MA0599.1.KLF5	chr11	118728479	118728488	+	0.000	0.000	Merged-chr11-118728360-4
NR37619--MA1107.1.KLF9	chr2	166607045	166607057	+	0.000	0.000	Merged-chr2-166607083-27
NR3055--MA0741.1.KLF16	chr1	159812996	159813006	-	0.000	0.000	Merged-chr1-159812982-41
NR50786--MA0599.1.KLF5	chr5	140839009	140839018	+	0.000	0.000	Merged-chr5-140838792-15
NR60285--MA0741.1.KLF16	chr8	25059856	25059866	+	0.000	0.000	Merged-chr8-25059963-13
NR54717--MA0742.1.Klf12	chr6	142955193	142955207	+	0.000	0.000	Merged-chr6-142955079-5
NR7713--MA0599.1.KLF5	chr10	111031829	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR37614--MA0742.1.Klf12	chr2	166607045	166607059	+	0.000	0.000	Merged-chr2-166607083-27
NR10512--MA0742.1.Klf12	chr11	70597420	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR11158--MA1107.1.KLF9	chr11	85541640	85541652	-	0.000	0.000	Merged-chr11-85541666-11
NR64276--MA0599.1.KLF5	chr9	57339968	57339977	-	0.000	0.000	Merged-chr9-57339944-60
NR33498--MA0741.1.KLF16	chr2	27487405	27487415	-	0.000	0.000	Merged-chr2-27487515-13
NR5506--MA0493.1.Klf1	chr10	44368843	44368853	+	0.000	0.000	Merged-chr10-44368737-26
NR7914--MA0657.1.KLF13	chr10	117022727	117022744	+	0.000	0.000	Merged-chr10-117022803-21
NR21748--MA0742.1.Klf12	chr15	59805086	59805100	+	0.000	0.000	Merged-chr15-59805045-21
NR25343--MA0599.1.KLF5	chr16	91780938	91780947	-	0.000	0.000	Merged-chr16-91781071-63
NR47658--MA0039.3.KLF4	chr5	54111081	54111091	+	0.000	0.000	Merged-chr5-54110931-21
NR20470--MA1107.1.KLF9	chr14	101879180	101879192	+	0.000	0.000	Merged-chr14-101879110-69
NR52518--MA0741.1.KLF16	chr6	67533270	67533280	+	0.000	0.000	Merged-chr6-67533170-65
NR14690--MA0742.1.Klf12	chr12	102351063	102351077	-	0.000	0.000	Merged-chr12-102350976-38
NR3045--MA0657.1.KLF13	chr1	159812991	159813008	-	0.000	0.000	Merged-chr1-159812982-41
NR4080--MA0741.1.KLF16	chr1	184013533	184013543	-	0.000	0.000	Merged-chr1-184013369-24
NR5505--MA0039.3.KLF4	chr10	44368845	44368855	+	0.000	0.000	Merged-chr10-44368737-26
NR40929--MA0039.3.KLF4	chr3	127892091	127892101	-	0.000	0.000	Merged-chr3-127892051-37
NR62534--MA1107.1.KLF9	chr8	117052553	117052565	-	0.000	0.000	Merged-chr8-117052612-3
NR37618--MA0741.1.KLF16	chr2	166607046	166607056	+	0.000	0.000	Merged-chr2-166607083-27
NR3160--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR50956--MA0742.1.Klf12	chr5	143976868	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR32104--MA0599.1.KLF5	chr19	41360631	41360640	+	0.000	0.000	Merged-chr19-41360707-21
NR33520--MA0493.1.Klf1	chr2	27693905	27693915	-	0.000	0.000	Merged-chr2-27693880-30
NR9593--MA0599.1.KLF5	chr11	49177975	49177984	-	0.000	0.000	Merged-chr11-49177868-11
NR16807--MA0741.1.KLF16	chr13	63189566	63189576	-	0.000	0.000	Merged-chr13-63189715-33
NR34651--MA0741.1.KLF16	chr2	71275534	71275544	+	0.000	0.000	Merged-chr2-71275399-1
NR47781--MA0742.1.Klf12	chr5	64814614	64814628	-	0.000	0.000	Merged-chr5-64814599-21
NR9538--MA0039.3.KLF4	chr11	46454879	46454889	-	0.000	0.000	Merged-chr11-46454823-30
NR16183--MA0493.1.Klf1	chr13	43250722	43250732	-	0.000	0.000	Merged-chr13-43250604-89
NR19695--MA0599.1.KLF5	chr14	62353789	62353798	-	0.000	0.000	Merged-chr14-62353676-8
NR23499--MA0493.1.Klf1	chr16	4074960	4074970	+	0.000	0.000	Merged-chr16-4075088-14
NR9901--MA1107.1.KLF9	chr11	55131242	55131254	+	0.000	0.000	Merged-chr11-55131266-10
NR14878--MA0742.1.Klf12	chr12	104999354	104999368	+	0.000	0.000	Merged-chr12-104999417-2
NR54921--MA1107.1.KLF9	chr6	145417482	145417494	-	0.000	0.000	Merged-chr6-145417723-108
NR12579--MA0742.1.Klf12	chr11	115338892	115338906	+	0.000	0.000	Merged-chr11-115338922-7
NR9663--MA0657.1.KLF13	chr11	51577799	51577816	+	0.000	0.000	Merged-chr11-51577778-26
NR62539--MA1107.1.KLF9	chr8	117052563	117052575	-	0.000	0.000	Merged-chr8-117052612-3
NR7355--MA0740.1.KLF14	chr10	94942957	94942970	+	0.000	0.000	Merged-chr10-94942923-6
NR61280--MA0599.1.KLF5	chr8	75082634	75082643	-	0.000	0.000	Merged-chr8-75082480-28
NR62464--MA0599.1.KLF5	chr8	115728736	115728745	+	0.000	0.000	Merged-chr8-115728663-11
NR54209--MA0039.3.KLF4	chr6	131276844	131276854	-	0.000	0.000	Merged-chr6-131276753-31
NR62450--MA0493.1.Klf1	chr8	115232563	115232573	-	0.000	0.000	Merged-chr8-115232618-16
NR10240--MA0599.1.KLF5	chr11	64116917	64116926	-	0.000	0.000	Merged-chr11-64116814-48
NR64750--MA1107.1.KLF9	chr9	69458368	69458380	+	0.000	0.000	Merged-chr9-69458326-40
NR845--MA0039.3.KLF4	chr1	60875403	60875413	-	0.000	0.000	Merged-chr1-60875356-55
NR52671--MA0599.1.KLF5	chr6	72957842	72957851	-	0.000	0.000	Merged-chr6-72957924-4
NR52239--MA0741.1.KLF16	chr6	52474034	52474044	+	0.000	0.000	Merged-chr6-52474009-12
NR49226--MA0741.1.KLF16	chr5	112301910	112301920	+	0.000	0.000	Merged-chr5-112301937-36
NR63746--MA0493.1.Klf1	chr9	32740969	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR27890--MA0493.1.Klf1	chr17	56906551	56906561	-	0.000	0.000	Merged-chr17-56906416-18
NR65932--MA0741.1.KLF16	chr9	107334666	107334676	+	0.000	0.000	Merged-chr9-107334469-86
NR185--MA0741.1.KLF16	chr1	21870789	21870799	+	0.000	0.000	Merged-chr1-21870806-15
NR65070--MA1107.1.KLF9	chr9	78074209	78074221	+	0.000	0.000	Merged-chr9-78074095-46
NR3815--MA0493.1.Klf1	chr1	178182342	178182352	+	0.000	0.000	Merged-chr1-178182458-49
NR61234--MA0039.3.KLF4	chr8	72291267	72291277	-	0.000	0.000	Merged-chr8-72291225-23
NR40103--MA0599.1.KLF5	chr3	101570912	101570921	+	0.000	0.000	Merged-chr3-101570775-35
NR2772--MA0741.1.KLF16	chr1	153320184	153320194	-	0.000	0.000	Merged-chr1-153320307-48
NR1121--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR43424--MA0741.1.KLF16	chr4	63401085	63401095	+	0.000	0.000	Merged-chr4-63401068-56
NR36182--MA0599.1.KLF5	chr2	128392481	128392490	+	0.000	0.000	Merged-chr2-128392502-21
NR3054--MA0493.1.Klf1	chr1	159813016	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR2153--MA0741.1.KLF16	chr1	131049359	131049369	+	0.000	0.000	Merged-chr1-131049436-17
NR31757--MA0740.1.KLF14	chr19	27967766	27967779	-	0.000	0.000	Merged-chr19-27967760-35
NR57753--MA0493.1.Klf1	chr7	98797415	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR37525--MA0740.1.KLF14	chr2	164828985	164828998	+	0.000	0.000	Merged-chr2-164829091-12
NR40124--MA0740.1.KLF14	chr3	101748387	101748400	+	0.000	0.000	Merged-chr3-101748481-44
NR14347--MA0742.1.Klf12	chr12	86310092	86310106	+	0.000	0.000	Merged-chr12-86310059-67
NR3048--MA0742.1.Klf12	chr1	159813012	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR3058--MA1107.1.KLF9	chr1	159813014	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR40102--MA1107.1.KLF9	chr3	101570874	101570886	-	0.000	0.000	Merged-chr3-101570775-35
NR33427--MA0493.1.Klf1	chr2	26312942	26312952	+	0.000	0.000	Merged-chr2-26313010-11
NR56519--MA0039.3.KLF4	chr7	45120441	45120451	-	0.000	0.000	Merged-chr7-45120364-12
NR39434--MA0599.1.KLF5	chr3	84772125	84772134	-	0.000	0.000	Merged-chr3-84772067-31
NR19852--MA0741.1.KLF16	chr14	67911776	67911786	-	0.000	0.000	Merged-chr14-67911920-26
NR40429--MA1107.1.KLF9	chr3	108727617	108727629	-	0.000	0.000	Merged-chr3-108727524-22
NR35991--MA1107.1.KLF9	chr2	122673094	122673106	+	0.000	0.000	Merged-chr2-122673136-39
NR57752--MA0039.3.KLF4	chr7	98797413	98797423	-	0.000	0.000	Merged-chr7-98797577-28
NR12193--MA0740.1.KLF14	chr11	106536355	106536368	+	0.000	0.000	Merged-chr11-106536245-61
NR44328--MA0493.1.Klf1	chr4	116701028	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR31991--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR3537--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR47905--MA0741.1.KLF16	chr5	67155755	67155765	+	0.000	0.000	Merged-chr5-67155759-12
NR21597--MA1107.1.KLF9	chr15	51803263	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR61602--MA1107.1.KLF9	chr8	84982951	84982963	-	0.000	0.000	Merged-chr8-84982804-9
NR14349--MA0493.1.Klf1	chr12	86310092	86310102	+	0.000	0.000	Merged-chr12-86310059-67
NR11344--MA0599.1.KLF5	chr11	88951049	88951058	+	0.000	0.000	Merged-chr11-88951020-7
NR64738--MA0493.1.Klf1	chr9	69092609	69092619	-	0.000	0.000	Merged-chr9-69092509-18
NR24611--MA0039.3.KLF4	chr16	52230260	52230270	-	0.000	0.000	Merged-chr16-52230114-26
NR323--MA0493.1.Klf1	chr1	36274541	36274551	+	0.000	0.000	Merged-chr1-36274584-22
NR14633--MA0740.1.KLF14	chr12	100928454	100928467	-	0.000	0.000	Merged-chr12-100928517-22
NR40126--MA0599.1.KLF5	chr3	101748388	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR9915--MA0039.3.KLF4	chr11	57669657	57669667	-	0.000	0.000	Merged-chr11-57669677-39
NR36275--MA0039.3.KLF4	chr2	131448456	131448466	+	0.000	0.000	Merged-chr2-131448367-26
NR33495--MA0599.1.KLF5	chr2	27487406	27487415	-	0.000	0.000	Merged-chr2-27487515-13
NR13524--MA0599.1.KLF5	chr12	41040128	41040137	-	0.000	0.000	Merged-chr12-41040097-12
NR40144--MA0599.1.KLF5	chr3	102755937	102755946	-	0.000	0.000	Merged-chr3-102756086-59
NR63246--MA0599.1.KLF5	chr8	128420725	128420734	+	0.000	0.000	Merged-chr8-128420826-46
NR26045--MA0599.1.KLF5	chr17	12165332	12165341	-	0.000	0.000	Merged-chr17-12165459-54
NR40116--MA1107.1.KLF9	chr3	101588934	101588946	+	0.000	0.000	Merged-chr3-101588946-10
NR58450--MA0599.1.KLF5	chr7	117406360	117406369	-	0.000	0.000	Merged-chr7-117406595-16
NR29671--MA0741.1.KLF16	chr18	46917799	46917809	-	0.000	0.000	Merged-chr18-46917814-10
NR39229--MA0741.1.KLF16	chr3	68784303	68784313	-	0.000	0.000	Merged-chr3-68784168-43
NR40256--MA0599.1.KLF5	chr3	104796706	104796715	-	0.000	0.000	Merged-chr3-104796663-34
NR40368--MA0740.1.KLF14	chr3	107828156	107828169	+	0.000	0.000	Merged-chr3-107828043-26
NR33934--MA0599.1.KLF5	chr2	34938775	34938784	-	0.000	0.000	Merged-chr2-34938971-69
NR12245--MA0742.1.Klf12	chr11	108268680	108268694	+	0.000	0.000	Merged-chr11-108268786-21
NR9536--MA0742.1.Klf12	chr11	46454877	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR9809--MA0493.1.Klf1	chr11	53839791	53839801	+	0.000	0.000	Merged-chr11-53839665-72
NR24411--MA0493.1.Klf1	chr16	38458754	38458764	+	0.000	0.000	Merged-chr16-38458873-21
NR50955--MA0740.1.KLF14	chr5	143976869	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR39232--MA1107.1.KLF9	chr3	68784288	68784300	-	0.000	0.000	Merged-chr3-68784168-43
NR24232--MA0741.1.KLF16	chr16	32812980	32812990	-	0.000	0.000	Merged-chr16-32813091-39
NR39442--MA0039.3.KLF4	chr3	84809205	84809215	+	0.000	0.000	Merged-chr3-84809112-18
NR29533--MA1107.1.KLF9	chr18	39141874	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR12194--MA0657.1.KLF13	chr11	106536354	106536371	+	0.000	0.000	Merged-chr11-106536245-61
NR20946--MA0039.3.KLF4	chr14	122187064	122187074	+	0.000	0.000	Merged-chr14-122187060-26
NR31759--MA0599.1.KLF5	chr19	27967769	27967778	-	0.000	0.000	Merged-chr19-27967760-35
NR65882--MA0493.1.Klf1	chr9	106430935	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR40372--MA0493.1.Klf1	chr3	107828156	107828166	+	0.000	0.000	Merged-chr3-107828043-26
NR37076--MA0599.1.KLF5	chr2	154615982	154615991	+	0.000	0.000	Merged-chr2-154615883-15
NR12796--MA1107.1.KLF9	chr11	118200330	118200342	-	0.000	0.000	Merged-chr11-118200400-19
NR13407--MA1107.1.KLF9	chr12	32285296	32285308	-	0.000	0.000	Merged-chr12-32285209-18
NR5504--MA0599.1.KLF5	chr10	44368844	44368853	+	0.000	0.000	Merged-chr10-44368737-26
NR57323--MA0741.1.KLF16	chr7	80782368	80782378	-	0.000	0.000	Merged-chr7-80782374-50
NR9929--MA0742.1.Klf12	chr11	57958372	57958386	-	0.000	0.000	Merged-chr11-57958407-27
NR10917--MA0493.1.Klf1	chr11	79152830	79152840	+	0.000	0.000	Merged-chr11-79152860-26
NR51273--MA0493.1.Klf1	chr5	149604967	149604977	+	0.000	0.000	Merged-chr5-149605038-10
NR7357--MA0599.1.KLF5	chr10	94942958	94942967	+	0.000	0.000	Merged-chr10-94942923-6
NR24777--MA0742.1.Klf12	chr16	64800651	64800665	+	0.000	0.000	Merged-chr16-64800516-42
NR39224--MA0493.1.Klf1	chr3	68784296	68784306	-	0.000	0.000	Merged-chr3-68784168-43
NR7123--MA1107.1.KLF9	chr10	88428302	88428314	-	0.000	0.000	Merged-chr10-88428108-41
NR16900--MA0039.3.KLF4	chr13	67378343	67378353	-	0.000	0.000	Merged-chr13-67378314-6
NR26501--MA1107.1.KLF9	chr17	25583845	25583857	+	0.000	0.000	Merged-chr17-25583989-33
NR27379--MA0740.1.KLF14	chr17	44569345	44569358	+	0.000	0.000	Merged-chr17-44569444-63
NR39237--MA1107.1.KLF9	chr3	68784319	68784331	-	0.000	0.000	Merged-chr3-68784168-43
NR52950--MA0599.1.KLF5	chr6	87542250	87542259	-	0.000	0.000	Merged-chr6-87542145-24
NR51183--MA1107.1.KLF9	chr5	148489494	148489506	-	0.000	0.000	Merged-chr5-148489625-52
NR48519--MA0599.1.KLF5	chr5	93152193	93152202	-	0.000	0.000	Merged-chr5-93152431-86
NR9537--MA0599.1.KLF5	chr11	46454881	46454890	-	0.000	0.000	Merged-chr11-46454823-30
NR8535--MA0039.3.KLF4	chr10	127141096	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR37622--MA0493.1.Klf1	chr2	166610540	166610550	+	0.000	0.000	Merged-chr2-166610595-30
NR48764--MA1107.1.KLF9	chr5	100572395	100572407	-	0.000	0.000	Merged-chr5-100572278-24
NR40369--MA0657.1.KLF13	chr3	107828155	107828172	+	0.000	0.000	Merged-chr3-107828043-26
NR37236--MA0741.1.KLF16	chr2	158105825	158105835	-	0.000	0.000	Merged-chr2-158105775-9
NR362--MA0742.1.Klf12	chr1	37286802	37286816	-	0.000	0.000	Merged-chr1-37286924-34
NR59087--MA0740.1.KLF14	chr7	128555755	128555768	-	0.000	0.000	Merged-chr7-128555863-14
NR64623--MA0740.1.KLF14	chr9	66158204	66158217	+	0.000	0.000	Merged-chr9-66158396-48
NR56616--MA0599.1.KLF5	chr7	45771258	45771267	+	0.000	0.000	Merged-chr7-45771241-24
NR14879--MA0599.1.KLF5	chr12	104999355	104999364	+	0.000	0.000	Merged-chr12-104999417-2
NR18780--MA0039.3.KLF4	chr14	25161934	25161944	+	0.000	0.000	Merged-chr14-25161984-35
NR46917--MA0599.1.KLF5	chr5	21249204	21249213	+	0.000	0.000	Merged-chr5-21249086-19
NR39474--MA0039.3.KLF4	chr3	87266829	87266839	-	0.000	0.000	Merged-chr3-87266700-20
NR21746--MA1107.1.KLF9	chr15	59762260	59762272	+	0.000	0.000	Merged-chr15-59762255-43
NR56517--MA0742.1.Klf12	chr7	45120439	45120453	-	0.000	0.000	Merged-chr7-45120364-12
NR26679--MA0741.1.KLF16	chr17	28488304	28488314	+	0.000	0.000	Merged-chr17-28488439-21
NR24333--MA0741.1.KLF16	chr16	35984020	35984030	-	0.000	0.000	Merged-chr16-35984000-4
NR29207--MA1107.1.KLF9	chr18	23733801	23733813	+	0.000	0.000	Merged-chr18-23733972-8
NR19849--MA0741.1.KLF16	chr14	67911769	67911779	-	0.000	0.000	Merged-chr14-67911920-26
NR53966--MA0657.1.KLF13	chr6	125067853	125067870	-	0.000	0.000	Merged-chr6-125067765-41
NR16802--MA0039.3.KLF4	chr13	63189528	63189538	-	0.000	0.000	Merged-chr13-63189715-33
NR62532--MA1107.1.KLF9	chr8	117052549	117052561	-	0.000	0.000	Merged-chr8-117052612-3
NR16037--MA1107.1.KLF9	chr13	37403751	37403763	-	0.000	0.000	Merged-chr13-37403815-12
NR35465--MA0493.1.Klf1	chr2	103658762	103658772	-	0.000	0.000	Merged-chr2-103658723-12
NR7389--MA0599.1.KLF5	chr10	95299983	95299992	-	0.000	0.000	Merged-chr10-95299831-73
NR37210--MA1107.1.KLF9	chr2	157148000	157148012	-	0.000	0.000	Merged-chr2-157147783-53
NR24153--MA0599.1.KLF5	chr16	29776000	29776009	-	0.000	0.000	Merged-chr16-29776043-7
NR48500--MA0741.1.KLF16	chr5	92967506	92967516	+	0.000	0.000	Merged-chr5-92967427-8
NR38967--MA1107.1.KLF9	chr3	52297521	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR58687--MA0039.3.KLF4	chr7	122317173	122317183	+	0.000	0.000	Merged-chr7-122317075-24
NR52919--MA0493.1.Klf1	chr6	86607664	86607674	-	0.000	0.000	Merged-chr6-86607706-49
NR58339--MA0493.1.Klf1	chr7	114356566	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR53563--MA0742.1.Klf12	chr6	114660203	114660217	+	0.000	0.000	Merged-chr6-114660280-61
NR56518--MA0599.1.KLF5	chr7	45120443	45120452	-	0.000	0.000	Merged-chr7-45120364-12
NR12247--MA0493.1.Klf1	chr11	108268680	108268690	+	0.000	0.000	Merged-chr11-108268786-21
NR41266--MA0493.1.Klf1	chr3	136556601	136556611	-	0.000	0.000	Merged-chr3-136556627-33
NR24456--MA0039.3.KLF4	chr16	44362193	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR59679--MA1107.1.KLF9	chr7	142396756	142396768	-	0.000	0.000	Merged-chr7-142396800-18
NR57751--MA0599.1.KLF5	chr7	98797415	98797424	-	0.000	0.000	Merged-chr7-98797577-28
NR58338--MA0039.3.KLF4	chr7	114356564	114356574	-	0.000	0.000	Merged-chr7-114356592-29
NR59674--MA0039.3.KLF4	chr7	142354083	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR65448--MA0039.3.KLF4	chr9	95959964	95959974	-	0.000	0.000	Merged-chr9-95959798-44
NR62453--MA0599.1.KLF5	chr8	115276531	115276540	+	0.000	0.000	Merged-chr8-115276533-28
NR34094--MA0599.1.KLF5	chr2	44345446	44345455	-	0.000	0.000	Merged-chr2-44345197-78
NR34976--MA0599.1.KLF5	chr2	79065516	79065525	+	0.000	0.000	Merged-chr2-79065510-16
NR14350--MA1107.1.KLF9	chr12	86310092	86310104	+	0.000	0.000	Merged-chr12-86310059-67
NR10514--MA0039.3.KLF4	chr11	70597422	70597432	-	0.000	0.000	Merged-chr11-70597550-26
NR59143--MA0599.1.KLF5	chr7	130369602	130369611	-	0.000	0.000	Merged-chr7-130369779-7
NR320--MA0742.1.Klf12	chr1	36274541	36274555	+	0.000	0.000	Merged-chr1-36274584-22
NR26681--MA1107.1.KLF9	chr17	28488303	28488315	+	0.000	0.000	Merged-chr17-28488439-21
NR40555--MA0741.1.KLF16	chr3	116434983	116434993	-	0.000	0.000	Merged-chr3-116434903-21
NR37206--MA1107.1.KLF9	chr2	157147992	157148004	-	0.000	0.000	Merged-chr2-157147783-53
NR24610--MA0599.1.KLF5	chr16	52230262	52230271	-	0.000	0.000	Merged-chr16-52230114-26
NR32665--MA0039.3.KLF4	chr19	56756822	56756832	-	0.000	0.000	Merged-chr19-56756635-43
NR63725--MA0039.3.KLF4	chr9	32510818	32510828	-	0.000	0.000	Merged-chr9-32510800-2
NR29220--MA0741.1.KLF16	chr18	23828650	23828660	-	0.000	0.000	Merged-chr18-23828715-22
NR29379--MA0599.1.KLF5	chr18	34783618	34783627	-	0.000	0.000	Merged-chr18-34783714-45
NR9914--MA0599.1.KLF5	chr11	57660962	57660971	+	0.000	0.000	Merged-chr11-57661002-26
NR51780--MA0493.1.Klf1	chr6	33052043	33052053	+	0.000	0.000	Merged-chr6-33051908-11
NR28317--MA0741.1.KLF16	chr17	74865041	74865051	-	0.000	0.000	Merged-chr17-74864979-18
NR37318--MA1107.1.KLF9	chr2	160657971	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR28171--MA0039.3.KLF4	chr17	71288395	71288405	+	0.000	0.000	Merged-chr17-71288308-17
NR58501--MA0599.1.KLF5	chr7	118499324	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR52297--MA0493.1.Klf1	chr6	54775930	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR37079--MA0741.1.KLF16	chr2	154615974	154615984	+	0.000	0.000	Merged-chr2-154615883-15
NR37528--MA0039.3.KLF4	chr2	164828987	164828997	+	0.000	0.000	Merged-chr2-164829091-12
NR40431--MA1107.1.KLF9	chr3	108727621	108727633	-	0.000	0.000	Merged-chr3-108727524-22
NR51891--MA0039.3.KLF4	chr6	38669824	38669834	+	0.000	0.000	Merged-chr6-38669877-14
NR63748--MA1107.1.KLF9	chr9	32740969	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR24067--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR20107--MA0741.1.KLF16	chr14	75820042	75820052	-	0.000	0.000	Merged-chr14-75819905-19
NR26687--MA0599.1.KLF5	chr17	28590947	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR32040--MA0599.1.KLF5	chr19	38746135	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR30809--MA0493.1.Klf1	chr18	81422631	81422641	+	0.000	0.000	Merged-chr18-81422604-12
NR40110--MA0599.1.KLF5	chr3	101588947	101588956	+	0.000	0.000	Merged-chr3-101588946-10
NR9900--MA0741.1.KLF16	chr11	55131243	55131253	+	0.000	0.000	Merged-chr11-55131266-10
NR3051--MA0039.3.KLF4	chr1	159812995	159813005	-	0.000	0.000	Merged-chr1-159812982-41
NR36170--MA1107.1.KLF9	chr2	128157054	128157066	-	0.000	0.000	Merged-chr2-128156895-3
NR18916--MA1107.1.KLF9	chr14	30827014	30827026	-	0.000	0.000	Merged-chr14-30826905-18
NR60286--MA1107.1.KLF9	chr8	25059855	25059867	+	0.000	0.000	Merged-chr8-25059963-13
NR43410--MA0742.1.Klf12	chr4	62661628	62661642	-	0.000	0.000	Merged-chr4-62661511-68
NR28653--MA0742.1.Klf12	chr17	84368864	84368878	-	0.000	0.000	Merged-chr17-84368765-10
NR27889--MA0599.1.KLF5	chr17	56906551	56906560	-	0.000	0.000	Merged-chr17-56906416-18
NR8107--MA0741.1.KLF16	chr10	119031178	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR32464--MA0741.1.KLF16	chr19	47829048	47829058	-	0.000	0.000	Merged-chr19-47829109-19
NR24328--MA0657.1.KLF13	chr16	35984015	35984032	-	0.000	0.000	Merged-chr16-35984000-4
NR48505--MA0741.1.KLF16	chr5	92967511	92967521	+	0.000	0.000	Merged-chr5-92967427-8
NR35067--MA1107.1.KLF9	chr2	84779333	84779345	-	0.000	0.000	Merged-chr2-84779489-49
NR65965--MA0599.1.KLF5	chr9	107551418	107551427	+	0.000	0.000	Merged-chr9-107551360-55
NR33335--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR6899--MA0740.1.KLF14	chr10	83722732	83722745	+	0.000	0.000	Merged-chr10-83722684-72
NR13128--MA0741.1.KLF16	chr12	8829812	8829822	-	0.000	0.000	Merged-chr12-8829730-25
NR27888--MA1107.1.KLF9	chr17	56905171	56905183	+	0.000	0.000	Merged-chr17-56905051-10
NR36185--MA0741.1.KLF16	chr2	128392472	128392482	+	0.000	0.000	Merged-chr2-128392502-21
NR18913--MA0741.1.KLF16	chr14	30827011	30827021	-	0.000	0.000	Merged-chr14-30826905-18
NR57522--MA0039.3.KLF4	chr7	90355557	90355567	-	0.000	0.000	Merged-chr7-90355618-52
NR39440--MA1107.1.KLF9	chr3	84772123	84772135	-	0.000	0.000	Merged-chr3-84772067-31
NR9904--MA0039.3.KLF4	chr11	55131275	55131285	+	0.000	0.000	Merged-chr11-55131266-10
NR52673--MA1107.1.KLF9	chr6	72957838	72957850	-	0.000	0.000	Merged-chr6-72957924-4
NR40101--MA0493.1.Klf1	chr3	101570876	101570886	-	0.000	0.000	Merged-chr3-101570775-35
NR683--MA1107.1.KLF9	chr1	52578406	52578418	+	0.000	0.000	Merged-chr1-52578518-39
