#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR44345--MA1107.1.KLF9	chr3	146004978	146004990	-	0.000	0.000	Merged-chr3-146004832-23
NR41029--MA0741.1.KLF16	chr3	27463049	27463059	-	0.000	0.000	Merged-chr3-27462923-28
NR49903--MA0599.1.KLF5	chr5	24344665	24344674	+	0.000	0.000	Merged-chr5-24344705-18
NR12653--MA0599.1.KLF5	chr11	115185225	115185234	-	0.000	0.000	Merged-chr11-115185164-10
NR12652--MA1107.1.KLF9	chr11	115185184	115185196	-	0.000	0.000	Merged-chr11-115185164-10
NR16565--MA0599.1.KLF5	chr13	30186460	30186469	-	0.000	0.000	Merged-chr13-30186492-12
NR27011--MA0741.1.KLF16	chr16	59471756	59471766	-	0.000	0.000	Merged-chr16-59471923-61
NR32248--MA0493.1.Klf1	chr18	41753031	41753041	-	0.000	0.000	Merged-chr18-41752958-32
NR32074--MA0599.1.KLF5	chr18	35830174	35830183	+	0.000	0.000	Merged-chr18-35830192-19
NR53514--MA0039.3.KLF4	chr5	139368001	139368011	-	0.000	0.000	Merged-chr5-139368071-16
NR7834--MA0741.1.KLF16	chr10	84440704	84440714	+	0.000	0.000	Merged-chr10-84440807-71
NR22468--MA1107.1.KLF9	chr14	121354112	121354124	+	0.000	0.000	Merged-chr14-121354142-24
NR57020--MA0599.1.KLF5	chr6	125260338	125260347	-	0.000	0.000	Merged-chr6-125260143-17
NR32078--MA0741.1.KLF16	chr18	35830184	35830194	+	0.000	0.000	Merged-chr18-35830192-19
NR803--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR21249--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR66962--MA0741.1.KLF16	chr9	70584851	70584861	+	0.000	0.000	Merged-chr9-70584670-22
NR8647--MA1107.1.KLF9	chr10	110952128	110952140	+	0.000	0.000	Merged-chr10-110952029-21
NR51000--MA0740.1.KLF14	chr5	66618858	66618871	-	0.000	0.000	Merged-chr5-66618614-86
NR42883--MA0493.1.Klf1	chr3	100582915	100582925	-	0.000	0.000	Merged-chr3-100582913-18
NR16576--MA0741.1.KLF16	chr13	30186557	30186567	-	0.000	0.000	Merged-chr13-30186492-12
NR16466--MA1107.1.KLF9	chr13	24547213	24547225	-	0.000	0.000	Merged-chr13-24547194-39
NR65645--MA0741.1.KLF16	chr9	13536880	13536890	+	0.000	0.000	Merged-chr9-13536890-20
NR35944--MA0741.1.KLF16	chr2	30119883	30119893	+	0.000	0.000	Merged-chr2-30119999-30
NR16578--MA1107.1.KLF9	chr13	30186558	30186570	-	0.000	0.000	Merged-chr13-30186492-12
NR42891--MA0039.3.KLF4	chr3	101066374	101066384	-	0.000	0.000	Merged-chr3-101066330-34
NR41024--MA0599.1.KLF5	chr3	27463045	27463054	-	0.000	0.000	Merged-chr3-27462923-28
NR59507--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR24478--MA0740.1.KLF14	chr15	81035466	81035479	+	0.000	0.000	Merged-chr15-81035445-15
NR26650--MA0599.1.KLF5	chr16	44875296	44875305	+	0.000	0.000	Merged-chr16-44875362-12
NR49904--MA0741.1.KLF16	chr5	24344665	24344675	+	0.000	0.000	Merged-chr5-24344705-18
NR53109--MA0599.1.KLF5	chr5	134234522	134234531	+	0.000	0.000	Merged-chr5-134234445-9
NR63053--MA1107.1.KLF9	chr8	45934775	45934787	+	0.000	0.000	Merged-chr8-45934835-41
NR63935--MA1107.1.KLF9	chr8	77383805	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR62882--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR38953--MA1107.1.KLF9	chr2	135824066	135824078	-	0.000	0.000	Merged-chr2-135823878-14
NR67556--MA0741.1.KLF16	chr9	94607630	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR5069--MA1107.1.KLF9	chr1	193146636	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR57569--MA0740.1.KLF14	chr6	140684616	140684629	+	0.000	0.000	Merged-chr6-140684445-39
NR50979--MA0741.1.KLF16	chr5	65889195	65889205	+	0.000	0.000	Merged-chr5-65889163-36
NR10397--MA0039.3.KLF4	chr11	35283350	35283360	-	0.000	0.000	Merged-chr11-35283251-26
NR8013--MA0599.1.KLF5	chr10	90981794	90981803	-	0.000	0.000	Merged-chr10-90981841-14
NR47308--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR36130--MA0599.1.KLF5	chr2	32727638	32727647	-	0.000	0.000	Merged-chr2-32727599-14
NR60804--MA0741.1.KLF16	chr7	101970559	101970569	+	0.000	0.000	Merged-chr7-101970646-136
NR14761--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR63932--MA0742.1.Klf12	chr8	77383805	77383819	+	0.000	0.000	Merged-chr8-77383968-15
NR1199--MA0599.1.KLF5	chr1	59912744	59912753	+	0.000	0.000	Merged-chr1-59912549-1
NR10399--MA0741.1.KLF16	chr11	35283366	35283376	-	0.000	0.000	Merged-chr11-35283251-26
NR40629--MA0599.1.KLF5	chr3	9500017	9500026	-	0.000	0.000	Merged-chr3-9499976-58
NR7385--MA0741.1.KLF16	chr10	78399397	78399407	+	0.000	0.000	Merged-chr10-78399498-14
NR33505--MA0493.1.Klf1	chr18	82532270	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR35278--MA0599.1.KLF5	chr2	9986365	9986374	-	0.000	0.000	Merged-chr2-9986324-23
NR40865--MA1107.1.KLF9	chr3	21955870	21955882	-	0.000	0.000	Merged-chr3-21955906-3
NR46070--MA1107.1.KLF9	chr4	47011205	47011217	-	0.000	0.000	Merged-chr4-47011023-46
NR32073--MA0740.1.KLF14	chr18	35830178	35830191	+	0.000	0.000	Merged-chr18-35830192-19
NR35175--MA0599.1.KLF5	chr2	6622319	6622328	-	0.000	0.000	Merged-chr2-6622331-33
NR24713--MA0599.1.KLF5	chr15	85042838	85042847	+	0.000	0.000	Merged-chr15-85042702-72
NR51243--MA0742.1.Klf12	chr5	74704611	74704625	+	0.000	0.000	Merged-chr5-74704453-70
NR62765--MA0039.3.KLF4	chr8	34397967	34397977	-	0.000	0.000	Merged-chr8-34397971-66
NR44456--MA0599.1.KLF5	chr3	148844366	148844375	-	0.000	0.000	Merged-chr3-148844306-23
NR46065--MA0741.1.KLF16	chr4	47011202	47011212	-	0.000	0.000	Merged-chr4-47011023-46
NR54592--MA0741.1.KLF16	chr6	28878194	28878204	-	0.000	0.000	Merged-chr6-28878211-33
NR61727--MA0740.1.KLF14	chr7	136894457	136894470	+	0.000	0.000	Merged-chr7-136894538-85
NR69207--MA0741.1.KLF16	chrX	104857309	104857319	+	0.000	0.000	Merged-chrX-104857124-25
NR39660--MA0599.1.KLF5	chr2	160367182	160367191	-	0.000	0.000	Merged-chr2-160367322-62
NR62771--MA0741.1.KLF16	chr8	34398002	34398012	+	0.000	0.000	Merged-chr8-34397971-66
NR65382--MA0740.1.KLF14	chr8	125558862	125558875	+	0.000	0.000	Merged-chr8-125558804-33
NR9913--MA1107.1.KLF9	chr11	16558807	16558819	-	0.000	0.000	Merged-chr11-16558983-1
NR21250--MA1107.1.KLF9	chr14	69774963	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR41642--MA1107.1.KLF9	chr3	51701526	51701538	+	0.000	0.000	Merged-chr3-51701450-64
NR53365--MA0740.1.KLF14	chr5	137103431	137103444	-	0.000	0.000	Merged-chr5-137103369-20
NR69653--MA0599.1.KLF5	chrX	166329054	166329063	-	0.000	0.000	Merged-chrX-166329162-24
NR52304--MA0741.1.KLF16	chr5	113873334	113873344	-	0.000	0.000	Merged-chr5-113873174-24
NR61728--MA0657.1.KLF13	chr7	136894456	136894473	+	0.000	0.000	Merged-chr7-136894538-85
NR16465--MA0741.1.KLF16	chr13	24547220	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR41326--MA0599.1.KLF5	chr3	37724540	37724549	-	0.000	0.000	Merged-chr3-37724672-60
NR40334--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR65383--MA0657.1.KLF13	chr8	125558861	125558878	+	0.000	0.000	Merged-chr8-125558804-33
NR12651--MA0493.1.Klf1	chr11	115185186	115185196	-	0.000	0.000	Merged-chr11-115185164-10
NR27003--MA0740.1.KLF14	chr16	59471754	59471767	-	0.000	0.000	Merged-chr16-59471923-61
NR16574--MA0741.1.KLF16	chr13	30186555	30186565	-	0.000	0.000	Merged-chr13-30186492-12
NR14760--MA0742.1.Klf12	chr12	82166460	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR40008--MA0599.1.KLF5	chr2	168741484	168741493	+	0.000	0.000	Merged-chr2-168741453-11
NR52298--MA0741.1.KLF16	chr5	113873328	113873338	-	0.000	0.000	Merged-chr5-113873174-24
NR12507--MA0039.3.KLF4	chr11	108334630	108334640	+	0.000	0.000	Merged-chr11-108334513-21
NR10396--MA0599.1.KLF5	chr11	35283367	35283376	-	0.000	0.000	Merged-chr11-35283251-26
NR12420--MA0740.1.KLF14	chr11	106057115	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR40007--MA1107.1.KLF9	chr2	168741429	168741441	+	0.000	0.000	Merged-chr2-168741453-11
NR18809--MA0741.1.KLF16	chr13	104622035	104622045	-	0.000	0.000	Merged-chr13-104621850-17
NR66354--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR16571--MA0039.3.KLF4	chr13	30186517	30186527	+	0.000	0.000	Merged-chr13-30186492-12
NR22467--MA0741.1.KLF16	chr14	121354113	121354123	+	0.000	0.000	Merged-chr14-121354142-24
NR40004--MA0742.1.Klf12	chr2	168741429	168741443	+	0.000	0.000	Merged-chr2-168741453-11
