#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR11308--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR8205--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR4305--MA0511.2.RUNX2	chr16	17695011	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR4762--MA0511.2.RUNX2	chr17	5748187	5748195	+	0.000	0.000	Merged-chr17-5748141-46
NR2211--MA0511.2.RUNX2	chr11	117872036	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR6346--MA0511.2.RUNX2	chr2	117399617	117399625	+	0.000	0.000	Merged-chr2-117399695-40
NR2159--MA0002.2.RUNX1	chr11	113174357	113174367	-	0.000	0.000	Merged-chr11-113174221-33
NR4444--MA0684.1.RUNX3	chr16	44727664	44727673	-	0.000	0.000	Merged-chr16-44727692-16
NR2559--MA0684.1.RUNX3	chr12	98601153	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR8370--MA0684.1.RUNX3	chr5	105010567	105010576	+	0.000	0.000	Merged-chr5-105010527-49
NR4328--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR4884--MA0511.2.RUNX2	chr17	27323200	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR8049--MA0002.2.RUNX1	chr5	8075408	8075418	-	0.000	0.000	Merged-chr5-8075370-38
NR9680--MA0002.2.RUNX1	chr7	75596252	75596262	+	0.000	0.000	Merged-chr7-75596193-49
NR3421--MA0002.2.RUNX1	chr14	47740831	47740841	-	0.000	0.000	Merged-chr14-47740703-52
NR6335--MA0002.2.RUNX1	chr2	114873176	114873186	-	0.000	0.000	Merged-chr2-114873203-5
NR4327--MA0684.1.RUNX3	chr16	23144425	23144434	-	0.000	0.000	Merged-chr16-23144552-50
NR6606--MA0002.2.RUNX1	chr2	164041119	164041129	-	0.000	0.000	Merged-chr2-164041176-18
NR8637--MA0511.2.RUNX2	chr5	143038780	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR2627--MA0002.2.RUNX1	chr12	105971344	105971354	+	0.000	0.000	Merged-chr12-105971370-23
NR4416--MA0002.2.RUNX1	chr16	37094321	37094331	+	0.000	0.000	Merged-chr16-37094405-73
NR628--MA0511.2.RUNX2	chr1	161396534	161396542	-	0.000	0.000	Merged-chr1-161396646-31
NR5680--MA0002.2.RUNX1	chr19	14588394	14588404	-	0.000	0.000	Merged-chr19-14588447-32
NR3751--MA0511.2.RUNX2	chr14	121846234	121846242	-	0.000	0.000	Merged-chr14-121846246-16
NR2229--MA0511.2.RUNX2	chr11	119476192	119476200	-	0.000	0.000	Merged-chr11-119476184-7
NR11478--MA0002.2.RUNX1	chrX	142380056	142380066	-	0.000	0.000	Merged-chrX-142380077-38
NR7915--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR7230--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR4376--MA0002.2.RUNX1	chr16	31149068	31149078	-	0.000	0.000	Merged-chr16-31149070-8
NR11077--MA0002.2.RUNX1	chr9	92274608	92274618	+	0.000	0.000	Merged-chr9-92274591-56
NR5711--MA0684.1.RUNX3	chr19	21771765	21771774	+	0.000	0.000	Merged-chr19-21771815-24
NR11205--MA0002.2.RUNX1	chr9	114613237	114613247	-	0.000	0.000	Merged-chr9-114613191-38
NR1732--MA0684.1.RUNX3	chr11	54188040	54188049	-	0.000	0.000	Merged-chr11-54188081-11
NR4183--MA0511.2.RUNX2	chr15	99065734	99065742	-	0.000	0.000	Merged-chr15-99065640-20
NR7732--MA0002.2.RUNX1	chr4	111455963	111455973	+	0.000	0.000	Merged-chr4-111456023-24
NR5803--MA0511.2.RUNX2	chr19	40267494	40267502	+	0.000	0.000	Merged-chr19-40267576-38
NR11076--MA0684.1.RUNX3	chr9	92217819	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR3819--MA0002.2.RUNX1	chr15	12606557	12606567	-	0.000	0.000	Merged-chr15-12606518-21
NR7570--MA0002.2.RUNX1	chr4	59790005	59790015	+	0.000	0.000	Merged-chr4-59790006-29
NR11012--MA0511.2.RUNX2	chr9	83564266	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR8698--MA0511.2.RUNX2	chr5	149641833	149641841	-	0.000	0.000	Merged-chr5-149641711-30
NR1854--MA0684.1.RUNX3	chr11	75878726	75878735	+	0.000	0.000	Merged-chr11-75878686-10
NR6382--MA0684.1.RUNX3	chr2	124732845	124732854	+	0.000	0.000	Merged-chr2-124732800-44
NR4768--MA0684.1.RUNX3	chr17	6154601	6154610	-	0.000	0.000	Merged-chr17-6154576-19
NR629--MA0684.1.RUNX3	chr1	161396533	161396542	-	0.000	0.000	Merged-chr1-161396646-31
NR3971--MA0002.2.RUNX1	chr15	64192796	64192806	-	0.000	0.000	Merged-chr15-64192878-29
NR10292--MA0002.2.RUNX1	chr8	64805451	64805461	+	0.000	0.000	Merged-chr8-64805470-51
NR166--MA0511.2.RUNX2	chr1	54421901	54421909	+	0.000	0.000	Merged-chr1-54421982-33
NR6113--MA0511.2.RUNX2	chr2	53067469	53067477	+	0.000	0.000	Merged-chr2-53067376-9
NR9934--MA0684.1.RUNX3	chr7	121059761	121059770	+	0.000	0.000	Merged-chr7-121059708-48
NR8045--MA0511.2.RUNX2	chr5	7829817	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR910--MA0002.2.RUNX1	chr10	5448546	5448556	+	0.000	0.000	Merged-chr10-5448562-35
NR1781--MA0002.2.RUNX1	chr11	61564313	61564323	-	0.000	0.000	Merged-chr11-61564144-31
NR337--MA0684.1.RUNX3	chr1	87637246	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR9593--MA0511.2.RUNX2	chr7	55890220	55890228	-	0.000	0.000	Merged-chr7-55890160-26
NR2527--MA0511.2.RUNX2	chr12	89719331	89719339	-	0.000	0.000	Merged-chr12-89719457-81
NR1032--MA0002.2.RUNX1	chr10	34118015	34118025	-	0.000	0.000	Merged-chr10-34117997-36
NR10303--MA0002.2.RUNX1	chr8	68112373	68112383	-	0.000	0.000	Merged-chr8-68112424-37
NR2981--MA0002.2.RUNX1	chr13	49241419	49241429	-	0.000	0.000	Merged-chr13-49241430-9
NR10432--MA0684.1.RUNX3	chr8	94633719	94633728	-	0.000	0.000	Merged-chr8-94633712-19
NR2318--MA0684.1.RUNX3	chr12	25784513	25784522	+	0.000	0.000	Merged-chr12-25784585-45
NR1921--MA0684.1.RUNX3	chr11	83828988	83828997	+	0.000	0.000	Merged-chr11-83828814-21
NR883--MA0002.2.RUNX1	chr1	192510654	192510664	-	0.000	0.000	Merged-chr1-192510804-31
NR10250--MA0002.2.RUNX1	chr8	40584798	40584808	-	0.000	0.000	Merged-chr8-40584789-43
NR4438--MA0511.2.RUNX2	chr16	44305855	44305863	-	0.000	0.000	Merged-chr16-44305871-15
NR11013--MA0684.1.RUNX3	chr9	83564265	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR1263--MA0002.2.RUNX1	chr10	84678705	84678715	+	0.000	0.000	Merged-chr10-84678816-22
NR11073--MA0511.2.RUNX2	chr9	92217820	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR6005--MA0684.1.RUNX3	chr2	21222924	21222933	+	0.000	0.000	Merged-chr2-21222970-39
NR8159--MA0511.2.RUNX2	chr5	38566699	38566707	+	0.000	0.000	Merged-chr5-38566846-14
NR4799--MA0511.2.RUNX2	chr17	12513612	12513620	-	0.000	0.000	Merged-chr17-12513699-7
NR9886--MA0684.1.RUNX3	chr7	115501799	115501808	-	0.000	0.000	Merged-chr7-115501823-28
NR1481--MA0002.2.RUNX1	chr10	121382802	121382812	+	0.000	0.000	Merged-chr10-121382753-17
NR9472--MA0684.1.RUNX3	chr7	16535908	16535917	-	0.000	0.000	Merged-chr7-16535889-17
NR9743--MA0684.1.RUNX3	chr7	88459938	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR5512--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR1927--MA0002.2.RUNX1	chr11	85384533	85384543	+	0.000	0.000	Merged-chr11-85384605-20
NR5681--MA0511.2.RUNX2	chr19	14805366	14805374	-	0.000	0.000	Merged-chr19-14805435-8
NR3845--MA0684.1.RUNX3	chr15	31440251	31440260	-	0.000	0.000	Merged-chr15-31440136-19
NR861--MA0684.1.RUNX3	chr1	191152559	191152568	-	0.000	0.000	Merged-chr1-191152485-1
NR8439--MA0684.1.RUNX3	chr5	112273145	112273154	+	0.000	0.000	Merged-chr5-112273170-1
NR3683--MA0684.1.RUNX3	chr14	101480705	101480714	+	0.000	0.000	Merged-chr14-101480860-35
NR7023--MA0002.2.RUNX1	chr3	105133261	105133271	+	0.000	0.000	Merged-chr3-105133189-20
NR7850--MA0511.2.RUNX2	chr4	134059083	134059091	+	0.000	0.000	Merged-chr4-134059039-2
NR3663--MA0002.2.RUNX1	chr14	79591223	79591233	-	0.000	0.000	Merged-chr14-79591332-25
NR745--MA0002.2.RUNX1	chr1	176939894	176939904	+	0.000	0.000	Merged-chr1-176939939-16
NR4377--MA0511.2.RUNX2	chr16	31205790	31205798	-	0.000	0.000	Merged-chr16-31205914-4
NR3328--MA0002.2.RUNX1	chr13	119681333	119681343	+	0.000	0.000	Merged-chr13-119681376-28
NR10601--MA0002.2.RUNX1	chr8	124509283	124509293	+	0.000	0.000	Merged-chr8-124509346-29
NR1377--MA0002.2.RUNX1	chr10	100543023	100543033	-	0.000	0.000	Merged-chr10-100543140-30
NR4439--MA0684.1.RUNX3	chr16	44305854	44305863	-	0.000	0.000	Merged-chr16-44305871-15
NR1092--MA0684.1.RUNX3	chr10	44679956	44679965	-	0.000	0.000	Merged-chr10-44679817-10
NR3122--MA0511.2.RUNX2	chr13	89670127	89670135	+	0.000	0.000	Merged-chr13-89670013-3
NR3771--MA0684.1.RUNX3	chr14	123015904	123015913	+	0.000	0.000	Merged-chr14-123015903-11
NR10905--MA0684.1.RUNX3	chr9	66492529	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR90--MA0684.1.RUNX3	chr1	39205207	39205216	-	0.000	0.000	Merged-chr1-39205202-13
NR2673--MA0002.2.RUNX1	chr12	110939541	110939551	-	0.000	0.000	Merged-chr12-110939619-21
NR5193--MA0684.1.RUNX3	chr17	86184914	86184923	-	0.000	0.000	Merged-chr17-86185009-23
NR5735--MA0684.1.RUNX3	chr19	29185720	29185729	-	0.000	0.000	Merged-chr19-29185697-46
NR8126--MA0684.1.RUNX3	chr5	31831715	31831724	+	0.000	0.000	Merged-chr5-31831785-25
NR3241--MA0002.2.RUNX1	chr13	108100837	108100847	+	0.000	0.000	Merged-chr13-108100820-31
