#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR64989--MA0599.1.KLF5	chr8	117548648	117548657	-	0.000	0.000	Merged-chr8-117548585-70
NR67125--MA1107.1.KLF9	chr9	78074221	78074233	+	0.000	0.000	Merged-chr9-78074095-46
NR61043--MA0493.1.Klf1	chr7	110956663	110956673	-	0.000	0.000	Merged-chr7-110956692-58
NR17327--MA0741.1.KLF16	chr13	63189567	63189577	-	0.000	0.000	Merged-chr13-63189715-33
NR15354--MA0493.1.Klf1	chr12	103116815	103116825	+	0.000	0.000	Merged-chr12-103116842-39
NR8199--MA1107.1.KLF9	chr10	96325406	96325418	-	0.000	0.000	Merged-chr10-96325497-34
NR26800--MA0039.3.KLF4	chr16	52374390	52374400	+	0.000	0.000	Merged-chr16-52374285-15
NR27102--MA0039.3.KLF4	chr16	64800653	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR60562--MA0741.1.KLF16	chr7	92420558	92420568	-	0.000	0.000	Merged-chr7-92420666-38
NR8648--MA0599.1.KLF5	chr10	111031824	111031833	+	0.000	0.000	Merged-chr10-111031729-43
NR18875--MA0599.1.KLF5	chr13	107095397	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR27404--MA0741.1.KLF16	chr16	75920944	75920954	+	0.000	0.000	Merged-chr16-75921068-56
NR20055--MA0039.3.KLF4	chr14	25161934	25161944	+	0.000	0.000	Merged-chr14-25161984-35
NR29856--MA0493.1.Klf1	chr17	50071709	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR30584--MA0599.1.KLF5	chr17	73869465	73869474	+	0.000	0.000	Merged-chr17-73869364-53
NR12616--MA0741.1.KLF16	chr11	113802542	113802552	-	0.000	0.000	Merged-chr11-113802652-27
NR50078--MA0740.1.KLF14	chr5	28269889	28269902	-	0.000	0.000	Merged-chr5-28269924-54
NR25161--MA0741.1.KLF16	chr15	96497805	96497815	-	0.000	0.000	Merged-chr15-96497899-21
NR6495--MA0493.1.Klf1	chr10	53461610	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR27909--MA1107.1.KLF9	chr16	93552872	93552884	-	0.000	0.000	Merged-chr16-93552984-42
NR68270--MA0493.1.Klf1	chr9	119453529	119453539	-	0.000	0.000	Merged-chr9-119453486-15
NR25098--MA1107.1.KLF9	chr15	93913431	93913443	-	0.000	0.000	Merged-chr15-93913565-49
NR44149--MA0039.3.KLF4	chr3	142892190	142892200	-	0.000	0.000	Merged-chr3-142892335-19
NR13551--MA0493.1.Klf1	chr12	25247232	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR10761--MA0599.1.KLF5	chr11	57660962	57660971	+	0.000	0.000	Merged-chr11-57661002-26
NR29226--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR21195--MA0741.1.KLF16	chr14	66196441	66196451	+	0.000	0.000	Merged-chr14-66196468-7
NR27100--MA0742.1.Klf12	chr16	64800651	64800665	+	0.000	0.000	Merged-chr16-64800516-42
NR34258--MA1107.1.KLF9	chr19	27967778	27967790	+	0.000	0.000	Merged-chr19-27967760-35
NR36876--MA0039.3.KLF4	chr2	60845564	60845574	+	0.000	0.000	Merged-chr2-60845573-40
NR64940--MA1107.1.KLF9	chr8	116645533	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR5767--MA0742.1.Klf12	chr10	19506204	19506218	+	0.000	0.000	Merged-chr10-19506242-43
NR27104--MA0741.1.KLF16	chr16	64800652	64800662	+	0.000	0.000	Merged-chr16-64800516-42
NR23814--MA1107.1.KLF9	chr15	60120080	60120092	-	0.000	0.000	Merged-chr15-60120172-38
NR26418--MA0599.1.KLF5	chr16	32434131	32434140	+	0.000	0.000	Merged-chr16-32434269-25
NR18584--MA1107.1.KLF9	chr13	99385055	99385067	-	0.000	0.000	Merged-chr13-99385105-49
NR59098--MA0741.1.KLF16	chr7	31087383	31087393	+	0.000	0.000	Merged-chr7-31087462-13
NR29854--MA0740.1.KLF14	chr17	50071706	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR30920--MA0741.1.KLF16	chr17	84022527	84022537	-	0.000	0.000	Merged-chr17-84022626-28
NR454--MA0741.1.KLF16	chr1	21870789	21870799	+	0.000	0.000	Merged-chr1-21870806-15
NR64860--MA1107.1.KLF9	chr8	111967406	111967418	+	0.000	0.000	Merged-chr8-111967453-22
NR65396--MA0599.1.KLF5	chr8	125725409	125725418	-	0.000	0.000	Merged-chr8-125725496-61
NR3515--MA0740.1.KLF14	chr1	153085240	153085253	-	0.000	0.000	Merged-chr1-153085366-59
NR11543--MA0599.1.KLF5	chr11	79698234	79698243	+	0.000	0.000	Merged-chr11-79698290-25
NR22407--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR12399--MA1107.1.KLF9	chr11	104631539	104631551	-	0.000	0.000	Merged-chr11-104631492-24
NR26799--MA0599.1.KLF5	chr16	52374389	52374398	+	0.000	0.000	Merged-chr16-52374285-15
NR60160--MA0039.3.KLF4	chr7	79249795	79249805	-	0.000	0.000	Merged-chr7-79249720-34
NR27101--MA0599.1.KLF5	chr16	64800652	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR15548--MA1107.1.KLF9	chr12	110506241	110506253	-	0.000	0.000	Merged-chr12-110506270-12
NR19227--MA1107.1.KLF9	chr13	117048310	117048322	-	0.000	0.000	Merged-chr13-117048588-56
NR12398--MA0741.1.KLF16	chr11	104631544	104631554	-	0.000	0.000	Merged-chr11-104631492-24
NR58733--MA1107.1.KLF9	chr7	25647837	25647849	+	0.000	0.000	Merged-chr7-25647877-43
NR22555--MA1107.1.KLF9	chr14	122187049	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR65395--MA0740.1.KLF14	chr8	125725406	125725419	-	0.000	0.000	Merged-chr8-125725496-61
NR7864--MA0493.1.Klf1	chr10	84897308	84897318	+	0.000	0.000	Merged-chr10-84897526-62
NR30458--MA0742.1.Klf12	chr17	71288419	71288433	-	0.000	0.000	Merged-chr17-71288308-17
NR38092--MA0742.1.Klf12	chr2	114136989	114137003	-	0.000	0.000	Merged-chr2-114137020-31
NR12615--MA0493.1.Klf1	chr11	113802537	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR1021--MA0599.1.KLF5	chr1	51572643	51572652	-	0.000	0.000	Merged-chr1-51572755-47
NR61932--MA0493.1.Klf1	chr7	141579225	141579235	-	0.000	0.000	Merged-chr7-141579078-48
NR3516--MA0657.1.KLF13	chr1	153085237	153085254	-	0.000	0.000	Merged-chr1-153085366-59
NR22591--MA1107.1.KLF9	chr14	123162940	123162952	+	0.000	0.000	Merged-chr14-123163033-38
NR55907--MA1107.1.KLF9	chr6	88769885	88769897	-	0.000	0.000	Merged-chr6-88769866-45
NR68241--MA0599.1.KLF5	chr9	118750842	118750851	-	0.000	0.000	Merged-chr9-118750873-69
NR8652--MA0741.1.KLF16	chr10	111031831	111031841	+	0.000	0.000	Merged-chr10-111031729-43
NR59095--MA0599.1.KLF5	chr7	31087376	31087385	+	0.000	0.000	Merged-chr7-31087462-13
NR25097--MA0741.1.KLF16	chr15	93913432	93913442	-	0.000	0.000	Merged-chr15-93913565-49
NR29858--MA1107.1.KLF9	chr17	50071707	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR8654--MA1107.1.KLF9	chr10	111031830	111031842	+	0.000	0.000	Merged-chr10-111031729-43
NR39673--MA0039.3.KLF4	chr2	160471240	160471250	+	0.000	0.000	Merged-chr2-160471164-70
NR8198--MA0493.1.Klf1	chr10	96325408	96325418	-	0.000	0.000	Merged-chr10-96325497-34
NR65069--MA0039.3.KLF4	chr8	120050177	120050187	-	0.000	0.000	Merged-chr8-120050156-23
