#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR5464--MA0089.1.MAFG::NFE2L1	chr17	74864912	74864917	-	0.000	0.000	Merged-chr17-74864979-18
NR2261--MA0089.1.MAFG::NFE2L1	chr11	106165392	106165397	-	0.000	0.000	Merged-chr11-106165537-24
NR11558--MA0496.2.MAFK	chr7	140983130	140983148	+	0.000	0.000	Merged-chr7-140983161-18
NR3343--MA0659.1.MAFG	chr13	75844206	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR8089--MA0089.1.MAFG::NFE2L1	chr3	130571193	130571198	+	0.000	0.000	Merged-chr3-130571110-5
NR7250--MA0117.2.Mafb	chr2	146497710	146497721	-	0.000	0.000	Merged-chr2-146497617-49
NR2470--MA0496.2.MAFK	chr12	12278414	12278432	-	0.000	0.000	Merged-chr12-12278395-37
NR5032--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR7434--MA0089.1.MAFG::NFE2L1	chr2	166740617	166740622	+	0.000	0.000	Merged-chr2-166740656-12
NR12295--MA0591.1.Bach1::Mafk	chr9	43785164	43785178	-	0.000	0.000	Merged-chr9-43784994-20
NR11346--MA0501.1.MAF::NFE2	chr7	115734398	115734412	-	0.000	0.000	Merged-chr7-115734410-28
NR12597--MA0659.1.MAFG	chr9	94441517	94441537	-	0.000	0.000	Merged-chr9-94441414-62
NR8967--MA0089.1.MAFG::NFE2L1	chr4	137603742	137603747	-	0.000	0.000	Merged-chr4-137603877-24
NR4123--MA0591.1.Bach1::Mafk	chr14	121830076	121830090	+	0.000	0.000	Merged-chr14-121830164-49
NR12844--MA0089.1.MAFG::NFE2L1	chrX	13552560	13552565	-	0.000	0.000	Merged-chrX-13552455-23
NR7936--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR6507--MA0591.1.Bach1::Mafk	chr2	34140008	34140022	+	0.000	0.000	Merged-chr2-34139840-30
NR3892--MA0089.1.MAFG::NFE2L1	chr14	67841941	67841946	-	0.000	0.000	Merged-chr14-67841831-15
NR9111--MA0495.2.MAFF	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR5877--MA0089.1.MAFG::NFE2L1	chr18	67248868	67248873	-	0.000	0.000	Merged-chr18-67248991-53
NR509--MA0089.1.MAFG::NFE2L1	chr1	121241330	121241335	-	0.000	0.000	Merged-chr1-121241343-38
NR3124--MA0089.1.MAFG::NFE2L1	chr13	33077203	33077208	-	0.000	0.000	Merged-chr13-33077340-51
NR7374--MA0496.2.MAFK	chr2	160658028	160658046	-	0.000	0.000	Merged-chr2-160657923-30
NR11846--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR12553--MA0089.1.MAFG::NFE2L1	chr9	88520205	88520210	-	0.000	0.000	Merged-chr9-88520347-6
NR3346--MA0496.2.MAFK	chr13	75844207	75844225	+	0.000	0.000	Merged-chr13-75844274-45
NR5775--MA0089.1.MAFG::NFE2L1	chr18	56451900	56451905	+	0.000	0.000	Merged-chr18-56451973-44
NR9113--MA0117.2.Mafb	chr4	150894694	150894705	+	0.000	0.000	Merged-chr4-150894695-19
NR1502--MA0501.1.MAF::NFE2	chr10	88428306	88428320	-	0.000	0.000	Merged-chr10-88428108-41
NR871--MA0089.1.MAFG::NFE2L1	chr1	171629067	171629072	+	0.000	0.000	Merged-chr1-171629248-54
NR1330--MA0117.2.Mafb	chr10	53461297	53461308	+	0.000	0.000	Merged-chr10-53461441-37
NR5497--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR10066--MA0591.1.Bach1::Mafk	chr6	50553488	50553502	+	0.000	0.000	Merged-chr6-50553342-12
NR5101--MA0501.1.MAF::NFE2	chr16	96089707	96089721	-	0.000	0.000	Merged-chr16-96089683-18
NR12625--MA0501.1.MAF::NFE2	chr9	96740568	96740582	+	0.000	0.000	Merged-chr9-96740764-95
NR90--MA0117.2.Mafb	chr1	38884008	38884019	+	0.000	0.000	Merged-chr1-38884000-31
NR9324--MA0089.1.MAFG::NFE2L1	chr5	35818096	35818101	-	0.000	0.000	Merged-chr5-35818089-1
NR9394--MA0495.2.MAFF	chr5	65654024	65654044	-	0.000	0.000	Merged-chr5-65654078-14
NR4489--MA0501.1.MAF::NFE2	chr15	83474201	83474215	+	0.000	0.000	Merged-chr15-83474258-63
NR11055--MA0089.1.MAFG::NFE2L1	chr7	66116121	66116126	-	0.000	0.000	Merged-chr7-66116161-49
NR6221--MA0089.1.MAFG::NFE2L1	chr19	42149791	42149796	-	0.000	0.000	Merged-chr19-42149753-11
NR6857--MA0591.1.Bach1::Mafk	chr2	103632775	103632789	-	0.000	0.000	Merged-chr2-103632734-49
NR11556--MA0495.2.MAFF	chr7	140983129	140983149	+	0.000	0.000	Merged-chr7-140983161-18
NR5697--MA0089.1.MAFG::NFE2L1	chr18	39049066	39049071	+	0.000	0.000	Merged-chr18-39049078-69
NR5236--MA0591.1.Bach1::Mafk	chr17	26572482	26572496	-	0.000	0.000	Merged-chr17-26572396-49
NR2090--MA0089.1.MAFG::NFE2L1	chr11	78865061	78865066	+	0.000	0.000	Merged-chr11-78864936-24
NR12951--MA0089.1.MAFG::NFE2L1	chrX	106704807	106704812	+	0.000	0.000	Merged-chrX-106704745-40
NR12624--MA0591.1.Bach1::Mafk	chr9	96740565	96740579	+	0.000	0.000	Merged-chr9-96740764-95
NR2417--MA0089.1.MAFG::NFE2L1	chr11	121039361	121039366	-	0.000	0.000	Merged-chr11-121039238-62
NR8828--MA0496.2.MAFK	chr4	116700973	116700991	-	0.000	0.000	Merged-chr4-116701085-12
NR4410--MA0591.1.Bach1::Mafk	chr15	77877481	77877495	-	0.000	0.000	Merged-chr15-77877456-21
NR12829--MA0501.1.MAF::NFE2	chr9	123519472	123519486	-	0.000	0.000	Merged-chr9-123519487-45
NR2464--MA0495.2.MAFF	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR12371--MA0089.1.MAFG::NFE2L1	chr9	57577549	57577554	-	0.000	0.000	Merged-chr9-57577523-17
NR8090--MA0089.1.MAFG::NFE2L1	chr3	130571191	130571196	-	0.000	0.000	Merged-chr3-130571110-5
NR5828--MA0495.2.MAFF	chr18	62163115	62163135	-	0.000	0.000	Merged-chr18-62163179-10
NR2490--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR10424--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR11555--MA0089.1.MAFG::NFE2L1	chr7	140981896	140981901	+	0.000	0.000	Merged-chr7-140982058-21
NR5516--MA0089.1.MAFG::NFE2L1	chr17	83846446	83846451	-	0.000	0.000	Merged-chr17-83846499-25
NR829--MA0089.1.MAFG::NFE2L1	chr1	165722907	165722912	-	0.000	0.000	Merged-chr1-165722797-48
NR8026--MA0089.1.MAFG::NFE2L1	chr3	116434961	116434966	+	0.000	0.000	Merged-chr3-116434903-21
NR884--MA0591.1.Bach1::Mafk	chr1	173440987	173441001	+	0.000	0.000	Merged-chr1-173441075-109
NR9117--MA0501.1.MAF::NFE2	chr4	150894694	150894708	-	0.000	0.000	Merged-chr4-150894695-19
NR7368--MA0495.2.MAFF	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR7369--MA0591.1.Bach1::Mafk	chr2	160658030	160658044	-	0.000	0.000	Merged-chr2-160657923-30
NR1708--MA0117.2.Mafb	chr10	118470759	118470770	+	0.000	0.000	Merged-chr10-118470709-40
NR6732--MA0089.1.MAFG::NFE2L1	chr2	79122659	79122664	+	0.000	0.000	Merged-chr2-79122721-3
NR134--MA0089.1.MAFG::NFE2L1	chr1	51572874	51572879	-	0.000	0.000	Merged-chr1-51572755-47
NR1710--MA0501.1.MAF::NFE2	chr10	118470759	118470773	-	0.000	0.000	Merged-chr10-118470709-40
NR221--MA0089.1.MAFG::NFE2L1	chr1	62875856	62875861	-	0.000	0.000	Merged-chr1-62876051-68
NR8366--MA0659.1.MAFG	chr4	6476447	6476467	-	0.000	0.000	Merged-chr4-6476530-28
NR5339--MA0501.1.MAF::NFE2	chr17	47564745	47564759	+	0.000	0.000	Merged-chr17-47564757-20
NR10924--MA0089.1.MAFG::NFE2L1	chr7	28820769	28820774	-	0.000	0.000	Merged-chr7-28820769-1
NR4988--MA0089.1.MAFG::NFE2L1	chr16	87497340	87497345	+	0.000	0.000	Merged-chr16-87497296-12
NR6858--MA0089.1.MAFG::NFE2L1	chr2	103754722	103754727	-	0.000	0.000	Merged-chr2-103754819-28
NR9116--MA0659.1.MAFG	chr4	150894694	150894714	-	0.000	0.000	Merged-chr4-150894695-19
NR1381--MA0089.1.MAFG::NFE2L1	chr10	67662414	67662419	+	0.000	0.000	Merged-chr10-67662488-5
NR5768--MA0117.2.Mafb	chr18	56336425	56336436	-	0.000	0.000	Merged-chr18-56336426-19
NR12598--MA0496.2.MAFK	chr9	94441518	94441536	+	0.000	0.000	Merged-chr9-94441414-62
NR6511--MA0496.2.MAFK	chr2	34140006	34140024	+	0.000	0.000	Merged-chr2-34139840-30
NR12296--MA0659.1.MAFG	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR11088--MA0495.2.MAFF	chr7	74587728	74587748	+	0.000	0.000	Merged-chr7-74587664-21
NR2839--MA0089.1.MAFG::NFE2L1	chr12	107129187	107129192	+	0.000	0.000	Merged-chr12-107129420-39
NR6543--MA0495.2.MAFF	chr2	38536551	38536571	-	0.000	0.000	Merged-chr2-38536477-82
NR10313--MA0591.1.Bach1::Mafk	chr6	99435317	99435331	+	0.000	0.000	Merged-chr6-99435291-39
NR2501--MA0496.2.MAFK	chr12	25211457	25211475	-	0.000	0.000	Merged-chr12-25211568-13
NR3451--MA0089.1.MAFG::NFE2L1	chr13	99148688	99148693	-	0.000	0.000	Merged-chr13-99148566-18
NR6510--MA0501.1.MAF::NFE2	chr2	34140011	34140025	+	0.000	0.000	Merged-chr2-34139840-30
NR2421--MA0591.1.Bach1::Mafk	chr11	121039415	121039429	+	0.000	0.000	Merged-chr11-121039238-62
NR10242--MA0089.1.MAFG::NFE2L1	chr6	87394938	87394943	-	0.000	0.000	Merged-chr6-87395104-19
NR9395--MA0501.1.MAF::NFE2	chr5	65654030	65654044	+	0.000	0.000	Merged-chr5-65654078-14
NR203--MA0591.1.Bach1::Mafk	chr1	61039454	61039468	-	0.000	0.000	Merged-chr1-61039499-28
NR3043--MA0501.1.MAF::NFE2	chr13	6624367	6624381	+	0.000	0.000	Merged-chr13-6624284-1,Merged-chr13-6624539-25
