#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed
NR5241--MA0769.1.Tcf7	chr2	153003057	153003068	+	0.000	0.000	Merged-chr2-153002914-29
NR6792--MA0769.1.Tcf7	chr5	97090319	97090330	+	0.000	0.000	Merged-chr5-97090318-20
NR269--MA0523.1.TCF7L2	chr1	94025609	94025622	+	0.000	0.000	Merged-chr1-94025615-17
NR109--MA1421.1.TCF7L1	chr1	54179463	54179474	+	0.000	0.000	Merged-chr1-54179404-9
NR7627--MA0769.1.Tcf7	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR5488--MA1421.1.TCF7L1	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR3854--MA0769.1.Tcf7	chr17	45342331	45342342	-	0.000	0.000	Merged-chr17-45342322-7
NR5492--MA0769.1.Tcf7	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR3513--MA1421.1.TCF7L1	chr16	45361322	45361333	-	0.000	0.000	Merged-chr16-45361455-26
NR4562--MA0523.1.TCF7L2	chr2	9770951	9770964	+	0.000	0.000	Merged-chr2-9770898-17
NR2648--MA0769.1.Tcf7	chr14	21078625	21078636	-	0.000	0.000	Merged-chr14-21078723-20
NR2433--MA0769.1.Tcf7	chr13	91564911	91564922	+	0.000	0.000	Merged-chr13-91564824-14
NR205--MA0523.1.TCF7L2	chr1	84318772	84318785	+	0.000	0.000	Merged-chr1-84318831-8
NR1003--MA0769.1.Tcf7	chr10	75417904	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR2647--MA0523.1.TCF7L2	chr14	21078623	21078636	-	0.000	0.000	Merged-chr14-21078723-20
NR6928--MA1421.1.TCF7L1	chr5	124907041	124907052	-	0.000	0.000	Merged-chr5-124907107-45
NR5218--MA1421.1.TCF7L1	chr2	150134375	150134386	-	0.000	0.000	Merged-chr2-150134419-14
NR120--MA0769.1.Tcf7	chr1	57952719	57952730	+	0.000	0.000	Merged-chr1-57952740-16
NR3235--MA0523.1.TCF7L2	chr15	80020709	80020722	+	0.000	0.000	Merged-chr15-80020745-7
NR942--MA1421.1.TCF7L1	chr10	61233358	61233369	+	0.000	0.000	Merged-chr10-61233317-40
NR7926--MA0523.1.TCF7L2	chr7	112213248	112213261	-	0.000	0.000	Merged-chr7-112213302-61
NR6709--MA1421.1.TCF7L1	chr5	74105560	74105571	-	0.000	0.000	Merged-chr5-74105575-19
NR4124--MA0523.1.TCF7L2	chr18	46381184	46381197	+	0.000	0.000	Merged-chr18-46381195-31
NR6048--MA0523.1.TCF7L2	chr4	7961626	7961639	-	0.000	0.000	Merged-chr4-7961828-25
NR3441--MA0523.1.TCF7L2	chr16	30656095	30656108	+	0.000	0.000	Merged-chr16-30655956-7
NR6254--MA0523.1.TCF7L2	chr4	88122427	88122440	+	0.000	0.000	Merged-chr4-88122493-27
NR9185--MA0769.1.Tcf7	chrX	166718155	166718166	+	0.000	0.000	Merged-chrX-166718260-20
NR254--MA1421.1.TCF7L1	chr1	91626307	91626318	-	0.000	0.000	Merged-chr1-91626193-21
NR3313--MA0769.1.Tcf7	chr15	97842349	97842360	-	0.000	0.000	Merged-chr15-97842393-22
NR2864--MA1421.1.TCF7L1	chr14	73472603	73472614	+	0.000	0.000	Merged-chr14-73472602-8
NR1608--MA0523.1.TCF7L2	chr11	109785570	109785583	+	0.000	0.000	Merged-chr11-109785498-8
NR7113--MA0769.1.Tcf7	chr6	34939575	34939586	-	0.000	0.000	Merged-chr6-34939585-12
NR1192--MA1421.1.TCF7L1	chr10	111562791	111562802	+	0.000	0.000	Merged-chr10-111562842-26
NR4810--MA1421.1.TCF7L1	chr2	65871125	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR4076--MA0523.1.TCF7L2	chr18	33781014	33781027	+	0.000	0.000	Merged-chr18-33781041-12
NR3534--MA1421.1.TCF7L1	chr16	48745642	48745653	-	0.000	0.000	Merged-chr16-48745701-29
NR879--MA0523.1.TCF7L2	chr10	50650806	50650819	-	0.000	0.000	Merged-chr10-50650757-16
NR7659--MA0523.1.TCF7L2	chr7	12803542	12803555	+	0.000	0.000	Merged-chr7-12803632-59
NR7756--MA1421.1.TCF7L1	chr7	63816454	63816465	+	0.000	0.000	Merged-chr7-63816277-96
NR2296--MA1421.1.TCF7L1	chr13	52628151	52628162	+	0.000	0.000	Merged-chr13-52628204-1
NR5817--MA0523.1.TCF7L2	chr3	126825131	126825144	-	0.000	0.000	Merged-chr3-126825034-19
NR1728--MA0523.1.TCF7L2	chr12	25601139	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR6919--MA0769.1.Tcf7	chr5	121173009	121173020	+	0.000	0.000	Merged-chr5-121173124-16
NR4709--MA0523.1.TCF7L2	chr2	45946382	45946395	+	0.000	0.000	Merged-chr2-45946471-14
NR2931--MA0769.1.Tcf7	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR4313--MA0523.1.TCF7L2	chr18	84911821	84911834	-	0.000	0.000	Merged-chr18-84911932-15
NR5968--MA0769.1.Tcf7	chr3	148493442	148493453	-	0.000	0.000	Merged-chr3-148493527-10
NR8463--MA0769.1.Tcf7	chr8	123404748	123404759	-	0.000	0.000	Merged-chr8-123404693-24
NR1812--MA1421.1.TCF7L1	chr12	53024928	53024939	-	0.000	0.000	Merged-chr12-53024873-19
NR2027--MA0769.1.Tcf7	chr12	106658339	106658350	-	0.000	0.000	Merged-chr12-106658505-23
NR1631--MA0769.1.Tcf7	chr11	113206337	113206348	+	0.000	0.000	Merged-chr11-113206318-17
NR1921--MA0523.1.TCF7L2	chr12	82187505	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR2628--MA1421.1.TCF7L1	chr14	15272608	15272619	+	0.000	0.000	Merged-chr14-15272424-5
NR3774--MA1421.1.TCF7L1	chr17	21661845	21661856	+	0.000	0.000	Merged-chr17-21661730-8
NR731--MA1421.1.TCF7L1	chr10	6954709	6954720	-	0.000	0.000	Merged-chr10-6954726-16
NR8253--MA0769.1.Tcf7	chr8	60954792	60954803	+	0.000	0.000	Merged-chr8-60954738-34
NR5647--MA1421.1.TCF7L1	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR6512--MA0769.1.Tcf7	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR1609--MA0769.1.Tcf7	chr11	109785570	109785581	+	0.000	0.000	Merged-chr11-109785498-8
NR4515--MA0523.1.TCF7L2	chr19	58443269	58443282	+	0.000	0.000	Merged-chr19-58443436-34
NR3086--MA1421.1.TCF7L1	chr15	31649926	31649937	+	0.000	0.000	Merged-chr15-31649789-27
NR5756--MA0523.1.TCF7L2	chr3	115604041	115604054	+	0.000	0.000	Merged-chr3-115603959-15
NR7817--MA0769.1.Tcf7	chr7	79190893	79190904	+	0.000	0.000	Merged-chr7-79190820-25
NR1748--MA0769.1.Tcf7	chr12	31756178	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR8108--MA1421.1.TCF7L1	chr7	142967347	142967358	+	0.000	0.000	Merged-chr7-142967366-1
NR402--MA0523.1.TCF7L2	chr1	136618658	136618671	-	0.000	0.000	Merged-chr1-136618798-23
NR4033--MA0523.1.TCF7L2	chr18	12876590	12876603	+	0.000	0.000	Merged-chr18-12876665-8
NR7177--MA0769.1.Tcf7	chr6	53706591	53706602	+	0.000	0.000	Merged-chr6-53706669-3
NR1305--MA0769.1.Tcf7	chr11	3557883	3557894	+	0.000	0.000	Merged-chr11-3557717-6
NR8520--MA1421.1.TCF7L1	chr9	11559578	11559589	-	0.000	0.000	Merged-chr9-11559688-28
NR3610--MA0769.1.Tcf7	chr16	76575446	76575457	-	0.000	0.000	Merged-chr16-76575582-30
NR1775--MA0769.1.Tcf7	chr12	39649245	39649256	-	0.000	0.000	Merged-chr12-39649191-14
NR3432--MA0523.1.TCF7L2	chr16	25466154	25466167	+	0.000	0.000	Merged-chr16-25466054-6
NR8173--MA0769.1.Tcf7	chr8	25769246	25769257	+	0.000	0.000	Merged-chr8-25769209-9
NR3060--MA1421.1.TCF7L1	chr15	25828686	25828697	-	0.000	0.000	Merged-chr15-25828667-44
NR2649--MA1421.1.TCF7L1	chr14	21078678	21078689	-	0.000	0.000	Merged-chr14-21078723-20
NR7625--MA0769.1.Tcf7	chr6	146960240	146960251	-	0.000	0.000	Merged-chr6-146960171-26
NR5217--MA0769.1.Tcf7	chr2	150130342	150130353	+	0.000	0.000	Merged-chr2-150130462-1
NR3609--MA0523.1.TCF7L2	chr16	76575444	76575457	-	0.000	0.000	Merged-chr16-76575582-30
NR4812--MA0769.1.Tcf7	chr2	65871125	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR3045--MA0523.1.TCF7L2	chr15	10447302	10447315	+	0.000	0.000	Merged-chr15-10447359-14
NR8706--MA0769.1.Tcf7	chr9	65084569	65084580	-	0.000	0.000	Merged-chr9-65084631-10
NR1341--MA0769.1.Tcf7	chr11	20035502	20035513	+	0.000	0.000	Merged-chr11-20035595-25
NR65--MA0769.1.Tcf7	chr1	36910447	36910458	+	0.000	0.000	Merged-chr1-36910479-15
NR8171--MA1421.1.TCF7L1	chr8	25769246	25769257	+	0.000	0.000	Merged-chr8-25769209-9
NR2796--MA0523.1.TCF7L2	chr14	59202010	59202023	-	0.000	0.000	Merged-chr14-59201879-5
NR788--MA0523.1.TCF7L2	chr10	19965011	19965024	+	0.000	0.000	Merged-chr10-19965136-5
NR3853--MA0523.1.TCF7L2	chr17	45342329	45342342	-	0.000	0.000	Merged-chr17-45342322-7
NR3727--MA0769.1.Tcf7	chr17	3246828	3246839	+	0.000	0.000	Merged-chr17-3246798-10
NR9147--MA0769.1.Tcf7	chrX	134301655	134301666	-	0.000	0.000	Merged-chrX-134301547-11
NR539--MA0769.1.Tcf7	chr1	161480192	161480203	-	0.000	0.000	Merged-chr1-161480099-19
NR5726--MA0523.1.TCF7L2	chr3	108124338	108124351	+	0.000	0.000	Merged-chr3-108124378-33
NR7446--MA1421.1.TCF7L1	chr6	115560105	115560116	+	0.000	0.000	Merged-chr6-115560075-18
NR8760--MA1421.1.TCF7L1	chr9	77683541	77683552	+	0.000	0.000	Merged-chr9-77683679-29
NR3087--MA0769.1.Tcf7	chr15	31649926	31649937	+	0.000	0.000	Merged-chr15-31649789-27
NR4921--MA1421.1.TCF7L1	chr2	92948442	92948453	+	0.000	0.000	Merged-chr2-92948458-20
NR575--MA0769.1.Tcf7	chr1	167296112	167296123	-	0.000	0.000	Merged-chr1-167296095-13
NR2139--MA0523.1.TCF7L2	chr13	3479835	3479848	+	0.000	0.000	Merged-chr13-3479941-4
NR1109--MA0769.1.Tcf7	chr10	96201432	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR799--MA0769.1.Tcf7	chr10	24111229	24111240	-	0.000	0.000	Merged-chr10-24111264-14
NR1538--MA0523.1.TCF7L2	chr11	96058765	96058778	+	0.000	0.000	Merged-chr11-96058605-21
NR5775--MA1421.1.TCF7L1	chr3	117044690	117044701	+	0.000	0.000	Merged-chr3-117044595-20
NR902--MA0769.1.Tcf7	chr10	54255357	54255368	+	0.000	0.000	Merged-chr10-54255218-57
NR3258--MA1421.1.TCF7L1	chr15	85042792	85042803	-	0.000	0.000	Merged-chr15-85042702-72
NR4572--MA1421.1.TCF7L1	chr2	11441904	11441915	-	0.000	0.000	Merged-chr2-11441982-17
NR8588--MA1421.1.TCF7L1	chr9	35007272	35007283	+	0.000	0.000	Merged-chr9-35007274-11
NR2223--MA1421.1.TCF7L1	chr13	35842034	35842045	-	0.000	0.000	Merged-chr13-35841945-14
NR7624--MA0523.1.TCF7L2	chr6	146960238	146960251	-	0.000	0.000	Merged-chr6-146960171-26
NR8697--MA0523.1.TCF7L2	chr9	61745321	61745334	+	0.000	0.000	Merged-chr9-61745239-9
NR2728--MA0523.1.TCF7L2	chr14	45009529	45009542	-	0.000	0.000	Merged-chr14-45009601-8
NR7447--MA0769.1.Tcf7	chr6	115560105	115560116	+	0.000	0.000	Merged-chr6-115560075-18
NR1115--MA1421.1.TCF7L1	chr10	96955127	96955138	+	0.000	0.000	Merged-chr10-96955164-15
NR253--MA1421.1.TCF7L1	chr1	91625898	91625909	-	0.000	0.000	Merged-chr1-91625866-1
NR7854--MA1421.1.TCF7L1	chr7	90081893	90081904	-	0.000	0.000	Merged-chr7-90081975-11
NR7193--MA0523.1.TCF7L2	chr6	55256721	55256734	-	0.000	0.000	Merged-chr6-55256807-22
NR2598--MA0523.1.TCF7L2	chr14	7832268	7832281	-	0.000	0.000	Merged-chr14-7832137-26
NR4630--MA0523.1.TCF7L2	chr2	30648125	30648138	+	0.000	0.000	Merged-chr2-30648109-4
NR7839--MA0523.1.TCF7L2	chr7	84143204	84143217	-	0.000	0.000	Merged-chr7-84143230-35
NR1275--MA0769.1.Tcf7	chr10	122604119	122604130	+	0.000	0.000	Merged-chr10-122604110-13
NR280--MA0769.1.Tcf7	chr1	95375654	95375665	-	0.000	0.000	Merged-chr1-95375799-8
NR2365--MA0769.1.Tcf7	chr13	73772886	73772897	+	0.000	0.000	Merged-chr13-73772920-55
NR8318--MA0769.1.Tcf7	chr8	81735892	81735903	-	0.000	0.000	Merged-chr8-81736050-71
NR3775--MA0523.1.TCF7L2	chr17	21661845	21661858	+	0.000	0.000	Merged-chr17-21661730-8
NR130--MA0523.1.TCF7L2	chr1	60883020	60883033	-	0.000	0.000	Merged-chr1-60883000-15
NR3585--MA0769.1.Tcf7	chr16	58553483	58553494	-	0.000	0.000	Merged-chr16-58553585-23
NR5515--MA0523.1.TCF7L2	chr3	61368867	61368880	+	0.000	0.000	Merged-chr3-61368860-22
NR7607--MA0523.1.TCF7L2	chr6	145285831	145285844	-	0.000	0.000	Merged-chr6-145285757-35
NR7660--MA1421.1.TCF7L1	chr7	12987584	12987595	-	0.000	0.000	Merged-chr7-12987633-12
NR732--MA0523.1.TCF7L2	chr10	6954707	6954720	-	0.000	0.000	Merged-chr10-6954726-16
NR8452--MA0523.1.TCF7L2	chr8	120890474	120890487	-	0.000	0.000	Merged-chr8-120890385-4
NR706--MA0769.1.Tcf7	chr1	191486653	191486664	-	0.000	0.000	Merged-chr1-191486758-12
NR4102--MA0769.1.Tcf7	chr18	38701046	38701057	+	0.000	0.000	Merged-chr18-38700911-27
NR192--MA1421.1.TCF7L1	chr1	82429188	82429199	+	0.000	0.000	Merged-chr1-82429225-23
NR818--MA0769.1.Tcf7	chr10	25918280	25918291	+	0.000	0.000	Merged-chr10-25918351-16
NR7176--MA0523.1.TCF7L2	chr6	53706591	53706604	+	0.000	0.000	Merged-chr6-53706669-3
NR6537--MA0523.1.TCF7L2	chr5	9107427	9107440	+	0.000	0.000	Merged-chr5-9107352-33
NR345--MA0523.1.TCF7L2	chr1	119795335	119795348	-	0.000	0.000	Merged-chr1-119795246-28
NR7778--MA0523.1.TCF7L2	chr7	67911887	67911900	+	0.000	0.000	Merged-chr7-67912081-16
NR2955--MA0523.1.TCF7L2	chr14	108374020	108374033	+	0.000	0.000	Merged-chr14-108373968-8
NR5502--MA0523.1.TCF7L2	chr3	60124187	60124200	+	0.000	0.000	Merged-chr3-60124423-36
NR8014--MA0769.1.Tcf7	chr7	125561321	125561332	-	0.000	0.000	Merged-chr7-125561411-29
NR3844--MA0523.1.TCF7L2	chr17	44336877	44336890	+	0.000	0.000	Merged-chr17-44337024-21
NR9146--MA1421.1.TCF7L1	chrX	134301655	134301666	-	0.000	0.000	Merged-chrX-134301547-11
NR3375--MA0769.1.Tcf7	chr16	10399306	10399317	-	0.000	0.000	Merged-chr16-10399279-20
NR2993--MA0523.1.TCF7L2	chr14	121353971	121353984	-	0.000	0.000	Merged-chr14-121354142-24
NR6781--MA0523.1.TCF7L2	chr5	96254009	96254022	-	0.000	0.000	Merged-chr5-96254113-8
NR7207--MA0523.1.TCF7L2	chr6	59451110	59451123	-	0.000	0.000	Merged-chr6-59451158-16
NR3047--MA1421.1.TCF7L1	chr15	11489301	11489312	-	0.000	0.000	Merged-chr15-11489207-4
NR5649--MA0769.1.Tcf7	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR1108--MA0523.1.TCF7L2	chr10	96201432	96201445	+	0.000	0.000	Merged-chr10-96201472-66
NR4538--MA1421.1.TCF7L1	chr2	4298905	4298916	+	0.000	0.000	Merged-chr2-4299012-15
NR8860--MA0523.1.TCF7L2	chr9	96696536	96696549	-	0.000	0.000	Merged-chr9-96696442-50
NR4904--MA0769.1.Tcf7	chr2	84837928	84837939	+	0.000	0.000	Merged-chr2-84838147-43
NR8950--MA0769.1.Tcf7	chr9	114592577	114592588	-	0.000	0.000	Merged-chr9-114592565-4
NR6511--MA0523.1.TCF7L2	chr4	150517642	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR1791--MA0769.1.Tcf7	chr12	41168055	41168066	+	0.000	0.000	Merged-chr12-41167989-46
NR8435--MA0523.1.TCF7L2	chr8	115237246	115237259	+	0.000	0.000	Merged-chr8-115237313-17
NR6175--MA0523.1.TCF7L2	chr4	56944535	56944548	-	0.000	0.000	Merged-chr4-56944579-16
NR5500--MA1421.1.TCF7L1	chr3	59277951	59277962	+	0.000	0.000	Merged-chr3-59277984-20
NR2514--MA0769.1.Tcf7	chr13	108763551	108763562	-	0.000	0.000	Merged-chr13-108763497-25
NR4264--MA0769.1.Tcf7	chr18	77121613	77121624	+	0.000	0.000	Merged-chr18-77121790-35
NR9105--MA0523.1.TCF7L2	chrX	85737705	85737718	-	0.000	0.000	Merged-chrX-85737636-10
NR5113--MA1421.1.TCF7L1	chr2	132691812	132691823	+	0.000	0.000	Merged-chr2-132691913-20
NR2117--MA0523.1.TCF7L2	chr12	117761967	117761980	-	0.000	0.000	Merged-chr12-117761862-24
NR2816--MA1421.1.TCF7L1	chr14	64182429	64182440	+	0.000	0.000	Merged-chr14-64182620-14
NR6538--MA0769.1.Tcf7	chr5	9107427	9107438	+	0.000	0.000	Merged-chr5-9107352-33
NR7352--MA0523.1.TCF7L2	chr6	95682809	95682822	-	0.000	0.000	Merged-chr6-95682989-10
NR8593--MA0523.1.TCF7L2	chr9	36802533	36802546	+	0.000	0.000	Merged-chr9-36802612-8
NR2288--MA0523.1.TCF7L2	chr13	52144227	52144240	-	0.000	0.000	Merged-chr13-52144310-15
NR1746--MA1421.1.TCF7L1	chr12	31756178	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR7626--MA1421.1.TCF7L1	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR8624--MA0769.1.Tcf7	chr9	42463999	42464010	+	0.000	0.000	Merged-chr9-42464013-7
NR2310--MA0523.1.TCF7L2	chr13	55255379	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR1687--MA0523.1.TCF7L2	chr12	8817860	8817873	+	0.000	0.000	Merged-chr12-8817903-12
NR4175--MA0769.1.Tcf7	chr18	60502491	60502502	-	0.000	0.000	Merged-chr18-60502470-34
NR3770--MA0769.1.Tcf7	chr17	21438160	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR3619--MA1421.1.TCF7L1	chr16	78595989	78596000	-	0.000	0.000	Merged-chr16-78595924-17
NR7407--MA1421.1.TCF7L1	chr6	103565084	103565095	+	0.000	0.000	Merged-chr6-103565102-16
NR2275--MA0523.1.TCF7L2	chr13	51712203	51712216	-	0.000	0.000	Merged-chr13-51712212-27
NR4199--MA0523.1.TCF7L2	chr18	65327447	65327460	-	0.000	0.000	Merged-chr18-65327246-34
NR1689--MA0769.1.Tcf7	chr12	8817860	8817871	+	0.000	0.000	Merged-chr12-8817903-12
NR4015--MA0523.1.TCF7L2	chr18	5820059	5820072	-	0.000	0.000	Merged-chr18-5820020-28
NR2481--MA0523.1.TCF7L2	chr13	101713894	101713907	+	0.000	0.000	Merged-chr13-101713890-21
NR966--MA1421.1.TCF7L1	chr10	67697939	67697950	+	0.000	0.000	Merged-chr10-67697981-39
NR8589--MA0523.1.TCF7L2	chr9	35007272	35007285	+	0.000	0.000	Merged-chr9-35007274-11
NR1842--MA0523.1.TCF7L2	chr12	69446034	69446047	+	0.000	0.000	Merged-chr12-69446107-1
NR798--MA1421.1.TCF7L1	chr10	24111229	24111240	-	0.000	0.000	Merged-chr10-24111264-14
NR3370--MA0523.1.TCF7L2	chr16	8709013	8709026	-	0.000	0.000	Merged-chr16-8708953-12
NR1880--MA0523.1.TCF7L2	chr12	75494814	75494827	-	0.000	0.000	Merged-chr12-75494766-18
NR1922--MA0769.1.Tcf7	chr12	82187507	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR5896--MA0523.1.TCF7L2	chr3	138649917	138649930	+	0.000	0.000	Merged-chr3-138649925-12
NR2797--MA0769.1.Tcf7	chr14	59202012	59202023	-	0.000	0.000	Merged-chr14-59201879-5
NR2439--MA0769.1.Tcf7	chr13	92639031	92639042	-	0.000	0.000	Merged-chr13-92639220-17
NR3547--MA0523.1.TCF7L2	chr16	50555181	50555194	-	0.000	0.000	Merged-chr16-50555141-20
NR4077--MA0769.1.Tcf7	chr18	33781014	33781025	+	0.000	0.000	Merged-chr18-33781041-12
NR4861--MA0523.1.TCF7L2	chr2	74887204	74887217	-	0.000	0.000	Merged-chr2-74887240-10
NR4959--MA0769.1.Tcf7	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR4788--MA0523.1.TCF7L2	chr2	61494270	61494283	-	0.000	0.000	Merged-chr2-61494309-57
NR8996--MA0769.1.Tcf7	chr9	118890390	118890401	-	0.000	0.000	Merged-chr9-118890241-21
NR4642--MA0523.1.TCF7L2	chr2	32181552	32181565	-	0.000	0.000	Merged-chr2-32181600-13
NR8430--MA0523.1.TCF7L2	chr8	115126874	115126887	+	0.000	0.000	Merged-chr8-115126776-11
NR8622--MA1421.1.TCF7L1	chr9	42463999	42464010	+	0.000	0.000	Merged-chr9-42464013-7
NR1274--MA0523.1.TCF7L2	chr10	122604119	122604132	+	0.000	0.000	Merged-chr10-122604110-13
NR1712--MA0769.1.Tcf7	chr12	21172236	21172247	+	0.000	0.000	Merged-chr12-21172304-14
NR256--MA0769.1.Tcf7	chr1	91626307	91626318	-	0.000	0.000	Merged-chr1-91626193-21
NR8316--MA0769.1.Tcf7	chr8	81735844	81735855	-	0.000	0.000	Merged-chr8-81736050-71
NR8704--MA1421.1.TCF7L1	chr9	65084569	65084580	-	0.000	0.000	Merged-chr9-65084631-10
NR5496--MA0523.1.TCF7L2	chr3	58516800	58516813	-	0.000	0.000	Merged-chr3-58516835-3
NR7588--MA0523.1.TCF7L2	chr6	143420007	143420020	+	0.000	0.000	Merged-chr6-143420125-29
NR5503--MA0769.1.Tcf7	chr3	60124187	60124198	+	0.000	0.000	Merged-chr3-60124423-36
NR3917--MA0523.1.TCF7L2	chr17	70702351	70702364	+	0.000	0.000	Merged-chr17-70702396-15
NR2995--MA1421.1.TCF7L1	chr14	121354191	121354202	+	0.000	0.000	Merged-chr14-121354142-24
NR3328--MA0769.1.Tcf7	chr15	100145188	100145199	-	0.000	0.000	Merged-chr15-100145354-14
NR7589--MA0769.1.Tcf7	chr6	143420007	143420018	+	0.000	0.000	Merged-chr6-143420125-29
NR6783--MA1421.1.TCF7L1	chr5	96825232	96825243	+	0.000	0.000	Merged-chr5-96825060-50
NR538--MA0523.1.TCF7L2	chr1	161480190	161480203	-	0.000	0.000	Merged-chr1-161480099-19
NR744--MA0523.1.TCF7L2	chr10	7995742	7995755	-	0.000	0.000	Merged-chr10-7995784-10
NR1090--MA0769.1.Tcf7	chr10	93050744	93050755	-	0.000	0.000	Merged-chr10-93050674-1
NR4472--MA1421.1.TCF7L1	chr19	47915525	47915536	+	0.000	0.000	Merged-chr19-47915460-18
NR7034--MA0769.1.Tcf7	chr5	151416717	151416728	+	0.000	0.000	Merged-chr5-151416725-1
NR8824--MA1421.1.TCF7L1	chr9	88332675	88332686	-	0.000	0.000	Merged-chr9-88332643-26
NR5828--MA0523.1.TCF7L2	chr3	129545375	129545388	-	0.000	0.000	Merged-chr3-129545403-15
NR1059--MA0769.1.Tcf7	chr10	85050898	85050909	-	0.000	0.000	Merged-chr10-85050856-11
NR8594--MA0769.1.Tcf7	chr9	36802533	36802544	+	0.000	0.000	Merged-chr9-36802612-8
NR194--MA0769.1.Tcf7	chr1	82429188	82429199	+	0.000	0.000	Merged-chr1-82429225-23
NR2158--MA0769.1.Tcf7	chr13	9107246	9107257	+	0.000	0.000	Merged-chr13-9107382-45
NR864--MA0523.1.TCF7L2	chr10	41822714	41822727	+	0.000	0.000	Merged-chr10-41822812-15
NR5275--MA1421.1.TCF7L1	chr2	160383112	160383123	-	0.000	0.000	Merged-chr2-160383104-3
NR6910--MA0523.1.TCF7L2	chr5	119348498	119348511	+	0.000	0.000	Merged-chr5-119348448-39
NR7048--MA0769.1.Tcf7	chr6	6189133	6189144	-	0.000	0.000	Merged-chr6-6189088-9
NR4123--MA0769.1.Tcf7	chr18	46381113	46381124	-	0.000	0.000	Merged-chr18-46381195-31
NR1846--MA0523.1.TCF7L2	chr12	69825403	69825416	-	0.000	0.000	Merged-chr12-69825253-21
NR1678--MA0523.1.TCF7L2	chr12	3990028	3990041	-	0.000	0.000	Merged-chr12-3989980-1
NR3374--MA0523.1.TCF7L2	chr16	10399304	10399317	-	0.000	0.000	Merged-chr16-10399279-20
NR4783--MA0523.1.TCF7L2	chr2	60803054	60803067	+	0.000	0.000	Merged-chr2-60802993-21
NR745--MA0769.1.Tcf7	chr10	7995744	7995755	-	0.000	0.000	Merged-chr10-7995784-10
NR5262--MA1421.1.TCF7L1	chr2	158673178	158673189	-	0.000	0.000	Merged-chr2-158673458-23
NR727--MA0523.1.TCF7L2	chr10	4512824	4512837	+	0.000	0.000	Merged-chr10-4512791-21
NR8639--MA1421.1.TCF7L1	chr9	46083734	46083745	-	0.000	0.000	Merged-chr9-46083625-49
NR3816--MA1421.1.TCF7L1	chr17	33456822	33456833	+	0.000	0.000	Merged-chr17-33456861-18
NR978--MA0769.1.Tcf7	chr10	71362094	71362105	-	0.000	0.000	Merged-chr10-71362071-33
NR2472--MA0523.1.TCF7L2	chr13	100806006	100806019	-	0.000	0.000	Merged-chr13-100805989-18
NR6782--MA0769.1.Tcf7	chr5	96254011	96254022	-	0.000	0.000	Merged-chr5-96254113-8
NR4016--MA0769.1.Tcf7	chr18	5820061	5820072	-	0.000	0.000	Merged-chr18-5820020-28
NR5343--MA0769.1.Tcf7	chr2	172937510	172937521	+	0.000	0.000	Merged-chr2-172937621-25
NR8935--MA0769.1.Tcf7	chr9	112175259	112175270	+	0.000	0.000	Merged-chr9-112175419-1
NR3056--MA0769.1.Tcf7	chr15	18951828	18951839	-	0.000	0.000	Merged-chr15-18951851-25
NR4034--MA0769.1.Tcf7	chr18	12876590	12876601	+	0.000	0.000	Merged-chr18-12876665-8
NR2199--MA0769.1.Tcf7	chr13	23734524	23734535	+	0.000	0.000	Merged-chr13-23734534-7
NR2866--MA0769.1.Tcf7	chr14	73472603	73472614	+	0.000	0.000	Merged-chr14-73472602-8
NR451--MA0523.1.TCF7L2	chr1	144141067	144141080	-	0.000	0.000	Merged-chr1-144141131-13
