#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR1463--MA0089.1.MAFG::NFE2L1	chr10	39170317	39170322	-	0.000	0.000	Merged-chr10-39170391-11
NR12440--MA0495.2.MAFF	chr6	143132507	143132527	+	0.000	0.000	Merged-chr6-143132490-15
NR11089--MA0591.1.Bach1::Mafk	chr5	96879086	96879100	+	0.000	0.000	Merged-chr5-96879087-37
NR967--MA0501.1.MAF::NFE2	chr1	165075766	165075780	+	0.000	0.000	Merged-chr1-165075837-38
NR5695--MA0089.1.MAFG::NFE2L1	chr16	38902507	38902512	+	0.000	0.000	Merged-chr16-38902351-60
NR7666--MA0501.1.MAF::NFE2	chr2	44953125	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR952--MA0501.1.MAF::NFE2	chr1	164395262	164395276	-	0.000	0.000	Merged-chr1-164395295-18
NR3211--MA0659.1.MAFG	chr12	91604327	91604347	-	0.000	0.000	Merged-chr12-91604478-1
NR495--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	-	0.000	0.000	Merged-chr1-92119439-48
NR8067--MA0496.2.MAFK	chr2	106015177	106015195	+	0.000	0.000	Merged-chr2-106015150-10
NR3551--MA0117.2.Mafb	chr13	8234315	8234326	+	0.000	0.000	Merged-chr13-8234431-1
NR2604--MA0089.1.MAFG::NFE2L1	chr11	88493875	88493880	-	0.000	0.000	Merged-chr11-88493877-11
NR76--MA0089.1.MAFG::NFE2L1	chr1	23321408	23321413	-	0.000	0.000	Merged-chr1-23321414-28
NR12657--MA0117.2.Mafb	chr7	37978088	37978099	+	0.000	0.000	Merged-chr7-37977957-29
NR12516--MA0496.2.MAFK	chr6	146960324	146960342	+	0.000	0.000	Merged-chr6-146960171-26
NR12442--MA0117.2.Mafb	chr6	143132516	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR501--MA0089.1.MAFG::NFE2L1	chr1	92148772	92148777	+	0.000	0.000	Merged-chr1-92148662-9
NR8629--MA0117.2.Mafb	chr2	168742462	168742473	-	0.000	0.000	Merged-chr2-168742095-110
NR13913--MA0501.1.MAF::NFE2	chr8	111624157	111624171	-	0.000	0.000	Merged-chr8-111624206-14
NR10779--MA0501.1.MAF::NFE2	chr5	34430987	34431001	+	0.000	0.000	Merged-chr5-34430803-28
NR5819--MA0495.2.MAFF	chr16	57422225	57422245	-	0.000	0.000	Merged-chr16-57422160-30
NR11455--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR5201--MA0089.1.MAFG::NFE2L1	chr15	57820958	57820963	-	0.000	0.000	Merged-chr15-57820803-7
NR6088--MA0501.1.MAF::NFE2	chr16	96358152	96358166	-	0.000	0.000	Merged-chr16-96358039-35
NR11305--MA0591.1.Bach1::Mafk	chr5	122950752	122950766	+	0.000	0.000	Merged-chr5-122950770-15
NR13869--MA0501.1.MAF::NFE2	chr8	107164532	107164546	-	0.000	0.000	Merged-chr8-107164486-19
NR493--MA0117.2.Mafb	chr1	92119350	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR8000--MA0089.1.MAFG::NFE2L1	chr2	93454540	93454545	+	0.000	0.000	Merged-chr2-93454506-54
NR1487--MA0089.1.MAFG::NFE2L1	chr10	41572406	41572411	-	0.000	0.000	Merged-chr10-41572400-16
NR14197--MA0659.1.MAFG	chr9	34996151	34996171	-	0.000	0.000	Merged-chr9-34996088-18
NR4004--MA0591.1.Bach1::Mafk	chr13	89889247	89889261	+	0.000	0.000	Merged-chr13-89889254-28
NR5012--MA0089.1.MAFG::NFE2L1	chr14	122788067	122788072	-	0.000	0.000	Merged-chr14-122788282-21
NR7667--MA0496.2.MAFK	chr2	44953120	44953138	-	0.000	0.000	Merged-chr2-44953031-31
NR13512--MA0089.1.MAFG::NFE2L1	chr8	41334269	41334274	+	0.000	0.000	Merged-chr8-41334366-24
NR4036--MA0501.1.MAF::NFE2	chr13	93939720	93939734	-	0.000	0.000	Merged-chr13-93939742-17
NR8064--MA0501.1.MAF::NFE2	chr2	104847824	104847838	-	0.000	0.000	Merged-chr2-104847897-10
NR2400--MA0089.1.MAFG::NFE2L1	chr11	53617387	53617392	-	0.000	0.000	Merged-chr11-53617453-3
NR5793--MA0089.1.MAFG::NFE2L1	chr16	52143352	52143357	+	0.000	0.000	Merged-chr16-52143257-58
NR2885--MA0501.1.MAF::NFE2	chr12	16339278	16339292	+	0.000	0.000	Merged-chr12-16339165-4
NR7753--MA0501.1.MAF::NFE2	chr2	57407769	57407783	+	0.000	0.000	Merged-chr2-57407840-54
NR10970--MA0117.2.Mafb	chr5	72159920	72159931	-	0.000	0.000	Merged-chr5-72159731-18
NR7347--MA0117.2.Mafb	chr19	44282812	44282823	-	0.000	0.000	Merged-chr19-44282748-31
NR12018--MA0089.1.MAFG::NFE2L1	chr6	99057059	99057064	+	0.000	0.000	Merged-chr6-99057290-54
NR10489--MA0496.2.MAFK	chr4	145341975	145341993	-	0.000	0.000	Merged-chr4-145342099-62
NR839--MA0591.1.Bach1::Mafk	chr1	152831295	152831309	-	0.000	0.000	Merged-chr1-152831430-11
NR1675--MA0501.1.MAF::NFE2	chr10	75170652	75170666	-	0.000	0.000	Merged-chr10-75170572-27
NR10870--MA0495.2.MAFF	chr5	53401309	53401329	+	0.000	0.000	Merged-chr5-53401251-38
NR4655--MA0117.2.Mafb	chr14	62879728	62879739	-	0.000	0.000	Merged-chr14-62879632-33
NR12480--MA0591.1.Bach1::Mafk	chr6	144909755	144909769	-	0.000	0.000	Merged-chr6-144909826-5
NR2247--MA0117.2.Mafb	chr11	22814193	22814204	-	0.000	0.000	Merged-chr11-22814136-127
NR11720--MA0117.2.Mafb	chr6	53294482	53294493	+	0.000	0.000	Merged-chr6-53294695-9
NR12482--MA0089.1.MAFG::NFE2L1	chr6	144922951	144922956	-	0.000	0.000	Merged-chr6-144923057-24
NR13168--MA0501.1.MAF::NFE2	chr7	123327118	123327132	+	0.000	0.000	Merged-chr7-123327122-14
NR1963--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR3394--MA0501.1.MAF::NFE2	chr12	110939576	110939590	+	0.000	0.000	Merged-chr12-110939619-21
NR12218--MA0089.1.MAFG::NFE2L1	chr6	122334303	122334308	+	0.000	0.000	Merged-chr6-122334221-7
NR9675--MA0659.1.MAFG	chr3	153260800	153260820	-	0.000	0.000	Merged-chr3-153260790-34
NR6645--MA0089.1.MAFG::NFE2L1	chr18	5694538	5694543	+	0.000	0.000	Merged-chr18-5694694-26
NR5225--MA0089.1.MAFG::NFE2L1	chr15	61441870	61441875	-	0.000	0.000	Merged-chr15-61441836-34
NR9862--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR14278--MA0089.1.MAFG::NFE2L1	chr9	46025402	46025407	-	0.000	0.000	Merged-chr9-46025474-7
NR5914--MA0501.1.MAF::NFE2	chr16	76341848	76341862	-	0.000	0.000	Merged-chr16-76341927-28
NR10483--MA0591.1.Bach1::Mafk	chr4	145201493	145201507	+	0.000	0.000	Merged-chr4-145201623-9
NR14365--MA0089.1.MAFG::NFE2L1	chr9	65084607	65084612	-	0.000	0.000	Merged-chr9-65084631-10
NR725--MA0089.1.MAFG::NFE2L1	chr1	133012581	133012586	+	0.000	0.000	Merged-chr1-133012523-20
NR12797--MA0089.1.MAFG::NFE2L1	chr7	68250585	68250590	-	0.000	0.000	Merged-chr7-68250535-42
NR8040--MA0501.1.MAF::NFE2	chr2	102733285	102733299	+	0.000	0.000	Merged-chr2-102733347-57
NR2800--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR3933--MA0659.1.MAFG	chr13	75053978	75053998	+	0.000	0.000	Merged-chr13-75053881-13
NR7774--MA0089.1.MAFG::NFE2L1	chr2	59438671	59438676	-	0.000	0.000	Merged-chr2-59438662-53
NR6842--MA0496.2.MAFK	chr18	54822971	54822989	+	0.000	0.000	Merged-chr18-54822886-30
NR1496--MA0089.1.MAFG::NFE2L1	chr10	43532594	43532599	+	0.000	0.000	Merged-chr10-43532719-12
NR14611--MA0501.1.MAF::NFE2	chr9	104258160	104258174	-	0.000	0.000	Merged-chr9-104258018-4
NR3004--MA0496.2.MAFK	chr12	41565895	41565913	+	0.000	0.000	Merged-chr12-41565825-5
NR7370--MA0089.1.MAFG::NFE2L1	chr19	46970217	46970222	+	0.000	0.000	Merged-chr19-46970347-33
NR14029--MA0591.1.Bach1::Mafk	chr8	126551191	126551205	-	0.000	0.000	Merged-chr8-126551138-20
NR2739--MA0089.1.MAFG::NFE2L1	chr11	107668452	107668457	+	0.000	0.000	Merged-chr11-107668374-46
NR2259--MA0496.2.MAFK	chr11	23570307	23570325	-	0.000	0.000	Merged-chr11-23570355-13
NR1310--MA0117.2.Mafb	chr10	9855908	9855919	-	0.000	0.000	Merged-chr10-9856019-18
NR13232--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR4007--MA0659.1.MAFG	chr13	90101751	90101771	+	0.000	0.000	Merged-chr13-90101603-11
NR6090--MA0496.2.MAFK	chr16	96358153	96358171	-	0.000	0.000	Merged-chr16-96358039-35
NR11366--MA0501.1.MAF::NFE2	chr5	136550862	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR4684--MA0089.1.MAFG::NFE2L1	chr14	68044971	68044976	-	0.000	0.000	Merged-chr14-68044800-35
NR13908--MA0495.2.MAFF	chr8	111624157	111624177	-	0.000	0.000	Merged-chr8-111624206-14
NR938--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR9555--MA0089.1.MAFG::NFE2L1	chr3	138992833	138992838	+	0.000	0.000	Merged-chr3-138992913-17
NR7069--MA0495.2.MAFF	chr18	80671894	80671914	-	0.000	0.000	Merged-chr18-80671844-8
NR3741--MA0659.1.MAFG	chr13	44420069	44420089	+	0.000	0.000	Merged-chr13-44420007-1
NR6527--MA0117.2.Mafb	chr17	74354552	74354563	+	0.000	0.000	Merged-chr17-74354475-5
NR9907--MA0591.1.Bach1::Mafk	chr4	47716214	47716228	-	0.000	0.000	Merged-chr4-47716164-4
NR7928--MA0496.2.MAFK	chr2	83700796	83700814	+	0.000	0.000	Merged-chr2-83700891-43
NR4242--MA0496.2.MAFK	chr13	113418360	113418378	+	0.000	0.000	Merged-chr13-113418245-6
NR5999--MA0496.2.MAFK	chr16	89974506	89974524	+	0.000	0.000	Merged-chr16-89974505-28
NR498--MA0501.1.MAF::NFE2	chr1	92119347	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR4991--MA0501.1.MAF::NFE2	chr14	121710267	121710281	+	0.000	0.000	Merged-chr14-121710333-21
NR5825--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR13243--MA0089.1.MAFG::NFE2L1	chr7	132484522	132484527	+	0.000	0.000	Merged-chr7-132484598-7
NR1790--MA0501.1.MAF::NFE2	chr10	85829471	85829485	-	0.000	0.000	Merged-chr10-85829298-76
NR10797--MA0117.2.Mafb	chr5	36538670	36538681	-	0.000	0.000	Merged-chr5-36538864-43
NR5045--MA0089.1.MAFG::NFE2L1	chr15	10583678	10583683	+	0.000	0.000	Merged-chr15-10583571-15
NR1302--MA0089.1.MAFG::NFE2L1	chr10	7846458	7846463	+	0.000	0.000	Merged-chr10-7846413-3
NR11332--MA0659.1.MAFG	chr5	132218577	132218597	+	0.000	0.000	Merged-chr5-132218633-11
NR9479--MA0117.2.Mafb	chr3	130905322	130905333	+	0.000	0.000	Merged-chr3-130905343-29
NR6484--MA0591.1.Bach1::Mafk	chr17	70728879	70728893	+	0.000	0.000	Merged-chr17-70729015-28
NR3685--MA0501.1.MAF::NFE2	chr13	36203199	36203213	-	0.000	0.000	Merged-chr13-36203222-10
NR7606--MA0496.2.MAFK	chr2	32181555	32181573	+	0.000	0.000	Merged-chr2-32181600-13
NR12501--MA0089.1.MAFG::NFE2L1	chr6	146185786	146185791	-	0.000	0.000	Merged-chr6-146185680-43
NR2586--MA0501.1.MAF::NFE2	chr11	84016343	84016357	+	0.000	0.000	Merged-chr11-84016302-8
NR8810--MA0501.1.MAF::NFE2	chr3	18243873	18243887	+	0.000	0.000	Merged-chr3-18243680-52
NR13716--MA0495.2.MAFF	chr8	83131932	83131952	+	0.000	0.000	Merged-chr8-83131891-13
NR2648--MA0089.1.MAFG::NFE2L1	chr11	96504777	96504782	-	0.000	0.000	Merged-chr11-96504933-13
NR7778--MA0501.1.MAF::NFE2	chr2	59969361	59969375	-	0.000	0.000	Merged-chr2-59969233-23
NR2967--MA0496.2.MAFK	chr12	36474438	36474456	-	0.000	0.000	Merged-chr12-36474390-19
NR636--MA0496.2.MAFK	chr1	119469664	119469682	-	0.000	0.000	Merged-chr1-119469584-5
NR6377--MA0591.1.Bach1::Mafk	chr17	48404019	48404033	-	0.000	0.000	Merged-chr17-48404057-9
NR8724--MA0089.1.MAFG::NFE2L1	chr2	177464762	177464767	-	0.000	0.000	Merged-chr2-177464769-67
NR10147--MA0501.1.MAF::NFE2	chr4	100095987	100096001	-	0.000	0.000	Merged-chr4-100096138-68
NR6578--MA0089.1.MAFG::NFE2L1	chr17	85189505	85189510	-	0.000	0.000	Merged-chr17-85189630-51
NR6450--MA0089.1.MAFG::NFE2L1	chr17	64826307	64826312	-	0.000	0.000	Merged-chr17-64826379-6
NR2759--MA0117.2.Mafb	chr11	109785552	109785563	-	0.000	0.000	Merged-chr11-109785498-8
NR7247--MA0591.1.Bach1::Mafk	chr19	21200066	21200080	+	0.000	0.000	Merged-chr19-21199898-12
NR11499--MA0089.1.MAFG::NFE2L1	chr6	6217169	6217174	-	0.000	0.000	Merged-chr6-6217012-81
NR4740--MA0495.2.MAFF	chr14	73472443	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR7395--MA0501.1.MAF::NFE2	chr19	55383078	55383092	-	0.000	0.000	Merged-chr19-55383240-23
NR5008--MA0117.2.Mafb	chr14	122453889	122453900	+	0.000	0.000	Merged-chr14-122453892-19
NR6261--MA0089.1.MAFG::NFE2L1	chr17	29552560	29552565	+	0.000	0.000	Merged-chr17-29552502-38
NR13222--MA0501.1.MAF::NFE2	chr7	129764597	129764611	-	0.000	0.000	Merged-chr7-129764736-16
NR9614--MA0659.1.MAFG	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR10353--MA0089.1.MAFG::NFE2L1	chr4	126090367	126090372	-	0.000	0.000	Merged-chr4-126090420-25
NR11362--MA0495.2.MAFF	chr5	136550856	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR3084--MA0089.1.MAFG::NFE2L1	chr12	69863711	69863716	-	0.000	0.000	Merged-chr12-69863671-25
NR14398--MA0089.1.MAFG::NFE2L1	chr9	74975993	74975998	+	0.000	0.000	Merged-chr9-74976047-58
NR6865--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR5445--MA0089.1.MAFG::NFE2L1	chr15	100189188	100189193	+	0.000	0.000	Merged-chr15-100189073-42
NR357--MA0659.1.MAFG	chr1	78422793	78422813	+	0.000	0.000	Merged-chr1-78422740-38
NR5190--MA0495.2.MAFF	chr15	55327531	55327551	-	0.000	0.000	Merged-chr15-55327422-12
NR5532--MA0089.1.MAFG::NFE2L1	chr16	17024650	17024655	-	0.000	0.000	Merged-chr16-17024705-22
NR10903--MA0496.2.MAFK	chr5	58084108	58084126	+	0.000	0.000	Merged-chr5-58084122-29
NR8853--MA0501.1.MAF::NFE2	chr3	28317954	28317968	-	0.000	0.000	Merged-chr3-28318064-9
NR2362--MA0591.1.Bach1::Mafk	chr11	49695208	49695222	+	0.000	0.000	Merged-chr11-49695258-6
NR7318--MA0117.2.Mafb	chr19	36183567	36183578	+	0.000	0.000	Merged-chr19-36183401-31
NR4553--MA0501.1.MAF::NFE2	chr14	46578214	46578228	-	0.000	0.000	Merged-chr14-46578431-37
NR55--MA0501.1.MAF::NFE2	chr1	15544449	15544463	+	0.000	0.000	Merged-chr1-15544410-27
NR10553--MA0089.1.MAFG::NFE2L1	chr4	149854336	149854341	-	0.000	0.000	Merged-chr4-149854542-67
NR9838--MA0117.2.Mafb	chr4	32405326	32405337	+	0.000	0.000	Merged-chr4-32405236-4
NR3682--MA0495.2.MAFF	chr13	36203199	36203219	+	0.000	0.000	Merged-chr13-36203222-10
NR1426--MA0089.1.MAFG::NFE2L1	chr10	26359169	26359174	-	0.000	0.000	Merged-chr10-26358949-44
NR13167--MA0591.1.Bach1::Mafk	chr7	123327115	123327129	+	0.000	0.000	Merged-chr7-123327122-14
NR8633--MA0089.1.MAFG::NFE2L1	chr2	169398676	169398681	-	0.000	0.000	Merged-chr2-169398588-9
NR2252--MA0495.2.MAFF	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR3833--MA0591.1.Bach1::Mafk	chr13	58206785	58206799	-	0.000	0.000	Merged-chr13-58206802-1
NR12277--MA0501.1.MAF::NFE2	chr6	128345846	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR10080--MA0495.2.MAFF	chr4	88236992	88237012	+	0.000	0.000	Merged-chr4-88237071-4
NR14721--MA0496.2.MAFK	chr9	116319685	116319703	+	0.000	0.000	Merged-chr9-116319642-35
NR8646--MA0089.1.MAFG::NFE2L1	chr2	170247903	170247908	+	0.000	0.000	Merged-chr2-170247949-28
NR10297--MA0659.1.MAFG	chr4	118078607	118078627	+	0.000	0.000	Merged-chr4-118078644-25
NR12147--MA0591.1.Bach1::Mafk	chr6	116628692	116628706	-	0.000	0.000	Merged-chr6-116628813-88
NR7792--MA0089.1.MAFG::NFE2L1	chr2	61563435	61563440	+	0.000	0.000	Merged-chr2-61563608-27
NR8677--MA0659.1.MAFG	chr2	172977503	172977523	+	0.000	0.000	Merged-chr2-172977593-131
NR5616--MA0495.2.MAFF	chr16	30676264	30676284	-	0.000	0.000	Merged-chr16-30676152-12
NR8295--MA0591.1.Bach1::Mafk	chr2	128465764	128465778	+	0.000	0.000	Merged-chr2-128465659-44
NR150--MA0089.1.MAFG::NFE2L1	chr1	39235259	39235264	+	0.000	0.000	Merged-chr1-39235066-45
NR3208--MA0495.2.MAFF	chr12	91604327	91604347	+	0.000	0.000	Merged-chr12-91604478-1
NR13667--MA0089.1.MAFG::NFE2L1	chr8	77435129	77435134	+	0.000	0.000	Merged-chr8-77435130-10
NR10088--MA0089.1.MAFG::NFE2L1	chr4	89178073	89178078	+	0.000	0.000	Merged-chr4-89178152-23
NR14296--MA0496.2.MAFK	chr9	48538399	48538417	-	0.000	0.000	Merged-chr9-48538454-59
NR7310--MA0501.1.MAF::NFE2	chr19	34505418	34505432	-	0.000	0.000	Merged-chr19-34505331-35
NR7008--MA0495.2.MAFF	chr18	75304849	75304869	-	0.000	0.000	Merged-chr18-75304696-39
NR6083--MA0591.1.Bach1::Mafk	chr16	95893659	95893673	+	0.000	0.000	Merged-chr16-95893684-47
NR11364--MA0591.1.Bach1::Mafk	chr5	136550859	136550873	+	0.000	0.000	Merged-chr5-136550897-14
NR11148--MA0495.2.MAFF	chr5	103367068	103367088	+	0.000	0.000	Merged-chr5-103367276-46
NR951--MA0495.2.MAFF	chr1	164395262	164395282	+	0.000	0.000	Merged-chr1-164395295-18
NR14319--MA0089.1.MAFG::NFE2L1	chr9	56128376	56128381	+	0.000	0.000	Merged-chr9-56128365-14
NR12549--MA0089.1.MAFG::NFE2L1	chr7	11043685	11043690	-	0.000	0.000	Merged-chr7-11043649-12
NR4136--MA0089.1.MAFG::NFE2L1	chr13	106957535	106957540	-	0.000	0.000	Merged-chr13-106957693-14
NR11695--MA0089.1.MAFG::NFE2L1	chr6	48723848	48723853	-	0.000	0.000	Merged-chr6-48723812-13
NR9617--MA0496.2.MAFK	chr3	146063413	146063431	-	0.000	0.000	Merged-chr3-146063322-20
NR14506--MA0089.1.MAFG::NFE2L1	chr9	89874684	89874689	-	0.000	0.000	Merged-chr9-89874599-29
NR11589--MA0501.1.MAF::NFE2	chr6	24894762	24894776	+	0.000	0.000	Merged-chr6-24894743-37
NR2751--MA0501.1.MAF::NFE2	chr11	109410576	109410590	+	0.000	0.000	Merged-chr11-109410653-15
NR9721--MA0501.1.MAF::NFE2	chr3	157884228	157884242	-	0.000	0.000	Merged-chr3-157884103-23
NR12448--MA0496.2.MAFK	chr6	143132508	143132526	-	0.000	0.000	Merged-chr6-143132490-15
NR6577--MA0591.1.Bach1::Mafk	chr17	84633518	84633532	+	0.000	0.000	Merged-chr17-84633706-27
NR12534--MA0089.1.MAFG::NFE2L1	chr6	148934699	148934704	-	0.000	0.000	Merged-chr6-148934708-2
NR286--MA0117.2.Mafb	chr1	67181191	67181202	-	0.000	0.000	Merged-chr1-67181322-10
NR9324--MA0117.2.Mafb	chr3	109740671	109740682	+	0.000	0.000	Merged-chr3-109740806-11
NR2215--MA0591.1.Bach1::Mafk	chr11	19926267	19926281	+	0.000	0.000	Merged-chr11-19926174-9
NR14198--MA0496.2.MAFK	chr9	34996152	34996170	+	0.000	0.000	Merged-chr9-34996088-18
NR10902--MA0591.1.Bach1::Mafk	chr5	58084110	58084124	+	0.000	0.000	Merged-chr5-58084122-29
NR5538--MA0501.1.MAF::NFE2	chr16	18377408	18377422	+	0.000	0.000	Merged-chr16-18377300-20
NR3687--MA0496.2.MAFK	chr13	36203200	36203218	-	0.000	0.000	Merged-chr13-36203222-10
NR10777--MA0089.1.MAFG::NFE2L1	chr5	34407433	34407438	-	0.000	0.000	Merged-chr5-34407606-18
NR8492--MA0591.1.Bach1::Mafk	chr2	153325808	153325822	-	0.000	0.000	Merged-chr2-153325949-22
NR14022--MA0501.1.MAF::NFE2	chr8	126188897	126188911	+	0.000	0.000	Merged-chr8-126188962-13
NR10084--MA0089.1.MAFG::NFE2L1	chr4	88693552	88693557	-	0.000	0.000	Merged-chr4-88693660-22
NR10997--MA0501.1.MAF::NFE2	chr5	77082922	77082936	+	0.000	0.000	Merged-chr5-77082994-13
NR4236--MA0495.2.MAFF	chr13	113418359	113418379	+	0.000	0.000	Merged-chr13-113418245-6
NR10403--MA0496.2.MAFK	chr4	133185415	133185433	+	0.000	0.000	Merged-chr4-133185402-47
NR3497--MA0117.2.Mafb	chr12	117290022	117290033	+	0.000	0.000	Merged-chr12-117289926-8
NR8063--MA0591.1.Bach1::Mafk	chr2	104847827	104847841	-	0.000	0.000	Merged-chr2-104847897-10
NR449--MA0591.1.Bach1::Mafk	chr1	89090350	89090364	-	0.000	0.000	Merged-chr1-89090487-27
NR7235--MA0591.1.Bach1::Mafk	chr19	20239520	20239534	-	0.000	0.000	Merged-chr19-20239652-7
NR7537--MA0089.1.MAFG::NFE2L1	chr2	18519389	18519394	+	0.000	0.000	Merged-chr2-18519177-24
NR6835--MA0501.1.MAF::NFE2	chr18	53927008	53927022	+	0.000	0.000	Merged-chr18-53926957-22
NR2884--MA0591.1.Bach1::Mafk	chr12	16339275	16339289	+	0.000	0.000	Merged-chr12-16339165-4
NR4733--MA0501.1.MAF::NFE2	chr14	72822433	72822447	-	0.000	0.000	Merged-chr14-72822179-91
NR6192--MA0089.1.MAFG::NFE2L1	chr17	17860187	17860192	-	0.000	0.000	Merged-chr17-17860190-9
NR4108--MA0591.1.Bach1::Mafk	chr13	104041239	104041253	-	0.000	0.000	Merged-chr13-104041328-31
NR6552--MA0659.1.MAFG	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR5478--MA0089.1.MAFG::NFE2L1	chr15	103215408	103215413	+	0.000	0.000	Merged-chr15-103215427-34
NR2004--MA0501.1.MAF::NFE2	chr10	118172628	118172642	+	0.000	0.000	Merged-chr10-118172658-46
NR13272--MA0089.1.MAFG::NFE2L1	chr7	135647132	135647137	+	0.000	0.000	Merged-chr7-135647119-33
NR14195--MA0591.1.Bach1::Mafk	chr9	34996154	34996168	-	0.000	0.000	Merged-chr9-34996088-18
NR2866--MA0089.1.MAFG::NFE2L1	chr12	8817902	8817907	-	0.000	0.000	Merged-chr12-8817903-12
NR14474--MA0591.1.Bach1::Mafk	chr9	83564333	83564347	+	0.000	0.000	Merged-chr9-83564254-44
NR4238--MA0117.2.Mafb	chr13	113418359	113418370	+	0.000	0.000	Merged-chr13-113418245-6
NR14031--MA0659.1.MAFG	chr8	126686967	126686987	-	0.000	0.000	Merged-chr8-126687126-29
NR7071--MA0496.2.MAFK	chr18	80671895	80671913	+	0.000	0.000	Merged-chr18-80671844-8
NR14468--MA0495.2.MAFF	chr9	83564270	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR3316--MA0501.1.MAF::NFE2	chr12	103331591	103331605	+	0.000	0.000	Merged-chr12-103331678-52
NR9448--MA0496.2.MAFK	chr3	126570831	126570849	+	0.000	0.000	Merged-chr3-126570904-20
NR11303--MA0117.2.Mafb	chr5	122291232	122291243	+	0.000	0.000	Merged-chr5-122291331-19
NR7258--MA0591.1.Bach1::Mafk	chr19	21810324	21810338	-	0.000	0.000	Merged-chr19-21810338-13
NR3934--MA0496.2.MAFK	chr13	75053979	75053997	-	0.000	0.000	Merged-chr13-75053881-13
NR5563--MA0089.1.MAFG::NFE2L1	chr16	23171105	23171110	+	0.000	0.000	Merged-chr16-23171002-17
NR10901--MA0495.2.MAFF	chr5	58084107	58084127	-	0.000	0.000	Merged-chr5-58084122-29
NR876--MA0089.1.MAFG::NFE2L1	chr1	155138999	155139004	+	0.000	0.000	Merged-chr1-155138999-23
NR14413--MA0089.1.MAFG::NFE2L1	chr9	77954698	77954703	-	0.000	0.000	Merged-chr9-77954587-30
NR5283--MA0591.1.Bach1::Mafk	chr15	73153513	73153527	-	0.000	0.000	Merged-chr15-73153430-10
NR4099--MA0501.1.MAF::NFE2	chr13	102773559	102773573	+	0.000	0.000	Merged-chr13-102773383-12
NR13915--MA0496.2.MAFK	chr8	111624158	111624176	-	0.000	0.000	Merged-chr8-111624206-14
NR10973--MA0501.1.MAF::NFE2	chr5	72250363	72250377	-	0.000	0.000	Merged-chr5-72250347-10
NR2314--MA0659.1.MAFG	chr11	43362487	43362507	+	0.000	0.000	Merged-chr11-43362318-2
NR10928--MA0591.1.Bach1::Mafk	chr5	63964858	63964872	-	0.000	0.000	Merged-chr5-63964753-8
NR3393--MA0591.1.Bach1::Mafk	chr12	110939573	110939587	+	0.000	0.000	Merged-chr12-110939619-21
NR13065--MA0495.2.MAFF	chr7	112213250	112213270	+	0.000	0.000	Merged-chr7-112213302-61
NR13900--MA0501.1.MAF::NFE2	chr8	110993048	110993062	+	0.000	0.000	Merged-chr8-110993131-10
NR6839--MA0591.1.Bach1::Mafk	chr18	54822973	54822987	+	0.000	0.000	Merged-chr18-54822886-30
NR2964--MA0089.1.MAFG::NFE2L1	chr12	36474225	36474230	+	0.000	0.000	Merged-chr12-36474390-19
NR5172--MA0089.1.MAFG::NFE2L1	chr15	50942719	50942724	-	0.000	0.000	Merged-chr15-50942797-12
NR7011--MA0501.1.MAF::NFE2	chr18	75304849	75304863	-	0.000	0.000	Merged-chr18-75304696-39
