#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed
NR507--MA0523.1.TCF7L2	chr10	19321923	19321936	+	0.000	0.000	Merged-chr10-19321944-43
NR339--MA0523.1.TCF7L2	chr1	161436694	161436707	-	0.000	0.000	Merged-chr1-161436721-21
NR2311--MA1421.1.TCF7L1	chr15	58750194	58750205	-	0.000	0.000	Merged-chr15-58750240-28
NR4028--MA0769.1.Tcf7	chr3	101276753	101276764	+	0.000	0.000	Merged-chr3-101276809-13
NR1277--MA0523.1.TCF7L2	chr12	40536138	40536151	+	0.000	0.000	Merged-chr12-40536190-67
NR2951--MA1421.1.TCF7L1	chr17	83546211	83546222	-	0.000	0.000	Merged-chr17-83546171-22
NR4382--MA0523.1.TCF7L2	chr4	88079059	88079072	-	0.000	0.000	Merged-chr4-88079193-33
NR775--MA1421.1.TCF7L1	chr10	117056130	117056141	+	0.000	0.000	Merged-chr10-117056166-30
NR4618--MA1421.1.TCF7L1	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR2033--MA0523.1.TCF7L2	chr14	56576705	56576718	+	0.000	0.000	Merged-chr14-56576676-41
NR2999--MA0769.1.Tcf7	chr18	19483683	19483694	-	0.000	0.000	Merged-chr18-19483716-13
NR3301--MA0769.1.Tcf7	chr19	47915525	47915536	+	0.000	0.000	Merged-chr19-47915460-18
NR5616--MA0523.1.TCF7L2	chr7	97042366	97042379	-	0.000	0.000	Merged-chr7-97042218-26
NR2673--MA0523.1.TCF7L2	chr16	84982744	84982757	-	0.000	0.000	Merged-chr16-84982791-18
NR5220--MA0523.1.TCF7L2	chr6	94534988	94535001	-	0.000	0.000	Merged-chr6-94534982-12
NR6490--MA0769.1.Tcf7	chr9	123734309	123734320	-	0.000	0.000	Merged-chr9-123734197-54
NR328--MA0769.1.Tcf7	chr1	160006270	160006281	-	0.000	0.000	Merged-chr1-160006258-20
NR3422--MA0769.1.Tcf7	chr2	29666799	29666810	-	0.000	0.000	Merged-chr2-29666836-9
NR1007--MA0523.1.TCF7L2	chr11	74100908	74100921	+	0.000	0.000	Merged-chr11-74100988-13
NR2923--MA0523.1.TCF7L2	chr17	72822229	72822242	+	0.000	0.000	Merged-chr17-72822157-16
NR131--MA0769.1.Tcf7	chr1	80416616	80416627	-	0.000	0.000	Merged-chr1-80416536-28
NR1647--MA0523.1.TCF7L2	chr13	43436074	43436087	-	0.000	0.000	Merged-chr13-43436258-16
NR6468--MA0769.1.Tcf7	chr9	120082887	120082898	+	0.000	0.000	Merged-chr9-120082843-44
NR2122--MA0769.1.Tcf7	chr14	78448465	78448476	-	0.000	0.000	Merged-chr14-78448544-66
NR5459--MA1421.1.TCF7L1	chr7	19837027	19837038	-	0.000	0.000	Merged-chr7-19837080-20
NR43--MA0523.1.TCF7L2	chr1	39954852	39954865	-	0.000	0.000	Merged-chr1-39954782-26
NR4424--MA1421.1.TCF7L1	chr4	107605763	107605774	-	0.000	0.000	Merged-chr4-107605713-1
NR2669--MA0523.1.TCF7L2	chr16	84646415	84646428	-	0.000	0.000	Merged-chr16-84646422-13
NR4409--MA0523.1.TCF7L2	chr4	101217141	101217154	+	0.000	0.000	Merged-chr4-101217167-64
NR1590--MA0523.1.TCF7L2	chr13	13582128	13582141	+	0.000	0.000	Merged-chr13-13582107-29
NR530--MA1421.1.TCF7L1	chr10	30537537	30537548	-	0.000	0.000	Merged-chr10-30537547-6
NR3221--MA0769.1.Tcf7	chr19	21547556	21547567	-	0.000	0.000	Merged-chr19-21547622-17
NR3548--MA0769.1.Tcf7	chr2	80462095	80462106	+	0.000	0.000	Merged-chr2-80462138-40
NR5460--MA0523.1.TCF7L2	chr7	19837025	19837038	-	0.000	0.000	Merged-chr7-19837080-20
NR6010--MA0523.1.TCF7L2	chr8	116676508	116676521	-	0.000	0.000	Merged-chr8-116676646-9
NR3669--MA0769.1.Tcf7	chr2	129285386	129285397	-	0.000	0.000	Merged-chr2-129285453-11
NR5035--MA0523.1.TCF7L2	chr6	5997770	5997783	-	0.000	0.000	Merged-chr6-5997718-16
NR648--MA0523.1.TCF7L2	chr10	80658900	80658913	-	0.000	0.000	Merged-chr10-80658824-84
NR4184--MA0523.1.TCF7L2	chr3	142533252	142533265	-	0.000	0.000	Merged-chr3-142533345-44
NR181--MA1421.1.TCF7L1	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR4441--MA0769.1.Tcf7	chr4	116735218	116735229	-	0.000	0.000	Merged-chr4-116735189-24
NR3584--MA0769.1.Tcf7	chr2	93417130	93417141	-	0.000	0.000	Merged-chr2-93416936-19
NR3011--MA0769.1.Tcf7	chr18	32543345	32543356	-	0.000	0.000	Merged-chr18-32543284-47
NR4768--MA0769.1.Tcf7	chr5	72731691	72731702	+	0.000	0.000	Merged-chr5-72731571-20
NR936--MA0523.1.TCF7L2	chr11	46348548	46348561	+	0.000	0.000	Merged-chr11-46348633-7
NR1426--MA1421.1.TCF7L1	chr12	100994921	100994932	+	0.000	0.000	Merged-chr12-100994584-90
NR4567--MA0523.1.TCF7L2	chr4	145319594	145319607	+	0.000	0.000	Merged-chr4-145319470-38
NR1668--MA0523.1.TCF7L2	chr13	51951834	51951847	-	0.000	0.000	Merged-chr13-51951802-36
NR1870--MA0769.1.Tcf7	chr13	112970440	112970451	+	0.000	0.000	Merged-chr13-112970510-24
NR3911--MA0769.1.Tcf7	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR841--MA0523.1.TCF7L2	chr10	128039313	128039326	-	0.000	0.000	Merged-chr10-128039274-35
NR3966--MA0523.1.TCF7L2	chr3	84595448	84595461	-	0.000	0.000	Merged-chr3-84595329-34
NR6141--MA1421.1.TCF7L1	chr9	14248415	14248426	-	0.000	0.000	Merged-chr9-14248366-20
NR2396--MA0769.1.Tcf7	chr15	80602680	80602691	-	0.000	0.000	Merged-chr15-80602759-36
NR4554--MA0523.1.TCF7L2	chr4	141296091	141296104	+	0.000	0.000	Merged-chr4-141296105-4
NR286--MA0523.1.TCF7L2	chr1	152053401	152053414	+	0.000	0.000	Merged-chr1-152053412-31
NR4760--MA0523.1.TCF7L2	chr5	66193708	66193721	-	0.000	0.000	Merged-chr5-66193573-58
NR2692--MA1421.1.TCF7L1	chr16	91555427	91555438	+	0.000	0.000	Merged-chr16-91555577-12
NR492--MA0523.1.TCF7L2	chr10	12961774	12961787	-	0.000	0.000	Merged-chr10-12961810-12
NR704--MA0523.1.TCF7L2	chr10	93188681	93188694	-	0.000	0.000	Merged-chr10-93188465-33
NR4335--MA0523.1.TCF7L2	chr4	56944535	56944548	-	0.000	0.000	Merged-chr4-56944579-16
NR3118--MA1421.1.TCF7L1	chr18	75374209	75374220	-	0.000	0.000	Merged-chr18-75374196-25
NR5673--MA1421.1.TCF7L1	chr7	109265817	109265828	-	0.000	0.000	Merged-chr7-109265818-41
NR3300--MA0523.1.TCF7L2	chr19	47915525	47915538	+	0.000	0.000	Merged-chr19-47915460-18
NR871--MA0769.1.Tcf7	chr11	5411820	5411831	-	0.000	0.000	Merged-chr11-5411816-25
NR4769--MA0523.1.TCF7L2	chr5	73237084	73237097	+	0.000	0.000	Merged-chr5-73237054-48
NR5451--MA0769.1.Tcf7	chr7	16196946	16196957	+	0.000	0.000	Merged-chr7-16196917-6
NR2349--MA1421.1.TCF7L1	chr15	67196442	67196453	+	0.000	0.000	Merged-chr15-67196543-23
NR6489--MA1421.1.TCF7L1	chr9	123734309	123734320	-	0.000	0.000	Merged-chr9-123734197-54
NR3940--MA0523.1.TCF7L2	chr3	65793914	65793927	-	0.000	0.000	Merged-chr3-65793747-53
NR5005--MA0523.1.TCF7L2	chr5	148709220	148709233	+	0.000	0.000	Merged-chr5-148709171-35
NR1996--MA0769.1.Tcf7	chr14	49155777	49155788	+	0.000	0.000	Merged-chr14-49155726-21
NR3105--MA1421.1.TCF7L1	chr18	69547458	69547469	-	0.000	0.000	Merged-chr18-69547283-22
NR3515--MA0523.1.TCF7L2	chr2	70845160	70845173	-	0.000	0.000	Merged-chr2-70845075-67
NR585--MA1421.1.TCF7L1	chr10	61233358	61233369	+	0.000	0.000	Merged-chr10-61233317-40
NR284--MA1421.1.TCF7L1	chr1	151973287	151973298	-	0.000	0.000	Merged-chr1-151973357-25
NR2746--MA0769.1.Tcf7	chr17	5748010	5748021	-	0.000	0.000	Merged-chr17-5748141-46
NR2710--MA1421.1.TCF7L1	chr16	94237013	94237024	+	0.000	0.000	Merged-chr16-94237010-44
NR1101--MA0769.1.Tcf7	chr11	100824191	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR1213--MA0769.1.Tcf7	chr11	121100824	121100835	+	0.000	0.000	Merged-chr11-121100966-23
NR5222--MA1421.1.TCF7L1	chr6	94681555	94681566	+	0.000	0.000	Merged-chr6-94681460-83
NR3467--MA0523.1.TCF7L2	chr2	48328422	48328435	-	0.000	0.000	Merged-chr2-48328415-44
NR4035--MA0769.1.Tcf7	chr3	104796774	104796785	-	0.000	0.000	Merged-chr3-104796663-34
NR315--MA1421.1.TCF7L1	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR545--MA0769.1.Tcf7	chr10	41620211	41620222	+	0.000	0.000	Merged-chr10-41620205-22
NR5092--MA1421.1.TCF7L1	chr6	41113489	41113500	+	0.000	0.000	Merged-chr6-41113305-59
NR5597--MA0523.1.TCF7L2	chr7	89712886	89712899	+	0.000	0.000	Merged-chr7-89712844-48
NR4053--MA0769.1.Tcf7	chr3	108124338	108124349	+	0.000	0.000	Merged-chr3-108124378-33
NR6309--MA0769.1.Tcf7	chr9	80754678	80754689	-	0.000	0.000	Merged-chr9-80754738-24
NR3909--MA1421.1.TCF7L1	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR2609--MA0523.1.TCF7L2	chr16	55769889	55769902	-	0.000	0.000	Merged-chr16-55769882-2
NR317--MA0769.1.Tcf7	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR4071--MA0769.1.Tcf7	chr3	115584852	115584863	-	0.000	0.000	Merged-chr3-115584831-13
NR3881--MA0769.1.Tcf7	chr2	181483763	181483774	-	0.000	0.000	Merged-chr2-181483913-67
NR4836--MA1421.1.TCF7L1	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR3029--MA0523.1.TCF7L2	chr18	39877980	39877993	-	0.000	0.000	Merged-chr18-39877975-43
NR3492--MA0523.1.TCF7L2	chr2	60717566	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR2451--MA0769.1.Tcf7	chr15	94259920	94259931	-	0.000	0.000	Merged-chr15-94259724-7
NR4971--MA0769.1.Tcf7	chr5	140502567	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR3067--MA0523.1.TCF7L2	chr18	57249945	57249958	-	0.000	0.000	Merged-chr18-57249763-26
NR4969--MA1421.1.TCF7L1	chr5	140502567	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR3910--MA0523.1.TCF7L2	chr3	38280377	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR1348--MA0769.1.Tcf7	chr12	76950384	76950395	+	0.000	0.000	Merged-chr12-76950525-26
NR5394--MA0769.1.Tcf7	chr6	144333302	144333313	+	0.000	0.000	Merged-chr6-144333219-22
NR5409--MA0523.1.TCF7L2	chr6	146080876	146080889	+	0.000	0.000	Merged-chr6-146081045-99
NR1254--MA0769.1.Tcf7	chr12	33076323	33076334	+	0.000	0.000	Merged-chr12-33076409-32
NR1008--MA0769.1.Tcf7	chr11	74100908	74100919	+	0.000	0.000	Merged-chr11-74100988-13
NR3547--MA1421.1.TCF7L1	chr2	80462095	80462106	+	0.000	0.000	Merged-chr2-80462138-40
NR6528--MA1421.1.TCF7L1	chrX	57185001	57185012	+	0.000	0.000	Merged-chrX-57185087-24
NR4970--MA0523.1.TCF7L2	chr5	140502565	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR336--MA1421.1.TCF7L1	chr1	161436587	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR870--MA0523.1.TCF7L2	chr11	5411818	5411831	-	0.000	0.000	Merged-chr11-5411816-25
NR1307--MA0523.1.TCF7L2	chr12	55357449	55357462	-	0.000	0.000	Merged-chr12-55357452-12
NR4713--MA0523.1.TCF7L2	chr5	45790460	45790473	-	0.000	0.000	Merged-chr5-45790409-20
NR5175--MA0769.1.Tcf7	chr6	72495472	72495483	+	0.000	0.000	Merged-chr6-72495605-8
NR1345--MA0523.1.TCF7L2	chr12	76923266	76923279	-	0.000	0.000	Merged-chr12-76923289-32
NR4217--MA1421.1.TCF7L1	chr3	146192789	146192800	+	0.000	0.000	Merged-chr3-146192596-55
NR1177--MA0523.1.TCF7L2	chr11	115589121	115589134	+	0.000	0.000	Merged-chr11-115589146-15
NR1274--MA1421.1.TCF7L1	chr12	39649118	39649129	-	0.000	0.000	Merged-chr12-39649191-14
NR4748--MA0769.1.Tcf7	chr5	64766125	64766136	+	0.000	0.000	Merged-chr5-64765991-19
NR42--MA0523.1.TCF7L2	chr1	39954710	39954723	+	0.000	0.000	Merged-chr1-39954782-26
NR3643--MA0523.1.TCF7L2	chr2	120502274	120502287	+	0.000	0.000	Merged-chr2-120502347-30
NR5399--MA0523.1.TCF7L2	chr6	145285831	145285844	-	0.000	0.000	Merged-chr6-145285757-35
NR5623--MA0769.1.Tcf7	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR1332--MA0523.1.TCF7L2	chr12	73888160	73888173	+	0.000	0.000	Merged-chr12-73888255-48
NR3353--MA1421.1.TCF7L1	chr2	5003345	5003356	+	0.000	0.000	Merged-chr2-5003396-19
NR2898--MA1421.1.TCF7L1	chr17	57098644	57098655	-	0.000	0.000	Merged-chr17-57098619-14
NR4305--MA0769.1.Tcf7	chr4	41241025	41241036	+	0.000	0.000	Merged-chr4-41241074-39
NR2449--MA0523.1.TCF7L2	chr15	94255221	94255234	-	0.000	0.000	Merged-chr15-94255177-46
NR5879--MA1421.1.TCF7L1	chr8	56443932	56443943	-	0.000	0.000	Merged-chr8-56443904-53
NR5554--MA0523.1.TCF7L2	chr7	75384766	75384779	-	0.000	0.000	Merged-chr7-75384885-29
NR4202--MA0769.1.Tcf7	chr3	144232070	144232081	-	0.000	0.000	Merged-chr3-144232172-58
NR4747--MA0523.1.TCF7L2	chr5	64766125	64766138	+	0.000	0.000	Merged-chr5-64765991-19
NR4681--MA0769.1.Tcf7	chr5	22740159	22740170	-	0.000	0.000	Merged-chr5-22740212-9
NR6443--MA0523.1.TCF7L2	chr9	116283891	116283904	-	0.000	0.000	Merged-chr9-116283998-37
NR3075--MA0523.1.TCF7L2	chr18	60630814	60630827	+	0.000	0.000	Merged-chr18-60630804-17
NR842--MA0769.1.Tcf7	chr10	128039315	128039326	-	0.000	0.000	Merged-chr10-128039274-35
NR5866--MA1421.1.TCF7L1	chr8	36028577	36028588	-	0.000	0.000	Merged-chr8-36028490-56
NR3117--MA0769.1.Tcf7	chr18	75374134	75374145	+	0.000	0.000	Merged-chr18-75374196-25
NR1100--MA0523.1.TCF7L2	chr11	100824189	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR287--MA0769.1.Tcf7	chr1	152053401	152053412	+	0.000	0.000	Merged-chr1-152053412-31
NR1855--MA0769.1.Tcf7	chr13	112133937	112133948	+	0.000	0.000	Merged-chr13-112133906-22
NR25--MA0523.1.TCF7L2	chr1	34831577	34831590	+	0.000	0.000	Merged-chr1-34831505-37
NR3493--MA0769.1.Tcf7	chr2	60717568	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR2409--MA1421.1.TCF7L1	chr15	84168879	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR5251--MA1421.1.TCF7L1	chr6	100601909	100601920	+	0.000	0.000	Merged-chr6-100601796-17
NR6395--MA0523.1.TCF7L2	chr9	103337111	103337124	+	0.000	0.000	Merged-chr9-103337204-21
NR1572--MA0523.1.TCF7L2	chr13	6652691	6652704	-	0.000	0.000	Merged-chr13-6652733-20
NR3664--MA0523.1.TCF7L2	chr2	128544644	128544657	+	0.000	0.000	Merged-chr2-128544786-45
NR5767--MA0769.1.Tcf7	chr7	125607594	125607605	+	0.000	0.000	Merged-chr7-125607654-51
NR2051--MA1421.1.TCF7L1	chr14	62928379	62928390	-	0.000	0.000	Merged-chr14-62928345-50
NR847--MA0769.1.Tcf7	chr10	128940664	128940675	-	0.000	0.000	Merged-chr10-128940717-41
NR3941--MA0769.1.Tcf7	chr3	65793916	65793927	-	0.000	0.000	Merged-chr3-65793747-53
NR4243--MA0769.1.Tcf7	chr3	152212099	152212110	-	0.000	0.000	Merged-chr3-152212044-45
NR5785--MA0769.1.Tcf7	chr7	130816459	130816470	-	0.000	0.000	Merged-chr7-130816442-11
NR5590--MA1421.1.TCF7L1	chr7	88459894	88459905	-	0.000	0.000	Merged-chr7-88459917-15
NR3386--MA0769.1.Tcf7	chr2	17597779	17597790	+	0.000	0.000	Merged-chr2-17597899-18
NR959--MA0769.1.Tcf7	chr11	54188050	54188061	+	0.000	0.000	Merged-chr11-54188081-11
NR2762--MA0523.1.TCF7L2	chr17	13479935	13479948	+	0.000	0.000	Merged-chr17-13479919-17
NR2410--MA0523.1.TCF7L2	chr15	84168877	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR4892--MA0523.1.TCF7L2	chr5	107840714	107840727	+	0.000	0.000	Merged-chr5-107840807-27
NR1627--MA1421.1.TCF7L1	chr13	35129661	35129672	-	0.000	0.000	Merged-chr13-35129636-40
NR977--MA0769.1.Tcf7	chr11	63146802	63146813	-	0.000	0.000	Merged-chr11-63146790-18
NR5781--MA0523.1.TCF7L2	chr7	127922927	127922940	-	0.000	0.000	Merged-chr7-127922827-35
NR4115--MA0523.1.TCF7L2	chr3	130901561	130901574	+	0.000	0.000	Merged-chr3-130901613-29
NR508--MA1421.1.TCF7L1	chr10	19406887	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR5621--MA1421.1.TCF7L1	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR5002--MA0769.1.Tcf7	chr5	148266941	148266952	-	0.000	0.000	Merged-chr5-148266957-7
NR4923--MA0523.1.TCF7L2	chr5	122288603	122288616	+	0.000	0.000	Merged-chr5-122288620-47
NR2771--MA0769.1.Tcf7	chr17	17792227	17792238	-	0.000	0.000	Merged-chr17-17792149-13
NR5093--MA0523.1.TCF7L2	chr6	41113489	41113502	+	0.000	0.000	Merged-chr6-41113305-59
NR2362--MA0523.1.TCF7L2	chr15	73268381	73268394	-	0.000	0.000	Merged-chr15-73268336-36
NR3815--MA0523.1.TCF7L2	chr2	168575213	168575226	-	0.000	0.000	Merged-chr2-168575169-53
NR2310--MA0769.1.Tcf7	chr15	58145496	58145507	-	0.000	0.000	Merged-chr15-58145479-45
NR2202--MA1421.1.TCF7L1	chr14	121137384	121137395	+	0.000	0.000	Merged-chr14-121137502-35
NR2431--MA0769.1.Tcf7	chr15	91616725	91616736	-	0.000	0.000	Merged-chr15-91616695-12
NR879--MA0769.1.Tcf7	chr11	11506412	11506423	+	0.000	0.000	Merged-chr11-11506320-40
NR5199--MA1421.1.TCF7L1	chr6	88782959	88782970	-	0.000	0.000	Merged-chr6-88783083-54
NR2539--MA0523.1.TCF7L2	chr16	33499241	33499254	-	0.000	0.000	Merged-chr16-33499243-20
NR6159--MA0523.1.TCF7L2	chr9	35498053	35498066	+	0.000	0.000	Merged-chr9-35498014-17
NR4387--MA0769.1.Tcf7	chr4	89169078	89169089	-	0.000	0.000	Merged-chr4-89169046-30
NR1991--MA1421.1.TCF7L1	chr14	49089838	49089849	-	0.000	0.000	Merged-chr14-49089916-20
NR341--MA0523.1.TCF7L2	chr1	161671054	161671067	-	0.000	0.000	Merged-chr1-161671075-50
NR3094--MA1421.1.TCF7L1	chr18	65819070	65819081	-	0.000	0.000	Merged-chr18-65819211-50
NR819--MA0523.1.TCF7L2	chr10	121580561	121580574	+	0.000	0.000	Merged-chr10-121580464-25
NR2526--MA0523.1.TCF7L2	chr16	25587908	25587921	-	0.000	0.000	Merged-chr16-25587871-42
NR5598--MA0769.1.Tcf7	chr7	89712886	89712897	+	0.000	0.000	Merged-chr7-89712844-48
NR4714--MA0769.1.Tcf7	chr5	45790462	45790473	-	0.000	0.000	Merged-chr5-45790409-20
NR4715--MA1421.1.TCF7L1	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR5764--MA0523.1.TCF7L2	chr7	125511553	125511566	+	0.000	0.000	Merged-chr7-125511628-40
NR3651--MA0769.1.Tcf7	chr2	125422355	125422366	+	0.000	0.000	Merged-chr2-125422559-12
NR1323--MA0523.1.TCF7L2	chr12	73670853	73670866	+	0.000	0.000	Merged-chr12-73670833-29
NR4620--MA0769.1.Tcf7	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR5392--MA1421.1.TCF7L1	chr6	144333302	144333313	+	0.000	0.000	Merged-chr6-144333219-22
NR2564--MA0523.1.TCF7L2	chr16	44735811	44735824	+	0.000	0.000	Merged-chr16-44735956-40
NR4065--MA0769.1.Tcf7	chr3	109421018	109421029	+	0.000	0.000	Merged-chr3-109421125-43
NR3043--MA1421.1.TCF7L1	chr18	53411604	53411615	+	0.000	0.000	Merged-chr18-53411654-14
NR4304--MA0523.1.TCF7L2	chr4	41241025	41241038	+	0.000	0.000	Merged-chr4-41241074-39
NR160--MA0523.1.TCF7L2	chr1	89090379	89090392	-	0.000	0.000	Merged-chr1-89090487-27
NR2998--MA0523.1.TCF7L2	chr18	19483681	19483694	-	0.000	0.000	Merged-chr18-19483716-13
NR2770--MA0523.1.TCF7L2	chr17	17792225	17792238	-	0.000	0.000	Merged-chr17-17792149-13
NR1109--MA0769.1.Tcf7	chr11	101199604	101199615	+	0.000	0.000	Merged-chr11-101199720-6
NR3028--MA0523.1.TCF7L2	chr18	39657208	39657221	-	0.000	0.000	Merged-chr18-39657147-8
NR6124--MA0769.1.Tcf7	chr9	7576736	7576747	+	0.000	0.000	Merged-chr9-7576753-19
NR1128--MA1421.1.TCF7L1	chr11	107539141	107539152	+	0.000	0.000	Merged-chr11-107539158-14
NR97--MA0769.1.Tcf7	chr1	64486515	64486526	-	0.000	0.000	Merged-chr1-64486540-36
NR2351--MA0769.1.Tcf7	chr15	67196442	67196453	+	0.000	0.000	Merged-chr15-67196543-23
NR4607--MA0769.1.Tcf7	chr4	148683801	148683812	-	0.000	0.000	Merged-chr4-148683681-71
NR337--MA0523.1.TCF7L2	chr1	161436585	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR1485--MA0769.1.Tcf7	chr12	110939502	110939513	-	0.000	0.000	Merged-chr12-110939619-21
NR2383--MA0523.1.TCF7L2	chr15	78683743	78683756	-	0.000	0.000	Merged-chr15-78683730-20
NR1166--MA1421.1.TCF7L1	chr11	113174338	113174349	-	0.000	0.000	Merged-chr11-113174221-33
NR6399--MA0523.1.TCF7L2	chr9	104277092	104277105	+	0.000	0.000	Merged-chr9-104277160-2
NR338--MA0769.1.Tcf7	chr1	161436587	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR3836--MA0523.1.TCF7L2	chr2	173452363	173452376	+	0.000	0.000	Merged-chr2-173452276-60
NR3668--MA0523.1.TCF7L2	chr2	129285384	129285397	-	0.000	0.000	Merged-chr2-129285453-11
NR4410--MA0769.1.Tcf7	chr4	101217141	101217152	+	0.000	0.000	Merged-chr4-101217167-64
NR4218--MA0523.1.TCF7L2	chr3	146192789	146192802	+	0.000	0.000	Merged-chr3-146192596-55
NR2985--MA0523.1.TCF7L2	chr18	6106798	6106811	+	0.000	0.000	Merged-chr18-6106813-28
NR5397--MA0769.1.Tcf7	chr6	145002330	145002341	-	0.000	0.000	Merged-chr6-145002461-23
NR6160--MA0769.1.Tcf7	chr9	35498053	35498064	+	0.000	0.000	Merged-chr9-35498014-17
NR1051--MA0769.1.Tcf7	chr11	88455691	88455702	-	0.000	0.000	Merged-chr11-88455545-42
NR6445--MA1421.1.TCF7L1	chr9	116284010	116284021	+	0.000	0.000	Merged-chr9-116283998-37
NR324--MA0523.1.TCF7L2	chr1	159938619	159938632	+	0.000	0.000	Merged-chr1-159938641-24
NR5145--MA0523.1.TCF7L2	chr6	61263669	61263682	+	0.000	0.000	Merged-chr6-61263601-18
NR5169--MA1421.1.TCF7L1	chr6	71638554	71638565	-	0.000	0.000	Merged-chr6-71638648-13
NR3683--MA0769.1.Tcf7	chr2	132180715	132180726	+	0.000	0.000	Merged-chr2-132180846-32
NR5724--MA0769.1.Tcf7	chr7	117404664	117404675	+	0.000	0.000	Merged-chr7-117404576-18
NR406--MA0523.1.TCF7L2	chr1	180252833	180252846	-	0.000	0.000	Merged-chr1-180252895-14
NR1275--MA0769.1.Tcf7	chr12	39649118	39649129	-	0.000	0.000	Merged-chr12-39649191-14
NR4773--MA0769.1.Tcf7	chr5	74261230	74261241	-	0.000	0.000	Merged-chr5-74261391-1
NR3560--MA0523.1.TCF7L2	chr2	84582511	84582524	+	0.000	0.000	Merged-chr2-84582461-28
NR3628--MA1421.1.TCF7L1	chr2	117418888	117418899	-	0.000	0.000	Merged-chr2-117418760-26
NR4677--MA0523.1.TCF7L2	chr5	22587657	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR2381--MA1421.1.TCF7L1	chr15	78683698	78683709	-	0.000	0.000	Merged-chr15-78683730-20
NR5760--MA0769.1.Tcf7	chr7	125186632	125186643	+	0.000	0.000	Merged-chr7-125186656-23
NR4349--MA1421.1.TCF7L1	chr4	63928487	63928498	-	0.000	0.000	Merged-chr4-63928441-11
NR2534--MA0523.1.TCF7L2	chr16	30769353	30769366	+	0.000	0.000	Merged-chr16-30769529-58
NR1780--MA1421.1.TCF7L1	chr13	101569251	101569262	-	0.000	0.000	Merged-chr13-101569413-14
NR5867--MA0523.1.TCF7L2	chr8	36028575	36028588	-	0.000	0.000	Merged-chr8-36028490-56
NR130--MA0523.1.TCF7L2	chr1	80416614	80416627	-	0.000	0.000	Merged-chr1-80416536-28
NR6080--MA0769.1.Tcf7	chr8	126200360	126200371	-	0.000	0.000	Merged-chr8-126200294-39
NR3447--MA1421.1.TCF7L1	chr2	38548329	38548340	+	0.000	0.000	Merged-chr2-38548313-22
NR2155--MA0769.1.Tcf7	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR182--MA0769.1.Tcf7	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR1298--MA0769.1.Tcf7	chr12	52831026	52831037	-	0.000	0.000	Merged-chr12-52830906-26
NR2412--MA1421.1.TCF7L1	chr15	84372947	84372958	+	0.000	0.000	Merged-chr15-84372915-18
NR4504--MA1421.1.TCF7L1	chr4	131901421	131901432	-	0.000	0.000	Merged-chr4-131901332-16
NR2052--MA0769.1.Tcf7	chr14	62928379	62928390	-	0.000	0.000	Merged-chr14-62928345-50
NR4938--MA1421.1.TCF7L1	chr5	129191994	129192005	-	0.000	0.000	Merged-chr5-129191899-21
NR4277--MA0523.1.TCF7L2	chr4	7455298	7455311	+	0.000	0.000	Merged-chr4-7455242-36
