#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_up.bed
NR49453--MA0493.1.Klf1	chr5	53605582	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR53745--MA1107.1.KLF9	chr6	33683799	33683811	-	0.000	0.000	Merged-chr6-33683719-46
NR57233--MA0741.1.KLF16	chr6	146080242	146080252	+	0.000	0.000	Merged-chr6-146080250-19
NR13694--MA0741.1.KLF16	chr12	25247231	25247241	-	0.000	0.000	Merged-chr12-25247115-16
NR56460--MA0493.1.Klf1	chr6	134348665	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR6443--MA0493.1.Klf1	chr10	76962207	76962217	-	0.000	0.000	Merged-chr10-76962071-59
NR65737--MA0599.1.KLF5	chr9	21419889	21419898	-	0.000	0.000	Merged-chr9-21419783-26
NR2787--MA0599.1.KLF5	chr1	153380034	153380043	+	0.000	0.000	Merged-chr1-153380015-29
NR50038--MA0599.1.KLF5	chr5	86783216	86783225	+	0.000	0.000	Merged-chr5-86783243-43
NR6135--MA0741.1.KLF16	chr10	68445696	68445706	-	0.000	0.000	Merged-chr10-68445900-93
NR11453--MA1107.1.KLF9	chr11	90257463	90257475	+	0.000	0.000	Merged-chr11-90257307-51
NR10337--MA0493.1.Klf1	chr11	66961665	66961675	+	0.000	0.000	Merged-chr11-66961666-9
NR35889--MA0742.1.Klf12	chr2	60375316	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR29827--MA0493.1.Klf1	chr17	84056508	84056518	-	0.000	0.000	Merged-chr17-84056540-29
NR5585--MA0039.3.KLF4	chr10	41620110	41620120	-	0.000	0.000	Merged-chr10-41620205-22
NR34503--MA0741.1.KLF16	chr2	7270157	7270167	+	0.000	0.000	Merged-chr2-7270224-62
NR53267--MA0741.1.KLF16	chr5	150840390	150840400	+	0.000	0.000	Merged-chr5-150840546-64
NR65991--MA1107.1.KLF9	chr9	32740969	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR35846--MA0039.3.KLF4	chr2	59513711	59513721	-	0.000	0.000	Merged-chr2-59513816-12
NR5642--MA0741.1.KLF16	chr10	42699263	42699273	+	0.000	0.000	Merged-chr10-42699170-35
NR3691--MA0741.1.KLF16	chr1	177008837	177008847	+	0.000	0.000	Merged-chr1-177008942-27
NR45381--MA0599.1.KLF5	chr4	83354992	83355001	+	0.000	0.000	Merged-chr4-83354968-34
NR4733--MA1107.1.KLF9	chr1	193421574	193421586	-	0.000	0.000	Merged-chr1-193421738-60
NR23423--MA0741.1.KLF16	chr15	80192529	80192539	+	0.000	0.000	Merged-chr15-80192413-58
NR11122--MA0741.1.KLF16	chr11	82205855	82205865	+	0.000	0.000	Merged-chr11-82205985-28
NR2342--MA0740.1.KLF14	chr1	135766474	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR32108--MA0741.1.KLF16	chr18	82607598	82607608	+	0.000	0.000	Merged-chr18-82607647-23
NR25212--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR29732--MA0039.3.KLF4	chr17	83158742	83158752	+	0.000	0.000	Merged-chr17-83158899-1
NR10050--MA1107.1.KLF9	chr11	58283329	58283341	-	0.000	0.000	Merged-chr11-58283237-2
NR24078--MA0493.1.Klf1	chr15	94255265	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR61731--MA0493.1.Klf1	chr7	137476581	137476591	-	0.000	0.000	Merged-chr7-137476773-22
NR22117--MA1107.1.KLF9	chr15	25692700	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR8317--MA0741.1.KLF16	chr10	118633634	118633644	+	0.000	0.000	Merged-chr10-118633664-46
NR28683--MA1107.1.KLF9	chr17	47171167	47171179	-	0.000	0.000	Merged-chr17-47171280-54
NR8435--MA0742.1.Klf12	chr10	120697544	120697558	-	0.000	0.000	Merged-chr10-120697518-32
NR13552--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR3545--MA1107.1.KLF9	chr1	174041000	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR53093--MA0742.1.Klf12	chr5	148709061	148709075	-	0.000	0.000	Merged-chr5-148709171-35
NR8436--MA0599.1.KLF5	chr10	120697548	120697557	-	0.000	0.000	Merged-chr10-120697518-32
NR23225--MA1107.1.KLF9	chr15	77071684	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR28665--MA0039.3.KLF4	chr17	46880158	46880168	+	0.000	0.000	Merged-chr17-46880120-39
NR37853--MA0741.1.KLF16	chr2	132669332	132669342	+	0.000	0.000	Merged-chr2-132669439-31
NR47637--MA0493.1.Klf1	chr4	144901710	144901720	+	0.000	0.000	Merged-chr4-144901724-37
NR57228--MA1107.1.KLF9	chr6	145992967	145992979	+	0.000	0.000	Merged-chr6-145993129-56
NR67039--MA1107.1.KLF9	chr9	69073442	69073454	-	0.000	0.000	Merged-chr9-69073494-25
NR5165--MA0039.3.KLF4	chr10	18193271	18193281	-	0.000	0.000	Merged-chr10-18193414-42
NR45298--MA0741.1.KLF16	chr4	71291615	71291625	+	0.000	0.000	Merged-chr4-71291736-94
NR1764--MA0741.1.KLF16	chr1	106515650	106515660	+	0.000	0.000	Merged-chr1-106515798-55
NR5085--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR38797--MA0740.1.KLF14	chr2	158179199	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR56290--MA0039.3.KLF4	chr6	129240075	129240085	-	0.000	0.000	Merged-chr6-129239949-37
NR58148--MA0740.1.KLF14	chr7	24481950	24481963	+	0.000	0.000	Merged-chr7-24481860-36
NR488--MA0740.1.KLF14	chr1	39196988	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR160--MA0039.3.KLF4	chr1	20912781	20912791	-	0.000	0.000	Merged-chr1-20912686-65
NR45297--MA0599.1.KLF5	chr4	71291615	71291624	+	0.000	0.000	Merged-chr4-71291736-94
NR52841--MA0741.1.KLF16	chr5	144358361	144358371	-	0.000	0.000	Merged-chr5-144358177-56
NR15576--MA0741.1.KLF16	chr12	109446608	109446618	+	0.000	0.000	Merged-chr12-109446341-43
NR6130--MA0740.1.KLF14	chr10	68445694	68445707	-	0.000	0.000	Merged-chr10-68445900-93
NR52828--MA0599.1.KLF5	chr5	144358186	144358195	-	0.000	0.000	Merged-chr5-144358177-56
NR5645--MA1107.1.KLF9	chr10	42699280	42699292	+	0.000	0.000	Merged-chr10-42699170-35
NR21322--MA0742.1.Klf12	chr14	101879180	101879194	+	0.000	0.000	Merged-chr14-101879110-69
NR53262--MA0740.1.KLF14	chr5	150840382	150840395	+	0.000	0.000	Merged-chr5-150840546-64
NR56619--MA0599.1.KLF5	chr6	137491893	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR60476--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR23659--MA0741.1.KLF16	chr15	84168813	84168823	-	0.000	0.000	Merged-chr15-84168860-11
NR52831--MA0657.1.KLF13	chr5	144358272	144358289	-	0.000	0.000	Merged-chr5-144358177-56
NR8319--MA0039.3.KLF4	chr10	118766023	118766033	-	0.000	0.000	Merged-chr10-118766153-45
NR54484--MA0599.1.KLF5	chr6	71831706	71831715	-	0.000	0.000	Merged-chr6-71831897-1
NR20417--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR34499--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR53936--MA0599.1.KLF5	chr6	47621484	47621493	+	0.000	0.000	Merged-chr6-47621326-39
NR67098--MA1107.1.KLF9	chr9	70484978	70484990	+	0.000	0.000	Merged-chr9-70485119-27
NR33990--MA0039.3.KLF4	chr19	53760459	53760469	-	0.000	0.000	Merged-chr19-53760542-10
NR57666--MA0741.1.KLF16	chr7	4948749	4948759	-	0.000	0.000	Merged-chr7-4948568-26
NR65117--MA0741.1.KLF16	chr8	122712170	122712180	-	0.000	0.000	Merged-chr8-122712057-14
NR13142--MA1107.1.KLF9	chr11	119671196	119671208	-	0.000	0.000	Merged-chr11-119671227-50
NR58149--MA0657.1.KLF13	chr7	24481949	24481966	+	0.000	0.000	Merged-chr7-24481860-36
NR20453--MA0039.3.KLF4	chr14	61056908	61056918	-	0.000	0.000	Merged-chr14-61056983-100
NR11228--MA0741.1.KLF16	chr11	85407806	85407816	+	0.000	0.000	Merged-chr11-85407928-27
NR5586--MA0741.1.KLF16	chr10	41620111	41620121	-	0.000	0.000	Merged-chr10-41620205-22
NR67425--MA1107.1.KLF9	chr9	80318211	80318223	+	0.000	0.000	Merged-chr9-80318250-48
NR42483--MA0039.3.KLF4	chr3	122721568	122721578	-	0.000	0.000	Merged-chr3-122721694-22
NR11448--MA0740.1.KLF14	chr11	90257459	90257472	+	0.000	0.000	Merged-chr11-90257307-51
NR23224--MA0741.1.KLF16	chr15	77071685	77071695	-	0.000	0.000	Merged-chr15-77071598-27
NR46029--MA0493.1.Klf1	chr4	108371566	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR34521--MA1107.1.KLF9	chr2	8871596	8871608	-	0.000	0.000	Merged-chr2-8871484-19
NR22769--MA0599.1.KLF5	chr15	59805087	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR12667--MA0741.1.KLF16	chr11	113537056	113537066	+	0.000	0.000	Merged-chr11-113536889-33
NR26670--MA0039.3.KLF4	chr16	95150796	95150806	+	0.000	0.000	Merged-chr16-95150686-45
NR60724--MA0599.1.KLF5	chr7	113572968	113572977	-	0.000	0.000	Merged-chr7-113573033-33
NR68749--MA0657.1.KLF13	chr9	114613216	114613233	-	0.000	0.000	Merged-chr9-114613191-38
NR44132--MA0599.1.KLF5	chr4	8913759	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR65165--MA1107.1.KLF9	chr8	123163063	123163075	+	0.000	0.000	Merged-chr8-123163099-40
NR47034--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR60061--MA0493.1.Klf1	chr7	97625722	97625732	-	0.000	0.000	Merged-chr7-97625910-13
NR16561--MA0599.1.KLF5	chr13	32692570	32692579	+	0.000	0.000	Merged-chr13-32692698-24
NR49455--MA1107.1.KLF9	chr5	53605580	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR31167--MA1107.1.KLF9	chr18	60625569	60625581	-	0.000	0.000	Merged-chr18-60625535-13
NR47173--MA0493.1.Klf1	chr4	136031620	136031630	+	0.000	0.000	Merged-chr4-136031447-41
NR47379--MA0493.1.Klf1	chr4	139319887	139319897	+	0.000	0.000	Merged-chr4-139319909-27
NR35513--MA1107.1.KLF9	chr2	38472631	38472643	+	0.000	0.000	Merged-chr2-38472573-96
NR18937--MA0741.1.KLF16	chr13	111634787	111634797	+	0.000	0.000	Merged-chr13-111634662-22
NR28891--MA1107.1.KLF9	chr17	52602273	52602285	+	0.000	0.000	Merged-chr17-52602412-35
NR45539--MA1107.1.KLF9	chr4	89359531	89359543	-	0.000	0.000	Merged-chr4-89359690-21
NR64752--MA0493.1.Klf1	chr8	116645535	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR59127--MA0039.3.KLF4	chr7	49494867	49494877	-	0.000	0.000	Merged-chr7-49494921-17
NR14037--MA0599.1.KLF5	chr12	52383142	52383151	-	0.000	0.000	Merged-chr12-52383146-23
NR54452--MA0741.1.KLF16	chr6	70831524	70831534	+	0.000	0.000	Merged-chr6-70831450-1
NR29488--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR34988--MA0493.1.Klf1	chr2	27432661	27432671	+	0.000	0.000	Merged-chr2-27432813-10
NR67097--MA0741.1.KLF16	chr9	70484979	70484989	+	0.000	0.000	Merged-chr9-70485119-27
NR43163--MA0493.1.Klf1	chr3	137833414	137833424	+	0.000	0.000	Merged-chr3-137833460-41
NR55338--MA0741.1.KLF16	chr6	108448394	108448404	+	0.000	0.000	Merged-chr6-108448378-58
NR60741--MA0039.3.KLF4	chr7	114356564	114356574	-	0.000	0.000	Merged-chr7-114356592-29
NR14041--MA0493.1.Klf1	chr12	52383137	52383147	-	0.000	0.000	Merged-chr12-52383146-23
NR56621--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR9034--MA0039.3.KLF4	chr11	4289407	4289417	+	0.000	0.000	Merged-chr11-4289401-53
NR61733--MA1107.1.KLF9	chr7	137476579	137476591	-	0.000	0.000	Merged-chr7-137476773-22
NR45793--MA0741.1.KLF16	chr4	101419688	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR48926--MA0493.1.Klf1	chr5	28269733	28269743	-	0.000	0.000	Merged-chr5-28269924-54
NR24887--MA0599.1.KLF5	chr16	10814916	10814925	+	0.000	0.000	Merged-chr16-10815093-30
NR21005--MA0741.1.KLF16	chr14	78612517	78612527	-	0.000	0.000	Merged-chr14-78612334-35
NR4732--MA0493.1.Klf1	chr1	193421576	193421586	-	0.000	0.000	Merged-chr1-193421738-60
NR44333--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR492--MA0741.1.KLF16	chr1	39196990	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR32107--MA0742.1.Klf12	chr18	82607597	82607611	+	0.000	0.000	Merged-chr18-82607647-23
NR3692--MA0599.1.KLF5	chr1	177008855	177008864	+	0.000	0.000	Merged-chr1-177008942-27
NR21734--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR14927--MA0657.1.KLF13	chr12	91008917	91008934	-	0.000	0.000	Merged-chr12-91009085-35
NR28677--MA1107.1.KLF9	chr17	47171155	47171167	-	0.000	0.000	Merged-chr17-47171280-54
NR9191--MA0741.1.KLF16	chr11	11519490	11519500	+	0.000	0.000	Merged-chr11-11519616-36
NR47639--MA1107.1.KLF9	chr4	144901710	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR32420--MA0599.1.KLF5	chr18	89326186	89326195	+	0.000	0.000	Merged-chr18-89326061-22
NR57235--MA1107.1.KLF9	chr6	146081156	146081168	-	0.000	0.000	Merged-chr6-146081045-99
NR9626--MA1107.1.KLF9	chr11	46462213	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR3544--MA0493.1.Klf1	chr1	174041002	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR68752--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR65739--MA0039.3.KLF4	chr9	21419887	21419897	-	0.000	0.000	Merged-chr9-21419783-26
NR31443--MA0741.1.KLF16	chr18	67212691	67212701	+	0.000	0.000	Merged-chr18-67212775-57
NR37851--MA0493.1.Klf1	chr2	132669325	132669335	+	0.000	0.000	Merged-chr2-132669439-31
NR50192--MA0039.3.KLF4	chr5	91814537	91814547	+	0.000	0.000	Merged-chr5-91814561-31
NR16814--MA0741.1.KLF16	chr13	43453449	43453459	-	0.000	0.000	Merged-chr13-43453382-48
NR5635--MA0657.1.KLF13	chr10	42699279	42699296	+	0.000	0.000	Merged-chr10-42699170-35
NR12658--MA0039.3.KLF4	chr11	113508469	113508479	+	0.000	0.000	Merged-chr11-113508478-30
NR154--MA1107.1.KLF9	chr1	20825296	20825308	+	0.000	0.000	Merged-chr1-20825313-33
NR4642--MA0039.3.KLF4	chr1	192693017	192693027	+	0.000	0.000	Merged-chr1-192693207-29
NR45751--MA0741.1.KLF16	chr4	101217265	101217275	-	0.000	0.000	Merged-chr4-101217167-64
NR31447--MA0599.1.KLF5	chr18	67255714	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR13556--MA1107.1.KLF9	chr12	17511203	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR69824--MA0740.1.KLF14	chrX	57185035	57185048	+	0.000	0.000	Merged-chrX-57185087-24
NR29482--MA0599.1.KLF5	chr17	74865000	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR17017--MA0599.1.KLF5	chr13	52801166	52801175	+	0.000	0.000	Merged-chr13-52800951-49
NR27167--MA1107.1.KLF9	chr17	12715315	12715327	+	0.000	0.000	Merged-chr17-12715294-20
NR65122--MA1107.1.KLF9	chr8	122712177	122712189	-	0.000	0.000	Merged-chr8-122712057-14
NR66526--MA0493.1.Klf1	chr9	56098021	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR31164--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR48001--MA0599.1.KLF5	chr4	150087365	150087374	-	0.000	0.000	Merged-chr4-150087480-81
NR66324--MA1107.1.KLF9	chr9	48447924	48447936	+	0.000	0.000	Merged-chr9-48448010-22
NR31448--MA0741.1.KLF16	chr18	67255707	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR62846--MA0741.1.KLF16	chr8	40963171	40963181	-	0.000	0.000	Merged-chr8-40963134-88
NR45299--MA1107.1.KLF9	chr4	71291614	71291626	+	0.000	0.000	Merged-chr4-71291736-94
NR66520--MA0741.1.KLF16	chr9	55410605	55410615	-	0.000	0.000	Merged-chr9-55410514-19
NR10334--MA0740.1.KLF14	chr11	66961665	66961678	+	0.000	0.000	Merged-chr11-66961666-9
NR56574--MA0742.1.Klf12	chr6	136684095	136684109	+	0.000	0.000	Merged-chr6-136683885-26
NR17183--MA0599.1.KLF5	chr13	56476922	56476931	+	0.000	0.000	Merged-chr13-56477022-46
NR57609--MA0599.1.KLF5	chr7	4614259	4614268	-	0.000	0.000	Merged-chr7-4614138-46
NR62739--MA0039.3.KLF4	chr8	34651916	34651926	-	0.000	0.000	Merged-chr8-34651925-47
NR62669--MA0599.1.KLF5	chr8	33448812	33448821	+	0.000	0.000	Merged-chr8-33448893-8
NR34520--MA0741.1.KLF16	chr2	8871603	8871613	-	0.000	0.000	Merged-chr2-8871484-19
NR52835--MA0493.1.Klf1	chr5	144358278	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR21592--MA0599.1.KLF5	chr14	118173737	118173746	-	0.000	0.000	Merged-chr14-118173746-41
NR24422--MA0741.1.KLF16	chr15	100301565	100301575	-	0.000	0.000	Merged-chr15-100301694-19
NR47959--MA0741.1.KLF16	chr4	149664358	149664368	+	0.000	0.000	Merged-chr4-149664202-47
NR60740--MA0599.1.KLF5	chr7	114356566	114356575	-	0.000	0.000	Merged-chr7-114356592-29
NR54486--MA1107.1.KLF9	chr6	71831704	71831716	-	0.000	0.000	Merged-chr6-71831897-1
NR52832--MA0742.1.Klf12	chr5	144358274	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR34502--MA0493.1.Klf1	chr2	7270156	7270166	+	0.000	0.000	Merged-chr2-7270224-62
NR26464--MA0599.1.KLF5	chr16	91533527	91533536	+	0.000	0.000	Merged-chr16-91533689-95
NR6131--MA0741.1.KLF16	chr10	68445691	68445701	-	0.000	0.000	Merged-chr10-68445900-93
NR27884--MA1107.1.KLF9	chr17	29193443	29193455	+	0.000	0.000	Merged-chr17-29193494-23
NR20180--MA0599.1.KLF5	chr14	54056939	54056948	+	0.000	0.000	Merged-chr14-54056823-18
NR65172--MA1107.1.KLF9	chr8	123163077	123163089	+	0.000	0.000	Merged-chr8-123163099-40
NR21006--MA0599.1.KLF5	chr14	78619067	78619076	-	0.000	0.000	Merged-chr14-78619032-26
NR62911--MA0599.1.KLF5	chr8	46654735	46654744	-	0.000	0.000	Merged-chr8-46654782-26
NR52836--MA0741.1.KLF16	chr5	144358277	144358287	-	0.000	0.000	Merged-chr5-144358177-56
NR35717--MA1107.1.KLF9	chr2	53051381	53051393	-	0.000	0.000	Merged-chr2-53051556-37
NR34673--MA0599.1.KLF5	chr2	17597921	17597930	-	0.000	0.000	Merged-chr2-17597899-18
NR61464--MA0742.1.Klf12	chr7	130812670	130812684	-	0.000	0.000	Merged-chr7-130812664-20
NR44986--MA0740.1.KLF14	chr4	55342830	55342843	+	0.000	0.000	Merged-chr4-55342780-17
NR58725--MA1107.1.KLF9	chr7	35742595	35742607	-	0.000	0.000	Merged-chr7-35742502-39
NR22332--MA1107.1.KLF9	chr15	36396290	36396302	+	0.000	0.000	Merged-chr15-36396472-80
NR10335--MA0657.1.KLF13	chr11	66961664	66961681	+	0.000	0.000	Merged-chr11-66961666-9
NR64754--MA1107.1.KLF9	chr8	116645533	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR14303--MA0741.1.KLF16	chr12	69539531	69539541	-	0.000	0.000	Merged-chr12-69539558-45
NR38005--MA0657.1.KLF13	chr2	140395326	140395343	-	0.000	0.000	Merged-chr2-140395575-93
NR50356--MA0493.1.Klf1	chr5	98167608	98167618	-	0.000	0.000	Merged-chr5-98167553-86
NR45686--MA0599.1.KLF5	chr4	98436895	98436904	-	0.000	0.000	Merged-chr4-98436733-103
NR5632--MA0740.1.KLF14	chr10	42699262	42699275	+	0.000	0.000	Merged-chr10-42699170-35
NR876--MA0039.3.KLF4	chr1	60017020	60017030	+	0.000	0.000	Merged-chr1-60017133-4
NR14030--MA0493.1.Klf1	chr12	52383031	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR52824--MA0742.1.Klf12	chr5	144358128	144358142	-	0.000	0.000	Merged-chr5-144358177-56
NR44134--MA1107.1.KLF9	chr4	8913755	8913767	-	0.000	0.000	Merged-chr4-8913815-2
NR35507--MA0741.1.KLF16	chr2	37735574	37735584	-	0.000	0.000	Merged-chr2-37735387-35
NR42421--MA0599.1.KLF5	chr3	121723441	121723450	-	0.000	0.000	Merged-chr3-121723396-86
NR60181--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR872--MA0740.1.KLF14	chr1	60017018	60017031	+	0.000	0.000	Merged-chr1-60017133-4
NR62655--MA0741.1.KLF16	chr8	27201025	27201035	+	0.000	0.000	Merged-chr8-27201067-26
NR52791--MA0493.1.Klf1	chr5	144165950	144165960	-	0.000	0.000	Merged-chr5-144166019-31
NR70311--MA0741.1.KLF16	chrX	143030858	143030868	+	0.000	0.000	Merged-chrX-143030752-27
NR16944--MA0740.1.KLF14	chr13	51391534	51391547	-	0.000	0.000	Merged-chr13-51391583-19
NR66138--MA0493.1.Klf1	chr9	42208801	42208811	+	0.000	0.000	Merged-chr9-42208688-2
NR45556--MA0493.1.Klf1	chr4	89393467	89393477	-	0.000	0.000	Merged-chr4-89393499-15
NR28353--MA0741.1.KLF16	chr17	36205623	36205633	+	0.000	0.000	Merged-chr17-36205720-56
NR57667--MA1107.1.KLF9	chr7	4948748	4948760	-	0.000	0.000	Merged-chr7-4948568-26
NR11123--MA1107.1.KLF9	chr11	82205862	82205874	+	0.000	0.000	Merged-chr11-82205985-28
NR59945--MA0039.3.KLF4	chr7	92420557	92420567	-	0.000	0.000	Merged-chr7-92420666-38
NR31440--MA0599.1.KLF5	chr18	67212691	67212700	+	0.000	0.000	Merged-chr18-67212775-57
NR38800--MA0493.1.Klf1	chr2	158179202	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR51258--MA1107.1.KLF9	chr5	118088048	118088060	+	0.000	0.000	Merged-chr5-118087962-12
NR28684--MA1107.1.KLF9	chr17	47171169	47171181	-	0.000	0.000	Merged-chr17-47171280-54
NR4726--MA0493.1.Klf1	chr1	193365983	193365993	-	0.000	0.000	Merged-chr1-193366026-12
NR47665--MA0599.1.KLF5	chr4	145342060	145342069	+	0.000	0.000	Merged-chr4-145342099-62
NR47638--MA0741.1.KLF16	chr4	144901711	144901721	+	0.000	0.000	Merged-chr4-144901724-37
NR45687--MA0741.1.KLF16	chr4	98436894	98436904	-	0.000	0.000	Merged-chr4-98436733-103
NR21740--MA1107.1.KLF9	chr14	120313649	120313661	+	0.000	0.000	Merged-chr14-120313531-118
NR5184--MA1107.1.KLF9	chr10	19333703	19333715	+	0.000	0.000	Merged-chr10-19333654-15
NR873--MA0657.1.KLF13	chr1	60017017	60017034	+	0.000	0.000	Merged-chr1-60017133-4
NR23226--MA1107.1.KLF9	chr15	77071699	77071711	-	0.000	0.000	Merged-chr15-77071598-27
NR56291--MA1107.1.KLF9	chr6	129240075	129240087	-	0.000	0.000	Merged-chr6-129239949-37
NR53723--MA0741.1.KLF16	chr6	31085525	31085535	+	0.000	0.000	Merged-chr6-31085577-29
NR21028--MA0039.3.KLF4	chr14	79236478	79236488	+	0.000	0.000	Merged-chr14-79236608-48
NR47874--MA0039.3.KLF4	chr4	148509469	148509479	+	0.000	0.000	Merged-chr4-148509676-49
NR61536--MA0599.1.KLF5	chr7	132772647	132772656	-	0.000	0.000	Merged-chr7-132772585-7
NR19969--MA0599.1.KLF5	chr14	46578517	46578526	+	0.000	0.000	Merged-chr14-46578431-37
NR11450--MA0741.1.KLF16	chr11	90257460	90257470	+	0.000	0.000	Merged-chr11-90257307-51
NR12665--MA0039.3.KLF4	chr11	113537057	113537067	+	0.000	0.000	Merged-chr11-113536889-33
NR10051--MA0039.3.KLF4	chr11	58290597	58290607	+	0.000	0.000	Merged-chr11-58290425-28
NR2344--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR65989--MA0493.1.Klf1	chr9	32740969	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR67068--MA0599.1.KLF5	chr9	69458218	69458227	-	0.000	0.000	Merged-chr9-69458326-40
NR9625--MA0493.1.Klf1	chr11	46462215	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR62738--MA0599.1.KLF5	chr8	34651918	34651927	-	0.000	0.000	Merged-chr8-34651925-47
NR30103--MA0039.3.KLF4	chr17	88479189	88479199	-	0.000	0.000	Merged-chr17-88479234-18
NR57247--MA1107.1.KLF9	chr6	146271367	146271379	+	0.000	0.000	Merged-chr6-146271470-40
NR38770--MA0741.1.KLF16	chr2	157447413	157447423	+	0.000	0.000	Merged-chr2-157447566-79
NR35903--MA0740.1.KLF14	chr2	60774636	60774649	-	0.000	0.000	Merged-chr2-60774747-55
NR65988--MA0039.3.KLF4	chr9	32740971	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR44096--MA0599.1.KLF5	chr4	6941241	6941250	+	0.000	0.000	Merged-chr4-6941109-33
NR5086--MA1107.1.KLF9	chr10	13446829	13446841	-	0.000	0.000	Merged-chr10-13446841-15
NR67067--MA0742.1.Klf12	chr9	69458214	69458228	-	0.000	0.000	Merged-chr9-69458326-40
NR20418--MA1107.1.KLF9	chr14	59553387	59553399	-	0.000	0.000	Merged-chr14-59553394-22
NR62653--MA0599.1.KLF5	chr8	27201025	27201034	+	0.000	0.000	Merged-chr8-27201067-26
NR49515--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR9651--MA0039.3.KLF4	chr11	48926915	48926925	+	0.000	0.000	Merged-chr11-48927051-20
NR66528--MA1107.1.KLF9	chr9	56098021	56098033	+	0.000	0.000	Merged-chr9-56098023-21
NR8437--MA0493.1.Klf1	chr10	120697548	120697558	-	0.000	0.000	Merged-chr10-120697518-32
NR13555--MA0493.1.Klf1	chr12	17511203	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR50035--MA0740.1.KLF14	chr5	86783215	86783228	+	0.000	0.000	Merged-chr5-86783243-43
