#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_dn.bed
NR5837--MA0493.1.Klf1	chr10	77264471	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR6520--MA0599.1.KLF5	chr10	83336550	83336559	-	0.000	0.000	Merged-chr10-83336542-10
NR14634--MA0493.1.Klf1	chr12	107963068	107963078	+	0.000	0.000	Merged-chr12-107963174-17
NR47327--MA1107.1.KLF9	chr5	97001786	97001798	+	0.000	0.000	Merged-chr5-97001719-9
NR16924--MA0741.1.KLF16	chr13	85505188	85505198	-	0.000	0.000	Merged-chr13-85505133-53
NR32896--MA0599.1.KLF5	chr2	25148103	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR11733--MA0742.1.Klf12	chr11	106588293	106588307	+	0.000	0.000	Merged-chr11-106588217-44
NR22175--MA0742.1.Klf12	chr15	81872354	81872368	+	0.000	0.000	Merged-chr15-81872198-88
NR47467--MA0599.1.KLF5	chr5	100872343	100872352	-	0.000	0.000	Merged-chr5-100872198-32
NR2920--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR47252--MA0599.1.KLF5	chr5	93137077	93137086	+	0.000	0.000	Merged-chr5-93137054-42
NR64145--MA1107.1.KLF9	chr9	96754665	96754677	-	0.000	0.000	Merged-chr9-96754558-43
NR6837--MA1107.1.KLF9	chr10	95193991	95194003	-	0.000	0.000	Merged-chr10-95194130-23
NR1513--MA1107.1.KLF9	chr1	97613886	97613898	+	0.000	0.000	Merged-chr1-97613912-17
NR36756--MA0657.1.KLF13	chr2	164913580	164913597	-	0.000	0.000	Merged-chr2-164913622-30
NR60215--MA0039.3.KLF4	chr8	88592925	88592935	-	0.000	0.000	Merged-chr8-88592850-20
NR13014--MA0657.1.KLF13	chr12	25155524	25155541	-	0.000	0.000	Merged-chr12-25155613-40
NR42407--MA0741.1.KLF16	chr4	59331081	59331091	+	0.000	0.000	Merged-chr4-59331068-10
NR13020--MA1107.1.KLF9	chr12	25155528	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR56626--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR32903--MA0742.1.Klf12	chr2	25148131	25148145	+	0.000	0.000	Merged-chr2-25148103-14
NR10721--MA0741.1.KLF16	chr11	88718626	88718636	-	0.000	0.000	Merged-chr11-88718407-109
NR38754--MA1107.1.KLF9	chr3	87840992	87841004	+	0.000	0.000	Merged-chr3-87841057-16
NR19331--MA1107.1.KLF9	chr14	60736371	60736383	-	0.000	0.000	Merged-chr14-60736285-1
NR15573--MA0599.1.KLF5	chr13	23739621	23739630	-	0.000	0.000	Merged-chr13-23739426-131
NR15555--MA0742.1.Klf12	chr13	23551380	23551394	+	0.000	0.000	Merged-chr13-23551555-61
NR58831--MA0741.1.KLF16	chr8	25578424	25578434	+	0.000	0.000	Merged-chr8-25578502-39
NR47844--MA0599.1.KLF5	chr5	112239641	112239650	-	0.000	0.000	Merged-chr5-112239781-12
NR61172--MA0741.1.KLF16	chr8	121898640	121898650	-	0.000	0.000	Merged-chr8-121898554-47
NR12836--MA0493.1.Klf1	chr12	15811849	15811859	+	0.000	0.000	Merged-chr12-15811908-21
NR60570--MA0741.1.KLF16	chr8	106007468	106007478	-	0.000	0.000	Merged-chr8-106007407-44
NR8973--MA1107.1.KLF9	chr11	34782601	34782613	-	0.000	0.000	Merged-chr11-34782610-2
NR47861--MA1107.1.KLF9	chr5	112239789	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR5154--MA0599.1.KLF5	chr10	44447652	44447661	-	0.000	0.000	Merged-chr10-44447590-6
NR52582--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR9992--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR32906--MA0493.1.Klf1	chr2	25148131	25148141	+	0.000	0.000	Merged-chr2-25148103-14
NR61169--MA0599.1.KLF5	chr8	121898641	121898650	-	0.000	0.000	Merged-chr8-121898554-47
NR17994--MA1107.1.KLF9	chr13	113556697	113556709	+	0.000	0.000	Merged-chr13-113556743-10
NR51250--MA0493.1.Klf1	chr6	54775930	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR22174--MA0740.1.KLF14	chr15	81872354	81872367	+	0.000	0.000	Merged-chr15-81872198-88
NR1338--MA0741.1.KLF16	chr1	88267860	88267870	+	0.000	0.000	Merged-chr1-88267879-42
NR58836--MA0741.1.KLF16	chr8	25578493	25578503	-	0.000	0.000	Merged-chr8-25578502-39
NR19248--MA0493.1.Klf1	chr14	57769261	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR52578--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR8634--MA0493.1.Klf1	chr11	16987918	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR19697--MA0740.1.KLF14	chr14	75069086	75069099	+	0.000	0.000	Merged-chr14-75069229-133
NR28877--MA0039.3.KLF4	chr18	7869135	7869145	-	0.000	0.000	Merged-chr18-7869140-116
NR55058--MA0741.1.KLF16	chr7	29906111	29906121	-	0.000	0.000	Merged-chr7-29906235-59
NR19247--MA0742.1.Klf12	chr14	57769257	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR47849--MA0493.1.Klf1	chr5	112239641	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR14350--MA0657.1.KLF13	chr12	102725251	102725268	+	0.000	0.000	Merged-chr12-102725313-9
NR903--MA0741.1.KLF16	chr1	66897061	66897071	+	0.000	0.000	Merged-chr1-66897217-4
NR51044--MA1107.1.KLF9	chr6	48693968	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR10613--MA0599.1.KLF5	chr11	87595530	87595539	-	0.000	0.000	Merged-chr11-87595611-9
NR44040--MA0741.1.KLF16	chr4	133813345	133813355	-	0.000	0.000	Merged-chr4-133813291-1
NR47857--MA0039.3.KLF4	chr5	112239780	112239790	-	0.000	0.000	Merged-chr5-112239781-12
NR14631--MA1107.1.KLF9	chr12	107961289	107961301	+	0.000	0.000	Merged-chr12-107961222-28
NR48630--MA0493.1.Klf1	chr5	124075988	124075998	-	0.000	0.000	Merged-chr5-124075936-23
NR9997--MA0741.1.KLF16	chr11	70622674	70622684	+	0.000	0.000	Merged-chr11-70622499-26
NR1064--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR6830--MA1107.1.KLF9	chr10	95009351	95009363	-	0.000	0.000	Merged-chr10-95009173-43
NR56625--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR47590--MA0599.1.KLF5	chr5	105649550	105649559	+	0.000	0.000	Merged-chr5-105649431-102
NR14632--MA0742.1.Klf12	chr12	107963068	107963082	+	0.000	0.000	Merged-chr12-107963174-17
NR65775--MA0493.1.Klf1	chrX	13552351	13552361	-	0.000	0.000	Merged-chrX-13552455-23
NR2266--MA0599.1.KLF5	chr1	138180319	138180328	-	0.000	0.000	Merged-chr1-138180262-18
NR43753--MA0039.3.KLF4	chr4	129571818	129571828	-	0.000	0.000	Merged-chr4-129571823-22
NR67167--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR19698--MA0657.1.KLF13	chr14	75069085	75069102	+	0.000	0.000	Merged-chr14-75069229-133
NR6838--MA0740.1.KLF14	chr10	95195750	95195763	+	0.000	0.000	Merged-chr10-95195945-40
NR30024--MA1107.1.KLF9	chr18	67882879	67882891	+	0.000	0.000	Merged-chr18-67882933-18
NR51090--MA0493.1.Klf1	chr6	50394125	50394135	-	0.000	0.000	Merged-chr6-50394261-50
NR9215--MA0599.1.KLF5	chr11	51898828	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR908--MA0741.1.KLF16	chr1	66897066	66897076	+	0.000	0.000	Merged-chr1-66897217-4
NR49532--MA1107.1.KLF9	chr5	139290672	139290684	+	0.000	0.000	Merged-chr5-139290875-38
NR60147--MA0740.1.KLF14	chr8	85026760	85026773	+	0.000	0.000	Merged-chr8-85026917-48
NR46286--MA0599.1.KLF5	chr5	35786170	35786179	+	0.000	0.000	Merged-chr5-35786047-15
NR67168--MA0741.1.KLF16	chrY	90799069	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR11708--MA0493.1.Klf1	chr11	106216942	106216952	+	0.000	0.000	Merged-chr11-106216790-91
NR43329--MA1107.1.KLF9	chr4	120053626	120053638	-	0.000	0.000	Merged-chr4-120053646-59
NR19330--MA0493.1.Klf1	chr14	60736373	60736383	-	0.000	0.000	Merged-chr14-60736285-1
NR36757--MA0742.1.Klf12	chr2	164913582	164913596	-	0.000	0.000	Merged-chr2-164913622-30
NR13015--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR60708--MA0599.1.KLF5	chr8	111720414	111720423	+	0.000	0.000	Merged-chr8-111720342-23
NR32898--MA0039.3.KLF4	chr2	25148104	25148114	+	0.000	0.000	Merged-chr2-25148103-14
NR52628--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR13019--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR13028--MA1107.1.KLF9	chr12	25362960	25362972	-	0.000	0.000	Merged-chr12-25363030-6
NR45564--MA0599.1.KLF5	chr4	156033114	156033123	-	0.000	0.000	Merged-chr4-156033433-76
NR63681--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR26170--MA0741.1.KLF16	chr17	23748258	23748268	+	0.000	0.000	Merged-chr17-23748319-15
NR46748--MA0599.1.KLF5	chr5	65850929	65850938	-	0.000	0.000	Merged-chr5-65850971-35
NR43137--MA1107.1.KLF9	chr4	116185271	116185283	-	0.000	0.000	Merged-chr4-116185296-27
NR28876--MA0599.1.KLF5	chr18	7869137	7869146	-	0.000	0.000	Merged-chr18-7869140-116
NR46099--MA0599.1.KLF5	chr5	31602559	31602568	-	0.000	0.000	Merged-chr5-31602596-35
NR20954--MA0599.1.KLF5	chr15	31117642	31117651	-	0.000	0.000	Merged-chr15-31117559-26
NR60837--MA1107.1.KLF9	chr8	115531346	115531358	+	0.000	0.000	Merged-chr8-115531430-21
NR53867--MA0599.1.KLF5	chr6	145249631	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR5838--MA0741.1.KLF16	chr10	77264472	77264482	+	0.000	0.000	Merged-chr10-77264465-20
NR15470--MA0741.1.KLF16	chr13	17536550	17536560	+	0.000	0.000	Merged-chr13-17536592-6
NR49530--MA0741.1.KLF16	chr5	139290673	139290683	+	0.000	0.000	Merged-chr5-139290875-38
NR49569--MA1107.1.KLF9	chr5	139377603	139377615	-	0.000	0.000	Merged-chr5-139377554-24
NR47856--MA0599.1.KLF5	chr5	112239791	112239800	-	0.000	0.000	Merged-chr5-112239781-12
NR61852--MA0599.1.KLF5	chr9	20983248	20983257	+	0.000	0.000	Merged-chr9-20983328-26
NR43589--MA0039.3.KLF4	chr4	126253893	126253903	-	0.000	0.000	Merged-chr4-126253924-28
NR53866--MA1107.1.KLF9	chr6	145249540	145249552	-	0.000	0.000	Merged-chr6-145249454-6
NR8972--MA0493.1.Klf1	chr11	34782603	34782613	-	0.000	0.000	Merged-chr11-34782610-2
NR51248--MA0742.1.Klf12	chr6	54775926	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR61170--MA0039.3.KLF4	chr8	121898639	121898649	-	0.000	0.000	Merged-chr8-121898554-47
NR9615--MA0599.1.KLF5	chr11	60935510	60935519	-	0.000	0.000	Merged-chr11-60935533-50
NR8971--MA0039.3.KLF4	chr11	34782601	34782611	-	0.000	0.000	Merged-chr11-34782610-2
NR39567--MA0599.1.KLF5	chr3	105900448	105900457	-	0.000	0.000	Merged-chr3-105900628-63
NR51249--MA0599.1.KLF5	chr6	54775930	54775939	-	0.000	0.000	Merged-chr6-54775842-27
NR17773--MA1107.1.KLF9	chr13	109239169	109239181	-	0.000	0.000	Merged-chr13-109239401-35
NR16922--MA0740.1.KLF14	chr13	85505186	85505199	-	0.000	0.000	Merged-chr13-85505133-53
NR41442--MA0493.1.Klf1	chr4	6444303	6444313	-	0.000	0.000	Merged-chr4-6444192-47
NR47580--MA0742.1.Klf12	chr5	105541185	105541199	+	0.000	0.000	Merged-chr5-105541026-23
NR33704--MA0599.1.KLF5	chr2	39009187	39009196	+	0.000	0.000	Merged-chr2-39009126-39
NR47846--MA0039.3.KLF4	chr5	112239639	112239649	-	0.000	0.000	Merged-chr5-112239781-12
NR50288--MA1107.1.KLF9	chr5	149594186	149594198	+	0.000	0.000	Merged-chr5-149594297-11
NR9096--MA0599.1.KLF5	chr11	49051307	49051316	+	0.000	0.000	Merged-chr11-49051380-85
