#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR16801--MA0599.1.KLF5	chr13	63189530	63189539	-	0.000	0.000	Merged-chr13-63189715-33
NR30123--MA0741.1.KLF16	chr18	65107251	65107261	+	0.000	0.000	Merged-chr18-65107334-45
NR1123--MA0039.3.KLF4	chr1	75213261	75213271	-	0.000	0.000	Merged-chr1-75213327-22
NR52799--MA1107.1.KLF9	chr6	83448939	83448951	+	0.000	0.000	Merged-chr6-83449130-40
NR7715--MA0741.1.KLF16	chr10	111031829	111031839	+	0.000	0.000	Merged-chr10-111031729-43
NR24265--MA0742.1.Klf12	chr16	33769775	33769789	-	0.000	0.000	Merged-chr16-33769896-51
NR15701--MA1107.1.KLF9	chr13	15982597	15982609	+	0.000	0.000	Merged-chr13-15982553-21
NR20034--MA0742.1.Klf12	chr14	75064698	75064712	+	0.000	0.000	Merged-chr14-75064758-13
NR49229--MA0039.3.KLF4	chr5	112311050	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR67365--MA0039.3.KLF4	chrX	48435809	48435819	-	0.000	0.000	Merged-chrX-48435827-14
NR43524--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR32980--MA1107.1.KLF9	chr2	5003272	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR66606--MA0740.1.KLF14	chr9	118845270	118845283	+	0.000	0.000	Merged-chr9-118845184-15
NR376--MA0599.1.KLF5	chr1	37471657	37471666	+	0.000	0.000	Merged-chr1-37471561-5
NR27885--MA0741.1.KLF16	chr17	56905172	56905182	+	0.000	0.000	Merged-chr17-56905051-10
NR50369--MA0657.1.KLF13	chr5	135115295	135115312	+	0.000	0.000	Merged-chr5-135115482-49
NR61781--MA0599.1.KLF5	chr8	88771436	88771445	-	0.000	0.000	Merged-chr8-88771445-24
NR59618--MA1107.1.KLF9	chr7	141270823	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR12790--MA0657.1.KLF13	chr11	118200326	118200343	-	0.000	0.000	Merged-chr11-118200400-19
NR51400--MA0657.1.KLF13	chr6	5295225	5295242	+	0.000	0.000	Merged-chr6-5295174-26
NR52920--MA1107.1.KLF9	chr6	86607662	86607674	-	0.000	0.000	Merged-chr6-86607706-49
NR39221--MA0039.3.KLF4	chr3	68784313	68784323	-	0.000	0.000	Merged-chr3-68784168-43
NR50821--MA0741.1.KLF16	chr5	140999427	140999437	-	0.000	0.000	Merged-chr5-140999389-30
NR67716--MA0599.1.KLF5	chrX	102032000	102032009	-	0.000	0.000	Merged-chrX-102031926-48
NR19847--MA0599.1.KLF5	chr14	67911783	67911792	-	0.000	0.000	Merged-chr14-67911920-26
NR63267--MA0599.1.KLF5	chr8	128650606	128650615	+	0.000	0.000	Merged-chr8-128650569-21
NR24781--MA0493.1.Klf1	chr16	64800651	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR12204--MA0493.1.Klf1	chr11	106961922	106961932	-	0.000	0.000	Merged-chr11-106961822-47
NR29532--MA0493.1.Klf1	chr18	39141876	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR58686--MA0599.1.KLF5	chr7	122317172	122317181	+	0.000	0.000	Merged-chr7-122317075-24
NR19613--MA1107.1.KLF9	chr14	59553220	59553232	+	0.000	0.000	Merged-chr14-59553394-22
NR29674--MA0741.1.KLF16	chr18	46917802	46917812	-	0.000	0.000	Merged-chr18-46917814-10
NR2152--MA0599.1.KLF5	chr1	131049359	131049368	+	0.000	0.000	Merged-chr1-131049436-17
NR58609--MA0742.1.Klf12	chr7	120921325	120921339	-	0.000	0.000	Merged-chr7-120921372-21
NR35776--MA0493.1.Klf1	chr2	117418847	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR26686--MA0742.1.Klf12	chr17	28590943	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR55604--MA0493.1.Klf1	chr7	19322587	19322597	-	0.000	0.000	Merged-chr7-19322692-6
NR21600--MA0039.3.KLF4	chr15	52753914	52753924	+	0.000	0.000	Merged-chr15-52753697-52
NR7382--MA0599.1.KLF5	chr10	95180275	95180284	+	0.000	0.000	Merged-chr10-95180406-32
NR20038--MA0741.1.KLF16	chr14	75064699	75064709	+	0.000	0.000	Merged-chr14-75064758-13
NR40104--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR6904--MA0039.3.KLF4	chr10	83733852	83733862	-	0.000	0.000	Merged-chr10-83733897-13
NR7475--MA1107.1.KLF9	chr10	98776715	98776727	-	0.000	0.000	Merged-chr10-98776574-38
NR19841--MA0039.3.KLF4	chr14	67841918	67841928	-	0.000	0.000	Merged-chr14-67841831-15
NR63261--MA0039.3.KLF4	chr8	128552208	128552218	+	0.000	0.000	Merged-chr8-128552310-6
NR59673--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR53821--MA0657.1.KLF13	chr6	120199390	120199407	-	0.000	0.000	Merged-chr6-120199271-1
NR6820--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR52280--MA1107.1.KLF9	chr6	54116481	54116493	+	0.000	0.000	Merged-chr6-54116572-22
NR7122--MA0493.1.Klf1	chr10	88428304	88428314	-	0.000	0.000	Merged-chr10-88428108-41
NR64141--MA1107.1.KLF9	chr9	50537457	50537469	+	0.000	0.000	Merged-chr9-50537430-19
NR10513--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR30219--MA1107.1.KLF9	chr18	67255881	67255893	-	0.000	0.000	Merged-chr18-67255745-40
NR56511--MA0599.1.KLF5	chr7	45067997	45068006	-	0.000	0.000	Merged-chr7-45068056-13
NR19608--MA0741.1.KLF16	chr14	59553208	59553218	+	0.000	0.000	Merged-chr14-59553394-22
NR57358--MA1107.1.KLF9	chr7	81320015	81320027	+	0.000	0.000	Merged-chr7-81320014-23
NR51275--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR7369--MA0599.1.KLF5	chr10	95009039	95009048	+	0.000	0.000	Merged-chr10-95009173-43
NR53316--MA0039.3.KLF4	chr6	100824744	100824754	+	0.000	0.000	Merged-chr6-100824678-47
NR30483--MA1107.1.KLF9	chr18	73816989	73817001	+	0.000	0.000	Merged-chr18-73816843-39
NR57217--MA0741.1.KLF16	chr7	80032537	80032547	+	0.000	0.000	Merged-chr7-80032517-2
NR23494--MA1107.1.KLF9	chr16	3962973	3962985	+	0.000	0.000	Merged-chr16-3962878-14
NR32664--MA0599.1.KLF5	chr19	56756824	56756833	-	0.000	0.000	Merged-chr19-56756635-43
NR25535--MA1107.1.KLF9	chr16	96089727	96089739	+	0.000	0.000	Merged-chr16-96089683-18
NR3353--MA1107.1.KLF9	chr1	167245581	167245593	+	0.000	0.000	Merged-chr1-167245435-23
NR7370--MA0741.1.KLF16	chr10	95009039	95009049	+	0.000	0.000	Merged-chr10-95009173-43
NR32047--MA0741.1.KLF16	chr19	38746191	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR21753--MA1107.1.KLF9	chr15	60120078	60120090	-	0.000	0.000	Merged-chr15-60120172-38
NR34455--MA0741.1.KLF16	chr2	65022817	65022827	-	0.000	0.000	Merged-chr2-65022793-47
NR49367--MA0740.1.KLF14	chr5	114041784	114041797	-	0.000	0.000	Merged-chr5-114041714-24
NR47785--MA0493.1.Klf1	chr5	64864832	64864842	+	0.000	0.000	Merged-chr5-64864889-25
NR37527--MA0599.1.KLF5	chr2	164828986	164828995	+	0.000	0.000	Merged-chr2-164829091-12
NR48763--MA0493.1.Klf1	chr5	100572397	100572407	-	0.000	0.000	Merged-chr5-100572278-24
NR28577--MA0493.1.Klf1	chr17	83809354	83809364	+	0.000	0.000	Merged-chr17-83809391-18
NR7359--MA1107.1.KLF9	chr10	94942957	94942969	+	0.000	0.000	Merged-chr10-94942923-6
NR14613--MA0741.1.KLF16	chr12	100480844	100480854	+	0.000	0.000	Merged-chr12-100480598-53
NR35462--MA0039.3.KLF4	chr2	103658741	103658751	-	0.000	0.000	Merged-chr2-103658723-12
NR66607--MA0657.1.KLF13	chr9	118845269	118845286	+	0.000	0.000	Merged-chr9-118845184-15
NR4025--MA0741.1.KLF16	chr1	183180652	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR53456--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR14518--MA1107.1.KLF9	chr12	94083629	94083641	+	0.000	0.000	Merged-chr12-94083592-14
NR41281--MA1107.1.KLF9	chr3	136770387	136770399	+	0.000	0.000	Merged-chr3-136770294-2
NR14880--MA0039.3.KLF4	chr12	104999344	104999354	-	0.000	0.000	Merged-chr12-104999417-2
NR18779--MA1107.1.KLF9	chr14	25161886	25161898	+	0.000	0.000	Merged-chr14-25161984-35
NR50790--MA1107.1.KLF9	chr5	140858468	140858480	-	0.000	0.000	Merged-chr5-140858395-35
NR63943--MA0493.1.Klf1	chr9	44037384	44037394	-	0.000	0.000	Merged-chr9-44037294-17
NR53465--MA0742.1.Klf12	chr6	108922764	108922778	-	0.000	0.000	Merged-chr6-108922782-44
NR39478--MA0493.1.Klf1	chr3	87266865	87266875	-	0.000	0.000	Merged-chr3-87266700-20
NR14634--MA0039.3.KLF4	chr12	100928459	100928469	-	0.000	0.000	Merged-chr12-100928517-22
NR41435--MA0742.1.Klf12	chr3	141778822	141778836	-	0.000	0.000	Merged-chr3-141778800-74
NR3050--MA0599.1.KLF5	chr1	159813016	159813025	-	0.000	0.000	Merged-chr1-159812982-41
NR8016--MA0599.1.KLF5	chr10	117975002	117975011	-	0.000	0.000	Merged-chr10-117975083-3
NR30014--MA0493.1.Klf1	chr18	62089810	62089820	-	0.000	0.000	Merged-chr18-62089904-13
NR15822--MA0742.1.Klf12	chr13	24599649	24599663	-	0.000	0.000	Merged-chr13-24599752-50
NR5650--MA0493.1.Klf1	chr10	59380474	59380484	-	0.000	0.000	Merged-chr10-59380482-71
NR30479--MA1107.1.KLF9	chr18	73816981	73816993	+	0.000	0.000	Merged-chr18-73816843-39
NR43480--MA0599.1.KLF5	chr4	70303936	70303945	+	0.000	0.000	Merged-chr4-70303963-30
NR11608--MA0599.1.KLF5	chr11	97133497	97133506	+	0.000	0.000	Merged-chr11-97133494-13
NR54559--MA1107.1.KLF9	chr6	140507837	140507849	+	0.000	0.000	Merged-chr6-140507900-3
NR33017--MA0742.1.Klf12	chr2	6444947	6444961	+	0.000	0.000	Merged-chr2-6444990-17
NR10616--MA0493.1.Klf1	chr11	73132360	73132370	+	0.000	0.000	Merged-chr11-73132319-6
NR1975--MA1107.1.KLF9	chr1	121241526	121241538	-	0.000	0.000	Merged-chr1-121241343-38
NR40553--MA0741.1.KLF16	chr3	116434981	116434991	-	0.000	0.000	Merged-chr3-116434903-21
NR11952--MA0493.1.Klf1	chr11	102074299	102074309	+	0.000	0.000	Merged-chr11-102074455-23
NR25320--MA0039.3.KLF4	chr16	91588191	91588201	+	0.000	0.000	Merged-chr16-91588038-25
NR10302--MA1107.1.KLF9	chr11	68452559	68452571	+	0.000	0.000	Merged-chr11-68452404-40
NR5321--MA0741.1.KLF16	chr10	40171488	40171498	-	0.000	0.000	Merged-chr10-40171372-15
NR40505--MA1107.1.KLF9	chr3	115706534	115706546	+	0.000	0.000	Merged-chr3-115706402-1
NR49950--MA0741.1.KLF16	chr5	125052283	125052293	+	0.000	0.000	Merged-chr5-125052528-23
NR8010--MA0039.3.KLF4	chr10	117969953	117969963	-	0.000	0.000	Merged-chr10-117970017-9
NR62535--MA1107.1.KLF9	chr8	117052555	117052567	-	0.000	0.000	Merged-chr8-117052612-3
NR56618--MA1107.1.KLF9	chr7	45771257	45771269	+	0.000	0.000	Merged-chr7-45771241-24
NR11956--MA1107.1.KLF9	chr11	102074297	102074309	+	0.000	0.000	Merged-chr11-102074455-23
NR21409--MA1107.1.KLF9	chr15	36562768	36562780	+	0.000	0.000	Merged-chr15-36562926-39
NR3816--MA0741.1.KLF16	chr1	178182343	178182353	+	0.000	0.000	Merged-chr1-178182458-49
NR44873--MA0039.3.KLF4	chr4	129060104	129060114	-	0.000	0.000	Merged-chr4-129060075-18
NR40295--MA0741.1.KLF16	chr3	105825731	105825741	+	0.000	0.000	Merged-chr3-105825792-34
NR24259--MA0599.1.KLF5	chr16	33691549	33691558	-	0.000	0.000	Merged-chr16-33691596-37
NR184--MA0493.1.Klf1	chr1	21870788	21870798	+	0.000	0.000	Merged-chr1-21870806-15
NR53967--MA0742.1.Klf12	chr6	125067855	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR28614--MA0599.1.KLF5	chr17	84116731	84116740	+	0.000	0.000	Merged-chr17-84116630-65
NR4024--MA0599.1.KLF5	chr1	183180653	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR49368--MA0657.1.KLF13	chr5	114041781	114041798	-	0.000	0.000	Merged-chr5-114041714-24
NR30730--MA1107.1.KLF9	chr18	80600770	80600782	-	0.000	0.000	Merged-chr18-80600681-25
NR6883--MA1107.1.KLF9	chr10	83336548	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR3139--MA1107.1.KLF9	chr1	161791977	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR28707--MA1107.1.KLF9	chr17	85908829	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR16808--MA0741.1.KLF16	chr13	63189567	63189577	-	0.000	0.000	Merged-chr13-63189715-33
NR29152--MA1107.1.KLF9	chr18	14675768	14675780	+	0.000	0.000	Merged-chr18-14675814-20
NR5472--MA0599.1.KLF5	chr10	43004695	43004704	+	0.000	0.000	Merged-chr10-43004823-13
NR35777--MA0741.1.KLF16	chr2	117418846	117418856	-	0.000	0.000	Merged-chr2-117418760-26
NR3349--MA0039.3.KLF4	chr1	167245577	167245587	+	0.000	0.000	Merged-chr1-167245435-23
NR48503--MA0741.1.KLF16	chr5	92967509	92967519	+	0.000	0.000	Merged-chr5-92967427-8
NR7714--MA0493.1.Klf1	chr10	111031828	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR13272--MA1107.1.KLF9	chr12	21480429	21480441	+	0.000	0.000	Merged-chr12-21480312-60
NR8060--MA1107.1.KLF9	chr10	118470797	118470809	-	0.000	0.000	Merged-chr10-118470709-40
NR2183--MA0039.3.KLF4	chr1	131747197	131747207	+	0.000	0.000	Merged-chr1-131747235-22
NR4369--MA0599.1.KLF5	chr1	189608920	189608929	-	0.000	0.000	Merged-chr1-189608778-45
NR37219--MA0599.1.KLF5	chr2	157447413	157447422	+	0.000	0.000	Merged-chr2-157447566-79
NR24080--MA0599.1.KLF5	chr16	24517832	24517841	-	0.000	0.000	Merged-chr16-24517976-11
NR31655--MA0741.1.KLF16	chr19	21785256	21785266	+	0.000	0.000	Merged-chr19-21785424-37
NR13126--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR41743--MA1107.1.KLF9	chr3	148419632	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR5661--MA0741.1.KLF16	chr10	59897801	59897811	-	0.000	0.000	Merged-chr10-59897691-5
NR53824--MA0493.1.Klf1	chr6	120199682	120199692	+	0.000	0.000	Merged-chr6-120199707-32
NR5911--MA0599.1.KLF5	chr10	67607753	67607762	-	0.000	0.000	Merged-chr10-67607847-59
NR5313--MA0741.1.KLF16	chr10	40171480	40171490	-	0.000	0.000	Merged-chr10-40171372-15
NR52663--MA0599.1.KLF5	chr6	72841715	72841724	+	0.000	0.000	Merged-chr6-72841906-9
NR13152--MA0493.1.Klf1	chr12	12320904	12320914	-	0.000	0.000	Merged-chr12-12320871-15
NR6428--MA0599.1.KLF5	chr10	79692123	79692132	+	0.000	0.000	Merged-chr10-79692164-17
NR14326--MA0039.3.KLF4	chr12	85632519	85632529	-	0.000	0.000	Merged-chr12-85632486-20
NR30726--MA1107.1.KLF9	chr18	80600736	80600748	-	0.000	0.000	Merged-chr18-80600681-25
NR54158--MA0599.1.KLF5	chr6	128796576	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR53753--MA0599.1.KLF5	chr6	119199131	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR10605--MA0741.1.KLF16	chr11	72963735	72963745	-	0.000	0.000	Merged-chr11-72963811-9
NR65071--MA1107.1.KLF9	chr9	78074211	78074223	+	0.000	0.000	Merged-chr9-78074095-46
NR9594--MA0493.1.Klf1	chr11	49177975	49177985	-	0.000	0.000	Merged-chr11-49177868-11
NR57441--MA0599.1.KLF5	chr7	84166080	84166089	-	0.000	0.000	Merged-chr7-84166236-11
NR61235--MA0039.3.KLF4	chr8	72329923	72329933	-	0.000	0.000	Merged-chr8-72329940-13
NR21539--MA0039.3.KLF4	chr15	42983298	42983308	+	0.000	0.000	Merged-chr15-42983258-15
NR1122--MA0599.1.KLF5	chr1	75213263	75213272	-	0.000	0.000	Merged-chr1-75213327-22
NR13151--MA0039.3.KLF4	chr12	12320902	12320912	-	0.000	0.000	Merged-chr12-12320871-15
NR28873--MA1107.1.KLF9	chr17	88479189	88479201	-	0.000	0.000	Merged-chr17-88479234-18
NR48926--MA0599.1.KLF5	chr5	105709891	105709900	-	0.000	0.000	Merged-chr5-105709845-15
NR49228--MA0599.1.KLF5	chr5	112311049	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR67364--MA0599.1.KLF5	chrX	48435811	48435820	-	0.000	0.000	Merged-chrX-48435827-14
NR24079--MA0742.1.Klf12	chr16	24517828	24517842	-	0.000	0.000	Merged-chr16-24517976-11
NR58503--MA1107.1.KLF9	chr7	118499313	118499325	-	0.000	0.000	Merged-chr7-118499270-20
NR62795--MA0039.3.KLF4	chr8	121995344	121995354	-	0.000	0.000	Merged-chr8-121995236-25
NR27381--MA0741.1.KLF16	chr17	44569346	44569356	+	0.000	0.000	Merged-chr17-44569444-63
NR40519--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR11502--MA0740.1.KLF14	chr11	95367245	95367258	+	0.000	0.000	Merged-chr11-95367219-42
NR13129--MA0657.1.KLF13	chr12	8829881	8829898	-	0.000	0.000	Merged-chr12-8829730-25
NR24173--MA0039.3.KLF4	chr16	31148904	31148914	+	0.000	0.000	Merged-chr16-31149070-8
NR33334--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR20391--MA0039.3.KLF4	chr14	100235724	100235734	+	0.000	0.000	Merged-chr14-100235821-25
NR49227--MA1107.1.KLF9	chr5	112301909	112301921	+	0.000	0.000	Merged-chr5-112301937-36
NR9895--MA0657.1.KLF13	chr11	55131241	55131258	+	0.000	0.000	Merged-chr11-55131266-10
NR9370--MA0742.1.Klf12	chr11	32580745	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR39421--MA0493.1.Klf1	chr3	84630937	84630947	-	0.000	0.000	Merged-chr3-84630888-13
NR67363--MA1107.1.KLF9	chrX	48435754	48435766	-	0.000	0.000	Merged-chrX-48435827-14
NR61281--MA0493.1.Klf1	chr8	75082634	75082644	-	0.000	0.000	Merged-chr8-75082480-28
NR49580--MA0039.3.KLF4	chr5	118478262	118478272	+	0.000	0.000	Merged-chr5-118478208-82
NR31852--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR37492--MA0493.1.Klf1	chr2	164041216	164041226	+	0.000	0.000	Merged-chr2-164041176-18
NR53451--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR34978--MA0039.3.KLF4	chr2	79122755	79122765	+	0.000	0.000	Merged-chr2-79122721-3
NR47965--MA1107.1.KLF9	chr5	72163342	72163354	+	0.000	0.000	Merged-chr5-72163190-22
NR56926--MA0741.1.KLF16	chr7	64043091	64043101	-	0.000	0.000	Merged-chr7-64043125-48
NR36175--MA0741.1.KLF16	chr2	128318409	128318419	+	0.000	0.000	Merged-chr2-128318457-15
NR67368--MA0741.1.KLF16	chrX	48435810	48435820	-	0.000	0.000	Merged-chrX-48435827-14
NR7062--MA0741.1.KLF16	chr10	86847400	86847410	-	0.000	0.000	Merged-chr10-86847338-12
NR40109--MA0599.1.KLF5	chr3	101588935	101588944	+	0.000	0.000	Merged-chr3-101588946-10
NR39425--MA1107.1.KLF9	chr3	84630935	84630947	-	0.000	0.000	Merged-chr3-84630888-13
NR13166--MA0493.1.Klf1	chr12	13508950	13508960	-	0.000	0.000	Merged-chr12-13508859-14
NR10241--MA0493.1.Klf1	chr11	64116917	64116927	-	0.000	0.000	Merged-chr11-64116814-48
NR41230--MA0599.1.KLF5	chr3	135440448	135440457	-	0.000	0.000	Merged-chr3-135440382-31
NR6903--MA0599.1.KLF5	chr10	83733854	83733863	-	0.000	0.000	Merged-chr10-83733897-13
NR33333--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR59145--MA0039.3.KLF4	chr7	130369647	130369657	+	0.000	0.000	Merged-chr7-130369779-7
NR7759--MA1107.1.KLF9	chr10	111635682	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR45124--MA0599.1.KLF5	chr4	132771916	132771925	+	0.000	0.000	Merged-chr4-132771976-11
NR19840--MA0599.1.KLF5	chr14	67841920	67841929	-	0.000	0.000	Merged-chr14-67841831-15
NR3083--MA0741.1.KLF16	chr1	160307374	160307384	+	0.000	0.000	Merged-chr1-160307254-61
NR48508--MA0741.1.KLF16	chr5	92967514	92967524	+	0.000	0.000	Merged-chr5-92967427-8
NR18470--MA0741.1.KLF16	chr13	120300185	120300195	-	0.000	0.000	Merged-chr13-120300021-103
NR682--MA0493.1.Klf1	chr1	52578408	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR37491--MA0039.3.KLF4	chr2	164041241	164041251	-	0.000	0.000	Merged-chr2-164041176-18
NR24329--MA0742.1.Klf12	chr16	35984017	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR48489--MA0741.1.KLF16	chr5	92961723	92961733	+	0.000	0.000	Merged-chr5-92961688-16
NR55723--MA0599.1.KLF5	chr7	24407363	24407372	-	0.000	0.000	Merged-chr7-24407263-37
NR51274--MA0599.1.KLF5	chr5	149647679	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR28581--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR26816--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR19373--MA0039.3.KLF4	chr14	54061510	54061520	+	0.000	0.000	Merged-chr14-54061633-25
NR10272--MA1107.1.KLF9	chr11	66961665	66961677	+	0.000	0.000	Merged-chr11-66961666-9
NR39422--MA0741.1.KLF16	chr3	84630925	84630935	-	0.000	0.000	Merged-chr3-84630888-13
NR5318--MA0741.1.KLF16	chr10	40171485	40171495	-	0.000	0.000	Merged-chr10-40171372-15
NR5942--MA1107.1.KLF9	chr10	68036574	68036586	-	0.000	0.000	Merged-chr10-68036383-95
NR54160--MA0741.1.KLF16	chr6	128796575	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR40117--MA1107.1.KLF9	chr3	101588946	101588958	+	0.000	0.000	Merged-chr3-101588946-10
NR58727--MA0039.3.KLF4	chr7	123217647	123217657	-	0.000	0.000	Merged-chr7-123217710-2
NR18755--MA0599.1.KLF5	chr14	21653988	21653997	+	0.000	0.000	Merged-chr14-21654080-31
NR22264--MA0599.1.KLF5	chr15	78835209	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR40112--MA0039.3.KLF4	chr3	101588936	101588946	+	0.000	0.000	Merged-chr3-101588946-10
NR1339--MA0741.1.KLF16	chr1	85680448	85680458	+	0.000	0.000	Merged-chr1-85680352-18
NR26247--MA0493.1.Klf1	chr17	21423219	21423229	-	0.000	0.000	Merged-chr17-21423109-81
NR21537--MA0742.1.Klf12	chr15	42983296	42983310	+	0.000	0.000	Merged-chr15-42983258-15
NR67599--MA0741.1.KLF16	chrX	77640412	77640422	-	0.000	0.000	Merged-chrX-77640531-25
NR65879--MA0599.1.KLF5	chr9	106430936	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR33034--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR8401--MA0039.3.KLF4	chr10	122726167	122726177	-	0.000	0.000	Merged-chr10-122726100-19
NR31660--MA1107.1.KLF9	chr19	21785269	21785281	+	0.000	0.000	Merged-chr19-21785424-37
NR19611--MA1107.1.KLF9	chr14	59553216	59553228	+	0.000	0.000	Merged-chr14-59553394-22
NR38009--MA0741.1.KLF16	chr2	172390703	172390713	-	0.000	0.000	Merged-chr2-172390550-32
NR59653--MA0599.1.KLF5	chr7	141579225	141579234	-	0.000	0.000	Merged-chr7-141579078-48
NR26246--MA0039.3.KLF4	chr17	21423217	21423227	-	0.000	0.000	Merged-chr17-21423109-81
NR54444--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR39233--MA1107.1.KLF9	chr3	68784294	68784306	-	0.000	0.000	Merged-chr3-68784168-43
NR53758--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR31992--MA0493.1.Klf1	chr19	37110671	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR24783--MA1107.1.KLF9	chr16	64800651	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR7352--MA1107.1.KLF9	chr10	94942850	94942862	+	0.000	0.000	Merged-chr10-94942923-6
NR67723--MA0599.1.KLF5	chrX	102061021	102061030	+	0.000	0.000	Merged-chrX-102061073-12
NR33633--MA0741.1.KLF16	chr2	29849205	29849215	-	0.000	0.000	Merged-chr2-29849136-11
NR19378--MA0039.3.KLF4	chr14	54146704	54146714	+	0.000	0.000	Merged-chr14-54146707-32
NR35778--MA1107.1.KLF9	chr2	117418845	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR40293--MA0599.1.KLF5	chr3	105825735	105825744	+	0.000	0.000	Merged-chr3-105825792-34
NR50507--MA0599.1.KLF5	chr5	136953118	136953127	+	0.000	0.000	Merged-chr5-136953170-41
NR40115--MA0741.1.KLF16	chr3	101588947	101588957	+	0.000	0.000	Merged-chr3-101588946-10
NR17637--MA0039.3.KLF4	chr13	99431576	99431586	+	0.000	0.000	Merged-chr13-99431578-17
NR34367--MA0599.1.KLF5	chr2	60204357	60204366	+	0.000	0.000	Merged-chr2-60204421-25
NR62461--MA0741.1.KLF16	chr8	115726938	115726948	-	0.000	0.000	Merged-chr8-115726918-55
NR44924--MA0039.3.KLF4	chr4	129571818	129571828	-	0.000	0.000	Merged-chr4-129571823-22
NR15700--MA0493.1.Klf1	chr13	15982597	15982607	+	0.000	0.000	Merged-chr13-15982553-21
NR54068--MA0039.3.KLF4	chr6	127303009	127303019	+	0.000	0.000	Merged-chr6-127302896-25
NR53462--MA1107.1.KLF9	chr6	108717912	108717924	-	0.000	0.000	Merged-chr6-108717791-30
NR40127--MA0493.1.Klf1	chr3	101748387	101748397	+	0.000	0.000	Merged-chr3-101748481-44
