#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_dn.bed
NR25908--MA0741.1.KLF16	chr17	8525167	8525177	-	0.000	0.000	Merged-chr17-8525059-23
NR17432--MA0599.1.KLF5	chr13	94144784	94144793	-	0.000	0.000	Merged-chr13-94144726-31
NR5952--MA0599.1.KLF5	chr10	68137468	68137477	+	0.000	0.000	Merged-chr10-68137569-23
NR42526--MA0599.1.KLF5	chr4	32560430	32560439	+	0.000	0.000	Merged-chr4-32560610-21
NR46867--MA0493.1.Klf1	chr5	20792238	20792248	-	0.000	0.000	Merged-chr5-20792282-29
NR3258--MA0741.1.KLF16	chr1	165091991	165092001	+	0.000	0.000	Merged-chr1-165091937-36
NR29297--MA0493.1.Klf1	chr18	32311871	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR15257--MA0599.1.KLF5	chr12	112629101	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR50806--MA0493.1.Klf1	chr5	140944722	140944732	-	0.000	0.000	Merged-chr5-140944857-24
NR53691--MA0599.1.KLF5	chr6	116682496	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR45650--MA0741.1.KLF16	chr4	138262443	138262453	+	0.000	0.000	Merged-chr4-138262353-56
NR8881--MA0741.1.KLF16	chr11	4390658	4390668	-	0.000	0.000	Merged-chr11-4390804-16
NR23680--MA0493.1.Klf1	chr16	11526651	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR13838--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR23208--MA0741.1.KLF16	chr15	99223646	99223656	-	0.000	0.000	Merged-chr15-99223705-10
NR4624--MA1107.1.KLF9	chr1	193146636	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR16150--MA0599.1.KLF5	chr13	41773944	41773953	-	0.000	0.000	Merged-chr13-41774048-23
NR15256--MA0742.1.Klf12	chr12	112629097	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR56915--MA1107.1.KLF9	chr7	64012070	64012082	-	0.000	0.000	Merged-chr7-64011985-78
NR63143--MA1107.1.KLF9	chr8	126699188	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR54301--MA1107.1.KLF9	chr6	134183957	134183969	+	0.000	0.000	Merged-chr6-134184108-53
NR63810--MA1107.1.KLF9	chr9	37236222	37236234	-	0.000	0.000	Merged-chr9-37236124-32
NR5925--MA0742.1.Klf12	chr10	67698005	67698019	+	0.000	0.000	Merged-chr10-67697981-39
NR45044--MA0599.1.KLF5	chr4	131696252	131696261	+	0.000	0.000	Merged-chr4-131696229-22
NR53696--MA0599.1.KLF5	chr6	116682513	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR13439--MA0740.1.KLF14	chr12	33220653	33220666	+	0.000	0.000	Merged-chr12-33220672-27
NR61287--MA0741.1.KLF16	chr8	76902242	76902252	+	0.000	0.000	Merged-chr8-76902143-41
NR13896--MA0740.1.KLF14	chr12	71577479	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR37851--MA0493.1.Klf1	chr2	168741429	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR47608--MA0740.1.KLF14	chr5	52618416	52618429	+	0.000	0.000	Merged-chr5-52618672-42
NR41109--MA1107.1.KLF9	chr3	132791414	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR43727--MA0039.3.KLF4	chr4	88912396	88912406	-	0.000	0.000	Merged-chr4-88912378-27
NR52256--MA1107.1.KLF9	chr6	53455548	53455560	+	0.000	0.000	Merged-chr6-53455637-20
NR63815--MA1107.1.KLF9	chr9	37236232	37236244	-	0.000	0.000	Merged-chr9-37236124-32
NR13421--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR56710--MA0493.1.Klf1	chr7	48137406	48137416	+	0.000	0.000	Merged-chr7-48137318-1
NR32751--MA0493.1.Klf1	chr19	57882082	57882092	+	0.000	0.000	Merged-chr19-57882261-17
NR41010--MA0039.3.KLF4	chr3	130894553	130894563	-	0.000	0.000	Merged-chr3-130894407-22
NR17030--MA0599.1.KLF5	chr13	73685715	73685724	+	0.000	0.000	Merged-chr13-73685774-26
NR21093--MA1107.1.KLF9	chr15	8589751	8589763	+	0.000	0.000	Merged-chr15-8589819-27
NR41485--MA1107.1.KLF9	chr3	143379403	143379415	+	0.000	0.000	Merged-chr3-143379316-24
NR31456--MA0741.1.KLF16	chr19	10688771	10688781	-	0.000	0.000	Merged-chr19-10688915-74
NR46170--MA0599.1.KLF5	chr4	149282622	149282631	+	0.000	0.000	Merged-chr4-149282639-35
NR5634--MA1107.1.KLF9	chr10	58480172	58480184	-	0.000	0.000	Merged-chr10-58480234-23
NR62873--MA1107.1.KLF9	chr8	122769454	122769466	-	0.000	0.000	Merged-chr8-122769435-21
NR28057--MA0740.1.KLF14	chr17	65884521	65884534	+	0.000	0.000	Merged-chr17-65884407-1
NR7721--MA0599.1.KLF5	chr10	111102954	111102963	+	0.000	0.000	Merged-chr10-111102896-60
NR28061--MA0599.1.KLF5	chr17	65884529	65884538	+	0.000	0.000	Merged-chr17-65884407-1
NR35666--MA0741.1.KLF16	chr2	112240502	112240512	+	0.000	0.000	Merged-chr2-112240570-1
NR27808--MA0493.1.Klf1	chr17	56425193	56425203	-	0.000	0.000	Merged-chr17-56425045-2
NR15633--MA1107.1.KLF9	chr13	9107262	9107274	+	0.000	0.000	Merged-chr13-9107382-45
NR7711--MA1107.1.KLF9	chr10	110952124	110952136	+	0.000	0.000	Merged-chr10-110952029-21
NR39387--MA0741.1.KLF16	chr3	84039277	84039287	+	0.000	0.000	Merged-chr3-84039248-13
NR63735--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR17466--MA0740.1.KLF14	chr13	95765150	95765163	-	0.000	0.000	Merged-chr13-95765232-46
NR2934--MA0493.1.Klf1	chr1	156522402	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR961--MA0493.1.Klf1	chr1	69499066	69499076	-	0.000	0.000	Merged-chr1-69499196-51
NR27801--MA0740.1.KLF14	chr17	56425178	56425191	-	0.000	0.000	Merged-chr17-56425045-2
NR66204--MA0493.1.Klf1	chr9	112175471	112175481	-	0.000	0.000	Merged-chr9-112175419-1
NR28924--MA0039.3.KLF4	chr17	88668543	88668553	+	0.000	0.000	Merged-chr17-88668603-31
NR41668--MA0741.1.KLF16	chr3	146121628	146121638	+	0.000	0.000	Merged-chr3-146121713-45
NR21202--MA0493.1.Klf1	chr15	25216703	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR17281--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR28058--MA0657.1.KLF13	chr17	65884520	65884537	+	0.000	0.000	Merged-chr17-65884407-1
NR33184--MA0741.1.KLF16	chr2	17855801	17855811	-	0.000	0.000	Merged-chr2-17855738-13
NR47545--MA0741.1.KLF16	chr5	43355360	43355370	-	0.000	0.000	Merged-chr5-43355421-55
NR54128--MA1107.1.KLF9	chr6	128334911	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR30935--MA0493.1.Klf1	chr18	83993540	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR41481--MA0742.1.Klf12	chr3	143379403	143379417	+	0.000	0.000	Merged-chr3-143379316-24
NR27634--MA0493.1.Klf1	chr17	48002050	48002060	-	0.000	0.000	Merged-chr17-48002103-40
NR38437--MA0599.1.KLF5	chr3	9500017	9500026	-	0.000	0.000	Merged-chr3-9499976-58
NR5924--MA0740.1.KLF14	chr10	67698005	67698018	+	0.000	0.000	Merged-chr10-67697981-39
NR59395--MA0599.1.KLF5	chr7	136164719	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR40684--MA0599.1.KLF5	chr3	121967795	121967804	-	0.000	0.000	Merged-chr3-121967857-57
NR2746--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR17467--MA0657.1.KLF13	chr13	95765147	95765164	-	0.000	0.000	Merged-chr13-95765232-46
NR48658--MA0742.1.Klf12	chr5	97090257	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR7623--MA0493.1.Klf1	chr10	107946756	107946766	+	0.000	0.000	Merged-chr10-107946593-22
NR38759--MA0493.1.Klf1	chr3	36613427	36613437	+	0.000	0.000	Merged-chr3-36613405-48
NR37849--MA0742.1.Klf12	chr2	168741429	168741443	+	0.000	0.000	Merged-chr2-168741453-11
NR62016--MA0599.1.KLF5	chr8	104039727	104039736	-	0.000	0.000	Merged-chr8-104039758-41
NR24557--MA0741.1.KLF16	chr16	49959187	49959197	+	0.000	0.000	Merged-chr16-49959222-29
NR29743--MA0599.1.KLF5	chr18	53801710	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR8744--MA1107.1.KLF9	chr10	128940562	128940574	-	0.000	0.000	Merged-chr10-128940717-41
NR16867--MA0039.3.KLF4	chr13	64432308	64432318	+	0.000	0.000	Merged-chr13-64432516-70
NR1913--MA0599.1.KLF5	chr1	119637145	119637154	-	0.000	0.000	Merged-chr1-119636990-21
NR43726--MA0599.1.KLF5	chr4	88912398	88912407	-	0.000	0.000	Merged-chr4-88912378-27
NR12423--MA1107.1.KLF9	chr11	113537025	113537037	-	0.000	0.000	Merged-chr11-113536889-33
NR2938--MA0741.1.KLF16	chr1	156522461	156522471	-	0.000	0.000	Merged-chr1-156522298-40
NR50808--MA1107.1.KLF9	chr5	140944720	140944732	-	0.000	0.000	Merged-chr5-140944857-24
NR57010--MA0599.1.KLF5	chr7	67353864	67353873	+	0.000	0.000	Merged-chr7-67353683-35
NR39337--MA0741.1.KLF16	chr3	79451643	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR45042--MA0741.1.KLF16	chr4	131696144	131696154	-	0.000	0.000	Merged-chr4-131696229-22
NR56913--MA1107.1.KLF9	chr7	64012066	64012078	-	0.000	0.000	Merged-chr7-64011985-78
NR18287--MA0493.1.Klf1	chr13	113466900	113466910	+	0.000	0.000	Merged-chr13-113466791-29
NR64316--MA1107.1.KLF9	chr9	58112343	58112355	-	0.000	0.000	Merged-chr9-58112486-25
NR25008--MA0741.1.KLF16	chr16	76357270	76357280	-	0.000	0.000	Merged-chr16-76357413-27
NR45642--MA0740.1.KLF14	chr4	138262423	138262436	+	0.000	0.000	Merged-chr4-138262353-56
NR35467--MA0741.1.KLF16	chr2	103668280	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR51235--MA0039.3.KLF4	chr5	149427522	149427532	-	0.000	0.000	Merged-chr5-149427432-30
NR5955--MA0599.1.KLF5	chr10	68137567	68137576	-	0.000	0.000	Merged-chr10-68137569-23
NR60674--MA0599.1.KLF5	chr8	54077297	54077306	+	0.000	0.000	Merged-chr8-54077425-74
NR59175--MA0039.3.KLF4	chr7	130893296	130893306	+	0.000	0.000	Merged-chr7-130893114-41
NR4792--MA0742.1.Klf12	chr10	4632524	4632538	-	0.000	0.000	Merged-chr10-4632472-72
NR41667--MA0493.1.Klf1	chr3	146121627	146121637	+	0.000	0.000	Merged-chr3-146121713-45
NR28452--MA0657.1.KLF13	chr17	80418990	80419007	+	0.000	0.000	Merged-chr17-80418993-27
NR48643--MA0599.1.KLF5	chr5	96219746	96219755	+	0.000	0.000	Merged-chr5-96219655-31
NR24496--MA0741.1.KLF16	chr16	45347019	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR2778--MA0039.3.KLF4	chr1	153723465	153723475	-	0.000	0.000	Merged-chr1-153723564-53
NR7317--MA0740.1.KLF14	chr10	94087504	94087517	+	0.000	0.000	Merged-chr10-94087553-20
NR56909--MA1107.1.KLF9	chr7	64012058	64012070	-	0.000	0.000	Merged-chr7-64011985-78
NR56691--MA0657.1.KLF13	chr7	47104259	47104276	-	0.000	0.000	Merged-chr7-47104097-36
NR54925--MA0740.1.KLF14	chr6	145469419	145469432	-	0.000	0.000	Merged-chr6-145469437-17
NR23677--MA0742.1.Klf12	chr16	11526647	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR40469--MA0039.3.KLF4	chr3	109782589	109782599	-	0.000	0.000	Merged-chr3-109782603-31
NR52253--MA0742.1.Klf12	chr6	53455548	53455562	+	0.000	0.000	Merged-chr6-53455637-20
NR60675--MA0741.1.KLF16	chr8	54077297	54077307	+	0.000	0.000	Merged-chr8-54077425-74
NR41108--MA0493.1.Klf1	chr3	132791414	132791424	+	0.000	0.000	Merged-chr3-132791387-40
NR24013--MA0599.1.KLF5	chr16	22657092	22657101	-	0.000	0.000	Merged-chr16-22657033-32
NR52255--MA0493.1.Klf1	chr6	53455548	53455558	+	0.000	0.000	Merged-chr6-53455637-20
NR61764--MA0493.1.Klf1	chr8	88604238	88604248	-	0.000	0.000	Merged-chr8-88604204-17
NR6731--MA1107.1.KLF9	chr10	81247988	81248000	+	0.000	0.000	Merged-chr10-81248090-40
NR68368--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR28920--MA0657.1.KLF13	chr17	88668540	88668557	+	0.000	0.000	Merged-chr17-88668603-31
NR13903--MA0741.1.KLF16	chr12	71577481	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR2937--MA0599.1.KLF5	chr1	156522462	156522471	-	0.000	0.000	Merged-chr1-156522298-40
NR37848--MA0740.1.KLF14	chr2	168741429	168741442	+	0.000	0.000	Merged-chr2-168741453-11
NR12282--MA0599.1.KLF5	chr11	109347876	109347885	-	0.000	0.000	Merged-chr11-109347836-28
NR7751--MA0741.1.KLF16	chr10	111583866	111583876	+	0.000	0.000	Merged-chr10-111584025-27
NR2936--MA1107.1.KLF9	chr1	156522400	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR3257--MA0599.1.KLF5	chr1	165091991	165092000	+	0.000	0.000	Merged-chr1-165091937-36
NR31459--MA0741.1.KLF16	chr19	10689038	10689048	-	0.000	0.000	Merged-chr19-10688915-74
NR4502--MA0741.1.KLF16	chr1	191486771	191486781	-	0.000	0.000	Merged-chr1-191486758-12
NR7425--MA0742.1.Klf12	chr10	96201380	96201394	-	0.000	0.000	Merged-chr10-96201472-66
NR4794--MA0493.1.Klf1	chr10	4632528	4632538	-	0.000	0.000	Merged-chr10-4632472-72
NR6736--MA1107.1.KLF9	chr10	81247998	81248010	+	0.000	0.000	Merged-chr10-81248090-40
NR57937--MA1107.1.KLF9	chr7	102347590	102347602	+	0.000	0.000	Merged-chr7-102347477-20
NR28256--MA0493.1.Klf1	chr17	73246954	73246964	-	0.000	0.000	Merged-chr17-73247076-30
NR39389--MA1107.1.KLF9	chr3	84039282	84039294	+	0.000	0.000	Merged-chr3-84039248-13
NR47609--MA0741.1.KLF16	chr5	52618417	52618427	+	0.000	0.000	Merged-chr5-52618672-42
NR25003--MA0740.1.KLF14	chr16	76310892	76310905	-	0.000	0.000	Merged-chr16-76310830-49
NR38414--MA0741.1.KLF16	chr3	8717393	8717403	+	0.000	0.000	Merged-chr3-8717539-26
NR29757--MA0740.1.KLF14	chr18	54822920	54822933	+	0.000	0.000	Merged-chr18-54822886-30
NR21204--MA1107.1.KLF9	chr15	25216701	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR47033--MA0741.1.KLF16	chr5	24348289	24348299	+	0.000	0.000	Merged-chr5-24348360-46
NR17283--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR27810--MA0741.1.KLF16	chr17	56425192	56425202	-	0.000	0.000	Merged-chr17-56425045-2
NR62868--MA0493.1.Klf1	chr8	122769458	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR17180--MA1107.1.KLF9	chr13	83715320	83715332	+	0.000	0.000	Merged-chr13-83715230-50
NR47413--MA0741.1.KLF16	chr5	35713739	35713749	-	0.000	0.000	Merged-chr5-35713868-16
NR712--MA0742.1.Klf12	chr1	54600526	54600540	-	0.000	0.000	Merged-chr1-54600505-24
NR65036--MA1107.1.KLF9	chr9	77456724	77456736	+	0.000	0.000	Merged-chr9-77456588-28
NR450--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR23971--MA0493.1.Klf1	chr16	21204535	21204545	+	0.000	0.000	Merged-chr16-21204669-33
NR25904--MA0741.1.KLF16	chr17	8525163	8525173	-	0.000	0.000	Merged-chr17-8525059-23
NR14010--MA0493.1.Klf1	chr12	76312186	76312196	-	0.000	0.000	Merged-chr12-76312183-20
NR38480--MA0599.1.KLF5	chr3	10212203	10212212	-	0.000	0.000	Merged-chr3-10212114-17
NR5702--MA0599.1.KLF5	chr10	60162561	60162570	+	0.000	0.000	Merged-chr10-60162645-38
NR40574--MA1107.1.KLF9	chr3	116751350	116751362	+	0.000	0.000	Merged-chr3-116751371-23
NR38528--MA0741.1.KLF16	chr3	19706818	19706828	-	0.000	0.000	Merged-chr3-19706982-40
NR46415--MA1107.1.KLF9	chr4	152247313	152247325	-	0.000	0.000	Merged-chr4-152247398-23
NR40092--MA0741.1.KLF16	chr3	101066375	101066385	-	0.000	0.000	Merged-chr3-101066330-34
NR56920--MA1107.1.KLF9	chr7	64012080	64012092	-	0.000	0.000	Merged-chr7-64011985-78
NR17459--MA0741.1.KLF16	chr13	95524216	95524226	+	0.000	0.000	Merged-chr13-95524264-2
NR25909--MA0741.1.KLF16	chr17	8525168	8525178	-	0.000	0.000	Merged-chr17-8525059-23
NR32163--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR30559--MA0599.1.KLF5	chr18	75419522	75419531	+	0.000	0.000	Merged-chr18-75419579-57
NR1915--MA1107.1.KLF9	chr1	119637160	119637172	+	0.000	0.000	Merged-chr1-119636990-21
NR3249--MA0657.1.KLF13	chr1	164882002	164882019	-	0.000	0.000	Merged-chr1-164882176-54
NR33329--MA0742.1.Klf12	chr2	25095348	25095362	+	0.000	0.000	Merged-chr2-25095278-14
NR51849--MA0741.1.KLF16	chr6	37564053	37564063	+	0.000	0.000	Merged-chr6-37564158-19
NR25517--MA0599.1.KLF5	chr16	95729012	95729021	-	0.000	0.000	Merged-chr16-95728966-56
NR39385--MA0740.1.KLF14	chr3	84039276	84039289	+	0.000	0.000	Merged-chr3-84039248-13
NR56916--MA1107.1.KLF9	chr7	64012072	64012084	-	0.000	0.000	Merged-chr7-64011985-78
NR19989--MA0741.1.KLF16	chr14	73377971	73377981	-	0.000	0.000	Merged-chr14-73378030-18
NR5633--MA0741.1.KLF16	chr10	58480173	58480183	-	0.000	0.000	Merged-chr10-58480234-23
NR63811--MA1107.1.KLF9	chr9	37236224	37236236	-	0.000	0.000	Merged-chr9-37236124-32
NR23588--MA0599.1.KLF5	chr16	8455399	8455408	+	0.000	0.000	Merged-chr16-8455328-28
NR17456--MA0599.1.KLF5	chr13	95524222	95524231	+	0.000	0.000	Merged-chr13-95524264-2
NR10730--MA1107.1.KLF9	chr11	76015514	76015526	+	0.000	0.000	Merged-chr11-76015482-22
NR53690--MA0742.1.Klf12	chr6	116682492	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR23207--MA0493.1.Klf1	chr15	99223647	99223657	-	0.000	0.000	Merged-chr15-99223705-10
NR40118--MA0039.3.KLF4	chr3	101598153	101598163	+	0.000	0.000	Merged-chr3-101598272-22
NR42415--MA0741.1.KLF16	chr4	11914604	11914614	-	0.000	0.000	Merged-chr4-11914721-47
NR29048--MA0740.1.KLF14	chr18	5819922	5819935	+	0.000	0.000	Merged-chr18-5820020-28
NR5957--MA1107.1.KLF9	chr10	68137565	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR14303--MA0599.1.KLF5	chr12	84851596	84851605	+	0.000	0.000	Merged-chr12-84851532-12
NR63238--MA0039.3.KLF4	chr8	128333492	128333502	-	0.000	0.000	Merged-chr8-128333532-18
NR65691--MA1107.1.KLF9	chr9	103134554	103134566	-	0.000	0.000	Merged-chr9-103134672-43
NR13897--MA0740.1.KLF14	chr12	71577497	71577510	-	0.000	0.000	Merged-chr12-71577475-38
NR53694--MA0741.1.KLF16	chr6	116682495	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR48544--MA0741.1.KLF16	chr5	93268207	93268217	+	0.000	0.000	Merged-chr5-93268238-3
NR28064--MA0741.1.KLF16	chr17	65884529	65884539	+	0.000	0.000	Merged-chr17-65884407-1
NR63807--MA1107.1.KLF9	chr9	37236216	37236228	-	0.000	0.000	Merged-chr9-37236124-32
NR56711--MA0493.1.Klf1	chr7	48137396	48137406	-	0.000	0.000	Merged-chr7-48137318-1
NR47543--MA0740.1.KLF14	chr5	43355358	43355371	-	0.000	0.000	Merged-chr5-43355421-55
NR20453--MA0599.1.KLF5	chr14	101510904	101510913	-	0.000	0.000	Merged-chr14-101510851-45
NR65690--MA0741.1.KLF16	chr9	103134555	103134565	-	0.000	0.000	Merged-chr9-103134672-43
NR4827--MA0742.1.Klf12	chr10	7212272	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR6726--MA0599.1.KLF5	chr10	81247938	81247947	+	0.000	0.000	Merged-chr10-81248090-40
NR62874--MA1107.1.KLF9	chr8	122769456	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR45045--MA0493.1.Klf1	chr4	131696251	131696261	+	0.000	0.000	Merged-chr4-131696229-22
NR7722--MA0599.1.KLF5	chr10	111102966	111102975	+	0.000	0.000	Merged-chr10-111102896-60
NR65338--MA1107.1.KLF9	chr9	89909579	89909591	-	0.000	0.000	Merged-chr9-89909785-17
NR33059--MA0493.1.Klf1	chr2	9986365	9986375	-	0.000	0.000	Merged-chr2-9986324-23
NR24495--MA0599.1.KLF5	chr16	45347020	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR34608--MA0741.1.KLF16	chr2	70425766	70425776	+	0.000	0.000	Merged-chr2-70425902-24
NR54125--MA0599.1.KLF5	chr6	128334913	128334922	-	0.000	0.000	Merged-chr6-128334675-39
NR21333--MA0599.1.KLF5	chr15	31239987	31239996	+	0.000	0.000	Merged-chr15-31239940-27
NR26535--MA1107.1.KLF9	chr17	26551299	26551311	-	0.000	0.000	Merged-chr17-26551311-33
NR13898--MA0657.1.KLF13	chr12	71577476	71577493	-	0.000	0.000	Merged-chr12-71577475-38
NR38527--MA0599.1.KLF5	chr3	19706819	19706828	-	0.000	0.000	Merged-chr3-19706982-40
NR24154--MA0740.1.KLF14	chr16	29814103	29814116	+	0.000	0.000	Merged-chr16-29814134-35
NR533--MA0599.1.KLF5	chr1	42952944	42952953	+	0.000	0.000	Merged-chr1-42953184-68
NR27802--MA0740.1.KLF14	chr17	56425190	56425203	-	0.000	0.000	Merged-chr17-56425045-2
NR25012--MA0741.1.KLF16	chr16	76499983	76499993	+	0.000	0.000	Merged-chr16-76499941-29
NR8038--MA0599.1.KLF5	chr10	118310793	118310802	+	0.000	0.000	Merged-chr10-118310957-20
NR51844--MA0740.1.KLF14	chr6	37564052	37564065	+	0.000	0.000	Merged-chr6-37564158-19
NR48659--MA0039.3.KLF4	chr5	97090259	97090269	-	0.000	0.000	Merged-chr5-97090318-20
NR53689--MA0657.1.KLF13	chr6	116682490	116682507	-	0.000	0.000	Merged-chr6-116682504-22
NR33328--MA0740.1.KLF14	chr2	25095285	25095298	+	0.000	0.000	Merged-chr2-25095278-14
NR29745--MA0741.1.KLF16	chr18	53801709	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR21337--MA1107.1.KLF9	chr15	31239986	31239998	+	0.000	0.000	Merged-chr15-31239940-27
NR61915--MA1107.1.KLF9	chr8	95154954	95154966	+	0.000	0.000	Merged-chr8-95154872-23
NR47610--MA1107.1.KLF9	chr5	52618416	52618428	+	0.000	0.000	Merged-chr5-52618672-42
NR34553--MA0599.1.KLF5	chr2	68874094	68874103	+	0.000	0.000	Merged-chr2-68874057-78
NR8207--MA0740.1.KLF14	chr10	121300785	121300798	+	0.000	0.000	Merged-chr10-121300859-24
NR14009--MA0599.1.KLF5	chr12	76312186	76312195	-	0.000	0.000	Merged-chr12-76312183-20
NR4385--MA1107.1.KLF9	chr1	189831022	189831034	-	0.000	0.000	Merged-chr1-189831018-42
NR37329--MA0657.1.KLF13	chr2	160746777	160746794	+	0.000	0.000	Merged-chr2-160746776-15
NR50805--MA0599.1.KLF5	chr5	140944727	140944736	-	0.000	0.000	Merged-chr5-140944857-24
NR61285--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
NR28919--MA0740.1.KLF14	chr17	88668541	88668554	+	0.000	0.000	Merged-chr17-88668603-31
NR27803--MA0657.1.KLF13	chr17	56425175	56425192	-	0.000	0.000	Merged-chr17-56425045-2
NR13958--MA0599.1.KLF5	chr12	73746282	73746291	-	0.000	0.000	Merged-chr12-73746193-23
NR25907--MA0741.1.KLF16	chr17	8525166	8525176	-	0.000	0.000	Merged-chr17-8525059-23
NR60509--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR4826--MA0740.1.KLF14	chr10	7212273	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR23589--MA0741.1.KLF16	chr16	8455399	8455409	+	0.000	0.000	Merged-chr16-8455328-28
NR64447--MA0740.1.KLF14	chr9	61779365	61779378	+	0.000	0.000	Merged-chr9-61779248-32
NR65034--MA0741.1.KLF16	chr9	77456719	77456729	+	0.000	0.000	Merged-chr9-77456588-28
NR59176--MA1107.1.KLF9	chr7	130893300	130893312	+	0.000	0.000	Merged-chr7-130893114-41
NR5808--MA0599.1.KLF5	chr10	61559992	61560001	-	0.000	0.000	Merged-chr10-61559785-43
NR59396--MA0493.1.Klf1	chr7	136164718	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR8880--MA0741.1.KLF16	chr11	4390657	4390667	-	0.000	0.000	Merged-chr11-4390804-16
NR17276--MA0740.1.KLF14	chr13	89521652	89521665	+	0.000	0.000	Merged-chr13-89521757-30
NR48934--MA0493.1.Klf1	chr5	105798812	105798822	-	0.000	0.000	Merged-chr5-105798670-49
NR46240--MA0599.1.KLF5	chr4	150518993	150519002	+	0.000	0.000	Merged-chr4-150519164-27
NR4660--MA0599.1.KLF5	chr1	193504125	193504134	+	0.000	0.000	Merged-chr1-193504055-24
NR64317--MA1107.1.KLF9	chr9	58112345	58112357	-	0.000	0.000	Merged-chr9-58112486-25
NR54300--MA0741.1.KLF16	chr6	134183958	134183968	+	0.000	0.000	Merged-chr6-134184108-53
NR29744--MA0493.1.Klf1	chr18	53801710	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR8746--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR61286--MA0741.1.KLF16	chr8	76902220	76902230	+	0.000	0.000	Merged-chr8-76902143-41
NR53101--MA0742.1.Klf12	chr6	91698957	91698971	+	0.000	0.000	Merged-chr6-91699017-27
NR31585--MA0741.1.KLF16	chr19	17268913	17268923	+	0.000	0.000	Merged-chr19-17268849-24
NR29762--MA0493.1.Klf1	chr18	54822920	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR7428--MA0493.1.Klf1	chr10	96201384	96201394	-	0.000	0.000	Merged-chr10-96201472-66
