#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_dn.bed
NR51485--MA0741.1.KLF16	chr5	122987505	122987515	+	0.000	0.000	Merged-chr5-122987462-4
NR771--MA1107.1.KLF9	chr1	55489578	55489590	+	0.000	0.000	Merged-chr1-55489612-12
NR52749--MA0599.1.KLF5	chr5	143561633	143561642	-	0.000	0.000	Merged-chr5-143561800-6
NR54467--MA0493.1.Klf1	chr6	71322741	71322751	+	0.000	0.000	Merged-chr6-71322825-41
NR25368--MA0599.1.KLF5	chr16	32516544	32516553	-	0.000	0.000	Merged-chr16-32516451-30
NR20589--MA1107.1.KLF9	chr14	64628281	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR20585--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR23533--MA0599.1.KLF5	chr15	81514315	81514324	-	0.000	0.000	Merged-chr15-81514359-43
NR12222--MA0740.1.KLF14	chr11	103382151	103382164	+	0.000	0.000	Merged-chr11-103382133-47
NR13497--MA1107.1.KLF9	chr12	12580877	12580889	+	0.000	0.000	Merged-chr12-12580881-28
NR27427--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR38340--MA1107.1.KLF9	chr2	147832629	147832641	+	0.000	0.000	Merged-chr2-147832545-2
NR64967--MA0740.1.KLF14	chr8	120538814	120538827	+	0.000	0.000	Merged-chr8-120538784-40
NR41301--MA1107.1.KLF9	chr3	89378430	89378442	-	0.000	0.000	Merged-chr3-89378543-26
NR33563--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR52305--MA1107.1.KLF9	chr5	137425541	137425553	+	0.000	0.000	Merged-chr5-137425710-17
NR6465--MA0599.1.KLF5	chr10	77264472	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR68577--MA0741.1.KLF16	chr9	110880112	110880122	+	0.000	0.000	Merged-chr9-110880207-47
NR33562--MA0039.3.KLF4	chr19	40665956	40665966	-	0.000	0.000	Merged-chr19-40666029-20
NR8285--MA0039.3.KLF4	chr10	118446207	118446217	+	0.000	0.000	Merged-chr10-118446344-23
NR53502--MA0039.3.KLF4	chr6	15746181	15746191	-	0.000	0.000	Merged-chr6-15746120-23
NR53432--MA0599.1.KLF5	chr6	8648813	8648822	+	0.000	0.000	Merged-chr6-8648625-101
NR38336--MA1107.1.KLF9	chr2	147832621	147832633	+	0.000	0.000	Merged-chr2-147832545-2
NR6463--MA0740.1.KLF14	chr10	77264471	77264484	+	0.000	0.000	Merged-chr10-77264465-20
NR63330--MA0741.1.KLF16	chr8	70501059	70501069	+	0.000	0.000	Merged-chr8-70501065-23
NR50904--MA0039.3.KLF4	chr5	112239624	112239634	-	0.000	0.000	Merged-chr5-112239781-12
NR50927--MA1107.1.KLF9	chr5	112311008	112311020	-	0.000	0.000	Merged-chr5-112310969-9
NR54079--MA0599.1.KLF5	chr6	48788043	48788052	-	0.000	0.000	Merged-chr6-48788087-5
NR31983--MA1107.1.KLF9	chr18	80629142	80629154	+	0.000	0.000	Merged-chr18-80629168-11
NR24994--MA1107.1.KLF9	chr16	17405427	17405439	+	0.000	0.000	Merged-chr16-17405439-1
NR64968--MA0657.1.KLF13	chr8	120538813	120538830	+	0.000	0.000	Merged-chr8-120538784-40
NR40584--MA0493.1.Klf1	chr3	52470111	52470121	-	0.000	0.000	Merged-chr3-52470194-16
NR5604--MA0599.1.KLF5	chr10	42269342	42269351	-	0.000	0.000	Merged-chr10-42269495-58
NR4589--MA0741.1.KLF16	chr1	191802752	191802762	-	0.000	0.000	Merged-chr1-191802759-25
NR50909--MA0039.3.KLF4	chr5	112239855	112239865	-	0.000	0.000	Merged-chr5-112239781-12
NR38345--MA0741.1.KLF16	chr2	147832656	147832666	-	0.000	0.000	Merged-chr2-147832545-2
NR13491--MA0740.1.KLF14	chr12	12580877	12580890	+	0.000	0.000	Merged-chr12-12580881-28
NR36192--MA0039.3.KLF4	chr2	71810233	71810243	+	0.000	0.000	Merged-chr2-71810145-53
NR4089--MA0599.1.KLF5	chr1	184064447	184064456	+	0.000	0.000	Merged-chr1-184064517-33
NR48516--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR55775--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR62601--MA0493.1.Klf1	chr8	25578421	25578431	+	0.000	0.000	Merged-chr8-25578502-39
NR25203--MA0741.1.KLF16	chr16	23286520	23286530	+	0.000	0.000	Merged-chr16-23286554-38
NR17353--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR62605--MA1107.1.KLF9	chr8	25578423	25578435	+	0.000	0.000	Merged-chr8-25578502-39
NR65320--MA0493.1.Klf1	chr8	125558862	125558872	+	0.000	0.000	Merged-chr8-125558804-33
NR13492--MA0657.1.KLF13	chr12	12580876	12580893	+	0.000	0.000	Merged-chr12-12580881-28
NR30931--MA0599.1.KLF5	chr18	50022488	50022497	+	0.000	0.000	Merged-chr18-50022640-10
NR67893--MA0741.1.KLF16	chr9	94607630	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR41013--MA0740.1.KLF14	chr3	79181734	79181747	-	0.000	0.000	Merged-chr3-79181699-42
NR49603--MA0740.1.KLF14	chr5	65950931	65950944	-	0.000	0.000	Merged-chr5-65951105-46
NR47479--MA0741.1.KLF16	chr4	141425778	141425788	+	0.000	0.000	Merged-chr4-141425823-59
NR67890--MA0599.1.KLF5	chr9	94607625	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR31569--MA0599.1.KLF5	chr18	69196485	69196494	+	0.000	0.000	Merged-chr18-69196479-70
NR42904--MA0599.1.KLF5	chr3	132928123	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR60262--MA0657.1.KLF13	chr7	101348687	101348704	-	0.000	0.000	Merged-chr7-101348573-1
NR6959--MA0599.1.KLF5	chr10	81401814	81401823	-	0.000	0.000	Merged-chr10-81401925-26
NR5314--MA0599.1.KLF5	chr10	24639747	24639756	-	0.000	0.000	Merged-chr10-24639829-10
NR55624--MA0741.1.KLF16	chr6	115515936	115515946	+	0.000	0.000	Merged-chr6-115515938-20
NR27998--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR22309--MA0740.1.KLF14	chr15	36241631	36241644	-	0.000	0.000	Merged-chr15-36241584-11
NR62759--MA0599.1.KLF5	chr8	35428950	35428959	-	0.000	0.000	Merged-chr8-35428921-45
NR46394--MA1107.1.KLF9	chr4	120053610	120053622	-	0.000	0.000	Merged-chr4-120053646-59
NR13678--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR65321--MA0741.1.KLF16	chr8	125558863	125558873	+	0.000	0.000	Merged-chr8-125558804-33
NR27715--MA0493.1.Klf1	chr17	27564908	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR27830--MA0742.1.Klf12	chr17	28590943	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR15746--MA1107.1.KLF9	chr12	111855480	111855492	+	0.000	0.000	Merged-chr12-111855656-21
NR55774--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR8247--MA1107.1.KLF9	chr10	117925714	117925726	+	0.000	0.000	Merged-chr10-117925903-63
NR24267--MA0599.1.KLF5	chr15	98793192	98793201	-	0.000	0.000	Merged-chr15-98793364-7
NR55460--MA1107.1.KLF9	chr6	112862179	112862191	+	0.000	0.000	Merged-chr6-112862022-40
NR27714--MA0039.3.KLF4	chr17	27564906	27564916	-	0.000	0.000	Merged-chr17-27564806-2
NR41014--MA0657.1.KLF13	chr3	79181731	79181748	-	0.000	0.000	Merged-chr3-79181699-42
NR50903--MA0599.1.KLF5	chr5	112239641	112239650	-	0.000	0.000	Merged-chr5-112239781-12
NR67550--MA0493.1.Klf1	chr9	83893336	83893346	+	0.000	0.000	Merged-chr9-83893287-19
NR770--MA0493.1.Klf1	chr1	55489578	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR11624--MA0039.3.KLF4	chr11	95356944	95356954	+	0.000	0.000	Merged-chr11-95356897-59
NR5006--MA0599.1.KLF5	chr10	10307608	10307617	-	0.000	0.000	Merged-chr10-10307543-35
NR49665--MA0493.1.Klf1	chr5	68033412	68033422	+	0.000	0.000	Merged-chr5-68033501-23
NR25386--MA0741.1.KLF16	chr16	32658892	32658902	+	0.000	0.000	Merged-chr16-32659000-27
NR59466--MA0039.3.KLF4	chr7	72339567	72339577	+	0.000	0.000	Merged-chr7-72339570-17
NR19676--MA0039.3.KLF4	chr14	27268328	27268338	-	0.000	0.000	Merged-chr14-27268313-23
NR90--MA1107.1.KLF9	chr1	13560129	13560141	+	0.000	0.000	Merged-chr1-13560165-1
NR38334--MA1107.1.KLF9	chr2	147832613	147832625	+	0.000	0.000	Merged-chr2-147832545-2
NR52771--MA0741.1.KLF16	chr5	143975169	143975179	+	0.000	0.000	Merged-chr5-143975077-1
NR57645--MA0742.1.Klf12	chr7	4777375	4777389	+	0.000	0.000	Merged-chr7-4777194-35
NR12515--MA0741.1.KLF16	chr11	109792073	109792083	+	0.000	0.000	Merged-chr11-109792147-5
NR36196--MA0599.1.KLF5	chr2	71843333	71843342	+	0.000	0.000	Merged-chr2-71843530-15
NR61163--MA0039.3.KLF4	chr7	125620284	125620294	-	0.000	0.000	Merged-chr7-125620287-12
NR40586--MA1107.1.KLF9	chr3	52470109	52470121	-	0.000	0.000	Merged-chr3-52470194-16
NR52251--MA0599.1.KLF5	chr5	136449983	136449992	-	0.000	0.000	Merged-chr5-136449962-15
NR67395--MA0599.1.KLF5	chr9	79895081	79895090	+	0.000	0.000	Merged-chr9-79895109-7
NR12223--MA0741.1.KLF16	chr11	103382152	103382162	+	0.000	0.000	Merged-chr11-103382133-47
NR11125--MA0599.1.KLF5	chr11	82239652	82239661	+	0.000	0.000	Merged-chr11-82239644-20
NR8242--MA0740.1.KLF14	chr10	117925714	117925727	+	0.000	0.000	Merged-chr10-117925903-63
NR51487--MA1107.1.KLF9	chr5	122987506	122987518	+	0.000	0.000	Merged-chr5-122987462-4
NR6961--MA0741.1.KLF16	chr10	81401813	81401823	-	0.000	0.000	Merged-chr10-81401925-26
NR31572--MA0741.1.KLF16	chr18	69196485	69196495	+	0.000	0.000	Merged-chr18-69196479-70
NR22393--MA0599.1.KLF5	chr15	38122406	38122415	+	0.000	0.000	Merged-chr15-38122272-49
NR6485--MA1107.1.KLF9	chr10	77624633	77624645	-	0.000	0.000	Merged-chr10-77624666-9
NR7576--MA0741.1.KLF16	chr10	96408138	96408148	+	0.000	0.000	Merged-chr10-96408012-53
NR52253--MA0741.1.KLF16	chr5	136449971	136449981	-	0.000	0.000	Merged-chr5-136449962-15
NR1046--MA0741.1.KLF16	chr1	66897063	66897073	+	0.000	0.000	Merged-chr1-66897217-4
NR9331--MA0741.1.KLF16	chr11	21247766	21247776	+	0.000	0.000	Merged-chr11-21247881-35
NR65322--MA1107.1.KLF9	chr8	125558862	125558874	+	0.000	0.000	Merged-chr8-125558804-33
NR18777--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR27713--MA0599.1.KLF5	chr17	27564908	27564917	-	0.000	0.000	Merged-chr17-27564806-2
NR9792--MA0599.1.KLF5	chr11	51898828	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR18182--MA0741.1.KLF16	chr13	97442319	97442329	+	0.000	0.000	Merged-chr13-97442585-64
NR51556--MA0742.1.Klf12	chr5	124075942	124075956	+	0.000	0.000	Merged-chr5-124075936-23
NR60134--MA0599.1.KLF5	chr7	98995318	98995327	-	0.000	0.000	Merged-chr7-98995432-21
NR55623--MA0039.3.KLF4	chr6	115515937	115515947	+	0.000	0.000	Merged-chr6-115515938-20
NR55768--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR15744--MA1107.1.KLF9	chr12	111855476	111855488	+	0.000	0.000	Merged-chr12-111855656-21
NR11623--MA0599.1.KLF5	chr11	95356929	95356938	+	0.000	0.000	Merged-chr11-95356897-59
NR57644--MA0740.1.KLF14	chr7	4777375	4777388	+	0.000	0.000	Merged-chr7-4777194-35
NR49179--MA0493.1.Klf1	chr5	35771280	35771290	-	0.000	0.000	Merged-chr5-35771159-16
NR55776--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR611--MA0493.1.Klf1	chr1	43478182	43478192	-	0.000	0.000	Merged-chr1-43478113-25
NR65074--MA0741.1.KLF16	chr8	122430372	122430382	+	0.000	0.000	Merged-chr8-122430402-7
NR4593--MA1107.1.KLF9	chr1	191802751	191802763	-	0.000	0.000	Merged-chr1-191802759-25
NR54402--MA0742.1.Klf12	chr6	66313066	66313080	+	0.000	0.000	Merged-chr6-66313006-24
NR62350--MA0599.1.KLF5	chr8	11107241	11107250	-	0.000	0.000	Merged-chr8-11107220-18
NR46397--MA1107.1.KLF9	chr4	120053616	120053628	-	0.000	0.000	Merged-chr4-120053646-59
NR45662--MA0599.1.KLF5	chr4	97871746	97871755	+	0.000	0.000	Merged-chr4-97871840-30
NR10533--MA0493.1.Klf1	chr11	70622565	70622575	-	0.000	0.000	Merged-chr11-70622499-26
NR28279--MA1107.1.KLF9	chr17	35706196	35706208	-	0.000	0.000	Merged-chr17-35706172-14
NR46057--MA1107.1.KLF9	chr4	109136946	109136958	+	0.000	0.000	Merged-chr4-109136872-28
NR67399--MA0741.1.KLF16	chr9	79895083	79895093	+	0.000	0.000	Merged-chr9-79895109-7
NR39440--MA0741.1.KLF16	chr2	169520061	169520071	-	0.000	0.000	Merged-chr2-169519991-22
NR46389--MA0493.1.Klf1	chr4	119947768	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR61162--MA0599.1.KLF5	chr7	125620286	125620295	-	0.000	0.000	Merged-chr7-125620287-12
NR2064--MA0039.3.KLF4	chr1	128366550	128366560	-	0.000	0.000	Merged-chr1-128366514-8
NR64969--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR1889--MA0742.1.Klf12	chr1	120073814	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR12513--MA0741.1.KLF16	chr11	109792071	109792081	+	0.000	0.000	Merged-chr11-109792147-5
NR33439--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR9328--MA0741.1.KLF16	chr11	21247763	21247773	+	0.000	0.000	Merged-chr11-21247881-35
NR7973--MA0657.1.KLF13	chr10	111562798	111562815	+	0.000	0.000	Merged-chr10-111562842-26
NR67549--MA0742.1.Klf12	chr9	83893336	83893350	+	0.000	0.000	Merged-chr9-83893287-19
NR61160--MA0657.1.KLF13	chr7	125620280	125620297	-	0.000	0.000	Merged-chr7-125620287-12
NR53503--MA1107.1.KLF9	chr6	15746181	15746193	-	0.000	0.000	Merged-chr6-15746120-23
NR7551--MA0599.1.KLF5	chr10	95923297	95923306	-	0.000	0.000	Merged-chr10-95923402-19
NR38341--MA1107.1.KLF9	chr2	147832631	147832643	+	0.000	0.000	Merged-chr2-147832545-2
NR5315--MA0741.1.KLF16	chr10	24639795	24639805	+	0.000	0.000	Merged-chr10-24639829-10
NR49530--MA0741.1.KLF16	chr5	64336910	64336920	-	0.000	0.000	Merged-chr5-64336866-17
NR47086--MA0599.1.KLF5	chr4	134652273	134652282	-	0.000	0.000	Merged-chr4-134652470-11
NR52304--MA0741.1.KLF16	chr5	137425542	137425552	+	0.000	0.000	Merged-chr5-137425710-17
NR25389--MA0741.1.KLF16	chr16	32658895	32658905	+	0.000	0.000	Merged-chr16-32659000-27
NR46323--MA0599.1.KLF5	chr4	118406382	118406391	+	0.000	0.000	Merged-chr4-118406334-12
NR38337--MA1107.1.KLF9	chr2	147832623	147832635	+	0.000	0.000	Merged-chr2-147832545-2
NR20761--MA0741.1.KLF16	chr14	70994737	70994747	-	0.000	0.000	Merged-chr14-70994576-24
NR50905--MA0039.3.KLF4	chr5	112239639	112239649	-	0.000	0.000	Merged-chr5-112239781-12
NR1044--MA0741.1.KLF16	chr1	66897061	66897071	+	0.000	0.000	Merged-chr1-66897217-4
NR27324--MA0039.3.KLF4	chr17	21383735	21383745	-	0.000	0.000	Merged-chr17-21383828-70
NR52949--MA0741.1.KLF16	chr5	146655615	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR22311--MA0741.1.KLF16	chr15	36241633	36241643	-	0.000	0.000	Merged-chr15-36241584-11
NR30633--MA0741.1.KLF16	chr18	34777006	34777016	-	0.000	0.000	Merged-chr18-34776840-4
NR15133--MA0493.1.Klf1	chr12	100480786	100480796	+	0.000	0.000	Merged-chr12-100480598-53
NR62742--MA0741.1.KLF16	chr8	34686609	34686619	-	0.000	0.000	Merged-chr8-34686570-26
NR55622--MA0599.1.KLF5	chr6	115515936	115515945	+	0.000	0.000	Merged-chr6-115515938-20
NR89--MA0741.1.KLF16	chr1	13560130	13560140	+	0.000	0.000	Merged-chr1-13560165-1
NR27428--MA0741.1.KLF16	chr17	23748258	23748268	+	0.000	0.000	Merged-chr17-23748319-15
NR3079--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR6466--MA0493.1.Klf1	chr10	77264471	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR32945--MA0741.1.KLF16	chr19	12012388	12012398	+	0.000	0.000	Merged-chr19-12012380-1
NR20644--MA0741.1.KLF16	chr14	66805704	66805714	+	0.000	0.000	Merged-chr14-66805736-29
