#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR34395--MA1107.1.KLF9	chr19	55260755	55260767	-	0.000	0.000	Merged-chr19-55260920-21
NR5627--MA1107.1.KLF9	chr10	37721434	37721446	+	0.000	0.000	Merged-chr10-37721362-7
NR24054--MA0740.1.KLF14	chr15	84372961	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR46261--MA0493.1.Klf1	chr4	89137608	89137618	+	0.000	0.000	Merged-chr4-89137676-98
NR31458--MA0599.1.KLF5	chr18	46176324	46176333	-	0.000	0.000	Merged-chr18-46176178-68
NR31243--MA0599.1.KLF5	chr18	35383408	35383417	-	0.000	0.000	Merged-chr18-35383519-5
NR9446--MA0599.1.KLF5	chr11	20035544	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR12566--MA0741.1.KLF16	chr11	109375506	109375516	-	0.000	0.000	Merged-chr11-109375589-56
NR49530--MA1107.1.KLF9	chr5	20845383	20845395	+	0.000	0.000	Merged-chr5-20845245-18
NR59961--MA0742.1.Klf12	chr7	30717402	30717416	+	0.000	0.000	Merged-chr7-30717543-30
NR20687--MA0599.1.KLF5	chr14	63940967	63940976	-	0.000	0.000	Merged-chr14-63940977-13
NR39164--MA1107.1.KLF9	chr2	157119285	157119297	-	0.000	0.000	Merged-chr2-157119108-55
NR48763--MA0741.1.KLF16	chr4	149854341	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR38048--MA0493.1.Klf1	chr2	122789530	122789540	+	0.000	0.000	Merged-chr2-122789643-8
NR25687--MA0741.1.KLF16	chr16	29814104	29814114	+	0.000	0.000	Merged-chr16-29814134-35
NR13464--MA1107.1.KLF9	chr12	8827552	8827564	-	0.000	0.000	Merged-chr12-8827572-4
NR36360--MA1107.1.KLF9	chr2	60880807	60880819	+	0.000	0.000	Merged-chr2-60880763-2
NR50969--MA0741.1.KLF16	chr5	75574934	75574944	-	0.000	0.000	Merged-chr5-75574836-1
NR26680--MA0599.1.KLF5	chr16	76283302	76283311	+	0.000	0.000	Merged-chr16-76283420-1
NR18296--MA0740.1.KLF14	chr13	101569398	101569411	-	0.000	0.000	Merged-chr13-101569413-14
NR6184--MA0742.1.Klf12	chr10	61233349	61233363	+	0.000	0.000	Merged-chr10-61233317-40
NR16763--MA0741.1.KLF16	chr13	44323957	44323967	+	0.000	0.000	Merged-chr13-44323801-22
NR51266--MA0741.1.KLF16	chr5	92925372	92925382	+	0.000	0.000	Merged-chr5-92925240-13
NR37675--MA0599.1.KLF5	chr2	114260757	114260766	-	0.000	0.000	Merged-chr2-114260586-35
NR68725--MA1107.1.KLF9	chr9	51162040	51162052	-	0.000	0.000	Merged-chr9-51161990-29
NR16496--MA0039.3.KLF4	chr13	32692681	32692691	-	0.000	0.000	Merged-chr13-32692698-24
NR3040--MA1107.1.KLF9	chr1	152733291	152733303	+	0.000	0.000	Merged-chr1-152733286-16
NR16068--MA0599.1.KLF5	chr12	119238860	119238869	-	0.000	0.000	Merged-chr12-119238922-2
NR51886--MA0599.1.KLF5	chr5	110979438	110979447	-	0.000	0.000	Merged-chr5-110979833-98
NR12160--MA0493.1.Klf1	chr11	100610011	100610021	+	0.000	0.000	Merged-chr11-100610157-33
NR54381--MA0599.1.KLF5	chr5	150232898	150232907	+	0.000	0.000	Merged-chr5-150232910-1
NR62639--MA0742.1.Klf12	chr7	122932279	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR60022--MA0742.1.Klf12	chr7	34630503	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR25004--MA0599.1.KLF5	chr16	4469939	4469948	+	0.000	0.000	Merged-chr16-4469915-27
NR18800--MA0657.1.KLF13	chr13	113243663	113243680	-	0.000	0.000	Merged-chr13-113243711-13
NR7110--MA0741.1.KLF16	chr10	80622979	80622989	+	0.000	0.000	Merged-chr10-80622970-10
NR18015--MA0599.1.KLF5	chr13	95063723	95063732	-	0.000	0.000	Merged-chr13-95063599-48
NR38407--MA0599.1.KLF5	chr2	132670469	132670478	+	0.000	0.000	Merged-chr2-132670434-32
NR35493--MA0741.1.KLF16	chr2	28698444	28698454	+	0.000	0.000	Merged-chr2-28698593-11
NR40434--MA0657.1.KLF13	chr3	16227353	16227370	+	0.000	0.000	Merged-chr3-16227487-10
NR71489--MA1107.1.KLF9	chr9	123229919	123229931	+	0.000	0.000	Merged-chr9-123229915-16
NR1855--MA0493.1.Klf1	chr1	98589911	98589921	+	0.000	0.000	Merged-chr1-98589738-39
NR4971--MA0741.1.KLF16	chr1	193363990	193364000	+	0.000	0.000	Merged-chr1-193363957-33
NR55471--MA0599.1.KLF5	chr6	53038238	53038247	+	0.000	0.000	Merged-chr6-53038389-13
NR56655--MA0599.1.KLF5	chr6	99498323	99498332	-	0.000	0.000	Merged-chr6-99498294-17
NR43373--MA0599.1.KLF5	chr3	132928115	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR17135--MA0493.1.Klf1	chr13	56704046	56704056	-	0.000	0.000	Merged-chr13-56703613-154
NR42769--MA0741.1.KLF16	chr3	115897928	115897938	+	0.000	0.000	Merged-chr3-115897908-5
NR19444--MA1107.1.KLF9	chr14	21078650	21078662	-	0.000	0.000	Merged-chr14-21078723-20
NR1887--MA0599.1.KLF5	chr1	106032121	106032130	+	0.000	0.000	Merged-chr1-106032051-18
NR5605--MA0741.1.KLF16	chr10	37207073	37207083	-	0.000	0.000	Merged-chr10-37207171-14
NR43800--MA0741.1.KLF16	chr3	145613473	145613483	+	0.000	0.000	Merged-chr3-145613509-1
NR25777--MA0039.3.KLF4	chr16	32229247	32229257	-	0.000	0.000	Merged-chr16-32229198-4
NR18836--MA0741.1.KLF16	chr13	114086372	114086382	+	0.000	0.000	Merged-chr13-114086496-8
NR16885--MA0741.1.KLF16	chr13	49249004	49249014	-	0.000	0.000	Merged-chr13-49249137-9
NR30054--MA1107.1.KLF9	chr17	74354606	74354618	+	0.000	0.000	Merged-chr17-74354475-5
NR14810--MA0741.1.KLF16	chr12	84851596	84851606	+	0.000	0.000	Merged-chr12-84851532-12
NR37334--MA1107.1.KLF9	chr2	102186181	102186193	+	0.000	0.000	Merged-chr2-102186171-70
NR7789--MA0741.1.KLF16	chr10	93868528	93868538	+	0.000	0.000	Merged-chr10-93868549-34
NR15416--MA1107.1.KLF9	chr12	105537662	105537674	+	0.000	0.000	Merged-chr12-105537597-12
NR57946--MA0493.1.Klf1	chr6	134450908	134450918	-	0.000	0.000	Merged-chr6-134450954-21
NR36805--MA0599.1.KLF5	chr2	77176681	77176690	+	0.000	0.000	Merged-chr2-77176488-48
NR32436--MA0493.1.Klf1	chr18	79257503	79257513	-	0.000	0.000	Merged-chr18-79257508-110
NR4237--MA0740.1.KLF14	chr1	180483485	180483498	+	0.000	0.000	Merged-chr1-180483466-4
NR54246--MA1107.1.KLF9	chr5	148379707	148379719	-	0.000	0.000	Merged-chr5-148379823-53
NR37314--MA0741.1.KLF16	chr2	102049966	102049976	+	0.000	0.000	Merged-chr2-102050053-17
NR46347--MA0741.1.KLF16	chr4	98436894	98436904	-	0.000	0.000	Merged-chr4-98436733-103
NR26040--MA0740.1.KLF14	chr16	42190434	42190447	-	0.000	0.000	Merged-chr16-42190444-58
NR67267--MA0741.1.KLF16	chr8	122769457	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR22442--MA0599.1.KLF5	chr15	25673781	25673790	+	0.000	0.000	Merged-chr15-25673661-24
NR60025--MA0493.1.Klf1	chr7	34630507	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR28--MA1107.1.KLF9	chr1	6519518	6519530	+	0.000	0.000	Merged-chr1-6519375-11
NR65035--MA1107.1.KLF9	chr8	61283210	61283222	+	0.000	0.000	Merged-chr8-61283229-50
NR31256--MA1107.1.KLF9	chr18	35726963	35726975	-	0.000	0.000	Merged-chr18-35726871-27
NR3938--MA0741.1.KLF16	chr1	171916125	171916135	+	0.000	0.000	Merged-chr1-171916002-44
NR34848--MA1107.1.KLF9	chr2	11173718	11173730	+	0.000	0.000	Merged-chr2-11173621-55
NR41115--MA0740.1.KLF14	chr3	55688150	55688163	-	0.000	0.000	Merged-chr3-55687980-1
NR5560--MA0039.3.KLF4	chr10	30655800	30655810	-	0.000	0.000	Merged-chr10-30655945-56
NR1853--MA0742.1.Klf12	chr1	98589911	98589925	+	0.000	0.000	Merged-chr1-98589738-39
NR29170--MA1107.1.KLF9	chr17	46933195	46933207	-	0.000	0.000	Merged-chr17-46933316-17
NR10316--MA1107.1.KLF9	chr11	57791222	57791234	+	0.000	0.000	Merged-chr11-57791276-17
NR39533--MA0599.1.KLF5	chr2	165854761	165854770	-	0.000	0.000	Merged-chr2-165854688-17
NR17848--MA0740.1.KLF14	chr13	89521652	89521665	+	0.000	0.000	Merged-chr13-89521757-30
NR14103--MA0493.1.Klf1	chr12	52383031	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR3606--MA0599.1.KLF5	chr1	165091991	165092000	+	0.000	0.000	Merged-chr1-165091937-36
NR7407--MA0741.1.KLF16	chr10	84440711	84440721	+	0.000	0.000	Merged-chr10-84440807-71
NR67480--MA0599.1.KLF5	chr8	126539620	126539629	-	0.000	0.000	Merged-chr8-126539798-23
NR16613--MA0039.3.KLF4	chr13	38145172	38145182	+	0.000	0.000	Merged-chr13-38145291-8
NR14493--MA0599.1.KLF5	chr12	71577575	71577584	-	0.000	0.000	Merged-chr12-71577475-38
NR36034--MA1107.1.KLF9	chr2	44528765	44528777	+	0.000	0.000	Merged-chr2-44528768-19
NR2515--MA1107.1.KLF9	chr1	133801880	133801892	+	0.000	0.000	Merged-chr1-133801920-3
NR24383--MA0039.3.KLF4	chr15	93443915	93443925	+	0.000	0.000	Merged-chr15-93443797-12
NR39029--MA0742.1.Klf12	chr2	153325875	153325889	-	0.000	0.000	Merged-chr2-153325949-22
NR46746--MA0599.1.KLF5	chr4	109229939	109229948	+	0.000	0.000	Merged-chr4-109229977-29
NR56838--MA0741.1.KLF16	chr6	108448394	108448404	+	0.000	0.000	Merged-chr6-108448378-58
NR72035--MA0741.1.KLF16	chrX	56374578	56374588	-	0.000	0.000	Merged-chrX-56374648-33
NR41761--MA1107.1.KLF9	chr3	89896721	89896733	+	0.000	0.000	Merged-chr3-89896775-17
NR59356--MA0493.1.Klf1	chr7	19837009	19837019	-	0.000	0.000	Merged-chr7-19837080-20
NR9805--MA0599.1.KLF5	chr11	33701956	33701965	-	0.000	0.000	Merged-chr11-33701915-7
NR16864--MA0741.1.KLF16	chr13	48965777	48965787	+	0.000	0.000	Merged-chr13-48965826-50
NR7406--MA0599.1.KLF5	chr10	84440711	84440720	+	0.000	0.000	Merged-chr10-84440807-71
NR56690--MA1107.1.KLF9	chr6	100072810	100072822	-	0.000	0.000	Merged-chr6-100072784-7
NR5836--MA0741.1.KLF16	chr10	43706318	43706328	-	0.000	0.000	Merged-chr10-43706280-54
NR869--MA1107.1.KLF9	chr1	59163173	59163185	+	0.000	0.000	Merged-chr1-59163188-37
NR48908--MA0599.1.KLF5	chr4	152247436	152247445	+	0.000	0.000	Merged-chr4-152247398-23
NR48290--MA0599.1.KLF5	chr4	140833017	140833026	-	0.000	0.000	Merged-chr4-140833040-18
NR25375--MA1107.1.KLF9	chr16	14380126	14380138	-	0.000	0.000	Merged-chr16-14380008-54
NR29908--MA0741.1.KLF16	chr17	71118812	71118822	-	0.000	0.000	Merged-chr17-71118704-30
NR63997--MA0740.1.KLF14	chr8	8661410	8661423	+	0.000	0.000	Merged-chr8-8661451-105
NR48482--MA0493.1.Klf1	chr4	144996133	144996143	-	0.000	0.000	Merged-chr4-144996009-47
NR42909--MA0039.3.KLF4	chr3	121312580	121312590	+	0.000	0.000	Merged-chr3-121312656-21
NR54821--MA0740.1.KLF14	chr6	29853647	29853660	-	0.000	0.000	Merged-chr6-29853688-66
NR16354--MA0741.1.KLF16	chr13	24547220	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR31956--MA0599.1.KLF5	chr18	65928617	65928626	-	0.000	0.000	Merged-chr18-65928532-5
NR72034--MA0493.1.Klf1	chrX	56374554	56374564	-	0.000	0.000	Merged-chrX-56374648-33
NR63015--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
NR35594--MA0741.1.KLF16	chr2	30472068	30472078	+	0.000	0.000	Merged-chr2-30472114-26
NR17857--MA0599.1.KLF5	chr13	89539639	89539648	+	0.000	0.000	Merged-chr13-89539460-39
NR64654--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR2338--MA0742.1.Klf12	chr1	128713043	128713057	+	0.000	0.000	Merged-chr1-128713010-21
NR28520--MA0493.1.Klf1	chr17	31693554	31693564	-	0.000	0.000	Merged-chr17-31693537-59
NR40407--MA0039.3.KLF4	chr3	14381738	14381748	+	0.000	0.000	Merged-chr3-14381825-37
NR6464--MA0599.1.KLF5	chr10	68300308	68300317	+	0.000	0.000	Merged-chr10-68300314-9
NR38374--MA0742.1.Klf12	chr2	132379893	132379907	-	0.000	0.000	Merged-chr2-132379852-19
NR44374--MA0599.1.KLF5	chr3	157925094	157925103	-	0.000	0.000	Merged-chr3-157925057-36
NR20137--MA0493.1.Klf1	chr14	47740786	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR39300--MA0493.1.Klf1	chr2	160367182	160367192	-	0.000	0.000	Merged-chr2-160367322-62
NR31809--MA0741.1.KLF16	chr18	62267377	62267387	-	0.000	0.000	Merged-chr18-62267467-16
NR14807--MA0599.1.KLF5	chr12	84851596	84851605	+	0.000	0.000	Merged-chr12-84851532-12
NR2775--MA1107.1.KLF9	chr1	139181143	139181155	-	0.000	0.000	Merged-chr1-139181025-29
NR7320--MA1107.1.KLF9	chr10	81560436	81560448	+	0.000	0.000	Merged-chr10-81560396-28
NR56686--MA1107.1.KLF9	chr6	100072802	100072814	-	0.000	0.000	Merged-chr6-100072784-7
NR463--MA0599.1.KLF5	chr1	38395439	38395448	+	0.000	0.000	Merged-chr1-38395375-19
NR31396--MA0493.1.Klf1	chr18	41753031	41753041	-	0.000	0.000	Merged-chr18-41752958-32
NR34772--MA0039.3.KLF4	chr2	6379104	6379114	+	0.000	0.000	Merged-chr2-6378947-26
NR16351--MA0599.1.KLF5	chr13	24547221	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR10313--MA0741.1.KLF16	chr11	57791223	57791233	+	0.000	0.000	Merged-chr11-57791276-17
NR41116--MA0657.1.KLF13	chr3	55688147	55688164	-	0.000	0.000	Merged-chr3-55687980-1
NR26683--MA0741.1.KLF16	chr16	76283302	76283312	+	0.000	0.000	Merged-chr16-76283420-1
NR43924--MA0493.1.Klf1	chr3	148465661	148465671	-	0.000	0.000	Merged-chr3-148465597-36
NR57503--MA0742.1.Klf12	chr6	125229075	125229089	-	0.000	0.000	Merged-chr6-125228994-3
NR55162--MA1107.1.KLF9	chr6	43619511	43619523	+	0.000	0.000	Merged-chr6-43619418-19
NR33912--MA0741.1.KLF16	chr19	40962984	40962994	+	0.000	0.000	Merged-chr19-40963168-20
NR17849--MA0657.1.KLF13	chr13	89521651	89521668	+	0.000	0.000	Merged-chr13-89521757-30
NR47195--MA1107.1.KLF9	chr4	122829452	122829464	-	0.000	0.000	Merged-chr4-122829434-12
NR72343--MA0740.1.KLF14	chrX	99042583	99042596	-	0.000	0.000	Merged-chrX-99042663-22
NR23229--MA0741.1.KLF16	chr15	64382480	64382490	+	0.000	0.000	Merged-chr15-64382690-41
NR9807--MA0741.1.KLF16	chr11	33702003	33702013	-	0.000	0.000	Merged-chr11-33701915-7
NR50601--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR67493--MA1107.1.KLF9	chr8	126864493	126864505	+	0.000	0.000	Merged-chr8-126864545-1
NR19285--MA0599.1.KLF5	chr14	14633417	14633426	-	0.000	0.000	Merged-chr14-14633159-94
NR11251--MA0599.1.KLF5	chr11	78690770	78690779	+	0.000	0.000	Merged-chr11-78690691-3
NR65628--MA0599.1.KLF5	chr8	77376595	77376604	+	0.000	0.000	Merged-chr8-77376569-21
NR46414--MA0741.1.KLF16	chr4	101217266	101217276	-	0.000	0.000	Merged-chr4-101217167-64
NR49362--MA0493.1.Klf1	chr5	14514927	14514937	-	0.000	0.000	Merged-chr5-14515082-42
NR13399--MA0493.1.Klf1	chr12	8496543	8496553	-	0.000	0.000	Merged-chr12-8496481-10
NR11438--MA1107.1.KLF9	chr11	83185910	83185922	-	0.000	0.000	Merged-chr11-83185820-16
NR45002--MA1107.1.KLF9	chr4	41295618	41295630	+	0.000	0.000	Merged-chr4-41295781-15
NR14762--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR7518--MA0493.1.Klf1	chr10	86786239	86786249	-	0.000	0.000	Merged-chr10-86786135-22
NR42095--MA1107.1.KLF9	chr3	96575125	96575137	+	0.000	0.000	Merged-chr3-96575084-6
NR54322--MA0741.1.KLF16	chr5	149368226	149368236	-	0.000	0.000	Merged-chr5-149368318-30
NR40382--MA0599.1.KLF5	chr3	10351440	10351449	-	0.000	0.000	Merged-chr3-10351318-69
NR20809--MA0493.1.Klf1	chr14	68078500	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR66194--MA0599.1.KLF5	chr8	95154909	95154918	+	0.000	0.000	Merged-chr8-95154872-23
NR8407--MA0599.1.KLF5	chr10	117985084	117985093	-	0.000	0.000	Merged-chr10-117985120-21
NR37156--MA1107.1.KLF9	chr2	93454464	93454476	+	0.000	0.000	Merged-chr2-93454506-54
NR39775--MA0493.1.Klf1	chr2	169360429	169360439	-	0.000	0.000	Merged-chr2-169360551-6
NR24408--MA0599.1.KLF5	chr15	93756158	93756167	+	0.000	0.000	Merged-chr15-93756205-23
NR27242--MA1107.1.KLF9	chr16	96208435	96208447	-	0.000	0.000	Merged-chr16-96208613-13
NR41561--MA0493.1.Klf1	chr3	84477663	84477673	+	0.000	0.000	Merged-chr3-84477603-8
NR5603--MA0599.1.KLF5	chr10	37207074	37207083	-	0.000	0.000	Merged-chr10-37207171-14
NR1687--MA0741.1.KLF16	chr1	91825519	91825529	-	0.000	0.000	Merged-chr1-91825474-20
NR36297--MA0741.1.KLF16	chr2	59332578	59332588	+	0.000	0.000	Merged-chr2-59332590-12
NR36294--MA0039.3.KLF4	chr2	59332403	59332413	-	0.000	0.000	Merged-chr2-59332590-12
NR4793--MA0741.1.KLF16	chr1	191111388	191111398	-	0.000	0.000	Merged-chr1-191111364-43
NR54822--MA0657.1.KLF13	chr6	29853644	29853661	-	0.000	0.000	Merged-chr6-29853688-66
NR29196--MA0741.1.KLF16	chr17	47190042	47190052	+	0.000	0.000	Merged-chr17-47189896-43
NR51568--MA0039.3.KLF4	chr5	100929922	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR65632--MA0493.1.Klf1	chr8	77383805	77383815	+	0.000	0.000	Merged-chr8-77383968-15
NR5804--MA0493.1.Klf1	chr10	42849028	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR25507--MA0741.1.KLF16	chr16	18733523	18733533	+	0.000	0.000	Merged-chr16-18733506-32
NR3485--MA0742.1.Klf12	chr1	162728256	162728270	-	0.000	0.000	Merged-chr1-162728182-59
NR56710--MA0599.1.KLF5	chr6	100390398	100390407	+	0.000	0.000	Merged-chr6-100390476-26
NR17405--MA0493.1.Klf1	chr13	65070137	65070147	+	0.000	0.000	Merged-chr13-65070187-24
NR13403--MA1107.1.KLF9	chr12	8496541	8496553	-	0.000	0.000	Merged-chr12-8496481-10
NR46344--MA0599.1.KLF5	chr4	98243937	98243946	+	0.000	0.000	Merged-chr4-98243867-45
NR55785--MA0657.1.KLF13	chr6	67318013	67318030	-	0.000	0.000	Merged-chr6-67318064-30
NR14282--MA0039.3.KLF4	chr12	59170023	59170033	+	0.000	0.000	Merged-chr12-59170039-43
NR9110--MA0742.1.Klf12	chr11	3345222	3345236	-	0.000	0.000	Merged-chr11-3345059-26
NR14399--MA1107.1.KLF9	chr12	69502003	69502015	-	0.000	0.000	Merged-chr12-69501974-43
NR33916--MA1107.1.KLF9	chr19	41031265	41031277	-	0.000	0.000	Merged-chr19-41031181-46
NR41560--MA0039.3.KLF4	chr3	84477665	84477675	+	0.000	0.000	Merged-chr3-84477603-8
NR17507--MA0039.3.KLF4	chr13	70600157	70600167	-	0.000	0.000	Merged-chr13-70600282-8
NR25616--MA0741.1.KLF16	chr16	23100321	23100331	+	0.000	0.000	Merged-chr16-23100189-17
NR46456--MA0599.1.KLF5	chr4	101419676	101419685	-	0.000	0.000	Merged-chr4-101419713-70
NR10401--MA0741.1.KLF16	chr11	59787733	59787743	+	0.000	0.000	Merged-chr11-59787548-18
NR23326--MA0742.1.Klf12	chr15	72859485	72859499	+	0.000	0.000	Merged-chr15-72859470-25
NR35599--MA0741.1.KLF16	chr2	30472073	30472083	+	0.000	0.000	Merged-chr2-30472114-26
NR12878--MA0493.1.Klf1	chr11	115751908	115751918	+	0.000	0.000	Merged-chr11-115751964-2
NR63162--MA0599.1.KLF5	chr7	132317313	132317322	+	0.000	0.000	Merged-chr7-132317352-2
NR39448--MA1107.1.KLF9	chr2	163203572	163203584	+	0.000	0.000	Merged-chr2-163203461-118
NR31541--MA0740.1.KLF14	chr18	53245578	53245591	+	0.000	0.000	Merged-chr18-53245593-51
NR44700--MA0039.3.KLF4	chr4	21752127	21752137	+	0.000	0.000	Merged-chr4-21752041-18
NR50968--MA0599.1.KLF5	chr5	75574899	75574908	-	0.000	0.000	Merged-chr5-75574836-1
NR25860--MA0493.1.Klf1	chr16	34531734	34531744	-	0.000	0.000	Merged-chr16-34531790-5
NR1828--MA0741.1.KLF16	chr1	96871623	96871633	-	0.000	0.000	Merged-chr1-96871649-2
NR42767--MA1107.1.KLF9	chr3	115897889	115897901	+	0.000	0.000	Merged-chr3-115897908-5
NR63950--MA0599.1.KLF5	chr8	3587607	3587616	-	0.000	0.000	Merged-chr8-3587694-26
NR63063--MA0741.1.KLF16	chr7	130631892	130631902	-	0.000	0.000	Merged-chr7-130631867-47
NR5620--MA1107.1.KLF9	chr10	37721420	37721432	+	0.000	0.000	Merged-chr10-37721362-7
NR22444--MA0741.1.KLF16	chr15	25673781	25673791	+	0.000	0.000	Merged-chr15-25673661-24
NR524--MA0741.1.KLF16	chr1	39702701	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR54413--MA1107.1.KLF9	chr5	150894468	150894480	-	0.000	0.000	Merged-chr5-150894547-1
NR50640--MA1107.1.KLF9	chr5	64455579	64455591	+	0.000	0.000	Merged-chr5-64455679-15
NR25892--MA0599.1.KLF5	chr16	35154885	35154894	-	0.000	0.000	Merged-chr16-35154981-11
NR18763--MA1107.1.KLF9	chr13	112824271	112824283	+	0.000	0.000	Merged-chr13-112824318-13
NR41122--MA1107.1.KLF9	chr3	55688151	55688163	-	0.000	0.000	Merged-chr3-55687980-1
NR8676--MA0599.1.KLF5	chr10	122755185	122755194	-	0.000	0.000	Merged-chr10-122755211-20
NR54633--MA0493.1.Klf1	chr6	17307666	17307676	-	0.000	0.000	Merged-chr6-17307561-30
NR72019--MA0741.1.KLF16	chrX	53607883	53607893	+	0.000	0.000	Merged-chrX-53607978-28
NR1826--MA0599.1.KLF5	chr1	96871624	96871633	-	0.000	0.000	Merged-chr1-96871649-2
NR50771--MA0599.1.KLF5	chr5	66620373	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR29978--MA0742.1.Klf12	chr17	72854434	72854448	-	0.000	0.000	Merged-chr17-72854440-12
NR68934--MA0599.1.KLF5	chr9	58112461	58112470	+	0.000	0.000	Merged-chr9-58112486-25
NR5844--MA1107.1.KLF9	chr10	43706426	43706438	-	0.000	0.000	Merged-chr10-43706280-54
NR65614--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR32434--MA0742.1.Klf12	chr18	79257499	79257513	-	0.000	0.000	Merged-chr18-79257508-110
NR68906--MA1107.1.KLF9	chr9	57647828	57647840	-	0.000	0.000	Merged-chr9-57647746-26
NR30687--MA1107.1.KLF9	chr17	88597600	88597612	+	0.000	0.000	Merged-chr17-88597413-65
NR8989--MA0493.1.Klf1	chr10	128149933	128149943	+	0.000	0.000	Merged-chr10-128149784-21
NR41770--MA0657.1.KLF13	chr3	89911444	89911461	+	0.000	0.000	Merged-chr3-89911440-10
NR52363--MA0741.1.KLF16	chr5	118661945	118661955	+	0.000	0.000	Merged-chr5-118661904-17
NR60890--MA0741.1.KLF16	chr7	66689634	66689644	-	0.000	0.000	Merged-chr7-66689788-64
NR60956--MA0741.1.KLF16	chr7	71379407	71379417	-	0.000	0.000	Merged-chr7-71379218-17
NR5411--MA0599.1.KLF5	chr10	21476441	21476450	+	0.000	0.000	Merged-chr10-21476462-10
NR50651--MA0740.1.KLF14	chr5	64684279	64684292	+	0.000	0.000	Merged-chr5-64684447-46
NR45262--MA0741.1.KLF16	chr4	45766156	45766166	-	0.000	0.000	Merged-chr4-45766216-17
NR62725--MA1107.1.KLF9	chr7	126230482	126230494	-	0.000	0.000	Merged-chr7-126230639-34
NR49036--MA0493.1.Klf1	chr4	155050347	155050357	+	0.000	0.000	Merged-chr4-155050218-26
NR36037--MA0741.1.KLF16	chr2	44953136	44953146	+	0.000	0.000	Merged-chr2-44953031-31
NR66614--MA0039.3.KLF4	chr8	109957366	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR41588--MA1107.1.KLF9	chr3	86104012	86104024	-	0.000	0.000	Merged-chr3-86103938-30
NR39532--MA0742.1.Klf12	chr2	165854757	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR12564--MA0741.1.KLF16	chr11	109375504	109375514	-	0.000	0.000	Merged-chr11-109375589-56
NR22837--MA0741.1.KLF16	chr15	44748516	44748526	+	0.000	0.000	Merged-chr15-44748463-50
NR56084--MA0741.1.KLF16	chr6	85339432	85339442	+	0.000	0.000	Merged-chr6-85339410-34
NR70916--MA1107.1.KLF9	chr9	112185872	112185884	+	0.000	0.000	Merged-chr9-112185998-1
NR34599--MA1107.1.KLF9	chr19	59650731	59650743	-	0.000	0.000	Merged-chr19-59650746-15
NR60922--MA0741.1.KLF16	chr7	68189868	68189878	+	0.000	0.000	Merged-chr7-68190151-33
NR21049--MA0493.1.Klf1	chr14	74918735	74918745	-	0.000	0.000	Merged-chr14-74918775-39
NR46264--MA0599.1.KLF5	chr4	89137628	89137637	-	0.000	0.000	Merged-chr4-89137676-98
NR14767--MA0741.1.KLF16	chr12	82187382	82187392	+	0.000	0.000	Merged-chr12-82187311-20
NR55777--MA0657.1.KLF13	chr6	67146672	67146689	-	0.000	0.000	Merged-chr6-67146910-15
NR22423--MA0741.1.KLF16	chr15	25269713	25269723	-	0.000	0.000	Merged-chr15-25269773-79
NR66780--MA1107.1.KLF9	chr8	115136875	115136887	+	0.000	0.000	Merged-chr8-115136921-34
NR12466--MA1107.1.KLF9	chr11	106057116	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR25977--MA0493.1.Klf1	chr16	38348504	38348514	+	0.000	0.000	Merged-chr16-38348536-9
NR18768--MA1107.1.KLF9	chr13	112824341	112824353	+	0.000	0.000	Merged-chr13-112824318-13
